sequence,v115@9gB8HeB8HeB8HeD8BeB8LeOFJvhFXhB5oBzmBatBln?BUrB,v115@9gB8HeB8HeB8HeD8BeB8LeOFJvhFThB5oBfrB8rBat?BlsB,v115@9gB8HeB8HeB8HeD8BeB8LeOFJvhF0hB5oBzlBatBln?B3rB,v115@9gB8HeB8HeB8HeD8BeB8LeOFJvhF8lBfnB5oBatBln?BTrB,v115@9gB8HeB8HeB8HeD8BeB8LexAJvhF0iBTlB2rBFtB6t?B3rB,v115@9gB8HeB8HeB8HeD8BeB8LeTAJvhF0hBxiByqB3rBFt?BGtB,v115@9gB8HeB8HeB8HeD8BeB8LeKFJvhF0hBxiBWtBlrBfr?BTtB,v115@9gB8HeB8HeB8HeD8BeB8LeiAJvhFRiB1qBXnBGtBct?BTrB,v115@9gB8HeB8HeB8HeD8BeB8LeTAJvhFfnBliBxqBGtBKr?BctB,v115@9gB8HeB8HeB8HeD8BeB8LelBJvhFilBxnB0lBWtB3r?BTtB
JOZLTIS,O,X,O,O,X,X,X,X,X,X
JOZLTSI,O,X,X,O,X,X,X,X,X,X
JOZLITS,O,X,O,O,X,X,X,X,X,X
JOZLIST,O,O,O,O,X,X,X,X,X,X
JOZLSTI,O,O,O,O,X,X,X,X,X,X
JOZLSIT,O,O,O,O,X,X,X,X,X,X
JOZSTIL,O,O,X,O,X,X,X,X,X,X
JOZSTLI,O,O,X,O,X,X,X,X,X,X
JOZSITL,O,O,X,O,X,X,X,X,X,X
JOZSILT,O,O,O,O,X,X,X,X,X,X
JOZSLTI,O,O,X,O,X,X,X,X,X,X
JOZSLIT,O,O,O,O,X,X,X,X,X,X
STILJZO,X,O,X,X,X,O,X,O,X,O
STILJOZ,X,X,X,X,X,O,X,X,X,O
STILZJO,X,O,X,O,X,O,X,X,X,O
STILZOJ,X,O,O,X,X,O,X,X,X,O
STILOJZ,X,X,O,X,X,O,X,X,X,O
STILOZJ,X,X,O,X,X,O,X,X,X,O
STIJLZO,X,O,X,X,X,X,X,O,O,O
STIJLOZ,X,X,X,X,X,X,X,X,O,O
STIJZLO,X,O,X,X,X,X,X,O,O,X
STIJZOL,X,O,X,X,X,X,X,O,O,X
STIJOLZ,X,X,X,X,X,X,X,O,X,X
STIJOZL,X,X,X,X,X,X,X,O,X,X
STIZLJO,X,O,X,O,X,O,X,X,X,O
STIZLOJ,X,O,O,X,X,O,X,X,X,O
STIZJLO,X,O,X,O,X,O,X,X,X,X
STIZJOL,X,O,X,X,X,X,X,X,X,X
STIZOLJ,X,O,O,X,X,O,X,X,X,X
STIZOJL,X,O,O,X,X,X,X,X,X,X
STIOLJZ,X,X,O,X,X,X,X,X,X,O
STIOLZJ,X,X,O,X,X,X,X,X,X,O
STIOJLZ,X,X,O,X,X,X,X,X,X,X
STIOJZL,X,X,O,X,X,X,X,X,X,X
STIOZLJ,X,X,O,X,X,X,X,X,X,X
STIOZJL,X,X,O,X,X,X,X,X,X,X
STLIJZO,X,O,X,X,X,O,X,O,X,O
STLIJOZ,X,X,X,X,X,O,X,X,X,O
STLIZJO,X,O,X,O,X,O,X,X,X,O
STLIZOJ,X,O,O,X,X,O,X,X,X,O
STLIOJZ,X,X,O,X,X,O,X,X,X,O
STLIOZJ,X,X,O,X,X,O,X,X,X,O
STLJIZO,X,O,X,X,X,O,O,O,X,O
STLJIOZ,X,X,X,X,X,O,O,X,X,O
STLJZIO,X,O,X,X,X,O,O,O,X,X
STLJZOI,X,O,X,X,X,O,O,O,X,X
STLJOIZ,X,X,X,X,X,O,O,O,X,X
STLJOZI,X,X,X,X,X,O,O,O,X,X
STLZIJO,X,O,X,O,X,O,X,X,X,O
STLZIOJ,X,O,O,X,X,O,X,X,X,O
STLZJIO,X,O,X,O,X,O,X,O,X,X
STLZJOI,X,O,X,X,X,O,X,O,X,X
STLZOIJ,X,O,O,X,X,O,X,X,X,X
STLZOJI,X,O,O,X,X,O,X,X,X,X
STLOIJZ,X,X,O,X,X,O,X,X,X,O
STLOIZJ,X,X,O,X,X,O,X,X,X,O
STLOJIZ,X,X,O,X,X,O,X,X,X,X
STLOJZI,X,X,O,X,X,O,X,O,X,X
STLOZIJ,X,X,O,X,X,O,X,X,X,X
STLOZJI,X,X,O,X,X,O,X,X,X,X
STJILZO,X,O,X,X,X,X,O,O,O,O
STJILOZ,X,X,X,X,X,X,O,X,O,O
STJIZLO,X,O,X,X,X,X,X,O,O,X
STJIZOL,X,O,X,X,X,X,X,O,O,X
STJIOLZ,X,X,X,X,X,X,X,O,X,X
STJIOZL,X,X,X,X,X,X,X,O,X,X
STJLIZO,X,O,X,X,X,O,O,O,X,O
STJLIOZ,X,X,X,X,X,O,O,X,X,O
STJLZIO,X,O,X,X,X,O,O,O,X,X
STJLZOI,X,O,X,X,X,O,O,O,X,X
STJLOIZ,X,X,X,X,X,O,O,O,X,X
STJLOZI,X,X,X,X,X,O,O,O,X,X
STJZILO,X,O,X,X,X,O,X,O,X,X
STJZIOL,X,O,X,X,X,X,X,O,X,X
STJZLIO,X,O,X,X,X,O,X,O,X,X
STJZLOI,X,O,X,X,X,O,X,O,X,X
STJZOIL,X,O,X,X,O,X,X,O,X,X
STJZOLI,X,O,X,X,O,X,X,O,X,X
STJOILZ,X,X,X,X,O,X,X,O,X,X
STJOIZL,X,X,X,X,O,X,X,O,X,X
STJOLIZ,X,X,X,X,O,X,X,O,X,X
STJOLZI,X,X,X,X,O,X,X,O,X,X
STJOZIL,X,X,X,X,O,X,X,O,X,X
STJOZLI,X,X,X,X,O,X,X,O,X,X
STZILJO,X,O,X,O,X,O,X,X,X,O
STZILOJ,X,O,O,X,X,O,X,X,X,O
STZIJLO,X,O,X,O,X,O,X,X,X,X
STZIJOL,X,O,X,X,X,X,X,X,X,X
STZIOLJ,X,O,O,X,X,O,X,X,X,X
STZIOJL,X,O,O,X,X,X,X,X,X,X
STZLIJO,X,O,X,O,X,O,X,X,X,O
STZLIOJ,X,O,O,X,X,O,X,X,X,O
STZLJIO,X,O,X,O,X,O,X,O,X,X
STZLJOI,X,O,X,X,X,O,X,O,X,X
STZLOIJ,X,O,O,X,X,O,X,X,X,X
STZLOJI,X,O,O,X,X,O,X,X,X,X
STZJILO,X,O,X,O,X,O,X,O,X,X
STZJIOL,X,O,X,X,X,X,X,O,X,X
STZJLIO,X,O,X,O,X,O,X,O,X,X
STZJLOI,X,O,X,X,X,O,X,O,X,X
STZJOIL,X,O,X,X,O,X,X,O,X,X
STZJOLI,X,O,X,X,O,X,X,O,X,X
STZOILJ,X,O,O,X,X,O,X,X,X,X
STZOIJL,X,O,O,X,X,X,X,X,X,X
STZOLIJ,X,O,O,X,X,O,X,X,X,X
STZOLJI,X,O,O,X,X,O,X,X,X,X
STZOJIL,X,O,O,X,O,X,X,X,X,X
STZOJLI,X,O,O,X,O,X,X,X,X,X
STOILJZ,X,X,O,X,X,X,X,X,X,O
STOILZJ,X,X,O,X,X,X,X,X,X,O
STOIJLZ,X,X,O,X,O,X,X,X,X,X
STOIJZL,X,X,O,X,O,X,X,X,X,X
STOIZLJ,X,X,O,X,X,X,X,X,X,X
STOIZJL,X,X,O,X,X,X,X,X,X,X
STOLIJZ,X,X,O,X,X,O,X,X,X,O
STOLIZJ,X,X,O,X,X,O,X,X,X,O
STOLJIZ,X,X,O,X,X,O,X,X,X,X
STOLJZI,X,X,O,X,X,O,X,O,X,X
STOLZIJ,X,X,O,X,X,O,X,X,X,X
STOLZJI,X,X,O,X,X,O,X,X,X,X
STOJILZ,X,X,O,X,O,X,X,O,X,X
STOJIZL,X,X,O,X,O,X,X,O,X,X
STOJLIZ,X,X,O,X,O,X,X,O,X,X
STOJLZI,X,X,O,X,O,X,X,O,X,X
STOJZIL,X,X,O,X,O,X,X,O,X,X
STOJZLI,X,X,O,X,O,X,X,O,X,X
STOZILJ,X,X,O,X,X,O,X,X,X,X
STOZIJL,X,X,O,X,X,X,X,X,X,X
STOZLIJ,X,X,O,X,X,O,X,X,X,X
STOZLJI,X,X,O,X,X,O,X,X,X,X
STOZJIL,X,X,O,X,O,X,X,X,X,X
STOZJLI,X,X,O,X,O,X,X,X,X,X
SITLJZO,X,O,X,X,X,O,X,O,X,O
SITLJOZ,X,X,X,X,X,O,X,X,X,O
SITLZJO,X,O,X,O,X,O,X,X,X,O
SITLZOJ,X,O,O,X,X,O,X,X,X,O
SITLOJZ,X,X,O,X,X,O,X,X,X,O
SITLOZJ,X,X,O,X,X,O,X,X,X,O
SITJLZO,X,O,X,X,X,X,X,O,O,O
SITJLOZ,X,X,X,X,X,X,X,X,O,O
SITJZLO,X,O,X,X,X,X,X,O,O,X
SITJZOL,X,O,X,X,X,X,X,O,O,X
SITJOLZ,X,X,X,X,X,X,X,O,X,X
SITJOZL,X,X,X,X,X,X,X,O,X,X
SITZLJO,X,O,X,O,X,O,X,X,X,O
SITZLOJ,X,O,O,X,X,O,X,X,X,O
SITZJLO,X,O,X,O,X,O,X,X,X,X
SITZJOL,X,O,X,X,X,X,X,X,X,X
SITZOLJ,X,O,O,X,X,O,X,X,X,X
SITZOJL,X,O,O,X,X,X,X,X,X,X
SITOLJZ,X,X,O,X,X,X,X,X,X,O
SITOLZJ,X,X,O,X,X,X,X,X,X,O
SITOJLZ,X,X,O,X,X,X,X,X,X,X
SITOJZL,X,X,O,X,X,X,X,X,X,X
SITOZLJ,X,X,O,X,X,X,X,X,X,X
SITOZJL,X,X,O,X,X,X,X,X,X,X
SILTJZO,X,O,X,X,X,O,X,X,X,O
SILTJOZ,X,X,X,X,X,O,X,X,X,O
SILTZJO,X,O,X,O,X,O,X,X,X,O
SILTZOJ,X,O,O,X,X,O,X,X,X,O
SILTOJZ,X,X,O,X,X,O,X,X,X,O
SILTOZJ,X,X,O,X,X,O,X,X,X,O
SILJTZO,X,O,X,X,X,X,X,X,O,O
SILJTOZ,X,X,X,X,X,X,X,X,O,O
SILJZTO,X,O,X,O,X,X,X,X,O,X
SILJZOT,O,O,O,O,X,X,X,X,O,X
SILJOTZ,O,X,O,X,X,X,X,X,O,X
SILJOZT,O,O,O,X,X,X,X,X,O,X
SILZTJO,X,O,X,O,X,O,X,X,X,O
SILZTOJ,X,O,O,X,X,O,X,X,X,O
SILZJTO,X,O,X,O,X,X,X,X,X,X
SILZJOT,O,O,O,O,X,O,X,X,X,X
SILZOTJ,O,O,O,X,X,O,X,X,X,X
SILZOJT,O,O,O,O,X,O,X,X,X,X
SILOTJZ,O,X,O,X,X,O,X,X,X,O
SILOTZJ,X,X,O,O,X,O,X,X,X,O
SILOJTZ,O,X,O,X,X,X,X,X,X,X
SILOJZT,O,O,O,O,X,X,X,X,X,X
SILOZTJ,X,O,O,O,X,O,X,X,X,X
SILOZJT,O,O,O,O,X,O,X,X,X,X
SIJTLZO,X,O,X,X,X,X,X,O,O,O
SIJTLOZ,X,X,X,X,X,X,X,X,O,O
SIJTZLO,X,O,X,X,X,X,X,O,O,X
SIJTZOL,X,O,X,X,X,X,X,O,O,X
SIJTOLZ,X,X,X,X,X,X,X,O,X,X
SIJTOZL,X,X,X,X,X,X,X,O,X,X
SIJLTZO,X,O,X,X,X,X,X,X,O,O
SIJLTOZ,X,X,X,X,X,X,X,X,O,O
SIJLZTO,X,O,X,O,X,X,X,X,O,X
SIJLZOT,O,O,O,O,X,X,X,X,O,X
SIJLOTZ,O,X,O,X,X,X,X,X,O,X
SIJLOZT,O,O,O,X,X,X,X,X,O,X
SIJZTLO,X,O,X,O,X,X,X,X,O,X
SIJZTOL,O,O,X,X,X,X,X,X,O,X
SIJZLTO,X,O,X,O,X,X,X,X,O,X
SIJZLOT,O,O,O,O,X,X,X,X,O,X
SIJZOTL,O,O,O,X,X,X,X,X,O,X
SIJZOLT,O,O,O,O,X,X,X,X,O,X
SIJOTLZ,O,X,O,X,X,X,X,X,X,X
SIJOTZL,X,X,O,X,X,X,X,X,X,X
SIJOLTZ,O,X,O,X,X,X,X,X,O,X
SIJOLZT,O,O,O,X,X,X,X,X,O,X
SIJOZTL,X,O,O,X,X,X,X,X,O,X
SIJOZLT,O,O,O,X,X,X,X,X,O,X
SIZTLJO,X,O,X,O,X,O,X,X,X,O
SIZTLOJ,X,O,O,X,X,O,X,X,X,O
SIZTJLO,X,O,X,O,X,O,X,X,X,X
SIZTJOL,O,O,X,X,X,X,X,X,X,X
SIZTOLJ,O,O,O,X,X,O,X,X,X,X
SIZTOJL,O,O,O,X,X,X,X,X,X,X
SIZLTJO,X,O,X,O,X,O,X,X,X,O
SIZLTOJ,X,O,O,X,X,O,X,X,X,O
SIZLJTO,X,O,X,O,X,X,X,X,X,X
SIZLJOT,O,O,O,O,X,O,X,X,X,X
SIZLOTJ,O,O,O,X,X,O,X,X,X,X
SIZLOJT,O,O,O,O,X,O,X,X,X,X
SIZJTLO,X,O,X,O,X,X,X,X,O,X
SIZJTOL,O,O,X,X,X,X,X,X,O,X
SIZJLTO,X,O,X,O,X,X,X,X,O,X
SIZJLOT,O,O,O,O,X,O,X,X,O,X
SIZJOTL,O,O,O,X,X,X,X,X,O,X
SIZJOLT,O,O,O,O,X,X,X,X,O,X
SIZOTLJ,O,O,O,X,X,X,X,X,X,X
SIZOTJL,O,O,O,X,X,X,X,X,X,X
SIZOLTJ,O,O,O,X,X,O,X,X,X,X
SIZOLJT,O,O,O,O,X,O,X,X,X,X
SIZOJTL,O,O,O,X,X,X,X,X,X,X
SIZOJLT,O,O,O,O,X,X,X,X,X,X
SIOTLJZ,O,X,O,X,X,X,X,X,X,O
SIOTLZJ,X,X,O,O,X,X,X,X,X,O
SIOTJLZ,O,X,O,X,X,X,X,X,X,X
SIOTJZL,X,X,O,X,X,X,X,X,X,X
SIOTZLJ,X,X,O,O,X,X,X,X,X,X
SIOTZJL,X,X,O,O,X,X,X,X,X,X
SIOLTJZ,O,X,O,X,X,X,X,X,X,O
SIOLTZJ,X,X,O,O,X,X,X,X,X,O
SIOLJTZ,O,X,O,X,X,X,X,X,X,X
SIOLJZT,O,O,O,O,X,X,X,X,X,X
SIOLZTJ,X,O,O,O,X,X,X,X,X,X
SIOLZJT,O,O,O,O,X,X,X,X,X,X
SIOJTLZ,O,X,O,X,X,X,X,X,X,X
SIOJTZL,X,X,O,X,X,X,X,X,X,X
SIOJLTZ,O,X,O,X,X,X,X,X,O,X
SIOJLZT,O,O,O,O,X,X,X,X,O,X
SIOJZTL,X,O,O,O,X,X,X,X,O,X
SIOJZLT,O,O,O,O,X,X,X,X,O,X
SIOZTLJ,X,O,O,O,X,X,X,X,X,X
SIOZTJL,X,O,O,O,X,X,X,X,X,X
SIOZLTJ,X,O,O,O,X,X,X,X,X,X
SIOZLJT,O,O,O,O,X,X,X,X,X,X
SIOZJTL,X,O,O,O,X,X,X,X,X,X
SIOZJLT,O,O,O,O,X,X,X,X,X,X
SLTIJZO,X,O,X,X,X,O,X,O,X,O
SLTIJOZ,X,X,X,X,X,O,X,X,X,O
SLTIZJO,X,O,X,O,X,O,X,X,X,O
SLTIZOJ,X,O,O,X,X,O,X,X,X,O
SLTIOJZ,X,X,O,X,X,O,X,X,X,O
SLTIOZJ,X,X,O,X,X,O,X,X,X,O
SLTJIZO,X,O,X,X,X,O,O,O,X,O
SLTJIOZ,X,X,X,X,X,O,O,X,X,O
SLTJZIO,X,O,X,X,X,O,O,O,X,X
SLTJZOI,X,O,X,X,X,O,O,O,X,X
SLTJOIZ,X,X,X,X,X,O,O,O,X,X
SLTJOZI,X,X,X,X,X,O,O,O,X,X
SLTZIJO,X,O,X,O,X,O,X,X,X,O
SLTZIOJ,X,O,O,X,X,O,X,X,X,O
SLTZJIO,X,O,X,O,X,O,X,O,X,X
SLTZJOI,X,O,X,X,X,O,X,O,X,X
SLTZOIJ,X,O,O,X,X,O,X,X,X,X
SLTZOJI,X,O,O,X,X,O,X,X,X,X
SLTOIJZ,X,X,O,X,X,O,X,X,X,O
SLTOIZJ,X,X,O,X,X,O,X,X,X,O
SLTOJIZ,X,X,O,X,X,O,X,X,X,X
SLTOJZI,X,X,O,X,X,O,X,O,X,X
SLTOZIJ,X,X,O,X,X,O,X,X,X,X
SLTOZJI,X,X,O,X,X,O,X,X,X,X
SLITJZO,X,O,X,X,X,O,X,X,X,O
SLITJOZ,X,X,X,X,X,O,X,X,X,O
SLITZJO,X,O,X,O,X,O,X,X,X,O
SLITZOJ,X,O,O,X,X,O,X,X,X,O
SLITOJZ,X,X,O,X,X,O,X,X,X,O
SLITOZJ,X,X,O,X,X,O,X,X,X,O
SLIJTZO,X,O,X,X,X,X,X,X,O,O
SLIJTOZ,X,X,X,X,X,X,X,X,O,O
SLIJZTO,X,O,X,O,X,X,X,X,O,X
SLIJZOT,O,O,O,O,X,X,X,X,O,X
SLIJOTZ,O,X,O,X,X,X,X,X,O,X
SLIJOZT,O,O,O,X,X,X,X,X,O,X
SLIZTJO,X,O,X,O,X,O,X,X,X,O
SLIZTOJ,X,O,O,X,X,O,X,X,X,O
SLIZJTO,X,O,X,O,X,X,X,X,X,X
SLIZJOT,O,O,O,O,X,O,X,X,X,X
SLIZOTJ,O,O,O,X,X,O,X,X,X,X
SLIZOJT,O,O,O,O,X,O,X,X,X,X
SLIOTJZ,O,X,O,X,X,O,X,X,X,O
SLIOTZJ,X,X,O,O,X,O,X,X,X,O
SLIOJTZ,O,X,O,X,X,X,X,X,X,X
SLIOJZT,O,O,O,O,X,X,X,X,X,X
SLIOZTJ,X,O,O,O,X,O,X,X,X,X
SLIOZJT,O,O,O,O,X,O,X,X,X,X
SLJTIZO,X,O,X,X,X,O,O,O,X,O
SLJTIOZ,X,X,X,X,X,O,O,X,X,O
SLJTZIO,X,O,X,X,X,O,O,O,X,X
SLJTZOI,X,O,X,X,X,O,O,O,X,X
SLJTOIZ,X,X,X,X,X,O,O,O,X,X
SLJTOZI,X,X,X,X,X,O,O,O,X,X
SLJITZO,X,O,X,X,X,X,O,X,O,O
SLJITOZ,X,X,X,X,X,X,O,X,O,O
SLJIZTO,X,O,X,O,X,X,X,X,O,X
SLJIZOT,O,O,O,O,X,X,X,X,O,X
SLJIOTZ,O,X,O,X,X,X,X,X,O,X
SLJIOZT,O,O,O,X,X,X,X,X,O,X
SLJZTIO,X,O,X,O,X,O,X,X,X,X
SLJZTOI,X,O,X,X,X,O,X,X,X,X
SLJZITO,X,O,X,O,X,X,X,X,X,X
SLJZIOT,O,O,O,O,X,O,X,X,X,X
SLJZOTI,O,O,O,X,X,O,X,X,X,X
SLJZOIT,O,O,O,O,X,O,X,X,X,X
SLJOTIZ,O,X,O,X,X,O,X,X,X,X
SLJOTZI,X,X,O,X,X,O,X,X,X,X
SLJOITZ,O,X,O,X,X,X,X,X,X,X
SLJOIZT,O,O,O,X,X,X,X,X,X,X
SLJOZTI,X,O,O,X,X,O,X,X,X,X
SLJOZIT,O,O,O,X,X,O,X,X,X,X
SLZTIJO,X,O,X,O,X,O,X,X,X,O
SLZTIOJ,X,O,O,X,X,O,X,X,X,O
SLZTJIO,X,O,X,O,X,O,X,X,X,X
SLZTJOI,X,O,X,X,X,O,X,X,X,X
SLZTOIJ,X,O,O,X,X,O,X,X,X,X
SLZTOJI,X,O,O,X,X,O,X,X,X,X
SLZITJO,X,O,X,O,X,O,X,X,X,O
SLZITOJ,X,O,O,X,X,O,X,X,X,O
SLZIJTO,X,O,X,O,X,X,X,X,X,X
SLZIJOT,O,O,O,O,X,O,X,X,X,X
SLZIOTJ,O,O,O,X,X,O,X,X,X,X
SLZIOJT,O,O,O,O,X,O,X,X,X,X
SLZJTIO,X,O,X,O,X,O,X,X,X,X
SLZJTOI,X,O,X,X,X,O,X,X,X,X
SLZJITO,X,O,X,O,X,X,X,X,X,X
SLZJIOT,O,O,O,O,X,O,X,X,X,X
SLZJOTI,O,O,O,X,X,O,X,X,X,X
SLZJOIT,O,O,O,O,X,O,X,X,X,X
SLZOTIJ,O,O,O,X,X,O,X,X,X,X
SLZOTJI,O,O,O,X,X,O,X,X,X,X
SLZOITJ,O,O,O,X,X,O,X,X,X,X
SLZOIJT,O,O,O,O,X,O,X,X,X,X
SLZOJTI,O,O,O,X,X,O,X,X,X,X
SLZOJIT,O,O,O,O,X,O,X,X,X,X
SLOTIJZ,O,X,O,X,X,O,X,X,X,O
SLOTIZJ,X,X,O,O,X,O,X,X,X,O
SLOTJIZ,O,X,O,X,X,O,X,X,X,X
SLOTJZI,X,X,O,X,X,O,X,X,X,X
SLOTZIJ,X,X,O,O,X,O,X,X,X,X
SLOTZJI,X,X,O,O,X,O,X,X,X,X
SLOITJZ,O,X,O,X,X,O,X,X,X,O
SLOITZJ,X,X,O,O,X,O,X,X,X,O
SLOIJTZ,O,X,O,X,X,X,X,X,X,X
SLOIJZT,O,O,O,O,X,X,X,X,X,X
SLOIZTJ,X,O,O,O,X,O,X,X,X,X
SLOIZJT,O,O,O,O,X,O,X,X,X,X
SLOJTIZ,O,X,O,X,X,O,X,X,X,X
SLOJTZI,X,X,O,X,X,O,X,X,X,X
SLOJITZ,O,X,O,X,X,X,X,X,X,X
SLOJIZT,O,O,O,O,X,X,X,X,X,X
SLOJZTI,X,O,O,O,X,O,X,X,X,X
SLOJZIT,O,O,O,O,X,O,X,X,X,X
SLOZTIJ,X,O,O,O,X,O,X,X,X,X
SLOZTJI,X,O,O,O,X,O,X,X,X,X
SLOZITJ,X,O,O,O,X,O,X,X,X,X
SLOZIJT,O,O,O,O,X,O,X,X,X,X
SLOZJTI,X,O,O,O,X,O,X,X,X,X
SLOZJIT,O,O,O,O,X,O,X,X,X,X
SJTILZO,X,O,X,X,X,X,O,O,O,O
SJTILOZ,X,X,X,X,X,X,O,X,O,O
SJTIZLO,X,O,X,X,X,X,X,O,O,X
SJTIZOL,X,O,X,X,X,X,X,O,O,X
SJTIOLZ,X,X,X,X,X,X,X,O,X,X
SJTIOZL,X,X,X,X,X,X,X,O,X,X
SJTLIZO,X,O,X,X,X,O,O,O,X,O
SJTLIOZ,X,X,X,X,X,O,O,X,X,O
SJTLZIO,X,O,X,X,X,O,O,O,X,X
SJTLZOI,X,O,X,X,X,O,O,O,X,X
SJTLOIZ,X,X,X,X,X,O,O,O,X,X
SJTLOZI,X,X,X,X,X,O,O,O,X,X
SJTZILO,X,O,X,X,X,O,X,O,X,X
SJTZIOL,X,O,X,X,X,X,X,O,X,X
SJTZLIO,X,O,X,X,X,O,X,O,X,X
SJTZLOI,X,O,X,X,X,O,X,O,X,X
SJTZOIL,X,O,X,X,O,X,X,O,X,X
SJTZOLI,X,O,X,X,O,X,X,O,X,X
SJTOILZ,X,X,X,X,O,X,X,O,X,X
SJTOIZL,X,X,X,X,O,X,X,O,X,X
SJTOLIZ,X,X,X,X,O,X,X,O,X,X
SJTOLZI,X,X,X,X,O,X,X,O,X,X
SJTOZIL,X,X,X,X,O,X,X,O,X,X
SJTOZLI,X,X,X,X,O,X,X,O,X,X
SJITLZO,X,O,X,X,X,X,O,O,O,O
SJITLOZ,X,X,X,X,X,X,O,X,O,O
SJITZLO,X,O,X,X,X,X,X,O,O,X
SJITZOL,X,O,X,X,X,X,X,O,O,X
SJITOLZ,X,X,X,X,X,X,X,O,X,X
SJITOZL,X,X,X,X,X,X,X,O,X,X
SJILTZO,X,O,X,X,X,X,O,X,O,O
SJILTOZ,X,X,X,X,X,X,O,X,O,O
SJILZTO,X,O,X,O,X,X,X,X,O,X
SJILZOT,O,O,O,O,X,X,X,X,O,X
SJILOTZ,O,X,O,X,X,X,X,X,O,X
SJILOZT,O,O,O,X,X,X,X,X,O,X
SJIZTLO,X,O,X,O,X,X,X,X,O,X
SJIZTOL,O,O,X,X,X,X,X,X,O,X
SJIZLTO,X,O,X,O,X,X,X,X,O,X
SJIZLOT,O,O,O,O,X,X,X,X,O,X
SJIZOTL,O,O,O,X,X,X,X,X,O,X
SJIZOLT,O,O,O,O,X,X,X,X,O,X
SJIOTLZ,O,X,O,X,X,X,X,X,X,X
SJIOTZL,X,X,O,X,X,X,X,X,X,X
SJIOLTZ,O,X,O,X,X,X,X,X,O,X
SJIOLZT,O,O,O,X,X,X,X,X,O,X
SJIOZTL,X,O,O,X,X,X,X,X,O,X
SJIOZLT,O,O,O,X,X,X,X,X,O,X
SJLTIZO,X,O,X,X,X,O,O,O,X,O
SJLTIOZ,X,X,X,X,X,O,O,X,X,O
SJLTZIO,X,O,X,X,X,O,O,O,X,X
SJLTZOI,X,O,X,X,X,O,O,O,X,X
SJLTOIZ,X,X,X,X,X,O,O,O,X,X
SJLTOZI,X,X,X,X,X,O,O,O,X,X
SJLITZO,X,O,X,X,X,X,O,X,O,O
SJLITOZ,X,X,X,X,X,X,O,X,O,O
SJLIZTO,X,O,X,O,X,X,X,X,O,X
SJLIZOT,O,O,O,O,X,X,X,X,O,X
SJLIOTZ,O,X,O,X,X,X,X,X,O,X
SJLIOZT,O,O,O,X,X,X,X,X,O,X
SJLZTIO,X,O,X,O,X,O,X,X,X,X
SJLZTOI,X,O,X,X,X,O,X,X,X,X
SJLZITO,X,O,X,O,X,X,X,X,X,X
SJLZIOT,O,O,O,O,X,O,X,X,X,X
SJLZOTI,O,O,O,X,X,O,X,X,X,X
SJLZOIT,O,O,O,O,X,O,X,X,X,X
SJLOTIZ,O,X,O,X,X,O,X,X,X,X
SJLOTZI,X,X,O,X,X,O,X,X,X,X
SJLOITZ,O,X,O,X,X,X,X,X,X,X
SJLOIZT,O,O,O,X,X,X,X,X,X,X
SJLOZTI,X,O,O,X,X,O,X,X,X,X
SJLOZIT,O,O,O,X,X,O,X,X,X,X
SJZTILO,X,O,X,O,X,O,X,O,X,X
SJZTIOL,O,O,X,X,X,X,X,O,X,X
SJZTLIO,X,O,X,O,X,O,X,O,X,X
SJZTLOI,X,O,X,X,X,O,X,O,X,X
SJZTOIL,O,O,X,X,X,X,X,O,X,X
SJZTOLI,O,O,X,X,X,X,X,O,X,X
SJZITLO,X,O,X,O,X,X,X,X,O,X
SJZITOL,O,O,X,X,X,X,X,X,O,X
SJZILTO,X,O,X,O,X,X,X,X,O,X
SJZILOT,O,O,O,O,X,O,X,X,O,X
SJZIOTL,O,O,O,X,X,X,X,X,O,X
SJZIOLT,O,O,O,O,X,X,X,X,O,X
SJZLTIO,X,O,X,O,X,O,X,X,X,X
SJZLTOI,X,O,X,X,X,O,X,X,X,X
SJZLITO,X,O,X,O,X,X,X,X,X,X
SJZLIOT,O,O,O,O,X,O,X,X,X,X
SJZLOTI,O,O,O,X,X,O,X,X,X,X
SJZLOIT,O,O,O,O,X,O,X,X,X,X
SJZOTIL,O,O,O,X,X,X,X,X,X,X
SJZOTLI,O,O,O,X,X,X,X,X,X,X
SJZOITL,O,O,O,X,X,X,X,X,X,X
SJZOILT,O,O,O,O,X,X,X,X,X,X
SJZOLTI,O,O,O,X,X,X,X,X,X,X
SJZOLIT,O,O,O,O,X,X,X,X,X,X
SJOTILZ,O,X,O,X,O,X,X,O,X,X
SJOTIZL,X,X,O,X,O,X,X,O,X,X
SJOTLIZ,O,X,O,X,O,X,X,O,X,X
SJOTLZI,X,X,O,X,O,X,X,O,X,X
SJOTZIL,X,X,O,X,O,X,X,O,X,X
SJOTZLI,X,X,O,X,O,X,X,O,X,X
SJOITLZ,O,X,O,X,O,X,X,X,X,X
SJOITZL,X,X,O,X,O,X,X,X,X,X
SJOILTZ,O,X,O,X,X,X,X,X,O,X
SJOILZT,O,O,O,X,X,X,X,X,O,X
SJOIZTL,X,O,O,X,X,X,X,X,O,X
SJOIZLT,O,O,O,X,X,X,X,X,O,X
SJOLTIZ,O,X,O,X,X,X,X,X,X,X
SJOLTZI,X,X,O,X,X,X,X,X,X,X
SJOLITZ,O,X,O,X,X,X,X,X,X,X
SJOLIZT,O,O,O,X,X,X,X,X,X,X
