sequence,v115@GhC8FeD8FeC8GeB8Jex/IvhF0hBliBmlBXqBSwBTsB,v115@GhC8FeD8FeC8GeB8Jex/IvhFlhB3iBeqBCrBTsBUrB,v115@GhC8FeD8FeC8GeB8Jex/IvhFOmBliBzmB0qBSxBXqB,v115@GhC8FeD8FeC8GeB8Jex/IvhFThBiiB+sB0qBlrBXqB,v115@GhC8FeD8FeC8GeB8Jex/IvhFKmBzhBunB0qBVxBXqB,v115@GhC8FeD8FeC8GeB8JeRBJvhF3iBOqB0mBzqBSxBlpB,v115@GhC8FeD8FeC8GeB8JeTAJvhFlhB3iByqBGsB0pBRwB,v115@GhC8FeD8FeC8GeB8JeRCJvhF/qBFmB6sBzrB0pBmqB
ZLOIJST,O,X,O,X,X,O,X,X
ZLOISTJ,O,O,O,X,X,X,X,O
ZLOISJT,X,X,O,X,X,O,X,X
ZLOJTIS,O,O,O,X,X,O,X,X
ZLOJTSI,O,O,O,X,X,O,X,X
ZLOJITS,O,O,O,X,X,O,X,X
ZLOJIST,O,O,O,X,X,O,X,X
ZLOJSTI,O,O,O,X,X,O,X,X
ZLOJSIT,O,O,O,X,X,O,X,X
ZLOSTIJ,O,O,O,X,X,X,X,O
ZLOSTJI,O,O,O,X,X,O,X,O
ZLOSITJ,O,O,O,X,X,X,X,O
ZLOSIJT,X,X,O,X,X,O,X,X
ZLOSJTI,O,O,O,X,X,O,X,X
ZLOSJIT,O,O,O,X,X,O,X,X
ZJTILSO,X,X,O,O,O,X,O,X
ZJTILOS,X,X,O,O,O,X,O,X
ZJTISLO,X,X,O,O,O,X,O,X
ZJTISOL,X,X,X,O,X,X,X,X
ZJTIOLS,X,X,O,O,O,X,X,X
ZJTIOSL,X,X,X,O,X,X,X,X
ZJTLISO,X,X,O,O,O,X,X,X
ZJTLIOS,X,X,O,O,O,X,X,X
ZJTLSIO,X,X,O,O,O,X,X,X
ZJTLSOI,X,X,X,O,O,X,X,X
ZJTLOIS,X,X,O,O,O,X,X,X
ZJTLOSI,X,X,O,O,O,X,X,X
ZJTSILO,X,X,O,O,O,X,O,X
ZJTSIOL,X,X,X,O,X,X,X,X
ZJTSLIO,X,X,X,O,O,X,X,X
ZJTSLOI,X,X,X,O,O,X,X,X
ZJTSOIL,X,X,X,O,X,X,X,X
ZJTSOLI,X,X,X,O,O,X,X,X
ZJTOILS,X,X,O,O,O,X,X,X
ZJTOISL,X,X,X,O,X,X,X,X
ZJTOLIS,X,X,X,O,O,X,X,X
ZJTOLSI,X,X,X,O,O,X,X,X
ZJTOSIL,X,X,X,O,X,X,X,X
ZJTOSLI,X,X,X,O,O,X,X,X
ZJITLSO,X,X,O,O,O,X,O,X
ZJITLOS,X,X,O,O,O,X,O,X
ZJITSLO,X,X,O,O,O,X,O,X
ZJITSOL,X,X,X,O,X,X,X,X
ZJITOLS,X,X,O,O,O,X,X,X
ZJITOSL,X,X,X,O,X,X,X,X
ZJILTSO,X,X,O,O,O,X,O,X
ZJILTOS,X,X,O,O,O,X,O,X
ZJILSTO,X,X,O,O,X,X,O,X
ZJILSOT,X,X,X,X,X,X,O,X
ZJILOTS,X,O,O,O,X,X,O,X
ZJILOST,X,O,O,X,X,X,O,X
ZJISTLO,X,X,O,O,X,X,O,X
ZJISTOL,X,O,X,O,X,X,X,X
ZJISLTO,X,X,O,O,X,X,O,X
ZJISLOT,X,X,X,X,X,X,O,X
ZJISOTL,X,O,X,X,X,X,X,X
ZJISOLT,X,O,X,X,X,X,X,X
ZJIOTLS,X,X,O,O,X,X,X,X
ZJIOTSL,X,X,X,O,X,X,X,X
ZJIOLTS,X,O,O,O,X,X,X,X
ZJIOLST,X,O,X,X,X,X,X,X
ZJIOSTL,X,O,X,X,X,X,X,X
ZJIOSLT,X,O,X,X,X,X,X,X
ZJLTISO,X,X,O,O,O,X,X,X
ZJLTIOS,X,X,O,O,O,X,X,X
ZJLTSIO,X,X,O,O,O,X,X,X
ZJLTSOI,X,X,X,O,O,O,X,X
ZJLTOIS,X,X,O,O,O,X,X,X
ZJLTOSI,X,X,O,O,O,X,X,X
ZJLITSO,X,X,O,O,O,X,X,X
ZJLITOS,X,X,O,O,O,X,X,X
ZJLISTO,X,X,O,O,X,X,X,X
ZJLISOT,X,X,X,X,X,O,X,X
ZJLIOTS,X,O,O,O,X,X,X,X
ZJLIOST,X,O,O,X,X,X,X,X
ZJLSTIO,X,X,O,O,X,X,X,X
ZJLSTOI,X,X,X,O,X,O,X,X
ZJLSITO,X,X,O,O,X,X,X,X
ZJLSIOT,X,X,X,X,X,O,X,X
ZJLSOTI,X,X,X,X,X,O,X,X
ZJLSOIT,X,X,X,X,X,O,X,X
ZJLOTIS,X,O,O,O,X,X,X,X
ZJLOTSI,X,O,O,O,X,X,X,X
ZJLOITS,X,O,O,O,X,X,X,X
ZJLOIST,X,O,O,X,X,X,X,X
ZJLOSTI,X,O,O,X,X,O,X,X
ZJLOSIT,X,O,O,X,X,O,X,X
ZJSTILO,X,X,O,O,X,X,O,X
ZJSTIOL,X,O,X,O,X,X,X,X
ZJSTLIO,X,X,X,O,X,X,X,X
ZJSTLOI,X,X,X,O,X,X,X,X
ZJSTOIL,X,X,X,O,X,X,X,X
ZJSTOLI,X,X,X,O,X,X,X,X
ZJSITLO,X,X,O,O,X,X,O,X
ZJSITOL,X,O,X,O,X,X,X,X
ZJSILTO,X,X,O,O,X,X,O,X
ZJSILOT,X,X,X,X,X,X,O,X
ZJSIOTL,X,O,X,X,X,X,X,X
ZJSIOLT,X,O,X,X,X,X,X,X
ZJSLTIO,X,X,O,O,X,X,X,X
ZJSLTOI,X,X,X,O,X,O,X,X
ZJSLITO,X,X,O,O,X,X,X,X
ZJSLIOT,X,X,X,X,X,O,X,X
ZJSLOTI,X,X,X,X,X,O,X,X
ZJSLOIT,X,X,X,X,X,O,X,X
ZJSOTIL,X,O,X,X,X,X,X,X
ZJSOTLI,X,O,X,X,X,X,X,X
ZJSOITL,X,O,X,X,X,X,X,X
ZJSOILT,X,O,X,X,X,X,X,X
ZJSOLTI,X,O,X,X,X,O,X,X
ZJSOLIT,X,O,X,X,X,O,X,X
ZJOTILS,X,X,O,O,X,X,X,X
ZJOTISL,X,X,X,O,X,X,X,X
ZJOTLIS,X,X,X,O,X,O,X,X
ZJOTLSI,X,X,X,O,X,O,X,X
ZJOTSIL,X,X,X,O,X,X,X,X
ZJOTSLI,X,X,X,O,X,X,X,X
ZJOITLS,X,X,O,O,X,X,X,X
ZJOITSL,X,X,X,O,X,X,X,X
ZJOILTS,X,O,O,O,X,O,X,X
ZJOILST,X,O,X,X,X,O,X,X
ZJOISTL,X,O,X,X,X,X,X,X
ZJOISLT,X,O,X,X,X,X,X,X
ZJOLTIS,X,O,O,O,X,O,X,X
ZJOLTSI,X,O,X,O,X,O,X,X
ZJOLITS,X,O,O,O,X,O,X,X
ZJOLIST,X,O,X,X,X,O,X,X
ZJOLSTI,X,O,X,X,X,O,X,X
ZJOLSIT,X,O,X,X,X,O,X,X
ZJOSTIL,X,O,X,X,X,X,X,X
ZJOSTLI,X,O,X,X,X,X,X,X
ZJOSITL,X,O,X,X,X,X,X,X
ZJOSILT,X,O,X,X,X,X,X,X
ZJOSLTI,X,O,X,X,X,O,X,X
ZJOSLIT,X,O,X,X,X,O,X,X
ZSTILJO,O,X,O,X,O,X,X,X
ZSTILOJ,O,X,O,X,O,X,X,X
ZSTIJLO,O,X,O,X,O,X,O,X
ZSTIJOL,O,O,X,X,X,X,X,X
ZSTIOLJ,O,O,X,X,X,X,X,X
ZSTIOJL,O,O,X,X,X,X,X,X
ZSTLIJO,O,X,O,X,O,X,X,X
ZSTLIOJ,O,X,O,X,O,X,X,X
ZSTLJIO,O,X,O,X,O,X,X,X
ZSTLJOI,O,X,X,X,O,X,X,X
ZSTLOIJ,O,X,O,X,O,X,X,O
ZSTLOJI,X,X,O,X,O,X,X,O
ZSTJILO,O,X,O,X,O,X,O,X
ZSTJIOL,O,O,X,X,X,X,X,X
ZSTJLIO,O,X,X,X,O,X,X,X
ZSTJLOI,O,X,X,X,O,X,X,X
ZSTJOIL,O,X,X,X,X,X,X,X
ZSTJOLI,X,X,X,X,O,X,X,X
ZSTOILJ,O,O,X,X,X,X,X,X
ZSTOIJL,O,O,X,X,X,X,X,X
ZSTOLIJ,O,O,X,X,O,X,X,O
ZSTOLJI,O,O,X,X,O,X,X,O
ZSTOJIL,O,O,X,X,X,X,X,X
ZSTOJLI,O,O,X,X,O,X,X,X
ZSITLJO,O,X,O,X,O,X,X,X
ZSITLOJ,O,X,O,X,O,X,X,X
ZSITJLO,O,X,O,X,O,X,O,X
ZSITJOL,O,O,X,X,X,X,X,X
ZSITOLJ,O,O,X,X,X,X,X,X
ZSITOJL,O,O,X,X,X,X,X,X
ZSILTJO,O,X,O,X,O,X,X,X
ZSILTOJ,O,X,O,X,O,X,X,X
ZSILJTO,O,X,O,O,X,X,O,X
ZSILJOT,O,X,X,X,X,X,O,X
ZSILOTJ,O,X,O,X,X,X,X,X
ZSILOJT,O,X,O,X,X,X,O,X
ZSIJTLO,O,X,O,O,X,X,O,X
ZSIJTOL,O,O,X,O,X,X,X,X
ZSIJLTO,O,X,O,O,X,X,O,X
ZSIJLOT,O,X,X,X,X,X,O,X
ZSIJOTL,O,O,X,X,X,X,X,X
ZSIJOLT,O,O,X,X,X,X,X,X
ZSIOTLJ,O,O,X,X,X,X,X,X
ZSIOTJL,O,O,X,X,X,X,X,X
ZSIOLTJ,O,O,X,X,X,X,X,X
ZSIOLJT,O,X,X,X,X,X,X,X
ZSIOJTL,O,O,X,X,X,X,X,X
ZSIOJLT,O,O,X,X,X,X,X,X
ZSLTIJO,O,X,O,X,O,X,X,X
ZSLTIOJ,O,X,O,X,O,X,X,X
ZSLTJIO,O,X,O,X,O,X,X,X
ZSLTJOI,O,X,X,X,O,O,X,X
ZSLTOIJ,O,X,O,X,O,X,X,O
ZSLTOJI,X,X,O,X,O,O,X,O
ZSLITJO,O,X,O,X,O,X,X,X
ZSLITOJ,O,X,O,X,O,X,X,X
ZSLIJTO,O,X,O,O,X,X,X,X
ZSLIJOT,O,X,X,X,X,O,X,X
ZSLIOTJ,O,X,O,X,X,X,X,X
ZSLIOJT,O,X,O,X,X,O,X,X
ZSLJTIO,O,X,O,X,X,X,X,X
ZSLJTOI,O,X,X,X,X,O,X,X
ZSLJITO,O,X,O,X,X,X,X,X
ZSLJIOT,O,X,X,X,X,O,X,X
ZSLJOTI,O,X,X,X,X,O,X,X
ZSLJOIT,O,X,X,X,X,O,X,X
ZSLOTIJ,O,X,O,X,X,X,X,O
ZSLOTJI,O,X,O,X,X,O,X,O
ZSLOITJ,O,X,O,X,X,X,X,O
ZSLOIJT,O,X,O,X,X,O,X,X
ZSLOJTI,O,X,O,X,X,O,X,X
ZSLOJIT,O,X,O,X,X,O,X,X
ZSJTILO,O,X,O,O,X,X,O,X
ZSJTIOL,O,O,X,O,X,X,X,X
ZSJTLIO,O,X,X,O,X,X,X,X
ZSJTLOI,O,X,X,O,X,X,X,X
ZSJTOIL,O,X,X,O,X,X,X,X
ZSJTOLI,X,X,X,O,X,X,X,X
ZSJITLO,O,X,O,O,X,X,O,X
ZSJITOL,O,O,X,O,X,X,X,X
ZSJILTO,O,X,O,O,X,X,O,X
ZSJILOT,O,X,X,X,X,X,O,X
ZSJIOTL,O,O,X,X,X,X,X,X
ZSJIOLT,O,O,X,X,X,X,X,X
ZSJLTIO,O,X,O,O,X,X,X,X
ZSJLTOI,O,X,X,O,X,O,X,X
ZSJLITO,O,X,O,O,X,X,X,X
ZSJLIOT,O,X,X,X,X,O,X,X
ZSJLOTI,O,X,X,X,X,O,X,X
ZSJLOIT,O,X,X,X,X,O,X,X
ZSJOTIL,O,O,X,X,X,X,X,X
ZSJOTLI,O,O,X,X,X,X,X,X
ZSJOITL,O,O,X,X,X,X,X,X
ZSJOILT,O,O,X,X,X,X,X,X
ZSJOLTI,O,O,X,X,X,O,X,X
ZSJOLIT,O,O,X,X,X,O,X,X
ZSOTILJ,O,O,X,X,X,X,X,X
ZSOTIJL,O,O,X,X,X,X,X,X
ZSOTLIJ,O,O,X,X,X,X,X,O
ZSOTLJI,O,O,X,X,X,X,X,O
ZSOTJIL,O,O,X,X,X,X,X,X
ZSOTJLI,O,O,X,X,X,X,X,X
ZSOITLJ,O,O,X,X,X,X,X,X
ZSOITJL,O,O,X,X,X,X,X,X
ZSOILTJ,O,O,X,X,X,X,X,X
ZSOILJT,O,X,X,X,X,X,X,X
ZSOIJTL,O,O,X,X,X,X,X,X
ZSOIJLT,O,O,X,X,X,X,X,X
ZSOLTIJ,O,O,X,X,X,X,X,O
ZSOLTJI,O,O,X,X,X,O,X,O
ZSOLITJ,O,O,X,X,X,X,X,O
ZSOLIJT,O,X,X,X,X,O,X,X
ZSOLJTI,O,O,X,X,X,O,X,X
ZSOLJIT,O,O,X,X,X,O,X,X
ZSOJTIL,O,O,X,X,X,X,X,X
ZSOJTLI,O,O,X,X,X,X,X,X
ZSOJITL,O,O,X,X,X,X,X,X
ZSOJILT,O,O,X,X,X,X,X,X
ZSOJLTI,O,O,X,X,X,O,X,X
ZSOJLIT,O,O,X,X,X,O,X,X
ZOTILJS,O,X,O,X,O,X,X,X
ZOTILSJ,O,X,O,X,O,X,X,X
ZOTIJLS,O,X,O,X,O,X,X,X
ZOTIJSL,O,X,X,X,X,X,X,X
ZOTISLJ,O,X,X,X,X,X,X,X
ZOTISJL,O,X,X,X,X,X,X,X
ZOTLIJS,O,X,O,X,O,X,X,X
ZOTLISJ,O,X,O,X,O,X,X,X
ZOTLJIS,O,X,O,X,O,O,X,X
ZOTLJSI,O,X,O,X,O,O,X,X
ZOTLSIJ,O,X,O,X,O,X,X,X
ZOTLSJI,O,X,O,X,O,O,X,X
ZOTJILS,O,X,O,X,O,X,X,X
ZOTJISL,O,X,X,X,X,X,X,X
ZOTJLIS,O,X,X,X,O,O,X,X
ZOTJLSI,O,X,X,X,O,O,X,X
ZOTJSIL,O,X,X,X,X,X,X,X
ZOTJSLI,X,X,X,X,O,X,X,X
ZOTSILJ,O,X,X,X,X,X,X,X
ZOTSIJL,O,X,X,X,X,X,X,X
ZOTSLIJ,O,X,X,X,O,X,X,X
ZOTSLJI,O,X,X,X,O,X,X,X
ZOTSJIL,O,X,X,X,X,X,X,X
ZOTSJLI,O,X,X,X,O,X,X,X
ZOITLJS,O,X,O,X,O,X,X,X
ZOITLSJ,O,X,O,X,O,X,X,X
ZOITJLS,O,X,O,X,O,X,X,X
ZOITJSL,O,X,X,X,X,X,X,X
ZOITSLJ,O,X,X,X,X,X,X,X
ZOITSJL,O,X,X,X,X,X,X,X
ZOILTJS,O,X,O,X,O,X,X,X
ZOILTSJ,O,O,O,X,O,X,X,X
ZOILJTS,O,X,O,O,X,O,X,X
ZOILJST,O,X,O,X,X,O,X,X
ZOILSTJ,O,O,O,X,X,X,X,X
ZOILSJT,X,X,O,X,X,O,X,X
ZOIJTLS,O,X,O,O,X,X,X,X
ZOIJTSL,O,X,X,O,X,X,X,X
ZOIJLTS,X,O,O,O,X,O,X,X
ZOIJLST,X,O,X,X,X,O,X,X
ZOIJSTL,X,O,X,X,X,X,X,X
ZOIJSLT,X,O,X,X,X,X,X,X
ZOISTLJ,O,O,X,X,X,X,X,X
ZOISTJL,O,O,X,X,X,X,X,X
ZOISLTJ,O,O,X,X,X,X,X,X
ZOISLJT,O,X,X,X,X,X,X,X
ZOISJTL,O,O,X,X,X,X,X,X
ZOISJLT,O,O,X,X,X,X,X,X
ZOLTIJS,O,X,O,X,O,X,X,X
ZOLTISJ,O,O,O,X,O,X,X,X
ZOLTJIS,O,O,O,X,O,O,X,X
ZOLTJSI,O,O,O,X,O,O,X,X
ZOLTSIJ,O,O,O,X,O,X,X,X
ZOLTSJI,O,O,O,X,O,O,X,X
ZOLITJS,O,X,O,X,O,X,X,X
ZOLITSJ,O,O,O,X,O,X,X,X
ZOLIJTS,O,X,O,O,X,O,X,X
ZOLIJST,O,X,O,X,X,O,X,X
ZOLISTJ,O,O,O,X,X,X,X,O
ZOLISJT,X,X,O,X,X,O,X,X
ZOLJTIS,O,O,O,X,X,O,X,X
ZOLJTSI,O,O,O,X,X,O,X,X
ZOLJITS,O,O,O,X,X,O,X,X
ZOLJIST,O,O,O,X,X,O,X,X
ZOLJSTI,O,O,O,X,X,O,X,X
ZOLJSIT,O,O,O,X,X,O,X,X
ZOLSTIJ,O,O,O,X,X,X,X,O
ZOLSTJI,O,O,O,X,X,O,X,O
ZOLSITJ,O,O,O,X,X,X,X,O
ZOLSIJT,X,X,O,X,X,O,X,X
ZOLSJTI,O,O,O,X,X,O,X,X
ZOLSJIT,O,O,O,X,X,O,X,X
ZOJTILS,O,X,O,O,X,X,X,X
ZOJTISL,O,X,X,O,X,X,X,X
ZOJTLIS,O,X,X,O,X,O,X,X
ZOJTLSI,O,X,X,O,X,O,X,X
ZOJTSIL,O,X,X,O,X,X,X,X
ZOJTSLI,X,X,X,O,X,X,X,X
ZOJITLS,O,X,O,O,X,X,X,X
ZOJITSL,O,X,X,O,X,X,X,X
ZOJILTS,X,O,O,O,X,O,X,X
ZOJILST,X,O,X,X,X,O,X,X
ZOJISTL,X,O,X,X,X,X,X,X
ZOJISLT,X,O,X,X,X,X,X,X
ZOJLTIS,O,O,O,O,X,O,X,X
ZOJLTSI,O,O,X,O,X,O,X,X
ZOJLITS,O,O,O,O,X,O,X,X
ZOJLIST,O,O,X,X,X,O,X,X
ZOJLSTI,O,O,X,X,X,O,X,X
ZOJLSIT,O,O,X,X,X,O,X,X
ZOJSTIL,O,O,X,X,X,X,X,X
ZOJSTLI,X,O,X,X,X,X,X,X
ZOJSITL,O,O,X,X,X,X,X,X
ZOJSILT,X,O,X,X,X,X,X,X
ZOJSLTI,X,O,X,X,X,O,X,X
ZOJSLIT,X,O,X,X,X,O,X,X
ZOSTILJ,O,O,X,X,X,X,X,X
ZOSTIJL,O,O,X,X,X,X,X,X
ZOSTLIJ,O,O,X,X,X,X,X,O
ZOSTLJI,O,O,X,X,X,X,X,O
ZOSTJIL,O,O,X,X,X,X,X,X
ZOSTJLI,O,O,X,X,X,X,X,X
ZOSITLJ,O,O,X,X,X,X,X,X
ZOSITJL,O,O,X,X,X,X,X,X
ZOSILTJ,O,O,X,X,X,X,X,X
ZOSILJT,O,X,X,X,X,X,X,X
ZOSIJTL,O,O,X,X,X,X,X,X
ZOSIJLT,O,O,X,X,X,X,X,X
ZOSLTIJ,O,O,X,X,X,X,X,O
ZOSLTJI,O,O,X,X,X,O,X,O
ZOSLITJ,O,O,X,X,X,X,X,O
ZOSLIJT,O,X,X,X,X,O,X,X
ZOSLJTI,O,O,X,X,X,O,X,X
ZOSLJIT,O,O,X,X,X,O,X,X
ZOSJTIL,O,O,X,X,X,X,X,X
ZOSJTLI,O,O,X,X,X,X,X,X
ZOSJITL,O,O,X,X,X,X,X,X
ZOSJILT,O,O,X,X,X,X,X,X
ZOSJLTI,O,O,X,X,X,O,X,X
ZOSJLIT,O,O,X,X,X,O,X,X
OTILJSZ,O,O,O,X,O,X,X,X
OTILJZS,O,X,O,X,O,X,X,X
OTILSJZ,O,O,O,X,O,X,X,X
OTILSZJ,O,O,X,X,X,X,X,X
OTILZJS,O,X,O,X,O,X,X,X
OTILZSJ,O,O,O,X,O,X,X,X
OTIJLSZ,O,O,X,X,O,X,X,X
OTIJLZS,O,O,X,X,O,X,X,X
OTIJSLZ,O,O,X,X,X,X,X,X
OTIJSZL,O,O,X,X,X,X,X,X
OTIJZLS,O,X,X,X,O,X,X,X
OTIJZSL,O,X,X,X,X,X,X,X
OTISLJZ,O,O,X,X,X,X,X,X
OTISLZJ,O,O,X,X,X,X,X,X
OTISJLZ,O,O,X,X,X,X,X,X
OTISJZL,O,O,X,X,X,X,X,X
OTISZLJ,O,O,X,X,X,X,X,X
OTISZJL,O,O,X,X,X,X,X,X
OTIZLJS,O,X,O,X,O,X,X,X
OTIZLSJ,O,X,O,X,O,X,X,X
OTIZJLS,O,X,O,X,O,X,X,X
OTIZJSL,O,X,X,X,X,X,X,X
OTIZSLJ,O,X,X,X,X,X,X,X
OTIZSJL,O,X,X,X,X,X,X,X
OTLIJSZ,O,O,O,X,O,X,X,X
OTLIJZS,O,O,O,X,O,X,X,X
OTLISJZ,O,O,O,X,O,X,X,O
OTLISZJ,O,O,X,X,X,X,X,O
OTLIZJS,O,X,O,X,O,X,X,X
OTLIZSJ,O,O,O,X,O,X,X,X
OTLJISZ,O,O,O,X,O,X,X,X
OTLJIZS,O,O,O,X,O,X,X,X
OTLJSIZ,O,O,O,X,O,X,X,X
OTLJSZI,O,O,O,X,O,O,X,X
OTLJZIS,O,O,O,X,O,O,X,X
OTLJZSI,O,O,O,X,O,O,X,X
OTLSIJZ,O,O,O,X,O,X,X,O
OTLSIZJ,O,O,X,X,X,X,X,O
OTLSJIZ,O,O,O,X,O,X,X,O
OTLSJZI,O,O,O,X,O,O,X,O
OTLSZIJ,O,O,O,X,O,X,X,O
OTLSZJI,O,O,O,X,O,O,X,O
OTLZIJS,O,X,O,X,O,X,X,X
OTLZISJ,O,O,O,X,O,X,X,X
OTLZJIS,O,O,O,X,O,O,X,X
OTLZJSI,O,O,O,X,O,O,X,X
OTLZSIJ,O,O,O,X,O,X,X,X
OTLZSJI,O,O,O,X,O,O,X,X
OTJILSZ,O,O,X,X,O,X,X,X
OTJILZS,O,O,X,X,O,X,X,X
OTJISLZ,O,O,X,X,X,X,X,X
OTJISZL,O,O,X,X,X,X,X,X
OTJIZLS,O,X,X,X,O,X,X,X
OTJIZSL,O,X,X,X,X,X,X,X
OTJLISZ,O,O,X,X,O,X,X,X
OTJLIZS,O,O,X,X,O,X,X,X
OTJLSIZ,O,O,X,X,O,X,X,X
OTJLSZI,O,O,X,X,O,O,X,X
OTJLZIS,O,O,X,X,O,O,X,X
OTJLZSI,O,O,X,X,O,O,X,X
OTJSILZ,O,O,X,X,X,X,X,X
OTJSIZL,O,O,X,X,X,X,X,X
OTJSLIZ,O,O,X,X,O,X,X,X
OTJSLZI,O,O,X,X,O,O,X,X
OTJSZIL,O,O,X,X,X,X,X,X
OTJSZLI,O,O,X,X,O,X,X,X
OTJZILS,O,X,X,X,O,X,X,X
OTJZISL,O,X,X,X,X,X,X,X
OTJZLIS,O,X,X,X,O,O,X,X
OTJZLSI,O,X,X,X,O,O,X,X
OTJZSIL,O,X,X,X,X,X,X,X
OTJZSLI,X,X,X,X,O,X,X,X
OTSILJZ,O,O,X,X,X,X,X,O
OTSILZJ,O,O,X,X,X,X,X,O
OTSIJLZ,O,O,X,X,X,X,X,X
OTSIJZL,O,O,X,X,X,X,X,X
OTSIZLJ,O,O,X,X,X,X,X,X
OTSIZJL,O,O,X,X,X,X,X,X
OTSLIJZ,O,O,X,X,O,X,X,O
OTSLIZJ,O,O,X,X,X,X,X,O
OTSLJIZ,O,O,X,X,O,X,X,O
OTSLJZI,O,O,X,X,O,O,X,O
OTSLZIJ,O,O,X,X,O,X,X,O
OTSLZJI,O,O,X,X,O,O,X,O
OTSJILZ,O,O,X,X,X,X,X,X
OTSJIZL,O,O,X,X,X,X,X,X
OTSJLIZ,O,O,X,X,O,X,X,O
OTSJLZI,O,O,X,X,O,O,X,O
OTSJZIL,O,O,X,X,X,X,X,X
OTSJZLI,O,O,X,X,O,X,X,X
OTSZILJ,O,O,X,X,X,X,X,X
OTSZIJL,O,O,X,X,X,X,X,X
OTSZLIJ,O,O,X,X,O,X,X,O
OTSZLJI,O,O,X,X,O,X,X,O
OTSZJIL,O,O,X,X,X,X,X,X
OTSZJLI,O,O,X,X,O,X,X,X
OTZILJS,O,X,O,X,O,X,X,X
OTZILSJ,O,X,O,X,O,X,X,X
OTZIJLS,O,X,O,X,O,X,X,X
OTZIJSL,O,X,X,X,X,X,X,X
OTZISLJ,O,X,X,X,X,X,X,X
OTZISJL,O,X,X,X,X,X,X,X
OTZLIJS,O,X,O,X,O,X,X,X
OTZLISJ,O,X,O,X,O,X,X,X
OTZLJIS,O,X,O,X,O,O,X,X
OTZLJSI,O,X,O,X,O,O,X,X
OTZLSIJ,O,X,O,X,O,X,X,X
OTZLSJI,O,X,O,X,O,O,X,X
OTZJILS,O,X,O,X,O,X,X,X
OTZJISL,O,X,X,X,X,X,X,X
OTZJLIS,O,X,X,X,O,O,X,X
OTZJLSI,O,X,X,X,O,O,X,X
OTZJSIL,O,X,X,X,X,X,X,X
OTZJSLI,X,X,X,X,O,X,X,X
OTZSILJ,O,X,X,X,X,X,X,X
OTZSIJL,O,X,X,X,X,X,X,X
OTZSLIJ,O,X,X,X,O,X,X,X
OTZSLJI,O,X,X,X,O,X,X,X
OTZSJIL,O,X,X,X,X,X,X,X
OTZSJLI,O,X,X,X,O,X,X,X
OITLJSZ,O,O,O,X,O,X,X,X
OITLJZS,O,X,O,X,O,X,X,X
OITLSJZ,O,O,O,X,O,X,X,X
OITLSZJ,O,O,X,X,X,X,X,X
OITLZJS,O,X,O,X,O,X,X,X
OITLZSJ,O,O,O,X,X,X,X,X
OITJLSZ,O,O,X,X,O,X,X,X
OITJLZS,O,O,X,X,O,X,X,X
OITJSLZ,O,O,X,X,X,X,X,X
OITJSZL,O,O,X,X,X,X,X,X
OITJZLS,O,X,X,X,O,X,X,X
OITJZSL,O,X,X,X,X,X,X,X
OITSLJZ,O,O,X,X,X,X,X,X
OITSLZJ,O,O,X,X,X,X,X,X
OITSJLZ,O,O,X,X,X,X,X,X
OITSJZL,O,O,X,X,X,X,X,X
OITSZLJ,O,O,X,X,X,X,X,X
OITSZJL,O,O,X,X,X,X,X,X
OITZLJS,O,X,O,X,O,X,X,X
OITZLSJ,O,X,O,X,O,X,X,X
OITZJLS,O,X,O,X,O,X,X,X
OITZJSL,O,X,X,X,X,X,X,X
OITZSLJ,O,X,X,X,X,X,X,X
OITZSJL,O,X,X,X,X,X,X,X
OILTJSZ,O,O,O,X,X,X,O,X
OILTJZS,O,O,O,X,X,X,O,X
OILTSJZ,O,O,O,X,X,X,O,O
OILTSZJ,O,O,X,X,X,X,X,O
OILTZJS,O,X,O,X,X,X,O,X
OILTZSJ,O,O,O,X,X,X,X,X
OILJTSZ,O,O,O,O,X,X,O,X
OILJTZS,O,O,O,O,X,X,O,X
OILJSTZ,O,O,O,X,X,X,O,O
OILJSZT,O,O,X,X,X,O,O,X
OILJZTS,O,O,O,O,X,O,O,X
OILJZST,O,O,X,X,X,O,O,X
OILSTJZ,O,O,O,X,X,X,O,O
OILSTZJ,O,O,X,X,X,X,X,O
OILSJTZ,O,O,O,X,X,X,O,O
OILSJZT,O,O,X,X,X,O,O,X
OILSZTJ,O,O,X,X,X,X,X,O
OILSZJT,O,X,X,X,X,O,O,X
OILZTJS,O,X,O,X,X,X,O,X
OILZTSJ,O,O,O,X,X,X,X,X
OILZJTS,O,X,O,O,X,O,O,X
OILZJST,O,X,O,X,X,O,O,X
OILZSTJ,O,O,O,X,X,X,X,O
OILZSJT,X,X,O,X,X,O,O,X
OIJTLSZ,O,O,X,O,O,X,O,X
OIJTLZS,O,O,X,O,O,X,O,X
OIJTSLZ,O,O,X,O,X,X,O,X
OIJTSZL,O,O,X,X,X,X,X,X
OIJTZLS,O,X,X,O,O,X,X,X
OIJTZSL,O,X,X,X,X,X,X,X
OIJLTSZ,O,O,X,O,X,X,O,X
OIJLTZS,O,O,X,O,X,X,O,X
OIJLSTZ,O,O,X,X,X,X,O,X
OIJLSZT,O,O,X,X,X,O,O,X
OIJLZTS,O,O,X,O,X,O,O,X
OIJLZST,O,O,X,X,X,O,O,X
OIJSTLZ,O,O,X,X,X,X,O,X
OIJSTZL,O,O,X,X,X,X,X,X
