sequence,v115@FhB8HeB8GeD8BeB8CeB8JeKEJvhFzfBRhBcnBFmBXq?BWxB,v115@FhB8HeB8GeD8BeB8CeB8Je0/IvhFlgB/pBxmBiqBzr?BGsB,v115@FhB8HeB8GeD8BeB8CeB8JeOEJvhFXgBVmBUiBzpBRr?BSxB,v115@FhB8HeB8GeD8BeB8CeB8JeTCJvhFmlBxpBUsB/pB6r?BFqB,v115@FhB8HeB8GeD8BeB8CeB8Je0BJvhFmlBxpBzrB/pB6s?BFqB,v115@FhB8HeB8GeD8BeB8CeB8Jel/IvhF/pBOqBxmBzlBUs?BCsB,v115@FhB8HeB8GeD8BeB8CeB8JeUAJvhFFhBmpBRrB/pB6s?BzrB,v115@FhB8HeB8GeD8BeB8CeB8Jem/IvhFRhBTkBUmBFnBXq?BSxB,v115@FhB8HeB8GeD8BeB8CeB8Je0/IvhFxgBTiB/pBGmBiq?BVxB,v115@FhB8HeB8GeD8BeB8CeB8JeRAJvhF1mB0lBmpBzrB/p?B6sB,v115@FhB8HeB8GeD8BeB8CeB8JemAJvhFSnBxkBTkBXqBlr?BUsB,v115@FhB8HeB8GeD8BeB8CeB8JeXAJvhFxhB2pBzlBCnBVx?B0pB,v115@FhB8HeB8GeD8BeB8CeB8Jex/IvhFXhBypBFnBGrB0p?BTsB,v115@FhB8HeB8GeD8BeB8CeB8Jex/IvhF8lBSnBTkBeqB3m?BVxB,v115@FhB8HeB8GeD8BeB8CeB8Jem/IvhFChB/rBFnBxpB0p?BTsB,v115@FhB8HeB8GeD8BeB8CeB8JeKEJvhFUhBFlBRrBXsBzp?BGsB,v115@FhB8HeB8GeD8BeB8CeB8JeUBJvhF/pBFlBRrBTsBmp?BCsB
ZSOJTIL,X,X,X,X,X,O,X,O,X,O,X,X,X,X,X,X,X
ZSOJTLI,X,X,X,X,X,X,X,O,X,O,X,X,X,X,X,X,X
ZSOJITL,X,X,O,O,X,O,X,O,X,O,X,X,X,X,X,X,X
ZSOJILT,X,X,X,O,X,X,X,X,X,O,X,X,X,X,X,X,X
ZSOJLTI,X,X,X,X,X,X,X,O,X,O,X,X,X,X,X,X,X
ZSOJLIT,X,X,X,X,X,X,X,X,X,O,X,X,X,X,X,X,X
ZOTILJS,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X
ZOTILSJ,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X
ZOTIJLS,X,X,X,O,O,X,X,X,X,O,X,X,X,X,X,X,X
ZOTIJSL,X,X,X,O,O,X,X,X,X,O,X,X,X,X,X,X,X
ZOTISLJ,O,X,X,X,X,X,X,O,X,X,X,X,X,X,X,X,X
ZOTISJL,X,X,X,X,X,X,X,O,X,X,X,X,X,X,X,X,X
ZOTLIJS,O,X,X,X,X,X,X,X,X,X,X,O,X,X,X,X,X
ZOTLISJ,O,X,X,X,X,X,X,X,X,X,X,O,X,X,X,X,X
ZOTLJIS,O,X,X,X,X,X,X,X,X,O,X,O,X,X,X,X,X
ZOTLJSI,O,X,X,X,X,X,X,X,X,O,X,O,X,X,X,X,X
ZOTLSIJ,O,X,X,X,X,X,X,X,X,X,X,O,X,X,X,X,X
ZOTLSJI,O,X,X,X,X,X,X,X,X,X,X,O,X,X,X,X,X
ZOTJILS,X,X,O,O,O,X,X,X,X,O,X,X,X,X,X,X,X
ZOTJISL,X,X,O,O,O,X,X,X,X,O,X,X,X,X,X,X,X
ZOTJLIS,X,X,X,X,X,X,X,X,X,O,X,O,X,X,X,X,X
ZOTJLSI,X,X,X,X,X,X,X,X,X,O,X,O,X,X,X,X,X
ZOTJSIL,X,X,X,X,X,X,X,X,X,O,X,X,X,X,X,X,X
ZOTJSLI,X,X,X,X,X,X,X,X,X,O,X,O,X,X,X,X,X
ZOTSILJ,O,X,X,X,X,X,X,O,X,X,X,X,X,X,X,X,X
ZOTSIJL,X,X,X,X,X,X,X,O,X,X,X,X,X,X,X,X,X
ZOTSLIJ,O,X,X,X,X,X,X,O,X,X,X,O,X,X,X,X,X
ZOTSLJI,O,X,X,X,X,X,X,O,X,X,X,O,X,X,X,X,X
ZOTSJIL,X,X,X,X,X,X,X,O,X,O,X,X,X,X,X,X,X
ZOTSJLI,X,X,X,X,X,X,X,O,X,O,X,O,X,X,X,X,X
ZOITLJS,O,X,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X
ZOITLSJ,O,O,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X
ZOITJLS,X,X,O,O,O,X,X,X,X,O,X,X,X,X,X,X,X
ZOITJSL,X,X,O,O,O,X,X,X,X,O,X,X,X,X,X,X,X
ZOITSLJ,O,X,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X
ZOITSJL,X,X,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X
ZOILTJS,O,X,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X
ZOILTSJ,O,O,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X
ZOILJTS,O,X,O,O,O,X,X,X,X,X,X,X,X,X,X,X,X
ZOILJST,X,X,X,O,O,X,X,X,X,X,X,X,X,X,X,X,X
ZOILSTJ,O,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X
ZOILSJT,O,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X
ZOIJTLS,X,X,O,O,O,X,X,X,X,O,X,X,X,X,X,X,X
ZOIJTSL,X,X,O,O,O,X,X,X,X,O,X,X,X,X,X,X,X
ZOIJLTS,X,X,O,O,O,X,X,X,X,X,X,X,X,X,X,X,X
ZOIJLST,X,X,X,O,O,X,X,X,X,X,X,X,X,X,X,X,X
ZOIJSTL,X,X,O,O,O,O,X,X,X,O,X,X,X,X,X,X,X
ZOIJSLT,X,X,X,O,O,X,X,X,X,O,X,X,X,X,X,X,X
ZOISTLJ,X,X,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X
ZOISTJL,X,X,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X
ZOISLTJ,O,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X
ZOISLJT,O,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X
ZOISJTL,X,X,O,O,O,O,X,X,X,X,X,X,X,X,X,X,X
ZOISJLT,X,X,X,O,O,X,X,X,X,X,X,X,X,X,X,X,X
ZOLTIJS,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X
ZOLTISJ,O,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X
ZOLTJIS,O,X,X,X,X,X,X,X,X,O,X,X,X,X,X,X,X
ZOLTJSI,O,X,X,X,X,X,X,X,X,O,X,X,X,X,X,X,X
ZOLTSIJ,O,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X
ZOLTSJI,O,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X
ZOLITJS,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X
ZOLITSJ,O,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X
ZOLIJTS,O,X,X,O,O,X,X,X,X,X,X,X,X,X,X,X,X
ZOLIJST,X,X,X,O,O,X,X,X,X,X,X,X,X,X,X,X,X
ZOLISTJ,O,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X
ZOLISJT,O,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X
ZOLJTIS,O,X,X,X,X,X,X,X,X,O,X,X,X,O,X,X,X
ZOLJTSI,O,X,X,X,X,X,X,X,X,O,X,X,X,O,X,X,X
ZOLJITS,O,X,O,O,O,X,X,X,X,X,X,X,X,X,X,X,X
ZOLJIST,X,X,X,O,O,X,X,X,X,X,X,X,X,X,X,X,X
ZOLJSTI,X,X,X,X,X,X,X,X,X,O,X,X,X,X,X,X,X
ZOLJSIT,X,X,X,X,X,X,X,X,X,O,X,X,X,X,X,X,X
ZOLSTIJ,O,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X
ZOLSTJI,O,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X
ZOLSITJ,O,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X
ZOLSIJT,O,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X
ZOLSJTI,O,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X
ZOLSJIT,O,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X
ZOJTILS,X,X,O,O,O,X,X,X,X,O,X,X,X,X,X,X,X
ZOJTISL,X,X,O,O,O,X,X,X,X,O,X,X,X,X,X,X,X
ZOJTLIS,X,X,X,X,X,X,X,X,X,O,X,O,X,X,X,X,X
ZOJTLSI,X,X,X,X,X,X,X,X,X,O,X,O,X,X,X,X,X
ZOJTSIL,X,X,X,X,X,X,X,X,X,O,X,X,X,X,X,X,X
ZOJTSLI,X,X,X,X,X,X,X,X,X,O,X,O,X,X,X,X,X
ZOJITLS,X,X,O,O,O,X,X,X,X,O,X,X,X,X,X,X,X
ZOJITSL,X,X,O,O,O,X,X,X,X,O,X,X,X,X,X,X,X
ZOJILTS,X,X,O,O,O,X,X,X,X,X,X,X,X,X,X,X,X
ZOJILST,X,X,X,O,O,X,X,X,X,X,X,X,X,X,X,X,X
ZOJISTL,X,X,O,O,O,O,X,X,X,O,X,X,X,X,X,X,X
ZOJISLT,X,X,X,O,O,X,X,X,X,O,X,X,X,X,X,X,X
ZOJLTIS,X,X,X,X,X,X,X,X,X,O,X,X,X,O,X,X,X
ZOJLTSI,X,X,X,X,X,X,X,X,X,O,X,X,X,O,X,X,X
ZOJLITS,X,X,O,O,O,X,X,X,X,X,X,X,X,X,X,X,X
ZOJLIST,X,X,X,O,O,X,X,X,X,X,X,X,X,X,X,X,X
ZOJLSTI,X,X,X,X,X,X,X,X,X,O,X,X,X,X,X,X,X
ZOJLSIT,X,X,X,X,X,X,X,X,X,O,X,X,X,X,X,X,X
ZOJSTIL,X,X,X,X,X,O,X,X,X,O,X,X,X,X,X,X,X
ZOJSTLI,X,X,X,X,X,X,X,X,X,O,X,O,X,X,X,X,X
ZOJSITL,X,X,O,O,O,O,X,X,X,O,X,X,X,X,X,X,X
ZOJSILT,X,X,X,O,O,X,X,X,X,O,X,X,X,X,X,X,X
ZOJSLTI,X,X,X,X,X,X,X,X,X,O,X,X,X,X,X,X,X
ZOJSLIT,X,X,X,X,X,X,X,X,X,O,X,X,X,X,X,X,X
ZOSTILJ,O,X,X,X,X,X,X,O,X,X,X,X,X,X,X,X,X
ZOSTIJL,X,X,X,X,X,X,X,O,X,X,X,X,X,X,X,X,X
ZOSTLIJ,O,X,X,X,X,X,X,O,X,X,X,O,X,X,X,X,X
ZOSTLJI,O,X,X,X,X,X,X,O,X,X,X,O,X,X,X,X,X
ZOSTJIL,X,X,X,X,X,O,X,O,X,O,X,X,X,X,X,X,X
ZOSTJLI,X,X,X,X,X,X,X,O,X,O,X,O,X,X,X,X,X
ZOSITLJ,X,X,O,X,X,X,X,O,X,X,X,X,X,X,X,X,X
ZOSITJL,X,X,O,X,X,X,X,O,X,X,X,X,X,X,X,X,X
ZOSILTJ,O,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X
ZOSILJT,O,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X
ZOSIJTL,X,X,O,O,O,O,X,O,X,X,X,X,X,X,X,X,X
ZOSIJLT,X,X,X,O,O,X,X,X,X,X,X,X,X,X,X,X,X
ZOSLTIJ,O,O,X,X,X,X,X,O,X,X,X,X,X,X,X,X,X
ZOSLTJI,O,O,X,X,X,X,X,O,X,X,X,X,X,X,X,X,X
ZOSLITJ,O,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X
ZOSLIJT,O,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X
ZOSLJTI,O,O,X,X,X,X,X,O,X,X,X,X,X,X,X,X,X
ZOSLJIT,O,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X
ZOSJTIL,X,X,X,X,X,O,X,O,X,O,X,X,X,X,X,X,X
ZOSJTLI,X,X,X,X,X,X,X,O,X,O,X,O,X,X,X,X,X
ZOSJITL,X,X,O,O,O,O,X,O,X,O,X,X,X,X,X,X,X
ZOSJILT,X,X,X,O,O,X,X,X,X,O,X,X,X,X,X,X,X
ZOSJLTI,X,X,X,X,X,X,X,O,X,O,X,X,X,X,X,X,X
ZOSJLIT,X,X,X,X,X,X,X,X,X,O,X,X,X,X,X,X,X
OTILJSZ,X,O,O,X,X,X,X,X,X,X,X,O,X,X,X,X,X
OTILJZS,X,X,O,X,X,X,X,X,X,X,X,O,X,X,X,X,X
OTILSJZ,X,O,O,X,X,X,X,X,X,X,X,O,X,X,X,X,X
OTILSZJ,X,O,O,X,X,X,X,X,X,X,X,O,X,X,X,X,X
OTILZJS,X,X,O,X,X,X,X,X,X,X,X,O,X,X,X,X,X
OTILZSJ,X,O,O,X,X,X,X,X,X,X,X,O,X,X,X,X,X
OTIJLSZ,X,O,O,X,O,X,X,X,X,X,X,O,X,X,X,X,X
OTIJLZS,X,X,O,X,O,X,X,X,X,X,X,O,X,X,X,X,X
OTIJSLZ,X,X,O,X,O,X,X,X,X,X,X,O,X,X,X,X,X
OTIJSZL,X,X,O,X,O,X,X,X,X,X,X,X,X,X,X,X,X
OTIJZLS,X,X,O,X,O,X,X,X,X,O,X,X,X,X,X,X,X
OTIJZSL,X,X,O,X,O,X,X,X,X,O,X,X,X,X,X,X,X
OTISLJZ,X,O,O,X,X,X,X,X,X,X,X,O,X,X,X,X,X
OTISLZJ,X,O,O,X,X,X,X,X,X,X,X,O,X,X,X,X,X
OTISJLZ,X,X,O,X,X,X,X,X,X,X,X,O,X,X,X,X,X
OTISJZL,X,X,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X
OTISZLJ,X,X,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X
OTISZJL,X,X,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X
OTIZLJS,X,X,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X
OTIZLSJ,X,O,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X
OTIZJLS,X,X,O,O,O,X,X,X,X,O,X,X,X,X,X,X,X
OTIZJSL,X,X,O,O,O,X,X,X,X,O,X,X,X,X,X,X,X
OTIZSLJ,X,X,O,X,X,X,X,O,X,X,X,X,X,X,X,X,X
OTIZSJL,X,X,O,X,X,X,X,O,X,X,X,X,X,X,X,X,X
OTLIJSZ,X,O,X,X,X,X,X,X,X,X,X,O,X,X,X,X,X
OTLIJZS,X,X,X,X,X,X,X,X,X,X,X,O,X,X,X,X,X
OTLISJZ,X,O,X,X,X,X,X,X,X,X,X,O,X,X,X,X,X
OTLISZJ,X,O,X,X,X,X,X,X,X,X,X,O,X,X,X,X,X
OTLIZJS,O,X,X,X,X,X,X,X,X,X,X,O,X,X,X,X,X
OTLIZSJ,O,O,X,X,X,X,X,X,X,X,X,O,X,X,X,X,X
OTLJISZ,X,O,X,X,X,X,X,X,X,X,X,O,X,O,X,X,X
OTLJIZS,X,X,X,X,X,X,X,X,X,X,X,O,X,O,X,X,X
OTLJSIZ,X,O,X,X,X,X,X,X,X,X,O,O,X,O,X,X,X
OTLJSZI,X,O,X,X,X,X,X,X,X,X,X,O,O,O,X,X,X
OTLJZIS,O,X,X,X,X,X,X,X,X,O,X,O,O,O,X,X,X
OTLJZSI,O,X,X,X,X,X,X,X,X,O,X,O,O,O,X,X,X
OTLSIJZ,X,O,X,X,X,X,X,X,X,X,O,O,X,X,X,X,X
OTLSIZJ,O,O,X,X,X,X,X,X,X,X,X,O,X,X,X,X,X
OTLSJIZ,X,O,X,X,X,X,X,X,X,X,O,O,X,X,X,X,X
OTLSJZI,O,O,X,X,X,X,X,X,X,X,X,O,X,X,X,X,X
OTLSZIJ,O,O,X,X,X,X,X,X,X,X,X,O,X,X,X,X,X
OTLSZJI,O,O,X,X,X,X,X,X,X,X,X,O,X,X,X,X,X
OTLZIJS,O,X,X,X,X,X,X,X,X,X,X,O,X,X,X,X,X
OTLZISJ,O,O,X,X,X,X,X,X,X,X,X,O,X,X,X,X,X
OTLZJIS,O,X,X,X,X,X,X,X,X,O,X,O,X,X,X,X,X
OTLZJSI,O,X,X,X,X,X,X,X,X,O,X,O,X,X,X,X,X
OTLZSIJ,O,O,X,X,X,X,X,X,X,X,X,O,X,X,X,X,X
OTLZSJI,O,O,X,X,X,X,X,X,X,X,X,O,X,X,X,X,X
OTJILSZ,X,X,O,X,O,X,X,X,X,X,X,O,X,X,X,X,X
OTJILZS,X,X,O,X,O,X,X,X,X,X,X,O,X,X,X,X,X
OTJISLZ,X,X,O,X,O,X,X,X,X,X,X,O,X,X,X,X,X
OTJISZL,X,X,O,X,O,X,X,X,X,X,X,X,X,X,X,X,X
OTJIZLS,X,X,O,X,O,X,X,X,X,O,X,X,X,X,X,X,X
OTJIZSL,X,X,O,X,O,X,X,X,X,O,X,X,X,X,X,X,X
OTJLISZ,X,X,X,X,X,X,X,X,X,X,X,O,X,O,X,X,X
OTJLIZS,X,X,X,X,X,X,X,X,X,X,X,O,X,O,X,X,X
OTJLSIZ,X,X,X,X,X,X,X,X,X,X,O,O,X,O,X,X,X
OTJLSZI,X,X,X,X,X,X,X,X,X,X,X,O,O,O,X,X,X
OTJLZIS,X,X,X,X,X,X,X,X,X,O,X,O,O,O,X,X,X
OTJLZSI,X,X,X,X,X,X,X,X,X,O,X,O,O,O,X,X,X
OTJSILZ,X,X,O,X,X,X,X,X,X,X,O,O,X,X,X,X,X
OTJSIZL,X,X,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X
OTJSLIZ,X,X,X,X,X,X,X,X,X,X,O,O,X,X,X,X,X
OTJSLZI,X,X,X,X,X,X,X,X,X,X,X,O,O,X,X,X,X
OTJSZIL,X,X,X,X,X,X,X,X,X,O,X,X,X,X,X,X,X
OTJSZLI,X,X,X,X,X,X,X,X,X,O,X,O,X,X,X,X,X
OTJZILS,X,X,O,X,O,X,X,X,X,O,X,X,X,X,X,X,X
OTJZISL,X,X,O,X,O,X,X,X,X,O,X,X,X,X,X,X,X
OTJZLIS,X,X,X,X,X,X,X,X,X,O,X,O,X,X,X,X,X
OTJZLSI,X,X,X,X,X,X,X,X,X,O,X,O,X,X,X,X,X
OTJZSIL,X,X,X,X,X,X,X,X,X,O,X,X,X,X,X,X,X
OTJZSLI,X,X,X,X,X,X,X,X,X,O,X,O,X,X,X,X,X
OTSILJZ,X,O,O,X,X,X,X,X,X,X,O,O,X,X,X,X,X
OTSILZJ,X,O,O,X,X,X,X,X,X,X,X,O,X,X,X,X,X
OTSIJLZ,X,X,O,X,X,X,X,X,X,X,O,O,X,X,X,X,X
OTSIJZL,X,X,O,X,X,X,X,O,X,X,X,X,X,X,X,X,X
OTSIZLJ,X,X,O,X,X,X,X,O,X,X,X,X,X,X,X,X,X
OTSIZJL,X,X,O,X,X,X,X,O,X,X,X,X,X,X,X,X,X
OTSLIJZ,X,O,X,X,X,X,X,X,X,X,O,O,X,X,X,X,X
OTSLIZJ,O,O,X,X,X,X,X,X,X,X,X,O,X,X,X,X,X
OTSLJIZ,X,O,X,X,X,X,X,X,X,X,O,O,X,X,X,X,X
OTSLJZI,O,O,X,X,X,X,X,O,X,X,X,O,X,X,X,X,X
OTSLZIJ,O,O,X,X,X,X,X,O,X,X,X,O,X,X,X,X,X
OTSLZJI,O,O,X,X,X,X,X,O,X,X,X,O,X,X,X,X,X
OTSJILZ,X,X,O,X,X,X,X,X,X,X,O,O,X,X,X,X,X
OTSJIZL,X,X,O,X,X,X,X,O,X,X,X,X,X,X,X,X,X
OTSJLIZ,X,X,X,X,X,X,X,X,X,X,O,O,X,X,X,X,X
OTSJLZI,X,X,X,X,X,X,X,O,X,X,X,O,O,X,X,X,X
OTSJZIL,X,X,X,X,X,X,X,O,X,O,X,X,X,X,X,X,X
OTSJZLI,X,X,X,X,X,X,X,O,X,O,X,O,X,X,X,X,X
OTSZILJ,O,X,X,X,X,X,X,O,X,X,X,X,X,X,X,X,X
OTSZIJL,X,X,X,X,X,X,X,O,X,X,X,X,X,X,X,X,X
OTSZLIJ,O,X,X,X,X,X,X,O,X,X,X,O,X,X,X,X,X
OTSZLJI,O,X,X,X,X,X,X,O,X,X,X,O,X,X,X,X,X
OTSZJIL,X,X,X,X,X,X,X,O,X,O,X,X,X,X,X,X,X
OTSZJLI,X,X,X,X,X,X,X,O,X,O,X,O,X,X,X,X,X
OTZILJS,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X
OTZILSJ,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X
OTZIJLS,X,X,X,O,O,X,X,X,X,O,X,X,X,X,X,X,X
OTZIJSL,X,X,X,O,O,X,X,X,X,O,X,X,X,X,X,X,X
OTZISLJ,O,X,X,X,X,X,X,O,X,X,X,X,X,X,X,X,X
OTZISJL,X,X,X,X,X,X,X,O,X,X,X,X,X,X,X,X,X
OTZLIJS,O,X,X,X,X,X,X,X,X,X,X,O,X,X,X,X,X
OTZLISJ,O,X,X,X,X,X,X,X,X,X,X,O,X,X,X,X,X
OTZLJIS,O,X,X,X,X,X,X,X,X,O,X,O,X,X,X,X,X
OTZLJSI,O,X,X,X,X,X,X,X,X,O,X,O,X,X,X,X,X
OTZLSIJ,O,X,X,X,X,X,X,X,X,X,X,O,X,X,X,X,X
OTZLSJI,O,X,X,X,X,X,X,X,X,X,X,O,X,X,X,X,X
OTZJILS,X,X,O,O,O,X,X,X,X,O,X,X,X,X,X,X,X
OTZJISL,X,X,O,O,O,X,X,X,X,O,X,X,X,X,X,X,X
OTZJLIS,X,X,X,X,X,X,X,X,X,O,X,O,X,X,X,X,X
OTZJLSI,X,X,X,X,X,X,X,X,X,O,X,O,X,X,X,X,X
OTZJSIL,X,X,X,X,X,X,X,X,X,O,X,X,X,X,X,X,X
OTZJSLI,X,X,X,X,X,X,X,X,X,O,X,O,X,X,X,X,X
OTZSILJ,O,X,X,X,X,X,X,O,X,X,X,X,X,X,X,X,X
OTZSIJL,X,X,X,X,X,X,X,O,X,X,X,X,X,X,X,X,X
OTZSLIJ,O,X,X,X,X,X,X,O,X,X,X,O,X,X,X,X,X
OTZSLJI,O,X,X,X,X,X,X,O,X,X,X,O,X,X,X,X,X
OTZSJIL,X,X,X,X,X,X,X,O,X,O,X,X,X,X,X,X,X
OTZSJLI,X,X,X,X,X,X,X,O,X,O,X,O,X,X,X,X,X
OITLJSZ,X,O,O,X,X,X,X,X,X,X,X,O,X,X,X,X,X
OITLJZS,X,X,O,X,X,X,X,X,X,X,X,O,X,X,X,X,X
OITLSJZ,X,O,O,X,X,X,X,X,X,X,X,O,X,X,X,X,X
OITLSZJ,X,O,O,X,X,X,X,X,X,X,X,O,X,X,X,X,X
OITLZJS,X,X,O,X,X,X,X,X,X,X,X,O,X,X,X,X,X
OITLZSJ,X,O,O,X,X,X,X,X,X,X,X,O,X,X,X,X,X
OITJLSZ,X,O,O,X,O,X,O,X,X,X,X,O,X,X,X,X,X
OITJLZS,X,X,O,X,O,X,O,X,X,X,X,O,X,X,X,X,X
OITJSLZ,X,X,O,X,O,X,O,X,X,X,X,O,X,X,X,X,X
OITJSZL,X,X,O,X,O,X,O,X,X,X,X,X,X,X,X,X,X
OITJZLS,X,X,O,X,O,X,O,X,X,O,X,X,X,X,X,X,X
OITJZSL,X,X,O,X,O,X,O,X,X,O,X,X,X,X,X,X,X
OITSLJZ,X,O,O,X,X,X,X,X,X,X,X,O,X,X,X,X,X
OITSLZJ,X,O,O,X,X,X,X,X,X,X,X,O,X,X,X,X,X
OITSJLZ,X,X,O,X,X,X,X,X,X,X,X,O,X,X,X,X,X
OITSJZL,X,X,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X
OITSZLJ,X,O,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X
OITSZJL,X,X,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X
OITZLJS,X,X,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X
OITZLSJ,X,O,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X
OITZJLS,X,X,O,O,O,X,X,X,X,O,X,X,X,X,X,X,X
OITZJSL,X,X,O,O,O,X,X,X,X,O,X,X,X,X,X,X,X
OITZSLJ,X,X,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X
OITZSJL,X,X,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X
OILTJSZ,X,O,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X
OILTJZS,X,X,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X
OILTSJZ,X,O,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X
OILTSZJ,X,O,O,X,X,X,X,X,X,X,X,X,X,X,X,O,X
OILTZJS,X,X,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X
OILTZSJ,X,O,O,X,X,X,X,X,X,X,X,X,X,X,X,O,X
OILJTSZ,X,O,O,X,O,X,X,X,X,X,X,X,X,O,X,X,X
OILJTZS,X,X,O,X,O,X,X,X,X,X,X,X,X,O,X,X,X
OILJSTZ,X,O,O,X,O,X,X,X,X,X,X,X,X,X,X,X,X
OILJSZT,X,O,X,X,O,X,X,X,X,X,X,X,X,X,X,X,X
OILJZTS,X,X,X,X,O,X,X,X,X,X,X,X,X,X,X,X,X
OILJZST,X,X,X,X,O,X,X,X,X,X,X,X,X,X,X,X,X
OILSTJZ,X,O,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X
OILSTZJ,X,O,O,X,X,X,X,X,X,X,X,X,X,X,O,X,X
OILSJTZ,X,O,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X
OILSJZT,X,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X
OILSZTJ,X,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X
OILSZJT,X,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X
OILZTJS,X,X,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X
OILZTSJ,X,O,O,X,X,X,X,X,X,X,X,X,X,X,X,O,X
OILZJTS,X,X,O,O,O,X,X,X,X,X,X,X,X,X,X,X,X
OILZJST,X,X,X,O,O,X,X,X,X,X,X,X,X,X,X,X,X
OILZSTJ,X,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X
OILZSJT,X,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X
OIJTLSZ,X,O,O,X,O,X,O,X,X,X,X,O,X,X,X,X,X
OIJTLZS,X,X,O,X,O,X,O,X,X,X,X,O,X,X,X,X,X
OIJTSLZ,X,X,O,X,O,X,O,X,X,X,X,O,X,X,X,X,X
OIJTSZL,X,X,O,X,O,X,O,X,X,X,X,X,X,X,X,X,X
OIJTZLS,X,X,O,X,O,X,O,X,X,O,X,X,X,X,X,X,X
OIJTZSL,X,X,O,X,O,X,O,X,X,O,X,X,X,X,X,X,X
OIJLTSZ,X,O,O,X,O,X,O,X,X,X,X,X,X,O,X,X,X
OIJLTZS,X,X,O,X,O,X,O,X,X,X,X,X,X,O,X,X,X
OIJLSTZ,X,O,O,X,O,X,O,X,X,X,X,X,X,X,X,X,X
OIJLSZT,X,O,X,X,O,X,O,X,X,X,X,X,X,X,X,X,X
OIJLZTS,X,X,X,X,O,X,O,X,X,X,X,X,X,X,X,X,X
OIJLZST,X,X,X,X,O,X,O,X,X,X,X,X,X,X,X,X,X
OIJSTLZ,X,X,O,X,O,O,O,X,X,X,X,O,X,X,X,X,X
OIJSTZL,X,X,O,X,O,O,O,X,X,X,X,X,X,X,X,X,X
OIJSLTZ,X,O,O,X,O,X,O,X,X,X,X,X,X,X,X,X,X
OIJSLZT,X,O,X,X,O,X,O,X,X,X,X,X,X,X,X,X,X
