sequence,v115@9gA8IeA8IeB8CeB8CeC8CeC8KeCAJvhFmiB5oB/qBF?mB0nBTrB,v115@9gA8IeA8IeB8CeB8CeC8CeC8Kez/IvhFGhB/nBaoB5?oBlqBUrB,v115@9gA8IeA8IeB8CeB8CeC8CeC8Kez/IvhFfmBaoB5oBG?nB0qBlrB,v115@9gA8IeA8IeB8CeB8CeC8CeC8KefFJvhFlgBcmBiiB5?oBznBWwB,v115@9gA8IeA8IeB8CeB8CeC8CeC8KefFJvhF0gBaoB5oBG?nBzqBlrB,v115@9gA8IeA8IeB8CeB8CeC8CeC8KefFJvhF6lBThBmiB5?oB0nBVwB,v115@9gA8IeA8IeB8CeB8CeC8CeC8Kez/IvhFxiB1qB0nB6?tBXrBGrB
ZOJLIST,O,X,O,O,O,X,X
ZOJLSTI,O,X,O,O,O,X,X
ZOJLSIT,O,X,O,O,O,X,X
ZOJSTIL,O,X,O,O,O,O,X
ZOJSTLI,O,X,O,O,O,O,X
ZOJSITL,O,X,O,O,O,O,X
ZOJSILT,O,O,O,O,O,X,X
ZOJSLTI,O,X,O,O,O,X,X
ZOJSLIT,O,O,O,O,O,X,X
ZOSTILJ,O,O,X,O,X,O,X
ZOSTIJL,O,O,O,O,O,O,X
ZOSTLIJ,O,O,X,O,X,O,O
ZOSTLJI,O,O,X,O,X,O,O
ZOSTJIL,O,O,O,O,O,O,X
ZOSTJLI,O,O,O,O,O,O,X
ZOSITLJ,O,O,X,O,X,O,X
ZOSITJL,O,O,O,O,O,O,X
ZOSILTJ,O,O,X,O,X,X,X
ZOSILJT,O,O,O,O,O,X,X
ZOSIJTL,O,X,O,O,O,O,X
ZOSIJLT,O,O,O,O,O,X,X
ZOSLTIJ,O,O,X,O,X,X,O
ZOSLTJI,O,O,X,O,X,X,O
ZOSLITJ,O,O,X,O,X,X,O
ZOSLIJT,O,O,O,O,O,X,X
ZOSLJTI,O,X,O,O,O,X,X
ZOSLJIT,O,O,O,O,O,X,X
ZOSJTIL,O,X,O,O,O,O,X
ZOSJTLI,O,X,O,O,O,O,X
ZOSJITL,O,X,O,O,O,O,X
ZOSJILT,O,O,O,O,O,X,X
ZOSJLTI,O,X,O,O,O,X,X
ZOSJLIT,O,O,O,O,O,X,X
OTILJSZ,X,O,X,X,O,X,X
OTILJZS,X,X,O,X,X,X,X
OTILSJZ,X,O,X,O,O,X,X
OTILSZJ,X,O,X,O,X,X,X
OTILZJS,X,X,O,X,X,X,O
OTILZSJ,X,X,X,O,X,X,O
OTIJLSZ,X,O,X,X,O,X,X
OTIJLZS,X,X,O,X,X,X,X
OTIJSLZ,X,O,X,X,O,X,X
OTIJSZL,X,O,X,X,O,X,X
OTIJZLS,X,X,O,X,X,X,X
OTIJZSL,X,O,O,X,X,X,X
OTISLJZ,X,O,X,O,O,X,X
OTISLZJ,X,O,X,O,X,X,X
OTISJLZ,X,O,X,O,O,X,X
OTISJZL,X,O,X,O,O,X,X
OTISZLJ,X,O,X,O,X,X,X
OTISZJL,X,O,X,O,O,X,X
OTIZLJS,X,X,O,X,X,X,O
OTIZLSJ,X,X,X,O,X,X,O
OTIZJLS,X,X,O,X,X,X,X
OTIZJSL,X,O,O,X,X,X,X
OTIZSLJ,X,O,X,O,X,X,X
OTIZSJL,X,O,O,O,X,X,X
OTLIJSZ,X,O,X,X,O,X,X
OTLIJZS,X,X,O,X,X,X,X
OTLISJZ,X,O,X,O,O,X,X
OTLISZJ,X,O,X,O,X,X,X
OTLIZJS,X,X,O,X,X,X,O
OTLIZSJ,X,X,X,O,X,X,O
OTLJISZ,X,O,X,X,O,X,X
OTLJIZS,X,X,O,X,X,X,X
OTLJSIZ,X,O,X,X,O,X,X
OTLJSZI,X,O,X,X,O,X,X
OTLJZIS,X,X,O,X,X,X,O
OTLJZSI,X,X,O,X,X,X,O
OTLSIJZ,X,O,X,O,O,X,X
OTLSIZJ,X,O,X,O,X,X,X
OTLSJIZ,X,O,X,O,O,X,X
OTLSJZI,X,O,X,O,O,X,X
OTLSZIJ,X,O,X,O,X,X,O
OTLSZJI,X,O,X,O,X,X,O
OTLZIJS,X,X,O,X,X,X,O
OTLZISJ,X,X,X,O,X,X,O
OTLZJIS,X,X,O,X,X,X,O
OTLZJSI,X,X,O,X,X,X,O
OTLZSIJ,X,X,X,O,X,X,O
OTLZSJI,X,X,X,O,X,X,O
OTJILSZ,X,O,X,X,O,X,X
OTJILZS,X,X,O,X,X,X,X
OTJISLZ,X,O,X,X,O,X,X
OTJISZL,X,O,X,X,O,X,X
OTJIZLS,X,X,O,X,X,X,X
OTJIZSL,X,O,O,X,X,X,X
OTJLISZ,X,O,X,X,O,X,X
OTJLIZS,X,X,O,X,X,X,X
OTJLSIZ,X,O,X,X,O,X,X
OTJLSZI,X,O,X,X,O,X,X
OTJLZIS,X,X,O,X,X,X,O
OTJLZSI,X,X,O,X,X,X,O
OTJSILZ,X,O,X,X,O,X,X
OTJSIZL,X,O,X,X,O,X,X
OTJSLIZ,X,O,X,X,O,X,X
OTJSLZI,X,O,X,X,O,X,X
OTJSZIL,X,O,X,X,O,X,X
OTJSZLI,X,O,X,X,O,X,X
OTJZILS,X,X,O,X,X,X,X
OTJZISL,X,O,O,X,X,X,X
OTJZLIS,X,X,O,X,X,X,O
OTJZLSI,X,X,O,X,X,X,O
OTJZSIL,X,O,O,X,X,X,X
OTJZSLI,X,O,O,X,X,X,X
OTSILJZ,X,O,X,O,O,X,X
OTSILZJ,X,O,X,O,X,X,X
OTSIJLZ,X,O,X,O,O,X,X
OTSIJZL,X,O,X,O,O,X,X
OTSIZLJ,X,O,X,O,X,X,X
OTSIZJL,X,O,X,O,O,X,X
OTSLIJZ,X,O,X,O,O,X,X
OTSLIZJ,X,O,X,O,X,X,X
OTSLJIZ,X,O,X,O,O,X,X
OTSLJZI,X,O,X,O,O,X,X
OTSLZIJ,X,O,X,O,X,X,O
OTSLZJI,X,O,X,O,X,X,O
OTSJILZ,X,O,X,O,O,X,X
OTSJIZL,X,O,X,O,O,X,X
OTSJLIZ,X,O,X,O,O,X,X
OTSJLZI,X,O,X,O,O,X,X
OTSJZIL,X,O,X,O,O,X,X
OTSJZLI,X,O,X,O,O,X,X
OTSZILJ,X,O,X,O,X,X,X
OTSZIJL,X,O,X,O,O,X,X
OTSZLIJ,X,O,X,O,X,X,O
OTSZLJI,X,O,X,O,X,X,O
OTSZJIL,X,O,X,O,O,X,X
OTSZJLI,X,O,X,O,O,X,X
OTZILJS,X,X,O,X,X,X,O
OTZILSJ,X,X,X,O,X,X,O
OTZIJLS,X,X,O,X,X,X,X
OTZIJSL,X,O,O,X,X,X,X
OTZISLJ,X,O,X,O,X,X,X
OTZISJL,X,O,O,O,X,X,X
OTZLIJS,X,X,O,X,X,X,O
OTZLISJ,X,X,X,O,X,X,O
OTZLJIS,X,X,O,X,X,X,O
OTZLJSI,X,X,O,X,X,X,O
OTZLSIJ,X,X,X,O,X,X,O
OTZLSJI,X,X,X,O,X,X,O
OTZJILS,X,X,O,X,X,X,X
OTZJISL,X,O,O,X,X,X,X
OTZJLIS,X,X,O,X,X,X,O
OTZJLSI,X,X,O,X,X,X,O
OTZJSIL,X,O,O,X,X,X,X
OTZJSLI,X,O,O,X,X,X,X
OTZSILJ,X,O,X,O,X,X,X
OTZSIJL,X,O,O,O,X,X,X
OTZSLIJ,X,O,X,O,X,X,O
OTZSLJI,X,O,X,O,X,X,O
OTZSJIL,X,O,O,O,X,X,X
OTZSJLI,X,O,O,O,X,X,X
OITLJSZ,X,O,X,X,O,X,X
OITLJZS,X,X,O,X,X,X,X
OITLSJZ,X,O,X,O,O,X,X
OITLSZJ,X,O,X,O,X,X,X
OITLZJS,X,X,O,X,X,X,O
OITLZSJ,X,X,X,O,X,X,O
OITJLSZ,X,O,X,X,O,X,X
OITJLZS,X,X,O,X,X,X,X
OITJSLZ,X,O,X,X,O,X,X
OITJSZL,X,O,X,X,O,X,X
OITJZLS,X,X,O,X,X,X,X
OITJZSL,X,O,O,X,X,X,X
OITSLJZ,X,O,X,O,O,X,X
OITSLZJ,X,O,X,O,X,X,X
OITSJLZ,X,O,X,O,O,X,X
OITSJZL,X,O,X,O,O,X,X
OITSZLJ,X,O,X,O,X,X,X
OITSZJL,X,O,X,O,O,X,X
OITZLJS,X,X,O,X,X,X,O
OITZLSJ,X,X,X,O,X,X,O
OITZJLS,X,X,O,X,X,X,X
OITZJSL,X,O,O,X,X,X,X
OITZSLJ,X,O,X,O,X,X,X
OITZSJL,X,O,O,O,X,X,X
OILTJSZ,X,O,X,X,O,X,X
OILTJZS,X,X,O,X,X,X,X
OILTSJZ,X,O,X,O,O,X,X
OILTSZJ,X,O,X,O,X,X,X
OILTZJS,X,X,O,X,X,X,O
OILTZSJ,X,X,X,O,X,X,O
OILJTSZ,X,X,X,X,O,X,X
OILJTZS,X,X,O,X,X,X,X
OILJSTZ,X,O,X,O,O,X,X
OILJSZT,X,O,O,O,O,X,X
OILJZTS,X,X,O,X,X,X,X
OILJZST,X,X,O,O,O,X,X
OILSTJZ,X,O,X,O,O,X,X
OILSTZJ,O,O,X,O,X,X,X
OILSJTZ,X,O,X,O,O,X,X
OILSJZT,X,O,O,O,O,X,X
OILSZTJ,O,O,X,O,X,X,X
OILSZJT,O,O,O,O,O,X,X
OILZTJS,X,X,O,X,X,X,O
OILZTSJ,X,X,X,O,X,X,O
OILZJTS,X,X,O,X,X,X,O
OILZJST,O,X,O,O,O,X,X
OILZSTJ,O,X,X,O,X,X,O
OILZSJT,O,X,O,O,O,X,X
OIJTLSZ,X,O,X,X,O,X,X
OIJTLZS,X,X,O,X,X,X,X
OIJTSLZ,X,O,X,X,O,X,X
OIJTSZL,X,O,X,X,O,X,X
OIJTZLS,X,X,O,X,X,X,X
OIJTZSL,X,O,O,X,X,X,X
OIJLTSZ,X,X,X,X,O,X,X
OIJLTZS,X,X,O,X,X,X,X
OIJLSTZ,X,O,X,O,O,X,X
OIJLSZT,X,O,O,O,O,X,X
OIJLZTS,X,X,O,X,X,X,X
OIJLZST,X,X,O,O,O,X,X
OIJSTLZ,X,O,X,O,O,X,X
OIJSTZL,X,O,X,O,O,X,X
OIJSLTZ,X,O,X,O,O,X,X
OIJSLZT,X,O,O,O,O,X,X
OIJSZTL,X,X,O,O,O,X,X
OIJSZLT,X,O,O,O,O,X,X
OIJZTLS,X,X,O,X,X,X,X
OIJZTSL,X,X,O,X,X,X,X
OIJZLTS,X,X,O,X,X,X,X
OIJZLST,X,X,O,O,O,X,X
OIJZSTL,X,X,O,O,O,X,X
OIJZSLT,X,O,O,O,O,X,X
OISTLJZ,X,O,X,O,O,O,X
OISTLZJ,O,O,X,O,X,O,X
OISTJLZ,X,O,X,O,O,O,X
OISTJZL,X,O,X,O,O,O,X
OISTZLJ,O,O,X,O,X,O,X
OISTZJL,O,O,X,O,O,O,X
OISLTJZ,X,O,X,O,O,X,X
OISLTZJ,O,O,X,O,X,X,X
OISLJTZ,X,O,X,O,O,X,X
OISLJZT,X,O,O,O,O,X,X
OISLZTJ,O,O,X,O,X,X,X
OISLZJT,O,O,O,O,O,X,X
OISJTLZ,X,O,X,O,O,X,X
OISJTZL,X,O,X,O,O,X,X
OISJLTZ,X,O,X,O,O,X,X
OISJLZT,X,O,O,O,O,X,X
OISJZTL,X,X,O,O,O,X,X
OISJZLT,X,O,O,O,O,X,X
OISZTLJ,O,O,X,O,X,O,X
OISZTJL,O,O,O,O,O,O,X
OISZLTJ,O,O,X,O,X,X,X
OISZLJT,O,O,O,O,O,X,X
OISZJTL,O,X,O,O,O,O,X
OISZJLT,O,O,O,O,O,X,X
OIZTLJS,X,X,O,X,X,X,O
OIZTLSJ,X,X,X,O,X,X,O
OIZTJLS,X,X,O,X,X,X,X
OIZTJSL,X,O,O,X,X,X,X
OIZTSLJ,X,O,X,O,X,X,X
OIZTSJL,X,O,O,O,X,X,X
OIZLTJS,X,X,O,X,X,X,O
OIZLTSJ,X,X,X,O,X,X,O
OIZLJTS,X,X,O,X,X,X,O
OIZLJST,O,X,O,O,O,X,X
OIZLSTJ,O,X,X,O,X,X,O
OIZLSJT,O,X,O,O,O,X,X
OIZJTLS,X,X,O,X,X,X,X
OIZJTSL,X,X,O,X,X,X,X
OIZJLTS,X,X,O,X,X,X,X
OIZJLST,O,X,O,O,O,X,X
OIZJSTL,O,X,O,O,O,O,X
OIZJSLT,O,O,O,O,O,X,X
OIZSTLJ,O,O,X,O,X,O,X
OIZSTJL,O,O,O,O,O,O,X
OIZSLTJ,O,O,X,O,X,X,X
OIZSLJT,O,O,O,O,O,X,X
OIZSJTL,O,X,O,O,O,O,X
OIZSJLT,O,O,O,O,O,X,X
OLTIJSZ,X,O,X,X,O,X,X
OLTIJZS,X,X,O,X,X,X,X
OLTISJZ,X,O,X,O,O,X,X
OLTISZJ,X,O,X,O,X,X,X
OLTIZJS,X,X,O,X,X,X,O
OLTIZSJ,X,X,X,O,X,X,O
OLTJISZ,X,O,X,X,O,X,X
OLTJIZS,X,X,O,X,X,X,X
OLTJSIZ,X,O,X,X,O,X,X
OLTJSZI,X,O,X,X,O,X,X
OLTJZIS,X,X,O,X,X,X,O
OLTJZSI,X,X,O,X,X,X,O
OLTSIJZ,X,O,X,O,O,X,X
OLTSIZJ,X,O,X,O,X,X,X
OLTSJIZ,X,O,X,O,O,X,X
OLTSJZI,X,O,X,O,O,X,X
OLTSZIJ,X,O,X,O,X,X,O
OLTSZJI,X,O,X,O,X,X,O
OLTZIJS,X,X,O,X,X,X,O
OLTZISJ,X,X,X,O,X,X,O
OLTZJIS,X,X,O,X,X,X,O
OLTZJSI,X,X,O,X,X,X,O
OLTZSIJ,X,X,X,O,X,X,O
OLTZSJI,X,X,X,O,X,X,O
OLITJSZ,X,O,X,X,O,X,X
OLITJZS,X,X,O,X,X,X,X
OLITSJZ,X,O,X,O,O,X,X
OLITSZJ,X,O,X,O,X,X,X
OLITZJS,X,X,O,X,X,X,O
OLITZSJ,X,X,X,O,X,X,O
OLIJTSZ,X,X,X,X,O,X,X
OLIJTZS,X,X,O,X,X,X,X
OLIJSTZ,X,O,X,O,O,X,X
OLIJSZT,X,O,O,O,O,X,X
OLIJZTS,X,X,O,X,X,X,X
OLIJZST,X,X,O,O,O,X,X
OLISTJZ,X,O,X,O,O,X,X
OLISTZJ,O,O,X,O,X,X,X
OLISJTZ,X,O,X,O,O,X,X
OLISJZT,X,O,O,O,O,X,X
OLISZTJ,O,O,X,O,X,X,X
OLISZJT,O,O,O,O,O,X,X
OLIZTJS,X,X,O,X,X,X,O
OLIZTSJ,X,X,X,O,X,X,O
OLIZJTS,X,X,O,X,X,X,O
OLIZJST,O,X,O,O,O,X,X
OLIZSTJ,O,X,X,O,X,X,O
OLIZSJT,O,X,O,O,O,X,X
OLJTISZ,X,X,X,X,O,X,X
OLJTIZS,X,X,O,X,X,X,X
OLJTSIZ,X,X,X,X,O,X,X
OLJTSZI,X,X,X,X,O,X,X
OLJTZIS,X,X,O,X,X,X,O
OLJTZSI,X,X,O,X,X,X,O
OLJITSZ,X,X,X,X,O,X,X
OLJITZS,X,X,O,X,X,X,X
OLJISTZ,X,O,X,O,O,X,X
OLJISZT,X,O,O,O,O,X,X
OLJIZTS,X,X,O,X,X,X,X
OLJIZST,X,X,O,O,O,X,X
OLJSTIZ,X,O,X,O,O,X,X
OLJSTZI,X,X,X,O,O,X,X
OLJSITZ,X,O,X,O,O,X,X
OLJSIZT,X,O,O,O,O,X,X
OLJSZTI,X,X,O,O,O,X,X
OLJSZIT,X,O,O,O,O,X,X
OLJZTIS,X,X,O,X,X,X,O
OLJZTSI,X,X,O,X,X,X,O
OLJZITS,X,X,O,X,X,X,O
OLJZIST,X,X,O,O,O,X,X
OLJZSTI,X,X,O,O,O,X,X
OLJZSIT,X,X,O,O,O,X,X
OLSTIJZ,X,O,X,O,O,X,X
OLSTIZJ,O,O,X,O,X,X,X
OLSTJIZ,X,O,X,O,O,X,X
OLSTJZI,X,O,X,O,O,X,X
OLSTZIJ,O,O,X,O,X,X,O
OLSTZJI,O,O,X,O,X,X,O
OLSITJZ,X,O,X,O,O,X,X
OLSITZJ,O,O,X,O,X,X,X
OLSIJTZ,X,O,X,O,O,X,X
OLSIJZT,X,O,O,O,O,X,X
OLSIZTJ,O,O,X,O,X,X,X
OLSIZJT,O,O,O,O,O,X,X
OLSJTIZ,X,O,X,O,O,X,X
OLSJTZI,X,O,X,O,O,X,X
OLSJITZ,X,O,X,O,O,X,X
OLSJIZT,X,O,O,O,O,X,X
OLSJZTI,X,X,O,O,O,X,X
OLSJZIT,X,O,O,O,O,X,X
OLSZTIJ,O,O,X,O,X,X,O
OLSZTJI,O,O,X,O,X,X,O
OLSZITJ,O,O,X,O,X,X,O
OLSZIJT,O,O,O,O,O,X,X
OLSZJTI,O,X,O,O,O,X,X
OLSZJIT,O,O,O,O,O,X,X
OLZTIJS,X,X,O,X,X,X,O
OLZTISJ,X,X,X,O,X,X,O
OLZTJIS,X,X,O,X,X,X,O
OLZTJSI,X,X,O,X,X,X,O
OLZTSIJ,X,X,X,O,X,X,O
OLZTSJI,X,X,X,O,X,X,O
OLZITJS,X,X,O,X,X,X,O
OLZITSJ,X,X,X,O,X,X,O
OLZIJTS,X,X,O,X,X,X,O
OLZIJST,O,X,O,O,O,X,X
OLZISTJ,O,X,X,O,X,X,O
OLZISJT,O,X,O,O,O,X,X
OLZJTIS,X,X,O,X,X,X,O
OLZJTSI,X,X,O,X,X,X,O
OLZJITS,X,X,O,X,X,X,O
OLZJIST,O,X,O,O,O,X,X
OLZJSTI,O,X,O,O,O,X,X
OLZJSIT,O,X,O,O,O,X,X
OLZSTIJ,O,X,X,O,X,X,O
OLZSTJI,O,X,X,O,X,X,O
OLZSITJ,O,X,X,O,X,X,O
OLZSIJT,O,X,O,O,O,X,X
OLZSJTI,O,X,O,O,O,X,X
OLZSJIT,O,X,O,O,O,X,X
OJTILSZ,X,O,X,X,O,X,X
OJTILZS,X,X,O,X,X,X,X
OJTISLZ,X,O,X,X,O,X,X
OJTISZL,X,O,X,X,O,X,X
OJTIZLS,X,X,O,X,X,X,X
OJTIZSL,X,O,O,X,X,X,X
OJTLISZ,X,O,X,X,O,X,X
OJTLIZS,X,X,O,X,X,X,X
OJTLSIZ,X,O,X,X,O,X,X
OJTLSZI,X,O,X,X,O,X,X
OJTLZIS,X,X,O,X,X,X,O
OJTLZSI,X,X,O,X,X,X,O
OJTSILZ,X,O,X,X,O,X,X
OJTSIZL,X,O,X,X,O,X,X
OJTSLIZ,X,O,X,X,O,X,X
OJTSLZI,X,O,X,X,O,X,X
OJTSZIL,X,O,X,X,O,X,X
OJTSZLI,X,O,X,X,O,X,X
OJTZILS,X,X,O,X,X,X,X
OJTZISL,X,O,O,X,X,X,X
OJTZLIS,X,X,O,X,X,X,O
OJTZLSI,X,X,O,X,X,X,O
OJTZSIL,X,O,O,X,X,X,X
OJTZSLI,X,O,O,X,X,X,X
OJITLSZ,X,O,X,X,O,X,X
OJITLZS,X,X,O,X,X,X,X
OJITSLZ,X,O,X,X,O,X,X
OJITSZL,X,O,X,X,O,X,X
OJITZLS,X,X,O,X,X,X,X
OJITZSL,X,O,O,X,X,X,X
OJILTSZ,X,X,X,X,O,X,X
OJILTZS,X,X,O,X,X,X,X
OJILSTZ,X,O,X,O,O,X,X
OJILSZT,X,O,O,O,O,X,X
OJILZTS,X,X,O,X,X,X,X
OJILZST,X,X,O,O,O,X,X
OJISTLZ,X,O,X,O,O,X,X
OJISTZL,X,O,X,O,O,X,X
OJISLTZ,X,O,X,O,O,X,X
OJISLZT,X,O,O,O,O,X,X
OJISZTL,X,X,O,O,O,X,X
OJISZLT,X,O,O,O,O,X,X
OJIZTLS,X,X,O,X,X,X,X
OJIZTSL,X,X,O,X,X,X,X
OJIZLTS,X,X,O,X,X,X,X
OJIZLST,X,X,O,O,O,X,X
OJIZSTL,X,X,O,O,O,X,X
OJIZSLT,X,O,O,O,O,X,X
OJLTISZ,X,X,X,X,O,X,X
OJLTIZS,X,X,O,X,X,X,X
OJLTSIZ,X,X,X,X,O,X,X
OJLTSZI,X,X,X,X,O,X,X
OJLTZIS,X,X,O,X,X,X,O
OJLTZSI,X,X,O,X,X,X,O
OJLITSZ,X,X,X,X,O,X,X
OJLITZS,X,X,O,X,X,X,X
OJLISTZ,X,O,X,O,O,X,X
OJLISZT,X,O,O,O,O,X,X
OJLIZTS,X,X,O,X,X,X,X
OJLIZST,X,X,O,O,O,X,X
OJLSTIZ,X,O,X,O,O,X,X
OJLSTZI,X,X,X,O,O,X,X
OJLSITZ,X,O,X,O,O,X,X
OJLSIZT,X,O,O,O,O,X,X
OJLSZTI,X,X,O,O,O,X,X
OJLSZIT,X,O,O,O,O,X,X
OJLZTIS,X,X,O,X,X,X,O
OJLZTSI,X,X,O,X,X,X,O
OJLZITS,X,X,O,X,X,X,O
OJLZIST,X,X,O,O,O,X,X
OJLZSTI,X,X,O,O,O,X,X
OJLZSIT,X,X,O,O,O,X,X
OJSTILZ,X,O,X,O,O,X,X
OJSTIZL,X,O,X,O,O,X,X
OJSTLIZ,X,O,X,O,O,X,X
OJSTLZI,X,O,X,O,O,X,X
OJSTZIL,X,O,X,O,O,X,X
OJSTZLI,X,O,X,O,O,X,X
OJSITLZ,X,O,X,O,O,X,X
OJSITZL,X,O,X,O,O,X,X
OJSILTZ,X,O,X,O,O,X,X
OJSILZT,X,O,O,O,O,X,X
OJSIZTL,X,X,O,O,O,X,X
OJSIZLT,X,O,O,O,O,X,X
OJSLTIZ,X,O,X,O,O,X,X
OJSLTZI,X,O,X,O,O,X,X
OJSLITZ,X,O,X,O,O,X,X
OJSLIZT,X,O,O,O,O,X,X
OJSLZTI,X,X,O,O,O,X,X
OJSLZIT,X,O,O,O,O,X,X
OJSZTIL,X,X,O,O,O,X,X
OJSZTLI,X,X,O,O,O,X,X
OJSZITL,X,X,O,O,O,X,X
OJSZILT,X,O,O,O,O,X,X
OJSZLTI,X,X,O,O,O,X,X
OJSZLIT,X,O,O,O,O,X,X
OJZTILS,X,X,O,X,X,X,X
OJZTISL,X,X,O,X,X,X,X
OJZTLIS,X,X,O,X,X,X,O
OJZTLSI,X,X,O,X,X,X,O
OJZTSIL,X,X,O,X,X,X,X
OJZTSLI,X,X,O,X,X,X,X
OJZITLS,X,X,O,X,X,X,X
OJZITSL,X,X,O,X,X,X,X
OJZILTS,X,X,O,X,X,X,X
OJZILST,X,X,O,O,O,X,X
OJZISTL,X,X,O,O,O,X,X
OJZISLT,X,O,O,O,O,X,X
OJZLTIS,X,X,O,X,X,X,O
OJZLTSI,X,X,O,X,X,X,O
OJZLITS,X,X,O,X,X,X,O
OJZLIST,X,X,O,O,O,X,X
OJZLSTI,X,X,O,O,O,X,X
OJZLSIT,X,X,O,O,O,X,X
OJZSTIL,X,X,O,O,O,X,X
OJZSTLI,X,X,O,O,O,X,X
OJZSITL,X,X,O,O,O,X,X
OJZSILT,X,O,O,O,O,X,X
OJZSLTI,X,X,O,O,O,X,X
OJZSLIT,X,O,O,O,O,X,X
OSTILJZ,X,O,X,O,O,O,X
OSTILZJ,O,O,X,O,X,O,X
OSTIJLZ,X,O,X,O,O,O,X
OSTIJZL,X,O,X,O,O,O,X
OSTIZLJ,O,O,X,O,X,O,X
OSTIZJL,O,O,X,O,O,O,X
OSTLIJZ,X,O,X,O,O,O,X
OSTLIZJ,O,O,X,O,X,O,X
OSTLJIZ,X,O,X,O,O,O,X
OSTLJZI,X,O,X,O,O,O,X
OSTLZIJ,O,O,X,O,X,O,O
OSTLZJI,O,O,X,O,X,O,O
OSTJILZ,X,O,X,O,O,O,X
OSTJIZL,X,O,X,O,O,O,X
OSTJLIZ,X,O,X,O,O,O,X
OSTJLZI,X,O,X,O,O,O,X
OSTJZIL,X,O,X,O,O,O,X
OSTJZLI,X,O,X,O,O,O,X
OSTZILJ,O,O,X,O,X,O,X
OSTZIJL,O,O,X,O,O,O,X
OSTZLIJ,O,O,X,O,X,O,O
OSTZLJI,O,O,X,O,X,O,O
OSTZJIL,O,O,X,O,O,O,X
OSTZJLI,O,O,X,O,O,O,X
OSITLJZ,X,O,X,O,O,O,X
OSITLZJ,O,O,X,O,X,O,X
OSITJLZ,X,O,X,O,O,O,X
OSITJZL,X,O,X,O,O,O,X
OSITZLJ,O,O,X,O,X,O,X
OSITZJL,O,O,X,O,O,O,X
OSILTJZ,X,O,X,O,O,X,X
OSILTZJ,O,O,X,O,X,X,X
OSILJTZ,X,O,X,O,O,X,X
OSILJZT,X,O,O,O,O,X,X
OSILZTJ,O,O,X,O,X,X,X
OSILZJT,O,O,O,O,O,X,X
OSIJTLZ,X,O,X,O,O,X,X
OSIJTZL,X,O,X,O,O,X,X
OSIJLTZ,X,O,X,O,O,X,X
OSIJLZT,X,O,O,O,O,X,X
OSIJZTL,X,X,O,O,O,X,X
OSIJZLT,X,O,O,O,O,X,X
OSIZTLJ,O,O,X,O,X,O,X
OSIZTJL,O,O,O,O,O,O,X
OSIZLTJ,O,O,X,O,X,X,X
OSIZLJT,O,O,O,O,O,X,X
OSIZJTL,O,X,O,O,O,O,X
OSIZJLT,O,O,O,O,O,X,X
OSLTIJZ,X,O,X,O,O,X,X
OSLTIZJ,O,O,X,O,X,X,X
OSLTJIZ,X,O,X,O,O,X,X
OSLTJZI,X,O,X,O,O,X,X
OSLTZIJ,O,O,X,O,X,X,O
OSLTZJI,O,O,X,O,X,X,O
OSLITJZ,X,O,X,O,O,X,X
OSLITZJ,O,O,X,O,X,X,X
OSLIJTZ,X,O,X,O,O,X,X
OSLIJZT,X,O,O,O,O,X,X
OSLIZTJ,O,O,X,O,X,X,X
OSLIZJT,O,O,O,O,O,X,X
OSLJTIZ,X,O,X,O,O,X,X
OSLJTZI,X,O,X,O,O,X,X
OSLJITZ,X,O,X,O,O,X,X
OSLJIZT,X,O,O,O,O,X,X
OSLJZTI,X,X,O,O,O,X,X
OSLJZIT,X,O,O,O,O,X,X
OSLZTIJ,O,O,X,O,X,X,O
OSLZTJI,O,O,X,O,X,X,O
OSLZITJ,O,O,X,O,X,X,O
OSLZIJT,O,O,O,O,O,X,X
OSLZJTI,O,X,O,O,O,X,X
OSLZJIT,O,O,O,O,O,X,X
OSJTILZ,X,O,X,O,O,X,X
OSJTIZL,X,O,X,O,O,X,X
OSJTLIZ,X,O,X,O,O,X,X
OSJTLZI,X,O,X,O,O,X,X
OSJTZIL,X,O,X,O,O,X,X
OSJTZLI,X,O,X,O,O,X,X
OSJITLZ,X,O,X,O,O,X,X
OSJITZL,X,O,X,O,O,X,X
OSJILTZ,X,O,X,O,O,X,X
OSJILZT,X,O,O,O,O,X,X
OSJIZTL,X,X,O,O,O,X,X
OSJIZLT,X,O,O,O,O,X,X
OSJLTIZ,X,O,X,O,O,X,X
OSJLTZI,X,O,X,O,O,X,X
OSJLITZ,X,O,X,O,O,X,X
OSJLIZT,X,O,O,O,O,X,X
OSJLZTI,X,X,O,O,O,X,X
OSJLZIT,X,O,O,O,O,X,X
OSJZTIL,X,X,O,O,O,X,X
OSJZTLI,X,X,O,O,O,X,X
OSJZITL,X,X,O,O,O,X,X
OSJZILT,X,O,O,O,O,X,X
OSJZLTI,X,X,O,O,O,X,X
OSJZLIT,X,O,O,O,O,X,X
OSZTILJ,O,O,X,O,X,O,X
OSZTIJL,O,O,O,O,O,O,X
OSZTLIJ,O,O,X,O,X,O,O
OSZTLJI,O,O,X,O,X,O,O
OSZTJIL,O,O,O,O,O,O,X
OSZTJLI,O,O,O,O,O,O,X
OSZITLJ,O,O,X,O,X,O,X
OSZITJL,O,O,O,O,O,O,X
OSZILTJ,O,O,X,O,X,X,X
OSZILJT,O,O,O,O,O,X,X
