sequence,v115@9gA8IeA8IeA8CeC8CeA8BeD8BeA8JeuEJvhF1lB0hB?xiBqsBToBXqB,v115@9gA8IeA8IeA8CeC8CeA8BeD8BeA8Je5EJvhFigB3hB?+oBcqBlnBzsB,v115@9gA8IeA8IeA8CeC8CeA8BeD8BeA8JeFAJvhF0hBxiB?qpB3lBGoBzsB,v115@9gA8IeA8IeA8CeC8CeA8BeD8BeA8JeCAJvhF0hBxiB?llBWtBzpBXtB,v115@9gA8IeA8IeA8CeC8CeA8BeD8BeA8Je0BJvhFxiBfqB?llBGoBzsBCqB,v115@9gA8IeA8IeA8CeC8CeA8BeD8BeA8Je5EJvhF0hBTjB?3lBFtBOqB6sB,v115@9gA8IeA8IeA8CeC8CeA8BeD8BeA8Je3AJvhF1mBxiB?qpBGoBUlBzsB,v115@9gA8IeA8IeA8CeC8CeA8BeD8BeA8Je5EJvhF0hB6nB?llBToBOqBXtB
SJOZLIT,O,O,X,O,O,X,X,X
SZTILJO,O,O,X,X,X,O,X,X
SZTILOJ,O,X,X,X,X,O,X,O
SZTIJLO,O,O,X,X,X,O,X,X
SZTIJOL,O,O,X,X,O,O,X,X
SZTIOLJ,X,X,X,X,X,O,X,O
SZTIOJL,O,X,X,X,O,O,X,X
SZTLIJO,O,O,X,X,X,O,X,X
SZTLIOJ,O,X,X,X,X,O,X,O
SZTLJIO,O,O,X,X,X,X,X,X
SZTLJOI,O,O,X,X,O,X,X,X
SZTLOIJ,O,X,X,X,X,O,X,O
SZTLOJI,O,X,X,X,O,X,X,X
SZTJILO,O,O,X,X,X,O,X,X
SZTJIOL,O,O,X,X,O,O,X,X
SZTJLIO,O,O,X,X,X,X,X,X
SZTJLOI,O,O,X,X,O,X,X,X
SZTJOIL,O,O,X,X,O,O,X,X
SZTJOLI,O,O,X,X,O,X,X,X
SZTOILJ,X,X,X,X,X,O,X,O
SZTOIJL,O,X,X,X,O,O,X,X
SZTOLIJ,O,X,X,X,X,O,X,O
SZTOLJI,O,X,X,X,O,X,X,X
SZTOJIL,O,X,X,X,O,O,X,X
SZTOJLI,O,X,X,X,O,X,X,X
SZITLJO,O,O,X,X,X,O,X,X
SZITLOJ,O,X,X,X,X,O,X,O
SZITJLO,O,O,X,X,X,O,X,X
SZITJOL,O,O,X,X,O,O,X,X
SZITOLJ,X,X,X,X,X,O,X,O
SZITOJL,O,X,X,X,O,O,X,X
SZILTJO,O,O,O,X,X,O,X,X
SZILTOJ,O,X,O,X,X,O,X,O
SZILJTO,O,O,O,X,X,X,X,X
SZILJOT,X,O,X,X,X,X,X,X
SZILOTJ,O,X,O,X,X,X,X,O
SZILOJT,O,O,X,X,X,X,X,X
SZIJTLO,O,O,X,X,X,O,X,X
SZIJTOL,O,O,X,X,O,O,X,X
SZIJLTO,X,O,X,X,X,X,X,X
SZIJLOT,X,O,X,X,X,X,X,X
SZIJOTL,X,O,X,X,X,X,X,X
SZIJOLT,X,O,X,X,X,X,X,X
SZIOTLJ,X,X,X,O,X,O,X,O
SZIOTJL,O,X,X,X,O,O,X,X
SZIOLTJ,X,X,X,O,X,X,X,O
SZIOLJT,X,O,X,O,X,X,X,X
SZIOJTL,X,O,X,X,O,X,X,X
SZIOJLT,X,O,X,X,O,X,X,X
SZLTIJO,O,O,O,X,X,O,X,X
SZLTIOJ,O,X,O,X,X,O,X,O
SZLTJIO,O,O,O,X,X,X,X,X
SZLTJOI,O,O,O,X,O,X,X,X
SZLTOIJ,O,X,O,X,X,O,X,O
SZLTOJI,O,X,O,X,O,X,X,X
SZLITJO,O,O,O,X,X,O,X,X
SZLITOJ,O,X,O,X,X,O,X,O
SZLIJTO,O,O,O,X,X,X,X,X
SZLIJOT,X,O,O,X,X,X,X,X
SZLIOTJ,O,X,O,X,X,X,X,O
SZLIOJT,O,O,O,X,X,X,X,X
SZLJTIO,O,O,O,X,X,X,X,X
SZLJTOI,O,O,O,X,O,X,X,X
SZLJITO,O,O,O,X,X,X,X,X
SZLJIOT,X,O,O,X,X,X,X,X
SZLJOTI,O,O,O,X,X,X,X,X
SZLJOIT,O,O,O,X,X,X,X,X
SZLOTIJ,O,X,O,X,X,X,X,O
SZLOTJI,O,X,O,X,O,X,X,X
SZLOITJ,O,X,O,X,X,X,X,O
SZLOIJT,O,O,O,X,X,X,X,X
SZLOJTI,O,O,O,X,O,X,X,X
SZLOJIT,O,O,O,X,O,X,X,X
SZJTILO,O,O,X,X,X,O,X,X
SZJTIOL,O,O,X,X,O,O,X,X
SZJTLIO,O,O,X,X,X,X,X,X
SZJTLOI,O,O,X,X,O,X,X,X
SZJTOIL,O,O,X,X,O,O,X,X
SZJTOLI,O,O,X,X,O,X,X,X
SZJITLO,O,O,X,X,X,O,X,X
SZJITOL,O,O,X,X,O,O,X,X
SZJILTO,X,O,O,X,X,X,X,X
SZJILOT,X,O,O,X,X,X,X,X
SZJIOTL,X,O,X,O,X,X,X,X
SZJIOLT,X,O,X,O,X,X,X,X
SZJLTIO,O,O,O,X,X,X,X,X
SZJLTOI,O,O,O,X,O,X,X,X
SZJLITO,O,O,O,X,X,X,X,X
SZJLIOT,X,O,O,X,X,X,X,X
SZJLOTI,O,O,O,X,X,X,X,X
SZJLOIT,O,O,O,X,X,X,X,X
SZJOTIL,X,O,X,O,O,X,X,X
SZJOTLI,O,O,X,O,O,X,X,X
SZJOITL,X,O,X,O,O,X,X,X
SZJOILT,X,O,X,O,O,X,X,X
SZJOLTI,O,O,X,X,O,X,X,X
SZJOLIT,O,O,X,O,O,X,X,X
SZOTILJ,X,X,X,O,X,O,X,O
SZOTIJL,O,X,X,X,O,O,X,X
SZOTLIJ,O,X,X,O,X,O,X,O
SZOTLJI,O,X,X,O,O,X,X,X
SZOTJIL,O,X,X,O,O,O,X,X
SZOTJLI,O,X,X,O,O,X,X,X
SZOITLJ,X,X,X,O,X,O,X,O
SZOITJL,O,X,X,X,O,O,X,X
SZOILTJ,X,X,O,O,X,X,X,O
SZOILJT,X,O,O,O,X,X,X,X
SZOIJTL,X,O,X,X,O,X,X,X
SZOIJLT,X,O,X,X,O,X,X,X
SZOLTIJ,O,X,O,X,X,X,X,O
SZOLTJI,O,X,O,X,O,X,X,X
SZOLITJ,O,X,O,O,X,X,X,O
SZOLIJT,O,O,O,O,X,X,X,X
SZOLJTI,O,O,O,X,O,X,X,X
SZOLJIT,O,O,O,O,O,X,X,X
SZOJTIL,X,O,X,O,O,X,X,X
SZOJTLI,O,O,X,O,O,X,X,X
SZOJITL,X,O,X,O,O,X,X,X
SZOJILT,X,O,O,O,O,X,X,X
SZOJLTI,O,O,O,X,O,X,X,X
SZOJLIT,O,O,O,O,O,X,X,X
SOTILJZ,O,X,X,X,X,O,X,X
SOTILZJ,O,X,X,X,X,O,X,X
SOTIJLZ,O,X,X,X,O,O,X,X
SOTIJZL,X,X,X,X,O,O,X,X
SOTIZLJ,X,X,X,X,X,O,X,O
SOTIZJL,X,X,X,X,O,O,X,X
SOTLIJZ,O,X,X,X,X,O,O,X
SOTLIZJ,O,X,X,X,X,O,X,X
SOTLJIZ,O,X,X,O,O,X,O,X
SOTLJZI,O,X,X,O,O,X,O,X
SOTLZIJ,O,X,X,O,X,O,X,X
SOTLZJI,O,X,X,O,O,X,O,X
SOTJILZ,O,X,X,O,O,O,O,X
SOTJIZL,X,X,X,O,O,O,X,X
SOTJLIZ,O,X,X,O,O,X,O,X
SOTJLZI,O,X,X,O,O,X,O,X
SOTJZIL,O,X,X,O,O,O,X,X
SOTJZLI,O,X,X,O,O,X,X,X
SOTZILJ,X,X,X,O,X,O,X,O
SOTZIJL,O,X,X,X,O,O,X,X
SOTZLIJ,O,X,X,O,X,O,X,O
SOTZLJI,O,X,X,O,O,X,X,X
SOTZJIL,O,X,X,O,O,O,X,X
SOTZJLI,O,X,X,O,O,X,X,X
SOITLJZ,O,X,X,X,X,O,X,X
SOITLZJ,O,X,X,X,X,O,X,X
SOITJLZ,O,X,X,X,O,O,X,X
SOITJZL,X,X,X,X,O,O,X,X
SOITZLJ,X,X,X,X,X,O,X,O
SOITZJL,X,X,X,X,O,O,X,X
SOILTJZ,O,X,X,X,X,X,X,X
SOILTZJ,O,X,X,X,X,X,X,X
SOILJTZ,O,X,X,X,X,X,X,X
SOILJZT,O,X,X,X,X,X,X,X
SOILZTJ,O,X,X,X,X,X,X,X
SOILZJT,O,X,X,X,X,X,X,X
SOIJTLZ,O,X,X,X,O,X,X,X
SOIJTZL,X,O,X,X,O,X,X,X
SOIJLTZ,O,X,X,X,O,X,X,X
SOIJLZT,O,X,X,X,O,X,X,X
SOIJZTL,X,O,X,X,O,X,X,X
SOIJZLT,X,O,X,X,O,X,X,X
SOIZTLJ,X,X,X,X,X,O,X,O
SOIZTJL,X,X,X,X,O,O,X,X
SOIZLTJ,X,X,X,X,X,X,X,O
SOIZLJT,X,O,X,X,X,X,X,X
SOIZJTL,X,O,X,X,O,X,X,X
SOIZJLT,X,O,X,X,O,X,X,X
SOLTIJZ,O,X,O,X,X,X,O,X
SOLTIZJ,O,X,O,X,X,X,X,X
SOLTJIZ,O,X,O,X,O,X,O,X
SOLTJZI,O,X,O,X,O,X,O,X
SOLTZIJ,O,X,O,X,X,X,X,X
SOLTZJI,O,X,O,X,O,X,O,X
SOLITJZ,O,X,O,X,X,X,X,X
SOLITZJ,O,X,O,X,X,X,X,X
SOLIJTZ,O,X,O,X,X,X,X,X
SOLIJZT,O,X,O,X,X,X,X,X
SOLIZTJ,O,X,O,X,X,X,X,X
SOLIZJT,O,X,O,X,X,X,X,X
SOLJTIZ,O,X,O,X,O,X,O,X
SOLJTZI,O,X,O,X,O,X,O,X
SOLJITZ,O,X,O,O,O,X,O,X
SOLJIZT,O,X,O,O,O,X,X,X
SOLJZTI,O,X,O,X,O,X,X,X
SOLJZIT,O,X,O,O,O,X,X,X
SOLZTIJ,O,X,O,X,X,X,X,X
SOLZTJI,O,X,O,X,O,X,X,X
SOLZITJ,O,X,O,O,X,X,X,X
SOLZIJT,O,X,O,O,X,X,X,X
SOLZJTI,O,X,O,X,O,X,X,X
SOLZJIT,O,X,O,O,O,X,X,X
SOJTILZ,O,X,X,O,O,X,O,X
SOJTIZL,X,O,X,O,O,X,X,X
SOJTLIZ,O,X,X,O,O,X,O,X
SOJTLZI,O,X,X,O,O,X,O,X
SOJTZIL,O,O,X,O,O,X,X,X
SOJTZLI,O,O,X,O,O,X,X,X
SOJITLZ,O,X,X,O,O,X,O,X
SOJITZL,X,O,X,O,O,X,X,X
SOJILTZ,O,X,O,O,O,X,O,X
SOJILZT,O,X,O,O,O,X,X,X
SOJIZTL,X,O,X,O,O,X,X,X
SOJIZLT,X,O,O,O,O,X,X,X
SOJLTIZ,O,X,O,X,O,X,O,X
SOJLTZI,O,X,O,X,O,X,O,X
SOJLITZ,O,X,O,O,O,X,O,X
SOJLIZT,O,X,O,O,O,X,X,X
SOJLZTI,O,X,O,X,O,X,X,X
SOJLZIT,O,X,O,O,O,X,X,X
SOJZTIL,X,O,X,O,O,X,X,X
SOJZTLI,O,O,X,O,O,X,X,X
SOJZITL,X,O,X,O,O,X,X,X
SOJZILT,X,O,O,O,O,X,X,X
SOJZLTI,O,O,O,X,O,X,X,X
SOJZLIT,O,O,O,O,O,X,X,X
SOZTILJ,X,X,X,O,X,O,X,O
SOZTIJL,O,X,X,X,O,O,X,X
SOZTLIJ,O,X,X,O,X,O,X,O
SOZTLJI,O,X,X,O,O,X,X,X
SOZTJIL,O,X,X,O,O,O,X,X
SOZTJLI,O,X,X,O,O,X,X,X
SOZITLJ,X,X,X,O,X,O,X,O
SOZITJL,O,X,X,X,O,O,X,X
SOZILTJ,X,X,O,O,X,X,X,O
SOZILJT,X,O,O,O,X,X,X,X
SOZIJTL,X,O,X,X,O,X,X,X
SOZIJLT,X,O,X,X,O,X,X,X
SOZLTIJ,O,X,O,X,X,X,X,O
SOZLTJI,O,X,O,X,O,X,X,X
SOZLITJ,O,X,O,O,X,X,X,O
SOZLIJT,O,O,O,O,X,X,X,X
SOZLJTI,O,O,O,X,O,X,X,X
SOZLJIT,O,O,O,O,O,X,X,X
SOZJTIL,X,O,X,O,O,X,X,X
SOZJTLI,O,O,X,O,O,X,X,X
SOZJITL,X,O,X,O,O,X,X,X
SOZJILT,X,O,O,O,O,X,X,X
SOZJLTI,O,O,O,X,O,X,X,X
SOZJLIT,O,O,O,O,O,X,X,X
ZTILJSO,O,O,O,X,X,X,X,X
ZTILJOS,O,O,O,X,X,X,X,O
ZTILSJO,O,O,O,X,X,O,X,X
ZTILSOJ,O,X,O,X,X,O,X,O
ZTILOJS,O,X,O,X,X,X,X,O
ZTILOSJ,O,X,O,X,X,O,X,O
ZTIJLSO,O,O,X,X,X,X,X,X
ZTIJLOS,O,O,X,X,X,X,X,O
ZTIJSLO,O,O,X,X,X,O,X,X
ZTIJSOL,O,O,X,X,X,O,X,X
ZTIJOLS,O,O,X,X,X,X,X,O
ZTIJOSL,X,O,X,X,X,O,X,X
ZTISLJO,O,O,X,X,X,O,X,X
ZTISLOJ,O,X,X,X,X,O,X,O
ZTISJLO,O,O,X,X,X,O,X,X
ZTISJOL,O,O,X,X,X,O,X,X
ZTISOLJ,X,X,X,X,X,O,X,O
ZTISOJL,O,X,X,X,X,O,X,X
ZTIOLJS,X,X,X,O,X,X,X,O
ZTIOLSJ,X,X,X,O,X,O,X,O
ZTIOJLS,O,X,X,O,X,X,X,O
ZTIOJSL,X,X,X,X,X,O,X,X
ZTIOSLJ,X,X,X,O,X,O,X,O
ZTIOSJL,O,X,X,X,X,O,X,X
ZTLIJSO,O,O,O,X,X,X,X,X
ZTLIJOS,O,O,O,X,X,X,X,O
ZTLISJO,O,O,O,X,X,O,X,X
ZTLISOJ,O,X,O,X,X,O,X,O
ZTLIOJS,O,X,O,X,X,X,X,O
ZTLIOSJ,O,X,O,X,X,O,X,O
ZTLJISO,O,O,O,X,X,X,O,X
ZTLJIOS,O,O,O,X,X,X,X,O
ZTLJSIO,O,O,O,X,X,X,O,X
ZTLJSOI,O,O,O,X,X,X,O,X
ZTLJOIS,O,O,O,X,X,X,X,O
ZTLJOSI,O,O,O,X,X,X,X,X
ZTLSIJO,O,O,O,X,X,O,X,X
ZTLSIOJ,O,X,O,X,X,O,X,O
ZTLSJIO,O,O,O,X,X,X,O,X
ZTLSJOI,O,O,O,X,X,X,O,X
ZTLSOIJ,O,X,O,X,X,O,X,O
ZTLSOJI,O,X,O,X,X,X,O,X
ZTLOIJS,O,X,O,X,X,X,X,O
ZTLOISJ,O,X,O,X,X,O,X,O
ZTLOJIS,O,X,O,X,X,X,O,O
ZTLOJSI,O,X,O,X,X,X,O,X
ZTLOSIJ,O,X,O,X,X,O,X,O
ZTLOSJI,O,X,O,X,X,X,O,X
ZTJILSO,O,O,O,X,X,X,O,X
ZTJILOS,O,O,O,X,X,X,X,O
ZTJISLO,O,O,X,X,X,O,X,X
ZTJISOL,O,O,X,X,X,O,X,X
ZTJIOLS,O,O,X,O,X,X,X,O
ZTJIOSL,X,O,X,O,X,O,X,X
ZTJLISO,O,O,O,X,X,X,O,X
ZTJLIOS,O,O,O,X,X,X,X,O
ZTJLSIO,O,O,O,X,X,X,O,X
ZTJLSOI,O,O,O,X,X,X,O,X
ZTJLOIS,O,O,O,X,X,X,X,O
ZTJLOSI,O,O,X,X,X,X,X,X
ZTJSILO,O,O,X,X,X,O,X,X
ZTJSIOL,O,O,X,X,O,O,X,X
ZTJSLIO,O,O,X,X,X,X,X,X
ZTJSLOI,O,O,X,X,O,X,X,X
ZTJSOIL,O,O,X,X,O,O,X,X
ZTJSOLI,O,O,X,X,O,X,X,X
ZTJOILS,O,O,X,O,X,X,X,O
ZTJOISL,X,O,X,O,X,O,X,X
ZTJOLIS,O,O,X,O,X,X,X,O
ZTJOLSI,O,O,X,O,X,X,X,X
ZTJOSIL,X,O,X,O,X,O,X,X
ZTJOSLI,X,O,X,O,X,X,X,X
ZTSILJO,O,O,X,X,X,O,X,X
ZTSILOJ,O,X,X,X,X,O,X,O
ZTSIJLO,O,O,X,X,X,O,X,X
ZTSIJOL,O,O,X,X,O,O,X,X
ZTSIOLJ,X,X,X,X,X,O,X,O
ZTSIOJL,O,X,X,X,O,O,X,X
ZTSLIJO,O,O,X,X,X,O,X,X
ZTSLIOJ,O,X,X,X,X,O,X,O
ZTSLJIO,O,O,X,X,X,X,X,X
ZTSLJOI,O,O,X,X,O,X,X,X
ZTSLOIJ,O,X,X,X,X,O,X,O
ZTSLOJI,O,X,X,X,O,X,X,X
ZTSJILO,O,O,X,X,X,O,X,X
ZTSJIOL,O,O,X,X,O,O,X,X
ZTSJLIO,O,O,X,X,X,X,X,X
ZTSJLOI,O,O,X,X,O,X,X,X
ZTSJOIL,O,O,X,X,O,O,X,X
ZTSJOLI,O,O,X,X,O,X,X,X
ZTSOILJ,X,X,X,X,X,O,X,O
ZTSOIJL,O,X,X,X,O,O,X,X
ZTSOLIJ,O,X,X,X,X,O,X,O
ZTSOLJI,O,X,X,X,O,X,X,X
ZTSOJIL,O,X,X,X,O,O,X,X
ZTSOJLI,O,X,X,X,O,X,X,X
ZTOILJS,X,X,O,O,X,X,X,O
ZTOILSJ,X,X,O,O,X,O,X,O
ZTOIJLS,O,X,X,O,X,X,X,O
ZTOIJSL,X,X,X,O,X,O,X,X
ZTOISLJ,X,X,X,O,X,O,X,O
ZTOISJL,O,X,X,X,X,O,X,X
ZTOLIJS,O,X,O,O,X,X,X,O
ZTOLISJ,O,X,O,O,X,O,X,O
ZTOLJIS,O,X,O,O,X,X,O,O
ZTOLJSI,O,X,O,O,X,X,O,X
ZTOLSIJ,O,X,O,O,X,O,X,O
ZTOLSJI,O,X,O,O,X,X,O,X
ZTOJILS,O,X,O,O,X,X,O,O
ZTOJISL,X,X,X,O,O,O,X,X
ZTOJLIS,O,X,O,O,X,X,O,O
ZTOJLSI,O,X,O,O,X,X,O,X
ZTOJSIL,X,X,X,O,O,O,X,X
ZTOJSLI,X,X,X,O,O,X,X,X
ZTOSILJ,X,X,X,O,X,O,X,O
ZTOSIJL,O,X,X,X,O,O,X,X
ZTOSLIJ,O,X,X,O,X,O,X,O
ZTOSLJI,O,X,X,O,O,X,X,X
ZTOSJIL,O,X,X,O,O,O,X,X
ZTOSJLI,O,X,X,O,O,X,X,X
ZITLJSO,O,O,O,X,X,X,X,X
ZITLJOS,O,O,O,X,X,X,X,O
ZITLSJO,O,O,O,X,X,O,X,X
ZITLSOJ,O,X,O,X,X,O,X,O
ZITLOJS,O,X,O,X,X,X,X,O
ZITLOSJ,O,X,O,X,X,O,X,O
ZITJLSO,O,O,X,X,X,X,X,X
ZITJLOS,O,O,X,X,X,X,X,O
ZITJSLO,O,O,X,X,X,O,X,X
ZITJSOL,O,O,X,X,X,O,X,X
ZITJOLS,O,O,X,X,X,X,X,O
ZITJOSL,X,O,X,X,X,O,X,X
ZITSLJO,O,O,X,X,X,O,X,X
ZITSLOJ,O,X,X,X,X,O,X,O
ZITSJLO,O,O,X,X,X,O,X,X
ZITSJOL,O,O,X,X,X,O,X,X
ZITSOLJ,X,X,X,X,X,O,X,O
ZITSOJL,O,X,X,X,X,O,X,X
ZITOLJS,X,X,X,O,X,X,X,O
ZITOLSJ,X,X,X,O,X,O,X,O
ZITOJLS,O,X,X,O,X,X,X,O
ZITOJSL,X,X,X,X,X,O,X,X
ZITOSLJ,X,X,X,O,X,O,X,O
ZITOSJL,O,X,X,X,X,O,X,X
ZILTJSO,O,O,O,X,X,X,X,X
ZILTJOS,O,O,O,X,X,X,X,O
ZILTSJO,O,O,O,X,X,O,X,X
ZILTSOJ,O,X,O,X,X,O,X,O
ZILTOJS,O,X,O,X,X,X,X,O
ZILTOSJ,O,X,O,X,X,O,X,O
ZILJTSO,O,O,O,X,X,X,X,X
ZILJTOS,O,O,O,X,X,X,X,O
ZILJSTO,O,O,O,X,X,X,X,X
ZILJSOT,X,O,O,X,X,X,X,X
ZILJOTS,X,O,O,X,X,X,X,O
ZILJOST,X,O,O,X,X,X,X,X
ZILSTJO,O,O,O,X,X,O,X,X
ZILSTOJ,O,X,O,X,X,O,X,O
ZILSJTO,O,O,O,X,X,X,X,X
ZILSJOT,X,O,O,X,X,X,X,X
ZILSOTJ,O,X,O,X,X,X,X,O
ZILSOJT,O,O,O,X,X,X,X,X
ZILOTJS,O,X,O,O,X,X,X,O
ZILOTSJ,O,X,O,O,X,X,X,O
ZILOJTS,O,O,O,O,X,X,X,O
ZILOJST,O,O,O,O,X,X,X,X
ZILOSTJ,O,X,O,O,X,X,X,O
ZILOSJT,O,O,O,O,X,X,X,X
ZIJTLSO,O,O,O,X,X,X,X,X
ZIJTLOS,O,O,O,X,X,X,X,O
ZIJTSLO,O,O,X,X,X,O,X,X
ZIJTSOL,O,O,X,X,X,O,X,X
ZIJTOLS,O,O,X,O,X,X,X,O
ZIJTOSL,X,O,X,O,X,O,X,X
ZIJLTSO,X,O,O,X,X,X,X,X
ZIJLTOS,X,O,O,X,X,X,X,O
ZIJLSTO,X,O,O,X,X,X,X,X
ZIJLSOT,X,O,O,X,X,X,X,X
ZIJLOTS,X,O,O,O,X,X,X,O
ZIJLOST,X,O,O,O,X,X,X,X
ZIJSTLO,O,O,X,X,X,O,X,X
ZIJSTOL,O,O,X,X,O,O,X,X
ZIJSLTO,X,O,O,X,X,X,X,X
ZIJSLOT,X,O,O,X,X,X,X,X
ZIJSOTL,X,O,X,O,X,X,X,X
ZIJSOLT,X,O,X,O,X,X,X,X
ZIJOTLS,X,O,X,O,X,X,X,O
ZIJOTSL,X,O,X,O,X,X,X,X
ZIJOLTS,X,O,O,O,X,X,X,O
ZIJOLST,X,O,O,O,X,X,X,X
ZIJOSTL,X,O,X,O,X,X,X,X
ZIJOSLT,X,O,X,O,X,X,X,X
ZISTLJO,O,O,X,X,X,O,X,X
ZISTLOJ,O,X,X,X,X,O,X,O
ZISTJLO,O,O,X,X,X,O,X,X
ZISTJOL,O,O,X,X,O,O,X,X
ZISTOLJ,X,X,X,X,X,O,X,O
ZISTOJL,O,X,X,X,O,O,X,X
ZISLTJO,O,O,O,X,X,O,X,X
ZISLTOJ,O,X,O,X,X,O,X,O
ZISLJTO,O,O,O,X,X,X,X,X
ZISLJOT,X,O,X,X,X,X,X,X
ZISLOTJ,O,X,O,X,X,X,X,O
ZISLOJT,O,O,X,X,X,X,X,X
ZISJTLO,O,O,X,X,X,O,X,X
ZISJTOL,O,O,X,X,O,O,X,X
ZISJLTO,X,O,X,X,X,X,X,X
ZISJLOT,X,O,X,X,X,X,X,X
ZISJOTL,X,O,X,X,X,X,X,X
ZISJOLT,X,O,X,X,X,X,X,X
ZISOTLJ,X,X,X,O,X,O,X,O
ZISOTJL,O,X,X,X,O,O,X,X
ZISOLTJ,X,X,X,O,X,X,X,O
ZISOLJT,X,O,X,O,X,X,X,X
ZISOJTL,X,O,X,X,O,X,X,X
ZISOJLT,X,O,X,X,O,X,X,X
ZIOTLJS,X,X,O,O,X,X,X,O
ZIOTLSJ,X,X,O,O,X,O,X,O
ZIOTJLS,O,X,X,O,X,X,X,O
ZIOTJSL,X,X,X,O,X,O,X,X
ZIOTSLJ,X,X,X,O,X,O,X,O
ZIOTSJL,O,X,X,X,X,O,X,X
ZIOLTJS,X,X,O,O,X,X,X,O
ZIOLTSJ,X,X,O,O,X,X,X,O
ZIOLJTS,X,O,O,O,X,X,X,O
ZIOLJST,X,O,O,O,X,X,X,X
ZIOLSTJ,X,X,O,O,X,X,X,O
ZIOLSJT,X,O,O,O,X,X,X,X
ZIOJTLS,X,O,O,O,X,X,X,O
ZIOJTSL,X,O,X,O,O,X,X,X
ZIOJLTS,X,O,O,O,X,X,X,O
ZIOJLST,X,O,O,O,O,X,X,X
ZIOJSTL,X,O,X,O,O,X,X,X
ZIOJSLT,X,O,O,O,O,X,X,X
ZIOSTLJ,X,X,X,O,X,O,X,O
ZIOSTJL,O,X,X,X,O,O,X,X
ZIOSLTJ,X,X,O,O,X,X,X,O
ZIOSLJT,X,O,O,O,X,X,X,X
ZIOSJTL,X,O,X,X,O,X,X,X
ZIOSJLT,X,O,X,X,O,X,X,X
ZLTIJSO,O,O,O,X,X,X,X,X
ZLTIJOS,O,O,O,X,X,X,X,O
ZLTISJO,O,O,O,X,X,O,X,X
ZLTISOJ,O,X,O,X,X,O,X,O
ZLTIOJS,O,X,O,X,X,X,X,O
ZLTIOSJ,O,X,O,X,X,O,X,O
ZLTJISO,O,O,O,X,X,X,O,X
ZLTJIOS,O,O,O,X,X,X,X,O
ZLTJSIO,O,O,O,X,X,X,O,X
ZLTJSOI,O,O,O,X,X,X,O,X
ZLTJOIS,O,O,O,X,X,X,X,O
ZLTJOSI,O,O,O,X,X,X,X,X
ZLTSIJO,O,O,O,X,X,O,X,X
ZLTSIOJ,O,X,O,X,X,O,X,O
ZLTSJIO,O,O,O,X,X,X,O,X
ZLTSJOI,O,O,O,X,X,X,O,X
ZLTSOIJ,O,X,O,X,X,O,X,O
ZLTSOJI,O,X,O,X,X,X,O,X
ZLTOIJS,O,X,O,X,X,X,X,O
ZLTOISJ,O,X,O,X,X,O,X,O
ZLTOJIS,O,X,O,X,X,X,O,O
ZLTOJSI,O,X,O,X,X,X,O,X
ZLTOSIJ,O,X,O,X,X,O,X,O
ZLTOSJI,O,X,O,X,X,X,O,X
ZLITJSO,O,O,O,X,X,X,X,X
ZLITJOS,O,O,O,X,X,X,X,O
ZLITSJO,O,O,O,X,X,O,X,X
ZLITSOJ,O,X,O,X,X,O,X,O
ZLITOJS,O,X,O,X,X,X,X,O
ZLITOSJ,O,X,O,X,X,O,X,O
ZLIJTSO,O,O,O,X,X,X,X,X
ZLIJTOS,O,O,O,X,X,X,X,O
ZLIJSTO,O,O,O,X,X,X,X,X
ZLIJSOT,X,O,O,X,X,X,X,X
ZLIJOTS,X,O,O,X,X,X,X,O
ZLIJOST,X,O,O,X,X,X,X,X
ZLISTJO,O,O,O,X,X,O,X,X
ZLISTOJ,O,X,O,X,X,O,X,O
ZLISJTO,O,O,O,X,X,X,X,X
ZLISJOT,X,O,O,X,X,X,X,X
ZLISOTJ,O,X,O,X,X,X,X,O
ZLISOJT,O,O,O,X,X,X,X,X
ZLIOTJS,O,X,O,O,X,X,X,O
ZLIOTSJ,O,X,O,O,X,X,X,O
ZLIOJTS,O,O,O,O,X,X,X,O
ZLIOJST,O,O,O,O,X,X,X,X
ZLIOSTJ,O,X,O,O,X,X,X,O
ZLIOSJT,O,O,O,O,X,X,X,X
ZLJTISO,O,O,O,X,X,X,O,X
ZLJTIOS,O,O,O,X,X,X,X,O
ZLJTSIO,O,O,O,X,X,X,O,X
ZLJTSOI,O,O,O,X,X,X,O,X
ZLJTOIS,O,O,O,X,X,X,X,O
ZLJTOSI,O,O,O,X,X,X,X,X
ZLJITSO,O,O,O,X,X,X,O,X
ZLJITOS,O,O,O,X,X,X,X,O
ZLJISTO,O,O,O,X,X,X,X,X
ZLJISOT,X,O,O,X,X,X,X,X
ZLJIOTS,X,O,O,O,X,X,X,O
ZLJIOST,X,O,O,O,X,X,X,X
ZLJSTIO,O,O,O,X,X,X,X,X
ZLJSTOI,O,O,O,X,O,X,X,X
ZLJSITO,O,O,O,X,X,X,X,X
ZLJSIOT,X,O,O,X,X,X,X,X
ZLJSOTI,O,O,O,X,X,X,X,X
ZLJSOIT,O,O,O,X,X,X,X,X
ZLJOTIS,O,O,O,O,X,X,X,O
ZLJOTSI,O,O,O,O,X,X,X,X
ZLJOITS,O,O,O,O,X,X,X,O
ZLJOIST,O,O,O,O,X,X,X,X
ZLJOSTI,O,O,O,X,X,X,X,X
ZLJOSIT,O,O,O,O,X,X,X,X
ZLSTIJO,O,O,O,X,X,O,X,X
