sequence,v115@9gB8HeB8HeC8GeB8CeB8BeA8Je/FJvhFFhBxiBzmBu?sBctByvB,v115@9gB8HeB8HeC8GeB8CeB8BeA8Je2FJvhFxiBCnBToB3?qB0sBFrB,v115@9gB8HeB8HeC8GeB8CeB8BeA8Je/FJvhFRhBziB+oBl?mByvB0sB,v115@9gB8HeB8HeC8GeB8CeB8BeA8JeFCJvhFXjBxlBctBz?qBGsBiqB,v115@9gB8HeB8HeC8GeB8CeB8BeA8Je3BJvhFFjB6sBctBR?rBTqBmqB,v115@9gB8HeB8HeC8GeB8CeB8BeA8JeiAJvhFzhBFrBxsBu?sBctB3qB,v115@9gB8HeB8HeC8GeB8CeB8BeA8JeTAJvhFCnB3qBxsBO?rBctBlsB,v115@9gB8HeB8HeC8GeB8CeB8BeA8Je2FJvhFTjBCnB3qBx?sBFrB0sB,v115@9gB8HeB8HeC8GeB8CeB8BeA8JefHJvhFxiBllBqsBT?oBUmB2vB,v115@9gB8HeB8HeC8GeB8CeB8BeA8JeTAJvhFxhBXjBimBc?tB1vBGsB,v115@9gB8HeB8HeC8GeB8CeB8BeA8JeiAJvhFRiB+oBUnBF?rB3qBzsB,v115@9gB8HeB8HeC8GeB8CeB8BeA8JexAJvhF0iBmlBzmBS?tB1vBXtB,v115@9gB8HeB8HeC8GeB8CeB8BeA8JeGCJvhFTjBxlBVsB0?lBXtByvB,v115@9gB8HeB8HeC8GeB8CeB8BeA8Je0BJvhFxiBllBWtBi?rBXtBTqB,v115@9gB8HeB8HeC8GeB8CeB8BeA8Je2FJvhFfnBxiBqsBT?oBUmB1vB,v115@9gB8HeB8HeC8GeB8CeB8BeA8JemBJvhFCjBllBcrBx?sBXtBTqB,v115@9gB8HeB8HeC8GeB8CeB8BeA8JeGCJvhFxlBVsBToB0?lByvBXtB,v115@9gB8HeB8HeC8GeB8CeB8BeA8Je3BJvhF+oBlnBRrB0?qBiqBzsB,v115@9gB8HeB8HeC8GeB8CeB8BeA8Je3BJvhFlnBctBRrBT?qBmqBCtB
STJLOIZ,X,X,O,X,X,X,X,X,O,X,X,X,O,O,X,X,X,X,X
STJLOZI,X,O,O,X,X,X,X,X,O,X,X,X,X,O,X,X,X,X,X
STJZILO,O,X,O,X,X,X,X,X,X,X,O,X,X,X,X,X,X,X,X
STJZIOL,O,X,O,X,X,X,X,X,X,X,O,X,O,X,X,X,X,X,X
STJZLIO,O,X,O,X,X,X,X,X,X,X,O,X,X,X,X,X,X,X,X
STJZLOI,X,O,O,X,X,X,X,X,X,X,O,X,X,X,X,X,X,X,X
STJZOIL,O,O,O,X,X,X,X,X,X,X,O,X,O,X,X,X,X,X,X
STJZOLI,O,O,O,X,X,X,X,X,X,X,O,X,X,X,X,X,X,X,X
STJOILZ,X,X,O,X,X,X,X,X,X,X,X,X,O,X,X,X,X,X,X
STJOIZL,O,X,O,X,X,X,X,X,X,X,X,X,O,X,X,X,O,X,X
STJOLIZ,X,X,O,X,X,X,X,X,X,X,X,X,O,X,X,X,X,X,X
STJOLZI,X,O,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X
STJOZIL,O,X,O,X,X,X,X,X,X,X,X,X,O,X,X,X,X,X,X
STJOZLI,O,X,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X
STZILJO,O,X,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X
STZILOJ,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X
STZIJLO,O,X,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X
STZIJOL,O,X,O,X,X,X,X,X,X,X,X,X,O,X,X,X,X,X,X
STZIOLJ,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X
STZIOJL,O,X,O,X,X,X,X,X,X,X,X,X,O,X,X,X,X,X,X
STZLIJO,O,X,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X
STZLIOJ,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X
STZLJIO,O,X,O,X,X,X,X,X,X,X,O,X,X,O,X,X,X,X,X
STZLJOI,X,O,O,X,X,X,X,X,X,X,O,X,X,O,X,X,X,X,X
STZLOIJ,O,O,X,X,X,X,X,X,O,X,X,X,X,X,X,X,X,X,X
STZLOJI,O,O,X,X,X,X,X,X,O,X,X,X,X,X,X,X,X,X,X
STZJILO,O,X,O,X,X,X,X,X,X,X,O,X,X,X,X,X,X,X,X
STZJIOL,O,X,O,X,X,X,X,X,X,X,O,X,O,X,X,X,X,X,X
STZJLIO,O,X,O,X,X,X,X,X,X,X,O,X,X,X,X,X,X,X,X
STZJLOI,X,O,O,X,X,X,X,X,X,X,O,X,X,X,X,X,X,X,X
STZJOIL,O,O,O,X,X,X,X,X,X,X,O,X,O,X,X,X,X,X,X
STZJOLI,O,O,O,X,X,X,X,X,X,X,O,X,X,X,X,X,X,X,X
STZOILJ,O,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X
STZOIJL,O,O,O,X,X,X,X,X,X,X,X,X,O,X,X,X,X,X,X
STZOLIJ,O,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X
STZOLJI,O,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X
STZOJIL,O,O,O,X,X,X,X,X,X,X,X,X,O,X,X,X,X,X,X
STZOJLI,O,O,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X
STOILJZ,X,X,X,X,X,O,O,X,O,X,X,X,O,X,X,X,X,X,X
STOILZJ,O,X,X,X,X,O,O,X,O,X,X,X,X,X,X,X,X,X,X
STOIJLZ,X,X,O,X,X,O,X,X,X,X,X,X,O,X,X,X,X,X,X
STOIJZL,O,X,O,X,X,O,X,X,X,X,X,X,O,X,X,X,O,X,X
STOIZLJ,O,X,X,X,X,O,X,X,X,X,X,X,X,X,X,X,X,X,X
STOIZJL,O,X,O,X,X,O,X,X,X,X,X,X,O,X,X,X,X,X,X
STOLIJZ,X,X,X,X,X,X,O,X,O,X,X,X,O,X,X,X,X,X,X
STOLIZJ,O,X,X,X,X,O,O,X,O,X,X,X,X,X,X,X,X,X,X
STOLJIZ,X,X,X,X,X,X,X,X,O,X,X,X,O,X,X,X,X,X,X
STOLJZI,X,O,X,X,X,X,X,X,O,X,X,X,X,X,X,X,X,X,X
STOLZIJ,O,X,X,X,X,X,X,X,O,X,X,X,X,X,X,X,X,X,X
STOLZJI,O,X,X,X,X,X,X,X,O,X,X,X,X,X,X,X,X,X,X
STOJILZ,X,X,O,X,X,X,X,X,X,X,X,X,O,X,X,X,X,X,X
STOJIZL,O,X,O,X,X,X,X,X,X,X,X,X,O,X,X,X,O,X,X
STOJLIZ,X,X,O,X,X,X,X,X,X,X,X,X,O,X,X,X,X,X,X
STOJLZI,X,O,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X
STOJZIL,O,X,O,X,X,X,X,X,X,X,X,X,O,X,X,X,X,X,X
STOJZLI,O,X,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X
STOZILJ,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X
STOZIJL,O,X,O,X,X,X,X,X,X,X,X,X,O,X,X,X,X,X,X
STOZLIJ,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X
STOZLJI,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X
STOZJIL,O,X,O,X,X,X,X,X,X,X,X,X,O,X,X,X,X,X,X
STOZJLI,O,X,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X
SITLJZO,X,X,O,X,X,O,O,X,X,X,X,X,X,X,X,X,X,X,X
SITLJOZ,X,X,O,X,X,O,O,O,X,X,X,X,O,X,X,X,X,X,X
SITLZJO,X,X,O,X,O,O,O,X,X,X,X,X,X,X,X,X,X,X,X
SITLZOJ,X,X,X,X,O,O,O,X,X,X,X,X,X,X,X,X,X,X,X
SITLOJZ,X,X,X,X,X,O,O,O,O,X,X,X,O,X,X,X,X,X,X
SITLOZJ,X,X,X,X,X,O,O,X,O,X,X,X,X,X,X,X,X,X,X
SITJLZO,X,X,O,X,X,O,X,X,X,X,X,X,X,X,X,X,X,O,X
SITJLOZ,X,X,O,X,X,O,X,O,X,X,X,X,O,X,X,X,X,X,X
SITJZLO,X,X,O,O,X,O,X,X,X,X,X,X,X,X,X,X,X,O,X
SITJZOL,X,X,O,O,X,O,X,X,X,X,X,X,O,X,X,X,X,O,X
SITJOLZ,X,X,O,X,X,O,X,O,X,X,X,X,O,X,X,X,X,X,X
SITJOZL,X,X,O,X,X,O,X,X,X,X,X,X,O,X,X,X,O,O,X
SITZLJO,O,X,O,O,X,O,X,X,X,X,X,X,X,X,X,X,X,X,X
SITZLOJ,O,X,X,X,X,O,X,X,X,X,X,X,X,X,X,X,X,X,O
SITZJLO,O,X,O,O,X,O,X,X,X,X,X,X,X,X,X,X,X,X,X
SITZJOL,O,X,O,O,X,O,X,X,X,X,X,X,O,X,X,X,X,X,O
SITZOLJ,O,X,X,X,X,O,X,X,X,X,X,X,X,X,X,X,X,X,O
SITZOJL,O,X,O,O,X,O,X,X,X,X,X,X,O,X,X,X,X,X,O
SITOLJZ,X,X,X,X,X,O,O,O,X,X,X,X,O,X,X,X,X,X,X
SITOLZJ,O,X,X,X,X,O,O,X,X,X,X,X,X,X,X,X,X,X,X
SITOJLZ,X,X,O,X,X,O,X,O,X,X,X,X,O,X,X,X,X,X,X
SITOJZL,O,X,O,X,X,O,X,X,X,X,X,X,O,X,X,X,O,X,X
SITOZLJ,O,X,X,X,X,O,X,X,X,X,X,X,X,X,X,X,X,X,X
SITOZJL,O,X,O,X,X,O,X,X,X,X,X,X,O,X,X,X,X,X,X
SILTJZO,X,X,O,X,X,X,O,X,X,X,X,X,X,X,X,X,X,X,X
SILTJOZ,X,X,O,X,X,X,O,O,X,X,X,X,X,X,X,X,X,X,X
SILTZJO,X,X,O,X,O,O,O,X,X,X,X,X,X,X,X,X,X,X,X
SILTZOJ,X,X,X,X,O,O,O,X,X,X,X,X,X,X,X,X,X,X,X
SILTOJZ,X,X,X,X,X,X,O,O,O,X,X,X,X,X,X,X,X,X,X
SILTOZJ,X,X,X,X,X,O,O,X,O,X,X,X,X,X,X,X,X,X,X
SILJTZO,X,X,O,X,X,X,O,X,X,X,X,X,X,X,X,X,X,O,X
SILJTOZ,X,X,O,X,X,X,O,O,X,X,X,X,X,X,X,X,X,X,X
SILJZTO,X,X,X,X,O,X,O,X,X,X,X,X,X,X,X,X,X,X,X
SILJZOT,X,O,O,X,O,X,O,O,X,X,X,X,X,X,X,X,X,X,X
SILJOTZ,X,X,O,X,X,X,O,O,X,X,X,X,X,X,X,X,X,X,X
SILJOZT,X,O,X,X,X,X,O,O,X,X,X,X,X,X,X,X,X,X,X
SILZTJO,X,X,X,X,O,X,O,X,X,X,X,X,X,X,X,X,X,X,X
SILZTOJ,X,X,X,X,O,X,O,X,X,X,X,X,X,X,X,X,X,X,O
SILZJTO,X,X,X,X,O,X,O,X,X,X,X,X,X,X,X,X,X,X,X
SILZJOT,X,O,O,X,O,X,O,O,X,X,X,X,X,X,X,X,X,X,X
SILZOTJ,X,O,X,X,O,X,O,X,X,X,X,X,X,X,X,X,X,X,X
SILZOJT,X,O,X,X,O,X,O,O,X,X,X,X,X,X,X,X,X,X,X
SILOTJZ,X,X,X,X,X,X,O,O,O,X,X,X,O,X,X,X,X,X,X
SILOTZJ,X,X,X,X,X,X,O,X,O,X,X,X,X,X,X,X,X,X,X
SILOJTZ,X,X,X,X,X,X,O,O,O,X,X,X,X,X,X,X,X,X,X
SILOJZT,X,O,X,X,X,X,O,O,X,X,X,X,X,X,X,X,X,X,X
SILOZTJ,X,X,X,X,O,X,O,X,O,X,X,X,X,X,X,X,X,X,X
SILOZJT,X,X,X,X,O,X,O,O,X,X,X,X,X,X,X,X,X,X,X
SIJTLZO,X,X,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X,O,X
SIJTLOZ,X,X,O,X,X,X,X,O,X,X,X,X,O,X,X,X,X,X,X
SIJTZLO,X,X,O,O,X,X,X,X,X,X,X,X,X,X,X,X,X,O,X
SIJTZOL,X,X,O,O,X,X,X,X,X,X,X,X,O,X,X,X,X,O,X
SIJTOLZ,X,X,O,X,X,X,X,O,X,X,X,X,O,X,X,X,X,X,X
SIJTOZL,X,X,O,X,X,X,X,X,X,X,X,X,O,X,X,X,O,O,X
SIJLTZO,X,X,O,X,X,X,O,X,X,X,X,X,X,X,X,X,X,O,X
SIJLTOZ,X,X,O,X,X,X,O,O,X,X,X,X,X,X,X,X,X,X,X
SIJLZTO,X,X,X,X,O,X,O,X,X,X,X,X,X,X,X,X,X,X,X
SIJLZOT,X,O,O,X,O,X,O,O,X,X,X,X,X,X,X,X,X,X,X
SIJLOTZ,X,X,O,X,X,X,O,O,X,X,X,X,X,X,X,X,X,X,X
SIJLOZT,X,O,X,X,X,X,O,O,X,X,X,X,X,X,X,X,X,X,X
SIJZTLO,X,X,O,O,X,X,X,X,X,X,X,X,X,X,X,O,X,O,X
SIJZTOL,X,X,O,O,X,X,X,X,X,X,X,X,X,X,X,O,X,O,O
SIJZLTO,X,X,X,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X
SIJZLOT,X,O,O,X,X,X,X,O,X,X,X,X,X,X,X,X,X,X,X
SIJZOTL,X,O,O,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X
SIJZOLT,X,O,O,X,X,X,X,O,X,X,X,X,X,X,X,X,X,X,X
SIJOTLZ,X,X,O,X,X,X,X,O,X,X,X,X,O,X,X,X,X,X,X
SIJOTZL,X,X,O,X,X,X,X,X,X,X,X,X,O,X,X,X,X,O,X
SIJOLTZ,X,X,O,X,X,X,O,O,X,X,X,X,X,X,X,X,X,X,X
SIJOLZT,X,O,X,X,X,X,O,O,X,X,X,X,X,X,X,X,X,X,X
SIJOZTL,X,X,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X
SIJOZLT,X,X,O,X,X,X,X,O,X,X,X,X,X,X,X,X,X,X,X
SIZTLJO,O,X,O,O,X,X,X,X,X,X,X,X,X,X,X,O,X,X,X
SIZTLOJ,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X,O,X,X,O
SIZTJLO,O,X,O,O,X,X,X,X,X,X,X,X,X,X,X,O,X,X,X
SIZTJOL,O,X,O,O,X,X,X,X,X,X,X,X,X,X,X,O,X,X,O
SIZTOLJ,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X,O,X,X,O
SIZTOJL,O,X,O,O,X,X,X,X,X,X,X,X,X,X,X,O,X,X,O
SIZLTJO,O,X,X,O,O,X,O,X,X,X,X,X,X,X,X,X,X,X,X
SIZLTOJ,O,X,X,X,O,X,O,X,X,X,X,X,X,X,X,X,X,X,O
SIZLJTO,X,X,X,X,O,X,O,X,X,X,X,X,X,X,X,X,X,X,X
SIZLJOT,X,O,O,X,O,X,O,O,X,X,X,X,X,X,X,X,X,X,X
SIZLOTJ,O,O,X,X,O,X,O,X,X,X,X,X,X,X,X,X,X,X,X
SIZLOJT,X,O,X,X,O,X,O,O,X,X,X,X,X,X,X,X,X,X,X
SIZJTLO,O,X,O,O,X,X,X,X,X,X,X,X,X,X,X,O,X,O,X
SIZJTOL,O,X,O,O,X,X,X,X,X,X,X,X,X,X,X,O,X,O,O
SIZJLTO,O,X,X,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X
SIZJLOT,O,O,O,X,X,X,X,O,X,X,X,X,X,X,X,X,X,X,X
SIZJOTL,O,O,O,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X
SIZJOLT,O,O,O,X,X,X,X,O,X,X,X,X,X,X,X,X,X,X,X
SIZOTLJ,O,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,O
SIZOTJL,O,O,X,O,X,X,X,X,X,X,X,X,O,X,X,X,X,X,O
SIZOLTJ,O,O,X,X,X,X,O,X,X,X,X,X,X,X,X,X,X,X,X
SIZOLJT,X,O,X,X,X,X,O,O,X,X,X,X,X,X,X,X,X,X,X
SIZOJTL,O,O,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X
SIZOJLT,O,O,O,X,X,X,X,O,X,X,X,X,X,X,X,X,X,X,X
SIOTLJZ,X,X,X,X,X,O,O,O,X,X,X,X,O,X,X,X,X,X,X
SIOTLZJ,O,X,X,X,X,O,O,X,X,X,X,X,X,X,X,X,X,X,X
SIOTJLZ,X,X,O,X,X,O,X,O,X,X,X,X,O,X,X,X,X,X,X
SIOTJZL,O,X,O,X,X,O,X,X,X,X,X,X,O,X,X,X,O,X,X
SIOTZLJ,O,X,X,X,X,O,X,X,X,X,X,X,X,X,X,X,X,X,X
SIOTZJL,O,X,O,X,X,O,X,X,X,X,X,X,O,X,X,X,X,X,X
SIOLTJZ,X,X,X,X,X,X,O,O,X,X,X,X,O,X,X,X,X,X,X
SIOLTZJ,O,X,X,X,X,X,O,X,X,X,X,X,X,X,X,X,X,X,X
SIOLJTZ,X,X,X,X,X,X,O,O,X,X,X,X,X,X,X,X,X,X,X
SIOLJZT,X,O,X,X,X,X,O,O,X,X,X,X,X,X,X,X,X,X,X
SIOLZTJ,X,X,X,X,O,X,O,X,X,X,X,X,X,X,X,X,X,X,X
SIOLZJT,X,X,X,X,O,X,O,O,X,X,X,X,X,X,X,X,X,X,X
SIOJTLZ,X,X,O,X,X,X,X,O,X,X,X,X,O,X,X,X,X,X,X
SIOJTZL,O,X,O,X,X,X,X,X,X,X,X,X,O,X,X,X,X,O,X
SIOJLTZ,X,X,O,X,X,X,O,O,X,X,X,X,X,X,X,X,X,X,X
SIOJLZT,X,O,X,X,X,X,O,O,X,X,X,X,X,X,X,X,X,X,X
SIOJZTL,X,X,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X
SIOJZLT,X,X,O,X,X,X,X,O,X,X,X,X,X,X,X,X,X,X,X
SIOZTLJ,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,O
SIOZTJL,O,X,X,X,X,X,X,X,X,X,X,X,O,X,X,X,X,X,O
SIOZLTJ,O,X,X,X,X,X,O,X,X,X,X,X,X,X,X,X,X,X,X
SIOZLJT,X,X,X,X,X,X,O,O,X,X,X,X,X,X,X,X,X,X,X
SIOZJTL,O,X,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X
SIOZJLT,O,X,O,X,X,X,X,O,X,X,X,X,X,X,X,X,X,X,X
SLTIJZO,X,X,O,X,X,X,O,X,X,X,X,X,X,X,X,X,X,X,X
SLTIJOZ,X,X,O,X,X,X,O,O,X,X,X,X,O,X,X,X,X,X,X
SLTIZJO,X,X,O,X,O,O,O,X,X,X,X,X,X,X,X,X,X,X,X
SLTIZOJ,X,X,X,X,O,O,O,X,X,X,X,X,X,X,X,X,X,X,X
SLTIOJZ,X,X,X,X,X,X,O,O,O,X,X,X,O,X,X,X,X,X,X
SLTIOZJ,X,X,X,X,X,O,O,X,O,X,X,X,X,X,X,X,X,X,X
SLTJIZO,X,X,O,X,X,X,X,X,X,X,X,X,X,O,X,X,X,X,X
SLTJIOZ,X,X,O,X,X,X,X,O,X,X,X,X,O,O,X,X,X,X,X
SLTJZIO,X,X,O,X,X,X,X,X,X,X,O,X,X,O,X,X,X,X,X
SLTJZOI,X,O,O,X,X,X,X,X,X,X,O,X,X,O,X,X,X,X,X
SLTJOIZ,X,X,O,X,X,X,X,X,O,X,X,X,O,O,X,X,X,X,X
SLTJOZI,X,O,O,X,X,X,X,X,O,X,X,X,X,O,X,X,X,X,X
SLTZIJO,O,X,O,X,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X
SLTZIOJ,O,X,X,X,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X
SLTZJIO,O,X,O,X,O,X,X,X,X,X,O,X,X,O,X,X,X,X,X
SLTZJOI,X,O,O,X,X,X,X,X,X,X,O,X,X,O,X,X,X,X,X
SLTZOIJ,O,O,X,X,O,X,X,X,O,X,X,X,X,X,X,X,X,X,X
SLTZOJI,O,O,X,X,X,X,X,X,O,X,X,X,X,X,X,X,X,X,X
SLTOIJZ,X,X,X,X,X,X,O,X,O,X,X,X,O,X,X,X,X,X,X
SLTOIZJ,O,X,X,X,X,O,O,X,O,X,X,X,X,X,X,X,X,X,X
SLTOJIZ,X,X,X,X,X,X,X,X,O,X,X,X,O,X,X,X,X,X,X
SLTOJZI,X,O,X,X,X,X,X,X,O,X,X,X,X,X,X,X,X,X,X
SLTOZIJ,O,X,X,X,X,X,X,X,O,X,X,X,X,X,X,X,X,X,X
SLTOZJI,O,X,X,X,X,X,X,X,O,X,X,X,X,X,X,X,X,X,X
SLITJZO,X,X,O,X,X,X,O,X,X,X,X,X,X,X,X,X,X,X,X
SLITJOZ,X,X,O,X,X,X,O,O,X,X,X,X,X,X,X,X,X,X,X
SLITZJO,X,X,O,X,O,O,O,X,X,X,X,X,X,X,X,X,X,X,X
SLITZOJ,X,X,X,X,O,O,O,X,X,X,X,X,X,X,X,X,X,X,X
SLITOJZ,X,X,X,X,X,X,O,O,O,X,X,X,X,X,X,X,X,X,X
SLITOZJ,X,X,X,X,X,O,O,X,O,X,X,X,X,X,X,X,X,X,X
SLIJTZO,X,X,O,X,X,X,O,X,X,X,X,X,X,X,X,X,X,X,X
SLIJTOZ,X,X,O,X,X,X,O,O,X,X,X,X,X,X,X,X,X,X,X
SLIJZTO,X,X,X,X,O,X,O,X,X,X,X,X,X,X,X,X,X,X,X
SLIJZOT,X,O,O,X,O,X,O,O,X,X,X,X,X,X,X,X,X,X,X
SLIJOTZ,X,X,O,X,X,X,O,O,X,X,X,X,X,X,X,X,X,X,X
SLIJOZT,X,O,X,X,X,X,O,O,X,X,X,X,X,X,X,X,X,X,X
SLIZTJO,X,X,X,X,O,X,O,X,X,X,X,X,X,X,X,X,X,X,X
SLIZTOJ,X,X,X,X,O,X,O,X,X,X,X,X,X,X,X,X,X,X,X
SLIZJTO,X,X,X,X,O,X,O,X,X,X,X,X,X,X,X,X,X,X,X
SLIZJOT,X,O,O,X,O,X,O,O,X,X,X,X,X,X,X,X,X,X,X
SLIZOTJ,X,O,X,X,O,X,O,X,X,X,X,X,X,X,X,X,X,X,X
SLIZOJT,X,O,X,X,O,X,O,O,X,X,X,X,X,X,X,X,X,X,X
SLIOTJZ,X,X,X,X,X,X,O,O,O,X,X,X,O,X,X,X,X,X,X
SLIOTZJ,X,X,X,X,X,X,O,X,O,X,X,X,X,X,X,X,X,X,X
SLIOJTZ,X,X,X,X,X,X,O,O,O,X,X,X,X,X,X,X,X,X,X
SLIOJZT,X,O,X,X,X,X,O,O,X,X,X,X,X,X,X,X,X,X,X
SLIOZTJ,X,X,X,X,O,X,O,X,O,X,X,X,X,X,X,X,X,X,X
SLIOZJT,X,X,X,X,O,X,O,O,X,X,X,X,X,X,X,X,X,X,X
SLJTIZO,X,X,O,X,X,X,X,X,X,X,X,X,X,O,X,X,X,X,X
SLJTIOZ,X,X,O,X,X,X,X,O,X,X,X,X,X,O,O,X,X,X,X
SLJTZIO,X,X,O,X,X,X,X,X,X,X,O,X,X,O,X,X,X,X,X
SLJTZOI,X,O,O,X,X,X,X,X,X,X,O,X,X,O,O,X,X,X,X
SLJTOIZ,X,X,O,X,X,X,X,X,O,X,X,X,X,O,O,X,X,X,X
SLJTOZI,X,O,O,X,X,X,X,X,O,X,X,X,X,O,O,X,X,X,X
SLJITZO,X,X,O,X,X,X,O,X,X,X,X,X,X,X,X,X,X,X,X
SLJITOZ,X,X,O,X,X,X,O,O,X,X,X,X,X,X,X,X,X,X,X
SLJIZTO,X,X,X,X,O,X,O,X,X,X,X,X,X,X,X,X,X,X,X
SLJIZOT,X,O,O,X,O,X,O,O,X,X,X,X,X,X,X,X,X,X,X
SLJIOTZ,X,X,O,X,X,X,O,O,X,X,X,X,X,X,X,X,X,X,X
SLJIOZT,X,O,X,X,X,X,O,O,X,X,X,X,X,X,X,X,X,X,X
SLJZTIO,X,X,O,X,O,X,X,X,X,X,X,X,X,O,X,X,X,X,X
SLJZTOI,X,O,O,X,X,X,X,X,X,X,X,X,X,O,X,X,X,X,X
SLJZITO,X,X,X,X,O,X,X,X,X,X,O,X,X,X,X,X,X,X,X
SLJZIOT,X,O,O,X,O,X,X,O,X,X,X,X,X,X,X,X,X,X,X
SLJZOTI,X,O,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X
SLJZOIT,X,O,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X
SLJOTIZ,X,X,O,X,X,X,X,X,O,X,X,X,X,X,O,X,X,X,X
SLJOTZI,X,O,O,X,X,X,X,X,O,X,X,X,X,X,O,X,X,X,X
SLJOITZ,X,X,O,X,X,X,O,O,O,X,X,X,X,X,X,X,X,X,X
SLJOIZT,X,O,X,X,X,X,O,O,X,X,X,X,X,X,X,X,X,X,X
SLJOZTI,X,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X
SLJOZIT,X,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X
SLZTIJO,O,X,O,X,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X
SLZTIOJ,O,X,X,X,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X
SLZTJIO,O,X,O,X,O,X,X,X,X,X,X,X,X,O,X,X,X,X,X
SLZTJOI,X,O,O,X,X,X,X,X,X,X,X,X,X,O,X,X,X,X,X
SLZTOIJ,O,O,X,X,O,X,X,X,O,X,X,X,X,X,X,X,X,X,X
SLZTOJI,O,O,X,X,X,X,X,X,O,X,X,X,X,X,X,X,X,X,X
SLZITJO,O,X,X,X,O,X,O,X,X,X,X,X,X,X,X,X,X,X,X
SLZITOJ,O,X,X,X,O,X,O,X,X,X,X,X,X,X,X,X,X,X,X
SLZIJTO,X,X,X,X,O,X,O,X,X,X,X,X,X,X,X,X,X,X,X
SLZIJOT,X,O,O,X,O,X,O,O,X,X,X,X,X,X,X,X,X,X,X
SLZIOTJ,O,O,X,X,O,X,O,X,X,X,X,X,X,X,X,X,X,X,X
SLZIOJT,X,O,X,X,O,X,O,O,X,X,X,X,X,X,X,X,X,X,X
SLZJTIO,O,X,O,X,O,X,X,X,X,X,X,X,X,O,X,X,X,X,X
SLZJTOI,X,O,O,X,X,X,X,X,X,X,X,X,X,O,X,X,X,X,X
SLZJITO,O,X,X,X,O,X,X,X,X,X,O,X,X,X,X,X,X,X,X
SLZJIOT,O,O,O,X,O,X,X,O,X,X,X,X,X,X,X,X,X,X,X
SLZJOTI,O,O,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X
SLZJOIT,O,O,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X
SLZOTIJ,O,O,X,X,O,X,X,X,O,X,X,X,X,X,X,X,X,X,X
SLZOTJI,O,O,X,X,X,X,X,X,O,X,X,O,X,X,X,X,X,X,X
SLZOITJ,O,O,X,X,O,X,O,X,O,X,X,X,X,X,X,X,X,X,X
SLZOIJT,X,O,X,X,O,X,O,X,X,X,X,X,X,X,X,X,X,X,X
SLZOJTI,O,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X
SLZOJIT,O,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X
SLOTIJZ,X,X,X,X,X,X,O,X,O,X,X,X,O,X,X,X,X,X,X
SLOTIZJ,O,X,X,X,X,X,O,X,O,X,X,X,X,X,X,X,X,X,X
SLOTJIZ,X,X,X,X,X,X,X,X,O,X,X,O,O,X,X,X,X,X,X
SLOTJZI,X,O,X,X,X,X,X,X,O,X,X,O,X,X,X,X,X,X,X
