sequence,v115@9gA8IeB8HeB8CeB8CeB8CeB8BeA8JeUAJvhFRhB1nB?6oBXmB2vBzsB,v115@9gA8IeB8HeB8CeB8CeB8CeB8BeA8JeFAJvhF0hBxiB?3lBGoByvBzsB,v115@9gA8IeB8HeB8CeB8CeB8CeB8BeA8JeFAJvhF0iB6oB?RmBXmB2vBzsB,v115@9gA8IeB8HeB8CeB8CeB8CeB8BeA8JeFAJvhF0hBxiB?zlBCoB2vBXtB,v115@9gA8IeB8HeB8CeB8CeB8CeB8BeA8JeaFJvhFfmB0hB?xiBGoB1vBzsB,v115@9gA8IeB8HeB8CeB8CeB8CeB8BeA8JeRAJvhF3hBOqB?lnBctBzqBCtB,v115@9gA8IeB8HeB8CeB8CeB8CeB8BeA8JeUAJvhF3hBxnB?zlB2vBCtBFtB,v115@9gA8IeB8HeB8CeB8CeB8CeB8BeA8JeRAJvhF3hB+oB?lnBiqB0qBzsB
ZLJOSIT,O,O,X,X,X,X,O,X
ZLSTIJO,O,O,X,O,X,X,O,X
ZLSTIOJ,O,O,X,O,X,X,X,X
ZLSTJIO,O,O,X,O,X,X,X,X
ZLSTJOI,O,O,X,O,X,O,X,X
ZLSTOIJ,O,O,X,O,X,X,X,X
ZLSTOJI,X,O,X,X,X,O,X,X
ZLSITJO,O,O,X,O,X,X,O,X
ZLSITOJ,O,O,X,O,X,X,X,X
ZLSIJTO,X,O,X,O,X,X,O,X
ZLSIJOT,X,O,X,O,X,X,O,X
ZLSIOTJ,O,O,X,O,X,X,X,X
ZLSIOJT,X,O,X,O,X,X,O,X
ZLSJTIO,O,O,X,O,X,X,O,O
ZLSJTOI,O,O,X,O,X,O,X,O
ZLSJITO,O,O,X,O,X,X,O,X
ZLSJIOT,X,O,X,O,X,X,O,X
ZLSJOTI,O,O,X,O,X,X,X,X
ZLSJOIT,X,O,X,O,X,X,O,X
ZLSOTIJ,O,O,X,O,X,X,X,X
ZLSOTJI,O,O,X,X,X,O,X,X
ZLSOITJ,O,O,X,O,X,X,X,X
ZLSOIJT,X,O,X,O,X,X,O,X
ZLSOJTI,X,O,X,O,X,O,X,X
ZLSOJIT,X,O,X,O,X,O,X,X
ZLOTIJS,O,O,X,X,X,X,X,X
ZLOTISJ,O,O,X,X,X,X,X,X
ZLOTJIS,O,O,X,X,O,O,X,X
ZLOTJSI,O,O,X,X,O,O,X,X
ZLOTSIJ,O,O,X,X,O,X,X,X
ZLOTSJI,O,O,X,X,O,O,X,X
ZLOITJS,O,O,X,X,X,X,X,X
ZLOITSJ,O,O,X,X,X,X,X,X
ZLOIJTS,O,O,X,X,X,X,X,X
ZLOIJST,X,O,X,X,X,X,O,X
ZLOISTJ,X,O,X,X,X,X,X,X
ZLOISJT,X,O,X,X,X,X,O,X
ZLOJTIS,O,O,X,X,O,O,X,X
ZLOJTSI,O,O,X,X,O,O,X,X
ZLOJITS,O,O,X,X,O,O,X,X
ZLOJIST,X,O,X,X,X,O,O,X
ZLOJSTI,O,O,X,X,X,O,X,X
ZLOJSIT,O,O,X,X,X,O,O,X
ZLOSTIJ,O,O,X,X,X,X,X,X
ZLOSTJI,O,O,X,X,X,O,X,X
ZLOSITJ,O,O,X,X,X,X,X,X
ZLOSIJT,X,O,X,X,X,X,O,X
ZLOSJTI,O,O,X,X,X,O,X,X
ZLOSJIT,X,O,X,X,X,O,X,X
ZJTILSO,O,O,O,O,O,X,X,X
ZJTILOS,O,O,O,O,X,X,X,X
ZJTISLO,O,O,O,O,O,X,O,X
ZJTISOL,O,X,X,O,O,O,O,X
ZJTIOLS,O,O,O,O,X,X,X,X
ZJTIOSL,O,O,O,O,X,X,X,X
ZJTLISO,O,O,O,O,O,X,O,O
ZJTLIOS,O,O,O,O,X,X,X,O
ZJTLSIO,O,O,X,O,O,X,O,O
ZJTLSOI,O,O,X,O,O,O,X,O
ZJTLOIS,O,O,X,X,X,X,X,O
ZJTLOSI,O,X,X,X,X,X,X,O
ZJTSILO,O,O,X,O,O,X,O,X
ZJTSIOL,O,X,X,O,O,O,O,X
ZJTSLIO,O,X,X,O,O,X,O,O
ZJTSLOI,O,X,X,O,O,O,X,O
ZJTSOIL,O,X,X,O,O,O,X,X
ZJTSOLI,O,X,X,O,O,O,X,X
ZJTOILS,O,O,O,O,X,O,X,X
ZJTOISL,O,O,O,O,X,O,X,X
ZJTOLIS,O,O,O,X,X,O,X,X
ZJTOLSI,O,X,O,X,X,O,X,X
ZJTOSIL,O,O,O,O,X,O,X,X
ZJTOSLI,O,X,O,O,X,O,X,X
ZJITLSO,O,O,O,O,O,X,X,X
ZJITLOS,O,O,O,O,X,X,X,X
ZJITSLO,O,O,O,O,O,X,O,X
ZJITSOL,O,X,X,O,O,O,O,X
ZJITOLS,O,O,O,O,X,X,X,X
ZJITOSL,O,O,O,O,X,X,X,X
ZJILTSO,O,O,O,O,O,X,O,X
ZJILTOS,O,O,O,O,X,X,X,X
ZJILSTO,O,O,O,X,X,X,O,X
ZJILSOT,X,O,X,X,X,X,O,X
ZJILOTS,O,O,O,X,X,X,X,X
ZJILOST,X,O,X,X,X,X,O,X
ZJISTLO,O,O,O,O,X,X,O,X
ZJISTOL,O,X,X,O,X,O,O,X
ZJISLTO,O,O,O,O,X,X,O,X
ZJISLOT,O,O,X,O,X,X,O,X
ZJISOTL,O,X,X,O,X,X,O,X
ZJISOLT,O,X,X,X,X,X,O,X
ZJIOTLS,O,O,O,O,X,X,X,X
ZJIOTSL,O,X,O,O,X,X,X,X
ZJIOLTS,O,O,O,X,X,X,X,X
ZJIOLST,X,O,O,X,X,X,X,X
ZJIOSTL,O,X,O,X,X,X,O,X
ZJIOSLT,O,X,O,X,X,X,O,X
ZJLTISO,O,O,O,O,O,X,O,O
ZJLTIOS,O,O,O,O,X,X,X,O
ZJLTSIO,O,O,X,O,O,X,O,O
ZJLTSOI,O,O,X,O,O,O,X,O
ZJLTOIS,O,O,X,X,X,X,X,O
ZJLTOSI,O,O,X,X,X,X,X,O
ZJLITSO,O,O,O,O,O,X,O,X
ZJLITOS,O,O,O,O,X,X,X,X
ZJLISTO,O,O,O,X,X,X,O,X
ZJLISOT,X,O,X,X,X,X,O,X
ZJLIOTS,O,O,O,X,X,X,X,X
ZJLIOST,X,O,X,X,X,X,O,X
ZJLSTIO,O,O,X,O,X,X,O,O
ZJLSTOI,O,O,X,O,X,O,X,O
ZJLSITO,O,O,X,O,X,X,O,X
ZJLSIOT,O,O,X,O,X,X,O,X
ZJLSOTI,O,O,X,O,X,X,X,X
ZJLSOIT,O,O,X,O,X,X,O,X
ZJLOTIS,O,O,X,X,X,X,X,X
ZJLOTSI,O,O,X,X,X,X,X,X
ZJLOITS,O,O,X,X,X,X,X,X
ZJLOIST,X,O,X,X,X,X,O,X
ZJLOSTI,O,O,X,X,X,X,X,X
ZJLOSIT,O,O,X,X,X,X,O,X
ZJSTILO,O,O,X,O,X,X,O,X
ZJSTIOL,O,X,X,O,X,O,O,X
ZJSTLIO,O,X,X,O,X,X,O,O
ZJSTLOI,O,X,X,O,X,O,X,O
ZJSTOIL,O,X,X,O,X,O,X,X
ZJSTOLI,O,X,X,O,X,O,X,X
ZJSITLO,O,O,X,O,X,X,O,X
ZJSITOL,O,X,X,O,X,O,O,X
ZJSILTO,O,O,X,O,X,X,O,X
ZJSILOT,O,O,X,O,X,X,O,X
ZJSIOTL,O,X,X,O,X,X,O,X
ZJSIOLT,O,X,X,X,X,X,O,X
ZJSLTIO,O,O,X,O,X,X,O,O
ZJSLTOI,O,O,X,O,X,O,X,O
ZJSLITO,O,O,X,O,X,X,O,X
ZJSLIOT,O,O,X,O,X,X,O,X
ZJSLOTI,O,O,X,O,X,X,X,X
ZJSLOIT,O,O,X,O,X,X,O,X
ZJSOTIL,O,X,X,O,X,O,X,X
ZJSOTLI,O,X,X,O,X,O,X,X
ZJSOITL,O,X,X,O,X,O,O,X
ZJSOILT,O,X,X,O,X,O,O,X
ZJSOLTI,O,X,X,O,X,O,X,X
ZJSOLIT,O,X,X,O,X,O,O,X
ZJOTILS,O,O,O,O,X,O,X,X
ZJOTISL,O,O,O,O,X,O,X,X
ZJOTLIS,O,O,O,O,X,O,X,X
ZJOTLSI,O,O,O,O,X,O,X,X
ZJOTSIL,O,O,O,O,X,O,X,X
ZJOTSLI,O,X,O,O,X,O,X,X
ZJOITLS,O,O,O,O,X,O,X,X
ZJOITSL,O,O,O,O,X,O,X,X
ZJOILTS,O,O,O,O,X,O,X,X
ZJOILST,X,O,O,X,X,O,X,X
ZJOISTL,O,O,O,O,X,O,O,X
ZJOISLT,O,O,O,O,X,O,O,X
ZJOLTIS,O,O,O,O,X,O,X,X
ZJOLTSI,O,O,O,O,X,O,X,X
ZJOLITS,O,O,O,O,X,O,X,X
ZJOLIST,X,O,O,X,X,O,O,X
ZJOLSTI,O,O,O,O,X,O,X,X
ZJOLSIT,O,O,O,O,X,O,O,X
ZJOSTIL,O,O,O,O,X,O,X,X
ZJOSTLI,O,X,O,O,X,O,X,X
ZJOSITL,O,O,O,O,X,O,O,X
ZJOSILT,O,O,O,O,X,O,O,X
ZJOSLTI,O,O,O,O,X,O,X,X
ZJOSLIT,O,O,O,O,X,O,O,X
ZSTILJO,O,O,X,O,X,X,O,X
ZSTILOJ,O,O,X,O,X,X,X,X
ZSTIJLO,O,O,X,O,X,X,O,X
ZSTIJOL,X,X,X,O,X,O,O,X
ZSTIOLJ,O,O,X,O,X,X,X,X
ZSTIOJL,O,O,X,O,X,O,X,X
ZSTLIJO,O,X,X,O,X,X,O,X
ZSTLIOJ,O,X,X,O,X,X,X,X
ZSTLJIO,O,X,X,O,X,X,X,X
ZSTLJOI,O,X,X,O,X,O,X,X
ZSTLOIJ,O,X,X,O,X,X,X,X
ZSTLOJI,X,X,X,X,X,O,X,X
ZSTJILO,O,O,X,O,X,X,X,X
ZSTJIOL,O,X,X,O,X,O,X,X
ZSTJLIO,O,X,X,O,X,X,X,X
ZSTJLOI,O,X,X,O,X,O,X,X
ZSTJOIL,O,X,X,O,X,O,X,X
ZSTJOLI,O,X,X,O,X,O,X,X
ZSTOILJ,O,O,X,O,X,X,X,X
ZSTOIJL,O,O,X,O,X,O,X,X
ZSTOLIJ,O,X,X,O,X,X,X,X
ZSTOLJI,O,X,X,X,X,O,X,X
ZSTOJIL,O,O,X,X,X,O,X,X
ZSTOJLI,O,X,X,X,X,O,X,X
ZSITLJO,O,O,X,O,X,X,O,X
ZSITLOJ,O,O,X,O,X,X,X,X
ZSITJLO,O,O,X,O,X,X,O,X
ZSITJOL,X,X,X,O,X,O,O,X
ZSITOLJ,O,O,X,O,X,X,X,X
ZSITOJL,O,O,X,O,X,O,X,X
ZSILTJO,O,O,X,O,X,X,O,X
ZSILTOJ,O,O,X,O,X,X,X,X
ZSILJTO,X,O,X,O,X,X,O,X
ZSILJOT,X,X,X,O,X,X,O,X
ZSILOTJ,O,O,X,O,X,X,X,X
ZSILOJT,X,X,X,O,X,X,O,X
ZSIJTLO,O,X,X,O,X,X,O,X
ZSIJTOL,X,X,X,O,X,O,O,X
ZSIJLTO,X,X,X,O,X,X,O,X
ZSIJLOT,X,X,X,O,X,X,O,X
ZSIJOTL,O,X,X,O,X,X,O,X
ZSIJOLT,X,X,X,X,X,X,O,X
ZSIOTLJ,O,X,X,O,X,X,X,X
ZSIOTJL,O,X,X,O,X,O,X,X
ZSIOLTJ,O,X,X,X,X,X,X,X
ZSIOLJT,X,X,X,X,X,X,O,X
ZSIOJTL,O,X,X,O,X,O,O,X
ZSIOJLT,X,X,X,X,X,O,O,X
ZSLTIJO,O,O,X,O,X,X,O,X
ZSLTIOJ,O,O,X,O,X,X,X,X
ZSLTJIO,O,O,X,O,X,X,X,X
ZSLTJOI,O,O,X,O,X,O,X,X
ZSLTOIJ,O,O,X,O,X,X,X,X
ZSLTOJI,X,O,X,X,X,O,X,X
ZSLITJO,O,O,X,O,X,X,O,X
ZSLITOJ,O,O,X,O,X,X,X,X
ZSLIJTO,X,O,X,O,X,X,O,X
ZSLIJOT,X,O,X,O,X,X,O,X
ZSLIOTJ,O,O,X,O,X,X,X,X
ZSLIOJT,X,O,X,O,X,X,O,X
ZSLJTIO,O,O,X,O,X,X,O,O
ZSLJTOI,O,O,X,O,X,O,X,O
ZSLJITO,O,O,X,O,X,X,O,X
ZSLJIOT,X,O,X,O,X,X,O,X
ZSLJOTI,O,O,X,O,X,X,X,X
ZSLJOIT,X,O,X,O,X,X,O,X
ZSLOTIJ,O,O,X,O,X,X,X,X
ZSLOTJI,O,O,X,X,X,O,X,X
ZSLOITJ,O,O,X,O,X,X,X,X
ZSLOIJT,X,O,X,O,X,X,O,X
ZSLOJTI,X,O,X,O,X,O,X,X
ZSLOJIT,X,O,X,O,X,O,X,X
ZSJTILO,O,O,X,O,X,X,O,X
ZSJTIOL,O,X,X,O,X,O,O,X
ZSJTLIO,O,X,X,O,X,X,O,O
ZSJTLOI,O,X,X,O,X,O,X,O
ZSJTOIL,O,X,X,O,X,O,X,X
ZSJTOLI,O,X,X,O,X,O,X,X
ZSJITLO,O,O,X,O,X,X,O,X
ZSJITOL,O,X,X,O,X,O,O,X
ZSJILTO,O,O,X,O,X,X,O,X
ZSJILOT,O,O,X,O,X,X,O,X
ZSJIOTL,O,X,X,O,X,X,O,X
ZSJIOLT,O,X,X,X,X,X,O,X
ZSJLTIO,O,O,X,O,X,X,O,O
ZSJLTOI,O,O,X,O,X,O,X,O
ZSJLITO,O,O,X,O,X,X,O,X
ZSJLIOT,O,O,X,O,X,X,O,X
ZSJLOTI,O,O,X,O,X,X,X,X
ZSJLOIT,O,O,X,O,X,X,O,X
ZSJOTIL,O,X,X,O,X,O,X,X
ZSJOTLI,O,X,X,O,X,O,X,X
ZSJOITL,O,X,X,O,X,O,O,X
ZSJOILT,O,X,X,O,X,O,O,X
ZSJOLTI,O,X,X,O,X,O,X,X
ZSJOLIT,O,X,X,O,X,O,O,X
ZSOTILJ,O,O,X,O,X,X,X,X
ZSOTIJL,O,O,X,O,X,O,X,X
ZSOTLIJ,O,X,X,O,X,X,X,X
ZSOTLJI,O,X,X,X,X,O,X,X
ZSOTJIL,O,O,X,X,X,O,X,X
ZSOTJLI,O,X,X,X,X,O,X,X
ZSOITLJ,O,O,X,O,X,X,X,X
ZSOITJL,O,O,X,O,X,O,X,X
ZSOILTJ,O,O,X,X,X,X,X,X
ZSOILJT,X,O,X,X,X,X,O,X
ZSOIJTL,O,X,X,O,X,O,O,X
ZSOIJLT,X,X,X,X,X,O,O,X
ZSOLTIJ,O,O,X,O,X,X,X,X
ZSOLTJI,O,O,X,X,X,O,X,X
ZSOLITJ,O,O,X,O,X,X,X,X
ZSOLIJT,X,O,X,O,X,X,O,X
ZSOLJTI,O,O,X,O,X,O,X,X
ZSOLJIT,X,O,X,O,X,O,X,X
ZSOJTIL,O,O,X,O,X,O,X,X
ZSOJTLI,O,X,X,O,X,O,X,X
ZSOJITL,O,O,X,O,X,O,X,X
ZSOJILT,O,O,X,X,X,O,X,X
ZSOJLTI,O,O,X,O,X,O,X,X
ZSOJLIT,O,O,X,O,X,O,X,X
ZOTILJS,O,O,O,X,X,X,X,X
ZOTILSJ,O,O,O,X,X,X,X,X
ZOTIJLS,O,O,O,O,X,O,X,X
ZOTIJSL,O,O,O,O,X,O,X,X
ZOTISLJ,O,O,O,O,X,X,X,X
ZOTISJL,O,O,X,O,X,O,X,X
ZOTLIJS,O,O,O,X,X,X,X,X
ZOTLISJ,O,O,O,X,X,X,X,X
ZOTLJIS,O,O,O,X,O,O,X,X
ZOTLJSI,O,O,O,X,O,O,X,X
ZOTLSIJ,O,O,O,X,O,X,X,X
ZOTLSJI,O,O,O,X,O,O,X,X
ZOTJILS,O,O,O,X,O,O,X,X
ZOTJISL,O,O,O,X,O,O,X,X
ZOTJLIS,O,O,O,X,O,O,X,X
ZOTJLSI,O,O,O,X,O,O,X,X
ZOTJSIL,O,O,O,X,O,O,X,X
ZOTJSLI,O,X,O,X,O,O,X,X
ZOTSILJ,O,O,O,O,O,X,X,X
ZOTSIJL,O,O,X,O,O,O,X,X
ZOTSLIJ,O,X,O,O,O,X,X,X
ZOTSLJI,O,X,O,X,O,O,X,X
ZOTSJIL,O,O,O,X,O,O,X,X
ZOTSJLI,O,X,O,X,O,O,X,X
ZOITLJS,O,O,O,X,X,X,X,X
ZOITLSJ,O,O,O,X,X,X,X,X
ZOITJLS,O,O,O,O,X,O,X,X
ZOITJSL,O,O,O,O,X,O,X,X
ZOITSLJ,O,O,O,O,X,X,X,X
ZOITSJL,O,O,X,O,X,O,X,X
ZOILTJS,O,O,O,X,X,X,X,X
ZOILTSJ,O,O,O,X,X,X,X,X
ZOILJTS,O,O,O,X,X,X,X,X
ZOILJST,X,O,O,X,X,X,X,X
ZOILSTJ,X,O,O,X,X,X,X,X
ZOILSJT,X,O,O,X,X,X,X,X
ZOIJTLS,O,O,O,O,X,O,X,X
ZOIJTSL,O,O,O,O,X,O,X,X
ZOIJLTS,O,O,O,X,X,O,X,X
ZOIJLST,X,O,O,X,X,O,X,X
ZOIJSTL,O,O,O,X,X,O,O,X
ZOIJSLT,O,O,O,X,X,O,O,X
ZOISTLJ,O,O,O,X,X,X,X,X
ZOISTJL,O,O,X,X,X,O,X,X
ZOISLTJ,O,O,O,X,X,X,X,X
ZOISLJT,X,O,O,X,X,X,O,X
ZOISJTL,O,X,O,X,X,O,O,X
ZOISJLT,X,X,O,X,X,O,O,X
ZOLTIJS,O,O,O,X,X,X,X,X
ZOLTISJ,O,O,O,X,X,X,X,X
ZOLTJIS,O,O,O,X,O,O,X,X
ZOLTJSI,O,O,O,X,O,O,X,X
ZOLTSIJ,O,O,O,X,O,X,X,X
ZOLTSJI,O,O,O,X,O,O,X,X
ZOLITJS,O,O,O,X,X,X,X,X
ZOLITSJ,O,O,O,X,X,X,X,X
ZOLIJTS,O,O,O,X,X,X,X,X
ZOLIJST,X,O,O,X,X,X,O,X
ZOLISTJ,X,O,O,X,X,X,X,X
ZOLISJT,X,O,O,X,X,X,O,X
ZOLJTIS,O,O,O,X,O,O,X,X
ZOLJTSI,O,O,O,X,O,O,X,X
ZOLJITS,O,O,O,X,O,O,X,X
ZOLJIST,X,O,O,X,X,O,O,X
ZOLJSTI,O,O,O,X,X,O,X,X
ZOLJSIT,O,O,O,X,X,O,O,X
ZOLSTIJ,O,O,O,X,X,X,X,X
ZOLSTJI,O,O,O,X,X,O,X,X
ZOLSITJ,O,O,O,X,X,X,X,X
ZOLSIJT,X,O,O,X,X,X,O,X
ZOLSJTI,O,O,O,X,X,O,X,X
ZOLSJIT,X,O,O,X,X,O,X,X
ZOJTILS,O,O,O,O,O,O,X,X
ZOJTISL,O,O,O,O,O,O,X,X
ZOJTLIS,O,O,O,X,O,O,X,X
ZOJTLSI,O,O,O,X,O,O,X,X
ZOJTSIL,O,O,O,O,O,O,X,X
ZOJTSLI,O,X,O,O,O,O,X,X
ZOJITLS,O,O,O,O,O,O,X,X
ZOJITSL,O,O,O,O,O,O,X,X
ZOJILTS,O,O,O,X,O,O,X,X
ZOJILST,X,O,O,X,X,O,X,X
ZOJISTL,O,O,O,X,X,O,O,X
ZOJISLT,O,O,O,X,X,O,O,X
ZOJLTIS,O,O,O,X,O,O,X,X
ZOJLTSI,O,O,O,X,O,O,X,X
ZOJLITS,O,O,O,X,O,O,X,X
ZOJLIST,X,O,O,X,X,O,O,X
ZOJLSTI,O,O,O,X,X,O,X,X
ZOJLSIT,O,O,O,X,X,O,O,X
ZOJSTIL,O,O,O,O,X,O,X,X
ZOJSTLI,O,X,O,O,X,O,X,X
ZOJSITL,O,O,O,O,X,O,O,X
ZOJSILT,O,O,O,X,X,O,O,X
ZOJSLTI,O,O,O,O,X,O,X,X
ZOJSLIT,O,O,O,O,X,O,O,X
ZOSTILJ,O,O,O,O,X,X,X,X
ZOSTIJL,O,O,X,O,X,O,X,X
ZOSTLIJ,O,X,O,O,X,X,X,X
ZOSTLJI,O,X,O,X,X,O,X,X
ZOSTJIL,O,O,O,X,X,O,X,X
ZOSTJLI,O,X,O,X,X,O,X,X
ZOSITLJ,O,O,O,O,X,X,X,X
ZOSITJL,O,O,X,O,X,O,X,X
ZOSILTJ,O,O,O,X,X,X,X,X
ZOSILJT,X,O,O,X,X,X,O,X
ZOSIJTL,O,X,O,O,X,O,O,X
ZOSIJLT,X,X,O,X,X,O,O,X
ZOSLTIJ,O,O,O,O,X,X,X,X
ZOSLTJI,O,O,O,X,X,O,X,X
ZOSLITJ,O,O,O,O,X,X,X,X
ZOSLIJT,X,O,O,O,X,X,O,X
ZOSLJTI,O,O,O,O,X,O,X,X
ZOSLJIT,X,O,O,O,X,O,X,X
ZOSJTIL,O,O,O,O,X,O,X,X
ZOSJTLI,O,X,O,O,X,O,X,X
ZOSJITL,O,O,O,O,X,O,X,X
ZOSJILT,O,O,O,X,X,O,X,X
ZOSJLTI,O,O,O,O,X,O,X,X
ZOSJLIT,O,O,O,O,X,O,X,X
OTILJSZ,O,X,O,X,O,X,X,X
OTILJZS,O,X,O,X,O,X,X,X
OTILSJZ,O,X,X,X,O,X,X,X
OTILSZJ,O,X,O,X,O,X,X,X
OTILZJS,O,X,O,X,X,X,X,X
OTILZSJ,O,X,O,X,X,X,X,X
OTIJLSZ,O,X,O,X,O,X,X,X
OTIJLZS,O,O,O,X,O,X,X,X
OTIJSLZ,O,X,O,X,O,X,X,X
OTIJSZL,O,O,O,X,O,X,X,X
OTIJZLS,O,O,O,X,O,X,X,X
OTIJZSL,O,O,O,X,O,X,X,X
OTISLJZ,O,X,X,X,O,X,X,X
OTISLZJ,O,X,O,X,O,X,X,X
OTISJLZ,O,X,X,X,O,X,X,X
OTISJZL,O,X,X,X,O,X,X,X
OTISZLJ,O,X,O,X,O,X,X,X
OTISZJL,O,X,X,X,O,X,X,X
OTIZLJS,O,O,O,X,X,X,X,X
OTIZLSJ,O,O,O,X,X,X,X,X
OTIZJLS,O,O,O,X,X,X,X,X
OTIZJSL,O,O,O,X,X,X,X,X
OTIZSLJ,O,O,O,X,X,X,X,X
OTIZSJL,O,O,X,X,X,X,X,X
OTLIJSZ,O,O,O,X,O,X,X,X
OTLIJZS,O,O,O,X,O,X,X,X
OTLISJZ,O,X,X,X,O,X,X,X
OTLISZJ,O,X,O,X,O,X,X,X
OTLIZJS,O,O,O,X,X,X,X,X
OTLIZSJ,O,O,O,X,X,X,X,X
OTLJISZ,O,O,O,X,O,X,X,X
OTLJIZS,O,O,O,X,O,X,X,X
OTLJSIZ,O,O,O,X,O,X,X,X
OTLJSZI,O,O,O,X,O,X,X,X
OTLJZIS,O,O,O,X,O,X,X,X
OTLJZSI,O,O,O,X,O,X,X,X
OTLSIJZ,O,O,X,X,O,X,X,X
OTLSIZJ,O,O,O,X,O,X,X,X
OTLSJIZ,O,O,O,X,O,X,X,X
OTLSJZI,O,O,O,X,O,X,X,X
OTLSZIJ,O,O,O,X,O,X,X,X
OTLSZJI,O,O,O,X,O,X,X,X
OTLZIJS,O,O,O,X,X,X,X,X
OTLZISJ,O,O,O,X,X,X,X,X
OTLZJIS,O,O,O,X,O,X,X,X
OTLZJSI,O,O,O,X,O,X,X,X
OTLZSIJ,O,O,O,X,O,X,X,X
OTLZSJI,O,O,O,X,O,X,X,X
OTJILSZ,O,O,O,X,O,X,X,X
OTJILZS,O,O,O,X,O,X,X,X
OTJISLZ,O,X,O,X,O,X,X,X
OTJISZL,O,O,O,X,O,O,X,X
OTJIZLS,O,O,O,X,O,O,X,X
OTJIZSL,O,O,O,X,O,O,X,X
OTJLISZ,O,O,O,X,O,X,X,X
OTJLIZS,O,O,O,X,O,X,X,X
OTJLSIZ,O,O,O,X,O,X,X,X
OTJLSZI,O,O,O,X,O,X,X,X
OTJLZIS,O,O,O,X,O,X,X,X
OTJLZSI,O,O,O,X,O,X,X,X
OTJSILZ,O,X,O,X,O,X,X,X
OTJSIZL,O,O,O,X,O,O,X,X
OTJSLIZ,O,X,O,O,O,X,X,X
OTJSLZI,O,X,O,O,O,X,X,X
OTJSZIL,O,O,O,O,O,O,X,X
OTJSZLI,O,X,O,O,O,O,X,X
OTJZILS,O,O,O,O,O,O,X,X
OTJZISL,O,O,O,O,O,O,X,X
OTJZLIS,O,O,O,X,O,O,X,X
OTJZLSI,O,O,O,X,O,O,X,X
OTJZSIL,O,O,O,O,O,O,X,X
OTJZSLI,O,X,O,O,O,O,X,X
OTSILJZ,O,X,X,X,O,X,X,X
OTSILZJ,O,X,O,X,O,X,X,X
OTSIJLZ,O,X,X,X,O,X,X,X
OTSIJZL,O,X,X,X,O,X,X,X
OTSIZLJ,O,X,O,X,O,X,X,X
OTSIZJL,O,X,X,X,O,X,X,X
OTSLIJZ,O,X,X,O,O,X,X,X
OTSLIZJ,O,X,O,O,O,X,X,X
OTSLJIZ,O,X,O,O,O,X,X,X
OTSLJZI,O,X,O,O,O,X,X,X
OTSLZIJ,O,X,O,O,O,X,X,X
OTSLZJI,O,X,O,X,O,X,X,X
OTSJILZ,O,X,O,X,O,X,X,X
OTSJIZL,O,O,O,X,O,O,X,X
OTSJLIZ,O,X,O,O,O,X,X,X
OTSJLZI,O,X,O,O,O,X,X,X
OTSJZIL,O,O,O,O,O,O,X,X
OTSJZLI,O,X,O,O,O,O,X,X
OTSZILJ,O,O,O,O,O,X,X,X
OTSZIJL,O,O,X,O,O,O,X,X
OTSZLIJ,O,X,O,O,O,X,X,X
OTSZLJI,O,X,O,X,O,O,X,X
OTSZJIL,O,O,O,X,O,O,X,X
OTSZJLI,O,X,O,X,O,O,X,X
OTZILJS,O,O,O,X,X,X,X,X
OTZILSJ,O,O,O,X,X,X,X,X
OTZIJLS,O,O,O,O,X,O,X,X
OTZIJSL,O,O,O,O,X,O,X,X
OTZISLJ,O,O,O,O,X,X,X,X
OTZISJL,O,O,X,O,X,O,X,X
OTZLIJS,O,O,O,X,X,X,X,X
OTZLISJ,O,O,O,X,X,X,X,X
OTZLJIS,O,O,O,X,O,O,X,X
OTZLJSI,O,O,O,X,O,O,X,X
OTZLSIJ,O,O,O,X,O,X,X,X
OTZLSJI,O,O,O,X,O,O,X,X
OTZJILS,O,O,O,X,O,O,X,X
OTZJISL,O,O,O,X,O,O,X,X
OTZJLIS,O,O,O,X,O,O,X,X
OTZJLSI,O,O,O,X,O,O,X,X
OTZJSIL,O,O,O,X,O,O,X,X
OTZJSLI,O,X,O,X,O,O,X,X
OTZSILJ,O,O,O,O,O,X,X,X
OTZSIJL,O,O,X,O,O,O,X,X
OTZSLIJ,O,X,O,O,O,X,X,X
OTZSLJI,O,X,O,X,O,O,X,X
OTZSJIL,O,O,O,X,O,O,X,X
OTZSJLI,O,X,O,X,O,O,X,X
OITLJSZ,O,X,O,X,O,X,X,X
OITLJZS,O,X,O,X,O,X,X,X
OITLSJZ,O,X,X,X,O,X,X,X
OITLSZJ,O,X,O,X,O,X,X,X
OITLZJS,O,X,O,X,X,X,X,X
OITLZSJ,O,X,O,X,X,X,X,X
OITJLSZ,O,X,O,X,O,X,X,X
OITJLZS,O,O,O,X,O,X,X,X
OITJSLZ,O,X,O,X,O,X,X,X
OITJSZL,O,O,O,X,O,X,X,X
OITJZLS,O,O,O,X,O,X,X,X
OITJZSL,O,O,O,X,O,X,X,X
OITSLJZ,O,X,X,X,O,X,X,X
OITSLZJ,O,X,O,X,O,X,X,X
OITSJLZ,O,X,X,X,O,X,X,X
OITSJZL,O,X,X,X,O,X,X,X
OITSZLJ,O,X,O,X,O,X,X,X
OITSZJL,O,X,X,X,O,X,X,X
OITZLJS,O,O,O,X,X,X,X,X
OITZLSJ,O,O,O,X,X,X,X,X
OITZJLS,O,O,O,X,X,X,X,X
