sequence,v115@9gB8HeC8GeB8CeA8DeB8CeB8MeXBJvhFVnBaoB5oBO?qBzqB0sB,v115@9gB8HeC8GeB8CeA8DeB8CeB8MeXBJvhFVnBaoB5oBm?qB0sBTqB,v115@9gB8HeC8GeB8CeA8DeB8CeB8MelAJvhFRiBcoBXmBT?nB2vBSyB,v115@9gB8HeC8GeB8CeA8DeB8CeB8MeXBJvhFmiB5oBFnBi?qBzsB0qB,v115@9gB8HeC8GeB8CeA8DeB8CeB8MeVGJvhFRiBSoB/sB0?lB2vBTtB,v115@9gB8HeC8GeB8CeA8DeB8CeB8MeXBJvhFxiBFnBToBi?qBWyB0qB,v115@9gB8HeC8GeB8CeA8DeB8CeB8MeXBJvhF5oBUnBatBO?qBzqBlsB,v115@9gB8HeC8GeB8CeA8DeB8CeB8MeXBJvhFxiBUnBFoBm?qBSyBTqB,v115@9gB8HeC8GeB8CeA8DeB8CeB8MexAJvhFTjB3lBFnBy?vBGtB0sB,v115@9gB8HeC8GeB8CeA8DeB8CeB8MeXBJvhF5oBUnBatBm?qBTqBlsB,v115@9gB8HeC8GeB8CeA8DeB8CeB8MeXBJvhF5oBFnB8sBT?lByvBmsB,v115@9gB8HeC8GeB8CeA8DeB8CeB8MeXBJvhFxiBFnB8sB+?tBTlByvB
JLSOZIT,X,X,O,X,O,X,X,X,O,O,X,X
JLZTISO,X,O,O,X,X,X,X,O,X,O,O,O
JLZTIOS,X,O,O,X,X,X,X,O,X,X,X,O
JLZTSIO,X,O,O,X,X,X,X,O,O,O,O,O
JLZTSOI,X,O,O,X,X,O,X,O,O,X,X,O
JLZTOIS,X,O,O,X,X,O,X,O,X,X,X,O
JLZTOSI,X,O,O,X,X,O,X,O,O,X,X,O
JLZITSO,X,O,O,X,X,X,X,O,X,O,O,O
JLZITOS,X,O,O,X,X,X,X,O,X,X,X,O
JLZISTO,X,O,O,X,X,X,X,O,X,O,O,O
JLZISOT,X,X,O,X,X,X,O,X,X,O,X,X
JLZIOTS,X,O,O,X,X,X,X,X,X,X,X,X
JLZIOST,X,X,O,X,X,X,O,X,X,O,X,X
JLZSTIO,X,O,O,X,X,X,X,O,O,O,O,O
JLZSTOI,X,O,O,X,X,O,X,O,O,X,X,O
JLZSITO,X,O,O,X,X,X,X,O,O,O,O,O
JLZSIOT,X,X,O,X,X,X,O,X,O,O,X,X
JLZSOTI,X,X,O,X,X,O,X,O,O,X,X,O
JLZSOIT,X,X,O,X,X,X,X,X,O,O,X,X
JLZOTIS,X,O,O,X,X,O,X,O,X,X,X,O
JLZOTSI,X,O,O,X,X,O,X,O,O,X,X,O
JLZOITS,X,O,O,X,X,X,X,X,X,X,X,X
JLZOIST,X,X,O,X,X,X,O,X,X,O,X,X
JLZOSTI,X,X,O,X,X,O,X,O,O,X,X,O
JLZOSIT,X,X,O,X,X,X,O,X,O,O,X,X
JLOTISZ,X,X,X,O,X,O,X,X,O,X,X,X
JLOTIZS,X,X,O,O,X,O,X,X,X,X,X,X
JLOTSIZ,X,X,O,O,O,O,X,X,O,X,X,X
JLOTSZI,X,X,O,O,O,O,X,O,O,X,X,X
JLOTZIS,X,X,O,O,X,O,X,O,X,X,X,X
JLOTZSI,X,X,O,O,X,O,X,O,O,X,X,X
JLOITSZ,X,X,X,O,X,O,X,X,O,X,X,X
JLOITZS,X,X,O,O,X,O,X,X,X,X,X,X
JLOISTZ,X,X,O,O,X,O,X,X,O,X,X,X
JLOISZT,X,X,O,X,X,X,O,X,O,O,X,X
JLOIZTS,X,X,O,X,X,X,X,X,X,X,X,X
JLOIZST,X,X,O,X,X,X,O,X,X,O,X,X
JLOSTIZ,X,X,O,O,O,O,X,X,O,X,X,X
JLOSTZI,X,X,O,O,O,O,X,O,O,X,X,X
JLOSITZ,X,X,O,O,O,O,X,X,O,X,X,X
JLOSIZT,X,X,O,X,O,X,O,X,O,O,X,X
JLOSZTI,X,X,O,X,O,O,X,O,O,X,X,O
JLOSZIT,X,X,O,X,O,X,O,X,O,O,X,X
JLOZTIS,X,X,O,X,X,O,X,O,X,X,X,O
JLOZTSI,X,X,O,X,X,O,X,O,O,X,X,O
JLOZITS,X,X,O,X,X,X,X,X,X,X,X,X
JLOZIST,X,X,O,X,X,X,O,X,X,O,X,X
JLOZSTI,X,X,O,X,X,O,X,O,O,X,X,O
JLOZSIT,X,X,O,X,X,X,O,X,O,O,X,X
JSTILZO,X,O,O,X,O,X,X,X,X,O,X,X
JSTILOZ,X,X,O,X,O,X,X,X,X,X,X,X
JSTIZLO,X,O,X,X,O,X,X,X,X,O,X,X
JSTIZOL,X,O,X,X,X,X,X,X,X,X,X,X
JSTIOLZ,X,X,O,X,O,O,X,X,X,X,X,X
JSTIOZL,X,O,X,X,O,O,X,X,X,X,X,X
JSTLIZO,X,O,O,X,O,X,X,O,O,O,X,X
JSTLIOZ,X,X,O,X,O,O,X,X,O,X,X,X
JSTLZIO,X,O,O,X,O,X,X,O,O,O,X,X
JSTLZOI,X,O,O,X,O,O,X,O,O,X,X,X
JSTLOIZ,X,X,O,X,O,O,X,X,O,X,X,X
JSTLOZI,X,X,O,X,O,O,X,O,O,X,X,X
JSTZILO,X,O,X,X,O,X,X,O,X,O,X,X
JSTZIOL,X,O,X,X,X,X,X,X,X,X,X,X
JSTZLIO,X,O,O,X,O,X,X,O,X,O,X,X
JSTZLOI,X,O,O,X,O,X,X,O,X,X,X,X
JSTZOIL,X,O,X,X,O,O,X,X,X,X,X,X
JSTZOLI,X,O,O,X,O,O,X,O,X,X,X,X
JSTOILZ,X,X,O,X,O,O,X,X,X,X,X,X
JSTOIZL,X,O,X,X,O,O,X,X,X,X,X,X
JSTOLIZ,X,X,O,X,O,O,X,X,O,X,X,X
JSTOLZI,X,X,O,X,O,O,X,X,O,X,X,X
JSTOZIL,X,O,X,X,O,O,X,X,X,X,X,X
JSTOZLI,X,O,O,X,O,O,X,X,X,X,X,X
JSITLZO,X,O,O,X,O,X,X,X,X,O,X,X
JSITLOZ,X,X,O,X,O,X,X,X,X,X,X,X
JSITZLO,X,O,X,X,O,X,X,X,X,O,X,X
JSITZOL,X,O,X,X,X,X,X,X,X,X,X,X
JSITOLZ,X,X,O,X,O,X,X,X,X,X,X,X
JSITOZL,X,O,X,X,O,X,X,X,X,X,X,X
JSILTZO,X,O,O,X,O,X,X,O,X,O,X,X
JSILTOZ,X,X,O,X,O,X,X,X,X,X,X,X
JSILZTO,X,O,O,X,O,X,X,O,X,O,X,X
JSILZOT,X,X,O,X,X,X,X,X,X,O,X,X
JSILOTZ,X,X,O,X,O,X,X,X,X,X,X,X
JSILOZT,X,X,O,X,X,X,X,X,X,O,X,X
JSIZTLO,X,O,X,X,O,X,X,O,X,O,X,X
JSIZTOL,X,O,X,X,X,X,X,X,X,X,X,X
JSIZLTO,X,O,X,X,O,X,X,O,X,O,X,X
JSIZLOT,X,X,X,X,X,X,X,X,X,O,X,X
JSIZOTL,X,O,X,X,X,X,X,X,X,X,X,X
JSIZOLT,X,X,X,X,X,X,X,X,X,O,X,X
JSIOTLZ,X,X,O,X,O,X,X,X,X,X,X,X
JSIOTZL,X,O,X,X,O,X,X,X,X,X,X,X
JSIOLTZ,X,X,O,X,O,X,X,X,X,X,X,X
JSIOLZT,X,X,O,X,O,X,X,X,X,O,X,X
JSIOZTL,X,O,X,X,O,X,X,X,X,X,X,X
JSIOZLT,X,X,X,X,O,X,X,X,X,O,X,X
JSLTIZO,X,O,O,X,O,X,X,O,O,O,X,X
JSLTIOZ,X,X,O,X,O,O,X,X,O,X,X,X
JSLTZIO,X,O,O,X,O,X,X,O,O,O,X,O
JSLTZOI,X,O,O,X,O,O,X,O,O,X,X,O
JSLTOIZ,X,X,O,X,O,O,X,X,O,X,X,X
JSLTOZI,X,X,O,X,O,O,X,O,O,X,X,X
JSLITZO,X,O,O,X,O,X,X,O,O,O,X,X
JSLITOZ,X,X,O,X,O,O,X,X,O,X,X,X
JSLIZTO,X,O,O,X,O,X,X,O,O,O,X,O
JSLIZOT,X,X,O,X,X,X,X,X,O,O,X,X
JSLIOTZ,X,X,O,X,O,O,X,X,O,X,X,X
JSLIOZT,X,X,O,X,X,X,X,X,O,O,X,X
JSLZTIO,X,O,O,X,O,X,X,O,O,O,X,O
JSLZTOI,X,O,O,X,O,O,X,O,O,X,X,O
JSLZITO,X,O,O,X,O,X,X,O,O,O,X,O
JSLZIOT,X,X,O,X,X,X,X,X,O,O,X,X
JSLZOTI,X,X,O,X,X,O,X,O,O,X,X,O
JSLZOIT,X,X,O,X,X,X,X,X,O,O,X,X
JSLOTIZ,X,X,O,X,O,O,X,X,O,X,X,X
JSLOTZI,X,X,O,X,O,O,X,O,O,X,X,X
JSLOITZ,X,X,O,X,O,O,X,X,O,X,X,X
JSLOIZT,X,X,O,X,O,X,X,X,O,O,X,X
JSLOZTI,X,X,O,X,O,O,X,O,O,X,X,O
JSLOZIT,X,X,O,X,O,X,X,X,O,O,X,X
JSZTILO,X,O,X,X,O,X,X,O,X,O,X,O
JSZTIOL,X,O,X,X,X,X,X,X,X,X,X,O
JSZTLIO,X,O,O,X,O,X,X,O,X,O,X,O
JSZTLOI,X,O,O,X,O,X,X,O,X,X,X,O
JSZTOIL,X,O,X,X,O,X,X,X,X,X,X,O
JSZTOLI,X,O,O,X,O,X,X,O,X,X,X,O
JSZITLO,X,O,X,X,O,X,X,O,X,O,X,X
JSZITOL,X,O,X,X,X,X,X,X,X,X,X,X
JSZILTO,X,O,X,X,O,X,X,O,X,O,X,X
JSZILOT,X,X,X,X,X,X,X,X,X,O,X,X
JSZIOTL,X,O,X,X,X,X,X,X,X,X,X,X
JSZIOLT,X,X,X,X,X,X,X,X,X,O,X,X
JSZLTIO,X,O,O,X,O,X,X,O,X,O,X,O
JSZLTOI,X,O,O,X,O,X,X,O,X,X,X,O
JSZLITO,X,O,O,X,O,X,X,O,X,O,X,O
JSZLIOT,X,X,O,X,X,X,X,X,X,O,X,X
JSZLOTI,X,X,O,X,X,X,X,O,X,X,X,O
JSZLOIT,X,X,O,X,X,X,X,X,X,O,X,X
JSZOTIL,X,O,X,X,O,X,X,X,X,X,X,X
JSZOTLI,X,O,O,X,O,X,X,O,X,X,X,X
JSZOITL,X,O,X,X,O,X,X,X,X,X,X,X
JSZOILT,X,X,X,X,O,X,X,X,X,O,X,X
JSZOLTI,X,X,O,X,O,X,X,O,X,X,X,X
JSZOLIT,X,X,O,X,O,X,X,X,X,O,X,X
JSOTILZ,X,X,O,X,O,O,X,X,X,X,X,X
JSOTIZL,X,O,X,X,O,O,X,X,X,X,X,X
JSOTLIZ,X,X,O,X,O,O,X,X,O,X,X,X
JSOTLZI,X,X,O,X,O,O,X,X,O,X,X,X
JSOTZIL,X,O,X,X,O,O,X,X,X,X,X,X
JSOTZLI,X,O,O,X,O,O,X,X,X,X,X,X
JSOITLZ,X,X,O,X,O,X,X,X,X,X,X,X
JSOITZL,X,O,X,X,O,X,X,X,X,X,X,X
JSOILTZ,X,X,O,X,O,X,X,X,X,X,X,X
JSOILZT,X,X,O,X,O,X,X,X,X,O,X,X
JSOIZTL,X,O,X,X,O,X,X,X,X,X,X,X
JSOIZLT,X,X,X,X,O,X,X,X,X,O,X,X
JSOLTIZ,X,X,O,X,O,O,X,X,O,X,X,X
JSOLTZI,X,X,O,X,O,O,X,O,O,X,X,X
JSOLITZ,X,X,O,X,O,O,X,X,O,X,X,X
JSOLIZT,X,X,O,X,O,X,X,X,O,O,X,X
JSOLZTI,X,X,O,X,O,O,X,O,O,X,X,X
JSOLZIT,X,X,O,X,O,X,X,X,O,O,X,X
JSOZTIL,X,O,X,X,O,X,X,X,X,X,X,X
JSOZTLI,X,O,O,X,O,X,X,O,X,X,X,X
JSOZITL,X,O,X,X,O,X,X,X,X,X,X,X
JSOZILT,X,X,X,X,O,X,X,X,X,O,X,X
JSOZLTI,X,X,O,X,O,X,X,O,X,X,X,X
JSOZLIT,X,X,O,X,O,X,X,X,X,O,X,X
JZTILSO,O,O,X,X,X,X,X,X,X,O,O,O
JZTILOS,O,O,X,X,X,X,X,X,X,X,X,O
JZTISLO,O,O,X,X,X,X,X,O,X,O,O,O
JZTISOL,X,O,X,X,X,X,X,X,X,X,X,O
JZTIOLS,O,O,X,X,X,X,X,X,X,X,X,O
JZTIOSL,O,O,X,X,X,X,X,X,X,X,X,O
JZTLISO,O,O,O,X,X,X,X,O,X,O,O,O
JZTLIOS,O,O,O,X,X,X,X,O,X,X,X,O
JZTLSIO,O,O,O,X,X,X,X,O,O,O,O,O
JZTLSOI,X,O,O,X,X,O,X,O,O,X,X,O
JZTLOIS,O,O,O,X,X,O,X,O,X,X,X,O
JZTLOSI,O,O,O,X,X,O,X,O,O,X,X,O
JZTSILO,O,O,X,X,O,X,X,O,X,O,O,O
JZTSIOL,X,O,X,X,X,X,X,X,X,X,X,O
JZTSLIO,O,O,X,X,O,X,X,O,X,O,X,O
JZTSLOI,X,O,X,X,O,X,X,O,X,X,X,O
JZTSOIL,X,O,X,X,O,O,X,X,X,X,X,O
JZTSOLI,X,O,X,X,O,O,X,O,X,X,X,O
JZTOILS,O,O,X,X,X,O,X,X,X,X,X,O
JZTOISL,O,O,X,X,X,O,X,X,X,X,X,O
JZTOLIS,O,O,O,X,X,O,X,X,X,X,X,O
JZTOLSI,O,O,O,X,X,O,X,X,O,X,X,O
JZTOSIL,O,O,X,X,O,O,X,X,X,X,X,O
JZTOSLI,O,O,X,X,O,O,X,O,X,X,X,O
JZITLSO,O,O,X,X,X,X,X,X,X,O,O,O
JZITLOS,O,O,X,X,X,X,X,X,X,X,X,O
JZITSLO,O,O,X,X,X,X,X,O,X,O,O,O
JZITSOL,X,O,X,X,X,X,X,X,X,X,X,O
JZITOLS,O,O,X,X,X,X,X,X,X,X,X,O
JZITOSL,O,O,X,X,X,X,X,X,X,X,X,O
JZILTSO,O,O,X,X,X,X,X,O,X,O,O,O
JZILTOS,O,O,X,X,X,X,X,O,X,X,X,O
JZILSTO,X,O,X,X,X,X,X,O,X,O,O,O
JZILSOT,X,X,X,X,X,X,O,X,X,O,X,X
JZILOTS,O,O,X,X,X,X,X,X,X,X,X,X
JZILOST,X,X,X,X,X,X,O,X,X,O,X,X
JZISTLO,X,O,X,X,X,X,X,O,X,O,X,X
JZISTOL,X,O,X,X,X,X,X,X,X,X,X,X
JZISLTO,X,O,X,X,X,X,X,O,X,O,X,X
JZISLOT,X,X,X,X,X,X,O,X,X,O,X,X
JZISOTL,X,O,X,X,X,X,X,X,X,X,X,X
JZISOLT,X,X,X,X,X,X,X,X,X,O,X,X
JZIOTLS,O,O,X,X,X,X,X,X,X,X,X,X
JZIOTSL,O,O,X,X,X,X,X,X,X,X,X,X
JZIOLTS,O,O,X,X,X,X,X,X,X,X,X,X
JZIOLST,X,X,X,X,X,X,O,X,X,O,X,X
JZIOSTL,O,O,X,X,X,X,X,X,X,X,X,X
JZIOSLT,X,X,X,X,X,X,O,X,X,O,X,X
JZLTISO,O,O,O,X,X,X,X,O,X,O,O,O
JZLTIOS,O,O,O,X,X,X,X,O,X,X,X,O
JZLTSIO,O,O,O,X,X,X,X,O,O,O,O,O
JZLTSOI,X,O,O,X,X,O,X,O,O,X,X,O
JZLTOIS,O,O,O,X,X,O,X,O,X,X,X,O
JZLTOSI,O,O,O,X,X,O,X,O,O,X,X,O
JZLITSO,O,O,O,X,X,X,X,O,X,O,O,O
JZLITOS,O,O,O,X,X,X,X,O,X,X,X,O
JZLISTO,X,O,O,X,X,X,X,O,X,O,O,O
JZLISOT,X,X,O,X,X,X,O,X,X,O,X,X
JZLIOTS,O,O,O,X,X,X,X,X,X,X,X,X
JZLIOST,X,X,O,X,X,X,O,X,X,O,X,X
JZLSTIO,X,O,O,X,X,X,X,O,O,O,O,O
JZLSTOI,X,O,O,X,X,O,X,O,O,X,X,O
JZLSITO,X,O,O,X,X,X,X,O,O,O,O,O
JZLSIOT,X,X,O,X,X,X,O,X,O,O,X,X
JZLSOTI,X,X,O,X,X,O,X,O,O,X,X,O
JZLSOIT,X,X,O,X,X,X,X,X,O,O,X,X
JZLOTIS,O,O,O,X,X,O,X,O,X,X,X,O
JZLOTSI,O,O,O,X,X,O,X,O,O,X,X,O
JZLOITS,O,O,O,X,X,X,X,X,X,X,X,X
JZLOIST,X,X,O,X,X,X,O,X,X,O,X,X
JZLOSTI,X,X,O,X,X,O,X,O,O,X,X,O
JZLOSIT,X,X,O,X,X,X,O,X,O,O,X,X
JZSTILO,X,O,X,X,O,X,X,O,X,O,X,O
JZSTIOL,X,O,X,X,X,X,X,X,X,X,X,O
JZSTLIO,X,O,O,X,O,X,X,O,X,O,X,O
JZSTLOI,X,O,O,X,O,X,X,O,X,X,X,O
JZSTOIL,X,O,X,X,O,X,X,X,X,X,X,O
JZSTOLI,X,O,O,X,O,X,X,O,X,X,X,O
JZSITLO,X,O,X,X,O,X,X,O,X,O,X,X
JZSITOL,X,O,X,X,X,X,X,X,X,X,X,X
JZSILTO,X,O,X,X,O,X,X,O,X,O,X,X
JZSILOT,X,X,X,X,X,X,O,X,X,O,X,X
JZSIOTL,X,O,X,X,X,X,X,X,X,X,X,X
JZSIOLT,X,X,X,X,X,X,X,X,X,O,X,X
JZSLTIO,X,O,O,X,O,X,X,O,X,O,X,O
JZSLTOI,X,O,O,X,O,X,X,O,X,X,X,O
JZSLITO,X,O,O,X,O,X,X,O,X,O,X,O
JZSLIOT,X,X,O,X,X,X,O,X,X,O,X,X
JZSLOTI,X,X,O,X,X,X,X,O,X,X,X,O
JZSLOIT,X,X,O,X,X,X,X,X,X,O,X,X
JZSOTIL,X,O,X,X,O,X,X,X,X,X,X,X
JZSOTLI,X,O,O,X,O,X,X,O,X,X,X,X
JZSOITL,X,O,X,X,O,X,X,X,X,X,X,X
JZSOILT,X,X,X,X,O,X,X,X,X,O,X,X
JZSOLTI,X,X,O,X,O,X,X,O,X,X,X,X
JZSOLIT,X,X,O,X,O,X,X,X,X,O,X,X
JZOTILS,O,O,X,X,X,O,X,X,X,X,X,O
JZOTISL,O,O,X,X,X,O,X,X,X,X,X,O
JZOTLIS,O,O,O,X,X,O,X,X,X,X,X,O
JZOTLSI,O,O,O,X,X,O,X,X,O,X,X,O
JZOTSIL,O,O,X,X,O,O,X,X,X,X,X,O
JZOTSLI,O,O,X,X,O,O,X,O,X,X,X,O
JZOITLS,O,O,X,X,X,X,X,X,X,X,X,X
JZOITSL,O,O,X,X,X,X,X,X,X,X,X,X
JZOILTS,O,O,X,X,X,X,X,X,X,X,X,X
JZOILST,X,X,X,X,X,X,O,X,X,O,X,X
JZOISTL,O,O,X,X,X,X,X,X,X,X,X,X
JZOISLT,X,X,X,X,X,X,O,X,X,O,X,X
JZOLTIS,O,O,O,X,X,O,X,O,X,X,X,O
JZOLTSI,O,O,O,X,X,O,X,O,O,X,X,O
JZOLITS,O,O,O,X,X,X,X,X,X,X,X,X
JZOLIST,X,X,O,X,X,X,O,X,X,O,X,X
JZOLSTI,X,X,O,X,X,O,X,O,O,X,X,O
JZOLSIT,X,X,O,X,X,X,O,X,O,O,X,X
JZOSTIL,O,O,X,X,O,X,X,X,X,X,X,X
JZOSTLI,O,O,O,X,O,X,X,O,X,X,X,X
JZOSITL,O,O,X,X,O,X,X,X,X,X,X,X
JZOSILT,X,X,X,X,O,X,O,X,X,O,X,X
JZOSLTI,X,X,O,X,O,X,X,O,X,X,X,X
JZOSLIT,X,X,O,X,O,X,O,X,X,O,X,X
JOTILSZ,O,X,X,O,X,O,X,X,O,X,X,X
JOTILZS,X,X,O,O,X,O,X,X,X,X,X,X
JOTISLZ,O,X,X,O,O,O,X,X,X,X,X,X
JOTISZL,O,O,X,O,O,O,X,X,X,X,X,X
JOTIZLS,O,O,X,O,X,O,X,X,X,X,X,X
JOTIZSL,O,O,X,O,X,O,X,X,X,X,X,X
JOTLISZ,O,X,X,O,X,O,X,X,O,X,X,X
JOTLIZS,X,X,O,O,X,O,X,X,X,X,X,X
JOTLSIZ,O,X,O,O,O,O,X,X,O,X,X,X
JOTLSZI,X,X,O,O,O,O,X,X,O,X,X,X
JOTLZIS,X,X,O,O,X,O,X,X,X,X,X,X
JOTLZSI,X,X,O,O,X,O,X,X,O,X,X,X
JOTSILZ,O,X,O,O,O,O,X,X,X,X,X,X
JOTSIZL,O,O,X,O,O,O,X,X,X,X,X,X
JOTSLIZ,O,X,O,O,O,O,X,X,O,X,X,X
JOTSLZI,X,X,O,O,O,O,X,X,O,X,X,X
JOTSZIL,O,O,X,O,O,O,X,X,X,X,X,X
JOTSZLI,O,O,O,X,O,O,X,X,X,X,X,X
JOTZILS,O,O,X,O,X,O,X,X,X,X,X,X
JOTZISL,O,O,X,O,X,O,X,X,X,X,X,X
JOTZLIS,O,O,O,O,X,O,X,X,X,X,X,X
JOTZLSI,O,O,O,O,X,O,X,X,O,X,X,X
JOTZSIL,O,O,X,O,O,O,X,X,X,X,X,X
JOTZSLI,O,O,X,X,O,O,X,X,X,X,X,X
JOITLSZ,O,X,X,O,X,O,X,X,O,X,X,X
JOITLZS,X,X,O,O,X,O,X,X,X,X,X,X
JOITSLZ,O,X,X,O,O,O,X,X,X,X,X,X
JOITSZL,O,O,X,O,O,O,X,X,X,X,X,X
JOITZLS,O,O,X,O,X,O,X,X,X,X,X,X
JOITZSL,O,O,X,O,X,O,X,X,X,X,X,X
JOILTSZ,X,X,X,O,X,O,X,X,O,X,X,X
JOILTZS,X,X,O,O,X,O,X,X,X,X,X,X
JOILSTZ,X,X,O,O,X,O,X,X,O,X,X,X
JOILSZT,X,X,O,X,X,X,O,X,O,O,X,X
JOILZTS,X,X,O,X,X,X,X,X,X,X,X,X
JOILZST,X,X,O,X,X,X,O,X,X,O,X,X
JOISTLZ,O,X,O,X,O,X,X,X,X,X,X,X
JOISTZL,O,O,X,X,O,X,X,X,X,X,X,X
JOISLTZ,X,X,O,X,O,X,X,X,X,X,X,X
JOISLZT,X,X,O,X,O,X,O,X,X,O,X,X
JOISZTL,O,O,X,X,O,X,X,X,X,X,X,X
JOISZLT,X,X,X,X,O,X,O,X,X,O,X,X
JOIZTLS,O,O,X,X,X,X,X,X,X,X,X,X
JOIZTSL,O,O,X,X,X,X,X,X,X,X,X,X
JOIZLTS,O,O,X,X,X,X,X,X,X,X,X,X
JOIZLST,X,X,X,X,X,X,O,X,X,O,X,X
JOIZSTL,O,O,X,X,X,X,X,X,X,X,X,X
JOIZSLT,X,X,X,X,X,X,O,X,X,O,X,X
JOLTISZ,X,X,X,O,X,O,X,X,O,X,X,X
JOLTIZS,X,X,O,O,X,O,X,X,X,X,X,X
JOLTSIZ,X,X,O,O,O,O,X,X,O,X,X,X
JOLTSZI,X,X,O,O,O,O,X,O,O,X,X,X
JOLTZIS,X,X,O,O,X,O,X,O,X,X,X,X
JOLTZSI,X,X,O,O,X,O,X,O,O,X,X,X
JOLITSZ,X,X,X,O,X,O,X,X,O,X,X,X
JOLITZS,X,X,O,O,X,O,X,X,X,X,X,X
JOLISTZ,X,X,O,O,X,O,X,X,O,X,X,X
JOLISZT,X,X,O,X,X,X,O,X,O,O,X,X
JOLIZTS,X,X,O,X,X,X,X,X,X,X,X,X
JOLIZST,X,X,O,X,X,X,O,X,X,O,X,X
JOLSTIZ,X,X,O,O,O,O,X,X,O,X,X,X
JOLSTZI,X,X,O,O,O,O,X,O,O,X,X,X
JOLSITZ,X,X,O,O,O,O,X,X,O,X,X,X
JOLSIZT,X,X,O,X,O,X,O,X,O,O,X,X
JOLSZTI,X,X,O,X,O,O,X,O,O,X,X,O
JOLSZIT,X,X,O,X,O,X,O,X,O,O,X,X
JOLZTIS,X,X,O,X,X,O,X,O,X,X,X,O
JOLZTSI,X,X,O,X,X,O,X,O,O,X,X,O
JOLZITS,X,X,O,X,X,X,X,X,X,X,X,X
JOLZIST,X,X,O,X,X,X,O,X,X,O,X,X
JOLZSTI,X,X,O,X,X,O,X,O,O,X,X,O
JOLZSIT,X,X,O,X,X,X,O,X,O,O,X,X
JOSTILZ,O,X,O,X,O,O,X,X,X,X,X,X
JOSTIZL,O,O,X,X,O,O,X,X,X,X,X,X
JOSTLIZ,O,X,O,X,O,O,X,X,O,X,X,X
JOSTLZI,X,X,O,X,O,O,X,X,O,X,X,X
JOSTZIL,O,O,X,X,O,O,X,X,X,X,X,X
JOSTZLI,O,O,O,X,O,O,X,X,X,X,X,X
JOSITLZ,O,X,O,X,O,X,X,X,X,X,X,X
JOSITZL,O,O,X,X,O,X,X,X,X,X,X,X
JOSILTZ,X,X,O,X,O,X,X,X,X,X,X,X
JOSILZT,X,X,O,X,O,X,O,X,X,O,X,X
JOSIZTL,O,O,X,X,O,X,X,X,X,X,X,X
JOSIZLT,X,X,X,X,O,X,O,X,X,O,X,X
JOSLTIZ,X,X,O,X,O,O,X,X,O,X,X,X
JOSLTZI,X,X,O,X,O,O,X,O,O,X,X,X
JOSLITZ,X,X,O,X,O,O,X,X,O,X,X,X
JOSLIZT,X,X,O,X,O,X,O,X,O,O,X,X
JOSLZTI,X,X,O,X,O,O,X,O,O,X,X,X
JOSLZIT,X,X,O,X,O,X,O,X,O,O,X,X
JOSZTIL,O,O,X,X,O,X,X,X,X,X,X,X
JOSZTLI,O,O,O,X,O,X,X,O,X,X,X,X
JOSZITL,O,O,X,X,O,X,X,X,X,X,X,X
JOSZILT,X,X,X,X,O,X,O,X,X,O,X,X
JOSZLTI,X,X,O,X,O,X,X,O,X,X,X,X
JOSZLIT,X,X,O,X,O,X,O,X,X,O,X,X
JOZTILS,O,O,X,X,X,O,X,X,X,X,X,O
JOZTISL,O,O,X,X,X,O,X,X,X,X,X,O
JOZTLIS,O,O,O,X,X,O,X,X,X,X,X,O
JOZTLSI,O,O,O,X,X,O,X,X,O,X,X,O
JOZTSIL,O,O,X,X,O,O,X,X,X,X,X,O
JOZTSLI,O,O,X,X,O,O,X,O,X,X,X,O
JOZITLS,O,O,X,X,X,X,X,X,X,X,X,X
JOZITSL,O,O,X,X,X,X,X,X,X,X,X,X
JOZILTS,O,O,X,X,X,X,X,X,X,X,X,X
JOZILST,X,X,X,X,X,X,O,X,X,O,X,X
JOZISTL,O,O,X,X,X,X,X,X,X,X,X,X
JOZISLT,X,X,X,X,X,X,O,X,X,O,X,X
JOZLTIS,O,O,O,X,X,O,X,O,X,X,X,O
JOZLTSI,O,O,O,X,X,O,X,O,O,X,X,O
JOZLITS,O,O,O,X,X,X,X,X,X,X,X,X
JOZLIST,X,X,O,X,X,X,O,X,X,O,X,X
JOZLSTI,X,X,O,X,X,O,X,O,O,X,X,O
JOZLSIT,X,X,O,X,X,X,O,X,O,O,X,X
JOZSTIL,O,O,X,X,O,X,X,X,X,X,X,X
JOZSTLI,O,O,O,X,O,X,X,O,X,X,X,X
JOZSITL,O,O,X,X,O,X,X,X,X,X,X,X
JOZSILT,X,X,X,X,O,X,O,X,X,O,X,X
JOZSLTI,X,X,O,X,O,X,X,O,X,X,X,X
JOZSLIT,X,X,O,X,O,X,O,X,X,O,X,X
STILJZO,O,X,X,X,O,X,X,X,X,X,X,X
STILJOZ,O,X,X,X,O,X,X,X,X,X,X,X
STILZJO,O,O,O,X,O,X,X,X,X,X,X,X
STILZOJ,O,O,O,X,X,X,X,X,X,X,X,X
STILOJZ,O,X,X,X,O,X,X,X,X,X,X,X
STILOZJ,O,X,O,X,X,X,X,X,X,X,X,X
STIJLZO,O,O,X,X,O,X,X,X,X,X,X,X
STIJLOZ,O,X,X,X,O,X,X,X,X,X,X,X
STIJZLO,O,O,X,X,O,X,X,X,X,X,X,X
STIJZOL,X,O,X,X,X,X,X,X,X,X,X,X
STIJOLZ,X,X,X,X,O,O,X,X,X,X,X,X
