sequence,v115@9gA8IeA8HeB8FeD8BeA8CeC8Je5EJvhFigB3hBFjBc?qBOsBTrB,v115@9gA8IeA8HeB8FeD8BeA8CeC8Je5EJvhFigBFiBXjBc?qBOrBzrB,v115@9gA8IeA8HeB8FeD8BeA8CeC8JeCAJvhFxhBXjBllBc?rBesBzpB,v115@9gA8IeA8HeB8FeD8BeA8CeC8JeRAJvhFUiBFjBGlBK?rBfsBzpB,v115@9gA8IeA8HeB8FeD8BeA8CeC8JeCAJvhFxhBXjB0lBm?mBzpB1wB,v115@9gA8IeA8HeB8FeD8BeA8CeC8JeRAJvhFUiBFjBClBO?rBXqBzrB
OJLISZT,O,O,O,O,X,X
OJLIZTS,O,O,O,O,X,O
OJLIZST,O,O,O,O,X,X
OJLSTIZ,O,O,O,O,O,O
OJLSTZI,O,O,O,O,O,O
OJLSITZ,O,O,O,O,O,O
OJLSIZT,O,O,O,O,O,O
OJLSZTI,O,O,O,O,O,O
OJLSZIT,O,O,O,O,O,O
OJLZTIS,O,O,O,O,O,O
OJLZTSI,O,O,O,O,O,O
OJLZITS,O,O,O,O,X,O
OJLZIST,O,O,O,O,X,X
OJLZSTI,O,O,O,O,O,O
OJLZSIT,O,O,O,O,O,O
OJSTILZ,O,O,O,O,O,O
OJSTIZL,O,O,O,X,O,O
OJSTLIZ,O,O,O,O,O,O
OJSTLZI,O,O,O,O,O,O
OJSTZIL,O,O,O,X,O,O
OJSTZLI,O,O,O,O,O,O
OJSITLZ,O,O,O,O,O,O
OJSITZL,O,O,O,X,O,O
OJSILTZ,O,O,O,O,O,O
OJSILZT,O,O,O,O,O,O
OJSIZTL,O,O,O,X,X,O
OJSIZLT,O,O,O,X,O,O
OJSLTIZ,O,O,O,O,O,O
OJSLTZI,O,O,O,O,O,O
OJSLITZ,O,O,O,O,O,O
OJSLIZT,O,O,O,O,O,O
OJSLZTI,O,O,O,O,O,O
OJSLZIT,O,O,O,O,O,O
OJSZTIL,O,O,O,X,O,O
OJSZTLI,O,O,O,O,O,O
OJSZITL,O,O,O,X,X,O
OJSZILT,O,O,O,X,O,O
OJSZLTI,O,O,O,O,O,O
OJSZLIT,O,O,O,O,O,O
OJZTILS,O,O,O,O,O,O
OJZTISL,O,O,O,X,O,O
OJZTLIS,O,O,O,O,O,O
OJZTLSI,O,O,O,O,O,O
OJZTSIL,O,O,O,X,O,O
OJZTSLI,O,O,O,O,O,O
OJZITLS,O,O,O,O,X,O
OJZITSL,O,O,O,X,X,O
OJZILTS,O,O,O,O,X,O
OJZILST,O,O,O,O,X,X
OJZISTL,O,O,O,X,X,O
OJZISLT,O,O,O,X,X,O
OJZLTIS,O,O,O,O,O,O
OJZLTSI,O,O,O,O,O,O
OJZLITS,O,O,O,O,X,O
OJZLIST,O,O,O,O,X,X
OJZLSTI,O,O,O,O,O,O
OJZLSIT,O,O,O,O,O,O
OJZSTIL,O,O,O,X,O,O
OJZSTLI,O,O,O,O,O,O
OJZSITL,O,O,O,X,X,O
OJZSILT,O,O,O,X,O,O
OJZSLTI,O,O,O,O,O,O
OJZSLIT,O,O,O,O,O,O
OSTILJZ,X,X,O,O,O,O
OSTILZJ,O,O,X,O,O,O
OSTIJLZ,X,O,O,X,O,O
OSTIJZL,O,O,O,X,O,O
OSTIZLJ,O,O,X,O,O,O
OSTIZJL,O,O,X,X,O,X
OSTLIJZ,X,X,O,O,O,O
OSTLIZJ,O,O,X,O,O,O
OSTLJIZ,X,X,O,O,O,O
OSTLJZI,X,X,O,O,O,O
OSTLZIJ,O,O,X,O,O,O
OSTLZJI,O,O,O,O,O,O
OSTJILZ,X,O,O,O,O,O
OSTJIZL,O,O,O,X,O,O
OSTJLIZ,X,O,O,O,O,O
OSTJLZI,X,O,O,O,O,O
OSTJZIL,O,O,O,X,O,O
OSTJZLI,O,O,O,O,O,O
OSTZILJ,O,O,X,O,O,O
OSTZIJL,O,O,X,X,O,X
OSTZLIJ,O,O,X,O,O,O
OSTZLJI,O,O,O,O,O,O
OSTZJIL,O,O,O,X,O,O
OSTZJLI,O,O,O,O,O,O
OSITLJZ,X,X,O,O,O,O
OSITLZJ,O,O,X,O,O,O
OSITJLZ,X,O,O,X,O,O
OSITJZL,O,O,O,X,O,O
OSITZLJ,O,O,X,O,O,O
OSITZJL,O,O,X,X,O,X
OSILTJZ,X,X,O,O,O,O
OSILTZJ,O,O,X,O,O,O
OSILJTZ,X,O,O,O,O,O
OSILJZT,X,O,O,O,O,O
OSILZTJ,O,O,X,O,O,O
OSILZJT,O,O,O,O,O,O
OSIJTLZ,O,O,O,X,O,O
OSIJTZL,O,O,O,X,O,O
OSIJLTZ,O,O,O,X,O,O
OSIJLZT,O,O,O,X,O,O
OSIJZTL,O,O,O,X,X,O
OSIJZLT,O,O,O,X,O,O
OSIZTLJ,O,O,X,O,O,O
OSIZTJL,O,O,X,X,O,X
OSIZLTJ,O,O,X,O,O,O
OSIZLJT,O,O,O,O,O,O
OSIZJTL,O,O,O,X,X,X
OSIZJLT,O,O,O,X,O,X
OSLTIJZ,X,X,O,O,O,O
OSLTIZJ,O,O,X,O,O,O
OSLTJIZ,X,X,O,O,O,O
OSLTJZI,X,X,O,O,O,O
OSLTZIJ,O,O,X,O,O,O
OSLTZJI,O,O,O,O,O,O
OSLITJZ,X,X,O,O,O,O
OSLITZJ,O,O,X,O,O,O
OSLIJTZ,X,O,O,O,O,O
OSLIJZT,X,O,O,O,O,O
OSLIZTJ,O,O,X,O,O,O
OSLIZJT,O,O,O,O,O,O
OSLJTIZ,X,O,O,O,O,O
OSLJTZI,X,O,O,O,O,O
OSLJITZ,X,O,O,O,O,O
OSLJIZT,X,O,O,O,O,O
OSLJZTI,X,O,O,O,O,O
OSLJZIT,X,O,O,O,O,O
OSLZTIJ,O,O,X,O,O,O
OSLZTJI,O,O,O,O,O,O
OSLZITJ,O,O,X,O,O,O
OSLZIJT,O,O,O,O,O,O
OSLZJTI,O,O,O,O,O,O
OSLZJIT,O,O,O,O,O,O
OSJTILZ,O,O,O,O,O,O
OSJTIZL,O,O,O,X,O,O
OSJTLIZ,O,O,O,O,O,O
OSJTLZI,O,O,O,O,O,O
OSJTZIL,O,O,O,X,O,O
OSJTZLI,O,O,O,O,O,O
OSJITLZ,O,O,O,O,O,O
OSJITZL,O,O,O,X,O,O
OSJILTZ,O,O,O,O,O,O
OSJILZT,O,O,O,O,O,O
OSJIZTL,O,O,O,X,X,O
OSJIZLT,O,O,O,X,O,O
OSJLTIZ,O,O,O,O,O,O
OSJLTZI,O,O,O,O,O,O
OSJLITZ,O,O,O,O,O,O
OSJLIZT,O,O,O,O,O,O
OSJLZTI,O,O,O,O,O,O
OSJLZIT,O,O,O,O,O,O
OSJZTIL,O,O,O,X,O,O
OSJZTLI,O,O,O,O,O,O
OSJZITL,O,O,O,X,X,O
OSJZILT,O,O,O,X,O,O
OSJZLTI,O,O,O,O,O,O
OSJZLIT,O,O,O,O,O,O
OSZTILJ,O,O,X,O,O,O
OSZTIJL,O,O,X,X,O,X
OSZTLIJ,O,O,X,O,O,O
OSZTLJI,O,O,O,O,O,O
OSZTJIL,O,O,O,X,O,O
OSZTJLI,O,O,O,O,O,O
OSZITLJ,O,O,X,O,O,O
OSZITJL,O,O,X,X,O,X
OSZILTJ,O,O,X,O,O,O
OSZILJT,O,O,O,O,O,O
OSZIJTL,O,O,O,X,X,X
OSZIJLT,O,O,O,X,O,X
OSZLTIJ,O,O,X,O,O,O
OSZLTJI,O,O,O,O,O,O
OSZLITJ,O,O,X,O,O,O
OSZLIJT,O,O,O,O,O,O
OSZLJTI,O,O,O,O,O,O
OSZLJIT,O,O,O,O,O,O
OSZJTIL,O,O,O,X,O,O
OSZJTLI,O,O,O,O,O,O
OSZJITL,O,O,O,X,X,O
OSZJILT,O,O,O,X,O,O
OSZJLTI,O,O,O,O,O,O
OSZJLIT,O,O,O,O,O,O
OZTILJS,O,O,O,X,O,X
OZTILSJ,O,O,X,X,O,X
OZTIJLS,O,O,O,X,O,X
OZTIJSL,O,O,O,X,O,X
OZTISLJ,O,O,X,O,O,O
OZTISJL,O,O,X,X,O,X
OZTLIJS,O,O,O,X,O,X
OZTLISJ,O,O,X,O,O,X
OZTLJIS,O,O,O,O,O,X
OZTLJSI,O,O,O,O,O,X
OZTLSIJ,O,O,X,O,O,O
OZTLSJI,O,O,O,O,O,O
OZTJILS,O,O,O,O,O,O
OZTJISL,O,O,O,X,O,O
OZTJLIS,O,O,O,O,O,O
OZTJLSI,O,O,O,O,O,O
OZTJSIL,O,O,O,X,O,O
OZTJSLI,O,O,O,O,O,O
OZTSILJ,O,O,X,O,O,O
OZTSIJL,O,O,X,X,O,X
OZTSLIJ,O,O,X,O,O,O
OZTSLJI,O,O,O,O,O,O
OZTSJIL,O,O,O,X,O,O
OZTSJLI,O,O,O,O,O,O
OZITLJS,O,O,O,X,O,X
OZITLSJ,O,O,X,X,O,X
OZITJLS,O,O,O,X,O,X
OZITJSL,O,O,O,X,O,X
OZITSLJ,O,O,X,O,O,O
OZITSJL,O,O,X,X,O,X
OZILTJS,O,O,X,X,O,X
OZILTSJ,O,O,X,X,O,X
OZILJTS,O,O,O,X,X,X
OZILJST,O,O,O,X,X,X
OZILSTJ,O,O,X,X,O,X
OZILSJT,O,O,X,X,O,X
OZIJTLS,O,O,O,X,X,X
OZIJTSL,O,O,O,X,X,X
OZIJLTS,O,O,O,X,X,X
OZIJLST,O,O,O,X,X,X
OZIJSTL,O,O,O,X,X,X
OZIJSLT,O,O,O,X,X,X
OZISTLJ,O,O,X,O,O,O
OZISTJL,O,O,X,X,O,X
OZISLTJ,O,O,X,O,O,O
OZISLJT,O,O,X,O,O,O
OZISJTL,O,O,X,X,X,X
OZISJLT,O,O,X,X,O,X
OZLTIJS,O,O,O,X,O,X
OZLTISJ,O,O,X,O,O,X
OZLTJIS,O,O,O,O,O,X
OZLTJSI,O,O,O,O,O,X
OZLTSIJ,O,O,X,O,O,O
OZLTSJI,O,O,O,O,O,O
OZLITJS,O,O,X,X,O,X
OZLITSJ,O,O,X,O,O,X
OZLIJTS,O,O,O,X,X,X
OZLIJST,O,O,O,X,X,X
OZLISTJ,O,O,X,O,O,X
OZLISJT,O,O,X,O,O,X
OZLJTIS,O,O,O,O,O,X
OZLJTSI,O,O,O,O,O,X
OZLJITS,O,O,O,O,X,X
OZLJIST,O,O,O,O,X,X
OZLJSTI,O,O,O,O,O,X
OZLJSIT,O,O,O,O,O,X
OZLSTIJ,O,O,X,O,O,O
OZLSTJI,O,O,O,O,O,O
OZLSITJ,O,O,X,O,O,O
OZLSIJT,O,O,O,O,O,O
OZLSJTI,O,O,O,O,O,O
OZLSJIT,O,O,O,O,O,O
OZJTILS,O,O,O,O,O,O
OZJTISL,O,O,O,X,O,O
OZJTLIS,O,O,O,O,O,O
OZJTLSI,O,O,O,O,O,O
OZJTSIL,O,O,O,X,O,O
OZJTSLI,O,O,O,O,O,O
OZJITLS,O,O,O,O,X,O
OZJITSL,O,O,O,X,X,O
OZJILTS,O,O,O,O,X,O
OZJILST,O,O,O,O,X,X
OZJISTL,O,O,O,X,X,O
OZJISLT,O,O,O,X,X,O
OZJLTIS,O,O,O,O,O,O
OZJLTSI,O,O,O,O,O,O
OZJLITS,O,O,O,O,X,O
OZJLIST,O,O,O,O,X,X
OZJLSTI,O,O,O,O,O,O
OZJLSIT,O,O,O,O,O,O
OZJSTIL,O,O,O,X,O,O
OZJSTLI,O,O,O,O,O,O
OZJSITL,O,O,O,X,X,O
OZJSILT,O,O,O,X,O,O
OZJSLTI,O,O,O,O,O,O
OZJSLIT,O,O,O,O,O,O
OZSTILJ,O,O,X,O,O,O
OZSTIJL,O,O,X,X,O,X
OZSTLIJ,O,O,X,O,O,O
OZSTLJI,O,O,O,O,O,O
OZSTJIL,O,O,O,X,O,O
OZSTJLI,O,O,O,O,O,O
OZSITLJ,O,O,X,O,O,O
OZSITJL,O,O,X,X,O,X
OZSILTJ,O,O,X,O,O,O
OZSILJT,O,O,O,O,O,O
OZSIJTL,O,O,O,X,X,X
OZSIJLT,O,O,O,X,O,X
OZSLTIJ,O,O,X,O,O,O
OZSLTJI,O,O,O,O,O,O
OZSLITJ,O,O,X,O,O,O
OZSLIJT,O,O,O,O,O,O
OZSLJTI,O,O,O,O,O,O
OZSLJIT,O,O,O,O,O,O
OZSJTIL,O,O,O,X,O,O
OZSJTLI,O,O,O,O,O,O
OZSJITL,O,O,O,X,X,O
OZSJILT,O,O,O,X,O,O
OZSJLTI,O,O,O,O,O,O
OZSJLIT,O,O,O,O,O,O
