sequence,v115@9gA8IeA8FeA8BeA8FeC8EeE8JeRAJvhFFiBTjBGlB0?mB3pByvB,v115@9gA8IeA8FeA8BeA8FeC8EeE8JeuEJvhFFhBXiBTjBy?uBRrB0qB,v115@9gA8IeA8FeA8BeA8FeC8EeE8JeSFJvhFxhBTjBmmBU?qBFrB3pB,v115@9gA8IeA8FeA8BeA8FeC8EeE8JeUBJvhFFiBTjBClB2?vBRrB3pB,v115@9gA8IeA8FeA8BeA8FeC8EeE8JeRAJvhFSmBOnBTjB3?pBFrBUqB,v115@9gA8IeA8FeA8BeA8FeC8EeE8JeRAJvhFSmBOnBTjBU?lB1uBXrB,v115@9gA8IeA8FeA8BeA8FeC8EeE8JexAJvhFXiBTjBllBU?qBirB+pB
ZOJLIST,O,X,X,O,X,X,X
ZOJLSTI,O,X,O,X,X,X,O
ZOJLSIT,O,X,X,O,X,X,X
ZOJSTIL,O,X,X,X,O,X,X
ZOJSTLI,O,X,X,X,O,X,X
ZOJSITL,O,X,X,X,X,X,X
ZOJSILT,O,X,X,X,X,X,X
ZOJSLTI,O,X,O,X,X,X,O
ZOJSLIT,O,X,X,X,X,X,X
ZOSTILJ,O,O,X,X,X,X,X
ZOSTIJL,O,X,O,X,X,X,X
ZOSTLIJ,O,X,X,X,O,X,O
ZOSTLJI,O,O,O,X,O,X,O
ZOSTJIL,O,X,O,X,O,X,X
ZOSTJLI,O,X,O,X,O,X,X
ZOSITLJ,O,O,X,X,X,X,X
ZOSITJL,O,X,O,X,X,X,X
ZOSILTJ,O,O,X,X,X,X,O
ZOSILJT,X,O,X,X,X,X,X
ZOSIJTL,O,X,X,X,X,X,X
ZOSIJLT,O,X,X,X,X,X,X
ZOSLTIJ,O,X,X,X,X,X,O
ZOSLTJI,O,O,O,X,X,X,O
ZOSLITJ,O,O,X,X,X,X,O
ZOSLIJT,X,O,X,X,X,X,X
ZOSLJTI,O,O,O,X,X,X,O
ZOSLJIT,O,O,X,X,X,X,X
ZOSJTIL,O,X,X,X,O,X,X
ZOSJTLI,O,X,X,X,O,X,X
ZOSJITL,O,X,X,X,X,X,X
ZOSJILT,O,X,X,X,X,X,X
ZOSJLTI,O,X,O,X,X,X,O
ZOSJLIT,O,X,X,X,X,X,X
OTILJSZ,O,O,O,O,O,X,X
OTILJZS,O,O,O,O,O,X,X
OTILSJZ,X,O,X,X,O,X,X
OTILSZJ,X,O,X,X,O,X,X
OTILZJS,X,O,O,O,O,X,X
OTILZSJ,X,O,X,X,X,X,X
OTIJLSZ,X,O,O,O,O,X,X
OTIJLZS,X,O,O,O,O,X,X
OTIJSLZ,X,O,O,O,O,O,X
OTIJSZL,X,X,O,O,O,O,X
OTIJZLS,X,X,O,O,X,O,X
OTIJZSL,X,X,O,O,X,O,X
OTISLJZ,X,O,X,X,O,O,X
OTISLZJ,X,O,X,X,O,O,X
OTISJLZ,O,O,O,O,O,O,X
OTISJZL,O,X,O,O,O,O,X
OTISZLJ,O,O,X,X,X,O,X
OTISZJL,O,X,O,O,X,O,X
OTIZLJS,O,O,O,O,X,O,X
OTIZLSJ,O,O,X,X,X,O,X
OTIZJLS,O,X,O,O,X,O,X
OTIZJSL,O,X,O,O,X,O,X
OTIZSLJ,O,O,X,X,X,O,X
OTIZSJL,O,X,O,O,X,O,X
OTLIJSZ,O,O,O,O,O,X,X
OTLIJZS,O,O,O,O,O,X,X
OTLISJZ,X,O,X,X,O,X,X
OTLISZJ,X,O,X,X,O,X,X
OTLIZJS,X,O,O,O,O,X,X
OTLIZSJ,X,O,X,X,X,X,X
OTLJISZ,O,O,O,O,O,X,X
OTLJIZS,O,O,O,O,O,X,X
OTLJSIZ,O,O,O,X,O,O,X
OTLJSZI,X,O,O,X,O,O,X
OTLJZIS,O,X,O,X,O,O,X
OTLJZSI,O,X,O,X,O,O,X
OTLSIJZ,X,O,X,X,O,O,X
OTLSIZJ,X,O,X,X,O,O,X
OTLSJIZ,O,O,O,X,O,O,X
OTLSJZI,X,O,O,X,O,O,X
OTLSZIJ,O,X,X,X,O,O,O
OTLSZJI,O,O,X,X,O,O,O
OTLZIJS,O,X,O,X,O,O,O
OTLZISJ,O,X,X,X,X,O,O
OTLZJIS,O,X,O,X,O,O,O
OTLZJSI,O,X,O,X,O,O,O
OTLZSIJ,O,X,X,X,O,O,O
OTLZSJI,O,X,O,X,O,O,O
OTJILSZ,X,X,O,O,O,X,X
OTJILZS,X,X,O,O,O,X,X
OTJISLZ,X,X,O,O,O,O,X
OTJISZL,X,X,O,O,O,O,X
OTJIZLS,X,X,O,O,X,O,X
OTJIZSL,X,X,O,O,X,O,X
OTJLISZ,O,X,O,O,O,X,X
OTJLIZS,O,X,O,O,O,X,X
OTJLSIZ,O,X,O,X,O,O,X
OTJLSZI,X,X,O,X,O,O,X
OTJLZIS,O,X,O,O,O,O,X
OTJLZSI,X,X,O,X,O,O,X
OTJSILZ,O,X,O,O,O,O,X
OTJSIZL,O,X,O,O,O,O,X
OTJSLIZ,O,X,O,X,O,O,X
OTJSLZI,X,X,O,X,O,O,X
OTJSZIL,O,X,O,X,O,O,X
OTJSZLI,O,X,O,X,O,O,X
OTJZILS,O,X,O,O,X,O,X
OTJZISL,O,X,O,O,X,O,X
OTJZLIS,O,X,O,X,O,O,X
OTJZLSI,O,X,O,X,O,O,X
OTJZSIL,O,X,O,X,O,O,X
OTJZSLI,O,X,O,X,O,O,X
OTSILJZ,X,O,X,X,O,O,X
OTSILZJ,X,O,X,X,O,O,X
OTSIJLZ,O,O,O,O,O,O,X
OTSIJZL,O,X,O,O,O,O,X
OTSIZLJ,O,O,X,X,X,O,X
OTSIZJL,O,X,O,O,X,O,X
OTSLIJZ,X,O,X,X,O,O,X
OTSLIZJ,X,O,X,X,O,O,X
OTSLJIZ,O,O,O,X,O,O,X
OTSLJZI,X,O,O,X,O,O,X
OTSLZIJ,O,X,X,X,O,O,O
OTSLZJI,O,O,X,X,O,O,O
OTSJILZ,O,O,O,O,O,O,X
OTSJIZL,O,X,O,O,O,O,X
OTSJLIZ,O,O,O,X,O,O,X
OTSJLZI,X,O,O,X,O,O,X
OTSJZIL,O,X,O,X,O,O,X
OTSJZLI,O,X,O,X,O,O,X
OTSZILJ,O,O,X,X,X,O,X
OTSZIJL,O,X,O,X,X,O,X
OTSZLIJ,O,X,X,X,O,O,O
OTSZLJI,O,O,O,X,O,O,O
OTSZJIL,O,X,O,X,O,O,X
OTSZJLI,O,X,O,X,O,O,X
OTZILJS,O,X,O,O,X,O,O
OTZILSJ,O,X,X,X,X,O,O
OTZIJLS,O,X,O,O,X,O,X
OTZIJSL,O,X,O,O,X,O,X
OTZISLJ,O,X,X,X,X,O,X
OTZISJL,O,X,O,O,X,O,X
OTZLIJS,O,X,O,X,O,O,O
OTZLISJ,O,X,X,X,X,O,O
OTZLJIS,O,X,O,X,O,O,O
OTZLJSI,O,X,O,X,O,O,O
OTZLSIJ,O,X,X,X,O,O,O
OTZLSJI,O,X,O,X,O,O,O
OTZJILS,O,X,O,O,X,O,X
OTZJISL,O,X,O,O,X,O,X
OTZJLIS,O,X,O,X,O,O,O
OTZJLSI,O,X,O,X,O,O,O
OTZJSIL,O,X,O,X,O,O,X
OTZJSLI,O,X,O,X,O,O,X
OTZSILJ,O,X,X,X,X,O,X
OTZSIJL,O,X,O,X,X,O,X
OTZSLIJ,O,X,X,X,O,O,O
OTZSLJI,O,X,O,X,O,O,O
OTZSJIL,O,X,O,X,O,O,X
OTZSJLI,O,X,O,X,O,O,X
OITLJSZ,O,O,O,O,O,X,X
OITLJZS,O,O,O,O,O,X,X
OITLSJZ,X,O,X,X,O,X,X
OITLSZJ,X,O,X,X,O,X,X
OITLZJS,X,O,O,O,O,X,X
OITLZSJ,X,O,X,X,X,X,X
OITJLSZ,X,O,O,O,O,X,X
OITJLZS,X,O,O,O,O,X,X
OITJSLZ,X,O,O,O,O,O,X
OITJSZL,X,X,O,O,O,O,X
OITJZLS,X,X,O,O,X,O,X
OITJZSL,X,X,O,O,X,O,X
OITSLJZ,X,O,X,X,O,O,X
OITSLZJ,X,O,X,X,O,O,X
OITSJLZ,O,O,O,O,O,O,X
OITSJZL,O,X,O,O,O,O,X
OITSZLJ,O,O,X,X,X,O,X
OITSZJL,O,X,O,O,X,O,X
OITZLJS,O,O,O,O,X,O,X
OITZLSJ,O,O,X,X,X,O,X
OITZJLS,O,X,O,O,X,O,X
OITZJSL,O,X,O,O,X,O,X
OITZSLJ,O,O,X,X,X,O,X
OITZSJL,O,X,O,O,X,O,X
OILTJSZ,O,O,O,O,X,X,X
OILTJZS,O,O,O,O,X,X,X
OILTSJZ,X,O,X,X,X,X,X
OILTSZJ,X,O,X,X,X,X,X
OILTZJS,X,O,O,O,X,X,X
OILTZSJ,X,O,X,X,X,X,X
OILJTSZ,O,O,O,O,X,X,X
OILJTZS,O,O,O,O,X,X,X
OILJSTZ,O,O,X,O,X,X,X
OILJSZT,O,O,X,O,X,X,X
OILJZTS,O,O,X,O,X,X,X
OILJZST,O,O,X,O,X,X,X
OILSTJZ,X,O,X,X,X,X,X
OILSTZJ,X,O,X,X,X,X,X
OILSJTZ,X,O,X,X,X,X,X
OILSJZT,X,O,X,X,X,X,X
OILSZTJ,X,O,X,X,X,X,O
OILSZJT,X,O,X,X,X,X,X
OILZTJS,O,O,O,O,X,X,O
OILZTSJ,O,O,X,X,X,X,O
OILZJTS,O,O,X,O,X,X,X
OILZJST,O,O,X,O,X,X,X
OILZSTJ,O,O,X,X,X,X,O
OILZSJT,X,O,X,X,X,X,X
OIJTLSZ,X,O,O,O,O,X,X
OIJTLZS,X,O,O,O,O,X,X
OIJTSLZ,X,O,O,O,O,O,X
OIJTSZL,X,X,O,O,O,O,X
OIJTZLS,X,X,O,O,X,O,X
OIJTZSL,X,X,O,O,X,O,X
OIJLTSZ,X,O,O,O,X,X,X
OIJLTZS,X,O,O,O,X,X,X
OIJLSTZ,X,O,X,O,X,X,X
OIJLSZT,X,O,X,O,X,X,X
OIJLZTS,X,O,X,O,X,X,X
OIJLZST,X,O,X,O,X,X,X
OIJSTLZ,X,O,O,O,O,X,X
OIJSTZL,X,X,O,O,O,X,X
OIJSLTZ,X,O,X,O,X,X,X
OIJSLZT,X,O,X,O,X,X,X
OIJSZTL,X,X,X,O,X,X,X
OIJSZLT,X,X,X,O,X,X,X
OIJZTLS,X,X,O,O,X,X,X
OIJZTSL,X,X,O,O,X,X,X
OIJZLTS,X,X,O,O,X,X,X
OIJZLST,X,X,X,O,X,X,X
OIJZSTL,X,X,X,O,X,X,X
OIJZSLT,X,X,X,O,X,X,X
OISTLJZ,X,O,X,X,O,X,X
OISTLZJ,X,O,X,X,O,X,X
OISTJLZ,O,O,O,O,O,X,X
OISTJZL,O,X,O,O,O,X,X
OISTZLJ,O,O,X,X,X,X,X
OISTZJL,O,X,O,O,X,X,X
OISLTJZ,X,O,X,X,X,X,X
OISLTZJ,X,O,X,X,X,X,X
OISLJTZ,X,O,X,X,X,X,X
OISLJZT,X,O,X,X,X,X,X
OISLZTJ,X,O,X,X,X,X,O
OISLZJT,X,O,X,X,X,X,X
OISJTLZ,O,O,O,O,O,X,X
OISJTZL,O,X,O,O,O,X,X
OISJLTZ,O,O,X,O,X,X,X
OISJLZT,O,O,X,O,X,X,X
OISJZTL,O,X,X,O,X,X,X
OISJZLT,O,X,X,O,X,X,X
OISZTLJ,O,O,X,X,X,X,X
OISZTJL,O,X,O,O,X,X,X
OISZLTJ,O,O,X,X,X,X,O
OISZLJT,X,O,X,X,X,X,X
OISZJTL,O,X,X,O,X,X,X
OISZJLT,O,X,X,O,X,X,X
OIZTLJS,O,O,O,O,X,X,O
OIZTLSJ,O,O,X,X,X,X,O
OIZTJLS,O,X,O,O,X,X,X
OIZTJSL,O,X,O,O,X,X,X
OIZTSLJ,O,O,X,X,X,X,X
OIZTSJL,O,X,O,O,X,X,X
OIZLTJS,O,O,O,O,X,X,O
OIZLTSJ,O,O,X,X,X,X,O
OIZLJTS,O,O,O,O,X,X,X
OIZLJST,O,O,X,O,X,X,X
OIZLSTJ,O,O,X,X,X,X,O
OIZLSJT,X,O,X,X,X,X,X
OIZJTLS,O,X,O,O,X,X,X
OIZJTSL,O,X,O,O,X,X,X
OIZJLTS,X,X,O,O,X,X,X
OIZJLST,X,X,X,O,X,X,X
OIZJSTL,X,X,X,O,X,X,X
OIZJSLT,X,X,X,O,X,X,X
OIZSTLJ,O,O,X,X,X,X,X
OIZSTJL,O,X,O,O,X,X,X
OIZSLTJ,O,O,X,X,X,X,O
OIZSLJT,X,O,X,X,X,X,X
OIZSJTL,O,X,X,O,X,X,X
OIZSJLT,O,X,X,O,X,X,X
OLTIJSZ,O,O,O,O,O,X,X
OLTIJZS,O,O,O,O,O,X,X
OLTISJZ,X,O,X,X,O,X,X
OLTISZJ,X,O,X,X,O,X,X
OLTIZJS,X,O,O,O,O,X,X
OLTIZSJ,X,O,X,X,X,X,X
OLTJISZ,O,O,O,O,O,X,X
OLTJIZS,O,O,O,O,O,X,X
OLTJSIZ,O,O,O,X,O,O,X
OLTJSZI,X,O,O,X,O,O,X
OLTJZIS,O,X,O,X,O,O,X
OLTJZSI,O,X,O,X,O,O,X
OLTSIJZ,X,O,X,X,O,O,X
OLTSIZJ,X,O,X,X,O,O,X
OLTSJIZ,O,O,O,X,O,O,X
OLTSJZI,X,O,O,X,O,O,X
OLTSZIJ,O,X,X,X,O,O,O
OLTSZJI,O,O,X,X,O,O,O
OLTZIJS,O,X,O,X,O,O,O
OLTZISJ,O,X,X,X,X,O,O
OLTZJIS,O,X,O,X,O,O,O
OLTZJSI,O,X,O,X,O,O,O
OLTZSIJ,O,X,X,X,O,O,O
OLTZSJI,O,X,O,X,O,O,O
OLITJSZ,O,O,O,O,X,X,X
OLITJZS,O,O,O,O,X,X,X
OLITSJZ,X,O,X,X,X,X,X
OLITSZJ,X,O,X,X,X,X,X
OLITZJS,X,O,O,O,X,X,X
OLITZSJ,X,O,X,X,X,X,X
OLIJTSZ,O,O,O,O,X,X,X
OLIJTZS,O,O,O,O,X,X,X
OLIJSTZ,O,O,X,O,X,X,X
OLIJSZT,O,O,X,O,X,X,X
OLIJZTS,O,O,X,O,X,X,X
OLIJZST,O,O,X,O,X,X,X
OLISTJZ,X,O,X,X,X,X,X
OLISTZJ,X,O,X,X,X,X,X
OLISJTZ,X,O,X,X,X,X,X
OLISJZT,X,O,X,X,X,X,X
OLISZTJ,X,O,X,X,X,X,O
OLISZJT,X,O,X,X,X,X,X
OLIZTJS,O,O,O,O,X,X,O
OLIZTSJ,O,O,X,X,X,X,O
OLIZJTS,O,O,X,O,X,X,X
OLIZJST,O,O,X,O,X,X,X
OLIZSTJ,O,O,X,X,X,X,O
OLIZSJT,X,O,X,X,X,X,X
OLJTISZ,O,O,O,O,O,X,X
OLJTIZS,O,O,O,O,O,X,X
OLJTSIZ,O,O,O,X,O,O,X
OLJTSZI,X,O,O,X,O,O,X
OLJTZIS,O,X,O,O,O,O,X
OLJTZSI,O,X,O,X,O,O,X
OLJITSZ,O,O,O,O,X,X,X
OLJITZS,O,O,O,O,X,X,X
OLJISTZ,O,O,X,O,X,X,X
OLJISZT,O,O,X,O,X,X,X
OLJIZTS,O,O,X,O,X,X,X
OLJIZST,O,O,X,O,X,X,X
OLJSTIZ,O,O,X,X,O,X,X
OLJSTZI,X,O,X,X,O,X,X
OLJSITZ,O,O,X,X,X,X,X
OLJSIZT,O,O,X,X,X,X,X
OLJSZTI,O,O,X,X,X,X,O
OLJSZIT,O,O,X,O,X,X,X
OLJZTIS,O,X,O,O,X,X,O
OLJZTSI,O,X,O,X,X,X,O
OLJZITS,O,O,O,O,X,X,X
OLJZIST,O,O,X,O,X,X,X
OLJZSTI,O,O,O,X,X,X,O
OLJZSIT,O,O,X,O,X,X,X
OLSTIJZ,X,O,X,X,O,X,X
OLSTIZJ,X,O,X,X,O,X,X
OLSTJIZ,O,O,X,X,O,X,X
OLSTJZI,X,O,X,X,O,X,X
OLSTZIJ,O,X,X,X,O,X,O
OLSTZJI,O,O,X,X,O,X,O
OLSITJZ,X,O,X,X,X,X,X
OLSITZJ,X,O,X,X,X,X,X
OLSIJTZ,X,O,X,X,X,X,X
OLSIJZT,X,O,X,X,X,X,X
OLSIZTJ,X,O,X,X,X,X,O
OLSIZJT,X,O,X,X,X,X,X
OLSJTIZ,O,O,X,X,O,X,X
OLSJTZI,X,O,X,X,O,X,X
OLSJITZ,O,O,X,X,X,X,X
OLSJIZT,O,O,X,X,X,X,X
OLSJZTI,O,O,X,X,X,X,O
OLSJZIT,O,O,X,X,X,X,X
OLSZTIJ,O,X,X,X,X,X,O
OLSZTJI,O,O,X,X,X,X,O
OLSZITJ,O,O,X,X,X,X,O
OLSZIJT,X,O,X,X,X,X,X
OLSZJTI,O,O,X,X,X,X,O
OLSZJIT,O,O,X,X,X,X,X
OLZTIJS,O,X,O,X,X,X,O
OLZTISJ,O,X,X,X,X,X,O
OLZTJIS,O,X,O,X,X,X,O
OLZTJSI,O,X,O,X,X,X,O
OLZTSIJ,O,X,X,X,X,X,O
OLZTSJI,O,X,O,X,X,X,O
OLZITJS,O,O,O,X,X,X,O
OLZITSJ,O,O,X,X,X,X,O
OLZIJTS,O,O,O,X,X,X,X
OLZIJST,O,O,X,X,X,X,X
OLZISTJ,O,O,X,X,X,X,O
OLZISJT,X,O,X,X,X,X,X
OLZJTIS,O,X,O,X,X,X,O
OLZJTSI,O,X,O,X,X,X,O
OLZJITS,O,O,O,X,X,X,X
OLZJIST,O,O,X,X,X,X,X
OLZJSTI,O,O,O,X,X,X,O
OLZJSIT,O,O,X,X,X,X,X
OLZSTIJ,O,X,X,X,X,X,O
OLZSTJI,O,O,O,X,X,X,O
OLZSITJ,O,O,X,X,X,X,O
OLZSIJT,X,O,X,X,X,X,X
OLZSJTI,O,O,O,X,X,X,O
OLZSJIT,O,O,X,X,X,X,X
OJTILSZ,X,X,O,O,O,X,X
OJTILZS,X,X,O,O,O,X,X
OJTISLZ,X,X,O,O,O,O,X
OJTISZL,X,X,O,O,O,O,X
OJTIZLS,X,X,O,O,X,O,X
OJTIZSL,X,X,O,O,X,O,X
OJTLISZ,O,X,O,O,O,X,X
OJTLIZS,O,X,O,O,O,X,X
OJTLSIZ,O,X,O,X,O,O,X
OJTLSZI,X,X,O,X,O,O,X
OJTLZIS,O,X,O,O,O,O,X
OJTLZSI,X,X,O,X,O,O,X
OJTSILZ,O,X,O,O,O,O,X
OJTSIZL,O,X,O,O,O,O,X
OJTSLIZ,O,X,O,X,O,O,X
OJTSLZI,X,X,O,X,O,O,X
OJTSZIL,O,X,O,X,O,O,X
OJTSZLI,O,X,O,X,O,O,X
OJTZILS,O,X,O,O,X,O,X
OJTZISL,O,X,O,O,X,O,X
OJTZLIS,O,X,O,X,O,O,X
OJTZLSI,O,X,O,X,O,O,X
OJTZSIL,O,X,O,X,O,O,X
OJTZSLI,O,X,O,X,O,O,X
OJITLSZ,X,O,O,O,O,X,X
OJITLZS,X,O,O,O,O,X,X
OJITSLZ,X,O,O,O,O,O,X
OJITSZL,X,X,O,O,O,O,X
OJITZLS,X,X,O,O,X,O,X
OJITZSL,X,X,O,O,X,O,X
OJILTSZ,X,O,O,O,X,X,X
OJILTZS,X,O,O,O,X,X,X
OJILSTZ,X,O,X,O,X,X,X
OJILSZT,X,O,X,O,X,X,X
OJILZTS,X,O,X,O,X,X,X
OJILZST,X,O,X,O,X,X,X
OJISTLZ,X,O,O,O,O,X,X
OJISTZL,X,X,O,O,O,X,X
OJISLTZ,X,O,X,O,X,X,X
OJISLZT,X,O,X,O,X,X,X
OJISZTL,X,X,X,O,X,X,X
OJISZLT,X,X,X,O,X,X,X
OJIZTLS,X,X,O,O,X,X,X
OJIZTSL,X,X,O,O,X,X,X
OJIZLTS,X,X,O,O,X,X,X
OJIZLST,X,X,X,O,X,X,X
OJIZSTL,X,X,X,O,X,X,X
OJIZSLT,X,X,X,O,X,X,X
OJLTISZ,O,O,O,O,O,X,X
OJLTIZS,O,O,O,O,O,X,X
OJLTSIZ,O,O,O,X,O,O,X
OJLTSZI,X,O,O,X,O,O,X
OJLTZIS,O,X,O,O,O,O,X
OJLTZSI,O,X,O,X,O,O,X
OJLITSZ,O,O,O,O,X,X,X
OJLITZS,O,O,O,O,X,X,X
OJLISTZ,O,O,X,O,X,X,X
OJLISZT,O,O,X,O,X,X,X
OJLIZTS,O,O,X,O,X,X,X
OJLIZST,O,O,X,O,X,X,X
OJLSTIZ,O,O,X,X,O,X,X
OJLSTZI,X,O,X,X,O,X,X
OJLSITZ,O,O,X,X,X,X,X
OJLSIZT,O,O,X,X,X,X,X
OJLSZTI,O,O,X,X,X,X,O
OJLSZIT,O,O,X,O,X,X,X
OJLZTIS,O,X,O,O,X,X,O
OJLZTSI,O,X,O,X,X,X,O
OJLZITS,O,O,O,O,X,X,X
OJLZIST,O,O,X,O,X,X,X
OJLZSTI,O,O,O,X,X,X,O
OJLZSIT,O,O,X,O,X,X,X
OJSTILZ,O,O,O,O,O,O,X
OJSTIZL,O,X,O,O,O,O,X
OJSTLIZ,O,O,O,X,O,O,X
OJSTLZI,X,O,O,X,O,O,X
OJSTZIL,O,X,O,X,O,O,X
OJSTZLI,O,X,O,X,O,O,X
OJSITLZ,O,O,O,O,O,X,X
OJSITZL,O,X,O,O,O,X,X
OJSILTZ,O,O,X,O,X,X,X
OJSILZT,O,O,X,O,X,X,X
OJSIZTL,O,X,X,O,X,X,X
OJSIZLT,O,X,X,O,X,X,X
OJSLTIZ,O,O,X,X,O,X,X
OJSLTZI,X,O,X,X,O,X,X
OJSLITZ,O,O,X,X,X,X,X
OJSLIZT,O,O,X,X,X,X,X
OJSLZTI,O,O,X,X,X,X,O
OJSLZIT,O,O,X,O,X,X,X
OJSZTIL,O,X,X,X,O,X,X
OJSZTLI,O,X,X,X,O,X,X
OJSZITL,O,X,X,X,X,X,X
OJSZILT,O,X,X,X,X,X,X
OJSZLTI,O,X,O,X,X,X,O
OJSZLIT,O,X,X,X,X,X,X
OJZTILS,O,X,O,O,X,O,X
OJZTISL,O,X,O,O,X,O,X
OJZTLIS,O,X,O,X,O,O,O
OJZTLSI,O,X,O,X,O,O,O
OJZTSIL,O,X,O,X,O,O,X
OJZTSLI,O,X,O,X,O,O,X
OJZITLS,O,X,O,O,X,X,X
OJZITSL,O,X,O,O,X,X,X
OJZILTS,X,X,O,O,X,X,X
OJZILST,X,X,X,O,X,X,X
OJZISTL,X,X,X,O,X,X,X
OJZISLT,X,X,X,O,X,X,X
OJZLTIS,O,X,O,O,X,X,O
OJZLTSI,O,X,O,X,X,X,O
OJZLITS,O,X,O,O,X,X,X
OJZLIST,O,X,X,O,X,X,X
OJZLSTI,O,X,O,X,X,X,O
OJZLSIT,O,X,X,O,X,X,X
OJZSTIL,O,X,X,X,O,X,X
OJZSTLI,O,X,X,X,O,X,X
OJZSITL,O,X,X,X,X,X,X
OJZSILT,O,X,X,X,X,X,X
OJZSLTI,O,X,O,X,X,X,O
OJZSLIT,O,X,X,X,X,X,X
OSTILJZ,X,O,X,X,O,O,X
OSTILZJ,X,O,X,X,O,O,X
OSTIJLZ,O,O,O,O,O,O,X
OSTIJZL,O,X,O,O,O,O,X
OSTIZLJ,O,O,X,X,X,O,X
OSTIZJL,O,X,O,O,X,O,X
OSTLIJZ,X,O,X,X,O,O,X
OSTLIZJ,X,O,X,X,O,O,X
OSTLJIZ,O,O,O,X,O,O,X
OSTLJZI,X,O,O,X,O,O,X
OSTLZIJ,O,X,X,X,O,O,O
OSTLZJI,O,O,X,X,O,O,O
OSTJILZ,O,O,O,O,O,O,X
OSTJIZL,O,X,O,O,O,O,X
OSTJLIZ,O,O,O,X,O,O,X
OSTJLZI,X,O,O,X,O,O,X
OSTJZIL,O,X,O,X,O,O,X
OSTJZLI,O,X,O,X,O,O,X
OSTZILJ,O,O,X,X,X,O,X
OSTZIJL,O,X,O,X,X,O,X
OSTZLIJ,O,X,X,X,O,O,O
OSTZLJI,O,O,O,X,O,O,O
OSTZJIL,O,X,O,X,O,O,X
OSTZJLI,O,X,O,X,O,O,X
OSITLJZ,X,O,X,X,O,X,X
OSITLZJ,X,O,X,X,O,X,X
OSITJLZ,O,O,O,O,O,X,X
OSITJZL,O,X,O,O,O,X,X
OSITZLJ,O,O,X,X,X,X,X
OSITZJL,O,X,O,O,X,X,X
OSILTJZ,X,O,X,X,X,X,X
OSILTZJ,X,O,X,X,X,X,X
OSILJTZ,X,O,X,X,X,X,X
OSILJZT,X,O,X,X,X,X,X
OSILZTJ,X,O,X,X,X,X,O
OSILZJT,X,O,X,X,X,X,X
OSIJTLZ,O,O,O,O,O,X,X
OSIJTZL,O,X,O,O,O,X,X
OSIJLTZ,O,O,X,O,X,X,X
OSIJLZT,O,O,X,O,X,X,X
OSIJZTL,O,X,X,O,X,X,X
OSIJZLT,O,X,X,O,X,X,X
OSIZTLJ,O,O,X,X,X,X,X
OSIZTJL,O,X,O,O,X,X,X
OSIZLTJ,O,O,X,X,X,X,O
OSIZLJT,X,O,X,X,X,X,X
OSIZJTL,O,X,X,O,X,X,X
OSIZJLT,O,X,X,O,X,X,X
OSLTIJZ,X,O,X,X,O,X,X
OSLTIZJ,X,O,X,X,O,X,X
OSLTJIZ,O,O,X,X,O,X,X
OSLTJZI,X,O,X,X,O,X,X
OSLTZIJ,O,X,X,X,O,X,O
OSLTZJI,O,O,X,X,O,X,O
OSLITJZ,X,O,X,X,X,X,X
OSLITZJ,X,O,X,X,X,X,X
OSLIJTZ,X,O,X,X,X,X,X
OSLIJZT,X,O,X,X,X,X,X
OSLIZTJ,X,O,X,X,X,X,O
OSLIZJT,X,O,X,X,X,X,X
OSLJTIZ,O,O,X,X,O,X,X
OSLJTZI,X,O,X,X,O,X,X
OSLJITZ,O,O,X,X,X,X,X
OSLJIZT,O,O,X,X,X,X,X
OSLJZTI,O,O,X,X,X,X,O
OSLJZIT,O,O,X,X,X,X,X
OSLZTIJ,O,X,X,X,X,X,O
OSLZTJI,O,O,X,X,X,X,O
OSLZITJ,O,O,X,X,X,X,O
OSLZIJT,X,O,X,X,X,X,X
OSLZJTI,O,O,X,X,X,X,O
OSLZJIT,O,O,X,X,X,X,X
OSJTILZ,O,O,O,O,O,O,X
OSJTIZL,O,X,O,O,O,O,X
OSJTLIZ,O,O,O,X,O,O,X
OSJTLZI,X,O,O,X,O,O,X
OSJTZIL,O,X,O,X,O,O,X
OSJTZLI,O,X,O,X,O,O,X
OSJITLZ,O,O,O,O,O,X,X
OSJITZL,O,X,O,O,O,X,X
OSJILTZ,O,O,X,O,X,X,X
OSJILZT,O,O,X,O,X,X,X
OSJIZTL,O,X,X,O,X,X,X
OSJIZLT,O,X,X,O,X,X,X
OSJLTIZ,O,O,X,X,O,X,X
OSJLTZI,X,O,X,X,O,X,X
OSJLITZ,O,O,X,X,X,X,X
OSJLIZT,O,O,X,X,X,X,X
OSJLZTI,O,O,X,X,X,X,O
OSJLZIT,O,O,X,O,X,X,X
OSJZTIL,O,X,X,X,O,X,X
OSJZTLI,O,X,X,X,O,X,X
OSJZITL,O,X,X,X,X,X,X
OSJZILT,O,X,X,X,X,X,X
OSJZLTI,O,X,O,X,X,X,O
OSJZLIT,O,X,X,X,X,X,X
OSZTILJ,O,O,X,X,X,X,X
OSZTIJL,O,X,O,X,X,X,X
OSZTLIJ,O,X,X,X,O,X,O
OSZTLJI,O,O,O,X,O,X,O
OSZTJIL,O,X,O,X,O,X,X
OSZTJLI,O,X,O,X,O,X,X
OSZITLJ,O,O,X,X,X,X,X
OSZITJL,O,X,O,X,X,X,X
OSZILTJ,O,O,X,X,X,X,O
OSZILJT,X,O,X,X,X,X,X
