sequence,v115@9gA8IeB8FeD8FeD8GeA8JeFAJvhFXhBxiBCnBTqB2w?B0sB,v115@9gA8IeB8FeD8FeD8GeA8JeUAJvhFFhBxiBqsBTqBmr?B3rB,v115@9gA8IeB8FeD8FeD8GeA8JeFAJvhF6mBxiBzlB2vBXs?B0sB,v115@9gA8IeB8FeD8FeD8GeA8JeGAJvhFThBxiBKqBFrBXs?B0sB,v115@9gA8IeB8FeD8FeD8GeA8JeaFJvhFzgB+mBxiB1vBXs?B0sB,v115@9gA8IeB8FeD8FeD8GeA8JeUAJvhFRhBXmB6sB2vBzr?BFtB,v115@9gA8IeB8FeD8FeD8GeA8JeUAJvhFFhBTiBWsBiqBXt?BRwB,v115@9gA8IeB8FeD8FeD8GeA8JeRAJvhFOqBlmBcsBzqBCs?BXtB
SZTJLOI,O,X,X,X,O,X,X,X
SZTJOIL,O,X,O,X,O,X,X,O
SZTJOLI,X,X,O,X,O,X,X,O
SZTOILJ,O,O,X,X,X,X,X,X
SZTOIJL,O,O,X,X,X,X,X,X
SZTOLIJ,O,O,X,X,X,X,X,X
SZTOLJI,O,O,X,X,O,X,X,X
SZTOJIL,O,O,X,X,O,X,X,O
SZTOJLI,O,O,X,X,O,X,X,O
SZITLJO,O,X,O,X,O,X,O,X
SZITLOJ,O,O,X,X,X,X,X,X
SZITJLO,O,X,O,X,O,X,X,X
SZITJOL,O,X,O,X,O,X,X,X
SZITOLJ,O,O,X,X,X,X,X,X
SZITOJL,O,O,X,X,X,X,X,X
SZILTJO,O,X,O,O,X,X,O,X
SZILTOJ,O,O,X,O,X,X,X,X
SZILJTO,O,X,O,O,X,X,O,X
SZILJOT,O,X,X,X,X,X,O,X
SZILOTJ,O,O,X,X,X,X,X,X
SZILOJT,O,O,X,X,X,X,X,X
SZIJTLO,O,X,O,X,O,X,X,X
SZIJTOL,O,X,O,X,O,X,X,X
SZIJLTO,O,X,O,O,X,X,O,X
SZIJLOT,O,X,X,X,X,X,O,X
SZIJOTL,O,X,O,X,X,X,X,X
SZIJOLT,O,X,O,X,X,X,O,X
SZIOTLJ,O,O,X,X,X,X,X,X
SZIOTJL,O,O,X,X,X,X,X,X
SZIOLTJ,O,O,X,X,X,X,X,X
SZIOLJT,O,O,X,X,X,X,X,X
SZIOJTL,O,O,X,X,X,X,X,X
SZIOJLT,O,X,X,X,X,X,X,X
SZLTIJO,O,X,O,O,X,X,O,X
SZLTIOJ,O,O,X,O,X,X,X,X
SZLTJIO,O,X,X,O,X,X,X,X
SZLTJOI,O,X,X,O,X,X,X,X
SZLTOIJ,O,X,X,O,X,X,X,X
SZLTOJI,X,X,X,O,X,X,X,X
SZLITJO,O,X,O,O,X,X,O,X
SZLITOJ,O,O,X,O,X,X,X,X
SZLIJTO,O,X,O,O,X,X,O,X
SZLIJOT,O,X,X,X,X,X,O,X
SZLIOTJ,O,O,X,X,X,X,X,X
SZLIOJT,O,O,X,X,X,X,X,X
SZLJTIO,O,X,O,O,X,X,X,X
SZLJTOI,O,X,X,O,X,O,X,X
SZLJITO,O,X,O,O,X,X,X,X
SZLJIOT,O,X,X,X,X,O,X,X
SZLJOTI,O,X,X,X,X,O,X,X
SZLJOIT,O,X,X,X,X,O,X,X
SZLOTIJ,O,O,X,X,X,X,X,X
SZLOTJI,O,O,X,X,X,X,X,X
SZLOITJ,O,O,X,X,X,X,X,X
SZLOIJT,O,O,X,X,X,X,X,X
SZLOJTI,O,O,X,X,X,O,X,X
SZLOJIT,O,O,X,X,X,O,X,X
SZJTILO,O,X,O,X,O,X,X,X
SZJTIOL,O,X,O,X,O,X,X,X
SZJTLIO,O,X,O,X,O,X,X,X
SZJTLOI,O,X,X,X,O,O,X,X
SZJTOIL,O,X,O,X,O,X,X,O
SZJTOLI,X,X,O,X,O,O,X,O
SZJITLO,O,X,O,X,O,X,X,X
SZJITOL,O,X,O,X,O,X,X,X
SZJILTO,O,X,O,O,X,X,X,X
SZJILOT,O,X,X,X,X,O,X,X
SZJIOTL,O,X,O,X,X,X,X,X
SZJIOLT,O,X,O,X,X,O,X,X
SZJLTIO,O,X,O,X,X,X,X,X
SZJLTOI,O,X,X,X,X,O,X,X
SZJLITO,O,X,O,X,X,X,X,X
SZJLIOT,O,X,X,X,X,O,X,X
SZJLOTI,O,X,X,X,X,O,X,X
SZJLOIT,O,X,X,X,X,O,X,X
SZJOTIL,O,X,O,X,X,X,X,O
SZJOTLI,O,X,O,X,X,O,X,O
SZJOITL,O,X,O,X,X,X,X,O
SZJOILT,O,X,O,X,X,O,X,X
SZJOLTI,O,X,O,X,X,O,X,X
SZJOLIT,O,X,O,X,X,O,X,X
SZOTILJ,O,O,X,X,X,X,X,X
SZOTIJL,O,O,X,X,X,X,X,X
SZOTLIJ,O,O,X,X,X,X,X,X
SZOTLJI,O,O,X,X,X,X,X,X
SZOTJIL,O,O,X,X,X,X,X,O
SZOTJLI,O,O,X,X,X,X,X,O
SZOITLJ,O,O,X,X,X,X,X,X
SZOITJL,O,O,X,X,X,X,X,X
SZOILTJ,O,O,X,X,X,X,X,X
SZOILJT,O,O,X,X,X,X,X,X
SZOIJTL,O,O,X,X,X,X,X,X
SZOIJLT,O,X,X,X,X,X,X,X
SZOLTIJ,O,O,X,X,X,X,X,X
SZOLTJI,O,O,X,X,X,X,X,X
SZOLITJ,O,O,X,X,X,X,X,X
SZOLIJT,O,O,X,X,X,X,X,X
SZOLJTI,O,O,X,X,X,O,X,X
SZOLJIT,O,O,X,X,X,O,X,X
SZOJTIL,O,O,X,X,X,X,X,O
SZOJTLI,O,O,X,X,X,O,X,O
SZOJITL,O,O,X,X,X,X,X,O
SZOJILT,O,X,X,X,X,O,X,X
SZOJLTI,O,O,X,X,X,O,X,X
SZOJLIT,O,O,X,X,X,O,X,X
SOTILJZ,O,X,O,X,O,X,X,X
SOTILZJ,O,X,X,X,X,X,X,X
SOTIJLZ,O,X,O,X,O,X,X,X
SOTIJZL,O,X,O,X,O,X,X,X
SOTIZLJ,O,X,X,X,X,X,X,X
SOTIZJL,O,X,X,X,X,X,X,X
SOTLIJZ,O,X,O,X,O,X,X,X
SOTLIZJ,O,X,X,X,X,X,X,X
SOTLJIZ,O,X,X,X,O,O,X,X
SOTLJZI,O,X,X,X,O,O,X,X
SOTLZIJ,O,X,X,X,X,X,X,X
SOTLZJI,X,X,X,X,O,X,X,X
SOTJILZ,O,X,O,X,O,X,X,X
SOTJIZL,O,X,O,X,O,X,X,X
SOTJLIZ,O,X,O,X,O,O,X,X
SOTJLZI,O,X,O,X,O,O,X,X
SOTJZIL,O,X,O,X,O,X,X,X
SOTJZLI,O,X,O,X,O,O,X,X
SOTZILJ,O,X,X,X,X,X,X,X
SOTZIJL,O,X,X,X,X,X,X,X
SOTZLIJ,O,X,X,X,X,X,X,X
SOTZLJI,O,X,X,X,O,X,X,X
SOTZJIL,O,X,X,X,O,X,X,X
SOTZJLI,O,X,X,X,O,X,X,X
SOITLJZ,O,X,O,X,O,X,X,X
SOITLZJ,O,X,X,X,X,X,X,X
SOITJLZ,O,X,O,X,O,X,X,X
SOITJZL,O,X,O,X,O,X,X,X
SOITZLJ,O,X,X,X,X,X,X,X
SOITZJL,O,X,X,X,X,X,X,X
SOILTJZ,O,X,O,O,X,X,X,X
SOILTZJ,O,X,X,O,X,X,X,X
SOILJTZ,X,O,O,O,X,O,X,X
SOILJZT,X,O,X,X,X,O,X,X
SOILZTJ,X,O,X,X,X,X,X,X
SOILZJT,X,O,X,X,X,X,X,X
SOIJTLZ,O,X,O,X,O,X,X,X
SOIJTZL,O,O,O,X,O,X,X,X
SOIJLTZ,O,X,O,O,X,O,X,X
SOIJLZT,O,X,O,X,X,O,X,X
SOIJZTL,O,O,O,X,X,X,X,X
SOIJZLT,X,X,O,X,X,O,X,X
SOIZTLJ,O,O,X,X,X,X,X,X
SOIZTJL,O,O,X,X,X,X,X,X
SOIZLTJ,O,O,X,X,X,X,X,X
SOIZLJT,O,O,X,X,X,X,X,X
SOIZJTL,O,O,X,X,X,X,X,X
SOIZJLT,O,X,X,X,X,X,X,X
SOLTIJZ,O,X,O,O,X,X,X,X
SOLTIZJ,O,X,X,O,X,X,X,X
SOLTJIZ,O,X,X,O,X,O,X,X
SOLTJZI,O,X,X,O,X,O,X,X
SOLTZIJ,O,X,X,O,X,X,X,X
SOLTZJI,X,X,X,O,X,X,X,X
SOLITJZ,O,X,O,O,X,X,X,X
SOLITZJ,O,X,X,O,X,X,X,X
SOLIJTZ,X,O,O,O,X,O,X,X
SOLIJZT,X,O,X,X,X,O,X,X
SOLIZTJ,X,O,X,X,X,X,X,X
SOLIZJT,X,O,X,X,X,X,X,X
SOLJTIZ,O,O,O,O,X,O,X,X
SOLJTZI,O,O,X,O,X,O,X,X
SOLJITZ,O,O,O,O,X,O,X,X
SOLJIZT,O,O,X,X,X,O,X,X
SOLJZTI,O,O,X,X,X,O,X,X
SOLJZIT,O,O,X,X,X,O,X,X
SOLZTIJ,O,O,X,X,X,X,X,X
SOLZTJI,X,O,X,X,X,X,X,X
SOLZITJ,O,O,X,X,X,X,X,X
SOLZIJT,X,O,X,X,X,X,X,X
SOLZJTI,X,O,X,X,X,O,X,X
SOLZJIT,X,O,X,X,X,O,X,X
SOJTILZ,O,X,O,X,O,X,X,X
SOJTIZL,O,O,O,X,O,X,X,X
SOJTLIZ,O,O,O,X,O,O,X,X
SOJTLZI,O,O,O,X,O,O,X,X
SOJTZIL,O,O,O,X,O,X,X,X
SOJTZLI,O,O,O,X,O,O,X,X
SOJITLZ,O,X,O,X,O,X,X,X
SOJITZL,O,O,O,X,O,X,X,X
SOJILTZ,O,X,O,O,X,O,X,X
SOJILZT,O,X,O,X,X,O,X,X
SOJIZTL,O,O,O,X,X,X,X,O
SOJIZLT,X,X,O,X,X,O,X,X
SOJLTIZ,O,O,O,X,X,O,X,X
SOJLTZI,O,O,O,X,X,O,X,X
SOJLITZ,O,O,O,X,X,O,X,X
SOJLIZT,O,O,O,X,X,O,X,X
SOJLZTI,O,O,O,X,X,O,X,X
SOJLZIT,O,O,O,X,X,O,X,X
SOJZTIL,O,O,O,X,X,X,X,O
SOJZTLI,O,O,O,X,X,O,X,O
SOJZITL,O,O,O,X,X,X,X,O
SOJZILT,X,X,O,X,X,O,X,X
SOJZLTI,O,O,O,X,X,O,X,X
SOJZLIT,O,O,O,X,X,O,X,X
SOZTILJ,O,O,X,X,X,X,X,X
SOZTIJL,O,O,X,X,X,X,X,X
SOZTLIJ,O,O,X,X,X,X,X,X
SOZTLJI,O,O,X,X,X,X,X,X
SOZTJIL,O,O,X,X,X,X,X,O
SOZTJLI,O,O,X,X,X,X,X,O
SOZITLJ,O,O,X,X,X,X,X,X
SOZITJL,O,O,X,X,X,X,X,X
SOZILTJ,O,O,X,X,X,X,X,X
SOZILJT,O,O,X,X,X,X,X,X
SOZIJTL,O,O,X,X,X,X,X,X
SOZIJLT,O,X,X,X,X,X,X,X
SOZLTIJ,O,O,X,X,X,X,X,X
SOZLTJI,O,O,X,X,X,X,X,X
SOZLITJ,O,O,X,X,X,X,X,X
SOZLIJT,O,O,X,X,X,X,X,X
SOZLJTI,O,O,X,X,X,O,X,X
SOZLJIT,O,O,X,X,X,O,X,X
SOZJTIL,O,O,X,X,X,X,X,O
SOZJTLI,O,O,X,X,X,O,X,O
SOZJITL,O,O,X,X,X,X,X,O
SOZJILT,O,X,X,X,X,O,X,X
SOZJLTI,O,O,X,X,X,O,X,X
SOZJLIT,O,O,X,X,X,O,X,X
ZTILJSO,O,X,X,X,X,X,O,X
ZTILJOS,O,O,X,X,O,X,O,X
ZTILSJO,O,X,X,X,O,X,O,X
ZTILSOJ,O,O,X,X,X,X,X,X
ZTILOJS,O,O,X,X,X,X,O,X
ZTILOSJ,O,O,X,X,X,X,X,X
ZTIJLSO,O,X,X,X,X,X,O,X
ZTIJLOS,O,O,X,X,O,X,O,X
ZTIJSLO,O,X,O,X,X,X,X,X
ZTIJSOL,O,X,O,X,X,X,X,X
ZTIJOLS,O,O,O,X,O,X,O,O
ZTIJOSL,O,O,X,X,X,X,X,O
ZTISLJO,O,X,O,X,O,X,O,X
ZTISLOJ,O,O,X,X,X,X,X,X
ZTISJLO,O,X,O,X,O,X,X,X
ZTISJOL,O,X,O,X,O,X,X,X
ZTISOLJ,O,O,X,X,X,X,X,X
ZTISOJL,O,O,X,X,X,X,X,X
ZTIOLJS,O,O,X,X,X,X,O,X
ZTIOLSJ,O,O,X,X,X,X,X,X
ZTIOJLS,O,O,X,X,X,X,X,O
ZTIOJSL,O,O,X,X,X,X,X,O
ZTIOSLJ,O,O,X,X,X,X,X,X
ZTIOSJL,O,O,X,X,X,X,X,X
ZTLIJSO,O,X,X,X,X,X,O,X
ZTLIJOS,O,O,X,X,O,X,O,X
ZTLISJO,O,X,X,X,O,X,O,X
ZTLISOJ,O,O,X,X,X,X,X,X
ZTLIOJS,O,O,X,X,X,X,O,X
ZTLIOSJ,O,O,X,X,X,X,X,X
ZTLJISO,O,X,X,X,X,X,O,X
ZTLJIOS,O,O,X,X,O,X,O,X
ZTLJSIO,O,X,X,X,O,X,X,X
ZTLJSOI,O,X,X,X,O,O,X,X
ZTLJOIS,O,X,X,X,O,X,X,O
ZTLJOSI,O,X,X,X,O,X,X,O
ZTLSIJO,O,X,X,X,O,X,O,X
ZTLSIOJ,O,O,X,X,X,X,X,X
ZTLSJIO,O,X,X,X,O,X,X,X
ZTLSJOI,O,X,X,X,O,X,X,X
ZTLSOIJ,O,X,X,X,X,X,X,X
ZTLSOJI,X,X,X,X,O,X,X,X
ZTLOIJS,O,O,X,X,X,X,O,X
ZTLOISJ,O,O,X,X,X,X,X,X
ZTLOJIS,O,O,X,X,O,X,X,O
ZTLOJSI,O,O,X,X,O,O,X,O
ZTLOSIJ,O,O,X,X,X,X,X,X
ZTLOSJI,O,O,X,X,O,X,X,X
ZTJILSO,O,X,X,X,X,X,O,X
ZTJILOS,O,O,X,X,O,X,O,X
ZTJISLO,O,X,O,X,X,X,X,X
ZTJISOL,O,X,O,X,X,X,X,X
ZTJIOLS,O,O,O,X,O,X,X,O
ZTJIOSL,O,O,X,X,X,X,X,O
ZTJLISO,O,X,X,X,X,X,O,X
ZTJLIOS,O,O,X,X,O,X,O,X
ZTJLSIO,O,X,X,X,O,X,X,X
ZTJLSOI,O,X,X,X,O,O,X,X
ZTJLOIS,O,X,X,X,O,X,X,O
ZTJLOSI,O,X,X,X,O,X,X,O
ZTJSILO,O,X,O,X,O,X,X,X
ZTJSIOL,O,X,O,X,O,X,X,X
ZTJSLIO,O,X,O,X,O,X,X,X
ZTJSLOI,O,X,X,X,O,O,X,X
ZTJSOIL,O,X,O,X,O,X,X,O
ZTJSOLI,X,X,O,X,O,O,X,O
ZTJOILS,O,O,O,X,O,X,X,O
ZTJOISL,O,O,X,X,X,X,X,O
ZTJOLIS,O,O,O,X,O,X,X,O
ZTJOLSI,O,O,O,X,O,O,X,O
ZTJOSIL,O,O,O,X,O,X,X,O
ZTJOSLI,O,O,O,X,O,O,X,O
ZTSILJO,O,X,O,X,O,X,O,X
ZTSILOJ,O,O,X,X,X,X,X,X
ZTSIJLO,O,X,O,X,O,X,X,X
ZTSIJOL,O,X,O,X,O,X,X,X
ZTSIOLJ,O,O,X,X,X,X,X,X
ZTSIOJL,O,O,X,X,X,X,X,X
ZTSLIJO,O,X,O,X,O,X,O,X
ZTSLIOJ,O,O,X,X,X,X,X,X
ZTSLJIO,O,X,X,X,O,X,X,X
ZTSLJOI,O,X,X,X,O,X,X,X
ZTSLOIJ,O,X,X,X,X,X,X,X
ZTSLOJI,X,X,X,X,O,X,X,X
ZTSJILO,O,X,O,X,O,X,X,X
ZTSJIOL,O,X,O,X,O,X,X,X
ZTSJLIO,O,X,O,X,O,X,X,X
ZTSJLOI,O,X,X,X,O,X,X,X
ZTSJOIL,O,X,O,X,O,X,X,O
ZTSJOLI,X,X,O,X,O,X,X,O
ZTSOILJ,O,O,X,X,X,X,X,X
ZTSOIJL,O,O,X,X,X,X,X,X
ZTSOLIJ,O,O,X,X,X,X,X,X
ZTSOLJI,O,O,X,X,O,X,X,X
ZTSOJIL,O,O,X,X,O,X,X,O
ZTSOJLI,O,O,X,X,O,X,X,O
ZTOILJS,O,O,X,X,X,X,O,X
ZTOILSJ,O,O,X,X,X,X,X,X
ZTOIJLS,O,O,X,X,X,X,X,O
ZTOIJSL,O,O,X,X,X,X,X,O
ZTOISLJ,O,O,X,X,X,X,X,X
ZTOISJL,O,O,X,X,X,X,X,X
ZTOLIJS,O,O,X,X,X,X,O,X
ZTOLISJ,O,O,X,X,X,X,X,X
ZTOLJIS,O,O,X,X,O,X,X,O
ZTOLJSI,O,O,X,X,O,O,X,O
ZTOLSIJ,O,O,X,X,X,X,X,X
ZTOLSJI,O,O,X,X,O,X,X,X
ZTOJILS,O,O,X,X,O,X,X,O
ZTOJISL,O,O,X,X,X,X,X,O
ZTOJLIS,O,O,X,X,O,X,X,O
ZTOJLSI,O,O,X,X,O,O,X,O
ZTOJSIL,O,O,X,X,O,X,X,O
ZTOJSLI,O,O,X,X,O,O,X,O
ZTOSILJ,O,O,X,X,X,X,X,X
ZTOSIJL,O,O,X,X,X,X,X,X
ZTOSLIJ,O,O,X,X,X,X,X,X
ZTOSLJI,O,O,X,X,O,X,X,X
ZTOSJIL,O,O,X,X,O,X,X,O
ZTOSJLI,O,O,X,X,O,X,X,O
ZITLJSO,O,X,X,X,X,X,O,X
ZITLJOS,O,O,X,X,O,X,O,X
ZITLSJO,O,X,X,X,O,X,O,X
ZITLSOJ,O,O,X,X,X,X,X,X
ZITLOJS,O,O,X,X,X,X,O,X
ZITLOSJ,O,O,X,X,X,X,X,X
ZITJLSO,O,X,X,X,X,X,O,X
ZITJLOS,O,O,X,X,O,X,O,X
ZITJSLO,O,X,O,X,X,X,X,X
ZITJSOL,O,X,O,X,X,X,X,X
ZITJOLS,O,O,O,X,O,X,O,O
ZITJOSL,O,O,X,X,X,X,X,O
ZITSLJO,O,X,O,X,O,X,O,X
ZITSLOJ,O,O,X,X,X,X,X,X
ZITSJLO,O,X,O,X,O,X,X,X
ZITSJOL,O,X,O,X,O,X,X,X
ZITSOLJ,O,O,X,X,X,X,X,X
ZITSOJL,O,O,X,X,X,X,X,X
ZITOLJS,O,O,X,X,X,X,O,X
ZITOLSJ,O,O,X,X,X,X,X,X
ZITOJLS,O,O,X,X,X,X,X,O
ZITOJSL,O,O,X,X,X,X,X,O
ZITOSLJ,O,O,X,X,X,X,X,X
ZITOSJL,O,O,X,X,X,X,X,X
ZILTJSO,O,X,X,X,X,X,O,X
ZILTJOS,O,O,X,O,O,X,O,X
ZILTSJO,O,X,X,X,O,X,O,X
ZILTSOJ,O,O,X,X,X,X,X,X
ZILTOJS,O,O,X,O,X,X,O,X
ZILTOSJ,O,O,X,X,X,X,X,X
ZILJTSO,O,X,X,X,X,X,O,X
ZILJTOS,O,O,X,O,X,X,O,X
ZILJSTO,O,X,X,O,X,X,O,X
ZILJSOT,O,X,X,X,X,O,O,X
ZILJOTS,O,O,X,X,X,X,O,X
ZILJOST,O,O,X,X,X,X,O,X
ZILSTJO,O,X,X,O,X,X,O,X
ZILSTOJ,O,O,X,O,X,X,X,X
ZILSJTO,O,X,X,O,X,X,O,X
ZILSJOT,O,X,X,X,X,X,O,X
ZILSOTJ,O,O,X,X,X,X,X,X
ZILSOJT,O,O,X,X,X,X,X,X
ZILOTJS,O,O,X,X,X,X,O,X
ZILOTSJ,O,O,X,X,X,X,X,X
ZILOJTS,O,O,X,X,X,X,O,X
ZILOJST,O,O,X,X,X,O,O,X
ZILOSTJ,O,O,X,X,X,X,X,X
ZILOSJT,O,O,X,X,X,X,X,X
ZIJTLSO,O,X,X,X,X,X,O,X
ZIJTLOS,O,O,X,X,X,X,O,X
ZIJTSLO,O,X,O,X,X,X,X,X
ZIJTSOL,O,X,O,X,X,X,X,X
ZIJTOLS,O,O,O,X,X,X,O,O
ZIJTOSL,O,O,X,X,X,X,X,O
ZIJLTSO,O,X,X,X,X,X,O,X
ZIJLTOS,O,O,X,O,X,X,O,X
ZIJLSTO,O,X,X,O,X,X,O,X
ZIJLSOT,O,X,X,X,X,O,O,X
ZIJLOTS,O,O,X,X,X,X,O,X
ZIJLOST,O,O,X,X,X,X,O,X
ZIJSTLO,O,X,O,X,X,X,X,X
ZIJSTOL,O,X,O,X,X,X,X,X
ZIJSLTO,O,X,O,O,X,X,O,X
ZIJSLOT,O,X,X,X,X,O,O,X
ZIJSOTL,O,X,O,X,X,X,X,X
ZIJSOLT,O,X,O,X,X,O,O,X
ZIJOTLS,O,O,O,X,X,X,O,O
ZIJOTSL,O,O,X,X,X,X,X,O
ZIJOLTS,O,O,O,X,X,X,O,O
ZIJOLST,O,O,X,X,X,O,O,X
ZIJOSTL,O,O,X,X,X,X,X,O
ZIJOSLT,O,X,X,X,X,O,O,X
ZISTLJO,O,X,O,X,O,X,O,X
ZISTLOJ,O,O,X,X,X,X,X,X
ZISTJLO,O,X,O,X,O,X,X,X
ZISTJOL,O,X,O,X,O,X,X,X
ZISTOLJ,O,O,X,X,X,X,X,X
ZISTOJL,O,O,X,X,X,X,X,X
ZISLTJO,O,X,O,O,X,X,O,X
ZISLTOJ,O,O,X,O,X,X,X,X
ZISLJTO,O,X,O,O,X,X,O,X
ZISLJOT,O,X,X,X,X,X,O,X
ZISLOTJ,O,O,X,X,X,X,X,X
ZISLOJT,O,O,X,X,X,X,X,X
ZISJTLO,O,X,O,X,O,X,X,X
ZISJTOL,O,X,O,X,O,X,X,X
ZISJLTO,O,X,O,O,X,X,O,X
ZISJLOT,O,X,X,X,X,X,O,X
ZISJOTL,O,X,O,X,X,X,X,X
ZISJOLT,O,X,O,X,X,X,O,X
ZISOTLJ,O,O,X,X,X,X,X,X
ZISOTJL,O,O,X,X,X,X,X,X
ZISOLTJ,O,O,X,X,X,X,X,X
ZISOLJT,O,O,X,X,X,X,X,X
ZISOJTL,O,O,X,X,X,X,X,X
ZISOJLT,O,X,X,X,X,X,X,X
ZIOTLJS,O,O,X,X,X,X,O,X
ZIOTLSJ,O,O,X,X,X,X,X,X
ZIOTJLS,O,O,X,X,X,X,X,O
ZIOTJSL,O,O,X,X,X,X,X,O
ZIOTSLJ,O,O,X,X,X,X,X,X
ZIOTSJL,O,O,X,X,X,X,X,X
ZIOLTJS,O,O,X,X,X,X,O,X
ZIOLTSJ,O,O,X,X,X,X,X,X
ZIOLJTS,O,O,X,X,X,X,O,X
ZIOLJST,O,O,X,X,X,O,O,X
ZIOLSTJ,O,O,X,X,X,X,X,X
ZIOLSJT,O,O,X,X,X,X,X,X
ZIOJTLS,O,O,X,X,X,X,O,O
ZIOJTSL,O,O,X,X,X,X,X,O
ZIOJLTS,O,O,X,X,X,X,O,O
ZIOJLST,O,O,X,X,X,O,O,X
ZIOJSTL,O,O,X,X,X,X,X,O
ZIOJSLT,O,X,X,X,X,O,O,X
ZIOSTLJ,O,O,X,X,X,X,X,X
ZIOSTJL,O,O,X,X,X,X,X,X
ZIOSLTJ,O,O,X,X,X,X,X,X
ZIOSLJT,O,O,X,X,X,X,X,X
ZIOSJTL,O,O,X,X,X,X,X,X
ZIOSJLT,O,X,X,X,X,X,X,X
ZLTIJSO,O,X,X,X,X,X,O,X
ZLTIJOS,O,O,X,O,O,X,O,X
ZLTISJO,O,X,X,X,O,X,O,X
ZLTISOJ,O,O,X,X,X,X,X,X
ZLTIOJS,O,O,X,O,X,X,O,X
ZLTIOSJ,O,O,X,X,X,X,X,X
ZLTJISO,O,X,X,X,X,X,O,X
ZLTJIOS,O,O,X,O,O,X,O,X
ZLTJSIO,O,X,X,O,O,X,X,X
ZLTJSOI,O,X,X,O,O,O,X,X
ZLTJOIS,O,X,X,O,O,X,X,O
ZLTJOSI,O,X,X,O,O,X,X,O
ZLTSIJO,O,X,X,O,O,X,O,X
ZLTSIOJ,O,O,X,O,X,X,X,X
ZLTSJIO,O,X,X,O,O,X,X,X
ZLTSJOI,O,X,X,O,O,X,X,X
ZLTSOIJ,O,X,X,O,X,X,X,X
ZLTSOJI,X,X,X,O,O,X,X,X
ZLTOIJS,O,O,X,O,X,X,O,X
ZLTOISJ,O,O,X,X,X,X,X,X
ZLTOJIS,O,O,X,O,O,X,X,O
ZLTOJSI,O,O,X,O,O,O,X,O
ZLTOSIJ,O,O,X,O,X,X,X,X
ZLTOSJI,O,O,X,O,O,X,X,X
ZLITJSO,O,X,X,X,X,X,O,X
ZLITJOS,O,O,X,O,O,X,O,X
ZLITSJO,O,X,X,X,O,X,O,X
ZLITSOJ,O,O,X,X,X,X,X,X
ZLITOJS,O,O,X,O,X,X,O,X
ZLITOSJ,O,O,X,X,X,X,X,X
ZLIJTSO,O,X,X,X,X,X,O,X
ZLIJTOS,O,O,X,O,X,X,O,X
ZLIJSTO,O,X,X,O,X,X,O,X
ZLIJSOT,O,X,X,X,X,O,O,X
ZLIJOTS,O,O,X,X,X,X,O,X
ZLIJOST,O,O,X,X,X,X,O,X
ZLISTJO,O,X,X,O,X,X,O,X
ZLISTOJ,O,O,X,O,X,X,X,X
ZLISJTO,O,X,X,O,X,X,O,X
ZLISJOT,O,X,X,X,X,X,O,X
ZLISOTJ,O,O,X,X,X,X,X,X
ZLISOJT,O,O,X,X,X,X,X,X
ZLIOTJS,O,O,X,X,X,X,O,X
ZLIOTSJ,O,O,X,X,X,X,X,X
ZLIOJTS,O,O,X,X,X,X,O,X
ZLIOJST,O,O,X,X,X,O,O,X
ZLIOSTJ,O,O,X,X,X,X,X,X
ZLIOSJT,O,O,X,X,X,X,X,X
ZLJTISO,O,X,X,X,X,X,O,X
ZLJTIOS,O,O,X,O,X,X,O,X
ZLJTSIO,O,X,X,O,X,X,X,X
ZLJTSOI,O,X,X,O,X,O,X,X
ZLJTOIS,O,X,X,O,X,X,X,O
ZLJTOSI,O,X,X,O,X,X,X,O
ZLJITSO,O,X,X,X,X,X,O,X
ZLJITOS,O,O,X,O,X,X,O,X
ZLJISTO,O,X,X,O,X,X,O,X
ZLJISOT,O,X,X,X,X,O,O,X
ZLJIOTS,O,O,X,X,X,X,O,X
ZLJIOST,O,O,X,X,X,X,O,X
ZLJSTIO,O,X,X,O,X,X,X,X
ZLJSTOI,O,X,X,O,X,O,X,X
ZLJSITO,O,X,X,O,X,X,X,X
ZLJSIOT,O,X,X,X,X,O,X,X
ZLJSOTI,O,X,X,X,X,O,X,X
ZLJSOIT,O,X,X,X,X,O,X,X
ZLJOTIS,O,O,X,X,X,X,X,O
ZLJOTSI,O,O,X,X,X,O,X,O
ZLJOITS,O,O,X,X,X,X,X,O
ZLJOIST,O,O,X,X,X,O,X,X
ZLJOSTI,O,O,X,X,X,O,X,X
ZLJOSIT,O,O,X,X,X,O,X,X
ZLSTIJO,O,X,X,O,X,X,O,X
ZLSTIOJ,O,O,X,O,X,X,X,X
ZLSTJIO,O,X,X,O,X,X,X,X
ZLSTJOI,O,X,X,O,X,X,X,X
ZLSTOIJ,O,X,X,O,X,X,X,X
ZLSTOJI,X,X,X,O,X,X,X,X
ZLSITJO,O,X,X,O,X,X,O,X
ZLSITOJ,O,O,X,O,X,X,X,X
ZLSIJTO,O,X,X,O,X,X,O,X
ZLSIJOT,O,X,X,X,X,X,O,X
ZLSIOTJ,O,O,X,X,X,X,X,X
ZLSIOJT,O,O,X,X,X,X,X,X
ZLSJTIO,O,X,X,O,X,X,X,X
ZLSJTOI,O,X,X,O,X,O,X,X
ZLSJITO,O,X,X,O,X,X,X,X
ZLSJIOT,O,X,X,X,X,O,X,X
ZLSJOTI,O,X,X,X,X,O,X,X
ZLSJOIT,O,X,X,X,X,O,X,X
