sequence,v115@GhA8AeA8EeC8AeB8FeA8AeB8EeB8JeZEJvhFUgBFhB?XiBysBzqBWxB,v115@GhA8AeA8EeC8AeB8FeA8AeB8EeB8JeZEJvhFUgBFhB?urBinBzqB3sB,v115@GhA8AeA8EeC8AeB8FeA8AeB8EeB8JeZEJvhFFgB0hB?qqB/rBmnBTsB,v115@GhA8AeA8EeC8AeB8FeA8AeB8EeB8JeZEJvhFFgB0hB?uqBinBTrB3sB,v115@GhA8AeA8EeC8AeB8FeA8AeB8EeB8JeZEJvhFUgBFhB?qrB/sBmnBzqB,v115@GhA8AeA8EeC8AeB8FeA8AeB8EeB8JeZEJvhFFgBThB?qqB/sBmnB0rB,v115@GhA8AeA8EeC8AeB8FeA8AeB8EeB8JeZEJvhFUgBFiB?XmBysBWxBzqB,v115@GhA8AeA8EeC8AeB8FeA8AeB8EeB8JeZEJvhFFgBqqB?TmB/sBmnB0rB,v115@GhA8AeA8EeC8AeB8FeA8AeB8EeB8JeZEJvhF0hBllB?inBTrB3sBGqB,v115@GhA8AeA8EeC8AeB8FeA8AeB8EeB8JeZEJvhFUgBfnB?VrBmnBSxBzqB,v115@GhA8AeA8EeC8AeB8FeA8AeB8EeB8JeZEJvhFUgB1mB?zlB2sBSwB3sB,v115@GhA8AeA8EeC8AeB8FeA8AeB8EeB8JeZEJvhFFgB0hB?zlB2sBSwB3sB
JLSZTOI,X,X,X,X,X,O,X,X,X,X,X,X
JLSZITO,O,X,O,O,X,O,O,X,X,X,X,X
JLSZIOT,X,X,X,X,X,O,X,X,X,X,X,X
JLSZOTI,X,X,X,X,X,O,X,X,X,X,X,X
JLSZOIT,X,X,X,X,X,O,X,X,X,X,X,X
JLSOTIZ,O,X,X,X,X,X,X,O,X,X,X,X
JLSOTZI,O,X,X,X,X,X,X,X,X,X,X,X
JLSOITZ,O,X,X,X,X,X,X,O,X,X,X,X
JLSOIZT,O,X,X,X,X,X,X,X,X,X,X,X
JLSOZTI,O,X,X,X,X,X,X,X,X,X,X,X
JLSOZIT,O,X,X,X,X,X,X,X,X,X,X,X
JLZTISO,O,O,X,O,X,X,O,X,X,O,O,X
JLZTIOS,X,X,X,O,X,X,X,X,X,X,O,X
JLZTSIO,O,X,X,X,X,X,O,X,X,O,X,X
JLZTSOI,X,X,X,X,X,X,X,X,X,X,X,X
JLZTOIS,X,X,X,X,X,X,X,X,X,X,X,X
JLZTOSI,X,X,X,X,X,X,X,X,X,X,X,X
JLZITSO,O,O,X,O,X,X,O,X,X,O,O,X
JLZITOS,X,X,X,O,X,X,X,X,X,X,O,X
JLZISTO,O,X,X,X,X,X,O,X,X,X,X,X
JLZISOT,X,X,X,X,X,X,X,X,X,X,X,X
JLZIOTS,X,X,X,X,X,X,X,X,X,X,X,X
JLZIOST,X,X,X,X,X,X,X,X,X,X,X,X
JLZSTIO,O,X,X,X,X,X,O,X,X,X,X,X
JLZSTOI,X,X,X,X,X,X,X,X,X,X,X,X
JLZSITO,O,X,X,X,X,X,O,X,X,X,X,X
JLZSIOT,X,X,X,X,X,X,X,X,X,X,X,X
JLZSOTI,X,X,X,X,X,X,X,X,X,X,X,X
JLZSOIT,X,X,X,X,X,X,X,X,X,X,X,X
JLZOTIS,X,X,X,X,X,X,X,X,X,X,X,X
JLZOTSI,X,X,X,X,X,X,X,X,X,X,X,X
JLZOITS,X,X,X,X,X,X,X,X,X,X,X,X
JLZOIST,X,X,X,X,X,X,X,X,X,X,X,X
JLZOSTI,X,X,X,X,X,X,X,X,X,X,X,X
JLZOSIT,X,X,X,X,X,X,X,X,X,X,X,X
JLOTISZ,O,X,O,X,X,X,X,X,X,X,X,X
JLOTIZS,O,O,X,O,X,X,X,X,X,X,X,O
JLOTSIZ,O,X,O,X,X,X,X,X,X,X,X,X
JLOTSZI,O,X,O,X,X,X,X,X,X,X,X,X
JLOTZIS,O,O,X,O,X,X,X,X,X,X,X,O
JLOTZSI,O,X,X,X,X,X,X,X,X,X,X,X
JLOITSZ,O,X,O,X,X,X,X,X,X,X,X,X
JLOITZS,O,O,X,O,X,X,X,X,X,X,X,O
JLOISTZ,O,X,O,X,X,X,X,X,X,X,X,X
JLOISZT,O,X,O,X,X,X,X,X,X,X,X,X
JLOIZTS,O,O,X,O,X,X,X,X,X,X,X,O
JLOIZST,O,X,X,X,X,X,X,X,X,X,X,X
JLOSTIZ,O,X,O,X,X,X,X,X,X,X,X,X
JLOSTZI,O,X,O,X,X,X,X,X,X,X,X,X
JLOSITZ,O,X,O,X,X,X,X,X,X,X,X,X
JLOSIZT,O,X,O,X,X,X,X,X,X,X,X,X
JLOSZTI,O,X,O,X,X,X,X,X,X,X,X,X
JLOSZIT,O,X,O,X,X,X,X,X,X,X,X,X
JLOZTIS,O,O,X,O,X,X,X,X,X,X,X,O
JLOZTSI,O,X,X,X,X,X,X,X,X,X,X,X
JLOZITS,O,O,X,O,X,X,X,X,X,X,X,O
JLOZIST,O,X,X,X,X,X,X,X,X,X,X,X
JLOZSTI,O,X,X,X,X,X,X,X,X,X,X,X
JLOZSIT,O,X,X,X,X,X,X,X,X,X,X,X
JSTILZO,O,O,X,O,X,O,O,X,X,X,X,X
JSTILOZ,X,X,X,X,X,X,X,O,X,X,X,X
JSTIZLO,O,O,X,O,X,X,O,X,X,X,X,X
JSTIZOL,O,O,X,O,X,X,O,X,X,X,X,X
JSTIOLZ,O,O,X,X,X,X,X,X,X,X,X,X
JSTIOZL,O,O,X,O,X,X,O,X,X,X,X,X
JSTLIZO,O,O,X,O,X,O,O,X,X,X,X,X
JSTLIOZ,X,X,X,X,X,X,X,O,X,X,X,X
JSTLZIO,O,O,X,O,X,O,O,X,X,X,X,X
JSTLZOI,X,X,X,X,X,O,X,X,X,X,X,X
JSTLOIZ,X,X,X,X,X,X,X,O,X,X,X,X
JSTLOZI,X,X,X,X,X,X,X,X,X,X,X,X
JSTZILO,O,O,X,O,X,X,O,X,X,X,X,X
JSTZIOL,O,O,X,O,X,X,O,X,X,X,X,X
JSTZLIO,O,O,X,O,X,X,O,X,X,X,X,X
JSTZLOI,X,X,X,X,X,X,X,X,X,X,X,X
JSTZOIL,O,O,X,O,X,X,O,X,X,X,X,X
JSTZOLI,X,X,X,X,X,X,X,X,X,X,X,X
JSTOILZ,O,O,X,X,X,X,X,X,X,X,X,X
JSTOIZL,O,O,X,O,X,X,O,X,X,X,X,X
JSTOLIZ,O,O,X,X,X,X,X,X,X,X,X,X
JSTOLZI,O,O,X,X,X,X,X,X,X,X,X,X
JSTOZIL,O,O,X,O,X,X,O,X,X,X,X,X
JSTOZLI,O,O,X,X,X,X,X,X,X,X,X,X
JSITLZO,O,O,X,O,X,O,O,X,X,X,X,X
JSITLOZ,X,X,X,X,X,X,X,O,X,X,X,X
JSITZLO,O,O,X,O,X,X,O,X,X,X,X,X
JSITZOL,O,O,X,O,X,X,O,X,X,X,X,X
JSITOLZ,O,O,X,X,X,X,X,X,X,X,X,X
JSITOZL,O,O,X,O,X,X,O,X,X,X,X,X
JSILTZO,O,O,O,O,O,O,O,X,X,X,X,X
JSILTOZ,X,X,X,X,X,X,X,O,X,X,X,X
JSILZTO,O,O,O,O,O,O,O,X,X,X,X,X
JSILZOT,X,X,X,X,X,O,X,X,X,X,X,X
JSILOTZ,O,O,X,X,O,X,X,O,X,X,X,X
JSILOZT,O,O,X,X,O,X,X,X,X,X,X,X
JSIZTLO,O,O,X,O,X,X,O,X,X,X,X,X
JSIZTOL,O,O,X,O,X,X,O,X,X,X,X,X
JSIZLTO,O,O,O,O,O,O,O,X,X,X,X,X
JSIZLOT,X,X,X,X,X,O,X,X,X,X,X,X
JSIZOTL,O,O,X,O,X,X,O,X,X,X,X,X
JSIZOLT,O,O,X,X,O,O,X,X,X,X,X,X
JSIOTLZ,O,O,X,O,X,X,X,X,X,X,X,X
JSIOTZL,O,O,X,O,X,X,O,X,O,X,X,X
JSIOLTZ,O,O,X,O,O,X,X,X,X,X,X,X
JSIOLZT,O,O,X,O,O,X,X,X,X,X,X,X
JSIOZTL,O,O,X,O,X,X,O,X,O,X,X,X
JSIOZLT,O,O,X,O,O,X,X,X,X,X,X,X
JSLTIZO,O,O,O,O,O,O,O,X,X,X,X,X
JSLTIOZ,X,X,X,X,X,X,X,O,X,X,X,X
JSLTZIO,O,O,O,O,O,O,O,X,X,X,X,X
JSLTZOI,X,X,X,X,X,O,X,X,X,X,X,X
JSLTOIZ,X,X,X,X,X,X,X,O,X,X,X,X
JSLTOZI,X,X,X,X,X,X,X,X,X,X,X,X
JSLITZO,O,O,O,O,O,O,O,X,X,X,X,X
JSLITOZ,X,X,X,X,X,X,X,O,X,X,X,X
JSLIZTO,O,O,O,O,O,O,O,X,X,X,X,X
JSLIZOT,X,X,X,X,X,O,X,X,X,X,X,X
JSLIOTZ,O,O,X,X,O,X,X,O,X,X,X,X
JSLIOZT,O,O,X,X,O,X,X,X,X,X,X,X
JSLZTIO,O,O,O,O,O,O,O,X,X,X,X,X
JSLZTOI,X,X,X,X,X,O,X,X,X,X,X,X
JSLZITO,O,O,O,O,O,O,O,X,X,X,X,X
JSLZIOT,X,X,X,X,X,O,X,X,X,X,X,X
JSLZOTI,X,X,X,X,X,O,X,X,X,X,X,X
JSLZOIT,X,X,X,X,X,O,X,X,X,X,X,X
JSLOTIZ,O,O,X,X,O,X,X,O,X,X,X,X
JSLOTZI,O,O,X,X,O,X,X,X,X,X,X,X
JSLOITZ,O,O,X,X,O,X,X,O,X,X,X,X
JSLOIZT,O,O,X,X,O,X,X,X,X,X,X,X
JSLOZTI,O,O,X,X,O,X,X,X,X,X,X,X
JSLOZIT,O,O,X,X,O,X,X,X,X,X,X,X
JSZTILO,O,O,X,O,X,X,O,X,X,X,X,X
JSZTIOL,O,O,X,O,X,X,O,X,X,X,X,X
JSZTLIO,O,O,X,O,X,X,O,X,X,X,X,X
JSZTLOI,X,X,X,X,X,X,X,X,X,X,X,X
JSZTOIL,O,O,X,O,X,X,O,X,X,X,X,X
JSZTOLI,X,X,X,X,X,X,X,X,X,X,X,X
JSZITLO,O,O,X,O,X,X,O,X,X,X,X,X
JSZITOL,O,O,X,O,X,X,O,X,X,X,X,X
JSZILTO,O,O,O,O,O,O,O,X,X,X,X,X
JSZILOT,X,X,X,X,X,O,X,X,X,X,X,X
JSZIOTL,O,O,X,O,X,X,O,X,X,X,X,X
JSZIOLT,O,O,X,X,O,O,X,X,X,X,X,X
JSZLTIO,O,O,O,O,O,O,O,X,X,X,X,X
JSZLTOI,X,X,X,X,X,O,X,X,X,X,X,X
JSZLITO,O,O,O,O,O,O,O,X,X,X,X,X
JSZLIOT,X,X,X,X,X,O,X,X,X,X,X,X
JSZLOTI,X,X,X,X,X,O,X,X,X,X,X,X
JSZLOIT,X,X,X,X,X,O,X,X,X,X,X,X
JSZOTIL,O,O,X,O,X,X,O,X,X,X,X,X
JSZOTLI,O,O,X,X,X,X,X,X,X,X,X,X
JSZOITL,O,O,X,O,X,X,O,X,X,X,X,X
JSZOILT,O,O,X,X,O,O,X,X,X,X,X,X
JSZOLTI,O,O,X,X,O,O,X,X,X,X,X,X
JSZOLIT,O,O,X,X,O,O,X,X,X,X,X,X
JSOTILZ,O,O,X,O,X,X,X,X,X,X,X,X
JSOTIZL,O,O,X,O,X,X,O,X,O,X,X,X
JSOTLIZ,O,O,X,O,X,X,X,X,X,X,X,X
JSOTLZI,O,O,X,O,X,X,X,X,X,X,X,X
JSOTZIL,O,O,X,O,X,X,O,X,O,X,X,X
JSOTZLI,O,O,X,O,X,X,X,X,X,X,X,X
JSOITLZ,O,O,X,O,X,X,X,X,X,X,X,X
JSOITZL,O,O,X,O,X,X,O,X,O,X,X,X
JSOILTZ,O,O,X,O,O,X,X,X,X,X,X,X
JSOILZT,O,O,X,O,O,X,X,X,X,X,X,X
JSOIZTL,O,O,X,O,X,X,O,X,O,X,X,X
JSOIZLT,O,O,X,O,O,X,X,X,X,X,X,X
JSOLTIZ,O,O,X,O,O,X,X,X,X,X,X,X
JSOLTZI,O,O,X,O,O,X,X,X,X,X,X,X
JSOLITZ,O,O,X,O,O,X,X,X,X,X,X,X
JSOLIZT,O,O,X,O,O,X,X,X,X,X,X,X
JSOLZTI,O,O,X,O,O,X,X,X,X,X,X,X
JSOLZIT,O,O,X,O,O,X,X,X,X,X,X,X
JSOZTIL,O,O,X,O,X,X,O,X,O,X,X,X
JSOZTLI,O,O,X,O,X,X,X,X,X,X,X,X
JSOZITL,O,O,X,O,X,X,O,X,O,X,X,X
JSOZILT,O,O,X,O,O,X,X,X,X,X,X,X
JSOZLTI,O,O,X,O,O,X,X,X,X,X,X,X
JSOZLIT,O,O,X,O,O,X,X,X,X,X,X,X
JZTILSO,O,O,X,O,X,X,O,X,X,X,X,X
JZTILOS,X,X,X,O,X,X,X,X,X,X,X,X
JZTISLO,O,O,X,O,X,X,O,X,X,X,X,X
JZTISOL,O,O,X,O,X,X,O,X,X,X,X,X
JZTIOLS,X,X,X,O,X,X,X,X,X,X,X,X
JZTIOSL,O,O,X,O,X,X,O,X,X,X,X,X
JZTLISO,O,O,X,O,X,X,O,X,X,X,X,X
JZTLIOS,X,X,X,O,X,X,X,X,X,X,X,X
JZTLSIO,O,X,X,X,X,X,O,X,X,X,X,X
JZTLSOI,X,X,X,X,X,X,X,X,X,X,X,X
JZTLOIS,X,X,X,X,X,X,X,X,X,X,X,X
JZTLOSI,X,X,X,X,X,X,X,X,X,X,X,X
JZTSILO,O,O,X,O,X,X,O,X,X,X,X,X
JZTSIOL,O,O,X,O,X,X,O,X,X,X,X,X
JZTSLIO,O,X,X,O,X,X,O,X,X,X,X,X
JZTSLOI,X,X,X,X,X,X,X,X,X,X,X,X
JZTSOIL,O,X,X,O,X,X,O,X,X,X,X,X
JZTSOLI,X,X,X,X,X,X,X,X,X,X,X,X
JZTOILS,X,X,X,O,X,X,X,X,X,X,X,X
JZTOISL,O,O,X,O,X,X,O,X,X,X,X,X
JZTOLIS,X,X,X,O,X,X,X,X,X,X,X,X
JZTOLSI,X,X,X,X,X,X,X,X,X,X,X,X
JZTOSIL,O,X,X,O,X,X,O,X,X,X,X,X
JZTOSLI,X,X,X,X,X,X,X,X,X,X,X,X
JZITLSO,O,O,X,O,X,X,O,X,X,X,X,X
JZITLOS,X,X,X,O,X,X,X,X,X,X,X,X
JZITSLO,O,O,X,O,X,X,O,X,X,X,X,X
JZITSOL,O,O,X,O,X,X,O,X,X,X,X,X
JZITOLS,X,X,X,O,X,X,X,X,X,X,X,X
JZITOSL,O,O,X,O,X,X,O,X,X,X,X,X
JZILTSO,O,O,X,O,X,X,O,X,X,O,O,X
JZILTOS,X,X,X,O,X,X,X,X,X,X,O,X
JZILSTO,O,X,X,X,X,X,O,X,X,X,X,X
JZILSOT,X,X,X,X,X,X,X,X,X,X,X,X
JZILOTS,X,X,X,X,X,X,X,X,X,X,X,X
JZILOST,X,X,X,X,X,X,X,X,X,X,X,X
JZISTLO,O,O,X,O,X,X,O,X,X,X,X,X
JZISTOL,O,O,X,O,X,X,O,X,X,X,X,X
JZISLTO,O,O,X,O,O,X,O,X,X,X,X,X
JZISLOT,X,X,X,X,X,X,X,X,X,X,X,X
JZISOTL,O,O,X,O,X,X,O,X,X,X,X,X
JZISOLT,O,O,X,X,O,X,X,X,X,X,X,X
JZIOTLS,O,O,X,O,X,X,X,X,X,X,X,X
JZIOTSL,O,O,X,O,X,X,O,X,X,X,X,X
JZIOLTS,O,O,X,O,X,X,X,X,X,X,X,X
JZIOLST,O,X,X,X,X,X,X,X,X,X,X,X
JZIOSTL,O,O,X,O,X,X,O,X,X,X,X,X
JZIOSLT,O,O,X,X,O,X,X,X,X,X,X,X
JZLTISO,O,O,X,O,X,X,O,X,X,O,O,X
JZLTIOS,X,X,X,O,X,X,X,X,X,X,O,X
JZLTSIO,O,X,X,X,X,X,O,X,X,O,X,X
JZLTSOI,X,X,X,X,X,X,X,X,X,X,X,X
JZLTOIS,X,X,X,X,X,X,X,X,X,X,X,X
JZLTOSI,X,X,X,X,X,X,X,X,X,X,X,X
JZLITSO,O,O,X,O,X,X,O,X,X,O,O,X
JZLITOS,X,X,X,O,X,X,X,X,X,X,O,X
JZLISTO,O,X,X,X,X,X,O,X,X,X,X,X
JZLISOT,X,X,X,X,X,X,X,X,X,X,X,X
JZLIOTS,X,X,X,X,X,X,X,X,X,X,X,X
JZLIOST,X,X,X,X,X,X,X,X,X,X,X,X
JZLSTIO,O,X,X,X,X,X,O,X,X,X,X,X
JZLSTOI,X,X,X,X,X,X,X,X,X,X,X,X
JZLSITO,O,X,X,X,X,X,O,X,X,X,X,X
JZLSIOT,X,X,X,X,X,X,X,X,X,X,X,X
JZLSOTI,X,X,X,X,X,X,X,X,X,X,X,X
JZLSOIT,X,X,X,X,X,X,X,X,X,X,X,X
JZLOTIS,X,X,X,X,X,X,X,X,X,X,X,X
JZLOTSI,X,X,X,X,X,X,X,X,X,X,X,X
JZLOITS,X,X,X,X,X,X,X,X,X,X,X,X
JZLOIST,X,X,X,X,X,X,X,X,X,X,X,X
JZLOSTI,X,X,X,X,X,X,X,X,X,X,X,X
JZLOSIT,X,X,X,X,X,X,X,X,X,X,X,X
JZSTILO,O,O,X,O,X,X,O,X,X,X,X,X
JZSTIOL,O,O,X,O,X,X,O,X,X,X,X,X
JZSTLIO,O,O,X,O,X,X,O,X,X,X,X,X
JZSTLOI,X,X,X,X,X,X,X,X,X,X,X,X
JZSTOIL,O,O,X,O,X,X,O,X,X,X,X,X
JZSTOLI,X,X,X,X,X,X,X,X,X,X,X,X
JZSITLO,O,O,X,O,X,X,O,X,X,X,X,X
JZSITOL,O,O,X,O,X,X,O,X,X,X,X,X
JZSILTO,O,O,X,O,O,X,O,X,X,X,X,X
JZSILOT,X,X,X,X,X,X,X,X,X,X,X,X
JZSIOTL,O,O,X,O,X,X,O,X,X,X,X,X
JZSIOLT,O,O,X,X,O,X,X,X,X,X,X,X
JZSLTIO,O,O,X,O,O,X,O,X,X,X,X,X
JZSLTOI,X,X,X,X,X,X,X,X,X,X,X,X
JZSLITO,O,O,X,O,O,X,O,X,X,X,X,X
JZSLIOT,X,X,X,X,X,X,X,X,X,X,X,X
JZSLOTI,X,X,X,X,X,X,X,X,X,X,X,X
JZSLOIT,X,X,X,X,X,X,X,X,X,X,X,X
JZSOTIL,O,O,X,O,X,X,O,X,X,X,X,X
JZSOTLI,O,O,X,X,X,X,X,X,X,X,X,X
JZSOITL,O,O,X,O,X,X,O,X,X,X,X,X
JZSOILT,O,O,X,X,O,X,X,X,X,X,X,X
JZSOLTI,O,O,X,X,O,X,X,X,X,X,X,X
JZSOLIT,O,O,X,X,O,X,X,X,X,X,X,X
JZOTILS,O,O,X,O,X,X,X,X,X,X,X,X
JZOTISL,O,O,X,O,X,X,O,X,X,X,X,X
JZOTLIS,O,O,X,O,X,X,X,X,X,X,X,X
JZOTLSI,O,X,X,X,X,X,X,X,X,X,X,X
JZOTSIL,O,O,X,O,X,X,O,X,X,X,X,X
JZOTSLI,O,X,X,X,X,X,X,X,X,X,X,X
JZOITLS,O,O,X,O,X,X,X,X,X,X,X,X
JZOITSL,O,O,X,O,X,X,O,X,X,X,X,X
JZOILTS,O,O,X,O,X,X,X,X,X,X,X,X
JZOILST,O,X,X,X,X,X,X,X,X,X,X,X
JZOISTL,O,O,X,O,X,X,O,X,X,X,X,X
JZOISLT,O,O,X,X,O,X,X,X,X,X,X,X
JZOLTIS,O,O,X,O,X,X,X,X,X,X,X,X
JZOLTSI,O,X,X,X,X,X,X,X,X,X,X,X
JZOLITS,O,O,X,O,X,X,X,X,X,X,X,X
JZOLIST,O,X,X,X,X,X,X,X,X,X,X,X
JZOLSTI,O,X,X,X,X,X,X,X,X,X,X,X
JZOLSIT,O,X,X,X,X,X,X,X,X,X,X,X
JZOSTIL,O,O,X,O,X,X,O,X,X,X,X,X
JZOSTLI,O,O,X,X,X,X,X,X,X,X,X,X
JZOSITL,O,O,X,O,X,X,O,X,X,X,X,X
JZOSILT,O,O,X,X,O,X,X,X,X,X,X,X
JZOSLTI,O,O,X,X,O,X,X,X,X,X,X,X
JZOSLIT,O,O,X,X,O,X,X,X,X,X,X,X
JOTILSZ,O,X,O,X,X,X,X,X,X,X,X,X
JOTILZS,O,O,X,O,X,X,X,X,X,X,X,X
JOTISLZ,O,X,X,X,X,X,X,X,X,X,X,X
JOTISZL,O,O,X,O,X,X,O,X,X,X,X,X
JOTIZLS,O,O,X,O,X,X,X,X,X,X,X,X
JOTIZSL,O,O,X,O,X,X,O,X,O,X,X,X
JOTLISZ,O,X,O,X,X,X,X,X,X,X,X,X
JOTLIZS,O,O,X,O,X,X,X,X,X,X,X,X
JOTLSIZ,O,X,O,X,X,X,X,X,X,X,X,X
JOTLSZI,O,X,O,X,X,X,X,X,X,X,X,X
JOTLZIS,O,O,X,O,X,X,X,X,X,X,X,X
JOTLZSI,O,X,X,X,X,X,X,X,X,X,X,X
JOTSILZ,O,X,X,X,X,X,X,X,X,X,X,X
JOTSIZL,O,O,X,O,X,X,O,X,X,X,X,X
JOTSLIZ,O,X,X,X,X,X,X,X,X,X,X,X
JOTSLZI,O,X,X,X,X,X,X,X,X,X,X,X
JOTSZIL,O,O,X,O,X,X,O,X,X,X,X,X
JOTSZLI,O,X,X,X,X,X,X,X,X,X,X,X
JOTZILS,O,O,X,O,X,X,X,X,X,X,X,X
JOTZISL,O,O,X,O,X,X,O,X,O,X,X,X
JOTZLIS,O,O,X,O,X,X,X,X,X,X,X,X
JOTZLSI,O,X,X,X,X,X,X,X,X,X,X,X
JOTZSIL,O,O,X,O,X,X,O,X,X,X,X,X
JOTZSLI,O,X,X,X,X,X,X,X,X,X,X,X
JOITLSZ,O,X,O,X,X,X,X,X,X,X,X,X
JOITLZS,O,O,X,O,X,X,X,X,X,X,X,X
JOITSLZ,O,X,X,X,X,X,X,X,X,X,X,X
JOITSZL,O,O,X,O,X,X,O,X,X,X,X,X
JOITZLS,O,O,X,O,X,X,X,X,X,X,X,X
JOITZSL,O,O,X,O,X,X,O,X,O,X,X,X
JOILTSZ,O,X,O,X,X,X,X,X,X,X,X,X
JOILTZS,O,O,X,O,X,X,X,X,X,X,X,X
JOILSTZ,O,X,O,X,X,X,X,X,X,X,X,X
JOILSZT,O,X,O,X,X,X,X,X,X,X,X,X
JOILZTS,O,O,X,O,X,X,X,X,X,X,X,X
JOILZST,O,X,X,X,X,X,X,X,X,X,X,X
JOISTLZ,O,O,X,X,X,X,X,X,X,X,X,X
JOISTZL,O,O,X,O,X,X,O,X,X,X,X,X
JOISLTZ,O,O,O,X,O,X,X,X,X,X,X,X
JOISLZT,O,O,O,X,O,X,X,X,X,X,X,X
JOISZTL,O,O,X,O,X,X,O,X,X,X,X,X
JOISZLT,O,O,O,X,O,X,X,X,X,X,X,X
JOIZTLS,O,O,X,O,X,X,X,X,X,X,X,X
JOIZTSL,O,O,X,O,X,X,O,X,O,X,X,X
JOIZLTS,O,O,X,O,X,X,X,X,X,X,X,X
JOIZLST,O,X,X,X,X,X,X,X,X,X,X,X
JOIZSTL,O,O,X,O,X,X,O,X,X,X,X,X
JOIZSLT,O,O,O,X,O,X,X,X,X,X,X,X
JOLTISZ,O,X,O,X,X,X,X,X,X,X,X,X
JOLTIZS,O,O,X,O,X,X,X,X,X,X,X,X
JOLTSIZ,O,X,O,X,X,X,X,X,X,X,X,X
JOLTSZI,O,X,O,X,X,X,X,X,X,X,X,X
JOLTZIS,O,O,X,O,X,X,X,X,X,X,X,X
JOLTZSI,O,X,X,X,X,X,X,X,X,X,X,X
JOLITSZ,O,X,O,X,X,X,X,X,X,X,X,X
JOLITZS,O,O,X,O,X,X,X,X,X,X,X,X
JOLISTZ,O,X,O,X,X,X,X,X,X,X,X,X
JOLISZT,O,X,O,X,X,X,X,X,X,X,X,X
JOLIZTS,O,O,X,O,X,X,X,X,X,X,X,X
JOLIZST,O,X,X,X,X,X,X,X,X,X,X,X
JOLSTIZ,O,X,O,X,X,X,X,X,X,X,X,X
JOLSTZI,O,X,O,X,X,X,X,X,X,X,X,X
JOLSITZ,O,X,O,X,X,X,X,X,X,X,X,X
JOLSIZT,O,X,O,X,X,X,X,X,X,X,X,X
JOLSZTI,O,X,O,X,X,X,X,X,X,X,X,X
JOLSZIT,O,X,O,X,X,X,X,X,X,X,X,X
JOLZTIS,O,O,X,O,X,X,X,X,X,X,X,X
JOLZTSI,O,X,X,X,X,X,X,X,X,X,X,X
JOLZITS,O,O,X,O,X,X,X,X,X,X,X,X
JOLZIST,O,X,X,X,X,X,X,X,X,X,X,X
JOLZSTI,O,X,X,X,X,X,X,X,X,X,X,X
JOLZSIT,O,X,X,X,X,X,X,X,X,X,X,X
JOSTILZ,O,O,X,X,X,X,X,X,X,X,X,X
JOSTIZL,O,O,X,O,X,X,O,X,X,X,X,X
JOSTLIZ,O,O,X,X,X,X,X,X,X,X,X,X
JOSTLZI,O,O,X,X,X,X,X,X,X,X,X,X
JOSTZIL,O,O,X,O,X,X,O,X,X,X,X,X
JOSTZLI,O,O,X,X,X,X,X,X,X,X,X,X
JOSITLZ,O,O,X,X,X,X,X,X,X,X,X,X
JOSITZL,O,O,X,O,X,X,O,X,X,X,X,X
JOSILTZ,O,O,O,X,O,X,X,X,X,X,X,X
JOSILZT,O,O,O,X,O,X,X,X,X,X,X,X
JOSIZTL,O,O,X,O,X,X,O,X,X,X,X,X
JOSIZLT,O,O,O,X,O,X,X,X,X,X,X,X
JOSLTIZ,O,O,O,X,O,X,X,X,X,X,X,X
JOSLTZI,O,O,O,X,O,X,X,X,X,X,X,X
JOSLITZ,O,O,O,X,O,X,X,X,X,X,X,X
JOSLIZT,O,O,O,X,O,X,X,X,X,X,X,X
JOSLZTI,O,O,O,X,O,X,X,X,X,X,X,X
JOSLZIT,O,O,O,X,O,X,X,X,X,X,X,X
JOSZTIL,O,O,X,O,X,X,O,X,X,X,X,X
JOSZTLI,O,O,X,X,X,X,X,X,X,X,X,X
JOSZITL,O,O,X,O,X,X,O,X,X,X,X,X
JOSZILT,O,O,O,X,O,X,X,X,X,X,X,X
JOSZLTI,O,O,O,X,O,X,X,X,X,X,X,X
JOSZLIT,O,O,O,X,O,X,X,X,X,X,X,X
JOZTILS,O,O,X,O,X,X,X,X,X,X,X,X
JOZTISL,O,O,X,O,X,X,O,X,O,X,X,X
JOZTLIS,O,O,X,O,X,X,X,X,X,X,X,X
JOZTLSI,O,X,X,X,X,X,X,X,X,X,X,X
JOZTSIL,O,O,X,O,X,X,O,X,X,X,X,X
JOZTSLI,O,X,X,X,X,X,X,X,X,X,X,X
JOZITLS,O,O,X,O,X,X,X,X,X,X,X,X
JOZITSL,O,O,X,O,X,X,O,X,O,X,X,X
JOZILTS,O,O,X,O,X,X,X,X,X,X,X,X
JOZILST,O,X,X,X,X,X,X,X,X,X,X,X
JOZISTL,O,O,X,O,X,X,O,X,X,X,X,X
JOZISLT,O,O,O,X,O,X,X,X,X,X,X,X
JOZLTIS,O,O,X,O,X,X,X,X,X,X,X,X
JOZLTSI,O,X,X,X,X,X,X,X,X,X,X,X
JOZLITS,O,O,X,O,X,X,X,X,X,X,X,X
JOZLIST,O,X,X,X,X,X,X,X,X,X,X,X
JOZLSTI,O,X,X,X,X,X,X,X,X,X,X,X
JOZLSIT,O,X,X,X,X,X,X,X,X,X,X,X
JOZSTIL,O,O,X,O,X,X,O,X,X,X,X,X
JOZSTLI,O,O,X,X,X,X,X,X,X,X,X,X
JOZSITL,O,O,X,O,X,X,O,X,X,X,X,X
JOZSILT,O,O,O,X,O,X,X,X,X,X,X,X
JOZSLTI,O,O,O,X,O,X,X,X,X,X,X,X
JOZSLIT,O,O,O,X,O,X,X,X,X,X,X,X
