sequence,v115@FhB8HeD8GeB8CeB8BeB8JeT/IvhF0gBxhBeqBFnBCr?B3sB,v115@FhB8HeD8GeB8CeB8BeB8JeT/IvhFOlBxhBUmBFnBSv?B3sB,v115@FhB8HeD8GeB8CeB8BeB8JeT/IvhFmhBqnBxlBlqBUs?BXqB,v115@FhB8HeD8GeB8CeB8BeB8JeT/IvhFlgBeqB8qBRsBfs?B6sB,v115@FhB8HeD8GeB8CeB8BeB8Jei/IvhFRhBcnBGlBTmBVv?B3sB,v115@FhB8HeD8GeB8CeB8BeB8Jei/IvhFRhBcnBGmBlqB3s?BzpB,v115@FhB8HeD8GeB8CeB8BeB8JeT/IvhF2lBlhBcnBxqB3s?BSvB,v115@FhB8HeD8GeB8CeB8BeB8JeT/IvhFylBGiBlqBRsBUs?BXqB,v115@FhB8HeD8GeB8CeB8BeB8JeT/IvhFGiByqBRsBXqBUs?BlqB,v115@FhB8HeD8GeB8CeB8BeB8JeT/IvhFmgBSnBlqBRsBXq?BUsB,v115@FhB8HeD8GeB8CeB8BeB8JeT/IvhF/lBRhBqnB2rBVv?BUsB
SIOJZTL,O,X,X,O,X,X,O,X,X,X,X
SIOJZLT,O,X,X,O,X,X,O,X,X,X,X
SIOZTLJ,X,O,X,X,O,X,O,X,X,X,X
SIOZTJL,X,O,X,X,O,X,O,X,X,X,X
SIOZLTJ,X,X,X,X,O,X,O,X,X,X,X
SIOZLJT,X,O,X,X,O,X,O,X,X,X,X
SIOZJTL,X,O,X,O,O,X,O,X,X,X,X
SIOZJLT,X,O,X,O,O,X,O,X,X,X,X
SLTIJZO,O,X,X,X,X,O,X,X,X,X,X
SLTIJOZ,O,X,X,X,X,X,X,X,X,X,X
SLTIZJO,O,O,X,X,X,O,X,X,X,X,X
SLTIZOJ,O,O,X,X,X,O,X,X,X,X,X
SLTIOJZ,O,X,X,X,X,X,X,X,X,X,X
SLTIOZJ,O,O,X,X,X,X,X,X,X,X,X
SLTJIZO,O,X,X,X,X,O,X,X,X,X,X
SLTJIOZ,O,X,X,X,X,X,X,X,X,X,X
SLTJZIO,O,X,X,X,X,O,X,X,X,X,X
SLTJZOI,O,X,X,X,X,O,X,X,X,X,X
SLTJOIZ,O,X,X,X,X,X,X,X,X,X,X
SLTJOZI,O,X,X,X,X,O,X,X,X,X,X
SLTZIJO,O,O,X,X,X,O,X,X,X,X,X
SLTZIOJ,O,O,X,X,O,O,X,X,X,X,X
SLTZJIO,O,O,X,X,X,O,X,X,X,X,X
SLTZJOI,O,O,X,X,X,O,X,X,X,X,X
SLTZOIJ,O,O,X,X,O,O,X,X,X,X,X
SLTZOJI,O,O,X,X,X,O,X,X,X,X,X
SLTOIJZ,O,X,X,X,X,X,X,X,X,X,X
SLTOIZJ,O,O,X,X,X,X,X,X,X,X,X
SLTOJIZ,O,X,X,X,X,X,X,X,X,X,X
SLTOJZI,O,X,X,X,X,O,X,X,X,X,X
SLTOZIJ,O,O,X,X,O,O,X,X,X,X,X
SLTOZJI,O,O,X,X,X,O,X,X,X,X,X
SLITJZO,O,X,X,X,X,O,X,X,X,X,X
SLITJOZ,O,X,X,X,X,X,X,X,X,X,X
SLITZJO,O,X,X,X,X,O,X,X,O,X,X
SLITZOJ,O,X,X,X,X,O,X,X,O,X,X
SLITOJZ,O,X,X,X,X,X,X,X,X,X,X
SLITOZJ,O,X,X,X,X,X,X,X,O,X,X
SLIJTZO,O,X,X,X,X,X,X,X,X,X,X
SLIJTOZ,O,X,X,X,X,X,X,X,X,X,X
SLIJZTO,O,X,X,X,X,X,O,X,O,X,X
SLIJZOT,O,X,X,X,X,X,O,X,O,X,X
SLIJOTZ,O,X,X,X,X,X,X,X,X,X,X
SLIJOZT,O,X,X,X,X,X,O,X,O,X,X
SLIZTJO,X,X,X,X,X,O,O,X,O,X,X
SLIZTOJ,X,X,X,X,O,O,O,X,O,X,X
SLIZJTO,X,X,X,X,X,O,O,X,O,X,X
SLIZJOT,X,X,X,X,O,X,O,X,O,X,X
SLIZOTJ,X,X,X,X,O,O,O,X,O,X,X
SLIZOJT,X,X,X,X,O,X,O,X,O,X,X
SLIOTJZ,O,X,X,X,X,X,X,X,X,X,X
SLIOTZJ,O,X,X,X,X,X,X,X,O,X,X
SLIOJTZ,O,X,X,X,X,X,X,X,X,X,X
SLIOJZT,O,X,X,X,X,X,O,X,O,X,X
SLIOZTJ,X,X,X,X,O,X,O,X,O,X,X
SLIOZJT,X,X,X,X,O,X,O,X,O,X,X
SLJTIZO,O,X,X,X,X,O,X,X,X,X,O
SLJTIOZ,O,X,X,X,X,X,X,X,X,X,O
SLJTZIO,O,X,X,X,X,O,X,X,X,X,O
SLJTZOI,O,X,X,X,X,O,X,X,X,X,O
SLJTOIZ,O,X,X,X,X,X,X,X,X,X,O
SLJTOZI,O,X,X,X,X,O,X,X,X,X,O
SLJITZO,O,X,X,X,X,X,X,X,X,X,X
SLJITOZ,O,X,X,X,X,X,X,X,X,X,X
SLJIZTO,O,X,X,X,X,X,X,X,X,X,X
SLJIZOT,O,X,X,X,X,X,X,X,X,X,X
SLJIOTZ,O,X,X,X,X,X,X,X,X,X,X
SLJIOZT,O,X,X,X,X,X,X,X,X,X,X
SLJZTIO,O,X,X,X,X,O,X,X,X,X,X
SLJZTOI,O,X,X,X,X,O,X,X,X,X,X
SLJZITO,O,X,X,X,X,O,X,X,X,X,X
SLJZIOT,O,X,X,X,O,X,X,X,X,X,X
SLJZOTI,O,X,X,X,X,X,X,X,X,X,X
SLJZOIT,O,X,X,X,O,X,X,X,X,X,X
SLJOTIZ,O,X,X,X,X,X,X,X,X,X,O
SLJOTZI,O,X,X,X,X,X,X,X,X,X,O
SLJOITZ,O,X,X,X,X,X,X,X,X,X,X
SLJOIZT,O,X,X,X,X,X,X,X,X,X,X
SLJOZTI,O,X,X,X,X,X,X,X,X,X,X
SLJOZIT,O,X,X,X,O,X,X,X,X,X,X
SLZTIJO,O,O,X,X,X,O,O,X,X,X,X
SLZTIOJ,O,O,X,X,O,O,O,X,X,X,X
SLZTJIO,O,O,X,X,X,O,X,X,X,X,X
SLZTJOI,O,O,X,X,X,O,X,X,X,X,X
SLZTOIJ,O,O,X,X,O,O,O,X,X,X,X
SLZTOJI,O,O,X,X,X,O,X,X,X,X,X
SLZITJO,X,X,X,X,X,O,O,X,X,X,X
SLZITOJ,X,X,X,X,O,O,O,X,X,X,X
SLZIJTO,X,X,X,X,X,O,O,X,X,X,X
SLZIJOT,X,O,X,X,O,X,O,X,X,X,X
SLZIOTJ,X,X,X,X,O,O,O,X,X,X,X
SLZIOJT,X,O,X,X,O,X,O,X,X,X,X
SLZJTIO,O,O,X,X,X,O,X,X,X,X,X
SLZJTOI,O,O,X,X,X,O,X,X,X,X,X
SLZJITO,O,X,X,X,X,O,X,X,X,X,X
SLZJIOT,O,O,X,X,O,X,X,X,X,X,X
SLZJOTI,O,O,X,X,X,X,X,X,X,X,X
SLZJOIT,O,O,X,X,O,X,X,X,X,X,X
SLZOTIJ,O,O,X,X,O,O,O,X,X,X,X
SLZOTJI,O,O,X,X,O,O,X,X,X,X,X
SLZOITJ,X,X,X,X,O,O,O,X,X,X,X
SLZOIJT,X,O,X,X,O,X,O,X,X,X,X
SLZOJTI,O,O,X,X,X,X,X,X,X,X,X
SLZOJIT,O,O,X,X,O,X,X,X,X,X,X
SLOTIJZ,O,X,X,X,O,X,X,X,X,X,X
SLOTIZJ,O,O,X,X,O,X,X,X,X,X,X
SLOTJIZ,O,X,X,X,O,X,X,X,X,X,X
SLOTJZI,O,X,X,X,O,O,X,X,X,X,X
SLOTZIJ,O,O,X,X,O,O,X,X,X,X,X
SLOTZJI,O,O,X,X,O,O,X,X,X,X,X
SLOITJZ,O,X,X,X,X,X,X,X,X,X,X
SLOITZJ,O,X,X,X,X,X,X,X,O,X,X
SLOIJTZ,O,X,X,X,X,X,X,X,X,X,X
SLOIJZT,O,X,X,X,X,X,O,X,O,X,X
SLOIZTJ,X,X,X,X,O,X,O,X,O,X,X
SLOIZJT,X,X,X,X,O,X,O,X,O,X,X
SLOJTIZ,O,X,X,X,X,X,X,X,X,X,O
SLOJTZI,O,X,X,X,X,X,X,X,X,X,O
SLOJITZ,O,X,X,X,X,X,X,X,X,X,X
SLOJIZT,O,X,X,X,X,X,X,X,X,X,X
SLOJZTI,O,X,X,X,X,X,X,X,X,X,X
SLOJZIT,O,X,X,X,O,X,X,X,X,X,X
SLOZTIJ,O,O,X,X,O,O,O,X,X,X,X
SLOZTJI,O,O,X,X,O,O,X,X,X,X,X
SLOZITJ,X,X,X,X,O,O,O,X,X,X,X
SLOZIJT,X,O,X,X,O,X,O,X,X,X,X
SLOZJTI,O,O,X,X,X,X,X,X,X,X,X
SLOZJIT,O,O,X,X,O,X,X,X,X,X,X
SJTILZO,O,X,X,X,X,O,X,X,X,X,O
SJTILOZ,O,X,X,X,X,X,X,X,X,X,O
SJTIZLO,O,O,X,X,X,O,X,X,X,X,X
SJTIZOL,O,O,X,X,X,O,X,X,X,X,X
SJTIOLZ,O,X,X,X,X,X,X,X,X,X,O
SJTIOZL,O,O,X,X,X,X,X,X,X,X,X
SJTLIZO,O,X,X,X,X,O,X,X,X,X,O
SJTLIOZ,O,X,X,X,X,X,X,X,X,X,O
SJTLZIO,O,X,X,X,X,O,X,X,X,X,O
SJTLZOI,O,X,X,X,X,O,X,X,X,X,O
SJTLOIZ,O,X,X,X,X,X,X,X,X,X,O
SJTLOZI,O,X,X,X,X,O,X,X,X,X,O
SJTZILO,O,O,X,X,X,O,X,X,X,X,X
SJTZIOL,O,O,X,X,X,O,X,X,X,X,X
SJTZLIO,O,O,X,X,X,O,X,X,X,X,O
SJTZLOI,O,O,X,X,X,O,X,X,X,X,O
SJTZOIL,O,O,X,X,X,O,X,X,X,X,X
SJTZOLI,O,O,X,X,X,O,X,X,X,X,O
SJTOILZ,O,X,X,X,X,X,X,X,X,X,O
SJTOIZL,O,O,X,X,X,X,X,X,X,X,X
SJTOLIZ,O,X,X,X,X,X,X,X,X,X,O
SJTOLZI,O,X,X,X,X,O,X,X,X,X,O
SJTOZIL,O,O,X,X,X,O,X,X,X,X,X
SJTOZLI,O,O,X,X,X,O,X,X,X,X,O
SJITLZO,O,X,X,X,X,X,X,X,X,X,X
SJITLOZ,O,X,X,X,X,X,X,X,X,X,X
SJITZLO,O,X,X,X,X,X,O,X,X,X,X
SJITZOL,O,X,X,X,X,X,O,X,X,X,X
SJITOLZ,O,X,X,X,X,X,X,X,X,X,X
SJITOZL,O,X,X,X,X,X,O,X,X,X,X
SJILTZO,O,X,X,X,X,X,X,X,X,X,X
SJILTOZ,O,X,X,X,X,X,X,X,X,X,X
SJILZTO,O,X,X,X,X,X,O,X,X,X,X
SJILZOT,O,X,X,X,X,X,O,X,X,X,X
SJILOTZ,O,X,X,X,X,X,X,X,X,X,X
SJILOZT,O,X,X,X,X,X,O,X,X,X,X
SJIZTLO,O,X,X,O,X,X,O,X,X,X,X
SJIZTOL,O,X,X,O,X,X,O,X,X,X,X
SJIZLTO,O,X,X,O,X,X,O,X,X,X,X
SJIZLOT,O,X,X,O,X,X,O,X,X,X,X
SJIZOTL,O,X,X,O,X,X,O,X,X,X,X
SJIZOLT,O,X,X,O,X,X,O,X,X,X,X
SJIOTLZ,O,X,X,X,X,X,X,X,X,X,X
SJIOTZL,O,X,X,X,X,X,O,X,X,X,X
SJIOLTZ,O,X,X,X,X,X,X,X,X,X,X
SJIOLZT,O,X,X,X,X,X,O,X,X,X,X
SJIOZTL,O,X,X,O,X,X,O,X,X,X,X
SJIOZLT,O,X,X,O,X,X,O,X,X,X,X
SJLTIZO,O,X,X,X,X,O,X,X,X,X,O
SJLTIOZ,O,X,X,X,X,X,X,X,X,X,O
SJLTZIO,O,X,X,X,X,O,X,X,X,X,O
SJLTZOI,O,X,X,X,X,O,X,X,X,X,O
SJLTOIZ,O,X,X,X,X,X,X,X,X,X,O
SJLTOZI,O,X,X,X,X,O,X,X,X,X,O
SJLITZO,O,X,X,X,X,X,X,X,X,X,X
SJLITOZ,O,X,X,X,X,X,X,X,X,X,X
SJLIZTO,O,X,X,X,X,X,X,X,X,X,X
SJLIZOT,O,X,X,X,X,X,X,X,X,X,X
SJLIOTZ,O,X,X,X,X,X,X,X,X,X,X
SJLIOZT,O,X,X,X,X,X,X,X,X,X,X
SJLZTIO,O,X,X,X,X,O,X,X,X,X,X
SJLZTOI,O,X,X,X,X,O,X,X,X,X,X
SJLZITO,O,X,X,X,X,O,X,X,X,X,X
SJLZIOT,O,X,X,X,O,X,X,X,X,X,X
SJLZOTI,O,X,X,X,X,X,X,X,X,X,X
SJLZOIT,O,X,X,X,O,X,X,X,X,X,X
SJLOTIZ,O,X,X,X,X,X,X,X,X,X,O
SJLOTZI,O,X,X,X,X,X,X,X,X,X,O
SJLOITZ,O,X,X,X,X,X,X,X,X,X,X
SJLOIZT,O,X,X,X,X,X,X,X,X,X,X
SJLOZTI,O,X,X,X,X,X,X,X,X,X,X
SJLOZIT,O,X,X,X,O,X,X,X,X,X,X
SJZTILO,O,O,X,O,X,O,O,X,X,X,X
SJZTIOL,O,O,X,O,X,O,O,X,X,X,X
SJZTLIO,O,O,X,X,X,O,X,X,X,X,X
SJZTLOI,O,O,X,X,X,O,X,X,X,X,X
SJZTOIL,O,O,X,O,X,O,O,X,X,X,X
SJZTOLI,O,O,X,X,X,O,X,X,X,X,X
SJZITLO,O,O,X,O,X,O,O,X,X,X,X
SJZITOL,O,O,X,O,X,O,O,X,X,X,X
SJZILTO,O,X,X,O,X,O,O,X,X,X,X
SJZILOT,O,O,X,O,O,X,O,X,X,X,X
SJZIOTL,O,O,X,O,X,X,O,X,X,X,X
SJZIOLT,O,O,X,O,X,X,O,X,X,X,X
SJZLTIO,O,O,X,X,X,O,X,X,X,X,X
SJZLTOI,O,O,X,X,X,O,X,X,X,X,X
SJZLITO,O,X,X,X,X,O,X,X,X,X,X
SJZLIOT,O,O,X,X,O,X,X,X,X,X,X
SJZLOTI,O,O,X,X,X,X,X,X,X,X,X
SJZLOIT,O,O,X,X,O,X,X,X,X,X,X
SJZOTIL,O,O,X,O,O,X,O,X,X,X,X
SJZOTLI,O,O,X,X,O,X,X,X,X,X,X
SJZOITL,O,O,X,O,O,X,O,X,X,X,X
SJZOILT,O,O,X,O,O,X,O,X,X,X,X
SJZOLTI,O,O,X,X,X,X,X,X,X,X,X
SJZOLIT,O,O,X,X,O,X,X,X,X,X,X
SJOTILZ,O,X,X,X,O,X,X,X,X,X,O
SJOTIZL,O,O,X,X,O,X,X,X,X,X,X
SJOTLIZ,O,X,X,X,O,X,X,X,X,X,O
SJOTLZI,O,X,X,X,O,X,X,X,X,X,O
SJOTZIL,O,O,X,X,O,X,X,X,X,X,X
SJOTZLI,O,O,X,X,O,X,X,X,X,X,O
SJOITLZ,O,X,X,X,X,X,X,X,X,X,X
SJOITZL,O,X,X,X,X,X,O,X,X,X,X
SJOILTZ,O,X,X,X,X,X,X,X,X,X,X
SJOILZT,O,X,X,X,X,X,O,X,X,X,X
SJOIZTL,O,X,X,O,X,X,O,X,X,X,X
SJOIZLT,O,X,X,O,X,X,O,X,X,X,X
SJOLTIZ,O,X,X,X,X,X,X,X,X,X,O
SJOLTZI,O,X,X,X,X,X,X,X,X,X,O
SJOLITZ,O,X,X,X,X,X,X,X,X,X,X
SJOLIZT,O,X,X,X,X,X,X,X,X,X,X
SJOLZTI,O,X,X,X,X,X,X,X,X,X,X
SJOLZIT,O,X,X,X,O,X,X,X,X,X,X
SJOZTIL,O,O,X,O,O,X,O,X,X,X,X
SJOZTLI,O,O,X,X,O,X,X,X,X,X,X
SJOZITL,O,O,X,O,O,X,O,X,X,X,X
SJOZILT,O,O,X,O,O,X,O,X,X,X,X
SJOZLTI,O,O,X,X,X,X,X,X,X,X,X
SJOZLIT,O,O,X,X,O,X,X,X,X,X,X
SZTILJO,O,O,O,X,X,O,O,X,X,X,X
SZTILOJ,O,O,O,X,O,O,O,X,X,X,X
SZTIJLO,O,O,X,X,X,O,O,X,X,X,X
SZTIJOL,O,O,X,X,X,O,O,X,X,X,X
SZTIOLJ,O,O,O,X,X,O,O,X,X,X,X
SZTIOJL,O,O,X,X,X,O,O,X,X,X,X
SZTLIJO,O,O,O,X,X,O,O,X,X,X,X
SZTLIOJ,O,O,O,X,O,O,O,X,X,X,X
SZTLJIO,O,O,O,X,X,O,X,X,X,X,X
SZTLJOI,O,O,O,X,X,O,X,X,X,X,X
SZTLOIJ,O,O,O,X,O,O,O,X,X,X,X
SZTLOJI,O,O,O,X,X,O,X,X,X,X,X
SZTJILO,O,O,X,X,X,O,O,X,X,X,X
SZTJIOL,O,O,X,X,X,O,O,X,X,X,X
SZTJLIO,O,O,X,X,X,O,X,X,X,X,X
SZTJLOI,O,O,X,X,X,O,X,X,X,X,X
SZTJOIL,O,O,X,X,X,O,O,X,X,X,X
SZTJOLI,O,O,X,X,X,O,X,X,X,X,X
SZTOILJ,O,O,O,X,O,O,O,X,X,X,X
SZTOIJL,O,O,X,X,O,O,O,X,X,X,X
SZTOLIJ,O,O,O,X,O,O,O,X,X,X,X
SZTOLJI,O,O,O,X,O,O,X,X,X,X,X
SZTOJIL,O,O,X,X,O,O,O,X,X,X,X
SZTOJLI,O,O,X,X,O,O,X,X,X,X,X
SZITLJO,X,O,X,X,X,O,O,X,X,X,X
SZITLOJ,X,O,X,X,O,O,O,X,X,X,X
SZITJLO,X,O,X,X,X,O,O,X,X,X,X
SZITJOL,X,O,X,X,X,O,O,X,X,X,X
SZITOLJ,X,O,X,X,X,O,O,X,X,X,X
SZITOJL,X,O,X,X,X,O,O,X,X,X,X
SZILTJO,X,X,X,X,X,O,O,X,X,X,X
SZILTOJ,X,X,X,X,O,O,O,X,X,X,X
SZILJTO,X,X,X,X,X,O,O,X,X,X,X
SZILJOT,X,O,O,X,O,X,O,X,X,X,X
SZILOTJ,X,X,X,X,O,O,O,X,X,X,X
SZILOJT,X,O,O,X,O,X,O,X,X,X,X
SZIJTLO,X,O,X,O,X,O,O,X,X,X,X
SZIJTOL,X,O,X,O,X,O,O,X,X,X,X
SZIJLTO,X,X,X,O,X,O,O,X,X,X,X
SZIJLOT,X,O,X,O,O,X,O,X,X,X,X
SZIJOTL,X,O,X,O,X,X,O,X,X,X,X
SZIJOLT,X,O,X,O,X,X,O,X,X,X,X
SZIOTLJ,X,O,X,X,O,O,O,X,X,X,X
SZIOTJL,X,O,X,X,O,O,O,X,X,X,X
SZIOLTJ,X,X,X,X,O,O,O,X,X,X,X
SZIOLJT,X,O,O,X,O,X,O,X,X,X,X
SZIOJTL,X,O,X,O,O,X,O,X,X,X,X
SZIOJLT,X,O,X,O,O,X,O,X,X,X,X
SZLTIJO,O,O,O,X,X,O,O,X,X,X,X
SZLTIOJ,O,O,O,X,O,O,O,X,X,X,X
SZLTJIO,O,O,O,X,X,O,X,X,X,X,X
SZLTJOI,O,O,O,X,X,O,X,X,X,X,X
SZLTOIJ,O,O,O,X,O,O,O,X,X,X,X
SZLTOJI,O,O,O,X,X,O,X,X,X,X,X
SZLITJO,X,X,X,X,X,O,O,X,X,X,X
SZLITOJ,X,X,X,X,O,O,O,X,X,X,X
SZLIJTO,X,X,X,X,X,O,O,X,X,X,X
SZLIJOT,X,O,O,X,O,X,O,X,X,X,X
SZLIOTJ,X,X,X,X,O,O,O,X,X,X,X
SZLIOJT,X,O,O,X,O,X,O,X,X,X,X
SZLJTIO,O,O,O,X,X,O,X,X,X,X,X
SZLJTOI,O,O,O,X,X,O,X,X,X,X,X
SZLJITO,O,X,X,X,X,O,X,X,X,X,X
SZLJIOT,O,O,O,X,O,X,X,X,X,X,X
SZLJOTI,O,O,O,X,X,X,X,X,X,X,X
SZLJOIT,O,O,O,X,O,X,X,X,X,X,X
SZLOTIJ,O,O,O,X,O,O,O,X,X,X,X
SZLOTJI,O,O,O,X,O,O,X,X,X,X,X
SZLOITJ,X,X,X,X,O,O,O,X,X,X,X
SZLOIJT,X,O,O,X,O,X,O,X,X,X,X
SZLOJTI,O,O,O,X,X,X,X,X,X,X,X
SZLOJIT,O,O,O,X,O,X,X,X,X,X,X
SZJTILO,O,O,X,O,X,O,O,X,X,X,X
SZJTIOL,O,O,X,O,X,O,O,X,X,X,X
SZJTLIO,O,O,X,X,X,O,X,X,X,X,X
SZJTLOI,O,O,X,X,X,O,X,X,X,X,X
SZJTOIL,O,O,X,O,X,O,O,X,X,X,X
SZJTOLI,O,O,X,X,X,O,X,X,X,X,X
SZJITLO,O,O,X,O,X,O,O,X,X,X,X
SZJITOL,O,O,X,O,X,O,O,X,X,X,X
SZJILTO,O,X,X,O,X,O,O,X,X,X,X
SZJILOT,O,O,X,O,O,X,O,X,X,X,X
SZJIOTL,O,O,X,O,X,X,O,X,X,X,X
SZJIOLT,O,O,X,O,X,X,O,X,X,X,X
SZJLTIO,O,O,X,X,X,O,X,X,X,X,X
SZJLTOI,O,O,X,X,X,O,X,X,X,X,X
SZJLITO,O,X,X,X,X,O,X,X,X,X,X
SZJLIOT,O,O,X,X,O,X,X,X,X,X,X
SZJLOTI,O,O,X,X,X,X,X,X,X,X,X
SZJLOIT,O,O,X,X,O,X,X,X,X,X,X
SZJOTIL,O,O,X,O,O,X,O,X,X,X,X
SZJOTLI,O,O,X,X,O,X,X,X,X,X,X
SZJOITL,O,O,X,O,O,X,O,X,X,X,X
SZJOILT,O,O,X,O,O,X,O,X,X,X,X
SZJOLTI,O,O,X,X,X,X,X,X,X,X,X
SZJOLIT,O,O,X,X,O,X,X,X,X,X,X
SZOTILJ,O,O,O,X,O,O,O,X,X,X,X
SZOTIJL,O,O,X,X,O,O,O,X,X,X,X
SZOTLIJ,O,O,O,X,O,O,O,X,X,X,X
SZOTLJI,O,O,O,X,O,O,X,X,X,X,X
SZOTJIL,O,O,X,X,O,O,O,X,X,X,X
SZOTJLI,O,O,X,X,O,O,X,X,X,X,X
SZOITLJ,X,O,X,X,O,O,O,X,X,X,X
SZOITJL,X,O,X,X,O,O,O,X,X,X,X
SZOILTJ,X,X,X,X,O,O,O,X,X,X,X
SZOILJT,X,O,O,X,O,X,O,X,X,X,X
SZOIJTL,X,O,X,O,O,X,O,X,X,X,X
SZOIJLT,X,O,X,O,O,X,O,X,X,X,X
SZOLTIJ,O,O,O,X,O,O,O,X,X,X,X
SZOLTJI,O,O,O,X,O,O,X,X,X,X,X
SZOLITJ,X,X,X,X,O,O,O,X,X,X,X
SZOLIJT,X,O,O,X,O,X,O,X,X,X,X
SZOLJTI,O,O,O,X,X,X,X,X,X,X,X
SZOLJIT,O,O,O,X,O,X,X,X,X,X,X
SZOJTIL,O,O,X,O,O,X,O,X,X,X,X
SZOJTLI,O,O,X,X,O,X,X,X,X,X,X
SZOJITL,O,O,X,O,O,X,O,X,X,X,X
SZOJILT,O,O,X,O,O,X,O,X,X,X,X
SZOJLTI,O,O,X,X,X,X,X,X,X,X,X
SZOJLIT,O,O,X,X,O,X,X,X,X,X,X
SOTILJZ,O,X,X,X,O,X,X,X,X,X,X
SOTILZJ,O,O,X,X,O,X,X,O,X,X,X
SOTIJLZ,O,X,X,X,O,X,X,X,X,X,X
SOTIJZL,O,O,X,X,O,X,O,X,X,X,X
SOTIZLJ,O,O,O,X,O,X,O,O,X,X,X
SOTIZJL,O,O,X,X,O,X,O,O,X,X,X
SOTLIJZ,O,X,X,X,O,X,X,X,X,X,X
SOTLIZJ,O,O,X,X,O,X,X,O,X,X,X
SOTLJIZ,O,X,X,X,O,X,X,X,X,X,X
SOTLJZI,O,X,X,X,O,O,X,X,X,X,X
SOTLZIJ,O,O,X,X,O,O,X,X,X,X,X
SOTLZJI,O,O,X,X,O,O,X,X,X,X,X
SOTJILZ,O,X,X,X,O,X,X,X,X,X,X
SOTJIZL,O,O,X,X,O,X,X,X,X,X,X
SOTJLIZ,O,X,X,X,O,X,X,X,X,X,X
SOTJLZI,O,X,X,X,O,O,X,X,X,X,X
SOTJZIL,O,O,X,X,O,O,X,X,X,X,X
SOTJZLI,O,O,X,X,O,O,X,X,X,X,X
SOTZILJ,O,O,O,X,O,O,O,X,X,X,X
SOTZIJL,O,O,X,X,O,O,O,X,X,X,X
SOTZLIJ,O,O,O,X,O,O,O,X,X,X,X
SOTZLJI,O,O,O,X,O,O,X,X,X,X,X
SOTZJIL,O,O,X,X,O,O,O,X,X,X,X
SOTZJLI,O,O,X,X,O,O,X,X,X,X,X
SOITLJZ,O,X,X,X,O,X,X,X,X,X,X
SOITLZJ,O,O,X,X,O,X,X,O,X,X,X
SOITJLZ,O,X,X,X,O,X,X,X,X,X,X
SOITJZL,O,O,X,X,O,X,O,X,X,X,X
SOITZLJ,O,O,X,X,O,X,O,O,X,X,X
SOITZJL,O,O,X,X,O,X,O,O,X,X,X
SOILTJZ,O,X,X,X,X,X,X,X,X,X,X
SOILTZJ,O,X,X,X,X,X,X,X,O,X,X
SOILJTZ,O,X,X,X,X,X,X,X,X,X,X
SOILJZT,O,X,X,X,X,X,O,X,O,X,X
SOILZTJ,X,X,X,X,O,X,O,X,O,X,X
SOILZJT,X,X,X,X,O,X,O,X,O,X,X
SOIJTLZ,O,X,X,X,X,X,X,X,X,X,X
SOIJTZL,O,X,X,X,X,X,O,X,X,X,X
SOIJLTZ,O,X,X,X,X,X,X,X,X,X,X
SOIJLZT,O,X,X,X,X,X,O,X,X,X,X
SOIJZTL,O,X,X,O,X,X,O,X,X,X,X
SOIJZLT,O,X,X,O,X,X,O,X,X,X,X
SOIZTLJ,X,O,X,X,O,X,O,X,X,X,X
SOIZTJL,X,O,X,X,O,X,O,X,X,X,X
SOIZLTJ,X,X,X,X,O,X,O,X,X,X,X
SOIZLJT,X,O,X,X,O,X,O,X,X,X,X
SOIZJTL,X,O,X,O,O,X,O,X,X,X,X
SOIZJLT,X,O,X,O,O,X,O,X,X,X,X
SOLTIJZ,O,X,X,X,O,X,X,X,X,X,X
SOLTIZJ,O,O,X,X,O,X,X,X,X,X,X
SOLTJIZ,O,X,X,X,O,X,X,X,X,X,X
SOLTJZI,O,X,X,X,O,O,X,X,X,X,X
SOLTZIJ,O,O,X,X,O,O,X,X,X,X,X
SOLTZJI,O,O,X,X,O,O,X,X,X,X,X
SOLITJZ,O,X,X,X,X,X,X,X,X,X,X
SOLITZJ,O,X,X,X,X,X,X,X,O,X,X
SOLIJTZ,O,X,X,X,X,X,X,X,X,X,X
SOLIJZT,O,X,X,X,X,X,O,X,O,X,X
SOLIZTJ,X,X,X,X,O,X,O,X,O,X,X
SOLIZJT,X,X,X,X,O,X,O,X,O,X,X
SOLJTIZ,O,X,X,X,X,X,X,X,X,X,O
SOLJTZI,O,X,X,X,X,X,X,X,X,X,O
SOLJITZ,O,X,X,X,X,X,X,X,X,X,X
SOLJIZT,O,X,X,X,X,X,X,X,X,X,X
SOLJZTI,O,X,X,X,X,X,X,X,X,X,X
SOLJZIT,O,X,X,X,O,X,X,X,X,X,X
SOLZTIJ,O,O,X,X,O,O,O,X,X,X,X
SOLZTJI,O,O,X,X,O,O,X,X,X,X,X
SOLZITJ,X,X,X,X,O,O,O,X,X,X,X
SOLZIJT,X,O,X,X,O,X,O,X,X,X,X
SOLZJTI,O,O,X,X,X,X,X,X,X,X,X
SOLZJIT,O,O,X,X,O,X,X,X,X,X,X
SOJTILZ,O,X,X,X,O,X,X,X,X,X,O
SOJTIZL,O,O,X,X,O,X,X,X,X,X,X
SOJTLIZ,O,X,X,X,O,X,X,X,X,X,O
SOJTLZI,O,X,X,X,O,X,X,X,X,X,O
SOJTZIL,O,O,X,X,O,X,X,X,X,X,X
SOJTZLI,O,O,X,X,O,X,X,X,X,X,O
SOJITLZ,O,X,X,X,X,X,X,X,X,X,X
