sequence,v115@9gB8HeB8HeB8CeA8DeC8BeB8MeOFJvhFXhBVnBaoB5?oBzqB0sB,v115@9gB8HeB8HeB8CeA8DeC8BeB8MeTAJvhFxhBXjBimB+?tB0qBlsB,v115@9gB8HeB8HeB8CeA8DeC8BeB8MexAJvhFVnBGjBilB/?tBzqB0sB,v115@9gB8HeB8HeB8CeA8DeC8BeB8MeTAJvhFOmBxiBFnBX?oB0qBSyB,v115@9gB8HeB8HeB8CeA8DeC8BeB8MelAJvhFUiB5oB/qBO?rBysBzsB,v115@9gB8HeB8HeB8CeA8DeC8BeB8MeXBJvhFxiB2qBFnB6?tBzsB0qB,v115@9gB8HeB8HeB8CeA8DeC8BeB8MexAJvhFTjB/qBarBF?nBGtB0sB,v115@9gB8HeB8HeB8CeA8DeC8BeB8MeUCJvhF5oB/qBFmBy?sBmqBzsB,v115@9gB8HeB8HeB8CeA8DeC8BeB8MeRCJvhFcoB/qBFmBT?nBSyBmqB,v115@9gB8HeB8HeB8CeA8DeC8BeB8MexBJvhFXjBTlBimB+?tBlsB0qB,v115@9gB8HeB8HeB8CeA8DeC8BeB8MeXBJvhFxiB2qBFnBC?tBTtB0qB,v115@9gB8HeB8HeB8CeA8DeC8BeB8MeUCJvhF/qBFmBxsBT?tBmqBCtB,v115@9gB8HeB8HeB8CeA8DeC8BeB8MeKFJvhFUiBFmBxsBX?tBzqBGtB
JZLOTSI,O,O,X,O,X,X,X,X,X,O,X,X,X
JZLOITS,O,O,X,O,X,X,X,X,X,X,X,X,X
JZLOIST,O,O,X,O,O,X,X,X,X,X,X,X,X
JZLOSTI,O,O,X,O,O,X,X,X,X,O,X,X,X
JZLOSIT,O,O,X,O,O,X,X,X,X,X,X,X,X
JZSTILO,O,O,O,X,O,X,X,X,X,X,X,X,X
JZSTIOL,O,O,O,O,O,X,X,X,X,X,X,X,X
JZSTLIO,O,O,O,O,O,X,O,X,X,X,X,X,X
JZSTLOI,O,O,O,O,O,O,O,X,X,X,O,X,X
JZSTOIL,O,O,O,O,O,X,X,X,X,X,X,X,X
JZSTOLI,O,O,O,O,O,O,O,X,X,X,X,X,X
JZSITLO,O,X,O,X,O,X,X,X,X,X,X,X,X
JZSITOL,O,O,O,X,O,X,X,X,X,X,X,X,X
JZSILTO,O,O,X,X,O,X,X,X,X,X,X,X,X
JZSILOT,X,O,X,X,O,X,X,X,X,X,X,X,X
JZSIOTL,X,O,O,X,O,X,X,X,X,X,X,X,X
JZSIOLT,X,O,X,X,O,X,X,X,X,X,X,X,X
JZSLTIO,O,O,O,O,O,X,O,X,X,X,X,X,X
JZSLTOI,O,O,O,O,O,O,O,X,X,X,O,X,X
JZSLITO,O,O,X,O,O,X,O,X,X,X,X,X,X
JZSLIOT,X,O,X,O,O,X,O,X,X,X,X,X,X
JZSLOTI,X,O,O,O,O,X,O,X,X,O,X,X,X
JZSLOIT,X,O,X,O,O,X,O,X,X,X,X,X,X
JZSOTIL,X,O,O,O,O,X,X,X,X,X,X,X,X
JZSOTLI,X,O,O,O,O,O,O,X,X,X,X,X,X
JZSOITL,X,O,O,X,O,X,X,X,X,X,X,X,X
JZSOILT,X,O,X,X,O,X,X,X,X,X,X,X,X
JZSOLTI,X,O,O,O,O,O,O,X,X,O,X,X,X
JZSOLIT,X,O,X,O,O,X,O,X,X,X,X,X,X
JZOTILS,O,O,X,O,X,X,X,X,X,X,X,X,X
JZOTISL,O,O,O,O,X,X,X,X,X,X,X,X,X
JZOTLIS,O,O,O,O,X,O,X,X,X,O,X,X,X
JZOTLSI,O,O,O,O,X,O,X,X,X,O,X,X,X
JZOTSIL,O,O,O,O,X,X,X,X,X,X,X,X,X
JZOTSLI,O,O,O,O,X,O,O,X,X,O,X,X,X
JZOITLS,O,O,X,O,X,X,X,X,X,X,X,X,X
JZOITSL,O,O,X,O,X,X,X,X,X,X,X,X,X
JZOILTS,O,O,X,O,X,X,X,X,X,X,X,X,X
JZOILST,O,O,X,O,O,X,X,X,X,X,X,X,X
JZOISTL,O,O,X,X,O,X,X,X,X,X,X,X,X
JZOISLT,O,O,X,X,O,X,X,X,X,X,X,X,X
JZOLTIS,O,O,O,O,X,O,X,X,X,O,X,X,X
JZOLTSI,O,O,O,O,X,O,X,X,X,O,X,X,X
JZOLITS,O,O,O,O,X,X,X,X,X,X,X,X,X
JZOLIST,O,O,X,O,O,X,X,X,X,X,X,X,X
JZOLSTI,O,O,O,O,O,O,X,X,X,O,X,X,X
JZOLSIT,O,O,X,O,O,X,X,X,X,X,X,X,X
JZOSTIL,O,O,O,O,O,X,X,X,X,X,X,X,X
JZOSTLI,O,O,O,O,O,O,O,X,X,X,X,X,X
JZOSITL,O,O,O,X,O,X,X,X,X,X,X,X,X
JZOSILT,O,O,X,X,O,X,X,X,X,X,X,X,X
JZOSLTI,O,O,O,O,O,O,O,X,X,O,X,X,X
JZOSLIT,O,O,X,O,O,X,O,X,X,X,X,X,X
JOTILSZ,O,X,X,X,X,O,X,X,X,O,X,X,X
JOTILZS,O,X,X,X,X,O,X,X,X,O,X,X,X
JOTISLZ,O,X,O,X,X,O,O,X,X,O,X,X,X
JOTISZL,O,X,O,X,X,X,X,X,X,X,X,X,X
JOTIZLS,O,X,X,X,X,X,X,X,X,X,X,X,X
JOTIZSL,O,X,O,X,X,X,X,X,X,X,X,X,X
JOTLISZ,O,O,O,X,X,O,X,X,X,O,O,X,X
JOTLIZS,O,O,O,X,X,O,X,X,X,O,O,X,X
JOTLSIZ,O,O,O,X,X,O,O,X,X,O,O,X,X
JOTLSZI,O,O,O,X,X,O,O,X,X,O,O,X,X
JOTLZIS,O,O,O,X,X,O,X,X,X,O,O,X,X
JOTLZSI,O,O,O,X,X,O,X,X,X,O,O,X,X
JOTSILZ,O,O,O,X,X,O,O,X,X,O,X,X,X
JOTSIZL,O,O,O,X,X,X,X,X,X,X,X,X,X
JOTSLIZ,O,O,O,X,X,O,O,X,X,O,O,X,X
JOTSLZI,O,O,O,X,X,O,O,X,X,O,O,X,X
JOTSZIL,O,O,O,X,X,X,X,X,X,X,X,X,X
JOTSZLI,O,O,O,X,X,O,O,X,X,O,X,X,X
JOTZILS,O,O,X,X,X,X,X,X,X,X,X,X,X
JOTZISL,O,O,O,X,X,X,X,X,X,X,X,X,X
JOTZLIS,O,O,O,X,X,O,X,X,X,O,X,X,X
JOTZLSI,O,O,O,X,X,O,X,X,X,O,X,X,X
JOTZSIL,O,O,O,X,X,X,X,X,X,X,X,X,X
JOTZSLI,O,O,O,X,X,O,O,X,X,O,X,X,X
JOITLSZ,O,X,X,X,X,O,X,X,X,O,X,X,X
JOITLZS,O,X,X,X,X,O,X,X,X,O,X,X,X
JOITSLZ,O,X,X,X,X,O,O,X,X,O,X,X,X
JOITSZL,O,X,X,X,X,X,X,X,X,X,X,X,X
JOITZLS,O,X,X,X,X,X,X,X,X,X,X,X,X
JOITZSL,O,X,X,X,X,X,X,X,X,X,X,X,X
JOILTSZ,O,X,X,X,X,O,X,X,X,O,X,X,X
JOILTZS,O,X,X,X,X,O,X,X,X,O,X,X,X
JOILSTZ,O,X,X,X,O,O,X,X,X,O,X,X,X
JOILSZT,O,X,X,X,O,X,X,X,X,X,X,X,X
JOILZTS,O,X,X,X,X,X,X,X,X,X,X,X,X
JOILZST,O,X,X,X,O,X,X,X,X,X,X,X,X
JOISTLZ,O,X,X,X,O,O,O,X,X,X,X,X,X
JOISTZL,O,X,X,X,O,X,X,X,X,X,X,X,X
JOISLTZ,O,X,X,X,O,O,O,X,X,O,X,X,X
JOISLZT,O,X,X,X,O,X,O,X,X,X,X,X,X
JOISZTL,O,X,X,X,O,X,X,X,X,X,X,X,X
JOISZLT,O,X,X,X,O,X,X,X,X,X,X,X,X
JOIZTLS,O,X,X,X,X,X,X,X,X,X,X,X,X
JOIZTSL,O,X,X,X,X,X,X,X,X,X,X,X,X
JOIZLTS,O,X,X,X,X,X,X,X,X,X,X,X,X
JOIZLST,O,X,X,X,O,X,X,X,X,X,X,X,X
JOIZSTL,O,X,X,X,O,X,X,X,X,X,X,X,X
JOIZSLT,O,X,X,X,O,X,X,X,X,X,X,X,X
JOLTISZ,O,O,O,X,X,O,X,X,X,O,O,X,X
JOLTIZS,O,O,O,X,X,O,X,X,X,O,O,X,X
JOLTSIZ,O,O,O,X,X,O,O,X,X,O,O,X,X
JOLTSZI,O,O,O,X,X,O,O,X,X,O,O,X,X
JOLTZIS,O,O,O,X,X,O,X,X,X,O,O,X,X
JOLTZSI,O,O,O,X,X,O,X,X,X,O,O,X,X
JOLITSZ,O,X,O,X,X,O,X,X,X,O,X,X,X
JOLITZS,O,X,O,X,X,O,X,X,X,O,X,X,X
JOLISTZ,O,X,O,X,O,O,X,X,X,O,X,X,X
JOLISZT,O,O,X,X,O,X,X,X,X,X,X,X,X
JOLIZTS,O,O,O,X,X,X,X,X,X,X,X,X,X
JOLIZST,O,O,X,X,O,X,X,X,X,X,X,X,X
JOLSTIZ,O,X,O,X,O,O,O,X,X,O,O,X,X
JOLSTZI,O,X,O,X,O,O,O,X,O,O,O,X,X
JOLSITZ,O,X,O,X,O,O,O,X,X,O,X,X,X
JOLSIZT,O,O,X,X,O,X,O,X,X,X,X,X,X
JOLSZTI,O,O,O,X,O,O,O,X,O,O,X,X,X
JOLSZIT,O,O,X,X,O,X,O,X,O,X,X,X,X
JOLZTIS,O,O,O,X,X,O,X,X,X,O,X,X,X
JOLZTSI,O,O,O,X,X,O,X,X,X,O,X,X,X
JOLZITS,O,O,O,X,X,X,X,X,X,X,X,X,X
JOLZIST,O,O,X,X,O,X,X,X,O,X,X,X,X
JOLZSTI,O,O,O,X,O,O,X,X,O,O,X,X,X
JOLZSIT,O,O,X,X,O,X,X,X,O,X,X,X,X
JOSTILZ,O,X,O,X,O,O,O,X,X,O,X,X,X
JOSTIZL,O,X,O,X,O,X,X,X,X,X,X,X,X
JOSTLIZ,O,X,O,X,O,O,O,X,X,O,O,X,X
JOSTLZI,O,X,O,X,O,O,O,X,O,O,O,X,X
JOSTZIL,O,X,O,X,O,X,X,X,X,X,X,X,X
JOSTZLI,O,X,O,X,O,O,O,X,X,O,X,X,X
JOSITLZ,O,X,O,X,O,O,O,X,X,X,X,X,X
JOSITZL,O,X,O,X,O,X,X,X,X,X,X,X,X
JOSILTZ,O,X,O,X,O,O,O,X,X,O,X,X,X
JOSILZT,O,O,X,X,O,X,O,X,X,X,X,X,X
JOSIZTL,O,O,X,X,O,X,X,X,X,X,X,X,X
JOSIZLT,O,O,X,X,O,X,X,X,X,X,X,X,X
JOSLTIZ,O,X,O,X,O,O,O,X,X,O,O,X,X
JOSLTZI,O,X,O,X,O,O,O,X,O,O,O,X,X
JOSLITZ,O,X,O,X,O,O,O,X,X,O,X,X,X
JOSLIZT,O,O,X,X,O,X,O,X,X,X,X,X,X
JOSLZTI,O,O,O,X,O,O,O,X,O,O,X,X,X
JOSLZIT,O,O,X,X,O,X,O,X,O,X,X,X,X
JOSZTIL,O,O,O,X,O,X,X,X,X,X,X,X,X
JOSZTLI,O,O,O,X,O,O,O,X,X,X,X,X,X
JOSZITL,O,O,X,X,O,X,X,X,X,X,X,X,X
JOSZILT,O,O,X,X,O,X,X,X,X,X,X,X,X
JOSZLTI,O,O,O,X,O,O,O,X,X,O,X,X,X
JOSZLIT,O,O,X,X,O,X,O,X,X,X,X,X,X
JOZTILS,O,O,X,X,X,X,X,X,X,X,X,X,X
JOZTISL,O,O,O,X,X,X,X,X,X,X,X,X,X
JOZTLIS,O,O,O,X,X,O,X,X,X,O,X,X,X
JOZTLSI,O,O,O,X,X,O,X,X,X,O,X,X,X
JOZTSIL,O,O,O,X,X,X,X,X,X,X,X,X,X
JOZTSLI,O,O,O,X,X,O,O,X,X,O,X,X,X
JOZITLS,O,O,X,X,X,X,X,X,X,X,X,X,X
JOZITSL,O,O,X,X,X,X,X,X,X,X,X,X,X
JOZILTS,O,O,X,X,X,X,X,X,X,X,X,X,X
JOZILST,O,O,X,X,O,X,X,X,X,X,X,X,X
JOZISTL,O,O,X,X,O,X,X,X,X,X,X,X,X
JOZISLT,O,O,X,X,O,X,X,X,X,X,X,X,X
JOZLTIS,O,O,O,X,X,O,X,X,X,O,X,X,X
JOZLTSI,O,O,O,X,X,O,X,X,X,O,X,X,X
JOZLITS,O,O,O,X,X,X,X,X,X,X,X,X,X
JOZLIST,O,O,X,X,O,X,X,X,X,X,X,X,X
JOZLSTI,O,O,O,X,O,O,X,X,X,O,X,X,X
JOZLSIT,O,O,X,X,O,X,X,X,X,X,X,X,X
JOZSTIL,O,O,O,X,O,X,X,X,X,X,X,X,X
JOZSTLI,O,O,O,X,O,O,O,X,X,X,X,X,X
JOZSITL,O,O,O,X,O,X,X,X,X,X,X,X,X
JOZSILT,O,O,X,X,O,X,X,X,X,X,X,X,X
JOZSLTI,O,O,O,X,O,O,O,X,X,O,X,X,X
JOZSLIT,O,O,X,X,O,X,O,X,X,X,X,X,X
STILJZO,O,X,O,X,O,X,O,O,X,X,X,X,X
STILJOZ,O,X,O,X,O,O,O,X,X,X,O,X,X
STILZJO,O,X,O,X,X,X,O,O,X,X,X,X,X
STILZOJ,O,X,X,X,X,X,X,O,O,X,X,O,X
STILOJZ,O,X,O,X,X,X,O,X,X,X,X,X,X
STILOZJ,O,X,X,X,X,X,X,O,O,X,X,O,X
STIJLZO,O,X,O,X,O,X,O,O,X,X,X,X,X
STIJLOZ,O,X,O,X,O,O,O,X,X,X,O,X,X
STIJZLO,O,X,O,X,O,X,X,O,X,X,X,X,X
STIJZOL,O,X,O,O,O,X,X,X,X,X,X,O,X
STIJOLZ,O,X,O,X,O,O,O,X,X,X,X,X,X
STIJOZL,O,X,O,X,O,X,X,X,X,X,X,O,X
STIZLJO,O,X,O,X,X,X,X,O,X,X,X,X,X
STIZLOJ,O,X,X,X,X,X,X,O,X,X,X,O,X
STIZJLO,O,X,O,X,X,X,X,O,X,X,X,X,X
STIZJOL,O,X,O,O,X,X,X,X,X,X,X,O,X
STIZOLJ,O,X,X,X,X,X,X,O,X,X,X,O,X
STIZOJL,O,X,O,O,X,X,X,X,X,X,X,O,X
STIOLJZ,O,X,O,X,X,O,X,X,X,X,X,X,X
STIOLZJ,O,X,O,X,X,O,X,O,O,X,X,O,X
STIOJLZ,O,X,O,X,X,O,X,X,X,X,X,X,X
STIOJZL,O,X,O,X,X,X,X,X,X,X,X,O,X
STIOZLJ,O,X,X,X,X,X,X,O,X,X,X,O,X
STIOZJL,O,X,O,X,X,X,X,X,X,X,X,O,X
STLIJZO,O,X,O,O,O,X,O,O,X,X,X,X,X
STLIJOZ,O,X,O,O,O,O,O,X,X,X,O,X,X
STLIZJO,O,X,O,O,X,X,O,O,X,X,X,X,X
STLIZOJ,O,X,O,O,X,X,X,O,O,X,X,O,X
STLIOJZ,O,X,O,O,X,X,O,X,X,X,X,X,X
STLIOZJ,O,X,X,O,X,X,X,O,O,X,X,O,X
STLJIZO,O,X,O,O,O,X,O,O,X,X,X,X,X
STLJIOZ,O,X,O,O,O,O,O,X,X,X,O,X,X
STLJZIO,O,X,O,O,O,X,O,O,X,X,X,X,X
STLJZOI,O,X,O,O,O,O,O,X,O,X,O,X,X
STLJOIZ,O,X,O,O,O,O,O,X,X,X,O,X,X
STLJOZI,X,X,O,O,O,O,O,X,O,X,O,X,X
STLZIJO,O,X,O,O,X,X,O,O,X,X,X,X,X
STLZIOJ,O,X,O,O,X,X,X,O,O,X,X,O,X
STLZJIO,O,X,O,O,X,X,O,O,X,X,X,X,X
STLZJOI,O,X,O,O,X,O,O,X,O,X,O,X,X
STLZOIJ,O,X,O,O,X,X,X,O,O,X,X,X,X
STLZOJI,O,X,O,O,X,X,X,X,O,X,X,X,X
STLOIJZ,O,X,O,O,X,O,O,X,X,X,X,X,X
STLOIZJ,O,X,O,O,X,O,X,O,O,X,X,X,X
STLOJIZ,O,X,O,O,X,O,O,X,X,X,O,X,X
STLOJZI,O,X,O,O,X,O,O,X,O,X,O,X,X
STLOZIJ,O,X,O,O,X,O,X,O,O,X,X,X,X
STLOZJI,O,X,O,O,X,O,X,X,O,X,X,X,X
STJILZO,O,X,O,X,O,X,O,O,X,X,X,X,X
STJILOZ,O,X,O,X,O,O,O,X,X,X,O,X,X
STJIZLO,O,X,O,X,O,X,X,O,X,X,X,X,X
STJIZOL,O,X,O,O,O,X,X,X,X,X,X,O,X
STJIOLZ,O,X,O,X,O,O,O,X,X,X,X,X,X
STJIOZL,O,X,O,X,O,X,X,X,X,X,X,O,X
STJLIZO,O,X,O,O,O,X,O,O,X,X,X,X,X
STJLIOZ,O,X,O,O,O,O,O,X,X,X,O,X,X
STJLZIO,O,X,O,O,O,X,O,O,X,X,X,X,X
STJLZOI,O,X,O,O,O,O,O,X,O,X,O,X,X
STJLOIZ,O,X,O,O,O,O,O,X,X,X,O,X,X
STJLOZI,X,X,O,O,O,O,O,X,O,X,O,X,X
STJZILO,O,X,O,X,O,X,X,O,X,X,X,X,X
STJZIOL,O,X,O,O,O,X,X,X,X,X,X,O,X
STJZLIO,O,X,O,O,O,X,O,O,X,X,X,X,X
STJZLOI,O,X,O,O,O,O,O,X,X,X,O,X,X
STJZOIL,O,X,O,O,O,X,X,X,X,X,X,X,X
STJZOLI,O,X,O,O,O,O,O,X,X,X,X,X,X
STJOILZ,O,X,O,X,O,O,O,X,X,X,X,X,X
STJOIZL,O,X,O,X,O,X,X,X,X,X,X,X,X
STJOLIZ,O,X,O,X,O,O,O,X,X,X,O,X,X
STJOLZI,X,X,O,X,O,O,O,X,O,X,O,X,X
STJOZIL,O,X,O,X,O,X,X,X,X,X,X,X,X
STJOZLI,O,X,O,X,O,O,O,X,X,X,X,X,X
STZILJO,O,X,O,X,X,X,X,O,X,X,X,X,X
STZILOJ,O,X,O,X,X,X,X,O,X,X,X,O,X
STZIJLO,O,X,O,X,X,X,X,O,X,X,X,X,X
STZIJOL,O,X,O,O,X,X,X,X,X,X,X,O,X
STZIOLJ,O,X,O,X,X,X,X,O,X,X,X,O,X
STZIOJL,O,X,O,O,X,X,X,X,X,X,X,O,X
STZLIJO,O,X,O,O,X,X,O,O,X,X,X,X,X
STZLIOJ,O,X,O,O,X,X,X,O,O,X,X,O,X
STZLJIO,O,X,O,O,X,X,O,O,X,X,X,X,X
STZLJOI,O,X,O,O,X,O,O,X,O,X,O,X,X
STZLOIJ,O,X,O,O,X,X,X,O,O,X,X,X,X
STZLOJI,O,X,O,O,X,X,X,X,O,X,X,X,X
STZJILO,O,X,O,X,X,X,X,O,X,X,X,X,X
STZJIOL,O,X,O,O,X,X,X,X,X,X,X,O,X
STZJLIO,O,X,O,O,X,X,O,O,X,X,X,X,X
STZJLOI,O,X,O,O,X,O,O,X,X,X,O,X,X
STZJOIL,O,X,O,O,X,X,X,X,X,X,X,X,X
STZJOLI,O,X,O,O,X,O,O,X,X,X,X,X,X
STZOILJ,O,X,O,X,X,X,X,O,X,X,X,O,X
STZOIJL,O,X,O,O,X,X,X,X,X,X,X,O,X
STZOLIJ,O,X,O,O,X,O,X,O,O,X,X,X,X
STZOLJI,O,X,O,O,X,O,X,X,O,X,X,X,X
STZOJIL,O,X,O,O,X,X,X,X,X,X,X,X,X
STZOJLI,O,X,O,O,X,O,X,X,X,X,X,X,X
STOILJZ,O,X,O,X,X,O,X,X,X,X,X,X,X
STOILZJ,O,X,O,X,X,O,X,O,O,X,X,O,X
STOIJLZ,O,X,O,X,X,O,X,X,X,X,X,X,X
STOIJZL,O,X,O,X,X,X,X,X,X,X,X,O,X
STOIZLJ,O,X,O,X,X,X,X,O,X,X,X,O,X
STOIZJL,O,X,O,X,X,X,X,X,X,X,X,O,X
STOLIJZ,O,X,O,X,X,O,O,X,X,X,X,X,X
STOLIZJ,O,X,O,X,X,O,X,O,O,X,X,X,X
STOLJIZ,O,X,O,X,X,O,O,X,X,X,O,X,X
STOLJZI,O,X,O,X,X,O,O,X,O,X,O,X,X
STOLZIJ,O,X,O,X,X,O,X,O,O,X,X,X,X
STOLZJI,O,X,O,X,X,O,X,X,O,X,X,X,X
STOJILZ,O,X,O,X,X,O,O,X,X,X,X,X,X
STOJIZL,O,X,O,X,X,X,X,X,X,X,X,X,X
STOJLIZ,O,X,O,X,X,O,O,X,X,X,O,X,X
STOJLZI,O,X,O,X,X,O,O,X,O,X,O,X,X
STOJZIL,O,X,O,X,X,X,X,X,X,X,X,X,X
STOJZLI,O,X,O,X,X,O,O,X,X,X,X,X,X
STOZILJ,O,X,O,X,X,X,X,O,X,X,X,O,X
STOZIJL,O,X,O,X,X,X,X,X,X,X,X,O,X
STOZLIJ,O,X,O,X,X,O,X,O,O,X,X,X,X
STOZLJI,O,X,O,X,X,O,X,X,O,X,X,X,X
STOZJIL,O,X,O,X,X,X,X,X,X,X,X,X,X
STOZJLI,O,X,O,X,X,O,X,X,X,X,X,X,X
SITLJZO,O,X,O,X,O,X,O,O,X,X,X,X,X
SITLJOZ,O,X,O,X,O,X,O,X,X,X,X,X,X
SITLZJO,O,X,O,X,X,X,O,O,X,X,X,X,X
SITLZOJ,O,X,X,X,X,X,X,O,O,X,X,O,X
SITLOJZ,O,X,O,X,X,X,O,X,X,X,X,X,X
SITLOZJ,O,X,X,X,X,X,X,O,O,X,X,O,X
SITJLZO,O,X,O,X,O,X,O,O,X,X,X,X,X
SITJLOZ,O,X,O,X,O,X,O,X,X,X,X,X,X
SITJZLO,O,X,O,X,O,X,X,O,X,X,X,X,X
SITJZOL,O,X,O,X,O,X,X,X,X,X,X,O,X
SITJOLZ,O,X,O,X,O,X,O,X,X,X,X,X,X
SITJOZL,O,X,O,X,O,X,X,X,X,X,X,O,X
SITZLJO,O,X,X,X,X,X,X,O,X,X,X,X,X
SITZLOJ,O,X,X,X,X,X,X,O,X,X,X,O,X
SITZJLO,O,X,O,X,X,X,X,O,X,X,X,X,X
SITZJOL,O,X,O,X,X,X,X,X,X,X,X,O,X
SITZOLJ,O,X,X,X,X,X,X,O,X,X,X,O,X
SITZOJL,O,X,X,X,X,X,X,X,X,X,X,O,X
SITOLJZ,O,X,O,X,X,X,X,X,X,X,X,X,X
SITOLZJ,O,X,O,X,X,X,X,O,O,X,X,O,X
SITOJLZ,O,X,O,X,X,X,X,X,X,X,X,X,X
SITOJZL,O,X,O,X,X,X,X,X,X,X,X,O,X
SITOZLJ,O,X,X,X,X,X,X,O,X,X,X,O,X
SITOZJL,O,X,O,X,X,X,X,X,X,X,X,O,X
SILTJZO,X,X,O,X,O,X,O,O,X,X,X,X,O
SILTJOZ,X,X,O,X,O,X,O,X,X,X,X,X,X
SILTZJO,X,X,O,X,X,X,O,O,X,X,X,X,O
SILTZOJ,X,X,X,X,X,X,X,O,O,X,X,O,O
SILTOJZ,X,X,O,X,X,X,O,X,X,X,X,X,X
SILTOZJ,X,X,X,X,X,X,X,O,O,X,X,O,O
SILJTZO,X,X,O,X,O,X,O,O,X,X,X,X,X
SILJTOZ,X,X,O,X,O,X,O,X,X,X,X,X,X
SILJZTO,X,X,X,X,O,X,O,O,X,X,X,X,X
SILJZOT,X,X,X,X,O,X,O,X,X,X,X,X,X
SILJOTZ,X,X,X,X,O,X,O,X,X,X,X,X,X
SILJOZT,X,X,X,X,O,X,O,X,X,X,X,X,X
SILZTJO,X,X,O,X,X,X,O,O,X,X,X,X,O
SILZTOJ,X,X,X,X,X,X,X,O,O,X,X,O,O
SILZJTO,X,X,X,X,O,X,O,O,X,X,X,X,X
SILZJOT,X,X,X,X,O,X,O,X,X,X,X,X,X
SILZOTJ,X,X,X,X,X,X,X,O,O,X,X,X,X
SILZOJT,X,X,X,X,X,X,X,X,O,X,X,X,X
SILOTJZ,X,X,O,X,X,X,O,X,X,X,X,X,X
SILOTZJ,X,X,X,X,X,X,X,O,O,X,X,X,X
SILOJTZ,X,X,X,X,O,X,O,X,X,X,X,X,X
SILOJZT,X,X,X,X,O,X,O,X,X,X,X,X,X
SILOZTJ,X,X,X,X,X,X,X,O,O,X,X,X,X
SILOZJT,X,X,X,X,X,X,X,X,O,X,X,X,X
SIJTLZO,O,X,O,X,O,X,O,O,X,X,X,X,X
SIJTLOZ,O,X,O,X,O,X,O,X,X,X,X,X,X
SIJTZLO,O,X,O,X,O,X,X,O,X,X,X,X,X
SIJTZOL,O,X,O,X,O,X,X,X,X,X,X,O,X
SIJTOLZ,O,X,O,X,O,X,O,X,X,X,X,X,X
SIJTOZL,O,X,O,X,O,X,X,X,X,X,X,O,X
SIJLTZO,X,X,O,X,O,X,O,O,X,X,X,X,X
SIJLTOZ,X,X,O,X,O,X,O,X,X,X,X,X,X
SIJLZTO,X,X,X,X,O,X,O,O,X,X,X,X,X
SIJLZOT,X,X,X,X,O,X,O,X,X,X,X,X,X
SIJLOTZ,X,X,X,X,O,X,O,X,X,X,X,X,X
SIJLOZT,X,X,X,X,O,X,O,X,X,X,X,X,X
SIJZTLO,O,X,X,X,O,X,X,X,X,X,X,X,X
SIJZTOL,O,X,X,X,O,X,X,X,X,X,X,O,X
SIJZLTO,O,X,X,X,O,X,X,X,X,X,X,X,X
SIJZLOT,X,X,X,X,O,X,X,X,X,X,X,X,X
SIJZOTL,X,X,X,X,O,X,X,X,X,X,X,X,X
SIJZOLT,X,X,X,X,O,X,X,X,X,X,X,X,X
SIJOTLZ,X,X,O,X,O,X,O,X,X,X,X,X,X
SIJOTZL,X,X,O,X,O,X,X,X,X,X,X,X,X
SIJOLTZ,X,X,O,X,O,X,O,X,X,X,X,X,X
SIJOLZT,X,X,X,X,O,X,O,X,X,X,X,X,X
SIJOZTL,X,X,X,X,O,X,X,X,X,X,X,X,X
SIJOZLT,X,X,X,X,O,X,X,X,X,X,X,X,X
SIZTLJO,O,X,X,X,X,X,X,O,X,X,X,X,X
SIZTLOJ,O,X,X,X,X,X,X,O,X,X,X,O,X
SIZTJLO,O,X,X,X,X,X,X,O,X,X,X,X,X
SIZTJOL,O,X,X,X,X,X,X,X,X,X,X,O,X
SIZTOLJ,O,X,X,X,X,X,X,O,X,X,X,O,X
SIZTOJL,O,X,X,X,X,X,X,X,X,X,X,O,X
SIZLTJO,O,X,X,X,X,X,X,O,X,X,X,X,O
SIZLTOJ,O,X,X,X,X,X,X,O,X,X,X,O,O
SIZLJTO,O,X,X,X,O,X,X,O,X,X,X,X,X
SIZLJOT,X,X,X,X,O,X,X,X,X,X,X,X,X
SIZLOTJ,O,X,X,X,X,X,X,O,X,X,X,X,X
SIZLOJT,O,X,X,X,X,X,X,X,X,X,X,X,X
SIZJTLO,O,X,X,X,O,X,X,X,X,X,X,X,X
SIZJTOL,O,X,X,X,O,X,X,X,X,X,X,O,X
SIZJLTO,O,X,X,X,O,X,X,X,X,X,X,X,X
SIZJLOT,X,X,X,X,O,X,X,X,X,X,X,X,X
SIZJOTL,X,X,X,X,O,X,X,X,X,X,X,X,X
SIZJOLT,X,X,X,X,O,X,X,X,X,X,X,X,X
SIZOTLJ,O,X,X,X,X,X,X,X,X,X,X,O,X
SIZOTJL,O,X,X,X,X,X,X,X,X,X,X,O,X
SIZOLTJ,O,X,X,X,X,X,X,X,X,X,X,X,X
SIZOLJT,O,X,X,X,X,X,X,X,X,X,X,X,X
SIZOJTL,O,X,X,X,X,X,X,X,X,X,X,X,X
SIZOJLT,O,X,X,X,X,X,X,X,X,X,X,X,X
SIOTLJZ,O,X,O,X,X,X,X,X,X,X,X,X,X
SIOTLZJ,O,X,O,X,X,X,X,O,O,X,X,O,X
SIOTJLZ,O,X,O,X,X,X,X,X,X,X,X,X,X
SIOTJZL,O,X,O,X,X,X,X,X,X,X,X,O,X
SIOTZLJ,O,X,X,X,X,X,X,O,X,X,X,O,X
SIOTZJL,O,X,O,X,X,X,X,X,X,X,X,O,X
