sequence,v115@9gA8IeA8IeA8GeC8AeA8BeE8Je5EJvhFTgBGjBlmB3?nBimB0qB,v115@9gA8IeA8IeA8GeC8AeA8BeE8JezAJvhFRiBSoBVqBU?nBXrBupB,v115@9gA8IeA8IeA8GeC8AeA8BeE8Je5EJvhF2lBXiBTjBS?sBFmB0qB,v115@9gA8IeA8IeA8GeC8AeA8BeE8Je5EJvhFlgBUiBTjB/?qBOrBSxB,v115@9gA8IeA8IeA8GeC8AeA8BeE8JeCAJvhFGjB8pBRmB3?nBlmBzqB,v115@9gA8IeA8IeA8GeC8AeA8BeE8Je5EJvhFUhBFiBTjBS?sBmqB/qB,v115@9gA8IeA8IeA8GeC8AeA8BeE8Je5EJvhF8mB+nBTjBy?qB/qBFrB,v115@9gA8IeA8IeA8GeC8AeA8BeE8JeUBJvhFRiBSoBXlBV?sBzqBupB
ZLSIJOT,O,O,O,X,O,X,O,X
ZLSIOTJ,O,O,O,X,O,X,X,X
ZLSIOJT,O,O,O,X,O,X,X,X
ZLSJTIO,O,O,O,X,O,X,X,X
ZLSJTOI,O,O,O,X,O,X,X,X
ZLSJITO,O,O,O,X,O,X,O,X
ZLSJIOT,O,O,O,X,O,X,O,X
ZLSJOTI,O,O,O,X,O,X,X,X
ZLSJOIT,O,O,O,X,O,X,O,X
ZLSOTIJ,O,O,O,X,O,X,X,X
ZLSOTJI,O,O,O,X,O,X,X,X
ZLSOITJ,O,O,O,X,O,X,X,X
ZLSOIJT,O,O,O,X,O,X,X,X
ZLSOJTI,O,O,O,X,O,X,X,X
ZLSOJIT,O,O,O,X,O,X,X,X
ZLOTIJS,X,X,O,X,X,O,X,X
ZLOTISJ,O,O,O,X,O,X,X,X
ZLOTJIS,X,X,O,X,X,O,X,X
ZLOTJSI,X,X,O,X,O,X,X,X
ZLOTSIJ,O,O,O,X,O,X,X,X
ZLOTSJI,O,O,O,X,O,X,X,X
ZLOITJS,X,X,O,X,X,O,X,X
ZLOITSJ,O,O,O,X,O,X,X,X
ZLOIJTS,X,X,O,X,X,O,O,X
ZLOIJST,O,X,O,X,O,O,O,X
ZLOISTJ,O,O,O,X,O,X,X,X
ZLOISJT,O,O,O,X,O,X,X,X
ZLOJTIS,X,X,O,X,X,O,O,X
ZLOJTSI,X,X,O,X,O,X,X,X
ZLOJITS,X,X,O,X,X,O,O,X
ZLOJIST,O,X,O,X,O,O,O,X
ZLOJSTI,O,X,O,X,O,X,X,X
ZLOJSIT,O,X,O,X,O,X,O,X
ZLOSTIJ,O,O,O,X,O,X,X,X
ZLOSTJI,O,O,O,X,O,X,X,X
ZLOSITJ,O,O,O,X,O,X,X,X
ZLOSIJT,O,O,O,X,O,X,X,X
ZLOSJTI,O,O,O,X,O,X,X,X
ZLOSJIT,O,O,O,X,O,X,X,X
ZJTILSO,X,O,O,X,X,X,O,X
ZJTILOS,X,X,O,X,X,X,O,X
ZJTISLO,O,O,X,O,X,X,X,X
ZJTISOL,O,O,X,O,X,X,X,X
ZJTIOLS,X,X,O,X,X,X,O,X
ZJTIOSL,O,X,X,O,X,X,X,X
ZJTLISO,X,O,O,X,X,X,O,X
ZJTLIOS,X,X,O,X,X,X,O,X
ZJTLSIO,X,O,O,X,O,X,X,X
ZJTLSOI,X,O,O,X,O,X,X,X
ZJTLOIS,X,X,O,X,X,X,O,X
ZJTLOSI,X,X,O,X,O,X,X,X
ZJTSILO,O,O,X,O,O,X,X,X
ZJTSIOL,O,O,X,O,X,X,X,X
ZJTSLIO,O,O,X,O,O,X,X,X
ZJTSLOI,O,O,X,O,O,X,X,X
ZJTSOIL,O,O,X,O,O,X,X,X
ZJTSOLI,O,O,X,O,O,X,X,X
ZJTOILS,X,X,O,X,X,X,O,X
ZJTOISL,O,X,X,O,X,X,X,X
ZJTOLIS,X,X,O,X,X,X,O,X
ZJTOLSI,X,X,O,X,O,X,X,X
ZJTOSIL,O,X,X,O,O,X,X,X
ZJTOSLI,O,X,X,O,O,X,X,X
ZJITLSO,X,O,O,X,X,X,O,X
ZJITLOS,X,X,O,X,X,X,O,X
ZJITSLO,O,O,X,O,X,X,X,X
ZJITSOL,O,O,X,O,X,X,X,X
ZJITOLS,X,X,O,X,X,X,O,X
ZJITOSL,O,X,X,O,X,X,X,X
ZJILTSO,X,O,O,X,X,O,O,X
ZJILTOS,X,X,O,X,X,O,O,X
ZJILSTO,O,O,O,O,O,O,O,X
ZJILSOT,O,O,O,O,O,O,O,X
ZJILOTS,X,X,O,X,X,O,O,X
ZJILOST,O,X,O,O,O,O,O,X
ZJISTLO,O,O,X,O,O,X,X,X
ZJISTOL,O,O,X,O,X,X,X,X
ZJISLTO,O,O,O,O,O,X,O,X
ZJISLOT,O,O,O,O,O,X,O,X
ZJISOTL,O,O,X,O,O,X,X,X
ZJISOLT,O,O,O,O,O,X,O,X
ZJIOTLS,X,X,O,X,X,X,O,X
ZJIOTSL,O,X,X,O,X,X,X,X
ZJIOLTS,X,X,O,X,X,O,O,X
ZJIOLST,O,X,O,O,O,O,O,X
ZJIOSTL,O,X,X,O,O,X,X,X
ZJIOSLT,O,X,O,O,O,X,O,X
ZJLTISO,X,O,O,X,X,O,O,X
ZJLTIOS,X,X,O,X,X,O,O,X
ZJLTSIO,X,O,O,X,O,X,X,X
ZJLTSOI,X,O,O,X,O,X,X,X
ZJLTOIS,X,X,O,X,X,O,O,X
ZJLTOSI,X,X,O,X,O,X,X,X
ZJLITSO,X,O,O,X,X,O,O,X
ZJLITOS,X,X,O,X,X,O,O,X
ZJLISTO,O,O,O,O,O,O,O,X
ZJLISOT,O,O,O,O,O,O,O,X
ZJLIOTS,X,X,O,X,X,O,O,X
ZJLIOST,O,X,O,O,O,O,O,X
ZJLSTIO,O,O,O,O,O,X,X,X
ZJLSTOI,O,O,O,O,O,X,X,X
ZJLSITO,O,O,O,O,O,X,O,X
ZJLSIOT,O,O,O,O,O,X,O,X
ZJLSOTI,O,O,O,O,O,X,X,X
ZJLSOIT,O,O,O,O,O,X,O,X
ZJLOTIS,X,X,O,X,X,O,O,X
ZJLOTSI,X,X,O,X,O,X,X,X
ZJLOITS,X,X,O,X,X,O,O,X
ZJLOIST,O,X,O,O,O,O,O,X
ZJLOSTI,O,X,O,O,O,X,X,X
ZJLOSIT,O,X,O,O,O,X,O,X
ZJSTILO,O,O,X,O,O,X,X,X
ZJSTIOL,O,O,X,O,X,X,X,X
ZJSTLIO,O,O,X,O,O,X,X,X
ZJSTLOI,O,O,X,O,O,X,X,X
ZJSTOIL,O,O,X,O,O,X,X,X
ZJSTOLI,O,O,X,O,O,X,X,X
ZJSITLO,O,O,X,O,O,X,X,X
ZJSITOL,O,O,X,O,X,X,X,X
ZJSILTO,O,O,O,O,O,X,O,X
ZJSILOT,O,O,O,O,O,X,O,X
ZJSIOTL,O,O,X,O,O,X,X,X
ZJSIOLT,O,O,O,O,O,X,O,X
ZJSLTIO,O,O,O,O,O,X,X,X
ZJSLTOI,O,O,O,O,O,X,X,X
ZJSLITO,O,O,O,O,O,X,O,X
ZJSLIOT,O,O,O,O,O,X,O,X
ZJSLOTI,O,O,O,O,O,X,X,X
ZJSLOIT,O,O,O,O,O,X,O,X
ZJSOTIL,O,O,X,O,O,X,X,X
ZJSOTLI,O,O,X,O,O,X,X,X
ZJSOITL,O,O,X,O,O,X,X,X
ZJSOILT,O,O,O,O,O,X,O,X
ZJSOLTI,O,O,O,O,O,X,X,X
ZJSOLIT,O,O,O,O,O,X,O,X
ZJOTILS,X,X,O,X,X,X,O,X
ZJOTISL,O,X,X,O,X,X,X,X
ZJOTLIS,X,X,O,X,X,X,O,X
ZJOTLSI,X,X,O,X,O,X,X,X
ZJOTSIL,O,X,X,O,O,X,X,X
ZJOTSLI,O,X,X,O,O,X,X,X
ZJOITLS,X,X,O,X,X,X,O,X
ZJOITSL,O,X,X,O,X,X,X,X
ZJOILTS,X,X,O,X,X,O,O,X
ZJOILST,O,X,O,O,O,O,O,X
ZJOISTL,O,X,X,O,O,X,X,X
ZJOISLT,O,X,O,O,O,X,O,X
ZJOLTIS,X,X,O,X,X,O,O,X
ZJOLTSI,X,X,O,X,O,X,X,X
ZJOLITS,X,X,O,X,X,O,O,X
ZJOLIST,O,X,O,O,O,O,O,X
ZJOLSTI,O,X,O,O,O,X,X,X
ZJOLSIT,O,X,O,O,O,X,O,X
ZJOSTIL,O,X,X,O,O,X,X,X
ZJOSTLI,O,X,X,O,O,X,X,X
ZJOSITL,O,X,X,O,O,X,X,X
ZJOSILT,O,X,O,O,O,X,O,X
ZJOSLTI,O,X,O,O,O,X,X,X
ZJOSLIT,O,X,O,O,O,X,O,X
ZSTILJO,O,O,X,X,O,X,X,X
ZSTILOJ,O,O,X,X,X,X,X,X
ZSTIJLO,O,O,X,O,O,X,X,X
ZSTIJOL,O,O,X,O,X,X,X,X
ZSTIOLJ,O,O,X,X,X,X,X,X
ZSTIOJL,O,O,X,O,X,X,X,X
ZSTLIJO,O,O,X,X,O,X,X,X
ZSTLIOJ,O,O,X,X,X,X,X,X
ZSTLJIO,O,O,X,X,O,X,X,X
ZSTLJOI,O,O,X,X,O,X,X,X
ZSTLOIJ,O,O,X,X,O,X,X,X
ZSTLOJI,O,O,X,X,O,X,X,X
ZSTJILO,O,O,X,O,O,X,X,X
ZSTJIOL,O,O,X,O,X,X,X,X
ZSTJLIO,O,O,X,O,O,X,X,X
ZSTJLOI,O,O,X,O,O,X,X,X
ZSTJOIL,O,O,X,O,O,X,X,X
ZSTJOLI,O,O,X,O,O,X,X,X
ZSTOILJ,O,O,X,X,O,X,X,X
ZSTOIJL,O,O,X,O,O,X,X,X
ZSTOLIJ,O,O,X,X,O,X,X,X
ZSTOLJI,O,O,X,X,O,X,X,X
ZSTOJIL,O,O,X,O,O,X,X,X
ZSTOJLI,O,O,X,O,O,X,X,X
ZSITLJO,O,O,X,X,O,X,X,X
ZSITLOJ,O,O,X,X,X,X,X,X
ZSITJLO,O,O,X,O,O,X,X,X
ZSITJOL,O,O,X,O,X,X,X,X
ZSITOLJ,O,O,X,X,X,X,X,X
ZSITOJL,O,O,X,O,X,X,X,X
ZSILTJO,O,O,O,X,O,X,X,X
ZSILTOJ,O,O,O,X,X,X,X,X
ZSILJTO,O,O,O,X,O,X,O,X
ZSILJOT,O,O,O,X,O,X,O,X
ZSILOTJ,O,O,O,X,O,X,X,X
ZSILOJT,O,O,O,X,O,X,X,X
ZSIJTLO,O,O,X,O,O,X,X,X
ZSIJTOL,O,O,X,O,X,X,X,X
ZSIJLTO,O,O,O,O,O,X,O,X
ZSIJLOT,O,O,O,O,O,X,O,X
ZSIJOTL,O,O,X,O,O,X,X,X
ZSIJOLT,O,O,O,O,O,X,O,X
ZSIOTLJ,O,O,X,X,O,X,X,X
ZSIOTJL,O,O,X,O,O,X,X,X
ZSIOLTJ,O,O,O,X,O,X,X,X
ZSIOLJT,O,O,O,X,O,X,X,X
ZSIOJTL,O,O,X,O,O,X,X,X
ZSIOJLT,O,O,O,O,O,X,X,X
ZSLTIJO,O,O,O,X,O,X,X,X
ZSLTIOJ,O,O,O,X,X,X,X,X
ZSLTJIO,O,O,O,X,O,X,X,X
ZSLTJOI,O,O,O,X,O,X,X,X
ZSLTOIJ,O,O,O,X,O,X,X,X
ZSLTOJI,O,O,O,X,O,X,X,X
ZSLITJO,O,O,O,X,O,X,X,X
ZSLITOJ,O,O,O,X,X,X,X,X
ZSLIJTO,O,O,O,X,O,X,O,X
ZSLIJOT,O,O,O,X,O,X,O,X
ZSLIOTJ,O,O,O,X,O,X,X,X
ZSLIOJT,O,O,O,X,O,X,X,X
ZSLJTIO,O,O,O,X,O,X,X,X
ZSLJTOI,O,O,O,X,O,X,X,X
ZSLJITO,O,O,O,X,O,X,O,X
ZSLJIOT,O,O,O,X,O,X,O,X
ZSLJOTI,O,O,O,X,O,X,X,X
ZSLJOIT,O,O,O,X,O,X,O,X
ZSLOTIJ,O,O,O,X,O,X,X,X
ZSLOTJI,O,O,O,X,O,X,X,X
ZSLOITJ,O,O,O,X,O,X,X,X
ZSLOIJT,O,O,O,X,O,X,X,X
ZSLOJTI,O,O,O,X,O,X,X,X
ZSLOJIT,O,O,O,X,O,X,X,X
ZSJTILO,O,O,X,O,O,X,X,X
ZSJTIOL,O,O,X,O,X,X,X,X
ZSJTLIO,O,O,X,O,O,X,X,X
ZSJTLOI,O,O,X,O,O,X,X,X
ZSJTOIL,O,O,X,O,O,X,X,X
ZSJTOLI,O,O,X,O,O,X,X,X
ZSJITLO,O,O,X,O,O,X,X,X
ZSJITOL,O,O,X,O,X,X,X,X
ZSJILTO,O,O,O,O,O,X,O,X
ZSJILOT,O,O,O,O,O,X,O,X
ZSJIOTL,O,O,X,O,O,X,X,X
ZSJIOLT,O,O,O,O,O,X,O,X
ZSJLTIO,O,O,O,O,O,X,X,X
ZSJLTOI,O,O,O,O,O,X,X,X
ZSJLITO,O,O,O,O,O,X,O,X
ZSJLIOT,O,O,O,O,O,X,O,X
ZSJLOTI,O,O,O,O,O,X,X,X
ZSJLOIT,O,O,O,O,O,X,O,X
ZSJOTIL,O,O,X,O,O,X,X,X
ZSJOTLI,O,O,X,O,O,X,X,X
ZSJOITL,O,O,X,O,O,X,X,X
ZSJOILT,O,O,O,O,O,X,O,X
ZSJOLTI,O,O,O,O,O,X,X,X
ZSJOLIT,O,O,O,O,O,X,O,X
ZSOTILJ,O,O,X,X,O,X,X,X
ZSOTIJL,O,O,X,O,O,X,X,X
ZSOTLIJ,O,O,X,X,O,X,X,X
ZSOTLJI,O,O,X,X,O,X,X,X
ZSOTJIL,O,O,X,O,O,X,X,X
ZSOTJLI,O,O,X,O,O,X,X,X
ZSOITLJ,O,O,X,X,O,X,X,X
ZSOITJL,O,O,X,O,O,X,X,X
ZSOILTJ,O,O,O,X,O,X,X,X
ZSOILJT,O,O,O,X,O,X,X,X
ZSOIJTL,O,O,X,O,O,X,X,X
ZSOIJLT,O,O,O,O,O,X,X,X
ZSOLTIJ,O,O,O,X,O,X,X,X
ZSOLTJI,O,O,O,X,O,X,X,X
ZSOLITJ,O,O,O,X,O,X,X,X
ZSOLIJT,O,O,O,X,O,X,X,X
ZSOLJTI,O,O,O,X,O,X,X,X
ZSOLJIT,O,O,O,X,O,X,X,X
ZSOJTIL,O,O,X,O,O,X,X,X
ZSOJTLI,O,O,X,O,O,X,X,X
ZSOJITL,O,O,X,O,O,X,X,X
ZSOJILT,O,O,O,O,O,X,X,X
ZSOJLTI,O,O,O,O,O,X,X,X
ZSOJLIT,O,O,O,O,O,X,X,X
ZOTILJS,X,X,O,X,X,X,X,O
ZOTILSJ,O,O,O,X,O,X,X,O
ZOTIJLS,X,X,O,X,X,X,X,O
ZOTIJSL,O,X,X,X,X,X,X,O
ZOTISLJ,O,O,X,X,O,X,X,O
ZOTISJL,O,O,X,X,O,X,X,O
ZOTLIJS,X,X,O,X,X,X,X,O
ZOTLISJ,O,O,O,X,O,X,X,O
ZOTLJIS,X,X,O,X,X,X,X,O
ZOTLJSI,X,X,O,X,O,X,X,O
ZOTLSIJ,O,O,O,X,O,X,X,O
ZOTLSJI,O,O,O,X,O,X,X,O
ZOTJILS,X,X,O,X,X,X,X,O
ZOTJISL,O,X,X,X,X,X,X,O
ZOTJLIS,X,X,O,X,X,X,X,O
ZOTJLSI,X,X,O,X,O,X,X,O
ZOTJSIL,O,X,X,X,O,X,X,O
ZOTJSLI,O,X,X,X,O,X,X,O
ZOTSILJ,O,O,X,X,O,X,X,O
ZOTSIJL,O,O,X,X,O,X,X,O
ZOTSLIJ,O,O,X,X,O,X,X,O
ZOTSLJI,O,O,X,X,O,X,X,O
ZOTSJIL,O,O,X,X,O,X,X,O
ZOTSJLI,O,O,X,X,O,X,X,O
ZOITLJS,X,X,O,X,X,X,X,X
ZOITLSJ,O,O,O,X,O,X,X,X
ZOITJLS,X,X,O,X,X,X,X,X
ZOITJSL,O,X,X,X,X,X,X,X
ZOITSLJ,O,O,X,X,O,X,X,X
ZOITSJL,O,O,X,X,O,X,X,X
ZOILTJS,X,X,O,X,X,O,X,X
ZOILTSJ,O,O,O,X,O,X,X,X
ZOILJTS,X,X,O,X,X,O,O,X
ZOILJST,O,X,O,X,O,O,O,X
ZOILSTJ,O,O,O,X,O,X,X,X
ZOILSJT,O,O,O,X,O,X,X,X
ZOIJTLS,X,X,O,X,X,X,O,X
ZOIJTSL,O,X,X,O,X,X,X,X
ZOIJLTS,X,X,O,X,X,O,O,X
ZOIJLST,O,X,O,O,O,O,O,X
ZOIJSTL,O,X,X,O,O,X,X,X
ZOIJSLT,O,X,O,O,O,X,O,X
ZOISTLJ,O,O,X,X,O,X,X,X
ZOISTJL,O,O,X,O,O,X,X,X
ZOISLTJ,O,O,O,X,O,X,X,X
ZOISLJT,O,O,O,X,O,X,X,X
ZOISJTL,O,O,X,O,O,X,X,X
ZOISJLT,O,O,O,O,O,X,X,X
ZOLTIJS,X,X,O,X,X,O,X,X
ZOLTISJ,O,O,O,X,O,X,X,X
ZOLTJIS,X,X,O,X,X,O,X,X
ZOLTJSI,X,X,O,X,O,X,X,X
ZOLTSIJ,O,O,O,X,O,X,X,X
ZOLTSJI,O,O,O,X,O,X,X,X
ZOLITJS,X,X,O,X,X,O,X,X
ZOLITSJ,O,O,O,X,O,X,X,X
ZOLIJTS,X,X,O,X,X,O,O,X
ZOLIJST,O,X,O,X,O,O,O,X
ZOLISTJ,O,O,O,X,O,X,X,X
ZOLISJT,O,O,O,X,O,X,X,X
ZOLJTIS,X,X,O,X,X,O,O,X
ZOLJTSI,X,X,O,X,O,X,X,X
ZOLJITS,X,X,O,X,X,O,O,X
ZOLJIST,O,X,O,X,O,O,O,X
ZOLJSTI,O,X,O,X,O,X,X,X
ZOLJSIT,O,X,O,X,O,X,O,X
ZOLSTIJ,O,O,O,X,O,X,X,X
ZOLSTJI,O,O,O,X,O,X,X,X
ZOLSITJ,O,O,O,X,O,X,X,X
ZOLSIJT,O,O,O,X,O,X,X,X
ZOLSJTI,O,O,O,X,O,X,X,X
ZOLSJIT,O,O,O,X,O,X,X,X
ZOJTILS,X,X,O,X,X,X,O,X
ZOJTISL,O,X,X,O,X,X,X,X
ZOJTLIS,X,X,O,X,X,X,O,X
ZOJTLSI,X,X,O,X,O,X,X,X
ZOJTSIL,O,X,X,O,O,X,X,X
ZOJTSLI,O,X,X,O,O,X,X,X
ZOJITLS,X,X,O,X,X,X,O,X
ZOJITSL,O,X,X,O,X,X,X,X
ZOJILTS,X,X,O,X,X,O,O,X
ZOJILST,O,X,O,O,O,O,O,X
ZOJISTL,O,X,X,O,O,X,X,X
ZOJISLT,O,X,O,O,O,X,O,X
ZOJLTIS,X,X,O,X,X,O,O,X
ZOJLTSI,X,X,O,X,O,X,X,X
ZOJLITS,X,X,O,X,X,O,O,X
ZOJLIST,O,X,O,O,O,O,O,X
ZOJLSTI,O,X,O,O,O,X,X,X
ZOJLSIT,O,X,O,O,O,X,O,X
ZOJSTIL,O,X,X,O,O,X,X,X
ZOJSTLI,O,X,X,O,O,X,X,X
ZOJSITL,O,X,X,O,O,X,X,X
ZOJSILT,O,X,O,O,O,X,O,X
ZOJSLTI,O,X,O,O,O,X,X,X
ZOJSLIT,O,X,O,O,O,X,O,X
ZOSTILJ,O,O,X,X,O,X,X,O
ZOSTIJL,O,O,X,O,O,X,X,O
ZOSTLIJ,O,O,X,X,O,X,X,O
ZOSTLJI,O,O,X,X,O,X,X,O
ZOSTJIL,O,O,X,O,O,X,X,O
ZOSTJLI,O,O,X,O,O,X,X,O
ZOSITLJ,O,O,X,X,O,X,X,X
ZOSITJL,O,O,X,O,O,X,X,X
ZOSILTJ,O,O,O,X,O,X,X,X
ZOSILJT,O,O,O,X,O,X,X,X
ZOSIJTL,O,O,X,O,O,X,X,X
ZOSIJLT,O,O,O,O,O,X,X,X
ZOSLTIJ,O,O,O,X,O,X,X,X
ZOSLTJI,O,O,O,X,O,X,X,X
ZOSLITJ,O,O,O,X,O,X,X,X
ZOSLIJT,O,O,O,X,O,X,X,X
ZOSLJTI,O,O,O,X,O,X,X,X
ZOSLJIT,O,O,O,X,O,X,X,X
ZOSJTIL,O,O,X,O,O,X,X,X
ZOSJTLI,O,O,X,O,O,X,X,X
ZOSJITL,O,O,X,O,O,X,X,X
ZOSJILT,O,O,O,O,O,X,X,X
ZOSJLTI,O,O,O,O,O,X,X,X
ZOSJLIT,O,O,O,O,O,X,X,X
OTILJSZ,X,X,X,X,X,O,X,O
OTILJZS,X,X,X,X,X,O,O,O
OTILSJZ,X,X,X,X,X,O,X,O
OTILSZJ,X,X,O,X,X,X,X,O
OTILZJS,X,X,O,X,X,O,X,O
OTILZSJ,X,X,O,X,X,X,X,O
OTIJLSZ,X,X,X,X,X,O,X,O
OTIJLZS,X,X,X,X,X,O,O,O
OTIJSLZ,X,X,X,O,X,X,X,O
OTIJSZL,X,X,X,O,X,X,X,O
OTIJZLS,X,X,X,X,X,X,O,O
OTIJZSL,X,X,X,O,X,X,X,O
OTISLJZ,X,X,X,O,X,X,X,O
OTISLZJ,X,X,X,X,X,X,X,O
OTISJLZ,X,X,X,O,X,X,X,O
OTISJZL,O,X,X,O,O,X,X,O
OTISZLJ,O,X,X,X,O,X,X,O
OTISZJL,O,X,X,O,O,X,X,O
OTIZLJS,X,X,O,X,X,X,X,O
OTIZLSJ,O,X,O,X,O,X,X,O
OTIZJLS,X,X,O,X,X,X,X,O
OTIZJSL,O,X,X,X,X,X,X,O
OTIZSLJ,O,X,X,X,O,X,X,O
OTIZSJL,O,X,X,X,O,X,X,O
OTLIJSZ,X,X,X,X,X,O,X,O
OTLIJZS,X,X,X,X,X,O,O,O
OTLISJZ,X,X,X,X,X,O,X,O
OTLISZJ,X,X,O,X,X,X,X,O
OTLIZJS,X,X,O,X,X,O,X,O
OTLIZSJ,X,O,O,X,X,X,X,O
OTLJISZ,X,X,X,X,X,O,X,O
OTLJIZS,X,X,X,X,X,O,O,O
OTLJSIZ,X,X,X,X,X,O,X,O
OTLJSZI,X,X,X,X,X,X,X,O
OTLJZIS,X,X,X,X,X,O,O,O
OTLJZSI,X,X,X,X,X,X,X,O
OTLSIJZ,X,X,X,X,X,O,X,O
OTLSIZJ,X,O,O,X,X,X,X,O
OTLSJIZ,X,X,X,X,X,O,X,O
OTLSJZI,X,O,X,X,X,X,X,O
OTLSZIJ,X,O,O,X,X,X,X,O
OTLSZJI,X,O,O,X,X,X,X,O
OTLZIJS,X,X,O,X,X,O,X,O
OTLZISJ,X,O,O,X,X,X,X,O
OTLZJIS,X,X,O,X,X,O,X,O
OTLZJSI,X,X,O,X,X,X,X,O
OTLZSIJ,X,O,O,X,X,X,X,O
OTLZSJI,X,O,O,X,X,X,X,O
OTJILSZ,X,X,X,X,X,O,X,O
OTJILZS,X,X,X,X,X,O,O,O
OTJISLZ,X,X,X,O,X,X,X,O
OTJISZL,X,X,X,O,X,X,X,O
OTJIZLS,X,X,X,X,X,X,O,O
OTJIZSL,X,X,X,O,X,X,X,O
OTJLISZ,X,X,X,X,X,O,X,O
OTJLIZS,X,X,X,X,X,O,O,O
OTJLSIZ,X,X,X,X,X,O,X,O
OTJLSZI,X,X,X,X,X,X,X,O
OTJLZIS,X,X,X,X,X,O,O,O
OTJLZSI,X,X,X,X,X,X,X,O
OTJSILZ,X,X,X,O,X,X,X,O
OTJSIZL,X,X,X,O,O,X,X,O
OTJSLIZ,X,X,X,O,X,X,X,O
OTJSLZI,X,X,X,O,X,X,X,O
OTJSZIL,X,X,X,O,O,X,X,O
OTJSZLI,X,X,X,O,O,X,X,O
OTJZILS,X,X,X,X,X,X,O,O
OTJZISL,X,X,X,O,X,X,X,O
OTJZLIS,X,X,X,X,X,X,O,O
OTJZLSI,X,X,X,X,O,X,X,O
OTJZSIL,X,X,X,O,O,X,X,O
OTJZSLI,X,X,X,O,O,X,X,O
OTSILJZ,X,X,X,O,X,X,X,O
OTSILZJ,X,O,X,X,X,X,X,O
OTSIJLZ,X,X,X,O,X,X,X,O
OTSIJZL,O,X,X,O,O,X,X,O
OTSIZLJ,O,O,X,X,O,X,X,O
OTSIZJL,O,O,X,O,O,X,X,O
OTSLIJZ,X,X,X,O,X,X,X,O
OTSLIZJ,X,O,X,X,X,X,X,O
OTSLJIZ,X,X,X,O,X,X,X,O
OTSLJZI,X,O,X,O,X,X,X,O
OTSLZIJ,X,O,X,X,X,X,X,O
OTSLZJI,X,O,X,X,X,X,X,O
OTSJILZ,X,X,X,O,X,X,X,O
OTSJIZL,O,X,X,O,O,X,X,O
OTSJLIZ,X,X,X,O,X,X,X,O
OTSJLZI,X,O,X,O,X,X,X,O
OTSJZIL,O,O,X,O,O,X,X,O
OTSJZLI,O,O,X,O,O,X,X,O
OTSZILJ,O,O,X,X,O,X,X,O
OTSZIJL,O,O,X,O,O,X,X,O
OTSZLIJ,O,O,X,X,O,X,X,O
OTSZLJI,O,O,X,X,O,X,X,O
OTSZJIL,O,O,X,O,O,X,X,O
OTSZJLI,O,O,X,O,O,X,X,O
OTZILJS,X,X,O,X,X,X,X,O
OTZILSJ,O,O,O,X,O,X,X,O
OTZIJLS,X,X,O,X,X,X,X,O
OTZIJSL,O,X,X,X,X,X,X,O
OTZISLJ,O,O,X,X,O,X,X,O
OTZISJL,O,O,X,X,O,X,X,O
OTZLIJS,X,X,O,X,X,X,X,O
OTZLISJ,O,O,O,X,O,X,X,O
OTZLJIS,X,X,O,X,X,X,X,O
OTZLJSI,X,X,O,X,O,X,X,O
OTZLSIJ,O,O,O,X,O,X,X,O
OTZLSJI,O,O,O,X,O,X,X,O
OTZJILS,X,X,O,X,X,X,X,O
OTZJISL,O,X,X,X,X,X,X,O
OTZJLIS,X,X,O,X,X,X,X,O
OTZJLSI,X,X,O,X,O,X,X,O
OTZJSIL,O,X,X,X,O,X,X,O
OTZJSLI,O,X,X,X,O,X,X,O
OTZSILJ,O,O,X,X,O,X,X,O
OTZSIJL,O,O,X,X,O,X,X,O
OTZSLIJ,O,O,X,X,O,X,X,O
OTZSLJI,O,O,X,X,O,X,X,O
OTZSJIL,O,O,X,X,O,X,X,O
OTZSJLI,O,O,X,X,O,X,X,O
OITLJSZ,X,X,X,X,X,O,X,O
OITLJZS,X,X,X,X,X,O,O,O
OITLSJZ,X,X,X,X,X,O,X,O
OITLSZJ,X,X,O,X,X,X,X,O
OITLZJS,X,X,O,X,X,O,X,O
OITLZSJ,X,X,O,X,X,X,X,O
OITJLSZ,X,X,X,X,X,O,X,O
OITJLZS,X,X,X,X,X,O,O,O
OITJSLZ,X,X,X,O,X,X,X,O
OITJSZL,X,X,X,O,X,X,X,O
OITJZLS,X,X,X,X,X,X,O,O
OITJZSL,X,X,X,O,X,X,X,O
OITSLJZ,X,X,X,O,X,X,X,O
OITSLZJ,X,X,X,X,X,X,X,O
OITSJLZ,X,X,X,O,X,X,X,O
OITSJZL,O,X,X,O,O,X,X,O
OITSZLJ,O,X,X,X,O,X,X,O
OITSZJL,O,X,X,O,O,X,X,O
OITZLJS,X,X,O,X,X,X,X,O
OITZLSJ,O,X,O,X,O,X,X,O
OITZJLS,X,X,O,X,X,X,X,O
OITZJSL,O,X,X,X,X,X,X,O
OITZSLJ,O,X,X,X,O,X,X,O
OITZSJL,O,X,X,X,O,X,X,O
OILTJSZ,X,X,X,X,X,O,X,X
OILTJZS,X,X,X,X,X,O,O,X
OILTSJZ,X,X,X,X,X,O,X,X
OILTSZJ,X,X,O,X,X,X,X,X
OILTZJS,X,X,O,X,X,O,X,X
OILTZSJ,X,X,O,X,X,X,X,X
OILJTSZ,X,X,X,X,X,O,X,X
OILJTZS,X,X,X,X,X,O,O,X
OILJSTZ,X,X,X,O,X,O,X,X
