sequence,v115@9gA8IeA8IeA8CeB8DeA8BeF8KeCAJvhF0hB5oBllB3?nBmnBzpB,v115@9gA8IeA8IeA8CeB8DeA8BeF8KeuEJvhF1lB0hB5oBz?nBinBXqB,v115@9gA8IeA8IeA8CeB8DeA8BeF8KelBJvhFcnBTjBRlBC?lBXqBGtB,v115@9gA8IeA8IeA8CeB8DeA8BeF8Ke0AJvhFlhBziB5oB2?sBCqBfqB,v115@9gA8IeA8IeA8CeB8DeA8BeF8KeRAJvhF3hBcnBTjBC?qBGtBFqB,v115@9gA8IeA8IeA8CeB8DeA8BeF8Ke0BJvhF5oBupB3lBz?nBinBFqB,v115@9gA8IeA8IeA8CeB8DeA8BeF8Ke0AJvhFxhBTjBFnBC?qBGtBfqB,v115@9gA8IeA8IeA8CeB8DeA8BeF8KeRAJvhF3hBupBcqBT?nB6tBFtB
ZLSIJOT,X,X,O,X,O,O,X,X
ZLSIOTJ,O,O,X,X,X,X,X,X
ZLSIOJT,X,X,X,X,O,O,X,X
ZLSJTIO,X,X,O,X,O,X,X,X
ZLSJTOI,X,X,O,X,O,X,X,X
ZLSJITO,X,X,O,X,O,X,X,X
ZLSJIOT,X,X,O,X,O,O,X,O
ZLSJOTI,X,X,O,X,O,X,X,O
ZLSJOIT,X,X,O,X,O,O,X,O
ZLSOTIJ,O,O,X,X,X,X,X,X
ZLSOTJI,O,O,X,X,X,X,X,O
ZLSOITJ,O,O,X,X,X,X,X,X
ZLSOIJT,X,X,X,X,O,O,X,O
ZLSOJTI,X,X,X,X,O,X,X,O
ZLSOJIT,X,X,X,X,O,O,X,O
ZLOTIJS,O,O,X,X,X,X,X,X
ZLOTISJ,O,O,X,X,X,X,X,X
ZLOTJIS,O,O,X,X,X,X,X,O
ZLOTJSI,O,X,X,X,X,X,X,O
ZLOTSIJ,O,O,X,X,X,X,X,X
ZLOTSJI,O,O,X,X,X,X,X,O
ZLOITJS,O,O,X,X,X,X,X,X
ZLOITSJ,O,O,X,X,X,X,X,X
ZLOIJTS,X,X,X,X,X,X,X,O
ZLOIJST,X,X,X,X,X,O,X,O
ZLOISTJ,O,O,X,X,X,X,X,X
ZLOISJT,X,X,X,X,X,O,X,O
ZLOJTIS,X,X,X,X,O,X,X,O
ZLOJTSI,X,X,X,X,O,X,X,O
ZLOJITS,X,X,X,X,O,X,X,O
ZLOJIST,X,X,X,X,O,O,X,O
ZLOJSTI,X,X,X,X,O,X,X,O
ZLOJSIT,X,X,X,X,O,O,X,O
ZLOSTIJ,O,O,X,X,X,X,X,X
ZLOSTJI,O,O,X,X,X,X,X,O
ZLOSITJ,O,O,X,X,X,X,X,X
ZLOSIJT,X,X,X,X,O,O,X,O
ZLOSJTI,X,X,X,X,O,X,X,O
ZLOSJIT,X,X,X,X,O,O,X,O
ZJTILSO,O,X,X,O,X,X,O,X
ZJTILOS,X,O,O,O,X,X,O,O
ZJTISLO,O,O,O,X,X,X,X,X
ZJTISOL,X,O,O,X,X,O,X,O
ZJTIOLS,X,O,O,O,X,X,O,O
ZJTIOSL,X,O,O,X,X,O,X,O
ZJTLISO,O,X,X,O,O,X,O,X
ZJTLIOS,X,O,O,O,O,X,O,O
ZJTLSIO,O,X,O,X,O,X,O,X
ZJTLSOI,X,X,O,X,O,X,O,X
ZJTLOIS,X,O,O,O,O,X,O,O
ZJTLOSI,X,X,O,X,O,X,O,O
ZJTSILO,O,O,O,X,X,X,X,X
ZJTSIOL,X,O,O,X,O,O,X,O
ZJTSLIO,O,O,O,X,O,X,X,X
ZJTSLOI,X,O,O,X,O,X,X,X
ZJTSOIL,X,O,O,X,O,O,X,O
ZJTSOLI,X,O,O,X,O,X,X,O
ZJTOILS,X,O,O,O,X,X,O,O
ZJTOISL,X,O,O,X,X,O,X,O
ZJTOLIS,X,O,O,O,O,X,O,O
ZJTOLSI,X,X,O,X,O,X,O,O
ZJTOSIL,X,O,O,X,O,O,X,O
ZJTOSLI,X,O,O,X,O,X,X,O
ZJITLSO,O,X,X,O,X,X,X,X
ZJITLOS,X,O,O,O,X,X,X,O
ZJITSLO,O,O,O,X,X,X,X,X
ZJITSOL,X,O,O,X,X,O,X,O
ZJITOLS,X,O,O,O,X,X,X,O
ZJITOSL,X,O,O,X,X,O,X,O
ZJILTSO,X,X,X,O,O,X,X,X
ZJILTOS,X,X,O,O,O,X,X,O
ZJILSTO,X,X,X,O,O,X,X,X
ZJILSOT,X,X,X,O,O,O,X,O
ZJILOTS,X,X,O,O,O,X,X,O
ZJILOST,X,X,X,O,O,O,X,O
ZJISTLO,O,O,O,X,X,X,X,X
ZJISTOL,X,O,O,X,O,O,X,O
ZJISLTO,X,X,O,X,O,X,X,X
ZJISLOT,X,X,O,X,O,O,X,O
ZJISOTL,O,O,O,X,O,O,X,O
ZJISOLT,X,X,O,X,O,O,X,O
ZJIOTLS,O,O,O,O,X,X,X,O
ZJIOTSL,O,O,O,X,X,O,X,O
ZJIOLTS,X,X,O,O,O,X,X,O
ZJIOLST,X,X,X,O,O,O,X,O
ZJIOSTL,O,O,O,X,O,O,X,O
ZJIOSLT,X,X,O,X,O,O,X,O
ZJLTISO,X,X,X,O,O,X,O,X
ZJLTIOS,X,X,O,O,O,X,O,O
ZJLTSIO,X,X,O,X,O,X,O,X
ZJLTSOI,X,X,O,X,O,X,O,X
ZJLTOIS,X,X,O,O,O,X,O,O
ZJLTOSI,X,X,O,X,O,X,O,O
ZJLITSO,X,X,X,O,O,X,X,X
ZJLITOS,X,X,O,O,O,X,X,O
ZJLISTO,X,X,X,O,O,X,X,X
ZJLISOT,X,X,X,O,O,O,X,O
ZJLIOTS,X,X,O,O,O,X,X,O
ZJLIOST,X,X,X,O,O,O,X,O
ZJLSTIO,X,X,O,X,O,X,X,X
ZJLSTOI,X,X,O,X,O,X,X,X
ZJLSITO,X,X,O,X,O,X,X,X
ZJLSIOT,X,X,O,X,O,O,X,O
ZJLSOTI,X,X,O,X,O,X,X,O
ZJLSOIT,X,X,O,X,O,O,X,O
ZJLOTIS,X,X,O,O,O,X,O,O
ZJLOTSI,X,X,O,X,O,X,O,O
ZJLOITS,X,X,O,O,O,X,X,O
ZJLOIST,X,X,X,O,O,O,X,O
ZJLOSTI,X,X,O,X,O,X,X,O
ZJLOSIT,X,X,O,X,O,O,X,O
ZJSTILO,O,O,O,X,X,X,X,X
ZJSTIOL,X,O,O,X,O,O,X,O
ZJSTLIO,O,O,O,X,O,X,X,X
ZJSTLOI,X,O,O,X,O,X,X,X
ZJSTOIL,X,O,O,X,O,O,X,O
ZJSTOLI,X,O,O,X,O,X,X,O
ZJSITLO,O,O,O,X,X,X,X,X
ZJSITOL,X,O,O,X,O,O,X,O
ZJSILTO,X,X,O,X,O,X,X,X
ZJSILOT,X,X,O,X,O,O,X,O
ZJSIOTL,O,O,O,X,O,O,X,O
ZJSIOLT,X,X,O,X,O,O,X,O
ZJSLTIO,X,X,O,X,O,X,X,X
ZJSLTOI,X,X,O,X,O,X,X,X
ZJSLITO,X,X,O,X,O,X,X,X
ZJSLIOT,X,X,O,X,O,O,X,O
ZJSLOTI,X,X,O,X,O,X,X,O
ZJSLOIT,X,X,O,X,O,O,X,O
ZJSOTIL,O,O,O,X,O,O,X,O
ZJSOTLI,O,O,O,X,O,X,X,O
ZJSOITL,O,O,O,X,O,O,X,O
ZJSOILT,X,X,O,X,O,O,X,O
ZJSOLTI,X,X,O,X,O,X,X,O
ZJSOLIT,X,X,O,X,O,O,X,O
ZJOTILS,O,O,O,O,X,X,O,O
ZJOTISL,O,O,O,X,X,O,X,O
ZJOTLIS,O,O,O,O,O,X,O,O
ZJOTLSI,O,X,O,X,O,X,O,O
ZJOTSIL,O,O,O,X,O,O,X,O
ZJOTSLI,O,O,O,X,O,X,X,O
ZJOITLS,O,O,O,O,X,X,X,O
ZJOITSL,O,O,O,X,X,O,X,O
ZJOILTS,X,X,O,O,O,X,X,O
ZJOILST,X,X,X,O,O,O,X,O
ZJOISTL,O,O,O,X,O,O,X,O
ZJOISLT,X,X,O,X,O,O,X,O
ZJOLTIS,X,X,O,O,O,X,O,O
ZJOLTSI,X,X,O,X,O,X,O,O
ZJOLITS,X,X,O,O,O,X,X,O
ZJOLIST,X,X,X,O,O,O,X,O
ZJOLSTI,X,X,O,X,O,X,X,O
ZJOLSIT,X,X,O,X,O,O,X,O
ZJOSTIL,O,O,O,X,O,O,X,O
ZJOSTLI,O,O,O,X,O,X,X,O
ZJOSITL,O,O,O,X,O,O,X,O
ZJOSILT,X,X,O,X,O,O,X,O
ZJOSLTI,X,X,O,X,O,X,X,O
ZJOSLIT,X,X,O,X,O,O,X,O
ZSTILJO,O,O,O,X,X,X,X,X
ZSTILOJ,O,O,X,X,X,X,X,X
ZSTIJLO,O,O,O,X,X,X,X,X
ZSTIJOL,X,O,O,X,O,O,X,X
ZSTIOLJ,O,O,X,X,X,X,X,X
ZSTIOJL,O,O,O,X,X,O,X,X
ZSTLIJO,O,O,O,X,O,X,X,X
ZSTLIOJ,O,O,X,X,X,X,X,X
ZSTLJIO,O,O,O,X,O,X,X,X
ZSTLJOI,X,O,O,X,O,X,X,X
ZSTLOIJ,O,O,X,X,X,X,X,X
ZSTLOJI,X,O,X,X,X,X,X,X
ZSTJILO,O,O,O,X,X,X,X,X
ZSTJIOL,X,O,O,X,O,O,X,O
ZSTJLIO,O,O,O,X,O,X,X,X
ZSTJLOI,X,O,O,X,O,X,X,X
ZSTJOIL,X,O,O,X,O,O,X,O
ZSTJOLI,X,O,O,X,O,X,X,O
ZSTOILJ,O,O,X,X,X,X,X,X
ZSTOIJL,O,O,O,X,X,O,X,X
ZSTOLIJ,O,O,X,X,X,X,X,X
ZSTOLJI,O,O,X,X,X,X,X,O
ZSTOJIL,O,O,O,X,X,O,X,O
ZSTOJLI,O,O,O,X,X,X,X,O
ZSITLJO,O,O,O,X,X,X,X,X
ZSITLOJ,O,O,X,X,X,X,X,X
ZSITJLO,O,O,O,X,X,X,X,X
ZSITJOL,X,O,O,X,O,O,X,X
ZSITOLJ,O,O,X,X,X,X,X,X
ZSITOJL,O,O,O,X,X,O,X,X
ZSILTJO,O,O,O,X,O,X,X,X
ZSILTOJ,O,O,X,X,X,X,X,X
ZSILJTO,X,X,O,X,O,X,X,X
ZSILJOT,X,X,O,X,O,O,X,X
ZSILOTJ,O,O,X,X,X,X,X,X
ZSILOJT,X,X,X,X,O,O,X,X
ZSIJTLO,O,O,O,X,X,X,X,X
ZSIJTOL,X,O,O,X,O,O,X,O
ZSIJLTO,X,X,O,X,O,X,X,X
ZSIJLOT,X,X,O,X,O,O,X,O
ZSIJOTL,O,O,O,X,O,O,X,O
ZSIJOLT,X,X,O,X,O,O,X,O
ZSIOTLJ,O,O,X,X,X,X,X,X
ZSIOTJL,O,O,O,X,X,O,X,X
ZSIOLTJ,O,O,X,X,X,X,X,X
ZSIOLJT,X,X,X,X,X,O,X,O
ZSIOJTL,O,O,O,X,O,O,X,O
ZSIOJLT,X,X,O,X,O,O,X,O
ZSLTIJO,O,O,O,X,O,X,X,X
ZSLTIOJ,O,O,X,X,X,X,X,X
ZSLTJIO,O,O,O,X,O,X,X,X
ZSLTJOI,X,O,O,X,O,X,X,X
ZSLTOIJ,O,O,X,X,X,X,X,X
ZSLTOJI,X,O,X,X,X,X,X,X
ZSLITJO,O,O,O,X,O,X,X,X
ZSLITOJ,O,O,X,X,X,X,X,X
ZSLIJTO,X,X,O,X,O,X,X,X
ZSLIJOT,X,X,O,X,O,O,X,X
ZSLIOTJ,O,O,X,X,X,X,X,X
ZSLIOJT,X,X,X,X,O,O,X,X
ZSLJTIO,X,X,O,X,O,X,X,X
ZSLJTOI,X,X,O,X,O,X,X,X
ZSLJITO,X,X,O,X,O,X,X,X
ZSLJIOT,X,X,O,X,O,O,X,O
ZSLJOTI,X,X,O,X,O,X,X,O
ZSLJOIT,X,X,O,X,O,O,X,O
ZSLOTIJ,O,O,X,X,X,X,X,X
ZSLOTJI,O,O,X,X,X,X,X,O
ZSLOITJ,O,O,X,X,X,X,X,X
ZSLOIJT,X,X,X,X,O,O,X,O
ZSLOJTI,X,X,X,X,O,X,X,O
ZSLOJIT,X,X,X,X,O,O,X,O
ZSJTILO,O,O,O,X,X,X,X,X
ZSJTIOL,X,O,O,X,O,O,X,O
ZSJTLIO,O,O,O,X,O,X,X,X
ZSJTLOI,X,O,O,X,O,X,X,X
ZSJTOIL,X,O,O,X,O,O,X,O
ZSJTOLI,X,O,O,X,O,X,X,O
ZSJITLO,O,O,O,X,X,X,X,X
ZSJITOL,X,O,O,X,O,O,X,O
ZSJILTO,X,X,O,X,O,X,X,X
ZSJILOT,X,X,O,X,O,O,X,O
ZSJIOTL,O,O,O,X,O,O,X,O
ZSJIOLT,X,X,O,X,O,O,X,O
ZSJLTIO,X,X,O,X,O,X,X,X
ZSJLTOI,X,X,O,X,O,X,X,X
ZSJLITO,X,X,O,X,O,X,X,X
ZSJLIOT,X,X,O,X,O,O,X,O
ZSJLOTI,X,X,O,X,O,X,X,O
ZSJLOIT,X,X,O,X,O,O,X,O
ZSJOTIL,O,O,O,X,O,O,X,O
ZSJOTLI,O,O,O,X,O,X,X,O
ZSJOITL,O,O,O,X,O,O,X,O
ZSJOILT,X,X,O,X,O,O,X,O
ZSJOLTI,X,X,O,X,O,X,X,O
ZSJOLIT,X,X,O,X,O,O,X,O
ZSOTILJ,O,O,X,X,X,X,X,X
ZSOTIJL,O,O,O,X,X,O,X,X
ZSOTLIJ,O,O,X,X,X,X,X,X
ZSOTLJI,O,O,X,X,X,X,X,O
ZSOTJIL,O,O,O,X,X,O,X,O
ZSOTJLI,O,O,O,X,X,X,X,O
ZSOITLJ,O,O,X,X,X,X,X,X
ZSOITJL,O,O,O,X,X,O,X,X
ZSOILTJ,O,O,X,X,X,X,X,X
ZSOILJT,X,X,X,X,X,O,X,O
ZSOIJTL,O,O,O,X,O,O,X,O
ZSOIJLT,X,X,O,X,O,O,X,O
ZSOLTIJ,O,O,X,X,X,X,X,X
ZSOLTJI,O,O,X,X,X,X,X,O
ZSOLITJ,O,O,X,X,X,X,X,X
ZSOLIJT,X,X,X,X,O,O,X,O
ZSOLJTI,X,X,X,X,O,X,X,O
ZSOLJIT,X,X,X,X,O,O,X,O
ZSOJTIL,O,O,O,X,O,O,X,O
ZSOJTLI,O,O,O,X,O,X,X,O
ZSOJITL,O,O,O,X,O,O,X,O
ZSOJILT,X,X,O,X,O,O,X,O
ZSOJLTI,X,X,O,X,O,X,X,O
ZSOJLIT,X,X,O,X,O,O,X,O
ZOTILJS,O,O,X,X,X,X,X,X
ZOTILSJ,O,O,X,X,X,X,X,X
ZOTIJLS,O,O,O,X,X,X,X,X
ZOTIJSL,O,O,O,X,X,O,X,X
ZOTISLJ,O,O,X,X,X,X,X,X
ZOTISJL,O,O,X,X,X,O,X,X
ZOTLIJS,O,O,X,X,X,X,X,X
ZOTLISJ,O,O,X,X,X,X,X,X
ZOTLJIS,O,O,X,X,X,X,X,O
ZOTLJSI,O,X,X,X,X,X,X,O
ZOTLSIJ,O,O,X,X,X,X,X,X
ZOTLSJI,O,O,X,X,X,X,X,O
ZOTJILS,O,O,O,X,X,X,X,O
ZOTJISL,O,O,O,X,X,O,X,O
ZOTJLIS,O,O,O,X,X,X,X,O
ZOTJLSI,O,X,O,X,X,X,X,O
ZOTJSIL,O,O,O,X,X,O,X,O
ZOTJSLI,O,O,O,X,X,X,X,O
ZOTSILJ,O,O,X,X,X,X,X,X
ZOTSIJL,O,O,O,X,X,O,X,X
ZOTSLIJ,O,O,X,X,X,X,X,X
ZOTSLJI,O,O,X,X,X,X,X,O
ZOTSJIL,O,O,O,X,X,O,X,O
ZOTSJLI,O,O,O,X,X,X,X,O
ZOITLJS,O,O,X,X,X,X,X,X
ZOITLSJ,O,O,X,X,X,X,X,X
ZOITJLS,O,O,O,X,X,X,X,X
ZOITJSL,O,O,O,X,X,O,X,X
ZOITSLJ,O,O,X,X,X,X,X,X
ZOITSJL,O,O,X,X,X,O,X,X
ZOILTJS,O,O,X,X,X,X,X,X
ZOILTSJ,O,O,X,X,X,X,X,X
ZOILJTS,X,X,X,X,X,X,X,O
ZOILJST,X,X,X,X,X,O,X,O
ZOILSTJ,O,O,X,X,X,X,X,X
ZOILSJT,X,X,X,X,X,O,X,O
ZOIJTLS,O,O,O,X,X,X,X,O
ZOIJTSL,O,O,O,X,X,O,X,O
ZOIJLTS,X,X,O,X,X,X,X,O
ZOIJLST,X,X,X,X,X,O,X,O
ZOIJSTL,O,O,O,X,X,O,X,O
ZOIJSLT,X,X,X,X,X,O,X,O
ZOISTLJ,O,O,X,X,X,X,X,X
ZOISTJL,O,O,X,X,X,O,X,X
ZOISLTJ,O,O,X,X,X,X,X,X
ZOISLJT,X,X,X,X,X,O,X,O
ZOISJTL,O,O,X,X,X,O,X,O
ZOISJLT,X,X,X,X,X,O,X,O
ZOLTIJS,O,O,X,X,X,X,X,X
ZOLTISJ,O,O,X,X,X,X,X,X
ZOLTJIS,O,O,X,X,X,X,X,O
ZOLTJSI,O,X,X,X,X,X,X,O
ZOLTSIJ,O,O,X,X,X,X,X,X
ZOLTSJI,O,O,X,X,X,X,X,O
ZOLITJS,O,O,X,X,X,X,X,X
ZOLITSJ,O,O,X,X,X,X,X,X
ZOLIJTS,X,X,X,X,X,X,X,O
ZOLIJST,X,X,X,X,X,O,X,O
ZOLISTJ,O,O,X,X,X,X,X,X
ZOLISJT,X,X,X,X,X,O,X,O
ZOLJTIS,X,X,X,X,O,X,X,O
ZOLJTSI,X,X,X,X,O,X,X,O
ZOLJITS,X,X,X,X,O,X,X,O
ZOLJIST,X,X,X,X,O,O,X,O
ZOLJSTI,X,X,X,X,O,X,X,O
ZOLJSIT,X,X,X,X,O,O,X,O
ZOLSTIJ,O,O,X,X,X,X,X,X
ZOLSTJI,O,O,X,X,X,X,X,O
ZOLSITJ,O,O,X,X,X,X,X,X
ZOLSIJT,X,X,X,X,O,O,X,O
ZOLSJTI,X,X,X,X,O,X,X,O
ZOLSJIT,X,X,X,X,O,O,X,O
ZOJTILS,O,O,O,X,X,X,X,O
ZOJTISL,O,O,O,X,X,O,X,O
ZOJTLIS,O,O,O,X,O,X,X,O
ZOJTLSI,O,X,O,X,O,X,X,O
ZOJTSIL,O,O,O,X,O,O,X,O
ZOJTSLI,O,O,O,X,O,X,X,O
ZOJITLS,O,O,O,X,X,X,X,O
ZOJITSL,O,O,O,X,X,O,X,O
ZOJILTS,X,X,O,X,O,X,X,O
ZOJILST,X,X,X,X,O,O,X,O
ZOJISTL,O,O,O,X,O,O,X,O
ZOJISLT,X,X,O,X,O,O,X,O
ZOJLTIS,X,X,O,X,O,X,X,O
ZOJLTSI,X,X,O,X,O,X,X,O
ZOJLITS,X,X,O,X,O,X,X,O
ZOJLIST,X,X,X,X,O,O,X,O
ZOJLSTI,X,X,O,X,O,X,X,O
ZOJLSIT,X,X,O,X,O,O,X,O
ZOJSTIL,O,O,O,X,O,O,X,O
ZOJSTLI,O,O,O,X,O,X,X,O
ZOJSITL,O,O,O,X,O,O,X,O
ZOJSILT,X,X,O,X,O,O,X,O
ZOJSLTI,X,X,O,X,O,X,X,O
ZOJSLIT,X,X,O,X,O,O,X,O
ZOSTILJ,O,O,X,X,X,X,X,X
ZOSTIJL,O,O,O,X,X,O,X,X
ZOSTLIJ,O,O,X,X,X,X,X,X
ZOSTLJI,O,O,X,X,X,X,X,O
ZOSTJIL,O,O,O,X,X,O,X,O
ZOSTJLI,O,O,O,X,X,X,X,O
ZOSITLJ,O,O,X,X,X,X,X,X
ZOSITJL,O,O,O,X,X,O,X,X
ZOSILTJ,O,O,X,X,X,X,X,X
ZOSILJT,X,X,X,X,X,O,X,O
ZOSIJTL,O,O,O,X,O,O,X,O
ZOSIJLT,X,X,O,X,O,O,X,O
ZOSLTIJ,O,O,X,X,X,X,X,X
ZOSLTJI,O,O,X,X,X,X,X,O
ZOSLITJ,O,O,X,X,X,X,X,X
ZOSLIJT,X,X,X,X,O,O,X,O
ZOSLJTI,X,X,X,X,O,X,X,O
ZOSLJIT,X,X,X,X,O,O,X,O
ZOSJTIL,O,O,O,X,O,O,X,O
ZOSJTLI,O,O,O,X,O,X,X,O
ZOSJITL,O,O,O,X,O,O,X,O
ZOSJILT,X,X,O,X,O,O,X,O
ZOSJLTI,X,X,O,X,O,X,X,O
ZOSJLIT,X,X,O,X,O,O,X,O
OTILJSZ,O,X,X,O,X,X,O,X
OTILJZS,O,O,X,O,X,X,O,X
OTILSJZ,O,O,X,X,X,X,X,X
OTILSZJ,O,O,X,X,X,X,X,X
OTILZJS,O,O,X,X,X,X,X,X
OTILZSJ,O,O,X,X,X,X,X,X
OTIJLSZ,O,X,X,O,X,X,O,X
OTIJLZS,O,O,X,O,X,X,O,X
OTIJSLZ,O,O,X,O,X,X,O,X
OTIJSZL,O,O,X,X,X,O,X,X
OTIJZLS,O,O,X,O,X,X,O,X
OTIJZSL,O,O,X,X,X,O,X,X
OTISLJZ,O,O,X,X,X,X,X,X
OTISLZJ,O,O,X,X,X,X,X,X
OTISJLZ,O,O,X,X,X,X,X,X
OTISJZL,O,O,X,X,X,O,X,X
OTISZLJ,O,O,X,X,X,X,X,X
OTISZJL,O,O,X,X,X,O,X,X
OTIZLJS,O,O,X,X,X,X,X,X
OTIZLSJ,O,O,X,X,X,X,X,X
OTIZJLS,O,O,O,X,X,X,X,X
OTIZJSL,O,O,O,X,X,O,X,X
OTIZSLJ,O,O,X,X,X,X,X,X
OTIZSJL,O,O,X,X,X,O,X,X
OTLIJSZ,O,X,X,O,X,X,O,X
OTLIJZS,O,O,X,O,X,X,O,X
OTLISJZ,O,O,X,X,X,X,X,X
OTLISZJ,O,O,X,X,X,X,X,X
OTLIZJS,O,O,X,X,X,X,X,X
OTLIZSJ,O,O,X,X,X,X,X,X
OTLJISZ,O,X,X,O,X,X,O,X
OTLJIZS,O,O,X,O,X,X,O,X
OTLJSIZ,O,X,X,O,X,X,O,X
OTLJSZI,O,X,X,X,X,X,O,X
OTLJZIS,O,O,X,O,X,X,O,X
OTLJZSI,O,X,X,X,X,X,O,X
OTLSIJZ,O,O,X,X,X,X,X,X
OTLSIZJ,O,O,X,X,X,X,X,X
OTLSJIZ,O,O,X,X,X,X,X,X
OTLSJZI,O,O,X,X,X,X,X,X
OTLSZIJ,O,O,X,X,X,X,X,X
OTLSZJI,O,O,X,X,X,X,X,O
OTLZIJS,O,O,X,X,X,X,X,X
OTLZISJ,O,O,X,X,X,X,X,X
OTLZJIS,O,O,X,X,X,X,X,O
OTLZJSI,O,X,X,X,X,X,X,O
OTLZSIJ,O,O,X,X,X,X,X,X
OTLZSJI,O,O,X,X,X,X,X,O
OTJILSZ,O,X,X,O,X,X,O,X
OTJILZS,O,O,X,O,X,X,O,X
OTJISLZ,O,O,X,O,X,X,O,X
OTJISZL,O,O,X,X,X,O,X,X
OTJIZLS,O,O,X,O,X,X,O,X
OTJIZSL,O,O,X,X,X,O,X,X
OTJLISZ,O,X,X,O,X,X,O,X
OTJLIZS,O,O,X,O,X,X,O,X
OTJLSIZ,O,X,X,O,X,X,O,X
OTJLSZI,O,X,X,X,X,X,O,X
OTJLZIS,O,O,X,O,X,X,O,X
OTJLZSI,O,X,X,X,X,X,O,X
OTJSILZ,O,O,X,O,X,X,O,X
OTJSIZL,O,O,X,X,X,O,X,X
OTJSLIZ,O,O,X,O,X,X,O,X
OTJSLZI,O,O,X,X,X,X,O,X
OTJSZIL,O,O,X,X,X,O,X,X
OTJSZLI,O,O,X,X,X,X,X,X
OTJZILS,O,O,X,O,X,X,O,X
OTJZISL,O,O,X,X,X,O,X,X
OTJZLIS,O,O,X,O,X,X,O,X
OTJZLSI,O,X,X,X,X,X,O,X
OTJZSIL,O,O,X,X,X,O,X,X
OTJZSLI,O,O,X,X,X,X,X,X
OTSILJZ,O,O,X,X,X,X,X,X
OTSILZJ,O,O,X,X,X,X,X,X
OTSIJLZ,O,O,X,X,X,X,X,X
OTSIJZL,O,O,X,X,X,O,X,X
OTSIZLJ,O,O,X,X,X,X,X,X
OTSIZJL,O,O,O,X,X,O,X,X
OTSLIJZ,O,O,X,X,X,X,X,X
OTSLIZJ,O,O,X,X,X,X,X,X
OTSLJIZ,O,O,X,X,X,X,X,X
OTSLJZI,O,O,X,X,X,X,X,X
OTSLZIJ,O,O,X,X,X,X,X,X
OTSLZJI,O,O,X,X,X,X,X,O
OTSJILZ,O,O,X,X,X,X,X,X
OTSJIZL,O,O,X,X,X,O,X,X
OTSJLIZ,O,O,X,X,X,X,X,X
OTSJLZI,O,O,X,X,X,X,X,X
OTSJZIL,O,O,X,X,X,O,X,X
OTSJZLI,O,O,X,X,X,X,X,X
OTSZILJ,O,O,X,X,X,X,X,X
OTSZIJL,O,O,O,X,X,O,X,X
OTSZLIJ,O,O,X,X,X,X,X,X
OTSZLJI,O,O,X,X,X,X,X,O
OTSZJIL,O,O,O,X,X,O,X,O
OTSZJLI,O,O,O,X,X,X,X,O
OTZILJS,O,O,X,X,X,X,X,X
OTZILSJ,O,O,X,X,X,X,X,X
OTZIJLS,O,O,O,X,X,X,X,X
OTZIJSL,O,O,O,X,X,O,X,X
OTZISLJ,O,O,X,X,X,X,X,X
OTZISJL,O,O,X,X,X,O,X,X
OTZLIJS,O,O,X,X,X,X,X,X
OTZLISJ,O,O,X,X,X,X,X,X
OTZLJIS,O,O,X,X,X,X,X,O
OTZLJSI,O,X,X,X,X,X,X,O
OTZLSIJ,O,O,X,X,X,X,X,X
OTZLSJI,O,O,X,X,X,X,X,O
OTZJILS,O,O,O,X,X,X,X,O
OTZJISL,O,O,O,X,X,O,X,O
OTZJLIS,O,O,O,X,X,X,X,O
OTZJLSI,O,X,O,X,X,X,X,O
OTZJSIL,O,O,O,X,X,O,X,O
OTZJSLI,O,O,O,X,X,X,X,O
OTZSILJ,O,O,X,X,X,X,X,X
OTZSIJL,O,O,O,X,X,O,X,X
OTZSLIJ,O,O,X,X,X,X,X,X
OTZSLJI,O,O,X,X,X,X,X,O
OTZSJIL,O,O,O,X,X,O,X,O
OTZSJLI,O,O,O,X,X,X,X,O
OITLJSZ,O,X,X,O,X,X,X,X
OITLJZS,O,O,X,O,X,X,X,X
OITLSJZ,O,O,X,X,X,X,X,X
OITLSZJ,O,O,X,X,X,X,X,X
OITLZJS,O,O,X,X,X,X,X,X
OITLZSJ,O,O,X,X,X,X,X,X
OITJLSZ,O,X,X,O,X,X,X,X
OITJLZS,O,O,X,O,X,X,X,X
OITJSLZ,O,O,X,O,X,X,X,X
OITJSZL,O,O,X,X,X,O,X,X
OITJZLS,O,O,X,O,X,X,X,X
OITJZSL,O,O,X,X,X,O,X,X
OITSLJZ,O,O,X,X,X,X,X,X
OITSLZJ,O,O,X,X,X,X,X,X
OITSJLZ,O,O,X,X,X,X,X,X
OITSJZL,O,O,X,X,X,O,X,X
OITSZLJ,O,O,X,X,X,X,X,X
OITSZJL,O,O,X,X,X,O,X,X
OITZLJS,O,O,X,X,X,X,X,X
OITZLSJ,O,O,X,X,X,X,X,X
OITZJLS,O,O,O,X,X,X,X,X
OITZJSL,O,O,O,X,X,O,X,X
OITZSLJ,O,O,X,X,X,X,X,X
OITZSJL,O,O,X,X,X,O,X,X
OILTJSZ,O,X,X,O,X,X,X,X
OILTJZS,O,O,X,O,X,X,X,X
OILTSJZ,O,O,X,X,X,X,X,X
OILTSZJ,O,O,X,X,X,X,X,X
OILTZJS,O,O,X,X,X,X,X,X
OILTZSJ,O,O,X,X,X,X,X,X
OILJTSZ,X,X,X,O,X,X,X,X
OILJTZS,X,X,X,O,X,X,X,X
OILJSTZ,X,X,X,O,X,X,X,X
