sequence,v115@9gB8HeB8HeA8GeD8BeB8CeA8JexAJvhFXiBTjBllBq?sBUqBmrB,v115@9gB8HeB8HeA8GeD8BeB8CeA8JexAJvhF6nBTjBllB3?mBUqB2xB,v115@9gB8HeB8HeA8GeD8BeB8CeA8JeeFJvhFChBTjBxmB3?qBFsB0sB,v115@9gB8HeB8HeA8GeD8BeB8CeA8JeFCJvhFTjBfsBqsBR?qBOqB8qB,v115@9gB8HeB8HeA8GeD8BeB8CeA8Je/FJvhFRhBGjBTmBi?nBUqB1xB,v115@9gB8HeB8HeA8GeD8BeB8CeA8Je/FJvhFRhBGjBimBU?qBFsBzsB,v115@9gB8HeB8HeA8GeD8BeB8CeA8Je/FJvhFFhBSnBTjBU?qBxrB2xB,v115@9gB8HeB8HeA8GeD8BeB8CeA8JeiAJvhFWnBTjBRqBF?sB3qB0sB,v115@9gB8HeB8HeA8GeD8BeB8CeA8JeiAJvhFTjBWsBRqB3?qB0sBFsB,v115@9gB8HeB8HeA8GeD8BeB8CeA8Je2FJvhFCiBTjBRqBF?sB0sB3qB,v115@9gB8HeB8HeA8GeD8BeB8CeA8JeeFJvhFRhBcnBTjBS?rB1xB3qB
JZTLOIS,O,X,X,X,X,X,X,X,X,X,X
JZTLOSI,O,X,X,X,X,O,X,X,X,X,X
JZTSILO,O,O,X,X,X,O,X,X,X,X,X
JZTSIOL,O,O,X,X,O,O,X,X,X,X,X
JZTSLIO,O,O,X,X,X,O,X,X,X,X,X
JZTSLOI,O,O,X,X,X,O,X,X,X,X,X
JZTSOIL,O,O,X,X,O,O,X,X,X,X,X
JZTSOLI,O,O,X,X,X,O,X,X,X,X,X
JZTOILS,O,X,X,X,X,X,X,X,X,X,X
JZTOISL,O,O,X,X,X,X,X,X,X,X,X
JZTOLIS,O,X,X,X,X,X,X,X,X,X,X
JZTOLSI,O,X,X,X,X,O,X,X,X,X,X
JZTOSIL,O,O,X,X,O,O,X,X,X,X,X
JZTOSLI,O,O,X,X,X,O,X,X,X,X,X
JZITLSO,O,X,X,X,X,O,X,X,X,X,X
JZITLOS,O,X,X,X,X,X,X,X,X,X,X
JZITSLO,O,X,X,X,X,O,X,X,O,X,X
JZITSOL,O,X,X,X,X,O,X,X,O,X,X
JZITOLS,O,X,X,X,X,X,X,X,X,X,X
JZITOSL,O,X,X,X,X,X,X,X,O,X,X
JZILTSO,O,X,X,X,X,X,X,X,X,X,X
JZILTOS,O,X,X,X,X,X,X,X,X,X,X
JZILSTO,O,X,X,X,X,X,O,X,O,X,X
JZILSOT,O,X,X,X,X,X,O,X,O,X,X
JZILOTS,O,X,X,X,X,X,X,X,X,X,X
JZILOST,O,X,X,X,X,X,O,X,O,X,X
JZISTLO,X,X,X,X,X,O,O,X,O,X,X
JZISTOL,X,X,X,X,O,O,O,X,O,X,X
JZISLTO,X,X,X,X,X,O,O,X,O,X,X
JZISLOT,X,X,X,X,O,X,O,X,O,X,X
JZISOTL,X,X,X,X,O,O,O,X,O,X,X
JZISOLT,X,X,X,X,O,X,O,X,O,X,X
JZIOTLS,O,X,X,X,X,X,X,X,X,X,X
JZIOTSL,O,X,X,X,X,X,X,X,O,X,X
JZIOLTS,O,X,X,X,X,X,X,X,X,X,X
JZIOLST,O,X,X,X,X,X,O,X,O,X,X
JZIOSTL,X,X,X,X,O,X,O,X,O,X,X
JZIOSLT,X,X,X,X,O,X,O,X,O,X,X
JZLTISO,O,X,X,X,X,O,X,X,X,X,O
JZLTIOS,O,X,X,X,X,X,X,X,X,X,O
JZLTSIO,O,X,X,X,X,O,X,X,X,X,O
JZLTSOI,O,X,X,X,X,O,X,X,X,X,O
JZLTOIS,O,X,X,X,X,X,X,X,X,X,O
JZLTOSI,O,X,X,X,X,O,X,X,X,X,O
JZLITSO,O,X,X,X,X,X,X,X,X,X,X
JZLITOS,O,X,X,X,X,X,X,X,X,X,X
JZLISTO,O,X,X,X,X,X,X,X,X,X,X
JZLISOT,O,X,X,X,X,X,X,X,X,X,X
JZLIOTS,O,X,X,X,X,X,X,X,X,X,X
JZLIOST,O,X,X,X,X,X,X,X,X,X,X
JZLSTIO,O,X,X,X,X,O,X,X,X,X,X
JZLSTOI,O,X,X,X,X,O,X,X,X,X,X
JZLSITO,O,X,X,X,X,O,X,X,X,X,X
JZLSIOT,O,X,X,X,O,X,X,X,X,X,X
JZLSOTI,O,X,X,X,X,X,X,X,X,X,X
JZLSOIT,O,X,X,X,O,X,X,X,X,X,X
JZLOTIS,O,X,X,X,X,X,X,X,X,X,O
JZLOTSI,O,X,X,X,X,X,X,X,X,X,O
JZLOITS,O,X,X,X,X,X,X,X,X,X,X
JZLOIST,O,X,X,X,X,X,X,X,X,X,X
JZLOSTI,O,X,X,X,X,X,X,X,X,X,X
JZLOSIT,O,X,X,X,O,X,X,X,X,X,X
JZSTILO,O,O,X,X,X,O,O,X,X,X,X
JZSTIOL,O,O,X,X,O,O,O,X,X,X,X
JZSTLIO,O,O,X,X,X,O,X,X,X,X,X
JZSTLOI,O,O,X,X,X,O,X,X,X,X,X
JZSTOIL,O,O,X,X,O,O,O,X,X,X,X
JZSTOLI,O,O,X,X,X,O,X,X,X,X,X
JZSITLO,X,X,X,X,X,O,O,X,X,X,X
JZSITOL,X,X,X,X,O,O,O,X,X,X,X
JZSILTO,X,X,X,X,X,O,O,X,X,X,X
JZSILOT,X,O,X,X,O,X,O,X,X,X,X
JZSIOTL,X,X,X,X,O,O,O,X,X,X,X
JZSIOLT,X,O,X,X,O,X,O,X,X,X,X
JZSLTIO,O,O,X,X,X,O,X,X,X,X,X
JZSLTOI,O,O,X,X,X,O,X,X,X,X,X
JZSLITO,O,X,X,X,X,O,X,X,X,X,X
JZSLIOT,O,O,X,X,O,X,X,X,X,X,X
JZSLOTI,O,O,X,X,X,X,X,X,X,X,X
JZSLOIT,O,O,X,X,O,X,X,X,X,X,X
JZSOTIL,O,O,X,X,O,O,O,X,X,X,X
JZSOTLI,O,O,X,X,O,O,X,X,X,X,X
JZSOITL,X,X,X,X,O,O,O,X,X,X,X
JZSOILT,X,O,X,X,O,X,O,X,X,X,X
JZSOLTI,O,O,X,X,X,X,X,X,X,X,X
JZSOLIT,O,O,X,X,O,X,X,X,X,X,X
JZOTILS,O,X,X,X,O,X,X,X,X,X,X
JZOTISL,O,O,X,X,O,X,X,X,X,X,X
JZOTLIS,O,X,X,X,O,X,X,X,X,X,X
JZOTLSI,O,X,X,X,O,O,X,X,X,X,X
JZOTSIL,O,O,X,X,O,O,X,X,X,X,X
JZOTSLI,O,O,X,X,O,O,X,X,X,X,X
JZOITLS,O,X,X,X,X,X,X,X,X,X,X
JZOITSL,O,X,X,X,X,X,X,X,O,X,X
JZOILTS,O,X,X,X,X,X,X,X,X,X,X
JZOILST,O,X,X,X,X,X,O,X,O,X,X
JZOISTL,X,X,X,X,O,X,O,X,O,X,X
JZOISLT,X,X,X,X,O,X,O,X,O,X,X
JZOLTIS,O,X,X,X,X,X,X,X,X,X,O
JZOLTSI,O,X,X,X,X,X,X,X,X,X,O
JZOLITS,O,X,X,X,X,X,X,X,X,X,X
JZOLIST,O,X,X,X,X,X,X,X,X,X,X
JZOLSTI,O,X,X,X,X,X,X,X,X,X,X
JZOLSIT,O,X,X,X,O,X,X,X,X,X,X
JZOSTIL,O,O,X,X,O,O,O,X,X,X,X
JZOSTLI,O,O,X,X,O,O,X,X,X,X,X
JZOSITL,X,X,X,X,O,O,O,X,X,X,X
JZOSILT,X,O,X,X,O,X,O,X,X,X,X
JZOSLTI,O,O,X,X,X,X,X,X,X,X,X
JZOSLIT,O,O,X,X,O,X,X,X,X,X,X
JOTILSZ,O,X,X,X,X,X,X,O,X,X,X
JOTILZS,O,X,X,X,O,X,X,X,X,X,X
JOTISLZ,O,X,O,X,X,X,X,O,O,X,X
JOTISZL,X,X,O,X,X,X,X,O,O,X,X
JOTIZLS,O,X,X,X,O,X,X,X,X,X,X
JOTIZSL,X,X,X,X,O,X,X,O,O,X,X
JOTLISZ,O,X,X,X,X,X,X,O,X,X,X
JOTLIZS,O,X,X,X,O,X,X,X,X,X,O
JOTLSIZ,O,X,X,X,X,X,X,X,X,X,X
JOTLSZI,O,X,X,X,O,X,X,X,X,X,O
JOTLZIS,O,X,X,X,O,X,X,X,X,X,O
JOTLZSI,O,X,X,X,O,O,X,X,X,X,O
JOTSILZ,O,X,O,X,X,X,X,O,X,X,X
JOTSIZL,X,X,O,X,X,X,X,O,X,X,X
JOTSLIZ,O,X,O,X,X,X,X,X,X,X,X
JOTSLZI,O,X,O,X,O,X,X,X,X,X,X
JOTSZIL,X,X,O,X,O,X,X,X,X,X,X
JOTSZLI,X,X,O,X,O,X,X,X,X,X,X
JOTZILS,O,X,X,X,O,X,X,X,X,X,X
JOTZISL,O,X,X,X,O,X,X,O,X,X,X
JOTZLIS,O,X,X,X,O,X,X,X,X,X,X
JOTZLSI,O,X,X,X,O,O,X,X,X,X,X
JOTZSIL,O,X,X,X,O,O,X,X,X,X,X
JOTZSLI,O,X,X,X,O,O,X,X,X,X,X
JOITLSZ,O,X,X,X,X,X,X,O,X,X,X
JOITLZS,O,X,X,X,X,X,X,X,X,X,X
JOITSLZ,O,X,X,X,X,X,X,O,O,X,X
JOITSZL,X,X,X,X,X,X,X,O,O,X,X
JOITZLS,O,X,X,X,X,X,X,X,X,X,X
JOITZSL,X,X,X,X,X,X,X,O,O,X,X
JOILTSZ,O,X,X,X,X,X,X,X,X,X,X
JOILTZS,O,X,X,X,X,X,X,X,X,X,O
JOILSTZ,O,X,X,O,X,X,X,X,O,X,X
JOILSZT,O,X,X,O,X,X,X,X,O,X,X
JOILZTS,O,X,X,X,X,X,X,X,X,X,X
JOILZST,O,X,X,X,X,X,O,X,O,X,X
JOISTLZ,X,X,X,X,X,X,X,X,O,X,X
JOISTZL,X,X,X,X,X,X,X,X,O,X,X
JOISLTZ,X,X,X,O,X,X,X,X,O,X,X
JOISLZT,X,X,X,O,X,X,X,X,O,X,X
JOISZTL,X,X,X,X,X,X,X,X,O,X,X
JOISZLT,X,X,X,X,X,X,X,X,O,X,X
JOIZTLS,O,X,X,X,X,X,X,X,X,X,X
JOIZTSL,O,X,X,X,X,X,X,X,O,X,X
JOIZLTS,O,X,X,X,X,X,X,X,X,X,X
JOIZLST,O,X,X,X,X,X,O,X,O,X,X
JOIZSTL,X,X,X,X,O,X,O,X,O,X,X
JOIZSLT,X,X,X,X,O,X,O,X,O,X,X
JOLTISZ,O,X,X,X,X,X,X,X,X,X,X
JOLTIZS,O,X,X,X,X,X,X,X,X,X,O
JOLTSIZ,O,X,X,X,X,X,X,X,X,X,X
JOLTSZI,O,X,X,X,X,X,X,X,X,X,O
JOLTZIS,O,X,X,X,X,X,X,X,X,X,O
JOLTZSI,O,X,X,X,X,X,X,X,X,X,O
JOLITSZ,O,X,X,X,X,X,X,X,X,X,X
JOLITZS,O,X,X,X,X,X,X,X,X,X,O
JOLISTZ,O,X,X,O,X,X,X,X,O,X,X
JOLISZT,O,X,X,O,X,X,X,X,O,X,X
JOLIZTS,O,X,X,X,X,X,X,X,X,X,X
JOLIZST,O,X,X,X,X,X,X,X,O,X,X
JOLSTIZ,O,X,X,O,X,X,X,X,X,X,X
JOLSTZI,O,X,X,X,X,X,X,X,X,X,O
JOLSITZ,O,X,X,O,X,X,X,X,X,X,X
JOLSIZT,O,X,X,O,X,X,X,X,X,X,X
JOLSZTI,O,X,X,X,X,X,X,X,X,X,X
JOLSZIT,O,X,X,X,X,X,X,X,X,X,X
JOLZTIS,O,X,X,X,X,X,X,X,X,X,O
JOLZTSI,O,X,X,X,X,X,X,X,X,X,O
JOLZITS,O,X,X,X,X,X,X,X,X,X,X
JOLZIST,O,X,X,X,X,X,X,X,X,X,X
JOLZSTI,O,X,X,X,X,X,X,X,X,X,X
JOLZSIT,O,X,X,X,O,X,X,X,X,X,X
JOSTILZ,O,O,O,X,X,X,X,X,X,X,X
JOSTIZL,X,X,O,X,X,X,X,X,X,X,X
JOSTLIZ,O,O,O,X,X,X,X,X,X,X,X
JOSTLZI,O,O,O,X,X,X,X,X,X,X,X
JOSTZIL,X,X,O,X,X,X,X,X,X,X,X
JOSTZLI,X,X,O,X,X,X,X,X,X,X,X
JOSITLZ,X,X,O,X,X,X,X,X,O,X,X
JOSITZL,X,X,O,X,X,X,X,X,O,X,X
JOSILTZ,X,O,O,O,X,X,X,X,O,X,X
JOSILZT,X,O,O,O,X,X,X,X,O,X,X
JOSIZTL,X,X,X,X,X,X,X,X,O,X,X
JOSIZLT,X,X,O,X,X,X,X,X,O,X,X
JOSLTIZ,O,O,O,O,X,X,X,X,X,X,X
JOSLTZI,O,O,O,X,X,X,X,X,X,X,O
JOSLITZ,O,O,O,O,X,X,X,X,X,X,X
JOSLIZT,O,O,O,O,X,X,X,X,X,X,X
JOSLZTI,O,O,O,X,X,X,X,X,X,X,X
JOSLZIT,O,O,O,X,X,X,X,X,X,X,X
JOSZTIL,O,O,O,X,O,X,X,X,X,X,X
JOSZTLI,O,O,O,X,X,X,X,X,X,X,X
JOSZITL,X,X,X,X,O,X,X,X,X,X,X
JOSZILT,X,O,O,X,O,X,X,X,X,X,X
JOSZLTI,O,O,O,X,X,X,X,X,X,X,X
JOSZLIT,O,O,O,X,O,X,X,X,X,X,X
JOZTILS,O,X,X,X,O,X,X,X,X,X,X
JOZTISL,O,O,X,X,O,X,X,X,X,X,X
JOZTLIS,O,X,X,X,O,X,X,X,X,X,X
JOZTLSI,O,X,X,X,O,O,X,X,X,X,X
JOZTSIL,O,O,X,X,O,O,X,X,X,X,X
JOZTSLI,O,O,X,X,O,O,X,X,X,X,X
JOZITLS,O,X,X,X,X,X,X,X,X,X,X
JOZITSL,O,X,X,X,X,X,X,X,O,X,X
JOZILTS,O,X,X,X,X,X,X,X,X,X,X
JOZILST,O,X,X,X,X,X,O,X,O,X,X
JOZISTL,X,X,X,X,O,X,O,X,O,X,X
JOZISLT,X,X,X,X,O,X,O,X,O,X,X
JOZLTIS,O,X,X,X,X,X,X,X,X,X,O
JOZLTSI,O,X,X,X,X,X,X,X,X,X,O
JOZLITS,O,X,X,X,X,X,X,X,X,X,X
JOZLIST,O,X,X,X,X,X,X,X,X,X,X
JOZLSTI,O,X,X,X,X,X,X,X,X,X,X
JOZLSIT,O,X,X,X,O,X,X,X,X,X,X
JOZSTIL,O,O,X,X,O,O,O,X,X,X,X
JOZSTLI,O,O,X,X,O,O,X,X,X,X,X
JOZSITL,X,X,X,X,O,O,O,X,X,X,X
JOZSILT,X,O,X,X,O,X,O,X,X,X,X
JOZSLTI,O,O,X,X,X,X,X,X,X,X,X
JOZSLIT,O,O,X,X,O,X,X,X,X,X,X
STILJZO,X,X,O,O,X,X,X,O,X,O,X
STILJOZ,X,O,O,O,X,X,X,O,X,X,X
STILZJO,X,X,X,O,X,X,X,O,X,O,X
STILZOJ,X,O,X,O,X,X,X,O,X,O,X
STILOJZ,X,O,O,O,X,X,X,O,X,X,X
STILOZJ,X,O,X,O,X,X,X,O,X,X,X
STIJLZO,X,X,O,X,X,X,X,O,X,O,X
STIJLOZ,X,O,O,X,X,X,X,O,X,X,X
STIJZLO,X,X,O,X,X,X,X,O,X,O,X
STIJZOL,X,X,O,X,X,X,X,O,X,O,X
STIJOLZ,X,O,O,X,X,X,X,O,X,X,X
STIJOZL,X,X,O,X,X,X,X,O,X,X,X
STIZLJO,X,X,X,X,X,X,X,O,X,O,X
STIZLOJ,X,O,X,X,X,X,X,O,X,O,X
STIZJLO,X,X,O,X,X,X,X,O,X,O,X
STIZJOL,X,X,O,X,X,X,X,O,X,O,X
STIZOLJ,X,O,X,X,X,X,X,O,X,O,X
STIZOJL,X,X,O,X,X,X,X,O,X,O,X
STIOLJZ,X,O,O,O,X,X,X,O,X,X,X
STIOLZJ,X,O,X,O,X,X,X,O,X,X,X
STIOJLZ,X,O,O,X,X,X,X,O,X,X,X
STIOJZL,X,X,O,X,X,X,X,O,X,X,X
STIOZLJ,X,O,X,X,X,X,X,O,X,X,X
STIOZJL,X,X,O,X,X,X,X,O,X,X,X
STLIJZO,X,X,O,O,X,X,X,X,X,O,X
STLIJOZ,X,O,O,O,X,X,X,X,X,X,X
STLIZJO,X,X,X,O,X,X,X,X,X,O,X
STLIZOJ,X,O,X,O,X,X,X,X,X,O,X
STLIOJZ,X,O,O,O,X,X,X,X,X,X,X
STLIOZJ,X,O,X,O,X,X,X,X,X,X,X
STLJIZO,X,X,O,O,X,X,X,X,X,X,X
STLJIOZ,X,O,O,O,X,X,X,X,X,X,X
STLJZIO,X,X,O,X,X,O,X,X,X,X,X
STLJZOI,X,X,O,X,X,O,X,X,X,X,X
STLJOIZ,X,O,O,O,X,X,X,X,X,X,X
STLJOZI,X,O,O,X,X,X,X,X,X,X,X
STLZIJO,X,O,X,O,X,O,X,X,X,X,X
STLZIOJ,X,O,X,O,X,O,X,X,X,X,X
STLZJIO,X,O,X,X,X,O,X,X,X,X,X
STLZJOI,X,O,X,X,X,O,X,X,X,X,X
STLZOIJ,X,O,X,O,X,O,X,X,X,X,X
STLZOJI,X,O,X,X,X,O,X,X,X,X,X
STLOIJZ,X,O,O,O,X,X,X,X,X,X,X
STLOIZJ,X,O,X,O,X,X,X,X,X,X,X
STLOJIZ,X,O,O,O,X,X,X,X,X,X,X
STLOJZI,X,O,O,X,X,X,X,X,X,X,X
STLOZIJ,X,O,X,O,X,X,X,X,X,X,X
STLOZJI,X,O,X,X,X,X,X,X,X,X,X
STJILZO,X,X,O,X,X,X,X,O,X,X,X
STJILOZ,X,O,O,X,X,X,X,O,X,X,X
STJIZLO,X,X,O,X,X,X,X,O,X,X,X
STJIZOL,X,X,O,X,X,X,X,O,X,X,X
STJIOLZ,X,O,O,X,X,X,X,O,X,X,X
STJIOZL,X,X,O,X,X,X,X,O,X,X,X
STJLIZO,X,X,O,X,X,X,X,X,X,X,X
STJLIOZ,X,O,O,X,X,X,X,X,X,X,X
STJLZIO,X,X,O,X,X,O,X,X,X,X,X
STJLZOI,X,X,O,X,X,O,X,X,X,X,X
STJLOIZ,X,O,O,X,X,X,X,X,X,X,X
STJLOZI,X,O,O,X,X,X,X,X,X,X,X
STJZILO,X,X,O,X,X,O,X,X,X,X,X
STJZIOL,X,X,O,X,X,O,X,X,X,X,X
STJZLIO,X,X,O,X,X,O,X,X,X,X,X
STJZLOI,X,X,O,X,X,O,X,X,X,X,X
STJZOIL,X,X,O,X,X,O,X,X,X,X,X
STJZOLI,X,X,O,X,X,O,X,X,X,X,X
STJOILZ,X,O,O,X,X,X,X,O,X,X,X
STJOIZL,X,X,O,X,X,X,X,O,X,X,X
STJOLIZ,X,O,O,X,X,X,X,X,X,X,X
STJOLZI,X,O,O,X,X,X,X,X,X,X,X
STJOZIL,X,X,O,X,X,X,X,X,X,X,X
STJOZLI,X,X,O,X,X,X,X,X,X,X,X
STZILJO,X,O,X,X,X,O,X,X,X,X,X
STZILOJ,X,O,X,X,X,O,X,X,X,X,X
STZIJLO,X,O,O,X,X,O,X,X,X,X,X
STZIJOL,X,O,O,X,X,O,X,X,X,X,X
STZIOLJ,X,O,X,X,X,O,X,X,X,X,X
STZIOJL,X,O,O,X,X,O,X,X,X,X,X
STZLIJO,X,O,X,X,X,O,X,X,X,X,X
STZLIOJ,X,O,X,X,X,O,X,X,X,X,X
STZLJIO,X,O,X,X,X,O,X,X,X,X,X
STZLJOI,X,O,X,X,X,O,X,X,X,X,X
STZLOIJ,X,O,X,X,X,O,X,X,X,X,X
STZLOJI,X,O,X,X,X,O,X,X,X,X,X
STZJILO,X,O,O,X,X,O,X,X,X,X,X
STZJIOL,X,O,O,X,X,O,X,X,X,X,X
STZJLIO,X,O,O,X,X,O,X,X,X,X,X
STZJLOI,X,O,O,X,X,O,X,X,X,X,X
STZJOIL,X,O,O,X,X,O,X,X,X,X,X
STZJOLI,X,O,O,X,X,O,X,X,X,X,X
STZOILJ,X,O,X,X,X,O,X,X,X,X,X
STZOIJL,X,O,O,X,X,O,X,X,X,X,X
STZOLIJ,X,O,X,X,X,O,X,X,X,X,X
STZOLJI,X,O,X,X,X,O,X,X,X,X,X
STZOJIL,X,O,O,X,X,O,X,X,X,X,X
STZOJLI,X,O,O,X,X,O,X,X,X,X,X
STOILJZ,X,O,O,O,X,X,X,O,X,X,X
STOILZJ,X,O,X,O,X,X,X,O,X,X,X
STOIJLZ,X,O,O,X,X,X,X,O,X,X,X
STOIJZL,X,X,O,X,X,X,X,O,X,X,X
STOIZLJ,X,O,X,X,X,X,X,O,X,X,X
STOIZJL,X,X,O,X,X,X,X,O,X,X,X
STOLIJZ,X,O,O,O,X,X,X,X,X,X,X
STOLIZJ,X,O,X,O,X,X,X,X,X,X,X
STOLJIZ,X,O,O,O,X,X,X,X,X,X,X
STOLJZI,X,O,O,X,X,X,X,X,X,X,X
STOLZIJ,X,O,X,O,X,X,X,X,X,X,X
STOLZJI,X,O,X,X,X,X,X,X,X,X,X
STOJILZ,X,O,O,X,X,X,X,O,X,X,X
STOJIZL,X,X,O,X,X,X,X,O,X,X,X
STOJLIZ,X,O,O,X,X,X,X,X,X,X,X
STOJLZI,X,O,O,X,X,X,X,X,X,X,X
STOJZIL,X,X,O,X,X,X,X,X,X,X,X
STOJZLI,X,X,O,X,X,X,X,X,X,X,X
STOZILJ,X,O,X,X,X,X,X,X,X,X,X
STOZIJL,X,O,O,X,X,X,X,X,X,X,X
STOZLIJ,X,O,X,X,X,X,X,X,X,X,X
STOZLJI,X,O,X,X,X,X,X,X,X,X,X
STOZJIL,X,O,O,X,X,X,X,X,X,X,X
STOZJLI,X,O,O,X,X,X,X,X,X,X,X
SITLJZO,X,X,O,O,X,X,X,O,X,O,X
SITLJOZ,X,O,O,O,X,X,X,O,X,X,X
SITLZJO,X,X,X,O,X,X,X,O,X,O,X
SITLZOJ,X,O,X,O,X,X,X,O,X,O,X
SITLOJZ,X,O,O,O,X,X,X,O,X,X,X
SITLOZJ,X,O,X,O,X,X,X,O,X,X,X
SITJLZO,X,X,O,X,X,X,X,O,X,O,X
SITJLOZ,X,O,O,X,X,X,X,O,X,X,X
SITJZLO,X,X,O,X,X,X,X,O,X,O,X
SITJZOL,X,X,O,X,X,X,X,O,X,O,X
SITJOLZ,X,O,O,X,X,X,X,O,X,X,X
SITJOZL,X,X,O,X,X,X,X,O,X,X,X
SITZLJO,X,X,X,X,X,X,X,O,X,O,X
SITZLOJ,X,O,X,X,X,X,X,O,X,O,X
SITZJLO,X,X,O,X,X,X,X,O,X,O,X
SITZJOL,X,X,O,X,X,X,X,O,X,O,X
SITZOLJ,X,O,X,X,X,X,X,O,X,O,X
SITZOJL,X,X,O,X,X,X,X,O,X,O,X
SITOLJZ,X,O,O,O,X,X,X,O,X,X,X
SITOLZJ,X,O,X,O,X,X,X,O,X,X,X
SITOJLZ,X,O,O,X,X,X,X,O,X,X,X
SITOJZL,X,X,O,X,X,X,X,O,X,X,X
SITOZLJ,X,O,X,X,X,X,X,O,X,X,X
SITOZJL,X,X,O,X,X,X,X,O,X,X,X
SILTJZO,X,X,X,O,X,X,X,X,X,X,X
SILTJOZ,X,O,X,O,X,X,X,X,X,X,X
SILTZJO,X,X,X,O,X,X,X,X,X,X,X
SILTZOJ,X,O,X,O,X,X,X,X,X,X,X
SILTOJZ,X,O,X,O,X,X,X,X,X,X,X
SILTOZJ,X,O,X,O,X,X,X,X,X,X,X
SILJTZO,X,X,X,O,X,X,X,X,X,X,X
SILJTOZ,X,X,O,O,X,X,X,X,X,X,X
SILJZTO,X,X,X,O,X,X,X,X,X,X,X
SILJZOT,X,X,O,O,X,X,X,X,X,X,X
SILJOTZ,X,O,O,O,X,X,X,X,X,X,X
SILJOZT,X,O,O,O,X,X,X,X,X,X,X
SILZTJO,X,O,X,O,X,X,O,X,X,X,X
SILZTOJ,X,O,X,O,X,X,O,X,X,X,X
SILZJTO,X,X,X,O,X,X,O,X,X,X,X
SILZJOT,X,O,X,O,X,X,O,X,X,X,X
SILZOTJ,X,O,X,O,X,X,O,X,X,X,X
SILZOJT,X,O,X,O,X,X,O,X,X,X,X
SILOTJZ,X,O,X,O,X,X,X,X,X,X,X
SILOTZJ,X,O,X,O,X,X,X,X,X,X,X
SILOJTZ,X,O,O,O,X,X,X,X,X,X,X
SILOJZT,X,O,O,O,X,X,X,X,X,X,X
SILOZTJ,X,O,X,O,X,X,O,X,X,X,X
SILOZJT,X,O,X,O,X,X,O,X,X,X,X
SIJTLZO,X,X,O,X,X,X,X,X,O,O,X
SIJTLOZ,X,X,O,X,X,X,X,X,O,X,X
SIJTZLO,X,X,O,X,X,X,X,X,O,O,X
SIJTZOL,X,X,O,X,X,X,X,X,O,O,X
SIJTOLZ,X,X,O,X,X,X,X,X,O,X,X
SIJTOZL,X,X,O,X,X,X,X,X,O,X,X
SIJLTZO,X,X,O,O,X,X,X,X,O,X,X
SIJLTOZ,X,X,O,O,X,X,X,X,O,X,X
SIJLZTO,X,X,X,O,X,X,X,X,O,X,X
SIJLZOT,X,X,O,O,X,X,X,X,O,X,X
SIJLOTZ,X,O,O,O,X,X,X,X,O,X,X
SIJLOZT,X,O,O,O,X,X,X,X,O,X,X
SIJZTLO,X,X,X,X,X,X,X,X,O,X,X
SIJZTOL,X,X,X,X,X,X,X,X,O,X,X
SIJZLTO,X,X,X,X,X,X,X,X,O,X,X
SIJZLOT,X,X,O,X,X,X,X,X,O,X,X
SIJZOTL,X,X,X,X,X,X,X,X,O,X,X
SIJZOLT,X,X,O,X,X,X,X,X,O,X,X
SIJOTLZ,X,X,O,X,X,X,X,X,O,X,X
SIJOTZL,X,X,O,X,X,X,X,X,O,X,X
SIJOLTZ,X,O,O,O,X,X,X,X,O,X,X
SIJOLZT,X,O,O,O,X,X,X,X,O,X,X
SIJOZTL,X,X,X,X,X,X,X,X,O,X,X
SIJOZLT,X,X,O,X,X,X,X,X,O,X,X
SIZTLJO,X,O,X,X,X,X,O,X,X,X,X
SIZTLOJ,X,O,X,X,X,X,O,X,X,X,X
SIZTJLO,X,O,X,X,X,X,O,X,X,X,X
SIZTJOL,X,O,X,X,X,X,O,X,X,X,X
SIZTOLJ,X,O,X,X,X,X,O,X,X,X,X
SIZTOJL,X,O,X,X,X,X,O,X,X,X,X
SIZLTJO,X,O,X,O,X,X,O,X,X,X,X
SIZLTOJ,X,O,X,O,X,X,O,X,X,X,X
SIZLJTO,X,X,X,O,X,X,O,X,X,X,X
SIZLJOT,X,O,X,O,X,X,O,X,X,X,X
SIZLOTJ,X,O,X,O,X,X,O,X,X,X,X
SIZLOJT,X,O,X,O,X,X,O,X,X,X,X
SIZJTLO,X,X,X,X,X,X,O,X,X,X,X
SIZJTOL,X,X,X,X,X,X,O,X,X,X,X
SIZJLTO,X,X,X,X,X,X,O,X,X,X,X
SIZJLOT,X,O,O,X,X,X,O,X,X,X,X
SIZJOTL,X,X,X,X,X,X,O,X,X,X,X
SIZJOLT,X,O,O,X,X,X,O,X,X,X,X
SIZOTLJ,X,O,X,X,X,X,O,X,X,X,X
SIZOTJL,X,O,X,X,X,X,O,X,X,X,X
SIZOLTJ,X,O,X,O,X,X,O,X,X,X,X
SIZOLJT,X,O,X,O,X,X,O,X,X,X,X
SIZOJTL,X,X,X,X,X,X,O,X,X,X,X
SIZOJLT,X,O,O,X,X,X,O,X,X,X,X
SIOTLJZ,X,O,O,O,X,X,X,O,X,X,X
SIOTLZJ,X,O,X,O,X,X,X,O,X,X,X
SIOTJLZ,X,O,O,X,X,X,X,O,X,X,X
SIOTJZL,X,X,O,X,X,X,X,O,X,X,X
SIOTZLJ,X,O,X,X,X,X,X,O,X,X,X
SIOTZJL,X,X,O,X,X,X,X,O,X,X,X
