sequence,v115@HhC8GeC8GeE8AeA8Mex/IvhF8lBzhBGjBqsB/tBlrB,v115@HhC8GeC8GeE8AeA8Mex/IvhF8lBzhBfoB6oBlrBWyB,v115@HhC8GeC8GeE8AeA8Mex/IvhFXhBTjBFnB0nBGrBSyB,v115@HhC8GeC8GeE8AeA8Mex/IvhFlhBGjBzlB/tBCsB0sB,v115@HhC8GeC8GeE8AeA8Mex/IvhF8lBzhBCjBlrBGtBXtB,v115@HhC8GeC8GeE8AeA8Mex/IvhFlhBGjBzlB8rBqsB/tB,v115@HhC8GeC8GeE8AeA8Mex/IvhF8lBzhBWoBXoBlrBSyB,v115@HhC8GeC8GeE8AeA8Mex/IvhFXhBSoBUnBGrBTtBlsB,v115@HhC8GeC8GeE8AeA8Mex/IvhF8lBzhBCoBlrBXtBGtB,v115@HhC8GeC8GeE8AeA8Mex/IvhFlhBzlB8rBCoBXtBGtB,v115@HhC8GeC8GeE8AeA8Mex/IvhF8lB3mBGoBlsBCsBTtB
SLTJIOZ,O,X,O,O,X,O,X,X,X,X,X
SLTJZIO,O,X,O,O,X,O,O,X,O,X,O
SLTJZOI,O,X,O,X,X,O,O,X,O,X,O
SLTJOIZ,O,X,O,O,X,O,X,X,X,X,X
SLTJOZI,O,X,O,O,X,O,O,X,O,X,X
SLTZIJO,O,X,X,O,X,O,O,X,O,X,O
SLTZIOJ,O,X,O,X,X,O,O,X,O,X,X
SLTZJIO,O,X,X,O,X,O,O,X,O,X,O
SLTZJOI,O,X,X,X,X,O,O,X,O,X,O
SLTZOIJ,O,X,O,X,X,O,O,X,O,O,X
SLTZOJI,O,X,O,X,X,O,O,X,O,O,X
SLTOIJZ,O,X,O,O,X,O,X,X,X,X,X
SLTOIZJ,O,X,O,O,X,O,X,X,O,O,X
SLTOJIZ,O,X,O,O,X,O,X,X,X,X,X
SLTOJZI,O,X,O,O,X,O,O,X,O,X,X
SLTOZIJ,O,X,O,O,X,O,O,X,O,O,X
SLTOZJI,O,X,O,O,X,O,O,X,O,O,X
SLITJZO,O,X,X,O,X,O,X,X,X,X,X
SLITJOZ,O,X,O,O,X,O,X,X,X,X,X
SLITZJO,O,X,X,O,X,O,X,X,O,X,X
SLITZOJ,O,X,O,X,X,O,X,X,O,X,X
SLITOJZ,O,X,O,O,X,O,X,X,X,X,X
SLITOZJ,O,X,O,X,X,O,X,X,O,O,X
SLIJTZO,O,X,O,O,X,O,X,X,X,X,X
SLIJTOZ,O,X,O,O,X,O,X,X,X,X,X
SLIJZTO,O,X,O,O,X,O,O,X,O,X,X
SLIJZOT,O,X,O,X,X,O,X,X,X,X,X
SLIJOTZ,X,X,O,O,X,O,X,X,X,X,X
SLIJOZT,O,X,O,O,X,O,X,X,X,O,X
SLIZTJO,O,X,X,O,X,O,O,X,O,X,X
SLIZTOJ,O,X,X,X,X,O,O,X,O,X,X
SLIZJTO,O,X,X,O,X,O,O,X,O,X,X
SLIZJOT,O,X,X,X,X,O,X,X,X,X,X
SLIZOTJ,O,X,X,X,X,O,X,X,O,O,X
SLIZOJT,O,X,X,X,X,O,X,X,X,O,X
SLIOTJZ,X,X,O,O,X,O,X,X,X,X,X
SLIOTZJ,X,X,O,O,X,O,X,X,X,O,X
SLIOJTZ,X,X,O,O,X,O,X,X,X,X,X
SLIOJZT,O,X,O,O,X,O,X,X,X,O,X
SLIOZTJ,O,X,X,O,X,O,X,X,O,O,X
SLIOZJT,O,X,X,O,X,O,X,X,X,O,X
SLJTIZO,O,X,O,O,X,O,X,X,X,X,X
SLJTIOZ,O,X,O,O,X,O,X,X,X,X,X
SLJTZIO,O,X,O,O,X,O,O,X,O,X,X
SLJTZOI,O,X,O,X,X,O,O,X,O,X,X
SLJTOIZ,O,X,O,O,X,O,X,X,X,X,X
SLJTOZI,O,X,O,O,X,O,O,X,O,X,X
SLJITZO,O,X,O,O,X,O,X,X,X,X,X
SLJITOZ,O,X,O,O,X,O,X,X,X,X,X
SLJIZTO,O,X,O,O,X,O,O,X,O,X,X
SLJIZOT,O,X,O,X,X,O,X,X,X,X,X
SLJIOTZ,X,X,O,O,X,O,X,X,X,X,X
SLJIOZT,O,X,O,O,X,O,X,X,X,O,X
SLJZTIO,O,X,O,O,X,O,O,X,O,X,X
SLJZTOI,O,X,O,X,X,O,O,X,O,X,X
SLJZITO,O,X,O,O,X,O,O,X,O,X,X
SLJZIOT,O,X,O,X,X,O,X,X,X,X,X
SLJZOTI,O,X,O,O,X,O,X,X,X,O,X
SLJZOIT,O,X,O,O,X,O,X,X,X,O,X
SLJOTIZ,O,X,O,O,X,O,X,X,X,X,X
SLJOTZI,O,X,O,O,X,O,X,X,X,X,X
SLJOITZ,X,X,O,O,X,O,X,X,X,X,X
SLJOIZT,O,X,O,O,X,O,X,X,X,O,X
SLJOZTI,O,X,O,O,X,O,X,X,X,O,X
SLJOZIT,O,X,O,O,X,O,X,X,X,O,X
SLZTIJO,O,X,X,O,X,O,O,X,O,X,O
SLZTIOJ,O,X,X,X,X,O,O,X,O,X,X
SLZTJIO,O,X,X,O,X,O,O,X,O,X,O
SLZTJOI,O,X,X,X,X,O,O,X,O,X,O
SLZTOIJ,O,X,X,X,X,O,O,X,O,O,X
SLZTOJI,O,X,X,X,X,O,O,X,O,O,X
SLZITJO,O,X,X,O,X,O,O,X,O,X,O
SLZITOJ,O,X,X,X,X,O,O,X,O,X,X
SLZIJTO,O,X,X,O,X,O,O,X,O,X,X
SLZIJOT,O,X,X,X,X,O,X,X,X,X,X
SLZIOTJ,O,X,X,X,X,O,X,X,O,O,X
SLZIOJT,O,X,X,X,X,O,X,X,X,O,X
SLZJTIO,O,X,X,O,X,O,O,X,O,X,X
SLZJTOI,O,X,X,X,X,O,O,X,O,X,X
SLZJITO,O,X,X,O,X,O,O,X,O,X,X
SLZJIOT,O,X,X,X,X,O,X,X,X,X,X
SLZJOTI,O,X,X,O,X,O,X,X,X,O,X
SLZJOIT,O,X,X,O,X,O,X,X,X,O,X
SLZOTIJ,O,X,X,O,X,O,X,X,O,O,X
SLZOTJI,O,X,X,O,X,O,X,X,O,O,X
SLZOITJ,O,X,X,O,X,O,X,X,O,O,X
SLZOIJT,O,X,X,O,X,O,X,X,X,O,X
SLZOJTI,O,X,X,O,X,O,X,X,X,O,X
SLZOJIT,O,X,X,O,X,O,X,X,X,O,X
SLOTIJZ,O,X,O,O,X,O,X,X,X,X,X
SLOTIZJ,O,X,O,O,X,O,X,X,O,O,X
SLOTJIZ,O,X,O,O,X,O,X,X,X,X,X
SLOTJZI,O,X,O,O,X,O,X,X,O,X,X
SLOTZIJ,O,X,O,O,X,O,X,X,O,O,X
SLOTZJI,O,X,O,O,X,O,X,X,O,O,X
SLOITJZ,X,X,O,O,X,O,X,X,X,X,X
SLOITZJ,X,X,O,O,X,O,X,X,X,O,X
SLOIJTZ,X,X,O,O,X,O,X,X,X,X,X
SLOIJZT,O,X,O,O,X,O,X,X,X,O,X
SLOIZTJ,O,X,X,O,X,O,X,X,O,O,X
SLOIZJT,O,X,X,O,X,O,X,X,X,O,X
SLOJTIZ,O,X,O,O,X,O,X,X,X,X,X
SLOJTZI,O,X,O,O,X,O,X,X,X,X,X
SLOJITZ,X,X,O,O,X,O,X,X,X,X,X
SLOJIZT,O,X,O,O,X,O,X,X,X,O,X
SLOJZTI,O,X,O,O,X,O,X,X,X,O,X
SLOJZIT,O,X,O,O,X,O,X,X,X,O,X
SLOZTIJ,O,X,X,O,X,O,X,X,O,O,X
SLOZTJI,O,X,X,O,X,O,X,X,O,O,X
SLOZITJ,O,X,X,O,X,O,X,X,O,O,X
SLOZIJT,O,X,X,O,X,O,X,X,X,O,X
SLOZJTI,O,X,X,O,X,O,X,X,X,O,X
SLOZJIT,O,X,X,O,X,O,X,X,X,O,X
SJTILZO,O,O,O,O,X,O,X,X,X,X,X
SJTILOZ,X,O,O,O,X,O,X,X,X,X,X
SJTIZLO,O,O,O,X,X,X,X,X,X,X,O
SJTIZOL,X,O,X,X,X,X,X,O,X,X,O
SJTIOLZ,X,O,O,O,X,O,X,O,X,X,X
SJTIOZL,X,O,X,O,X,X,X,O,X,X,X
SJTLIZO,O,O,O,O,X,O,X,X,X,X,X
SJTLIOZ,O,O,O,O,X,O,X,X,X,X,X
SJTLZIO,O,O,O,O,O,O,X,X,O,X,O
SJTLZOI,O,O,O,X,O,O,X,X,O,X,O
SJTLOIZ,O,O,O,O,X,O,X,X,X,X,X
SJTLOZI,O,O,O,O,O,O,X,X,O,X,X
SJTZILO,O,O,O,X,O,X,X,X,O,X,O
SJTZIOL,X,O,X,X,O,X,X,O,O,X,O
SJTZLIO,O,O,O,X,O,X,X,X,O,X,O
SJTZLOI,O,O,O,X,O,X,X,X,O,X,O
SJTZOIL,X,O,X,X,O,X,X,O,O,X,O
SJTZOLI,X,O,X,X,O,X,X,O,O,X,O
SJTOILZ,X,O,O,O,X,O,X,O,X,X,X
SJTOIZL,X,O,X,O,X,X,X,O,X,X,X
SJTOLIZ,X,O,O,O,X,O,X,O,X,X,X
SJTOLZI,X,O,O,O,O,O,X,O,O,X,X
SJTOZIL,X,O,X,O,O,X,X,O,O,X,O
SJTOZLI,X,O,X,X,O,X,X,O,O,X,O
SJITLZO,O,O,O,O,X,O,X,X,X,X,X
SJITLOZ,X,O,O,O,X,O,X,X,X,X,X
SJITZLO,O,O,O,X,X,X,X,X,X,X,X
SJITZOL,X,O,X,X,X,X,X,O,X,X,X
SJITOLZ,X,O,O,O,X,O,X,O,X,X,X
SJITOZL,X,O,X,O,X,X,X,O,X,X,X
SJILTZO,O,O,O,O,X,O,X,X,X,X,X
SJILTOZ,O,O,O,O,X,O,X,X,X,X,X
SJILZTO,O,O,O,O,O,O,X,X,O,X,X
SJILZOT,O,O,O,X,X,O,X,O,X,X,X
SJILOTZ,X,X,O,O,X,O,X,O,X,X,X
SJILOZT,O,O,O,O,X,O,X,O,X,O,X
SJIZTLO,O,O,O,X,O,X,X,X,O,X,X
SJIZTOL,X,O,X,X,O,X,X,O,O,X,X
SJIZLTO,O,O,O,O,O,O,X,X,O,X,X
SJIZLOT,O,O,O,X,X,O,X,O,X,X,X
SJIZOTL,X,O,X,O,X,X,X,O,X,X,X
SJIZOLT,O,O,X,O,X,O,X,O,X,X,X
SJIOTLZ,X,X,O,O,X,O,X,O,X,X,X
SJIOTZL,X,X,X,O,X,X,X,O,X,X,X
SJIOLTZ,X,X,O,O,X,O,X,O,X,X,X
SJIOLZT,O,O,O,O,X,O,X,O,X,O,X
SJIOZTL,X,O,X,O,X,X,X,O,X,O,X
SJIOZLT,O,O,X,O,X,O,X,O,X,O,X
SJLTIZO,O,O,O,O,X,O,X,X,X,X,X
SJLTIOZ,O,O,O,O,X,O,X,X,X,X,X
SJLTZIO,O,O,O,O,O,O,X,X,O,X,X
SJLTZOI,O,O,O,X,O,O,X,X,O,X,X
SJLTOIZ,O,O,O,O,X,O,X,X,X,X,X
SJLTOZI,O,O,O,O,O,O,X,X,O,X,X
SJLITZO,O,O,O,O,X,O,X,X,X,X,X
SJLITOZ,O,O,O,O,X,O,X,X,X,X,X
SJLIZTO,O,O,O,O,O,O,X,X,O,X,X
SJLIZOT,O,O,O,X,X,O,X,O,X,X,X
SJLIOTZ,X,X,O,O,X,O,X,O,X,X,X
SJLIOZT,O,O,O,O,X,O,X,O,X,O,X
SJLZTIO,O,O,O,O,O,O,X,X,O,X,X
SJLZTOI,O,O,O,X,O,O,X,X,O,X,X
SJLZITO,O,O,O,O,O,O,X,X,O,X,X
SJLZIOT,O,O,O,X,X,O,X,O,X,X,X
SJLZOTI,O,O,O,O,X,O,X,O,X,O,X
SJLZOIT,O,O,O,O,X,O,X,O,X,O,X
SJLOTIZ,O,O,O,O,X,O,X,O,X,X,X
SJLOTZI,O,O,O,O,X,O,X,O,X,X,X
SJLOITZ,X,X,O,O,X,O,X,O,X,X,X
SJLOIZT,O,O,O,O,X,O,X,O,X,O,X
SJLOZTI,O,O,O,O,X,O,X,O,X,O,X
SJLOZIT,O,O,O,O,X,O,X,O,X,O,X
SJZTILO,O,O,O,X,O,X,X,X,O,X,O
SJZTIOL,X,O,X,X,O,X,X,O,O,X,O
SJZTLIO,O,O,O,X,O,X,X,X,O,X,O
SJZTLOI,O,O,O,X,O,X,X,X,O,X,O
SJZTOIL,X,O,X,X,O,X,X,O,O,X,O
SJZTOLI,X,O,X,X,O,X,X,O,O,X,O
SJZITLO,O,O,O,X,O,X,X,X,O,X,O
SJZITOL,X,O,X,X,O,X,X,O,O,X,O
SJZILTO,O,O,O,O,O,O,X,X,O,X,X
SJZILOT,O,O,O,X,X,O,X,O,X,X,X
SJZIOTL,X,O,X,O,X,X,X,O,X,X,X
SJZIOLT,O,O,X,O,X,O,X,O,X,X,X
SJZLTIO,O,O,O,O,O,O,X,X,O,X,X
SJZLTOI,O,O,O,X,O,O,X,X,O,X,X
SJZLITO,O,O,O,O,O,O,X,X,O,X,X
SJZLIOT,O,O,O,X,X,O,X,O,X,X,X
SJZLOTI,O,O,O,O,X,O,X,O,X,O,X
SJZLOIT,O,O,O,O,X,O,X,O,X,O,X
SJZOTIL,X,O,X,O,X,X,X,O,X,O,X
SJZOTLI,X,O,X,X,X,X,X,O,X,O,X
SJZOITL,X,O,X,O,X,X,X,O,X,O,X
SJZOILT,O,O,X,O,X,O,X,O,X,O,X
SJZOLTI,O,O,X,O,X,O,X,O,X,O,X
SJZOLIT,O,O,X,O,X,O,X,O,X,O,X
SJOTILZ,X,O,O,O,X,O,X,O,X,X,X
SJOTIZL,X,O,X,O,X,X,X,O,X,X,X
SJOTLIZ,X,O,O,O,X,O,X,O,X,X,X
SJOTLZI,X,O,O,O,X,O,X,O,X,X,X
SJOTZIL,X,O,X,O,X,X,X,O,X,X,X
SJOTZLI,X,O,X,X,X,X,X,O,X,X,X
SJOITLZ,X,X,O,O,X,O,X,O,X,X,X
SJOITZL,X,X,X,O,X,X,X,O,X,X,X
SJOILTZ,X,X,O,O,X,O,X,O,X,X,X
SJOILZT,O,O,O,O,X,O,X,O,X,O,X
SJOIZTL,X,O,X,O,X,X,X,O,X,O,X
SJOIZLT,O,O,X,O,X,O,X,O,X,O,X
SJOLTIZ,O,O,O,O,X,O,X,O,X,X,X
SJOLTZI,O,O,O,O,X,O,X,O,X,X,X
SJOLITZ,X,X,O,O,X,O,X,O,X,X,X
SJOLIZT,O,O,O,O,X,O,X,O,X,O,X
SJOLZTI,O,O,O,O,X,O,X,O,X,O,X
SJOLZIT,O,O,O,O,X,O,X,O,X,O,X
SJOZTIL,X,O,X,O,X,X,X,O,X,O,X
SJOZTLI,X,O,X,X,X,X,X,O,X,O,X
SJOZITL,X,O,X,O,X,X,X,O,X,O,X
SJOZILT,O,O,X,O,X,O,X,O,X,O,X
SJOZLTI,O,O,X,O,X,O,X,O,X,O,X
SJOZLIT,O,O,X,O,X,O,X,O,X,O,X
SZTILJO,O,X,X,X,X,O,O,X,O,X,O
SZTILOJ,O,X,X,X,X,O,O,X,O,X,X
SZTIJLO,O,O,X,X,O,X,X,X,O,X,O
SZTIJOL,X,O,X,X,O,X,X,X,O,X,O
SZTIOLJ,O,X,X,X,X,X,O,X,O,X,X
SZTIOJL,X,O,X,X,O,X,X,X,O,X,O
SZTLIJO,O,X,X,X,X,O,O,X,O,X,O
SZTLIOJ,O,X,X,X,X,O,O,X,O,X,X
SZTLJIO,O,X,X,X,X,O,O,X,O,X,O
SZTLJOI,O,X,X,X,X,O,O,X,O,X,O
SZTLOIJ,O,X,X,X,X,O,O,X,O,O,X
SZTLOJI,O,X,X,X,X,O,O,X,O,O,X
SZTJILO,O,O,X,X,O,X,X,X,O,X,O
SZTJIOL,X,O,X,X,O,X,X,X,O,X,O
SZTJLIO,O,O,X,X,O,X,X,X,O,X,O
SZTJLOI,O,O,X,X,O,X,X,X,O,X,O
SZTJOIL,X,O,X,X,O,X,X,X,O,X,O
SZTJOLI,X,O,X,X,O,X,X,X,O,X,O
SZTOILJ,O,X,X,X,X,X,O,X,O,O,X
SZTOIJL,X,O,X,X,O,X,X,X,O,O,O
SZTOLIJ,O,X,X,X,X,X,O,X,O,O,X
SZTOLJI,O,X,X,X,X,X,O,O,O,O,X
SZTOJIL,X,O,X,X,O,X,X,X,O,O,O
SZTOJLI,X,O,X,X,O,X,X,X,O,O,O
SZITLJO,O,X,X,X,X,O,O,X,O,X,O
SZITLOJ,O,X,X,X,X,O,O,X,O,X,X
SZITJLO,O,O,X,X,O,X,X,X,O,X,O
SZITJOL,X,O,X,X,O,X,X,X,O,X,O
SZITOLJ,O,X,X,X,X,X,O,X,O,X,X
SZITOJL,X,O,X,X,O,X,X,X,O,X,O
SZILTJO,O,X,X,O,X,O,O,X,O,X,O
SZILTOJ,O,X,X,X,X,O,O,X,O,X,X
SZILJTO,O,X,X,O,X,O,O,X,O,X,X
SZILJOT,O,X,X,X,X,O,X,X,X,X,X
SZILOTJ,O,X,X,X,X,O,X,X,O,O,X
SZILOJT,O,X,X,X,X,O,X,X,X,O,X
SZIJTLO,O,O,X,X,O,X,X,X,O,X,O
SZIJTOL,X,O,X,X,O,X,X,X,O,X,O
SZIJLTO,O,O,X,O,O,O,X,X,O,X,X
SZIJLOT,O,O,X,X,X,O,X,X,X,X,X
SZIJOTL,X,O,X,O,X,X,X,X,X,X,X
SZIJOLT,O,O,X,O,X,O,X,X,X,X,X
SZIOTLJ,O,X,X,X,X,X,X,X,O,O,X
SZIOTJL,X,X,X,O,X,X,X,X,O,O,O
SZIOLTJ,O,X,X,O,X,O,X,X,O,O,X
SZIOLJT,O,X,X,O,X,O,X,O,X,O,X
SZIOJTL,X,X,X,O,X,X,X,X,X,O,X
SZIOJLT,O,X,X,O,X,O,X,X,X,O,X
SZLTIJO,O,X,X,O,X,O,O,X,O,X,O
SZLTIOJ,O,X,X,X,X,O,O,X,O,X,X
SZLTJIO,O,X,X,O,X,O,O,X,O,X,O
SZLTJOI,O,X,X,X,X,O,O,X,O,X,O
SZLTOIJ,O,X,X,X,X,O,O,X,O,O,X
SZLTOJI,O,X,X,X,X,O,O,X,O,O,X
SZLITJO,O,X,X,O,X,O,O,X,O,X,O
SZLITOJ,O,X,X,X,X,O,O,X,O,X,X
SZLIJTO,O,X,X,O,X,O,O,X,O,X,X
SZLIJOT,O,X,X,X,X,O,X,X,X,X,X
SZLIOTJ,O,X,X,X,X,O,X,X,O,O,X
SZLIOJT,O,X,X,X,X,O,X,X,X,O,X
SZLJTIO,O,X,X,O,X,O,O,X,O,X,X
SZLJTOI,O,X,X,X,X,O,O,X,O,X,X
SZLJITO,O,X,X,O,X,O,O,X,O,X,X
SZLJIOT,O,X,X,X,X,O,X,X,X,X,X
SZLJOTI,O,X,X,O,X,O,X,X,X,O,X
SZLJOIT,O,X,X,O,X,O,X,X,X,O,X
SZLOTIJ,O,X,X,O,X,O,X,X,O,O,X
SZLOTJI,O,X,X,O,X,O,X,O,O,O,X
SZLOITJ,O,X,X,O,X,O,X,X,O,O,X
SZLOIJT,O,X,X,O,X,O,X,O,X,O,X
SZLOJTI,O,X,X,O,X,O,X,O,X,O,X
SZLOJIT,O,X,X,O,X,O,X,O,X,O,X
SZJTILO,O,O,X,X,O,X,X,X,O,X,O
SZJTIOL,X,O,X,X,O,X,X,O,O,X,O
SZJTLIO,O,O,X,X,O,X,X,X,O,X,O
SZJTLOI,O,O,X,X,O,X,X,X,O,X,O
SZJTOIL,X,O,X,X,O,X,X,O,O,X,O
SZJTOLI,X,O,X,X,O,X,X,O,O,X,O
SZJITLO,O,O,X,X,O,X,X,X,O,X,O
SZJITOL,X,O,X,X,O,X,X,O,O,X,O
SZJILTO,O,O,X,O,O,O,X,X,O,X,X
SZJILOT,O,O,X,X,X,O,X,O,X,X,X
SZJIOTL,X,O,X,O,X,X,X,O,X,X,X
SZJIOLT,O,O,X,O,X,O,X,O,X,X,X
SZJLTIO,O,O,X,O,O,O,X,X,O,X,X
SZJLTOI,O,O,X,X,O,O,X,X,O,X,X
SZJLITO,O,O,X,O,O,O,X,X,O,X,X
SZJLIOT,O,O,X,X,X,O,X,O,X,X,X
SZJLOTI,O,O,X,O,X,O,X,O,X,O,X
SZJLOIT,O,O,X,O,X,O,X,O,X,O,X
SZJOTIL,X,O,X,O,X,X,X,O,X,O,X
SZJOTLI,X,O,X,X,X,X,X,O,X,O,X
SZJOITL,X,O,X,O,X,X,X,O,X,O,X
SZJOILT,O,O,X,O,X,O,X,O,X,O,X
SZJOLTI,O,O,X,O,X,O,X,O,X,O,X
SZJOLIT,O,O,X,O,X,O,X,O,X,O,X
SZOTILJ,O,X,X,X,X,O,X,X,O,O,X
SZOTIJL,X,X,X,O,X,X,X,X,O,O,O
SZOTLIJ,O,X,X,X,X,O,X,X,O,O,X
SZOTLJI,O,X,X,X,X,O,X,O,O,O,X
SZOTJIL,X,X,X,O,X,X,X,X,O,O,O
SZOTJLI,X,X,X,X,X,X,X,X,O,O,O
SZOITLJ,O,X,X,X,X,O,X,X,O,O,X
SZOITJL,X,X,X,O,X,X,X,X,O,O,O
SZOILTJ,O,X,X,O,X,O,X,X,O,O,X
SZOILJT,O,X,X,O,X,O,X,O,X,O,X
SZOIJTL,X,X,X,O,X,X,X,X,X,O,X
SZOIJLT,O,X,X,O,X,O,X,X,X,O,X
SZOLTIJ,O,X,X,O,X,O,X,X,O,O,X
SZOLTJI,O,X,X,O,X,O,X,O,O,O,X
SZOLITJ,O,X,X,O,X,O,X,X,O,O,X
SZOLIJT,O,X,X,O,X,O,X,O,X,O,X
SZOLJTI,O,X,X,O,X,O,X,O,X,O,X
SZOLJIT,O,X,X,O,X,O,X,O,X,O,X
SZOJTIL,X,X,X,O,X,X,X,O,X,O,X
SZOJTLI,X,X,X,X,X,X,X,O,X,O,X
SZOJITL,X,X,X,O,X,X,X,O,X,O,X
SZOJILT,O,X,X,O,X,O,X,O,X,O,X
SZOJLTI,O,X,X,O,X,O,X,O,X,O,X
SZOJLIT,O,X,X,O,X,O,X,O,X,O,X
SOTILJZ,X,X,X,O,X,O,X,X,X,X,X
SOTILZJ,X,X,X,O,X,O,X,X,O,O,X
SOTIJLZ,X,X,X,O,X,O,X,X,X,X,X
SOTIJZL,X,X,X,O,X,X,X,X,X,X,X
SOTIZLJ,X,X,X,X,X,X,X,X,O,O,X
SOTIZJL,X,X,X,O,X,X,X,X,O,O,X
SOTLIJZ,O,X,X,O,X,O,X,X,X,X,X
SOTLIZJ,O,X,X,O,X,O,X,X,O,O,X
SOTLJIZ,O,X,X,O,X,O,X,X,X,X,X
SOTLJZI,O,X,X,O,X,O,X,X,O,X,X
SOTLZIJ,O,X,X,O,X,O,X,X,O,O,X
SOTLZJI,O,X,X,O,X,O,X,X,O,O,X
SOTJILZ,X,X,X,O,X,O,X,X,X,X,X
SOTJIZL,X,X,X,O,X,X,X,X,X,X,X
SOTJLIZ,X,X,X,O,X,O,X,X,X,X,X
SOTJLZI,X,X,X,O,X,O,X,X,O,X,X
SOTJZIL,X,X,X,O,X,X,X,X,O,X,O
SOTJZLI,X,X,X,X,X,X,X,X,O,X,O
SOTZILJ,O,X,X,X,X,X,X,X,O,O,X
SOTZIJL,X,X,X,O,X,X,X,X,O,O,O
SOTZLIJ,O,X,X,X,X,X,X,X,O,O,X
SOTZLJI,O,X,X,X,X,X,X,X,O,O,X
SOTZJIL,X,X,X,O,X,X,X,X,O,O,O
SOTZJLI,X,X,X,X,X,X,X,X,O,O,O
SOITLJZ,X,X,X,O,X,O,X,X,X,X,X
SOITLZJ,X,X,X,O,X,O,X,X,X,O,X
SOITJLZ,X,X,X,O,X,O,X,X,X,X,X
SOITJZL,X,X,X,O,X,X,X,X,X,X,X
SOITZLJ,X,X,X,X,X,X,X,X,X,O,X
SOITZJL,X,X,X,O,X,X,X,X,X,O,X
SOILTJZ,X,X,X,O,X,O,X,X,X,X,X
SOILTZJ,X,X,X,O,X,O,X,X,X,O,X
SOILJTZ,X,X,X,O,X,O,X,O,X,X,X
SOILJZT,O,X,X,O,X,O,X,O,X,O,X
SOILZTJ,O,X,X,O,X,O,X,X,O,O,X
SOILZJT,O,X,X,O,X,O,X,X,X,O,X
SOIJTLZ,X,X,X,O,X,O,X,O,X,X,X
SOIJTZL,X,X,X,O,X,X,X,O,X,X,X
SOIJLTZ,X,X,X,O,X,O,X,O,X,X,X
SOIJLZT,O,X,X,O,X,O,X,O,X,O,X
SOIJZTL,X,X,X,O,X,X,X,O,X,O,X
SOIJZLT,O,X,X,O,X,O,X,O,X,O,X
SOIZTLJ,O,X,X,X,X,O,X,X,O,O,X
SOIZTJL,X,X,X,O,X,X,X,X,O,O,X
SOIZLTJ,O,X,X,O,X,O,X,X,O,O,X
SOIZLJT,O,X,X,O,X,O,X,X,X,O,X
SOIZJTL,X,X,X,O,X,X,X,X,X,O,X
SOIZJLT,O,X,X,O,X,O,X,X,X,O,X
SOLTIJZ,O,X,X,O,X,O,X,X,X,X,X
SOLTIZJ,O,X,X,O,X,O,X,X,O,O,X
SOLTJIZ,O,X,X,O,X,O,X,X,X,X,X
SOLTJZI,O,X,X,O,X,O,X,X,O,X,X
SOLTZIJ,O,X,X,O,X,O,X,X,O,O,X
SOLTZJI,O,X,X,O,X,O,X,X,O,O,X
SOLITJZ,X,X,X,O,X,O,X,X,X,X,X
SOLITZJ,X,X,X,O,X,O,X,X,X,O,X
SOLIJTZ,X,X,X,O,X,O,X,O,X,X,X
SOLIJZT,O,X,X,O,X,O,X,O,X,O,X
SOLIZTJ,O,X,X,O,X,O,X,X,O,O,X
SOLIZJT,O,X,X,O,X,O,X,X,X,O,X
SOLJTIZ,O,X,X,O,X,O,X,O,X,X,X
SOLJTZI,O,X,X,O,X,O,X,O,X,X,X
SOLJITZ,X,X,X,O,X,O,X,O,X,X,X
SOLJIZT,O,X,X,O,X,O,X,O,X,O,X
SOLJZTI,O,X,X,O,X,O,X,O,X,O,X
SOLJZIT,O,X,X,O,X,O,X,O,X,O,X
SOLZTIJ,O,X,X,O,X,O,X,X,O,O,X
SOLZTJI,O,X,X,O,X,O,X,O,O,O,X
SOLZITJ,O,X,X,O,X,O,X,X,O,O,X
SOLZIJT,O,X,X,O,X,O,X,O,X,O,X
SOLZJTI,O,X,X,O,X,O,X,O,X,O,X
SOLZJIT,O,X,X,O,X,O,X,O,X,O,X
SOJTILZ,X,X,X,O,X,O,X,O,X,X,X
SOJTIZL,X,X,X,O,X,X,X,O,X,X,X
SOJTLIZ,X,X,X,O,X,O,X,O,X,X,X
SOJTLZI,X,X,X,O,X,O,X,O,X,X,X
SOJTZIL,X,X,X,O,X,X,X,O,X,X,X
SOJTZLI,X,X,X,X,X,X,X,O,X,X,X
SOJITLZ,X,X,X,O,X,O,X,O,X,X,X
SOJITZL,X,X,X,O,X,X,X,O,X,X,X
SOJILTZ,X,X,X,O,X,O,X,O,X,X,X
SOJILZT,O,X,X,O,X,O,X,O,X,O,X
SOJIZTL,X,X,X,O,X,X,X,O,X,O,X
SOJIZLT,O,X,X,O,X,O,X,O,X,O,X
SOJLTIZ,O,X,X,O,X,O,X,O,X,X,X
SOJLTZI,O,X,X,O,X,O,X,O,X,X,X
SOJLITZ,X,X,X,O,X,O,X,O,X,X,X
SOJLIZT,O,X,X,O,X,O,X,O,X,O,X
SOJLZTI,O,X,X,O,X,O,X,O,X,O,X
SOJLZIT,O,X,X,O,X,O,X,O,X,O,X
SOJZTIL,X,X,X,O,X,X,X,O,X,O,X
SOJZTLI,X,X,X,X,X,X,X,O,X,O,X
SOJZITL,X,X,X,O,X,X,X,O,X,O,X
SOJZILT,O,X,X,O,X,O,X,O,X,O,X
SOJZLTI,O,X,X,O,X,O,X,O,X,O,X
SOJZLIT,O,X,X,O,X,O,X,O,X,O,X
