sequence,v115@9gB8HeB8HeB8HeC8BeA8AeB8KeTAJvhFihBGjB/tB0?qBxrBFsB,v115@9gB8HeB8HeB8HeC8BeA8AeB8KeUCJvhFGjBxlB/tBi?lBzqBFsB,v115@9gB8HeB8HeB8HeC8BeA8AeB8KexAJvhFXiBTlBerBU?oBFsB6tB,v115@9gB8HeB8HeB8HeC8BeA8AeB8KeTAJvhFKmBmiB5oB1?sB0qBfsB,v115@9gB8HeB8HeB8HeC8BeA8AeB8KeFBJvhF8mBziB5oBm?qBisB/qB,v115@9gB8HeB8HeB8HeC8BeA8AeB8Ke0AJvhFxhBTjB/qBi?rBGtBFsB,v115@9gB8HeB8HeB8HeC8BeA8AeB8KeTAJvhFGjBxmB/tBi?mB0qBFsB,v115@9gB8HeB8HeB8HeC8BeA8AeB8Ke2FJvhFiiB5oBfsBz?nBFmB0qB,v115@9gB8HeB8HeB8HeC8BeA8AeB8KexAJvhFXiB2qBUoBF?sB6tBzqB,v115@9gB8HeB8HeB8HeC8BeA8AeB8KeOFJvhFVmBxiB0nB6?tBfsBzqB,v115@9gB8HeB8HeB8HeC8BeA8AeB8Ke/HJvhFaoB5oBTlBm?rBcrBlqB,v115@9gB8HeB8HeB8HeC8BeA8AeB8Ke3BJvhFeoB5oBTlBi?rBcsBlqB,v115@9gB8HeB8HeB8HeC8BeA8AeB8KeKGJvhFmiB5oBTlB1?sBfsB0qB,v115@9gB8HeB8HeB8HeC8BeA8AeB8KeiBJvhFGjBTlB/tBx?rBFsB0qB
STILJZO,O,O,X,X,X,X,O,X,X,X,X,X,X,X
STILJOZ,X,X,X,X,X,X,X,X,X,X,O,X,X,X
STILZJO,O,O,X,O,X,X,O,X,X,X,X,X,X,X
STILZOJ,O,X,X,O,X,X,O,X,X,X,X,X,X,X
STILOJZ,X,X,X,X,X,X,X,X,X,X,O,X,O,X
STILOZJ,X,X,X,X,X,X,X,X,X,X,X,X,O,X
STIJLZO,O,O,X,X,X,X,O,X,O,X,X,X,X,X
STIJLOZ,X,X,X,X,X,X,X,X,X,X,O,X,X,X
STIJZLO,O,O,X,X,X,X,O,X,O,X,X,X,X,X
STIJZOL,O,O,O,X,X,X,O,X,O,X,X,X,X,X
STIJOLZ,X,O,O,X,X,X,X,X,X,X,O,X,X,O
STIJOZL,X,O,O,X,X,X,O,X,O,X,X,X,X,O
STIZLJO,O,O,X,O,X,X,O,X,X,X,X,X,X,X
STIZLOJ,O,X,X,O,X,X,O,X,X,X,X,X,X,X
STIZJLO,O,O,X,X,X,X,O,X,O,X,X,X,X,X
STIZJOL,O,O,O,X,X,X,O,O,O,X,X,X,X,X
STIZOLJ,O,O,X,O,X,X,O,O,X,X,X,X,X,X
STIZOJL,O,O,X,X,X,X,O,O,X,X,X,X,X,X
STIOLJZ,X,O,X,X,X,X,X,X,X,X,O,X,O,O
STIOLZJ,X,O,X,X,X,X,X,O,X,X,X,X,O,O
STIOJLZ,X,O,X,X,X,X,X,X,X,X,O,X,X,O
STIOJZL,X,O,X,X,X,X,O,X,X,X,X,X,X,O
STIOZLJ,X,O,X,X,X,X,O,O,X,X,X,X,X,O
STIOZJL,X,O,X,X,X,X,O,O,X,X,X,X,X,O
STLIJZO,X,O,X,X,X,X,O,X,X,X,X,X,X,X
STLIJOZ,X,X,X,X,X,X,X,X,X,X,O,X,X,X
STLIZJO,X,O,X,O,X,X,O,X,X,X,X,X,X,X
STLIZOJ,X,X,X,O,X,X,O,X,X,X,X,X,X,X
STLIOJZ,X,X,X,X,X,X,X,X,X,X,O,X,O,X
STLIOZJ,X,X,X,X,X,X,X,X,X,X,X,X,O,X
STLJIZO,X,O,X,X,X,O,O,X,O,X,X,X,X,X
STLJIOZ,X,X,X,X,X,O,X,X,X,X,O,X,X,X
STLJZIO,X,O,X,X,X,O,O,X,O,X,X,X,X,X
STLJZOI,X,O,O,X,X,O,O,X,O,X,X,X,X,X
STLJOIZ,X,O,O,X,X,O,X,X,X,X,O,X,X,X
STLJOZI,X,O,O,X,X,O,X,X,X,X,X,X,X,X
STLZIJO,X,O,X,O,X,O,O,X,X,X,X,X,X,X
STLZIOJ,X,X,X,O,X,X,O,X,X,X,X,X,X,X
STLZJIO,X,O,X,X,X,O,O,X,O,X,X,X,X,X
STLZJOI,X,O,O,X,X,O,O,X,O,X,X,X,X,X
STLZOIJ,X,O,X,O,X,X,O,X,X,X,X,X,X,X
STLZOJI,X,O,X,X,X,X,O,X,X,X,X,X,X,X
STLOIJZ,X,O,X,X,X,X,X,X,X,X,O,X,O,X
STLOIZJ,X,O,X,X,X,X,X,X,X,X,X,X,O,X
STLOJIZ,X,O,X,X,X,X,X,X,X,X,O,X,X,X
STLOJZI,X,O,X,X,X,X,X,X,X,X,X,X,X,X
STLOZIJ,X,O,X,X,X,X,X,X,X,X,X,X,X,X
STLOZJI,X,O,X,X,X,X,X,X,X,X,X,X,X,X
STJILZO,O,O,X,X,X,X,O,X,O,X,X,X,X,X
STJILOZ,X,X,X,X,X,X,X,X,X,X,O,X,X,X
STJIZLO,O,O,X,X,X,X,O,X,O,X,X,X,X,X
STJIZOL,O,O,O,X,X,X,O,X,O,X,X,X,X,X
STJIOLZ,X,O,O,X,X,X,X,X,X,X,O,X,X,O
STJIOZL,X,O,O,X,X,X,O,X,O,X,X,X,X,O
STJLIZO,X,O,X,X,X,O,O,X,O,X,X,X,X,X
STJLIOZ,X,X,X,X,X,O,X,X,X,X,O,X,X,X
STJLZIO,X,O,X,X,X,O,O,X,O,X,X,X,X,X
STJLZOI,X,O,O,X,X,O,O,X,O,X,X,X,X,X
STJLOIZ,X,O,O,X,X,O,X,X,X,X,O,X,X,X
STJLOZI,X,O,O,X,X,O,X,X,X,X,X,X,X,X
STJZILO,O,O,X,X,X,O,O,X,O,X,X,X,X,X
STJZIOL,O,O,O,X,X,O,O,X,O,X,X,X,X,X
STJZLIO,X,O,X,X,X,O,O,X,O,X,X,X,X,X
STJZLOI,X,O,O,X,X,O,O,X,O,X,X,X,X,X
STJZOIL,O,O,O,X,X,O,O,X,O,X,X,X,X,X
STJZOLI,X,O,O,X,X,O,O,X,O,X,X,X,X,X
STJOILZ,X,O,O,X,X,X,X,X,X,X,O,X,X,O
STJOIZL,X,O,O,X,X,X,O,X,O,X,X,X,X,O
STJOLIZ,X,O,O,X,X,O,X,X,X,X,O,X,X,X
STJOLZI,X,O,O,X,X,O,X,X,X,X,X,X,X,X
STJOZIL,X,O,O,X,X,O,O,X,O,X,X,X,X,X
STJOZLI,X,O,O,X,X,O,O,X,O,X,X,X,X,X
STZILJO,O,O,X,O,X,O,O,X,X,X,X,X,X,X
STZILOJ,O,X,X,O,X,X,O,X,X,X,X,X,X,X
STZIJLO,O,O,X,X,X,O,O,X,O,X,X,X,X,X
STZIJOL,O,O,O,X,X,O,O,O,O,X,X,X,X,X
STZIOLJ,O,O,X,O,X,X,O,O,X,X,X,X,X,X
STZIOJL,O,O,X,X,X,X,O,O,X,X,X,X,X,X
STZLIJO,X,O,X,O,X,O,O,X,X,X,X,X,X,X
STZLIOJ,X,X,X,O,X,X,O,X,X,X,X,X,X,X
STZLJIO,X,O,X,X,X,O,O,X,O,X,X,X,X,X
STZLJOI,X,O,O,X,X,O,O,X,O,X,X,X,X,X
STZLOIJ,X,O,X,O,X,X,O,X,X,X,X,X,X,X
STZLOJI,X,O,X,X,X,X,O,X,X,X,X,X,X,X
STZJILO,O,O,X,X,X,O,O,X,O,X,X,X,X,X
STZJIOL,O,O,O,X,X,O,O,O,O,X,X,X,X,X
STZJLIO,X,O,X,X,X,O,O,X,O,X,X,X,X,X
STZJLOI,X,O,O,X,X,O,O,X,O,X,X,X,X,X
STZJOIL,O,O,O,X,X,O,O,O,O,X,X,X,X,X
STZJOLI,X,O,O,X,X,O,O,O,O,X,X,X,X,X
STZOILJ,O,O,X,O,X,X,O,O,X,X,X,X,X,X
STZOIJL,O,O,X,X,X,X,O,O,X,X,X,X,X,X
STZOLIJ,X,O,X,O,X,X,O,O,X,X,X,X,X,X
STZOLJI,X,O,X,X,X,X,O,O,X,X,X,X,X,X
STZOJIL,O,O,O,X,X,X,O,O,O,X,X,X,X,X
STZOJLI,X,O,O,X,X,X,O,O,O,X,X,X,X,X
STOILJZ,X,O,X,X,X,X,X,X,X,X,O,X,O,O
STOILZJ,X,O,X,X,X,X,X,O,X,X,X,X,O,O
STOIJLZ,X,O,X,X,X,X,X,X,X,X,O,X,X,O
STOIJZL,X,O,X,X,X,X,O,X,X,X,X,X,X,O
STOIZLJ,X,O,X,X,X,X,O,O,X,X,X,X,X,O
STOIZJL,X,O,X,X,X,X,O,O,X,X,X,X,X,O
STOLIJZ,X,O,X,X,X,X,X,X,X,X,O,X,O,X
STOLIZJ,X,O,X,X,X,X,X,O,X,X,X,X,O,X
STOLJIZ,X,O,X,X,X,X,X,X,X,X,O,X,X,X
STOLJZI,X,O,X,X,X,X,X,X,X,X,X,X,X,X
STOLZIJ,X,O,X,X,X,X,X,O,X,X,X,X,X,X
STOLZJI,X,O,X,X,X,X,X,O,X,X,X,X,X,X
STOJILZ,X,O,O,X,X,X,X,X,X,X,O,X,X,O
STOJIZL,X,O,O,X,X,X,O,X,O,X,X,X,X,O
STOJLIZ,X,O,O,X,X,X,X,X,X,X,O,X,X,X
STOJLZI,X,O,O,X,X,X,X,X,X,X,X,X,X,X
STOJZIL,X,O,O,X,X,X,O,X,O,X,X,X,X,X
STOJZLI,X,O,O,X,X,X,O,X,O,X,X,X,X,X
STOZILJ,X,O,X,X,X,X,O,O,X,X,X,X,X,X
STOZIJL,X,O,X,X,X,X,O,O,X,X,X,X,X,X
STOZLIJ,X,O,X,X,X,X,O,O,X,X,X,X,X,X
STOZLJI,X,O,X,X,X,X,O,O,X,X,X,X,X,X
STOZJIL,X,O,O,X,X,X,O,O,O,X,X,X,X,X
STOZJLI,X,O,O,X,X,X,O,O,O,X,X,X,X,X
SITLJZO,O,O,X,X,X,X,O,X,X,X,X,X,X,X
SITLJOZ,X,X,X,X,X,X,X,X,X,X,O,X,X,X
SITLZJO,O,O,X,O,X,X,O,X,X,X,X,X,X,X
SITLZOJ,O,X,X,O,X,X,O,X,X,X,X,X,X,X
SITLOJZ,X,X,X,X,X,X,X,X,X,X,O,X,O,X
SITLOZJ,X,X,X,X,X,X,X,X,X,X,X,X,O,X
SITJLZO,O,O,X,X,X,X,O,X,X,X,X,X,X,X
SITJLOZ,X,X,X,X,X,X,X,X,X,X,O,X,X,X
SITJZLO,O,O,X,X,X,X,O,X,X,X,X,X,X,X
SITJZOL,O,O,X,X,X,X,O,X,X,X,X,X,X,X
SITJOLZ,X,O,X,X,X,X,X,X,X,X,O,X,X,O
SITJOZL,X,O,X,X,X,X,O,X,X,X,X,X,X,O
SITZLJO,O,O,X,O,X,X,O,X,X,X,X,X,X,X
SITZLOJ,O,X,X,O,X,X,O,X,X,X,X,X,X,X
SITZJLO,O,O,X,X,X,X,O,X,X,X,X,X,X,X
SITZJOL,O,O,X,X,X,X,O,O,X,X,X,X,X,X
SITZOLJ,O,O,X,O,X,X,O,O,X,X,X,X,X,X
SITZOJL,O,O,X,X,X,X,O,O,X,X,X,X,X,X
SITOLJZ,X,O,X,X,X,X,X,X,X,X,O,X,O,O
SITOLZJ,X,O,X,X,X,X,X,O,X,X,X,X,O,O
SITOJLZ,X,O,X,X,X,X,X,X,X,X,O,X,X,O
SITOJZL,X,O,X,X,X,X,O,X,X,X,X,X,X,O
SITOZLJ,X,O,X,X,X,X,O,O,X,X,X,X,X,O
SITOZJL,X,O,X,X,X,X,O,O,X,X,X,X,X,O
SILTJZO,O,X,X,X,X,X,X,X,X,X,X,X,X,X
SILTJOZ,X,X,X,X,X,X,X,X,X,X,O,X,X,X
SILTZJO,O,X,X,O,X,X,X,X,X,X,X,X,X,X
SILTZOJ,O,X,X,O,X,X,X,X,X,X,X,X,X,X
SILTOJZ,X,X,X,X,X,X,X,X,X,X,O,X,O,X
SILTOZJ,X,X,X,X,X,X,X,X,X,X,X,X,O,X
SILJTZO,O,X,X,X,X,O,X,X,X,X,X,X,X,X
SILJTOZ,X,X,X,X,X,O,X,X,X,X,O,X,X,X
SILJZTO,O,X,X,X,O,O,X,X,X,X,X,X,X,X
SILJZOT,O,X,X,X,O,O,X,X,X,X,O,X,X,X
SILJOTZ,X,X,X,X,X,O,X,X,X,X,O,X,X,O
SILJOZT,O,X,X,X,O,O,X,X,X,X,O,O,X,X
SILZTJO,O,X,X,O,X,O,X,X,X,X,X,X,X,X
SILZTOJ,O,X,X,O,X,X,X,X,X,X,X,X,X,X
SILZJTO,O,X,X,X,O,O,X,X,X,X,X,X,X,X
SILZJOT,O,X,X,X,O,O,X,O,X,X,O,X,X,X
SILZOTJ,O,X,X,O,X,X,X,O,X,X,X,X,X,X
SILZOJT,O,X,X,X,O,O,X,O,X,X,O,X,X,X
SILOTJZ,X,X,X,X,X,X,X,X,X,X,O,X,O,O
SILOTZJ,X,X,X,X,X,X,X,O,X,X,X,X,O,O
SILOJTZ,X,X,X,X,X,X,X,X,X,X,O,X,X,O
SILOJZT,O,X,X,X,O,X,X,O,X,X,O,O,X,X
SILOZTJ,O,X,X,X,X,X,X,O,X,X,X,X,X,X
SILOZJT,O,X,X,X,O,X,X,O,X,X,O,X,X,X
SIJTLZO,O,O,X,X,X,X,O,X,X,X,X,X,X,X
SIJTLOZ,X,X,X,X,X,X,X,X,X,X,O,X,X,X
SIJTZLO,O,O,X,X,X,X,O,X,X,X,X,X,X,X
SIJTZOL,O,O,X,X,X,X,O,X,X,X,X,X,X,X
SIJTOLZ,X,O,X,X,X,X,X,X,X,X,O,X,X,O
SIJTOZL,X,O,X,X,X,X,O,X,X,X,X,X,X,O
SIJLTZO,O,X,X,X,X,O,X,X,X,X,X,X,X,X
SIJLTOZ,X,X,X,X,X,O,X,X,X,X,O,X,X,X
SIJLZTO,O,X,X,X,O,O,X,X,X,X,X,X,X,X
SIJLZOT,O,X,X,X,O,O,X,X,X,X,O,X,X,X
SIJLOTZ,X,X,X,X,X,O,X,X,X,X,O,X,X,O
SIJLOZT,O,X,X,X,O,O,X,X,X,X,O,O,X,X
SIJZTLO,O,X,X,X,X,O,O,X,X,X,X,X,X,X
SIJZTOL,O,X,X,X,X,O,O,O,X,X,X,X,X,X
SIJZLTO,O,X,X,X,O,O,X,X,X,X,X,X,X,X
SIJZLOT,O,X,X,X,O,O,X,O,X,X,O,X,X,X
SIJZOTL,O,X,X,X,X,O,O,O,X,X,X,X,X,O
SIJZOLT,O,X,X,X,X,O,X,O,X,X,O,X,X,X
SIJOTLZ,X,O,X,X,X,X,X,X,X,X,O,X,X,O
SIJOTZL,X,O,X,X,X,X,X,X,X,X,X,X,X,O
SIJOLTZ,X,X,X,X,X,O,X,X,X,X,O,X,X,O
SIJOLZT,O,O,X,X,X,O,X,O,X,X,O,O,X,X
SIJOZTL,O,O,X,X,X,O,X,O,X,X,X,X,X,O
SIJOZLT,O,O,X,X,X,O,X,O,X,X,O,X,X,X
SIZTLJO,O,X,X,O,X,O,O,X,X,X,X,X,X,X
SIZTLOJ,O,X,X,O,X,X,O,X,X,X,X,X,X,X
SIZTJLO,O,X,X,X,X,O,O,X,X,X,X,X,X,X
SIZTJOL,O,X,X,X,X,O,O,O,X,X,X,X,X,X
SIZTOLJ,O,X,X,O,X,X,O,O,X,X,X,X,X,X
SIZTOJL,O,X,X,X,X,X,O,O,X,X,X,X,X,X
SIZLTJO,O,X,X,O,X,O,X,X,X,X,X,X,X,X
SIZLTOJ,O,X,X,O,X,X,X,X,X,X,X,X,X,X
SIZLJTO,O,X,X,X,O,O,X,X,X,X,X,X,X,X
SIZLJOT,O,X,X,X,O,O,X,O,X,X,O,X,X,X
SIZLOTJ,O,X,X,O,X,X,X,O,X,X,X,X,X,X
SIZLOJT,O,X,X,X,O,O,X,O,X,X,O,X,X,X
SIZJTLO,O,X,X,X,X,O,O,X,X,X,X,X,X,X
SIZJTOL,O,X,X,X,X,O,O,O,X,X,X,X,X,X
SIZJLTO,O,X,X,X,O,O,X,X,X,X,X,X,X,X
SIZJLOT,O,X,X,X,O,O,X,O,X,X,O,X,X,X
SIZJOTL,O,X,X,X,X,O,O,O,X,X,X,X,X,O
SIZJOLT,O,X,X,X,X,O,X,O,X,X,O,X,X,X
SIZOTLJ,O,X,X,O,X,X,O,O,X,X,X,X,X,O
SIZOTJL,O,X,X,X,X,X,O,O,X,X,X,X,X,O
SIZOLTJ,O,X,X,O,X,X,X,O,X,X,X,X,X,X
SIZOLJT,O,X,X,X,X,O,X,O,X,X,O,X,X,X
SIZOJTL,O,X,X,X,X,O,O,O,X,X,X,X,X,O
SIZOJLT,O,X,X,X,X,O,X,O,X,X,O,X,X,X
SIOTLJZ,X,O,X,X,X,X,X,X,X,X,O,X,O,O
SIOTLZJ,X,O,X,X,X,X,X,O,X,X,X,X,O,O
SIOTJLZ,X,O,X,X,X,X,X,X,X,X,O,X,X,O
SIOTJZL,X,O,X,X,X,X,X,X,X,X,X,X,X,O
SIOTZLJ,X,O,X,X,X,X,X,O,X,X,X,X,X,O
SIOTZJL,X,O,X,X,X,X,X,O,X,X,X,X,X,O
SIOLTJZ,X,O,X,X,X,X,X,X,X,X,O,X,O,O
SIOLTZJ,X,O,X,X,X,X,X,O,X,X,X,X,O,O
SIOLJTZ,X,X,X,X,X,X,X,X,X,X,O,X,X,O
SIOLJZT,O,O,X,X,X,X,X,O,X,X,O,O,X,X
SIOLZTJ,O,X,X,X,X,X,X,O,X,X,X,X,X,X
SIOLZJT,O,O,X,X,X,X,X,O,X,X,O,X,X,X
SIOJTLZ,X,O,X,X,X,X,X,X,X,X,O,X,X,O
SIOJTZL,X,O,X,X,X,X,X,X,X,X,X,X,X,O
SIOJLTZ,X,X,X,X,X,X,X,X,X,X,O,X,X,O
SIOJLZT,O,O,X,X,X,X,X,O,X,X,O,O,X,X
SIOJZTL,O,O,X,X,X,X,X,O,X,X,X,X,X,O
SIOJZLT,O,O,X,X,X,X,X,O,X,X,O,X,X,X
SIOZTLJ,O,O,X,X,X,X,X,O,X,X,X,X,X,O
SIOZTJL,O,O,X,X,X,X,X,O,X,X,X,X,X,O
SIOZLTJ,O,X,X,X,X,X,X,O,X,X,X,X,X,X
SIOZLJT,O,O,X,X,X,X,X,O,X,X,O,X,X,X
SIOZJTL,O,O,X,X,X,X,X,O,X,X,X,X,X,O
SIOZJLT,O,O,X,X,X,X,X,O,X,X,O,X,X,X
SLTIJZO,X,O,X,X,X,X,O,X,X,X,X,X,X,X
SLTIJOZ,X,X,X,X,X,X,X,X,X,X,O,X,X,X
SLTIZJO,X,O,X,O,X,X,O,X,X,X,X,X,X,X
SLTIZOJ,X,X,X,O,X,X,O,X,X,X,X,X,X,X
SLTIOJZ,X,X,X,X,X,X,X,X,X,X,O,X,O,X
SLTIOZJ,X,X,X,X,X,X,X,X,X,X,X,X,O,X
SLTJIZO,X,O,X,X,X,O,O,X,X,X,X,X,X,X
SLTJIOZ,X,X,X,X,X,O,X,X,X,X,O,X,X,X
SLTJZIO,X,O,X,X,X,O,O,X,X,X,X,X,X,X
SLTJZOI,X,O,X,X,X,O,O,X,X,X,X,X,X,X
SLTJOIZ,X,O,X,X,X,O,X,X,X,X,O,X,X,X
SLTJOZI,X,O,X,X,X,O,X,X,X,X,X,X,X,X
SLTZIJO,X,O,X,O,X,O,O,X,X,X,X,X,X,X
SLTZIOJ,X,X,X,O,X,X,O,X,X,X,X,X,X,X
SLTZJIO,X,O,X,X,X,O,O,X,X,X,X,X,X,X
SLTZJOI,X,O,X,X,X,O,O,X,X,X,X,X,X,X
SLTZOIJ,X,O,X,O,X,X,O,X,X,X,X,X,X,X
SLTZOJI,X,O,X,X,X,X,O,X,X,X,X,X,X,X
SLTOIJZ,X,O,X,X,X,X,X,X,X,X,O,X,O,X
SLTOIZJ,X,O,X,X,X,X,X,X,X,X,X,X,O,X
SLTOJIZ,X,O,X,X,X,X,X,X,X,X,O,X,X,X
SLTOJZI,X,O,X,X,X,X,X,X,X,X,X,X,X,X
SLTOZIJ,X,O,X,X,X,X,X,X,X,X,X,X,X,X
SLTOZJI,X,O,X,X,X,X,X,X,X,X,X,X,X,X
SLITJZO,O,X,X,X,X,X,X,X,X,X,X,X,X,X
SLITJOZ,X,X,X,X,X,X,X,X,X,X,O,X,X,X
SLITZJO,O,X,X,O,X,X,X,X,X,X,X,X,X,X
SLITZOJ,O,X,X,O,X,X,X,X,X,X,X,X,X,X
SLITOJZ,X,X,X,X,X,X,X,X,X,X,O,X,O,X
SLITOZJ,X,X,X,X,X,X,X,X,X,X,X,X,O,X
SLIJTZO,O,X,X,X,X,O,X,X,X,X,X,X,X,X
SLIJTOZ,X,X,X,X,X,O,X,X,X,X,O,X,X,X
SLIJZTO,O,X,X,X,O,O,X,X,X,X,X,X,X,X
SLIJZOT,O,X,X,X,O,O,X,X,X,X,O,X,X,X
SLIJOTZ,X,X,X,X,X,O,X,X,X,X,O,X,X,O
SLIJOZT,O,X,X,X,O,O,X,X,X,X,O,O,X,X
SLIZTJO,O,X,X,O,X,O,X,X,X,X,X,X,X,X
SLIZTOJ,O,X,X,O,X,X,X,X,X,X,X,X,X,X
SLIZJTO,O,X,X,X,O,O,X,X,X,X,X,X,X,X
SLIZJOT,O,X,X,X,O,O,X,O,X,X,O,X,X,X
SLIZOTJ,O,X,X,O,X,X,X,O,X,X,X,X,X,X
SLIZOJT,O,X,X,X,O,O,X,O,X,X,O,X,X,X
SLIOTJZ,X,X,X,X,X,X,X,X,X,X,O,X,O,O
SLIOTZJ,X,X,X,X,X,X,X,O,X,X,X,X,O,O
SLIOJTZ,X,X,X,X,X,X,X,X,X,X,O,X,X,O
SLIOJZT,O,X,X,X,O,X,X,O,X,X,O,O,X,X
SLIOZTJ,O,X,X,X,X,X,X,O,X,X,X,X,X,X
SLIOZJT,O,X,X,X,O,X,X,O,X,X,O,X,X,X
SLJTIZO,X,O,X,X,X,O,O,X,X,X,X,X,X,X
SLJTIOZ,X,X,X,X,X,O,X,X,X,X,O,X,X,X
SLJTZIO,X,O,X,X,X,O,O,X,X,X,X,X,X,X
SLJTZOI,X,O,X,X,X,O,O,X,X,X,X,X,X,X
SLJTOIZ,X,O,X,X,X,O,X,X,X,X,O,X,X,X
SLJTOZI,X,O,X,X,X,O,X,X,X,X,X,X,X,X
SLJITZO,O,X,X,X,X,O,X,X,X,X,X,X,X,X
SLJITOZ,X,X,X,X,X,O,X,X,X,X,O,X,X,X
SLJIZTO,O,X,X,X,O,O,X,X,X,X,X,X,X,X
SLJIZOT,O,X,X,X,O,O,X,X,X,X,O,X,X,X
SLJIOTZ,X,X,X,X,X,O,X,X,X,X,O,X,X,O
SLJIOZT,O,X,X,X,O,O,X,X,X,X,O,O,X,X
SLJZTIO,X,X,X,X,X,O,O,X,X,X,X,X,X,X
SLJZTOI,X,X,X,X,X,O,O,X,X,X,X,X,X,X
SLJZITO,O,X,X,X,O,O,X,X,X,X,X,X,X,X
SLJZIOT,O,X,X,X,O,O,X,X,X,X,O,X,X,X
SLJZOTI,X,X,X,X,X,O,O,X,X,O,X,X,X,X
SLJZOIT,O,X,X,X,O,O,X,X,X,X,O,X,X,X
SLJOTIZ,X,O,X,X,X,O,X,X,X,X,O,X,X,X
SLJOTZI,X,O,X,X,X,O,X,X,X,O,X,X,X,X
SLJOITZ,X,X,X,X,X,O,X,X,X,X,O,X,X,O
SLJOIZT,X,O,X,X,O,O,X,X,X,X,O,O,X,X
SLJOZTI,X,X,X,X,X,O,X,X,X,O,X,X,X,X
SLJOZIT,X,X,X,X,O,O,X,X,X,X,O,X,X,X
SLZTIJO,X,X,X,O,X,O,O,X,X,X,X,X,X,X
SLZTIOJ,X,X,X,O,X,X,O,X,X,X,X,X,X,X
SLZTJIO,X,X,X,X,X,O,O,X,X,X,X,X,X,X
SLZTJOI,X,X,X,X,X,O,O,X,X,X,X,X,X,X
SLZTOIJ,X,X,X,O,X,X,O,X,X,X,X,X,X,X
SLZTOJI,X,X,X,X,X,X,O,X,X,X,X,X,X,X
SLZITJO,O,X,X,O,X,O,X,X,X,X,X,X,X,X
SLZITOJ,O,X,X,O,X,X,X,X,X,X,X,X,X,X
SLZIJTO,O,X,X,X,O,O,X,X,X,X,X,X,X,X
SLZIJOT,O,X,X,X,O,O,X,O,X,X,O,X,X,X
SLZIOTJ,O,X,X,O,X,X,X,O,X,X,X,X,X,X
SLZIOJT,O,X,X,X,O,O,X,O,X,X,O,X,X,X
SLZJTIO,X,X,X,X,X,O,O,X,X,X,X,X,X,X
SLZJTOI,X,X,X,X,X,O,O,X,X,X,X,X,X,X
SLZJITO,O,X,X,X,O,O,X,X,X,X,X,X,X,X
SLZJIOT,O,X,X,X,O,O,X,O,X,X,O,X,X,X
SLZJOTI,X,X,X,X,X,O,O,O,X,O,X,X,X,X
SLZJOIT,O,X,X,X,O,O,X,O,X,X,O,X,X,X
SLZOTIJ,X,X,X,O,X,X,O,O,X,X,X,X,X,X
SLZOTJI,X,X,X,X,X,X,O,O,X,O,X,X,X,X
SLZOITJ,O,X,X,O,X,X,X,O,X,X,X,X,X,X
SLZOIJT,O,X,X,X,O,O,X,O,X,X,O,X,X,X
SLZOJTI,X,X,X,X,X,O,O,O,X,O,X,X,X,X
SLZOJIT,O,X,X,X,O,O,X,O,X,X,O,X,X,X
SLOTIJZ,X,O,X,X,X,X,X,X,X,X,O,X,O,X
SLOTIZJ,X,O,X,X,X,X,X,O,X,X,X,X,O,X
SLOTJIZ,X,O,X,X,X,X,X,X,X,X,O,X,X,X
SLOTJZI,X,O,X,X,X,X,X,X,X,O,X,X,X,X
SLOTZIJ,X,O,X,X,X,X,X,O,X,X,X,X,X,X
SLOTZJI,X,O,X,X,X,X,X,O,X,O,X,X,X,X
SLOITJZ,X,O,X,X,X,X,X,X,X,X,O,X,O,O
SLOITZJ,X,O,X,X,X,X,X,O,X,X,X,X,O,O
SLOIJTZ,X,X,X,X,X,X,X,X,X,X,O,X,X,O
SLOIJZT,X,O,X,X,O,X,X,O,X,X,O,O,X,X
SLOIZTJ,X,X,X,X,X,X,X,O,X,X,X,X,X,X
SLOIZJT,X,O,X,X,O,X,X,O,X,X,O,X,X,X
SLOJTIZ,X,O,X,X,X,O,X,X,X,X,O,X,X,X
SLOJTZI,X,O,X,X,X,O,X,X,X,O,X,X,X,X
SLOJITZ,X,X,X,X,X,O,X,X,X,X,O,X,X,O
SLOJIZT,X,O,X,X,O,O,X,O,X,X,O,O,X,X
SLOJZTI,X,X,X,X,X,O,X,O,X,O,X,X,X,X
SLOJZIT,X,X,X,X,O,O,X,O,X,X,O,X,X,X
SLOZTIJ,X,X,X,X,X,X,X,O,X,X,X,X,X,X
SLOZTJI,X,X,X,X,X,X,X,O,X,O,X,X,X,X
SLOZITJ,X,X,X,X,X,X,X,O,X,X,X,X,X,X
SLOZIJT,X,X,X,X,O,O,X,O,X,X,O,X,X,X
SLOZJTI,X,X,X,X,X,O,X,O,X,O,X,X,X,X
SLOZJIT,X,X,X,X,O,O,X,O,X,X,O,X,X,X
SJTILZO,O,O,X,X,X,X,O,X,O,X,X,X,X,X
SJTILOZ,X,X,X,X,X,X,X,X,X,X,O,X,X,X
SJTIZLO,O,O,X,X,X,X,O,X,O,X,X,X,X,X
SJTIZOL,O,O,O,X,X,X,O,X,O,X,X,X,X,X
SJTIOLZ,X,O,O,X,X,X,X,X,X,X,O,X,X,O
SJTIOZL,X,O,O,X,X,X,O,X,O,X,X,X,X,O
SJTLIZO,X,O,X,X,X,O,O,X,O,X,X,X,X,X
SJTLIOZ,X,X,X,X,X,O,X,X,X,X,O,X,X,X
SJTLZIO,X,O,X,X,X,O,O,X,O,X,X,X,X,X
