sequence,v115@9gC8GeA8IeA8EeA8CeB8DeD8JeFBJvhFxiBfqB0lBG?nBToBSwB,v115@9gC8GeA8IeA8EeA8CeB8DeD8Je3AJvhFUiBFjBWqBT?mBStBxvB,v115@9gC8GeA8IeA8EeA8CeB8DeD8JeUCJvhFFjBfqBxlBS?tBuqBTrB,v115@9gC8GeA8IeA8EeA8CeB8DeD8JeUCJvhFGjBfqBxlBV?tBzlBSwB,v115@9gC8GeA8IeA8EeA8CeB8DeD8JeRBJvhFGjBzkBCnBV?tB3qBUrB,v115@9gC8GeA8IeA8EeA8CeB8DeD8JeUCJvhFGjBClBTmBV?tB3lBxvB,v115@9gC8GeA8IeA8EeA8CeB8DeD8JeSFJvhFxhBTjBVrBW?tBUqB3rB
ZOJLITS,O,X,X,X,X,X,O
ZOJLIST,O,X,X,X,X,X,O
ZOJLSTI,O,O,O,X,X,X,O
ZOJLSIT,O,X,O,X,X,X,O
ZOJSTIL,O,O,X,X,X,X,O
ZOJSTLI,O,O,X,X,X,X,O
ZOJSITL,O,X,X,X,X,X,X
ZOJSILT,O,X,O,X,X,X,O
ZOJSLTI,O,O,O,X,X,X,O
ZOJSLIT,O,X,O,X,X,X,O
ZOSTILJ,O,X,O,X,X,X,X
ZOSTIJL,O,X,X,O,X,X,X
ZOSTLIJ,O,X,O,O,O,X,X
ZOSTLJI,O,X,O,O,O,X,X
ZOSTJIL,O,X,X,O,X,X,X
ZOSTJLI,O,X,X,O,X,X,X
ZOSITLJ,O,X,O,X,X,X,X
ZOSITJL,O,X,X,O,X,X,X
ZOSILTJ,O,X,O,X,X,X,X
ZOSILJT,O,X,O,X,X,X,X
ZOSIJTL,O,X,X,X,X,X,X
ZOSIJLT,O,X,O,X,X,X,X
ZOSLTIJ,O,X,O,O,O,X,X
ZOSLTJI,O,X,O,O,O,X,X
ZOSLITJ,O,X,O,O,O,X,X
ZOSLIJT,O,X,O,X,X,X,X
ZOSLJTI,O,X,O,X,X,X,X
ZOSLJIT,O,X,O,X,X,X,X
ZOSJTIL,O,X,X,X,X,X,X
ZOSJTLI,O,X,X,X,X,X,X
ZOSJITL,O,X,X,X,X,X,X
ZOSJILT,O,X,O,X,X,X,X
ZOSJLTI,O,X,O,X,X,X,X
ZOSJLIT,O,X,O,X,X,X,X
OTILJSZ,O,X,X,X,O,O,X
OTILJZS,O,X,X,X,O,O,X
OTILSJZ,O,X,X,X,O,O,X
OTILSZJ,O,X,X,X,O,O,X
OTILZJS,X,X,X,X,O,O,X
OTILZSJ,X,X,X,X,X,O,X
OTIJLSZ,O,X,X,X,O,O,X
OTIJLZS,O,X,X,X,O,O,X
OTIJSLZ,O,X,X,X,X,O,X
OTIJSZL,O,X,X,X,X,O,X
OTIJZLS,O,X,X,X,X,O,X
OTIJZSL,O,X,X,X,X,O,X
OTISLJZ,O,X,X,X,O,O,X
OTISLZJ,O,X,X,X,O,O,X
OTISJLZ,O,X,X,X,X,O,X
OTISJZL,O,X,X,X,X,O,X
OTISZLJ,O,X,X,X,X,O,X
OTISZJL,O,X,X,X,X,O,X
OTIZLJS,X,X,X,X,X,O,X
OTIZLSJ,X,X,X,X,X,O,X
OTIZJLS,X,X,X,X,X,O,X
OTIZJSL,X,X,X,X,X,O,X
OTIZSLJ,X,X,X,X,X,O,X
OTIZSJL,X,X,X,X,X,O,X
OTLIJSZ,O,X,X,X,O,O,X
OTLIJZS,O,X,X,X,O,O,X
OTLISJZ,O,X,O,X,O,O,X
OTLISZJ,O,X,O,X,O,O,X
OTLIZJS,X,X,X,X,O,O,X
OTLIZSJ,X,X,O,X,X,O,X
OTLJISZ,O,X,X,X,O,O,X
OTLJIZS,O,X,X,X,O,O,X
OTLJSIZ,O,X,O,O,O,X,X
OTLJSZI,O,X,O,O,O,X,X
OTLJZIS,O,X,X,X,O,X,X
OTLJZSI,X,X,O,O,O,X,X
OTLSIJZ,O,X,O,O,O,X,X
OTLSIZJ,O,X,O,O,O,X,X
OTLSJIZ,O,X,O,O,O,X,X
OTLSJZI,O,X,O,O,O,X,X
OTLSZIJ,O,X,O,O,O,X,X
OTLSZJI,O,X,O,O,O,X,X
OTLZIJS,X,X,X,X,O,X,X
OTLZISJ,X,X,O,X,X,X,X
OTLZJIS,X,X,X,X,O,X,X
OTLZJSI,X,X,O,O,O,X,X
OTLZSIJ,X,X,O,O,O,X,X
OTLZSJI,X,X,O,O,O,X,X
OTJILSZ,O,X,X,X,O,O,X
OTJILZS,O,X,X,X,O,O,X
OTJISLZ,O,X,X,X,X,O,X
OTJISZL,O,X,X,X,X,O,X
OTJIZLS,O,X,X,X,X,O,X
OTJIZSL,O,X,X,X,X,O,X
OTJLISZ,O,X,X,X,O,O,X
OTJLIZS,O,X,X,X,O,O,X
OTJLSIZ,O,X,X,O,O,X,X
OTJLSZI,O,X,X,O,O,X,X
OTJLZIS,O,X,X,X,O,X,X
OTJLZSI,X,X,X,O,O,X,X
OTJSILZ,O,X,X,X,X,X,X
OTJSIZL,O,X,X,O,X,X,X
OTJSLIZ,O,X,X,O,O,X,X
OTJSLZI,O,X,X,O,O,X,X
OTJSZIL,O,X,X,O,X,X,X
OTJSZLI,O,X,X,O,X,X,X
OTJZILS,O,X,X,X,X,O,X
OTJZISL,O,X,X,X,X,O,X
OTJZLIS,X,X,X,X,O,X,X
OTJZLSI,X,X,X,O,O,X,X
OTJZSIL,X,X,X,O,X,X,X
OTJZSLI,X,X,X,O,X,X,X
OTSILJZ,O,X,O,X,O,X,X
OTSILZJ,O,X,O,X,O,X,X
OTSIJLZ,O,X,X,X,X,X,X
OTSIJZL,O,X,X,O,X,X,X
OTSIZLJ,O,X,O,X,X,X,X
OTSIZJL,O,X,X,O,X,X,X
OTSLIJZ,O,X,O,O,O,X,X
OTSLIZJ,O,X,O,O,O,X,X
OTSLJIZ,O,X,O,O,O,X,X
OTSLJZI,O,X,O,O,O,X,X
OTSLZIJ,O,X,O,O,O,X,X
OTSLZJI,O,X,O,O,O,X,X
OTSJILZ,O,X,X,X,X,X,X
OTSJIZL,O,X,X,O,X,X,X
OTSJLIZ,O,X,X,O,O,X,X
OTSJLZI,O,X,X,O,O,X,X
OTSJZIL,O,X,X,O,X,X,X
OTSJZLI,O,X,X,O,X,X,X
OTSZILJ,O,X,O,X,X,X,X
OTSZIJL,O,X,X,O,X,X,X
OTSZLIJ,O,X,O,O,O,X,X
OTSZLJI,O,X,O,O,O,X,X
OTSZJIL,O,X,X,O,X,X,X
OTSZJLI,O,X,X,O,X,X,X
OTZILJS,X,X,X,X,X,O,X
OTZILSJ,X,X,X,X,X,O,X
OTZIJLS,X,X,X,X,X,O,X
OTZIJSL,X,X,X,X,X,O,X
OTZISLJ,X,X,X,X,X,O,X
OTZISJL,X,X,X,X,X,O,X
OTZLIJS,X,X,X,X,O,X,X
OTZLISJ,X,X,O,X,X,X,X
OTZLJIS,X,X,X,X,O,X,X
OTZLJSI,X,X,O,O,O,X,X
OTZLSIJ,X,X,O,O,O,X,X
OTZLSJI,X,X,O,O,O,X,X
OTZJILS,X,X,X,X,X,O,X
OTZJISL,X,X,X,X,X,O,X
OTZJLIS,X,X,X,X,O,X,X
OTZJLSI,X,X,X,O,O,X,X
OTZJSIL,X,X,X,O,X,X,X
OTZJSLI,X,X,X,O,X,X,X
OTZSILJ,X,X,O,X,X,X,X
OTZSIJL,X,X,X,O,X,X,X
OTZSLIJ,X,X,O,O,O,X,X
OTZSLJI,X,X,O,O,O,X,X
OTZSJIL,X,X,X,O,X,X,X
OTZSJLI,X,X,X,O,X,X,X
OITLJSZ,O,O,X,X,O,O,X
OITLJZS,O,O,X,X,O,O,X
OITLSJZ,O,O,X,X,O,O,X
OITLSZJ,O,O,X,X,O,O,X
OITLZJS,X,O,X,X,O,O,X
OITLZSJ,X,O,X,X,X,O,X
OITJLSZ,O,O,X,X,O,O,X
OITJLZS,O,O,X,X,O,O,X
OITJSLZ,O,O,X,X,X,O,X
OITJSZL,O,O,X,X,X,O,X
OITJZLS,O,O,X,X,X,O,X
OITJZSL,O,O,X,X,X,O,X
OITSLJZ,O,O,X,X,O,O,X
OITSLZJ,O,O,X,X,O,O,X
OITSJLZ,O,X,X,X,X,O,X
OITSJZL,O,X,X,X,X,O,X
OITSZLJ,O,O,X,X,X,O,X
OITSZJL,O,O,X,X,X,O,X
OITZLJS,X,O,X,X,X,O,X
OITZLSJ,X,O,X,X,X,O,X
OITZJLS,X,O,X,X,X,O,X
OITZJSL,X,O,X,X,X,O,X
OITZSLJ,X,O,X,X,X,O,X
OITZSJL,X,O,X,X,X,O,X
OILTJSZ,O,O,X,X,O,O,X
OILTJZS,O,O,X,X,O,O,X
OILTSJZ,O,O,O,X,O,O,X
OILTSZJ,O,O,O,X,O,O,X
OILTZJS,X,O,X,X,O,O,X
OILTZSJ,X,O,O,X,X,O,X
OILJTSZ,O,O,X,X,O,O,X
OILJTZS,O,O,X,X,O,O,X
OILJSTZ,O,O,X,X,X,X,X
OILJSZT,O,O,X,X,X,X,X
OILJZTS,O,O,X,X,X,O,X
OILJZST,O,O,X,X,X,X,X
OILSTJZ,O,O,O,X,O,O,X
OILSTZJ,O,O,O,X,O,O,X
OILSJTZ,O,O,O,X,O,X,X
OILSJZT,O,O,O,X,X,X,X
OILSZTJ,O,O,O,X,O,O,X
OILSZJT,O,O,O,X,X,X,X
OILZTJS,X,O,X,X,O,O,X
OILZTSJ,X,O,O,X,X,O,X
OILZJTS,O,O,X,X,X,O,X
OILZJST,O,O,X,X,X,X,X
OILZSTJ,O,O,O,X,X,O,X
OILZSJT,O,O,O,X,X,X,X
OIJTLSZ,O,O,X,X,X,O,X
OIJTLZS,O,O,X,X,X,O,X
OIJTSLZ,O,O,X,X,X,O,X
OIJTSZL,O,O,X,X,X,O,X
OIJTZLS,O,O,X,X,X,O,X
OIJTZSL,O,O,X,X,X,O,X
OIJLTSZ,O,O,X,X,X,O,X
OIJLTZS,O,O,X,X,X,O,X
OIJLSTZ,O,O,X,X,X,X,X
OIJLSZT,O,O,X,X,X,X,X
OIJLZTS,O,O,X,X,X,O,X
OIJLZST,O,O,X,X,X,X,X
OIJSTLZ,O,O,X,X,X,X,X
OIJSTZL,O,O,X,X,X,X,X
OIJSLTZ,O,O,X,X,X,X,X
OIJSLZT,O,O,X,X,X,X,X
OIJSZTL,O,O,X,X,X,X,X
OIJSZLT,O,O,X,X,X,X,X
OIJZTLS,O,O,X,X,X,O,X
OIJZTSL,O,O,X,X,X,O,X
OIJZLTS,O,O,X,X,X,O,X
OIJZLST,O,O,X,X,X,X,X
OIJZSTL,O,O,X,X,X,X,X
OIJZSLT,O,O,X,X,X,X,X
OISTLJZ,O,O,O,X,O,O,X
OISTLZJ,O,O,O,X,O,O,X
OISTJLZ,O,X,X,X,X,O,X
OISTJZL,O,X,X,X,X,O,X
OISTZLJ,O,O,O,X,X,O,X
OISTZJL,O,O,X,X,X,O,X
OISLTJZ,O,O,O,X,O,O,X
OISLTZJ,O,O,O,X,O,O,X
OISLJTZ,O,O,O,X,O,X,X
OISLJZT,O,O,O,X,X,X,X
OISLZTJ,O,O,O,X,O,O,X
OISLZJT,O,O,O,X,X,X,X
OISJTLZ,O,O,X,X,X,X,X
OISJTZL,O,O,X,X,X,X,X
OISJLTZ,O,O,O,X,X,X,X
OISJLZT,O,O,O,X,X,X,X
OISJZTL,O,O,X,X,X,X,X
OISJZLT,O,O,O,X,X,X,X
OISZTLJ,O,O,O,X,X,O,X
OISZTJL,O,O,X,X,X,O,X
OISZLTJ,O,O,O,X,X,O,X
OISZLJT,O,O,O,X,X,X,X
OISZJTL,O,O,X,X,X,X,X
OISZJLT,O,O,O,X,X,X,X
OIZTLJS,X,O,X,X,X,O,X
OIZTLSJ,X,O,X,X,X,O,X
OIZTJLS,X,O,X,X,X,O,X
OIZTJSL,X,O,X,X,X,O,X
OIZTSLJ,X,O,X,X,X,O,X
OIZTSJL,X,O,X,X,X,O,X
OIZLTJS,X,O,X,X,X,O,X
OIZLTSJ,X,O,O,X,X,O,X
OIZLJTS,O,O,X,X,X,O,X
OIZLJST,O,O,X,X,X,X,X
OIZLSTJ,O,O,O,X,X,O,X
OIZLSJT,O,O,O,X,X,X,X
OIZJTLS,O,O,X,X,X,O,X
OIZJTSL,O,O,X,X,X,O,X
OIZJLTS,O,O,X,X,X,O,X
OIZJLST,O,O,X,X,X,X,X
OIZJSTL,O,O,X,X,X,X,X
OIZJSLT,O,O,X,X,X,X,X
OIZSTLJ,O,O,O,X,X,O,X
OIZSTJL,O,O,X,X,X,O,X
OIZSLTJ,O,O,O,X,X,O,X
OIZSLJT,O,O,O,X,X,X,X
OIZSJTL,O,O,X,X,X,X,X
OIZSJLT,O,O,O,X,X,X,X
OLTIJSZ,O,O,X,X,O,O,X
OLTIJZS,O,O,X,X,O,O,X
OLTISJZ,O,O,O,X,O,O,X
OLTISZJ,O,O,O,X,O,O,X
OLTIZJS,X,O,X,X,O,O,X
OLTIZSJ,X,O,O,X,X,O,X
OLTJISZ,O,O,X,X,O,O,X
OLTJIZS,O,O,X,X,O,O,X
OLTJSIZ,O,O,O,O,O,X,X
OLTJSZI,O,O,O,O,O,X,X
OLTJZIS,O,X,X,X,O,X,X
OLTJZSI,X,O,O,O,O,X,X
OLTSIJZ,O,X,O,O,O,X,X
OLTSIZJ,O,X,O,O,O,X,X
OLTSJIZ,O,X,O,O,O,X,X
OLTSJZI,O,X,O,O,O,X,X
OLTSZIJ,O,X,O,O,O,X,X
OLTSZJI,O,X,O,O,O,X,X
OLTZIJS,X,O,X,X,O,X,X
OLTZISJ,X,O,O,X,X,X,X
OLTZJIS,X,X,X,X,O,X,X
OLTZJSI,X,O,O,O,O,X,X
OLTZSIJ,X,X,O,O,O,X,X
OLTZSJI,X,X,O,O,O,X,X
OLITJSZ,O,O,X,X,O,O,X
OLITJZS,O,O,X,X,O,O,X
OLITSJZ,O,O,O,X,O,O,X
OLITSZJ,O,O,O,X,O,O,X
OLITZJS,X,O,X,X,O,O,X
OLITZSJ,X,O,O,X,X,O,X
OLIJTSZ,O,O,X,X,O,O,X
OLIJTZS,O,O,X,X,O,O,X
OLIJSTZ,O,O,X,X,X,X,X
OLIJSZT,O,O,X,X,X,X,X
OLIJZTS,O,O,X,X,X,O,X
OLIJZST,O,O,X,X,X,X,X
OLISTJZ,O,O,O,X,O,O,X
OLISTZJ,O,O,O,X,O,O,X
OLISJTZ,O,O,O,X,O,X,X
OLISJZT,O,O,O,X,X,X,X
OLISZTJ,O,O,O,X,O,O,X
OLISZJT,O,O,O,X,X,X,X
OLIZTJS,X,O,X,X,O,O,X
OLIZTSJ,X,O,O,X,X,O,X
OLIZJTS,O,O,X,X,X,O,X
OLIZJST,O,O,X,X,X,X,X
OLIZSTJ,O,O,O,X,X,O,X
OLIZSJT,O,O,O,X,X,X,X
OLJTISZ,O,O,X,X,O,X,X
OLJTIZS,O,O,X,X,O,X,X
OLJTSIZ,O,O,O,X,O,X,X
OLJTSZI,O,O,O,X,O,X,X
OLJTZIS,O,X,X,X,O,X,X
OLJTZSI,X,O,O,X,O,X,X
OLJITSZ,O,X,X,X,O,X,X
OLJITZS,O,X,X,X,O,X,X
OLJISTZ,O,X,X,X,X,X,X
OLJISZT,O,X,X,X,X,X,X
OLJIZTS,O,X,X,X,X,X,X
OLJIZST,O,X,X,X,X,X,X
OLJSTIZ,O,O,O,X,O,X,X
OLJSTZI,O,O,O,X,O,X,X
OLJSITZ,O,X,O,X,O,X,X
OLJSIZT,O,X,O,X,X,X,X
OLJSZTI,O,O,O,X,X,X,X
OLJSZIT,O,X,O,X,X,X,X
OLJZTIS,O,X,X,X,X,X,X
OLJZTSI,X,O,O,X,X,X,X
OLJZITS,O,X,X,X,X,X,X
OLJZIST,O,X,X,X,X,X,X
OLJZSTI,O,O,O,X,X,X,X
OLJZSIT,O,X,O,X,X,X,X
OLSTIJZ,O,X,O,O,O,X,X
OLSTIZJ,O,X,O,O,O,X,X
OLSTJIZ,O,X,O,O,O,X,X
OLSTJZI,O,X,O,O,O,X,X
OLSTZIJ,O,X,O,O,O,X,X
OLSTZJI,O,X,O,O,O,X,X
OLSITJZ,O,X,O,O,O,X,X
OLSITZJ,O,X,O,O,O,X,X
OLSIJTZ,O,X,O,X,O,X,X
OLSIJZT,O,X,O,X,X,X,X
OLSIZTJ,O,X,O,O,O,X,X
OLSIZJT,O,X,O,X,X,X,X
OLSJTIZ,O,X,O,X,O,X,X
OLSJTZI,O,X,O,X,O,X,X
OLSJITZ,O,X,O,X,O,X,X
OLSJIZT,O,X,O,X,X,X,X
OLSJZTI,O,X,O,X,X,X,X
OLSJZIT,O,X,O,X,X,X,X
OLSZTIJ,O,X,O,O,O,X,X
OLSZTJI,O,X,O,O,O,X,X
OLSZITJ,O,X,O,O,O,X,X
OLSZIJT,O,X,O,X,X,X,X
OLSZJTI,O,X,O,X,X,X,X
OLSZJIT,O,X,O,X,X,X,X
OLZTIJS,X,O,X,X,O,X,X
OLZTISJ,X,O,O,X,X,X,X
OLZTJIS,X,X,X,X,O,X,X
OLZTJSI,X,O,O,O,O,X,X
OLZTSIJ,X,X,O,O,O,X,X
OLZTSJI,X,X,O,O,O,X,X
OLZITJS,X,O,X,X,O,X,X
OLZITSJ,X,O,O,X,X,X,X
OLZIJTS,O,O,X,X,X,X,X
OLZIJST,O,O,X,X,X,X,X
OLZISTJ,O,O,O,X,X,X,X
OLZISJT,O,O,O,X,X,X,X
OLZJTIS,O,X,X,X,X,X,X
OLZJTSI,X,O,O,X,X,X,X
OLZJITS,O,X,X,X,X,X,X
OLZJIST,O,X,X,X,X,X,X
OLZJSTI,O,O,O,X,X,X,X
OLZJSIT,O,X,O,X,X,X,X
OLZSTIJ,O,X,O,O,O,X,X
OLZSTJI,O,X,O,O,O,X,X
OLZSITJ,O,X,O,O,O,X,X
OLZSIJT,O,X,O,X,X,X,X
OLZSJTI,O,X,O,X,X,X,X
OLZSJIT,O,X,O,X,X,X,X
OJTILSZ,O,X,X,X,O,X,X
OJTILZS,O,X,X,X,O,X,X
OJTISLZ,O,X,X,X,X,X,X
OJTISZL,O,X,X,X,X,X,X
OJTIZLS,O,X,X,X,X,X,X
OJTIZSL,O,X,X,X,X,X,X
OJTLISZ,O,X,X,X,O,X,X
OJTLIZS,O,X,X,X,O,X,X
OJTLSIZ,O,X,X,X,O,X,X
OJTLSZI,O,X,X,X,O,X,X
OJTLZIS,O,X,X,X,O,X,X
OJTLZSI,X,X,X,X,O,X,X
OJTSILZ,O,X,X,X,X,X,X
OJTSIZL,O,X,X,X,X,X,X
OJTSLIZ,O,X,X,X,O,X,X
OJTSLZI,O,X,X,X,O,X,X
OJTSZIL,O,X,X,X,X,X,X
OJTSZLI,O,X,X,X,X,X,X
OJTZILS,O,X,X,X,X,X,O
OJTZISL,O,X,X,X,X,X,O
OJTZLIS,X,X,X,X,O,X,O
OJTZLSI,X,X,X,X,O,X,O
OJTZSIL,X,X,X,X,X,X,O
OJTZSLI,X,X,X,X,X,X,O
OJITLSZ,O,X,X,X,X,X,X
OJITLZS,O,X,X,X,X,X,X
OJITSLZ,O,X,X,X,X,X,X
OJITSZL,O,X,X,X,X,X,X
OJITZLS,O,X,X,X,X,X,X
OJITZSL,O,X,X,X,X,X,X
OJILTSZ,O,X,X,X,X,X,X
OJILTZS,O,X,X,X,X,X,X
OJILSTZ,O,X,X,X,X,X,X
OJILSZT,O,X,X,X,X,X,X
OJILZTS,O,X,X,X,X,X,X
OJILZST,O,X,X,X,X,X,X
OJISTLZ,O,X,X,X,X,X,X
OJISTZL,O,X,X,X,X,X,X
OJISLTZ,O,X,X,X,X,X,X
OJISLZT,O,X,X,X,X,X,X
OJISZTL,O,X,X,X,X,X,X
OJISZLT,O,X,X,X,X,X,X
OJIZTLS,O,X,X,X,X,X,O
OJIZTSL,O,X,X,X,X,X,O
OJIZLTS,O,X,X,X,X,X,O
OJIZLST,O,X,X,X,X,X,O
OJIZSTL,O,X,X,X,X,X,X
OJIZSLT,O,X,X,X,X,X,O
OJLTISZ,O,O,X,X,O,X,X
OJLTIZS,O,O,X,X,O,X,X
OJLTSIZ,O,O,O,X,O,X,X
OJLTSZI,O,O,O,X,O,X,X
OJLTZIS,O,X,X,X,O,X,X
OJLTZSI,X,O,O,X,O,X,X
OJLITSZ,O,X,X,X,O,X,X
OJLITZS,O,X,X,X,O,X,X
OJLISTZ,O,X,X,X,X,X,X
OJLISZT,O,X,X,X,X,X,X
OJLIZTS,O,X,X,X,X,X,X
OJLIZST,O,X,X,X,X,X,X
OJLSTIZ,O,O,O,X,O,X,X
OJLSTZI,O,O,O,X,O,X,X
OJLSITZ,O,X,O,X,O,X,X
OJLSIZT,O,X,O,X,X,X,X
OJLSZTI,O,O,O,X,X,X,X
OJLSZIT,O,X,O,X,X,X,X
OJLZTIS,O,X,X,X,X,X,O
OJLZTSI,X,O,O,X,X,X,O
OJLZITS,O,X,X,X,X,X,O
OJLZIST,O,X,X,X,X,X,O
OJLZSTI,O,O,O,X,X,X,O
OJLZSIT,O,X,O,X,X,X,O
OJSTILZ,O,X,X,X,X,X,X
OJSTIZL,O,X,X,X,X,X,X
OJSTLIZ,O,X,X,X,O,X,X
OJSTLZI,O,X,X,X,O,X,X
OJSTZIL,O,X,X,X,X,X,X
OJSTZLI,O,X,X,X,X,X,X
OJSITLZ,O,X,X,X,X,X,X
OJSITZL,O,X,X,X,X,X,X
OJSILTZ,O,X,O,X,X,X,X
OJSILZT,O,X,O,X,X,X,X
OJSIZTL,O,X,X,X,X,X,X
OJSIZLT,O,X,O,X,X,X,X
OJSLTIZ,O,O,O,X,O,X,X
OJSLTZI,O,O,O,X,O,X,X
OJSLITZ,O,X,O,X,O,X,X
OJSLIZT,O,X,O,X,X,X,X
OJSLZTI,O,O,O,X,X,X,X
OJSLZIT,O,X,O,X,X,X,X
OJSZTIL,O,O,X,X,X,X,O
OJSZTLI,O,O,X,X,X,X,O
OJSZITL,O,X,X,X,X,X,X
OJSZILT,O,X,O,X,X,X,O
OJSZLTI,O,O,O,X,X,X,O
OJSZLIT,O,X,O,X,X,X,O
OJZTILS,O,X,X,X,X,X,O
OJZTISL,O,X,X,X,X,X,O
OJZTLIS,X,X,X,X,X,X,O
OJZTLSI,X,X,X,X,X,X,O
OJZTSIL,X,O,X,X,X,X,O
OJZTSLI,X,O,X,X,X,X,O
OJZITLS,O,X,X,X,X,X,O
OJZITSL,O,X,X,X,X,X,O
OJZILTS,O,X,X,X,X,X,O
OJZILST,O,X,X,X,X,X,O
OJZISTL,O,X,X,X,X,X,X
OJZISLT,O,X,X,X,X,X,O
OJZLTIS,O,X,X,X,X,X,O
OJZLTSI,X,O,O,X,X,X,O
OJZLITS,O,X,X,X,X,X,O
OJZLIST,O,X,X,X,X,X,O
OJZLSTI,O,O,O,X,X,X,O
OJZLSIT,O,X,O,X,X,X,O
OJZSTIL,O,O,X,X,X,X,O
OJZSTLI,O,O,X,X,X,X,O
OJZSITL,O,X,X,X,X,X,X
OJZSILT,O,X,O,X,X,X,O
OJZSLTI,O,O,O,X,X,X,O
OJZSLIT,O,X,O,X,X,X,O
OSTILJZ,O,X,O,X,O,X,X
OSTILZJ,O,X,O,X,O,X,X
OSTIJLZ,O,X,X,X,X,X,X
OSTIJZL,O,X,X,O,X,X,X
OSTIZLJ,O,X,O,X,X,X,X
OSTIZJL,O,X,X,O,X,X,X
OSTLIJZ,O,X,O,O,O,X,X
OSTLIZJ,O,X,O,O,O,X,X
OSTLJIZ,O,X,O,O,O,X,X
OSTLJZI,O,X,O,O,O,X,X
OSTLZIJ,O,X,O,O,O,X,X
OSTLZJI,O,X,O,O,O,X,X
OSTJILZ,O,X,X,X,X,X,X
OSTJIZL,O,X,X,O,X,X,X
OSTJLIZ,O,X,X,O,O,X,X
OSTJLZI,O,X,X,O,O,X,X
OSTJZIL,O,X,X,O,X,X,X
OSTJZLI,O,X,X,O,X,X,X
OSTZILJ,O,X,O,X,X,X,X
OSTZIJL,O,X,X,O,X,X,X
OSTZLIJ,O,X,O,O,O,X,X
OSTZLJI,O,X,O,O,O,X,X
OSTZJIL,O,X,X,O,X,X,X
OSTZJLI,O,X,X,O,X,X,X
OSITLJZ,O,X,O,X,O,X,X
OSITLZJ,O,X,O,X,O,X,X
OSITJLZ,O,X,X,X,X,X,X
OSITJZL,O,X,X,O,X,X,X
OSITZLJ,O,X,O,X,X,X,X
OSITZJL,O,X,X,O,X,X,X
OSILTJZ,O,X,O,X,O,X,X
OSILTZJ,O,X,O,X,O,X,X
OSILJTZ,O,X,O,X,O,X,X
OSILJZT,O,X,O,X,X,X,X
OSILZTJ,O,X,O,X,O,X,X
OSILZJT,O,X,O,X,X,X,X
OSIJTLZ,O,X,X,X,X,X,X
OSIJTZL,O,X,X,X,X,X,X
OSIJLTZ,O,X,O,X,X,X,X
OSIJLZT,O,X,O,X,X,X,X
OSIJZTL,O,X,X,X,X,X,X
OSIJZLT,O,X,O,X,X,X,X
OSIZTLJ,O,X,O,X,X,X,X
OSIZTJL,O,X,X,O,X,X,X
OSIZLTJ,O,X,O,X,X,X,X
OSIZLJT,O,X,O,X,X,X,X
OSIZJTL,O,X,X,X,X,X,X
OSIZJLT,O,X,O,X,X,X,X
OSLTIJZ,O,X,O,O,O,X,X
OSLTIZJ,O,X,O,O,O,X,X
OSLTJIZ,O,X,O,O,O,X,X
OSLTJZI,O,X,O,O,O,X,X
OSLTZIJ,O,X,O,O,O,X,X
OSLTZJI,O,X,O,O,O,X,X
OSLITJZ,O,X,O,O,O,X,X
OSLITZJ,O,X,O,O,O,X,X
OSLIJTZ,O,X,O,X,O,X,X
OSLIJZT,O,X,O,X,X,X,X
OSLIZTJ,O,X,O,O,O,X,X
OSLIZJT,O,X,O,X,X,X,X
OSLJTIZ,O,X,O,X,O,X,X
OSLJTZI,O,X,O,X,O,X,X
OSLJITZ,O,X,O,X,O,X,X
OSLJIZT,O,X,O,X,X,X,X
OSLJZTI,O,X,O,X,X,X,X
OSLJZIT,O,X,O,X,X,X,X
OSLZTIJ,O,X,O,O,O,X,X
OSLZTJI,O,X,O,O,O,X,X
OSLZITJ,O,X,O,O,O,X,X
OSLZIJT,O,X,O,X,X,X,X
OSLZJTI,O,X,O,X,X,X,X
OSLZJIT,O,X,O,X,X,X,X
OSJTILZ,O,X,X,X,X,X,X
OSJTIZL,O,X,X,X,X,X,X
OSJTLIZ,O,X,X,X,O,X,X
OSJTLZI,O,X,X,X,O,X,X
OSJTZIL,O,X,X,X,X,X,X
OSJTZLI,O,X,X,X,X,X,X
OSJITLZ,O,X,X,X,X,X,X
OSJITZL,O,X,X,X,X,X,X
OSJILTZ,O,X,O,X,X,X,X
OSJILZT,O,X,O,X,X,X,X
OSJIZTL,O,X,X,X,X,X,X
OSJIZLT,O,X,O,X,X,X,X
OSJLTIZ,O,X,O,X,O,X,X
OSJLTZI,O,X,O,X,O,X,X
OSJLITZ,O,X,O,X,O,X,X
OSJLIZT,O,X,O,X,X,X,X
OSJLZTI,O,X,O,X,X,X,X
OSJLZIT,O,X,O,X,X,X,X
OSJZTIL,O,X,X,X,X,X,X
OSJZTLI,O,X,X,X,X,X,X
OSJZITL,O,X,X,X,X,X,X
OSJZILT,O,X,O,X,X,X,X
OSJZLTI,O,X,O,X,X,X,X
OSJZLIT,O,X,O,X,X,X,X
OSZTILJ,O,X,O,X,X,X,X
OSZTIJL,O,X,X,O,X,X,X
OSZTLIJ,O,X,O,O,O,X,X
OSZTLJI,O,X,O,O,O,X,X
OSZTJIL,O,X,X,O,X,X,X
OSZTJLI,O,X,X,O,X,X,X
OSZITLJ,O,X,O,X,X,X,X
OSZITJL,O,X,X,O,X,X,X
