sequence,v115@FhB8IeA8HeE8CeD8Jei/IvhFzgB3kBRnBGnB0qBlrB,v115@FhB8IeA8HeE8CeD8JeKEJvhFflBxgB0iBVsBzqBGrB,v115@FhB8IeA8HeE8CeD8JeKEJvhFzfB+lB0iBxrBlrBXrB,v115@FhB8IeA8HeE8CeD8Jex/IvhFCiBTkB2qBlnB3rB8qB,v115@FhB8IeA8HeE8CeD8JeOEJvhF6lB0iBzkBxrBlrBXrB,v115@FhB8IeA8HeE8CeD8JeT/IvhFCiB2rBlnBxpB/qBUrB,v115@FhB8IeA8HeE8CeD8Je1FJvhFxhB0kBurB3nBikBzqB,v115@FhB8IeA8HeE8CeD8JeOEJvhF8kBXhBRnB1qBTnBSwB
ZLOIJST,X,X,O,X,O,X,X,X
ZLOISTJ,O,O,X,X,X,X,X,X
ZLOISJT,O,O,O,X,O,X,X,X
ZLOJTIS,X,X,O,X,O,X,X,X
ZLOJTSI,X,O,X,X,X,X,O,X
ZLOJITS,X,X,O,X,O,X,X,X
ZLOJIST,X,X,O,X,O,X,X,X
ZLOJSTI,X,O,X,X,X,X,O,X
ZLOJSIT,X,O,O,X,O,X,X,X
ZLOSTIJ,O,O,X,X,X,X,X,X
ZLOSTJI,O,O,X,X,X,X,O,X
ZLOSITJ,O,O,X,X,X,X,X,X
ZLOSIJT,O,O,O,X,O,X,X,X
ZLOSJTI,O,O,X,X,X,X,O,X
ZLOSJIT,O,O,O,X,O,X,X,X
ZJTILSO,X,X,O,X,X,O,X,X
ZJTILOS,X,X,O,X,X,O,X,X
ZJTISLO,O,X,X,X,X,O,O,O
ZJTISOL,O,X,X,X,X,O,O,O
ZJTIOLS,X,X,X,X,O,O,X,X
ZJTIOSL,O,X,X,X,X,O,X,X
ZJTLISO,X,X,O,X,X,O,X,X
ZJTLIOS,X,X,O,X,X,O,X,X
ZJTLSIO,X,O,X,X,X,X,O,X
ZJTLSOI,X,O,X,X,X,X,O,X
ZJTLOIS,X,X,O,X,X,X,X,X
ZJTLOSI,X,O,X,X,X,X,X,X
ZJTSILO,O,X,X,X,X,X,O,X
ZJTSIOL,O,X,X,X,X,X,O,X
ZJTSLIO,O,X,X,X,X,X,O,X
ZJTSLOI,O,X,X,O,X,X,O,X
ZJTSOIL,O,X,X,O,X,X,O,X
ZJTSOLI,O,X,X,O,X,X,O,X
ZJTOILS,X,X,X,X,O,X,X,X
ZJTOISL,O,X,X,X,X,X,O,X
ZJTOLIS,X,X,X,X,O,X,X,X
ZJTOLSI,X,O,X,X,X,X,O,X
ZJTOSIL,O,X,X,O,X,X,O,X
ZJTOSLI,O,X,X,O,X,X,O,X
ZJITLSO,X,X,O,X,X,O,X,X
ZJITLOS,X,X,O,X,X,O,X,X
ZJITSLO,X,X,X,X,X,O,O,O
ZJITSOL,X,X,X,X,X,O,O,O
ZJITOLS,X,X,X,X,O,O,X,X
ZJITOSL,X,X,X,X,X,O,X,X
ZJILTSO,X,X,O,X,X,X,X,X
ZJILTOS,X,X,O,X,X,X,X,X
ZJILSTO,X,X,O,X,X,X,X,O
ZJILSOT,X,X,O,X,X,X,X,X
ZJILOTS,X,X,O,X,O,X,X,X
ZJILOST,X,X,O,X,O,X,X,X
ZJISTLO,X,X,X,X,X,X,O,O
ZJISTOL,X,X,X,X,X,X,O,O
ZJISLTO,X,X,O,X,X,X,O,O
ZJISLOT,O,X,O,X,X,X,X,X
ZJISOTL,X,X,X,X,X,X,O,O
ZJISOLT,O,X,X,X,O,X,X,X
ZJIOTLS,X,X,X,X,O,O,X,X
ZJIOTSL,X,X,X,X,X,O,O,X
ZJIOLTS,X,X,O,X,O,X,X,X
ZJIOLST,X,X,O,X,O,X,X,X
ZJIOSTL,X,X,X,X,X,X,O,O
ZJIOSLT,O,X,X,X,O,X,X,X
ZJLTISO,X,X,O,X,X,X,X,X
ZJLTIOS,X,X,O,X,X,X,X,X
ZJLTSIO,X,O,X,X,X,X,O,X
ZJLTSOI,X,O,X,X,X,X,O,X
ZJLTOIS,X,X,O,X,X,X,X,X
ZJLTOSI,X,O,X,X,X,X,X,X
ZJLITSO,X,X,O,X,X,X,X,X
ZJLITOS,X,X,O,X,X,X,X,X
ZJLISTO,X,X,O,X,X,X,X,O
ZJLISOT,X,X,O,X,X,X,X,X
ZJLIOTS,X,X,O,X,O,X,X,X
ZJLIOST,X,X,O,X,O,X,X,X
ZJLSTIO,X,O,X,X,X,X,O,X
ZJLSTOI,X,O,X,X,X,X,O,X
ZJLSITO,X,O,O,X,X,X,O,X
ZJLSIOT,X,O,O,X,X,X,X,X
ZJLSOTI,X,O,X,X,X,X,O,X
ZJLSOIT,X,O,O,X,X,X,X,X
ZJLOTIS,X,X,O,X,O,X,X,X
ZJLOTSI,X,O,X,X,X,X,O,X
ZJLOITS,X,X,O,X,O,X,X,X
ZJLOIST,X,X,O,X,O,X,X,X
ZJLOSTI,X,O,X,X,X,X,O,X
ZJLOSIT,X,O,O,X,O,X,X,X
ZJSTILO,O,X,X,X,X,X,O,X
ZJSTIOL,O,X,X,X,X,X,O,X
ZJSTLIO,O,X,X,X,X,X,O,X
ZJSTLOI,O,X,X,O,X,X,O,X
ZJSTOIL,O,X,X,O,X,X,O,X
ZJSTOLI,O,X,X,O,X,X,O,X
ZJSITLO,X,X,X,X,X,X,O,O
ZJSITOL,X,X,X,X,X,X,O,O
ZJSILTO,X,X,O,X,X,X,O,O
ZJSILOT,O,X,O,X,X,X,X,X
ZJSIOTL,X,X,X,X,X,X,O,O
ZJSIOLT,O,X,X,X,O,X,X,X
ZJSLTIO,O,X,X,X,X,X,O,X
ZJSLTOI,O,X,X,X,X,X,O,X
ZJSLITO,X,X,O,X,X,X,O,X
ZJSLIOT,O,X,O,X,X,X,X,X
ZJSLOTI,O,X,X,X,X,X,O,X
ZJSLOIT,O,X,O,X,X,X,X,X
ZJSOTIL,O,X,X,O,X,X,O,X
ZJSOTLI,O,X,X,O,X,X,O,X
ZJSOITL,X,X,X,X,X,X,O,X
ZJSOILT,O,X,X,X,O,X,X,X
ZJSOLTI,O,X,X,X,X,X,O,X
ZJSOLIT,O,X,X,X,O,X,X,X
ZJOTILS,X,X,X,X,O,X,X,X
ZJOTISL,O,X,X,X,X,X,O,X
ZJOTLIS,X,X,X,X,O,X,X,X
ZJOTLSI,X,O,X,X,X,X,O,X
ZJOTSIL,O,X,X,O,X,X,O,X
ZJOTSLI,O,X,X,O,X,X,O,X
ZJOITLS,X,X,X,X,O,X,X,X
ZJOITSL,X,X,X,X,X,X,O,X
ZJOILTS,X,X,O,X,O,X,X,X
ZJOILST,X,X,O,X,O,X,X,X
ZJOISTL,X,X,X,X,X,X,O,O
ZJOISLT,O,X,X,X,O,X,X,X
ZJOLTIS,X,X,O,X,O,X,X,X
ZJOLTSI,X,O,X,X,X,X,O,X
ZJOLITS,X,X,O,X,O,X,X,X
ZJOLIST,X,X,O,X,O,X,X,X
ZJOLSTI,X,O,X,X,X,X,O,X
ZJOLSIT,X,O,O,X,O,X,X,X
ZJOSTIL,O,X,X,O,X,X,O,X
ZJOSTLI,O,X,X,O,X,X,O,X
ZJOSITL,X,X,X,X,X,X,O,X
ZJOSILT,O,X,X,X,O,X,X,X
ZJOSLTI,O,X,X,X,X,X,O,X
ZJOSLIT,O,X,X,X,O,X,X,X
ZSTILJO,O,X,X,X,X,X,X,X
ZSTILOJ,O,X,X,X,X,X,X,X
ZSTIJLO,O,X,X,X,X,X,O,X
ZSTIJOL,O,X,X,X,X,X,O,X
ZSTIOLJ,O,X,X,X,X,X,X,X
ZSTIOJL,O,X,X,X,X,X,X,X
ZSTLIJO,O,O,X,X,X,X,X,X
ZSTLIOJ,O,O,X,X,X,X,X,X
ZSTLJIO,O,O,X,X,X,X,O,X
ZSTLJOI,O,O,X,O,X,X,O,X
ZSTLOIJ,O,O,X,X,X,X,X,X
ZSTLOJI,O,O,X,O,X,X,X,X
ZSTJILO,O,X,X,X,X,X,O,X
ZSTJIOL,O,X,X,X,X,X,O,X
ZSTJLIO,O,X,X,X,X,X,O,X
ZSTJLOI,O,X,X,O,X,X,O,X
ZSTJOIL,O,X,X,O,X,X,O,X
ZSTJOLI,O,X,X,O,X,X,O,X
ZSTOILJ,O,X,X,X,X,X,X,X
ZSTOIJL,O,X,X,X,X,X,O,X
ZSTOLIJ,O,O,X,X,X,X,X,X
ZSTOLJI,O,O,X,O,X,X,O,X
ZSTOJIL,O,X,X,O,X,X,O,X
ZSTOJLI,O,X,X,O,X,X,O,X
ZSITLJO,O,X,X,X,X,X,X,X
ZSITLOJ,O,X,X,X,X,X,X,X
ZSITJLO,O,X,X,X,X,X,O,O
ZSITJOL,O,X,X,X,X,X,O,O
ZSITOLJ,O,X,X,X,X,X,X,X
ZSITOJL,O,X,X,X,X,X,X,X
ZSILTJO,O,X,X,X,X,X,X,X
ZSILTOJ,O,X,X,X,X,X,X,X
ZSILJTO,X,X,O,X,X,X,O,O
ZSILJOT,O,X,O,X,X,X,X,X
ZSILOTJ,O,X,X,X,X,X,X,X
ZSILOJT,O,X,O,X,X,X,X,X
ZSIJTLO,X,X,X,X,X,X,O,O
ZSIJTOL,X,X,X,X,X,X,O,O
ZSIJLTO,X,X,O,X,X,X,O,O
ZSIJLOT,O,X,O,X,X,X,X,X
ZSIJOTL,X,X,X,X,X,X,O,O
ZSIJOLT,O,X,X,X,O,X,X,X
ZSIOTLJ,O,X,X,X,X,X,X,X
ZSIOTJL,O,X,X,X,X,X,O,X
ZSIOLTJ,O,X,X,X,X,X,X,X
ZSIOLJT,O,X,X,X,O,X,X,X
ZSIOJTL,X,X,X,X,X,X,O,O
ZSIOJLT,O,X,X,X,O,X,X,X
ZSLTIJO,O,O,X,X,X,X,X,X
ZSLTIOJ,O,O,X,X,X,X,X,X
ZSLTJIO,O,O,X,X,X,X,O,X
ZSLTJOI,O,O,X,X,X,X,O,X
ZSLTOIJ,O,O,X,X,X,X,X,X
ZSLTOJI,O,O,X,X,X,X,X,X
ZSLITJO,O,O,X,X,X,X,X,X
ZSLITOJ,O,O,X,X,X,X,X,X
ZSLIJTO,X,O,O,X,X,X,O,X
ZSLIJOT,O,O,O,X,X,X,X,X
ZSLIOTJ,O,O,X,X,X,X,X,X
ZSLIOJT,O,O,O,X,X,X,X,X
ZSLJTIO,O,O,X,X,X,X,O,X
ZSLJTOI,O,O,X,X,X,X,O,X
ZSLJITO,X,O,O,X,X,X,O,X
ZSLJIOT,O,O,O,X,X,X,X,X
ZSLJOTI,O,O,X,X,X,X,O,X
ZSLJOIT,O,O,O,X,X,X,X,X
ZSLOTIJ,O,O,X,X,X,X,X,X
ZSLOTJI,O,O,X,X,X,X,O,X
ZSLOITJ,O,O,X,X,X,X,X,X
ZSLOIJT,O,O,O,X,X,X,X,X
ZSLOJTI,O,O,X,X,X,X,O,X
ZSLOJIT,O,O,O,X,X,X,X,X
ZSJTILO,O,X,X,X,X,X,O,X
ZSJTIOL,O,X,X,X,X,X,O,X
ZSJTLIO,O,X,X,X,X,X,O,X
ZSJTLOI,O,X,X,O,X,X,O,X
ZSJTOIL,O,X,X,O,X,X,O,X
ZSJTOLI,O,X,X,O,X,X,O,X
ZSJITLO,X,X,X,X,X,X,O,O
ZSJITOL,X,X,X,X,X,X,O,O
ZSJILTO,X,X,O,X,X,X,O,O
ZSJILOT,O,X,O,X,X,X,X,X
ZSJIOTL,X,X,X,X,X,X,O,O
ZSJIOLT,O,X,X,X,O,X,X,X
ZSJLTIO,O,X,X,X,X,X,O,X
ZSJLTOI,O,X,X,X,X,X,O,X
ZSJLITO,X,X,O,X,X,X,O,X
ZSJLIOT,O,X,O,X,X,X,X,X
ZSJLOTI,O,X,X,X,X,X,O,X
ZSJLOIT,O,X,O,X,X,X,X,X
ZSJOTIL,O,X,X,O,X,X,O,X
ZSJOTLI,O,X,X,O,X,X,O,X
ZSJOITL,X,X,X,X,X,X,O,X
ZSJOILT,O,X,X,X,O,X,X,X
ZSJOLTI,O,X,X,X,X,X,O,X
ZSJOLIT,O,X,X,X,O,X,X,X
ZSOTILJ,O,X,X,X,X,X,X,X
ZSOTIJL,O,X,X,X,X,X,O,X
ZSOTLIJ,O,O,X,X,X,X,X,X
ZSOTLJI,O,O,X,O,X,X,O,X
ZSOTJIL,O,X,X,O,X,X,O,X
ZSOTJLI,O,X,X,O,X,X,O,X
ZSOITLJ,O,X,X,X,X,X,X,X
ZSOITJL,O,X,X,X,X,X,O,X
ZSOILTJ,O,X,X,X,X,X,X,X
ZSOILJT,O,X,X,X,O,X,X,X
ZSOIJTL,X,X,X,X,X,X,O,X
ZSOIJLT,O,X,X,X,O,X,X,X
ZSOLTIJ,O,O,X,X,X,X,X,X
ZSOLTJI,O,O,X,X,X,X,O,X
ZSOLITJ,O,O,X,X,X,X,X,X
ZSOLIJT,O,O,X,X,O,X,X,X
ZSOLJTI,O,O,X,X,X,X,O,X
ZSOLJIT,O,O,X,X,O,X,X,X
ZSOJTIL,O,X,X,O,X,X,O,X
ZSOJTLI,O,X,X,O,X,X,O,X
ZSOJITL,X,X,X,X,X,X,O,X
ZSOJILT,O,X,X,X,O,X,X,X
ZSOJLTI,O,X,X,X,X,X,O,X
ZSOJLIT,O,X,X,X,O,X,X,X
ZOTILJS,X,X,X,X,O,X,X,X
ZOTILSJ,O,O,X,X,X,X,X,X
ZOTIJLS,X,X,X,X,O,X,X,X
ZOTIJSL,O,X,X,X,X,X,O,X
ZOTISLJ,O,X,X,X,X,X,X,X
ZOTISJL,O,X,X,X,X,X,O,X
ZOTLIJS,X,X,X,X,O,X,X,X
ZOTLISJ,O,O,X,X,X,X,X,X
ZOTLJIS,X,X,X,X,O,X,X,X
ZOTLJSI,X,O,X,X,X,X,O,X
ZOTLSIJ,O,O,X,X,X,X,X,X
ZOTLSJI,O,O,X,O,X,X,O,X
ZOTJILS,X,X,X,X,O,X,X,X
ZOTJISL,O,X,X,X,X,X,O,X
ZOTJLIS,X,X,X,X,O,X,X,X
ZOTJLSI,X,O,X,X,X,X,O,X
ZOTJSIL,O,X,X,O,X,X,O,X
ZOTJSLI,O,X,X,O,X,X,O,X
ZOTSILJ,O,X,X,X,X,X,X,X
ZOTSIJL,O,X,X,X,X,X,O,X
ZOTSLIJ,O,O,X,X,X,X,X,X
ZOTSLJI,O,O,X,O,X,X,O,X
ZOTSJIL,O,X,X,O,X,X,O,X
ZOTSJLI,O,X,X,O,X,X,O,X
ZOITLJS,X,X,X,X,O,X,X,X
ZOITLSJ,O,O,X,X,X,X,X,X
ZOITJLS,X,X,X,X,O,X,X,X
ZOITJSL,O,X,X,X,X,X,O,X
ZOITSLJ,O,X,X,X,X,X,X,X
ZOITSJL,O,X,X,X,X,X,O,X
ZOILTJS,X,X,O,X,O,X,X,X
ZOILTSJ,X,O,X,X,X,X,X,X
ZOILJTS,X,X,O,X,O,X,X,X
ZOILJST,X,X,O,X,O,X,X,X
ZOILSTJ,O,O,X,X,X,X,X,X
ZOILSJT,O,O,O,X,O,X,X,X
ZOIJTLS,X,X,X,X,O,X,X,X
ZOIJTSL,X,X,X,X,X,X,O,X
ZOIJLTS,X,X,O,X,O,X,X,X
ZOIJLST,X,X,O,X,O,X,X,X
ZOIJSTL,X,X,X,X,X,X,O,O
ZOIJSLT,O,X,X,X,O,X,X,X
ZOISTLJ,O,X,X,X,X,X,X,X
ZOISTJL,O,X,X,X,X,X,O,X
ZOISLTJ,O,X,X,X,X,X,X,X
ZOISLJT,O,X,X,X,O,X,X,X
ZOISJTL,X,X,X,X,X,X,O,O
ZOISJLT,O,X,X,X,O,X,X,X
ZOLTIJS,X,X,O,X,O,X,X,X
ZOLTISJ,O,O,X,X,X,X,X,X
ZOLTJIS,X,X,O,X,O,X,X,X
ZOLTJSI,X,O,X,X,X,X,O,X
ZOLTSIJ,O,O,X,X,X,X,X,X
ZOLTSJI,O,O,X,X,X,X,O,X
ZOLITJS,X,X,O,X,O,X,X,X
ZOLITSJ,X,O,X,X,X,X,X,X
ZOLIJTS,X,X,O,X,O,X,X,X
ZOLIJST,X,X,O,X,O,X,X,X
ZOLISTJ,O,O,X,X,X,X,X,X
ZOLISJT,O,O,O,X,O,X,X,X
ZOLJTIS,X,X,O,X,O,X,X,X
ZOLJTSI,X,O,X,X,X,X,O,X
ZOLJITS,X,X,O,X,O,X,X,X
ZOLJIST,X,X,O,X,O,X,X,X
ZOLJSTI,X,O,X,X,X,X,O,X
ZOLJSIT,X,O,O,X,O,X,X,X
ZOLSTIJ,O,O,X,X,X,X,X,X
ZOLSTJI,O,O,X,X,X,X,O,X
ZOLSITJ,O,O,X,X,X,X,X,X
ZOLSIJT,O,O,O,X,O,X,X,X
ZOLSJTI,O,O,X,X,X,X,O,X
ZOLSJIT,O,O,O,X,O,X,X,X
ZOJTILS,X,X,X,X,O,X,X,X
ZOJTISL,O,X,X,X,X,X,O,X
ZOJTLIS,X,X,X,X,O,X,X,X
ZOJTLSI,X,O,X,X,X,X,O,X
ZOJTSIL,O,X,X,O,X,X,O,X
ZOJTSLI,O,X,X,O,X,X,O,X
ZOJITLS,X,X,X,X,O,X,X,X
ZOJITSL,X,X,X,X,X,X,O,X
ZOJILTS,X,X,O,X,O,X,X,X
ZOJILST,X,X,O,X,O,X,X,X
ZOJISTL,X,X,X,X,X,X,O,O
ZOJISLT,O,X,X,X,O,X,X,X
ZOJLTIS,X,X,O,X,O,X,X,X
ZOJLTSI,X,O,X,X,X,X,O,X
ZOJLITS,X,X,O,X,O,X,X,X
ZOJLIST,X,X,O,X,O,X,X,X
ZOJLSTI,X,O,X,X,X,X,O,X
ZOJLSIT,X,O,O,X,O,X,X,X
ZOJSTIL,O,X,X,O,X,X,O,X
ZOJSTLI,O,X,X,O,X,X,O,X
ZOJSITL,X,X,X,X,X,X,O,X
ZOJSILT,O,X,X,X,O,X,X,X
ZOJSLTI,O,X,X,X,X,X,O,X
ZOJSLIT,O,X,X,X,O,X,X,X
ZOSTILJ,O,X,X,X,X,X,X,X
ZOSTIJL,O,X,X,X,X,X,O,X
ZOSTLIJ,O,O,X,X,X,X,X,X
ZOSTLJI,O,O,X,O,X,X,O,X
ZOSTJIL,O,X,X,O,X,X,O,X
ZOSTJLI,O,X,X,O,X,X,O,X
ZOSITLJ,O,X,X,X,X,X,X,X
ZOSITJL,O,X,X,X,X,X,O,X
ZOSILTJ,O,X,X,X,X,X,X,X
ZOSILJT,O,X,X,X,O,X,X,X
ZOSIJTL,X,X,X,X,X,X,O,X
ZOSIJLT,O,X,X,X,O,X,X,X
ZOSLTIJ,O,O,X,X,X,X,X,X
ZOSLTJI,O,O,X,X,X,X,O,X
ZOSLITJ,O,O,X,X,X,X,X,X
ZOSLIJT,O,O,X,X,O,X,X,X
ZOSLJTI,O,O,X,X,X,X,O,X
ZOSLJIT,O,O,X,X,O,X,X,X
ZOSJTIL,O,X,X,O,X,X,O,X
ZOSJTLI,O,X,X,O,X,X,O,X
ZOSJITL,X,X,X,X,X,X,O,X
ZOSJILT,O,X,X,X,O,X,X,X
ZOSJLTI,O,X,X,X,X,X,O,X
ZOSJLIT,O,X,X,X,O,X,X,X
OTILJSZ,X,X,X,X,O,O,X,X
OTILJZS,X,X,X,X,O,O,X,X
OTILSJZ,O,O,X,O,X,X,X,X
OTILSZJ,O,O,X,X,X,X,X,X
OTILZJS,X,X,X,X,O,X,X,X
OTILZSJ,X,O,X,X,X,X,X,X
OTIJLSZ,X,X,X,X,O,O,X,X
OTIJLZS,X,X,X,X,O,O,X,X
OTIJSLZ,O,X,X,O,X,O,O,X
OTIJSZL,X,X,X,O,X,O,O,X
OTIJZLS,X,X,X,X,O,O,X,X
OTIJZSL,X,X,X,X,X,O,O,X
OTISLJZ,O,X,X,O,X,X,X,X
OTISLZJ,O,X,X,X,X,X,X,X
OTISJLZ,O,X,X,O,X,O,O,X
OTISJZL,X,X,X,O,X,O,O,X
OTISZLJ,O,X,X,X,X,X,X,X
OTISZJL,O,X,X,X,X,X,O,X
OTIZLJS,X,X,X,X,O,X,X,X
OTIZLSJ,O,O,X,X,X,X,X,X
OTIZJLS,X,X,X,X,O,O,X,X
OTIZJSL,O,X,X,X,X,O,O,X
OTIZSLJ,O,X,X,X,X,X,X,X
OTIZSJL,O,X,X,X,X,X,O,X
OTLIJSZ,X,X,X,X,O,X,X,X
OTLIJZS,X,X,X,X,O,X,X,X
OTLISJZ,O,O,X,O,X,X,X,X
OTLISZJ,O,O,X,X,X,X,X,X
OTLIZJS,X,X,X,X,O,X,X,X
OTLIZSJ,X,O,X,X,X,X,X,X
OTLJISZ,X,X,X,X,O,O,X,X
OTLJIZS,X,X,X,X,O,O,X,X
OTLJSIZ,X,O,X,O,X,X,O,X
OTLJSZI,X,O,X,O,X,X,O,X
OTLJZIS,X,X,X,X,O,X,X,X
OTLJZSI,X,O,X,X,X,X,O,X
OTLSIJZ,O,O,X,O,X,X,X,X
OTLSIZJ,O,O,X,X,X,X,X,X
OTLSJIZ,O,O,X,O,X,X,O,X
OTLSJZI,X,O,X,O,X,X,O,X
OTLSZIJ,O,O,X,X,X,X,X,X
OTLSZJI,X,O,X,O,X,X,O,X
OTLZIJS,X,X,X,X,O,X,X,X
OTLZISJ,X,O,X,X,X,X,X,X
OTLZJIS,X,X,X,X,O,X,X,X
OTLZJSI,X,O,X,X,X,X,O,X
OTLZSIJ,X,O,X,X,X,X,X,X
OTLZSJI,X,O,X,O,X,X,O,X
OTJILSZ,X,X,X,X,O,O,X,X
OTJILZS,X,X,X,X,O,O,X,X
OTJISLZ,O,X,X,O,X,O,O,X
OTJISZL,X,X,X,O,X,O,O,X
OTJIZLS,X,X,X,X,O,O,X,X
OTJIZSL,X,X,X,X,X,O,O,X
OTJLISZ,X,X,X,X,O,O,X,X
OTJLIZS,X,X,X,X,O,O,X,X
OTJLSIZ,X,O,X,O,X,X,O,X
OTJLSZI,X,O,X,O,X,X,O,X
OTJLZIS,X,X,X,X,O,X,X,X
OTJLZSI,X,O,X,X,X,X,O,X
OTJSILZ,O,X,X,O,X,X,O,X
OTJSIZL,X,X,X,O,X,X,O,X
OTJSLIZ,O,X,X,O,X,X,O,X
OTJSLZI,X,X,X,O,X,X,O,X
OTJSZIL,X,X,X,O,X,X,O,X
OTJSZLI,X,X,X,O,X,X,O,X
OTJZILS,X,X,X,X,O,X,X,X
OTJZISL,X,X,X,X,X,X,O,X
OTJZLIS,X,X,X,X,O,X,X,X
OTJZLSI,X,O,X,X,X,X,O,X
OTJZSIL,X,X,X,O,X,X,O,X
OTJZSLI,X,X,X,O,X,X,O,X
OTSILJZ,O,X,X,O,X,X,X,X
OTSILZJ,O,X,X,X,X,X,X,X
OTSIJLZ,O,X,X,O,X,X,O,X
OTSIJZL,X,X,X,O,X,X,O,X
OTSIZLJ,O,X,X,X,X,X,X,X
OTSIZJL,O,X,X,X,X,X,O,X
OTSLIJZ,O,O,X,O,X,X,X,X
OTSLIZJ,O,O,X,X,X,X,X,X
OTSLJIZ,O,O,X,O,X,X,O,X
OTSLJZI,X,O,X,O,X,X,O,X
OTSLZIJ,O,O,X,X,X,X,X,X
OTSLZJI,O,O,X,O,X,X,O,X
OTSJILZ,O,X,X,O,X,X,O,X
OTSJIZL,X,X,X,O,X,X,O,X
OTSJLIZ,O,X,X,O,X,X,O,X
OTSJLZI,X,X,X,O,X,X,O,X
OTSJZIL,X,X,X,O,X,X,O,X
OTSJZLI,X,X,X,O,X,X,O,X
OTSZILJ,O,X,X,X,X,X,X,X
OTSZIJL,O,X,X,X,X,X,O,X
OTSZLIJ,O,O,X,X,X,X,X,X
OTSZLJI,O,O,X,O,X,X,O,X
OTSZJIL,O,X,X,O,X,X,O,X
OTSZJLI,O,X,X,O,X,X,O,X
OTZILJS,X,X,X,X,O,X,X,X
OTZILSJ,O,O,X,X,X,X,X,X
OTZIJLS,X,X,X,X,O,X,X,X
OTZIJSL,O,X,X,X,X,X,O,X
OTZISLJ,O,X,X,X,X,X,X,X
OTZISJL,O,X,X,X,X,X,O,X
OTZLIJS,X,X,X,X,O,X,X,X
OTZLISJ,O,O,X,X,X,X,X,X
OTZLJIS,X,X,X,X,O,X,X,X
OTZLJSI,X,O,X,X,X,X,O,X
OTZLSIJ,O,O,X,X,X,X,X,X
OTZLSJI,O,O,X,O,X,X,O,X
OTZJILS,X,X,X,X,O,X,X,X
OTZJISL,O,X,X,X,X,X,O,X
OTZJLIS,X,X,X,X,O,X,X,X
OTZJLSI,X,O,X,X,X,X,O,X
OTZJSIL,O,X,X,O,X,X,O,X
OTZJSLI,O,X,X,O,X,X,O,X
OTZSILJ,O,X,X,X,X,X,X,X
OTZSIJL,O,X,X,X,X,X,O,X
OTZSLIJ,O,O,X,X,X,X,X,X
OTZSLJI,O,O,X,O,X,X,O,X
OTZSJIL,O,X,X,O,X,X,O,X
OTZSJLI,O,X,X,O,X,X,O,X
OITLJSZ,X,X,X,X,O,O,X,X
OITLJZS,X,X,X,X,O,O,X,X
OITLSJZ,O,O,X,O,X,X,X,X
OITLSZJ,O,O,X,X,X,X,X,X
OITLZJS,X,X,X,X,O,X,X,X
OITLZSJ,X,O,X,X,X,X,X,X
OITJLSZ,X,X,X,X,O,O,X,X
OITJLZS,X,X,X,X,O,O,X,X
OITJSLZ,O,X,X,O,X,O,O,X
OITJSZL,X,X,X,O,X,O,O,X
OITJZLS,X,X,X,X,O,O,X,X
OITJZSL,X,X,X,X,X,O,O,X
OITSLJZ,O,X,X,O,X,X,X,X
OITSLZJ,O,X,X,X,X,X,X,X
OITSJLZ,O,X,X,O,X,O,O,X
OITSJZL,X,X,X,O,X,O,O,X
OITSZLJ,O,X,X,X,X,X,X,X
OITSZJL,O,X,X,X,X,X,O,X
OITZLJS,X,X,X,X,O,X,X,X
OITZLSJ,O,O,X,X,X,X,X,X
OITZJLS,X,X,X,X,O,O,X,X
OITZJSL,O,X,X,X,X,O,O,X
OITZSLJ,O,X,X,X,X,X,X,X
OITZSJL,O,X,X,X,X,X,O,X
OILTJSZ,X,X,O,X,O,O,X,X
OILTJZS,X,X,O,X,O,O,X,X
OILTSJZ,X,O,X,X,X,X,X,X
OILTSZJ,X,O,X,X,X,X,X,X
OILTZJS,X,X,O,X,O,X,X,X
OILTZSJ,X,O,X,X,X,X,X,X
OILJTSZ,X,X,O,X,O,O,X,X
OILJTZS,X,X,O,X,O,O,X,X
OILJSTZ,X,X,O,X,O,X,X,X
OILJSZT,X,X,O,X,O,X,X,X
OILJZTS,X,X,O,X,O,X,X,X
OILJZST,X,X,O,X,O,X,X,X
OILSTJZ,X,O,X,X,X,X,X,X
OILSTZJ,X,O,X,X,X,X,X,X
OILSJTZ,X,O,O,X,O,X,X,X
OILSJZT,X,O,O,X,O,X,X,X
OILSZTJ,X,O,X,X,X,X,X,X
OILSZJT,X,O,O,X,O,X,X,X
OILZTJS,X,X,O,X,O,X,X,X
OILZTSJ,X,O,X,X,X,X,X,X
OILZJTS,X,X,O,X,O,X,X,X
OILZJST,X,X,O,X,O,X,X,X
OILZSTJ,X,O,X,X,X,X,X,X
OILZSJT,X,O,O,X,O,X,X,X
OIJTLSZ,X,X,X,X,O,O,X,X
OIJTLZS,X,X,X,X,O,O,X,X
OIJTSLZ,X,X,X,O,X,O,O,X
OIJTSZL,X,X,X,O,X,O,O,X
OIJTZLS,X,X,X,X,O,O,X,X
OIJTZSL,X,X,X,X,X,O,O,X
OIJLTSZ,X,X,O,X,O,O,X,X
OIJLTZS,X,X,O,X,O,O,X,X
OIJLSTZ,X,X,O,X,O,X,X,X
OIJLSZT,X,X,O,X,O,X,X,X
OIJLZTS,X,X,O,X,O,X,X,X
OIJLZST,X,X,O,X,O,X,X,X
OIJSTLZ,X,X,X,O,X,O,O,X
OIJSTZL,X,X,X,O,X,O,O,X
