sequence,v115@9gB8HeB8HeA8IeB8AeC8BeB8JexAJvhF0iB6oBmlBz?mBFqB3sB,v115@9gB8HeB8HeA8IeB8AeC8BeB8JexAJvhF8mBfoB6oBm?lBFqBTsB,v115@9gB8HeB8HeA8IeB8AeC8BeB8JexAJvhFXiB6oBmlBz?nBFqBUsB,v115@9gB8HeB8HeA8IeB8AeC8BeB8JexAJvhFTiB6oBmlBf?sB8sBFqB,v115@9gB8HeB8HeA8IeB8AeC8BeB8JeTAJvhFxhBimBGoBX?oBFqBUsB,v115@9gB8HeB8HeA8IeB8AeC8BeB8JeTAJvhFxiBimBGoB0?mBFqB3sB,v115@9gB8HeB8HeA8IeB8AeC8BeB8JeiAJvhFfnBxiBUmB+?sBToBFqB,v115@9gB8HeB8HeA8IeB8AeC8BeB8JeTAJvhFxhBXjB2rBS?tBFqBUsB,v115@9gB8HeB8HeA8IeB8AeC8BeB8JeTAJvhF0hBxiB2rBS?tBFqB3sB,v115@9gB8HeB8HeA8IeB8AeC8BeB8JeTAJvhF2mBfoB6oBF?qBxrBUsB,v115@9gB8HeB8HeA8IeB8AeC8BeB8JeTAJvhFOmB8mBSoBF?qBxsB3sB,v115@9gB8HeB8HeA8IeB8AeC8BeB8JeiAJvhFGjBRmBUoB3?mBFqBTsB,v115@9gB8HeB8HeA8IeB8AeC8BeB8Je2FJvhFRhBSoB3mBU?oBFqBTsB
JILSOTZ,O,X,O,X,X,O,X,O,X,O,X,X,X
JILSOZT,O,X,O,O,X,X,X,X,X,X,X,X,X
JILZTSO,X,X,O,O,O,X,X,O,O,X,O,X,X
JILZTOS,X,X,X,X,O,O,X,O,O,X,O,X,X
JILZSTO,O,O,O,O,O,X,X,O,O,X,O,X,X
JILZSOT,O,O,O,O,X,X,X,X,X,X,X,X,X
JILZOTS,O,X,O,X,O,X,X,X,O,X,O,X,X
JILZOST,O,X,O,O,X,X,X,X,X,X,X,X,X
JILOTSZ,X,X,O,X,O,O,X,O,O,X,X,X,X
JILOTZS,O,X,X,X,O,O,X,O,O,X,X,X,X
JILOSTZ,X,X,O,X,X,X,X,O,X,X,X,X,X
JILOSZT,O,X,O,O,X,X,X,X,X,X,X,X,X
JILOZTS,O,X,O,X,X,X,X,X,O,X,X,X,X
JILOZST,O,X,O,O,X,X,X,X,X,X,X,X,X
JISTLZO,O,X,X,O,X,O,O,O,X,O,X,X,X
JISTLOZ,X,X,X,X,X,O,O,O,X,O,X,X,X
JISTZLO,O,X,X,O,X,O,O,X,X,O,X,X,X
JISTZOL,X,X,X,O,X,O,X,X,X,O,X,X,X
JISTOLZ,X,X,X,X,X,O,O,O,X,O,X,X,X
JISTOZL,X,X,X,X,X,O,O,X,X,O,X,X,X
JISLTZO,O,X,X,O,X,O,O,O,X,O,X,X,X
JISLTOZ,X,X,X,X,O,O,O,O,X,O,X,X,X
JISLZTO,O,O,O,O,X,O,O,O,X,O,X,X,X
JISLZOT,O,O,O,O,X,X,O,X,X,X,X,X,X
JISLOTZ,O,X,O,X,X,O,X,O,X,O,X,X,X
JISLOZT,O,X,O,O,X,X,X,X,X,X,X,X,X
JISZTLO,O,O,O,O,X,O,O,X,X,O,X,X,X
JISZTOL,X,X,O,O,X,O,X,X,X,O,X,X,X
JISZLTO,O,O,O,O,O,O,O,X,X,O,X,X,X
JISZLOT,O,O,O,O,X,X,O,X,X,X,X,X,X
JISZOTL,X,X,O,O,X,X,O,X,X,X,X,X,X
JISZOLT,O,O,O,O,X,X,O,X,X,X,X,X,X
JISOTLZ,O,X,O,X,X,O,O,X,X,O,X,X,X
JISOTZL,O,X,X,X,X,O,O,X,X,O,X,X,X
JISOLTZ,O,X,O,X,X,O,O,X,X,O,X,X,X
JISOLZT,O,X,O,O,X,X,O,X,X,X,X,X,X
JISOZTL,O,X,X,O,X,X,O,X,X,X,X,X,X
JISOZLT,O,X,O,O,X,X,O,X,X,X,X,X,X
JIZTLSO,X,X,O,O,O,X,X,O,O,X,O,X,X
JIZTLOS,X,X,X,X,O,O,X,O,O,X,O,X,X
JIZTSLO,X,O,O,O,X,O,O,X,X,O,O,X,X
JIZTSOL,X,X,O,O,X,O,X,X,O,O,O,X,X
JIZTOLS,X,X,O,X,O,O,X,O,O,X,O,X,X
JIZTOSL,X,X,O,X,X,O,X,X,O,O,O,X,X
JIZLTSO,X,X,O,O,O,X,X,O,O,X,O,X,X
JIZLTOS,X,X,X,X,O,O,X,O,O,X,O,X,X
JIZLSTO,O,O,O,O,O,X,O,O,O,X,O,X,X
JIZLSOT,O,O,O,O,X,X,O,X,X,X,X,X,X
JIZLOTS,O,X,O,X,O,X,X,X,O,X,O,X,X
JIZLOST,O,X,O,O,X,X,O,X,X,X,X,X,X
JIZSTLO,O,O,O,O,X,O,O,X,X,O,O,X,X
JIZSTOL,X,X,O,O,X,O,X,X,O,O,O,X,X
JIZSLTO,O,O,O,O,O,O,O,X,X,O,O,X,X
JIZSLOT,O,O,O,O,X,X,O,X,X,X,X,X,X
JIZSOTL,X,X,O,O,X,X,O,X,X,X,X,X,X
JIZSOLT,O,O,O,O,X,X,O,X,X,X,X,X,X
JIZOTLS,O,X,O,X,X,X,X,X,O,X,O,X,X
JIZOTSL,X,X,O,X,X,X,X,X,O,X,O,X,X
JIZOLTS,O,X,O,X,O,X,X,X,X,X,O,X,X
JIZOLST,O,X,O,O,X,X,O,X,X,X,X,X,X
JIZOSTL,X,X,O,O,X,X,O,X,X,X,X,X,X
JIZOSLT,O,O,O,O,X,X,O,X,X,X,X,X,X
JIOTLSZ,X,X,O,X,X,O,O,O,X,O,X,X,X
JIOTLZS,O,X,X,X,X,O,O,O,X,X,X,X,X
JIOTSLZ,X,X,O,X,X,O,O,O,X,O,X,X,X
JIOTSZL,X,X,X,X,X,O,O,X,X,O,X,X,X
JIOTZLS,O,X,X,X,X,O,O,O,X,X,X,X,X
JIOTZSL,X,X,X,X,X,O,O,X,X,O,X,X,X
JIOLTSZ,X,X,O,X,O,O,O,O,X,X,X,X,X
JIOLTZS,O,X,X,X,O,O,X,O,X,X,X,X,X
JIOLSTZ,X,X,O,X,X,X,O,O,X,X,X,X,X
JIOLSZT,O,X,O,O,X,X,O,X,X,X,X,X,X
JIOLZTS,O,X,O,X,X,X,X,X,X,X,X,X,X
JIOLZST,O,X,O,O,X,X,X,X,X,X,X,X,X
JIOSTLZ,X,X,O,X,X,O,O,X,X,O,X,X,X
JIOSTZL,X,X,X,X,X,O,O,X,X,O,X,X,X
JIOSLTZ,X,X,O,X,X,O,O,X,X,O,X,X,X
JIOSLZT,O,O,O,O,X,X,O,X,X,X,X,X,X
JIOSZTL,X,O,X,O,X,X,O,X,X,X,X,X,X
JIOSZLT,O,O,O,O,X,X,O,X,X,X,X,X,X
JIOZTLS,O,X,O,X,X,X,X,X,X,X,X,X,X
JIOZTSL,X,O,O,X,X,X,O,X,X,X,X,X,X
JIOZLTS,O,X,O,X,O,X,X,X,X,X,X,X,X
JIOZLST,O,O,O,O,X,X,O,X,X,X,X,X,X
JIOZSTL,X,O,O,O,X,X,O,X,X,X,X,X,X
JIOZSLT,O,O,O,O,X,X,O,X,X,X,X,X,X
JLTISZO,O,O,O,O,X,O,O,O,O,X,X,X,X
JLTISOZ,O,X,O,O,O,O,O,O,O,X,X,X,X
JLTIZSO,O,X,O,O,O,X,O,O,O,X,X,X,X
JLTIZOS,O,X,O,O,O,O,O,O,O,X,X,X,X
JLTIOSZ,O,X,O,O,O,O,O,O,O,X,X,X,X
JLTIOZS,O,X,O,O,O,O,O,O,O,X,X,X,X
JLTSIZO,O,O,O,O,X,O,O,O,O,O,X,X,X
JLTSIOZ,O,X,O,O,O,O,O,O,O,O,X,X,X
JLTSZIO,O,O,O,O,X,O,O,O,O,X,X,X,X
JLTSZOI,O,O,O,O,X,O,O,O,O,X,X,X,X
JLTSOIZ,O,X,O,O,O,O,O,O,O,O,X,X,X
JLTSOZI,O,O,O,O,O,O,O,O,O,X,X,X,X
JLTZISO,O,X,O,O,O,X,O,O,O,X,O,X,X
JLTZIOS,O,X,O,O,O,O,O,O,O,X,O,X,X
JLTZSIO,O,O,O,O,O,X,O,O,O,X,X,X,X
JLTZSOI,O,O,O,O,O,X,O,O,O,X,X,X,X
JLTZOIS,O,X,O,O,O,O,O,O,O,X,O,X,X
JLTZOSI,O,X,O,O,O,O,O,O,O,X,X,X,X
JLTOISZ,O,X,O,O,O,O,O,O,O,X,X,X,X
JLTOIZS,O,X,O,O,O,O,O,O,O,X,X,X,X
JLTOSIZ,O,X,O,O,O,O,O,O,O,O,X,X,X
JLTOSZI,O,O,O,O,O,O,O,O,O,X,X,X,X
JLTOZIS,O,X,O,O,O,O,O,O,O,X,O,X,X
JLTOZSI,O,X,O,O,O,O,O,O,O,X,X,X,X
JLITSZO,O,X,X,O,X,O,O,O,O,X,X,X,X
JLITSOZ,X,X,X,X,O,O,O,O,O,X,X,X,X
JLITZSO,X,X,O,O,O,X,X,O,O,X,X,X,X
JLITZOS,X,X,X,X,O,O,X,O,O,X,X,X,X
JLITOSZ,X,X,O,X,O,O,X,O,O,X,X,X,X
JLITOZS,O,X,X,X,O,O,X,O,O,X,X,X,X
JLISTZO,O,X,X,O,X,O,O,O,O,X,X,X,X
JLISTOZ,X,X,X,X,O,O,O,O,O,X,X,X,X
JLISZTO,O,O,O,O,X,O,O,O,O,X,X,X,X
JLISZOT,O,O,O,O,X,X,O,X,X,X,X,X,X
JLISOTZ,O,X,O,X,X,O,X,O,X,X,X,X,X
JLISOZT,O,X,O,O,X,X,X,X,X,X,X,X,X
JLIZTSO,X,X,O,O,O,X,X,O,O,X,X,X,X
JLIZTOS,X,X,X,X,O,O,X,O,O,X,X,X,X
JLIZSTO,O,O,O,O,O,X,X,O,O,X,X,X,X
JLIZSOT,O,O,O,O,X,X,X,X,X,X,X,X,X
JLIZOTS,O,X,O,X,O,X,X,X,O,X,X,X,X
JLIZOST,O,X,O,O,X,X,X,X,X,X,X,X,X
JLIOTSZ,X,X,O,X,O,O,X,O,O,X,X,X,X
JLIOTZS,O,X,X,X,O,O,X,O,O,X,X,X,X
JLIOSTZ,X,X,O,X,X,X,X,O,X,X,X,X,X
JLIOSZT,O,X,O,O,X,X,X,X,X,X,X,X,X
JLIOZTS,O,X,O,X,X,X,X,X,O,X,X,X,X
JLIOZST,O,X,O,O,X,X,X,X,X,X,X,X,X
JLSTIZO,O,O,X,O,X,O,O,O,O,O,X,X,X
JLSTIOZ,O,X,X,O,O,O,O,O,O,O,X,X,X
JLSTZIO,O,O,X,O,X,O,O,O,O,X,X,X,X
JLSTZOI,O,O,X,O,X,O,O,O,O,X,X,X,X
JLSTOIZ,O,X,X,O,O,O,O,O,O,O,X,X,X
JLSTOZI,O,O,X,O,O,O,O,O,O,X,X,X,X
JLSITZO,O,X,X,O,X,O,O,O,O,O,X,X,X
JLSITOZ,X,X,X,X,O,O,O,O,O,O,X,X,X
JLSIZTO,O,O,O,O,X,O,O,O,O,O,X,X,X
JLSIZOT,O,O,O,O,X,X,O,X,X,X,X,X,X
JLSIOTZ,O,X,O,X,X,O,X,O,X,O,X,X,X
JLSIOZT,O,X,O,O,X,X,X,X,X,X,X,X,X
JLSZTIO,O,O,O,O,X,O,O,O,O,X,X,X,X
JLSZTOI,O,O,X,O,X,O,O,O,O,X,X,X,X
JLSZITO,O,O,O,O,X,O,O,O,O,X,X,X,X
JLSZIOT,O,O,O,O,X,X,O,X,X,X,X,X,X
JLSZOTI,O,O,X,O,X,X,O,X,X,X,X,X,X
JLSZOIT,O,O,O,O,X,X,O,X,X,X,X,X,X
JLSOTIZ,O,X,O,X,X,O,O,O,X,X,X,X,X
JLSOTZI,O,X,O,X,X,O,O,O,X,X,X,X,X
JLSOITZ,O,X,O,X,X,O,O,O,X,X,X,X,X
JLSOIZT,O,X,O,O,X,X,O,X,X,X,X,X,X
JLSOZTI,O,O,O,O,X,X,O,X,X,X,X,X,X
JLSOZIT,O,O,O,O,X,X,O,X,X,X,X,X,X
JLZTISO,X,X,O,O,O,X,X,O,O,X,O,X,X
JLZTIOS,X,X,O,O,O,O,X,O,O,X,O,X,X
JLZTSIO,X,X,O,O,O,X,O,O,O,X,X,X,X
JLZTSOI,X,X,O,O,O,X,O,O,O,X,X,X,X
JLZTOIS,X,X,O,O,O,O,X,O,O,X,O,X,X
JLZTOSI,X,X,O,O,O,O,O,O,O,X,X,X,X
JLZITSO,X,X,O,O,O,X,X,O,O,X,O,X,X
JLZITOS,X,X,X,X,O,O,X,O,O,X,O,X,X
JLZISTO,O,O,O,O,O,X,O,O,O,X,O,X,X
JLZISOT,O,O,O,O,X,X,O,X,X,X,X,X,X
JLZIOTS,O,X,O,X,O,X,X,X,O,X,O,X,X
JLZIOST,O,X,O,O,X,X,O,X,X,X,X,X,X
JLZSTIO,O,O,O,O,O,X,O,O,O,X,X,X,X
JLZSTOI,X,O,O,O,O,X,O,O,O,X,X,X,X
JLZSITO,O,O,O,O,O,X,O,O,O,X,X,X,X
JLZSIOT,O,O,O,O,X,X,O,X,X,X,X,X,X
JLZSOTI,O,O,O,O,X,X,O,X,X,X,X,X,X
JLZSOIT,O,O,O,O,X,X,O,X,X,X,X,X,X
JLZOTIS,O,X,O,X,O,X,X,X,O,X,X,X,X
JLZOTSI,O,X,O,X,O,X,O,X,O,X,X,X,X
JLZOITS,O,X,O,X,O,X,X,X,O,X,X,X,X
JLZOIST,O,X,O,O,X,X,O,X,X,X,X,X,X
JLZOSTI,O,X,O,O,X,X,O,X,X,X,X,X,X
JLZOSIT,O,X,O,O,X,X,O,X,X,X,X,X,X
JLOTISZ,O,X,O,X,O,O,O,O,O,X,X,X,X
JLOTIZS,O,X,O,X,O,O,O,O,O,X,X,X,X
JLOTSIZ,O,X,O,X,O,O,O,O,O,X,X,X,X
JLOTSZI,O,X,O,X,O,O,O,O,O,X,X,X,X
JLOTZIS,O,X,O,X,O,O,O,O,O,X,X,X,X
JLOTZSI,O,X,O,X,O,O,O,O,O,X,X,X,X
JLOITSZ,X,X,O,X,O,O,O,O,O,X,X,X,X
JLOITZS,O,X,X,X,O,O,X,O,O,X,X,X,X
JLOISTZ,X,X,O,X,X,X,O,O,X,X,X,X,X
JLOISZT,O,X,O,O,X,X,O,X,X,X,X,X,X
JLOIZTS,O,X,O,X,X,X,X,X,O,X,X,X,X
JLOIZST,O,X,O,O,X,X,X,X,X,X,X,X,X
JLOSTIZ,O,X,O,X,X,X,O,O,X,X,X,X,X
JLOSTZI,O,O,O,X,X,X,O,O,X,X,X,X,X
JLOSITZ,O,X,O,X,X,X,O,O,X,X,X,X,X
JLOSIZT,O,O,O,O,X,X,O,X,X,X,X,X,X
JLOSZTI,O,O,O,O,X,X,O,X,X,X,X,X,X
JLOSZIT,O,O,O,O,X,X,O,X,X,X,X,X,X
JLOZTIS,O,X,O,X,X,X,X,X,O,X,X,X,X
JLOZTSI,O,X,O,X,X,X,O,X,O,X,X,X,X
JLOZITS,O,X,O,X,X,X,X,X,O,X,X,X,X
JLOZIST,O,O,O,O,X,X,O,X,X,X,X,X,X
JLOZSTI,O,O,O,O,X,X,O,X,X,X,X,X,X
JLOZSIT,O,O,O,O,X,X,O,X,X,X,X,X,X
JSTILZO,O,O,X,O,X,O,O,O,X,O,X,X,X
JSTILOZ,O,X,X,O,X,O,O,O,X,O,X,X,X
JSTIZLO,O,O,X,O,X,O,O,X,X,O,X,X,X
JSTIZOL,O,O,X,O,X,O,X,X,X,O,X,X,X
JSTIOLZ,O,X,X,O,X,O,O,O,X,O,X,X,X
JSTIOZL,O,X,X,O,X,O,O,X,X,O,X,X,X
JSTLIZO,O,O,X,O,X,O,O,O,O,O,X,X,X
JSTLIOZ,O,X,X,O,O,O,O,O,O,O,X,X,X
JSTLZIO,O,O,X,O,X,O,O,O,O,X,X,X,X
JSTLZOI,O,O,X,O,X,O,O,O,O,X,X,X,X
JSTLOIZ,O,X,X,O,O,O,O,O,O,O,X,X,X
JSTLOZI,O,O,X,O,O,O,O,O,O,X,X,X,X
JSTZILO,O,O,X,O,X,O,O,X,X,X,O,X,X
JSTZIOL,O,O,X,O,X,O,O,X,O,X,O,X,X
JSTZLIO,O,O,X,O,O,O,O,X,O,X,X,X,X
JSTZLOI,O,O,X,O,O,O,O,X,O,X,X,X,X
JSTZOIL,O,O,X,O,X,O,O,X,O,X,O,X,X
JSTZOLI,O,O,X,O,O,O,O,X,O,X,X,X,X
JSTOILZ,O,X,X,O,X,O,O,O,X,O,X,X,X
JSTOIZL,O,X,X,O,X,O,O,X,X,O,X,X,X
JSTOLIZ,O,X,X,O,O,O,O,O,O,O,X,X,X
JSTOLZI,O,O,X,O,O,O,O,O,O,X,X,X,X
JSTOZIL,O,O,X,O,X,O,O,X,O,X,O,X,X
JSTOZLI,O,O,X,O,O,O,O,X,O,X,X,X,X
JSITLZO,O,X,X,O,X,O,O,O,X,O,X,X,X
JSITLOZ,X,X,X,X,X,O,O,O,X,O,X,X,X
JSITZLO,O,X,X,O,X,O,O,X,X,O,X,X,X
JSITZOL,X,X,X,O,X,O,X,X,X,O,X,X,X
JSITOLZ,X,X,X,X,X,O,O,O,X,O,X,X,X
JSITOZL,X,X,X,X,X,O,O,X,X,O,X,X,X
JSILTZO,O,X,X,O,X,O,O,O,X,O,X,X,X
JSILTOZ,X,X,X,X,O,O,O,O,X,O,X,X,X
JSILZTO,O,O,O,O,X,O,O,O,X,O,X,X,X
JSILZOT,O,O,O,O,X,X,O,X,X,X,X,X,X
JSILOTZ,O,X,O,X,X,O,X,O,X,O,X,X,X
JSILOZT,O,X,O,O,X,X,X,X,X,X,X,X,X
JSIZTLO,O,O,O,O,X,O,O,X,X,O,X,X,X
JSIZTOL,X,X,O,O,X,O,X,X,X,O,X,X,X
JSIZLTO,O,O,O,O,O,O,O,X,X,O,X,X,X
JSIZLOT,O,O,O,O,X,X,O,X,X,X,X,X,X
JSIZOTL,X,X,O,O,X,X,O,X,X,X,X,X,X
JSIZOLT,O,O,O,O,X,X,O,X,X,X,X,X,X
JSIOTLZ,O,X,O,X,X,O,O,X,X,O,X,X,X
JSIOTZL,O,X,X,X,X,O,O,X,X,O,X,X,X
JSIOLTZ,O,X,O,X,X,O,O,X,X,O,X,X,X
JSIOLZT,O,X,O,O,X,X,O,X,X,X,X,X,X
JSIOZTL,O,X,X,O,X,X,O,X,X,X,X,X,X
JSIOZLT,O,X,O,O,X,X,O,X,X,X,X,X,X
JSLTIZO,O,O,X,O,X,O,O,O,O,O,X,X,X
JSLTIOZ,O,X,X,O,O,O,O,O,O,O,X,X,X
JSLTZIO,O,O,X,O,X,O,O,O,O,X,X,X,X
JSLTZOI,O,O,X,O,X,O,O,O,O,X,X,X,X
JSLTOIZ,O,X,X,O,O,O,O,O,O,O,X,X,X
JSLTOZI,O,O,X,O,O,O,O,O,O,X,X,X,X
JSLITZO,O,X,X,O,X,O,O,O,O,O,X,X,X
JSLITOZ,X,X,X,X,O,O,O,O,O,O,X,X,X
JSLIZTO,O,O,O,O,X,O,O,O,O,O,X,X,X
JSLIZOT,O,O,O,O,X,X,O,X,X,X,X,X,X
JSLIOTZ,O,X,O,X,X,O,X,O,X,O,X,X,X
JSLIOZT,O,X,O,O,X,X,X,X,X,X,X,X,X
JSLZTIO,O,O,O,O,X,O,O,O,O,X,X,X,X
JSLZTOI,O,O,X,O,X,O,O,O,O,X,X,X,X
JSLZITO,O,O,O,O,X,O,O,O,O,X,X,X,X
JSLZIOT,O,O,O,O,X,X,O,X,X,X,X,X,X
JSLZOTI,O,O,X,O,X,X,O,X,X,X,X,X,X
JSLZOIT,O,O,O,O,X,X,O,X,X,X,X,X,X
JSLOTIZ,O,X,O,X,X,O,O,O,X,X,X,X,X
JSLOTZI,O,X,O,X,X,O,O,O,X,X,X,X,X
JSLOITZ,O,X,O,X,X,O,O,O,X,X,X,X,X
JSLOIZT,O,X,O,O,X,X,O,X,X,X,X,X,X
JSLOZTI,O,O,O,O,X,X,O,X,X,X,X,X,X
JSLOZIT,O,O,O,O,X,X,O,X,X,X,X,X,X
JSZTILO,O,O,O,O,X,O,O,X,X,X,O,X,X
JSZTIOL,O,O,O,O,X,O,X,X,O,X,O,X,X
JSZTLIO,O,O,O,O,O,O,O,X,O,X,X,X,X
JSZTLOI,O,O,X,O,O,O,O,X,O,X,X,X,X
JSZTOIL,O,O,O,O,X,O,O,X,O,X,O,X,X
JSZTOLI,O,O,O,O,O,O,O,X,O,X,X,X,X
JSZITLO,O,O,O,O,X,O,O,X,X,X,O,X,X
JSZITOL,X,X,O,O,X,O,X,X,O,X,O,X,X
JSZILTO,O,O,O,O,O,O,O,X,X,X,O,X,X
JSZILOT,O,O,O,O,X,X,O,X,X,X,X,X,X
JSZIOTL,X,X,O,O,X,X,O,X,X,X,X,X,X
JSZIOLT,O,O,O,O,X,X,O,X,X,X,X,X,X
JSZLTIO,O,O,O,O,O,O,O,X,O,X,X,X,X
JSZLTOI,O,O,X,O,O,O,O,X,O,X,X,X,X
JSZLITO,O,O,O,O,O,O,O,X,O,X,X,X,X
JSZLIOT,O,O,O,O,X,X,O,X,X,X,X,X,X
JSZLOTI,O,O,O,O,X,X,O,X,X,X,X,X,X
JSZLOIT,O,O,O,O,X,X,O,X,X,X,X,X,X
JSZOTIL,O,X,O,O,X,X,O,X,X,X,X,X,X
JSZOTLI,O,X,O,O,X,X,O,X,X,X,X,X,X
JSZOITL,O,X,O,O,X,X,O,X,X,X,X,X,X
JSZOILT,O,O,O,O,X,X,O,X,X,X,X,X,X
JSZOLTI,O,O,O,O,X,X,O,X,X,X,X,X,X
JSZOLIT,O,O,O,O,X,X,O,X,X,X,X,X,X
JSOTILZ,O,X,O,X,X,O,O,X,X,X,X,X,X
JSOTIZL,O,X,X,X,X,O,O,X,X,X,X,X,X
JSOTLIZ,O,X,O,X,X,O,O,X,X,X,X,X,X
JSOTLZI,O,O,O,X,X,O,O,X,X,X,X,X,X
JSOTZIL,O,O,X,X,X,O,O,X,X,X,X,X,X
JSOTZLI,O,O,X,X,X,O,O,X,X,X,X,X,X
JSOITLZ,O,X,O,X,X,O,O,X,X,X,X,X,X
JSOITZL,O,X,X,X,X,O,O,X,X,X,X,X,X
JSOILTZ,O,X,O,X,X,O,O,X,X,X,X,X,X
JSOILZT,O,O,O,O,X,X,O,X,X,X,X,X,X
JSOIZTL,O,O,X,O,X,X,O,X,X,X,X,X,X
JSOIZLT,O,O,O,O,X,X,O,X,X,X,X,X,X
JSOLTIZ,O,X,O,X,X,O,O,X,X,X,X,X,X
JSOLTZI,O,O,O,X,X,O,O,X,X,X,X,X,X
JSOLITZ,O,X,O,X,X,O,O,X,X,X,X,X,X
JSOLIZT,O,O,O,O,X,X,O,X,X,X,X,X,X
JSOLZTI,O,O,O,O,X,X,O,X,X,X,X,X,X
JSOLZIT,O,O,O,O,X,X,O,X,X,X,X,X,X
JSOZTIL,O,O,O,O,X,X,O,X,X,X,X,X,X
JSOZTLI,O,O,O,O,X,X,O,X,X,X,X,X,X
JSOZITL,O,O,O,O,X,X,O,X,X,X,X,X,X
JSOZILT,O,O,O,O,X,X,O,X,X,X,X,X,X
JSOZLTI,O,O,O,O,X,X,O,X,X,X,X,X,X
JSOZLIT,O,O,O,O,X,X,O,X,X,X,X,X,X
JZTILSO,X,O,O,O,O,X,O,O,O,X,O,O,X
JZTILOS,X,X,O,O,O,O,O,O,O,X,O,O,X
JZTISLO,X,O,O,O,X,O,O,X,X,X,O,O,X
JZTISOL,X,O,O,O,X,O,O,X,O,X,O,X,X
JZTIOLS,X,X,O,O,O,O,O,O,O,X,O,O,X
JZTIOSL,X,O,O,O,X,O,O,X,O,X,O,X,X
JZTLISO,X,O,O,O,O,X,O,O,O,X,O,O,X
JZTLIOS,X,X,O,O,O,O,O,O,O,X,O,O,X
JZTLSIO,X,O,O,O,O,X,O,O,O,X,X,O,X
JZTLSOI,X,O,O,O,O,X,O,O,O,X,X,X,X
JZTLOIS,X,X,O,O,O,O,O,O,O,X,O,O,X
JZTLOSI,X,X,O,O,O,O,O,O,O,X,X,X,X
JZTSILO,X,O,O,O,X,O,O,X,X,X,O,O,X
JZTSIOL,X,O,O,O,X,O,O,X,O,X,O,X,X
JZTSLIO,X,O,O,O,O,O,O,X,O,X,X,O,X
JZTSLOI,X,O,O,O,O,O,O,X,O,X,X,X,X
JZTSOIL,X,O,O,O,X,O,O,X,O,X,O,X,X
JZTSOLI,X,O,O,O,O,O,O,X,O,X,X,X,X
JZTOILS,X,X,O,O,O,O,O,O,O,X,O,O,X
JZTOISL,X,O,O,O,X,O,O,X,O,X,O,X,X
JZTOLIS,X,X,O,O,O,O,O,O,O,X,O,O,X
JZTOLSI,X,X,O,O,O,O,O,O,O,X,X,X,X
JZTOSIL,X,O,O,O,X,O,O,X,O,X,O,X,X
JZTOSLI,X,O,O,O,O,O,O,X,O,X,X,X,X
JZITLSO,X,X,O,O,O,X,X,O,O,X,O,O,X
JZITLOS,X,X,X,X,O,O,X,O,O,X,O,O,X
JZITSLO,X,O,O,O,X,O,O,X,X,X,O,O,X
JZITSOL,X,X,O,O,X,O,X,X,O,X,O,X,X
JZITOLS,X,X,O,X,O,O,X,O,O,X,O,O,X
JZITOSL,X,X,O,X,X,O,X,X,O,X,O,X,X
JZILTSO,X,X,O,O,O,X,X,O,O,X,O,X,X
JZILTOS,X,X,X,X,O,O,X,O,O,X,O,X,X
JZILSTO,O,O,O,O,O,X,O,O,O,X,O,X,X
JZILSOT,O,O,O,O,X,X,O,X,X,X,X,X,X
JZILOTS,O,X,O,X,O,X,X,X,O,X,O,X,X
JZILOST,O,X,O,O,X,X,O,X,X,X,X,X,X
JZISTLO,O,O,O,O,X,O,O,X,X,X,O,X,X
JZISTOL,X,X,O,O,X,O,X,X,O,X,O,X,X
JZISLTO,O,O,O,O,O,O,O,X,X,X,O,X,X
JZISLOT,O,O,O,O,X,X,O,X,X,X,X,X,X
JZISOTL,X,X,O,O,X,X,O,X,X,X,X,X,X
JZISOLT,O,O,O,O,X,X,O,X,X,X,X,X,X
JZIOTLS,O,X,O,X,X,X,X,X,O,X,O,X,X
JZIOTSL,X,X,O,X,X,X,X,X,O,X,O,X,X
JZIOLTS,O,X,O,X,O,X,X,X,X,X,O,X,X
JZIOLST,O,X,O,O,X,X,O,X,X,X,X,X,X
JZIOSTL,X,X,O,O,X,X,O,X,X,X,X,X,X
JZIOSLT,O,O,O,O,X,X,O,X,X,X,X,X,X
JZLTISO,X,X,O,O,O,X,X,O,O,X,O,O,X
JZLTIOS,X,X,O,O,O,O,X,O,O,X,O,O,X
JZLTSIO,X,X,O,O,O,X,O,O,O,X,X,O,X
JZLTSOI,X,X,O,O,O,X,O,O,O,X,X,X,X
JZLTOIS,X,X,O,O,O,O,X,O,O,X,O,O,X
JZLTOSI,X,X,O,O,O,O,O,O,O,X,X,X,X
JZLITSO,X,X,O,O,O,X,X,O,O,X,O,X,X
JZLITOS,X,X,X,X,O,O,X,O,O,X,O,X,X
JZLISTO,O,O,O,O,O,X,O,O,O,X,O,X,X
JZLISOT,O,O,O,O,X,X,O,X,X,X,X,X,X
JZLIOTS,O,X,O,X,O,X,X,X,O,X,O,X,X
JZLIOST,O,X,O,O,X,X,O,X,X,X,X,X,X
JZLSTIO,O,O,O,O,O,X,O,O,O,X,X,X,X
JZLSTOI,X,O,O,O,O,X,O,O,O,X,X,X,X
JZLSITO,O,O,O,O,O,X,O,O,O,X,X,X,X
JZLSIOT,O,O,O,O,X,X,O,X,X,X,X,X,X
JZLSOTI,O,O,O,O,X,X,O,X,X,X,X,X,X
JZLSOIT,O,O,O,O,X,X,O,X,X,X,X,X,X
JZLOTIS,O,X,O,X,O,X,X,X,O,X,X,X,X
