sequence,v115@vhGfGJ0hB5oBKpBznBSwB2xB,v115@vhGZ/IukBSoBUnByuBXrBTtB,v115@vhG2/I5oBTkBUnBatByuBXrB,v115@vhGZ/IKjBukB3mBcsByuBTtB,v115@vhGcAJTfBxnBipBSvB3rBGtB,v115@vhGcAJ6kBKpBxnBTqB3rBGtB,v115@vhGT1I6kBKpBcqB3mB+tBRwB,v115@vhGT1IZkB0lBmmBftB6tBSwB,v115@vhGT1IZkB6qBOrB8rBftB6tB,v115@vhGZEJfmBumBzkBctBSvBywB,v115@vhGOEJUjBRlB3pBCrBSxBTtB
SLJIZOT,O,O,O,X,O,O,O,O,O,O,O
SLJIOTZ,O,O,O,X,O,O,O,O,X,O,O
SLJIOZT,O,O,O,X,O,O,O,O,O,O,O
SLJZTIO,O,X,X,X,O,X,X,O,O,O,X
SLJZTOI,O,X,X,X,O,X,X,X,X,O,X
SLJZITO,O,X,X,X,O,X,O,O,O,O,X
SLJZIOT,O,O,O,X,O,O,O,O,O,O,O
SLJZOTI,O,O,O,X,O,O,X,X,X,O,O
SLJZOIT,O,O,O,X,O,O,O,O,O,O,O
SLJOTIZ,O,O,O,X,O,O,X,X,X,O,O
SLJOTZI,O,O,O,X,O,O,X,X,X,O,O
SLJOITZ,O,O,O,X,O,O,O,O,X,O,O
SLJOIZT,O,O,O,X,O,O,O,O,X,O,O
SLJOZTI,O,O,O,X,O,O,X,X,X,O,O
SLJOZIT,O,O,O,X,O,O,O,O,X,O,O
SLZTIJO,O,X,X,X,X,X,X,O,O,O,X
SLZTIOJ,X,X,O,X,X,X,X,O,O,O,X
SLZTJIO,O,X,X,X,O,X,X,O,O,O,X
SLZTJOI,O,X,X,X,O,X,X,X,X,O,X
SLZTOIJ,X,X,O,X,X,X,X,X,X,O,X
SLZTOJI,X,X,O,X,O,X,X,X,X,O,X
SLZITJO,O,X,X,X,X,X,O,O,O,O,X
SLZITOJ,X,X,O,X,X,X,O,O,O,O,X
SLZIJTO,O,X,X,X,O,X,O,O,O,O,X
SLZIJOT,O,O,O,X,O,X,O,O,O,O,O
SLZIOTJ,X,O,O,X,X,X,O,O,O,O,O
SLZIOJT,O,O,O,X,O,X,O,O,O,O,O
SLZJTIO,O,X,X,X,O,X,X,O,O,O,X
SLZJTOI,O,X,X,X,O,X,X,X,X,O,X
SLZJITO,O,X,X,X,O,X,O,O,O,O,X
SLZJIOT,O,O,O,X,O,O,O,O,O,O,O
SLZJOTI,O,O,O,X,O,O,X,X,X,O,O
SLZJOIT,O,O,O,X,O,O,O,O,O,O,O
SLZOTIJ,X,O,O,X,X,X,X,X,X,O,O
SLZOTJI,X,O,O,X,O,O,X,X,X,O,O
SLZOITJ,X,O,O,X,X,X,O,O,O,O,O
SLZOIJT,O,O,O,X,O,O,O,O,O,O,O
SLZOJTI,O,O,O,X,O,O,X,X,X,O,O
SLZOJIT,O,O,O,X,O,O,O,O,O,O,O
SLOTIJZ,X,O,O,X,X,X,X,X,X,O,O
SLOTIZJ,X,O,O,X,X,X,X,X,X,O,O
SLOTJIZ,X,O,O,X,O,O,X,X,X,O,O
SLOTJZI,X,O,O,X,O,O,X,X,X,O,O
SLOTZIJ,X,O,O,X,X,X,X,X,X,O,O
SLOTZJI,X,O,O,X,O,O,X,X,X,O,O
SLOITJZ,X,O,O,X,X,X,O,O,X,O,O
SLOITZJ,X,O,O,X,X,X,O,O,O,O,O
SLOIJTZ,O,O,O,X,O,O,O,O,X,O,O
SLOIJZT,O,O,O,X,O,O,O,O,O,O,O
SLOIZTJ,X,O,O,X,X,X,O,O,O,O,O
SLOIZJT,O,O,O,X,O,O,O,O,O,O,O
SLOJTIZ,O,O,O,X,O,O,X,X,X,O,O
SLOJTZI,O,O,O,X,O,O,X,X,X,O,O
SLOJITZ,O,O,O,X,O,O,O,O,X,O,O
SLOJIZT,O,O,O,X,O,O,O,O,X,O,O
SLOJZTI,O,O,O,X,O,O,X,X,X,O,O
SLOJZIT,O,O,O,X,O,O,O,O,X,O,O
SLOZTIJ,X,O,O,X,X,X,X,X,X,O,O
SLOZTJI,X,O,O,X,O,O,X,X,X,O,O
SLOZITJ,X,O,O,X,X,X,O,O,O,O,O
SLOZIJT,O,O,O,X,O,O,O,O,O,O,O
SLOZJTI,O,O,O,X,O,O,X,X,X,O,O
SLOZJIT,O,O,O,X,O,O,O,O,O,O,O
SJTILZO,O,X,X,X,O,X,X,O,X,O,X
SJTILOZ,O,X,X,X,O,O,X,O,X,O,O
SJTIZLO,O,X,X,X,X,X,X,O,X,O,X
SJTIZOL,O,O,X,X,X,X,X,O,X,X,X
SJTIOLZ,O,O,X,X,O,O,X,O,X,X,O
SJTIOZL,O,O,X,X,X,O,X,O,X,X,O
SJTLIZO,O,X,X,X,O,X,X,O,X,O,X
SJTLIOZ,O,X,X,X,O,O,X,O,X,O,O
SJTLZIO,O,X,X,X,O,X,X,O,X,O,X
SJTLZOI,O,X,X,X,O,X,X,X,X,O,X
SJTLOIZ,O,X,X,X,O,O,X,X,X,O,O
SJTLOZI,O,X,X,X,O,O,X,X,X,O,O
SJTZILO,O,X,X,X,X,X,X,O,X,O,X
SJTZIOL,O,O,X,X,X,X,X,O,X,X,X
SJTZLIO,O,X,X,X,X,X,X,O,X,O,X
SJTZLOI,O,X,X,X,X,X,X,X,X,O,X
SJTZOIL,O,O,X,X,X,X,X,X,X,X,X
SJTZOLI,O,O,X,X,X,X,X,X,X,X,X
SJTOILZ,O,O,X,X,O,O,X,X,X,X,O
SJTOIZL,O,O,X,X,X,O,X,X,X,X,O
SJTOLIZ,O,O,X,X,O,O,X,X,X,X,O
SJTOLZI,O,O,X,X,O,O,X,X,X,X,O
SJTOZIL,O,O,X,X,X,O,X,X,X,X,O
SJTOZLI,O,O,X,X,X,O,X,X,X,X,O
SJITLZO,O,X,X,X,O,X,O,O,X,O,X
SJITLOZ,O,X,X,X,O,O,O,O,X,O,O
SJITZLO,O,X,X,X,X,X,O,O,X,O,X
SJITZOL,O,O,X,X,X,X,X,O,X,X,X
SJITOLZ,O,O,X,X,O,O,X,O,X,X,O
SJITOZL,O,O,X,X,X,O,X,O,X,X,O
SJILTZO,O,X,X,X,O,X,O,O,X,O,X
SJILTOZ,O,X,X,X,O,O,O,O,X,O,O
SJILZTO,O,X,X,X,O,X,O,O,O,O,X
SJILZOT,O,O,O,X,O,O,O,O,O,O,O
SJILOTZ,O,O,O,X,O,O,O,O,X,O,O
SJILOZT,O,O,O,X,O,O,O,O,O,O,O
SJIZTLO,O,X,X,X,X,X,O,O,O,O,X
SJIZTOL,O,O,X,O,X,X,X,O,O,X,X
SJIZLTO,O,X,X,X,O,X,O,O,O,O,X
SJIZLOT,O,O,O,O,O,O,O,O,O,O,O
SJIZOTL,O,O,O,O,X,O,X,O,O,X,O
SJIZOLT,O,O,O,O,O,O,O,O,O,O,O
SJIOTLZ,O,O,O,X,O,O,X,O,X,X,O
SJIOTZL,O,O,O,X,X,O,X,O,X,X,O
SJIOLTZ,O,O,O,X,O,O,O,O,X,O,O
SJIOLZT,O,O,O,O,O,O,O,O,O,O,O
SJIOZTL,O,O,O,O,X,O,X,O,O,X,O
SJIOZLT,O,O,O,O,O,O,O,O,O,O,O
SJLTIZO,O,X,X,X,O,X,X,O,X,O,X
SJLTIOZ,O,X,X,X,O,O,X,O,X,O,O
SJLTZIO,O,X,X,X,O,X,X,O,X,O,X
SJLTZOI,O,X,X,X,O,X,X,X,X,O,X
SJLTOIZ,O,X,X,X,O,O,X,X,X,O,O
SJLTOZI,O,X,X,X,O,O,X,X,X,O,O
SJLITZO,O,X,X,X,O,X,O,O,X,O,X
SJLITOZ,O,X,X,X,O,O,O,O,X,O,O
SJLIZTO,O,X,X,X,O,X,O,O,O,O,X
SJLIZOT,O,O,O,X,O,O,O,O,O,O,O
SJLIOTZ,O,O,O,X,O,O,O,O,X,O,O
SJLIOZT,O,O,O,X,O,O,O,O,O,O,O
SJLZTIO,O,X,X,X,O,X,X,O,O,O,X
SJLZTOI,O,X,X,X,O,X,X,X,X,O,X
SJLZITO,O,X,X,X,O,X,O,O,O,O,X
SJLZIOT,O,O,O,X,O,O,O,O,O,O,O
SJLZOTI,O,O,O,X,O,O,X,X,X,O,O
SJLZOIT,O,O,O,X,O,O,O,O,O,O,O
SJLOTIZ,O,O,O,X,O,O,X,X,X,O,O
SJLOTZI,O,O,O,X,O,O,X,X,X,O,O
SJLOITZ,O,O,O,X,O,O,O,O,X,O,O
SJLOIZT,O,O,O,X,O,O,O,O,X,O,O
SJLOZTI,O,O,O,X,O,O,X,X,X,O,O
SJLOZIT,O,O,O,X,O,O,O,O,X,O,O
SJZTILO,O,X,X,X,X,X,X,O,O,O,X
SJZTIOL,O,O,X,O,X,X,X,O,O,X,X
SJZTLIO,O,X,X,X,X,X,X,O,O,O,X
SJZTLOI,O,X,X,X,X,X,X,X,X,O,X
SJZTOIL,O,O,X,O,X,X,X,X,X,X,X
SJZTOLI,O,O,X,O,X,X,X,X,X,X,X
SJZITLO,O,X,X,X,X,X,O,O,O,O,X
SJZITOL,O,O,X,O,X,X,X,O,O,X,X
SJZILTO,O,X,X,X,O,X,O,O,O,O,X
SJZILOT,O,O,O,O,O,O,O,O,O,O,O
SJZIOTL,O,O,O,O,X,O,X,O,O,X,O
SJZIOLT,O,O,O,O,O,O,O,O,O,O,O
SJZLTIO,O,X,X,X,O,X,X,O,O,O,X
SJZLTOI,O,X,X,X,O,X,X,X,X,O,X
SJZLITO,O,X,X,X,O,X,O,O,O,O,X
SJZLIOT,O,O,O,O,O,O,O,O,O,O,O
SJZLOTI,O,O,O,O,O,O,X,X,X,O,O
SJZLOIT,O,O,O,O,O,O,O,O,O,O,O
SJZOTIL,O,O,O,O,X,O,X,X,X,X,O
SJZOTLI,O,O,O,O,X,O,X,X,X,X,O
SJZOITL,O,O,O,O,X,O,X,O,O,X,O
SJZOILT,O,O,O,O,O,O,X,O,O,O,O
SJZOLTI,O,O,O,O,O,O,X,X,X,O,O
SJZOLIT,O,O,O,O,O,O,X,O,O,O,O
SJOTILZ,O,O,O,X,O,O,X,X,X,X,O
SJOTIZL,O,O,O,X,X,O,X,X,X,X,O
SJOTLIZ,O,O,O,X,O,O,X,X,X,X,O
SJOTLZI,O,O,O,X,O,O,X,X,X,X,O
SJOTZIL,O,O,O,X,X,O,X,X,X,X,O
SJOTZLI,O,O,O,X,X,O,X,X,X,X,O
SJOITLZ,O,O,O,X,O,O,X,O,X,X,O
SJOITZL,O,O,O,X,X,O,X,O,X,X,O
SJOILTZ,O,O,O,X,O,O,X,O,X,O,O
SJOILZT,O,O,O,O,O,O,X,O,X,O,O
SJOIZTL,O,O,O,O,X,O,X,O,X,X,O
SJOIZLT,O,O,O,O,O,O,X,O,X,O,O
SJOLTIZ,O,O,O,X,O,O,X,X,X,O,O
SJOLTZI,O,O,O,X,O,O,X,X,X,O,O
SJOLITZ,O,O,O,X,O,O,X,O,X,O,O
SJOLIZT,O,O,O,O,O,O,X,O,X,O,O
SJOLZTI,O,O,O,O,O,O,X,X,X,O,O
SJOLZIT,O,O,O,O,O,O,X,O,X,O,O
SJOZTIL,O,O,O,O,X,O,X,X,X,X,O
SJOZTLI,O,O,O,O,X,O,X,X,X,X,O
SJOZITL,O,O,O,O,X,O,X,O,X,X,O
SJOZILT,O,O,O,O,O,O,X,O,X,O,O
SJOZLTI,O,O,O,O,O,O,X,X,X,O,O
SJOZLIT,O,O,O,O,O,O,X,O,X,O,O
SZTILJO,O,X,X,X,X,X,X,O,O,O,X
SZTILOJ,X,X,O,X,X,X,X,O,O,O,X
SZTIJLO,O,X,X,X,X,X,X,O,O,O,X
SZTIJOL,O,O,X,O,X,X,X,O,O,X,X
SZTIOLJ,X,O,O,O,X,X,X,O,O,O,X
SZTIOJL,X,O,O,O,X,X,X,O,O,X,X
SZTLIJO,O,X,X,X,X,X,X,O,O,O,X
SZTLIOJ,X,X,O,X,X,X,X,O,O,O,X
SZTLJIO,O,X,X,X,X,X,X,O,O,O,X
SZTLJOI,O,X,X,X,X,X,X,X,X,O,X
SZTLOIJ,X,X,O,X,X,X,X,X,X,O,X
SZTLOJI,X,X,O,X,X,X,X,X,X,O,X
SZTJILO,O,X,X,X,X,X,X,O,O,O,X
SZTJIOL,O,O,X,O,X,X,X,O,O,X,X
SZTJLIO,O,X,X,X,X,X,X,O,O,O,X
SZTJLOI,O,X,X,X,X,X,X,X,X,O,X
SZTJOIL,O,O,X,O,X,X,X,X,X,X,X
SZTJOLI,O,O,X,O,X,X,X,X,X,X,X
SZTOILJ,X,O,O,O,X,X,X,X,X,O,X
SZTOIJL,X,O,O,O,X,X,X,X,X,X,X
SZTOLIJ,X,O,O,O,X,X,X,X,X,O,X
SZTOLJI,X,O,O,O,X,X,X,X,X,O,X
SZTOJIL,X,O,O,O,X,X,X,X,X,X,X
SZTOJLI,X,O,O,O,X,X,X,X,X,X,X
SZITLJO,O,X,X,X,X,X,O,O,O,O,X
SZITLOJ,X,X,O,X,X,X,O,O,O,O,X
SZITJLO,O,X,X,X,X,X,O,O,O,O,X
SZITJOL,O,O,X,O,X,X,X,O,O,X,X
SZITOLJ,X,O,O,O,X,X,X,O,O,O,X
SZITOJL,X,O,O,O,X,X,X,O,O,X,X
SZILTJO,O,X,X,X,X,X,O,O,O,O,X
SZILTOJ,X,X,O,X,X,X,O,O,O,O,X
SZILJTO,O,X,X,X,X,X,O,O,O,O,X
SZILJOT,O,O,O,O,X,X,O,O,O,O,O
SZILOTJ,X,O,O,O,X,X,O,O,O,O,O
SZILOJT,O,O,O,O,X,X,O,O,O,O,O
SZIJTLO,O,X,X,X,X,X,O,O,O,O,X
SZIJTOL,O,O,X,O,X,X,X,O,O,X,X
SZIJLTO,O,X,X,X,X,X,O,O,O,O,X
SZIJLOT,O,O,O,O,X,X,O,O,O,O,O
SZIJOTL,O,O,O,O,X,X,X,O,O,X,O
SZIJOLT,O,O,O,O,X,X,O,O,O,O,O
SZIOTLJ,X,O,O,O,X,X,X,O,O,O,O
SZIOTJL,X,O,O,O,X,X,X,O,O,X,O
SZIOLTJ,X,O,O,O,X,X,O,O,O,O,O
SZIOLJT,O,O,O,O,X,X,O,O,O,O,O
SZIOJTL,O,O,O,O,X,X,X,O,O,X,O
SZIOJLT,O,O,O,O,X,X,O,O,O,O,O
SZLTIJO,O,X,X,X,X,X,X,O,O,O,X
SZLTIOJ,X,X,O,X,X,X,X,O,O,O,X
SZLTJIO,O,X,X,X,O,X,X,O,O,O,X
SZLTJOI,O,X,X,X,O,X,X,X,X,O,X
SZLTOIJ,X,X,O,X,X,X,X,X,X,O,X
SZLTOJI,X,X,O,X,O,X,X,X,X,O,X
SZLITJO,O,X,X,X,X,X,O,O,O,O,X
SZLITOJ,X,X,O,X,X,X,O,O,O,O,X
SZLIJTO,O,X,X,X,O,X,O,O,O,O,X
SZLIJOT,O,O,O,O,O,X,O,O,O,O,O
SZLIOTJ,X,O,O,O,X,X,O,O,O,O,O
SZLIOJT,O,O,O,O,O,X,O,O,O,O,O
SZLJTIO,O,X,X,X,O,X,X,O,O,O,X
SZLJTOI,O,X,X,X,O,X,X,X,X,O,X
SZLJITO,O,X,X,X,O,X,O,O,O,O,X
SZLJIOT,O,O,O,O,O,O,O,O,O,O,O
SZLJOTI,O,O,O,O,O,O,X,X,X,O,O
SZLJOIT,O,O,O,O,O,O,O,O,O,O,O
SZLOTIJ,X,O,O,O,X,X,X,X,X,O,O
SZLOTJI,X,O,O,O,O,O,X,X,X,O,O
SZLOITJ,X,O,O,O,X,X,O,O,O,O,O
SZLOIJT,O,O,O,O,O,O,O,O,O,O,O
SZLOJTI,O,O,O,O,O,O,X,X,X,O,O
SZLOJIT,O,O,O,O,O,O,O,O,O,O,O
SZJTILO,O,X,X,X,X,X,X,O,O,O,X
SZJTIOL,O,O,X,O,X,X,X,O,O,X,X
SZJTLIO,O,X,X,X,X,X,X,O,O,O,X
SZJTLOI,O,X,X,X,X,X,X,X,X,O,X
SZJTOIL,O,O,X,O,X,X,X,X,X,X,X
SZJTOLI,O,O,X,O,X,X,X,X,X,X,X
SZJITLO,O,X,X,X,X,X,O,O,O,O,X
SZJITOL,O,O,X,O,X,X,X,O,O,X,X
SZJILTO,O,X,X,X,O,X,O,O,O,O,X
SZJILOT,O,O,O,O,O,O,O,O,O,O,O
SZJIOTL,O,O,O,O,X,O,X,O,O,X,O
SZJIOLT,O,O,O,O,O,O,O,O,O,O,O
SZJLTIO,O,X,X,X,O,X,X,O,O,O,X
SZJLTOI,O,X,X,X,O,X,X,X,X,O,X
SZJLITO,O,X,X,X,O,X,O,O,O,O,X
SZJLIOT,O,O,O,O,O,O,O,O,O,O,O
SZJLOTI,O,O,O,O,O,O,X,X,X,O,O
SZJLOIT,O,O,O,O,O,O,O,O,O,O,O
SZJOTIL,O,O,O,O,X,O,X,X,X,X,O
SZJOTLI,O,O,O,O,X,O,X,X,X,X,O
SZJOITL,O,O,O,O,X,O,X,O,O,X,O
SZJOILT,O,O,O,O,O,O,X,O,O,O,O
SZJOLTI,O,O,O,O,O,O,X,X,X,O,O
SZJOLIT,O,O,O,O,O,O,X,O,O,O,O
SZOTILJ,X,O,O,O,X,X,X,X,X,O,O
SZOTIJL,X,O,O,O,X,X,X,X,X,X,O
SZOTLIJ,X,O,O,O,X,X,X,X,X,O,O
SZOTLJI,X,O,O,O,X,O,X,X,X,O,O
SZOTJIL,X,O,O,O,X,O,X,X,X,X,O
SZOTJLI,X,O,O,O,X,O,X,X,X,X,O
SZOITLJ,X,O,O,O,X,X,X,O,O,O,O
SZOITJL,X,O,O,O,X,X,X,O,O,X,O
SZOILTJ,X,O,O,O,X,X,X,O,O,O,O
SZOILJT,O,O,O,O,X,O,X,O,O,O,O
SZOIJTL,O,O,O,O,X,O,X,O,O,X,O
SZOIJLT,O,O,O,O,X,O,X,O,O,O,O
SZOLTIJ,X,O,O,O,X,X,X,X,X,O,O
SZOLTJI,X,O,O,O,O,O,X,X,X,O,O
SZOLITJ,X,O,O,O,X,X,X,O,O,O,O
SZOLIJT,O,O,O,O,O,O,X,O,O,O,O
SZOLJTI,O,O,O,O,O,O,X,X,X,O,O
SZOLJIT,O,O,O,O,O,O,X,O,O,O,O
SZOJTIL,O,O,O,O,X,O,X,X,X,X,O
SZOJTLI,O,O,O,O,X,O,X,X,X,X,O
SZOJITL,O,O,O,O,X,O,X,O,O,X,O
SZOJILT,O,O,O,O,O,O,X,O,O,O,O
SZOJLTI,O,O,O,O,O,O,X,X,X,O,O
SZOJLIT,O,O,O,O,O,O,X,O,O,O,O
SOTILJZ,X,O,O,X,X,X,X,X,X,O,O
SOTILZJ,X,O,O,X,X,X,X,X,X,O,O
SOTIJLZ,X,O,O,X,X,X,X,X,X,X,O
SOTIJZL,X,O,O,X,X,X,X,X,X,X,O
SOTIZLJ,X,O,O,X,X,X,X,X,X,O,O
SOTIZJL,X,O,O,X,X,X,X,X,X,X,O
SOTLIJZ,X,O,O,X,X,X,X,X,X,O,O
SOTLIZJ,X,O,O,X,X,X,X,X,X,O,O
SOTLJIZ,X,O,O,X,O,O,X,X,X,O,O
SOTLJZI,X,O,O,X,O,O,X,X,X,O,O
SOTLZIJ,X,O,O,X,X,X,X,X,X,O,O
SOTLZJI,X,O,O,X,O,O,X,X,X,O,O
SOTJILZ,X,O,O,X,O,O,X,X,X,X,O
SOTJIZL,X,O,O,X,X,O,X,X,X,X,O
SOTJLIZ,X,O,O,X,O,O,X,X,X,X,O
SOTJLZI,X,O,O,X,O,O,X,X,X,X,O
SOTJZIL,X,O,O,X,X,O,X,X,X,X,O
SOTJZLI,X,O,O,X,X,O,X,X,X,X,O
SOTZILJ,X,O,O,X,X,X,X,X,X,O,O
SOTZIJL,X,O,O,X,X,X,X,X,X,X,O
SOTZLIJ,X,O,O,X,X,X,X,X,X,O,O
SOTZLJI,X,O,O,X,X,O,X,X,X,O,O
SOTZJIL,X,O,O,X,X,O,X,X,X,X,O
SOTZJLI,X,O,O,X,X,O,X,X,X,X,O
SOITLJZ,X,O,O,X,X,X,X,O,X,O,O
SOITLZJ,X,O,O,X,X,X,X,O,O,O,O
SOITJLZ,X,O,O,X,X,X,X,O,X,X,O
SOITJZL,X,O,O,X,X,X,X,O,X,X,O
SOITZLJ,X,O,O,X,X,X,X,O,O,O,O
SOITZJL,X,O,O,X,X,X,X,O,O,X,O
SOILTJZ,X,O,O,X,X,X,X,O,X,O,O
SOILTZJ,X,O,O,X,X,X,X,O,O,O,O
SOILJTZ,O,O,O,X,O,O,X,O,X,O,O
SOILJZT,O,O,O,O,O,O,X,O,O,O,O
SOILZTJ,X,O,O,O,X,X,X,O,O,O,O
SOILZJT,O,O,O,O,O,O,X,O,O,O,O
SOIJTLZ,O,O,O,X,O,O,X,O,X,X,O
SOIJTZL,O,O,O,X,X,O,X,O,X,X,O
SOIJLTZ,O,O,O,X,O,O,X,O,X,O,O
SOIJLZT,O,O,O,O,O,O,X,O,O,O,O
SOIJZTL,O,O,O,O,X,O,X,O,O,X,O
SOIJZLT,O,O,O,O,O,O,X,O,O,O,O
SOIZTLJ,X,O,O,O,X,X,X,O,O,O,O
SOIZTJL,X,O,O,O,X,X,X,O,O,X,O
SOIZLTJ,X,O,O,O,X,X,X,O,O,O,O
SOIZLJT,O,O,O,O,X,O,X,O,O,O,O
SOIZJTL,O,O,O,O,X,O,X,O,O,X,O
SOIZJLT,O,O,O,O,X,O,X,O,O,O,O
SOLTIJZ,X,O,O,X,X,X,X,X,X,O,O
SOLTIZJ,X,O,O,X,X,X,X,X,X,O,O
SOLTJIZ,X,O,O,X,O,O,X,X,X,O,O
SOLTJZI,X,O,O,X,O,O,X,X,X,O,O
SOLTZIJ,X,O,O,X,X,X,X,X,X,O,O
SOLTZJI,X,O,O,X,O,O,X,X,X,O,O
SOLITJZ,X,O,O,X,X,X,X,O,X,O,O
SOLITZJ,X,O,O,X,X,X,X,O,O,O,O
SOLIJTZ,O,O,O,X,O,O,X,O,X,O,O
SOLIJZT,O,O,O,O,O,O,X,O,O,O,O
SOLIZTJ,X,O,O,O,X,X,X,O,O,O,O
SOLIZJT,O,O,O,O,O,O,X,O,O,O,O
SOLJTIZ,O,O,O,X,O,O,X,X,X,O,O
SOLJTZI,O,O,O,X,O,O,X,X,X,O,O
SOLJITZ,O,O,O,X,O,O,X,O,X,O,O
SOLJIZT,O,O,O,O,O,O,X,O,X,O,O
SOLJZTI,O,O,O,O,O,O,X,X,X,O,O
SOLJZIT,O,O,O,O,O,O,X,O,X,O,O
SOLZTIJ,X,O,O,O,X,X,X,X,X,O,O
SOLZTJI,X,O,O,O,O,O,X,X,X,O,O
SOLZITJ,X,O,O,O,X,X,X,O,O,O,O
SOLZIJT,O,O,O,O,O,O,X,O,O,O,O
SOLZJTI,O,O,O,O,O,O,X,X,X,O,O
SOLZJIT,O,O,O,O,O,O,X,O,O,O,O
SOJTILZ,O,O,O,X,O,O,X,X,X,X,O
SOJTIZL,O,O,O,X,X,O,X,X,X,X,O
SOJTLIZ,O,O,O,X,O,O,X,X,X,X,O
SOJTLZI,O,O,O,X,O,O,X,X,X,X,O
SOJTZIL,O,O,O,X,X,O,X,X,X,X,O
SOJTZLI,O,O,O,X,X,O,X,X,X,X,O
SOJITLZ,O,O,O,X,O,O,X,O,X,X,O
SOJITZL,O,O,O,X,X,O,X,O,X,X,O
SOJILTZ,O,O,O,X,O,O,X,O,X,O,O
SOJILZT,O,O,O,O,O,O,X,O,X,O,O
SOJIZTL,O,O,O,O,X,O,X,O,X,X,O
SOJIZLT,O,O,O,O,O,O,X,O,X,O,O
SOJLTIZ,O,O,O,X,O,O,X,X,X,O,O
SOJLTZI,O,O,O,X,O,O,X,X,X,O,O
SOJLITZ,O,O,O,X,O,O,X,O,X,O,O
SOJLIZT,O,O,O,O,O,O,X,O,X,O,O
SOJLZTI,O,O,O,O,O,O,X,X,X,O,O
SOJLZIT,O,O,O,O,O,O,X,O,X,O,O
SOJZTIL,O,O,O,O,X,O,X,X,X,X,O
SOJZTLI,O,O,O,O,X,O,X,X,X,X,O
SOJZITL,O,O,O,O,X,O,X,O,X,X,O
SOJZILT,O,O,O,O,O,O,X,O,X,O,O
SOJZLTI,O,O,O,O,O,O,X,X,X,O,O
SOJZLIT,O,O,O,O,O,O,X,O,X,O,O
SOZTILJ,X,O,O,O,X,X,X,X,X,O,O
SOZTIJL,X,O,O,O,X,X,X,X,X,X,O
SOZTLIJ,X,O,O,O,X,X,X,X,X,O,O
SOZTLJI,X,O,O,O,X,O,X,X,X,O,O
SOZTJIL,X,O,O,O,X,O,X,X,X,X,O
SOZTJLI,X,O,O,O,X,O,X,X,X,X,O
SOZITLJ,X,O,O,O,X,X,X,O,O,O,O
SOZITJL,X,O,O,O,X,X,X,O,O,X,O
SOZILTJ,X,O,O,O,X,X,X,O,O,O,O
SOZILJT,O,O,O,O,X,O,X,O,O,O,O
SOZIJTL,O,O,O,O,X,O,X,O,O,X,O
SOZIJLT,O,O,O,O,X,O,X,O,O,O,O
SOZLTIJ,X,O,O,O,X,X,X,X,X,O,O
SOZLTJI,X,O,O,O,O,O,X,X,X,O,O
SOZLITJ,X,O,O,O,X,X,X,O,O,O,O
SOZLIJT,O,O,O,O,O,O,X,O,O,O,O
SOZLJTI,O,O,O,O,O,O,X,X,X,O,O
SOZLJIT,O,O,O,O,O,O,X,O,O,O,O
SOZJTIL,O,O,O,O,X,O,X,X,X,X,O
SOZJTLI,O,O,O,O,X,O,X,X,X,X,O
SOZJITL,O,O,O,O,X,O,X,O,O,X,O
SOZJILT,O,O,O,O,O,O,X,O,O,O,O
SOZJLTI,O,O,O,O,O,O,X,X,X,O,O
SOZJLIT,O,O,O,O,O,O,X,O,O,O,O
ZTILJSO,O,X,X,X,X,X,O,X,X,O,X
ZTILJOS,O,X,X,X,X,X,O,X,X,O,X
ZTILSJO,O,X,X,X,X,X,O,O,X,O,X
ZTILSOJ,X,X,X,X,X,X,O,O,X,O,X
ZTILOJS,X,X,X,X,X,X,O,X,X,O,X
ZTILOSJ,X,X,X,X,X,X,O,O,X,O,X
ZTIJLSO,O,X,X,X,X,X,O,X,X,O,X
ZTIJLOS,O,X,X,X,X,X,O,X,X,O,X
ZTIJSLO,O,X,X,X,X,X,O,O,O,O,X
ZTIJSOL,O,X,X,O,X,X,X,O,O,X,X
ZTIJOLS,O,X,X,O,X,X,X,X,X,X,X
ZTIJOSL,O,X,X,O,X,X,X,O,O,X,X
ZTISLJO,O,X,X,X,X,X,O,O,O,O,X
ZTISLOJ,X,X,X,X,X,X,O,O,O,O,X
ZTISJLO,O,X,X,X,X,X,O,O,O,O,X
ZTISJOL,O,X,X,O,X,X,X,O,O,X,X
ZTISOLJ,X,X,X,O,X,X,X,O,O,O,X
ZTISOJL,X,X,X,O,X,X,X,O,O,X,X
ZTIOLJS,X,X,X,O,X,X,X,X,X,O,X
ZTIOLSJ,X,X,X,O,X,X,X,O,X,O,X
ZTIOJLS,X,X,X,O,X,X,X,X,X,X,X
ZTIOJSL,X,X,X,O,X,X,X,O,O,X,X
ZTIOSLJ,X,X,X,O,X,X,X,O,O,O,X
ZTIOSJL,X,X,X,O,X,X,X,O,O,X,X
ZTLIJSO,O,X,X,X,X,X,O,X,X,O,X
ZTLIJOS,O,X,X,X,X,X,O,X,X,O,X
ZTLISJO,O,X,X,X,X,X,O,O,X,O,X
ZTLISOJ,X,X,X,X,X,X,O,O,X,O,X
ZTLIOJS,X,X,X,X,X,X,O,X,X,O,X
ZTLIOSJ,X,X,X,X,X,X,O,O,X,O,X
ZTLJISO,O,X,X,X,O,X,O,X,X,O,X
ZTLJIOS,O,X,X,X,O,X,O,X,X,O,X
