sequence,v115@FhB8HeB8IeC8BeC8AeB8JeOEJvhFXgBxhBzlBCnBUq?BlsB,v115@FhB8HeB8IeC8BeC8AeB8JeOEJvhF8kBfmBxhBCnBTq?BlsB,v115@FhB8HeB8IeC8BeC8AeB8JeOEJvhF0gBxhBzkBCnB3q?BlsB,v115@FhB8HeB8IeC8BeC8AeB8JeOEJvhFTgBxhBfqB8qBCn?BlsB,v115@FhB8HeB8IeC8BeC8AeB8JexAJvhFTiBikBGmB0kB3q?BlsB,v115@FhB8HeB8IeC8BeC8AeB8Jex/IvhFTiBikBGmBXmBUq?BlsB,v115@FhB8HeB8IeC8BeC8AeB8Jex/IvhF8lBGiBTkBKqB3m?BlsB,v115@FhB8HeB8IeC8BeC8AeB8Je0/IvhFxgBTiB2pBSrBls?B3qB,v115@FhB8HeB8IeC8BeC8AeB8Jex/IvhFXhBTiB2pBSrBls?BUqB,v115@FhB8HeB8IeC8BeC8AeB8JeOEJvhF8kBSmBTiBxqBls?B3qB,v115@FhB8HeB8IeC8BeC8AeB8Je2EJvhFfmB6mBTiBxpBls?BUqB,v115@FhB8HeB8IeC8BeC8AeB8Jei/IvhFGiB3kBRmBUmBTq?BlsB,v115@FhB8HeB8IeC8BeC8AeB8Je2EJvhFRhBSnBUmB3kBTq?BlsB
JZSTOLI,O,O,O,O,O,O,X,O,X,X,X,X,X
JZSITLO,O,O,O,O,O,X,X,O,X,O,X,X,X
JZSITOL,O,O,O,O,O,X,X,O,X,O,X,X,X
JZSILTO,O,O,O,O,O,X,X,O,X,O,X,X,X
JZSILOT,O,O,O,O,X,X,X,X,X,X,X,X,X
JZSIOTL,O,O,O,O,X,X,X,X,X,X,X,X,X
JZSIOLT,O,O,O,O,X,X,X,X,X,X,X,X,X
JZSLTIO,O,O,O,O,O,O,X,O,X,X,X,X,X
JZSLTOI,O,O,O,O,O,O,X,O,X,X,X,X,X
JZSLITO,O,O,O,O,O,O,X,O,X,X,X,X,X
JZSLIOT,O,O,O,O,X,X,X,X,X,X,X,X,X
JZSLOTI,O,O,X,O,X,X,X,X,X,X,X,X,X
JZSLOIT,O,O,O,O,X,X,X,X,X,X,X,X,X
JZSOTIL,O,O,O,O,X,X,X,X,X,X,X,X,X
JZSOTLI,O,O,O,O,X,X,X,X,X,X,X,X,X
JZSOITL,O,O,O,O,X,X,X,X,X,X,X,X,X
JZSOILT,O,O,O,O,X,X,X,X,X,X,X,X,X
JZSOLTI,O,O,X,O,X,X,X,X,X,X,X,X,X
JZSOLIT,O,O,O,O,X,X,X,X,X,X,X,X,X
JZOTILS,O,X,O,X,X,O,X,O,X,O,X,X,X
JZOTISL,O,X,O,O,X,X,X,O,X,O,X,X,X
JZOTLIS,O,X,O,O,X,O,X,O,X,O,X,X,X
JZOTLSI,O,O,O,O,X,O,X,O,X,X,X,X,X
JZOTSIL,O,O,O,O,X,X,X,O,X,O,X,X,X
JZOTSLI,O,O,O,O,X,O,X,O,X,X,X,X,X
JZOITLS,O,X,O,X,X,X,X,O,X,O,X,X,X
JZOITSL,O,X,O,X,X,X,X,O,X,O,X,X,X
JZOILTS,O,X,O,X,X,X,X,O,X,O,X,X,X
JZOILST,O,X,O,X,X,X,X,X,X,X,X,X,X
JZOISTL,O,X,O,O,X,X,X,X,X,X,X,X,X
JZOISLT,O,X,O,O,X,X,X,X,X,X,X,X,X
JZOLTIS,O,X,O,X,X,O,X,O,X,X,X,X,X
JZOLTSI,O,X,O,X,X,O,X,O,X,X,X,X,X
JZOLITS,O,X,O,X,X,O,X,O,X,X,X,X,X
JZOLIST,O,X,O,O,X,X,X,X,X,X,X,X,X
JZOLSTI,O,O,O,O,X,X,X,X,X,X,X,X,X
JZOLSIT,O,O,O,O,X,X,X,X,X,X,X,X,X
JZOSTIL,O,O,O,O,X,X,X,X,X,X,X,X,X
JZOSTLI,O,O,O,O,X,X,X,X,X,X,X,X,X
JZOSITL,O,O,O,O,X,X,X,X,X,X,X,X,X
JZOSILT,O,O,O,O,X,X,X,X,X,X,X,X,X
JZOSLTI,O,O,O,O,X,X,X,X,X,X,X,X,X
JZOSLIT,O,O,O,O,X,X,X,X,X,X,X,X,X
JOTILSZ,O,X,O,X,O,O,O,O,O,X,X,O,X
JOTILZS,O,X,O,X,O,O,O,O,O,X,X,X,O
JOTISLZ,O,X,X,X,O,X,O,X,O,X,X,O,X
JOTISZL,O,X,X,X,O,X,X,X,X,X,X,O,X
JOTIZLS,X,X,O,X,O,O,X,O,O,O,X,X,O
JOTIZSL,O,X,O,X,O,X,X,O,X,O,X,O,O
JOTLISZ,O,X,O,O,O,O,O,O,O,X,X,O,X
JOTLIZS,O,X,O,O,O,O,O,O,O,X,X,X,O
JOTLSIZ,O,O,O,O,O,O,O,O,O,X,X,O,X
JOTLSZI,O,O,O,O,O,O,O,O,O,X,X,O,O
JOTLZIS,O,O,O,O,O,O,O,O,O,O,X,X,O
JOTLZSI,O,O,O,O,O,O,O,O,O,X,X,X,O
JOTSILZ,O,X,X,X,O,X,O,X,O,X,X,O,X
JOTSIZL,O,O,X,X,O,X,X,X,X,X,X,O,X
JOTSLIZ,O,O,O,O,O,O,O,O,O,X,X,O,X
JOTSLZI,O,O,O,O,O,O,O,O,O,X,X,O,O
JOTSZIL,O,O,O,O,O,X,X,O,X,O,X,O,O
JOTSZLI,O,O,O,O,O,O,O,O,X,X,X,O,O
JOTZILS,O,O,O,X,O,O,X,O,O,O,X,X,O
JOTZISL,O,O,O,O,O,X,X,O,X,O,X,O,O
JOTZLIS,O,O,O,O,O,O,O,O,O,O,X,X,O
JOTZLSI,O,O,O,O,O,O,O,O,O,X,X,X,O
JOTZSIL,O,O,O,O,O,X,X,O,X,O,X,O,O
JOTZSLI,O,O,O,O,O,O,O,O,X,X,X,O,O
JOITLSZ,O,X,O,X,O,X,X,X,O,X,X,X,X
JOITLZS,O,X,O,X,O,X,O,X,O,X,X,X,O
JOITSLZ,O,X,X,X,O,X,X,X,O,X,X,O,X
JOITSZL,O,X,X,X,O,X,X,X,X,X,X,X,X
JOITZLS,X,X,O,X,O,X,X,X,O,X,X,X,O
JOITZSL,O,X,O,X,O,X,X,X,X,X,X,X,O
JOILTSZ,O,X,X,X,O,X,X,X,O,X,X,X,X
JOILTZS,X,X,O,X,O,X,O,X,O,X,X,X,X
JOILSTZ,O,X,O,X,X,X,X,X,O,X,X,O,X
JOILSZT,O,X,O,X,X,X,X,X,X,X,X,O,X
JOILZTS,X,X,O,X,X,X,O,X,X,X,X,X,X
JOILZST,O,X,O,X,X,X,O,X,X,X,X,X,X
JOISTLZ,O,X,X,X,O,X,X,X,X,X,X,O,X
JOISTZL,O,X,X,X,O,X,X,X,X,X,X,X,X
JOISLTZ,O,X,X,X,O,X,X,X,X,X,X,O,X
JOISLZT,O,X,X,X,X,X,X,X,X,X,X,O,X
JOISZTL,O,X,X,X,X,X,X,X,X,X,X,X,X
JOISZLT,O,X,X,X,X,X,X,X,X,X,X,O,X
JOIZTLS,X,X,O,X,X,X,X,X,X,X,X,X,O
JOIZTSL,X,X,O,X,X,X,X,X,X,X,X,X,O
JOIZLTS,X,X,O,X,X,X,X,X,X,X,X,X,O
JOIZLST,X,X,O,X,X,X,X,X,X,X,X,X,O
JOIZSTL,O,X,O,X,X,X,X,X,X,X,X,X,X
JOIZSLT,O,X,O,X,X,X,X,X,X,X,X,O,O
JOLTISZ,O,X,O,X,O,O,O,O,O,X,X,X,X
JOLTIZS,O,X,O,X,O,O,O,O,O,X,X,X,O
JOLTSIZ,O,X,O,X,O,O,O,O,O,X,X,X,X
JOLTSZI,O,X,O,X,O,O,O,O,O,X,X,X,O
JOLTZIS,O,X,O,X,O,O,O,O,O,X,X,X,O
JOLTZSI,O,X,O,X,O,O,O,O,O,X,X,X,O
JOLITSZ,O,X,X,X,O,O,X,O,O,X,X,X,X
JOLITZS,X,X,O,X,O,O,O,O,O,X,X,X,X
JOLISTZ,O,X,O,X,X,X,X,X,O,X,X,X,X
JOLISZT,O,X,O,O,X,X,X,X,X,X,X,X,X
JOLIZTS,X,X,O,X,X,X,O,O,X,X,X,X,X
JOLIZST,O,X,O,O,X,X,O,X,X,X,X,X,X
JOLSTIZ,O,X,O,X,X,X,X,X,O,X,X,X,X
JOLSTZI,O,X,O,X,X,X,O,X,O,X,X,X,X
JOLSITZ,O,X,O,X,X,X,X,X,O,X,X,X,X
JOLSIZT,O,O,O,O,X,X,O,X,X,X,X,X,X
JOLSZTI,O,O,O,O,X,X,O,X,X,X,X,X,X
JOLSZIT,O,O,O,O,X,X,O,X,X,X,X,X,X
JOLZTIS,O,X,O,X,X,X,O,O,X,X,X,X,O
JOLZTSI,O,O,O,X,X,X,O,O,X,X,X,X,O
JOLZITS,O,X,O,X,X,X,O,O,X,X,X,X,O
JOLZIST,O,O,O,O,X,X,O,X,X,X,X,X,O
JOLZSTI,O,O,O,O,X,X,O,X,X,X,X,X,O
JOLZSIT,O,O,O,O,X,X,O,X,X,X,X,X,O
JOSTILZ,O,X,X,X,O,X,X,X,X,X,X,O,X
JOSTIZL,O,O,X,X,O,X,X,X,X,X,X,O,X
JOSTLIZ,O,O,O,O,O,X,X,X,X,X,X,O,X
JOSTLZI,O,O,O,O,O,X,O,X,X,X,X,O,O
JOSTZIL,O,O,O,O,O,X,X,X,X,X,X,O,O
JOSTZLI,O,O,O,O,O,X,X,X,X,X,X,O,O
JOSITLZ,O,X,X,X,O,X,X,X,X,X,X,O,X
JOSITZL,O,X,X,X,O,X,X,X,X,X,X,X,X
JOSILTZ,O,X,X,X,O,X,X,X,X,X,X,O,X
JOSILZT,O,X,X,X,X,X,O,X,X,X,X,O,X
JOSIZTL,O,O,X,X,X,X,X,X,X,X,X,X,X
JOSIZLT,O,O,X,X,X,X,X,X,X,X,X,O,X
JOSLTIZ,O,X,O,X,O,X,X,X,X,X,X,O,X
JOSLTZI,O,X,O,X,O,X,O,X,X,X,X,O,X
JOSLITZ,O,X,O,X,O,X,X,X,X,X,X,O,X
JOSLIZT,O,O,O,O,X,X,O,X,X,X,X,O,X
JOSLZTI,O,O,O,O,X,X,O,X,X,X,X,X,X
JOSLZIT,O,O,O,O,X,X,O,X,X,X,X,X,X
JOSZTIL,O,O,O,O,X,X,X,X,X,X,X,X,O
JOSZTLI,O,O,O,O,X,X,X,X,X,X,X,X,O
JOSZITL,O,O,O,O,X,X,X,X,X,X,X,X,X
JOSZILT,O,O,O,O,X,X,X,X,X,X,X,X,O
JOSZLTI,O,O,O,O,X,X,O,X,X,X,X,X,O
JOSZLIT,O,O,O,O,X,X,O,X,X,X,X,X,O
JOZTILS,O,O,O,X,X,O,X,O,X,O,X,X,O
JOZTISL,O,O,O,O,X,X,X,O,X,O,X,X,O
JOZTLIS,O,O,O,O,X,O,X,O,X,O,X,X,O
JOZTLSI,O,O,O,O,X,O,X,O,X,X,X,X,O
JOZTSIL,O,O,O,O,X,X,X,O,X,O,X,X,O
JOZTSLI,O,O,O,O,X,O,X,O,X,X,X,X,O
JOZITLS,O,O,O,X,X,X,X,O,X,O,X,X,O
JOZITSL,O,O,O,X,X,X,X,O,X,O,X,X,O
JOZILTS,O,X,O,X,X,X,X,O,X,O,X,X,O
JOZILST,O,O,O,X,X,X,X,X,X,X,X,X,O
JOZISTL,O,O,O,O,X,X,X,X,X,X,X,X,X
JOZISLT,O,O,O,O,X,X,X,X,X,X,X,X,O
JOZLTIS,O,O,O,X,X,O,X,O,X,X,X,X,O
JOZLTSI,O,O,O,X,X,O,X,O,X,X,X,X,O
JOZLITS,O,X,O,X,X,O,X,O,X,X,X,X,O
JOZLIST,O,O,O,O,X,X,X,X,X,X,X,X,O
JOZLSTI,O,O,O,O,X,X,X,X,X,X,X,X,O
JOZLSIT,O,O,O,O,X,X,X,X,X,X,X,X,O
JOZSTIL,O,O,O,O,X,X,X,X,X,X,X,X,O
JOZSTLI,O,O,O,O,X,X,X,X,X,X,X,X,O
JOZSITL,O,O,O,O,X,X,X,X,X,X,X,X,X
JOZSILT,O,O,O,O,X,X,X,X,X,X,X,X,O
JOZSLTI,O,O,O,O,X,X,X,X,X,X,X,X,O
JOZSLIT,O,O,O,O,X,X,X,X,X,X,X,X,O
STILJZO,X,O,O,O,O,X,O,X,X,X,O,O,X
STILJOZ,X,X,O,O,O,X,O,X,X,X,O,O,X
STILZJO,X,O,O,O,X,X,O,X,X,O,O,O,X
STILZOJ,X,O,O,O,X,X,O,X,X,O,O,X,X
STILOJZ,X,X,O,O,O,X,O,X,X,X,O,O,X
STILOZJ,X,O,O,O,X,X,O,X,X,O,O,X,X
STIJLZO,X,X,O,O,O,X,O,X,X,X,O,O,X
STIJLOZ,X,X,O,O,O,X,O,X,X,X,O,O,X
STIJZLO,X,O,O,O,O,X,O,X,X,X,O,O,X
STIJZOL,X,O,O,O,O,X,O,X,X,X,O,X,X
STIJOLZ,X,X,X,X,O,X,O,X,X,X,O,O,X
STIJOZL,X,X,X,X,O,X,X,X,X,X,O,X,X
STIZLJO,X,O,O,O,X,X,O,X,X,O,O,O,X
STIZLOJ,X,O,O,O,X,X,O,X,X,O,O,X,X
STIZJLO,X,O,O,O,X,X,O,X,X,O,O,O,X
STIZJOL,X,O,O,O,X,X,O,X,X,O,O,X,X
STIZOLJ,X,X,O,O,X,X,X,X,X,O,O,X,X
STIZOJL,X,O,O,O,X,X,O,X,X,O,O,X,X
STIOLJZ,X,X,O,X,O,X,O,X,X,X,O,O,X
STIOLZJ,X,X,O,X,X,X,O,X,X,O,O,X,X
STIOJLZ,X,X,O,X,O,X,O,X,X,X,O,O,X
STIOJZL,X,X,O,X,O,X,X,X,X,X,O,X,X
STIOZLJ,X,X,O,X,X,X,X,X,X,O,O,X,X
STIOZJL,X,O,O,X,X,X,X,X,X,O,O,X,X
STLIJZO,O,O,O,O,O,X,O,O,O,X,O,O,X
STLIJOZ,O,X,O,O,O,O,O,O,O,X,O,O,X
STLIZJO,O,O,O,O,X,O,O,X,X,X,O,O,X
STLIZOJ,O,O,O,O,X,O,O,X,O,X,O,X,X
STLIOJZ,O,X,O,O,O,O,O,O,O,X,O,O,X
STLIOZJ,O,O,O,O,X,O,O,X,O,X,O,X,X
STLJIZO,O,O,O,O,O,X,O,O,O,X,O,O,X
STLJIOZ,O,X,O,O,O,O,O,O,O,X,O,O,X
STLJZIO,O,O,O,O,O,X,O,O,O,X,X,O,X
STLJZOI,O,O,O,O,O,X,O,O,O,X,X,X,X
STLJOIZ,O,X,O,O,O,O,O,O,O,X,O,O,X
STLJOZI,O,X,O,O,O,O,O,O,O,X,X,X,X
STLZIJO,O,O,O,O,X,O,O,X,X,X,O,O,X
STLZIOJ,O,O,O,O,X,O,O,X,O,X,O,X,X
STLZJIO,O,O,O,O,O,O,O,X,O,X,X,O,X
STLZJOI,O,O,O,O,O,O,O,X,O,X,X,X,X
STLZOIJ,O,O,O,O,X,O,O,X,O,X,O,X,X
STLZOJI,O,O,O,O,O,O,O,X,O,X,X,X,X
STLOIJZ,O,O,O,O,O,O,O,O,O,X,O,O,X
STLOIZJ,O,O,O,O,X,O,O,X,O,X,O,X,X
STLOJIZ,O,O,O,O,O,O,O,O,O,X,O,O,X
STLOJZI,O,O,O,O,O,O,O,O,O,X,X,X,O
STLOZIJ,O,O,O,O,X,O,O,X,O,X,O,X,O
STLOZJI,O,O,O,O,O,O,O,X,O,X,X,X,O
STJILZO,X,X,O,O,O,X,O,X,O,X,O,O,X
STJILOZ,X,X,O,O,O,X,O,X,O,X,O,O,X
STJIZLO,X,O,O,O,O,X,O,X,X,X,O,O,X
STJIZOL,X,O,O,O,O,X,O,X,X,X,O,X,X
STJIOLZ,X,X,X,X,O,X,O,X,O,X,O,O,X
STJIOZL,X,X,X,X,O,X,X,X,X,X,O,X,X
STJLIZO,O,O,O,O,O,X,O,O,O,X,O,O,X
STJLIOZ,O,X,O,O,O,O,O,O,O,X,O,O,X
STJLZIO,O,O,O,O,O,X,O,O,O,X,X,O,X
STJLZOI,O,O,O,O,O,X,O,O,O,X,X,X,X
STJLOIZ,O,X,O,O,O,O,O,O,O,X,O,O,X
STJLOZI,O,X,O,O,O,O,O,O,O,X,X,X,X
STJZILO,O,O,O,O,O,X,O,O,X,O,X,O,X
STJZIOL,O,O,O,O,O,X,O,O,X,O,X,X,X
STJZLIO,O,O,O,O,O,O,O,O,X,X,X,O,X
STJZLOI,O,O,O,O,O,O,O,O,X,X,X,X,X
STJZOIL,O,O,O,O,O,X,O,O,X,O,X,X,X
STJZOLI,O,O,O,O,O,O,O,O,X,X,X,X,X
STJOILZ,O,X,O,X,O,X,O,X,O,X,O,O,X
STJOIZL,O,X,O,X,O,X,X,X,X,X,O,O,X
STJOLIZ,O,X,O,O,O,O,O,O,O,X,O,O,X
STJOLZI,O,X,O,O,O,O,O,O,O,X,X,O,X
STJOZIL,O,X,O,O,O,X,O,O,X,O,X,O,X
STJOZLI,O,X,O,O,O,O,O,O,X,X,X,O,X
STZILJO,O,O,O,O,X,X,O,X,X,O,O,O,X
STZILOJ,O,O,O,O,X,X,O,X,X,O,O,X,X
STZIJLO,O,O,O,O,X,X,O,X,X,O,O,O,X
STZIJOL,O,O,O,O,X,X,O,X,X,O,O,X,X
STZIOLJ,O,X,O,O,X,X,X,X,X,O,O,X,X
STZIOJL,O,O,O,O,X,X,O,X,X,O,O,X,X
STZLIJO,O,O,O,O,X,O,O,X,X,X,O,O,X
STZLIOJ,O,O,O,O,X,O,O,X,X,X,O,X,X
STZLJIO,O,O,O,O,O,O,O,X,X,X,X,O,X
STZLJOI,O,O,O,O,O,O,O,X,X,X,X,X,X
STZLOIJ,O,O,O,O,X,O,O,X,X,X,O,X,X
STZLOJI,O,O,O,O,O,O,O,X,X,X,X,X,X
STZJILO,O,O,O,O,O,X,O,X,X,O,X,O,X
STZJIOL,O,O,O,O,O,X,O,X,X,O,X,X,X
STZJLIO,O,O,O,O,O,O,O,X,X,X,X,O,X
STZJLOI,O,O,O,O,O,O,O,X,X,X,X,X,X
STZJOIL,O,O,O,O,O,X,O,X,X,O,X,X,X
STZJOLI,O,O,O,O,O,O,O,X,X,X,X,X,X
STZOILJ,O,X,O,O,X,X,X,X,X,O,O,X,X
STZOIJL,O,O,O,O,X,X,O,X,X,O,O,X,X
STZOLIJ,O,O,O,O,X,O,O,X,X,X,O,X,X
STZOLJI,O,O,O,O,O,O,O,X,X,X,X,X,X
STZOJIL,O,O,O,O,O,X,O,X,X,O,X,X,X
STZOJLI,O,O,O,O,O,O,O,X,X,X,X,X,X
STOILJZ,O,O,O,X,O,X,O,X,X,X,O,O,X
STOILZJ,O,O,O,X,X,X,O,X,X,O,O,O,X
STOIJLZ,O,X,O,X,O,X,O,X,X,X,O,O,X
STOIJZL,O,O,O,X,O,X,X,X,X,X,O,O,X
STOIZLJ,X,O,O,X,X,X,X,X,X,O,O,O,X
STOIZJL,O,O,O,X,X,X,X,X,X,O,O,O,X
STOLIJZ,O,O,O,O,O,O,O,O,O,X,O,O,X
STOLIZJ,O,O,O,O,X,O,O,X,O,X,O,O,X
STOLJIZ,O,O,O,O,O,O,O,O,O,X,O,O,X
STOLJZI,O,O,O,O,O,O,O,O,O,X,X,O,O
STOLZIJ,O,O,O,O,X,O,O,X,O,X,O,O,O
STOLZJI,O,O,O,O,O,O,O,X,O,X,X,O,O
STOJILZ,O,X,O,X,O,X,O,X,O,X,O,O,X
STOJIZL,O,O,O,X,O,X,X,X,X,X,O,O,X
STOJLIZ,O,O,O,O,O,O,O,O,O,X,O,O,X
STOJLZI,O,O,O,O,O,O,O,O,O,X,X,O,O
STOJZIL,O,O,O,O,O,X,O,O,X,O,X,O,O
STOJZLI,O,O,O,O,O,O,O,O,X,X,X,O,O
STOZILJ,X,O,O,O,X,X,X,X,X,O,O,O,O
STOZIJL,O,O,O,O,X,X,O,X,X,O,O,O,O
STOZLIJ,O,O,O,O,X,O,O,X,X,X,O,O,O
STOZLJI,O,O,O,O,O,O,O,X,X,X,X,O,O
STOZJIL,O,O,O,O,O,X,O,X,X,O,X,O,O
STOZJLI,O,O,O,O,O,O,O,X,X,X,X,O,O
SITLJZO,X,O,O,O,O,X,X,X,X,X,O,O,X
SITLJOZ,X,X,O,O,O,X,X,X,X,X,O,O,X
SITLZJO,X,O,O,O,X,X,X,X,X,O,O,O,X
SITLZOJ,X,O,O,O,X,X,X,X,X,O,O,X,X
SITLOJZ,X,X,O,O,O,X,X,X,X,X,O,O,X
SITLOZJ,X,O,O,O,X,X,X,X,X,O,O,X,X
SITJLZO,X,X,O,O,O,X,X,X,X,X,O,O,X
SITJLOZ,X,X,O,O,O,X,X,X,X,X,O,O,X
SITJZLO,X,O,O,O,O,X,X,X,X,X,O,O,X
SITJZOL,X,O,O,O,O,X,X,X,X,X,O,X,X
SITJOLZ,X,X,X,X,O,X,X,X,X,X,O,O,X
SITJOZL,X,X,X,X,O,X,X,X,X,X,O,X,X
SITZLJO,X,O,O,O,X,X,X,X,X,O,O,O,X
SITZLOJ,X,O,O,O,X,X,X,X,X,O,O,X,X
SITZJLO,X,O,O,O,X,X,X,X,X,O,O,O,X
SITZJOL,X,O,O,O,X,X,X,X,X,O,O,X,X
SITZOLJ,X,X,O,O,X,X,X,X,X,O,O,X,X
SITZOJL,X,O,O,O,X,X,X,X,X,O,O,X,X
SITOLJZ,X,X,O,X,O,X,X,X,X,X,O,O,X
SITOLZJ,X,X,O,X,X,X,X,X,X,O,O,X,X
SITOJLZ,X,X,O,X,O,X,X,X,X,X,O,O,X
SITOJZL,X,X,O,X,O,X,X,X,X,X,O,X,X
SITOZLJ,X,X,O,X,X,X,X,X,X,O,O,X,X
SITOZJL,X,O,O,X,X,X,X,X,X,O,O,X,X
SILTJZO,X,X,O,O,O,X,X,X,X,X,O,O,X
SILTJOZ,X,X,X,X,O,X,X,X,X,X,O,O,X
SILTZJO,X,O,O,O,X,X,X,X,X,O,O,O,X
SILTZOJ,X,X,O,O,X,X,X,X,X,O,O,X,X
SILTOJZ,X,X,O,X,O,X,X,X,X,X,O,O,X
SILTOZJ,X,X,O,X,X,X,X,X,X,O,O,X,X
SILJTZO,X,X,O,O,O,X,X,X,X,X,O,X,X
SILJTOZ,X,X,X,X,O,X,X,X,X,X,O,X,X
SILJZTO,X,O,O,O,O,X,O,X,X,X,O,X,X
SILJZOT,X,O,O,O,X,X,O,X,X,X,X,X,X
SILJOTZ,X,X,O,X,O,X,X,X,X,X,O,X,X
SILJOZT,X,X,O,O,X,X,O,X,X,X,X,X,X
SILZTJO,X,O,O,O,X,X,O,X,X,O,O,X,X
SILZTOJ,X,X,O,O,X,X,X,X,X,O,O,X,X
SILZJTO,X,O,O,O,O,X,O,X,X,O,O,X,X
SILZJOT,X,O,O,O,X,X,O,X,X,X,X,X,X
SILZOTJ,X,X,O,O,X,X,O,X,X,X,X,X,X
SILZOJT,X,O,O,O,X,X,O,X,X,X,X,X,X
SILOTJZ,X,X,O,X,X,X,X,X,X,X,O,X,X
SILOTZJ,X,X,O,X,X,X,X,X,X,X,O,X,X
SILOJTZ,X,X,O,X,O,X,X,X,X,X,O,X,X
SILOJZT,X,X,O,O,X,X,O,X,X,X,X,X,X
SILOZTJ,X,X,O,O,X,X,O,X,X,X,X,X,X
SILOZJT,X,O,O,O,X,X,O,X,X,X,X,X,X
SIJTLZO,X,X,O,O,O,X,X,X,X,X,O,X,X
SIJTLOZ,X,X,O,O,O,X,X,X,X,X,O,X,X
SIJTZLO,X,X,O,O,O,X,X,X,X,X,O,X,X
SIJTZOL,X,X,O,O,O,X,X,X,X,X,O,X,X
SIJTOLZ,X,X,X,X,O,X,X,X,X,X,O,X,X
SIJTOZL,X,X,X,X,O,X,X,X,X,X,O,X,X
SIJLTZO,X,X,O,O,O,X,X,X,X,X,O,X,X
SIJLTOZ,X,X,X,X,O,X,X,X,X,X,O,X,X
SIJLZTO,X,X,O,O,O,X,O,X,X,X,O,X,X
SIJLZOT,X,X,O,O,X,X,O,X,X,X,X,X,X
SIJLOTZ,X,X,X,X,O,X,X,X,X,X,O,X,X
SIJLOZT,X,X,O,O,X,X,O,X,X,X,X,X,X
SIJZTLO,X,O,O,O,O,X,O,X,X,X,O,X,X
SIJZTOL,X,O,O,O,O,X,X,X,X,X,O,X,X
SIJZLTO,X,O,O,O,O,X,O,X,X,X,O,X,X
SIJZLOT,X,O,O,O,X,X,O,X,X,X,X,X,X
SIJZOTL,X,O,O,O,X,X,X,X,X,X,X,X,X
SIJZOLT,X,O,O,O,X,X,O,X,X,X,X,X,X
SIJOTLZ,X,X,X,X,O,X,X,X,X,X,O,X,X
SIJOTZL,X,X,X,X,O,X,X,X,X,X,O,X,X
SIJOLTZ,X,X,X,X,O,X,X,X,X,X,O,X,X
SIJOLZT,X,X,X,X,X,X,O,X,X,X,X,X,X
SIJOZTL,X,X,X,X,X,X,X,X,X,X,X,X,X
SIJOZLT,X,X,X,X,X,X,X,X,X,X,X,X,X
SIZTLJO,X,O,O,O,X,X,X,X,X,O,O,X,X
SIZTLOJ,X,O,O,O,X,X,X,X,X,O,O,X,X
SIZTJLO,X,O,O,O,X,X,O,X,X,O,O,X,X
SIZTJOL,X,O,O,O,X,X,X,X,X,O,O,X,X
SIZTOLJ,X,X,O,O,X,X,X,X,X,O,O,X,X
SIZTOJL,X,O,O,O,X,X,X,X,X,O,O,X,X
SIZLTJO,X,O,O,O,X,X,O,X,X,O,O,X,X
SIZLTOJ,X,X,O,O,X,X,X,X,X,O,O,X,X
SIZLJTO,X,O,O,O,X,X,O,X,X,O,O,X,X
SIZLJOT,X,O,O,O,X,X,O,X,X,X,X,X,X
SIZLOTJ,X,X,O,O,X,X,O,X,X,X,X,X,X
SIZLOJT,X,O,O,O,X,X,O,X,X,X,X,X,X
SIZJTLO,X,O,O,O,X,X,O,X,X,O,O,X,X
SIZJTOL,X,O,O,O,X,X,X,X,X,O,O,X,X
SIZJLTO,X,O,O,O,X,X,O,X,X,O,O,X,X
SIZJLOT,X,O,O,O,X,X,O,X,X,X,X,X,X
SIZJOTL,X,O,O,O,X,X,X,X,X,X,X,X,X
SIZJOLT,X,O,O,O,X,X,O,X,X,X,X,X,X
SIZOTLJ,X,X,O,O,X,X,X,X,X,X,X,X,X
SIZOTJL,X,X,O,O,X,X,X,X,X,X,X,X,X
SIZOLTJ,X,X,O,O,X,X,X,X,X,X,X,X,X
SIZOLJT,X,X,O,O,X,X,X,X,X,X,X,X,X
SIZOJTL,X,O,O,O,X,X,X,X,X,X,X,X,X
SIZOJLT,X,O,O,O,X,X,O,X,X,X,X,X,X
SIOTLJZ,X,X,O,X,X,X,X,X,X,X,O,X,X
SIOTLZJ,X,X,O,X,X,X,X,X,X,X,O,X,X
SIOTJLZ,X,X,O,X,X,X,X,X,X,X,O,X,X
SIOTJZL,X,X,O,X,X,X,X,X,X,X,O,X,X
SIOTZLJ,X,X,O,X,X,X,X,X,X,X,O,X,X
SIOTZJL,X,X,O,X,X,X,X,X,X,X,O,X,X
SIOLTJZ,X,X,O,X,X,X,X,X,X,X,O,X,X
SIOLTZJ,X,X,O,X,X,X,X,X,X,X,O,X,X
SIOLJTZ,X,X,O,X,X,X,X,X,X,X,O,X,X
SIOLJZT,X,X,O,X,X,X,O,X,X,X,X,X,X
SIOLZTJ,X,X,O,X,X,X,O,X,X,X,X,X,X
SIOLZJT,X,X,O,X,X,X,O,X,X,X,X,X,X
SIOJTLZ,X,X,O,X,X,X,X,X,X,X,O,X,X
SIOJTZL,X,X,O,X,X,X,X,X,X,X,O,X,X
SIOJLTZ,X,X,O,X,X,X,X,X,X,X,O,X,X
SIOJLZT,X,X,O,X,X,X,O,X,X,X,X,X,X
SIOJZTL,X,X,O,X,X,X,X,X,X,X,X,X,X
