sequence,v115@zgB8GeC8FeD8FeC8EeF8DeD8JeOAJvhFXcBldBUiBS?qBTmBxvB,v115@zgB8GeC8FeD8FeC8EeF8DeD8JeT7IvhFicB3dBWnBV?qBUmBxvB,v115@zgB8GeC8FeD8FeC8EeF8DeD8Jex7IvhFldBelBUiBC?mBTrB3qB,v115@zgB8GeC8FeD8FeC8EeF8DeD8Je07IvhFlcB3dBelBz?lBCnBxvB,v115@zgB8GeC8FeD8FeC8EeF8DeD8Je2AJvhFRdBcmBTiB3?gBFqBSwB,v115@zgB8GeC8FeD8FeC8EeF8DeD8JeyAJvhFRdBGiBXlBl?mBUrBTqB,v115@zgB8GeC8FeD8FeC8EeF8DeD8JeyAJvhFzcBuiB0lBl?mBXlBxvB,v115@zgB8GeC8FeD8FeC8EeF8DeD8JeyAJvhF3dB5mBTgBU?iBerBFqB,v115@zgB8GeC8FeD8FeC8EeF8DeD8JeKAJvhFzbB3dB5mBU?iBerBFqB,v115@zgB8GeC8FeD8FeC8EeF8DeD8JeR9IvhF/lBTiB6rBF?mBUqBmqB,v115@zgB8GeC8FeD8FeC8EeF8DeD8Jex7IvhFuiBTgBihBF?qBXrB8rB,v115@zgB8GeC8FeD8FeC8EeF8DeD8JeyAJvhFUdB5mBTgB3?iBerBFqB,v115@zgB8GeC8FeD8FeC8EeF8DeD8JecBJvhFelB5lBXiBl?iBTrBiqB,v115@zgB8GeC8FeD8FeC8EeF8DeD8JeuCJvhFxgBFqBXrB8?rBTqBirB,v115@zgB8GeC8FeD8FeC8EeF8DeD8Je39IvhFelBChBxmBl?mBUrBTqB
ZSOIJTL,O,X,X,X,X,X,X,X,X,X,X,X,O,X,X
ZSOIJLT,X,X,X,X,X,X,X,X,X,O,X,X,O,X,O
ZSOLTIJ,X,X,O,X,X,X,X,X,X,O,X,X,X,X,X
ZSOLTJI,X,X,O,X,X,O,X,X,X,O,X,X,X,X,X
ZSOLITJ,X,X,O,X,X,X,X,X,X,O,X,X,X,X,X
ZSOLIJT,X,X,X,X,X,X,X,X,X,O,X,X,X,X,X
ZSOLJTI,X,X,O,X,X,O,X,X,X,O,X,X,X,X,X
ZSOLJIT,X,X,O,X,X,X,X,X,X,O,X,X,O,X,X
ZSOJTIL,O,X,O,X,X,X,X,X,X,X,X,X,O,X,X
ZSOJTLI,O,X,O,X,X,X,X,X,X,X,X,X,X,X,X
ZSOJITL,X,X,O,X,X,X,X,X,X,X,X,X,O,X,X
ZSOJILT,X,X,X,X,X,X,X,X,X,O,X,X,O,X,O
ZSOJLTI,X,X,O,X,X,O,X,X,X,O,X,X,X,X,X
ZSOJLIT,X,X,O,X,X,X,X,X,X,O,X,X,O,X,O
ZOTILJS,O,X,O,X,O,X,X,X,X,X,X,X,X,X,X
ZOTILSJ,O,X,O,X,O,X,X,X,X,O,X,X,X,X,X
ZOTIJLS,O,X,O,X,X,O,X,X,X,X,X,X,X,X,X
ZOTIJSL,O,X,O,X,X,X,X,X,X,X,X,X,X,X,X
ZOTISLJ,O,X,O,X,X,X,X,X,X,O,X,X,X,X,X
ZOTISJL,O,X,O,X,X,X,X,X,X,X,X,X,X,X,X
ZOTLIJS,X,X,O,X,O,X,X,X,X,X,X,X,X,X,X
ZOTLISJ,X,X,O,X,O,X,X,X,X,O,X,X,X,X,X
ZOTLJIS,X,X,O,X,O,O,X,X,X,X,X,X,X,X,X
ZOTLJSI,O,X,O,X,O,O,X,X,X,X,X,X,X,X,X
ZOTLSIJ,X,X,O,X,O,X,X,X,X,O,X,X,X,X,X
ZOTLSJI,O,X,O,X,O,X,X,X,X,O,X,X,X,X,X
ZOTJILS,X,X,O,X,X,O,X,X,X,X,X,X,X,X,X
ZOTJISL,X,X,O,X,X,X,X,X,X,X,X,X,O,X,X
ZOTJLIS,X,X,O,X,X,O,X,X,X,X,X,X,X,X,X
ZOTJLSI,X,X,O,X,X,O,X,X,X,X,X,X,X,X,X
ZOTJSIL,X,X,O,X,X,X,X,X,X,X,X,X,O,X,X
ZOTJSLI,X,X,O,X,X,X,X,X,X,X,X,X,X,X,X
ZOTSILJ,X,X,O,X,X,X,X,X,X,O,X,X,X,X,X
ZOTSIJL,O,X,O,X,X,X,X,X,X,X,X,X,X,X,X
ZOTSLIJ,X,X,O,X,X,X,X,X,X,O,X,X,X,X,X
ZOTSLJI,X,X,O,X,X,X,X,X,X,O,X,X,X,X,X
ZOTSJIL,O,X,O,X,X,X,X,X,X,X,X,X,O,X,X
ZOTSJLI,O,X,O,X,X,X,X,X,X,X,X,X,X,X,X
ZOITLJS,O,X,O,X,O,X,X,X,X,X,X,X,X,X,X
ZOITLSJ,O,X,O,X,O,X,X,X,X,O,X,X,X,X,X
ZOITJLS,O,X,O,X,X,O,X,X,X,X,X,X,X,X,X
ZOITJSL,O,X,O,X,X,X,X,X,X,X,X,X,X,X,X
ZOITSLJ,O,X,O,X,X,X,X,X,X,O,X,X,X,X,X
ZOITSJL,O,X,O,X,X,X,X,X,X,X,X,X,X,X,X
ZOILTJS,O,X,O,X,O,X,X,X,X,X,X,X,X,X,X
ZOILTSJ,O,X,O,X,O,X,X,X,X,O,X,X,X,X,X
ZOILJTS,O,X,O,X,O,X,X,X,X,X,X,X,X,X,X
ZOILJST,O,X,O,X,O,X,X,X,X,O,X,X,X,X,X
ZOILSTJ,O,X,O,X,O,X,X,X,X,O,X,X,X,X,X
ZOILSJT,O,X,X,X,O,X,X,X,X,O,X,X,X,X,X
ZOIJTLS,O,X,O,X,X,X,X,X,X,X,X,X,X,X,X
ZOIJTSL,O,X,O,X,X,X,X,X,X,X,X,X,O,X,X
ZOIJLTS,O,X,O,X,X,X,X,X,X,X,X,X,X,X,X
ZOIJLST,O,X,O,X,X,X,X,X,X,O,X,X,O,X,O
ZOIJSTL,O,X,O,X,X,X,X,X,X,X,X,X,O,X,X
ZOIJSLT,O,X,X,X,X,X,X,X,X,O,X,X,O,X,O
ZOISTLJ,O,X,O,X,X,X,X,X,X,O,X,X,X,X,X
ZOISTJL,O,X,O,X,X,X,X,X,X,X,X,X,X,X,X
ZOISLTJ,O,X,X,X,X,X,X,X,X,O,X,X,X,X,X
ZOISLJT,O,X,X,X,X,X,X,X,X,O,X,X,X,X,X
ZOISJTL,O,X,X,X,X,X,X,X,X,X,X,X,O,X,X
ZOISJLT,O,X,X,X,X,X,X,X,X,O,X,X,O,X,O
ZOLTIJS,X,X,O,X,O,X,X,X,X,X,X,X,X,X,X
ZOLTISJ,X,X,O,X,O,X,X,X,X,O,X,X,X,X,X
ZOLTJIS,X,X,O,X,O,X,X,X,X,X,X,X,X,X,X
ZOLTJSI,O,X,O,X,O,X,X,X,X,X,X,X,X,X,X
ZOLTSIJ,X,X,O,X,O,X,X,X,X,O,X,X,X,X,X
ZOLTSJI,O,X,O,X,O,X,X,X,X,O,X,X,X,X,X
ZOLITJS,X,X,O,X,O,X,X,X,X,X,X,X,X,X,X
ZOLITSJ,X,X,O,X,O,X,X,X,X,O,X,X,X,X,X
ZOLIJTS,X,X,O,X,O,X,X,X,X,X,X,X,X,X,X
ZOLIJST,X,X,O,X,O,X,X,X,X,O,X,X,X,X,X
ZOLISTJ,X,X,O,X,O,X,X,X,X,O,X,X,X,X,X
ZOLISJT,X,X,X,X,O,X,X,X,X,O,X,X,X,X,X
ZOLJTIS,X,X,O,X,O,X,X,X,X,X,X,X,X,X,X
ZOLJTSI,O,X,O,X,O,X,X,X,X,X,X,X,X,X,X
ZOLJITS,X,X,O,X,O,X,X,X,X,X,X,X,X,X,X
ZOLJIST,X,X,O,X,O,X,X,X,X,O,X,X,O,X,X
ZOLJSTI,O,X,O,X,O,X,X,X,X,O,X,X,X,X,X
ZOLJSIT,X,X,O,X,O,X,X,X,X,O,X,X,O,X,X
ZOLSTIJ,X,X,O,X,O,X,X,X,X,O,X,X,X,X,X
ZOLSTJI,O,X,O,X,O,X,X,X,X,O,X,X,X,X,X
ZOLSITJ,X,X,O,X,O,X,X,X,X,O,X,X,X,X,X
ZOLSIJT,X,X,X,X,O,X,X,X,X,O,X,X,X,X,X
ZOLSJTI,O,X,O,X,O,X,X,X,X,O,X,X,X,X,X
ZOLSJIT,X,X,O,X,O,X,X,X,X,O,X,X,O,X,X
ZOJTILS,X,X,O,X,X,X,X,X,X,X,X,X,X,X,X
ZOJTISL,X,X,O,X,X,X,X,X,X,X,X,X,O,X,X
ZOJTLIS,X,X,O,X,X,X,X,X,X,X,X,X,X,X,X
ZOJTLSI,X,X,O,X,X,X,X,X,X,X,X,X,X,X,X
ZOJTSIL,X,X,O,X,X,X,X,X,X,X,X,X,O,X,X
ZOJTSLI,X,X,O,X,X,X,X,X,X,X,X,X,X,X,X
ZOJITLS,X,X,O,X,X,X,X,X,X,X,X,X,X,X,X
ZOJITSL,X,X,O,X,X,X,X,X,X,X,X,X,O,X,X
ZOJILTS,X,X,O,X,X,X,X,X,X,X,X,X,X,X,X
ZOJILST,X,X,O,X,X,X,X,X,X,O,X,X,O,X,O
ZOJISTL,X,X,O,X,X,X,X,X,X,X,X,X,O,X,X
ZOJISLT,X,X,X,X,X,X,X,X,X,O,X,X,O,X,O
ZOJLTIS,X,X,O,X,X,X,X,X,X,X,X,X,X,X,X
ZOJLTSI,X,X,O,X,X,X,X,X,X,X,X,X,X,X,X
ZOJLITS,X,X,O,X,X,X,X,X,X,X,X,X,X,X,X
ZOJLIST,X,X,O,X,X,X,X,X,X,O,X,X,O,X,O
ZOJLSTI,X,X,O,X,X,X,X,X,X,O,X,X,X,X,X
ZOJLSIT,X,X,O,X,X,X,X,X,X,O,X,X,O,X,O
ZOJSTIL,X,X,O,X,X,X,X,X,X,X,X,X,O,X,X
ZOJSTLI,X,X,O,X,X,X,X,X,X,X,X,X,X,X,X
ZOJSITL,X,X,O,X,X,X,X,X,X,X,X,X,O,X,X
ZOJSILT,X,X,X,X,X,X,X,X,X,O,X,X,O,X,O
ZOJSLTI,X,X,O,X,X,X,X,X,X,O,X,X,X,X,X
ZOJSLIT,X,X,O,X,X,X,X,X,X,O,X,X,O,X,O
ZOSTILJ,X,X,O,X,X,X,X,X,X,O,X,X,X,X,X
ZOSTIJL,O,X,O,X,X,X,X,X,X,X,X,X,X,X,X
ZOSTLIJ,X,X,O,X,X,X,X,X,X,O,X,X,X,X,X
ZOSTLJI,X,X,O,X,X,X,X,X,X,O,X,X,X,X,X
ZOSTJIL,O,X,O,X,X,X,X,X,X,X,X,X,O,X,X
ZOSTJLI,O,X,O,X,X,X,X,X,X,X,X,X,X,X,X
ZOSITLJ,X,X,O,X,X,X,X,X,X,O,X,X,X,X,X
ZOSITJL,O,X,O,X,X,X,X,X,X,X,X,X,X,X,X
ZOSILTJ,X,X,X,X,X,X,X,X,X,O,X,X,X,X,X
ZOSILJT,X,X,X,X,X,X,X,X,X,O,X,X,X,X,X
ZOSIJTL,O,X,X,X,X,X,X,X,X,X,X,X,O,X,X
ZOSIJLT,X,X,X,X,X,X,X,X,X,O,X,X,O,X,O
ZOSLTIJ,X,X,O,X,X,X,X,X,X,O,X,X,X,X,X
ZOSLTJI,X,X,O,X,X,X,X,X,X,O,X,X,X,X,X
ZOSLITJ,X,X,O,X,X,X,X,X,X,O,X,X,X,X,X
ZOSLIJT,X,X,X,X,X,X,X,X,X,O,X,X,X,X,X
ZOSLJTI,X,X,O,X,X,X,X,X,X,O,X,X,X,X,X
ZOSLJIT,X,X,O,X,X,X,X,X,X,O,X,X,O,X,X
ZOSJTIL,O,X,O,X,X,X,X,X,X,X,X,X,O,X,X
ZOSJTLI,O,X,O,X,X,X,X,X,X,X,X,X,X,X,X
ZOSJITL,X,X,O,X,X,X,X,X,X,X,X,X,O,X,X
ZOSJILT,X,X,X,X,X,X,X,X,X,O,X,X,O,X,O
ZOSJLTI,X,X,O,X,X,X,X,X,X,O,X,X,X,X,X
ZOSJLIT,X,X,O,X,X,X,X,X,X,O,X,X,O,X,O
OTILJSZ,O,O,O,X,X,X,O,X,X,X,X,X,X,X,X
OTILJZS,O,O,O,X,O,X,O,X,X,X,X,X,X,X,X
OTILSJZ,O,O,X,X,X,X,O,X,X,X,X,X,X,X,X
OTILSZJ,O,O,X,X,O,X,X,X,X,X,X,X,X,X,X
OTILZJS,O,O,X,X,O,X,O,X,X,X,X,X,X,X,X
OTILZSJ,O,O,X,X,O,X,O,X,X,O,X,X,X,X,X
OTIJLSZ,O,O,O,X,X,X,O,X,X,X,X,X,X,X,X
OTIJLZS,O,O,O,X,O,O,O,X,X,X,X,X,X,X,X
OTIJSLZ,O,O,O,X,X,X,O,X,X,X,O,X,X,X,X
OTIJSZL,O,O,O,X,X,O,O,X,X,X,X,X,X,X,X
OTIJZLS,X,O,O,X,X,O,O,X,X,X,X,X,X,X,X
OTIJZSL,X,O,O,X,X,X,O,X,X,X,X,X,X,X,X
OTISLJZ,O,O,X,X,X,X,O,X,X,X,O,X,X,X,X
OTISLZJ,O,O,X,X,O,X,X,X,X,X,X,X,X,X,X
OTISJLZ,O,O,X,X,X,X,O,X,X,X,O,X,X,X,X
OTISJZL,O,O,X,X,X,O,O,X,X,X,X,X,X,X,X
OTISZLJ,X,O,X,X,X,X,O,X,X,X,X,X,X,X,X
OTISZJL,O,O,X,X,X,X,O,X,X,X,X,X,X,X,X
OTIZLJS,O,O,O,X,O,X,O,X,X,X,X,X,X,X,X
OTIZLSJ,O,O,O,X,O,X,O,X,X,O,X,X,X,X,X
OTIZJLS,O,O,O,X,X,O,O,X,X,X,X,X,X,X,X
OTIZJSL,O,O,O,X,X,X,O,X,X,X,X,X,X,X,X
OTIZSLJ,O,O,O,X,X,X,O,X,X,O,X,X,X,X,X
OTIZSJL,O,O,O,X,X,X,O,X,X,X,X,X,X,X,X
OTLIJSZ,O,O,O,X,X,X,O,X,O,X,X,X,X,X,X
OTLIJZS,O,O,O,X,O,X,O,X,O,X,X,X,X,X,X
OTLISJZ,O,O,X,X,X,X,O,X,O,X,X,X,X,X,X
OTLISZJ,O,O,X,X,O,X,X,X,X,X,X,X,X,X,X
OTLIZJS,O,O,X,X,O,X,O,X,X,X,X,X,X,X,X
OTLIZSJ,O,O,X,X,O,X,O,X,X,O,X,X,X,X,X
OTLJISZ,O,O,O,X,X,X,O,X,O,X,X,X,X,X,X
OTLJIZS,O,X,O,X,O,O,O,X,O,X,X,X,X,X,X
OTLJSIZ,O,O,O,X,X,X,O,X,O,X,O,X,X,X,X
OTLJSZI,O,O,X,X,X,X,X,X,O,X,O,X,X,X,X
OTLJZIS,X,X,O,X,O,O,O,X,O,X,X,X,X,X,X
OTLJZSI,O,O,O,X,O,O,X,X,O,X,X,X,X,X,X
OTLSIJZ,X,O,X,X,X,X,X,X,O,X,O,X,X,X,X
OTLSIZJ,X,O,X,X,O,X,X,X,X,X,X,X,X,X,X
OTLSJIZ,O,O,O,X,X,X,O,X,O,X,O,X,X,X,X
OTLSJZI,O,O,X,X,X,X,X,X,O,X,O,X,X,X,X
OTLSZIJ,X,O,X,X,O,X,X,X,X,X,X,X,X,X,X
OTLSZJI,X,O,X,X,O,X,X,X,O,X,O,X,X,X,X
OTLZIJS,X,O,O,X,O,X,X,X,X,X,X,X,X,X,X
OTLZISJ,X,O,O,X,O,X,X,X,X,O,X,X,X,X,X
OTLZJIS,X,O,O,X,O,X,O,X,O,X,X,X,X,X,X
OTLZJSI,O,O,O,X,O,X,X,X,O,X,X,X,X,X,X
OTLZSIJ,X,O,O,X,O,X,X,X,X,O,X,X,X,X,X
OTLZSJI,O,O,O,X,O,X,X,X,O,O,X,X,X,X,X
OTJILSZ,X,O,O,X,X,X,O,O,O,X,X,X,X,X,X
OTJILZS,X,O,O,X,O,O,O,X,O,X,X,O,X,X,X
OTJISLZ,X,O,O,X,X,X,O,O,O,X,O,X,X,X,X
OTJISZL,X,O,O,X,X,O,O,X,X,X,X,X,O,X,X
OTJIZLS,X,O,O,X,X,O,O,X,X,X,X,O,X,X,X
OTJIZSL,X,O,O,X,X,X,O,X,X,X,X,X,O,X,X
OTJLISZ,X,O,O,X,X,X,O,O,O,X,X,X,X,X,X
OTJLIZS,X,X,O,X,O,O,O,X,O,X,X,O,X,X,X
OTJLSIZ,X,O,O,X,X,X,O,O,O,X,O,X,X,X,X
OTJLSZI,X,O,X,X,X,X,X,X,O,X,O,X,X,X,X
OTJLZIS,X,X,O,X,O,O,O,X,O,X,X,X,X,X,X
OTJLZSI,X,O,O,X,O,O,X,X,O,X,X,X,X,X,X
OTJSILZ,X,O,O,X,X,X,O,O,O,X,O,X,X,X,X
OTJSIZL,X,O,O,X,X,O,O,X,X,X,X,X,O,X,X
OTJSLIZ,X,O,O,X,X,X,O,O,O,X,O,X,X,X,X
OTJSLZI,X,O,X,X,X,X,X,X,O,X,O,X,X,X,X
OTJSZIL,X,O,O,X,X,O,X,X,X,X,X,X,O,O,X
OTJSZLI,X,O,O,X,X,O,X,X,X,X,O,X,X,X,X
OTJZILS,X,O,O,X,X,O,O,X,X,X,X,X,X,X,X
OTJZISL,X,O,O,X,X,X,O,X,X,X,X,X,O,X,X
OTJZLIS,X,O,O,X,X,O,O,X,X,X,X,X,X,X,X
OTJZLSI,X,O,O,X,X,O,X,X,X,X,X,X,X,X,X
OTJZSIL,X,O,O,X,X,X,X,X,X,X,X,X,O,X,X
OTJZSLI,X,O,O,X,X,X,X,X,X,X,O,X,X,X,X
OTSILJZ,X,O,X,X,X,X,O,X,X,X,O,X,X,X,X
OTSILZJ,X,O,X,X,O,X,X,X,X,X,X,X,X,X,X
OTSIJLZ,X,O,X,X,X,X,O,X,X,X,O,X,X,X,X
OTSIJZL,X,O,X,X,X,O,O,X,X,X,X,X,X,X,X
OTSIZLJ,X,O,X,X,X,X,O,X,X,X,X,X,X,X,X
OTSIZJL,X,O,X,X,X,X,O,X,X,X,X,X,X,X,X
OTSLIJZ,X,O,X,X,X,X,X,X,O,X,O,X,X,X,X
OTSLIZJ,X,O,X,X,O,X,X,X,X,X,X,X,X,X,X
OTSLJIZ,X,O,O,X,X,X,O,X,O,X,O,X,X,X,X
OTSLJZI,X,O,X,X,X,X,X,X,O,X,O,X,X,X,X
OTSLZIJ,X,O,X,X,O,X,X,X,X,X,X,X,X,X,X
OTSLZJI,X,O,X,X,O,X,X,X,O,X,O,X,X,X,X
OTSJILZ,X,O,O,X,X,X,O,O,O,X,O,X,X,X,X
OTSJIZL,X,O,O,X,X,O,O,X,X,X,X,X,O,X,X
OTSJLIZ,X,O,O,X,X,X,O,O,O,X,O,X,X,X,X
OTSJLZI,X,O,X,X,X,X,X,X,O,X,O,X,X,X,X
OTSJZIL,X,O,O,X,X,O,X,X,X,X,X,X,O,O,X
OTSJZLI,X,O,O,X,X,O,X,X,X,X,O,X,X,X,X
OTSZILJ,X,O,O,X,X,X,X,X,X,X,X,X,X,X,X
OTSZIJL,X,O,O,X,X,X,X,X,X,X,X,X,X,O,X
OTSZLIJ,X,O,O,X,X,X,X,X,X,X,X,X,X,X,X
OTSZLJI,X,O,O,X,X,X,X,X,X,X,O,X,X,X,X
OTSZJIL,X,O,O,X,X,X,X,X,X,X,X,X,O,O,X
OTSZJLI,X,O,O,X,X,X,X,X,X,X,O,X,X,X,X
OTZILJS,O,O,O,X,O,X,O,X,X,X,X,X,X,X,X
OTZILSJ,O,O,O,X,O,X,O,X,X,O,X,X,X,X,X
OTZIJLS,O,O,O,X,X,O,O,X,X,X,X,X,X,X,X
OTZIJSL,O,O,O,X,X,X,O,X,X,X,X,X,X,X,X
OTZISLJ,O,O,O,X,X,X,O,X,X,O,X,X,X,X,X
OTZISJL,O,O,O,X,X,X,O,X,X,X,X,X,X,X,X
OTZLIJS,X,O,O,X,O,X,X,X,X,X,X,X,X,X,X
OTZLISJ,X,O,O,X,O,X,X,X,X,O,X,X,X,X,X
OTZLJIS,X,O,O,X,O,O,O,X,X,X,X,X,X,X,X
OTZLJSI,O,O,O,X,O,O,X,X,X,X,X,X,X,X,X
OTZLSIJ,X,O,O,X,O,X,X,X,X,O,X,X,X,X,X
OTZLSJI,O,O,O,X,O,X,X,X,X,O,X,X,X,X,X
OTZJILS,X,O,O,X,X,O,O,X,X,X,X,X,X,X,X
OTZJISL,X,O,O,X,X,X,O,X,X,X,X,X,O,X,X
OTZJLIS,X,O,O,X,X,O,O,X,X,X,X,X,X,X,X
OTZJLSI,X,O,O,X,X,O,X,X,X,X,X,X,X,X,X
OTZJSIL,X,O,O,X,X,X,X,X,X,X,X,X,O,X,X
OTZJSLI,X,O,O,X,X,X,X,X,X,X,O,X,X,X,X
OTZSILJ,X,O,O,X,X,X,X,X,X,O,X,X,X,X,X
OTZSIJL,O,O,O,X,X,X,X,X,X,X,X,X,X,X,X
OTZSLIJ,X,O,O,X,X,X,X,X,X,O,X,X,X,X,X
OTZSLJI,X,O,O,X,X,X,X,X,X,O,O,X,X,X,X
OTZSJIL,O,O,O,X,X,X,X,X,X,X,X,X,O,X,X
OTZSJLI,O,O,O,X,X,X,X,X,X,X,O,X,X,X,X
OITLJSZ,O,O,O,O,X,X,O,X,X,X,X,X,X,X,X
OITLJZS,O,O,O,O,O,X,O,X,X,X,X,X,X,X,X
OITLSJZ,O,O,X,O,X,X,O,X,X,X,X,X,X,X,X
OITLSZJ,O,O,X,O,O,X,X,X,X,X,X,X,X,X,X
OITLZJS,O,O,X,O,O,X,O,X,X,X,X,X,X,X,X
OITLZSJ,O,O,X,O,O,X,O,X,X,O,X,X,X,X,X
OITJLSZ,O,O,O,O,X,X,O,X,X,X,X,X,X,X,X
OITJLZS,O,O,O,O,O,O,O,X,X,X,X,X,X,X,X
OITJSLZ,O,O,O,O,X,X,O,X,X,X,X,X,X,X,X
OITJSZL,O,O,O,O,X,O,O,X,X,X,X,X,X,X,X
OITJZLS,X,O,O,O,X,O,O,X,X,X,X,X,X,X,X
OITJZSL,X,O,O,O,X,X,O,X,X,X,X,X,X,X,X
OITSLJZ,O,O,X,O,X,X,O,X,X,X,X,X,X,X,X
OITSLZJ,O,O,X,O,O,X,X,X,X,X,X,X,X,X,X
OITSJLZ,O,O,X,O,X,X,O,X,X,X,X,X,X,X,X
OITSJZL,O,O,X,O,X,O,O,X,X,X,X,X,X,X,X
OITSZLJ,O,O,X,X,X,X,O,X,X,X,X,X,X,X,X
OITSZJL,O,O,X,O,X,X,O,X,X,X,X,X,X,X,X
OITZLJS,O,O,O,X,O,X,O,X,X,X,X,X,X,X,X
OITZLSJ,O,O,O,X,O,X,O,X,X,O,X,X,X,X,X
OITZJLS,O,O,O,X,X,O,O,X,X,X,X,X,X,X,X
OITZJSL,O,O,O,X,X,X,O,X,X,X,X,X,X,X,X
OITZSLJ,O,O,O,X,X,X,O,X,X,O,X,X,X,X,X
OITZSJL,O,O,O,X,X,X,O,X,X,X,X,X,X,X,X
OILTJSZ,O,X,O,O,X,X,X,X,X,X,X,X,X,X,X
OILTJZS,O,X,O,O,O,X,X,X,X,X,X,X,X,X,X
OILTSJZ,O,X,X,O,X,X,X,X,X,X,X,X,X,X,X
OILTSZJ,O,X,X,O,O,X,X,X,X,X,X,X,X,X,X
OILTZJS,O,X,X,O,O,X,X,X,X,X,X,X,X,X,X
OILTZSJ,O,X,X,O,O,X,X,X,X,O,X,X,X,X,X
OILJTSZ,O,X,O,O,X,X,X,X,X,X,X,X,X,X,X
OILJTZS,O,X,O,O,O,X,X,X,X,X,X,X,X,X,X
OILJSTZ,O,X,O,O,X,X,X,X,X,X,X,X,X,X,X
OILJSZT,O,X,O,O,X,X,X,X,X,X,X,X,X,X,X
OILJZTS,O,X,O,O,O,X,X,X,X,X,X,X,X,X,X
OILJZST,O,X,O,O,O,X,X,X,X,O,X,X,X,X,X
OILSTJZ,O,X,X,O,X,X,X,X,X,X,X,X,X,X,X
OILSTZJ,O,X,X,O,O,X,X,X,X,X,X,X,X,X,X
OILSJTZ,O,X,X,O,X,X,X,X,X,X,X,X,X,X,X
OILSJZT,O,X,X,O,X,X,X,X,X,X,X,X,X,X,X
OILSZTJ,O,X,X,O,O,X,X,X,X,O,X,X,X,X,X
OILSZJT,O,X,X,O,O,X,X,X,X,O,X,X,X,X,X
OILZTJS,O,X,O,O,O,X,X,X,X,X,X,X,X,X,X
OILZTSJ,O,X,O,O,O,X,X,X,X,O,X,X,X,X,X
OILZJTS,O,X,O,O,O,X,X,X,X,X,X,X,X,X,X
OILZJST,O,X,O,O,O,X,X,X,X,O,X,X,X,X,X
OILZSTJ,O,X,O,O,O,X,X,X,X,O,X,X,X,X,X
OILZSJT,O,X,X,O,O,X,X,X,X,O,X,X,X,X,X
OIJTLSZ,O,O,O,O,X,X,O,O,O,X,X,X,X,X,X
OIJTLZS,O,O,O,O,O,O,O,X,O,X,X,O,X,X,X
OIJTSLZ,O,O,O,O,X,X,O,O,O,X,X,X,X,X,X
OIJTSZL,O,O,O,O,X,O,O,X,X,X,X,X,O,X,X
OIJTZLS,X,O,O,O,X,O,O,X,X,X,X,O,X,X,X
OIJTZSL,X,O,O,O,X,X,O,X,X,X,X,X,O,X,X
OIJLTSZ,O,O,O,O,X,X,X,X,X,X,X,X,X,X,X
OIJLTZS,O,O,O,O,O,X,X,X,X,X,X,X,X,X,X
OIJLSTZ,O,O,O,O,X,X,X,O,X,X,X,X,X,X,X
OIJLSZT,O,X,O,O,X,X,X,O,X,X,X,X,O,X,O
OIJLZTS,O,X,O,O,O,X,X,X,X,X,X,O,X,X,X
OIJLZST,O,X,O,O,O,X,X,X,X,O,X,O,O,X,X
OIJSTLZ,O,O,O,O,X,X,X,O,O,X,X,X,X,X,X
OIJSTZL,O,O,O,O,X,X,X,X,X,X,X,X,O,X,X
OIJSLTZ,O,O,O,O,X,X,X,O,X,X,X,X,X,X,X
OIJSLZT,O,X,O,O,X,X,X,O,X,X,X,X,O,X,O
OIJSZTL,O,X,O,O,X,X,X,X,X,X,X,X,O,X,X
OIJSZLT,O,X,X,O,X,X,X,X,X,X,X,X,O,X,X
OIJZTLS,O,X,O,O,X,X,O,X,X,X,X,O,X,X,X
OIJZTSL,O,X,O,O,X,X,O,X,X,X,X,X,O,X,X
OIJZLTS,O,X,O,O,X,X,O,X,X,X,X,O,X,X,X
OIJZLST,O,X,O,O,X,X,X,X,X,O,X,O,O,X,X
OIJZSTL,O,X,O,O,X,X,X,X,X,X,X,X,O,X,X
OIJZSLT,O,X,X,O,X,X,X,X,X,O,X,X,O,X,X
OISTLJZ,O,O,X,O,X,X,X,X,X,X,X,X,X,X,X
OISTLZJ,O,O,X,O,O,X,X,X,X,X,X,X,X,X,X
OISTJLZ,O,O,X,O,X,X,X,X,X,X,X,X,X,X,X
OISTJZL,O,O,X,O,X,O,X,X,X,X,X,X,X,X,X
OISTZLJ,O,O,X,X,X,X,X,X,X,X,X,X,X,X,X
OISTZJL,O,O,X,O,X,X,X,X,X,X,X,X,X,X,X
OISLTJZ,O,O,X,O,X,X,X,X,X,X,X,X,X,X,X
OISLTZJ,O,O,X,O,O,X,X,X,X,X,X,X,X,X,X
OISLJTZ,O,X,X,O,X,X,X,X,X,X,X,X,X,X,X
OISLJZT,O,X,X,O,X,X,X,X,X,X,X,X,X,X,X
OISLZTJ,O,X,X,O,O,X,X,X,X,O,X,X,X,X,X
OISLZJT,O,X,X,O,O,X,X,X,X,O,X,X,X,X,X
OISJTLZ,O,O,X,O,X,X,X,O,O,X,X,X,X,X,X
OISJTZL,O,O,X,O,X,X,X,X,X,X,X,X,O,X,X
OISJLTZ,O,O,X,O,X,X,X,O,X,X,X,X,X,X,X
OISJLZT,O,X,X,O,X,X,X,O,X,X,X,X,O,X,O
OISJZTL,O,X,X,O,X,X,X,X,X,X,X,X,O,X,X
OISJZLT,O,X,X,O,X,X,X,X,X,X,X,X,O,X,X
