sequence,v115@zgA8GeD8FeD8FeF8EeE8DeB8JeF7IvhF0cB6iB3gBT?mB2sBxwB,v115@zgA8GeD8FeD8FeF8EeE8DeB8JeU7IvhFGcBTdBylB3?mB1sBxwB,v115@zgA8GeD8FeD8FeF8EeE8DeB8JeF7IvhFxcB3gBqnBm?mBTrBUsB,v115@zgA8GeD8FeD8FeF8EeE8DeB8JeU7IvhFFcBXdBqnBm?lBzmBxwB,v115@zgA8GeD8FeD8FeF8EeE8DeB8JeR7IvhFSiBTgB/mBU?iB2wBlsB,v115@zgA8GeD8FeD8FeF8EeE8DeB8JeR7IvhFWiBigBFmB0?nB3rBTsB,v115@zgA8GeD8FeD8FeF8EeE8DeB8JeaAJvhFzbBWiBFmBX?nB0nBxwB,v115@zgA8GeD8FeD8FeF8EeE8DeB8JeU7IvhFWiBZmB3gBT?iBqrBlsB,v115@zgA8GeD8FeD8FeF8EeE8DeB8JeU7IvhFzcB+iBZmB3?gBqrBlsB,v115@zgA8GeD8FeD8FeF8EeE8DeB8JeR7IvhFTgBcnBOrBl?mB3sBCsB,v115@zgA8GeD8FeD8FeF8EeE8DeB8JeaAJvhFxcBGhBTiB0?rBlsBfrB,v115@zgA8GeD8FeD8FeF8EeE8DeB8Je37IvhFWiBZmBUgBT?iBqrBlsB,v115@zgA8GeD8FeD8FeF8EeE8DeB8Je/BJvhF0gBZnBqnBF?gBTrBGsB,v115@zgA8GeD8FeD8FeF8EeE8DeB8JeaAJvhFxhB0rBlsBf?rBGrBTsB,v115@zgA8GeD8FeD8FeF8EeE8DeB8JeU7IvhFmhBqnBxlBF?mB3rBTsB
ZSIJOLT,O,X,X,O,X,X,X,X,X,O,X,X,X,X,X
ZSIOTLJ,O,X,X,O,X,O,X,X,X,X,X,X,X,X,X
ZSIOTJL,O,X,X,X,X,X,X,X,X,O,X,X,X,X,X
ZSIOLTJ,O,X,X,O,X,X,X,X,X,X,X,X,O,X,X
ZSIOLJT,O,X,X,O,X,X,X,X,X,O,X,X,O,X,O
ZSIOJTL,O,X,X,O,X,X,X,X,X,O,X,X,X,X,X
ZSIOJLT,O,X,X,O,X,X,X,X,X,O,X,X,X,X,X
ZSLTIJO,O,X,X,O,X,O,X,O,O,X,X,X,X,O,O
ZSLTIOJ,O,X,O,O,X,O,X,X,X,X,X,X,X,O,X
ZSLTJIO,O,X,X,X,X,O,X,O,O,X,X,X,X,O,O
ZSLTJOI,O,O,X,X,X,O,X,X,O,X,O,X,X,X,X
ZSLTOIJ,O,X,O,X,X,O,X,X,X,X,X,X,X,O,X
ZSLTOJI,O,O,O,X,X,O,X,X,X,X,O,X,X,X,X
ZSLITJO,O,O,X,O,X,O,X,O,O,X,X,X,X,X,O
ZSLITOJ,O,O,O,O,X,O,X,X,X,X,X,X,X,X,X
ZSLIJTO,O,O,X,O,X,O,X,O,X,X,X,X,X,X,O
ZSLIJOT,X,X,X,O,X,X,X,O,X,X,X,X,X,X,O
ZSLIOTJ,O,X,X,O,X,X,X,X,X,X,X,X,X,X,X
ZSLIOJT,X,X,X,O,X,X,X,X,X,X,X,X,X,X,O
ZSLJTIO,O,X,X,X,X,O,X,X,X,X,X,X,X,X,O
ZSLJTOI,O,O,X,X,X,O,X,X,X,X,O,X,X,X,X
ZSLJITO,X,O,X,O,X,O,X,O,X,X,X,X,X,X,O
ZSLJIOT,X,X,X,O,X,X,X,O,X,X,X,X,X,X,O
ZSLJOTI,X,X,X,X,X,O,X,X,X,O,X,X,X,X,X
ZSLJOIT,X,X,X,X,X,X,X,X,X,O,X,X,X,X,O
ZSLOTIJ,O,X,O,X,X,X,X,X,X,X,X,X,O,X,X
ZSLOTJI,O,X,O,X,X,X,X,X,X,X,X,X,X,X,X
ZSLOITJ,X,X,O,O,X,X,X,X,X,X,X,X,O,X,X
ZSLOIJT,X,X,X,O,X,X,X,X,X,O,X,X,O,X,O
ZSLOJTI,X,X,O,X,X,O,X,X,X,O,X,X,X,X,X
ZSLOJIT,X,X,O,X,X,X,X,X,X,O,X,X,O,X,O
ZSJTILO,O,X,X,O,X,O,X,X,X,X,X,X,X,X,X
ZSJTIOL,X,O,X,O,X,X,X,X,X,X,X,X,X,X,X
ZSJTLIO,O,X,X,X,X,O,X,X,X,X,X,X,X,X,X
ZSJTLOI,O,X,X,X,X,O,X,X,X,X,O,X,X,X,X
ZSJTOIL,X,O,X,X,X,X,X,X,X,O,X,X,X,X,X
ZSJTOLI,O,O,X,X,X,O,X,X,X,O,O,X,X,X,X
ZSJITLO,O,X,X,O,X,O,X,X,X,X,X,X,X,X,X
ZSJITOL,X,O,X,O,X,X,X,X,X,X,X,X,X,X,X
ZSJILTO,O,X,X,O,X,O,X,X,X,X,X,X,X,X,O
ZSJILOT,X,X,X,O,X,X,X,X,X,X,X,X,X,X,O
ZSJIOTL,X,X,X,O,X,X,X,X,X,O,X,X,X,X,X
ZSJIOLT,X,X,X,O,X,X,X,X,X,O,X,X,X,X,X
ZSJLTIO,O,X,X,X,X,O,X,X,X,X,X,X,X,X,O
ZSJLTOI,O,X,X,X,X,O,X,X,X,X,O,X,X,X,X
ZSJLITO,O,X,X,X,X,O,X,X,X,X,X,X,X,X,O
ZSJLIOT,X,X,X,X,X,X,X,X,X,X,X,X,X,X,O
ZSJLOTI,O,X,X,X,X,O,X,X,X,O,X,X,X,X,X
ZSJLOIT,X,X,X,X,X,X,X,X,X,O,X,X,X,X,O
ZSJOTIL,X,X,X,X,X,X,X,X,X,O,X,X,X,X,X
ZSJOTLI,O,X,X,X,X,O,X,X,X,O,X,X,X,X,X
ZSJOITL,X,X,X,X,X,X,X,X,X,O,X,X,X,X,X
ZSJOILT,X,X,X,X,X,X,X,X,X,O,X,X,X,X,X
ZSJOLTI,O,X,X,X,X,O,X,X,X,O,X,X,X,X,X
ZSJOLIT,X,X,X,X,X,X,X,X,X,O,X,X,O,X,X
ZSOTILJ,O,X,O,X,X,O,X,X,X,X,X,X,X,X,X
ZSOTIJL,X,X,O,X,X,X,X,X,X,O,X,X,X,X,X
ZSOTLIJ,O,X,O,X,X,O,X,X,X,X,X,X,O,X,X
ZSOTLJI,O,X,O,X,X,O,X,X,X,X,X,X,X,X,X
ZSOTJIL,X,X,O,X,X,X,X,X,X,O,X,X,X,X,X
ZSOTJLI,X,X,O,X,X,O,X,X,X,O,X,X,X,X,X
ZSOITLJ,O,X,O,X,X,O,X,X,X,X,X,X,X,X,X
ZSOITJL,X,X,O,X,X,X,X,X,X,O,X,X,X,X,X
ZSOILTJ,O,X,X,X,X,X,X,X,X,X,X,X,O,X,X
ZSOILJT,X,X,X,X,X,X,X,X,X,O,X,X,O,X,O
ZSOIJTL,X,X,X,X,X,X,X,X,X,O,X,X,X,X,X
ZSOIJLT,X,X,X,X,X,X,X,X,X,O,X,X,X,X,X
ZSOLTIJ,O,X,O,X,X,X,X,X,X,X,X,X,O,X,X
ZSOLTJI,O,X,O,X,X,X,X,X,X,X,X,X,X,X,X
ZSOLITJ,X,X,O,X,X,X,X,X,X,X,X,X,O,X,X
ZSOLIJT,X,X,X,X,X,X,X,X,X,O,X,X,O,X,O
ZSOLJTI,X,X,O,X,X,O,X,X,X,O,X,X,X,X,X
ZSOLJIT,X,X,O,X,X,X,X,X,X,O,X,X,O,X,O
ZSOJTIL,X,X,O,X,X,X,X,X,X,O,X,X,X,X,X
ZSOJTLI,X,X,O,X,X,O,X,X,X,O,X,X,X,X,X
ZSOJITL,X,X,O,X,X,X,X,X,X,O,X,X,X,X,X
ZSOJILT,X,X,X,X,X,X,X,X,X,O,X,X,X,X,X
ZSOJLTI,X,X,O,X,X,O,X,X,X,O,X,X,X,X,X
ZSOJLIT,X,X,O,X,X,X,X,X,X,O,X,X,O,X,X
ZOTILJS,X,O,X,O,X,X,X,X,X,X,O,X,X,X,X
ZOTILSJ,X,O,X,O,X,O,X,X,X,X,X,X,X,X,X
ZOTIJLS,X,O,X,O,X,X,X,X,X,X,O,X,X,X,X
ZOTIJSL,X,O,X,O,O,X,X,X,X,X,X,X,X,X,X
ZOTISLJ,X,O,X,O,X,X,X,X,X,X,X,X,X,X,X
ZOTISJL,X,O,X,X,X,X,X,X,X,X,X,X,X,X,X
ZOTLIJS,X,O,O,X,X,X,X,O,O,X,O,X,X,X,X
ZOTLISJ,X,O,O,X,X,O,X,X,X,X,X,X,O,X,X
ZOTLJIS,X,O,O,X,X,X,X,O,O,X,O,X,X,X,X
ZOTLJSI,X,O,X,X,X,X,X,X,O,X,O,X,X,X,X
ZOTLSIJ,X,O,O,X,X,O,X,X,X,X,X,X,O,O,X
ZOTLSJI,X,O,O,X,X,O,X,X,X,X,O,X,X,X,X
ZOTJILS,X,O,X,O,X,X,X,X,O,X,O,X,X,X,X
ZOTJISL,X,O,X,O,O,X,X,X,X,X,X,X,X,X,X
ZOTJLIS,X,O,O,X,X,X,X,X,O,X,O,X,X,X,X
ZOTJLSI,X,O,X,X,X,X,X,X,O,X,O,X,X,X,X
ZOTJSIL,X,O,X,X,O,X,X,X,X,X,X,X,X,X,X
ZOTJSLI,X,O,X,X,O,X,X,X,O,X,O,X,X,X,X
ZOTSILJ,X,O,O,X,X,X,X,X,X,X,X,X,X,O,X
ZOTSIJL,X,O,O,X,X,X,X,X,X,X,X,X,X,X,X
ZOTSLIJ,X,O,O,X,X,X,X,X,X,X,X,X,O,O,X
ZOTSLJI,X,O,O,X,X,X,X,X,X,X,O,X,X,X,X
ZOTSJIL,X,O,O,X,X,X,X,X,X,X,X,X,X,X,X
ZOTSJLI,X,O,O,X,X,X,X,X,X,X,O,X,X,X,X
ZOITLJS,X,O,X,O,X,X,X,X,X,X,X,X,X,X,X
ZOITLSJ,X,O,X,O,X,O,X,X,X,X,X,X,X,X,X
ZOITJLS,X,O,X,O,X,X,X,X,X,X,X,X,X,X,X
ZOITJSL,X,O,X,O,O,X,X,X,X,X,X,X,X,X,X
ZOITSLJ,X,O,X,O,X,X,X,X,X,X,X,X,X,X,X
ZOITSJL,X,O,X,X,X,X,X,X,X,X,X,X,X,X,X
ZOILTJS,X,O,X,O,X,X,X,O,O,X,X,X,X,X,X
ZOILTSJ,X,O,X,O,X,X,X,X,X,X,X,X,O,X,X
ZOILJTS,X,O,X,O,X,X,X,O,X,X,X,X,X,X,X
ZOILJST,X,X,X,O,X,X,X,O,X,X,X,X,O,X,O
ZOILSTJ,X,X,X,O,X,X,X,X,X,X,X,X,O,X,X
ZOILSJT,X,X,X,O,X,X,X,X,X,X,X,X,O,X,X
ZOIJTLS,X,O,X,O,X,X,X,X,X,X,X,X,X,X,X
ZOIJTSL,X,O,X,O,O,X,X,X,X,X,X,X,X,X,X
ZOIJLTS,X,X,X,O,X,X,X,X,X,X,X,X,X,X,X
ZOIJLST,X,X,X,O,X,X,X,X,X,X,X,X,X,X,X
ZOIJSTL,X,X,X,O,O,X,X,X,X,O,X,X,X,X,X
ZOIJSLT,X,X,X,O,O,X,X,X,X,O,X,X,X,X,X
ZOISTLJ,X,X,X,O,X,O,X,X,X,X,X,X,X,X,X
ZOISTJL,X,X,X,X,X,X,X,X,X,O,X,X,X,X,X
ZOISLTJ,X,X,X,O,X,X,X,X,X,X,X,X,O,X,X
ZOISLJT,X,X,X,O,X,X,X,X,X,O,X,X,O,X,O
ZOISJTL,X,X,X,O,X,X,X,X,X,O,X,X,X,X,X
ZOISJLT,X,X,X,O,X,X,X,X,X,O,X,X,X,X,X
ZOLTIJS,X,O,O,X,X,X,X,O,O,X,O,X,X,X,X
ZOLTISJ,X,X,O,X,X,X,X,X,X,X,X,X,O,X,X
ZOLTJIS,X,O,O,X,X,X,X,O,O,X,O,X,X,X,X
ZOLTJSI,X,O,X,X,X,X,X,X,O,X,O,X,X,X,X
ZOLTSIJ,X,X,O,X,X,X,X,X,X,X,X,X,O,O,X
ZOLTSJI,X,O,O,X,X,X,X,X,X,X,O,X,X,X,X
ZOLITJS,X,O,O,O,X,X,X,O,O,X,X,X,X,X,X
ZOLITSJ,X,O,O,O,X,X,X,X,X,X,X,X,O,X,X
ZOLIJTS,X,O,O,O,X,X,X,O,X,X,X,X,X,X,X
ZOLIJST,X,X,O,O,X,X,X,O,X,X,X,X,O,X,O
ZOLISTJ,X,X,O,O,X,X,X,X,X,X,X,X,O,X,X
ZOLISJT,X,X,X,O,X,X,X,X,X,X,X,X,O,X,X
ZOLJTIS,X,O,O,X,X,X,X,X,X,X,O,X,X,X,X
ZOLJTSI,X,O,X,X,X,X,X,X,X,X,O,X,X,X,X
ZOLJITS,X,O,O,X,X,X,X,O,X,X,X,X,X,X,X
ZOLJIST,X,X,O,X,X,X,X,O,X,X,X,X,O,X,X
ZOLJSTI,X,X,O,X,X,O,X,X,X,X,X,X,X,X,X
ZOLJSIT,X,X,O,X,X,X,X,X,X,X,X,X,O,X,X
ZOLSTIJ,X,X,O,X,X,X,X,X,X,X,X,X,O,X,X
ZOLSTJI,X,X,O,X,X,X,X,X,X,X,X,X,X,X,X
ZOLSITJ,X,X,O,O,X,X,X,X,X,X,X,X,O,X,X
ZOLSIJT,X,X,X,O,X,X,X,X,X,X,X,X,O,X,O
ZOLSJTI,X,X,O,X,X,X,X,X,X,X,X,X,X,X,X
ZOLSJIT,X,X,O,X,X,X,X,X,X,X,X,X,O,X,O
ZOJTILS,X,O,X,O,X,X,X,X,X,X,O,X,X,X,X
ZOJTISL,X,O,X,O,O,X,X,X,X,X,X,X,X,X,X
ZOJTLIS,X,O,O,X,X,X,X,X,X,X,O,X,X,X,X
ZOJTLSI,X,O,X,X,X,X,X,X,X,X,O,X,X,X,X
ZOJTSIL,X,O,X,X,O,X,X,X,X,X,X,X,X,X,X
ZOJTSLI,X,O,X,X,O,X,X,X,X,X,O,X,X,X,X
ZOJITLS,X,O,X,O,X,X,X,X,X,X,X,X,X,X,X
ZOJITSL,X,O,X,O,O,X,X,X,X,X,X,X,X,X,X
ZOJILTS,X,X,X,O,X,X,X,X,X,X,X,X,X,X,X
ZOJILST,X,X,X,O,X,X,X,X,X,X,X,X,X,X,X
ZOJISTL,X,X,X,O,O,X,X,X,X,O,X,X,X,X,X
ZOJISLT,X,X,X,O,O,X,X,X,X,O,X,X,X,X,X
ZOJLTIS,X,X,O,X,X,X,X,X,X,X,O,X,X,X,X
ZOJLTSI,X,X,X,X,X,X,X,X,X,X,O,X,X,X,X
ZOJLITS,X,X,O,X,X,X,X,X,X,X,X,X,X,X,X
ZOJLIST,X,X,O,X,X,X,X,X,X,X,X,X,O,X,X
ZOJLSTI,X,X,O,X,X,O,X,X,X,X,X,X,X,X,X
ZOJLSIT,X,X,O,X,X,X,X,X,X,X,X,X,O,X,X
ZOJSTIL,X,X,O,X,O,X,X,X,X,O,X,X,X,X,X
ZOJSTLI,X,X,O,X,O,O,X,X,X,O,X,X,X,X,X
ZOJSITL,X,X,O,X,O,X,X,X,X,O,X,X,X,X,X
ZOJSILT,X,X,X,X,O,X,X,X,X,O,X,X,X,X,X
ZOJSLTI,X,X,O,X,O,O,X,X,X,O,X,X,X,X,X
ZOJSLIT,X,X,O,X,O,X,X,X,X,O,X,X,O,X,X
ZOSTILJ,X,X,O,X,X,O,X,X,X,X,X,X,X,X,X
ZOSTIJL,X,X,O,X,X,X,X,X,X,O,X,X,X,X,X
ZOSTLIJ,X,X,O,X,X,O,X,X,X,X,X,X,O,X,X
ZOSTLJI,X,X,O,X,X,O,X,X,X,X,X,X,X,X,X
ZOSTJIL,X,X,O,X,X,X,X,X,X,O,X,X,X,X,X
ZOSTJLI,X,X,O,X,X,O,X,X,X,O,X,X,X,X,X
ZOSITLJ,X,X,O,X,X,O,X,X,X,X,X,X,X,X,X
ZOSITJL,X,X,O,X,X,X,X,X,X,O,X,X,X,X,X
ZOSILTJ,X,X,X,X,X,X,X,X,X,X,X,X,O,X,X
ZOSILJT,X,X,X,X,X,X,X,X,X,O,X,X,O,X,O
ZOSIJTL,X,X,X,X,X,X,X,X,X,O,X,X,X,X,X
ZOSIJLT,X,X,X,X,X,X,X,X,X,O,X,X,X,X,X
ZOSLTIJ,X,X,O,X,X,X,X,X,X,X,X,X,O,X,X
ZOSLTJI,X,X,O,X,X,X,X,X,X,X,X,X,X,X,X
ZOSLITJ,X,X,O,X,X,X,X,X,X,X,X,X,O,X,X
ZOSLIJT,X,X,X,X,X,X,X,X,X,O,X,X,O,X,O
ZOSLJTI,X,X,O,X,X,O,X,X,X,O,X,X,X,X,X
ZOSLJIT,X,X,O,X,X,X,X,X,X,O,X,X,O,X,O
ZOSJTIL,X,X,O,X,X,X,X,X,X,O,X,X,X,X,X
ZOSJTLI,X,X,O,X,X,O,X,X,X,O,X,X,X,X,X
ZOSJITL,X,X,O,X,X,X,X,X,X,O,X,X,X,X,X
ZOSJILT,X,X,X,X,X,X,X,X,X,O,X,X,X,X,X
ZOSJLTI,X,X,O,X,X,O,X,X,X,O,X,X,X,X,X
ZOSJLIT,X,X,O,X,X,X,X,X,X,O,X,X,O,X,X
OTILJSZ,O,O,O,X,O,O,O,X,X,X,X,X,X,X,X
OTILJZS,O,O,O,X,X,X,O,X,X,X,X,X,X,X,X
OTILSJZ,X,O,O,X,X,O,O,X,X,X,X,X,X,X,X
OTILSZJ,X,O,O,X,X,X,O,X,X,X,X,X,X,X,X
OTILZJS,O,O,O,X,X,X,O,X,X,X,O,X,X,X,X
OTILZSJ,O,O,O,X,X,O,O,X,X,X,X,X,X,X,X
OTIJLSZ,O,O,O,X,O,X,O,X,X,X,X,X,X,X,X
OTIJLZS,O,O,O,X,X,X,O,X,X,X,X,X,X,X,X
OTIJSLZ,O,O,X,X,O,X,O,X,X,X,X,X,X,X,X
OTIJSZL,O,O,X,X,O,X,O,X,X,O,X,X,X,X,X
OTIJZLS,O,O,X,X,X,X,O,X,X,X,X,X,X,X,X
OTIJZSL,O,O,X,X,O,X,X,X,X,X,X,X,X,X,X
OTISLJZ,O,O,O,X,X,O,O,X,X,X,X,X,X,X,X
OTISLZJ,O,O,O,X,X,X,O,X,X,X,X,X,X,X,X
OTISJLZ,O,O,O,X,O,X,O,X,X,X,X,X,X,X,X
OTISJZL,O,O,O,X,O,X,O,X,X,O,X,X,X,X,X
OTISZLJ,O,O,O,X,X,X,O,X,X,X,X,X,X,X,X
OTISZJL,O,O,O,X,X,X,O,X,X,O,X,X,X,X,X
OTIZLJS,O,O,X,X,X,X,O,X,X,X,O,X,X,X,X
OTIZLSJ,O,O,X,X,X,O,O,X,X,X,X,X,X,X,X
OTIZJLS,O,O,X,X,X,X,O,X,X,X,O,X,X,X,X
OTIZJSL,O,O,X,X,O,X,X,X,X,X,X,X,X,X,X
OTIZSLJ,O,O,X,X,X,X,O,X,X,X,X,X,X,X,X
OTIZSJL,X,O,X,X,X,X,O,X,X,X,X,X,X,X,X
OTLIJSZ,X,O,O,X,O,O,O,X,O,X,X,O,X,X,X
OTLIJZS,X,O,O,X,X,X,O,O,O,X,X,X,X,X,X
OTLISJZ,X,O,O,X,X,O,O,X,X,X,X,O,X,X,X
OTLISZJ,X,O,O,X,X,X,O,X,X,X,X,X,O,X,X
OTLIZJS,X,O,O,X,X,X,O,O,O,X,O,X,X,X,X
OTLIZSJ,X,O,O,X,X,O,O,X,X,X,X,X,O,X,X
OTLJISZ,X,X,O,X,O,O,O,X,O,X,X,O,X,X,X
OTLJIZS,X,O,O,X,X,X,O,O,O,X,X,X,X,X,X
OTLJSIZ,X,X,O,X,O,O,O,X,O,X,X,X,X,X,X
OTLJSZI,X,O,O,X,O,O,X,X,O,X,X,X,X,X,X
OTLJZIS,X,O,O,X,X,X,O,O,O,X,O,X,X,X,X
OTLJZSI,X,O,X,X,X,X,X,X,O,X,O,X,X,X,X
OTLSIJZ,X,O,O,X,X,O,O,X,X,X,X,X,X,X,X
OTLSIZJ,X,O,O,X,X,X,O,X,X,X,X,X,O,X,X
OTLSJIZ,X,O,O,X,X,O,O,X,X,X,X,X,X,X,X
OTLSJZI,X,O,O,X,X,O,X,X,X,X,X,X,X,X,X
OTLSZIJ,X,O,O,X,X,X,X,X,X,X,X,X,O,X,X
OTLSZJI,X,O,O,X,X,X,X,X,X,X,O,X,X,X,X
OTLZIJS,X,O,O,X,X,X,O,O,O,X,O,X,X,X,X
OTLZISJ,X,O,O,X,X,O,O,X,X,X,X,X,O,X,X
OTLZJIS,X,O,O,X,X,X,O,O,O,X,O,X,X,X,X
OTLZJSI,X,O,X,X,X,X,X,X,O,X,O,X,X,X,X
OTLZSIJ,X,O,O,X,X,O,X,X,X,X,X,X,O,O,X
OTLZSJI,X,O,O,X,X,O,X,X,X,X,O,X,X,X,X
OTJILSZ,O,O,O,X,O,X,O,X,O,X,X,X,X,X,X
OTJILZS,O,O,O,X,X,X,O,X,O,X,X,X,X,X,X
OTJISLZ,O,O,X,X,O,X,O,X,X,X,X,X,X,X,X
OTJISZL,O,O,X,X,O,X,O,X,X,O,X,X,X,X,X
OTJIZLS,O,O,X,X,X,X,O,X,O,X,X,X,X,X,X
OTJIZSL,O,O,X,X,O,X,X,X,X,X,X,X,X,X,X
OTJLISZ,O,X,O,X,O,O,O,X,O,X,X,X,X,X,X
OTJLIZS,O,O,O,X,X,X,O,X,O,X,X,X,X,X,X
OTJLSIZ,X,X,O,X,O,O,O,X,O,X,X,X,X,X,X
OTJLSZI,O,O,O,X,O,O,X,X,O,X,X,X,X,X,X
OTJLZIS,O,O,O,X,X,X,O,X,O,X,O,X,X,X,X
OTJLZSI,O,O,X,X,X,X,X,X,O,X,O,X,X,X,X
OTJSILZ,X,O,O,X,O,X,X,X,X,X,X,X,X,X,X
OTJSIZL,X,O,O,X,O,X,X,X,X,O,X,X,X,X,X
OTJSLIZ,X,O,O,X,O,X,O,X,O,X,X,X,X,X,X
OTJSLZI,O,O,O,X,O,X,X,X,O,X,X,X,X,X,X
OTJSZIL,X,O,O,X,O,X,X,X,X,O,X,X,X,X,X
OTJSZLI,O,O,O,X,O,X,X,X,O,O,X,X,X,X,X
OTJZILS,X,O,X,X,X,X,X,X,O,X,O,X,X,X,X
OTJZISL,X,O,X,X,O,X,X,X,X,X,X,X,X,X,X
OTJZLIS,O,O,O,X,X,X,O,X,O,X,O,X,X,X,X
OTJZLSI,O,O,X,X,X,X,X,X,O,X,O,X,X,X,X
OTJZSIL,X,O,X,X,O,X,X,X,X,X,X,X,X,X,X
OTJZSLI,X,O,X,X,O,X,X,X,O,X,O,X,X,X,X
OTSILJZ,O,O,O,X,X,O,O,X,X,X,X,X,X,X,X
OTSILZJ,O,O,O,X,X,X,O,X,X,X,X,X,X,X,X
OTSIJLZ,O,O,O,X,O,X,O,X,X,X,X,X,X,X,X
OTSIJZL,O,O,O,X,O,X,O,X,X,O,X,X,X,X,X
OTSIZLJ,O,O,O,X,X,X,O,X,X,X,X,X,X,X,X
OTSIZJL,O,O,O,X,X,X,O,X,X,O,X,X,X,X,X
OTSLIJZ,X,O,O,X,X,O,O,X,X,X,X,X,X,X,X
OTSLIZJ,X,O,O,X,X,X,O,X,X,X,X,X,O,X,X
OTSLJIZ,X,O,O,X,X,O,O,X,X,X,X,X,X,X,X
OTSLJZI,X,O,O,X,X,O,X,X,X,X,X,X,X,X,X
OTSLZIJ,X,O,O,X,X,X,X,X,X,X,X,X,O,X,X
OTSLZJI,X,O,O,X,X,X,X,X,X,X,O,X,X,X,X
OTSJILZ,X,O,O,X,O,X,X,X,X,X,X,X,X,X,X
OTSJIZL,X,O,O,X,O,X,X,X,X,O,X,X,X,X,X
OTSJLIZ,X,O,O,X,O,O,O,X,X,X,X,X,X,X,X
OTSJLZI,O,O,O,X,O,O,X,X,X,X,X,X,X,X,X
OTSJZIL,X,O,O,X,O,X,X,X,X,O,X,X,X,X,X
OTSJZLI,O,O,O,X,O,X,X,X,X,O,X,X,X,X,X
OTSZILJ,O,O,O,X,X,X,X,X,X,X,X,X,X,X,X
OTSZIJL,X,O,O,X,X,X,X,X,X,O,X,X,X,X,X
OTSZLIJ,O,O,O,X,X,X,X,X,X,X,X,X,O,X,X
OTSZLJI,O,O,O,X,X,X,X,X,X,X,O,X,X,X,X
OTSZJIL,X,O,O,X,X,X,X,X,X,O,X,X,X,X,X
OTSZJLI,X,O,O,X,X,X,X,X,X,O,O,X,X,X,X
OTZILJS,X,O,X,X,X,X,O,X,X,X,O,X,X,X,X
OTZILSJ,X,O,X,X,X,O,O,X,X,X,X,X,X,X,X
OTZIJLS,X,O,X,X,X,X,O,X,X,X,O,X,X,X,X
OTZIJSL,X,O,X,X,O,X,X,X,X,X,X,X,X,X,X
OTZISLJ,X,O,X,X,X,X,O,X,X,X,X,X,X,X,X
OTZISJL,X,O,X,X,X,X,O,X,X,X,X,X,X,X,X
OTZLIJS,X,O,O,X,X,X,O,O,O,X,O,X,X,X,X
OTZLISJ,X,O,O,X,X,O,O,X,X,X,X,X,O,X,X
OTZLJIS,X,O,O,X,X,X,O,O,O,X,O,X,X,X,X
OTZLJSI,X,O,X,X,X,X,X,X,O,X,O,X,X,X,X
OTZLSIJ,X,O,O,X,X,O,X,X,X,X,X,X,O,O,X
OTZLSJI,X,O,O,X,X,O,X,X,X,X,O,X,X,X,X
OTZJILS,X,O,X,X,X,X,X,X,O,X,O,X,X,X,X
OTZJISL,X,O,X,X,O,X,X,X,X,X,X,X,X,X,X
OTZJLIS,X,O,O,X,X,X,O,X,O,X,O,X,X,X,X
OTZJLSI,X,O,X,X,X,X,X,X,O,X,O,X,X,X,X
OTZJSIL,X,O,X,X,O,X,X,X,X,X,X,X,X,X,X
OTZJSLI,X,O,X,X,O,X,X,X,O,X,O,X,X,X,X
OTZSILJ,X,O,O,X,X,X,X,X,X,X,X,X,X,O,X
OTZSIJL,X,O,O,X,X,X,X,X,X,X,X,X,X,X,X
OTZSLIJ,X,O,O,X,X,X,X,X,X,X,X,X,O,O,X
OTZSLJI,X,O,O,X,X,X,X,X,X,X,O,X,X,X,X
OTZSJIL,X,O,O,X,X,X,X,X,X,X,X,X,X,X,X
OTZSJLI,X,O,O,X,X,X,X,X,X,X,O,X,X,X,X
OITLJSZ,O,O,O,O,O,O,O,X,X,X,X,X,X,X,X
OITLJZS,O,O,O,O,X,X,O,X,X,X,X,X,X,X,X
OITLSJZ,X,O,O,O,X,O,O,X,X,X,X,X,X,X,X
OITLSZJ,X,O,O,O,X,X,O,X,X,X,X,X,X,X,X
OITLZJS,O,O,O,O,X,X,O,X,X,X,X,X,X,X,X
OITLZSJ,O,O,O,O,X,O,O,X,X,X,X,X,X,X,X
OITJLSZ,O,O,O,O,O,X,O,X,X,X,X,X,X,X,X
OITJLZS,O,O,O,O,X,X,O,X,X,X,X,X,X,X,X
OITJSLZ,O,O,X,O,O,X,O,X,X,X,X,X,X,X,X
OITJSZL,O,O,X,O,O,X,O,X,X,O,X,X,X,X,X
OITJZLS,O,O,X,O,X,X,O,X,X,X,X,X,X,X,X
OITJZSL,O,O,X,O,O,X,X,X,X,X,X,X,X,X,X
OITSLJZ,O,O,O,X,X,O,O,X,X,X,X,X,X,X,X
OITSLZJ,O,O,O,X,X,X,O,X,X,X,X,X,X,X,X
OITSJLZ,O,O,O,X,O,X,O,X,X,X,X,X,X,X,X
OITSJZL,O,O,O,X,O,X,O,X,X,O,X,X,X,X,X
OITSZLJ,O,O,O,X,X,X,O,X,X,X,X,X,X,X,X
OITSZJL,O,O,O,X,X,X,O,X,X,O,X,X,X,X,X
OITZLJS,O,O,X,O,X,X,O,X,X,X,X,X,X,X,X
OITZLSJ,O,O,X,O,X,O,O,X,X,X,X,X,X,X,X
OITZJLS,O,O,X,O,X,X,O,X,X,X,X,X,X,X,X
OITZJSL,O,O,X,O,O,X,X,X,X,X,X,X,X,X,X
OITZSLJ,O,O,X,O,X,X,O,X,X,X,X,X,X,X,X
