sequence,v115@3gA8GeC8EeA8BeB8EeF8DeG8AeB8Jex6IvhFzcBGeB?0fBSnB/oBlsB,v115@3gA8GeC8EeA8BeB8EeF8DeG8AeB8Jex6IvhFCdBTeB?0fBXiBGoBlsB,v115@3gA8GeC8EeA8BeB8EeF8DeG8AeB8JeT6IvhFUdBajB?5jBWnBXgBlsB,v115@3gA8GeC8EeA8BeB8EeF8DeG8AeB8Jex6IvhFGdB0fB?zhB6oBXjBlsB,v115@3gA8GeC8EeA8BeB8EeF8DeG8AeB8JeT6IvhFqhBmdB?5jB0iBXgBlsB,v115@3gA8GeC8EeA8BeB8EeF8DeG8AeB8Jex6IvhFGdB0fB?zhBXjB6oBlsB,v115@3gA8GeC8EeA8BeB8EeF8DeG8AeB8Jex6IvhFqhB/iB?0fBTjBGoBlsB,v115@3gA8GeC8EeA8BeB8EeF8DeG8AeB8Jex6IvhFFdBTeB?0fBfnBWoBCtB,v115@3gA8GeC8EeA8BeB8EeF8DeG8AeB8Je//IvhFuhBciB?TeBFgBxsBCtB,v115@3gA8GeC8EeA8BeB8EeF8DeG8AeB8Je//IvhFGdB6jB?zhBxsB8sBFqB,v115@3gA8GeC8EeA8BeB8EeF8DeG8AeB8Je//IvhFUdBWnB?TjBFgBxsBCtB,v115@3gA8GeC8EeA8BeB8EeF8DeG8AeB8Je//IvhFzcBSjB?FgBUjBxsBGsB
STILJZO,O,O,O,X,X,X,X,O,X,X,X,X
STILJOZ,O,O,O,X,X,X,X,O,X,X,X,X
STILZJO,O,O,X,X,O,X,X,O,O,X,X,X
STILZOJ,O,O,X,X,O,X,X,O,O,O,X,X
STILOJZ,O,O,O,X,X,X,X,O,X,X,X,X
STILOZJ,O,X,X,X,O,X,X,X,O,X,X,X
STIJLZO,O,O,O,X,X,X,X,O,X,X,X,X
STIJLOZ,O,O,O,X,X,X,X,O,X,X,X,O
STIJZLO,O,O,O,X,X,X,X,X,O,X,X,X
STIJZOL,O,O,O,X,X,X,X,X,X,X,O,X
STIJOLZ,O,O,O,X,X,X,X,X,X,X,X,O
STIJOZL,X,O,O,X,X,X,X,X,X,X,O,X
STIZLJO,O,O,X,X,X,X,X,O,O,X,X,X
STIZLOJ,O,O,X,X,X,O,X,O,O,O,X,X
STIZJLO,O,O,X,X,X,X,X,O,O,X,X,X
STIZJOL,O,O,X,X,X,O,X,X,X,X,X,X
STIZOLJ,O,O,X,X,X,O,X,O,X,O,X,X
STIZOJL,O,O,X,X,X,O,X,X,X,O,X,X
STIOLJZ,O,O,O,X,X,X,X,O,X,X,X,X
STIOLZJ,O,X,X,X,O,X,X,X,X,X,X,X
STIOJLZ,O,O,O,X,X,X,X,X,X,X,X,X
STIOJZL,X,O,O,X,X,O,X,X,X,X,O,X
STIOZLJ,X,X,X,X,X,O,X,X,X,O,X,X
STIOZJL,X,X,X,X,X,O,X,X,X,O,X,X
STLIJZO,O,O,O,X,X,X,X,O,X,X,X,X
STLIJOZ,O,O,O,X,X,X,X,O,X,X,X,X
STLIZJO,O,O,X,X,O,X,O,O,X,X,X,X
STLIZOJ,O,O,X,X,O,X,O,O,X,X,X,X
STLIOJZ,O,O,O,X,X,X,X,O,X,X,X,X
STLIOZJ,O,X,X,X,O,X,O,X,X,X,X,X
STLJIZO,O,O,O,X,X,X,X,O,X,X,X,X
STLJIOZ,O,O,O,X,X,X,X,O,X,X,X,X
STLJZIO,O,O,O,X,X,X,O,O,X,X,X,X
STLJZOI,O,O,O,X,X,X,O,O,X,X,X,X
STLJOIZ,O,O,O,X,X,X,X,O,X,X,X,X
STLJOZI,O,O,O,X,X,X,O,O,X,X,X,X
STLZIJO,O,O,X,X,O,X,O,O,X,X,X,X
STLZIOJ,O,O,X,O,O,O,O,O,X,X,X,X
STLZJIO,O,O,X,X,O,X,O,O,X,X,X,X
STLZJOI,O,O,X,X,O,X,O,O,X,X,X,X
STLZOIJ,O,O,X,O,O,O,O,O,X,X,X,X
STLZOJI,O,O,X,O,O,O,O,O,X,X,X,X
STLOIJZ,O,O,O,X,X,X,X,O,X,X,X,X
STLOIZJ,O,X,X,X,O,X,O,X,X,X,X,X
STLOJIZ,O,O,O,X,X,X,X,O,X,X,X,X
STLOJZI,O,O,O,O,X,O,O,O,X,X,X,X
STLOZIJ,O,O,X,O,O,O,O,O,X,X,X,X
STLOZJI,O,O,X,O,O,O,O,O,X,X,X,X
STJILZO,O,O,O,X,X,X,X,O,X,X,X,X
STJILOZ,O,O,O,X,X,X,X,O,X,X,X,X
STJIZLO,O,O,O,X,X,X,X,X,O,X,X,X
STJIZOL,O,O,O,X,X,X,X,X,X,X,O,X
STJIOLZ,O,O,O,X,X,X,X,X,X,X,X,X
STJIOZL,X,O,O,X,X,X,X,X,X,X,O,X
STJLIZO,O,O,O,X,X,X,X,O,X,X,X,X
STJLIOZ,O,O,O,X,X,X,X,O,X,X,X,X
STJLZIO,O,O,O,X,X,X,X,O,X,X,X,X
STJLZOI,O,O,O,X,X,X,X,O,X,X,X,X
STJLOIZ,O,O,O,X,X,X,X,O,X,X,X,X
STJLOZI,O,O,O,X,X,X,X,O,X,X,X,X
STJZILO,O,O,O,X,X,X,X,O,X,X,X,X
STJZIOL,O,O,O,X,X,O,X,X,X,X,O,X
STJZLIO,O,O,O,X,X,X,X,O,X,X,X,X
STJZLOI,O,O,O,X,X,X,X,O,X,X,X,X
STJZOIL,O,O,O,X,X,O,X,X,X,X,X,X
STJZOLI,O,O,O,X,X,O,X,X,X,X,X,X
STJOILZ,O,O,O,X,X,X,X,X,X,X,X,X
STJOIZL,X,O,O,X,X,O,X,X,X,X,X,X
STJOLIZ,O,O,O,X,X,X,X,X,X,X,X,X
STJOLZI,O,O,O,X,X,O,X,X,X,X,X,X
STJOZIL,O,O,O,X,X,O,X,X,X,X,X,X
STJOZLI,O,O,O,X,X,O,X,X,X,X,X,X
STZILJO,O,O,X,X,X,X,O,O,X,X,X,X
STZILOJ,O,O,X,O,X,O,O,O,X,X,X,X
STZIJLO,O,O,X,X,X,X,X,O,X,X,X,X
STZIJOL,O,O,X,X,X,O,X,X,X,X,X,X
STZIOLJ,O,O,X,O,X,O,O,O,X,X,X,X
STZIOJL,O,O,X,O,X,O,X,X,X,X,X,X
STZLIJO,O,O,X,X,X,X,O,O,X,X,X,X
STZLIOJ,O,O,X,O,X,O,O,O,X,X,X,X
STZLJIO,O,O,X,X,X,X,O,O,X,X,X,X
STZLJOI,O,O,X,X,X,X,O,O,X,X,X,X
STZLOIJ,O,O,X,O,X,O,O,O,X,X,X,X
STZLOJI,O,O,X,O,X,O,O,O,X,X,X,X
STZJILO,O,O,X,X,X,X,X,O,X,X,X,X
STZJIOL,O,O,X,X,X,O,X,X,X,X,X,X
STZJLIO,O,O,X,X,X,X,X,O,X,X,X,X
STZJLOI,O,O,X,X,X,X,X,O,X,X,X,X
STZJOIL,O,O,X,X,X,O,X,X,X,X,X,X
STZJOLI,O,O,X,X,X,O,X,X,X,X,X,X
STZOILJ,O,O,X,O,X,O,O,O,X,X,X,X
STZOIJL,O,O,X,O,X,O,X,X,X,X,X,X
STZOLIJ,O,O,X,O,X,O,O,O,X,X,X,X
STZOLJI,O,O,X,O,X,O,O,O,X,X,X,X
STZOJIL,O,O,X,O,X,O,X,X,X,X,X,X
STZOJLI,O,O,X,O,X,O,X,X,X,X,X,X
STOILJZ,O,O,O,X,X,X,X,O,X,X,X,X
STOILZJ,O,X,X,X,O,X,X,X,X,X,X,X
STOIJLZ,O,O,O,X,X,X,X,X,X,X,X,X
STOIJZL,X,O,O,X,X,O,X,X,X,X,X,X
STOIZLJ,X,X,X,X,X,O,X,X,X,O,X,X
STOIZJL,X,X,X,X,X,O,X,X,X,O,X,X
STOLIJZ,O,O,O,X,X,X,X,O,X,X,X,X
STOLIZJ,O,X,X,X,O,X,O,X,X,X,X,X
STOLJIZ,O,O,O,X,X,X,X,O,X,X,X,X
STOLJZI,O,O,O,O,X,O,O,O,X,X,X,X
STOLZIJ,O,O,X,O,O,O,O,O,X,X,X,X
STOLZJI,O,O,X,O,O,O,O,O,X,X,X,X
STOJILZ,O,O,O,X,X,X,X,X,X,X,X,X
STOJIZL,X,O,O,X,X,O,X,X,X,X,X,X
STOJLIZ,O,O,O,X,X,X,X,X,X,X,X,X
STOJLZI,O,O,O,O,X,O,X,X,X,X,X,X
STOJZIL,O,O,O,O,X,O,X,X,X,X,X,X
STOJZLI,O,O,O,O,X,O,X,X,X,X,X,X
STOZILJ,O,O,X,O,X,O,O,O,X,X,X,X
STOZIJL,O,O,X,O,X,O,X,X,X,X,X,X
STOZLIJ,O,O,X,O,X,O,O,O,X,X,X,X
STOZLJI,O,O,X,O,X,O,O,O,X,X,X,X
STOZJIL,O,O,X,O,X,O,X,X,X,X,X,X
STOZJLI,O,O,X,O,X,O,X,X,X,X,X,X
SITLJZO,O,O,O,X,X,X,X,O,X,X,X,X
SITLJOZ,O,O,O,X,X,X,X,O,X,X,X,X
SITLZJO,O,O,X,X,O,X,X,O,O,X,X,X
SITLZOJ,O,O,X,X,O,X,X,O,O,O,X,X
SITLOJZ,O,O,O,X,X,X,X,O,X,X,X,X
SITLOZJ,O,X,X,X,O,X,X,X,O,X,X,X
SITJLZO,O,O,O,X,X,X,X,O,X,X,X,X
SITJLOZ,O,O,O,X,X,X,X,O,X,X,X,O
SITJZLO,O,O,O,X,X,X,X,X,O,X,X,X
SITJZOL,O,O,O,X,X,X,X,X,X,X,O,X
SITJOLZ,O,O,O,X,X,X,X,X,X,X,X,O
SITJOZL,X,O,O,X,X,X,X,X,X,X,O,X
SITZLJO,O,O,X,X,X,X,X,O,O,X,X,X
SITZLOJ,O,O,X,X,X,X,X,O,O,O,X,X
SITZJLO,O,O,X,X,X,X,X,O,O,X,X,X
SITZJOL,O,O,X,X,X,X,X,X,X,X,X,X
SITZOLJ,O,O,X,X,X,X,X,O,X,O,X,X
SITZOJL,O,O,X,X,X,X,X,X,X,O,X,X
SITOLJZ,O,O,O,X,X,X,X,O,X,X,X,X
SITOLZJ,O,X,X,X,O,X,X,X,X,X,X,X
SITOJLZ,O,O,O,X,X,X,X,X,X,X,X,X
SITOJZL,X,O,O,X,X,X,X,X,X,X,O,X
SITOZLJ,X,X,X,X,X,X,X,X,X,O,X,X
SITOZJL,X,X,X,X,X,X,X,X,X,O,X,X
SILTJZO,O,O,X,X,X,X,X,O,X,X,X,X
SILTJOZ,O,O,X,X,X,X,X,O,X,X,X,X
SILTZJO,O,O,X,X,O,X,X,O,O,X,X,X
SILTZOJ,O,O,X,X,O,X,X,O,O,O,X,X
SILTOJZ,O,O,X,X,X,X,X,O,X,X,X,X
SILTOZJ,O,X,X,X,O,X,X,X,O,X,X,X
SILJTZO,O,O,X,X,X,X,X,O,X,X,X,X
SILJTOZ,O,O,X,X,X,X,X,O,X,X,X,O
SILJZTO,O,O,X,X,X,X,X,O,O,X,X,X
SILJZOT,O,O,X,X,X,X,X,O,O,O,O,O
SILJOTZ,O,O,X,X,X,X,X,O,X,X,X,O
SILJOZT,O,O,X,X,X,X,X,O,O,X,O,O
SILZTJO,O,O,X,X,X,X,X,O,O,X,X,X
SILZTOJ,O,O,X,X,X,X,X,O,O,O,X,X
SILZJTO,O,O,X,X,X,X,X,O,O,X,X,X
SILZJOT,O,O,X,X,O,X,X,O,O,O,X,X
SILZOTJ,O,O,X,X,X,X,X,O,O,O,X,X
SILZOJT,O,O,X,X,O,X,X,O,O,O,X,X
SILOTJZ,O,O,X,X,X,X,X,O,X,X,X,X
SILOTZJ,O,X,X,X,O,X,X,X,O,X,X,X
SILOJTZ,O,O,X,X,X,X,X,O,X,X,X,X
SILOJZT,O,O,X,X,X,X,X,O,O,X,O,X
SILOZTJ,O,X,X,X,X,X,X,X,O,O,X,X
SILOZJT,O,X,X,X,O,X,X,X,O,O,X,X
SIJTLZO,O,O,X,X,X,X,X,O,X,X,X,X
SIJTLOZ,O,O,X,X,X,X,X,O,X,X,X,O
SIJTZLO,O,O,X,X,X,X,X,X,O,X,X,X
SIJTZOL,O,O,X,X,X,X,X,X,X,X,O,X
SIJTOLZ,O,O,X,X,X,X,X,X,X,X,X,O
SIJTOZL,X,O,X,X,X,X,X,X,X,X,O,X
SIJLTZO,O,O,X,X,X,X,X,O,X,X,X,X
SIJLTOZ,O,O,X,X,X,X,X,O,X,X,X,O
SIJLZTO,O,O,X,X,X,X,X,O,O,X,X,X
SIJLZOT,O,O,X,X,X,X,X,O,O,O,O,O
SIJLOTZ,O,O,X,X,X,X,X,O,X,X,X,O
SIJLOZT,O,O,X,X,X,X,X,O,O,X,O,O
SIJZTLO,O,O,X,X,X,X,X,X,O,X,X,X
SIJZTOL,O,O,X,X,X,X,X,X,X,X,O,X
SIJZLTO,O,O,X,X,X,X,X,X,O,X,X,X
SIJZLOT,O,O,O,X,X,X,X,X,O,O,O,O
SIJZOTL,O,O,X,X,X,X,X,X,X,O,O,X
SIJZOLT,O,O,O,X,X,X,X,X,O,O,O,O
SIJOTLZ,O,O,X,X,X,X,X,X,X,X,X,O
SIJOTZL,X,X,X,X,X,X,X,X,X,X,O,X
SIJOLTZ,O,O,X,X,X,X,X,X,X,X,X,O
SIJOLZT,O,O,X,X,X,X,X,X,X,X,O,O
SIJOZTL,X,O,X,X,X,X,X,X,X,O,O,X
SIJOZLT,X,O,O,X,X,X,X,X,O,O,O,O
SIZTLJO,O,O,X,X,X,X,X,O,O,X,X,X
SIZTLOJ,O,O,X,X,X,X,X,O,O,O,X,X
SIZTJLO,O,O,X,X,X,X,X,O,O,X,X,X
SIZTJOL,O,O,X,X,X,X,X,X,X,X,X,X
SIZTOLJ,O,O,X,X,X,X,X,O,X,O,X,X
SIZTOJL,O,O,X,X,X,X,X,X,X,O,X,X
SIZLTJO,O,O,X,X,X,X,X,O,O,X,X,X
SIZLTOJ,O,O,X,X,X,X,X,O,O,O,X,X
SIZLJTO,O,O,X,X,X,X,X,O,O,X,X,X
SIZLJOT,O,O,X,X,X,X,X,O,O,O,X,X
SIZLOTJ,O,O,X,X,X,X,X,O,O,O,X,X
SIZLOJT,O,O,X,X,X,X,X,O,O,O,X,X
SIZJTLO,O,O,X,X,X,X,X,O,O,X,X,X
SIZJTOL,O,O,X,X,X,X,X,X,X,X,O,X
SIZJLTO,O,O,X,X,X,X,X,O,O,X,X,X
SIZJLOT,O,O,X,X,X,X,X,O,O,O,O,O
SIZJOTL,O,O,X,X,X,X,X,X,X,O,O,X
SIZJOLT,O,O,X,X,X,X,X,X,O,O,O,O
SIZOTLJ,O,O,X,X,X,X,X,O,X,O,X,X
SIZOTJL,O,O,X,X,X,X,X,X,X,O,X,X
SIZOLTJ,O,O,X,X,X,X,X,O,O,O,X,X
SIZOLJT,O,O,X,X,X,X,X,O,O,O,X,X
SIZOJTL,O,O,X,X,X,X,X,X,X,O,O,X
SIZOJLT,O,O,X,X,X,X,X,X,O,O,O,X
SIOTLJZ,O,O,O,X,X,X,X,O,X,X,X,X
SIOTLZJ,O,X,X,X,O,X,X,X,X,X,X,X
SIOTJLZ,O,O,O,X,X,X,X,X,X,X,X,X
SIOTJZL,X,O,O,X,X,X,X,X,X,X,O,X
SIOTZLJ,X,X,X,X,X,X,X,X,X,O,X,X
SIOTZJL,X,X,X,X,X,X,X,X,X,O,X,X
SIOLTJZ,O,O,X,X,X,X,X,O,X,X,X,X
SIOLTZJ,X,X,X,X,O,X,X,X,O,X,X,X
SIOLJTZ,O,O,X,X,X,X,X,O,X,X,X,X
SIOLJZT,O,O,X,X,X,X,X,O,O,X,O,X
SIOLZTJ,X,X,X,X,X,X,X,X,O,O,X,X
SIOLZJT,O,X,X,X,O,X,X,X,O,O,X,X
SIOJTLZ,O,O,X,X,X,X,X,X,X,X,X,O
SIOJTZL,X,X,X,X,X,X,X,X,X,X,O,X
SIOJLTZ,O,O,X,X,X,X,X,X,X,X,X,O
SIOJLZT,O,O,X,X,X,X,X,X,X,X,O,O
SIOJZTL,X,X,X,X,X,X,X,X,X,O,O,X
SIOJZLT,X,O,O,X,X,X,X,X,O,O,O,O
SIOZTLJ,X,X,X,X,X,X,X,X,X,O,X,X
SIOZTJL,X,X,X,X,X,X,X,X,X,O,X,X
SIOZLTJ,X,X,X,X,X,X,X,X,O,O,X,X
SIOZLJT,X,X,X,X,X,X,X,X,O,O,X,X
SIOZJTL,X,X,X,X,X,X,X,X,X,O,O,X
SIOZJLT,X,X,X,X,X,X,X,X,O,O,O,X
SLTIJZO,O,O,X,X,X,X,X,O,X,X,X,X
SLTIJOZ,O,O,X,X,X,X,X,O,X,X,X,X
SLTIZJO,O,O,X,X,O,X,O,O,X,X,X,X
SLTIZOJ,O,O,X,X,O,X,O,O,X,X,X,X
SLTIOJZ,O,O,X,X,X,X,X,O,X,X,X,X
SLTIOZJ,O,X,X,X,O,X,O,X,X,X,X,X
SLTJIZO,O,O,X,X,X,X,X,O,X,X,X,X
SLTJIOZ,O,O,X,X,X,X,X,O,X,X,X,X
SLTJZIO,O,O,X,X,X,X,O,O,X,X,X,X
SLTJZOI,O,O,X,X,X,X,O,O,X,X,X,X
SLTJOIZ,O,O,X,X,X,X,X,O,X,X,X,X
SLTJOZI,O,O,X,X,X,X,O,O,X,X,X,X
SLTZIJO,O,O,X,X,O,X,O,O,X,X,X,X
SLTZIOJ,O,O,X,O,O,X,O,O,X,X,X,X
SLTZJIO,O,O,X,X,O,X,O,O,X,X,X,X
SLTZJOI,O,O,X,X,O,X,O,O,X,X,X,X
SLTZOIJ,O,O,X,O,O,X,O,O,X,X,X,X
SLTZOJI,O,O,X,O,O,X,O,O,X,X,X,X
SLTOIJZ,O,O,X,X,X,X,X,O,X,X,X,X
SLTOIZJ,O,X,X,X,O,X,O,X,X,X,X,X
SLTOJIZ,O,O,X,X,X,X,X,O,X,X,X,X
SLTOJZI,O,O,X,O,X,X,O,O,X,X,X,X
SLTOZIJ,O,O,X,O,O,X,O,O,X,X,X,X
SLTOZJI,O,O,X,O,O,X,O,O,X,X,X,X
SLITJZO,O,O,X,X,X,X,X,O,X,X,X,X
SLITJOZ,O,O,X,X,X,X,X,O,X,X,X,X
SLITZJO,O,O,X,X,O,X,O,O,O,X,X,X
SLITZOJ,O,O,X,X,O,X,O,O,O,O,X,X
SLITOJZ,O,O,X,X,X,X,X,O,X,X,X,X
SLITOZJ,O,X,X,X,O,X,O,X,O,X,X,X
SLIJTZO,O,O,X,X,X,X,X,O,X,X,X,X
SLIJTOZ,O,O,X,X,X,X,X,O,X,X,X,O
SLIJZTO,O,O,X,X,X,X,X,O,O,X,X,X
SLIJZOT,O,O,X,X,X,X,X,O,O,O,O,O
SLIJOTZ,O,O,X,X,X,X,X,O,X,X,X,O
SLIJOZT,O,O,X,X,X,X,X,O,O,X,O,O
SLIZTJO,O,O,X,X,X,X,O,O,O,X,X,X
SLIZTOJ,O,O,X,X,X,X,O,O,O,O,X,X
SLIZJTO,O,O,X,X,X,X,O,O,O,X,X,X
SLIZJOT,O,O,X,X,O,X,X,O,O,O,X,X
SLIZOTJ,O,O,X,X,X,X,O,O,O,O,X,X
SLIZOJT,O,O,X,X,O,X,X,O,O,O,X,X
SLIOTJZ,O,O,X,X,X,X,X,O,X,X,X,X
SLIOTZJ,O,X,X,X,O,X,X,X,O,X,X,X
SLIOJTZ,O,O,X,X,X,X,X,O,X,X,X,X
SLIOJZT,O,O,X,X,X,X,X,O,O,X,O,X
SLIOZTJ,O,X,X,X,X,X,X,X,O,O,X,X
SLIOZJT,O,X,X,X,O,X,X,X,O,O,X,X
SLJTIZO,O,O,X,X,X,X,X,O,X,X,X,X
SLJTIOZ,O,O,X,X,X,X,X,O,X,X,X,X
SLJTZIO,O,O,X,X,X,X,O,O,X,X,X,X
SLJTZOI,O,O,X,X,X,X,O,O,X,X,X,X
SLJTOIZ,O,O,X,X,X,X,X,O,X,X,X,X
SLJTOZI,O,O,X,X,X,X,O,O,X,X,X,X
SLJITZO,O,O,X,X,X,X,X,O,X,X,X,X
SLJITOZ,O,O,X,X,X,X,X,O,X,X,X,X
SLJIZTO,O,O,X,X,X,X,X,O,O,X,X,X
SLJIZOT,O,O,X,X,X,X,X,O,O,X,O,X
SLJIOTZ,O,O,X,X,X,X,X,O,X,X,X,X
SLJIOZT,O,O,X,X,X,X,X,O,X,X,O,X
SLJZTIO,O,O,X,X,X,X,O,O,X,X,X,X
SLJZTOI,O,O,X,X,X,X,O,O,X,X,X,X
SLJZITO,O,O,X,X,X,X,O,O,X,X,X,X
SLJZIOT,O,O,X,X,X,X,X,O,X,X,O,X
SLJZOTI,O,O,X,X,X,X,X,O,X,X,X,X
SLJZOIT,O,O,X,X,X,X,X,O,X,X,X,X
SLJOTIZ,O,O,X,X,X,X,X,O,X,X,X,X
SLJOTZI,O,O,X,X,X,X,X,O,X,X,X,X
SLJOITZ,O,O,X,X,X,X,X,O,X,X,X,X
SLJOIZT,O,O,X,X,X,X,X,O,X,X,X,X
SLJOZTI,O,O,X,X,X,X,X,O,X,X,X,X
SLJOZIT,O,O,X,X,X,X,X,O,X,X,X,X
SLZTIJO,O,O,X,X,X,X,O,O,X,X,X,X
SLZTIOJ,O,O,X,O,X,X,O,O,X,X,X,X
SLZTJIO,O,O,X,X,X,X,O,O,X,X,X,X
SLZTJOI,O,O,X,X,X,X,O,O,X,X,X,X
SLZTOIJ,O,O,X,O,X,X,O,O,X,X,X,X
SLZTOJI,O,O,X,O,X,X,O,O,X,X,X,X
SLZITJO,O,O,X,X,X,X,O,O,X,X,X,X
SLZITOJ,O,O,X,O,X,X,O,O,X,X,X,X
SLZIJTO,O,O,X,X,X,X,O,O,X,X,X,X
SLZIJOT,O,O,X,X,O,X,X,O,X,X,X,X
SLZIOTJ,O,O,X,X,X,X,O,O,X,X,X,X
SLZIOJT,O,O,X,O,O,X,X,O,X,X,X,X
SLZJTIO,O,O,X,X,X,X,O,O,X,X,X,X
SLZJTOI,O,O,X,X,X,X,O,O,X,X,X,X
SLZJITO,O,O,X,X,X,X,O,O,X,X,X,X
SLZJIOT,O,O,X,X,O,X,X,O,X,X,X,X
SLZJOTI,O,O,X,X,X,X,X,O,X,X,X,X
SLZJOIT,O,O,X,X,O,X,X,O,X,X,X,X
SLZOTIJ,O,O,X,X,X,X,O,O,X,X,X,X
SLZOTJI,O,O,X,X,X,X,O,O,X,X,X,X
SLZOITJ,O,O,X,X,X,X,O,O,X,X,X,X
SLZOIJT,O,O,X,O,O,X,X,O,X,X,X,X
SLZOJTI,O,O,X,O,X,X,X,O,X,X,X,X
SLZOJIT,O,O,X,O,O,X,X,O,X,X,X,X
SLOTIJZ,O,O,X,X,X,X,X,O,X,X,X,X
SLOTIZJ,O,X,X,X,O,X,O,X,X,X,X,X
SLOTJIZ,O,O,X,X,X,X,X,O,X,X,X,X
SLOTJZI,O,O,X,X,X,X,O,O,X,X,X,X
SLOTZIJ,O,O,X,X,O,X,O,O,X,X,X,X
SLOTZJI,O,O,X,X,O,X,O,O,X,X,X,X
SLOITJZ,O,O,X,X,X,X,X,O,X,X,X,X
SLOITZJ,O,X,X,X,O,X,X,X,X,X,X,X
SLOIJTZ,O,O,X,X,X,X,X,O,X,X,X,X
SLOIJZT,O,O,X,X,X,X,X,O,X,X,X,X
SLOIZTJ,O,X,X,X,X,X,X,X,X,O,X,X
SLOIZJT,O,X,X,X,O,X,X,X,X,O,X,X
SLOJTIZ,O,O,X,X,X,X,X,O,X,X,X,X
SLOJTZI,O,O,X,X,X,X,X,O,X,X,X,X
SLOJITZ,O,O,X,X,X,X,X,O,X,X,X,X
SLOJIZT,O,O,X,X,X,X,X,O,X,X,X,X
SLOJZTI,O,O,X,O,X,X,X,O,X,X,X,X
SLOJZIT,O,O,X,O,X,X,X,O,X,X,X,X
SLOZTIJ,O,O,X,X,X,X,O,O,X,X,X,X
SLOZTJI,O,O,X,X,X,X,O,O,X,X,X,X
SLOZITJ,O,O,X,X,X,X,O,O,X,X,X,X
SLOZIJT,O,O,X,O,O,X,X,O,X,X,X,X
SLOZJTI,O,O,X,O,X,X,X,O,X,X,X,X
SLOZJIT,O,O,X,O,O,X,X,O,X,X,X,X
SJTILZO,O,O,O,X,X,X,X,O,X,X,X,X
SJTILOZ,O,O,O,X,X,X,X,O,X,X,X,X
SJTIZLO,O,O,O,X,X,X,X,X,O,X,X,X
SJTIZOL,O,O,O,X,X,X,X,X,X,X,O,X
SJTIOLZ,O,O,O,X,X,X,X,X,X,X,X,X
SJTIOZL,X,O,O,X,X,X,X,X,X,X,O,X
SJTLIZO,O,O,O,X,X,X,X,O,X,X,X,X
SJTLIOZ,O,O,O,X,X,X,X,O,X,X,X,X
SJTLZIO,O,O,O,X,X,X,X,O,X,X,X,X
SJTLZOI,O,O,O,X,X,X,X,O,X,X,X,X
SJTLOIZ,O,O,O,X,X,X,X,O,X,X,X,X
SJTLOZI,O,O,O,X,X,X,X,O,X,X,X,X
SJTZILO,O,O,O,X,X,X,X,O,X,X,X,X
SJTZIOL,O,O,O,X,X,X,X,X,X,X,O,X
SJTZLIO,O,O,O,X,X,X,X,O,X,X,X,X
SJTZLOI,O,O,O,X,X,X,X,O,X,X,X,X
SJTZOIL,O,O,O,X,X,X,X,X,X,X,X,X
SJTZOLI,O,O,O,X,X,X,X,X,X,X,X,X
SJTOILZ,O,O,O,X,X,X,X,X,X,X,X,X
SJTOIZL,X,O,O,X,X,X,X,X,X,X,X,X
SJTOLIZ,O,O,O,X,X,X,X,X,X,X,X,X
SJTOLZI,O,O,O,X,X,X,X,X,X,X,X,X
SJTOZIL,O,O,O,X,X,X,X,X,X,X,X,X
SJTOZLI,O,O,O,X,X,X,X,X,X,X,X,X
SJITLZO,O,O,X,X,X,X,X,O,X,X,X,X
SJITLOZ,O,O,X,X,X,X,X,O,X,X,X,O
SJITZLO,O,O,X,X,X,X,X,X,O,X,X,X
SJITZOL,O,O,X,X,X,X,X,X,X,X,O,X
SJITOLZ,O,O,X,X,X,X,X,X,X,X,X,O
SJITOZL,X,O,X,X,X,X,X,X,X,X,O,X
SJILTZO,O,O,X,X,X,X,X,O,X,X,X,X
SJILTOZ,O,O,X,X,X,X,X,O,X,X,X,O
SJILZTO,O,O,X,X,X,X,X,O,O,X,X,X
SJILZOT,O,O,X,X,X,X,X,O,O,O,O,O
SJILOTZ,O,O,X,X,X,X,X,O,X,X,X,O
SJILOZT,O,O,X,X,X,X,X,O,O,X,O,O
SJIZTLO,O,O,X,X,X,X,X,X,O,X,X,X
SJIZTOL,O,O,X,X,X,X,X,X,X,X,O,X
SJIZLTO,O,O,X,X,X,X,X,X,O,X,X,X
SJIZLOT,O,O,O,X,X,X,X,X,O,O,O,O
SJIZOTL,O,O,X,X,X,X,X,X,X,O,O,X
SJIZOLT,O,O,O,X,X,X,X,X,O,O,O,O
SJIOTLZ,O,O,X,X,X,X,X,X,X,X,X,O
SJIOTZL,X,X,X,X,X,X,X,X,X,X,O,X
SJIOLTZ,O,O,X,X,X,X,X,X,X,X,X,O
SJIOLZT,O,O,X,X,X,X,X,X,X,X,O,O
SJIOZTL,X,O,X,X,X,X,X,X,X,O,O,X
SJIOZLT,X,O,O,X,X,X,X,X,O,O,O,O
SJLTIZO,O,O,X,X,X,X,X,O,X,X,X,X
SJLTIOZ,O,O,X,X,X,X,X,O,X,X,X,X
SJLTZIO,O,O,X,X,X,X,X,O,X,X,X,X
SJLTZOI,O,O,X,X,X,X,X,O,X,X,X,X
SJLTOIZ,O,O,X,X,X,X,X,O,X,X,X,X
SJLTOZI,O,O,X,X,X,X,X,O,X,X,X,X
SJLITZO,O,O,X,X,X,X,X,O,X,X,X,X
SJLITOZ,O,O,X,X,X,X,X,O,X,X,X,X
SJLIZTO,O,O,X,X,X,X,X,O,O,X,X,X
