sequence,v115@zgB8HeB8HeA8EeB8BeB8CeG8BeF8Jei7IvhFWiBxdB?TjBUlBFmB3qB,v115@zgB8HeB8HeA8EeB8BeB8CeG8BeF8Jex7IvhFyhBGeB?UjBFlBXmBTqB,v115@zgB8HeB8HeA8EeB8BeB8CeG8BeF8Jex7IvhF8hBCeB?mgBTjBFlB3qB,v115@zgB8HeB8HeA8EeB8BeB8CeG8BeF8Jex7IvhF8hBfjB?6jBemBFlBTqB,v115@zgB8HeB8HeA8EeB8BeB8CeG8BeF8Jei7IvhFWiBxdB?UhBTjBFlB3qB,v115@zgB8HeB8HeA8EeB8BeB8CeG8BeF8JeX8IvhFxdBCiB?TjBFlB8qBOqB,v115@zgB8HeB8HeA8EeB8BeB8CeG8BeF8Jex7IvhFyhBGeB?XgBUjBFmBTqB,v115@zgB8HeB8HeA8EeB8BeB8CeG8BeF8Jem8IvhFSjBxgB?UjBFlBXmBTqB,v115@zgB8HeB8HeA8EeB8BeB8CeG8BeF8Je2AJvhFRcBCeB?3hBTjB1qBUqB,v115@zgB8HeB8HeA8EeB8BeB8CeG8BeF8Je2AJvhFCdBxiB?TjBUlBFmB3qB,v115@zgB8HeB8HeA8EeB8BeB8CeG8BeF8Je/AJvhFRcBzdB?+jBlhBaqB8qB,v115@zgB8HeB8HeA8EeB8BeB8CeG8BeF8Je2AJvhFCdBxiB?UhBTjBFlB3qB,v115@zgB8HeB8HeA8EeB8BeB8CeG8BeF8JeeAJvhFSjBRhB?fmBlhBUjBTqB,v115@zgB8HeB8HeA8EeB8BeB8CeG8BeF8JeSDJvhFVlBRhB?3hBUjBmlBTqB,v115@zgB8HeB8HeA8EeB8BeB8CeG8BeF8Je1AJvhF8hBzdB?+jBRlBKqBXrB,v115@zgB8HeB8HeA8EeB8BeB8CeG8BeF8Je2AJvhF8hBfjB?6jBRlBFmBTqB
ZJSOITL,O,X,O,X,O,X,O,X,X,X,O,X,X,X,X,O
ZJSOILT,O,X,O,O,O,X,O,X,X,X,O,X,X,X,X,O
ZJSOLTI,X,O,O,O,O,X,O,X,X,X,O,X,X,X,X,X
ZJSOLIT,O,O,O,O,O,X,O,X,X,X,O,X,X,X,X,O
ZJOTILS,O,X,O,X,O,O,O,X,X,X,X,X,X,X,X,X
ZJOTISL,O,X,O,O,X,X,X,X,X,X,O,X,X,X,X,X
ZJOTLIS,O,X,O,X,O,O,O,X,X,X,X,X,X,X,X,X
ZJOTLSI,O,X,O,X,X,O,O,X,X,X,O,X,X,X,X,X
ZJOTSIL,O,O,O,O,X,X,O,X,X,X,O,X,X,X,X,X
ZJOTSLI,O,O,O,O,X,X,O,X,X,X,O,X,X,X,X,X
ZJOITLS,O,X,X,X,O,O,O,X,X,X,X,X,X,X,O,X
ZJOITSL,O,X,X,X,X,X,X,X,X,X,O,X,X,X,O,O
ZJOILTS,O,X,O,X,O,O,O,X,X,O,X,X,X,X,X,X
ZJOILST,O,X,O,X,O,X,O,X,X,O,X,X,X,X,X,O
ZJOISTL,O,X,X,X,O,X,O,X,X,X,O,X,X,X,X,O
ZJOISLT,O,X,X,O,O,X,O,X,X,X,O,X,X,X,X,O
ZJOLTIS,O,X,O,X,O,O,O,X,X,X,O,X,X,X,X,X
ZJOLTSI,O,X,O,X,X,O,O,X,X,X,O,X,X,X,X,X
ZJOLITS,O,X,O,X,O,O,O,X,X,X,O,X,X,X,X,X
ZJOLIST,O,O,O,X,O,X,O,X,X,X,O,X,X,X,X,X
ZJOLSTI,X,O,O,X,X,X,O,X,X,X,O,X,X,X,X,X
ZJOLSIT,O,O,O,X,O,X,O,X,X,X,O,X,X,X,X,X
ZJOSTIL,O,O,O,O,O,X,O,X,X,X,O,X,X,X,X,X
ZJOSTLI,O,O,O,O,O,X,O,X,X,X,O,X,X,X,X,X
ZJOSITL,O,X,O,X,O,X,O,X,X,X,O,X,X,X,X,O
ZJOSILT,O,X,O,O,O,X,O,X,X,X,O,X,X,X,X,O
ZJOSLTI,X,O,O,O,O,X,O,X,X,X,O,X,X,X,X,X
ZJOSLIT,O,O,O,O,O,X,O,X,X,X,O,X,X,X,X,O
ZSTILJO,X,O,O,O,O,X,O,O,O,O,O,O,X,X,X,X
ZSTILOJ,X,O,O,X,O,O,O,X,O,X,X,X,X,X,X,O
ZSTIJLO,X,O,O,X,O,X,O,O,O,O,O,O,X,X,X,O
ZSTIJOL,X,O,O,X,O,X,O,X,O,X,O,X,X,X,X,X
ZSTIOLJ,X,O,O,X,O,X,O,X,O,X,X,X,X,X,X,X
ZSTIOJL,X,O,O,X,O,X,O,X,O,X,O,X,X,X,X,X
ZSTLIJO,X,O,O,O,O,X,O,O,O,O,O,X,X,X,X,X
ZSTLIOJ,X,O,O,X,O,O,O,X,O,X,X,X,X,X,X,O
ZSTLJIO,O,O,O,O,O,X,O,O,O,O,O,X,X,X,X,X
ZSTLJOI,O,O,O,O,O,O,O,X,O,X,O,X,X,X,X,X
ZSTLOIJ,O,O,O,X,O,O,O,X,O,X,X,X,X,X,X,O
ZSTLOJI,O,O,O,X,O,O,O,X,O,X,X,X,X,X,X,X
ZSTJILO,O,O,O,O,O,X,O,O,O,O,O,O,X,X,X,X
ZSTJIOL,X,O,O,O,O,X,O,X,O,X,O,X,X,X,X,X
ZSTJLIO,O,O,O,O,O,X,O,O,O,O,O,X,X,X,X,X
ZSTJLOI,O,O,O,O,O,O,O,X,O,X,O,X,X,X,X,X
ZSTJOIL,O,O,O,O,O,X,O,X,O,X,O,X,X,X,X,X
ZSTJOLI,O,O,O,O,O,X,O,X,O,X,O,X,X,X,X,X
ZSTOILJ,O,O,O,X,O,O,O,X,O,X,X,X,X,X,X,O
ZSTOIJL,O,O,O,X,O,X,O,X,O,X,O,X,X,X,X,O
ZSTOLIJ,O,O,O,X,O,O,O,X,O,X,X,X,X,X,X,O
ZSTOLJI,O,O,O,X,O,O,O,X,O,X,X,X,X,X,X,X
ZSTOJIL,O,O,O,X,O,X,O,X,O,X,O,X,X,X,X,X
ZSTOJLI,O,O,O,X,O,X,O,X,O,X,O,X,X,X,X,X
ZSITLJO,X,O,O,O,X,X,O,X,X,O,O,O,X,X,X,X
ZSITLOJ,X,O,O,X,X,X,O,X,X,X,X,X,X,X,X,O
ZSITJLO,X,O,O,X,X,X,O,X,X,O,O,O,X,X,X,O
ZSITJOL,X,O,O,X,X,X,O,X,X,X,O,X,X,X,O,X
ZSITOLJ,X,O,O,X,X,X,O,X,X,X,X,X,X,X,X,X
ZSITOJL,X,O,O,X,X,X,O,X,X,X,O,X,X,X,X,X
ZSILTJO,X,O,O,O,X,X,O,X,X,O,X,O,X,X,X,X
ZSILTOJ,X,O,O,X,X,X,X,X,X,X,X,X,X,X,X,O
ZSILJTO,X,O,O,O,O,X,O,O,X,O,X,X,X,X,X,O
ZSILJOT,X,O,O,O,O,X,O,O,O,O,O,X,X,X,X,O
ZSILOTJ,X,X,O,X,O,X,X,X,X,X,X,X,X,X,X,O
ZSILOJT,X,O,O,O,O,X,O,X,X,X,X,X,X,X,X,O
ZSIJTLO,X,O,O,O,O,X,O,X,X,X,O,X,X,X,X,O
ZSIJTOL,X,O,O,O,X,X,O,X,X,X,O,X,X,X,X,X
ZSIJLTO,X,O,O,O,O,X,O,O,X,O,X,X,X,X,X,O
ZSIJLOT,X,O,O,O,O,X,O,O,O,O,O,X,X,X,X,O
ZSIJOTL,X,X,O,X,O,X,X,X,X,X,O,X,X,X,X,X
ZSIJOLT,X,X,O,O,O,X,O,X,O,X,O,X,X,X,X,O
ZSIOTLJ,X,X,O,X,O,X,X,X,X,X,X,X,X,X,X,O
ZSIOTJL,X,X,O,X,O,X,X,X,X,X,X,X,X,X,X,O
ZSIOLTJ,X,X,O,X,O,X,X,X,X,X,X,X,X,X,X,O
ZSIOLJT,X,X,O,O,O,X,O,X,O,X,X,X,X,X,X,O
ZSIOJTL,X,X,O,X,O,X,X,X,X,X,O,X,X,X,X,O
ZSIOJLT,X,X,O,X,O,X,O,X,O,X,O,X,X,X,X,O
ZSLTIJO,X,O,O,O,X,X,O,O,O,X,O,X,X,X,X,X
ZSLTIOJ,X,O,O,X,X,O,O,X,O,X,X,X,X,X,X,O
ZSLTJIO,O,O,O,O,O,X,O,O,O,X,O,X,X,X,X,X
ZSLTJOI,O,O,O,O,O,O,O,X,O,X,O,X,X,X,X,X
ZSLTOIJ,O,O,O,X,O,O,O,X,O,X,X,X,X,X,X,O
ZSLTOJI,O,O,O,X,O,O,O,X,O,X,X,X,X,X,X,X
ZSLITJO,X,O,O,O,X,X,O,X,X,X,X,X,X,X,X,X
ZSLITOJ,X,O,O,X,X,X,X,X,X,X,X,X,X,X,X,O
ZSLIJTO,X,O,O,O,O,X,O,O,X,X,X,X,X,X,X,O
ZSLIJOT,X,O,O,O,O,X,O,O,O,X,O,X,X,X,X,O
ZSLIOTJ,X,X,O,X,O,X,X,X,X,X,X,X,X,X,X,O
ZSLIOJT,X,O,O,O,O,X,O,X,X,X,X,X,X,X,X,O
ZSLJTIO,X,O,O,O,O,X,O,O,X,X,O,X,X,X,X,X
ZSLJTOI,X,O,O,O,O,X,O,X,X,X,O,X,X,X,X,X
ZSLJITO,O,O,O,O,O,X,O,O,X,X,X,X,X,X,X,X
ZSLJIOT,O,O,O,O,O,X,O,O,O,X,O,X,X,X,X,O
ZSLJOTI,X,O,O,O,O,X,O,X,X,X,O,X,X,X,X,X
ZSLJOIT,O,O,O,O,O,X,O,X,X,X,O,X,X,X,X,O
ZSLOTIJ,O,O,O,X,O,O,O,X,X,X,X,X,X,X,X,O
ZSLOTJI,O,O,O,X,O,O,O,X,X,X,X,X,X,X,X,X
ZSLOITJ,X,X,O,X,O,O,O,X,X,X,X,X,X,X,X,O
ZSLOIJT,O,O,O,O,O,X,O,X,X,X,X,X,X,X,X,O
ZSLOJTI,X,O,O,O,O,X,O,X,X,X,X,X,X,X,X,X
ZSLOJIT,O,O,O,O,O,X,O,X,X,X,X,X,X,X,X,O
ZSJTILO,O,O,O,O,O,X,O,O,X,X,O,X,X,X,X,X
ZSJTIOL,X,O,O,O,X,X,O,X,X,X,O,X,X,X,X,X
ZSJTLIO,O,O,O,O,O,X,O,O,X,X,O,X,X,X,X,X
ZSJTLOI,O,O,O,O,O,X,O,X,X,X,O,X,X,X,X,X
ZSJTOIL,O,O,O,O,O,X,O,X,X,X,O,X,X,X,X,X
ZSJTOLI,O,O,O,O,O,X,O,X,X,X,O,X,X,X,X,X
ZSJITLO,O,O,O,O,O,X,O,X,X,X,O,X,X,X,X,O
ZSJITOL,X,O,O,O,X,X,O,X,X,X,O,X,X,X,X,X
ZSJILTO,O,O,O,O,O,X,O,O,X,O,X,X,X,X,X,O
ZSJILOT,O,O,O,O,O,X,O,O,O,O,O,X,X,X,X,O
ZSJIOTL,X,X,O,X,O,X,X,X,X,X,O,X,X,X,X,X
ZSJIOLT,X,X,O,O,O,X,O,X,O,X,O,X,X,X,X,O
ZSJLTIO,X,O,O,O,O,X,O,O,X,X,O,X,X,X,X,X
ZSJLTOI,X,O,O,O,O,X,O,X,X,X,O,X,X,X,X,X
ZSJLITO,O,O,O,O,O,X,O,O,X,X,X,X,X,X,X,X
ZSJLIOT,O,O,O,O,O,X,O,O,O,X,O,X,X,X,X,O
ZSJLOTI,X,O,O,O,O,X,O,X,X,X,O,X,X,X,X,X
ZSJLOIT,O,O,O,O,O,X,O,X,X,X,O,X,X,X,X,O
ZSJOTIL,O,O,O,O,O,X,O,X,X,X,O,X,X,X,X,X
ZSJOTLI,O,O,O,O,O,X,O,X,X,X,O,X,X,X,X,X
ZSJOITL,O,X,O,X,O,X,O,X,X,X,O,X,X,X,X,O
ZSJOILT,O,X,O,O,O,X,O,X,O,X,O,X,X,X,X,O
ZSJOLTI,X,O,O,O,O,X,O,X,X,X,O,X,X,X,X,X
ZSJOLIT,O,O,O,O,O,X,O,X,O,X,O,X,X,X,X,O
ZSOTILJ,O,O,O,X,O,O,O,X,O,X,X,X,X,X,X,O
ZSOTIJL,O,O,O,X,O,X,O,X,O,X,O,X,X,X,X,O
ZSOTLIJ,O,O,O,X,O,O,O,X,O,X,X,X,X,X,X,O
ZSOTLJI,O,O,O,X,O,O,O,X,O,X,X,X,X,X,X,X
ZSOTJIL,O,O,O,X,O,X,O,X,O,X,O,X,X,X,X,X
ZSOTJLI,O,O,O,X,O,X,O,X,O,X,O,X,X,X,X,X
ZSOITLJ,O,X,O,X,O,O,O,X,X,X,X,X,X,X,X,O
ZSOITJL,O,X,O,X,O,X,O,X,X,X,X,X,X,X,X,O
ZSOILTJ,X,X,O,X,O,O,O,X,X,X,X,X,X,X,X,O
ZSOILJT,O,X,O,O,O,X,O,X,O,X,X,X,X,X,X,O
ZSOIJTL,O,X,O,X,O,X,O,X,X,X,O,X,X,X,X,O
ZSOIJLT,O,X,O,X,O,X,O,X,O,X,O,X,X,X,X,O
ZSOLTIJ,O,O,O,X,O,O,O,X,O,X,X,X,X,X,X,O
ZSOLTJI,O,O,O,X,O,O,O,X,O,X,X,X,X,X,X,X
ZSOLITJ,X,X,O,X,O,O,O,X,X,X,X,X,X,X,X,O
ZSOLIJT,O,O,O,O,O,X,O,X,O,X,X,X,X,X,X,O
ZSOLJTI,X,O,O,O,O,X,O,X,X,X,X,X,X,X,X,X
ZSOLJIT,O,O,O,O,O,X,O,X,O,X,X,X,X,X,X,O
ZSOJTIL,O,O,O,O,O,X,O,X,X,X,O,X,X,X,X,X
ZSOJTLI,O,O,O,O,O,X,O,X,X,X,O,X,X,X,X,X
ZSOJITL,O,X,O,X,O,X,O,X,X,X,O,X,X,X,X,O
ZSOJILT,O,X,O,O,O,X,O,X,O,X,O,X,X,X,X,O
ZSOJLTI,X,O,O,O,O,X,O,X,X,X,O,X,X,X,X,X
ZSOJLIT,O,O,O,O,O,X,O,X,O,X,O,X,X,X,X,O
ZOTILJS,O,X,O,X,O,O,O,X,O,O,X,X,X,O,X,X
ZOTILSJ,O,X,O,X,O,O,O,X,O,X,X,X,X,O,X,X
ZOTIJLS,O,X,O,X,O,O,O,X,O,O,X,X,X,X,X,X
ZOTIJSL,O,X,O,X,O,X,X,X,O,X,X,X,X,X,X,O
ZOTISLJ,O,X,O,X,O,O,X,X,O,X,X,X,X,X,X,O
ZOTISJL,O,X,X,X,O,X,X,X,O,X,X,X,X,X,X,O
ZOTLIJS,O,X,O,X,O,O,O,X,O,O,X,X,X,O,X,X
ZOTLISJ,O,X,O,X,O,O,O,X,O,X,X,X,X,O,X,X
ZOTLJIS,O,X,O,X,O,O,O,X,O,O,X,X,X,X,X,X
ZOTLJSI,O,X,O,X,O,O,O,X,O,X,X,X,X,X,X,X
ZOTLSIJ,O,X,O,X,O,O,O,X,O,X,X,X,X,X,X,X
ZOTLSJI,O,X,O,X,O,O,O,X,O,X,X,X,X,X,X,X
ZOTJILS,O,X,O,X,O,O,O,X,O,O,X,X,X,X,X,X
ZOTJISL,O,X,O,X,O,X,X,X,O,X,O,X,X,X,X,X
ZOTJLIS,O,X,O,X,O,O,O,X,O,O,X,X,X,X,X,X
ZOTJLSI,O,X,O,X,O,O,O,X,O,X,O,X,X,X,X,X
ZOTJSIL,O,O,O,X,O,X,O,X,O,X,O,X,X,X,X,X
ZOTJSLI,O,O,O,X,O,X,O,X,O,X,O,X,X,X,X,X
ZOTSILJ,O,O,O,X,O,O,O,X,O,X,X,X,X,X,X,O
ZOTSIJL,O,O,O,X,O,X,O,X,O,X,O,X,X,X,X,O
ZOTSLIJ,O,O,O,X,O,O,O,X,O,X,X,X,X,X,X,O
ZOTSLJI,O,O,O,X,O,O,O,X,O,X,X,X,X,X,X,X
ZOTSJIL,O,O,O,X,O,X,O,X,O,X,O,X,X,X,X,X
ZOTSJLI,O,O,O,X,O,X,O,X,O,X,O,X,X,X,X,X
ZOITLJS,O,X,O,X,O,O,O,X,X,O,X,X,X,X,X,X
ZOITLSJ,O,X,O,X,O,O,O,X,X,X,X,X,X,X,X,X
ZOITJLS,O,X,O,X,O,O,O,X,X,O,X,X,X,X,O,X
ZOITJSL,O,X,O,X,O,X,X,X,X,X,X,X,X,X,O,O
ZOITSLJ,O,X,O,X,O,O,X,X,X,X,X,X,X,X,X,O
ZOITSJL,O,X,X,X,O,X,X,X,X,X,X,X,X,X,X,O
ZOILTJS,O,X,O,X,O,O,O,X,X,O,X,X,X,X,X,X
ZOILTSJ,O,X,O,X,X,O,O,X,X,X,X,X,X,X,X,X
ZOILJTS,O,X,O,X,O,O,O,X,X,O,X,X,O,X,X,X
ZOILJST,O,X,O,X,O,X,O,X,X,O,X,X,O,X,X,O
ZOILSTJ,X,X,O,X,X,O,O,X,X,X,X,X,X,X,X,O
ZOILSJT,O,X,O,X,O,X,O,X,X,X,X,X,X,X,X,O
ZOIJTLS,O,X,X,X,O,O,O,X,X,X,X,X,X,X,X,X
ZOIJTSL,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X,O
ZOIJLTS,O,X,O,X,O,O,O,X,X,O,X,X,O,X,X,X
ZOIJLST,O,X,O,X,O,X,O,X,X,O,X,X,O,X,X,O
ZOIJSTL,O,X,X,X,O,X,O,X,X,X,X,X,X,X,X,O
ZOIJSLT,O,X,X,X,O,X,O,X,X,X,X,X,X,X,X,O
ZOISTLJ,O,X,O,X,O,O,O,X,X,X,X,X,X,X,X,O
ZOISTJL,O,X,O,X,O,X,O,X,X,X,X,X,X,X,X,O
ZOISLTJ,X,X,O,X,O,O,O,X,X,X,X,X,X,X,X,O
ZOISLJT,O,X,O,O,O,X,O,X,X,X,X,X,X,X,X,O
ZOISJTL,O,X,O,X,O,X,O,X,X,X,X,X,X,X,X,O
ZOISJLT,O,X,O,X,O,X,O,X,X,X,X,X,X,X,X,O
ZOLTIJS,O,X,O,X,O,O,O,X,O,X,X,X,X,O,X,X
ZOLTISJ,O,X,O,X,X,O,O,X,O,X,X,X,X,O,X,X
ZOLTJIS,O,X,O,X,O,O,O,X,O,X,X,X,X,X,X,X
ZOLTJSI,O,X,O,X,X,O,O,X,O,X,X,X,X,X,X,X
ZOLTSIJ,O,X,O,X,X,O,O,X,O,X,X,X,X,X,X,X
ZOLTSJI,O,X,O,X,X,O,O,X,O,X,X,X,X,X,X,X
ZOLITJS,O,X,O,X,O,O,O,X,X,X,X,X,X,X,X,X
ZOLITSJ,O,X,O,X,X,O,O,X,X,X,X,X,X,X,X,X
ZOLIJTS,O,X,O,X,O,O,O,X,X,X,X,X,O,X,X,X
ZOLIJST,O,O,O,X,O,X,O,X,X,X,X,X,O,X,X,O
ZOLISTJ,X,X,O,X,X,O,O,X,X,X,X,X,X,X,X,O
ZOLISJT,O,X,O,X,O,X,O,X,X,X,X,X,X,X,X,O
ZOLJTIS,O,X,O,X,O,O,O,X,X,X,X,X,X,X,X,X
ZOLJTSI,O,X,O,X,X,O,O,X,X,X,X,X,X,X,X,X
ZOLJITS,O,X,O,X,O,O,O,X,X,X,X,X,O,X,X,X
ZOLJIST,O,O,O,X,O,X,O,X,X,X,X,X,O,X,X,X
ZOLJSTI,X,O,O,X,X,X,O,X,X,X,X,X,X,X,X,X
ZOLJSIT,O,O,O,X,O,X,O,X,X,X,X,X,X,X,X,X
ZOLSTIJ,O,O,O,X,X,O,O,X,O,X,X,X,X,X,X,O
ZOLSTJI,O,O,O,X,X,O,O,X,O,X,X,X,X,X,X,X
ZOLSITJ,X,X,O,X,X,O,O,X,X,X,X,X,X,X,X,O
ZOLSIJT,O,O,O,X,O,X,O,X,O,X,X,X,X,X,X,O
ZOLSJTI,X,O,O,X,X,X,O,X,X,X,X,X,X,X,X,X
ZOLSJIT,O,O,O,X,O,X,O,X,O,X,X,X,X,X,X,O
ZOJTILS,O,X,O,X,O,O,O,X,X,X,X,X,X,X,X,X
ZOJTISL,O,X,O,O,X,X,X,X,X,X,O,X,X,X,X,X
ZOJTLIS,O,X,O,X,O,O,O,X,X,X,X,X,X,X,X,X
ZOJTLSI,O,X,O,X,X,O,O,X,X,X,O,X,X,X,X,X
ZOJTSIL,O,O,O,O,X,X,O,X,X,X,O,X,X,X,X,X
ZOJTSLI,O,O,O,O,X,X,O,X,X,X,O,X,X,X,X,X
ZOJITLS,O,X,X,X,O,O,O,X,X,X,X,X,X,X,X,X
ZOJITSL,O,X,X,X,X,X,X,X,X,X,O,X,X,X,X,O
ZOJILTS,O,X,O,X,O,O,O,X,X,O,X,X,O,X,X,X
ZOJILST,O,X,O,X,O,X,O,X,X,O,X,X,O,X,X,O
ZOJISTL,O,X,X,X,O,X,O,X,X,X,O,X,X,X,X,O
ZOJISLT,O,X,X,O,O,X,O,X,X,X,O,X,X,X,X,O
ZOJLTIS,O,X,O,X,O,O,O,X,X,X,X,X,X,X,X,X
ZOJLTSI,O,X,O,X,X,O,O,X,X,X,O,X,X,X,X,X
ZOJLITS,O,X,O,X,O,O,O,X,X,X,X,X,O,X,X,X
ZOJLIST,O,O,O,X,O,X,O,X,X,X,X,X,O,X,X,X
ZOJLSTI,X,O,O,X,X,X,O,X,X,X,O,X,X,X,X,X
ZOJLSIT,O,O,O,X,O,X,O,X,X,X,O,X,X,X,X,X
ZOJSTIL,O,O,O,O,O,X,O,X,X,X,O,X,X,X,X,X
ZOJSTLI,O,O,O,O,O,X,O,X,X,X,O,X,X,X,X,X
ZOJSITL,O,X,O,X,O,X,O,X,X,X,O,X,X,X,X,O
ZOJSILT,O,X,O,O,O,X,O,X,X,X,O,X,X,X,X,O
ZOJSLTI,X,O,O,O,O,X,O,X,X,X,O,X,X,X,X,X
ZOJSLIT,O,O,O,O,O,X,O,X,X,X,O,X,X,X,X,O
ZOSTILJ,O,O,O,X,O,O,O,X,O,X,X,X,X,X,X,O
ZOSTIJL,O,O,O,X,O,X,O,X,O,X,O,X,X,X,X,O
ZOSTLIJ,O,O,O,X,O,O,O,X,O,X,X,X,X,X,X,O
ZOSTLJI,O,O,O,X,O,O,O,X,O,X,X,X,X,X,X,X
ZOSTJIL,O,O,O,X,O,X,O,X,O,X,O,X,X,X,X,X
ZOSTJLI,O,O,O,X,O,X,O,X,O,X,O,X,X,X,X,X
ZOSITLJ,O,X,O,X,O,O,O,X,X,X,X,X,X,X,X,O
ZOSITJL,O,X,O,X,O,X,O,X,X,X,X,X,X,X,X,O
ZOSILTJ,X,X,O,X,O,O,O,X,X,X,X,X,X,X,X,O
ZOSILJT,O,X,O,O,O,X,O,X,O,X,X,X,X,X,X,O
ZOSIJTL,O,X,O,X,O,X,O,X,X,X,O,X,X,X,X,O
ZOSIJLT,O,X,O,X,O,X,O,X,O,X,O,X,X,X,X,O
ZOSLTIJ,O,O,O,X,O,O,O,X,O,X,X,X,X,X,X,O
ZOSLTJI,O,O,O,X,O,O,O,X,O,X,X,X,X,X,X,X
ZOSLITJ,X,X,O,X,O,O,O,X,X,X,X,X,X,X,X,O
ZOSLIJT,O,O,O,O,O,X,O,X,O,X,X,X,X,X,X,O
ZOSLJTI,X,O,O,O,O,X,O,X,X,X,X,X,X,X,X,X
ZOSLJIT,O,O,O,O,O,X,O,X,O,X,X,X,X,X,X,O
ZOSJTIL,O,O,O,O,O,X,O,X,X,X,O,X,X,X,X,X
ZOSJTLI,O,O,O,O,O,X,O,X,X,X,O,X,X,X,X,X
ZOSJITL,O,X,O,X,O,X,O,X,X,X,O,X,X,X,X,O
ZOSJILT,O,X,O,O,O,X,O,X,O,X,O,X,X,X,X,O
ZOSJLTI,X,O,O,O,O,X,O,X,X,X,O,X,X,X,X,X
ZOSJLIT,O,O,O,O,O,X,O,X,O,X,O,X,X,X,X,O
OTILJSZ,X,X,X,X,O,X,X,X,O,X,X,O,O,O,X,X
OTILJZS,O,X,O,X,O,X,O,X,O,X,X,O,O,O,X,X
OTILSJZ,X,X,X,X,O,X,X,X,O,X,X,X,X,O,X,X
OTILSZJ,X,X,X,X,X,X,O,X,O,X,X,X,X,O,X,X
OTILZJS,O,X,O,X,O,O,O,X,O,O,X,X,X,O,X,X
OTILZSJ,O,X,O,X,O,O,O,X,O,X,X,X,X,O,X,X
OTIJLSZ,X,X,X,X,O,X,X,X,O,X,X,O,O,O,X,X
OTIJLZS,O,X,O,X,O,X,X,X,O,X,X,O,O,O,X,X
OTIJSLZ,X,X,X,X,O,X,X,X,O,X,X,X,X,X,X,O
OTIJSZL,O,X,X,X,O,X,X,X,O,X,X,X,X,X,X,O
OTIJZLS,O,X,O,X,O,X,X,X,O,X,X,X,X,X,X,X
OTIJZSL,O,X,O,X,O,X,X,X,X,X,X,X,X,X,X,O
OTISLJZ,X,X,X,X,O,X,X,X,O,X,X,X,X,O,X,O
OTISLZJ,X,X,X,X,O,X,X,X,O,X,X,X,X,O,X,O
OTISJLZ,X,X,X,X,O,X,X,X,O,X,X,X,X,X,X,O
OTISJZL,O,X,X,X,O,X,X,X,O,X,X,X,X,X,X,O
OTISZLJ,O,X,X,X,O,X,X,X,O,X,X,X,X,X,X,O
OTISZJL,O,X,X,X,O,X,X,X,O,X,X,X,X,X,X,O
OTIZLJS,O,X,O,X,O,O,O,X,O,O,X,X,X,O,X,X
OTIZLSJ,O,X,O,X,O,O,O,X,O,X,X,X,X,O,X,X
OTIZJLS,O,X,O,X,O,O,O,X,O,O,X,X,X,X,X,X
OTIZJSL,O,X,O,X,O,X,X,X,O,X,X,X,X,X,X,O
OTIZSLJ,O,X,O,X,O,O,X,X,O,X,X,X,X,X,X,O
OTIZSJL,O,X,X,X,O,X,X,X,O,X,X,X,X,X,X,O
OTLIJSZ,X,X,X,X,O,X,X,X,O,X,X,X,O,O,X,X
OTLIJZS,O,X,O,X,O,X,O,X,O,X,X,X,O,O,X,X
OTLISJZ,X,X,X,X,O,X,X,X,O,X,X,X,X,O,X,X
OTLISZJ,X,X,X,X,X,X,O,X,O,X,X,X,X,O,X,X
OTLIZJS,O,X,O,X,O,O,O,X,O,O,X,X,X,O,X,X
OTLIZSJ,O,X,O,X,O,O,O,X,O,X,X,X,X,O,X,X
OTLJISZ,X,X,X,X,O,X,X,X,O,X,O,X,O,O,X,X
OTLJIZS,O,X,O,X,O,X,O,X,O,X,X,X,O,O,X,X
OTLJSIZ,X,X,X,X,O,X,X,X,O,X,O,X,X,X,X,X
OTLJSZI,X,X,O,X,X,X,X,X,O,X,O,X,X,X,X,X
OTLJZIS,O,X,O,X,O,X,O,X,O,X,X,X,X,X,X,X
OTLJZSI,O,X,O,X,O,X,O,X,O,X,O,X,X,X,X,X
OTLSIJZ,X,X,O,X,O,X,X,O,O,X,X,X,X,O,X,X
OTLSIZJ,X,X,O,X,X,X,O,X,O,X,X,X,X,O,X,X
OTLSJIZ,X,X,O,X,O,X,X,O,O,X,O,X,X,X,X,X
OTLSJZI,X,X,O,X,X,X,X,X,O,X,O,X,X,X,X,X
OTLSZIJ,X,X,O,X,O,X,O,X,O,X,X,X,X,X,X,X
OTLSZJI,X,X,O,X,O,X,O,X,O,X,X,X,X,X,X,X
OTLZIJS,O,X,O,X,O,O,O,X,O,O,X,X,X,O,X,X
OTLZISJ,O,X,O,X,O,O,O,X,O,X,X,X,X,O,X,X
OTLZJIS,O,X,O,X,O,O,O,X,O,O,X,X,X,X,X,X
OTLZJSI,O,X,O,X,O,O,O,X,O,X,X,X,X,X,X,X
OTLZSIJ,O,X,O,X,O,O,O,X,O,X,X,X,X,X,X,X
OTLZSJI,O,X,O,X,O,O,O,X,O,X,X,X,X,X,X,X
OTJILSZ,X,X,X,X,O,X,X,X,O,X,O,O,O,O,X,X
OTJILZS,O,X,O,X,O,X,X,X,O,X,X,O,O,O,X,X
OTJISLZ,X,X,X,X,O,X,X,X,O,X,X,X,X,X,X,X
OTJISZL,O,X,X,X,O,X,X,X,O,X,X,X,X,X,X,X
OTJIZLS,O,X,O,X,O,X,X,X,O,X,X,X,X,X,X,X
