sequence,v115@zgA8IeA8FeE8DeF8EeF8DeC8JeC7IvhF0cBxdBlgB/?qBOrBzrB,v115@zgA8IeA8FeE8DeF8EeF8DeC8JeC7IvhFxdB0gBlhB/?qBOrBzrB,v115@zgA8IeA8FeE8DeF8EeF8DeC8JeWAJvhF0cBxdB/mBT?gBlqBywB,v115@zgA8IeA8FeE8DeF8EeF8DeC8JeWAJvhFxdBlhBilB0?lBzrBXrB,v115@zgA8IeA8FeE8DeF8EeF8DeC8Jez6IvhFqgBxdBlhB/?qB0mB2wB,v115@zgA8IeA8FeE8DeF8EeF8DeC8JeC7IvhFxdB0gBlhB/?qBmrBTrB,v115@zgA8IeA8FeE8DeF8EeF8DeC8JeC7IvhF0cBxdBlgB2?qBzrBXrB,v115@zgA8IeA8FeE8DeF8EeF8DeC8JeC7IvhF0cBxdBlgB/?qBmrBTrB,v115@zgA8IeA8FeE8DeF8EeF8DeC8Jez6IvhFCcBxdBmlBf?sB0qBlrB,v115@zgA8IeA8FeE8DeF8EeF8DeC8Jez6IvhFCcBxdBlhB/?qBmrBUrB,v115@zgA8IeA8FeE8DeF8EeF8DeC8JeG7IvhFxdBUgBlhBy?qBzrBXrB,v115@zgA8IeA8FeE8DeF8EeF8DeC8JeC7IvhFxdB0gBlhB2?qBzrBXrB,v115@zgA8IeA8FeE8DeF8EeF8DeC8JeC7IvhF0cBxdB/qBF?mBzrBmqB,v115@zgA8IeA8FeE8DeF8EeF8DeC8JeG7IvhFxdBUgBihBf?sBlqBTrB,v115@zgA8IeA8FeE8DeF8EeF8DeC8Jez6IvhFxdBclBlhBK?rBuqBfsB,v115@zgA8IeA8FeE8DeF8EeF8DeC8JeX8IvhFxdBUgBTmBa?sBFlBWwB
ZSOITLJ,O,O,X,X,X,O,X,O,X,O,X,X,O,X,X,X
ZSOITJL,O,O,X,X,X,X,X,X,O,X,X,X,O,X,X,X
ZSOILTJ,O,O,X,X,O,O,X,O,X,X,O,X,O,X,X,X
ZSOILJT,O,O,X,X,O,O,O,X,O,X,O,X,O,X,X,X
ZSOIJTL,O,O,X,X,X,X,O,X,O,O,X,X,X,X,X,X
ZSOIJLT,O,O,X,X,O,X,O,X,O,O,X,X,O,X,X,X
ZSOLTIJ,O,O,X,X,O,O,X,X,X,X,O,X,O,X,O,X
ZSOLTJI,O,O,X,X,O,O,X,X,X,X,O,X,O,X,O,X
ZSOLITJ,O,O,X,X,O,O,X,O,X,X,O,X,O,X,X,X
ZSOLIJT,O,O,X,X,O,O,O,X,O,X,O,X,O,X,X,X
ZSOLJTI,O,O,X,X,O,O,X,X,O,X,O,X,X,X,X,X
ZSOLJIT,O,O,X,X,O,O,X,X,O,X,O,X,O,X,X,X
ZSOJTIL,O,O,X,X,X,O,O,X,O,O,X,X,X,X,X,X
ZSOJTLI,O,O,X,X,X,O,O,X,O,O,X,X,X,X,X,X
ZSOJITL,O,O,X,X,X,O,O,X,O,O,X,X,X,X,X,X
ZSOJILT,O,O,X,X,O,O,O,X,O,O,X,X,O,X,X,X
ZSOJLTI,O,O,X,X,O,O,O,X,O,O,X,X,X,X,X,X
ZSOJLIT,O,O,X,X,O,O,O,X,O,O,X,X,O,X,X,X
ZOTILJS,O,X,X,O,X,X,O,X,X,O,O,X,X,X,O,X
ZOTILSJ,O,X,X,X,X,X,X,X,X,O,O,X,O,X,O,X
ZOTIJLS,O,X,X,O,X,X,O,X,O,O,X,O,X,X,X,X
ZOTIJSL,O,X,X,X,X,X,O,X,X,X,X,O,X,O,X,X
ZOTISLJ,O,O,X,X,X,X,X,X,X,X,X,X,O,X,X,X
ZOTISJL,O,O,X,X,X,X,X,X,O,X,X,X,X,O,X,X
ZOTLIJS,O,X,X,O,X,X,O,X,X,O,O,X,X,X,O,X
ZOTLISJ,O,X,X,X,X,X,X,X,X,O,O,X,O,X,O,X
ZOTLJIS,X,X,X,O,X,X,X,X,X,X,O,X,X,X,O,X
ZOTLJSI,X,X,X,O,X,X,X,X,X,X,O,X,X,X,O,X
ZOTLSIJ,X,X,X,X,X,X,X,X,X,X,O,X,X,X,O,X
ZOTLSJI,X,X,X,X,X,X,X,X,X,X,O,X,X,X,O,X
ZOTJILS,O,X,X,O,X,X,O,X,O,O,X,O,X,X,X,X
ZOTJISL,O,X,X,X,X,X,O,X,X,X,X,O,X,O,X,X
ZOTJLIS,O,X,X,O,X,X,O,X,O,O,X,O,X,X,O,X
ZOTJLSI,X,X,X,O,X,X,O,X,O,X,X,O,X,X,O,X
ZOTJSIL,O,X,X,X,X,X,O,X,O,X,X,O,X,O,X,X
ZOTJSLI,O,X,X,X,X,X,O,X,O,X,X,O,X,O,X,X
ZOTSILJ,O,O,X,X,X,X,X,X,X,X,X,X,O,X,X,X
ZOTSIJL,O,O,X,X,X,X,X,X,O,X,X,X,X,O,X,X
ZOTSLIJ,O,O,X,X,X,X,X,X,X,X,X,X,O,O,O,X
ZOTSLJI,O,O,X,X,X,X,X,X,X,X,X,X,X,O,O,X
ZOTSJIL,O,O,X,X,X,X,X,X,O,X,X,X,X,O,X,X
ZOTSJLI,O,O,X,X,X,X,X,X,O,X,X,X,X,O,X,X
ZOITLJS,O,X,X,O,X,X,O,X,X,O,O,X,X,X,O,X
ZOITLSJ,O,X,X,X,X,X,X,X,X,O,O,X,O,X,O,X
ZOITJLS,O,X,X,O,X,X,O,X,O,O,X,O,X,X,X,X
ZOITJSL,O,X,X,X,X,X,O,X,X,X,X,O,X,O,X,X
ZOITSLJ,O,O,X,X,X,X,X,X,X,X,X,X,O,X,X,X
ZOITSJL,O,O,X,X,X,X,X,X,O,X,X,X,X,O,X,X
ZOILTJS,O,X,X,O,X,X,O,X,X,X,O,X,X,X,O,X
ZOILTSJ,O,X,X,X,X,X,X,X,X,X,O,X,O,X,O,X
ZOILJTS,O,X,X,O,X,X,O,X,O,X,O,O,X,X,X,X
ZOILJST,O,X,X,X,X,X,O,O,O,X,O,O,O,X,X,X
ZOILSTJ,O,O,O,X,X,X,X,O,X,X,O,X,O,X,X,X
ZOILSJT,O,O,O,X,X,X,O,X,O,X,O,X,O,X,X,X
ZOIJTLS,O,X,X,O,X,X,O,X,O,O,X,O,X,X,X,X
ZOIJTSL,O,X,X,X,X,X,O,X,X,X,X,O,X,O,X,X
ZOIJLTS,O,X,X,O,X,X,O,X,O,X,O,O,X,X,X,X
ZOIJLST,O,X,X,X,X,X,O,O,O,X,O,O,O,X,X,X
ZOIJSTL,O,X,X,X,X,X,O,O,O,O,X,O,X,X,X,X
ZOIJSLT,O,X,X,X,O,X,O,O,O,O,X,O,O,X,X,X
ZOISTLJ,O,O,X,X,X,X,X,O,X,O,X,X,O,X,X,X
ZOISTJL,O,O,X,X,X,X,X,X,O,X,X,X,O,X,X,X
ZOISLTJ,O,O,X,X,O,X,X,O,X,X,O,X,O,X,X,X
ZOISLJT,O,O,X,X,O,X,O,X,O,X,O,X,O,X,X,X
ZOISJTL,O,O,X,X,X,X,O,X,O,O,X,X,X,X,X,X
ZOISJLT,O,O,X,X,O,X,O,X,O,O,X,X,O,X,X,X
ZOLTIJS,O,X,X,O,X,X,O,X,X,X,O,X,X,X,O,X
ZOLTISJ,O,X,X,X,X,X,X,X,X,X,O,X,O,X,O,X
ZOLTJIS,X,X,X,O,X,X,X,X,X,X,O,X,X,X,O,X
ZOLTJSI,X,X,X,O,X,X,X,X,X,X,O,X,X,X,O,X
ZOLTSIJ,X,X,X,X,X,X,X,X,X,X,O,X,X,X,O,X
ZOLTSJI,X,X,X,X,X,X,X,X,X,X,O,X,X,X,O,X
ZOLITJS,O,X,X,O,X,X,O,X,X,X,O,X,X,X,O,X
ZOLITSJ,O,X,X,X,X,X,X,X,X,X,O,X,O,X,O,X
ZOLIJTS,O,X,X,O,X,X,O,X,O,X,O,O,X,X,X,X
ZOLIJST,O,X,X,X,X,X,O,O,O,X,O,O,O,X,X,X
ZOLISTJ,O,O,O,X,X,X,X,O,X,X,O,X,O,X,X,X
ZOLISJT,O,O,O,X,X,X,O,X,O,X,O,X,O,X,X,X
ZOLJTIS,O,X,X,O,X,X,O,X,O,X,O,O,X,X,O,X
ZOLJTSI,X,X,X,O,X,X,O,X,O,X,O,O,X,X,O,X
ZOLJITS,O,X,X,O,X,X,O,X,O,X,O,O,X,X,X,X
ZOLJIST,O,X,X,X,X,X,O,X,O,X,O,O,O,X,X,X
ZOLJSTI,O,X,X,X,X,X,O,X,O,X,O,O,X,X,X,X
ZOLJSIT,O,X,X,X,X,X,O,X,O,X,O,O,X,X,X,X
ZOLSTIJ,O,O,O,X,X,X,X,X,X,X,O,X,O,X,O,X
ZOLSTJI,O,O,O,X,X,X,X,X,X,X,O,X,O,X,O,X
ZOLSITJ,O,O,O,X,X,X,X,X,X,X,O,X,O,X,X,X
ZOLSIJT,O,O,O,X,X,X,O,X,O,X,O,X,O,X,X,X
ZOLSJTI,O,O,O,X,X,X,X,X,O,X,O,X,X,X,X,X
ZOLSJIT,O,O,O,X,X,X,X,X,O,X,O,X,O,X,X,X
ZOJTILS,O,X,X,O,X,X,O,X,O,O,X,O,X,X,X,X
ZOJTISL,O,X,X,X,X,X,O,X,X,X,X,O,X,O,X,X
ZOJTLIS,O,X,X,O,X,X,O,X,O,O,X,O,X,X,O,O
ZOJTLSI,X,X,X,O,X,X,O,X,O,X,X,O,X,X,O,O
ZOJTSIL,O,X,X,X,X,X,O,X,O,X,X,O,X,O,X,X
ZOJTSLI,O,X,X,X,X,X,O,X,O,X,X,O,X,O,X,X
ZOJITLS,O,X,X,O,X,X,O,X,O,O,X,O,X,X,X,X
ZOJITSL,O,X,X,X,X,X,O,X,X,X,X,O,X,O,X,X
ZOJILTS,O,X,X,O,X,X,O,X,O,X,O,O,X,X,X,O
ZOJILST,O,X,X,X,X,X,O,O,O,X,O,O,O,X,X,O
ZOJISTL,O,X,X,X,X,X,O,O,O,O,X,O,X,X,X,X
ZOJISLT,O,X,X,X,O,X,O,O,O,O,X,O,O,X,X,X
ZOJLTIS,O,X,X,O,X,X,O,X,O,X,O,O,X,X,O,O
ZOJLTSI,X,X,X,O,X,X,O,X,O,X,O,O,X,X,O,O
ZOJLITS,O,X,X,O,X,X,O,X,O,X,O,O,X,X,X,O
ZOJLIST,O,X,X,X,X,X,O,O,O,X,O,O,O,X,X,O
ZOJLSTI,O,X,X,X,X,X,O,X,O,X,O,O,X,X,X,O
ZOJLSIT,O,X,X,X,X,X,O,X,O,X,O,O,X,X,X,O
ZOJSTIL,O,X,X,X,X,X,O,O,O,O,X,O,X,X,X,X
ZOJSTLI,O,X,X,X,X,X,O,O,O,O,X,O,X,X,X,X
ZOJSITL,O,X,X,X,X,X,O,O,O,O,X,O,X,X,X,X
ZOJSILT,O,X,X,X,O,X,O,O,O,O,X,O,O,X,X,X
ZOJSLTI,O,X,X,X,O,X,O,X,O,O,X,O,X,X,X,O
ZOJSLIT,O,X,X,X,O,X,O,O,O,O,X,O,O,X,X,O
ZOSTILJ,O,O,X,X,X,X,X,O,X,O,X,X,O,X,X,X
ZOSTIJL,O,O,X,X,X,X,X,X,O,X,X,X,O,X,X,X
ZOSTLIJ,O,O,X,X,X,X,X,O,X,O,X,X,O,X,O,X
ZOSTLJI,O,O,X,X,X,X,X,X,X,X,X,X,O,X,O,X
ZOSTJIL,O,O,X,X,X,X,X,X,O,X,X,X,O,X,X,X
ZOSTJLI,O,O,X,X,X,X,X,X,O,X,X,X,O,X,X,X
ZOSITLJ,O,O,X,X,X,X,X,O,X,O,X,X,O,X,X,X
ZOSITJL,O,O,X,X,X,X,X,X,O,X,X,X,O,X,X,X
ZOSILTJ,O,O,X,X,O,X,X,O,X,X,O,X,O,X,X,X
ZOSILJT,O,O,X,X,O,X,O,X,O,X,O,X,O,X,X,X
ZOSIJTL,O,O,X,X,X,X,O,X,O,O,X,X,X,X,X,X
ZOSIJLT,O,O,X,X,O,X,O,X,O,O,X,X,O,X,X,X
ZOSLTIJ,O,O,X,X,O,X,X,X,X,X,O,X,O,X,O,X
ZOSLTJI,O,O,X,X,O,X,X,X,X,X,O,X,O,X,O,X
ZOSLITJ,O,O,X,X,O,X,X,O,X,X,O,X,O,X,X,X
ZOSLIJT,O,O,X,X,O,X,O,X,O,X,O,X,O,X,X,X
ZOSLJTI,O,O,X,X,O,X,X,X,O,X,O,X,X,X,X,X
ZOSLJIT,O,O,X,X,O,X,X,X,O,X,O,X,O,X,X,X
ZOSJTIL,O,O,X,X,X,X,O,X,O,O,X,X,X,X,X,X
ZOSJTLI,O,O,X,X,X,X,O,X,O,O,X,X,X,X,X,X
ZOSJITL,O,O,X,X,X,X,O,X,O,O,X,X,X,X,X,X
ZOSJILT,O,O,X,X,O,X,O,X,O,O,X,X,O,X,X,X
ZOSJLTI,O,O,X,X,O,X,O,X,O,O,X,X,X,X,X,X
ZOSJLIT,O,O,X,X,O,X,O,X,O,O,X,X,O,X,X,X
OTILJSZ,X,X,X,O,X,X,O,X,X,O,X,X,X,X,X,X
OTILJZS,O,X,X,O,X,X,O,X,X,O,O,O,X,X,X,X
OTILSJZ,O,X,X,O,X,X,X,X,X,O,X,X,O,X,X,X
OTILSZJ,O,O,X,X,X,X,X,X,X,O,O,X,O,X,X,X
OTILZJS,O,X,X,O,X,X,O,X,X,O,O,X,X,X,X,X
OTILZSJ,O,X,X,X,X,X,X,X,X,O,O,X,O,X,X,X
OTIJLSZ,X,X,X,O,X,X,O,X,X,O,X,X,X,X,X,X
OTIJLZS,O,X,X,O,X,X,O,X,X,O,O,O,X,X,X,X
OTIJSLZ,O,X,X,O,O,X,O,X,X,O,X,X,X,X,X,X
OTIJSZL,O,O,O,X,X,O,O,X,X,O,X,O,X,X,X,X
OTIJZLS,O,X,X,O,X,X,O,X,X,O,X,O,X,X,X,X
OTIJZSL,O,X,X,X,X,X,O,X,X,X,X,O,X,X,X,X
OTISLJZ,O,X,X,O,O,X,X,X,X,O,X,X,O,X,X,X
OTISLZJ,O,O,X,X,O,X,X,X,X,O,O,X,O,O,X,X
OTISJLZ,O,X,X,O,O,X,X,X,X,O,X,X,O,X,X,X
OTISJZL,O,O,O,X,X,X,X,X,X,O,X,O,O,X,X,X
OTISZLJ,O,O,X,X,X,O,X,X,X,O,X,X,O,X,X,X
OTISZJL,O,O,O,X,X,X,X,X,O,X,X,X,O,O,X,X
OTIZLJS,O,X,X,O,X,X,O,X,X,O,O,X,X,X,X,X
OTIZLSJ,O,X,X,X,X,X,X,X,X,O,O,X,O,X,X,X
OTIZJLS,O,X,X,O,X,X,O,X,O,O,X,O,X,X,X,X
OTIZJSL,O,X,X,X,X,X,O,X,X,X,X,O,X,O,X,X
OTIZSLJ,O,O,X,X,X,X,X,X,X,X,X,X,O,X,X,X
OTIZSJL,O,O,X,X,X,X,X,X,O,X,X,X,X,O,X,X
OTLIJSZ,X,X,X,O,X,X,O,X,X,O,X,X,X,X,X,X
OTLIJZS,O,X,X,O,X,X,O,X,X,O,O,O,X,X,X,X
OTLISJZ,O,X,X,O,X,X,X,X,X,O,X,X,O,X,X,X
OTLISZJ,O,O,X,X,X,X,X,X,X,O,O,X,O,X,X,X
OTLIZJS,O,X,X,O,X,X,O,X,X,O,O,X,X,X,X,X
OTLIZSJ,O,X,X,X,X,X,X,X,X,O,O,X,O,X,X,X
OTLJISZ,X,X,X,O,X,X,O,X,X,O,X,X,X,X,X,X
OTLJIZS,O,X,X,O,X,X,O,X,X,O,O,O,X,X,X,X
OTLJSIZ,X,X,X,O,X,X,O,X,X,O,X,X,X,X,X,X
OTLJSZI,X,X,X,O,X,X,O,X,X,X,X,X,X,X,X,X
OTLJZIS,O,X,X,O,X,X,O,X,X,O,O,O,X,X,X,X
OTLJZSI,X,X,X,O,X,X,O,X,X,X,O,O,X,X,X,X
OTLSIJZ,O,X,X,O,X,X,X,X,X,O,X,X,O,X,X,X
OTLSIZJ,O,O,X,X,X,X,X,X,X,O,O,X,O,X,X,X
OTLSJIZ,O,X,X,O,X,X,X,X,X,X,X,X,O,X,X,X
OTLSJZI,O,X,X,O,X,X,X,X,X,X,X,X,O,X,X,X
OTLSZIJ,O,O,X,X,X,X,X,X,X,X,O,X,O,X,X,X
OTLSZJI,O,O,X,X,X,X,X,X,X,X,O,X,O,X,X,X
OTLZIJS,O,X,X,O,X,X,O,X,X,O,O,X,X,X,O,X
OTLZISJ,O,X,X,X,X,X,X,X,X,O,O,X,O,X,O,X
OTLZJIS,X,X,X,O,X,X,X,X,X,X,O,X,X,X,O,X
OTLZJSI,X,X,X,O,X,X,X,X,X,X,O,X,X,X,O,X
OTLZSIJ,X,X,X,X,X,X,X,X,X,X,O,X,X,X,O,X
OTLZSJI,X,X,X,X,X,X,X,X,X,X,O,X,X,X,O,X
OTJILSZ,X,X,X,O,X,X,O,X,X,O,X,X,X,X,X,X
OTJILZS,O,X,X,O,X,X,O,X,X,O,O,O,X,X,X,X
OTJISLZ,O,X,X,O,O,X,O,X,X,O,X,X,X,X,X,X
OTJISZL,O,O,O,X,X,O,O,X,X,O,X,O,X,X,X,X
OTJIZLS,O,X,X,O,X,X,O,X,X,O,X,O,X,X,X,X
OTJIZSL,O,X,X,X,X,X,O,X,X,X,X,O,X,X,X,X
OTJLISZ,X,X,X,O,X,X,O,X,X,O,X,X,X,X,X,X
OTJLIZS,O,X,X,O,X,X,O,X,X,O,O,O,X,X,X,X
OTJLSIZ,X,X,X,O,X,X,O,X,X,O,X,X,X,X,X,X
OTJLSZI,X,X,X,O,X,X,O,X,X,X,X,X,X,X,X,X
OTJLZIS,O,X,X,O,X,X,O,X,X,O,O,O,X,X,X,X
OTJLZSI,X,X,X,O,X,X,O,X,X,X,O,O,X,X,X,X
OTJSILZ,O,X,X,O,O,X,O,X,X,O,X,X,X,X,X,X
OTJSIZL,O,O,O,X,X,O,O,X,X,O,X,O,X,X,X,X
OTJSLIZ,O,X,X,O,O,X,O,X,X,O,X,X,X,X,X,X
OTJSLZI,O,X,X,O,O,X,O,X,X,O,X,X,X,X,X,X
OTJSZIL,O,O,O,X,X,O,O,X,X,O,X,O,X,X,X,X
OTJSZLI,O,O,O,X,X,O,O,X,X,O,X,O,X,X,X,X
OTJZILS,O,X,X,O,X,X,O,X,X,O,X,O,X,X,X,X
OTJZISL,O,X,X,X,X,X,O,X,X,X,X,O,X,X,X,X
OTJZLIS,O,X,X,O,X,X,O,X,X,O,X,O,X,X,X,X
OTJZLSI,X,X,X,O,X,X,O,X,X,X,X,O,X,X,X,X
OTJZSIL,O,X,X,X,X,X,O,X,X,X,X,O,X,X,X,X
OTJZSLI,O,X,X,X,X,X,O,X,X,X,X,O,X,X,X,X
OTSILJZ,O,X,X,O,O,X,X,X,X,O,X,X,O,X,X,X
OTSILZJ,O,O,X,X,O,X,X,X,X,O,O,X,O,O,X,X
OTSIJLZ,O,X,X,O,O,X,X,X,X,O,X,X,O,X,X,X
OTSIJZL,O,O,O,X,X,X,X,X,X,O,X,O,O,X,X,X
OTSIZLJ,O,O,X,X,X,O,X,X,X,O,X,X,O,X,X,X
OTSIZJL,O,O,O,X,X,X,X,X,O,X,X,X,O,O,X,X
OTSLIJZ,O,X,X,O,O,X,X,X,X,O,X,X,O,X,X,X
OTSLIZJ,O,O,X,X,O,X,X,X,X,O,O,X,O,O,X,X
OTSLJIZ,O,X,X,O,O,X,X,X,X,O,X,X,O,X,X,X
OTSLJZI,O,X,X,O,O,X,X,X,X,X,X,X,O,X,X,X
OTSLZIJ,O,O,X,X,O,X,X,X,X,O,O,X,O,O,X,X
OTSLZJI,O,O,X,X,O,X,X,X,X,X,O,X,O,O,X,X
OTSJILZ,O,X,X,O,O,X,X,X,X,O,X,X,O,X,X,X
OTSJIZL,O,O,O,X,X,X,X,X,X,O,X,O,O,X,X,X
OTSJLIZ,O,X,X,O,O,X,X,X,X,O,X,X,O,X,X,X
OTSJLZI,O,X,X,O,O,X,X,X,X,O,X,X,O,X,X,X
OTSJZIL,O,O,O,X,X,X,X,X,X,O,X,O,O,X,X,X
OTSJZLI,O,O,O,X,X,X,X,X,X,O,X,O,O,X,X,X
OTSZILJ,O,O,X,X,X,O,X,X,X,O,X,X,O,X,X,X
OTSZIJL,O,O,O,X,X,X,X,X,O,X,X,X,O,O,X,X
OTSZLIJ,O,O,X,X,X,O,X,X,X,O,X,X,O,O,X,X
OTSZLJI,O,O,X,X,X,O,X,X,X,X,X,X,O,O,X,X
OTSZJIL,O,O,O,X,X,X,X,X,O,X,X,X,O,O,X,X
OTSZJLI,O,O,O,X,X,X,X,X,O,X,X,X,O,O,X,X
OTZILJS,O,X,X,O,X,X,O,X,X,O,O,X,X,X,O,X
OTZILSJ,O,X,X,X,X,X,X,X,X,O,O,X,O,X,O,X
OTZIJLS,O,X,X,O,X,X,O,X,O,O,X,O,X,X,X,X
OTZIJSL,O,X,X,X,X,X,O,X,X,X,X,O,X,O,X,X
OTZISLJ,O,O,X,X,X,X,X,X,X,X,X,X,O,X,X,X
OTZISJL,O,O,X,X,X,X,X,X,O,X,X,X,X,O,X,X
OTZLIJS,O,X,X,O,X,X,O,X,X,O,O,X,X,X,O,X
OTZLISJ,O,X,X,X,X,X,X,X,X,O,O,X,O,X,O,X
OTZLJIS,X,X,X,O,X,X,X,X,X,X,O,X,X,X,O,X
OTZLJSI,X,X,X,O,X,X,X,X,X,X,O,X,X,X,O,X
OTZLSIJ,X,X,X,X,X,X,X,X,X,X,O,X,X,X,O,X
OTZLSJI,X,X,X,X,X,X,X,X,X,X,O,X,X,X,O,X
OTZJILS,O,X,X,O,X,X,O,X,O,O,X,O,X,X,X,X
OTZJISL,O,X,X,X,X,X,O,X,X,X,X,O,X,O,X,X
OTZJLIS,O,X,X,O,X,X,O,X,O,O,X,O,X,X,O,X
OTZJLSI,X,X,X,O,X,X,O,X,O,X,X,O,X,X,O,X
OTZJSIL,O,X,X,X,X,X,O,X,O,X,X,O,X,O,X,X
OTZJSLI,O,X,X,X,X,X,O,X,O,X,X,O,X,O,X,X
OTZSILJ,O,O,X,X,X,X,X,X,X,X,X,X,O,X,X,X
OTZSIJL,O,O,X,X,X,X,X,X,O,X,X,X,X,O,X,X
OTZSLIJ,O,O,X,X,X,X,X,X,X,X,X,X,O,O,O,X
OTZSLJI,O,O,X,X,X,X,X,X,X,X,X,X,X,O,O,X
OTZSJIL,O,O,X,X,X,X,X,X,O,X,X,X,X,O,X,X
OTZSJLI,O,O,X,X,X,X,X,X,O,X,X,X,X,O,X,X
OITLJSZ,X,X,X,O,X,X,O,X,X,O,X,X,X,X,X,X
OITLJZS,O,X,X,O,X,X,O,X,X,O,O,O,X,X,X,X
OITLSJZ,O,X,X,O,X,X,X,X,X,O,X,X,O,X,X,X
OITLSZJ,O,O,X,X,X,X,X,X,X,O,O,X,O,X,X,X
OITLZJS,O,X,X,O,X,X,O,X,X,O,O,X,X,X,X,X
OITLZSJ,O,X,X,X,X,X,X,X,X,O,O,X,O,X,X,X
OITJLSZ,X,X,X,O,X,X,O,X,X,O,X,X,X,X,X,X
OITJLZS,O,X,X,O,X,X,O,X,X,O,O,O,X,X,X,X
OITJSLZ,O,X,X,O,O,X,O,X,X,O,X,X,X,X,X,X
OITJSZL,O,O,O,X,X,O,O,X,X,O,X,O,X,X,X,X
OITJZLS,O,X,X,O,X,X,O,X,X,O,X,O,X,X,X,X
OITJZSL,O,X,X,X,X,X,O,X,X,X,X,O,X,X,X,X
OITSLJZ,O,X,X,O,O,X,X,X,X,O,X,X,O,X,X,X
OITSLZJ,O,O,X,X,O,X,X,X,X,O,O,X,O,O,X,X
OITSJLZ,O,X,X,O,O,X,X,X,X,O,X,X,O,X,X,X
OITSJZL,O,O,O,X,X,X,X,X,X,O,X,O,O,X,X,X
OITSZLJ,O,O,X,X,X,O,X,X,X,O,X,X,O,X,X,X
OITSZJL,O,O,O,X,X,X,X,X,O,X,X,X,O,O,X,X
OITZLJS,O,X,X,O,X,X,O,X,X,O,O,X,X,X,X,X
OITZLSJ,O,X,X,X,X,X,X,X,X,O,O,X,O,X,X,X
OITZJLS,O,X,X,O,X,X,O,X,O,O,X,O,X,X,X,X
OITZJSL,O,X,X,X,X,X,O,X,X,X,X,O,X,O,X,X
OITZSLJ,O,O,X,X,X,X,X,X,X,X,X,X,O,X,X,X
OITZSJL,O,O,X,X,X,X,X,X,O,X,X,X,X,O,X,X
OILTJSZ,X,X,O,O,X,X,O,X,X,O,X,X,X,X,X,X
OILTJZS,O,X,X,O,X,X,O,X,X,O,O,O,X,X,X,X
OILTSJZ,O,X,O,O,X,X,X,X,X,O,X,X,O,X,X,X
OILTSZJ,O,O,O,X,X,X,X,X,X,O,O,X,O,X,X,X
OILTZJS,O,X,X,O,X,X,O,X,X,O,O,X,X,X,X,X
OILTZSJ,O,X,X,X,X,X,X,X,X,O,O,X,O,X,X,X
OILJTSZ,X,X,O,O,X,X,O,X,X,O,X,X,X,X,X,X
OILJTZS,O,X,X,O,X,X,O,X,X,O,O,O,X,X,X,X
OILJSTZ,O,X,X,O,O,X,O,O,X,O,X,X,O,X,X,X
OILJSZT,O,O,O,X,O,O,O,O,X,O,X,O,O,X,X,X
OILJZTS,O,X,X,O,X,X,O,X,X,X,O,O,X,X,X,X
OILJZST,O,X,X,X,X,X,O,O,X,X,O,O,O,X,X,X
OILSTJZ,O,X,O,O,O,X,X,X,X,O,X,X,O,X,X,X
OILSTZJ,O,O,O,X,O,X,X,O,X,O,O,X,O,O,X,X
OILSJTZ,O,X,X,O,O,X,O,O,X,O,X,X,O,X,X,X
OILSJZT,O,O,O,X,O,O,O,O,X,O,X,O,O,X,X,X
OILSZTJ,O,O,O,X,O,O,X,O,X,X,O,X,O,X,X,X
OILSZJT,O,O,O,X,O,O,O,X,O,X,O,X,O,X,X,X
OILZTJS,O,X,X,O,X,X,O,X,X,X,O,X,X,X,X,X
OILZTSJ,O,X,X,X,X,X,X,X,X,X,O,X,O,X,X,X
OILZJTS,O,X,X,O,X,X,O,X,O,X,O,O,X,X,X,X
OILZJST,O,X,X,X,X,X,O,O,O,X,O,O,O,X,X,X
OILZSTJ,O,O,O,X,X,X,X,O,X,X,O,X,O,X,X,X
OILZSJT,O,O,O,X,X,X,O,X,O,X,O,X,O,X,X,X
OIJTLSZ,X,X,X,O,X,X,O,X,X,O,X,X,X,X,X,X
OIJTLZS,O,X,X,O,X,X,O,X,X,O,O,O,X,X,X,X
OIJTSLZ,O,X,X,O,O,X,O,X,X,O,X,X,X,X,X,X
OIJTSZL,O,O,O,X,X,O,O,X,X,O,X,O,X,X,X,X
OIJTZLS,O,X,X,O,X,X,O,X,X,O,X,O,X,X,X,X
OIJTZSL,O,X,X,X,X,X,O,X,X,X,X,O,X,X,X,X
OIJLTSZ,X,X,O,O,X,X,O,X,X,O,X,X,X,X,X,X
OIJLTZS,O,X,X,O,X,X,O,X,X,O,O,O,X,X,X,X
OIJLSTZ,O,X,X,O,O,X,O,O,X,O,X,X,O,X,X,X
OIJLSZT,O,O,O,X,O,O,O,O,X,O,X,O,O,X,X,X
OIJLZTS,O,X,X,O,X,X,O,X,X,X,O,O,X,X,X,X
OIJLZST,O,X,X,X,X,X,O,O,X,X,O,O,O,X,X,X
OIJSTLZ,O,X,X,O,O,X,O,O,X,O,X,X,O,X,X,X
OIJSTZL,O,O,X,X,X,O,O,O,X,O,X,O,O,X,X,X
OIJSLTZ,O,X,X,O,O,X,O,O,X,O,X,X,O,X,X,X
OIJSLZT,O,O,X,X,O,O,O,O,X,O,X,O,O,X,X,X
OIJSZTL,O,O,X,X,X,O,O,O,O,O,X,O,X,X,X,X
OIJSZLT,O,O,X,X,O,O,O,O,O,O,X,O,O,X,X,X
OIJZTLS,O,X,X,O,X,X,O,X,O,O,X,O,X,X,X,X
