sequence,v115@zgB8HeB8HeA8EeA8AeD8CeG8CeE8Jex7IvhF6iBTeB?XgBlhBcqBerB,v115@zgB8HeB8HeA8EeA8AeD8CeG8CeE8Jex8IvhFTeBGiB?FlBXmBiqB0qB,v115@zgB8HeB8HeA8EeA8AeD8CeG8CeE8Je08IvhFxdBCjB?FlBXmBmqBTqB,v115@zgB8HeB8HeA8EeA8AeD8CeG8CeE8JeT+IvhFXgBxhB?GiBFmB0qBiqB,v115@zgB8HeB8HeA8EeA8AeD8CeG8CeE8Je/AJvhFRcBGeB?ThBliBUlByvB,v115@zgB8HeB8HeA8EeA8AeD8CeG8CeE8Jex8IvhFTeBlgB?GiBaqBXmB0qB,v115@zgB8HeB8HeA8EeA8AeD8CeG8CeE8Je07IvhFxcBTeB?VlBGiBiqBXrB,v115@zgB8HeB8HeA8EeA8AeD8CeG8CeE8Jex8IvhFTeBGiB?UlBFmBKqBfrB,v115@zgB8HeB8HeA8EeA8AeD8CeG8CeE8Je6CJvhFTeBlhB?RlBOqBXmB0qB,v115@zgB8HeB8HeA8EeA8AeD8CeG8CeE8Jex9IvhF0gBlhB?CjBXgBOrBTqB,v115@zgB8HeB8HeA8EeA8AeD8CeG8CeE8Je6CJvhFTeBRhB?UlBFmBOqBXrB,v115@zgB8HeB8HeA8EeA8AeD8CeG8CeE8Jex7IvhF6iBTeB?lgB3hBmqBUqB,v115@zgB8HeB8HeA8EeA8AeD8CeG8CeE8JeT7IvhFXhBxiB?lhBCjBmqBUqB,v115@zgB8HeB8HeA8EeA8AeD8CeG8CeE8JeT+IvhFXgBZmB?CiBGiBcqBlqB,v115@zgB8HeB8HeA8EeA8AeD8CeG8CeE8Jex7IvhF6iBTeB?fmBlhBUlB2vB
ZSLOIJT,O,X,X,O,O,X,X,X,X,X,X,O,X,O,O
ZSLOJTI,O,X,X,X,O,X,X,X,X,X,X,O,X,X,O
ZSLOJIT,O,X,X,X,O,X,X,X,X,X,X,O,X,O,O
ZSJTILO,O,O,X,X,O,X,X,X,X,X,X,O,X,X,O
ZSJTIOL,O,O,X,O,O,X,X,X,X,X,X,O,X,X,O
ZSJTLIO,O,O,O,X,O,X,X,O,X,X,X,O,X,X,O
ZSJTLOI,O,O,O,X,O,X,X,O,X,X,X,O,X,X,O
ZSJTOIL,O,O,X,O,O,X,X,X,X,X,X,O,X,X,O
ZSJTOLI,O,O,X,X,O,X,X,O,X,X,X,O,X,X,O
ZSJITLO,O,O,X,X,O,X,X,X,X,X,X,O,X,X,X
ZSJITOL,O,O,X,X,O,X,X,X,X,X,X,O,X,X,X
ZSJILTO,O,X,X,X,O,X,X,X,X,X,X,O,X,X,X
ZSJILOT,O,X,X,X,O,X,X,X,X,X,X,O,X,O,O
ZSJIOTL,O,O,X,O,O,X,X,X,X,X,X,O,X,X,O
ZSJIOLT,O,X,X,O,O,X,X,X,X,X,X,O,X,O,O
ZSJLTIO,O,X,O,X,O,X,X,X,X,X,X,O,X,X,O
ZSJLTOI,O,X,O,X,O,X,X,X,X,X,X,O,X,X,O
ZSJLITO,O,X,O,X,O,X,X,X,X,X,X,O,X,X,X
ZSJLIOT,O,X,X,X,O,X,X,X,X,X,X,O,X,O,O
ZSJLOTI,O,X,X,X,O,X,X,X,X,X,X,O,X,X,O
ZSJLOIT,O,X,X,X,O,X,X,X,X,X,X,O,X,O,O
ZSJOTIL,O,O,X,O,O,X,X,X,X,X,X,O,X,X,O
ZSJOTLI,O,O,X,X,O,X,X,O,X,X,X,O,X,X,O
ZSJOITL,O,O,X,O,O,X,X,X,X,X,X,O,X,X,O
ZSJOILT,O,X,X,O,O,X,X,X,X,X,X,O,X,O,O
ZSJOLTI,O,X,X,X,X,X,X,X,X,X,X,O,X,X,O
ZSJOLIT,O,X,X,X,O,X,X,X,X,X,X,O,X,O,O
ZSOTILJ,O,X,X,O,O,X,X,X,X,X,O,O,X,O,O
ZSOTIJL,X,X,X,O,O,X,X,X,X,X,X,X,X,X,O
ZSOTLIJ,O,X,O,O,O,X,X,X,X,X,O,O,X,O,O
ZSOTLJI,O,X,O,X,O,X,X,X,X,X,O,O,X,X,O
ZSOTJIL,O,O,X,O,O,X,X,X,X,X,X,X,X,X,O
ZSOTJLI,O,O,X,X,O,X,X,O,X,X,X,X,X,X,O
ZSOITLJ,O,X,X,O,O,X,X,X,X,X,X,X,X,O,O
ZSOITJL,X,X,X,O,O,X,X,X,X,X,X,X,X,X,O
ZSOILTJ,O,X,X,O,O,X,X,X,X,X,X,O,X,O,O
ZSOILJT,O,X,X,O,O,X,X,X,X,X,X,O,X,O,O
ZSOIJTL,O,X,X,O,O,X,X,X,X,X,X,X,X,X,O
ZSOIJLT,O,X,X,O,O,X,X,X,X,X,X,X,X,O,O
ZSOLTIJ,O,X,O,O,O,X,X,X,X,X,O,O,X,O,O
ZSOLTJI,O,X,O,X,O,X,X,X,X,X,O,O,X,X,O
ZSOLITJ,O,X,O,O,O,X,X,X,X,X,X,O,X,O,O
ZSOLIJT,O,X,X,O,O,X,X,X,X,X,X,O,X,O,O
ZSOLJTI,O,X,X,X,X,X,X,X,X,X,X,O,X,X,O
ZSOLJIT,O,X,X,X,O,X,X,X,X,X,X,O,X,O,O
ZSOJTIL,O,O,X,O,O,X,X,X,X,X,X,O,X,X,O
ZSOJTLI,O,O,X,X,O,X,X,O,X,X,X,O,X,X,O
ZSOJITL,O,O,X,O,O,X,X,X,X,X,X,O,X,X,O
ZSOJILT,O,X,X,O,O,X,X,X,X,X,X,O,X,O,O
ZSOJLTI,O,X,X,X,X,X,X,X,X,X,X,O,X,X,O
ZSOJLIT,O,X,X,X,O,X,X,X,X,X,X,O,X,O,O
ZOTILJS,O,X,X,X,X,X,O,X,O,O,O,X,X,X,X
ZOTILSJ,X,X,X,X,X,X,X,X,X,O,O,X,X,X,X
ZOTIJLS,X,X,X,X,X,X,O,O,X,X,O,X,X,X,X
ZOTIJSL,X,X,X,X,O,X,O,X,X,X,X,X,X,X,X
ZOTISLJ,X,X,X,O,O,X,X,X,X,X,O,X,X,X,X
ZOTISJL,X,X,X,O,O,X,O,X,X,X,X,X,X,X,X
ZOTLIJS,O,X,X,X,O,X,O,X,O,O,O,X,X,X,X
ZOTLISJ,X,X,X,X,O,X,O,X,X,O,O,X,X,X,X
ZOTLJIS,O,X,X,X,O,X,O,O,X,O,O,X,X,X,X
ZOTLJSI,O,X,X,X,O,X,O,O,X,O,O,X,X,X,X
ZOTLSIJ,X,X,X,X,O,X,O,X,X,O,O,X,X,X,O
ZOTLSJI,O,X,X,X,O,X,O,X,X,O,O,X,X,X,O
ZOTJILS,O,X,X,X,X,X,O,O,X,X,O,X,X,X,X
ZOTJISL,O,X,X,X,O,X,O,X,X,X,X,X,X,X,X
ZOTJLIS,O,X,X,X,O,X,O,O,X,O,O,X,X,X,X
ZOTJLSI,O,X,X,X,O,X,O,O,X,O,O,X,X,X,X
ZOTJSIL,O,O,X,X,O,X,O,X,X,X,X,X,X,X,X
ZOTJSLI,O,O,X,X,O,X,X,O,X,X,X,X,X,X,X
ZOTSILJ,X,X,X,O,O,X,X,X,X,X,O,X,X,X,O
ZOTSIJL,X,X,X,O,O,X,O,X,X,X,X,X,X,X,O
ZOTSLIJ,X,X,X,O,O,X,X,X,X,O,O,X,X,X,O
ZOTSLJI,O,X,X,X,O,X,X,X,X,O,O,X,X,X,O
ZOTSJIL,X,O,X,O,O,X,O,X,X,X,X,X,X,X,O
ZOTSJLI,X,O,X,X,O,X,X,O,X,X,X,X,X,X,O
ZOITLJS,X,X,X,X,X,X,X,X,O,O,O,X,X,X,X
ZOITLSJ,X,X,X,X,X,X,X,X,X,O,O,X,X,X,X
ZOITJLS,X,X,X,X,X,X,X,O,X,X,O,X,X,X,X
ZOITJSL,X,X,X,X,O,X,X,X,X,X,X,X,X,X,X
ZOITSLJ,X,X,X,O,O,X,X,X,X,X,O,X,X,X,X
ZOITSJL,X,X,X,O,O,X,X,X,X,X,X,X,X,X,X
ZOILTJS,X,X,X,X,X,X,X,X,O,O,O,X,X,X,X
ZOILTSJ,X,X,X,X,X,X,X,X,X,O,O,X,X,X,X
ZOILJTS,O,X,X,X,X,X,X,X,X,O,X,X,X,X,X
ZOILJST,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X
ZOILSTJ,X,X,X,O,X,X,X,X,X,O,X,X,X,O,O
ZOILSJT,X,X,X,O,X,X,X,X,X,X,X,X,X,O,O
ZOIJTLS,O,X,X,X,X,X,X,O,X,X,X,X,X,X,X
ZOIJTSL,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X
ZOIJLTS,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X
ZOIJLST,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X
ZOIJSTL,X,X,X,O,O,X,X,X,X,X,X,X,X,X,X
ZOIJSLT,X,X,X,O,O,X,X,X,X,X,X,X,X,X,X
ZOISTLJ,X,X,X,O,O,X,X,X,X,X,X,X,X,X,O
ZOISTJL,X,X,X,O,O,X,X,X,X,X,X,X,X,X,O
ZOISLTJ,X,X,X,O,O,X,X,X,X,X,X,X,X,O,O
ZOISLJT,X,X,X,O,O,X,X,X,X,X,X,X,X,O,O
ZOISJTL,X,X,X,O,O,X,X,X,X,X,X,X,X,X,O
ZOISJLT,X,X,X,O,O,X,X,X,X,X,X,X,X,X,O
ZOLTIJS,O,X,X,X,O,X,O,X,O,O,O,X,X,X,X
ZOLTISJ,X,X,X,X,O,X,O,X,X,O,O,X,X,X,X
ZOLTJIS,O,X,X,X,O,X,O,O,X,O,O,X,X,X,X
ZOLTJSI,O,X,X,X,O,O,O,O,X,O,O,X,X,X,X
ZOLTSIJ,X,X,X,X,O,X,O,X,X,O,O,X,X,X,O
ZOLTSJI,O,X,X,X,O,X,O,X,X,O,O,X,X,X,O
ZOLITJS,X,X,X,X,O,X,X,X,O,O,O,X,X,X,X
ZOLITSJ,X,X,X,X,O,X,X,X,X,O,O,X,X,X,X
ZOLIJTS,O,X,X,X,X,X,X,X,X,O,X,X,X,X,X
ZOLIJST,X,X,X,X,O,X,X,X,X,X,X,X,X,X,X
ZOLISTJ,X,X,O,O,O,X,X,X,X,O,X,X,X,O,O
ZOLISJT,X,X,X,O,O,X,X,X,X,X,X,X,X,O,O
ZOLJTIS,O,X,X,X,O,X,O,O,X,O,O,O,X,X,X
ZOLJTSI,O,X,X,X,O,O,O,O,X,O,O,O,X,X,X
ZOLJITS,O,X,X,X,X,X,O,X,X,O,X,O,X,X,X
ZOLJIST,X,X,X,X,O,O,X,X,X,X,X,O,X,X,X
ZOLJSTI,O,X,X,X,O,O,X,X,X,X,X,O,X,X,O
ZOLJSIT,X,X,X,X,O,O,X,X,X,X,X,O,X,X,O
ZOLSTIJ,O,X,O,O,O,X,X,X,X,O,O,O,X,X,O
ZOLSTJI,O,X,O,X,O,O,X,X,X,O,O,O,X,X,O
ZOLSITJ,O,X,O,O,O,X,X,X,X,O,X,O,X,O,O
ZOLSIJT,O,X,X,O,O,X,X,X,X,X,X,O,X,O,O
ZOLSJTI,O,X,X,X,O,O,X,X,X,X,X,O,X,X,O
ZOLSJIT,O,X,X,X,O,O,X,X,X,X,X,O,X,X,O
ZOJTILS,O,X,X,X,X,X,O,O,X,X,O,O,X,X,X
ZOJTISL,O,X,X,X,O,X,O,X,X,X,X,O,X,X,X
ZOJTLIS,O,X,X,X,X,X,O,O,X,O,O,O,X,X,X
ZOJTLSI,O,X,X,X,O,X,O,O,X,O,O,O,X,X,X
ZOJTSIL,O,O,X,X,O,X,O,X,X,X,X,O,X,X,X
ZOJTSLI,O,O,X,X,O,X,X,O,X,X,X,O,X,X,X
ZOJITLS,O,X,X,X,X,X,O,O,X,X,X,O,X,X,X
ZOJITSL,O,X,X,X,X,X,O,X,X,X,X,O,X,X,X
ZOJILTS,O,X,X,X,X,X,O,X,X,X,X,O,X,X,X
ZOJILST,X,X,X,X,X,O,X,X,X,X,X,O,X,X,X
ZOJISTL,X,O,X,O,O,X,X,X,X,X,X,O,X,X,X
ZOJISLT,X,X,X,O,O,X,X,X,X,X,X,O,X,X,X
ZOJLTIS,O,X,X,X,X,X,O,O,X,O,O,O,X,X,X
ZOJLTSI,O,X,X,X,O,O,O,O,X,O,O,O,X,X,X
ZOJLITS,O,X,X,X,X,X,O,X,X,O,X,O,X,X,X
ZOJLIST,X,X,X,X,O,O,X,X,X,X,X,O,X,X,X
ZOJLSTI,O,X,X,X,O,O,X,X,X,X,X,O,X,X,O
ZOJLSIT,X,X,X,X,O,O,X,X,X,X,X,O,X,X,O
ZOJSTIL,O,O,X,O,O,X,X,X,X,X,X,O,X,X,O
ZOJSTLI,O,O,X,X,O,X,X,O,X,X,X,O,X,X,O
ZOJSITL,X,O,X,O,O,X,X,X,X,X,X,O,X,X,O
ZOJSILT,X,X,X,O,O,X,X,X,X,X,X,O,X,X,O
ZOJSLTI,O,X,X,X,X,X,X,X,X,X,X,O,X,X,O
ZOJSLIT,X,X,X,X,O,X,X,X,X,X,X,O,X,X,O
ZOSTILJ,O,X,X,O,O,X,X,X,X,X,O,O,X,O,O
ZOSTIJL,X,X,X,O,O,X,X,X,X,X,X,X,X,X,O
ZOSTLIJ,O,X,O,O,O,X,X,X,X,O,O,O,X,O,O
ZOSTLJI,O,X,O,X,O,X,X,X,X,O,O,O,X,X,O
ZOSTJIL,O,O,X,O,O,X,X,X,X,X,X,X,X,X,O
ZOSTJLI,O,O,X,X,O,X,X,O,X,X,X,X,X,X,O
ZOSITLJ,O,X,X,O,O,X,X,X,X,X,X,X,X,O,O
ZOSITJL,X,X,X,O,O,X,X,X,X,X,X,X,X,X,O
ZOSILTJ,O,X,X,O,O,X,X,X,X,X,X,O,X,O,O
ZOSILJT,O,X,X,O,O,X,X,X,X,X,X,O,X,O,O
ZOSIJTL,O,X,X,O,O,X,X,X,X,X,X,X,X,X,O
ZOSIJLT,O,X,X,O,O,X,X,X,X,X,X,X,X,O,O
ZOSLTIJ,O,X,O,O,O,X,X,X,X,O,O,O,X,O,O
ZOSLTJI,O,X,O,X,O,X,X,X,X,O,O,O,X,X,O
ZOSLITJ,O,X,O,O,O,X,X,X,X,O,X,O,X,O,O
ZOSLIJT,O,X,X,O,O,X,X,X,X,X,X,O,X,O,O
ZOSLJTI,O,X,X,X,X,X,X,X,X,X,X,O,X,X,O
ZOSLJIT,O,X,X,X,O,X,X,X,X,X,X,O,X,O,O
ZOSJTIL,O,O,X,O,O,X,X,X,X,X,X,O,X,X,O
ZOSJTLI,O,O,X,X,O,X,X,O,X,X,X,O,X,X,O
ZOSJITL,O,O,X,O,O,X,X,X,X,X,X,O,X,X,O
ZOSJILT,O,X,X,O,O,X,X,X,X,X,X,O,X,O,O
ZOSJLTI,O,X,X,X,X,X,X,X,X,X,X,O,X,X,O
ZOSJLIT,O,X,X,X,O,X,X,X,X,X,X,O,X,O,O
OTILJSZ,O,X,X,X,X,X,O,X,O,X,X,X,X,X,X
OTILJZS,O,X,X,X,O,X,O,X,O,O,X,X,X,X,X
OTILSJZ,O,X,X,O,X,X,O,X,O,X,X,X,X,O,X
OTILSZJ,X,X,X,X,X,X,O,X,X,O,X,X,X,O,X
OTILZJS,O,X,X,X,O,X,O,X,O,O,O,X,X,X,X
OTILZSJ,X,X,X,X,O,X,O,X,X,O,O,X,X,X,X
OTIJLSZ,O,X,X,X,X,X,O,X,O,X,X,X,X,X,X
OTIJLZS,O,X,X,X,O,X,O,X,O,X,X,X,X,X,X
OTIJSLZ,O,O,X,O,X,X,X,X,X,X,X,X,X,X,X
OTIJSZL,X,O,X,O,X,X,O,X,X,X,X,X,X,X,X
OTIJZLS,O,X,X,X,X,X,O,O,X,X,X,X,X,X,X
OTIJZSL,O,X,X,X,O,X,O,X,X,X,X,X,X,X,X
OTISLJZ,O,X,X,O,X,X,X,X,O,X,X,X,X,O,X
OTISLZJ,X,X,X,X,X,X,X,X,X,X,X,X,X,O,X
OTISJLZ,X,O,X,O,X,X,X,X,X,X,X,X,X,X,X
OTISJZL,X,O,X,O,X,X,X,X,X,X,X,X,X,X,X
OTISZLJ,X,X,X,O,X,X,X,X,X,X,X,X,X,X,X
OTISZJL,X,X,X,O,X,X,X,X,X,X,X,X,X,X,X
OTIZLJS,O,X,X,X,X,X,O,X,O,O,O,X,X,X,X
OTIZLSJ,X,X,X,X,X,X,X,X,X,O,O,X,X,X,X
OTIZJLS,X,X,X,X,X,X,O,O,X,X,O,X,X,X,X
OTIZJSL,X,X,X,X,O,X,O,X,X,X,X,X,X,X,X
OTIZSLJ,X,X,X,O,O,X,X,X,X,X,O,X,X,X,X
OTIZSJL,X,X,X,O,O,X,O,X,X,X,X,X,X,X,X
OTLIJSZ,O,X,X,X,X,O,O,X,O,X,X,X,X,X,X
OTLIJZS,O,X,X,X,O,X,O,X,O,O,X,X,X,X,X
OTLISJZ,O,X,O,O,X,X,O,X,O,X,X,X,X,O,X
OTLISZJ,X,X,O,X,X,X,O,X,X,O,X,X,X,O,X
OTLIZJS,O,X,X,X,O,X,O,X,O,O,O,X,X,X,X
OTLIZSJ,X,X,X,X,O,X,O,X,X,O,O,X,X,X,X
OTLJISZ,O,X,X,X,X,O,O,X,O,X,X,X,X,X,X
OTLJIZS,O,X,X,X,O,X,O,X,O,O,X,X,X,X,X
OTLJSIZ,O,O,X,X,X,O,O,X,X,X,X,O,X,X,X
OTLJSZI,O,O,X,X,O,O,O,X,X,X,X,O,X,X,X
OTLJZIS,O,X,X,X,O,X,O,O,X,O,O,O,X,X,X
OTLJZSI,O,X,X,X,O,O,O,O,X,O,O,O,X,X,X
OTLSIJZ,O,X,O,X,X,O,O,X,O,X,X,O,X,O,X
OTLSIZJ,O,X,O,X,X,X,O,X,X,O,X,O,X,O,X
OTLSJIZ,O,O,O,X,X,O,O,X,X,X,X,O,X,X,X
OTLSJZI,O,O,O,X,O,O,O,X,X,X,X,O,X,X,X
OTLSZIJ,O,X,O,X,O,X,O,X,X,O,O,O,X,X,X
OTLSZJI,O,X,O,X,O,O,O,X,X,O,O,O,X,X,X
OTLZIJS,O,X,X,X,O,X,O,X,O,O,O,X,X,X,X
OTLZISJ,X,X,X,X,O,X,O,X,X,O,O,X,X,X,X
OTLZJIS,O,X,X,X,O,X,O,O,X,O,O,X,X,X,X
OTLZJSI,O,X,X,X,O,O,O,O,X,O,O,X,X,X,X
OTLZSIJ,X,X,X,X,O,X,O,X,X,O,O,X,X,X,O
OTLZSJI,O,X,X,X,O,X,O,X,X,O,O,X,X,X,O
OTJILSZ,O,X,X,X,X,O,O,X,O,X,X,X,X,X,X
OTJILZS,O,X,X,X,O,X,O,X,O,X,X,X,X,X,X
OTJISLZ,O,O,X,O,X,X,X,X,X,X,X,X,X,X,X
OTJISZL,X,O,X,O,X,X,O,X,X,X,X,X,X,X,X
OTJIZLS,O,X,X,X,X,X,O,O,X,X,X,X,X,X,X
OTJIZSL,O,X,X,X,O,X,O,X,X,X,X,X,X,X,X
OTJLISZ,O,X,X,X,X,O,O,X,O,X,X,X,X,X,X
OTJLIZS,O,X,X,X,O,X,O,X,O,O,X,X,X,X,X
OTJLSIZ,O,O,X,X,X,O,O,X,X,X,X,O,X,X,X
OTJLSZI,O,O,X,X,O,O,O,X,X,X,X,O,X,X,X
OTJLZIS,O,X,X,X,O,X,O,O,X,O,O,O,X,X,X
OTJLZSI,O,X,X,X,O,O,O,O,X,O,O,O,X,X,X
OTJSILZ,O,O,X,X,X,X,X,X,X,X,X,O,X,X,X
OTJSIZL,X,O,X,X,X,X,O,X,X,X,X,O,X,X,X
OTJSLIZ,O,O,X,X,X,X,O,X,X,X,X,O,X,X,X
OTJSLZI,O,O,X,X,O,X,O,X,X,X,X,O,X,X,X
OTJSZIL,O,O,X,X,O,X,O,X,X,X,X,O,X,X,X
OTJSZLI,O,O,X,X,O,X,X,O,X,X,X,O,X,X,X
OTJZILS,O,X,X,X,X,X,O,O,X,X,O,O,X,X,X
OTJZISL,O,X,X,X,O,X,O,X,X,X,X,O,X,X,X
OTJZLIS,O,X,X,X,O,X,O,O,X,O,O,O,X,X,X
OTJZLSI,O,X,X,X,O,X,O,O,X,O,O,O,X,X,X
OTJZSIL,O,O,X,X,O,X,O,X,X,X,X,O,X,X,X
OTJZSLI,O,O,X,X,O,X,X,O,X,X,X,O,X,X,X
OTSILJZ,O,X,X,O,X,X,X,X,O,X,X,O,X,O,X
OTSILZJ,O,X,X,X,X,X,X,X,X,X,X,O,X,O,X
OTSIJLZ,X,O,X,O,X,X,X,X,X,X,X,O,X,X,X
OTSIJZL,X,O,X,O,X,X,X,X,X,X,X,X,X,X,X
OTSIZLJ,X,X,X,O,X,X,X,X,X,X,X,O,X,X,X
OTSIZJL,X,X,X,O,X,X,X,X,X,X,X,X,X,X,X
OTSLIJZ,O,X,O,O,X,X,O,X,O,X,X,O,X,O,X
OTSLIZJ,O,X,O,X,X,X,O,X,X,O,X,O,X,O,X
OTSLJIZ,O,O,O,X,X,X,O,X,X,X,X,O,X,X,X
OTSLJZI,O,O,O,X,O,X,O,X,X,X,X,O,X,X,X
OTSLZIJ,O,X,O,X,O,X,O,X,X,O,O,O,X,X,X
OTSLZJI,O,X,O,X,O,X,O,X,X,O,O,O,X,X,X
OTSJILZ,O,O,X,O,X,X,X,X,X,X,X,O,X,X,X
OTSJIZL,X,O,X,O,X,X,O,X,X,X,X,O,X,X,X
OTSJLIZ,O,O,X,X,X,X,O,X,X,X,X,O,X,X,X
OTSJLZI,O,O,X,X,O,X,O,X,X,X,X,O,X,X,X
OTSJZIL,O,O,X,X,O,X,O,X,X,X,X,O,X,X,X
OTSJZLI,O,O,X,X,O,X,X,O,X,X,X,O,X,X,X
OTSZILJ,O,X,X,O,O,X,X,X,X,X,O,O,X,O,X
OTSZIJL,X,X,X,O,O,X,O,X,X,X,X,X,X,X,X
OTSZLIJ,O,X,O,O,O,X,X,X,X,O,O,O,X,O,X
OTSZLJI,O,X,O,X,O,X,X,X,X,O,O,O,X,X,X
OTSZJIL,O,O,X,O,O,X,O,X,X,X,X,X,X,X,X
OTSZJLI,O,O,X,X,O,X,X,O,X,X,X,X,X,X,X
OTZILJS,O,X,X,X,X,X,O,X,O,O,O,X,X,X,X
OTZILSJ,X,X,X,X,X,X,X,X,X,O,O,X,X,X,X
OTZIJLS,X,X,X,X,X,X,O,O,X,X,O,X,X,X,X
OTZIJSL,X,X,X,X,O,X,O,X,X,X,X,X,X,X,X
OTZISLJ,X,X,X,O,O,X,X,X,X,X,O,X,X,X,X
OTZISJL,X,X,X,O,O,X,O,X,X,X,X,X,X,X,X
OTZLIJS,O,X,X,X,O,X,O,X,O,O,O,X,X,X,X
OTZLISJ,X,X,X,X,O,X,O,X,X,O,O,X,X,X,X
OTZLJIS,O,X,X,X,O,X,O,O,X,O,O,X,X,X,X
OTZLJSI,O,X,X,X,O,X,O,O,X,O,O,X,X,X,X
OTZLSIJ,X,X,X,X,O,X,O,X,X,O,O,X,X,X,O
OTZLSJI,O,X,X,X,O,X,O,X,X,O,O,X,X,X,O
OTZJILS,O,X,X,X,X,X,O,O,X,X,O,X,X,X,X
OTZJISL,O,X,X,X,O,X,O,X,X,X,X,X,X,X,X
OTZJLIS,O,X,X,X,O,X,O,O,X,O,O,X,X,X,X
OTZJLSI,O,X,X,X,O,X,O,O,X,O,O,X,X,X,X
OTZJSIL,O,O,X,X,O,X,O,X,X,X,X,X,X,X,X
OTZJSLI,O,O,X,X,O,X,X,O,X,X,X,X,X,X,X
OTZSILJ,X,X,X,O,O,X,X,X,X,X,O,X,X,X,O
OTZSIJL,X,X,X,O,O,X,O,X,X,X,X,X,X,X,O
OTZSLIJ,X,X,X,O,O,X,X,X,X,O,O,X,X,X,O
OTZSLJI,O,X,X,X,O,X,X,X,X,O,O,X,X,X,O
OTZSJIL,X,O,X,O,O,X,O,X,X,X,X,X,X,X,O
OTZSJLI,X,O,X,X,O,X,X,O,X,X,X,X,X,X,O
OITLJSZ,O,X,X,X,X,X,O,X,O,X,X,X,X,X,X
OITLJZS,O,X,X,X,O,X,O,X,O,O,X,X,X,X,X
OITLSJZ,O,X,X,O,X,X,O,X,O,X,X,X,X,O,X
OITLSZJ,X,X,X,X,X,X,O,X,X,O,X,X,X,O,X
OITLZJS,O,X,X,X,O,X,O,X,O,O,O,X,X,X,X
OITLZSJ,X,X,X,X,O,X,O,X,X,O,O,X,X,X,X
OITJLSZ,O,X,X,X,X,X,O,X,O,X,X,X,X,X,X
OITJLZS,O,X,X,X,O,X,O,X,O,X,X,X,X,X,X
OITJSLZ,O,O,X,O,X,X,X,X,X,X,X,X,X,X,X
OITJSZL,X,O,X,O,X,X,O,X,X,X,X,X,X,X,X
OITJZLS,O,X,X,X,X,X,O,O,X,X,X,X,X,X,X
OITJZSL,O,X,X,X,O,X,O,X,X,X,X,X,X,X,X
OITSLJZ,O,X,X,O,X,X,X,X,O,X,X,X,X,O,X
OITSLZJ,X,X,X,X,X,X,X,X,X,X,X,X,X,O,X
OITSJLZ,X,O,X,O,X,X,X,X,X,X,X,X,X,X,X
OITSJZL,X,O,X,O,X,X,X,X,X,X,X,X,X,X,X
OITSZLJ,X,X,X,O,X,X,X,X,X,X,X,X,X,X,X
OITSZJL,X,X,X,O,X,X,X,X,X,X,X,X,X,X,X
OITZLJS,O,X,X,X,X,X,O,X,O,O,O,X,X,X,X
OITZLSJ,X,X,X,X,X,X,X,X,X,O,O,X,X,X,X
OITZJLS,X,X,X,X,X,X,O,O,X,X,O,X,X,X,X
OITZJSL,X,X,X,X,O,X,O,X,X,X,X,X,X,X,X
OITZSLJ,X,X,X,O,O,X,X,X,X,X,O,X,X,X,X
OITZSJL,X,X,X,O,O,X,O,X,X,X,X,X,X,X,X
OILTJSZ,O,X,X,X,X,O,O,X,O,X,X,X,X,X,X
OILTJZS,O,X,X,X,O,X,O,X,O,O,X,X,X,X,X
OILTSJZ,O,X,X,O,X,X,O,X,O,X,X,X,X,O,X
OILTSZJ,X,X,X,X,X,X,O,X,X,O,X,X,X,O,X
OILTZJS,O,X,X,X,O,X,O,X,O,O,O,X,X,X,X
OILTZSJ,X,X,X,X,O,X,O,X,X,O,O,X,X,X,X
OILJTSZ,O,X,X,X,X,O,O,X,O,X,X,X,X,X,X
OILJTZS,O,X,X,X,X,X,O,X,O,O,X,X,X,X,X
OILJSTZ,O,X,X,X,X,O,O,X,X,X,X,O,X,O,X
OILJSZT,X,X,X,X,X,O,X,X,X,X,X,O,X,O,X
OILJZTS,O,X,X,X,X,X,O,X,X,O,X,O,X,X,X
OILJZST,X,X,X,X,O,O,X,X,X,X,X,O,X,X,X
OILSTJZ,O,X,X,O,X,O,X,X,O,X,X,O,X,O,X
OILSTZJ,O,X,X,X,X,X,X,X,X,O,X,O,X,O,X
OILSJTZ,O,X,X,O,X,O,X,X,X,X,X,O,X,O,X
OILSJZT,O,X,X,O,X,O,X,X,X,X,X,O,X,O,X
OILSZTJ,O,X,X,O,X,X,X,X,X,O,X,O,X,O,X
OILSZJT,O,X,X,O,X,X,X,X,X,X,X,O,X,O,X
OILZTJS,X,X,X,X,O,X,X,X,O,O,O,X,X,X,X
OILZTSJ,X,X,X,X,O,X,X,X,X,O,O,X,X,X,X
OILZJTS,O,X,X,X,X,X,X,X,X,O,X,X,X,X,X
OILZJST,X,X,X,X,O,X,X,X,X,X,X,X,X,X,X
OILZSTJ,X,X,X,O,O,X,X,X,X,O,X,X,X,O,O
OILZSJT,X,X,X,O,O,X,X,X,X,X,X,X,X,O,O
OIJTLSZ,O,X,X,X,X,O,O,X,O,X,X,X,X,X,X
OIJTLZS,O,X,X,X,X,X,O,X,O,X,X,X,X,X,X
OIJTSLZ,O,O,X,O,X,X,X,X,X,X,X,X,X,X,X
