sequence,v115@6gC8FeD8FeE8EeF8DeD8Jei6IvhFRcB3fBGhBllBUq?BTrB,v115@6gC8FeD8FeE8EeF8DeD8Jem6IvhFRcBTfB3gBcmBFq?BSwB,v115@6gC8FeD8FeE8EeF8DeD8Je06IvhFlbB3cB2kBSqBTm?BxvB,v115@6gC8FeD8FeE8EeF8DeD8Jex6IvhF/kBUgBFhB+rBim?BTqB,v115@6gC8FeD8FeE8EeF8DeD8JeT6IvhFKgBRcBFhB0kB+r?B3qB,v115@6gC8FeD8FeE8EeF8DeD8JeK/IvhFzaBRcBGhB/rBFq?B0qB,v115@6gC8FeD8FeE8EeF8DeD8Jei6IvhFuhBRgB0kBllBTr?B3qB,v115@6gC8FeD8FeE8EeF8DeD8Jex6IvhFTfB/lBFhB+rBim?BUqB,v115@6gC8FeD8FeE8EeF8DeD8Jex6IvhFuhBifBfqBllBTr?B8qB,v115@6gC8FeD8FeE8EeF8DeD8JeT6IvhF/gBUcBumBlkByq?BxvB,v115@6gC8FeD8FeE8EeF8DeD8Jei6IvhFRcBFgB0kBGmB3q?BTrB,v115@6gC8FeD8FeE8EeF8DeD8JeT6IvhFxgB3hBlkBcqBml?BSwB,v115@6gC8FeD8FeE8EeF8DeD8JeR8IvhF/kBThB0lBFlBSw?BmpB,v115@6gC8FeD8FeE8EeF8DeD8JeT6IvhFibBUhBxkBFqBXr?BurB,v115@6gC8FeD8FeE8EeF8DeD8JeR8IvhFTfB0gBFqBXrB6r?BmpB
ZSIJTOL,X,X,O,O,O,X,X,O,X,X,O,X,X,O,X
ZSIJLTO,O,X,O,O,O,X,X,X,X,X,O,X,X,X,X
ZSIJLOT,O,X,O,X,O,O,O,X,X,X,O,X,X,X,X
ZSIJOTL,X,X,O,O,O,X,X,O,X,X,O,X,X,X,X
ZSIJOLT,X,X,O,O,O,X,X,O,X,X,O,X,X,X,X
ZSIOTLJ,O,X,O,O,X,X,X,O,X,X,O,X,X,O,X
ZSIOTJL,O,X,O,O,O,X,X,O,X,X,X,X,X,O,X
ZSIOLTJ,O,X,O,O,O,X,X,O,X,X,O,X,X,X,X
ZSIOLJT,O,X,O,O,O,X,X,O,X,X,O,X,X,X,X
ZSIOJTL,O,X,O,O,O,X,X,O,X,X,O,X,X,X,X
ZSIOJLT,O,X,O,O,O,X,X,O,X,X,O,X,X,X,X
ZSLTIJO,O,X,X,O,X,O,X,X,X,X,O,X,X,O,X
ZSLTIOJ,O,X,X,X,O,O,X,X,X,X,O,O,X,O,X
ZSLTJIO,O,X,O,O,X,O,X,X,X,X,O,X,X,O,X
ZSLTJOI,O,X,O,O,X,O,X,X,X,X,O,X,X,X,X
ZSLTOIJ,O,X,X,X,O,O,X,O,X,X,O,O,O,O,X
ZSLTOJI,O,X,X,X,O,O,X,O,X,X,O,X,O,X,X
ZSLITJO,O,X,X,O,X,O,X,X,X,X,O,X,X,O,X
ZSLITOJ,O,X,X,X,X,O,X,X,X,X,O,O,X,O,X
ZSLIJTO,O,X,X,O,O,X,X,X,X,X,O,X,X,X,X
ZSLIJOT,O,X,X,X,O,O,O,X,X,X,O,X,X,X,X
ZSLIOTJ,O,X,X,O,O,X,X,X,X,X,O,X,O,X,X
ZSLIOJT,O,X,X,O,O,O,X,X,X,X,O,X,O,X,X
ZSLJTIO,O,X,O,O,O,X,X,X,X,X,O,X,X,O,X
ZSLJTOI,O,X,O,O,O,X,X,O,X,X,O,X,X,X,X
ZSLJITO,O,X,O,O,X,X,X,X,X,X,O,X,X,X,X
ZSLJIOT,O,X,X,X,O,O,O,X,X,X,O,X,X,X,X
ZSLJOTI,O,X,O,X,O,X,O,O,O,X,X,X,O,X,X
ZSLJOIT,O,X,X,X,O,O,O,O,X,X,O,X,O,X,X
ZSLOTIJ,O,X,X,O,O,X,O,O,X,X,O,X,O,O,X
ZSLOTJI,O,X,X,O,O,X,O,O,O,X,O,X,O,X,X
ZSLOITJ,O,X,X,O,O,X,X,O,X,X,O,X,O,X,X
ZSLOIJT,O,X,X,O,O,O,O,O,X,X,O,X,O,X,X
ZSLOJTI,O,X,X,O,O,X,O,O,O,X,X,X,O,X,X
ZSLOJIT,O,X,X,O,O,O,O,O,X,X,O,X,O,X,X
ZSJTILO,O,X,O,O,O,O,X,X,X,X,O,X,X,O,X
ZSJTIOL,O,X,O,O,O,X,X,O,X,X,O,X,X,O,X
ZSJTLIO,O,X,O,O,O,O,X,X,X,X,O,X,X,O,X
ZSJTLOI,O,X,O,O,O,O,X,O,X,X,O,X,X,X,X
ZSJTOIL,O,X,O,O,O,X,X,O,X,X,O,X,X,X,X
ZSJTOLI,O,X,O,O,O,X,X,O,X,X,O,X,X,X,X
ZSJITLO,X,X,O,O,O,O,X,X,X,X,O,X,X,O,X
ZSJITOL,X,X,O,O,O,X,X,O,X,X,O,X,X,O,X
ZSJILTO,O,X,O,O,O,X,X,X,X,X,O,X,X,X,X
ZSJILOT,O,X,O,X,O,O,O,X,X,X,O,X,X,X,X
ZSJIOTL,X,X,O,O,O,X,X,O,X,X,O,X,X,X,X
ZSJIOLT,X,X,O,O,O,X,X,O,X,X,O,X,X,X,X
ZSJLTIO,O,X,O,O,O,X,X,X,X,X,O,X,X,O,X
ZSJLTOI,O,X,O,O,O,X,X,O,X,X,O,X,X,X,X
ZSJLITO,O,X,O,O,O,X,X,X,X,X,O,X,X,X,X
ZSJLIOT,O,X,O,X,O,O,O,X,X,X,O,X,X,X,X
ZSJLOTI,O,X,O,X,O,X,O,O,O,X,X,X,X,X,X
ZSJLOIT,O,X,X,X,O,O,O,O,X,X,O,X,X,X,X
ZSJOTIL,O,X,O,O,O,X,O,O,X,X,O,X,X,X,X
ZSJOTLI,O,X,O,O,O,X,O,O,O,X,O,X,X,X,X
ZSJOITL,O,X,O,O,O,X,X,O,X,X,O,X,X,X,X
ZSJOILT,O,X,O,O,O,X,O,O,X,X,O,X,X,X,X
ZSJOLTI,O,X,O,O,O,X,O,O,O,X,X,X,X,X,X
ZSJOLIT,O,X,X,O,O,X,O,O,X,X,O,X,X,X,X
ZSOTILJ,O,X,X,O,X,X,O,O,X,X,O,X,X,O,O
ZSOTIJL,O,X,X,O,O,X,O,O,X,X,X,X,X,O,X
ZSOTLIJ,O,X,X,O,X,X,O,O,X,X,O,X,X,O,O
ZSOTLJI,O,X,X,O,X,X,O,O,O,X,O,X,X,X,O
ZSOTJIL,O,X,X,O,X,X,O,O,X,X,O,X,X,X,X
ZSOTJLI,O,X,X,O,X,X,O,O,O,X,O,X,X,X,O
ZSOITLJ,O,X,X,O,X,X,X,O,X,X,O,X,X,O,X
ZSOITJL,O,X,X,O,O,X,X,O,X,X,X,X,X,O,X
ZSOILTJ,O,X,X,O,O,X,X,O,X,X,O,X,X,X,X
ZSOILJT,O,X,X,O,O,X,O,O,X,X,O,X,X,X,X
ZSOIJTL,O,X,X,O,O,X,X,O,X,X,O,X,X,X,X
ZSOIJLT,O,X,X,O,O,X,O,O,X,X,O,X,X,X,X
ZSOLTIJ,O,X,X,O,O,X,O,O,X,X,O,X,X,O,X
ZSOLTJI,O,X,X,O,O,X,O,O,O,X,O,X,X,X,X
ZSOLITJ,O,X,X,O,O,X,X,O,X,X,O,X,X,X,X
ZSOLIJT,O,X,X,O,O,X,O,O,X,X,O,X,X,X,X
ZSOLJTI,O,X,X,O,O,X,O,O,O,X,X,X,X,X,X
ZSOLJIT,O,X,X,O,O,X,O,O,X,X,O,X,X,X,X
ZSOJTIL,O,X,X,O,O,X,O,O,X,X,O,X,X,X,X
ZSOJTLI,O,X,X,O,O,X,O,O,O,X,O,X,X,X,X
ZSOJITL,O,X,X,O,O,X,X,O,X,X,O,X,X,X,X
ZSOJILT,O,X,X,O,O,X,O,O,X,X,O,X,X,X,X
ZSOJLTI,O,X,X,O,O,X,O,O,O,X,X,X,X,X,X
ZSOJLIT,O,X,X,O,O,X,O,O,X,X,O,X,X,X,X
ZOTILJS,O,O,X,X,O,X,O,X,X,X,X,O,X,X,X
ZOTILSJ,O,X,X,X,O,X,O,X,X,X,O,O,X,X,X
ZOTIJLS,O,O,X,X,O,X,O,X,X,X,X,O,X,X,X
ZOTIJSL,O,X,X,X,X,X,O,O,X,X,X,O,X,X,X
ZOTISLJ,O,X,X,X,X,X,O,O,X,X,X,O,X,X,X
ZOTISJL,O,X,X,X,X,X,O,O,X,X,X,O,X,X,X
ZOTLIJS,O,O,X,X,O,X,O,X,X,X,X,O,X,X,X
ZOTLISJ,O,O,X,X,O,X,O,X,X,X,O,O,X,X,X
ZOTLJIS,O,O,X,X,O,X,O,X,X,X,X,O,X,X,X
ZOTLJSI,O,O,X,X,O,X,O,X,X,X,X,X,X,X,X
ZOTLSIJ,O,O,X,X,O,X,O,X,X,X,O,O,X,X,X
ZOTLSJI,O,O,X,X,O,X,O,X,X,X,O,X,X,X,X
ZOTJILS,O,O,X,X,O,X,O,X,X,X,X,O,X,X,X
ZOTJISL,O,X,X,X,X,X,O,O,X,X,X,O,X,X,X
ZOTJLIS,O,O,X,X,O,X,O,X,X,X,X,O,X,X,X
ZOTJLSI,O,O,X,X,O,X,O,X,X,X,X,X,X,X,X
ZOTJSIL,O,X,X,X,O,X,O,O,X,X,X,X,X,X,X
ZOTJSLI,O,X,X,X,O,X,O,O,X,X,X,X,X,X,X
ZOTSILJ,O,X,X,X,X,X,O,O,X,X,O,O,X,X,O
ZOTSIJL,O,X,X,X,O,X,O,O,X,X,X,O,X,X,X
ZOTSLIJ,O,X,X,X,X,X,O,O,X,X,O,O,X,X,O
ZOTSLJI,O,X,X,X,X,X,O,O,X,X,O,X,X,X,O
ZOTSJIL,O,X,X,X,X,X,O,O,X,X,O,X,X,X,X
ZOTSJLI,O,X,X,X,X,X,O,O,X,X,O,X,X,X,O
ZOITLJS,O,X,X,X,O,X,O,X,X,X,X,O,X,X,X
ZOITLSJ,O,X,X,X,O,X,O,X,X,X,O,O,X,X,X
ZOITJLS,O,X,X,X,O,X,O,X,X,X,X,O,X,X,X
ZOITJSL,O,X,X,X,X,X,O,O,X,X,X,O,X,X,X
ZOITSLJ,O,X,X,X,X,X,O,O,X,X,X,O,X,X,X
ZOITSJL,O,X,X,X,X,X,O,O,X,X,X,O,X,X,X
ZOILTJS,O,O,X,X,O,X,O,X,X,X,X,X,X,X,X
ZOILTSJ,O,X,X,X,O,X,O,X,X,X,O,X,X,X,X
ZOILJTS,X,O,X,X,O,X,O,X,X,X,X,X,X,X,X
ZOILJST,O,O,X,X,O,X,O,O,X,X,X,X,X,X,X
ZOILSTJ,O,X,X,X,O,X,X,O,X,X,O,X,X,X,X
ZOILSJT,O,O,X,X,O,X,O,O,X,X,O,X,X,X,X
ZOIJTLS,O,O,X,X,O,X,O,X,X,X,X,X,X,X,X
ZOIJTSL,O,X,X,X,X,X,O,O,X,X,X,X,X,X,X
ZOIJLTS,X,O,X,X,O,X,O,X,X,X,X,X,X,X,X
ZOIJLST,O,O,X,X,O,X,O,O,X,X,X,X,X,X,X
ZOIJSTL,O,X,X,X,O,X,X,O,X,X,X,X,X,X,X
ZOIJSLT,O,X,X,X,O,X,O,O,X,X,X,X,X,X,X
ZOISTLJ,O,X,X,X,X,X,X,O,X,X,O,X,X,X,X
ZOISTJL,O,X,X,X,O,X,X,O,X,X,X,X,X,X,X
ZOISLTJ,O,X,X,X,O,X,X,O,X,X,O,X,X,X,X
ZOISLJT,O,X,X,X,O,X,O,O,X,X,O,X,X,X,X
ZOISJTL,O,X,X,X,O,X,X,O,X,X,O,X,X,X,X
ZOISJLT,O,X,X,X,O,X,O,O,X,X,O,X,X,X,X
ZOLTIJS,O,O,X,X,O,X,O,X,X,X,X,O,X,X,X
ZOLTISJ,O,O,X,X,O,X,O,X,X,X,O,O,X,X,X
ZOLTJIS,O,O,X,X,O,X,O,X,X,X,X,O,X,X,X
ZOLTJSI,O,O,X,X,O,X,O,X,X,X,X,X,X,X,X
ZOLTSIJ,O,O,X,X,O,X,O,X,X,X,O,O,X,X,X
ZOLTSJI,O,O,X,X,O,X,O,X,X,X,O,X,X,X,X
ZOLITJS,O,O,X,X,O,X,O,X,X,X,X,O,X,X,X
ZOLITSJ,O,O,X,X,O,X,O,X,X,X,O,O,X,X,X
ZOLIJTS,X,O,X,X,O,X,O,X,X,X,X,X,X,X,X
ZOLIJST,O,O,X,X,O,X,O,O,X,X,X,X,X,X,X
ZOLISTJ,O,O,X,X,O,X,X,O,X,X,O,X,X,X,X
ZOLISJT,O,O,X,X,O,X,O,O,X,X,O,X,X,X,X
ZOLJTIS,X,O,X,X,O,X,O,X,X,X,X,X,X,X,X
ZOLJTSI,X,O,X,X,O,X,O,X,X,X,X,X,X,X,X
ZOLJITS,X,O,X,X,O,X,O,X,X,X,X,X,X,X,X
ZOLJIST,O,O,X,X,O,X,O,O,X,X,X,X,X,X,X
ZOLJSTI,O,O,X,X,O,X,O,O,O,X,X,X,X,X,X
ZOLJSIT,O,O,X,X,O,X,O,O,X,X,X,X,X,X,X
ZOLSTIJ,O,O,X,X,O,X,O,O,X,X,O,X,X,X,X
ZOLSTJI,O,O,X,X,O,X,O,O,O,X,O,X,X,X,X
ZOLSITJ,O,O,X,X,O,X,X,O,X,X,O,X,X,X,X
ZOLSIJT,O,O,X,X,O,X,O,O,X,X,O,X,X,X,X
ZOLSJTI,O,O,X,X,O,X,O,O,O,X,X,X,X,X,X
ZOLSJIT,O,O,X,X,O,X,O,O,X,X,O,X,X,X,X
ZOJTILS,O,O,X,X,O,X,O,X,X,X,X,X,X,X,X
ZOJTISL,O,X,X,X,X,X,O,O,X,X,X,X,X,X,X
ZOJTLIS,O,O,X,X,O,X,O,X,X,X,X,X,X,X,X
ZOJTLSI,O,O,X,X,O,X,O,X,X,X,X,X,X,X,X
ZOJTSIL,O,X,X,O,O,X,O,O,X,X,X,X,X,X,X
ZOJTSLI,O,X,X,O,O,X,O,O,X,X,X,X,X,X,X
ZOJITLS,O,O,X,X,O,X,O,X,X,X,X,X,X,X,X
ZOJITSL,O,X,X,X,X,X,O,O,X,X,X,X,X,X,X
ZOJILTS,X,O,X,X,O,X,O,X,X,X,X,X,X,X,X
ZOJILST,O,O,X,X,O,X,O,O,X,X,X,X,X,X,X
ZOJISTL,O,X,X,X,O,X,X,O,X,X,X,X,X,X,X
ZOJISLT,O,X,X,X,O,X,O,O,X,X,X,X,X,X,X
ZOJLTIS,X,O,X,X,O,X,O,X,X,X,X,X,X,X,X
ZOJLTSI,X,O,X,X,O,X,O,X,X,X,X,X,X,X,X
ZOJLITS,X,O,X,X,O,X,O,X,X,X,X,X,X,X,X
ZOJLIST,O,O,X,X,O,X,O,O,X,X,X,X,X,X,X
ZOJLSTI,O,X,X,X,O,X,O,O,O,X,X,X,X,X,X
ZOJLSIT,O,O,X,X,O,X,O,O,X,X,X,X,X,X,X
ZOJSTIL,O,X,X,O,O,X,O,O,X,X,X,X,X,X,X
ZOJSTLI,O,X,X,O,O,X,O,O,O,X,X,X,X,X,X
ZOJSITL,O,X,X,O,O,X,X,O,X,X,X,X,X,X,X
ZOJSILT,O,X,X,O,O,X,O,O,X,X,X,X,X,X,X
ZOJSLTI,O,X,X,O,O,X,O,O,O,X,X,X,X,X,X
ZOJSLIT,O,X,X,O,O,X,O,O,X,X,X,X,X,X,X
ZOSTILJ,O,X,X,O,X,X,O,O,X,X,O,X,X,X,O
ZOSTIJL,O,X,X,O,O,X,O,O,X,X,X,X,X,X,X
ZOSTLIJ,O,X,X,O,X,X,O,O,X,X,O,X,X,X,O
ZOSTLJI,O,X,X,O,X,X,O,O,O,X,O,X,X,X,O
ZOSTJIL,O,X,X,O,X,X,O,O,X,X,O,X,X,X,X
ZOSTJLI,O,X,X,O,X,X,O,O,O,X,O,X,X,X,O
ZOSITLJ,O,X,X,O,X,X,X,O,X,X,O,X,X,X,X
ZOSITJL,O,X,X,O,O,X,X,O,X,X,X,X,X,X,X
ZOSILTJ,O,X,X,O,O,X,X,O,X,X,O,X,X,X,X
ZOSILJT,O,X,X,O,O,X,O,O,X,X,O,X,X,X,X
ZOSIJTL,O,X,X,O,O,X,X,O,X,X,O,X,X,X,X
ZOSIJLT,O,X,X,O,O,X,O,O,X,X,O,X,X,X,X
ZOSLTIJ,O,X,X,O,O,X,O,O,X,X,O,X,X,X,X
ZOSLTJI,O,X,X,O,O,X,O,O,O,X,O,X,X,X,X
ZOSLITJ,O,X,X,O,O,X,X,O,X,X,O,X,X,X,X
ZOSLIJT,O,X,X,O,O,X,O,O,X,X,O,X,X,X,X
ZOSLJTI,O,X,X,O,O,X,O,O,O,X,X,X,X,X,X
ZOSLJIT,O,X,X,O,O,X,O,O,X,X,O,X,X,X,X
ZOSJTIL,O,X,X,O,O,X,O,O,X,X,O,X,X,X,X
ZOSJTLI,O,X,X,O,O,X,O,O,O,X,O,X,X,X,X
ZOSJITL,O,X,X,O,O,X,X,O,X,X,O,X,X,X,X
ZOSJILT,O,X,X,O,O,X,O,O,X,X,O,X,X,X,X
ZOSJLTI,O,X,X,O,O,X,O,O,O,X,X,X,X,X,X
ZOSJLIT,O,X,X,O,O,X,O,O,X,X,O,X,X,X,X
OTILJSZ,O,O,X,X,X,O,X,X,X,O,X,O,X,X,X
OTILJZS,X,O,X,X,X,X,X,X,X,X,X,O,X,X,X
OTILSJZ,O,O,X,X,X,O,X,X,X,O,X,O,X,X,X
OTILSZJ,O,X,X,X,X,O,X,X,X,O,X,O,X,O,X
OTILZJS,X,O,X,X,X,X,X,X,X,X,X,O,X,X,X
OTILZSJ,X,O,X,X,X,O,X,X,X,O,X,O,X,X,X
OTIJLSZ,O,O,X,X,X,X,X,X,X,O,X,O,X,X,X
OTIJLZS,X,O,X,X,X,X,X,X,X,X,X,O,X,X,X
OTIJSLZ,O,O,X,X,X,X,X,X,X,O,X,O,X,X,X
OTIJSZL,O,X,X,X,X,X,X,X,X,O,X,O,X,O,X
OTIJZLS,X,O,X,X,X,X,O,X,X,X,X,O,X,X,X
OTIJZSL,O,X,X,X,X,X,O,O,X,X,X,O,X,X,X
OTISLJZ,O,O,X,X,X,O,X,X,X,O,X,O,X,X,X
OTISLZJ,O,X,X,X,X,O,X,X,X,O,X,O,X,O,O
OTISJLZ,O,O,X,X,X,O,X,X,X,O,X,O,X,X,X
OTISJZL,O,X,X,X,X,X,X,X,X,O,X,O,X,O,X
OTISZLJ,O,X,X,X,X,X,X,X,X,O,X,O,X,O,O
OTISZJL,X,X,X,X,X,X,X,X,X,O,X,O,X,O,X
OTIZLJS,O,O,X,X,X,X,O,X,X,X,X,O,X,X,X
OTIZLSJ,O,X,X,X,X,X,O,X,X,O,X,O,X,X,X
OTIZJLS,O,O,X,X,X,X,O,X,X,X,X,O,X,X,X
OTIZJSL,O,X,X,X,X,X,O,O,X,X,X,O,X,X,X
OTIZSLJ,O,X,X,X,X,X,O,O,X,O,X,O,X,O,X
OTIZSJL,O,X,X,X,X,X,O,O,X,O,X,O,X,O,X
OTLIJSZ,O,O,X,X,X,O,X,X,X,O,X,O,X,X,X
OTLIJZS,X,O,X,X,X,X,X,X,X,X,X,O,X,X,X
OTLISJZ,O,O,X,X,X,O,X,X,X,O,X,O,X,X,X
OTLISZJ,O,X,X,X,X,O,X,X,X,O,X,O,X,X,X
OTLIZJS,X,O,X,X,X,X,X,X,X,X,X,O,X,X,X
OTLIZSJ,X,O,X,X,X,O,X,X,X,O,X,O,X,X,X
OTLJISZ,O,O,X,X,X,O,X,X,X,X,X,O,X,X,X
OTLJIZS,X,O,X,X,X,X,X,X,X,X,X,O,X,X,X
OTLJSIZ,O,O,X,X,X,O,X,X,O,X,X,X,X,X,X
OTLJSZI,O,O,X,X,X,O,X,X,O,X,X,X,X,X,X
OTLJZIS,X,O,X,X,X,X,O,X,X,X,X,X,X,X,X
OTLJZSI,X,O,X,X,X,X,O,X,X,X,X,X,X,X,X
OTLSIJZ,O,O,X,X,X,O,X,X,O,O,X,O,X,X,X
OTLSIZJ,O,X,X,X,X,O,X,X,X,O,X,O,X,X,O
OTLSJIZ,O,O,X,X,X,O,X,X,O,X,X,X,X,X,X
OTLSJZI,O,O,X,X,X,O,X,X,O,X,X,X,X,X,O
OTLSZIJ,O,O,X,X,X,O,X,X,X,O,X,X,X,X,O
OTLSZJI,O,O,X,X,X,O,X,X,O,X,X,X,X,X,O
OTLZIJS,X,O,X,X,X,X,O,X,X,X,X,O,X,X,X
OTLZISJ,X,O,X,X,X,O,O,X,X,X,X,O,X,X,X
OTLZJIS,X,O,X,X,X,X,O,X,X,X,X,O,X,X,X
OTLZJSI,X,O,X,X,X,X,O,X,X,X,X,X,X,X,X
OTLZSIJ,X,O,X,X,X,O,O,X,X,X,X,O,X,X,X
OTLZSJI,X,O,X,X,X,O,O,X,X,X,X,X,X,X,X
OTJILSZ,O,O,X,X,X,X,X,X,X,O,X,O,X,X,X
OTJILZS,X,O,X,X,X,X,X,X,X,X,X,O,X,X,X
OTJISLZ,O,O,X,X,X,X,X,X,X,O,X,O,X,X,X
OTJISZL,O,X,X,O,X,X,X,X,X,O,X,O,X,X,X
OTJIZLS,X,O,X,X,X,X,O,X,X,X,X,O,X,X,X
OTJIZSL,O,X,X,X,X,X,O,O,X,X,X,O,X,X,X
OTJLISZ,O,O,X,X,X,X,X,X,X,X,X,O,X,X,X
OTJLIZS,X,O,X,X,X,X,X,X,X,X,X,O,X,X,X
OTJLSIZ,O,O,X,X,X,X,X,X,O,X,X,X,X,X,X
OTJLSZI,O,O,X,O,X,X,X,X,O,X,X,X,X,X,X
OTJLZIS,X,O,X,X,X,X,O,X,X,X,X,X,X,X,X
OTJLZSI,X,O,X,X,X,X,O,X,X,X,X,X,X,X,X
OTJSILZ,O,O,X,X,X,X,X,X,O,O,X,X,X,X,X
OTJSIZL,O,X,X,O,X,X,X,X,X,O,X,X,X,X,X
OTJSLIZ,O,O,X,X,X,X,X,X,O,X,X,X,X,X,X
OTJSLZI,O,O,X,O,X,X,X,X,O,X,X,X,X,X,O
OTJSZIL,O,X,X,O,X,X,O,X,X,O,X,X,X,X,X
OTJSZLI,O,X,X,O,X,X,O,X,O,X,X,X,X,X,O
OTJZILS,X,O,X,X,X,X,O,X,X,X,X,O,X,X,X
OTJZISL,O,X,X,X,X,X,O,O,X,X,X,O,X,X,X
OTJZLIS,X,O,X,X,X,X,O,X,X,X,X,O,X,X,X
OTJZLSI,X,O,X,X,X,X,O,X,X,X,X,X,X,X,X
OTJZSIL,O,X,X,O,X,X,O,O,X,X,X,X,X,X,X
OTJZSLI,O,X,X,O,X,X,O,O,X,X,X,X,X,X,X
OTSILJZ,O,O,X,X,X,O,X,X,O,O,X,O,X,X,X
OTSILZJ,O,X,X,X,X,O,X,X,X,O,X,O,X,O,O
OTSIJLZ,O,O,X,X,X,O,X,X,O,O,X,O,X,X,X
OTSIJZL,O,X,X,O,X,X,X,X,X,O,X,O,X,O,X
OTSIZLJ,O,X,X,O,X,X,X,X,X,O,X,O,X,O,O
OTSIZJL,X,X,X,O,X,X,X,X,X,O,X,O,X,O,X
OTSLIJZ,O,O,X,X,X,O,X,X,O,O,X,O,X,X,X
OTSLIZJ,O,X,X,X,X,O,X,X,X,O,X,O,X,X,O
OTSLJIZ,O,O,X,X,X,O,X,X,O,X,X,X,X,X,X
OTSLJZI,O,O,X,X,X,O,X,X,O,X,X,X,X,X,O
OTSLZIJ,O,O,X,X,X,O,X,X,X,O,X,X,X,X,O
OTSLZJI,O,O,X,X,X,O,X,X,O,X,X,X,X,X,O
OTSJILZ,O,O,X,X,X,O,X,X,O,O,X,X,X,X,X
OTSJIZL,O,X,X,O,X,X,X,X,X,O,X,X,X,X,X
OTSJLIZ,O,O,X,X,X,O,X,X,O,X,X,X,X,X,X
OTSJLZI,O,O,X,O,X,O,X,X,O,X,X,X,X,X,O
OTSJZIL,O,X,X,O,X,X,O,X,X,O,X,X,X,X,X
OTSJZLI,O,X,X,O,X,X,O,X,O,X,X,X,X,X,O
OTSZILJ,O,X,X,O,X,O,O,X,X,O,X,O,X,O,O
OTSZIJL,O,X,X,O,X,O,O,X,X,O,X,O,X,O,X
OTSZLIJ,O,X,X,O,X,O,O,X,X,O,X,O,X,O,O
OTSZLJI,O,X,X,O,X,O,O,X,O,X,X,X,X,X,O
OTSZJIL,O,X,X,O,X,O,O,X,X,O,X,X,X,X,X
OTSZJLI,O,X,X,O,X,O,O,X,O,X,X,X,X,X,O
OTZILJS,O,O,X,X,X,X,O,X,X,X,X,O,X,X,X
OTZILSJ,O,X,X,X,X,X,O,X,X,O,X,O,X,X,X
OTZIJLS,O,O,X,X,X,X,O,X,X,X,X,O,X,X,X
OTZIJSL,O,X,X,X,X,X,O,O,X,X,X,O,X,X,X
OTZISLJ,O,X,X,X,X,X,O,O,X,O,X,O,X,X,X
OTZISJL,O,X,X,X,X,X,O,O,X,O,X,O,X,X,X
OTZLIJS,O,O,X,X,X,X,O,X,X,X,X,O,X,X,X
OTZLISJ,O,O,X,X,X,X,O,X,X,X,X,O,X,X,X
OTZLJIS,O,O,X,X,X,X,O,X,X,X,X,O,X,X,X
OTZLJSI,O,O,X,X,X,X,O,X,X,X,X,X,X,X,X
OTZLSIJ,O,O,X,X,X,X,O,X,X,X,X,O,X,X,X
OTZLSJI,O,O,X,X,X,X,O,X,X,X,X,X,X,X,X
OTZJILS,O,O,X,X,X,X,O,X,X,X,X,O,X,X,X
OTZJISL,O,X,X,X,X,X,O,O,X,X,X,O,X,X,X
OTZJLIS,O,O,X,X,X,X,O,X,X,X,X,O,X,X,X
OTZJLSI,O,O,X,X,X,X,O,X,X,X,X,X,X,X,X
OTZJSIL,O,X,X,X,X,X,O,O,X,X,X,X,X,X,X
OTZJSLI,O,X,X,X,X,X,O,O,X,X,X,X,X,X,X
OTZSILJ,O,X,X,X,X,X,O,O,X,O,X,O,X,X,O
OTZSIJL,O,X,X,X,X,X,O,O,X,O,X,O,X,X,X
OTZSLIJ,O,X,X,X,X,X,O,O,X,O,X,O,X,X,O
OTZSLJI,O,X,X,X,X,X,O,O,X,X,X,X,X,X,O
OTZSJIL,O,X,X,X,X,X,O,O,X,O,X,X,X,X,X
OTZSJLI,O,X,X,X,X,X,O,O,X,X,X,X,X,X,O
OITLJSZ,O,O,O,X,X,O,X,X,X,O,X,X,X,X,X
OITLJZS,X,O,O,X,X,X,X,X,X,X,X,X,X,X,X
OITLSJZ,O,O,O,X,X,O,X,X,X,O,X,X,X,X,X
OITLSZJ,O,X,O,X,X,O,X,X,X,O,X,X,X,O,X
OITLZJS,X,O,O,X,X,X,X,X,X,X,X,X,X,X,X
OITLZSJ,X,O,O,X,X,O,X,X,X,O,X,X,X,X,X
OITJLSZ,O,O,O,X,X,X,X,X,X,O,X,X,X,X,X
OITJLZS,X,O,O,X,X,X,X,X,X,X,X,X,X,X,X
OITJSLZ,O,O,O,X,X,X,X,X,X,O,X,X,X,X,X
OITJSZL,O,X,O,X,X,X,X,X,X,O,X,X,X,O,X
OITJZLS,X,O,O,X,X,X,O,X,X,X,X,X,X,X,X
OITJZSL,O,X,O,X,X,X,O,O,X,X,X,X,X,X,X
OITSLJZ,O,O,O,X,X,O,X,X,X,O,X,X,X,X,X
OITSLZJ,O,X,O,X,X,O,X,X,X,O,X,X,X,O,O
OITSJLZ,O,O,O,X,X,O,X,X,X,O,X,X,X,X,X
OITSJZL,O,X,O,X,X,X,X,X,X,O,X,X,X,O,X
OITSZLJ,O,X,O,X,X,X,X,X,X,O,X,X,X,O,O
OITSZJL,X,X,O,X,X,X,X,X,X,O,X,X,X,O,X
OITZLJS,O,O,X,X,X,X,O,X,X,X,X,X,X,X,X
OITZLSJ,O,X,X,X,X,X,O,X,X,O,X,X,X,X,X
OITZJLS,O,O,X,X,X,X,O,X,X,X,X,X,X,X,X
