sequence,v115@6gC8FeD8FeE8CeH8FeB8Jei6IvhFzbBuhB3fBllBUq?BxwB,v115@6gC8FeD8FeE8CeH8FeB8JeO/IvhFXbBlcBUhBClBTq?BxwB,v115@6gC8FeD8FeE8CeH8FeB8JeO/IvhFTbB/hBqkBllBUs?BxvB,v115@6gC8FeD8FeE8CeH8FeB8JeO/IvhFlbB3cBzfBCmBUq?BxwB,v115@6gC8FeD8FeE8CeH8FeB8JeT6IvhFibBuhB0kBllB3q?BxwB,v115@6gC8FeD8FeE8CeH8FeB8Je06IvhFlbBuhB/kBylBTq?BxwB,v115@6gC8FeD8FeE8CeH8FeB8Jei6IvhF3cBGgBUhBlkBTq?BxwB,v115@6gC8FeD8FeE8CeH8FeB8JeT6IvhFibBGhBlkB3lBUs?BxvB,v115@6gC8FeD8FeE8CeH8FeB8Jex6IvhFTfB/lBFhBUqBWx?BirB,v115@6gC8FeD8FeE8CeH8FeB8Jex6IvhF/kBUgBFhBTqBWx?BirB
SJOLIZT,O,O,X,O,X,O,O,X,X,X
SJOLZTI,O,O,X,O,X,O,O,X,X,X
SJOLZIT,X,O,X,X,X,O,O,X,X,X
SJOZTIL,O,O,X,O,X,O,X,X,X,O
SJOZTLI,O,O,X,O,X,O,X,X,X,O
SJOZITL,X,O,X,O,X,O,X,X,X,O
SJOZILT,X,X,X,O,X,O,X,X,X,O
SJOZLTI,O,O,X,O,X,O,O,X,X,O
SJOZLIT,X,X,X,O,X,O,O,X,X,O
SZTILJO,O,O,X,O,O,O,O,O,X,X
SZTILOJ,O,O,X,O,O,O,X,O,X,X
SZTIJLO,O,O,X,O,O,O,O,O,X,X
SZTIJOL,O,O,X,O,O,O,X,O,X,X
SZTIOLJ,O,O,X,O,O,X,X,O,O,X
SZTIOJL,O,O,X,O,O,O,X,O,O,X
SZTLIJO,O,O,X,O,O,O,O,O,X,X
SZTLIOJ,O,X,X,O,O,X,X,O,X,X
SZTLJIO,O,O,O,O,X,O,O,X,X,X
SZTLJOI,O,O,X,O,O,O,O,O,X,X
SZTLOIJ,O,X,X,O,O,X,X,O,O,X
SZTLOJI,O,O,O,O,O,O,X,O,O,X
SZTJILO,O,O,X,O,O,O,X,O,X,X
SZTJIOL,O,O,X,O,O,O,X,O,O,X
SZTJLIO,O,O,X,O,O,O,O,X,X,X
SZTJLOI,O,O,X,O,O,O,O,O,O,X
SZTJOIL,O,O,X,O,O,X,X,O,O,X
SZTJOLI,O,O,X,O,O,O,X,O,O,X
SZTOILJ,O,X,X,X,O,X,X,O,O,X
SZTOIJL,O,O,X,O,O,X,X,O,O,X
SZTOLIJ,O,X,X,O,O,X,X,O,O,X
SZTOLJI,O,O,O,O,O,X,X,O,O,X
SZTOJIL,O,O,X,O,O,X,X,O,O,X
SZTOJLI,O,O,X,O,O,O,X,O,O,X
SZITLJO,O,O,O,O,X,O,O,X,X,X
SZITLOJ,O,O,O,O,X,O,X,X,X,X
SZITJLO,O,O,X,O,X,O,O,X,X,X
SZITJOL,O,O,X,O,X,O,X,X,X,X
SZITOLJ,O,O,O,O,X,X,X,X,O,X
SZITOJL,O,O,X,O,X,O,X,X,O,X
SZILTJO,O,O,O,O,X,O,X,X,X,X
SZILTOJ,O,O,O,O,X,O,X,X,X,X
SZILJTO,O,O,O,O,X,O,X,X,X,X
SZILJOT,O,O,X,O,X,O,X,X,X,X
SZILOTJ,O,O,X,O,X,O,X,X,X,X
SZILOJT,O,O,X,O,X,O,X,X,X,X
SZIJTLO,O,O,X,O,X,O,X,X,X,X
SZIJTOL,O,O,X,O,X,O,X,X,O,X
SZIJLTO,O,O,O,O,X,O,X,X,X,X
SZIJLOT,O,X,X,O,X,O,X,X,X,X
SZIJOTL,O,O,X,O,X,O,X,X,O,X
SZIJOLT,O,X,X,O,X,O,X,X,O,X
SZIOTLJ,O,O,X,O,X,O,O,X,O,O
SZIOTJL,O,O,X,O,X,O,O,X,O,O
SZIOLTJ,O,O,X,O,X,O,X,X,O,O
SZIOLJT,O,O,X,O,X,O,X,X,O,O
SZIOJTL,O,O,X,O,X,O,X,X,O,O
SZIOJLT,O,O,X,O,X,O,O,X,O,O
SZLTIJO,O,O,X,O,X,O,X,X,X,X
SZLTIOJ,O,X,X,O,X,X,X,X,X,X
SZLTJIO,O,O,O,O,X,O,X,X,X,X
SZLTJOI,O,O,X,O,X,O,X,X,X,X
SZLTOIJ,O,X,X,O,X,X,X,X,O,X
SZLTOJI,O,O,O,O,X,O,X,X,O,X
SZLITJO,O,O,O,O,X,O,X,X,X,X
SZLITOJ,O,X,O,O,X,O,X,X,X,X
SZLIJTO,O,O,O,O,X,O,X,X,X,X
SZLIJOT,O,X,X,O,X,O,X,X,X,X
SZLIOTJ,O,X,X,O,X,O,X,X,X,X
SZLIOJT,O,X,X,O,X,O,X,X,X,X
SZLJTIO,O,O,O,O,X,O,X,X,X,X
SZLJTOI,O,O,X,O,X,O,X,X,O,X
SZLJITO,O,O,O,O,X,O,X,X,X,X
SZLJIOT,O,O,X,O,X,O,X,X,X,X
SZLJOTI,O,O,X,O,X,O,X,X,O,X
SZLJOIT,X,X,X,O,X,O,X,X,O,X
SZLOTIJ,O,X,X,O,X,X,X,X,O,X
SZLOTJI,O,O,X,O,X,O,X,X,O,X
SZLOITJ,X,X,X,O,X,X,X,X,O,X
SZLOIJT,X,X,X,O,X,X,X,X,O,X
SZLOJTI,O,O,X,O,X,O,X,X,O,X
SZLOJIT,X,X,X,O,X,O,X,X,O,X
SZJTILO,O,O,X,O,O,O,X,O,X,X
SZJTIOL,O,O,X,O,O,O,X,O,O,X
SZJTLIO,O,O,X,O,O,O,X,X,X,X
SZJTLOI,O,O,X,O,O,O,X,O,O,X
SZJTOIL,O,O,X,O,O,X,X,O,O,X
SZJTOLI,O,O,X,O,O,O,X,O,O,X
SZJITLO,O,O,X,O,O,O,X,X,X,X
SZJITOL,O,O,X,O,O,O,X,X,O,X
SZJILTO,O,O,O,O,X,O,X,X,X,X
SZJILOT,O,X,X,O,X,O,X,X,X,X
SZJIOTL,O,O,X,O,O,O,X,X,O,X
SZJIOLT,O,X,X,O,X,O,X,X,O,X
SZJLTIO,O,O,O,O,X,O,X,X,X,X
SZJLTOI,O,O,X,O,X,O,X,O,O,X
SZJLITO,O,X,O,O,X,O,X,X,X,X
SZJLIOT,O,X,X,O,X,O,X,X,X,X
SZJLOTI,O,X,X,O,X,O,X,X,O,X
SZJLOIT,X,X,X,O,X,O,X,X,O,X
SZJOTIL,O,O,X,O,O,O,X,X,O,X
SZJOTLI,O,O,X,O,O,O,X,X,O,X
SZJOITL,X,X,X,O,O,O,X,X,O,X
SZJOILT,X,X,X,O,X,O,X,X,O,X
SZJOLTI,O,X,X,O,X,O,X,X,O,X
SZJOLIT,X,X,X,O,X,O,X,X,O,X
SZOTILJ,O,X,X,X,O,O,X,X,O,O
SZOTIJL,O,O,X,O,O,O,X,X,O,O
SZOTLIJ,O,X,X,O,O,O,X,X,O,O
SZOTLJI,O,O,X,O,O,O,O,X,O,O
SZOTJIL,O,O,X,O,O,O,X,X,O,O
SZOTJLI,O,O,X,O,O,O,O,X,O,O
SZOITLJ,X,X,X,X,O,O,X,X,O,O
SZOITJL,X,O,X,O,O,O,X,X,O,O
SZOILTJ,X,X,X,O,X,O,X,X,O,O
SZOILJT,X,X,X,O,X,O,X,X,O,O
SZOIJTL,X,O,X,O,O,O,X,X,O,O
SZOIJLT,X,X,X,O,X,O,X,X,O,O
SZOLTIJ,O,X,X,O,X,O,X,X,O,O
SZOLTJI,O,O,X,O,X,O,X,X,O,O
SZOLITJ,X,X,X,O,X,O,X,X,O,O
SZOLIJT,X,X,X,O,X,O,X,X,O,O
SZOLJTI,O,O,X,O,X,O,X,X,O,O
SZOLJIT,X,X,X,O,X,O,X,X,O,O
SZOJTIL,O,O,X,O,O,O,X,X,O,O
SZOJTLI,O,O,X,O,O,O,X,X,O,O
SZOJITL,X,O,X,O,O,O,X,X,O,O
SZOJILT,X,X,X,O,X,O,X,X,O,O
SZOJLTI,O,O,X,O,X,O,O,X,O,O
SZOJLIT,X,X,X,O,X,O,O,X,O,O
SOTILJZ,O,X,O,O,X,X,O,O,X,X
SOTILZJ,X,X,X,X,X,X,X,O,X,X
SOTIJLZ,O,X,X,O,X,X,O,O,X,X
SOTIJZL,X,X,X,O,X,X,X,O,X,X
SOTIZLJ,X,X,X,O,X,X,X,O,X,O
SOTIZJL,X,X,X,O,X,X,X,O,X,O
SOTLIJZ,O,O,O,X,X,O,O,O,X,X
SOTLIZJ,X,X,X,X,X,O,O,O,X,X
SOTLJIZ,O,O,O,O,X,O,O,O,X,X
SOTLJZI,O,O,O,O,X,O,O,O,X,X
SOTLZIJ,X,X,X,X,X,O,X,O,X,O
SOTLZJI,O,O,O,X,X,O,O,O,X,O
SOTJILZ,O,X,X,O,X,X,O,O,X,X
SOTJIZL,X,X,X,O,X,X,O,O,X,X
SOTJLIZ,O,O,O,O,X,O,O,O,X,X
SOTJLZI,O,O,O,O,X,O,O,O,X,X
SOTJZIL,X,O,X,O,X,O,X,O,X,O
SOTJZLI,O,O,X,O,X,O,O,O,X,O
SOTZILJ,X,X,X,X,X,O,X,O,X,O
SOTZIJL,X,O,X,O,X,O,X,O,X,O
SOTZLIJ,X,X,X,X,X,O,X,O,X,O
SOTZLJI,O,O,O,O,X,O,O,O,X,O
SOTZJIL,X,O,X,O,X,O,X,O,X,O
SOTZJLI,O,O,X,O,X,O,O,O,X,O
SOITLJZ,O,X,O,O,X,O,O,X,X,X
SOITLZJ,O,X,O,X,X,O,O,X,X,X
SOITJLZ,O,X,O,O,X,O,O,X,X,X
SOITJZL,O,X,X,O,X,O,O,X,X,X
SOITZLJ,O,X,O,O,X,O,O,X,X,O
SOITZJL,O,X,X,O,X,O,O,X,X,O
SOILTJZ,O,X,O,O,X,O,O,X,X,X
SOILTZJ,O,X,O,X,X,O,O,X,X,X
SOILJTZ,O,X,O,O,X,O,O,X,X,X
SOILJZT,O,X,X,O,X,O,O,X,X,X
SOILZTJ,O,X,X,X,X,O,X,X,X,O
SOILZJT,O,X,X,X,X,O,X,X,X,O
SOIJTLZ,O,X,X,O,X,O,O,X,X,X
SOIJTZL,O,X,X,O,X,O,O,X,X,X
SOIJLTZ,O,X,O,O,X,O,O,X,X,X
SOIJLZT,O,X,X,O,X,O,O,X,X,X
SOIJZTL,O,X,X,O,X,O,X,X,X,O
SOIJZLT,O,X,X,O,X,O,O,X,X,O
SOIZTLJ,O,X,X,O,X,O,O,X,O,O
SOIZTJL,O,X,X,O,X,O,O,X,O,O
SOIZLTJ,O,X,X,O,X,O,X,X,O,O
SOIZLJT,O,X,X,O,X,O,X,X,O,O
SOIZJTL,O,X,X,O,X,O,X,X,O,O
SOIZJLT,O,X,X,O,X,O,O,X,O,O
SOLTIJZ,O,O,O,X,X,O,O,X,X,X
SOLTIZJ,X,O,X,X,X,O,X,X,X,X
SOLTJIZ,O,O,O,O,X,O,O,X,X,X
SOLTJZI,O,O,O,O,X,O,O,X,X,X
SOLTZIJ,X,O,X,X,X,O,X,X,X,X
SOLTZJI,O,O,O,X,X,O,O,X,X,X
SOLITJZ,O,O,O,O,X,O,X,X,X,X
SOLITZJ,O,O,O,X,X,O,X,X,X,X
SOLIJTZ,O,O,O,O,X,O,X,X,X,X
SOLIJZT,O,O,X,O,X,O,X,X,X,X
SOLIZTJ,O,O,X,X,X,O,X,X,X,O
SOLIZJT,O,O,X,X,X,O,X,X,X,O
SOLJTIZ,O,O,O,O,X,O,X,X,X,X
SOLJTZI,O,O,X,O,X,O,O,X,X,X
SOLJITZ,O,O,O,O,X,O,X,X,X,X
SOLJIZT,O,O,X,O,X,O,O,X,X,X
SOLJZTI,O,O,X,O,X,O,O,X,X,X
SOLJZIT,X,O,X,X,X,O,O,X,X,X
SOLZTIJ,O,O,X,X,X,O,X,X,X,O
SOLZTJI,O,O,X,X,X,O,X,X,X,O
SOLZITJ,X,O,X,X,X,O,X,X,X,O
SOLZIJT,X,O,X,X,X,O,X,X,X,O
SOLZJTI,O,O,X,X,X,O,X,X,X,O
SOLZJIT,X,O,X,X,X,O,X,X,X,O
SOJTILZ,O,X,X,O,X,X,O,O,X,X
SOJTIZL,X,X,X,O,X,X,X,O,X,X
SOJTLIZ,O,O,X,O,X,O,O,O,X,X
SOJTLZI,O,O,X,O,X,O,O,O,X,X
SOJTZIL,X,O,X,O,X,O,X,O,X,X
SOJTZLI,O,O,X,O,X,O,O,O,X,X
SOJITLZ,O,X,X,O,X,O,X,X,X,X
SOJITZL,O,X,X,O,X,O,X,X,X,X
SOJILTZ,O,X,O,O,X,O,X,X,X,X
SOJILZT,O,X,X,O,X,O,O,X,X,X
SOJIZTL,O,X,X,O,X,O,X,X,X,O
SOJIZLT,O,X,X,O,X,O,X,X,X,O
SOJLTIZ,O,O,O,O,X,O,X,O,X,X
SOJLTZI,O,O,X,O,X,O,O,O,X,X
SOJLITZ,O,O,O,O,X,O,X,X,X,X
SOJLIZT,O,O,X,O,X,O,O,X,X,X
SOJLZTI,O,O,X,O,X,O,O,X,X,X
SOJLZIT,X,O,X,X,X,O,O,X,X,X
SOJZTIL,O,O,X,O,X,O,X,X,X,O
SOJZTLI,O,O,X,O,X,O,X,X,X,O
SOJZITL,X,O,X,O,X,O,X,X,X,O
SOJZILT,X,X,X,O,X,O,X,X,X,O
SOJZLTI,O,O,X,O,X,O,O,X,X,O
SOJZLIT,X,X,X,O,X,O,O,X,X,O
SOZTILJ,O,X,X,X,X,O,X,X,O,O
SOZTIJL,O,O,X,O,X,O,X,X,O,O
SOZTLIJ,O,X,X,O,X,O,X,X,O,O
SOZTLJI,O,O,X,O,X,O,O,X,O,O
SOZTJIL,O,O,X,O,X,O,X,X,O,O
SOZTJLI,O,O,X,O,X,O,O,X,O,O
SOZITLJ,X,X,X,X,X,O,X,X,O,O
SOZITJL,X,O,X,O,X,O,X,X,O,O
SOZILTJ,X,X,X,O,X,O,X,X,O,O
SOZILJT,X,X,X,O,X,O,X,X,O,O
SOZIJTL,X,O,X,O,X,O,X,X,O,O
SOZIJLT,X,X,X,O,X,O,X,X,O,O
SOZLTIJ,O,X,X,O,X,O,X,X,O,O
SOZLTJI,O,O,X,O,X,O,X,X,O,O
SOZLITJ,X,X,X,O,X,O,X,X,O,O
SOZLIJT,X,X,X,O,X,O,X,X,O,O
SOZLJTI,O,O,X,O,X,O,X,X,O,O
SOZLJIT,X,X,X,O,X,O,X,X,O,O
SOZJTIL,O,O,X,O,X,O,X,X,O,O
SOZJTLI,O,O,X,O,X,O,X,X,O,O
SOZJITL,X,O,X,O,X,O,X,X,O,O
SOZJILT,X,X,X,O,X,O,X,X,O,O
SOZJLTI,O,O,X,O,X,O,O,X,O,O
SOZJLIT,X,X,X,O,X,O,O,X,O,O
ZTILJSO,X,O,X,X,O,X,O,X,X,X
ZTILJOS,X,O,X,X,O,X,X,X,X,X
ZTILSJO,X,O,X,X,O,X,O,X,X,X
ZTILSOJ,X,O,X,X,O,X,X,X,X,X
ZTILOJS,X,O,X,X,O,X,X,X,X,X
ZTILOSJ,X,O,X,X,O,X,X,X,X,X
ZTIJLSO,X,O,X,X,O,X,O,X,X,X
ZTIJLOS,X,O,X,X,O,X,X,X,X,X
ZTIJSLO,O,O,X,X,O,X,O,X,X,X
ZTIJSOL,O,O,X,X,O,X,X,X,X,X
ZTIJOLS,X,O,X,X,O,X,X,X,X,X
ZTIJOSL,O,O,X,X,O,X,X,X,X,X
ZTISLJO,O,O,X,X,O,X,O,O,X,X
ZTISLOJ,O,O,X,X,O,X,X,O,X,X
ZTISJLO,O,O,X,X,O,X,O,O,X,X
ZTISJOL,O,O,X,X,O,X,X,O,X,X
ZTISOLJ,O,O,X,X,O,X,X,O,X,X
ZTISOJL,O,O,X,X,O,X,X,O,X,X
ZTIOLJS,X,O,X,X,O,X,X,X,X,X
ZTIOLSJ,X,O,X,X,O,X,X,X,X,X
ZTIOJLS,X,O,X,X,O,X,X,X,X,X
ZTIOJSL,O,O,X,X,O,X,X,X,X,X
ZTIOSLJ,O,O,X,X,O,X,X,O,X,X
ZTIOSJL,O,O,X,X,O,X,X,O,X,X
ZTLIJSO,X,O,O,O,O,X,O,X,X,X
ZTLIJOS,X,O,O,X,O,X,X,X,X,X
ZTLISJO,X,O,O,O,O,X,O,X,X,X
ZTLISOJ,X,O,O,O,O,X,X,X,X,X
ZTLIOJS,X,O,O,O,O,X,X,X,X,X
ZTLIOSJ,X,O,O,O,O,X,X,X,X,X
ZTLJISO,X,O,O,O,O,X,X,X,X,X
ZTLJIOS,X,O,O,X,O,X,X,X,X,X
ZTLJSIO,O,O,O,O,O,X,O,X,X,X
ZTLJSOI,O,O,X,O,O,X,O,X,X,X
ZTLJOIS,X,O,O,O,O,X,X,X,X,X
ZTLJOSI,O,O,O,O,O,X,X,X,X,X
ZTLSIJO,O,O,X,O,O,X,O,X,X,X
ZTLSIOJ,O,X,X,O,O,X,X,X,X,X
ZTLSJIO,O,O,O,O,X,X,O,X,X,X
ZTLSJOI,O,O,X,O,O,X,O,X,X,X
ZTLSOIJ,O,X,X,O,O,X,X,X,X,X
ZTLSOJI,O,O,O,O,O,X,X,X,X,X
ZTLOIJS,X,X,O,O,O,X,X,X,X,X
ZTLOISJ,X,X,O,O,O,X,X,X,X,X
ZTLOJIS,X,O,O,O,O,X,X,X,X,X
ZTLOJSI,O,O,O,O,O,X,X,X,X,X
ZTLOSIJ,O,X,X,O,O,X,X,X,X,X
ZTLOSJI,O,O,O,O,O,X,X,X,X,X
ZTJILSO,X,O,X,X,O,X,X,X,X,X
ZTJILOS,X,O,X,X,O,X,X,X,X,X
ZTJISLO,O,O,X,X,O,X,X,X,X,X
ZTJISOL,O,O,X,X,O,X,X,X,X,X
ZTJIOLS,X,O,X,X,O,X,X,X,X,X
ZTJIOSL,O,O,X,X,O,X,X,X,X,X
ZTJLISO,X,O,X,O,O,X,X,X,X,X
ZTJLIOS,X,O,X,X,O,X,X,X,X,X
ZTJLSIO,O,O,X,O,O,X,O,X,X,X
ZTJLSOI,O,O,X,O,O,X,O,X,X,X
ZTJLOIS,X,O,X,X,O,X,X,X,X,X
ZTJLOSI,O,O,X,O,O,X,X,X,X,X
ZTJSILO,O,O,X,X,O,X,X,X,X,X
ZTJSIOL,O,O,X,O,O,X,X,X,X,X
ZTJSLIO,O,O,X,O,O,X,O,X,X,X
ZTJSLOI,O,O,X,O,O,X,O,X,X,X
ZTJSOIL,O,O,X,O,O,X,X,X,X,X
ZTJSOLI,O,O,X,O,O,X,X,X,X,X
ZTJOILS,X,X,X,X,O,X,X,X,X,X
ZTJOISL,O,O,X,O,O,X,X,X,X,X
ZTJOLIS,X,X,X,O,O,X,X,X,X,X
ZTJOLSI,O,O,X,O,O,X,X,X,X,X
ZTJOSIL,O,O,X,O,O,X,X,X,X,X
ZTJOSLI,O,O,X,O,O,X,X,X,X,X
ZTSILJO,O,O,X,X,O,X,O,O,X,X
ZTSILOJ,O,O,X,X,O,X,X,O,X,X
ZTSIJLO,O,O,X,X,O,X,O,O,X,X
ZTSIJOL,O,O,X,O,O,X,X,O,X,X
ZTSIOLJ,O,O,X,X,O,X,X,O,O,X
ZTSIOJL,O,O,X,O,O,X,X,O,O,X
ZTSLIJO,O,O,X,O,O,X,O,O,X,X
ZTSLIOJ,O,X,X,O,O,X,X,O,X,X
ZTSLJIO,O,O,O,O,X,X,O,X,X,X
ZTSLJOI,O,O,X,O,O,X,O,O,X,X
ZTSLOIJ,O,X,X,O,O,X,X,O,O,X
ZTSLOJI,O,O,O,O,O,X,X,O,O,X
ZTSJILO,O,O,X,X,O,X,X,O,X,X
ZTSJIOL,O,O,X,O,O,X,X,O,O,X
ZTSJLIO,O,O,X,O,O,X,O,X,X,X
ZTSJLOI,O,O,X,O,O,X,O,O,O,X
ZTSJOIL,O,O,X,O,O,X,X,O,O,X
ZTSJOLI,O,O,X,O,O,X,X,O,O,X
ZTSOILJ,O,X,X,X,O,X,X,O,O,X
ZTSOIJL,O,O,X,O,O,X,X,O,O,X
ZTSOLIJ,O,X,X,O,O,X,X,O,O,X
ZTSOLJI,O,O,O,O,O,X,X,O,O,X
ZTSOJIL,O,O,X,O,O,X,X,O,O,X
ZTSOJLI,O,O,X,O,O,X,X,O,O,X
ZTOILJS,X,O,X,X,O,X,X,X,X,X
ZTOILSJ,X,O,X,X,O,X,X,X,X,X
ZTOIJLS,X,O,X,X,O,X,X,X,X,X
ZTOIJSL,O,O,X,O,O,X,X,X,X,X
ZTOISLJ,O,O,X,X,O,X,X,O,O,X
ZTOISJL,O,O,X,O,O,X,X,O,O,X
ZTOLIJS,X,X,O,O,O,X,X,X,X,X
ZTOLISJ,X,X,O,O,O,X,X,X,X,X
ZTOLJIS,X,O,O,O,O,X,X,X,X,X
ZTOLJSI,O,O,O,O,O,X,X,X,X,X
ZTOLSIJ,O,X,X,O,O,X,X,X,X,X
ZTOLSJI,O,O,O,O,O,X,X,X,X,X
ZTOJILS,X,X,X,X,O,X,X,X,X,X
ZTOJISL,O,O,X,O,O,X,X,X,X,X
ZTOJLIS,X,X,X,O,O,X,X,X,X,X
ZTOJLSI,O,O,X,O,O,X,X,X,X,X
ZTOJSIL,O,O,X,O,O,X,X,X,X,X
ZTOJSLI,O,O,X,O,O,X,X,X,X,X
ZTOSILJ,O,X,X,X,O,X,X,O,O,O
ZTOSIJL,O,O,X,O,O,X,X,O,O,O
ZTOSLIJ,O,X,X,O,O,X,X,O,O,O
ZTOSLJI,O,O,O,O,O,X,X,O,O,O
ZTOSJIL,O,O,X,O,O,X,X,O,O,O
ZTOSJLI,O,O,X,O,O,X,X,O,O,O
ZITLJSO,O,O,O,O,O,X,O,X,X,X
ZITLJOS,O,O,O,O,O,X,X,X,X,X
ZITLSJO,O,O,O,O,O,X,O,X,X,X
ZITLSOJ,O,O,O,O,O,X,X,X,X,X
ZITLOJS,O,O,O,O,O,X,X,X,X,X
ZITLOSJ,O,O,O,O,O,X,X,X,X,X
ZITJLSO,O,O,X,O,O,X,O,X,X,X
ZITJLOS,O,O,X,O,O,X,X,X,X,X
ZITJSLO,O,O,X,O,O,X,O,X,X,X
ZITJSOL,O,O,X,O,O,X,X,X,X,X
ZITJOLS,O,O,X,O,O,X,X,X,X,X
ZITJOSL,O,O,X,O,O,X,X,X,X,X
ZITSLJO,O,O,O,O,O,X,O,O,X,X
ZITSLOJ,O,O,O,O,O,X,X,O,X,X
ZITSJLO,O,O,X,O,O,X,O,O,X,X
ZITSJOL,O,O,X,O,O,X,X,O,X,X
ZITSOLJ,O,O,O,O,O,X,X,O,X,X
ZITSOJL,O,O,X,O,O,X,X,O,X,X
ZITOLJS,O,O,O,O,O,X,X,X,X,X
ZITOLSJ,O,O,O,O,O,X,X,X,X,X
ZITOJLS,O,O,X,O,O,X,X,X,X,X
ZITOJSL,O,O,X,O,O,X,X,X,X,X
ZITOSLJ,O,O,O,O,O,X,X,O,X,X
ZITOSJL,O,O,X,O,O,X,X,O,X,X
ZILTJSO,O,O,O,O,O,O,X,X,X,X
ZILTJOS,O,O,O,O,O,X,X,X,X,X
ZILTSJO,O,O,O,O,O,O,X,X,X,X
ZILTSOJ,O,O,O,O,O,O,X,X,X,X
ZILTOJS,O,O,O,O,O,X,X,X,X,X
ZILTOSJ,O,O,O,O,O,X,X,X,X,X
ZILJTSO,O,O,O,O,O,O,X,X,X,X
ZILJTOS,O,O,O,O,O,X,X,X,X,X
ZILJSTO,O,O,O,O,X,O,X,X,X,X
ZILJSOT,O,O,X,O,X,O,X,X,X,X
ZILJOTS,X,O,X,O,O,X,X,X,X,X
ZILJOST,X,O,X,O,X,X,X,X,X,X
ZILSTJO,O,O,O,O,X,O,X,X,X,X
ZILSTOJ,O,O,O,O,X,O,X,X,X,X
ZILSJTO,O,O,O,O,X,O,X,X,X,X
ZILSJOT,O,O,X,O,X,O,X,X,X,X
ZILSOTJ,O,O,X,O,X,O,X,X,X,X
ZILSOJT,O,O,X,O,X,O,X,X,X,X
ZILOTJS,X,O,X,O,O,X,X,X,X,X
ZILOTSJ,X,O,X,O,O,X,X,X,X,X
ZILOJTS,X,O,X,O,O,X,X,X,X,X
ZILOJST,X,O,X,O,X,X,X,X,X,X
ZILOSTJ,X,O,X,O,X,X,X,X,X,X
ZILOSJT,X,O,X,O,X,X,X,X,X,X
ZIJTLSO,O,O,X,O,O,X,X,X,X,X
ZIJTLOS,O,O,X,O,O,X,X,X,X,X
ZIJTSLO,O,O,X,O,O,X,X,X,X,X
ZIJTSOL,O,O,X,O,O,X,X,X,X,X
ZIJTOLS,O,O,X,O,O,X,X,X,X,X
ZIJTOSL,O,O,X,O,O,X,X,X,X,X
ZIJLTSO,O,O,O,O,O,O,X,X,X,X
ZIJLTOS,O,O,O,O,O,X,X,X,X,X
ZIJLSTO,O,O,O,O,X,O,X,O,X,X
ZIJLSOT,O,O,X,O,X,O,X,X,X,X
ZIJLOTS,X,O,X,O,O,X,X,X,X,X
ZIJLOST,X,O,X,O,X,X,X,X,X,X
ZIJSTLO,O,O,X,O,O,O,X,O,X,X
ZIJSTOL,O,O,X,O,O,O,X,O,X,X
ZIJSLTO,O,O,O,O,X,O,X,O,X,X
ZIJSLOT,O,X,X,O,X,O,X,X,X,X
ZIJSOTL,O,O,X,O,O,O,X,X,X,X
ZIJSOLT,O,X,X,O,X,O,X,X,X,X
ZIJOTLS,O,O,X,O,O,X,X,X,X,X
ZIJOTSL,O,O,X,O,O,X,X,X,X,X
ZIJOLTS,X,O,X,O,O,O,X,X,X,X
ZIJOLST,X,O,X,O,X,O,X,X,X,X
ZIJOSTL,O,O,X,O,O,O,X,X,X,X
ZIJOSLT,O,O,X,O,X,O,X,X,X,X
ZISTLJO,O,O,O,O,O,O,O,O,X,X
ZISTLOJ,O,O,O,O,O,O,X,O,X,X
ZISTJLO,O,O,X,O,O,O,O,O,X,X
ZISTJOL,O,O,X,O,O,O,X,O,X,X
ZISTOLJ,O,O,O,O,O,X,X,O,O,X
ZISTOJL,O,O,X,O,O,O,X,O,O,X
ZISLTJO,O,O,O,O,X,O,X,X,X,X
ZISLTOJ,O,O,O,O,X,O,X,X,X,X
ZISLJTO,O,O,O,O,X,O,X,X,X,X
ZISLJOT,O,O,X,O,X,O,X,X,X,X
ZISLOTJ,O,O,X,O,X,O,X,X,X,X
ZISLOJT,O,O,X,O,X,O,X,X,X,X
ZISJTLO,O,O,X,O,O,O,X,O,X,X
ZISJTOL,O,O,X,O,O,O,X,O,O,X
ZISJLTO,O,O,O,O,X,O,X,O,X,X
ZISJLOT,O,X,X,O,X,O,X,X,X,X
ZISJOTL,O,O,X,O,O,O,X,X,O,X
ZISJOLT,O,X,X,O,X,O,X,X,O,X
ZISOTLJ,O,O,X,O,O,O,O,X,O,X
ZISOTJL,O,O,X,O,O,O,O,X,O,X
ZISOLTJ,O,O,X,O,X,O,X,X,O,X
ZISOLJT,O,O,X,O,X,O,X,X,O,X
ZISOJTL,O,O,X,O,O,O,X,X,O,X
ZISOJLT,O,O,X,O,X,O,O,X,O,X
ZIOTLJS,O,O,X,O,O,X,O,X,X,X
ZIOTLSJ,O,O,X,O,O,X,O,X,X,X
ZIOTJLS,O,O,X,O,O,X,O,X,X,X
ZIOTJSL,O,O,X,O,O,X,O,X,X,X
ZIOTSLJ,O,O,X,O,O,X,O,X,O,X
ZIOTSJL,O,O,X,O,O,X,O,X,O,X
ZIOLTJS,X,O,X,O,O,O,X,X,X,X
ZIOLTSJ,X,O,X,O,O,O,X,X,X,X
ZIOLJTS,X,O,X,O,O,O,X,X,X,X
ZIOLJST,X,O,X,O,X,O,X,X,X,X
ZIOLSTJ,X,O,X,O,X,O,X,X,O,X
