sequence,v115@9gB8HeA8IeB8HeB8BeE8KedFJvhFzgBUiBaoB5oBWs?B3qB,v115@9gB8HeA8IeB8HeB8BeE8KedFJvhFChBTiBeoB5oB0m?B3qB,v115@9gB8HeA8IeB8HeB8BeE8KedFJvhFzgBqmBmiB5oB0n?B3qB,v115@9gB8HeA8IeB8HeB8BeE8KeXAJvhFdmBUiBaoB5oBWs?BTqB,v115@9gB8HeA8IeB8HeB8BeE8KedFJvhFRhBcnBTjBSrBGt?B3qB,v115@9gB8HeA8IeB8HeB8BeE8KeXAJvhFdmBqmBmiB5oB0n?BTqB,v115@9gB8HeA8IeB8HeB8BeE8KedFJvhFqmBmiB5oBzlB0n?B3qB
ZTOILJS,X,O,O,X,X,O,O
ZTOILSJ,X,X,O,X,X,O,O
ZTOIJLS,X,O,O,X,O,O,O
ZTOIJSL,X,O,X,X,O,X,O
ZTOISLJ,X,X,X,X,X,X,O
ZTOISJL,X,X,X,X,X,X,O
ZTOLIJS,X,O,O,X,O,O,O
ZTOLISJ,X,X,O,X,X,O,O
ZTOLJIS,X,O,O,X,O,O,O
ZTOLJSI,X,O,O,X,O,O,O
ZTOLSIJ,X,X,O,X,X,O,O
ZTOLSJI,X,O,O,X,X,O,O
ZTOJILS,X,O,O,X,O,O,O
ZTOJISL,X,O,X,X,O,X,O
ZTOJLIS,X,O,O,X,O,O,O
ZTOJLSI,X,O,O,X,O,O,O
ZTOJSIL,X,O,X,X,O,X,O
ZTOJSLI,X,O,X,X,O,X,O
ZTOSILJ,X,O,X,X,X,X,O
ZTOSIJL,X,O,X,X,X,X,O
ZTOSLIJ,X,O,X,X,X,X,O
ZTOSLJI,X,O,X,X,X,X,O
ZTOSJIL,X,O,X,X,X,X,O
ZTOSJLI,X,O,X,X,X,X,O
ZITLJSO,O,O,O,O,O,O,O
ZITLJOS,O,O,O,O,O,O,O
ZITLSJO,X,O,O,O,O,O,O
ZITLSOJ,X,X,O,X,X,O,O
ZITLOJS,X,O,O,X,O,O,O
ZITLOSJ,X,X,O,X,X,O,O
ZITJLSO,O,O,O,O,O,O,O
ZITJLOS,O,O,O,O,O,O,O
ZITJSLO,O,O,O,O,X,X,O
ZITJSOL,O,O,O,O,O,X,O
ZITJOLS,O,O,O,O,O,O,O
ZITJOSL,O,O,X,O,O,X,O
ZITSLJO,X,O,O,O,X,O,O
ZITSLOJ,X,O,O,X,X,O,O
ZITSJLO,X,O,O,O,X,X,O
ZITSJOL,X,O,O,O,O,X,O
ZITSOLJ,X,O,O,X,X,X,O
ZITSOJL,X,O,O,X,X,X,O
ZITOLJS,X,O,O,X,X,O,O
ZITOLSJ,X,X,O,X,X,O,O
ZITOJLS,X,O,O,X,O,O,O
ZITOJSL,X,O,X,X,O,X,O
ZITOSLJ,X,X,X,X,X,X,O
ZITOSJL,X,X,X,X,X,X,O
ZILTJSO,O,O,O,O,O,O,O
ZILTJOS,O,O,O,O,O,O,O
ZILTSJO,X,O,O,O,O,O,O
ZILTSOJ,X,X,O,X,X,O,O
ZILTOJS,X,O,O,X,O,O,O
ZILTOSJ,X,X,O,X,X,O,O
ZILJTSO,O,O,O,O,O,O,O
ZILJTOS,O,O,O,O,O,O,O
ZILJSTO,O,O,O,O,X,O,O
ZILJSOT,O,O,O,O,X,O,X
ZILJOTS,O,O,O,O,O,O,O
ZILJOST,O,O,O,O,X,O,X
ZILSTJO,O,O,O,O,X,O,O
ZILSTOJ,O,O,O,X,X,O,O
ZILSJTO,O,O,O,X,X,O,O
ZILSJOT,O,O,O,X,X,O,X
ZILSOTJ,X,X,O,X,X,O,X
ZILSOJT,X,X,O,X,X,O,X
ZILOTJS,X,X,O,O,X,O,O
ZILOTSJ,X,X,O,O,X,O,O
ZILOJTS,X,X,O,O,X,O,O
ZILOJST,X,X,O,O,X,O,X
ZILOSTJ,X,X,O,O,X,O,X
ZILOSJT,X,X,O,X,X,O,X
ZIJTLSO,O,O,O,O,O,O,O
ZIJTLOS,O,O,O,O,O,O,O
ZIJTSLO,O,O,O,O,X,X,O
ZIJTSOL,O,O,O,O,O,X,O
ZIJTOLS,O,O,O,O,O,O,O
ZIJTOSL,O,O,X,O,O,X,O
ZIJLTSO,O,O,O,O,O,O,O
ZIJLTOS,O,O,O,O,O,O,O
ZIJLSTO,O,O,O,O,X,O,O
ZIJLSOT,O,O,O,O,X,O,X
ZIJLOTS,O,O,O,O,O,O,O
ZIJLOST,O,O,O,O,X,O,X
ZIJSTLO,O,O,O,O,X,X,O
ZIJSTOL,O,O,O,O,X,X,O
ZIJSLTO,O,O,O,O,X,O,O
ZIJSLOT,O,O,O,O,X,O,X
ZIJSOTL,O,O,O,O,X,X,X
ZIJSOLT,O,O,O,O,X,O,X
ZIJOTLS,O,O,O,O,O,O,O
ZIJOTSL,O,O,X,O,O,X,O
ZIJOLTS,O,O,O,O,O,O,O
ZIJOLST,O,O,O,O,X,O,X
ZIJOSTL,O,O,O,O,X,X,X
ZIJOSLT,O,O,O,O,X,O,X
ZISTLJO,O,O,O,O,X,O,O
ZISTLOJ,O,O,O,X,X,O,O
ZISTJLO,O,O,O,O,X,X,O
ZISTJOL,O,O,O,O,X,X,O
ZISTOLJ,O,O,O,X,X,X,O
ZISTOJL,O,O,O,X,X,X,O
ZISLTJO,O,O,O,O,X,O,O
ZISLTOJ,O,O,O,X,X,O,O
ZISLJTO,O,O,O,X,X,O,O
ZISLJOT,O,O,O,X,X,O,X
ZISLOTJ,X,X,O,X,X,O,X
ZISLOJT,X,X,O,X,X,O,X
ZISJTLO,O,O,O,X,X,X,O
ZISJTOL,O,O,O,X,X,X,O
ZISJLTO,O,O,O,X,X,O,O
ZISJLOT,O,O,O,X,X,O,X
ZISJOTL,O,O,O,X,X,X,X
ZISJOLT,O,O,O,X,X,O,X
ZISOTLJ,X,O,O,X,X,X,X
ZISOTJL,X,O,O,X,X,X,X
ZISOLTJ,X,X,O,X,X,O,X
ZISOLJT,X,X,O,X,X,O,X
ZISOJTL,X,O,O,X,X,X,X
ZISOJLT,X,O,O,X,X,O,X
ZIOTLJS,X,O,O,O,X,O,O
ZIOTLSJ,X,X,O,O,X,O,O
ZIOTJLS,X,O,O,O,X,O,O
ZIOTJSL,X,O,X,O,X,X,O
ZIOTSLJ,X,X,X,O,X,O,O
ZIOTSJL,X,X,X,O,X,X,O
ZIOLTJS,X,X,O,O,X,O,O
ZIOLTSJ,X,X,O,O,X,O,O
ZIOLJTS,X,X,O,O,X,O,O
ZIOLJST,X,X,O,O,X,O,X
ZIOLSTJ,X,X,O,O,X,O,X
ZIOLSJT,X,X,O,X,X,O,X
ZIOJTLS,X,O,O,O,X,O,O
ZIOJTSL,X,O,X,O,X,X,O
ZIOJLTS,X,O,O,O,X,O,O
ZIOJLST,X,O,O,O,X,O,X
ZIOJSTL,X,O,O,O,X,X,X
ZIOJSLT,X,O,O,O,X,O,X
ZIOSTLJ,X,O,O,O,X,O,X
ZIOSTJL,X,O,O,O,X,X,X
ZIOSLTJ,X,X,O,O,X,O,X
ZIOSLJT,X,X,O,X,X,O,X
ZIOSJTL,X,O,O,X,X,X,X
ZIOSJLT,X,O,O,X,X,O,X
ZLTIJSO,O,O,O,O,O,O,O
ZLTIJOS,O,O,O,O,O,O,O
ZLTISJO,X,O,O,O,O,O,O
ZLTISOJ,X,X,O,X,X,O,O
ZLTIOJS,X,O,O,X,O,O,O
ZLTIOSJ,X,X,O,X,X,O,O
ZLTJISO,O,O,O,O,O,O,O
ZLTJIOS,O,O,O,O,O,O,O
ZLTJSIO,O,O,O,O,O,O,O
ZLTJSOI,O,O,O,O,O,O,O
ZLTJOIS,O,O,O,O,O,O,O
ZLTJOSI,O,O,O,O,O,O,O
ZLTSIJO,X,O,O,O,O,O,O
ZLTSIOJ,X,X,O,X,X,O,O
ZLTSJIO,X,O,O,O,O,O,O
ZLTSJOI,X,O,O,O,O,O,O
ZLTSOIJ,X,X,O,X,X,O,O
ZLTSOJI,X,O,O,X,X,O,O
ZLTOIJS,X,O,O,X,O,O,O
ZLTOISJ,X,X,O,X,X,O,O
ZLTOJIS,X,O,O,X,O,O,O
ZLTOJSI,X,O,O,X,O,O,O
ZLTOSIJ,X,X,O,X,X,O,O
ZLTOSJI,X,O,O,X,X,O,O
ZLITJSO,O,O,O,O,O,O,O
ZLITJOS,O,O,O,O,O,O,O
ZLITSJO,X,O,O,O,O,O,O
ZLITSOJ,X,X,O,X,X,O,O
ZLITOJS,X,O,O,X,O,O,O
ZLITOSJ,X,X,O,X,X,O,O
ZLIJTSO,O,O,O,O,O,O,O
ZLIJTOS,O,O,O,O,O,O,O
ZLIJSTO,O,O,O,O,X,O,O
ZLIJSOT,O,O,O,O,X,O,X
ZLIJOTS,O,O,O,O,O,O,O
ZLIJOST,O,O,O,O,X,O,X
ZLISTJO,O,O,O,O,X,O,O
ZLISTOJ,O,O,O,X,X,O,O
ZLISJTO,O,O,O,X,X,O,O
ZLISJOT,O,O,O,X,X,O,X
ZLISOTJ,X,X,O,X,X,O,X
ZLISOJT,X,X,O,X,X,O,X
ZLIOTJS,X,X,O,O,X,O,O
ZLIOTSJ,X,X,O,O,X,O,O
ZLIOJTS,X,X,O,O,X,O,O
ZLIOJST,X,X,O,O,X,O,X
ZLIOSTJ,X,X,O,O,X,O,X
ZLIOSJT,X,X,O,X,X,O,X
ZLJTISO,O,O,O,O,O,O,O
ZLJTIOS,O,O,O,O,O,O,O
ZLJTSIO,O,O,O,O,O,O,O
ZLJTSOI,O,O,O,O,O,O,O
ZLJTOIS,O,O,O,O,O,O,O
ZLJTOSI,O,O,O,O,O,O,O
ZLJITSO,O,O,O,O,O,O,O
ZLJITOS,O,O,O,O,O,O,O
ZLJISTO,O,O,O,O,X,O,O
ZLJISOT,O,O,O,O,X,O,X
ZLJIOTS,O,O,O,O,O,O,O
ZLJIOST,O,O,O,O,X,O,X
ZLJSTIO,O,O,O,O,O,O,O
ZLJSTOI,O,O,O,O,O,O,O
ZLJSITO,O,O,O,O,X,O,O
ZLJSIOT,O,O,O,O,X,O,X
ZLJSOTI,O,O,O,O,O,O,X
ZLJSOIT,O,O,O,O,X,O,X
ZLJOTIS,O,O,O,O,O,O,O
ZLJOTSI,O,O,O,O,O,O,O
ZLJOITS,O,O,O,O,O,O,O
ZLJOIST,O,O,O,O,X,O,X
ZLJOSTI,O,O,O,O,O,O,X
ZLJOSIT,O,O,O,O,X,O,X
ZLSTIJO,O,O,O,O,O,O,O
ZLSTIOJ,O,O,O,X,X,O,O
ZLSTJIO,O,O,O,O,O,O,O
ZLSTJOI,O,O,O,O,O,O,O
ZLSTOIJ,O,O,O,X,X,O,O
ZLSTOJI,O,O,O,X,X,O,O
ZLSITJO,O,O,O,O,X,O,O
ZLSITOJ,O,O,O,X,X,O,O
ZLSIJTO,O,O,O,X,X,O,O
ZLSIJOT,O,O,O,X,X,O,X
ZLSIOTJ,X,X,O,X,X,O,X
ZLSIOJT,X,X,O,X,X,O,X
ZLSJTIO,O,O,O,X,O,O,O
ZLSJTOI,O,O,O,X,O,O,O
ZLSJITO,O,O,O,X,X,O,O
ZLSJIOT,O,O,O,X,X,O,X
ZLSJOTI,O,O,O,X,O,O,X
ZLSJOIT,O,O,O,X,X,O,X
ZLSOTIJ,X,O,O,X,X,O,X
ZLSOTJI,X,O,O,X,X,O,X
ZLSOITJ,X,X,O,X,X,O,X
ZLSOIJT,X,X,O,X,X,O,X
ZLSOJTI,X,O,O,X,X,O,X
ZLSOJIT,X,O,O,X,X,O,X
ZLOTIJS,X,O,O,O,O,O,O
ZLOTISJ,X,X,O,O,X,O,O
ZLOTJIS,X,O,O,O,O,O,O
ZLOTJSI,X,O,O,O,O,O,O
ZLOTSIJ,X,X,O,O,X,O,O
ZLOTSJI,X,O,O,O,X,O,O
ZLOITJS,X,X,O,O,X,O,O
ZLOITSJ,X,X,O,O,X,O,O
ZLOIJTS,X,X,O,O,X,O,O
ZLOIJST,X,X,O,O,X,O,X
ZLOISTJ,X,X,O,O,X,O,X
ZLOISJT,X,X,O,X,X,O,X
ZLOJTIS,X,O,O,O,O,O,O
ZLOJTSI,X,O,O,O,O,O,O
ZLOJITS,X,O,O,O,O,O,O
ZLOJIST,X,O,O,O,X,O,X
ZLOJSTI,X,O,O,O,O,O,X
ZLOJSIT,X,O,O,O,X,O,X
ZLOSTIJ,X,O,O,O,X,O,X
ZLOSTJI,X,O,O,O,X,O,X
ZLOSITJ,X,X,O,O,X,O,X
ZLOSIJT,X,X,O,X,X,O,X
ZLOSJTI,X,O,O,X,X,O,X
ZLOSJIT,X,O,O,X,X,O,X
ZJTILSO,O,O,O,O,O,O,O
ZJTILOS,O,O,O,O,O,O,O
ZJTISLO,O,O,O,O,X,X,O
ZJTISOL,O,O,O,O,O,X,O
ZJTIOLS,O,O,O,O,O,O,O
ZJTIOSL,O,O,X,O,O,X,O
ZJTLISO,O,O,O,O,O,O,O
ZJTLIOS,O,O,O,O,O,O,O
ZJTLSIO,O,O,O,O,O,O,O
ZJTLSOI,O,O,O,O,O,O,O
ZJTLOIS,O,O,O,O,O,O,O
ZJTLOSI,O,O,O,O,O,O,O
ZJTSILO,O,O,O,O,X,X,O
ZJTSIOL,O,O,O,O,O,X,O
ZJTSLIO,O,O,O,O,O,X,O
ZJTSLOI,O,O,O,O,O,X,O
ZJTSOIL,O,O,O,O,O,X,O
ZJTSOLI,O,O,O,O,O,X,O
ZJTOILS,O,O,O,O,O,O,O
ZJTOISL,O,O,X,O,O,X,O
ZJTOLIS,O,O,O,O,O,O,O
ZJTOLSI,O,O,O,O,O,O,O
ZJTOSIL,O,O,X,O,O,X,O
ZJTOSLI,O,O,X,O,O,X,O
ZJITLSO,O,O,O,O,O,O,O
ZJITLOS,O,O,O,O,O,O,O
ZJITSLO,O,O,O,O,X,X,O
ZJITSOL,O,O,O,O,O,X,O
ZJITOLS,O,O,O,O,O,O,O
ZJITOSL,O,O,X,O,O,X,O
ZJILTSO,O,O,O,O,O,O,O
ZJILTOS,O,O,O,O,O,O,O
ZJILSTO,O,O,O,O,X,O,O
ZJILSOT,O,O,O,O,X,O,X
ZJILOTS,O,O,O,O,O,O,O
ZJILOST,O,O,O,O,X,O,X
ZJISTLO,O,O,O,O,X,X,O
ZJISTOL,O,O,O,O,X,X,O
ZJISLTO,O,O,O,O,X,O,O
ZJISLOT,O,O,O,O,X,O,X
ZJISOTL,O,O,O,O,X,X,X
ZJISOLT,O,O,O,O,X,O,X
ZJIOTLS,O,O,O,O,O,O,O
ZJIOTSL,O,O,X,O,O,X,O
ZJIOLTS,O,O,O,O,O,O,O
ZJIOLST,O,O,O,O,X,O,X
ZJIOSTL,O,O,O,O,X,X,X
ZJIOSLT,O,O,O,O,X,O,X
ZJLTISO,O,O,O,O,O,O,O
ZJLTIOS,O,O,O,O,O,O,O
ZJLTSIO,O,O,O,O,O,O,O
ZJLTSOI,O,O,O,O,O,O,O
ZJLTOIS,O,O,O,O,O,O,O
ZJLTOSI,O,O,O,O,O,O,O
ZJLITSO,O,O,O,O,O,O,O
ZJLITOS,O,O,O,O,O,O,O
ZJLISTO,O,O,O,O,X,O,O
ZJLISOT,O,O,O,O,X,O,X
ZJLIOTS,O,O,O,O,O,O,O
ZJLIOST,O,O,O,O,X,O,X
ZJLSTIO,O,O,O,O,O,O,O
ZJLSTOI,O,O,O,O,O,O,O
ZJLSITO,O,O,O,O,X,O,O
ZJLSIOT,O,O,O,O,X,O,X
ZJLSOTI,O,O,O,O,O,O,X
ZJLSOIT,O,O,O,O,X,O,X
ZJLOTIS,O,O,O,O,O,O,O
ZJLOTSI,O,O,O,O,O,O,O
ZJLOITS,O,O,O,O,O,O,O
ZJLOIST,O,O,O,O,X,O,X
ZJLOSTI,O,O,O,O,O,O,X
ZJLOSIT,O,O,O,O,X,O,X
ZJSTILO,O,O,O,O,X,X,O
ZJSTIOL,O,O,O,O,O,X,O
ZJSTLIO,O,O,O,O,O,X,O
ZJSTLOI,O,O,O,O,O,X,O
ZJSTOIL,O,O,O,O,O,X,O
ZJSTOLI,O,O,O,O,O,X,O
ZJSITLO,O,O,O,O,X,X,O
ZJSITOL,O,O,O,O,X,X,O
ZJSILTO,O,O,O,O,X,O,O
ZJSILOT,O,O,O,O,X,O,X
ZJSIOTL,O,O,O,O,X,X,X
ZJSIOLT,O,O,O,O,X,O,X
ZJSLTIO,O,O,O,O,O,O,O
ZJSLTOI,O,O,O,O,O,O,O
ZJSLITO,O,O,O,O,X,O,O
ZJSLIOT,O,O,O,O,X,O,X
ZJSLOTI,O,O,O,O,O,O,X
ZJSLOIT,O,O,O,O,X,O,X
ZJSOTIL,O,O,O,O,O,X,X
ZJSOTLI,O,O,O,O,O,X,X
ZJSOITL,O,O,O,O,X,X,X
ZJSOILT,O,O,O,O,X,O,X
ZJSOLTI,O,O,O,O,O,O,X
ZJSOLIT,O,O,O,O,X,O,X
ZJOTILS,O,O,O,O,O,O,O
ZJOTISL,O,O,X,O,O,X,O
ZJOTLIS,O,O,O,O,O,O,O
ZJOTLSI,O,O,O,O,O,O,O
ZJOTSIL,O,O,X,O,O,X,O
ZJOTSLI,O,O,X,O,O,X,O
ZJOITLS,O,O,O,O,O,O,O
ZJOITSL,O,O,X,O,O,X,O
ZJOILTS,O,O,O,O,O,O,O
ZJOILST,O,O,O,O,X,O,X
ZJOISTL,O,O,O,O,X,X,X
ZJOISLT,O,O,O,O,X,O,X
ZJOLTIS,O,O,O,O,O,O,O
ZJOLTSI,O,O,O,O,O,O,O
ZJOLITS,O,O,O,O,O,O,O
ZJOLIST,O,O,O,O,X,O,X
ZJOLSTI,O,O,O,O,O,O,X
ZJOLSIT,O,O,O,O,X,O,X
ZJOSTIL,O,O,O,O,O,X,X
ZJOSTLI,O,O,O,O,O,X,X
ZJOSITL,O,O,O,O,X,X,X
ZJOSILT,O,O,O,O,X,O,X
ZJOSLTI,O,O,O,O,O,O,X
ZJOSLIT,O,O,O,O,X,O,X
ZSTILJO,O,O,O,O,X,O,O
ZSTILOJ,O,O,O,X,X,O,O
ZSTIJLO,O,O,O,O,X,X,O
ZSTIJOL,O,O,O,O,O,X,O
ZSTIOLJ,O,O,O,X,X,X,O
ZSTIOJL,O,O,O,X,X,X,O
ZSTLIJO,O,O,O,O,O,O,O
ZSTLIOJ,O,O,O,X,X,O,O
ZSTLJIO,O,O,O,O,O,O,O
ZSTLJOI,O,O,O,O,O,O,O
ZSTLOIJ,O,O,O,X,X,O,O
ZSTLOJI,O,O,O,X,X,O,O
ZSTJILO,O,O,O,O,X,X,O
ZSTJIOL,O,O,O,O,O,X,O
ZSTJLIO,O,O,O,O,O,X,O
ZSTJLOI,O,O,O,O,O,X,O
ZSTJOIL,O,O,O,O,O,X,O
ZSTJOLI,O,O,O,O,O,X,O
ZSTOILJ,O,O,O,X,X,X,O
ZSTOIJL,O,O,O,X,X,X,O
ZSTOLIJ,O,O,O,X,X,X,O
ZSTOLJI,O,O,O,X,X,X,O
ZSTOJIL,O,O,O,X,X,X,O
ZSTOJLI,O,O,O,X,X,X,O
ZSITLJO,O,O,O,O,X,O,O
ZSITLOJ,O,O,O,X,X,O,O
ZSITJLO,O,O,O,O,X,X,O
ZSITJOL,O,O,O,O,X,X,O
ZSITOLJ,O,O,O,X,X,X,O
ZSITOJL,O,O,O,X,X,X,O
ZSILTJO,O,O,O,O,X,O,O
ZSILTOJ,O,O,O,X,X,O,O
ZSILJTO,O,O,O,X,X,O,O
ZSILJOT,O,O,O,X,X,O,X
ZSILOTJ,X,X,O,X,X,O,X
ZSILOJT,X,X,O,X,X,O,X
ZSIJTLO,O,O,O,X,X,X,O
ZSIJTOL,O,O,O,X,X,X,O
ZSIJLTO,O,O,O,X,X,O,O
ZSIJLOT,O,O,O,X,X,O,X
ZSIJOTL,O,O,O,X,X,X,X
ZSIJOLT,O,O,O,X,X,O,X
ZSIOTLJ,X,O,O,X,X,X,X
ZSIOTJL,X,O,O,X,X,X,X
ZSIOLTJ,X,X,O,X,X,O,X
ZSIOLJT,X,X,O,X,X,O,X
ZSIOJTL,X,O,O,X,X,X,X
ZSIOJLT,X,O,O,X,X,O,X
ZSLTIJO,O,O,O,O,O,O,O
ZSLTIOJ,O,O,O,X,X,O,O
ZSLTJIO,O,O,O,O,O,O,O
ZSLTJOI,O,O,O,O,O,O,O
ZSLTOIJ,O,O,O,X,X,O,O
ZSLTOJI,O,O,O,X,X,O,O
ZSLITJO,O,O,O,O,X,O,O
ZSLITOJ,O,O,O,X,X,O,O
ZSLIJTO,O,O,O,X,X,O,O
ZSLIJOT,O,O,O,X,X,O,X
ZSLIOTJ,X,X,O,X,X,O,X
ZSLIOJT,X,X,O,X,X,O,X
ZSLJTIO,O,O,O,X,O,O,O
ZSLJTOI,O,O,O,X,O,O,O
ZSLJITO,O,O,O,X,X,O,O
ZSLJIOT,O,O,O,X,X,O,X
ZSLJOTI,O,O,O,X,O,O,X
ZSLJOIT,O,O,O,X,X,O,X
ZSLOTIJ,X,O,O,X,X,O,X
ZSLOTJI,X,O,O,X,X,O,X
ZSLOITJ,X,X,O,X,X,O,X
ZSLOIJT,X,X,O,X,X,O,X
ZSLOJTI,X,O,O,X,X,O,X
ZSLOJIT,X,O,O,X,X,O,X
ZSJTILO,O,O,O,X,X,X,O
ZSJTIOL,O,O,O,X,O,X,O
ZSJTLIO,O,O,O,X,O,X,O
ZSJTLOI,O,O,O,X,O,X,O
ZSJTOIL,O,O,O,X,O,X,O
ZSJTOLI,O,O,O,X,O,X,O
ZSJITLO,O,O,O,X,X,X,O
ZSJITOL,O,O,O,X,X,X,O
ZSJILTO,O,O,O,X,X,O,O
ZSJILOT,O,O,O,X,X,O,X
ZSJIOTL,O,O,O,X,X,X,X
ZSJIOLT,O,O,O,X,X,O,X
ZSJLTIO,O,O,O,X,O,O,O
ZSJLTOI,O,O,O,X,O,O,O
ZSJLITO,O,O,O,X,X,O,O
ZSJLIOT,O,O,O,X,X,O,X
ZSJLOTI,O,O,O,X,O,O,X
ZSJLOIT,O,O,O,X,X,O,X
ZSJOTIL,O,O,O,X,O,X,X
ZSJOTLI,O,O,O,X,O,X,X
ZSJOITL,O,O,O,X,X,X,X
ZSJOILT,O,O,O,X,X,O,X
ZSJOLTI,O,O,O,X,O,O,X
ZSJOLIT,O,O,O,X,X,O,X
ZSOTILJ,X,O,O,X,X,X,X
ZSOTIJL,X,O,O,X,X,X,X
ZSOTLIJ,X,O,O,X,X,X,X
ZSOTLJI,X,O,O,X,X,X,X
ZSOTJIL,X,O,O,X,X,X,X
ZSOTJLI,X,O,O,X,X,X,X
ZSOITLJ,X,O,O,X,X,X,X
ZSOITJL,X,O,O,X,X,X,X
ZSOILTJ,X,X,O,X,X,O,X
ZSOILJT,X,X,O,X,X,O,X
ZSOIJTL,X,O,O,X,X,X,X
ZSOIJLT,X,O,O,X,X,O,X
ZSOLTIJ,X,O,O,X,X,O,X
ZSOLTJI,X,O,O,X,X,O,X
ZSOLITJ,X,X,O,X,X,O,X
ZSOLIJT,X,X,O,X,X,O,X
ZSOLJTI,X,O,O,X,X,O,X
ZSOLJIT,X,O,O,X,X,O,X
ZSOJTIL,X,O,O,X,X,X,X
ZSOJTLI,X,O,O,X,X,X,X
ZSOJITL,X,O,O,X,X,X,X
ZSOJILT,X,O,O,X,X,O,X
ZSOJLTI,X,O,O,X,X,O,X
ZSOJLIT,X,O,O,X,X,O,X
ZOTILJS,X,O,O,O,X,O,O
ZOTILSJ,X,X,O,O,X,O,O
ZOTIJLS,X,O,O,O,O,O,O
ZOTIJSL,X,O,X,O,O,X,O
ZOTISLJ,X,X,X,O,X,O,O
ZOTISJL,X,X,X,O,X,X,O
ZOTLIJS,X,O,O,O,O,O,O
ZOTLISJ,X,X,O,O,X,O,O
ZOTLJIS,X,O,O,O,O,O,O
ZOTLJSI,X,O,O,O,O,O,O
ZOTLSIJ,X,X,O,O,X,O,O
ZOTLSJI,X,O,O,O,X,O,O
ZOTJILS,X,O,O,O,O,O,O
ZOTJISL,X,O,X,O,O,X,O
ZOTJLIS,X,O,O,O,O,O,O
ZOTJLSI,X,O,O,O,O,O,O
ZOTJSIL,X,O,X,O,O,X,O
ZOTJSLI,X,O,X,O,O,X,O
ZOTSILJ,X,O,X,O,X,O,O
ZOTSIJL,X,O,X,O,X,X,O
ZOTSLIJ,X,O,X,O,X,O,O
ZOTSLJI,X,O,X,O,X,O,O
ZOTSJIL,X,O,X,O,X,X,O
ZOTSJLI,X,O,X,O,X,X,O
ZOITLJS,X,O,O,O,X,O,O
ZOITLSJ,X,X,O,O,X,O,O
ZOITJLS,X,O,O,O,X,O,O
ZOITJSL,X,O,X,O,X,X,O
ZOITSLJ,X,X,X,O,X,O,O
ZOITSJL,X,X,X,O,X,X,O
ZOILTJS,X,X,O,O,X,O,O
ZOILTSJ,X,X,O,O,X,O,O
ZOILJTS,X,X,O,O,X,O,O
ZOILJST,X,X,O,O,X,O,X
ZOILSTJ,X,X,O,O,X,O,X
ZOILSJT,X,X,O,X,X,O,X
ZOIJTLS,X,O,O,O,X,O,O
ZOIJTSL,X,O,X,O,X,X,O
ZOIJLTS,X,O,O,O,X,O,O
ZOIJLST,X,O,O,O,X,O,X
ZOIJSTL,X,O,O,O,X,X,X
ZOIJSLT,X,O,O,O,X,O,X
ZOISTLJ,X,O,O,O,X,O,X
ZOISTJL,X,O,O,O,X,X,X
ZOISLTJ,X,X,O,O,X,O,X
ZOISLJT,X,X,O,X,X,O,X
ZOISJTL,X,O,O,X,X,X,X
ZOISJLT,X,O,O,X,X,O,X
ZOLTIJS,X,O,O,O,O,O,O
ZOLTISJ,X,X,O,O,X,O,O
ZOLTJIS,X,O,O,O,O,O,O
ZOLTJSI,X,O,O,O,O,O,O
ZOLTSIJ,X,X,O,O,X,O,O
ZOLTSJI,X,O,O,O,X,O,O
ZOLITJS,X,X,O,O,X,O,O
ZOLITSJ,X,X,O,O,X,O,O
ZOLIJTS,X,X,O,O,X,O,O
ZOLIJST,X,X,O,O,X,O,X
ZOLISTJ,X,X,O,O,X,O,X
ZOLISJT,X,X,O,X,X,O,X
ZOLJTIS,X,O,O,O,O,O,O
ZOLJTSI,X,O,O,O,O,O,O
ZOLJITS,X,O,O,O,O,O,O
ZOLJIST,X,O,O,O,X,O,X
ZOLJSTI,X,O,O,O,O,O,X
ZOLJSIT,X,O,O,O,X,O,X
ZOLSTIJ,X,O,O,O,X,O,X
ZOLSTJI,X,O,O,O,X,O,X
ZOLSITJ,X,X,O,O,X,O,X
ZOLSIJT,X,X,O,X,X,O,X
ZOLSJTI,X,O,O,X,X,O,X
ZOLSJIT,X,O,O,X,X,O,X
ZOJTILS,X,O,O,O,O,O,O
ZOJTISL,X,O,X,O,O,X,O
ZOJTLIS,X,O,O,O,O,O,O
ZOJTLSI,X,O,O,O,O,O,O
ZOJTSIL,X,O,X,O,O,X,O
ZOJTSLI,X,O,X,O,O,X,O
ZOJITLS,X,O,O,O,O,O,O
ZOJITSL,X,O,X,O,O,X,O
ZOJILTS,X,O,O,O,O,O,O
ZOJILST,X,O,O,O,X,O,X
ZOJISTL,X,O,O,O,X,X,X
ZOJISLT,X,O,O,O,X,O,X
ZOJLTIS,X,O,O,O,O,O,O
ZOJLTSI,X,O,O,O,O,O,O
ZOJLITS,X,O,O,O,O,O,O
ZOJLIST,X,O,O,O,X,O,X
ZOJLSTI,X,O,O,O,O,O,X
ZOJLSIT,X,O,O,O,X,O,X
ZOJSTIL,X,O,O,O,O,X,X
ZOJSTLI,X,O,O,O,O,X,X
ZOJSITL,X,O,O,O,X,X,X
ZOJSILT,X,O,O,O,X,O,X
ZOJSLTI,X,O,O,O,O,O,X
ZOJSLIT,X,O,O,O,X,O,X
