sequence,v115@6gC8GeC8GeC8DeB8BeD8AeG8JeZ/IvhFCbBehBzcBX?gBUnBFqB,v115@6gC8GeC8GeC8DeB8BeD8AeG8JeZ/IvhFufB3bBzcBy?lBUnBFqB,v115@6gC8GeC8GeC8DeB8BeD8AeG8JeZ/IvhFCbBehBXgBz?hBUnBFqB,v115@6gC8GeC8GeC8DeB8BeD8AeG8JeZ/IvhFufB3bBylBz?hBUnBFqB,v115@6gC8GeC8GeC8DeB8BeD8AeG8Jex6IvhFlcBTfB/lBU?hBKnBmpB,v115@6gC8GeC8GeC8DeB8BeD8AeG8JeO/IvhFVgBRcBThBK?nB3kBcqB,v115@6gC8GeC8GeC8DeB8BeD8AeG8JeZ/IvhFqfBTbBmcBX?hBUnBFqB,v115@6gC8GeC8GeC8DeB8BeD8AeG8JeZ/IvhFlbBuhB8lBK?nBzkBfqB,v115@6gC8GeC8GeC8DeB8BeD8AeG8JeZ/IvhFSgBmcBXhBz?fBUnBFqB,v115@6gC8GeC8GeC8DeB8BeD8AeG8JeZ/IvhFWgBylBzhBf?qBlqBUsB,v115@6gC8GeC8GeC8DeB8BeD8AeG8Je37IvhFTfBmhBxlBi?kBUnBFqB,v115@6gC8GeC8GeC8DeB8BeD8AeG8JecAJvhFTfBXhBKnBl?hBxpBmpB,v115@6gC8GeC8GeC8DeB8BeD8AeG8Jex6IvhFXcBmfB1mBT?kBcqBKsB,v115@6gC8GeC8GeC8DeB8BeD8AeG8JecAJvhFTfBlhBXhBK?nBxpBmpB,v115@6gC8GeC8GeC8DeB8BeD8AeG8JeRAJvhFzhBlkB3lBO?kBUnBiqB,v115@6gC8GeC8GeC8DeB8BeD8AeG8Jez8IvhFRgBlkB3lBU?nBOkBiqB
ZSOLIJT,X,X,X,X,X,O,X,O,X,O,X,X,X,X,X,X
ZSOLJTI,X,X,X,X,O,O,X,X,X,X,X,X,X,X,X,X
ZSOLJIT,X,X,X,X,O,O,X,O,X,O,X,X,X,X,X,X
ZSOJTIL,X,X,X,X,O,O,X,X,X,X,X,X,O,X,X,X
ZSOJTLI,X,X,X,X,O,O,O,X,X,X,X,X,O,X,X,X
ZSOJITL,X,X,X,X,O,X,X,X,X,X,X,X,O,X,X,X
ZSOJILT,X,X,X,X,O,X,X,X,X,O,X,X,X,X,X,X
ZSOJLTI,X,X,X,X,O,O,X,X,X,X,X,X,X,X,X,X
ZSOJLIT,X,X,X,X,O,X,X,X,X,O,X,X,X,X,X,X
ZOTILJS,X,X,X,O,X,X,X,O,X,X,X,X,X,X,X,X
ZOTILSJ,X,X,X,O,X,X,X,X,X,X,X,X,X,X,X,X
ZOTIJLS,X,X,X,O,X,O,X,X,X,X,X,X,O,X,X,X
ZOTIJSL,X,X,O,X,X,X,X,X,X,X,X,X,O,X,X,X
ZOTISLJ,X,X,O,X,X,X,X,X,X,X,X,X,X,X,X,X
ZOTISJL,X,X,O,X,X,O,X,X,X,X,X,X,X,X,X,X
ZOTLIJS,X,X,X,O,X,O,X,O,X,X,X,X,X,X,X,X
ZOTLISJ,X,X,X,O,X,O,X,X,X,X,X,X,X,X,X,X
ZOTLJIS,X,X,X,O,X,O,X,O,X,X,X,X,O,X,X,X
ZOTLJSI,X,X,X,O,X,O,X,X,X,X,X,X,O,X,X,X
ZOTLSIJ,X,X,X,O,X,O,X,X,X,X,X,X,X,X,X,X
ZOTLSJI,X,X,X,O,X,O,X,X,X,X,X,X,X,X,X,X
ZOTJILS,X,X,X,O,X,O,X,X,X,X,X,X,O,X,X,X
ZOTJISL,X,X,O,X,X,X,X,X,X,X,X,X,O,X,X,X
ZOTJLIS,X,X,X,O,X,O,X,X,X,X,X,X,O,X,X,X
ZOTJLSI,X,X,X,O,X,O,X,X,X,X,X,X,O,X,X,X
ZOTJSIL,X,X,O,X,X,X,X,X,X,X,X,X,O,X,X,X
ZOTJSLI,X,X,O,X,X,X,X,X,X,X,X,X,O,X,X,X
ZOTSILJ,X,X,O,X,X,X,X,X,X,X,X,X,X,X,X,X
ZOTSIJL,X,X,O,X,X,O,X,X,X,X,X,X,X,X,O,X
ZOTSLIJ,X,X,O,X,X,O,X,X,X,X,X,X,X,X,X,X
ZOTSLJI,X,X,O,X,X,O,X,X,X,X,X,X,X,X,X,X
ZOTSJIL,X,X,O,X,X,O,X,X,X,X,X,X,O,X,X,X
ZOTSJLI,X,X,O,X,X,O,X,X,X,X,X,X,O,X,X,X
ZOITLJS,X,X,X,O,X,X,X,O,X,X,X,X,X,X,X,X
ZOITLSJ,X,X,X,O,X,X,X,X,X,X,X,X,X,X,X,X
ZOITJLS,X,X,X,O,X,X,X,X,X,X,X,X,O,X,X,X
ZOITJSL,X,X,O,X,X,X,X,X,X,X,X,X,O,X,X,X
ZOITSLJ,X,X,O,X,X,X,X,X,X,X,X,X,X,X,X,X
ZOITSJL,X,X,O,X,X,X,X,X,X,X,X,X,X,X,X,X
ZOILTJS,X,X,X,X,X,X,X,O,X,X,X,X,X,X,X,X
ZOILTSJ,X,X,X,X,O,X,X,X,X,X,X,X,X,X,X,X
ZOILJTS,X,X,X,X,X,X,X,O,X,X,X,X,X,X,X,X
ZOILJST,X,X,X,X,X,X,X,O,X,X,X,X,X,X,X,X
ZOILSTJ,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X
ZOILSJT,X,X,X,O,X,X,X,O,X,X,X,X,X,X,X,X
ZOIJTLS,X,X,X,X,X,X,X,X,X,X,X,X,O,X,X,X
ZOIJTSL,X,X,O,X,X,X,X,X,X,X,X,X,O,X,X,X
ZOIJLTS,X,X,X,X,X,X,X,O,X,X,X,X,O,X,X,X
ZOIJLST,X,X,X,X,X,X,X,O,X,X,X,X,X,X,X,X
ZOIJSTL,X,X,X,X,X,X,X,X,X,X,X,X,O,X,X,X
ZOIJSLT,X,X,O,X,X,X,X,X,X,X,X,X,X,X,X,X
ZOISTLJ,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X
ZOISTJL,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X
ZOISLTJ,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X
ZOISLJT,X,X,X,X,X,X,X,O,X,O,X,X,X,X,X,X
ZOISJTL,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X
ZOISJLT,X,X,X,X,X,X,X,X,X,O,X,X,X,X,X,X
ZOLTIJS,X,X,X,O,X,O,X,O,X,X,X,X,X,X,X,X
ZOLTISJ,X,X,X,O,O,O,X,X,X,X,X,X,X,X,X,X
ZOLTJIS,X,X,X,O,O,O,X,O,X,X,X,X,O,X,X,X
ZOLTJSI,X,X,X,O,O,O,X,X,X,X,X,X,O,X,X,X
ZOLTSIJ,X,X,X,O,O,O,X,X,X,X,X,X,X,X,X,X
ZOLTSJI,X,X,X,O,O,O,X,X,X,X,X,X,X,X,X,X
ZOLITJS,X,X,X,X,X,O,X,O,X,X,X,X,X,X,X,X
ZOLITSJ,X,X,X,X,O,O,X,X,X,X,X,X,X,X,X,X
ZOLIJTS,X,X,X,X,X,O,X,O,X,X,X,X,X,X,X,X
ZOLIJST,X,X,X,X,X,O,X,O,X,X,X,X,X,X,X,X
ZOLISTJ,X,X,X,X,X,O,X,X,X,X,X,X,X,X,X,X
ZOLISJT,X,X,X,O,X,O,X,O,X,X,X,X,X,X,X,X
ZOLJTIS,X,X,X,X,O,O,X,O,X,X,X,X,O,X,X,X
ZOLJTSI,X,X,X,X,O,O,X,X,X,X,X,X,O,X,X,X
ZOLJITS,X,X,X,X,O,O,X,O,X,X,X,X,O,X,X,X
ZOLJIST,X,X,X,X,X,O,X,O,X,X,X,X,X,X,X,X
ZOLJSTI,X,X,X,X,O,O,X,X,X,X,X,X,X,X,X,X
ZOLJSIT,X,X,X,X,X,O,X,O,X,X,X,X,X,X,X,X
ZOLSTIJ,X,X,X,O,O,O,X,X,X,X,X,X,X,X,X,X
ZOLSTJI,X,X,X,O,O,O,X,X,X,X,X,X,X,X,X,X
ZOLSITJ,X,X,X,X,O,O,X,X,X,X,X,X,X,X,X,X
ZOLSIJT,X,X,X,O,X,O,X,O,X,X,X,X,X,X,X,X
ZOLSJTI,X,X,X,X,O,O,X,X,X,X,X,X,X,X,X,X
ZOLSJIT,X,X,X,O,O,O,X,O,X,X,X,X,X,X,X,X
ZOJTILS,X,X,X,X,X,X,X,X,X,X,X,X,O,X,X,X
ZOJTISL,X,X,O,X,X,X,X,X,X,X,X,X,O,X,X,X
ZOJTLIS,X,X,X,X,O,X,X,X,X,X,X,X,O,X,X,X
ZOJTLSI,X,X,X,X,O,X,X,X,X,X,X,X,O,X,X,X
ZOJTSIL,X,X,O,X,X,X,X,X,X,X,X,X,O,X,X,X
ZOJTSLI,X,X,O,X,X,X,X,X,X,X,X,X,O,X,X,X
ZOJITLS,X,X,X,X,X,X,X,X,X,X,X,X,O,X,X,X
ZOJITSL,X,X,O,X,X,X,X,X,X,X,X,X,O,X,X,X
ZOJILTS,X,X,X,X,O,X,X,O,X,X,X,X,O,X,X,X
ZOJILST,X,X,X,X,X,X,X,O,X,X,X,X,X,X,X,X
ZOJISTL,X,X,X,X,X,X,X,X,X,X,X,X,O,X,X,X
ZOJISLT,X,X,O,X,X,X,X,X,X,X,X,X,X,X,X,X
ZOJLTIS,X,X,X,X,O,X,X,O,X,X,X,X,O,X,X,X
ZOJLTSI,X,X,X,X,O,X,X,X,X,X,X,X,O,X,X,X
ZOJLITS,X,X,X,X,O,X,X,O,X,X,X,X,O,X,X,X
ZOJLIST,X,X,X,X,X,X,X,O,X,X,X,X,X,X,X,X
ZOJLSTI,X,X,X,X,O,X,X,X,X,X,X,X,X,X,X,X
ZOJLSIT,X,X,X,X,X,X,X,O,X,X,X,X,X,X,X,X
ZOJSTIL,X,X,X,X,X,X,X,X,X,X,X,X,O,X,X,X
ZOJSTLI,X,X,X,X,X,X,X,X,X,X,X,X,O,X,X,X
ZOJSITL,X,X,X,X,X,X,X,X,X,X,X,X,O,X,X,X
ZOJSILT,X,X,O,X,X,X,X,X,X,X,X,X,X,X,X,X
ZOJSLTI,X,X,X,X,O,X,X,X,X,X,X,X,X,X,X,X
ZOJSLIT,X,X,O,X,X,X,X,X,X,X,X,X,X,X,X,X
ZOSTILJ,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X
ZOSTIJL,X,X,X,X,X,O,X,X,X,X,X,X,X,X,O,X
ZOSTLIJ,X,X,X,X,X,O,X,X,X,X,X,X,X,X,X,X
ZOSTLJI,X,X,X,X,X,O,X,X,X,X,X,X,X,X,X,X
ZOSTJIL,X,X,X,X,X,O,X,X,X,X,X,X,O,X,X,X
ZOSTJLI,X,X,X,X,X,O,X,X,X,X,X,X,O,X,X,X
ZOSITLJ,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X
ZOSITJL,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X
ZOSILTJ,X,X,X,X,O,X,X,X,X,X,X,X,X,X,X,X
ZOSILJT,X,X,X,X,X,X,X,O,X,O,X,X,X,X,X,X
ZOSIJTL,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X
ZOSIJLT,X,X,X,X,X,X,X,X,X,O,X,X,X,X,X,X
ZOSLTIJ,X,X,X,X,O,O,X,X,X,X,X,X,X,X,X,X
ZOSLTJI,X,X,X,X,O,O,X,X,X,X,X,X,X,X,X,X
ZOSLITJ,X,X,X,X,O,O,X,X,X,X,X,X,X,X,X,X
ZOSLIJT,X,X,X,X,X,O,X,O,X,O,X,X,X,X,X,X
ZOSLJTI,X,X,X,X,O,O,X,X,X,X,X,X,X,X,X,X
ZOSLJIT,X,X,X,X,O,O,X,O,X,O,X,X,X,X,X,X
ZOSJTIL,X,X,X,X,O,O,X,X,X,X,X,X,O,X,X,X
ZOSJTLI,X,X,X,X,O,O,X,X,X,X,X,X,O,X,X,X
ZOSJITL,X,X,X,X,O,X,X,X,X,X,X,X,O,X,X,X
ZOSJILT,X,X,X,X,O,X,X,X,X,O,X,X,X,X,X,X
ZOSJLTI,X,X,X,X,O,O,X,X,X,X,X,X,X,X,X,X
ZOSJLIT,X,X,X,X,O,X,X,X,X,O,X,X,X,X,X,X
OTILJSZ,X,O,O,O,X,X,O,X,X,X,O,X,X,X,X,X
OTILJZS,X,O,X,O,X,X,X,O,X,X,X,X,X,X,X,X
OTILSJZ,X,O,O,O,X,X,O,X,X,X,O,X,X,X,X,X
OTILSZJ,X,O,O,O,X,X,O,X,X,X,X,X,X,X,X,X
OTILZJS,X,O,X,O,X,X,X,O,X,X,X,X,X,O,X,X
OTILZSJ,X,O,X,O,X,X,O,X,X,X,X,X,X,O,X,X
OTIJLSZ,X,O,O,O,X,X,X,X,X,X,O,X,X,X,X,X
OTIJLZS,X,O,X,O,X,X,X,X,X,X,X,X,X,X,X,X
OTIJSLZ,O,X,O,O,X,X,X,X,X,X,O,X,X,X,X,X
OTIJSZL,O,X,O,X,X,X,X,X,X,X,O,X,X,X,X,X
OTIJZLS,O,X,X,O,X,X,X,X,X,X,X,X,X,O,X,X
OTIJZSL,O,X,O,X,X,X,X,X,X,X,O,X,X,X,X,X
OTISLJZ,O,X,O,O,X,X,O,X,O,O,O,X,X,X,O,X
OTISLZJ,X,X,O,O,X,X,O,X,X,X,X,X,X,X,X,X
OTISJLZ,O,X,O,O,X,X,O,X,O,O,O,X,X,X,O,X
OTISJZL,O,X,O,X,X,X,X,X,X,X,O,X,X,X,O,X
OTISZLJ,X,X,O,X,X,X,X,X,X,X,X,X,X,O,X,X
OTISZJL,X,X,O,X,X,X,X,X,X,X,O,X,X,X,O,X
OTIZLJS,X,X,X,O,X,X,X,O,X,X,X,X,X,O,X,X
OTIZLSJ,X,X,X,O,X,X,X,X,X,X,X,X,X,O,X,X
OTIZJLS,X,X,X,O,X,X,X,X,X,X,X,X,O,O,X,X
OTIZJSL,X,X,O,X,X,X,X,X,X,X,O,X,O,X,X,X
OTIZSLJ,X,X,O,X,X,X,X,X,X,X,X,X,X,O,X,X
OTIZSJL,X,X,O,X,X,X,X,X,X,X,O,X,X,X,X,X
OTLIJSZ,X,O,O,O,X,X,O,X,X,X,O,X,X,X,X,X
OTLIJZS,X,O,X,O,X,X,X,O,X,X,X,X,X,X,X,X
OTLISJZ,X,O,O,O,X,X,O,X,X,X,O,X,X,X,X,X
OTLISZJ,X,O,O,O,X,X,O,X,X,X,X,X,X,X,X,X
OTLIZJS,X,O,X,O,X,X,X,O,X,X,X,X,X,X,X,X
OTLIZSJ,X,O,X,O,X,X,O,X,X,X,X,X,X,X,X,X
OTLJISZ,X,O,O,O,X,X,O,X,X,X,X,X,X,X,X,X
OTLJIZS,X,O,X,O,X,X,X,O,X,X,X,X,X,X,X,X
OTLJSIZ,X,O,O,O,X,X,O,X,X,X,X,X,X,X,X,X
OTLJSZI,X,O,O,O,X,X,O,X,X,X,X,X,X,X,X,X
OTLJZIS,X,O,X,O,X,X,X,O,X,X,X,X,X,X,X,X
OTLJZSI,X,O,X,O,X,X,X,X,X,X,X,X,X,X,X,X
OTLSIJZ,X,O,O,O,X,X,O,X,X,X,X,X,X,X,O,X
OTLSIZJ,X,O,O,O,X,X,O,X,X,X,X,X,X,X,X,X
OTLSJIZ,X,O,O,O,X,X,O,X,X,X,X,X,X,X,X,X
OTLSJZI,X,O,O,O,X,X,O,X,X,X,X,X,X,X,X,X
OTLSZIJ,X,O,O,O,X,X,O,X,X,X,X,X,X,X,X,X
OTLSZJI,X,O,O,O,X,X,O,X,X,X,X,X,X,X,X,X
OTLZIJS,X,O,X,O,X,X,X,O,X,X,X,X,X,X,X,X
OTLZISJ,X,O,X,O,X,X,O,X,X,X,X,X,X,X,X,X
OTLZJIS,X,O,X,O,X,X,X,O,X,X,X,X,O,X,X,X
OTLZJSI,X,O,X,O,X,X,X,X,X,X,X,X,O,X,X,X
OTLZSIJ,X,O,X,O,X,X,O,X,X,X,X,X,X,X,X,X
OTLZSJI,X,O,X,O,X,X,O,X,X,X,X,X,X,X,X,X
OTJILSZ,X,O,O,O,X,X,X,X,X,X,O,X,X,X,X,X
OTJILZS,X,O,X,O,X,X,X,X,X,X,X,X,X,X,X,X
OTJISLZ,O,X,O,O,X,X,X,X,X,X,O,X,X,X,X,X
OTJISZL,O,X,O,X,X,X,X,X,X,X,O,X,X,X,X,X
OTJIZLS,O,X,X,O,X,X,X,X,X,X,X,X,X,X,X,X
OTJIZSL,O,X,O,X,X,X,X,X,X,X,O,X,X,X,X,X
OTJLISZ,X,O,O,O,X,X,X,X,X,X,X,X,X,X,X,X
OTJLIZS,X,O,X,O,X,X,X,X,X,X,X,X,X,X,X,X
OTJLSIZ,X,O,O,O,X,X,X,X,X,X,X,X,X,X,X,X
OTJLSZI,X,O,O,O,X,X,X,X,X,X,X,X,X,X,X,X
OTJLZIS,X,O,X,O,X,X,X,X,X,X,X,X,X,X,X,X
OTJLZSI,X,O,X,O,X,X,X,X,X,X,X,X,X,X,X,X
OTJSILZ,O,X,O,O,X,X,X,X,X,X,X,X,X,X,O,X
OTJSIZL,O,X,O,X,X,X,X,X,X,X,X,X,X,X,O,X
OTJSLIZ,O,X,O,O,X,X,X,X,X,X,X,X,X,X,X,X
OTJSLZI,O,X,O,O,X,X,X,X,X,X,X,X,X,X,X,X
OTJSZIL,O,X,O,X,X,X,X,X,X,X,X,X,X,X,X,X
OTJSZLI,O,X,O,X,X,X,X,X,X,X,X,X,X,X,X,X
OTJZILS,O,X,X,O,X,X,X,X,X,X,X,X,O,X,X,X
OTJZISL,O,X,O,X,X,X,X,X,X,X,X,X,O,X,X,X
OTJZLIS,O,X,X,O,X,X,X,X,X,X,X,X,O,X,X,X
OTJZLSI,O,X,X,O,X,X,X,X,X,X,X,X,O,X,X,X
OTJZSIL,O,X,O,X,X,X,X,X,X,X,X,X,O,X,X,X
OTJZSLI,O,X,O,X,X,X,X,X,X,X,X,X,O,X,X,X
OTSILJZ,O,X,O,O,X,X,O,X,O,O,O,X,X,X,O,X
OTSILZJ,X,X,O,O,X,X,O,X,X,X,X,X,X,X,X,X
OTSIJLZ,O,X,O,O,X,X,O,X,O,O,O,X,X,X,O,X
OTSIJZL,O,X,O,X,X,X,X,X,X,X,O,X,X,X,O,X
OTSIZLJ,X,X,O,X,X,X,X,X,X,X,X,X,X,X,X,O
OTSIZJL,X,X,O,X,X,X,X,X,X,X,O,X,X,X,O,O
OTSLIJZ,O,X,O,O,X,X,O,X,O,O,X,X,X,X,O,X
OTSLIZJ,X,X,O,O,X,X,O,X,X,X,X,X,X,X,X,X
OTSLJIZ,O,X,O,O,X,X,O,X,O,O,X,X,X,X,X,X
OTSLJZI,O,X,O,O,X,X,O,X,X,X,X,X,X,X,X,X
OTSLZIJ,X,X,O,O,X,X,O,X,X,X,X,X,X,X,X,X
OTSLZJI,X,X,O,O,X,X,O,X,X,X,X,X,X,X,X,X
OTSJILZ,O,X,O,O,X,X,O,X,O,O,X,X,X,X,O,X
OTSJIZL,O,X,O,X,X,X,X,X,X,X,X,X,X,X,O,X
OTSJLIZ,O,X,O,O,X,X,O,X,O,O,X,X,X,X,X,X
OTSJLZI,O,X,O,O,X,X,O,X,X,X,X,X,X,X,X,X
OTSJZIL,O,X,O,X,X,X,X,X,X,X,X,X,X,X,X,X
OTSJZLI,O,X,O,X,X,X,O,X,X,X,X,X,X,X,X,X
OTSZILJ,X,X,O,X,X,X,X,X,X,X,X,X,X,X,X,X
OTSZIJL,X,X,O,X,X,X,X,X,X,X,X,X,X,X,O,X
OTSZLIJ,X,X,O,X,X,X,O,X,X,X,X,X,X,X,X,X
OTSZLJI,X,X,O,X,X,X,O,X,X,X,X,X,X,X,X,X
OTSZJIL,X,X,O,X,X,X,X,X,X,X,X,X,O,X,X,X
OTSZJLI,X,X,O,X,X,X,O,X,X,X,X,X,O,X,X,X
OTZILJS,X,X,X,O,X,X,X,O,X,X,X,X,X,X,X,X
OTZILSJ,X,X,X,O,X,X,X,X,X,X,X,X,X,X,X,X
OTZIJLS,X,X,X,O,X,X,X,X,X,X,X,X,O,X,X,X
OTZIJSL,X,X,O,X,X,X,X,X,X,X,O,X,O,X,X,X
OTZISLJ,X,X,O,X,X,X,X,X,X,X,X,X,X,X,X,X
OTZISJL,X,X,O,X,X,X,X,X,X,X,O,X,X,X,X,X
OTZLIJS,X,X,X,O,X,X,X,O,X,X,X,X,X,X,X,X
OTZLISJ,X,X,X,O,X,X,X,X,X,X,X,X,X,X,X,X
OTZLJIS,X,X,X,O,X,X,X,O,X,X,X,X,O,X,X,X
OTZLJSI,X,X,X,O,X,X,X,X,X,X,X,X,O,X,X,X
OTZLSIJ,X,X,X,O,X,X,X,X,X,X,X,X,X,X,X,X
OTZLSJI,X,X,X,O,X,X,X,X,X,X,X,X,X,X,X,X
OTZJILS,X,X,X,O,X,X,X,X,X,X,X,X,O,X,X,X
OTZJISL,X,X,O,X,X,X,X,X,X,X,X,X,O,X,X,X
OTZJLIS,X,X,X,O,X,X,X,X,X,X,X,X,O,X,X,X
OTZJLSI,X,X,X,O,X,X,X,X,X,X,X,X,O,X,X,X
OTZJSIL,X,X,O,X,X,X,X,X,X,X,X,X,O,X,X,X
OTZJSLI,X,X,O,X,X,X,X,X,X,X,X,X,O,X,X,X
OTZSILJ,X,X,O,X,X,X,X,X,X,X,X,X,X,X,X,X
OTZSIJL,X,X,O,X,X,X,X,X,X,X,X,X,X,X,O,X
OTZSLIJ,X,X,O,X,X,X,X,X,X,X,X,X,X,X,X,X
OTZSLJI,X,X,O,X,X,X,X,X,X,X,X,X,X,X,X,X
OTZSJIL,X,X,O,X,X,X,X,X,X,X,X,X,O,X,X,X
OTZSJLI,X,X,O,X,X,X,X,X,X,X,X,X,O,X,X,X
OITLJSZ,X,O,O,O,X,X,O,X,X,X,O,X,X,X,X,X
OITLJZS,X,O,X,O,X,X,X,O,X,X,X,X,X,X,X,X
OITLSJZ,X,O,O,O,X,X,O,X,X,X,O,X,X,X,X,X
OITLSZJ,X,O,O,O,X,X,O,X,X,X,X,O,X,X,X,X
OITLZJS,X,O,X,O,X,X,X,O,X,X,X,X,X,O,X,X
OITLZSJ,X,O,X,O,X,X,O,X,X,X,X,X,X,O,X,X
OITJLSZ,X,O,O,O,X,X,X,X,X,X,O,X,X,X,X,X
OITJLZS,X,O,X,O,X,X,X,X,X,X,X,X,X,X,X,X
OITJSLZ,O,X,O,O,X,X,X,X,X,X,O,X,X,X,X,X
OITJSZL,O,X,O,X,X,X,X,X,X,X,O,X,X,X,X,X
OITJZLS,O,X,X,O,X,X,X,X,X,X,X,X,X,O,X,X
OITJZSL,O,X,O,X,X,X,X,X,X,X,O,X,X,X,X,X
OITSLJZ,O,X,O,O,X,X,O,X,O,O,O,X,X,X,O,X
OITSLZJ,X,X,O,O,X,X,O,X,X,X,X,X,X,X,X,X
OITSJLZ,O,X,O,O,X,X,O,X,O,O,O,X,X,X,O,X
OITSJZL,O,X,O,X,X,X,X,X,X,X,O,X,X,X,O,X
OITSZLJ,X,X,O,X,X,X,X,X,X,X,X,X,X,O,X,X
OITSZJL,X,X,O,X,X,X,X,X,X,X,O,X,X,X,O,X
OITZLJS,X,X,X,O,X,X,X,O,X,X,X,X,X,O,X,X
OITZLSJ,X,X,X,O,X,X,X,X,X,X,X,O,X,O,X,X
OITZJLS,X,X,X,O,X,X,X,X,X,X,X,X,O,O,X,X
OITZJSL,X,X,O,X,X,X,X,X,X,X,O,X,O,X,X,X
OITZSLJ,X,X,O,X,X,X,X,X,X,X,X,X,X,O,X,X
OITZSJL,X,X,O,X,X,X,X,X,X,X,O,X,X,X,X,X
OILTJSZ,X,X,O,O,X,X,X,X,X,X,X,X,X,X,X,X
OILTJZS,X,X,X,O,X,X,X,O,X,X,X,X,X,X,X,X
OILTSJZ,X,X,O,O,X,X,X,X,X,X,X,X,X,X,X,X
OILTSZJ,X,X,O,O,X,X,X,X,X,X,X,O,X,X,X,X
OILTZJS,X,X,X,O,X,X,X,O,X,X,X,X,X,O,X,X
OILTZSJ,X,X,X,O,X,X,X,X,X,X,X,X,X,O,X,X
OILJTSZ,X,X,O,X,X,X,X,X,X,X,X,X,X,X,X,X
OILJTZS,X,X,X,X,X,X,X,O,X,X,X,X,X,X,X,X
OILJSTZ,X,X,O,O,X,X,X,X,X,X,X,X,X,X,X,X
OILJSZT,X,X,O,O,X,X,X,O,X,X,X,O,X,X,X,X
OILJZTS,X,X,X,X,X,X,X,O,X,X,X,X,X,X,X,X
OILJZST,X,X,X,X,X,X,X,O,X,X,X,X,X,X,X,X
OILSTJZ,X,X,X,O,X,X,X,X,X,O,X,X,X,X,X,X
OILSTZJ,X,X,X,O,X,X,X,X,X,X,X,O,X,X,X,X
OILSJTZ,X,X,X,O,X,X,X,X,X,O,X,X,X,X,X,X
OILSJZT,X,O,X,O,X,X,X,O,X,O,X,O,X,X,X,X
OILSZTJ,X,O,X,X,X,X,X,X,X,X,X,O,X,X,X,X
OILSZJT,X,O,X,O,X,X,X,O,X,O,X,O,X,X,X,X
OILZTJS,X,X,X,X,X,X,X,O,X,X,X,X,X,O,X,X
OILZTSJ,X,O,X,X,X,X,X,X,X,X,X,O,X,O,X,X
OILZJTS,X,X,X,X,X,X,X,O,X,X,X,X,X,X,X,X
OILZJST,X,O,X,X,X,X,X,O,X,X,X,O,X,X,X,X
OILZSTJ,X,O,X,X,X,X,X,X,X,X,X,O,X,X,X,X
OILZSJT,X,O,X,O,X,X,X,O,X,X,X,O,X,X,X,X
OIJTLSZ,X,X,O,O,X,X,X,X,X,X,O,X,X,X,X,X
OIJTLZS,X,X,X,O,X,X,X,X,X,X,X,X,X,X,X,X
OIJTSLZ,O,X,O,O,X,X,X,X,X,X,O,X,X,X,X,X
OIJTSZL,O,X,O,X,X,X,X,X,X,X,O,X,X,X,X,X
OIJTZLS,O,X,X,O,X,X,X,X,X,X,X,X,X,O,X,X
OIJTZSL,O,X,O,X,X,X,X,X,X,X,O,X,X,X,X,X
OIJLTSZ,X,X,O,X,X,X,X,X,X,X,X,X,X,X,X,X
OIJLTZS,X,X,X,X,X,X,X,O,X,X,X,X,X,X,X,X
OIJLSTZ,X,X,O,O,X,X,X,X,X,X,X,X,X,X,X,X
OIJLSZT,X,X,O,O,X,X,X,O,X,X,X,O,X,X,X,X
OIJLZTS,X,X,X,X,X,X,X,O,X,X,X,X,X,X,X,X
OIJLZST,X,X,X,X,X,X,X,O,X,X,X,X,X,X,X,X
OIJSTLZ,X,X,O,X,X,X,X,X,X,O,O,X,X,X,X,X
OIJSTZL,X,X,O,X,X,X,X,X,X,X,O,X,X,X,X,X
OIJSLTZ,X,X,O,X,X,X,X,X,X,O,X,X,X,X,X,X
OIJSLZT,O,X,O,X,X,X,X,X,X,O,X,X,X,X,X,X
OIJSZTL,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X
OIJSZLT,O,X,O,X,X,X,X,X,X,O,X,X,X,X,X,X
OIJZTLS,O,X,X,X,X,X,X,X,X,X,X,X,X,O,X,X
OIJZTSL,O,X,O,X,X,X,X,X,X,X,X,X,X,X,X,X
OIJZLTS,O,X,X,X,X,X,X,O,X,X,X,X,X,X,X,X
OIJZLST,O,X,X,X,X,X,X,O,X,X,X,O,X,X,X,X
OIJZSTL,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X
OIJZSLT,O,X,O,X,X,X,X,X,X,X,X,X,X,X,X,X
OISTLJZ,X,X,O,O,X,X,O,X,O,O,O,X,X,X,O,X
OISTLZJ,X,X,O,O,X,X,O,X,X,X,X,X,X,X,X,X
OISTJLZ,X,X,O,O,X,X,O,X,O,O,O,X,X,X,O,X
OISTJZL,X,X,O,X,X,X,X,X,X,X,O,X,X,X,O,X
