sequence,v115@7gB8GeC8FeD8FeG8AeF8JeZ/IvhFzaBXdBUhBClBGm?BlqB,v115@7gB8GeC8FeD8FeG8AeF8Jei6IvhFfhBxcBUgBumBTk?BlqB,v115@7gB8GeC8FeD8FeG8AeF8Jei6IvhFFcBXdBckBelB5l?BTrB,v115@7gB8GeC8FeD8FeG8AeF8JeT6IvhFxcBlgBumBikB8q?BXqB,v115@7gB8GeC8FeD8FeG8AeF8JeO/IvhF8fBFcBXdB5lByu?BTrB,v115@7gB8GeC8FeD8FeG8AeF8JeT6IvhF0bBxcBVlB3hB2p?BCrB,v115@7gB8GeC8FeD8FeG8AeF8Jex6IvhFXdBOkB8kBzgB6m?BlqB,v115@7gB8GeC8FeD8FeG8AeF8JeZ/IvhFzbBukB3hBUgBCn?BlqB,v115@7gB8GeC8FeD8FeG8AeF8Jex6IvhF8gBmfB3hBTkBCn?BlqB,v115@7gB8GeC8FeD8FeG8AeF8JeZ/IvhFzbBUgB3hBukBCn?BlqB,v115@7gB8GeC8FeD8FeG8AeF8JeZ/IvhF3bBWlBlhB8qBzp?BCsB,v115@7gB8GeC8FeD8FeG8AeF8Je//IvhFRbBTgBlhB2pB8q?BCsB,v115@7gB8GeC8FeD8FeG8AeF8Jez7IvhF3hBxkBOkB8kBCn?BlqB,v115@7gB8GeC8FeD8FeG8AeF8Je37IvhFlhBxkB8qBTpBmp?BCsB
JOZSITL,X,O,O,X,X,O,X,X,O,X,X,O,X,X
JOZSILT,X,O,O,X,X,X,X,X,O,X,X,O,X,X
JOZSLTI,X,O,O,X,X,X,X,X,O,X,X,O,X,X
JOZSLIT,X,O,O,X,X,X,X,X,O,X,X,O,X,X
STILJZO,O,X,O,X,O,O,X,X,X,X,X,X,X,X
STILJOZ,O,X,X,X,X,O,X,O,X,X,X,X,X,X
STILZJO,O,O,X,X,O,O,X,X,X,X,X,X,O,X
STILZOJ,O,O,X,X,O,O,X,X,X,O,X,X,O,X
STILOJZ,O,O,X,X,X,O,X,O,X,X,X,X,X,X
STILOZJ,O,O,X,X,O,O,X,X,X,O,X,X,O,X
STIJLZO,O,O,O,X,O,O,X,X,X,X,X,X,X,X
STIJLOZ,O,O,X,X,X,O,X,O,X,X,X,X,X,X
STIJZLO,O,O,O,X,X,O,X,X,X,X,X,X,O,X
STIJZOL,X,O,O,X,X,O,X,O,O,O,X,X,O,X
STIJOLZ,X,O,X,X,X,O,X,O,X,X,X,X,X,X
STIJOZL,X,O,O,X,X,O,X,O,X,O,X,X,O,X
STIZLJO,O,O,O,X,O,X,X,X,X,X,O,X,O,X
STIZLOJ,O,O,O,X,O,X,X,X,X,O,X,X,O,O
STIZJLO,O,O,O,X,X,X,X,X,X,X,O,X,O,X
STIZJOL,X,O,O,X,X,X,O,O,O,O,O,X,O,O
STIZOLJ,O,O,X,X,X,X,X,X,X,O,X,X,O,O
STIZOJL,X,X,X,X,X,X,O,O,O,O,O,X,O,O
STIOLJZ,O,O,O,X,O,X,X,O,X,X,X,X,X,X
STIOLZJ,O,O,X,X,O,X,X,X,X,O,X,X,O,X
STIOJLZ,X,O,O,X,O,X,X,O,X,X,X,X,X,X
STIOJZL,X,O,O,X,X,X,X,O,O,O,X,X,O,X
STIOZLJ,O,O,O,X,O,X,X,X,X,O,X,X,O,X
STIOZJL,X,X,O,X,X,X,O,O,O,O,X,X,O,X
STLIJZO,O,X,O,X,O,O,X,X,X,X,X,X,X,X
STLIJOZ,O,X,X,X,X,O,X,O,X,X,X,X,X,X
STLIZJO,O,O,X,X,O,O,X,X,X,X,X,X,O,X
STLIZOJ,O,O,X,X,O,O,X,X,X,O,X,X,O,X
STLIOJZ,O,O,X,X,X,O,X,O,X,X,X,X,X,X
STLIOZJ,O,O,X,X,O,O,X,X,X,O,X,X,O,X
STLJIZO,O,O,X,X,O,O,X,X,X,X,X,X,X,X
STLJIOZ,O,O,X,X,X,O,X,O,X,X,X,X,X,X
STLJZIO,O,O,O,X,O,O,X,X,X,X,X,X,X,X
STLJZOI,O,O,O,X,O,O,X,X,O,X,X,X,X,X
STLJOIZ,O,O,X,X,X,O,X,O,X,X,X,X,X,X
STLJOZI,O,O,X,X,X,O,X,X,X,X,X,X,X,X
STLZIJO,O,O,O,X,O,O,X,X,X,X,O,X,X,X
STLZIOJ,O,O,O,X,O,O,X,X,X,O,X,X,X,O
STLZJIO,O,O,O,X,O,O,X,X,X,X,O,X,X,X
STLZJOI,O,O,O,X,O,O,O,X,O,X,X,X,X,X
STLZOIJ,O,O,O,X,O,O,X,X,X,O,X,X,X,X
STLZOJI,O,O,O,X,O,O,O,X,O,X,X,X,X,X
STLOIJZ,O,O,O,X,O,O,X,O,X,X,X,X,X,X
STLOIZJ,O,O,X,X,O,O,X,X,X,O,X,X,O,X
STLOJIZ,O,O,X,X,O,O,X,O,X,X,X,X,X,X
STLOJZI,O,O,O,X,O,O,X,X,O,X,X,X,X,X
STLOZIJ,O,O,O,X,O,O,X,X,X,O,X,X,X,X
STLOZJI,O,O,O,X,O,O,O,X,O,X,X,X,X,X
STJILZO,O,O,O,X,O,O,X,X,X,X,X,X,X,X
STJILOZ,O,O,X,X,X,O,X,O,X,X,X,X,X,X
STJIZLO,O,O,O,X,X,O,X,X,X,X,X,X,O,X
STJIZOL,X,O,O,X,X,O,X,O,O,O,X,O,O,X
STJIOLZ,X,O,X,X,X,O,X,O,X,X,X,X,X,X
STJIOZL,X,O,O,X,X,O,X,O,X,O,X,X,O,X
STJLIZO,O,O,X,X,O,O,X,X,X,X,X,X,X,X
STJLIOZ,O,O,X,X,X,O,X,O,X,X,X,X,X,X
STJLZIO,O,O,O,X,O,O,X,X,X,X,X,X,X,X
STJLZOI,O,O,O,X,O,O,X,X,O,X,X,O,X,X
STJLOIZ,O,O,X,X,X,O,X,O,X,X,X,X,X,X
STJLOZI,O,O,X,X,X,O,X,X,X,X,X,X,X,X
STJZILO,O,O,O,X,X,O,X,X,X,X,O,X,X,X
STJZIOL,X,O,O,X,X,O,O,O,O,O,O,O,X,O
STJZLIO,O,O,O,X,X,O,X,X,X,X,O,X,X,X
STJZLOI,O,O,O,X,X,O,O,X,O,X,X,O,X,X
STJZOIL,X,O,O,X,X,O,O,O,O,O,O,O,X,X
STJZOLI,X,O,O,X,X,O,O,X,O,X,X,O,X,X
STJOILZ,X,O,O,X,O,O,X,O,X,X,X,X,X,X
STJOIZL,X,O,O,X,X,O,X,O,O,O,X,X,O,X
STJOLIZ,X,O,X,X,O,O,X,O,X,X,X,X,X,X
STJOLZI,X,O,O,X,O,O,X,X,O,X,X,X,X,X
STJOZIL,X,O,O,X,X,O,O,O,O,O,X,O,X,X
STJOZLI,X,O,O,X,X,O,O,X,O,X,X,O,X,X
STZILJO,O,O,O,X,O,X,X,X,X,X,O,X,O,X
STZILOJ,O,O,O,X,O,X,X,X,X,O,X,X,O,O
STZIJLO,O,O,O,X,X,X,X,X,X,X,O,X,O,X
STZIJOL,X,O,O,X,X,X,O,O,O,O,O,X,O,O
STZIOLJ,O,O,X,X,X,X,X,X,X,O,X,X,O,O
STZIOJL,X,X,X,X,X,X,O,O,O,O,O,X,O,O
STZLIJO,O,O,O,X,O,X,X,X,X,X,O,X,X,X
STZLIOJ,O,O,O,X,O,X,X,X,X,O,X,X,X,O
STZLJIO,O,O,O,X,O,X,X,X,X,X,O,X,X,X
STZLJOI,O,O,O,X,O,X,O,X,O,X,X,X,X,X
STZLOIJ,O,O,O,X,X,X,X,X,X,O,X,X,X,X
STZLOJI,O,O,O,X,O,X,O,X,O,X,X,X,X,X
STZJILO,O,O,O,X,X,X,X,X,X,X,O,X,X,X
STZJIOL,X,O,O,X,X,X,O,O,O,O,O,O,X,O
STZJLIO,O,O,O,X,X,X,X,X,X,X,O,X,X,X
STZJLOI,O,O,O,X,X,X,O,X,O,X,X,O,X,X
STZJOIL,X,O,O,X,X,X,O,O,O,O,O,O,X,X
STZJOLI,X,O,O,X,X,X,O,X,O,X,X,O,X,X
STZOILJ,O,O,O,X,O,X,X,X,X,O,X,X,O,O
STZOIJL,X,X,O,X,X,X,O,O,O,O,O,X,O,O
STZOLIJ,O,O,O,X,O,X,X,X,X,O,X,X,X,X
STZOLJI,O,O,O,X,O,X,O,X,O,X,X,X,X,X
STZOJIL,X,O,O,X,X,X,O,O,O,O,O,O,X,X
STZOJLI,X,O,O,X,X,X,O,X,O,X,X,O,X,X
STOILJZ,O,O,O,X,O,X,X,O,X,X,X,X,X,X
STOILZJ,O,O,X,X,O,X,X,X,X,O,X,X,O,X
STOIJLZ,X,O,O,X,O,X,X,O,X,X,X,X,X,X
STOIJZL,X,O,O,X,X,X,X,O,O,O,X,X,O,X
STOIZLJ,O,O,O,X,O,X,X,X,X,O,X,X,O,X
STOIZJL,X,X,O,X,X,X,O,O,O,O,X,X,O,X
STOLIJZ,O,O,O,X,O,X,X,O,X,X,X,X,X,X
STOLIZJ,O,O,X,X,O,X,X,X,X,O,X,X,O,X
STOLJIZ,O,O,X,X,O,X,X,O,X,X,X,X,X,X
STOLJZI,O,O,O,X,O,X,X,X,O,X,X,X,X,X
STOLZIJ,O,O,O,X,O,X,X,X,X,O,X,X,X,X
STOLZJI,O,O,O,X,O,X,O,X,O,X,X,X,X,X
STOJILZ,X,O,O,X,O,X,X,O,X,X,X,X,X,X
STOJIZL,X,O,O,X,X,X,X,O,O,O,X,X,O,X
STOJLIZ,X,O,X,X,O,X,X,O,X,X,X,X,X,X
STOJLZI,X,O,O,X,O,X,X,X,O,X,X,X,X,X
STOJZIL,X,O,O,X,X,X,O,O,O,O,X,X,X,X
STOJZLI,X,O,O,X,X,X,O,X,O,X,X,X,X,X
STOZILJ,O,O,O,X,O,X,X,X,X,O,X,X,O,O
STOZIJL,X,O,O,X,X,X,O,O,O,O,O,X,O,O
STOZLIJ,O,O,O,X,O,X,X,X,X,O,X,X,X,X
STOZLJI,O,O,O,X,O,X,O,X,O,X,X,X,X,X
STOZJIL,X,O,O,X,X,X,O,O,O,O,O,X,X,X
STOZJLI,X,O,O,X,X,X,O,X,O,X,X,X,X,X
SITLJZO,O,X,O,X,O,O,X,X,X,X,X,X,X,X
SITLJOZ,O,X,X,X,X,O,X,O,X,X,X,X,X,X
SITLZJO,O,O,X,X,O,O,X,X,X,X,X,X,O,X
SITLZOJ,O,O,X,X,O,O,X,X,X,O,X,X,O,X
SITLOJZ,O,O,X,X,X,O,X,O,X,X,X,X,X,X
SITLOZJ,O,O,X,X,O,O,X,X,X,O,X,X,O,X
SITJLZO,O,X,O,X,O,O,X,X,X,X,X,X,X,X
SITJLOZ,O,X,X,X,X,O,X,O,X,X,X,X,X,X
SITJZLO,O,O,O,X,X,O,X,X,X,X,X,X,O,X
SITJZOL,X,X,O,X,X,O,X,O,O,O,X,X,O,X
SITJOLZ,X,O,X,X,X,O,X,O,X,X,X,X,X,X
SITJOZL,X,X,O,X,X,O,X,O,X,O,X,X,O,X
SITZLJO,O,O,O,X,O,X,X,X,X,X,O,X,O,X
SITZLOJ,O,O,O,X,O,X,X,X,X,O,X,X,O,X
SITZJLO,O,O,O,X,X,X,X,X,X,X,O,X,O,X
SITZJOL,X,X,O,X,X,X,O,O,O,O,O,X,O,X
SITZOLJ,O,O,X,X,X,X,X,X,X,O,X,X,O,X
SITZOJL,X,X,X,X,X,X,O,O,O,O,O,X,O,X
SITOLJZ,O,O,O,X,O,X,X,O,X,X,X,X,X,X
SITOLZJ,O,O,X,X,O,X,X,X,X,O,X,X,O,X
SITOJLZ,X,O,O,X,O,X,X,O,X,X,X,X,X,X
SITOJZL,X,X,O,X,X,X,X,O,O,O,X,X,O,X
SITOZLJ,O,O,O,X,O,X,X,X,X,O,X,X,O,X
SITOZJL,X,X,O,X,X,X,O,O,O,O,X,X,O,X
SILTJZO,O,X,O,X,O,O,X,X,X,X,X,X,X,X
SILTJOZ,O,X,X,X,X,O,X,O,X,X,X,X,X,X
SILTZJO,O,X,X,X,O,O,X,X,X,X,X,X,X,X
SILTZOJ,O,X,X,X,O,O,X,X,X,O,X,X,X,X
SILTOJZ,O,X,X,X,X,O,X,O,X,X,X,X,X,X
SILTOZJ,O,X,X,X,O,O,X,X,X,O,X,X,X,X
SILJTZO,X,X,O,X,O,O,X,X,X,X,X,X,X,X
SILJTOZ,X,X,X,X,X,O,X,X,X,X,X,X,X,X
SILJZTO,X,X,O,O,O,O,X,X,X,X,X,X,X,X
SILJZOT,O,X,O,O,O,X,X,X,X,X,X,X,X,X
SILJOTZ,X,X,X,X,X,O,X,X,X,X,X,X,X,X
SILJOZT,O,X,X,O,X,X,X,O,X,X,X,X,X,X
SILZTJO,X,X,X,X,O,O,X,X,X,X,X,X,X,X
SILZTOJ,O,X,X,X,O,O,X,X,X,X,X,X,X,X
SILZJTO,X,X,X,X,O,O,X,X,X,X,X,X,X,X
SILZJOT,O,X,X,X,O,X,X,X,X,X,X,X,X,X
SILZOTJ,O,X,X,X,O,O,X,X,X,X,X,X,X,X
SILZOJT,O,X,X,X,O,X,X,X,X,X,X,X,X,X
SILOTJZ,O,X,X,X,O,O,X,O,X,X,X,X,X,X
SILOTZJ,O,X,X,X,O,O,X,X,X,O,X,X,X,X
SILOJTZ,X,X,X,X,O,O,X,X,X,X,X,X,X,X
SILOJZT,O,X,X,O,O,X,X,O,X,X,X,X,X,X
SILOZTJ,O,X,X,X,O,O,X,X,X,X,X,X,X,X
SILOZJT,O,X,X,X,O,X,X,X,X,X,X,X,X,X
SIJTLZO,O,O,O,X,O,O,X,X,X,X,X,X,X,X
SIJTLOZ,O,O,X,X,X,O,X,O,X,X,X,X,X,X
SIJTZLO,O,O,O,X,X,O,X,X,X,X,X,X,X,X
SIJTZOL,X,O,O,X,X,O,X,O,X,O,X,X,X,X
SIJTOLZ,X,O,X,X,X,O,X,O,X,X,X,X,X,X
SIJTOZL,X,O,O,X,X,O,X,O,X,O,X,X,X,X
SIJLTZO,X,X,O,X,O,O,X,X,X,X,X,X,X,X
SIJLTOZ,X,X,X,X,X,O,X,X,X,X,X,X,X,X
SIJLZTO,X,X,O,O,O,O,X,X,X,X,X,X,X,X
SIJLZOT,O,X,O,O,O,X,X,X,X,X,X,X,X,X
SIJLOTZ,X,X,X,X,X,O,X,X,X,X,X,X,X,X
SIJLOZT,O,X,X,O,X,X,X,O,X,X,X,X,X,X
SIJZTLO,X,X,O,O,X,O,X,X,X,X,X,X,X,X
SIJZTOL,X,X,O,X,X,O,O,X,X,X,X,X,X,X
SIJZLTO,X,X,O,O,X,O,X,X,X,X,X,X,X,X
SIJZLOT,X,X,O,O,X,X,X,X,X,X,X,X,X,X
SIJZOTL,X,X,O,X,X,O,X,O,X,X,X,X,X,X
SIJZOLT,X,X,O,X,X,X,X,O,X,X,X,X,X,X
SIJOTLZ,X,O,O,X,X,O,X,O,X,X,X,X,X,X
SIJOTZL,X,O,O,X,X,O,X,O,X,O,X,X,X,X
SIJOLTZ,X,X,O,X,X,O,X,X,X,X,X,X,X,X
SIJOLZT,X,X,O,X,X,X,X,O,X,X,X,X,X,X
SIJOZTL,X,X,O,X,X,O,X,O,X,X,X,X,X,X
SIJOZLT,X,X,O,X,X,X,X,O,X,X,X,X,X,X
SIZTLJO,O,X,O,X,O,X,X,X,X,X,O,X,X,X
SIZTLOJ,O,X,O,X,O,X,X,X,X,O,X,X,X,X
SIZTJLO,O,X,O,X,X,X,X,X,X,X,O,X,X,X
SIZTJOL,X,X,O,X,X,X,O,O,X,O,O,X,X,X
SIZTOLJ,O,X,X,X,X,X,X,X,X,O,X,X,X,X
SIZTOJL,X,X,X,X,X,X,O,O,X,O,O,X,X,X
SIZLTJO,X,X,O,X,O,O,X,X,X,X,X,X,X,X
SIZLTOJ,O,X,O,X,O,O,X,X,X,X,X,X,X,X
SIZLJTO,X,X,O,X,O,O,X,X,X,X,X,X,X,X
SIZLJOT,O,X,O,X,O,X,X,X,X,X,X,X,X,X
SIZLOTJ,O,X,O,X,O,O,X,X,X,X,X,X,X,X
SIZLOJT,O,X,O,X,O,X,X,X,X,X,X,X,X,X
SIZJTLO,X,X,O,X,X,O,X,X,X,X,O,X,X,X
SIZJTOL,X,X,O,X,X,O,O,X,X,X,O,X,X,X
SIZJLTO,X,X,O,X,X,O,X,X,X,X,O,X,X,X
SIZJLOT,X,X,O,X,X,X,X,X,X,X,X,X,X,X
SIZJOTL,X,X,O,X,X,O,X,O,X,X,O,X,X,X
SIZJOLT,X,X,O,X,X,X,X,O,X,X,X,X,X,X
SIZOTLJ,X,X,O,X,X,X,X,X,X,O,X,X,X,X
SIZOTJL,X,X,X,X,X,X,X,O,X,O,X,X,X,X
SIZOLTJ,X,X,O,X,X,X,X,X,X,X,X,X,X,X
SIZOLJT,X,X,O,X,X,X,X,X,X,X,X,X,X,X
SIZOJTL,X,X,O,X,X,X,X,O,O,X,X,X,X,X
SIZOJLT,X,X,O,X,X,X,X,O,O,X,X,X,X,X
SIOTLJZ,O,O,O,X,O,X,X,O,X,X,X,X,X,X
SIOTLZJ,O,O,X,X,O,X,X,X,X,O,X,X,O,X
SIOTJLZ,X,O,O,X,O,X,X,O,X,X,X,X,X,X
SIOTJZL,X,X,O,X,X,X,X,O,O,O,X,X,O,X
SIOTZLJ,O,O,O,X,O,X,X,X,X,O,X,X,O,X
SIOTZJL,X,X,O,X,X,X,X,O,O,O,X,X,O,X
SIOLTJZ,X,X,O,X,O,O,X,O,X,X,X,X,X,X
SIOLTZJ,O,X,X,X,O,O,X,X,X,O,X,X,X,X
SIOLJTZ,X,X,O,X,O,O,X,X,X,X,X,X,X,X
SIOLJZT,O,X,O,X,O,X,X,O,X,X,X,X,X,X
SIOLZTJ,O,X,X,X,O,O,X,X,X,X,X,X,X,X
SIOLZJT,O,X,X,X,O,X,X,X,X,X,X,X,X,X
SIOJTLZ,X,O,O,X,O,O,X,O,X,X,X,X,X,X
SIOJTZL,X,O,O,X,X,O,X,O,X,O,X,X,X,X
SIOJLTZ,X,X,O,X,O,O,X,X,X,X,X,X,X,X
SIOJLZT,X,X,O,X,O,X,X,O,X,X,X,X,X,X
SIOJZTL,X,X,O,X,X,O,X,O,O,X,X,X,X,X
SIOJZLT,X,X,O,X,X,X,X,O,O,X,X,X,X,X
SIOZTLJ,X,X,O,X,O,X,X,X,X,O,X,X,X,X
SIOZTJL,X,X,O,X,X,X,X,O,X,O,X,X,X,X
SIOZLTJ,X,X,O,X,O,X,X,X,X,X,X,X,X,X
SIOZLJT,X,X,O,X,O,X,X,X,X,X,X,X,X,X
SIOZJTL,X,X,O,X,X,X,X,O,O,X,X,X,X,X
SIOZJLT,X,X,O,X,X,X,X,O,O,X,X,X,X,X
SLTIJZO,O,X,O,X,O,O,X,X,X,X,X,X,X,X
SLTIJOZ,O,X,X,X,X,O,X,O,X,X,X,X,X,X
SLTIZJO,O,X,X,X,O,O,X,X,X,X,X,X,O,X
SLTIZOJ,O,X,X,X,O,O,X,X,X,O,X,X,O,X
SLTIOJZ,O,X,X,X,X,O,X,O,X,X,X,X,X,X
SLTIOZJ,O,X,X,X,O,O,X,X,X,O,X,X,O,X
SLTJIZO,O,X,X,X,O,O,X,X,X,X,X,X,X,X
SLTJIOZ,O,X,X,X,X,O,X,O,X,X,X,X,X,X
SLTJZIO,O,X,O,X,O,O,X,X,X,X,X,X,X,X
SLTJZOI,O,X,O,X,O,O,X,X,O,X,X,X,X,X
SLTJOIZ,O,X,X,X,X,O,X,O,X,X,X,X,X,X
SLTJOZI,O,X,X,X,X,O,X,X,X,X,X,X,X,X
SLTZIJO,O,X,O,X,O,O,X,X,X,X,X,X,X,X
SLTZIOJ,O,X,O,X,O,O,X,X,X,O,X,X,X,X
SLTZJIO,O,X,O,X,O,O,X,X,X,X,X,X,X,X
SLTZJOI,O,X,O,X,O,O,O,X,O,X,X,X,X,X
SLTZOIJ,O,X,O,X,O,O,X,X,X,O,X,X,X,X
SLTZOJI,O,X,O,X,O,O,O,X,O,X,X,X,X,X
SLTOIJZ,O,X,O,X,O,O,X,O,X,X,X,X,X,X
SLTOIZJ,O,X,X,X,O,O,X,X,X,O,X,X,O,X
SLTOJIZ,O,X,X,X,O,O,X,O,X,X,X,X,X,X
SLTOJZI,O,X,O,X,O,O,X,X,O,X,X,X,X,X
SLTOZIJ,O,X,O,X,O,O,X,X,X,O,X,X,X,X
SLTOZJI,O,X,O,X,O,O,O,X,O,X,X,X,X,X
SLITJZO,O,X,O,X,O,O,X,X,X,X,X,X,X,X
SLITJOZ,O,X,X,X,X,O,X,O,X,X,X,X,X,X
SLITZJO,O,X,X,X,O,O,X,X,X,X,X,X,X,X
SLITZOJ,O,X,X,X,O,O,X,X,X,O,X,X,X,X
SLITOJZ,O,X,X,X,X,O,X,O,X,X,X,X,X,X
SLITOZJ,O,X,X,X,O,O,X,X,X,O,X,X,X,X
SLIJTZO,X,X,O,X,O,O,X,X,X,X,X,X,X,X
SLIJTOZ,X,X,X,X,X,O,X,X,X,X,X,X,X,X
SLIJZTO,X,X,O,O,O,O,X,X,X,X,X,X,X,X
SLIJZOT,O,X,O,O,O,X,X,X,X,X,X,X,X,X
SLIJOTZ,X,X,X,X,X,O,X,X,X,X,X,X,X,X
SLIJOZT,O,X,X,O,X,X,X,O,X,X,X,X,X,X
SLIZTJO,X,X,X,X,O,O,X,X,X,X,X,X,X,X
SLIZTOJ,O,X,X,X,O,O,X,X,X,X,X,X,X,X
SLIZJTO,X,X,X,X,O,O,X,X,X,X,X,X,X,X
SLIZJOT,O,X,X,X,O,X,X,X,X,X,X,X,X,X
SLIZOTJ,O,X,X,X,O,O,X,X,X,X,X,X,X,X
SLIZOJT,O,X,X,X,O,X,X,X,X,X,X,X,X,X
SLIOTJZ,O,X,X,X,O,O,X,O,X,X,X,X,X,X
SLIOTZJ,O,X,X,X,O,O,X,X,X,O,X,X,X,X
SLIOJTZ,X,X,X,X,O,O,X,X,X,X,X,X,X,X
SLIOJZT,O,X,X,O,O,X,X,O,X,X,X,X,X,X
SLIOZTJ,O,X,X,X,O,O,X,X,X,X,X,X,X,X
SLIOZJT,O,X,X,X,O,X,X,X,X,X,X,X,X,X
SLJTIZO,X,X,X,X,O,O,X,X,X,X,X,X,X,X
SLJTIOZ,X,X,X,X,X,O,X,X,X,X,X,X,X,X
SLJTZIO,X,X,O,X,O,O,X,X,X,X,X,X,X,X
SLJTZOI,X,X,O,X,O,O,X,X,X,X,X,X,X,X
SLJTOIZ,X,X,X,X,X,O,X,X,X,X,X,X,X,X
SLJTOZI,X,X,X,X,X,O,X,X,X,X,X,X,X,X
SLJITZO,X,X,O,X,O,O,X,X,X,X,X,X,X,X
SLJITOZ,X,X,X,X,X,O,X,X,X,X,X,X,X,X
SLJIZTO,X,X,O,O,O,O,X,X,X,X,X,X,X,X
SLJIZOT,O,X,O,O,O,X,X,X,X,X,X,X,X,X
SLJIOTZ,X,X,X,X,X,O,X,X,X,X,X,X,X,X
SLJIOZT,O,X,X,O,X,X,X,O,X,X,X,X,X,X
SLJZTIO,X,X,O,O,O,O,X,X,X,X,X,X,X,X
SLJZTOI,X,X,O,O,O,O,O,X,X,X,X,X,X,X
SLJZITO,X,X,O,O,O,O,X,X,X,X,X,X,X,X
SLJZIOT,O,X,O,O,O,X,X,X,X,X,X,X,X,X
SLJZOTI,X,X,O,O,O,X,X,X,X,X,X,X,X,X
SLJZOIT,O,X,O,O,O,X,X,X,X,X,X,X,X,X
SLJOTIZ,X,X,X,X,O,O,X,X,X,X,X,X,X,X
SLJOTZI,X,X,O,X,O,O,X,X,X,X,X,X,X,X
SLJOITZ,X,X,O,X,O,O,X,X,X,X,X,X,X,X
SLJOIZT,O,X,O,O,O,X,X,O,X,X,X,X,X,X
SLJOZTI,X,X,O,O,O,X,X,X,X,X,X,X,X,X
SLJOZIT,O,X,O,O,O,X,X,X,X,X,X,X,X,X
SLZTIJO,X,X,O,X,O,O,X,X,X,X,X,X,X,X
SLZTIOJ,O,X,O,X,O,O,X,X,X,X,X,X,X,X
SLZTJIO,X,X,O,O,O,O,X,X,X,X,X,X,X,X
SLZTJOI,X,X,O,O,O,O,O,X,X,X,X,X,X,X
SLZTOIJ,O,X,O,X,O,O,X,X,X,X,X,X,X,X
SLZTOJI,X,X,O,O,O,O,O,X,X,X,X,X,X,X
SLZITJO,X,X,O,X,O,O,X,X,X,X,X,X,X,X
SLZITOJ,O,X,O,X,O,O,X,X,X,X,X,X,X,X
SLZIJTO,X,X,O,X,O,O,X,X,X,X,X,X,X,X
SLZIJOT,O,X,O,X,O,X,X,X,X,X,X,X,X,X
SLZIOTJ,O,X,O,X,O,O,X,X,X,X,X,X,X,X
SLZIOJT,O,X,O,X,O,X,X,X,X,X,X,X,X,X
SLZJTIO,X,X,O,O,O,O,X,X,X,X,X,X,X,X
SLZJTOI,X,X,O,O,O,O,O,X,X,X,X,X,X,X
SLZJITO,X,X,O,O,O,O,X,X,X,X,X,X,X,X
SLZJIOT,O,X,O,O,O,X,X,X,X,X,X,X,X,X
SLZJOTI,X,X,O,O,O,X,X,X,X,X,X,X,X,X
SLZJOIT,O,X,O,O,O,X,X,X,X,X,X,X,X,X
SLZOTIJ,O,X,O,X,O,O,X,X,X,X,X,X,X,X
SLZOTJI,X,X,O,O,O,O,X,X,X,X,X,X,X,X
SLZOITJ,O,X,O,X,O,O,X,X,X,X,X,X,X,X
SLZOIJT,O,X,O,X,O,X,X,X,X,X,X,X,X,X
SLZOJTI,X,X,O,O,O,X,X,X,O,X,X,X,X,X
SLZOJIT,O,X,O,O,O,X,X,X,O,X,X,X,X,X
SLOTIJZ,O,X,O,X,O,O,X,O,X,X,X,X,X,X
SLOTIZJ,O,X,X,X,O,O,X,X,X,O,X,X,O,X
SLOTJIZ,O,X,X,X,O,O,X,O,X,X,X,X,X,X
SLOTJZI,O,X,O,X,O,O,X,X,O,X,X,X,X,X
SLOTZIJ,O,X,O,X,O,O,X,X,X,O,X,X,X,X
SLOTZJI,O,X,O,X,O,O,X,X,O,X,X,X,X,X
SLOITJZ,O,X,O,X,O,O,X,O,X,X,X,X,X,X
SLOITZJ,O,X,X,X,O,O,X,X,X,O,X,X,X,X
SLOIJTZ,X,X,O,X,O,O,X,X,X,X,X,X,X,X
SLOIJZT,O,X,O,O,O,X,X,O,X,X,X,X,X,X
SLOIZTJ,O,X,X,X,O,O,X,X,X,X,X,X,X,X
SLOIZJT,O,X,X,X,O,X,X,X,X,X,X,X,X,X
SLOJTIZ,X,X,X,X,O,O,X,X,X,X,X,X,X,X
SLOJTZI,X,X,O,X,O,O,X,X,X,X,X,X,X,X
SLOJITZ,X,X,O,X,O,O,X,X,X,X,X,X,X,X
SLOJIZT,O,X,O,O,O,X,X,O,X,X,X,X,X,X
SLOJZTI,X,X,O,O,O,X,X,X,O,X,X,X,X,X
SLOJZIT,O,X,O,O,O,X,X,X,O,X,X,X,X,X
SLOZTIJ,O,X,O,X,O,O,X,X,X,X,X,X,X,X
SLOZTJI,X,X,O,O,O,O,X,X,X,X,X,X,X,X
SLOZITJ,O,X,O,X,O,O,X,X,X,X,X,X,X,X
SLOZIJT,O,X,O,X,O,X,X,X,X,X,X,X,X,X
SLOZJTI,X,X,O,O,O,X,X,X,O,X,X,X,X,X
SLOZJIT,O,X,O,O,O,X,X,X,O,X,X,X,X,X
SJTILZO,O,O,O,X,O,O,X,X,X,X,X,X,X,X
SJTILOZ,O,O,X,X,X,O,X,O,X,X,X,X,X,X
SJTIZLO,O,O,O,X,X,O,X,X,X,X,X,X,O,X
SJTIZOL,X,O,O,X,X,O,X,O,O,O,X,O,O,X
SJTIOLZ,X,O,X,X,X,O,X,O,X,X,X,X,X,X
SJTIOZL,X,O,O,X,X,O,X,O,X,O,X,X,O,X
