sequence,v115@7gB8HeB8GeD8CeG8BeG8JeO/IvhFxbBTdB0hBfqBll?BCqB,v115@7gB8HeB8GeD8CeG8BeG8JeO/IvhFxbBTdBFgB0hBqp?B3qB,v115@7gB8HeB8GeD8CeG8BeG8Jex6IvhFygBGdBzhBlkB3l?B0pB,v115@7gB8HeB8GeD8CeG8BeG8JeT6IvhF2gBRcBciBSmBlk?BXqB,v115@7gB8HeB8GeD8CeG8BeG8JeR7IvhFqhBTdBmgBlkBcq?B/pB,v115@7gB8HeB8GeD8CeG8BeG8JeT6IvhFOgBxcBFhBXiB6p?BcqB,v115@7gB8HeB8GeD8CeG8BeG8Jem7IvhFqhBTdBxfBlkB3l?B0pB,v115@7gB8HeB8GeD8CeG8BeG8Jei6IvhFRcBciB3fBGhBll?BzpB,v115@7gB8HeB8GeD8CeG8BeG8Je2/IvhFCcBxhBXiB0kBll?BzpB,v115@7gB8HeB8GeD8CeG8BeG8JeO/IvhF8fBCcBxhBXiBll?BzpB,v115@7gB8HeB8GeD8CeG8BeG8JeR8IvhFciBFgBThBSqB/p?BmpB,v115@7gB8HeB8GeD8CeG8BeG8Je06IvhFShBTdB/kBeqBRr?BlqB,v115@7gB8HeB8GeD8CeG8BeG8Jem7IvhFSiBxfBzhBlkB3l?B0pB,v115@7gB8HeB8GeD8CeG8BeG8Jel7IvhFGdB/kBZlB8lBzm?B6pB
ZSLITOJ,O,O,X,O,X,O,X,O,X,X,O,X,X,O
ZSLIJTO,X,O,O,O,X,O,X,O,X,X,X,X,O,X
ZSLIJOT,O,O,O,O,X,O,O,O,X,X,X,X,O,X
ZSLIOTJ,O,O,X,O,X,O,X,O,X,X,O,X,X,O
ZSLIOJT,O,O,O,O,X,O,O,O,X,X,O,X,X,O
ZSLJTIO,O,O,O,O,O,O,O,O,X,X,X,X,O,X
ZSLJTOI,O,O,X,O,O,O,O,O,X,X,O,X,X,X
ZSLJITO,X,O,O,O,X,O,X,O,X,X,X,X,O,X
ZSLJIOT,O,O,O,O,X,O,O,O,X,X,X,X,O,X
ZSLJOTI,O,O,X,O,O,O,O,O,X,X,O,X,X,X
ZSLJOIT,O,O,X,O,X,O,O,O,X,X,O,X,X,X
ZSLOTIJ,O,O,O,O,X,O,O,O,X,X,O,X,X,X
ZSLOTJI,O,O,O,O,O,O,O,O,X,X,O,X,X,X
ZSLOITJ,O,O,X,O,X,O,X,O,X,X,O,X,X,O
ZSLOIJT,O,O,O,O,X,O,O,O,X,X,O,X,X,O
ZSLOJTI,O,O,O,O,O,O,O,O,X,X,O,X,X,X
ZSLOJIT,O,O,O,O,X,O,O,O,X,X,O,X,X,O
ZSJTILO,O,X,X,O,X,O,O,O,O,X,X,O,O,X
ZSJTIOL,O,X,X,O,X,O,X,O,X,X,X,O,X,X
ZSJTLIO,O,X,O,O,O,O,O,O,O,X,X,X,O,X
ZSJTLOI,O,X,X,O,O,O,O,O,X,X,X,X,X,X
ZSJTOIL,O,X,X,O,X,O,X,O,X,X,X,O,X,X
ZSJTOLI,O,X,X,O,O,O,X,O,X,X,X,X,X,X
ZSJITLO,O,X,X,O,X,O,X,O,X,X,X,O,X,X
ZSJITOL,O,X,X,O,X,O,X,O,X,X,X,O,X,O
ZSJILTO,X,O,X,O,X,O,X,O,X,X,X,O,O,X
ZSJILOT,O,O,X,O,X,O,O,O,X,X,X,O,O,X
ZSJIOTL,O,X,X,X,X,X,X,O,X,X,X,O,X,O
ZSJIOLT,O,O,X,X,X,O,X,O,X,X,X,O,X,O
ZSJLTIO,O,O,O,O,O,O,O,O,X,X,X,X,O,X
ZSJLTOI,O,O,X,O,O,O,O,O,X,X,X,X,X,X
ZSJLITO,X,O,O,O,X,O,X,O,X,X,X,O,O,X
ZSJLIOT,O,O,O,O,X,O,O,O,X,X,X,O,O,X
ZSJLOTI,O,O,X,O,O,O,O,O,X,X,X,X,X,X
ZSJLOIT,O,O,X,O,X,O,O,O,X,X,X,O,X,X
ZSJOTIL,O,X,X,X,X,O,X,O,X,X,X,O,X,O
ZSJOTLI,O,X,X,X,O,O,X,O,X,X,X,X,X,X
ZSJOITL,O,X,X,X,X,X,X,O,X,X,X,O,X,O
ZSJOILT,O,O,X,X,X,O,X,O,X,X,X,O,X,O
ZSJOLTI,O,O,X,X,O,O,X,O,X,X,X,X,X,X
ZSJOLIT,O,O,X,X,X,O,X,O,X,X,X,O,X,O
ZSOTILJ,O,O,O,O,X,O,O,O,X,X,X,X,X,O
ZSOTIJL,O,X,O,O,X,O,X,O,X,X,X,X,X,O
ZSOTLIJ,O,O,O,O,X,O,O,O,X,X,X,X,X,X
ZSOTLJI,O,O,O,O,O,O,O,O,X,X,X,X,X,X
ZSOTJIL,O,X,O,O,X,O,X,O,X,X,X,X,X,O
ZSOTJLI,O,X,O,O,O,O,X,O,X,X,X,X,X,X
ZSOITLJ,O,O,X,O,X,X,X,O,X,X,X,X,X,O
ZSOITJL,O,X,X,O,X,X,X,O,X,X,X,X,X,O
ZSOILTJ,O,O,X,O,X,O,X,O,X,X,O,X,X,O
ZSOILJT,O,O,X,O,X,O,O,O,X,X,O,X,X,O
ZSOIJTL,O,X,X,X,X,X,X,O,X,X,X,X,X,O
ZSOIJLT,O,O,X,X,X,O,X,O,X,X,X,X,X,O
ZSOLTIJ,O,O,O,O,X,O,O,O,X,X,O,X,X,X
ZSOLTJI,O,O,O,O,O,O,O,O,X,X,O,X,X,X
ZSOLITJ,O,O,X,O,X,O,X,O,X,X,O,X,X,O
ZSOLIJT,O,O,O,O,X,O,O,O,X,X,O,X,X,O
ZSOLJTI,O,O,O,O,O,O,O,O,X,X,O,X,X,X
ZSOLJIT,O,O,O,O,X,O,O,O,X,X,O,X,X,O
ZSOJTIL,O,X,O,X,X,O,X,O,X,X,X,O,X,O
ZSOJTLI,O,X,O,X,O,O,X,O,X,X,X,X,X,X
ZSOJITL,O,X,X,X,X,X,X,O,X,X,X,O,X,O
ZSOJILT,O,O,X,X,X,O,X,O,X,X,X,O,X,O
ZSOJLTI,O,O,O,X,O,O,X,O,X,X,X,X,X,X
ZSOJLIT,O,O,O,X,X,O,X,O,X,X,X,O,X,O
ZOTILJS,X,O,X,O,O,O,X,O,O,O,X,X,X,O
ZOTILSJ,X,O,X,O,X,O,X,O,X,O,O,X,X,O
ZOTIJLS,X,O,X,O,O,O,X,O,O,O,X,X,X,O
ZOTIJSL,O,X,X,O,X,X,X,O,X,O,X,X,X,O
ZOTISLJ,O,O,X,X,X,X,X,O,X,O,X,X,X,O
ZOTISJL,O,X,X,O,X,X,X,O,X,O,X,X,X,O
ZOTLIJS,X,O,X,O,O,O,X,O,O,O,X,X,X,O
ZOTLISJ,X,O,X,O,X,O,X,O,X,O,O,X,X,O
ZOTLJIS,X,O,X,O,O,O,X,O,O,O,X,X,X,O
ZOTLJSI,O,O,X,O,O,O,X,O,X,O,X,X,X,X
ZOTLSIJ,X,O,X,O,X,O,O,O,X,O,O,X,X,X
ZOTLSJI,X,O,X,O,O,O,O,O,X,O,O,X,X,X
ZOTJILS,X,O,X,O,O,O,X,O,O,O,X,X,X,O
ZOTJISL,O,X,X,O,X,X,X,O,X,O,X,X,X,O
ZOTJLIS,X,O,X,O,O,O,X,O,O,O,X,X,X,O
ZOTJLSI,O,O,X,O,O,O,X,O,X,O,X,X,X,X
ZOTJSIL,O,X,O,O,X,O,X,O,X,O,X,X,X,O
ZOTJSLI,O,X,O,O,O,O,X,O,X,O,X,X,X,X
ZOTSILJ,O,O,O,X,X,O,O,O,X,O,X,X,X,O
ZOTSIJL,O,X,O,O,X,O,X,O,X,O,X,X,X,O
ZOTSLIJ,O,O,O,O,X,O,O,O,X,O,X,X,X,X
ZOTSLJI,O,O,O,O,O,O,O,O,X,O,X,X,X,X
ZOTSJIL,O,X,O,O,X,O,X,O,X,O,X,X,X,O
ZOTSJLI,O,X,O,O,O,O,X,O,X,O,X,X,X,X
ZOITLJS,X,O,X,O,O,X,X,O,O,O,X,X,X,O
ZOITLSJ,X,O,X,X,X,X,X,O,X,O,O,X,X,O
ZOITJLS,X,O,X,O,O,X,X,O,O,O,X,X,X,O
ZOITJSL,O,X,X,O,X,X,X,O,X,O,X,X,X,O
ZOITSLJ,O,O,X,X,X,X,X,O,X,O,X,X,X,O
ZOITSJL,O,X,X,O,X,X,X,O,X,O,X,X,X,O
ZOILTJS,X,O,X,O,O,X,X,O,X,O,X,X,X,O
ZOILTSJ,X,O,X,O,X,X,X,O,X,X,O,X,X,O
ZOILJTS,X,O,X,O,O,X,X,X,X,O,X,X,X,O
ZOILJST,O,O,X,O,X,X,X,O,X,O,O,O,X,O
ZOILSTJ,O,O,X,O,X,X,X,O,X,X,O,X,X,O
ZOILSJT,O,O,X,O,X,X,X,O,X,O,O,X,X,O
ZOIJTLS,X,O,X,X,O,X,X,O,X,O,X,X,X,O
ZOIJTSL,O,X,X,X,X,X,X,O,X,O,X,X,X,O
ZOIJLTS,X,O,X,X,O,X,X,X,X,O,X,X,X,O
ZOIJLST,O,O,X,X,X,X,X,O,X,O,O,O,X,O
ZOIJSTL,O,X,X,X,X,X,X,O,X,X,X,O,X,O
ZOIJSLT,O,O,X,X,X,X,X,O,X,O,X,O,X,O
ZOISTLJ,O,O,X,O,X,X,X,O,X,X,X,X,X,O
ZOISTJL,O,X,X,O,X,X,X,O,X,X,X,X,X,O
ZOISLTJ,O,O,X,O,X,X,X,O,X,X,O,X,X,O
ZOISLJT,O,O,X,O,X,X,X,O,X,O,O,X,X,O
ZOISJTL,O,X,X,X,X,X,X,O,X,X,X,X,X,O
ZOISJLT,O,O,X,X,X,X,X,O,X,O,X,X,X,O
ZOLTIJS,X,O,X,O,O,O,X,O,X,O,X,X,X,O
ZOLTISJ,X,O,X,O,X,O,X,O,X,O,O,X,X,O
ZOLTJIS,X,O,X,O,O,O,X,O,X,O,X,X,X,O
ZOLTJSI,O,O,X,O,O,O,X,O,X,O,X,X,X,X
ZOLTSIJ,X,O,X,O,X,O,O,O,X,O,O,X,X,X
ZOLTSJI,X,O,X,O,O,O,O,O,X,O,O,X,X,X
ZOLITJS,X,O,X,O,O,O,X,O,X,O,X,X,X,O
ZOLITSJ,X,O,X,O,X,O,X,O,X,X,O,X,X,O
ZOLIJTS,X,O,X,O,O,O,X,X,X,O,X,X,X,O
ZOLIJST,O,O,X,O,X,O,X,O,X,O,O,X,X,O
ZOLISTJ,O,O,X,O,X,O,X,O,X,X,O,X,X,O
ZOLISJT,O,O,X,O,X,O,X,O,X,O,O,X,X,O
ZOLJTIS,X,O,X,O,O,O,X,X,X,O,X,X,X,O
ZOLJTSI,O,O,X,O,O,O,X,X,X,O,X,X,X,X
ZOLJITS,X,O,X,O,O,O,X,X,X,O,X,X,X,O
ZOLJIST,O,O,X,O,X,O,X,O,X,O,O,X,X,O
ZOLJSTI,O,O,X,O,O,O,X,O,X,X,O,X,X,X
ZOLJSIT,O,O,X,O,X,O,X,O,X,X,O,X,X,O
ZOLSTIJ,O,O,X,O,X,O,O,O,X,X,O,X,X,X
ZOLSTJI,O,O,X,O,O,O,O,O,X,X,O,X,X,X
ZOLSITJ,O,O,X,O,X,O,X,O,X,X,O,X,X,O
ZOLSIJT,O,O,X,O,X,O,O,O,X,X,O,X,X,O
ZOLSJTI,O,O,X,O,O,O,O,O,X,X,O,X,X,X
ZOLSJIT,O,O,X,O,X,O,O,O,X,X,O,X,X,O
ZOJTILS,X,O,X,X,O,O,X,O,O,O,X,X,X,O
ZOJTISL,O,X,X,X,X,X,X,O,X,O,X,X,X,O
ZOJTLIS,X,O,X,X,O,O,X,O,O,O,X,X,X,O
ZOJTLSI,O,O,X,X,O,O,X,O,X,O,X,X,X,X
ZOJTSIL,O,X,O,X,X,O,X,O,X,O,X,X,X,O
ZOJTSLI,O,X,O,X,O,O,X,O,X,O,X,X,X,X
ZOJITLS,X,O,X,X,O,X,X,O,X,O,X,X,X,O
ZOJITSL,O,X,X,X,X,X,X,O,X,O,X,X,X,O
ZOJILTS,X,O,X,X,O,X,X,X,X,O,X,X,X,O
ZOJILST,O,O,X,X,X,X,X,O,X,O,O,O,X,O
ZOJISTL,O,X,X,X,X,X,X,O,X,X,X,O,X,O
ZOJISLT,O,O,X,X,X,X,X,O,X,O,X,O,X,O
ZOJLTIS,X,O,X,X,O,O,X,X,X,O,X,X,X,O
ZOJLTSI,O,O,X,X,O,O,X,X,X,O,X,X,X,X
ZOJLITS,X,O,X,X,O,O,X,X,X,O,X,X,X,O
ZOJLIST,O,O,X,X,X,O,X,O,X,O,O,X,X,O
ZOJLSTI,O,O,X,X,O,O,X,O,X,X,O,X,X,X
ZOJLSIT,O,O,X,X,X,O,X,O,X,X,O,X,X,O
ZOJSTIL,O,X,O,X,X,O,X,O,X,O,X,O,X,O
ZOJSTLI,O,X,O,X,O,O,X,O,X,O,X,X,X,X
ZOJSITL,O,X,X,X,X,X,X,O,X,X,X,O,X,O
ZOJSILT,O,O,X,X,X,O,X,O,X,O,X,O,X,O
ZOJSLTI,O,O,O,X,O,O,X,O,X,X,X,X,X,X
ZOJSLIT,O,O,O,X,X,O,X,O,X,X,X,O,X,O
ZOSTILJ,O,O,O,O,X,O,O,O,X,O,X,X,X,O
ZOSTIJL,O,X,O,O,X,O,X,O,X,O,X,X,X,O
ZOSTLIJ,O,O,O,O,X,O,O,O,X,O,X,X,X,X
ZOSTLJI,O,O,O,O,O,O,O,O,X,O,X,X,X,X
ZOSTJIL,O,X,O,O,X,O,X,O,X,O,X,X,X,O
ZOSTJLI,O,X,O,O,O,O,X,O,X,O,X,X,X,X
ZOSITLJ,O,O,X,O,X,X,X,O,X,X,X,X,X,O
ZOSITJL,O,X,X,O,X,X,X,O,X,X,X,X,X,O
ZOSILTJ,O,O,X,O,X,O,X,O,X,X,O,X,X,O
ZOSILJT,O,O,X,O,X,O,O,O,X,O,O,X,X,O
ZOSIJTL,O,X,X,X,X,X,X,O,X,X,X,X,X,O
ZOSIJLT,O,O,X,X,X,O,X,O,X,O,X,X,X,O
ZOSLTIJ,O,O,O,O,X,O,O,O,X,X,O,X,X,X
ZOSLTJI,O,O,O,O,O,O,O,O,X,X,O,X,X,X
ZOSLITJ,O,O,X,O,X,O,X,O,X,X,O,X,X,O
ZOSLIJT,O,O,O,O,X,O,O,O,X,X,O,X,X,O
ZOSLJTI,O,O,O,O,O,O,O,O,X,X,O,X,X,X
ZOSLJIT,O,O,O,O,X,O,O,O,X,X,O,X,X,O
ZOSJTIL,O,X,O,X,X,O,X,O,X,O,X,O,X,O
ZOSJTLI,O,X,O,X,O,O,X,O,X,O,X,X,X,X
ZOSJITL,O,X,X,X,X,X,X,O,X,X,X,O,X,O
ZOSJILT,O,O,X,X,X,O,X,O,X,O,X,O,X,O
ZOSJLTI,O,O,O,X,O,O,X,O,X,X,X,X,X,X
ZOSJLIT,O,O,O,X,X,O,X,O,X,X,X,O,X,O
OTILJSZ,X,X,X,X,X,X,X,X,O,X,X,O,X,X
OTILJZS,X,X,X,O,X,X,X,X,O,O,X,X,X,X
OTILSJZ,X,X,X,X,X,X,O,X,X,X,X,X,X,X
OTILSZJ,X,X,X,X,X,X,O,X,X,O,X,X,X,X
OTILZJS,X,X,X,O,X,X,X,X,O,O,X,X,X,X
OTILZSJ,X,X,X,O,X,X,X,X,X,O,X,X,X,X
OTIJLSZ,X,X,X,X,X,X,X,X,O,X,X,O,X,X
OTIJLZS,X,X,X,O,X,X,X,X,O,O,X,X,X,X
OTIJSLZ,X,X,O,X,X,X,X,O,X,X,X,O,X,X
OTIJSZL,X,X,O,X,X,X,X,O,X,X,X,O,X,O
OTIJZLS,X,X,X,O,X,X,X,O,X,O,X,X,X,O
OTIJZSL,X,X,X,O,X,X,X,O,X,O,X,X,X,O
OTISLJZ,X,X,O,X,X,X,O,O,X,X,X,X,X,X
OTISLZJ,X,X,O,X,X,X,O,O,X,O,X,X,X,X
OTISJLZ,X,X,O,X,X,X,O,O,X,X,X,X,X,X
OTISJZL,X,X,O,X,X,X,X,O,X,X,X,X,X,O
OTISZLJ,X,X,O,X,X,X,O,O,X,O,X,X,X,O
OTISZJL,X,X,O,X,X,X,X,O,X,O,X,X,X,O
OTIZLJS,X,X,X,O,X,O,X,O,O,O,X,X,X,O
OTIZLSJ,X,X,X,O,X,O,X,O,X,O,X,X,X,O
OTIZJLS,X,X,X,O,X,O,X,O,O,O,X,X,X,O
OTIZJSL,X,X,X,O,X,X,X,O,X,O,X,X,X,O
OTIZSLJ,X,X,X,X,X,X,X,O,X,O,X,X,X,O
OTIZSJL,X,X,X,O,X,X,X,O,X,O,X,X,X,O
OTLIJSZ,X,O,X,X,X,X,X,X,O,X,X,X,X,X
OTLIJZS,X,O,X,O,X,X,X,X,O,O,X,X,X,X
OTLISJZ,X,O,X,X,X,X,O,X,X,X,X,X,X,X
OTLISZJ,X,X,X,X,X,X,O,X,X,O,X,X,X,X
OTLIZJS,X,O,X,O,X,X,X,X,O,O,X,X,X,X
OTLIZSJ,X,O,X,O,X,X,X,X,X,O,X,X,X,X
OTLJISZ,X,O,X,X,X,X,X,X,O,X,X,X,X,X
OTLJIZS,X,O,X,O,X,X,X,X,O,O,X,X,X,X
OTLJSIZ,X,O,O,X,X,X,O,O,X,X,X,X,X,X
OTLJSZI,X,O,O,O,X,X,O,O,X,X,X,X,X,X
OTLJZIS,X,O,X,O,O,X,X,O,X,O,X,X,X,X
OTLJZSI,X,O,X,O,O,X,X,O,X,O,X,X,X,X
OTLSIJZ,X,O,O,X,X,X,O,O,X,X,X,X,O,X
OTLSIZJ,X,O,O,X,X,X,O,O,X,O,O,X,X,X
OTLSJIZ,X,O,O,X,X,X,O,O,X,X,X,X,O,X
OTLSJZI,X,O,O,O,X,X,O,O,X,X,O,X,X,X
OTLSZIJ,X,O,O,O,X,X,O,O,X,O,O,X,X,X
OTLSZJI,X,O,O,O,X,X,O,O,X,O,O,X,X,X
OTLZIJS,X,O,X,O,O,X,X,O,O,O,X,X,X,X
OTLZISJ,X,O,X,O,X,X,X,O,X,O,O,X,X,X
OTLZJIS,X,O,X,O,O,X,X,O,O,O,X,X,X,X
OTLZJSI,X,O,X,O,O,X,X,O,X,O,X,X,X,X
OTLZSIJ,X,O,X,O,X,X,O,O,X,O,O,X,X,X
OTLZSJI,X,O,X,O,O,X,O,O,X,O,O,X,X,X
OTJILSZ,X,X,X,X,X,X,X,X,O,X,X,O,X,X
OTJILZS,X,X,X,O,X,X,X,X,O,O,X,X,X,X
OTJISLZ,X,X,O,X,X,X,X,O,X,X,X,O,X,X
OTJISZL,X,X,O,X,X,X,X,O,X,X,X,O,X,O
OTJIZLS,X,X,X,O,X,X,X,O,X,O,X,X,X,O
OTJIZSL,X,X,X,O,X,X,X,O,X,O,X,X,X,O
OTJLISZ,X,O,X,X,X,X,X,X,O,X,X,X,X,X
OTJLIZS,X,O,X,O,X,X,X,X,O,O,X,X,X,X
OTJLSIZ,X,O,O,X,X,X,O,O,X,X,X,X,X,X
OTJLSZI,X,O,O,O,X,X,O,O,X,X,X,X,X,X
OTJLZIS,X,O,X,O,O,X,X,O,X,O,X,X,X,X
OTJLZSI,X,O,X,O,O,X,X,O,X,O,X,X,X,X
OTJSILZ,X,X,O,X,X,X,O,O,X,X,X,O,X,X
OTJSIZL,X,X,O,X,X,X,X,O,X,X,X,O,X,O
OTJSLIZ,X,O,O,X,X,X,O,O,X,X,X,X,X,X
OTJSLZI,X,O,O,O,X,X,O,O,X,X,X,X,X,X
OTJSZIL,O,X,O,O,X,X,X,O,X,X,X,O,X,O
OTJSZLI,O,X,O,O,X,X,X,O,X,X,X,X,X,X
OTJZILS,X,O,X,O,O,X,X,O,X,O,X,X,X,O
OTJZISL,O,X,X,O,X,X,X,O,X,O,X,X,X,O
OTJZLIS,X,O,X,O,O,X,X,O,X,O,X,X,X,O
OTJZLSI,O,O,X,O,O,X,X,O,X,O,X,X,X,X
OTJZSIL,O,X,O,O,X,X,X,O,X,O,X,X,X,O
OTJZSLI,O,X,O,O,O,X,X,O,X,O,X,X,X,X
OTSILJZ,X,X,O,X,X,X,O,O,X,X,X,X,O,X
OTSILZJ,X,X,O,X,X,X,O,O,X,O,X,X,X,X
OTSIJLZ,X,X,O,X,X,X,O,O,X,X,X,X,O,X
OTSIJZL,X,X,O,X,X,X,X,O,X,X,X,X,X,O
OTSIZLJ,X,X,O,X,X,O,O,O,X,O,X,X,X,O
OTSIZJL,X,X,O,X,X,O,X,O,X,O,X,X,X,O
OTSLIJZ,X,O,O,X,X,X,O,O,X,X,X,X,O,X
OTSLIZJ,X,O,O,X,X,X,O,O,X,O,X,X,X,X
OTSLJIZ,X,O,O,X,X,X,O,O,X,X,X,X,O,X
OTSLJZI,X,O,O,O,X,X,O,O,X,X,X,X,X,X
OTSLZIJ,X,O,O,O,X,X,O,O,X,O,X,X,X,X
OTSLZJI,X,O,O,O,X,X,O,O,X,O,X,X,X,X
OTSJILZ,X,X,O,X,X,X,O,O,X,X,X,O,O,X
OTSJIZL,X,X,O,X,X,X,X,O,X,X,X,O,X,O
OTSJLIZ,X,O,O,X,X,X,O,O,X,X,X,X,O,X
OTSJLZI,X,O,O,O,X,X,O,O,X,X,X,X,X,X
OTSJZIL,O,X,O,O,X,X,X,O,X,X,X,O,X,O
OTSJZLI,O,X,O,O,X,X,X,O,X,X,X,X,X,X
OTSZILJ,O,X,O,X,X,O,O,O,X,O,X,X,X,O
OTSZIJL,O,X,O,O,X,O,X,O,X,O,X,X,X,O
OTSZLIJ,O,X,O,O,X,O,O,O,X,O,X,X,X,X
OTSZLJI,O,X,O,O,X,O,O,O,X,O,X,X,X,X
OTSZJIL,O,X,O,O,X,O,X,O,X,O,X,X,X,O
OTSZJLI,O,X,O,O,X,O,X,O,X,O,X,X,X,X
OTZILJS,X,O,X,O,O,O,X,O,O,O,X,X,X,O
OTZILSJ,X,O,X,O,X,O,X,O,X,O,O,X,X,O
OTZIJLS,X,O,X,O,O,O,X,O,O,O,X,X,X,O
OTZIJSL,O,X,X,O,X,X,X,O,X,O,X,X,X,O
OTZISLJ,O,O,X,X,X,X,X,O,X,O,X,X,X,O
OTZISJL,O,X,X,O,X,X,X,O,X,O,X,X,X,O
OTZLIJS,X,O,X,O,O,O,X,O,O,O,X,X,X,O
OTZLISJ,X,O,X,O,X,O,X,O,X,O,O,X,X,O
OTZLJIS,X,O,X,O,O,O,X,O,O,O,X,X,X,O
OTZLJSI,O,O,X,O,O,O,X,O,X,O,X,X,X,X
OTZLSIJ,X,O,X,O,X,O,O,O,X,O,O,X,X,X
OTZLSJI,X,O,X,O,O,O,O,O,X,O,O,X,X,X
OTZJILS,X,O,X,O,O,O,X,O,O,O,X,X,X,O
OTZJISL,O,X,X,O,X,X,X,O,X,O,X,X,X,O
OTZJLIS,X,O,X,O,O,O,X,O,O,O,X,X,X,O
OTZJLSI,O,O,X,O,O,O,X,O,X,O,X,X,X,X
OTZJSIL,O,X,O,O,X,O,X,O,X,O,X,X,X,O
OTZJSLI,O,X,O,O,O,O,X,O,X,O,X,X,X,X
OTZSILJ,O,O,O,X,X,O,O,O,X,O,X,X,X,O
OTZSIJL,O,X,O,O,X,O,X,O,X,O,X,X,X,O
OTZSLIJ,O,O,O,O,X,O,O,O,X,O,X,X,X,X
OTZSLJI,O,O,O,O,O,O,O,O,X,O,X,X,X,X
OTZSJIL,O,X,O,O,X,O,X,O,X,O,X,X,X,O
OTZSJLI,O,X,O,O,O,O,X,O,X,O,X,X,X,X
OITLJSZ,X,X,X,X,X,X,X,X,O,X,X,O,X,X
OITLJZS,X,X,X,X,X,X,X,X,O,O,X,X,X,X
OITLSJZ,X,X,X,X,X,X,O,X,X,X,X,X,X,X
OITLSZJ,X,X,X,X,X,X,O,X,X,O,X,X,X,X
OITLZJS,X,X,X,X,X,X,X,X,O,O,X,X,X,X
OITLZSJ,X,X,X,X,X,X,X,X,X,O,X,X,X,X
OITJLSZ,X,X,X,X,X,X,X,X,O,X,X,O,X,X
OITJLZS,X,X,X,X,X,X,X,X,O,O,X,X,X,X
OITJSLZ,X,X,O,X,X,X,X,O,X,X,X,O,X,X
OITJSZL,X,X,O,X,X,X,X,O,X,X,X,O,X,O
OITJZLS,X,X,X,X,X,X,X,O,X,O,X,X,X,O
OITJZSL,X,X,X,X,X,X,X,O,X,O,X,X,X,O
OITSLJZ,X,X,O,X,X,X,O,O,X,X,X,X,X,X
OITSLZJ,X,X,O,X,X,X,O,O,X,O,X,X,X,X
OITSJLZ,X,X,O,X,X,X,O,O,X,X,X,X,X,X
OITSJZL,X,X,O,X,X,X,X,O,X,X,X,X,X,O
OITSZLJ,X,X,O,X,X,X,O,O,X,O,X,X,X,O
OITSZJL,X,X,O,X,X,X,X,O,X,O,X,X,X,O
OITZLJS,X,X,X,X,X,X,X,O,O,O,X,X,X,O
OITZLSJ,X,X,X,X,X,X,X,O,X,O,X,X,X,O
OITZJLS,X,X,X,X,X,X,X,O,O,O,X,X,X,O
OITZJSL,X,X,X,X,X,X,X,O,X,O,X,X,X,O
OITZSLJ,X,X,X,X,X,X,X,O,X,O,X,X,X,O
OITZSJL,X,X,X,X,X,X,X,O,X,O,X,X,X,O
OILTJSZ,X,O,X,X,X,X,X,X,O,X,X,O,X,X
OILTJZS,X,O,X,X,X,X,X,X,O,O,X,X,X,X
OILTSJZ,X,O,X,X,X,X,O,X,X,X,X,X,X,X
OILTSZJ,X,X,X,X,X,X,O,X,X,O,X,X,X,X
OILTZJS,X,O,X,X,X,X,X,X,O,O,X,X,X,X
OILTZSJ,X,O,X,X,X,X,X,X,X,O,X,X,X,X
OILJTSZ,X,O,X,X,X,X,X,X,X,X,X,O,X,X
OILJTZS,X,O,X,X,X,X,X,X,X,X,X,X,X,X
OILJSTZ,X,O,X,X,X,X,X,X,X,X,X,O,X,X
OILJSZT,X,X,X,X,X,X,X,X,X,X,X,O,X,O
OILJZTS,X,O,X,X,O,X,X,X,X,O,X,X,X,O
OILJZST,X,O,X,X,X,X,X,X,X,O,X,O,X,O
OILSTJZ,X,O,X,X,X,X,O,X,X,X,X,X,X,X
OILSTZJ,X,O,X,X,X,X,O,X,X,X,O,X,X,X
OILSJTZ,X,O,X,X,X,X,O,X,X,X,X,O,X,X
OILSJZT,X,X,X,X,X,X,O,X,X,X,X,O,X,O
OILSZTJ,X,X,X,X,X,X,X,X,X,X,O,X,X,O
OILSZJT,X,X,X,X,X,X,O,X,X,O,O,X,X,O
OILZTJS,X,O,X,X,O,X,X,X,X,O,X,X,X,O
OILZTSJ,X,O,X,X,X,X,X,X,X,X,O,X,X,O
OILZJTS,X,O,X,X,O,X,X,X,X,O,X,X,X,O
OILZJST,X,O,X,X,X,X,X,X,X,O,O,O,X,O
OILZSTJ,X,O,X,X,X,X,X,X,X,X,O,X,X,O
OILZSJT,X,O,X,X,X,X,X,X,X,O,O,X,X,O
OIJTLSZ,X,X,X,X,X,X,X,X,X,X,X,O,X,X
OIJTLZS,X,X,X,X,X,X,X,X,X,O,X,X,X,X
OIJTSLZ,X,X,O,X,X,X,X,X,X,X,X,O,X,X
OIJTSZL,X,X,O,X,X,X,X,X,X,X,X,O,X,O
OIJTZLS,X,X,X,X,X,X,X,X,X,O,X,X,X,O
OIJTZSL,X,X,X,X,X,X,X,X,X,O,X,X,X,O
OIJLTSZ,X,O,X,X,X,X,X,X,X,X,X,O,X,X
OIJLTZS,X,O,X,X,X,X,X,X,X,X,X,X,X,X
OIJLSTZ,X,O,X,X,X,X,X,X,X,X,X,O,X,X
OIJLSZT,X,X,X,X,X,X,X,X,X,X,X,O,X,O
OIJLZTS,X,O,X,X,O,X,X,X,X,O,X,X,X,O
OIJLZST,X,O,X,X,X,X,X,X,X,O,X,O,X,O
