sequence,v115@5gB8HeB8IeD8CeG8BeG8JeO/IvhFxbBTeB0hBfqBll?BCqB,v115@5gB8HeB8IeD8CeG8BeG8JeO/IvhFxbBTeBFgB0hBqp?B3qB,v115@5gB8HeB8IeD8CeG8BeG8JeO/IvhFxbBTeB3gB1mBqp?BUqB,v115@5gB8HeB8IeD8CeG8BeG8Jem7IvhFqhBTeBxfBlkB3l?B0pB,v115@5gB8HeB8IeD8CeG8BeG8JeR7IvhFqhBTeBmgBlkBcq?B/pB,v115@5gB8HeB8IeD8CeG8BeG8JeO/IvhFxbBTeBUgB1mBqp?B3qB,v115@5gB8HeB8IeD8CeG8BeG8Jex6IvhFXcBTeBifB1mBup?BcqB,v115@5gB8HeB8IeD8CeG8BeG8Jey/IvhFGcBTeBlkBRmB3l?B0pB,v115@5gB8HeB8IeD8CeG8BeG8Je06IvhFShBTeB/kBeqBRr?BlqB,v115@5gB8HeB8IeD8CeG8BeG8JeK/IvhFxbBTeBulB1mB8p?BfqB,v115@5gB8HeB8IeD8CeG8BeG8JeT+IvhFxfBXhB2kB0hBCq?BFqB
SIOZTLJ,O,X,X,X,X,X,X,X,X,X,O
SIOZTJL,O,X,X,X,X,X,X,X,X,X,O
SIOZLTJ,O,X,X,X,X,X,X,X,X,X,O
SIOZLJT,O,X,X,O,X,X,X,X,X,X,O
SIOZJTL,O,X,X,X,X,X,X,X,X,X,O
SIOZJLT,O,X,X,X,X,X,X,X,X,X,O
SLTIJZO,X,O,O,O,X,X,X,X,X,X,X
SLTIJOZ,X,O,O,O,X,O,O,X,X,X,X
SLTIZJO,X,O,O,O,X,X,X,X,X,X,X
SLTIZOJ,X,O,O,O,X,X,O,X,X,X,X
SLTIOJZ,X,O,O,O,X,O,O,X,X,X,O
SLTIOZJ,X,O,O,O,X,X,O,X,X,X,O
SLTJIZO,X,O,O,O,X,X,X,X,X,X,X
SLTJIOZ,X,O,O,O,X,O,O,X,X,X,X
SLTJZIO,X,O,O,O,X,O,X,X,X,X,X
SLTJZOI,X,O,O,O,X,O,X,X,X,X,X
SLTJOIZ,X,O,O,O,X,O,O,X,X,X,X
SLTJOZI,X,O,O,O,X,O,O,X,X,X,X
SLTZIJO,X,O,O,O,X,O,X,X,X,X,X
SLTZIOJ,X,O,O,O,X,O,O,X,X,X,X
SLTZJIO,X,O,O,O,X,O,X,X,X,O,X
SLTZJOI,X,O,O,O,X,O,X,X,X,O,X
SLTZOIJ,X,O,O,O,X,O,O,X,X,X,X
SLTZOJI,X,O,O,O,X,O,O,X,X,O,X
SLTOIJZ,X,O,O,O,X,O,O,X,X,X,O
SLTOIZJ,X,O,O,O,X,X,O,X,X,X,O
SLTOJIZ,X,O,O,O,X,O,O,X,X,X,X
SLTOJZI,X,O,O,O,X,O,O,X,X,X,X
SLTOZIJ,X,O,O,O,X,O,O,X,X,X,X
SLTOZJI,X,O,O,O,X,O,O,X,X,O,X
SLITJZO,X,O,X,O,X,X,X,X,X,X,X
SLITJOZ,X,O,X,O,X,X,O,X,X,X,X
SLITZJO,X,O,X,O,X,X,X,X,X,X,X
SLITZOJ,X,O,X,O,X,X,O,X,X,X,X
SLITOJZ,X,O,X,O,X,X,O,X,X,X,O
SLITOZJ,X,O,X,O,X,X,O,X,X,X,O
SLIJTZO,X,O,X,O,X,X,X,X,X,X,X
SLIJTOZ,X,O,X,O,X,X,X,X,X,X,X
SLIJZTO,X,X,X,X,X,X,X,X,X,X,X
SLIJZOT,X,X,X,O,X,X,X,X,X,X,X
SLIJOTZ,X,O,X,O,X,X,X,X,X,X,O
SLIJOZT,X,X,X,O,X,X,X,X,X,X,O
SLIZTJO,X,X,X,X,X,X,X,X,X,X,X
SLIZTOJ,X,X,X,X,X,X,X,X,X,X,X
SLIZJTO,X,X,X,X,X,X,X,X,X,X,X
SLIZJOT,X,X,X,O,X,X,X,X,X,X,X
SLIZOTJ,X,X,X,X,X,X,X,X,X,X,O
SLIZOJT,X,X,X,O,X,X,X,X,X,X,O
SLIOTJZ,X,O,X,O,X,X,O,X,X,X,O
SLIOTZJ,X,O,X,O,X,X,O,X,X,X,O
SLIOJTZ,X,O,X,O,X,X,X,X,X,X,O
SLIOJZT,X,X,X,O,X,X,X,X,X,X,O
SLIOZTJ,X,X,X,X,X,X,X,X,X,X,O
SLIOZJT,X,X,X,O,X,X,X,X,X,X,O
SLJTIZO,X,O,O,O,X,X,X,X,X,X,X
SLJTIOZ,X,O,O,O,X,O,X,X,X,X,X
SLJTZIO,X,O,O,O,X,O,X,X,X,X,X
SLJTZOI,X,O,O,O,X,O,X,X,X,X,X
SLJTOIZ,X,O,O,O,X,O,X,X,X,X,X
SLJTOZI,X,O,O,O,X,O,X,X,X,X,X
SLJITZO,X,O,X,O,X,X,X,X,O,X,X
SLJITOZ,X,O,X,O,X,X,X,X,O,X,X
SLJIZTO,X,X,X,X,X,X,X,X,O,X,X
SLJIZOT,X,X,X,O,X,X,X,X,O,X,X
SLJIOTZ,X,O,X,O,X,X,X,X,O,X,O
SLJIOZT,X,X,X,O,X,X,X,X,O,X,O
SLJZTIO,O,O,X,O,O,X,X,X,X,X,X
SLJZTOI,O,O,X,O,O,X,X,X,X,X,X
SLJZITO,X,O,X,X,X,X,X,X,O,X,X
SLJZIOT,O,O,X,O,X,X,X,X,O,X,X
SLJZOTI,O,O,X,O,O,X,X,X,X,X,X
SLJZOIT,O,O,X,O,X,X,X,X,O,X,X
SLJOTIZ,X,O,O,O,X,O,X,X,X,X,X
SLJOTZI,X,O,O,O,X,O,X,X,X,X,X
SLJOITZ,X,O,X,O,X,X,X,X,O,X,O
SLJOIZT,X,X,X,O,X,X,X,X,O,X,O
SLJOZTI,O,O,X,O,O,X,X,X,X,X,X
SLJOZIT,O,O,X,O,X,X,X,X,O,X,X
SLZTIJO,O,O,X,O,X,X,X,X,X,X,X
SLZTIOJ,O,O,X,O,X,X,X,X,X,X,X
SLZTJIO,O,O,X,O,O,X,X,X,X,O,X
SLZTJOI,O,O,X,O,O,X,X,X,X,O,X
SLZTOIJ,O,O,X,O,X,X,X,X,X,X,X
SLZTOJI,O,O,X,O,O,X,X,X,X,O,X
SLZITJO,O,O,X,X,X,X,X,X,X,X,X
SLZITOJ,O,O,X,X,X,X,X,X,X,X,X
SLZIJTO,X,O,X,X,X,X,X,X,X,X,X
SLZIJOT,O,O,X,O,X,X,X,X,X,X,X
SLZIOTJ,O,O,X,X,X,X,X,X,X,X,O
SLZIOJT,O,O,X,O,X,X,X,X,X,X,O
SLZJTIO,O,O,X,O,O,X,X,X,X,X,X
SLZJTOI,O,O,X,O,O,X,X,X,X,X,X
SLZJITO,X,O,X,X,X,X,X,X,X,X,X
SLZJIOT,O,O,X,O,X,X,X,X,X,X,X
SLZJOTI,O,O,X,O,O,X,X,X,X,X,X
SLZJOIT,O,O,X,O,X,X,X,X,X,X,X
SLZOTIJ,O,O,X,O,X,X,X,X,X,X,X
SLZOTJI,O,O,X,O,O,X,X,X,X,O,X
SLZOITJ,O,O,X,X,X,X,X,X,X,X,O
SLZOIJT,O,O,X,O,X,X,X,X,X,X,O
SLZOJTI,O,O,X,O,O,X,X,X,X,X,X
SLZOJIT,O,O,X,O,X,X,X,X,X,X,X
SLOTIJZ,X,O,O,O,X,O,O,X,X,X,O
SLOTIZJ,X,O,O,O,X,X,O,X,X,X,O
SLOTJIZ,X,O,O,O,X,O,O,X,X,X,X
SLOTJZI,X,O,O,O,X,O,O,X,X,X,X
SLOTZIJ,X,O,O,O,X,O,O,X,X,X,X
SLOTZJI,X,O,O,O,X,O,O,X,X,O,X
SLOITJZ,X,O,X,O,X,X,O,X,X,X,O
SLOITZJ,X,O,X,O,X,X,O,X,X,X,O
SLOIJTZ,X,O,X,O,X,X,X,X,X,X,O
SLOIJZT,X,X,X,O,X,X,X,X,X,X,O
SLOIZTJ,X,X,X,X,X,X,X,X,X,X,O
SLOIZJT,X,X,X,O,X,X,X,X,X,X,O
SLOJTIZ,X,O,O,O,X,O,X,X,X,X,X
SLOJTZI,X,O,O,O,X,O,X,X,X,X,X
SLOJITZ,X,O,X,O,X,X,X,X,O,X,O
SLOJIZT,X,X,X,O,X,X,X,X,O,X,O
SLOJZTI,O,O,X,O,O,X,X,X,X,X,X
SLOJZIT,O,O,X,O,X,X,X,X,O,X,X
SLOZTIJ,O,O,X,O,X,X,X,X,X,X,X
SLOZTJI,O,O,X,O,O,X,X,X,X,O,X
SLOZITJ,O,O,X,X,X,X,X,X,X,X,O
SLOZIJT,O,O,X,O,X,X,X,X,X,X,O
SLOZJTI,O,O,X,O,O,X,X,X,X,X,X
SLOZJIT,O,O,X,O,X,X,X,X,X,X,X
SJTILZO,X,X,X,O,X,X,X,X,O,X,X
SJTILOZ,X,X,X,O,X,X,X,X,O,X,X
SJTIZLO,X,X,X,X,X,X,X,X,O,X,X
SJTIZOL,X,X,X,X,X,X,X,X,O,X,X
SJTIOLZ,X,X,O,O,X,O,X,X,O,X,X
SJTIOZL,X,X,X,X,X,X,X,X,O,X,X
SJTLIZO,X,O,O,O,X,X,X,X,X,X,X
SJTLIOZ,X,O,O,O,X,O,X,X,X,X,X
SJTLZIO,X,O,O,O,X,O,X,X,X,X,X
SJTLZOI,X,O,O,O,X,O,X,X,X,X,X
SJTLOIZ,X,O,O,O,X,O,X,X,X,X,X
SJTLOZI,X,O,O,O,X,O,X,X,X,X,X
SJTZILO,O,X,X,X,X,X,X,X,O,X,X
SJTZIOL,O,X,X,X,X,X,X,X,O,X,X
SJTZLIO,O,X,X,X,X,X,X,X,X,X,X
SJTZLOI,O,X,X,X,X,X,X,X,X,X,X
SJTZOIL,O,X,X,X,X,X,X,X,O,X,X
SJTZOLI,O,X,X,X,X,X,X,X,X,X,X
SJTOILZ,X,X,O,O,X,O,X,X,O,X,X
SJTOIZL,X,X,X,X,X,X,X,X,O,X,X
SJTOLIZ,X,O,O,O,X,O,X,X,X,X,X
SJTOLZI,X,O,O,O,X,O,X,X,X,X,X
SJTOZIL,O,X,X,X,X,X,X,X,O,X,X
SJTOZLI,O,X,X,X,X,X,X,X,X,X,X
SJITLZO,X,X,X,X,X,X,X,X,O,X,X
SJITLOZ,X,X,X,X,X,X,X,X,O,X,X
SJITZLO,X,X,X,X,X,X,X,X,O,X,X
SJITZOL,X,X,X,X,X,X,X,X,O,X,X
SJITOLZ,X,X,X,X,X,X,X,X,O,X,X
SJITOZL,X,X,X,X,X,X,X,X,O,X,X
SJILTZO,X,O,X,X,X,X,X,X,O,X,X
SJILTOZ,X,O,X,O,X,X,X,X,O,X,X
SJILZTO,X,X,X,X,X,X,X,X,O,X,X
SJILZOT,X,X,X,O,X,X,X,X,O,X,X
SJILOTZ,X,O,X,O,X,X,X,X,O,X,X
SJILOZT,X,X,X,O,X,X,X,X,O,X,X
SJIZTLO,O,X,X,X,X,X,X,X,O,X,X
SJIZTOL,O,X,X,X,X,X,X,X,O,X,X
SJIZLTO,X,X,X,X,X,X,X,X,O,X,X
SJIZLOT,O,X,X,X,X,X,X,X,O,X,X
SJIZOTL,O,X,X,X,X,X,X,X,O,X,X
SJIZOLT,O,X,X,X,X,X,X,X,O,X,X
SJIOTLZ,X,X,X,X,X,X,X,X,O,X,X
SJIOTZL,X,X,X,X,X,X,X,X,O,X,O
SJIOLTZ,X,O,X,O,X,X,X,X,O,X,O
SJIOLZT,X,X,X,O,X,X,X,X,O,X,O
SJIOZTL,O,X,X,X,X,X,X,X,O,X,O
SJIOZLT,O,X,X,X,X,X,X,X,O,X,O
SJLTIZO,X,O,O,O,X,X,X,X,X,X,X
SJLTIOZ,X,O,O,O,X,O,X,X,X,X,X
SJLTZIO,X,O,O,O,X,O,X,X,X,X,X
SJLTZOI,X,O,O,O,X,O,X,X,X,X,X
SJLTOIZ,X,O,O,O,X,O,X,X,X,X,X
SJLTOZI,X,O,O,O,X,O,X,X,X,X,X
SJLITZO,X,O,X,O,X,X,X,X,O,X,X
SJLITOZ,X,O,X,O,X,X,X,X,O,X,X
SJLIZTO,X,X,X,X,X,X,X,X,O,X,X
SJLIZOT,X,X,X,O,X,X,X,X,O,X,X
SJLIOTZ,X,O,X,O,X,X,X,X,O,X,O
SJLIOZT,X,X,X,O,X,X,X,X,O,X,O
SJLZTIO,O,O,X,O,O,X,X,X,X,X,X
SJLZTOI,O,O,X,O,O,X,X,X,X,X,X
SJLZITO,X,O,X,X,X,X,X,X,O,X,X
SJLZIOT,O,O,X,O,X,X,X,X,O,X,X
SJLZOTI,O,O,X,O,O,X,X,X,X,X,X
SJLZOIT,O,O,X,O,X,X,X,X,O,X,X
SJLOTIZ,X,O,O,O,X,O,X,X,X,X,X
SJLOTZI,X,O,O,O,X,O,X,X,X,X,X
SJLOITZ,X,O,X,O,X,X,X,X,O,X,O
SJLOIZT,X,X,X,O,X,X,X,X,O,X,O
SJLOZTI,O,O,X,O,O,X,X,X,X,X,X
SJLOZIT,O,O,X,O,X,X,X,X,O,X,X
SJZTILO,O,X,X,X,X,X,X,X,O,X,X
SJZTIOL,O,X,X,X,X,X,X,X,O,X,X
SJZTLIO,O,X,X,X,O,X,X,X,X,X,X
SJZTLOI,O,X,X,X,O,X,X,X,X,X,X
SJZTOIL,O,X,X,X,X,X,X,X,O,X,X
SJZTOLI,O,X,X,X,O,X,X,X,X,X,X
SJZITLO,O,X,X,X,X,X,X,X,O,X,X
SJZITOL,O,X,X,X,X,X,X,X,O,X,X
SJZILTO,X,X,X,X,X,X,X,X,O,X,X
SJZILOT,O,X,X,X,X,X,X,X,O,X,X
SJZIOTL,O,X,X,X,X,X,X,X,O,X,X
SJZIOLT,O,O,X,X,X,X,X,X,O,X,X
SJZLTIO,O,O,X,X,O,X,X,X,X,X,X
SJZLTOI,O,O,X,X,O,X,X,X,X,X,X
SJZLITO,X,O,X,X,X,X,X,X,O,X,X
SJZLIOT,O,O,X,X,X,X,X,X,O,X,X
SJZLOTI,O,O,X,X,O,X,X,X,X,X,X
SJZLOIT,O,O,X,X,X,X,X,X,O,X,X
SJZOTIL,O,X,X,X,X,X,X,X,O,X,X
SJZOTLI,O,X,X,X,O,X,X,X,X,X,X
SJZOITL,O,X,X,X,X,X,X,X,O,X,X
SJZOILT,O,O,X,X,X,X,X,X,O,X,X
SJZOLTI,O,O,X,X,O,X,X,X,X,X,X
SJZOLIT,O,O,X,X,X,X,X,X,O,X,X
SJOTILZ,X,X,O,O,X,O,X,X,O,X,X
SJOTIZL,X,X,X,X,X,X,X,X,O,X,X
SJOTLIZ,X,O,O,O,X,O,X,X,X,X,X
SJOTLZI,X,O,O,O,X,O,X,X,X,X,X
SJOTZIL,O,X,X,X,X,X,X,X,O,X,X
SJOTZLI,O,X,X,X,X,X,X,X,X,X,X
SJOITLZ,X,X,X,X,X,X,X,X,O,X,X
SJOITZL,X,X,X,X,X,X,X,X,O,X,O
SJOILTZ,X,O,X,O,X,X,X,X,O,X,O
SJOILZT,X,X,X,O,X,X,X,X,O,X,O
SJOIZTL,O,X,X,X,X,X,X,X,O,X,O
SJOIZLT,O,X,X,X,X,X,X,X,O,X,O
SJOLTIZ,X,O,O,O,X,O,X,X,X,X,X
SJOLTZI,X,O,O,O,X,O,X,X,X,X,X
SJOLITZ,X,O,X,O,X,X,X,X,O,X,O
SJOLIZT,X,X,X,O,X,X,X,X,O,X,O
SJOLZTI,O,O,X,O,O,X,X,X,X,X,X
SJOLZIT,O,O,X,O,X,X,X,X,O,X,X
SJOZTIL,O,X,X,X,X,X,X,X,O,X,X
SJOZTLI,O,X,X,X,O,X,X,X,X,X,X
SJOZITL,O,X,X,X,X,X,X,X,O,X,X
SJOZILT,O,O,X,X,X,X,X,X,O,X,X
SJOZLTI,O,O,X,X,O,X,X,X,X,X,X
SJOZLIT,O,O,X,X,X,X,X,X,O,X,X
SZTILJO,O,O,X,O,X,X,X,X,X,X,X
SZTILOJ,O,O,X,O,X,X,X,X,X,X,X
SZTIJLO,O,X,X,X,X,X,X,X,X,X,X
SZTIJOL,O,X,X,X,X,X,X,X,X,X,X
SZTIOLJ,O,O,X,O,X,X,X,X,X,X,X
SZTIOJL,O,X,X,X,X,X,X,X,X,X,X
SZTLIJO,O,O,X,O,X,X,X,X,X,X,X
SZTLIOJ,O,O,X,O,X,X,X,X,X,X,X
SZTLJIO,O,O,X,O,O,X,X,X,X,O,X
SZTLJOI,O,O,X,O,O,X,X,X,X,O,X
SZTLOIJ,O,O,X,O,X,X,X,X,X,X,X
SZTLOJI,O,O,X,O,O,X,X,X,X,O,X
SZTJILO,O,X,X,X,X,X,X,X,X,X,X
SZTJIOL,O,X,X,X,X,X,X,X,X,X,X
SZTJLIO,O,X,X,X,O,X,X,X,X,O,X
SZTJLOI,O,X,X,X,O,X,X,X,X,O,X
SZTJOIL,O,X,X,X,X,X,X,X,X,X,X
SZTJOLI,O,X,X,X,O,X,X,X,X,O,X
SZTOILJ,O,O,X,O,X,X,X,X,X,X,X
SZTOIJL,O,X,X,X,X,X,X,X,X,X,X
SZTOLIJ,O,O,X,O,X,X,X,X,X,X,X
SZTOLJI,O,O,X,O,O,X,X,X,X,O,X
SZTOJIL,O,X,X,X,X,X,X,X,X,X,X
SZTOJLI,O,X,X,X,O,X,X,X,X,O,X
SZITLJO,O,O,X,X,X,X,X,X,X,X,X
SZITLOJ,O,O,X,X,X,X,X,X,X,X,X
SZITJLO,O,X,X,X,X,X,X,X,X,X,X
SZITJOL,O,X,X,X,X,X,X,X,X,X,X
SZITOLJ,O,O,X,X,X,X,X,X,X,X,X
SZITOJL,O,X,X,X,X,X,X,X,X,X,X
SZILTJO,O,O,X,X,X,X,X,X,X,X,X
SZILTOJ,O,O,X,X,X,X,X,X,X,X,X
SZILJTO,X,O,X,X,X,X,X,X,X,X,X
SZILJOT,O,O,X,O,X,X,X,X,X,X,X
SZILOTJ,O,O,X,X,X,X,X,X,X,X,X
SZILOJT,O,O,X,O,X,X,X,X,X,X,X
SZIJTLO,O,X,X,X,X,X,X,X,X,X,X
SZIJTOL,O,X,X,X,X,X,X,X,X,X,X
SZIJLTO,X,O,X,X,X,X,X,X,X,X,X
SZIJLOT,O,O,X,X,X,X,X,X,X,X,X
SZIJOTL,O,X,X,X,X,X,X,X,X,X,X
SZIJOLT,O,O,X,X,X,X,X,X,X,X,X
SZIOTLJ,O,O,X,X,X,X,X,X,X,X,O
SZIOTJL,O,X,X,X,X,X,X,X,X,X,O
SZIOLTJ,O,O,X,X,X,X,X,X,X,X,O
SZIOLJT,O,O,X,O,X,X,X,X,X,X,O
SZIOJTL,O,X,X,X,X,X,X,X,X,X,O
SZIOJLT,O,O,X,X,X,X,X,X,X,X,O
SZLTIJO,O,O,X,O,X,X,X,X,X,X,X
SZLTIOJ,O,O,X,O,X,X,X,X,X,X,X
SZLTJIO,O,O,X,O,O,X,X,X,X,O,X
SZLTJOI,O,O,X,O,O,X,X,X,X,O,X
SZLTOIJ,O,O,X,O,X,X,X,X,X,X,X
SZLTOJI,O,O,X,O,O,X,X,X,X,O,X
SZLITJO,O,O,X,X,X,X,X,X,X,X,X
SZLITOJ,O,O,X,X,X,X,X,X,X,X,X
SZLIJTO,X,O,X,X,X,X,X,X,X,X,X
SZLIJOT,O,O,X,O,X,X,X,X,X,X,X
SZLIOTJ,O,O,X,X,X,X,X,X,X,X,O
SZLIOJT,O,O,X,O,X,X,X,X,X,X,O
SZLJTIO,O,O,X,O,O,X,X,X,X,X,X
SZLJTOI,O,O,X,O,O,X,X,X,X,X,X
SZLJITO,X,O,X,X,X,X,X,X,X,X,X
SZLJIOT,O,O,X,O,X,X,X,X,X,X,X
SZLJOTI,O,O,X,O,O,X,X,X,X,X,X
SZLJOIT,O,O,X,O,X,X,X,X,X,X,X
SZLOTIJ,O,O,X,O,X,X,X,X,X,X,X
SZLOTJI,O,O,X,O,O,X,X,X,X,O,X
SZLOITJ,O,O,X,X,X,X,X,X,X,X,O
SZLOIJT,O,O,X,O,X,X,X,X,X,X,O
SZLOJTI,O,O,X,O,O,X,X,X,X,X,X
SZLOJIT,O,O,X,O,X,X,X,X,X,X,X
SZJTILO,O,X,X,X,X,X,X,X,O,X,X
SZJTIOL,O,X,X,X,X,X,X,X,O,X,X
SZJTLIO,O,X,X,X,O,X,X,X,X,X,X
SZJTLOI,O,X,X,X,O,X,X,X,X,X,X
SZJTOIL,O,X,X,X,X,X,X,X,O,X,X
SZJTOLI,O,X,X,X,O,X,X,X,X,X,X
SZJITLO,O,X,X,X,X,X,X,X,O,X,X
SZJITOL,O,X,X,X,X,X,X,X,O,X,X
SZJILTO,X,O,X,X,X,X,X,X,O,X,X
SZJILOT,O,O,X,X,X,X,X,X,O,X,X
SZJIOTL,O,X,X,X,X,X,X,X,O,X,X
SZJIOLT,O,O,X,X,X,X,X,X,O,X,X
SZJLTIO,O,O,X,X,O,X,X,X,X,X,X
SZJLTOI,O,O,X,X,O,X,X,X,X,X,X
SZJLITO,X,O,X,X,X,X,X,X,O,X,X
SZJLIOT,O,O,X,X,X,X,X,X,O,X,X
SZJLOTI,O,O,X,X,O,X,X,X,X,X,X
SZJLOIT,O,O,X,X,X,X,X,X,O,X,X
SZJOTIL,O,X,X,X,X,X,X,X,O,X,X
SZJOTLI,O,X,X,X,O,X,X,X,X,X,X
SZJOITL,O,X,X,X,X,X,X,X,O,X,X
SZJOILT,O,O,X,X,X,X,X,X,O,X,X
SZJOLTI,O,O,X,X,O,X,X,X,X,X,X
SZJOLIT,O,O,X,X,X,X,X,X,O,X,X
SZOTILJ,O,O,X,O,X,X,X,X,X,X,X
SZOTIJL,O,X,X,X,X,X,X,X,X,X,X
SZOTLIJ,O,O,X,O,X,X,X,X,X,X,X
SZOTLJI,O,O,X,O,O,X,X,X,X,O,X
SZOTJIL,O,X,X,X,X,X,X,X,X,X,X
SZOTJLI,O,X,X,X,O,X,X,X,X,O,X
SZOITLJ,O,O,X,X,X,X,X,X,X,X,O
SZOITJL,O,X,X,X,X,X,X,X,X,X,O
SZOILTJ,O,O,X,X,X,X,X,X,X,X,O
SZOILJT,O,O,X,O,X,X,X,X,X,X,O
SZOIJTL,O,X,X,X,X,X,X,X,X,X,O
SZOIJLT,O,O,X,X,X,X,X,X,X,X,O
SZOLTIJ,O,O,X,O,X,X,X,X,X,X,X
SZOLTJI,O,O,X,O,O,X,X,X,X,O,X
SZOLITJ,O,O,X,X,X,X,X,X,X,X,O
SZOLIJT,O,O,X,O,X,X,X,X,X,X,O
SZOLJTI,O,O,X,O,O,X,X,X,X,X,X
SZOLJIT,O,O,X,O,X,X,X,X,X,X,X
SZOJTIL,O,X,X,X,X,X,X,X,O,X,X
SZOJTLI,O,X,X,X,O,X,X,X,X,X,X
SZOJITL,O,X,X,X,X,X,X,X,O,X,X
SZOJILT,O,O,X,X,X,X,X,X,O,X,X
SZOJLTI,O,O,X,X,O,X,X,X,X,X,X
SZOJLIT,O,O,X,X,X,X,X,X,O,X,X
SOTILJZ,X,X,O,O,X,O,O,O,X,X,O
SOTILZJ,X,X,O,O,X,X,O,O,X,X,O
SOTIJLZ,X,X,O,O,X,O,O,O,X,X,X
SOTIJZL,X,X,X,X,X,X,O,O,X,X,O
SOTIZLJ,X,X,O,O,X,X,O,O,X,X,O
SOTIZJL,X,X,X,X,X,X,O,O,X,X,O
SOTLIJZ,X,O,O,O,X,O,O,X,X,X,O
SOTLIZJ,X,O,O,O,X,X,O,X,X,X,O
SOTLJIZ,X,O,O,O,X,O,O,X,X,X,X
SOTLJZI,X,O,O,O,X,O,O,X,X,X,X
SOTLZIJ,X,O,O,O,X,O,O,X,X,X,X
SOTLZJI,X,O,O,O,X,O,O,X,X,O,X
SOTJILZ,X,X,O,O,X,O,O,X,O,X,X
SOTJIZL,X,X,X,X,X,X,O,X,O,X,X
SOTJLIZ,X,O,O,O,X,O,O,X,X,X,X
SOTJLZI,X,O,O,O,X,O,O,X,X,X,X
SOTJZIL,O,X,X,X,X,X,O,X,O,X,X
SOTJZLI,O,X,X,X,X,X,O,X,X,O,X
SOTZILJ,O,X,O,O,X,X,O,X,X,X,X
SOTZIJL,O,X,X,X,X,X,O,X,X,X,X
SOTZLIJ,O,X,O,O,X,X,O,X,X,X,X
SOTZLJI,O,X,O,O,X,X,O,X,X,O,X
SOTZJIL,O,X,X,X,X,X,O,X,X,X,X
SOTZJLI,O,X,X,X,X,X,O,X,X,O,X
SOITLJZ,X,X,X,O,X,X,X,O,X,X,O
SOITLZJ,X,X,X,O,X,X,X,O,X,X,O
SOITJLZ,X,X,X,O,X,X,X,O,X,X,X
SOITJZL,X,X,X,X,X,X,X,O,X,X,O
SOITZLJ,X,X,X,O,X,X,X,O,X,X,O
SOITZJL,X,X,X,X,X,X,X,O,X,X,O
SOILTJZ,X,O,X,O,X,X,X,X,X,X,O
SOILTZJ,X,O,X,O,X,X,X,X,X,X,O
SOILJTZ,X,O,X,O,X,X,X,X,O,X,O
SOILJZT,X,X,X,O,X,X,X,X,O,X,O
SOILZTJ,X,X,X,X,X,X,X,X,X,X,O
SOILZJT,X,X,X,O,X,X,X,X,X,X,O
SOIJTLZ,X,X,X,X,X,X,X,O,O,X,X
SOIJTZL,X,X,X,X,X,X,X,O,O,X,O
SOIJLTZ,X,O,X,O,X,X,X,X,O,X,O
SOIJLZT,X,X,X,O,X,X,X,X,O,X,O
SOIJZTL,O,X,X,X,X,X,X,X,O,X,O
SOIJZLT,O,X,X,X,X,X,X,X,O,X,O
SOIZTLJ,O,X,X,X,X,X,X,X,X,X,O
SOIZTJL,O,X,X,X,X,X,X,X,X,X,O
SOIZLTJ,O,X,X,X,X,X,X,X,X,X,O
SOIZLJT,O,X,X,O,X,X,X,X,X,X,O
SOIZJTL,O,X,X,X,X,X,X,X,X,X,O
SOIZJLT,O,X,X,X,X,X,X,X,X,X,O
SOLTIJZ,X,O,O,O,X,O,O,X,X,X,O
SOLTIZJ,X,O,O,O,X,X,O,X,X,X,O
SOLTJIZ,X,O,O,O,X,O,O,X,X,X,X
SOLTJZI,X,O,O,O,X,O,O,X,X,X,X
SOLTZIJ,X,O,O,O,X,O,O,X,X,X,X
SOLTZJI,X,O,O,O,X,O,O,X,X,O,X
SOLITJZ,X,O,X,O,X,X,O,X,X,X,O
SOLITZJ,X,O,X,O,X,X,O,X,X,X,O
SOLIJTZ,X,O,X,O,X,X,X,X,X,X,O
SOLIJZT,X,X,X,O,X,X,X,X,X,X,O
SOLIZTJ,X,X,X,X,X,X,X,X,X,X,O
SOLIZJT,X,X,X,O,X,X,X,X,X,X,O
SOLJTIZ,X,O,O,O,X,O,X,X,X,X,X
SOLJTZI,X,O,O,O,X,O,X,X,X,X,X
SOLJITZ,X,O,X,O,X,X,X,X,O,X,O
SOLJIZT,X,X,X,O,X,X,X,X,O,X,O
SOLJZTI,O,O,X,O,O,X,X,X,X,X,X
SOLJZIT,O,O,X,O,X,X,X,X,O,X,X
SOLZTIJ,O,O,X,O,X,X,X,X,X,X,X
SOLZTJI,O,O,X,O,O,X,X,X,X,O,X
SOLZITJ,O,O,X,X,X,X,X,X,X,X,O
SOLZIJT,O,O,X,O,X,X,X,X,X,X,O
SOLZJTI,O,O,X,O,O,X,X,X,X,X,X
SOLZJIT,O,O,X,O,X,X,X,X,X,X,X
SOJTILZ,X,X,O,O,X,O,X,X,O,X,X
SOJTIZL,X,X,X,X,X,X,X,X,O,X,X
SOJTLIZ,X,O,O,O,X,O,X,X,X,X,X
SOJTLZI,X,O,O,O,X,O,X,X,X,X,X
SOJTZIL,O,X,X,X,X,X,X,X,O,X,X
SOJTZLI,O,X,X,X,X,X,X,X,X,X,X
SOJITLZ,X,X,X,X,X,X,X,X,O,X,X
SOJITZL,X,X,X,X,X,X,X,X,O,X,O
SOJILTZ,X,O,X,O,X,X,X,X,O,X,O
