sequence,v115@8gA8HeB8HeG8AeD8BeH8Jex6IvhF8gBzcBuiBifBlm?B3pB,v115@8gA8HeB8HeG8AeD8BeH8Jem6IvhFfhB0cBldBxkBCn?BTpB,v115@8gA8HeB8HeG8AeD8BeH8Jex6IvhF0cBldB2kBzgBCn?B3pB,v115@8gA8HeB8HeG8AeD8BeH8Jei6IvhFRcBuiBFgBXhB8m?BTpB,v115@8gA8HeB8HeG8AeD8BeH8Jex6IvhFlcB3dBzgBCnBOp?B8pB,v115@8gA8HeB8HeG8AeD8BeH8JeU8IvhFRdBFgBTiBGmB/p?BipB,v115@8gA8HeB8HeG8AeD8BeH8Jel7IvhF3cBuiBifB8mBRq?BTpB,v115@8gA8HeB8HeG8AeD8BeH8Je8AJvhFRdBifBGiBXgBlm?BTpB,v115@8gA8HeB8HeG8AeD8BeH8JeK/IvhFUcBRdBFgBTiBGm?B3pB,v115@8gA8HeB8HeG8AeD8BeH8Jex7IvhFldBTgB/mBOpBUn?B6pB,v115@8gA8HeB8HeG8AeD8BeH8JeVBJvhF3dBzfBGmBZkBUn?BCqB,v115@8gA8HeB8HeG8AeD8BeH8JeK/IvhFzbBRdBUgBGiBlm?B3pB,v115@8gA8HeB8HeG8AeD8BeH8Jez7IvhFRdBUgBGiBlmB/p?BipB
JZSITLO,X,X,X,O,X,X,O,X,X,X,X,X,X
JZSITOL,O,X,X,O,X,O,O,X,X,X,O,X,X
JZSILTO,X,X,X,O,X,X,O,X,X,X,X,X,X
JZSILOT,X,X,X,O,X,X,O,X,X,X,X,X,X
JZSIOTL,X,X,X,O,X,O,O,X,X,X,O,X,X
JZSIOLT,X,X,X,O,X,O,O,X,X,X,X,X,X
JZSLTIO,O,X,X,O,X,X,O,O,X,X,X,X,X
JZSLTOI,O,X,X,O,X,O,X,O,X,X,X,X,X
JZSLITO,O,X,X,O,X,X,O,O,X,X,X,X,X
JZSLIOT,X,X,X,O,X,X,O,X,X,X,X,X,X
JZSLOTI,X,X,X,O,X,O,X,O,X,X,X,X,X
JZSLOIT,X,X,X,O,X,O,X,X,X,X,X,X,X
JZSOTIL,X,X,X,O,X,O,O,X,X,X,O,X,X
JZSOTLI,X,X,X,O,X,O,X,X,X,X,X,X,X
JZSOITL,X,X,X,O,X,O,O,X,X,X,O,X,X
JZSOILT,X,X,X,O,X,O,O,X,X,X,X,X,X
JZSOLTI,X,X,X,O,X,O,X,X,X,X,X,X,X
JZSOLIT,X,X,X,O,X,O,X,X,X,X,X,X,X
JZOTILS,O,X,O,O,X,X,X,X,X,X,X,X,X
JZOTISL,O,X,X,O,X,O,X,X,X,X,O,X,X
JZOTLIS,O,X,O,O,X,X,X,X,X,X,X,X,X
JZOTLSI,O,X,O,O,X,X,X,X,X,X,X,X,X
JZOTSIL,O,X,X,O,X,O,X,X,X,O,O,X,X
JZOTSLI,O,X,X,O,X,O,X,X,X,O,X,X,X
JZOITLS,O,X,O,O,X,X,O,X,X,X,X,X,X
JZOITSL,O,X,X,O,X,O,O,X,X,X,O,X,X
JZOILTS,X,X,O,O,X,X,O,X,X,X,X,X,X
JZOILST,X,X,O,O,X,O,O,X,X,X,X,X,X
JZOISTL,X,X,X,O,X,O,O,X,X,X,O,X,X
JZOISLT,X,X,O,O,X,O,O,X,X,X,X,X,X
JZOLTIS,O,X,O,O,X,X,X,O,X,X,X,X,X
JZOLTSI,O,X,O,O,X,X,X,O,X,X,X,X,X
JZOLITS,O,X,O,O,X,X,X,X,X,X,X,X,X
JZOLIST,X,X,O,O,X,O,X,X,X,X,X,X,X
JZOLSTI,X,X,O,O,X,O,X,O,X,X,X,X,X
JZOLSIT,X,X,O,O,X,O,X,X,X,X,X,X,X
JZOSTIL,X,X,X,O,X,O,O,X,X,X,O,X,X
JZOSTLI,X,X,X,O,X,O,X,X,X,X,X,X,X
JZOSITL,X,X,X,O,X,O,O,X,X,X,O,X,X
JZOSILT,X,X,O,O,X,O,O,X,X,X,X,X,X
JZOSLTI,X,X,O,O,X,O,X,X,X,X,X,X,X
JZOSLIT,X,X,O,O,X,O,X,X,X,X,X,X,X
JOTILSZ,X,X,O,X,X,X,X,X,X,X,O,X,X
JOTILZS,X,X,O,O,X,X,X,X,X,X,X,X,X
JOTISLZ,O,X,O,X,X,O,X,X,X,X,O,X,X
JOTISZL,O,X,X,X,X,O,X,X,X,X,O,X,X
JOTIZLS,O,X,O,X,X,X,X,X,X,X,X,X,X
JOTIZSL,O,X,X,X,X,O,X,X,X,X,O,X,X
JOTLISZ,X,X,O,X,X,X,X,X,X,X,O,X,X
JOTLIZS,X,X,O,O,X,X,X,X,X,X,X,X,X
JOTLSIZ,O,X,O,X,X,X,X,X,X,X,O,X,X
JOTLSZI,O,X,O,X,X,X,X,X,X,X,X,X,X
JOTLZIS,O,X,O,O,X,X,X,X,X,X,X,X,X
JOTLZSI,O,X,O,O,X,X,X,X,X,X,X,X,X
JOTSILZ,O,X,O,X,X,O,X,X,X,X,O,X,X
JOTSIZL,O,X,X,X,X,O,X,X,X,X,O,X,X
JOTSLIZ,O,X,O,X,X,O,X,X,X,X,O,X,X
JOTSLZI,O,X,O,X,X,O,X,X,X,X,X,X,X
JOTSZIL,O,X,X,X,X,O,X,X,X,X,O,X,X
JOTSZLI,O,X,X,X,X,O,X,X,X,X,X,X,X
JOTZILS,O,X,O,O,X,X,X,X,X,X,X,X,X
JOTZISL,O,X,X,X,X,O,X,X,X,X,O,X,X
JOTZLIS,O,X,O,O,X,X,X,X,X,X,X,X,X
JOTZLSI,O,X,O,O,X,X,X,X,X,X,X,X,X
JOTZSIL,O,X,X,O,X,O,X,X,X,O,O,X,X
JOTZSLI,O,X,X,O,X,O,X,X,X,O,X,X,X
JOITLSZ,X,X,O,X,X,X,X,X,X,X,O,X,X
JOITLZS,X,X,O,X,X,X,O,X,X,X,X,X,X
JOITSLZ,X,X,O,X,X,O,X,X,X,X,O,X,X
JOITSZL,X,X,X,X,X,O,X,X,X,X,O,X,X
JOITZLS,X,X,O,X,X,X,O,X,X,X,X,X,X
JOITZSL,X,X,X,X,X,O,O,X,X,X,O,X,X
JOILTSZ,X,X,O,X,O,X,X,X,O,X,O,X,X
JOILTZS,X,X,O,X,X,X,O,O,O,X,X,X,X
JOILSTZ,X,X,O,X,O,O,X,X,O,X,O,X,X
JOILSZT,X,X,O,X,X,O,X,X,O,X,X,X,X
JOILZTS,X,X,O,X,X,X,O,X,O,X,X,X,X
JOILZST,X,X,O,X,X,O,O,X,O,X,X,X,X
JOISTLZ,X,X,O,X,X,O,X,X,X,X,O,X,X
JOISTZL,X,X,X,X,X,O,X,X,X,O,O,X,X
JOISLTZ,X,X,O,X,O,O,X,X,X,X,O,X,X
JOISLZT,X,X,O,X,X,O,X,X,X,O,X,X,X
JOISZTL,X,X,X,X,X,O,X,X,X,O,O,X,X
JOISZLT,X,X,O,X,X,O,X,X,X,O,X,X,X
JOIZTLS,X,X,O,X,X,X,O,X,X,X,X,X,X
JOIZTSL,X,X,X,X,X,O,O,X,X,X,O,X,X
JOIZLTS,X,X,O,X,X,X,O,X,X,X,X,X,X
JOIZLST,X,X,O,X,X,O,O,X,X,X,X,X,X
JOIZSTL,X,X,X,X,X,O,O,X,X,X,O,X,X
JOIZSLT,X,X,O,X,X,O,O,X,X,X,X,X,X
JOLTISZ,X,X,O,X,O,X,X,X,O,X,O,X,X
JOLTIZS,O,X,O,X,X,X,O,O,O,X,X,X,X
JOLTSIZ,X,X,O,X,O,X,X,X,O,X,O,X,X
JOLTSZI,O,X,O,X,O,X,X,X,O,X,X,X,X
JOLTZIS,O,X,O,X,O,X,X,O,O,X,X,X,X
JOLTZSI,O,X,O,X,O,X,O,O,O,X,X,X,X
JOLITSZ,X,X,O,X,O,X,X,X,O,X,O,X,X
JOLITZS,X,X,O,X,X,X,O,O,O,X,X,X,X
JOLISTZ,X,X,O,X,O,O,X,X,O,X,O,X,X
JOLISZT,X,X,O,X,X,O,X,X,O,X,X,X,X
JOLIZTS,O,X,O,X,X,X,O,X,O,X,X,X,X
JOLIZST,X,X,O,X,X,O,O,X,O,X,X,X,X
JOLSTIZ,X,X,O,X,O,O,X,X,O,X,O,X,X
JOLSTZI,X,X,O,X,O,O,X,X,O,X,X,X,X
JOLSITZ,X,X,O,X,O,O,X,X,O,X,O,X,X
JOLSIZT,X,X,O,X,X,O,X,X,O,X,X,X,X
JOLSZTI,X,X,O,X,O,O,X,X,O,X,X,X,X
JOLSZIT,X,X,O,X,O,O,X,X,O,X,X,X,X
JOLZTIS,O,X,O,X,O,X,X,O,O,X,X,O,X
JOLZTSI,O,X,O,X,O,X,O,O,O,X,X,O,X
JOLZITS,O,X,O,X,O,X,X,X,O,X,X,O,X
JOLZIST,X,X,O,X,O,O,X,X,O,X,X,X,X
JOLZSTI,X,X,O,X,O,O,O,O,O,X,X,O,X
JOLZSIT,X,X,O,X,O,O,X,X,O,X,X,X,X
JOSTILZ,X,X,O,X,X,O,X,X,X,X,O,X,X
JOSTIZL,X,X,X,X,X,O,X,X,X,O,O,X,X
JOSTLIZ,X,X,O,X,X,O,X,X,X,X,O,X,X
JOSTLZI,X,X,O,X,X,O,X,X,X,X,X,X,X
JOSTZIL,X,X,X,X,X,O,X,X,X,O,O,X,X
JOSTZLI,X,X,X,X,X,O,X,X,X,O,X,X,X
JOSITLZ,X,X,O,X,X,O,X,X,X,X,O,X,X
JOSITZL,X,X,X,X,X,O,X,X,X,O,O,X,X
JOSILTZ,X,X,O,X,O,O,X,X,X,X,O,X,X
JOSILZT,X,X,O,X,X,O,X,X,X,O,X,X,X
JOSIZTL,X,X,X,X,X,O,X,X,X,O,O,X,X
JOSIZLT,X,X,O,X,X,O,X,X,X,O,X,X,X
JOSLTIZ,X,X,O,X,O,O,X,X,X,X,O,X,X
JOSLTZI,X,X,O,X,O,O,X,X,X,X,X,X,X
JOSLITZ,X,X,O,X,O,O,X,X,X,X,O,X,X
JOSLIZT,X,X,O,X,X,O,X,X,X,O,X,X,X
JOSLZTI,X,X,O,X,O,O,X,X,X,O,X,X,X
JOSLZIT,X,X,O,X,O,O,X,X,X,O,X,X,X
JOSZTIL,X,X,X,X,X,O,X,X,X,O,O,X,X
JOSZTLI,X,X,X,X,X,O,X,X,X,O,X,X,X
JOSZITL,X,X,X,X,X,O,X,X,X,O,O,X,X
JOSZILT,X,X,O,X,X,O,X,X,X,O,X,X,X
JOSZLTI,X,X,O,X,X,O,X,X,X,O,X,X,X
JOSZLIT,X,X,O,X,X,O,X,X,X,O,X,X,X
JOZTILS,O,X,O,O,X,X,X,X,X,X,X,X,X
JOZTISL,O,X,X,O,X,O,X,X,X,X,O,X,X
JOZTLIS,O,X,O,O,X,X,X,X,X,X,X,X,X
JOZTLSI,O,X,O,O,X,X,X,X,X,X,X,X,X
JOZTSIL,O,X,X,O,X,O,X,X,X,O,O,X,X
JOZTSLI,O,X,X,O,X,O,X,X,X,O,X,X,X
JOZITLS,O,X,O,O,X,X,O,X,X,X,X,X,X
JOZITSL,O,X,X,O,X,O,O,X,X,X,O,X,X
JOZILTS,X,X,O,O,X,X,O,X,X,X,X,X,X
JOZILST,X,X,O,O,X,O,O,X,X,X,X,X,X
JOZISTL,X,X,X,O,X,O,O,X,X,X,O,X,X
JOZISLT,X,X,O,O,X,O,O,X,X,X,X,X,X
JOZLTIS,O,X,O,O,X,X,X,O,X,X,X,X,X
JOZLTSI,O,X,O,O,X,X,X,O,X,X,X,X,X
JOZLITS,O,X,O,O,X,X,X,X,X,X,X,X,X
JOZLIST,X,X,O,O,X,O,X,X,X,X,X,X,X
JOZLSTI,X,X,O,O,X,O,X,O,X,X,X,X,X
JOZLSIT,X,X,O,O,X,O,X,X,X,X,X,X,X
JOZSTIL,X,X,X,O,X,O,O,X,X,X,O,X,X
JOZSTLI,X,X,X,O,X,O,X,X,X,X,X,X,X
JOZSITL,X,X,X,O,X,O,O,X,X,X,O,X,X
JOZSILT,X,X,O,O,X,O,O,X,X,X,X,X,X
JOZSLTI,X,X,O,O,X,O,X,X,X,X,X,X,X
JOZSLIT,X,X,O,O,X,O,X,X,X,X,X,X,X
STILJZO,O,O,X,O,X,X,X,X,X,X,X,X,O
STILJOZ,O,O,X,X,X,X,X,X,X,X,X,X,X
STILZJO,O,O,X,X,X,X,X,X,X,X,X,X,O
STILZOJ,O,O,X,X,X,X,X,X,X,X,X,X,X
STILOJZ,O,O,X,X,X,X,X,X,X,X,X,X,X
STILOZJ,O,O,X,X,X,X,X,X,X,X,X,X,X
STIJLZO,O,O,X,O,X,X,X,X,X,X,X,X,O
STIJLOZ,O,O,X,X,X,X,X,X,X,X,X,X,X
STIJZLO,O,O,X,X,X,X,X,X,X,X,X,X,O
STIJZOL,O,X,X,X,X,X,X,X,X,X,X,X,O
STIJOLZ,O,O,X,X,X,X,X,X,X,X,X,X,X
STIJOZL,O,X,X,X,X,X,X,X,X,X,X,X,O
STIZLJO,O,O,X,X,X,X,X,X,X,X,X,X,O
STIZLOJ,O,O,X,X,X,X,X,X,X,O,X,X,X
STIZJLO,O,O,X,X,X,X,X,X,X,X,X,X,O
STIZJOL,O,X,X,X,X,X,X,X,X,O,X,X,O
STIZOLJ,O,X,X,X,X,X,X,X,X,O,X,X,X
STIZOJL,O,X,X,X,X,X,X,X,X,O,X,X,O
STIOLJZ,O,O,X,X,X,X,X,X,X,X,X,X,X
STIOLZJ,O,O,X,X,X,X,X,X,X,X,X,X,X
STIOJLZ,O,O,X,X,X,X,X,X,X,X,X,X,X
STIOJZL,O,X,X,X,X,X,X,X,X,O,X,X,O
STIOZLJ,O,X,X,X,X,X,X,X,X,O,X,X,X
STIOZJL,O,X,X,X,X,X,X,X,X,O,X,X,O
STLIJZO,O,O,X,O,X,X,X,X,X,X,X,X,O
STLIJOZ,O,O,X,X,X,X,X,X,X,X,X,X,X
STLIZJO,O,O,X,X,O,X,X,X,X,X,X,X,O
STLIZOJ,O,O,X,X,O,X,X,X,X,X,X,X,X
STLIOJZ,O,O,X,X,O,X,X,X,X,X,X,X,X
STLIOZJ,O,O,X,X,O,X,X,X,X,X,X,X,X
STLJIZO,O,O,X,O,X,X,X,X,X,X,X,X,O
STLJIOZ,O,O,X,X,X,X,X,X,X,X,X,X,X
STLJZIO,O,O,X,O,O,X,X,X,X,X,X,X,O
STLJZOI,O,X,X,O,O,X,X,X,X,X,X,X,O
STLJOIZ,O,X,X,X,O,X,X,X,X,X,X,X,X
STLJOZI,O,X,X,X,O,X,X,X,X,X,X,X,X
STLZIJO,O,O,X,O,O,X,X,X,X,X,X,X,O
STLZIOJ,O,O,X,O,O,X,X,X,X,X,X,X,X
STLZJIO,O,O,X,O,O,X,X,X,X,X,X,X,O
STLZJOI,O,X,X,O,O,X,X,X,X,X,X,X,O
STLZOIJ,O,O,X,O,O,X,X,X,X,X,X,X,X
STLZOJI,O,X,X,O,O,X,X,X,X,X,X,X,O
STLOIJZ,O,O,X,X,O,X,X,X,X,X,X,X,X
STLOIZJ,O,O,X,X,O,X,X,X,X,X,X,X,X
STLOJIZ,O,X,X,X,O,X,X,X,X,X,X,X,X
STLOJZI,O,X,X,X,O,X,X,X,X,X,X,X,X
STLOZIJ,O,O,X,X,O,X,X,X,X,X,X,X,X
STLOZJI,O,X,X,X,O,X,X,X,X,X,X,X,X
STJILZO,O,O,X,O,X,X,X,X,X,X,X,X,O
STJILOZ,O,O,X,X,X,X,X,X,X,X,O,X,X
STJIZLO,O,O,X,X,X,X,X,X,X,X,X,X,O
STJIZOL,O,X,X,X,X,X,X,X,X,X,O,X,O
STJIOLZ,O,O,O,X,X,X,X,X,X,X,O,X,X
STJIOZL,O,X,X,X,X,X,X,X,X,X,O,X,O
STJLIZO,O,O,X,O,X,X,X,X,X,X,X,X,O
STJLIOZ,O,O,X,X,X,X,X,X,X,X,O,X,X
STJLZIO,O,O,X,O,X,X,X,X,X,X,X,X,O
STJLZOI,O,X,X,O,X,X,X,X,X,X,X,X,O
STJLOIZ,O,X,X,X,X,X,X,X,X,X,O,X,X
STJLOZI,O,X,X,X,X,X,X,X,X,X,X,X,X
STJZILO,O,X,X,O,X,X,X,X,X,X,X,X,O
STJZIOL,O,X,X,O,X,X,X,X,X,O,O,X,O
STJZLIO,O,X,X,O,X,X,X,X,X,X,X,X,O
STJZLOI,O,X,X,O,X,X,X,X,X,O,X,X,O
STJZOIL,O,X,X,O,X,X,X,X,X,O,O,X,O
STJZOLI,O,X,X,O,X,X,X,X,X,O,X,X,O
STJOILZ,O,X,O,X,X,X,X,X,X,X,O,X,X
STJOIZL,O,X,X,X,X,X,X,X,X,O,O,X,O
STJOLIZ,O,X,O,X,X,X,X,X,X,X,O,X,X
STJOLZI,O,X,O,X,X,X,X,X,X,X,X,X,X
STJOZIL,O,X,X,X,X,X,X,X,X,O,O,X,O
STJOZLI,O,X,X,X,X,X,X,X,X,O,X,X,O
STZILJO,O,O,X,O,X,X,X,X,X,X,X,X,O
STZILOJ,O,O,X,O,X,X,X,X,X,O,X,X,X
STZIJLO,O,O,X,O,X,X,X,X,X,X,X,X,O
STZIJOL,O,X,X,O,X,X,X,X,X,O,X,X,O
STZIOLJ,O,X,X,O,X,X,X,X,X,O,X,X,X
STZIOJL,O,X,X,O,X,X,X,X,X,O,X,X,O
STZLIJO,O,O,X,O,X,X,X,X,X,X,X,X,O
STZLIOJ,O,O,X,O,X,X,X,X,X,O,X,X,X
STZLJIO,O,O,X,O,X,X,X,X,X,X,X,X,O
STZLJOI,O,X,X,O,X,X,X,X,X,O,X,X,O
STZLOIJ,O,O,X,O,X,X,X,X,X,O,X,X,X
STZLOJI,O,X,X,O,X,X,X,X,X,O,X,X,O
STZJILO,O,X,X,O,X,X,X,X,X,X,X,X,O
STZJIOL,O,X,X,O,X,X,X,X,X,O,X,X,O
STZJLIO,O,X,X,O,X,X,X,X,X,X,X,X,O
STZJLOI,O,X,X,O,X,X,X,X,X,O,X,X,O
STZJOIL,O,X,X,O,X,X,X,X,X,O,X,X,O
STZJOLI,O,X,X,O,X,X,X,X,X,O,X,X,O
STZOILJ,O,X,X,O,X,X,X,X,X,O,X,X,X
STZOIJL,O,X,X,O,X,X,X,X,X,O,X,X,O
STZOLIJ,O,X,X,O,X,X,X,X,X,O,X,X,X
STZOLJI,O,X,X,O,X,X,X,X,X,O,X,X,O
STZOJIL,O,X,X,O,X,X,X,X,X,O,X,X,O
STZOJLI,O,X,X,O,X,X,X,X,X,O,X,X,O
STOILJZ,O,O,X,X,O,X,X,X,X,X,X,X,X
STOILZJ,O,O,O,X,O,X,X,X,X,X,X,X,X
STOIJLZ,O,O,X,X,X,X,X,X,X,X,X,X,X
STOIJZL,O,X,X,X,X,X,X,X,X,O,X,X,O
STOIZLJ,O,X,X,X,X,X,X,X,X,O,X,X,X
STOIZJL,O,X,X,X,X,X,X,X,X,O,X,X,O
STOLIJZ,O,O,X,X,O,X,X,X,X,X,X,X,X
STOLIZJ,O,O,O,X,O,X,X,X,X,X,X,X,X
STOLJIZ,O,X,O,X,O,X,X,X,X,X,X,X,X
STOLJZI,O,X,O,X,O,X,X,X,X,X,X,X,X
STOLZIJ,O,O,O,X,O,X,X,X,X,X,X,X,X
STOLZJI,O,X,O,X,O,X,X,X,X,X,X,X,X
STOJILZ,O,X,O,X,X,X,X,X,X,X,O,X,X
STOJIZL,O,X,X,X,X,X,X,X,X,O,O,X,O
STOJLIZ,O,X,O,X,X,X,X,X,X,X,O,X,X
STOJLZI,O,X,O,X,X,X,X,X,X,X,X,X,X
STOJZIL,O,X,X,X,X,X,X,X,X,O,O,X,O
STOJZLI,O,X,X,X,X,X,X,X,X,O,X,X,O
STOZILJ,O,X,X,X,X,X,X,X,X,O,X,X,X
STOZIJL,O,X,X,X,X,X,X,X,X,O,X,X,O
STOZLIJ,O,X,X,X,X,X,X,X,X,O,X,X,X
STOZLJI,O,X,X,X,X,X,X,X,X,O,X,X,O
STOZJIL,O,X,X,X,X,X,X,X,X,O,X,X,O
STOZJLI,O,X,X,X,X,X,X,X,X,O,X,X,O
SITLJZO,X,O,X,X,X,X,O,X,X,X,X,X,O
SITLJOZ,X,O,X,X,X,X,X,X,X,X,X,X,X
SITLZJO,X,O,X,X,X,X,O,X,X,X,X,X,O
SITLZOJ,X,O,X,X,X,X,O,X,X,X,X,X,X
SITLOJZ,X,O,X,X,X,X,X,X,X,X,X,X,X
SITLOZJ,X,O,X,X,X,X,X,X,X,X,X,X,X
SITJLZO,X,O,X,X,X,X,O,X,X,X,X,X,O
SITJLOZ,X,O,X,X,X,X,X,X,X,X,X,X,X
SITJZLO,X,O,X,X,X,X,O,X,X,X,X,X,O
SITJZOL,X,X,X,X,X,X,O,X,X,X,X,X,O
SITJOLZ,X,O,X,X,X,X,X,X,X,X,X,X,X
SITJOZL,X,X,X,X,X,X,X,X,X,X,X,X,O
SITZLJO,X,O,X,X,X,X,O,X,X,X,X,X,O
SITZLOJ,X,O,X,X,X,X,O,X,X,O,X,X,X
SITZJLO,X,O,X,X,X,X,O,X,X,X,X,X,O
SITZJOL,X,X,X,X,X,X,O,X,X,O,X,X,O
SITZOLJ,X,X,X,X,X,X,O,X,X,O,X,X,X
SITZOJL,X,X,X,X,X,X,O,X,X,O,X,X,O
SITOLJZ,X,O,X,X,X,X,X,X,X,X,X,X,X
SITOLZJ,X,O,X,X,X,X,X,X,X,X,X,X,X
SITOJLZ,X,O,X,X,X,X,X,X,X,X,X,X,X
SITOJZL,X,X,X,X,X,X,X,X,X,O,X,X,O
SITOZLJ,X,X,X,X,X,X,X,X,X,O,X,X,X
SITOZJL,X,X,X,X,X,X,X,X,X,O,X,X,O
SILTJZO,X,O,X,X,X,X,O,O,X,X,X,O,X
SILTJOZ,X,O,X,X,X,X,X,X,X,X,X,O,X
SILTZJO,X,O,X,X,O,X,O,X,X,X,X,O,X
SILTZOJ,X,O,X,X,O,X,O,X,X,X,X,X,X
SILTOJZ,X,O,X,X,O,X,X,X,X,X,X,X,X
SILTOZJ,X,O,X,X,O,X,X,X,X,X,X,X,X
SILJTZO,X,O,X,X,X,X,O,O,X,X,X,X,X
SILJTOZ,X,O,X,X,X,X,X,X,X,X,X,X,X
SILJZTO,X,O,X,X,X,X,O,X,X,X,X,X,X
SILJZOT,X,O,X,X,X,X,O,X,X,X,X,X,X
SILJOTZ,X,O,X,X,X,X,X,X,X,X,X,X,X
SILJOZT,X,O,X,X,X,X,X,X,X,X,X,X,X
SILZTJO,X,O,X,X,O,X,O,X,X,X,X,O,X
SILZTOJ,X,O,X,X,O,X,O,X,X,O,X,X,X
SILZJTO,X,O,X,X,O,X,O,X,X,X,X,X,X
SILZJOT,X,O,X,X,O,X,O,X,X,X,X,X,X
SILZOTJ,X,O,X,X,O,X,O,X,X,O,X,X,X
SILZOJT,X,O,X,X,O,X,O,X,X,O,X,X,X
SILOTJZ,X,O,X,X,O,X,X,X,X,X,X,X,X
SILOTZJ,X,O,X,X,O,X,X,X,X,X,X,X,X
SILOJTZ,X,O,X,X,O,X,X,X,O,X,X,X,X
SILOJZT,X,O,X,X,X,X,X,X,O,O,X,X,X
SILOZTJ,X,O,X,X,O,X,X,X,X,O,X,X,X
SILOZJT,X,O,X,X,O,X,X,X,X,O,X,X,X
SIJTLZO,X,O,X,X,X,X,O,X,X,X,X,X,X
SIJTLOZ,X,O,X,X,X,X,X,X,X,X,O,X,X
SIJTZLO,X,O,X,X,X,X,O,X,X,X,X,X,X
SIJTZOL,X,X,X,X,X,X,O,X,X,X,O,X,X
SIJTOLZ,X,O,X,X,X,X,X,X,X,X,O,X,X
SIJTOZL,X,X,X,X,X,X,X,X,X,X,O,X,X
SIJLTZO,X,O,X,X,X,X,O,O,X,X,X,X,X
SIJLTOZ,X,O,X,X,X,X,X,X,X,X,O,X,X
SIJLZTO,X,O,X,X,X,X,O,X,X,X,X,X,X
SIJLZOT,X,O,X,X,X,X,O,X,X,X,X,X,X
SIJLOTZ,X,O,X,X,X,X,X,X,X,X,O,X,X
SIJLOZT,X,O,X,X,X,X,X,X,X,X,X,X,X
SIJZTLO,X,O,X,X,X,X,O,X,X,X,X,X,X
SIJZTOL,X,X,X,X,X,X,O,X,X,O,O,X,X
SIJZLTO,X,O,X,X,X,X,O,X,X,X,X,X,X
SIJZLOT,X,O,X,X,X,X,O,X,X,X,X,X,X
SIJZOTL,X,X,X,X,X,X,O,X,X,O,O,X,X
SIJZOLT,X,O,X,X,X,X,O,X,X,O,X,X,X
SIJOTLZ,X,O,X,X,X,X,X,X,X,X,O,X,X
SIJOTZL,X,X,X,X,X,X,X,X,X,O,O,X,X
SIJOLTZ,X,O,X,X,X,X,X,X,X,X,O,X,X
SIJOLZT,X,O,X,X,X,X,X,X,X,O,X,X,X
SIJOZTL,X,X,X,X,X,X,X,X,X,O,O,X,X
SIJOZLT,X,O,X,X,X,X,X,X,X,O,X,X,X
SIZTLJO,X,O,X,X,X,X,O,X,X,X,X,X,X
SIZTLOJ,X,O,X,X,X,X,O,X,X,O,X,X,X
SIZTJLO,X,O,X,X,X,X,O,X,X,X,X,X,X
SIZTJOL,X,X,X,X,X,X,O,X,X,O,X,X,X
SIZTOLJ,X,X,X,X,X,X,O,X,X,O,X,X,X
SIZTOJL,X,X,X,X,X,X,O,X,X,O,X,X,X
SIZLTJO,X,O,X,X,X,X,O,X,X,X,X,X,X
SIZLTOJ,X,O,X,X,X,X,O,X,X,O,X,X,X
SIZLJTO,X,O,X,X,X,X,O,X,X,X,X,X,X
SIZLJOT,X,O,X,X,X,X,O,X,X,X,X,X,X
SIZLOTJ,X,O,X,X,X,X,O,X,X,O,X,X,X
SIZLOJT,X,O,X,X,X,X,O,X,X,O,X,X,X
SIZJTLO,X,O,X,X,X,X,O,X,X,X,X,X,X
SIZJTOL,X,X,X,X,X,X,O,X,X,O,X,X,X
SIZJLTO,X,O,X,X,X,X,O,X,X,X,X,X,X
SIZJLOT,X,O,X,X,X,X,O,X,X,X,X,X,X
SIZJOTL,X,X,X,X,X,X,O,X,X,O,X,X,X
SIZJOLT,X,O,X,X,X,X,O,X,X,O,X,X,X
SIZOTLJ,X,X,X,X,X,X,O,X,X,O,X,X,X
SIZOTJL,X,X,X,X,X,X,O,X,X,O,X,X,X
SIZOLTJ,X,O,X,X,X,X,O,X,X,O,X,X,X
SIZOLJT,X,O,X,X,X,X,O,X,X,O,X,X,X
SIZOJTL,X,X,X,X,X,X,O,X,X,O,X,X,X
SIZOJLT,X,O,X,X,X,X,O,X,X,O,X,X,X
SIOTLJZ,X,O,X,X,O,X,X,X,X,X,X,X,X
SIOTLZJ,X,O,X,X,O,X,X,X,X,X,X,X,X
SIOTJLZ,X,O,X,X,X,X,X,X,X,X,X,X,X
SIOTJZL,X,X,X,X,X,X,X,X,X,O,X,X,X
SIOTZLJ,X,X,X,X,X,X,X,X,X,O,X,X,X
SIOTZJL,X,X,X,X,X,X,X,X,X,O,X,X,X
SIOLTJZ,X,O,X,X,O,X,X,X,X,X,X,X,X
SIOLTZJ,X,O,X,X,O,X,X,X,X,X,X,X,X
SIOLJTZ,X,O,X,X,O,X,X,X,O,X,X,X,X
SIOLJZT,X,O,X,X,X,X,X,X,O,O,X,X,X
SIOLZTJ,X,O,X,X,O,X,X,X,X,O,X,X,X
SIOLZJT,X,O,X,X,O,X,X,X,X,O,X,X,X
SIOJTLZ,X,O,X,X,X,O,X,X,X,X,O,X,X
SIOJTZL,X,X,X,X,X,O,X,X,X,O,O,X,X
SIOJLTZ,X,O,X,X,O,O,X,X,X,X,O,X,X
SIOJLZT,X,O,X,X,X,O,X,X,X,O,X,X,X
SIOJZTL,X,X,X,X,X,O,X,X,X,O,O,X,X
SIOJZLT,X,O,X,X,X,O,X,X,X,O,X,X,X
