sequence,v115@0gA8DeA8DeA8CeB8DeA8CeC8CeB8BeB8CeH8AeA8Je?Z/IvhFTbBOhBfjB6jB0lBFtB,v115@0gA8DeA8DeA8CeB8DeA8CeC8CeB8BeB8CeH8AeA8Je?Z/IvhFOgBXcBSjBUjBzlBFtB,v115@0gA8DeA8DeA8CeB8DeA8CeC8CeB8BeB8CeH8AeA8Je?Z/IvhFOhBfjB6jBTgB0lBFtB,v115@0gA8DeA8DeA8CeB8DeA8CeC8CeB8BeB8CeH8AeA8Je?Z/IvhFTbBGeBylBUjBXmBFtB,v115@0gA8DeA8DeA8CeB8DeA8CeC8CeB8BeB8CeH8AeA8Je?Z/IvhFXcBCeB2lBTjB0lBFtB,v115@0gA8DeA8DeA8CeB8DeA8CeC8CeB8BeB8CeH8AeA8Je?Z/IvhFOgBXcBFjBzlBctBCtB,v115@0gA8DeA8DeA8CeB8DeA8CeC8CeB8BeB8CeH8AeA8Je?Z/IvhF0bBCeB/lBTjBOmBFtB,v115@0gA8DeA8DeA8CeB8DeA8CeC8CeB8BeB8CeH8AeA8Je?Z/IvhFWjBigBXhBTjB0lBFtB,v115@0gA8DeA8DeA8CeB8DeA8CeC8CeB8BeB8CeH8AeA8Je?Z/IvhFWjBigB0gBTjBXmBFtB
SOJLTIZ,X,O,O,X,X,X,X,X,X
SOJLTZI,X,O,X,X,X,X,X,X,X
SOJLITZ,X,O,O,X,X,X,X,X,X
SOJLIZT,O,O,O,X,X,O,X,X,X
SOJLZTI,O,X,X,X,X,O,X,X,X
SOJLZIT,O,O,O,X,X,O,X,X,X
SOJZTIL,O,O,X,X,X,O,X,X,X
SOJZTLI,O,O,X,X,X,O,X,X,X
SOJZITL,O,O,X,X,X,O,X,X,X
SOJZILT,O,O,O,X,X,O,X,X,X
SOJZLTI,O,X,X,X,X,O,X,X,X
SOJZLIT,O,O,O,X,X,O,X,X,X
SOZTILJ,O,O,X,X,X,O,O,X,X
SOZTIJL,O,O,X,X,X,O,O,X,X
SOZTLIJ,O,O,X,X,X,O,O,X,X
SOZTLJI,O,O,X,X,X,O,O,X,X
SOZTJIL,O,O,X,X,X,O,O,X,X
SOZTJLI,O,O,X,X,X,O,O,X,X
SOZITLJ,O,O,X,X,X,O,O,X,X
SOZITJL,O,O,X,X,X,O,O,X,X
SOZILTJ,O,X,X,X,X,O,X,X,X
SOZILJT,O,O,O,X,X,O,X,X,X
SOZIJTL,O,O,X,X,X,O,X,X,X
SOZIJLT,O,O,O,X,X,O,X,X,X
SOZLTIJ,O,X,X,X,X,O,X,X,X
SOZLTJI,O,X,X,X,X,O,X,X,X
SOZLITJ,O,X,X,X,X,O,X,X,X
SOZLIJT,O,O,O,X,X,O,X,X,X
SOZLJTI,O,X,X,X,X,O,X,X,X
SOZLJIT,O,O,O,X,X,O,X,X,X
SOZJTIL,O,O,X,X,X,O,X,X,X
SOZJTLI,O,O,X,X,X,O,X,X,X
SOZJITL,O,O,X,X,X,O,X,X,X
SOZJILT,O,O,O,X,X,O,X,X,X
SOZJLTI,O,X,X,X,X,O,X,X,X
SOZJLIT,O,O,O,X,X,O,X,X,X
ZTILJSO,O,O,X,O,X,X,X,O,O
ZTILJOS,O,X,X,O,X,X,X,O,O
ZTILSJO,O,O,X,O,X,X,X,X,X
ZTILSOJ,O,X,X,O,X,X,X,X,X
ZTILOJS,O,O,X,O,X,O,X,X,X
ZTILOSJ,O,O,X,O,X,O,X,X,X
ZTIJLSO,O,O,X,O,X,X,X,O,O
ZTIJLOS,O,X,X,O,X,X,X,O,O
ZTIJSLO,O,O,O,O,X,X,X,X,X
ZTIJSOL,O,X,O,X,O,X,X,X,X
ZTIJOLS,O,X,X,O,O,O,X,X,X
ZTIJOSL,O,X,O,X,O,O,X,X,X
ZTISLJO,O,O,O,O,X,X,X,X,X
ZTISLOJ,O,X,O,O,X,X,O,X,X
ZTISJLO,O,O,O,O,X,X,X,X,X
ZTISJOL,O,X,O,X,O,X,O,X,X
ZTISOLJ,O,X,O,X,O,O,O,X,X
ZTISOJL,O,X,O,X,O,O,O,X,X
ZTIOLJS,O,O,X,O,O,O,X,X,X
ZTIOLSJ,O,O,X,O,O,O,O,X,X
ZTIOJLS,O,O,X,O,O,O,X,X,X
ZTIOJSL,O,O,O,X,O,O,X,X,X
ZTIOSLJ,O,O,O,X,O,O,O,X,X
ZTIOSJL,O,O,O,X,O,O,O,X,X
ZTLIJSO,O,O,X,O,X,X,X,O,O
ZTLIJOS,O,X,X,O,X,X,X,O,O
ZTLISJO,O,O,X,O,X,X,X,X,X
ZTLISOJ,O,X,X,O,X,X,X,X,X
ZTLIOJS,O,O,X,O,X,O,X,X,X
ZTLIOSJ,O,O,X,O,X,O,X,X,X
ZTLJISO,O,O,X,O,X,X,X,O,O
ZTLJIOS,O,X,X,O,X,X,X,O,O
ZTLJSIO,O,O,X,O,X,X,X,X,X
ZTLJSOI,O,X,X,O,X,X,X,X,X
ZTLJOIS,O,X,X,O,X,X,X,X,X
ZTLJOSI,O,X,X,O,X,X,X,X,X
ZTLSIJO,O,O,X,O,X,X,X,X,X
ZTLSIOJ,O,X,X,O,X,X,X,X,X
ZTLSJIO,O,O,X,O,X,X,X,X,X
ZTLSJOI,O,X,X,O,X,X,X,X,X
ZTLSOIJ,O,X,X,O,X,X,X,X,X
ZTLSOJI,O,X,X,O,X,X,X,X,X
ZTLOIJS,O,O,X,O,X,O,X,X,X
ZTLOISJ,O,O,X,O,X,O,X,X,X
ZTLOJIS,O,O,X,O,X,O,X,X,X
ZTLOJSI,O,O,X,O,X,O,X,X,X
ZTLOSIJ,O,O,X,O,X,O,X,X,X
ZTLOSJI,O,O,X,O,X,O,X,X,X
ZTJILSO,O,O,X,O,X,X,X,O,O
ZTJILOS,O,X,X,O,X,X,X,O,O
ZTJISLO,O,O,O,O,X,X,X,X,X
ZTJISOL,O,X,O,X,O,X,X,X,X
ZTJIOLS,O,X,X,O,O,O,X,X,X
ZTJIOSL,O,X,O,X,O,O,X,X,X
ZTJLISO,O,O,X,O,X,X,X,O,O
ZTJLIOS,O,X,X,O,X,X,X,O,O
ZTJLSIO,O,O,X,O,X,X,X,X,X
ZTJLSOI,O,X,X,O,X,X,X,X,X
ZTJLOIS,O,X,X,O,X,X,X,X,X
ZTJLOSI,O,X,X,O,X,X,X,X,X
ZTJSILO,O,O,O,O,X,X,X,X,X
ZTJSIOL,O,X,O,X,O,X,X,X,X
ZTJSLIO,O,O,O,O,X,X,X,X,X
ZTJSLOI,O,X,O,O,X,X,X,X,X
ZTJSOIL,O,X,O,X,O,X,X,X,X
ZTJSOLI,O,X,O,X,O,X,X,X,X
ZTJOILS,O,X,X,O,O,O,X,X,X
ZTJOISL,O,X,O,X,O,O,X,X,X
ZTJOLIS,O,X,X,O,O,O,X,X,X
ZTJOLSI,O,X,X,O,O,O,X,X,X
ZTJOSIL,O,X,O,X,O,O,X,X,X
ZTJOSLI,O,X,O,X,O,O,X,X,X
ZTSILJO,O,O,O,O,X,X,X,X,X
ZTSILOJ,O,X,O,O,X,X,O,X,X
ZTSIJLO,O,O,O,O,X,X,X,X,X
ZTSIJOL,O,X,O,X,O,X,O,X,X
ZTSIOLJ,O,X,O,X,O,O,O,X,X
ZTSIOJL,O,X,O,X,O,O,O,X,X
ZTSLIJO,O,O,O,O,X,X,X,X,X
ZTSLIOJ,O,X,O,O,X,X,O,X,X
ZTSLJIO,O,O,O,O,X,X,X,X,X
ZTSLJOI,O,X,O,O,X,X,X,X,X
ZTSLOIJ,O,X,O,O,X,X,O,X,X
ZTSLOJI,O,X,O,O,X,X,O,X,X
ZTSJILO,O,O,O,O,X,X,X,X,X
ZTSJIOL,O,X,O,X,O,X,O,X,X
ZTSJLIO,O,O,O,O,X,X,X,X,X
ZTSJLOI,O,X,O,O,X,X,X,X,X
ZTSJOIL,O,X,O,X,O,X,O,X,X
ZTSJOLI,O,X,O,X,O,X,O,X,X
ZTSOILJ,O,X,O,X,O,O,O,X,X
ZTSOIJL,O,X,O,X,O,O,O,X,X
ZTSOLIJ,O,X,O,X,O,O,O,X,X
ZTSOLJI,O,X,O,X,O,O,O,X,X
ZTSOJIL,O,X,O,X,O,O,O,X,X
ZTSOJLI,O,X,O,X,O,O,O,X,X
ZTOILJS,O,O,X,O,O,O,X,X,X
ZTOILSJ,O,O,X,O,O,O,O,X,X
ZTOIJLS,O,O,X,O,O,O,X,X,X
ZTOIJSL,O,O,O,X,O,O,X,X,X
ZTOISLJ,O,O,O,X,O,O,O,X,X
ZTOISJL,O,O,O,X,O,O,O,X,X
ZTOLIJS,O,O,X,O,O,O,X,X,X
ZTOLISJ,O,O,X,O,O,O,O,X,X
ZTOLJIS,O,O,X,O,O,O,X,X,X
ZTOLJSI,O,O,X,O,O,O,X,X,X
ZTOLSIJ,O,O,X,O,O,O,O,X,X
ZTOLSJI,O,O,X,O,O,O,O,X,X
ZTOJILS,O,O,X,O,O,O,X,X,X
ZTOJISL,O,O,O,X,O,O,X,X,X
ZTOJLIS,O,O,X,O,O,O,X,X,X
ZTOJLSI,O,O,X,O,O,O,X,X,X
ZTOJSIL,O,O,O,X,O,O,X,X,X
ZTOJSLI,O,O,O,X,O,O,X,X,X
ZTOSILJ,O,O,O,X,O,O,O,X,X
ZTOSIJL,O,O,O,X,O,O,O,X,X
ZTOSLIJ,O,O,O,X,O,O,O,X,X
ZTOSLJI,O,O,O,X,O,O,O,X,X
ZTOSJIL,O,O,O,X,O,O,O,X,X
ZTOSJLI,O,O,O,X,O,O,O,X,X
ZITLJSO,O,O,X,O,X,X,X,O,O
ZITLJOS,O,X,X,O,X,X,X,O,O
ZITLSJO,O,O,X,O,X,X,X,X,X
ZITLSOJ,O,X,X,O,X,X,X,X,X
ZITLOJS,O,O,X,O,X,O,X,X,X
ZITLOSJ,O,O,X,O,X,O,X,X,X
ZITJLSO,O,O,X,O,X,X,X,O,O
ZITJLOS,O,X,X,O,X,X,X,O,O
ZITJSLO,O,O,O,O,X,X,X,X,X
ZITJSOL,O,X,O,X,O,X,X,X,X
ZITJOLS,O,X,X,O,O,O,X,X,X
ZITJOSL,O,X,O,X,O,O,X,X,X
ZITSLJO,O,O,O,O,X,X,X,X,X
ZITSLOJ,O,X,O,O,X,X,O,X,X
ZITSJLO,O,O,O,O,X,X,X,X,X
ZITSJOL,O,X,O,X,O,X,O,X,X
ZITSOLJ,O,X,O,X,O,O,O,X,X
ZITSOJL,O,X,O,X,O,O,O,X,X
ZITOLJS,O,O,X,O,O,O,X,X,X
ZITOLSJ,O,O,X,O,O,O,O,X,X
ZITOJLS,O,O,X,O,O,O,X,X,X
ZITOJSL,O,O,O,X,O,O,X,X,X
ZITOSLJ,O,O,O,X,O,O,O,X,X
ZITOSJL,O,O,O,X,O,O,O,X,X
ZILTJSO,O,X,X,O,X,X,X,O,O
ZILTJOS,O,X,X,O,X,X,X,O,O
ZILTSJO,O,X,X,O,X,X,X,X,X
ZILTSOJ,O,X,X,O,X,X,X,X,X
ZILTOJS,O,X,X,O,X,O,X,X,X
ZILTOSJ,O,X,X,O,X,O,X,X,X
ZILJTSO,O,X,X,X,X,X,X,O,O
ZILJTOS,O,X,X,O,X,X,X,O,O
ZILJSTO,O,O,X,X,X,X,X,O,O
ZILJSOT,O,O,X,O,X,X,X,X,X
ZILJOTS,O,X,X,O,X,X,X,X,O
ZILJOST,O,X,X,O,X,X,X,X,X
ZILSTJO,O,X,X,X,X,X,X,X,X
ZILSTOJ,O,X,X,X,X,X,X,X,X
ZILSJTO,O,O,X,X,X,X,X,X,X
ZILSJOT,O,O,X,O,X,X,X,X,X
ZILSOTJ,O,X,X,X,X,X,X,X,X
ZILSOJT,O,X,X,O,X,X,X,X,X
ZILOTJS,O,X,X,O,X,O,X,X,X
ZILOTSJ,O,X,X,O,X,O,X,X,X
ZILOJTS,O,X,X,O,X,O,X,X,X
ZILOJST,O,O,X,O,X,O,X,X,X
ZILOSTJ,O,X,X,X,X,O,X,X,X
ZILOSJT,O,O,X,O,X,O,X,X,X
ZIJTLSO,O,O,X,X,X,X,X,X,X
ZIJTLOS,O,X,X,O,X,X,X,X,X
ZIJTSLO,O,O,O,X,X,X,X,X,X
ZIJTSOL,O,X,O,X,O,X,X,X,X
ZIJTOLS,O,X,X,X,O,O,X,X,X
ZIJTOSL,O,X,O,X,O,O,X,X,X
ZIJLTSO,O,X,X,X,X,X,X,O,O
ZIJLTOS,O,X,X,O,X,X,X,O,O
ZIJLSTO,O,O,X,X,X,X,X,O,O
ZIJLSOT,O,O,X,O,X,X,X,X,X
ZIJLOTS,O,X,X,O,X,X,X,X,O
ZIJLOST,O,X,X,O,X,X,X,X,X
ZIJSTLO,O,O,X,X,X,X,X,X,X
ZIJSTOL,O,X,X,X,O,X,X,X,X
ZIJSLTO,O,O,X,X,X,X,X,X,X
ZIJSLOT,O,O,O,O,X,X,X,X,X
ZIJSOTL,O,X,X,X,X,X,X,X,X
ZIJSOLT,O,X,O,X,X,X,X,X,X
ZIJOTLS,O,X,X,X,X,O,X,X,X
ZIJOTSL,O,X,O,X,X,O,X,X,X
ZIJOLTS,O,X,X,O,X,O,X,X,X
ZIJOLST,O,X,X,O,X,O,X,X,X
ZIJOSTL,O,X,X,X,X,O,X,X,X
ZIJOSLT,O,X,O,X,X,O,X,X,X
ZISTLJO,O,O,X,X,X,X,X,X,X
ZISTLOJ,O,X,X,X,X,X,O,X,X
ZISTJLO,O,O,X,X,X,X,X,X,X
ZISTJOL,O,X,X,X,O,X,O,X,X
ZISTOLJ,O,X,X,X,O,O,O,X,X
ZISTOJL,O,X,X,X,O,O,O,X,X
ZISLTJO,O,X,X,X,X,X,X,X,X
ZISLTOJ,O,X,X,X,X,X,O,X,X
ZISLJTO,O,O,X,X,X,X,X,X,X
ZISLJOT,O,O,O,O,X,X,X,X,X
ZISLOTJ,O,X,X,X,X,X,X,X,X
ZISLOJT,O,X,O,O,X,X,X,X,X
ZISJTLO,O,O,X,X,X,X,X,X,X
ZISJTOL,O,X,X,X,O,X,O,X,X
ZISJLTO,O,O,X,X,X,X,X,X,X
ZISJLOT,O,O,O,O,X,X,X,X,X
ZISJOTL,O,X,X,X,X,X,X,X,X
ZISJOLT,O,X,O,X,X,X,X,X,X
ZISOTLJ,O,X,X,X,X,O,O,X,X
ZISOTJL,O,X,X,X,X,O,O,X,X
ZISOLTJ,O,X,X,X,X,O,X,X,X
ZISOLJT,O,X,O,X,X,O,X,X,X
ZISOJTL,O,X,X,X,X,O,X,X,X
ZISOJLT,O,X,O,X,X,O,X,X,X
ZIOTLJS,O,O,X,X,X,O,X,X,X
ZIOTLSJ,O,O,X,X,X,O,X,X,X
ZIOTJLS,O,O,X,X,X,O,X,X,X
ZIOTJSL,O,O,O,X,X,O,X,X,X
ZIOTSLJ,O,O,O,X,X,O,X,X,X
ZIOTSJL,O,O,O,X,X,O,X,X,X
ZIOLTJS,O,X,X,O,X,O,X,X,X
ZIOLTSJ,O,X,X,X,X,O,X,X,X
ZIOLJTS,O,X,X,O,X,O,X,X,X
ZIOLJST,O,O,X,O,X,O,X,X,X
ZIOLSTJ,O,X,X,X,X,O,X,X,X
ZIOLSJT,O,O,X,O,X,O,X,X,X
ZIOJTLS,O,O,X,X,X,O,X,X,X
ZIOJTSL,O,O,O,X,X,O,X,X,X
ZIOJLTS,O,X,X,O,X,O,X,X,X
ZIOJLST,O,O,X,O,X,O,X,X,X
ZIOJSTL,O,O,X,X,X,O,X,X,X
ZIOJSLT,O,O,O,X,X,O,X,X,X
ZIOSTLJ,O,O,X,X,X,O,X,X,X
ZIOSTJL,O,O,X,X,X,O,X,X,X
ZIOSLTJ,O,X,X,X,X,O,X,X,X
ZIOSLJT,O,O,O,X,X,O,X,X,X
ZIOSJTL,O,O,X,X,X,O,X,X,X
ZIOSJLT,O,O,O,X,X,O,X,X,X
ZLTIJSO,O,X,X,O,X,X,X,O,O
ZLTIJOS,O,X,X,O,X,X,X,O,O
ZLTISJO,O,X,X,O,X,X,X,X,X
ZLTISOJ,O,X,X,O,X,X,X,X,X
ZLTIOJS,O,X,X,O,X,O,X,X,X
ZLTIOSJ,O,X,X,O,X,O,X,X,X
ZLTJISO,O,X,X,O,X,X,X,O,O
ZLTJIOS,O,X,X,O,X,X,X,O,O
ZLTJSIO,O,X,X,O,X,X,X,X,X
ZLTJSOI,O,X,X,O,X,X,X,X,X
ZLTJOIS,O,X,X,O,X,X,X,X,X
ZLTJOSI,O,X,X,O,X,X,X,X,X
ZLTSIJO,O,X,X,O,X,X,X,X,X
ZLTSIOJ,O,X,X,O,X,X,X,X,X
ZLTSJIO,O,X,X,O,X,X,X,X,X
ZLTSJOI,O,X,X,O,X,X,X,X,X
ZLTSOIJ,O,X,X,O,X,X,X,X,X
ZLTSOJI,O,X,X,O,X,X,X,X,X
ZLTOIJS,O,X,X,O,X,O,X,X,X
ZLTOISJ,O,X,X,O,X,O,X,X,X
ZLTOJIS,O,X,X,O,X,O,X,X,X
ZLTOJSI,O,X,X,O,X,O,X,X,X
ZLTOSIJ,O,X,X,O,X,O,X,X,X
ZLTOSJI,O,X,X,O,X,O,X,X,X
ZLITJSO,O,X,X,O,X,X,X,O,O
ZLITJOS,O,X,X,O,X,X,X,O,O
ZLITSJO,O,X,X,O,X,X,X,X,X
ZLITSOJ,O,X,X,O,X,X,X,X,X
ZLITOJS,O,X,X,O,X,O,X,X,X
ZLITOSJ,O,X,X,O,X,O,X,X,X
ZLIJTSO,O,X,X,X,X,X,X,O,O
ZLIJTOS,O,X,X,O,X,X,X,O,O
ZLIJSTO,O,O,X,X,X,X,X,O,O
ZLIJSOT,O,O,X,O,X,X,X,X,X
ZLIJOTS,O,X,X,O,X,X,X,X,O
ZLIJOST,O,X,X,O,X,X,X,X,X
ZLISTJO,O,X,X,X,X,X,X,X,X
ZLISTOJ,O,X,X,X,X,X,X,X,X
ZLISJTO,O,O,X,X,X,X,X,X,X
ZLISJOT,O,O,X,O,X,X,X,X,X
ZLISOTJ,O,X,X,X,X,X,X,X,X
ZLISOJT,O,X,X,O,X,X,X,X,X
ZLIOTJS,O,X,X,O,X,O,X,X,X
ZLIOTSJ,O,X,X,O,X,O,X,X,X
ZLIOJTS,O,X,X,O,X,O,X,X,X
ZLIOJST,O,O,X,O,X,O,X,X,X
ZLIOSTJ,O,X,X,X,X,O,X,X,X
ZLIOSJT,O,O,X,O,X,O,X,X,X
ZLJTISO,O,X,X,X,X,X,X,X,X
ZLJTIOS,O,X,X,O,X,X,X,X,X
ZLJTSIO,O,X,X,X,X,X,X,X,X
ZLJTSOI,O,X,X,X,X,X,X,X,X
ZLJTOIS,O,X,X,O,X,X,X,X,X
ZLJTOSI,O,X,X,X,X,X,X,X,X
ZLJITSO,O,X,X,X,X,X,X,O,O
ZLJITOS,O,X,X,O,X,X,X,O,O
ZLJISTO,O,O,X,X,X,X,X,O,O
ZLJISOT,O,O,X,O,X,X,X,X,X
ZLJIOTS,O,X,X,O,X,X,X,X,O
ZLJIOST,O,X,X,O,X,X,X,X,X
ZLJSTIO,O,X,X,X,X,X,X,X,X
ZLJSTOI,O,X,X,X,X,X,X,X,X
ZLJSITO,O,O,X,X,X,X,X,X,X
ZLJSIOT,O,O,X,O,X,X,X,X,X
ZLJSOTI,O,X,X,X,X,X,X,X,X
ZLJSOIT,O,X,X,O,X,X,X,X,X
ZLJOTIS,O,X,X,O,X,X,X,X,X
ZLJOTSI,O,X,X,X,X,X,X,X,X
ZLJOITS,O,X,X,O,X,X,X,X,X
ZLJOIST,O,X,X,O,X,X,X,X,X
ZLJOSTI,O,X,X,X,X,X,X,X,X
ZLJOSIT,O,X,X,O,X,X,X,X,X
ZLSTIJO,O,X,X,X,X,X,X,X,X
ZLSTIOJ,O,X,X,X,X,X,X,X,X
ZLSTJIO,O,X,X,X,X,X,X,X,X
ZLSTJOI,O,X,X,X,X,X,X,X,X
ZLSTOIJ,O,X,X,X,X,X,X,X,X
ZLSTOJI,O,X,X,X,X,X,X,X,X
ZLSITJO,O,X,X,X,X,X,X,X,X
ZLSITOJ,O,X,X,X,X,X,X,X,X
ZLSIJTO,O,O,X,X,X,X,X,X,X
ZLSIJOT,O,O,X,O,X,X,X,X,X
ZLSIOTJ,O,X,X,X,X,X,X,X,X
ZLSIOJT,O,X,X,O,X,X,X,X,X
ZLSJTIO,O,X,X,X,X,X,X,X,X
ZLSJTOI,O,X,X,X,X,X,X,X,X
ZLSJITO,O,O,X,X,X,X,X,X,X
ZLSJIOT,O,O,X,O,X,X,X,X,X
ZLSJOTI,O,X,X,X,X,X,X,X,X
ZLSJOIT,O,X,X,O,X,X,X,X,X
ZLSOTIJ,O,X,X,X,X,X,X,X,X
ZLSOTJI,O,X,X,X,X,X,X,X,X
ZLSOITJ,O,X,X,X,X,X,X,X,X
ZLSOIJT,O,X,X,O,X,X,X,X,X
ZLSOJTI,O,X,X,X,X,X,X,X,X
ZLSOJIT,O,X,X,O,X,X,X,X,X
ZLOTIJS,O,X,X,O,X,O,X,X,X
ZLOTISJ,O,X,X,O,X,O,X,X,X
ZLOTJIS,O,X,X,O,X,O,X,X,X
ZLOTJSI,O,X,X,O,X,O,X,X,X
ZLOTSIJ,O,X,X,O,X,O,X,X,X
ZLOTSJI,O,X,X,O,X,O,X,X,X
ZLOITJS,O,X,X,O,X,O,X,X,X
ZLOITSJ,O,X,X,O,X,O,X,X,X
ZLOIJTS,O,X,X,O,X,O,X,X,X
ZLOIJST,O,O,X,O,X,O,X,X,X
ZLOISTJ,O,X,X,X,X,O,X,X,X
ZLOISJT,O,O,X,O,X,O,X,X,X
ZLOJTIS,O,X,X,O,X,O,X,X,X
ZLOJTSI,O,X,X,X,X,O,X,X,X
ZLOJITS,O,X,X,O,X,O,X,X,X
ZLOJIST,O,O,X,O,X,O,X,X,X
ZLOJSTI,O,X,X,X,X,O,X,X,X
ZLOJSIT,O,O,X,O,X,O,X,X,X
ZLOSTIJ,O,X,X,X,X,O,X,X,X
ZLOSTJI,O,X,X,X,X,O,X,X,X
ZLOSITJ,O,X,X,X,X,O,X,X,X
ZLOSIJT,O,O,X,O,X,O,X,X,X
ZLOSJTI,O,X,X,X,X,O,X,X,X
ZLOSJIT,O,O,X,O,X,O,X,X,X
ZJTILSO,O,O,X,X,X,X,X,X,X
ZJTILOS,O,X,X,O,X,X,X,X,X
ZJTISLO,O,O,O,X,X,X,X,X,X
ZJTISOL,O,X,O,X,O,X,X,X,X
ZJTIOLS,O,X,X,X,O,O,X,X,X
ZJTIOSL,O,X,O,X,O,O,X,X,X
ZJTLISO,O,O,X,X,X,X,X,X,X
ZJTLIOS,O,X,X,O,X,X,X,X,X
ZJTLSIO,O,O,X,X,X,X,X,X,X
ZJTLSOI,O,X,X,X,X,X,X,X,X
ZJTLOIS,O,X,X,O,X,X,X,X,X
ZJTLOSI,O,X,X,X,X,X,X,X,X
ZJTSILO,O,O,O,X,X,X,X,X,X
ZJTSIOL,O,X,O,X,O,X,X,X,X
ZJTSLIO,O,O,O,X,X,X,X,X,X
ZJTSLOI,O,X,O,X,X,X,X,X,X
ZJTSOIL,O,X,O,X,O,X,X,X,X
ZJTSOLI,O,X,O,X,O,X,X,X,X
ZJTOILS,O,X,X,X,O,O,X,X,X
ZJTOISL,O,X,O,X,O,O,X,X,X
ZJTOLIS,O,X,X,X,O,O,X,X,X
ZJTOLSI,O,X,X,X,O,O,X,X,X
ZJTOSIL,O,X,O,X,O,O,X,X,X
ZJTOSLI,O,X,O,X,O,O,X,X,X
ZJITLSO,O,O,X,X,X,X,X,X,X
ZJITLOS,O,X,X,O,X,X,X,X,X
ZJITSLO,O,O,O,X,X,X,X,X,X
ZJITSOL,O,X,O,X,O,X,X,X,X
ZJITOLS,O,X,X,X,O,O,X,X,X
ZJITOSL,O,X,O,X,O,O,X,X,X
ZJILTSO,O,X,X,X,X,X,X,O,O
ZJILTOS,O,X,X,O,X,X,X,O,O
ZJILSTO,O,O,X,X,X,X,X,O,O
ZJILSOT,O,O,X,O,X,X,X,X,X
ZJILOTS,O,X,X,O,X,X,X,X,O
ZJILOST,O,X,X,O,X,X,X,X,X
ZJISTLO,O,O,X,X,X,X,X,X,X
ZJISTOL,O,X,X,X,O,X,X,X,X
ZJISLTO,O,O,X,X,X,X,X,X,X
ZJISLOT,O,O,O,O,X,X,X,X,X
ZJISOTL,O,X,X,X,X,X,X,X,X
ZJISOLT,O,X,O,X,X,X,X,X,X
ZJIOTLS,O,X,X,X,X,O,X,X,X
ZJIOTSL,O,X,O,X,X,O,X,X,X
ZJIOLTS,O,X,X,O,X,O,X,X,X
ZJIOLST,O,X,X,O,X,O,X,X,X
ZJIOSTL,O,X,X,X,X,O,X,X,X
ZJIOSLT,O,X,O,X,X,O,X,X,X
ZJLTISO,O,X,X,X,X,X,X,X,X
ZJLTIOS,O,X,X,O,X,X,X,X,X
ZJLTSIO,O,X,X,X,X,X,X,X,X
ZJLTSOI,O,X,X,X,X,X,X,X,X
ZJLTOIS,O,X,X,O,X,X,X,X,X
ZJLTOSI,O,X,X,X,X,X,X,X,X
ZJLITSO,O,X,X,X,X,X,X,O,O
ZJLITOS,O,X,X,O,X,X,X,O,O
ZJLISTO,O,O,X,X,X,X,X,O,O
ZJLISOT,O,O,X,O,X,X,X,X,X
ZJLIOTS,O,X,X,O,X,X,X,X,O
ZJLIOST,O,X,X,O,X,X,X,X,X
ZJLSTIO,O,X,X,X,X,X,X,X,X
ZJLSTOI,O,X,X,X,X,X,X,X,X
ZJLSITO,O,O,X,X,X,X,X,X,X
ZJLSIOT,O,O,X,O,X,X,X,X,X
ZJLSOTI,O,X,X,X,X,X,X,X,X
ZJLSOIT,O,X,X,O,X,X,X,X,X
ZJLOTIS,O,X,X,O,X,X,X,X,X
ZJLOTSI,O,X,X,X,X,X,X,X,X
ZJLOITS,O,X,X,O,X,X,X,X,X
ZJLOIST,O,X,X,O,X,X,X,X,X
ZJLOSTI,O,X,X,X,X,X,X,X,X
ZJLOSIT,O,X,X,O,X,X,X,X,X
ZJSTILO,O,O,X,X,X,X,X,X,X
ZJSTIOL,O,X,X,X,O,X,X,X,X
ZJSTLIO,O,O,X,X,X,X,X,X,X
ZJSTLOI,O,X,X,X,X,X,X,X,X
ZJSTOIL,O,X,X,X,O,X,X,X,X
ZJSTOLI,O,X,X,X,O,X,X,X,X
ZJSITLO,O,O,X,X,X,X,X,X,X
ZJSITOL,O,X,X,X,O,X,X,X,X
ZJSILTO,O,O,X,X,X,X,X,X,X
ZJSILOT,O,O,O,O,X,X,X,X,X
ZJSIOTL,O,X,X,X,X,X,X,X,X
ZJSIOLT,O,X,O,X,X,X,X,X,X
ZJSLTIO,O,X,X,X,X,X,X,X,X
ZJSLTOI,O,X,X,X,X,X,X,X,X
ZJSLITO,O,O,X,X,X,X,X,X,X
ZJSLIOT,O,O,O,O,X,X,X,X,X
ZJSLOTI,O,X,X,X,X,X,X,X,X
ZJSLOIT,O,X,O,O,X,X,X,X,X
ZJSOTIL,O,X,X,X,X,X,X,X,X
ZJSOTLI,O,X,X,X,X,X,X,X,X
ZJSOITL,O,X,X,X,X,X,X,X,X
ZJSOILT,O,X,O,X,X,X,X,X,X
ZJSOLTI,O,X,X,X,X,X,X,X,X
ZJSOLIT,O,X,O,X,X,X,X,X,X
ZJOTILS,O,X,X,X,X,O,X,X,X
ZJOTISL,O,X,O,X,X,O,X,X,X
ZJOTLIS,O,X,X,X,X,O,X,X,X
ZJOTLSI,O,X,X,X,X,O,X,X,X
ZJOTSIL,O,X,O,X,X,O,X,X,X
ZJOTSLI,O,X,O,X,X,O,X,X,X
ZJOITLS,O,X,X,X,X,O,X,X,X
ZJOITSL,O,X,O,X,X,O,X,X,X
