sequence,v115@zgC8GeD8FeD8FeF8CeC8FeB8JeaBJvhFzcBGeBUjBF?nB3sBxvB,v115@zgC8GeD8FeD8FeF8CeC8FeB8JeF8IvhF0dB6jB3hBm?nBTsBxvB,v115@zgC8GeD8FeD8FeF8CeC8FeB8JecBJvhFTdB6jBeoBF?nB3qBxwB,v115@zgC8GeD8FeD8FeF8CeC8FeB8JeU8IvhFFdB6jBziBm?mB3sBxvB,v115@zgC8GeD8FeD8FeF8CeC8FeB8JeaBJvhFGdBTeBFnBX?oBUsBxvB,v115@zgC8GeD8FeD8FeF8CeC8FeB8JeaBJvhFFdBXeBWnBc?oBTsBxvB,v115@zgC8GeD8FeD8FeF8CeC8FeB8JeU8IvhFGeBiiB3hBF?oBTsBxvB,v115@zgC8GeD8FeD8FeF8CeC8FeB8JeG9IvhFTeBihBUnBF?oB3qBxwB,v115@zgC8GeD8FeD8FeF8CeC8FeB8Jex9IvhFlhBcnBTjB3?sByvBGrB,v115@zgC8GeD8FeD8FeF8CeC8FeB8Jex9IvhFlhB3iBcoBT?sByvBGrB
SJOTLZI,X,O,X,O,O,X,X,X,X,X
SJOTZIL,X,X,X,O,O,X,X,X,X,X
SJOTZLI,X,O,X,O,O,X,X,X,X,X
SJOITLZ,X,X,X,O,O,X,X,X,X,X
SJOITZL,X,X,X,O,O,X,X,X,X,X
SJOILTZ,X,X,X,O,O,X,X,X,X,X
SJOILZT,X,X,X,O,X,X,X,X,X,X
SJOIZTL,X,X,X,O,X,X,X,X,O,X
SJOIZLT,X,X,X,O,X,X,X,X,O,X
SJOLTIZ,X,O,X,O,O,X,X,X,X,X
SJOLTZI,X,O,X,O,O,X,X,X,X,X
SJOLITZ,X,O,X,O,O,X,X,X,X,X
SJOLIZT,X,O,X,O,X,X,X,X,X,X
SJOLZTI,X,O,X,O,X,X,X,X,X,X
SJOLZIT,X,X,X,O,X,X,X,X,X,X
SJOZTIL,X,X,X,O,X,X,X,X,O,X
SJOZTLI,X,O,X,O,X,X,X,X,O,X
SJOZITL,X,X,X,O,X,X,X,X,O,X
SJOZILT,X,X,X,O,X,X,X,X,O,X
SJOZLTI,X,O,X,O,X,X,X,X,O,X
SJOZLIT,X,X,X,O,X,X,X,X,O,X
SZTILJO,O,O,X,O,O,O,O,O,X,X
SZTILOJ,O,O,X,O,O,O,X,O,X,X
SZTIJLO,O,O,X,O,O,O,O,O,X,X
SZTIJOL,O,O,X,O,O,O,X,O,X,X
SZTIOLJ,O,O,X,O,O,O,X,O,O,X
SZTIOJL,O,O,X,O,O,X,X,O,O,X
SZTLIJO,O,O,X,O,O,O,X,O,X,X
SZTLIOJ,O,O,X,O,O,O,X,O,O,X
SZTLJIO,O,O,X,O,O,O,O,X,X,X
SZTLJOI,O,O,X,O,O,O,O,O,O,X
SZTLOIJ,O,O,X,O,O,X,X,O,O,X
SZTLOJI,O,O,X,O,O,O,X,O,O,X
SZTJILO,O,O,X,O,O,O,O,O,X,X
SZTJIOL,O,X,X,O,O,X,X,O,X,X
SZTJLIO,O,O,O,O,X,O,O,X,X,X
SZTJLOI,O,O,X,O,O,O,O,O,X,X
SZTJOIL,O,X,X,O,O,X,X,O,O,X
SZTJOLI,O,O,O,O,O,O,X,O,O,X
SZTOILJ,O,O,X,O,O,X,X,O,O,X
SZTOIJL,O,X,X,X,O,X,X,O,O,X
SZTOLIJ,O,O,X,O,O,X,X,O,O,X
SZTOLJI,O,O,X,O,O,O,X,O,O,X
SZTOJIL,O,X,X,O,O,X,X,O,O,X
SZTOJLI,O,O,O,O,O,X,X,O,O,X
SZITLJO,O,O,X,O,X,O,O,X,X,X
SZITLOJ,O,O,X,O,X,O,X,X,X,X
SZITJLO,O,O,O,O,X,O,O,X,X,X
SZITJOL,O,O,O,O,X,O,X,X,X,X
SZITOLJ,O,O,X,O,X,O,X,X,O,X
SZITOJL,O,O,O,O,X,X,X,X,O,X
SZILTJO,O,O,X,O,X,O,X,X,X,X
SZILTOJ,O,O,X,O,X,O,X,X,O,X
SZILJTO,O,O,O,O,X,O,X,X,X,X
SZILJOT,O,X,X,O,X,O,X,X,X,X
SZILOTJ,O,O,X,O,X,O,X,X,O,X
SZILOJT,O,X,X,O,X,O,X,X,O,X
SZIJTLO,O,O,O,O,X,O,X,X,X,X
SZIJTOL,O,O,O,O,X,O,X,X,X,X
SZIJLTO,O,O,O,O,X,O,X,X,X,X
SZIJLOT,O,O,X,O,X,O,X,X,X,X
SZIJOTL,O,O,X,O,X,O,X,X,X,X
SZIJOLT,O,O,X,O,X,O,X,X,X,X
SZIOTLJ,O,O,X,O,X,O,O,X,O,O
SZIOTJL,O,O,X,O,X,O,O,X,O,O
SZIOLTJ,O,O,X,O,X,O,X,X,O,O
SZIOLJT,O,O,X,O,X,O,O,X,O,O
SZIOJTL,O,O,X,O,X,O,X,X,O,O
SZIOJLT,O,O,X,O,X,O,X,X,O,O
SZLTIJO,O,O,X,O,O,O,X,O,X,X
SZLTIOJ,O,O,X,O,O,O,X,O,O,X
SZLTJIO,O,O,X,O,O,O,X,X,X,X
SZLTJOI,O,O,X,O,O,O,X,O,O,X
SZLTOIJ,O,O,X,O,O,X,X,O,O,X
SZLTOJI,O,O,X,O,O,O,X,O,O,X
SZLITJO,O,O,X,O,O,O,X,X,X,X
SZLITOJ,O,O,X,O,O,O,X,X,O,X
SZLIJTO,O,O,O,O,X,O,X,X,X,X
SZLIJOT,O,X,X,O,X,O,X,X,X,X
SZLIOTJ,O,O,X,O,O,O,X,X,O,X
SZLIOJT,O,X,X,O,X,O,X,X,O,X
SZLJTIO,O,O,O,O,X,O,X,X,X,X
SZLJTOI,O,O,X,O,X,O,X,O,O,X
SZLJITO,O,X,O,O,X,O,X,X,X,X
SZLJIOT,O,X,X,O,X,O,X,X,X,X
SZLJOTI,O,X,X,O,X,O,X,X,O,X
SZLJOIT,X,X,X,O,X,O,X,X,O,X
SZLOTIJ,O,O,X,O,O,O,X,X,O,X
SZLOTJI,O,O,X,O,O,O,X,X,O,X
SZLOITJ,X,X,X,O,O,O,X,X,O,X
SZLOIJT,X,X,X,O,X,O,X,X,O,X
SZLOJTI,O,X,X,O,X,O,X,X,O,X
SZLOJIT,X,X,X,O,X,O,X,X,O,X
SZJTILO,O,O,X,O,X,O,X,X,X,X
SZJTIOL,O,X,X,O,X,X,X,X,X,X
SZJTLIO,O,O,O,O,X,O,X,X,X,X
SZJTLOI,O,O,X,O,X,O,X,X,X,X
SZJTOIL,O,X,X,O,X,X,X,X,O,X
SZJTOLI,O,O,O,O,X,O,X,X,O,X
SZJITLO,O,O,O,O,X,O,X,X,X,X
SZJITOL,O,X,O,O,X,O,X,X,X,X
SZJILTO,O,O,O,O,X,O,X,X,X,X
SZJILOT,O,X,X,O,X,O,X,X,X,X
SZJIOTL,O,X,X,O,X,O,X,X,X,X
SZJIOLT,O,X,X,O,X,O,X,X,X,X
SZJLTIO,O,O,O,O,X,O,X,X,X,X
SZJLTOI,O,O,X,O,X,O,X,X,O,X
SZJLITO,O,O,O,O,X,O,X,X,X,X
SZJLIOT,O,O,X,O,X,O,X,X,X,X
SZJLOTI,O,O,X,O,X,O,X,X,O,X
SZJLOIT,X,X,X,O,X,O,X,X,O,X
SZJOTIL,O,X,X,O,X,X,X,X,O,X
SZJOTLI,O,O,X,O,X,O,X,X,O,X
SZJOITL,X,X,X,O,X,X,X,X,O,X
SZJOILT,X,X,X,O,X,X,X,X,O,X
SZJOLTI,O,O,X,O,X,O,X,X,O,X
SZJOLIT,X,X,X,O,X,O,X,X,O,X
SZOTILJ,O,O,X,O,O,O,X,X,O,O
SZOTIJL,O,X,X,X,O,O,X,X,O,O
SZOTLIJ,O,O,X,O,O,O,X,X,O,O
SZOTLJI,O,O,X,O,O,O,O,X,O,O
SZOTJIL,O,X,X,O,O,O,X,X,O,O
SZOTJLI,O,O,X,O,O,O,O,X,O,O
SZOITLJ,X,O,X,O,O,O,X,X,O,O
SZOITJL,X,X,X,X,O,O,X,X,O,O
SZOILTJ,X,O,X,O,O,O,X,X,O,O
SZOILJT,X,X,X,O,X,O,X,X,O,O
SZOIJTL,X,X,X,O,X,O,X,X,O,O
SZOIJLT,X,X,X,O,X,O,X,X,O,O
SZOLTIJ,O,O,X,O,O,O,X,X,O,O
SZOLTJI,O,O,X,O,O,O,X,X,O,O
SZOLITJ,X,O,X,O,O,O,X,X,O,O
SZOLIJT,X,X,X,O,X,O,X,X,O,O
SZOLJTI,O,O,X,O,X,O,O,X,O,O
SZOLJIT,X,X,X,O,X,O,O,X,O,O
SZOJTIL,O,X,X,O,X,O,X,X,O,O
SZOJTLI,O,O,X,O,X,O,X,X,O,O
SZOJITL,X,X,X,O,X,O,X,X,O,O
SZOJILT,X,X,X,O,X,O,X,X,O,O
SZOJLTI,O,O,X,O,X,O,X,X,O,O
SZOJLIT,X,X,X,O,X,O,X,X,O,O
SOTILJZ,X,O,X,X,O,X,X,X,X,X
SOTILZJ,O,O,X,O,O,X,X,X,X,X
SOTIJLZ,X,O,X,X,O,X,X,X,X,X
SOTIJZL,X,O,X,X,O,X,X,X,X,X
SOTIZLJ,O,O,X,O,O,X,X,X,O,X
SOTIZJL,O,O,X,X,O,X,X,X,O,X
SOTLIJZ,X,X,X,X,O,X,O,X,X,X
SOTLIZJ,O,O,X,O,O,X,O,X,X,X
SOTLJIZ,X,X,X,O,O,X,O,X,X,X
SOTLJZI,O,O,X,O,O,X,O,X,X,X
SOTLZIJ,O,O,X,O,O,X,X,X,X,X
SOTLZJI,O,O,X,O,O,X,O,X,X,X
SOTJILZ,X,X,X,O,O,X,O,X,X,X
SOTJIZL,X,X,X,O,O,X,O,X,X,X
SOTJLIZ,X,O,X,O,O,X,O,X,X,X
SOTJLZI,O,O,X,O,O,X,O,X,X,X
SOTJZIL,O,X,X,O,O,X,X,X,X,X
SOTJZLI,O,O,X,O,O,X,O,X,X,X
SOTZILJ,O,O,X,O,O,X,X,X,O,O
SOTZIJL,O,X,X,X,O,X,X,X,O,O
SOTZLIJ,O,O,X,O,O,X,X,X,O,O
SOTZLJI,O,O,X,O,O,X,O,X,O,O
SOTZJIL,O,X,X,O,O,X,X,X,O,O
SOTZJLI,O,O,X,O,O,X,O,X,O,O
SOITLJZ,X,O,X,X,O,X,X,X,X,X
SOITLZJ,X,O,X,O,O,X,X,X,X,X
SOITJLZ,X,O,X,X,O,X,X,X,X,X
SOITJZL,X,O,X,X,O,X,X,X,X,X
SOITZLJ,X,O,X,O,O,X,X,X,O,X
SOITZJL,X,O,X,X,O,X,X,X,O,X
SOILTJZ,X,O,X,X,O,X,X,X,X,X
SOILTZJ,X,O,X,O,O,X,X,X,X,X
SOILJTZ,X,O,X,O,O,X,X,X,X,X
SOILJZT,X,O,X,O,X,X,X,X,X,X
SOILZTJ,X,O,X,O,O,X,X,X,O,X
SOILZJT,X,O,X,O,X,X,X,X,O,X
SOIJTLZ,X,O,X,O,O,X,X,X,X,X
SOIJTZL,X,O,X,O,O,X,X,X,X,X
SOIJLTZ,X,O,X,O,O,X,X,X,X,X
SOIJLZT,X,O,X,O,X,X,X,X,X,X
SOIJZTL,X,O,X,O,X,X,X,X,O,X
SOIJZLT,X,O,X,O,X,X,X,X,O,X
SOIZTLJ,X,O,X,O,O,X,X,X,O,X
SOIZTJL,X,O,X,X,O,X,X,X,O,X
SOIZLTJ,X,O,X,O,O,X,X,X,O,X
SOIZLJT,X,O,X,O,X,X,X,X,O,X
SOIZJTL,X,O,X,O,X,X,X,X,O,X
SOIZJLT,X,O,X,O,X,X,X,X,O,X
SOLTIJZ,X,X,X,X,O,X,X,X,X,X
SOLTIZJ,O,O,X,O,O,X,X,X,X,X
SOLTJIZ,X,X,X,O,O,X,X,X,X,X
SOLTJZI,O,O,X,O,O,X,X,X,X,X
SOLTZIJ,O,O,X,O,O,X,X,X,X,X
SOLTZJI,O,O,X,O,O,X,X,X,X,X
SOLITJZ,X,X,X,X,O,X,X,X,X,X
SOLITZJ,X,O,X,O,O,X,X,X,X,X
SOLIJTZ,X,X,X,O,O,X,X,X,X,X
SOLIJZT,X,X,X,O,X,X,X,X,X,X
SOLIZTJ,X,O,X,O,O,X,X,X,O,X
SOLIZJT,X,X,X,O,X,X,X,X,O,X
SOLJTIZ,X,O,X,O,O,X,X,X,X,X
SOLJTZI,X,O,X,O,O,O,X,X,X,X
SOLJITZ,X,O,X,O,O,X,X,X,X,X
SOLJIZT,X,O,X,O,X,X,X,X,X,X
SOLJZTI,X,O,X,O,X,O,O,X,X,X
SOLJZIT,X,O,X,O,X,O,O,X,X,X
SOLZTIJ,O,O,X,O,O,O,X,X,O,X
SOLZTJI,O,O,X,O,O,O,X,X,O,X
SOLZITJ,X,O,X,O,O,O,X,X,O,X
SOLZIJT,X,X,X,O,X,O,X,X,O,X
SOLZJTI,O,O,X,O,X,O,O,X,O,X
SOLZJIT,X,X,X,O,X,O,O,X,O,X
SOJTILZ,X,O,X,O,O,X,X,X,X,X
SOJTIZL,X,O,X,O,O,X,X,X,X,X
SOJTLIZ,X,O,X,O,O,X,X,X,X,X
SOJTLZI,X,O,X,O,O,O,X,X,X,X
SOJTZIL,X,O,X,O,O,O,X,X,X,X
SOJTZLI,X,O,X,O,O,O,X,X,X,X
SOJITLZ,X,O,X,O,O,X,X,X,X,X
SOJITZL,X,O,X,O,O,X,X,X,X,X
SOJILTZ,X,O,X,O,O,X,X,X,X,X
SOJILZT,X,O,X,O,X,X,X,X,X,X
SOJIZTL,X,O,X,O,X,X,X,X,O,X
SOJIZLT,X,O,X,O,X,X,X,X,O,X
SOJLTIZ,X,O,X,O,O,X,X,X,X,X
SOJLTZI,X,O,X,O,O,O,X,X,X,X
SOJLITZ,X,O,X,O,O,X,X,X,X,X
SOJLIZT,X,O,X,O,X,X,X,X,X,X
SOJLZTI,X,O,X,O,X,O,X,X,X,X
SOJLZIT,X,O,X,O,X,O,X,X,X,X
SOJZTIL,X,O,X,O,X,O,X,X,O,X
SOJZTLI,X,O,X,O,X,O,X,X,O,X
SOJZITL,X,O,X,O,X,O,X,X,O,X
SOJZILT,X,O,X,O,X,O,X,X,O,X
SOJZLTI,X,O,X,O,X,O,X,X,O,X
SOJZLIT,X,O,X,O,X,O,X,X,O,X
SOZTILJ,O,O,X,O,O,O,X,X,O,O
SOZTIJL,O,X,X,X,O,O,X,X,O,O
SOZTLIJ,O,O,X,O,O,O,X,X,O,O
SOZTLJI,O,O,X,O,O,O,O,X,O,O
SOZTJIL,O,X,X,O,O,O,X,X,O,O
SOZTJLI,O,O,X,O,O,O,O,X,O,O
SOZITLJ,X,O,X,O,O,O,X,X,O,O
SOZITJL,X,X,X,X,O,O,X,X,O,O
SOZILTJ,X,O,X,O,O,O,X,X,O,O
SOZILJT,X,X,X,O,X,O,X,X,O,O
SOZIJTL,X,X,X,O,X,O,X,X,O,O
SOZIJLT,X,X,X,O,X,O,X,X,O,O
SOZLTIJ,O,O,X,O,O,O,X,X,O,O
SOZLTJI,O,O,X,O,O,O,X,X,O,O
SOZLITJ,X,O,X,O,O,O,X,X,O,O
SOZLIJT,X,X,X,O,X,O,X,X,O,O
SOZLJTI,O,O,X,O,X,O,O,X,O,O
SOZLJIT,X,X,X,O,X,O,O,X,O,O
SOZJTIL,O,X,X,O,X,O,X,X,O,O
SOZJTLI,O,O,X,O,X,O,X,X,O,O
SOZJITL,X,X,X,O,X,O,X,X,O,O
SOZJILT,X,X,X,O,X,O,X,X,O,O
SOZJLTI,O,O,X,O,X,O,X,X,O,O
SOZJLIT,X,X,X,O,X,O,X,X,O,O
ZTILJSO,O,O,O,O,X,O,O,O,X,X
ZTILJOS,O,O,O,O,X,O,O,O,X,X
ZTILSJO,O,O,X,O,X,O,O,O,X,X
ZTILSOJ,O,O,X,O,X,O,X,O,X,X
ZTILOJS,O,O,O,O,X,O,O,O,X,X
ZTILOSJ,O,O,X,O,X,O,X,O,X,X
ZTIJLSO,O,O,O,O,X,O,O,O,X,X
ZTIJLOS,O,O,O,O,X,O,O,O,X,X
ZTIJSLO,O,O,O,O,X,O,O,O,X,X
ZTIJSOL,O,X,O,O,X,O,X,O,X,X
ZTIJOLS,O,O,O,O,X,O,O,O,X,X
ZTIJOSL,O,X,O,X,X,O,X,O,X,X
ZTISLJO,O,O,X,O,X,O,O,O,X,X
ZTISLOJ,O,O,X,O,X,O,X,O,X,X
ZTISJLO,O,O,O,O,X,O,O,O,X,X
ZTISJOL,O,O,O,O,X,O,X,O,X,X
ZTISOLJ,O,O,X,O,X,O,X,O,X,X
ZTISOJL,O,O,O,O,X,X,X,O,X,X
ZTIOLJS,O,O,O,O,X,O,O,O,X,X
ZTIOLSJ,O,O,X,O,X,O,O,O,X,X
ZTIOJLS,O,O,O,O,X,O,O,O,X,X
ZTIOJSL,O,O,O,X,X,O,O,O,X,X
ZTIOSLJ,O,O,X,O,X,O,O,O,X,O
ZTIOSJL,O,O,O,O,X,O,O,O,X,O
ZTLIJSO,O,O,O,O,X,O,O,O,X,X
ZTLIJOS,O,O,O,O,X,O,O,O,X,X
ZTLISJO,O,O,X,O,X,O,O,O,X,X
ZTLISOJ,O,O,X,O,X,O,X,O,X,X
ZTLIOJS,O,O,X,O,X,O,O,O,X,X
ZTLIOSJ,O,O,X,O,X,O,X,O,X,X
ZTLJISO,O,O,O,O,X,O,O,O,X,X
ZTLJIOS,O,X,O,O,X,O,O,O,X,X
ZTLJSIO,O,O,O,O,X,O,O,X,X,X
ZTLJSOI,O,O,X,O,O,O,O,O,X,X
ZTLJOIS,O,X,O,O,X,O,X,O,X,X
ZTLJOSI,O,O,O,O,X,O,O,O,X,X
ZTLSIJO,O,O,X,O,O,O,X,O,X,X
ZTLSIOJ,O,O,X,O,O,O,X,O,X,X
ZTLSJIO,O,O,X,O,O,O,O,X,X,X
ZTLSJOI,O,O,X,O,O,O,O,O,X,X
ZTLSOIJ,O,O,X,O,O,X,X,O,X,X
ZTLSOJI,O,O,X,O,O,O,X,O,X,X
ZTLOIJS,O,X,X,O,X,X,X,O,X,X
ZTLOISJ,X,X,X,O,X,X,X,O,X,X
ZTLOJIS,O,O,O,O,X,O,X,O,X,X
ZTLOJSI,O,O,O,O,X,O,O,O,X,X
ZTLOSIJ,X,O,X,O,X,O,X,O,X,X
ZTLOSJI,O,O,X,O,X,O,X,O,X,X
ZTJILSO,O,O,O,O,X,O,O,O,X,X
ZTJILOS,O,X,O,O,X,X,O,O,X,X
ZTJISLO,O,X,O,O,X,O,O,O,X,X
ZTJISOL,O,X,O,O,X,X,X,O,X,X
ZTJIOLS,O,X,O,O,X,X,O,O,X,X
ZTJIOSL,O,X,O,X,X,X,X,O,X,X
ZTJLISO,O,O,O,O,X,O,O,O,X,X
ZTJLIOS,O,X,O,O,X,O,O,O,X,X
ZTJLSIO,O,O,O,O,X,O,O,X,X,X
ZTJLSOI,O,O,X,O,O,O,O,O,X,X
ZTJLOIS,O,X,O,O,X,O,X,O,X,X
ZTJLOSI,O,O,O,O,X,O,O,O,X,X
ZTJSILO,O,X,X,X,O,O,O,O,X,X
ZTJSIOL,O,X,X,X,O,X,X,O,X,X
ZTJSLIO,O,O,O,O,X,O,O,X,X,X
ZTJSLOI,O,O,X,O,O,O,O,O,X,X
ZTJSOIL,O,X,X,X,O,X,X,O,X,X
ZTJSOLI,O,X,O,O,O,O,X,O,X,X
ZTJOILS,O,X,O,X,X,X,O,O,X,X
ZTJOISL,X,X,O,X,X,X,X,O,X,X
ZTJOLIS,O,X,O,O,X,X,X,O,X,X
ZTJOLSI,O,O,O,O,X,O,O,O,X,X
ZTJOSIL,X,X,X,X,X,X,X,O,X,X
ZTJOSLI,O,X,O,X,X,O,X,O,X,X
ZTSILJO,O,O,X,O,O,O,O,O,X,X
ZTSILOJ,O,O,X,O,O,O,X,O,X,X
ZTSIJLO,O,O,X,O,O,O,O,O,X,X
ZTSIJOL,O,O,X,O,O,O,X,O,X,X
ZTSIOLJ,O,O,X,O,O,O,X,O,X,X
ZTSIOJL,O,O,X,O,O,X,X,O,X,X
ZTSLIJO,O,O,X,O,O,O,X,O,X,X
ZTSLIOJ,O,O,X,O,O,O,X,O,X,X
ZTSLJIO,O,O,X,O,O,O,O,X,X,X
ZTSLJOI,O,O,X,O,O,O,O,O,X,X
ZTSLOIJ,O,O,X,O,O,X,X,O,X,X
ZTSLOJI,O,O,X,O,O,O,X,O,X,X
ZTSJILO,O,O,X,O,O,O,O,O,X,X
ZTSJIOL,O,X,X,O,O,X,X,O,X,X
ZTSJLIO,O,O,O,O,X,O,O,X,X,X
ZTSJLOI,O,O,X,O,O,O,O,O,X,X
ZTSJOIL,O,X,X,O,O,X,X,O,X,X
ZTSJOLI,O,O,O,O,O,O,X,O,X,X
ZTSOILJ,O,O,X,O,O,X,X,O,X,X
ZTSOIJL,O,X,X,X,O,X,X,O,X,X
ZTSOLIJ,O,O,X,O,O,X,X,O,X,X
ZTSOLJI,O,O,X,O,O,O,X,O,X,X
ZTSOJIL,O,X,X,O,O,X,X,O,X,X
ZTSOJLI,O,O,O,O,O,X,X,O,X,X
ZTOILJS,O,X,X,O,X,X,O,O,X,X
ZTOILSJ,X,X,X,O,X,X,X,O,X,X
ZTOIJLS,O,X,O,O,X,X,O,O,X,X
ZTOIJSL,X,X,X,X,X,X,X,O,X,X
ZTOISLJ,X,X,X,O,X,X,X,O,X,O
ZTOISJL,X,X,X,O,X,X,X,O,X,O
ZTOLIJS,O,X,X,O,X,X,O,O,X,X
ZTOLISJ,X,X,X,O,X,X,X,O,X,X
ZTOLJIS,O,O,O,O,X,O,O,O,X,X
ZTOLJSI,O,O,O,O,X,O,O,O,X,X
ZTOLSIJ,X,O,X,O,X,O,X,O,X,O
ZTOLSJI,O,O,X,O,X,O,O,O,X,O
ZTOJILS,O,O,O,X,X,O,O,O,X,X
ZTOJISL,X,X,O,X,X,O,X,O,X,X
ZTOJLIS,O,O,O,O,X,O,O,O,X,X
ZTOJLSI,O,O,O,O,X,O,O,O,X,X
ZTOJSIL,X,X,X,X,X,O,X,O,X,O
ZTOJSLI,O,O,O,X,X,O,O,O,X,O
ZTOSILJ,X,O,X,O,X,O,X,O,X,O
ZTOSIJL,X,X,X,X,X,O,X,O,X,O
ZTOSLIJ,X,O,X,O,X,O,X,O,X,O
ZTOSLJI,O,O,X,O,X,O,O,O,X,O
ZTOSJIL,X,X,X,X,X,O,X,O,X,O
ZTOSJLI,O,O,O,O,X,O,O,O,X,O
ZITLJSO,O,O,O,O,O,O,O,O,X,X
ZITLJOS,O,O,O,O,X,O,O,O,X,X
ZITLSJO,O,O,X,O,O,O,O,O,X,X
ZITLSOJ,O,O,X,O,O,O,X,O,X,X
ZITLOJS,O,O,O,O,X,O,O,O,X,X
ZITLOSJ,O,O,X,O,X,O,X,O,X,X
ZITJLSO,O,O,O,O,O,O,O,O,X,X
ZITJLOS,O,O,O,O,X,O,O,O,X,X
ZITJSLO,O,O,O,O,O,O,O,O,X,X
ZITJSOL,O,X,O,O,O,O,X,O,X,X
ZITJOLS,O,O,O,O,X,O,O,O,X,X
ZITJOSL,O,X,O,X,X,O,X,O,X,X
ZITSLJO,O,O,X,O,O,O,O,O,X,X
ZITSLOJ,O,O,X,O,O,O,X,O,X,X
ZITSJLO,O,O,O,O,O,O,O,O,X,X
ZITSJOL,O,O,O,O,O,O,X,O,X,X
ZITSOLJ,O,O,X,O,O,O,X,O,X,X
ZITSOJL,O,O,O,O,O,X,X,O,X,X
ZITOLJS,O,O,O,O,X,O,O,O,X,X
ZITOLSJ,O,O,X,O,X,O,O,O,X,X
ZITOJLS,O,O,O,O,X,O,O,O,X,X
ZITOJSL,O,O,O,X,X,O,O,O,X,X
ZITOSLJ,O,O,X,O,X,O,O,O,X,O
ZITOSJL,O,O,O,O,X,O,O,O,X,O
ZILTJSO,O,O,O,O,O,O,O,O,X,X
ZILTJOS,O,O,O,O,X,O,O,O,X,X
ZILTSJO,O,O,X,O,O,O,O,O,X,X
ZILTSOJ,O,O,X,O,O,O,X,O,X,X
ZILTOJS,O,O,O,O,X,O,O,O,X,X
ZILTOSJ,O,O,X,O,X,O,X,O,X,X
ZILJTSO,O,O,O,O,X,O,X,O,X,X
ZILJTOS,O,O,O,O,X,O,X,O,X,X
ZILJSTO,O,O,O,O,X,O,X,O,X,X
ZILJSOT,O,O,X,O,X,O,X,X,X,X
ZILJOTS,O,O,O,O,X,O,X,O,X,X
ZILJOST,O,O,X,O,X,O,X,X,X,X
ZILSTJO,O,O,X,O,O,O,X,O,X,X
ZILSTOJ,O,O,X,O,O,O,X,O,X,X
ZILSJTO,O,O,O,O,X,O,X,O,X,X
ZILSJOT,O,X,X,O,X,O,X,X,X,X
ZILSOTJ,O,O,X,O,O,O,X,X,X,X
ZILSOJT,O,X,X,O,X,O,X,X,X,X
ZILOTJS,O,O,X,O,X,O,O,O,X,X
ZILOTSJ,O,O,X,O,X,O,O,O,X,X
ZILOJTS,O,O,O,O,X,O,O,O,X,X
ZILOJST,O,O,X,O,X,O,O,X,X,X
ZILOSTJ,O,O,X,O,X,O,X,X,X,O
ZILOSJT,O,O,X,O,X,O,O,X,X,O
ZIJTLSO,O,O,O,O,X,O,O,O,X,X
ZIJTLOS,O,O,O,O,X,O,O,O,X,X
ZIJTSLO,O,O,O,O,X,O,O,O,X,X
ZIJTSOL,O,O,O,O,X,O,X,O,X,X
ZIJTOLS,O,O,O,O,X,O,O,O,X,X
ZIJTOSL,O,X,O,X,X,O,X,O,X,X
ZIJLTSO,O,O,O,O,X,O,X,O,X,X
ZIJLTOS,O,O,O,O,X,O,X,O,X,X
ZIJLSTO,O,O,O,O,X,O,X,O,X,X
ZIJLSOT,O,O,X,O,X,O,X,X,X,X
ZIJLOTS,O,O,O,O,X,O,X,O,X,X
ZIJLOST,O,O,X,O,X,O,X,X,X,X
ZIJSTLO,O,O,O,O,X,O,X,X,X,X
ZIJSTOL,O,O,O,O,X,O,X,X,X,X
ZIJSLTO,O,O,O,O,X,O,X,X,X,X
ZIJSLOT,O,O,X,O,X,O,X,X,X,X
ZIJSOTL,O,O,X,O,X,O,X,X,X,X
ZIJSOLT,O,O,X,O,X,O,X,X,X,X
ZIJOTLS,O,O,O,O,X,O,O,X,X,X
ZIJOTSL,O,X,O,X,X,O,O,X,X,X
ZIJOLTS,O,O,O,O,X,O,O,X,X,X
ZIJOLST,O,O,X,O,X,O,O,X,X,X
ZIJOSTL,O,O,X,X,X,O,X,X,X,O
ZIJOSLT,O,O,X,X,X,O,X,X,X,O
ZISTLJO,O,O,X,O,O,O,O,O,X,X
ZISTLOJ,O,O,X,O,O,O,X,O,X,X
ZISTJLO,O,O,O,O,O,O,O,O,X,X
ZISTJOL,O,O,O,O,O,O,X,O,X,X
ZISTOLJ,O,O,X,O,O,O,X,O,X,X
ZISTOJL,O,O,O,O,O,X,X,O,X,X
ZISLTJO,O,O,X,O,O,O,X,O,X,X
ZISLTOJ,O,O,X,O,O,O,X,O,X,X
ZISLJTO,O,O,O,O,X,O,X,O,X,X
ZISLJOT,O,X,X,O,X,O,X,X,X,X
ZISLOTJ,O,O,X,O,O,O,X,X,X,X
ZISLOJT,O,X,X,O,X,O,X,X,X,X
ZISJTLO,O,O,O,O,X,O,X,X,X,X
ZISJTOL,O,O,O,O,X,O,X,X,X,X
ZISJLTO,O,O,O,O,X,O,X,X,X,X
ZISJLOT,O,O,X,O,X,O,X,X,X,X
ZISJOTL,O,O,X,O,X,O,X,X,X,X
ZISJOLT,O,O,X,O,X,O,X,X,X,X
ZISOTLJ,O,O,X,O,O,O,O,X,X,O
ZISOTJL,O,O,X,O,O,O,O,X,X,O
ZISOLTJ,O,O,X,O,O,O,X,X,X,O
ZISOLJT,O,O,X,O,X,O,O,X,X,O
