sequence,v115@6gC8GeC8FeD8AeA8CeH8DeC8JeZ/IvhFqfBTbBmcB1?qBXrB0rB,v115@6gC8GeC8FeD8AeA8CeH8DeC8JeZ/IvhFFbBmcBflBC?hBzqB0rB,v115@6gC8GeC8FeD8AeA8CeH8DeC8Jex6IvhFicBOkBXgBF?mB0qBzrB,v115@6gC8GeC8FeD8AeA8CeH8DeC8JeZ/IvhFCbB2hBXgBF?mB0qBzrB,v115@6gC8GeC8FeD8AeA8CeH8DeC8Jei6IvhF3bBzcBckBV?mB2qBRwB,v115@6gC8GeC8FeD8AeA8CeH8DeC8JeZ/IvhFGbBzfBFmB0?qB/rBasB,v115@6gC8GeC8FeD8AeA8CeH8DeC8JeT6IvhF2gB8hBikB3?lBFmBRwB,v115@6gC8GeC8FeD8AeA8CeH8DeC8Jex6IvhFicBOkBFlBX?mB0qBzrB,v115@6gC8GeC8FeD8AeA8CeH8DeC8Jei6IvhFRcBckB3hBT?lB2wBlqB,v115@6gC8GeC8FeD8AeA8CeH8DeC8JeZ/IvhFFbBzcBflBC?mB2wB8qB,v115@6gC8GeC8FeD8AeA8CeH8DeC8JeZ/IvhFzaB3cBUlBF?mBuqBywB,v115@6gC8GeC8FeD8AeA8CeH8DeC8JeT6IvhFxbB8hBikB3?lB2wBlqB,v115@6gC8GeC8FeD8AeA8CeH8DeC8JeZ/IvhFufB3bBlhBy?qB0qBzrB,v115@6gC8GeC8FeD8AeA8CeH8DeC8Je2/IvhFRbBfmBlhBi?kB0qBzrB,v115@6gC8GeC8FeD8AeA8CeH8DeC8Jei6IvhFRcBckBlgB/?qBOrBzrB,v115@6gC8GeC8FeD8AeA8CeH8DeC8Jei8IvhFxkBXmBOkBF?lBzrB0qB
ZOILTJS,X,X,X,X,O,O,X,X,X,X,O,O,X,X,X,X
ZOILTSJ,X,X,X,X,O,O,X,X,X,X,O,X,X,X,X,X
ZOILJTS,X,X,X,X,O,O,X,X,X,X,X,O,X,X,X,X
ZOILJST,X,O,X,X,X,X,X,X,O,X,X,O,X,X,X,X
ZOILSTJ,X,O,X,X,O,X,X,X,X,X,X,X,X,X,X,X
ZOILSJT,X,O,X,X,X,X,X,X,X,X,X,O,X,X,X,X
ZOIJTLS,X,X,X,X,O,O,X,X,X,X,O,X,X,X,X,X
ZOIJTSL,X,X,X,X,O,O,X,X,X,X,O,X,X,X,X,X
ZOIJLTS,X,X,X,X,O,O,X,X,X,X,X,X,X,X,X,X
ZOIJLST,X,O,X,X,X,X,X,X,O,O,X,X,X,X,X,X
ZOIJSTL,X,O,X,X,X,O,X,X,O,X,X,X,X,X,X,X
ZOIJSLT,X,O,X,X,X,X,X,X,O,O,X,X,X,X,X,X
ZOISTLJ,X,O,X,O,O,O,X,X,X,X,O,X,X,X,X,X
ZOISTJL,X,O,X,O,O,O,X,X,X,X,O,X,X,X,X,X
ZOISLTJ,X,O,X,O,O,X,X,X,X,X,X,X,X,X,X,X
ZOISLJT,X,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X
ZOISJTL,X,O,X,X,X,O,X,X,X,X,X,X,X,X,X,X
ZOISJLT,X,O,X,X,X,X,X,X,X,O,X,X,X,X,X,X
ZOLTIJS,X,X,X,X,O,O,O,X,X,X,O,O,X,X,X,X
ZOLTISJ,X,X,X,X,O,O,O,X,X,X,O,X,X,X,X,X
ZOLTJIS,X,X,X,X,O,O,O,X,X,X,X,O,X,X,X,X
ZOLTJSI,X,X,X,X,O,X,O,X,O,X,X,O,X,X,X,X
ZOLTSIJ,X,X,X,X,O,X,X,X,X,X,O,X,X,X,X,X
ZOLTSJI,X,X,X,X,O,X,O,X,X,X,X,X,X,X,X,X
ZOLITJS,X,X,X,X,O,O,O,X,X,X,O,O,X,X,X,X
ZOLITSJ,X,X,X,X,O,O,O,X,X,X,O,X,X,X,X,X
ZOLIJTS,X,X,X,X,O,O,O,X,X,X,X,O,X,X,X,X
ZOLIJST,X,O,X,X,X,X,O,X,O,X,X,O,X,X,X,X
ZOLISTJ,X,O,X,X,O,X,O,X,X,X,X,X,X,X,X,X
ZOLISJT,X,O,X,X,X,X,O,X,X,X,X,O,X,X,X,X
ZOLJTIS,X,X,X,X,X,O,O,X,X,X,X,O,X,X,X,X
ZOLJTSI,X,X,X,X,O,X,O,X,O,X,X,O,X,X,X,X
ZOLJITS,X,X,X,X,O,O,O,X,X,X,X,O,X,X,X,X
ZOLJIST,X,O,X,X,X,X,O,X,O,X,X,O,X,O,X,X
ZOLJSTI,X,O,X,X,X,X,O,X,O,X,X,O,X,O,O,X
ZOLJSIT,X,O,X,X,X,X,O,X,O,X,X,O,X,O,X,X
ZOLSTIJ,X,O,X,X,O,X,X,X,X,X,X,X,X,O,X,X
ZOLSTJI,X,O,X,X,O,X,O,X,X,X,X,X,X,O,X,X
ZOLSITJ,X,O,X,X,O,X,O,X,X,X,X,X,X,O,X,X
ZOLSIJT,X,O,X,X,X,X,O,X,X,X,X,O,X,O,X,X
ZOLSJTI,X,O,X,X,X,X,O,X,O,X,X,O,X,O,O,X
ZOLSJIT,X,O,X,X,X,X,O,X,O,X,X,O,X,O,X,X
ZOJTILS,X,X,O,X,O,O,X,X,X,X,O,X,X,X,X,X
ZOJTISL,X,X,X,X,O,O,X,X,X,X,O,X,X,X,X,X
ZOJTLIS,X,X,O,X,O,O,X,X,X,X,X,X,X,X,X,X
ZOJTLSI,X,X,O,X,O,X,X,X,O,X,X,X,X,X,X,X
ZOJTSIL,X,X,O,X,O,O,X,X,O,X,O,X,X,X,X,X
ZOJTSLI,X,X,O,X,O,X,X,X,O,X,X,X,X,X,X,X
ZOJITLS,X,X,O,X,O,O,X,X,X,X,O,X,X,X,X,X
ZOJITSL,X,X,X,X,O,O,X,X,X,X,O,X,X,X,X,X
ZOJILTS,X,X,X,X,O,O,X,X,X,X,X,X,X,X,X,X
ZOJILST,X,O,X,X,X,X,X,X,O,O,X,X,X,X,X,X
ZOJISTL,X,O,O,X,X,O,X,X,O,X,X,X,X,X,X,X
ZOJISLT,X,O,X,X,X,X,X,X,O,O,X,X,X,X,X,X
ZOJLTIS,X,X,X,X,X,O,X,X,X,X,X,X,X,X,X,X
ZOJLTSI,X,X,X,X,O,X,X,X,O,X,X,X,X,X,X,X
ZOJLITS,X,X,X,X,O,O,X,X,X,X,X,X,X,X,X,X
ZOJLIST,X,O,X,X,X,X,X,X,O,O,X,X,X,X,X,X
ZOJLSTI,X,O,X,X,X,X,X,X,O,X,X,X,X,X,O,X
ZOJLSIT,X,O,X,X,X,X,X,X,O,O,X,X,X,X,X,X
ZOJSTIL,X,O,O,X,X,O,X,X,O,X,X,X,X,X,O,X
ZOJSTLI,X,X,O,X,X,X,X,X,O,X,X,X,X,X,O,X
ZOJSITL,X,O,O,X,X,O,X,X,O,X,X,X,X,X,X,X
ZOJSILT,X,O,X,X,X,X,X,X,O,O,X,X,X,X,X,X
ZOJSLTI,X,O,X,X,X,X,X,X,O,X,X,X,X,X,O,X
ZOJSLIT,X,O,X,X,X,X,X,X,O,O,X,X,X,X,X,X
ZOSTILJ,X,O,O,O,O,O,X,X,X,X,O,X,X,X,X,X
ZOSTIJL,X,O,X,O,X,O,X,X,X,X,O,X,X,X,X,X
ZOSTLIJ,X,O,O,O,O,X,X,X,X,X,O,X,X,O,X,X
ZOSTLJI,X,O,O,O,O,X,X,X,X,X,X,X,X,O,X,X
ZOSTJIL,X,O,O,O,O,O,X,X,X,X,O,X,X,X,X,X
ZOSTJLI,X,X,O,O,O,X,X,X,X,X,X,X,X,X,X,X
ZOSITLJ,X,O,O,O,O,O,X,X,X,X,O,X,X,X,X,X
ZOSITJL,X,O,X,O,O,O,X,X,X,X,O,X,X,X,X,X
ZOSILTJ,X,O,X,O,O,X,X,X,X,X,X,X,X,X,X,X
ZOSILJT,X,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X
ZOSIJTL,X,O,X,X,X,O,X,X,X,X,X,X,X,X,X,X
ZOSIJLT,X,O,X,X,X,X,X,X,X,O,X,X,X,X,X,X
ZOSLTIJ,X,O,X,O,O,X,X,X,X,X,X,X,X,O,X,X
ZOSLTJI,X,O,X,O,O,X,O,X,X,X,X,X,X,O,X,X
ZOSLITJ,X,O,X,O,O,X,X,X,X,X,X,X,X,O,X,X
ZOSLIJT,X,O,X,X,X,X,O,X,X,X,X,X,X,O,X,X
ZOSLJTI,X,O,X,X,X,X,O,X,O,X,X,X,X,O,O,X
ZOSLJIT,X,O,X,X,X,X,O,X,O,X,X,X,X,O,X,X
ZOSJTIL,X,O,O,X,X,O,X,X,O,X,X,X,X,X,O,X
ZOSJTLI,X,X,O,X,X,X,X,X,O,X,X,X,X,X,O,X
ZOSJITL,X,O,O,X,X,O,X,X,O,X,X,X,X,X,X,X
ZOSJILT,X,O,X,X,X,X,X,X,O,O,X,X,X,X,X,X
ZOSJLTI,X,O,X,X,X,X,O,X,O,X,X,X,X,X,O,X
ZOSJLIT,X,O,X,X,X,X,O,X,O,O,X,X,X,X,X,X
OTILJSZ,O,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X
OTILJZS,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X
OTILSJZ,O,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X
OTILSZJ,O,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X
OTILZJS,O,X,X,X,X,O,X,X,X,X,X,X,X,X,X,X
OTILZSJ,O,X,X,X,X,O,X,X,X,X,X,X,X,X,X,X
OTIJLSZ,O,O,X,X,X,X,X,X,X,O,X,X,X,X,X,X
OTIJLZS,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X
OTIJSLZ,X,O,X,X,X,X,X,X,X,O,X,X,X,X,X,X
OTIJSZL,X,O,X,X,O,X,X,X,X,X,X,X,X,X,X,X
OTIJZLS,X,X,X,X,O,O,X,X,X,X,X,X,X,X,X,X
OTIJZSL,X,X,X,X,O,O,X,X,X,X,X,X,X,X,X,X
OTISLJZ,O,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X
OTISLZJ,O,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X
OTISJLZ,O,O,X,X,X,X,X,X,X,O,X,X,X,X,X,X
OTISJZL,X,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X
OTISZLJ,X,O,X,X,O,O,X,X,X,X,O,X,X,X,X,X
OTISZJL,X,O,X,X,X,O,X,X,X,X,O,X,X,X,X,X
OTIZLJS,X,X,X,X,X,O,X,X,X,X,O,X,X,X,X,X
OTIZLSJ,X,X,X,X,O,O,X,X,X,X,O,X,X,X,X,X
OTIZJLS,X,X,X,X,O,O,X,X,X,X,O,X,X,X,X,X
OTIZJSL,X,X,X,X,O,O,X,X,X,X,O,X,X,X,X,X
OTIZSLJ,X,X,X,X,O,O,X,X,X,X,O,X,X,X,X,X
OTIZSJL,X,X,X,X,X,O,X,X,X,X,O,X,X,X,X,X
OTLIJSZ,O,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X
OTLIJZS,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X
OTLISJZ,O,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X
OTLISZJ,O,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X
OTLIZJS,O,X,X,X,X,O,X,X,X,X,X,X,X,X,X,X
OTLIZSJ,O,X,X,X,X,O,X,X,X,X,X,X,X,X,X,X
OTLJISZ,O,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X
OTLJIZS,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X
OTLJSIZ,O,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X
OTLJSZI,X,O,X,X,O,X,X,X,X,X,X,X,X,X,X,X
OTLJZIS,O,X,X,X,O,X,X,X,X,X,X,X,X,X,X,X
OTLJZSI,X,X,X,X,O,X,X,X,X,X,X,X,X,X,X,X
OTLSIJZ,O,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X
OTLSIZJ,O,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X
OTLSJIZ,O,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X
OTLSJZI,X,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X
OTLSZIJ,X,O,X,X,O,X,X,X,X,X,X,X,X,X,X,X
OTLSZJI,X,O,X,X,O,X,X,X,X,X,X,X,X,X,X,X
OTLZIJS,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X
OTLZISJ,O,X,X,X,O,X,X,X,X,X,X,X,X,X,X,X
OTLZJIS,O,X,X,X,O,X,X,X,X,X,X,X,X,X,X,X
OTLZJSI,X,X,X,X,O,X,X,X,X,X,X,X,X,X,X,X
OTLZSIJ,X,X,X,X,O,X,X,X,X,X,X,X,X,X,X,X
OTLZSJI,X,X,X,X,O,X,X,X,X,X,X,X,X,X,X,X
OTJILSZ,O,O,X,X,X,X,X,X,X,O,X,X,X,X,X,X
OTJILZS,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X
OTJISLZ,X,O,X,X,X,X,X,X,X,O,X,X,X,X,X,X
OTJISZL,X,O,X,X,O,X,X,X,X,X,X,X,X,X,X,X
OTJIZLS,X,X,X,X,O,O,X,X,X,X,X,X,X,X,X,X
OTJIZSL,X,X,X,X,O,O,X,X,X,X,X,X,X,X,X,X
OTJLISZ,O,O,X,X,X,X,X,X,X,O,X,X,X,X,X,X
OTJLIZS,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X
OTJLSIZ,O,O,X,X,X,X,X,X,X,O,X,X,X,X,X,X
OTJLSZI,X,O,X,X,O,X,X,X,X,X,X,X,X,X,X,X
OTJLZIS,O,X,X,X,O,X,X,X,X,X,X,X,X,X,X,X
OTJLZSI,X,X,X,X,O,X,X,X,X,X,X,X,X,X,X,X
OTJSILZ,X,O,X,X,X,X,X,O,X,O,X,X,X,X,X,X
OTJSIZL,X,O,X,X,O,X,X,O,O,X,X,X,X,X,X,X
OTJSLIZ,O,O,X,X,X,X,X,O,X,O,X,X,X,X,X,X
OTJSLZI,X,O,X,X,O,X,X,O,X,X,X,X,X,X,X,X
OTJSZIL,X,O,X,X,O,X,X,O,O,X,X,X,X,X,X,X
OTJSZLI,X,X,X,X,O,X,X,O,O,X,X,X,X,X,X,X
OTJZILS,X,X,X,X,O,O,X,X,X,X,X,X,X,X,X,X
OTJZISL,X,X,X,X,O,O,X,X,X,X,X,X,X,X,X,X
OTJZLIS,O,X,X,X,O,O,X,X,X,X,X,X,X,X,X,X
OTJZLSI,X,X,X,X,O,X,X,X,O,X,X,X,X,X,X,X
OTJZSIL,X,X,X,X,O,O,X,X,O,X,X,X,X,X,X,X
OTJZSLI,X,X,X,X,O,X,X,X,O,X,X,X,X,X,X,X
OTSILJZ,X,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X
OTSILZJ,X,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X
OTSIJLZ,X,O,X,X,X,X,X,X,X,O,X,X,X,X,X,X
OTSIJZL,X,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X
OTSIZLJ,X,O,X,X,O,O,X,X,X,X,O,X,X,X,X,X
OTSIZJL,X,O,X,X,X,O,X,X,X,X,O,X,X,X,X,X
OTSLIJZ,O,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X
OTSLIZJ,O,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X
OTSLJIZ,O,O,X,X,X,X,X,O,X,X,X,X,X,X,X,X
OTSLJZI,X,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X
OTSLZIJ,X,O,X,X,O,X,X,X,X,X,X,X,X,X,X,X
OTSLZJI,X,O,X,X,O,X,X,X,X,X,X,X,X,X,X,X
OTSJILZ,X,O,X,X,X,X,X,O,X,O,X,X,X,X,X,X
OTSJIZL,X,O,X,X,O,X,X,O,X,X,X,X,X,X,X,X
OTSJLIZ,O,O,X,X,X,X,X,O,X,O,X,X,X,X,X,X
OTSJLZI,X,O,X,X,O,X,X,O,X,X,X,X,X,X,X,X
OTSJZIL,X,O,X,X,O,X,X,O,X,X,X,X,X,X,X,X
OTSJZLI,X,X,X,X,O,X,X,O,X,X,X,X,X,X,X,X
OTSZILJ,X,O,X,X,O,X,X,X,X,X,O,X,X,X,X,X
OTSZIJL,X,O,X,X,X,X,X,X,X,X,O,X,X,X,X,X
OTSZLIJ,X,O,X,X,O,X,X,X,X,X,O,X,X,X,X,X
OTSZLJI,X,O,X,X,O,X,X,X,X,X,X,X,X,X,X,X
OTSZJIL,X,O,X,X,O,X,X,X,X,X,O,X,X,X,X,X
OTSZJLI,X,X,X,X,O,X,X,X,X,X,X,X,X,X,X,X
OTZILJS,X,X,X,X,O,O,X,X,X,X,O,X,X,X,X,X
OTZILSJ,X,X,X,X,O,O,X,X,X,X,O,X,X,X,X,X
OTZIJLS,X,X,X,X,O,O,X,X,X,X,O,X,X,X,X,X
OTZIJSL,X,X,X,X,O,O,X,X,X,X,O,X,X,X,X,X
OTZISLJ,X,X,X,X,O,O,X,X,X,X,O,X,X,X,X,X
OTZISJL,X,X,X,X,O,O,X,X,X,X,O,X,X,X,X,X
OTZLIJS,O,X,X,X,O,O,X,X,X,X,O,X,X,X,X,X
OTZLISJ,O,X,X,X,O,O,X,X,X,X,O,X,X,X,X,X
OTZLJIS,O,X,X,X,O,O,X,X,X,X,X,X,X,X,X,X
OTZLJSI,X,X,X,X,O,X,X,X,O,X,X,X,X,X,X,X
OTZLSIJ,X,X,X,X,O,X,X,X,X,X,O,X,X,X,X,X
OTZLSJI,X,X,X,X,O,X,X,X,X,X,X,X,X,X,X,X
OTZJILS,X,X,X,X,O,O,X,X,X,X,O,X,X,X,X,X
OTZJISL,X,X,X,X,O,O,X,X,X,X,O,X,X,X,X,X
OTZJLIS,O,X,X,X,O,O,X,X,X,X,X,X,X,X,X,X
OTZJLSI,X,X,X,X,O,X,X,X,O,X,X,X,X,X,X,X
OTZJSIL,X,X,X,X,O,O,X,X,O,X,O,X,X,X,X,X
OTZJSLI,X,X,X,X,O,X,X,X,O,X,X,X,X,X,X,X
OTZSILJ,X,X,X,X,O,O,X,X,X,X,O,X,X,X,X,X
OTZSIJL,X,X,X,X,X,O,X,X,X,X,O,X,X,X,X,X
OTZSLIJ,X,X,X,X,O,X,X,X,X,X,O,X,X,X,X,X
OTZSLJI,X,X,X,X,O,X,X,X,X,X,X,X,X,X,X,X
OTZSJIL,X,X,X,X,O,O,X,X,X,X,O,X,X,X,X,X
OTZSJLI,X,X,X,X,O,X,X,X,X,X,X,X,X,X,X,X
OITLJSZ,O,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X
OITLJZS,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X
OITLSJZ,O,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X
OITLSZJ,O,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X
OITLZJS,O,X,X,X,X,O,X,X,X,X,X,X,X,X,X,X
OITLZSJ,O,X,X,X,X,O,X,X,X,X,X,X,X,X,X,X
OITJLSZ,O,O,X,X,X,X,X,X,X,O,X,X,X,X,X,X
OITJLZS,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X
OITJSLZ,X,O,X,X,X,X,X,X,X,O,X,X,X,X,X,X
OITJSZL,X,O,X,X,O,X,X,X,X,X,X,X,X,X,X,X
OITJZLS,X,X,X,X,O,O,X,X,X,X,X,X,X,X,X,X
OITJZSL,X,X,X,X,O,O,X,X,X,X,X,X,X,X,X,X
OITSLJZ,O,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X
OITSLZJ,O,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X
OITSJLZ,O,O,X,X,X,X,X,X,X,O,X,X,X,X,X,X
OITSJZL,X,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X
OITSZLJ,X,O,X,X,O,O,X,X,X,X,O,X,X,X,X,X
OITSZJL,X,O,X,X,X,O,X,X,X,X,O,X,X,X,X,X
OITZLJS,X,X,X,X,X,O,X,X,X,X,O,X,X,X,X,X
OITZLSJ,X,X,X,X,O,O,X,X,X,X,O,X,X,X,X,X
OITZJLS,X,X,X,X,O,O,X,X,X,X,O,X,X,X,X,X
OITZJSL,X,X,X,X,O,O,X,X,X,X,O,X,X,X,X,X
OITZSLJ,X,X,X,X,O,O,X,X,X,X,O,X,X,X,X,X
OITZSJL,X,X,X,X,X,O,X,X,X,X,O,X,X,X,X,X
OILTJSZ,O,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X
OILTJZS,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X
OILTSJZ,O,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X
OILTSZJ,O,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X
OILTZJS,O,X,X,X,X,O,X,X,X,X,X,X,X,X,X,X
OILTZSJ,O,X,X,X,X,O,X,X,X,X,X,X,X,X,X,X
OILJTSZ,O,O,X,X,X,X,X,X,X,O,X,X,X,X,X,X
OILJTZS,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X
OILJSTZ,O,O,X,X,X,X,X,X,X,O,X,X,X,X,X,X
OILJSZT,X,O,X,X,X,X,X,X,X,O,X,X,X,X,X,X
OILJZTS,O,X,X,X,X,O,X,X,X,X,X,X,O,X,X,X
OILJZST,X,O,X,X,X,X,X,X,X,O,X,X,O,X,X,X
OILSTJZ,O,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X
OILSTZJ,O,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X
OILSJTZ,O,O,X,X,X,X,X,X,X,O,X,X,X,X,X,X
OILSJZT,X,O,X,X,X,X,X,X,X,O,X,X,X,X,X,X
OILSZTJ,X,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X
OILSZJT,X,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X
OILZTJS,O,X,X,X,X,O,X,X,X,X,X,X,O,X,X,X
OILZTSJ,O,X,X,X,X,O,X,X,X,X,X,X,O,X,X,X
OILZJTS,O,X,X,X,X,O,X,X,X,X,X,X,O,X,X,X
OILZJST,X,O,X,X,X,X,X,X,X,X,X,X,O,X,X,X
OILZSTJ,X,O,X,X,X,X,X,X,X,X,X,X,O,X,X,X
OILZSJT,X,O,X,X,X,X,X,X,X,X,X,X,O,X,X,X
OIJTLSZ,O,O,X,X,X,X,X,X,X,O,X,X,X,X,X,X
OIJTLZS,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X
OIJTSLZ,X,O,X,X,X,X,X,X,X,O,X,X,X,X,X,X
OIJTSZL,X,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X
OIJTZLS,X,X,X,X,X,O,X,X,X,X,X,X,X,X,X,X
OIJTZSL,X,X,X,X,X,O,X,X,X,X,X,X,X,X,X,X
OIJLTSZ,O,O,X,X,X,X,X,X,X,O,X,X,X,X,X,X
OIJLTZS,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X
OIJLSTZ,O,O,X,X,X,X,X,X,X,O,X,X,X,X,X,X
OIJLSZT,X,O,X,X,X,X,X,X,X,O,X,X,X,X,X,X
OIJLZTS,O,X,X,X,X,O,X,X,X,X,X,X,O,X,X,X
OIJLZST,X,O,X,X,X,X,X,X,X,O,X,X,O,X,X,X
OIJSTLZ,X,O,X,X,X,X,X,X,X,O,X,X,X,X,X,X
OIJSTZL,X,O,X,X,X,X,X,X,O,X,X,X,X,X,X,X
OIJSLTZ,X,O,X,X,X,X,X,X,X,O,X,X,X,X,X,X
OIJSLZT,X,O,X,X,X,X,X,X,O,O,X,X,X,X,X,X
OIJSZTL,X,O,X,X,X,O,X,X,O,X,X,X,X,X,X,X
OIJSZLT,X,O,X,X,X,X,X,X,O,O,X,X,X,X,X,X
OIJZTLS,X,X,X,X,X,O,X,X,X,X,X,X,X,X,X,X
OIJZTSL,X,X,X,X,X,O,X,X,X,X,X,X,X,X,X,X
OIJZLTS,X,X,X,X,X,O,X,X,X,X,X,X,X,X,X,X
OIJZLST,X,O,X,X,X,X,X,X,O,O,X,X,X,X,X,X
OIJZSTL,X,O,X,X,X,O,X,X,O,X,X,X,X,X,X,X
OIJZSLT,X,O,X,X,X,X,X,X,O,O,X,X,X,X,X,X
OISTLJZ,X,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X
OISTLZJ,X,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X
OISTJLZ,X,O,X,X,X,X,X,X,X,O,X,X,X,X,X,O
OISTJZL,X,O,X,X,X,X,X,X,X,X,X,X,X,X,X,O
OISTZLJ,X,O,X,X,X,O,X,X,X,X,X,X,X,X,X,X
OISTZJL,X,O,X,X,X,O,X,X,X,X,X,X,X,X,X,X
OISLTJZ,X,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X
OISLTZJ,X,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X
OISLJTZ,X,O,X,X,X,X,X,X,X,O,X,X,X,X,X,X
OISLJZT,X,O,X,X,X,X,X,X,X,O,X,X,X,X,X,X
OISLZTJ,X,O,X,O,X,X,X,X,X,X,X,X,X,X,X,X
OISLZJT,X,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X
OISJTLZ,X,O,X,X,X,X,X,X,X,O,X,X,X,X,X,O
OISJTZL,X,O,X,X,X,X,X,X,X,X,X,X,X,X,X,O
OISJLTZ,X,O,X,X,X,X,X,X,X,O,X,X,X,X,X,X
OISJLZT,X,O,X,X,X,X,X,X,X,O,X,X,X,X,X,X
OISJZTL,X,O,X,X,X,O,X,X,X,X,X,X,X,X,X,X
OISJZLT,X,O,X,X,X,X,X,X,X,O,X,X,X,X,X,X
OISZTLJ,X,O,X,O,X,O,X,X,X,X,X,X,X,X,X,X
OISZTJL,X,O,X,O,X,O,X,X,X,X,X,X,X,X,X,X
OISZLTJ,X,O,X,O,X,X,X,X,X,X,X,X,X,X,X,X
OISZLJT,X,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X
OISZJTL,X,O,X,X,X,O,X,X,X,X,X,X,X,X,X,X
OISZJLT,X,O,X,X,X,X,X,X,X,O,X,X,X,X,X,X
OIZTLJS,X,X,X,X,O,O,X,X,X,X,O,X,X,X,X,X
OIZTLSJ,X,X,X,X,O,O,X,X,X,X,O,X,X,X,X,X
OIZTJLS,X,X,X,X,O,O,X,X,X,X,O,X,X,X,X,X
OIZTJSL,X,X,X,O,O,O,X,X,X,X,O,X,X,X,X,X
OIZTSLJ,X,X,X,O,O,O,X,X,X,X,O,X,X,X,X,X
OIZTSJL,X,X,X,O,O,O,X,X,X,X,O,X,X,X,X,X
OIZLTJS,X,X,X,X,O,O,X,X,X,X,O,X,X,X,X,X
OIZLTSJ,X,X,X,X,O,O,X,X,X,X,O,X,X,X,X,X
OIZLJTS,X,X,X,X,O,O,X,X,X,X,X,X,X,X,X,X
OIZLJST,X,O,X,X,X,X,X,X,O,X,X,X,X,X,X,X
OIZLSTJ,X,O,X,X,O,X,X,X,X,X,X,X,X,X,X,X
OIZLSJT,X,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X
OIZJTLS,X,X,X,X,O,O,X,X,X,X,O,X,X,X,X,X
OIZJTSL,X,X,X,X,O,O,X,X,X,X,O,X,X,X,X,X
OIZJLTS,X,X,X,X,O,O,X,X,X,X,X,X,X,X,X,X
OIZJLST,X,O,X,X,X,X,X,X,O,O,X,X,X,X,X,X
OIZJSTL,X,O,X,X,X,O,X,X,O,X,X,X,X,X,X,X
OIZJSLT,X,O,X,X,X,X,X,X,O,O,X,X,X,X,X,X
OIZSTLJ,X,O,X,O,O,O,X,X,X,X,O,X,X,X,X,X
OIZSTJL,X,O,X,O,O,O,X,X,X,X,O,X,X,X,X,X
