sequence,v115@7gB8GeE8FeD8FeG8AeD8JeT6IvhFZgBCcBXdB8lBGn?BlrB,v115@7gB8GeE8FeD8FeG8AeD8Je2/IvhFRbBCdBUhB/nBTl?BlrB,v115@7gB8GeE8FeD8FeG8AeD8JeT6IvhFZgBCdBulB/nBUh?BlrB,v115@7gB8GeE8FeD8FeG8AeD8JeT6IvhFxcBKlBGhB/nB0g?BlrB,v115@7gB8GeE8FeD8FeG8AeD8Je2/IvhFRbBclBXmBTnBlm?BCsB,v115@7gB8GeE8FeD8FeG8AeD8JeT6IvhFOgB8gB5mB/sByv?BFsB,v115@7gB8GeE8FeD8FeG8AeD8Jei6IvhFxcBUgBThB/nB+l?BlrB,v115@7gB8GeE8FeD8FeG8AeD8Jex6IvhFXcBmfBUiB1qB6r?BTsB
ZLSOITJ,O,X,O,X,X,O,X,X
ZLSOIJT,O,X,O,X,X,O,X,X
ZLSOJTI,O,X,X,X,X,O,X,X
ZLSOJIT,O,O,O,X,X,O,X,X
ZLOTIJS,O,X,X,X,X,O,X,X
ZLOTISJ,O,X,X,X,X,O,O,X
ZLOTJIS,O,X,X,X,X,O,X,O
ZLOTJSI,O,X,X,O,X,O,O,O
ZLOTSIJ,O,X,X,O,X,O,O,X
ZLOTSJI,O,X,X,O,X,O,O,O
ZLOITJS,O,X,X,X,X,O,X,X
ZLOITSJ,O,X,X,X,X,O,X,X
ZLOIJTS,O,X,X,X,X,O,X,X
ZLOIJST,O,X,X,X,O,O,X,X
ZLOISTJ,O,X,O,X,O,O,X,X
ZLOISJT,O,X,O,X,O,O,X,X
ZLOJTIS,O,X,X,X,X,O,X,X
ZLOJTSI,O,X,X,X,X,O,X,X
ZLOJITS,O,X,X,X,X,O,X,X
ZLOJIST,O,X,X,X,O,O,X,X
ZLOJSTI,O,X,X,X,O,O,X,X
ZLOJSIT,O,X,X,X,O,O,X,X
ZLOSTIJ,O,X,O,O,O,O,O,X
ZLOSTJI,X,X,O,O,O,O,O,X
ZLOSITJ,O,X,O,X,O,O,X,X
ZLOSIJT,O,X,O,X,O,O,X,X
ZLOSJTI,O,X,X,X,O,O,X,X
ZLOSJIT,O,X,O,X,O,O,X,X
ZJTILSO,O,O,X,X,X,X,X,O
ZJTILOS,O,X,X,X,X,X,X,O
ZJTISLO,O,O,O,X,X,X,X,X
ZJTISOL,O,O,O,X,X,X,X,X
ZJTIOLS,O,X,X,X,X,X,X,X
ZJTIOSL,O,O,O,X,O,X,X,X
ZJTLISO,O,O,X,X,X,X,X,O
ZJTLIOS,O,X,X,X,X,X,X,O
ZJTLSIO,O,O,X,X,X,X,X,O
ZJTLSOI,O,O,X,X,X,X,O,O
ZJTLOIS,O,X,X,X,X,X,X,O
ZJTLOSI,O,X,X,X,X,X,O,O
ZJTSILO,O,O,O,X,X,X,X,X
ZJTSIOL,O,O,O,X,X,X,X,X
ZJTSLIO,O,O,O,X,X,X,X,X
ZJTSLOI,O,O,O,X,X,X,O,X
ZJTSOIL,O,O,O,X,X,X,O,X
ZJTSOLI,O,O,O,X,X,X,O,X
ZJTOILS,O,X,X,X,X,X,X,X
ZJTOISL,O,O,O,X,O,X,X,X
ZJTOLIS,O,X,X,X,X,X,X,X
ZJTOLSI,O,X,X,X,X,X,O,X
ZJTOSIL,O,O,O,X,O,X,O,X
ZJTOSLI,O,O,O,X,O,X,O,X
ZJITLSO,O,O,X,X,X,X,X,O
ZJITLOS,O,X,X,X,X,X,X,O
ZJITSLO,O,O,O,X,X,X,X,X
ZJITSOL,O,O,O,X,X,X,X,X
ZJITOLS,O,X,X,X,X,X,X,X
ZJITOSL,O,O,O,X,O,X,X,X
ZJILTSO,O,X,X,X,X,X,X,X
ZJILTOS,O,X,X,X,X,X,X,X
ZJILSTO,O,O,X,X,X,X,X,X
ZJILSOT,O,O,X,X,X,X,X,X
ZJILOTS,O,X,X,X,X,X,X,X
ZJILOST,O,X,X,X,O,X,X,X
ZJISTLO,O,X,X,X,X,X,X,X
ZJISTOL,O,X,X,X,X,X,X,X
ZJISLTO,O,O,X,X,X,X,X,X
ZJISLOT,O,O,O,X,X,X,X,X
ZJISOTL,O,X,X,X,O,X,X,X
ZJISOLT,O,X,O,X,O,X,X,X
ZJIOTLS,O,O,X,X,X,X,X,X
ZJIOTSL,O,O,O,X,O,X,X,X
ZJIOLTS,O,X,X,X,X,X,X,X
ZJIOLST,O,O,X,X,O,X,X,X
ZJIOSTL,O,O,X,X,O,X,X,X
ZJIOSLT,O,O,O,X,O,X,X,X
ZJLTISO,O,X,X,X,X,X,X,X
ZJLTIOS,O,X,X,X,X,X,X,X
ZJLTSIO,O,X,X,X,X,X,X,X
ZJLTSOI,O,X,X,X,X,X,O,X
ZJLTOIS,O,X,X,X,X,X,X,X
ZJLTOSI,O,X,X,X,X,X,O,X
ZJLITSO,O,X,X,X,X,X,X,X
ZJLITOS,O,X,X,X,X,X,X,X
ZJLISTO,O,O,X,X,X,X,X,X
ZJLISOT,O,O,X,X,X,X,X,X
ZJLIOTS,O,X,X,X,X,X,X,X
ZJLIOST,O,X,X,X,O,X,X,X
ZJLSTIO,O,O,X,X,X,X,X,X
ZJLSTOI,O,O,X,X,X,X,O,X
ZJLSITO,O,O,X,X,X,X,X,X
ZJLSIOT,O,O,X,X,X,X,X,X
ZJLSOTI,O,X,X,X,X,X,X,X
ZJLSOIT,O,O,X,X,X,X,X,X
ZJLOTIS,O,X,X,X,X,X,X,X
ZJLOTSI,O,X,X,X,X,X,X,X
ZJLOITS,O,X,X,X,X,X,X,X
ZJLOIST,O,X,X,X,O,X,X,X
ZJLOSTI,O,X,X,X,O,X,X,X
ZJLOSIT,O,X,X,X,O,X,X,X
ZJSTILO,O,O,X,X,X,X,X,X
ZJSTIOL,O,O,X,X,X,X,X,X
ZJSTLIO,O,O,X,X,X,X,X,X
ZJSTLOI,O,O,X,X,X,X,O,X
ZJSTOIL,O,O,X,X,X,X,O,X
ZJSTOLI,O,O,X,X,X,X,O,X
ZJSITLO,O,X,X,X,X,X,X,X
ZJSITOL,O,X,X,X,X,X,X,X
ZJSILTO,O,O,X,X,X,X,X,X
ZJSILOT,O,O,O,X,X,X,X,X
ZJSIOTL,O,X,X,X,O,X,X,X
ZJSIOLT,O,X,O,X,O,X,X,X
ZJSLTIO,O,O,X,X,X,X,X,X
ZJSLTOI,O,O,X,X,X,X,O,X
ZJSLITO,O,O,X,X,X,X,X,X
ZJSLIOT,O,O,O,X,X,X,X,X
ZJSLOTI,O,X,X,X,X,X,X,X
ZJSLOIT,O,O,O,X,X,X,X,X
ZJSOTIL,O,O,X,X,O,X,X,X
ZJSOTLI,O,O,X,X,O,X,X,X
ZJSOITL,O,O,X,X,O,X,X,X
ZJSOILT,O,O,O,X,O,X,X,X
ZJSOLTI,O,O,X,X,O,X,X,X
ZJSOLIT,O,O,O,X,O,X,X,X
ZJOTILS,O,O,X,X,X,X,X,X
ZJOTISL,O,O,O,X,O,X,X,X
ZJOTLIS,O,O,X,X,X,X,X,X
ZJOTLSI,O,O,X,X,X,X,X,X
ZJOTSIL,O,O,O,X,O,X,X,X
ZJOTSLI,O,O,O,X,O,X,X,X
ZJOITLS,O,O,X,X,X,X,X,X
ZJOITSL,O,O,O,X,O,X,X,X
ZJOILTS,O,X,X,X,X,X,X,X
ZJOILST,O,O,X,X,O,X,X,X
ZJOISTL,O,O,X,X,O,X,X,X
ZJOISLT,O,O,O,X,O,X,X,X
ZJOLTIS,O,X,X,X,X,X,X,X
ZJOLTSI,O,X,X,X,X,X,X,X
ZJOLITS,O,X,X,X,X,X,X,X
ZJOLIST,O,O,X,X,O,X,X,X
ZJOLSTI,O,O,X,X,O,X,X,X
ZJOLSIT,O,O,X,X,O,X,X,X
ZJOSTIL,O,O,X,X,O,X,X,X
ZJOSTLI,O,O,X,X,O,X,X,X
ZJOSITL,O,O,X,X,O,X,X,X
ZJOSILT,O,O,O,X,O,X,X,X
ZJOSLTI,O,O,X,X,O,X,X,X
ZJOSLIT,O,O,O,X,O,X,X,X
ZSTILJO,O,O,O,O,X,X,X,X
ZSTILOJ,O,O,O,O,X,X,O,X
ZSTIJLO,O,O,O,O,X,X,X,X
ZSTIJOL,O,O,O,X,X,X,X,X
ZSTIOLJ,O,O,O,O,X,X,O,X
ZSTIOJL,O,O,O,X,X,X,O,X
ZSTLIJO,O,O,O,O,X,X,X,X
ZSTLIOJ,O,O,O,O,X,X,O,X
ZSTLJIO,O,O,O,O,X,X,X,X
ZSTLJOI,O,O,O,O,X,X,O,X
ZSTLOIJ,O,O,O,O,X,X,O,X
ZSTLOJI,O,O,O,O,X,X,O,X
ZSTJILO,O,O,O,O,X,X,X,X
ZSTJIOL,O,O,O,X,X,X,X,X
ZSTJLIO,O,O,O,O,X,X,X,X
ZSTJLOI,O,O,O,O,X,X,O,X
ZSTJOIL,O,O,O,X,X,X,O,X
ZSTJOLI,O,O,O,X,X,X,O,X
ZSTOILJ,O,O,O,O,X,X,O,X
ZSTOIJL,O,O,O,X,X,X,O,X
ZSTOLIJ,O,O,O,O,X,X,O,X
ZSTOLJI,O,O,O,O,X,X,O,X
ZSTOJIL,O,O,O,X,X,X,O,X
ZSTOJLI,O,O,O,X,X,X,O,X
ZSITLJO,O,X,O,O,X,X,X,X
ZSITLOJ,O,X,O,O,X,X,O,X
ZSITJLO,O,X,O,O,X,X,X,X
ZSITJOL,O,X,O,X,X,X,X,X
ZSITOLJ,O,X,O,O,X,X,O,X
ZSITOJL,O,X,O,X,X,X,O,X
ZSILTJO,X,X,O,X,X,O,X,X
ZSILTOJ,O,X,O,X,X,O,O,X
ZSILJTO,O,X,X,X,X,O,X,X
ZSILJOT,O,X,O,X,X,O,X,X
ZSILOTJ,O,X,O,X,X,O,X,X
ZSILOJT,O,X,O,X,X,O,X,X
ZSIJTLO,O,X,X,X,X,X,X,X
ZSIJTOL,O,X,X,X,X,X,X,X
ZSIJLTO,O,X,X,X,X,X,X,X
ZSIJLOT,O,X,O,X,X,X,X,X
ZSIJOTL,O,X,X,X,O,X,X,X
ZSIJOLT,O,X,O,X,O,X,X,X
ZSIOTLJ,O,X,O,O,O,X,X,X
ZSIOTJL,O,X,O,X,O,X,X,X
ZSIOLTJ,O,X,O,X,O,O,X,X
ZSIOLJT,O,X,O,X,O,O,X,X
ZSIOJTL,O,X,X,X,O,X,X,X
ZSIOJLT,O,X,O,X,O,X,X,X
ZSLTIJO,X,O,O,O,X,O,X,X
ZSLTIOJ,O,O,O,O,X,O,O,X
ZSLTJIO,X,O,O,O,X,O,X,X
ZSLTJOI,X,O,O,O,X,O,O,X
ZSLTOIJ,O,O,O,O,X,O,O,X
ZSLTOJI,X,O,O,O,X,O,O,X
ZSLITJO,X,X,O,X,X,O,X,X
ZSLITOJ,O,X,O,X,X,O,O,X
ZSLIJTO,O,X,X,X,X,O,X,X
ZSLIJOT,O,X,O,X,X,O,X,X
ZSLIOTJ,O,X,O,X,X,O,X,X
ZSLIOJT,O,X,O,X,X,O,X,X
ZSLJTIO,O,O,X,X,X,O,X,X
ZSLJTOI,O,O,X,X,X,O,O,X
ZSLJITO,O,O,X,X,X,O,X,X
ZSLJIOT,O,O,O,X,X,O,X,X
ZSLJOTI,O,X,X,X,X,O,X,X
ZSLJOIT,O,O,O,X,X,O,X,X
ZSLOTIJ,O,X,O,O,X,O,O,X
ZSLOTJI,X,X,O,O,X,O,O,X
ZSLOITJ,O,X,O,X,X,O,X,X
ZSLOIJT,O,X,O,X,X,O,X,X
ZSLOJTI,O,X,X,X,X,O,X,X
ZSLOJIT,O,O,O,X,X,O,X,X
ZSJTILO,O,O,X,X,X,X,X,X
ZSJTIOL,O,O,X,X,X,X,X,X
ZSJTLIO,O,O,X,X,X,X,X,X
ZSJTLOI,O,O,X,X,X,X,O,X
ZSJTOIL,O,O,X,X,X,X,O,X
ZSJTOLI,O,O,X,X,X,X,O,X
ZSJITLO,O,X,X,X,X,X,X,X
ZSJITOL,O,X,X,X,X,X,X,X
ZSJILTO,O,O,X,X,X,X,X,X
ZSJILOT,O,O,O,X,X,X,X,X
ZSJIOTL,O,X,X,X,O,X,X,X
ZSJIOLT,O,X,O,X,O,X,X,X
ZSJLTIO,O,O,X,X,X,X,X,X
ZSJLTOI,O,O,X,X,X,X,O,X
ZSJLITO,O,O,X,X,X,X,X,X
ZSJLIOT,O,O,O,X,X,X,X,X
ZSJLOTI,O,X,X,X,X,X,X,X
ZSJLOIT,O,O,O,X,X,X,X,X
ZSJOTIL,O,O,X,X,O,X,X,X
ZSJOTLI,O,O,X,X,O,X,X,X
ZSJOITL,O,O,X,X,O,X,X,X
ZSJOILT,O,O,O,X,O,X,X,X
ZSJOLTI,O,O,X,X,O,X,X,X
ZSJOLIT,O,O,O,X,O,X,X,X
ZSOTILJ,O,O,O,O,O,X,O,X
ZSOTIJL,O,O,O,X,O,X,O,X
ZSOTLIJ,O,O,O,O,O,X,O,X
ZSOTLJI,O,O,O,O,O,X,O,X
ZSOTJIL,O,O,O,X,O,X,O,X
ZSOTJLI,O,O,O,X,O,X,O,X
ZSOITLJ,O,O,O,O,O,X,X,X
ZSOITJL,O,O,O,X,O,X,X,X
ZSOILTJ,O,O,O,X,O,O,X,X
ZSOILJT,O,O,O,X,O,O,X,X
ZSOIJTL,O,O,X,X,O,X,X,X
ZSOIJLT,O,O,O,X,O,X,X,X
ZSOLTIJ,O,O,O,O,O,O,O,X
ZSOLTJI,X,O,O,O,O,O,O,X
ZSOLITJ,O,O,O,X,O,O,X,X
ZSOLIJT,O,O,O,X,O,O,X,X
ZSOLJTI,O,O,X,X,O,O,X,X
ZSOLJIT,O,O,O,X,O,O,X,X
ZSOJTIL,O,O,X,X,O,X,X,X
ZSOJTLI,O,O,X,X,O,X,X,X
ZSOJITL,O,O,X,X,O,X,X,X
ZSOJILT,O,O,O,X,O,X,X,X
ZSOJLTI,O,O,X,X,O,X,X,X
ZSOJLIT,O,O,O,X,O,X,X,X
ZOTILJS,O,O,X,X,X,X,X,X
ZOTILSJ,O,O,X,X,X,X,O,X
ZOTIJLS,O,O,X,X,X,X,X,X
ZOTIJSL,O,O,O,X,O,X,X,X
ZOTISLJ,O,O,O,X,O,X,O,X
ZOTISJL,O,O,O,X,O,X,O,X
ZOTLIJS,O,O,X,X,X,X,X,X
ZOTLISJ,O,O,X,X,X,X,O,X
ZOTLJIS,O,O,X,X,X,X,X,X
ZOTLJSI,O,O,X,O,X,X,O,X
ZOTLSIJ,O,O,X,O,X,X,O,X
ZOTLSJI,O,O,X,O,X,X,O,X
ZOTJILS,O,O,X,X,X,X,X,X
ZOTJISL,O,O,O,X,O,X,X,X
ZOTJLIS,O,O,X,X,X,X,X,X
ZOTJLSI,O,O,X,X,X,X,O,X
ZOTJSIL,O,O,O,X,O,X,O,X
ZOTJSLI,O,O,O,X,O,X,O,X
ZOTSILJ,O,O,O,O,O,X,O,X
ZOTSIJL,O,O,O,X,O,X,O,X
ZOTSLIJ,O,O,O,O,O,X,O,X
ZOTSLJI,O,O,O,O,O,X,O,X
ZOTSJIL,O,O,O,X,O,X,O,X
ZOTSJLI,O,O,O,X,O,X,O,X
ZOITLJS,O,X,X,X,X,X,X,X
ZOITLSJ,O,X,X,X,X,X,X,X
ZOITJLS,O,X,X,X,X,X,X,X
ZOITJSL,O,O,O,X,O,X,X,X
ZOITSLJ,O,O,O,X,O,X,X,X
ZOITSJL,O,O,O,X,O,X,X,X
ZOILTJS,O,X,X,X,X,O,X,X
ZOILTSJ,O,X,X,X,X,O,X,X
ZOILJTS,O,X,X,X,X,O,X,X
ZOILJST,O,O,X,X,O,O,X,X
ZOILSTJ,O,O,O,X,O,O,X,X
ZOILSJT,O,O,O,X,O,O,X,X
ZOIJTLS,O,X,X,X,X,X,X,X
ZOIJTSL,O,O,O,X,O,X,X,X
ZOIJLTS,O,X,X,X,X,X,X,X
ZOIJLST,O,O,X,X,O,X,X,X
ZOIJSTL,O,O,X,X,O,X,X,X
ZOIJSLT,O,O,O,X,O,X,X,X
ZOISTLJ,O,O,O,O,O,X,X,X
ZOISTJL,O,O,O,X,O,X,X,X
ZOISLTJ,O,O,O,X,O,O,X,X
ZOISLJT,O,O,O,X,O,O,X,X
ZOISJTL,O,O,X,X,O,X,X,X
ZOISJLT,O,O,O,X,O,X,X,X
ZOLTIJS,O,X,X,X,X,O,X,X
ZOLTISJ,O,X,X,X,X,O,O,X
ZOLTJIS,O,X,X,X,X,O,X,X
ZOLTJSI,O,X,X,O,X,O,O,X
ZOLTSIJ,O,X,X,O,X,O,O,X
ZOLTSJI,O,X,X,O,X,O,O,X
ZOLITJS,O,X,X,X,X,O,X,X
ZOLITSJ,O,X,X,X,X,O,X,X
ZOLIJTS,O,X,X,X,X,O,X,X
ZOLIJST,O,O,X,X,O,O,X,X
ZOLISTJ,O,O,O,X,O,O,X,X
ZOLISJT,O,O,O,X,O,O,X,X
ZOLJTIS,O,X,X,X,X,O,X,X
ZOLJTSI,O,X,X,X,X,O,X,X
ZOLJITS,O,X,X,X,X,O,X,X
ZOLJIST,O,O,X,X,O,O,X,X
ZOLJSTI,O,O,X,X,O,O,X,X
ZOLJSIT,O,O,X,X,O,O,X,X
ZOLSTIJ,O,O,O,O,O,O,O,X
ZOLSTJI,X,O,O,O,O,O,O,X
ZOLSITJ,O,O,O,X,O,O,X,X
ZOLSIJT,O,O,O,X,O,O,X,X
ZOLSJTI,O,O,X,X,O,O,X,X
ZOLSJIT,O,O,O,X,O,O,X,X
ZOJTILS,O,O,X,X,X,X,X,X
ZOJTISL,O,O,O,X,O,X,X,X
ZOJTLIS,O,O,X,X,X,X,X,X
ZOJTLSI,O,O,X,X,X,X,X,X
ZOJTSIL,O,O,O,X,O,X,X,X
ZOJTSLI,O,O,O,X,O,X,X,X
ZOJITLS,O,O,X,X,X,X,X,X
ZOJITSL,O,O,O,X,O,X,X,X
ZOJILTS,O,X,X,X,X,X,X,X
ZOJILST,O,O,X,X,O,X,X,X
ZOJISTL,O,O,X,X,O,X,X,X
ZOJISLT,O,O,O,X,O,X,X,X
ZOJLTIS,O,X,X,X,X,X,X,X
ZOJLTSI,O,X,X,X,X,X,X,X
ZOJLITS,O,X,X,X,X,X,X,X
ZOJLIST,O,O,X,X,O,X,X,X
ZOJLSTI,O,O,X,X,O,X,X,X
ZOJLSIT,O,O,X,X,O,X,X,X
ZOJSTIL,O,O,X,X,O,X,X,X
ZOJSTLI,O,O,X,X,O,X,X,X
ZOJSITL,O,O,X,X,O,X,X,X
ZOJSILT,O,O,O,X,O,X,X,X
ZOJSLTI,O,O,X,X,O,X,X,X
ZOJSLIT,O,O,O,X,O,X,X,X
ZOSTILJ,O,O,O,O,O,X,O,X
ZOSTIJL,O,O,O,X,O,X,O,X
ZOSTLIJ,O,O,O,O,O,X,O,X
ZOSTLJI,O,O,O,O,O,X,O,X
ZOSTJIL,O,O,O,X,O,X,O,X
ZOSTJLI,O,O,O,X,O,X,O,X
ZOSITLJ,O,O,O,O,O,X,X,X
ZOSITJL,O,O,O,X,O,X,X,X
ZOSILTJ,O,O,O,X,O,O,X,X
ZOSILJT,O,O,O,X,O,O,X,X
ZOSIJTL,O,O,X,X,O,X,X,X
ZOSIJLT,O,O,O,X,O,X,X,X
ZOSLTIJ,O,O,O,O,O,O,O,X
ZOSLTJI,X,O,O,O,O,O,O,X
ZOSLITJ,O,O,O,X,O,O,X,X
ZOSLIJT,O,O,O,X,O,O,X,X
ZOSLJTI,O,O,X,X,O,O,X,X
ZOSLJIT,O,O,O,X,O,O,X,X
ZOSJTIL,O,O,X,X,O,X,X,X
ZOSJTLI,O,O,X,X,O,X,X,X
ZOSJITL,O,O,X,X,O,X,X,X
ZOSJILT,O,O,O,X,O,X,X,X
ZOSJLTI,O,O,X,X,O,X,X,X
ZOSJLIT,O,O,O,X,O,X,X,X
OTILJSZ,O,X,O,O,X,X,X,X
OTILJZS,O,X,X,X,X,X,X,X
OTILSJZ,O,X,O,O,X,X,X,X
OTILSZJ,O,X,O,O,X,O,X,X
OTILZJS,O,X,X,X,X,O,X,X
OTILZSJ,O,X,X,X,X,O,X,X
OTIJLSZ,O,O,O,X,X,X,X,X
OTIJLZS,O,O,X,X,X,X,X,X
OTIJSLZ,O,O,O,X,X,X,X,X
OTIJSZL,O,O,O,X,X,X,X,X
OTIJZLS,O,O,X,X,X,X,X,X
OTIJZSL,O,O,O,X,X,X,X,X
OTISLJZ,O,O,O,O,X,X,X,X
OTISLZJ,O,X,O,O,X,O,X,X
OTISJLZ,O,O,O,O,X,X,X,X
OTISJZL,O,O,O,X,X,X,X,X
OTISZLJ,O,O,O,O,X,X,O,X
OTISZJL,O,O,O,X,X,X,O,X
OTIZLJS,O,O,X,X,X,X,X,X
OTIZLSJ,O,O,X,X,X,X,O,X
OTIZJLS,O,O,X,X,X,X,X,X
OTIZJSL,O,O,O,X,X,X,X,X
OTIZSLJ,O,O,O,X,X,X,O,X
OTIZSJL,O,O,O,X,X,X,O,X
OTLIJSZ,O,X,O,O,X,X,X,X
OTLIJZS,O,X,X,X,X,X,X,X
OTLISJZ,O,X,O,O,X,X,X,X
OTLISZJ,O,X,O,O,X,O,X,X
OTLIZJS,O,X,X,X,X,O,X,X
OTLIZSJ,O,X,X,X,X,O,X,X
OTLJISZ,O,O,O,O,X,X,X,O
OTLJIZS,O,O,X,X,X,X,X,O
OTLJSIZ,O,O,O,O,X,X,X,O
OTLJSZI,O,O,O,O,X,X,X,O
OTLJZIS,O,O,X,X,X,X,X,O
OTLJZSI,O,O,X,O,X,X,X,O
OTLSIJZ,O,O,O,O,X,X,X,X
OTLSIZJ,O,X,O,O,X,O,X,X
OTLSJIZ,O,O,O,O,X,X,X,O
OTLSJZI,O,O,O,O,X,X,X,O
OTLSZIJ,O,O,O,O,X,O,O,X
OTLSZJI,O,O,O,O,X,O,O,O
OTLZIJS,O,O,X,X,X,O,X,X
OTLZISJ,O,O,X,X,X,O,O,X
OTLZJIS,O,O,X,X,X,O,X,O
OTLZJSI,O,O,X,O,X,O,O,O
OTLZSIJ,O,O,X,O,X,O,O,X
OTLZSJI,O,O,X,O,X,O,O,O
OTJILSZ,O,O,O,X,X,X,X,O
OTJILZS,O,O,X,X,X,X,X,O
OTJISLZ,O,O,O,X,X,X,X,X
OTJISZL,O,O,O,X,X,X,X,X
OTJIZLS,O,O,X,X,X,X,X,X
OTJIZSL,O,O,O,X,O,X,X,X
OTJLISZ,O,O,O,O,X,X,X,O
OTJLIZS,O,O,X,X,X,X,X,O
OTJLSIZ,O,O,O,O,X,X,X,O
OTJLSZI,O,O,O,O,X,X,X,O
OTJLZIS,O,O,X,X,X,X,X,O
OTJLZSI,O,O,X,O,X,X,X,O
OTJSILZ,O,O,O,O,X,X,X,X
OTJSIZL,O,O,O,X,X,X,X,X
OTJSLIZ,O,O,O,O,X,X,X,X
OTJSLZI,O,O,O,O,X,X,X,X
OTJSZIL,O,O,O,X,X,X,O,X
OTJSZLI,O,O,O,X,X,X,O,X
OTJZILS,O,O,X,X,X,X,X,X
OTJZISL,O,O,O,X,O,X,X,X
OTJZLIS,O,O,X,X,X,X,X,X
OTJZLSI,O,O,X,X,X,X,O,X
OTJZSIL,O,O,O,X,O,X,O,X
OTJZSLI,O,O,O,X,O,X,O,X
OTSILJZ,O,O,O,O,X,X,X,X
OTSILZJ,O,X,O,O,X,O,X,X
OTSIJLZ,O,O,O,O,X,X,X,X
OTSIJZL,O,O,O,X,X,X,X,X
OTSIZLJ,O,O,O,O,X,X,O,X
OTSIZJL,O,O,O,X,X,X,O,X
OTSLIJZ,O,O,O,O,X,X,X,X
OTSLIZJ,O,X,O,O,X,O,X,X
OTSLJIZ,O,O,O,O,X,X,X,X
OTSLJZI,O,O,O,O,X,X,X,X
OTSLZIJ,O,O,O,O,X,O,O,X
OTSLZJI,O,O,O,O,X,O,O,X
OTSJILZ,O,O,O,O,X,X,X,X
OTSJIZL,O,O,O,X,X,X,X,X
OTSJLIZ,O,O,O,O,X,X,X,X
OTSJLZI,O,O,O,O,X,X,X,X
OTSJZIL,O,O,O,X,X,X,O,X
OTSJZLI,O,O,O,X,X,X,O,X
OTSZILJ,O,O,O,O,O,X,O,X
OTSZIJL,O,O,O,X,O,X,O,X
OTSZLIJ,O,O,O,O,O,X,O,X
OTSZLJI,O,O,O,O,O,X,O,X
OTSZJIL,O,O,O,X,O,X,O,X
OTSZJLI,O,O,O,X,O,X,O,X
OTZILJS,O,O,X,X,X,X,X,X
OTZILSJ,O,O,X,X,X,X,O,X
OTZIJLS,O,O,X,X,X,X,X,X
OTZIJSL,O,O,O,X,O,X,X,X
OTZISLJ,O,O,O,X,O,X,O,X
OTZISJL,O,O,O,X,O,X,O,X
OTZLIJS,O,O,X,X,X,X,X,X
OTZLISJ,O,O,X,X,X,X,O,X
OTZLJIS,O,O,X,X,X,X,X,X
OTZLJSI,O,O,X,O,X,X,O,X
OTZLSIJ,O,O,X,O,X,X,O,X
OTZLSJI,O,O,X,O,X,X,O,X
OTZJILS,O,O,X,X,X,X,X,X
OTZJISL,O,O,O,X,O,X,X,X
OTZJLIS,O,O,X,X,X,X,X,X
OTZJLSI,O,O,X,X,X,X,O,X
OTZJSIL,O,O,O,X,O,X,O,X
OTZJSLI,O,O,O,X,O,X,O,X
OTZSILJ,O,O,O,O,O,X,O,X
OTZSIJL,O,O,O,X,O,X,O,X
OTZSLIJ,O,O,O,O,O,X,O,X
OTZSLJI,O,O,O,O,O,X,O,X
OTZSJIL,O,O,O,X,O,X,O,X
OTZSJLI,O,O,O,X,O,X,O,X
OITLJSZ,O,X,O,O,X,X,X,X
OITLJZS,O,X,X,X,X,X,X,X
OITLSJZ,O,X,O,O,X,X,X,X
OITLSZJ,O,X,O,O,X,O,X,X
OITLZJS,O,X,X,X,X,O,X,X
OITLZSJ,O,X,X,X,X,O,X,X
OITJLSZ,O,O,O,X,X,X,X,X
OITJLZS,O,O,X,X,X,X,X,X
OITJSLZ,O,O,O,X,X,X,X,X
OITJSZL,O,O,O,X,X,X,X,X
OITJZLS,O,O,X,X,X,X,X,X
OITJZSL,O,O,O,X,X,X,X,X
OITSLJZ,O,O,O,O,X,X,X,X
OITSLZJ,O,X,O,O,X,O,X,X
OITSJLZ,O,O,O,O,X,X,X,X
OITSJZL,O,O,O,X,X,X,X,X
OITSZLJ,O,O,O,O,X,X,X,X
OITSZJL,O,O,O,X,X,X,X,X
OITZLJS,O,O,X,X,X,X,X,X
OITZLSJ,O,O,X,X,X,X,X,X
OITZJLS,O,O,X,X,X,X,X,X
OITZJSL,O,O,O,X,X,X,X,X
OITZSLJ,O,O,O,X,X,X,X,X
OITZSJL,O,O,O,X,X,X,X,X
OILTJSZ,O,X,O,O,X,X,X,X
OILTJZS,O,X,X,X,X,X,X,X
OILTSJZ,O,X,O,O,X,X,X,X
OILTSZJ,O,X,O,O,X,O,X,X
OILTZJS,O,X,X,X,X,O,X,X
OILTZSJ,O,X,X,X,X,O,X,X
OILJTSZ,O,X,O,X,X,X,X,X
OILJTZS,O,X,X,X,X,X,X,X
OILJSTZ,O,X,O,X,X,X,X,X
OILJSZT,O,X,O,X,X,O,X,X
OILJZTS,O,X,X,X,X,O,X,X
OILJZST,O,X,X,X,X,O,X,X
OILSTJZ,O,X,O,O,X,X,X,X
OILSTZJ,O,X,O,O,X,O,X,X
OILSJTZ,O,X,O,X,X,X,X,X
OILSJZT,O,X,O,X,X,O,X,X
OILSZTJ,O,X,O,X,X,O,X,X
OILSZJT,O,X,O,X,X,O,X,X
OILZTJS,O,X,X,X,X,O,X,X
OILZTSJ,O,X,X,X,X,O,X,X
OILZJTS,O,X,X,X,X,O,X,X
OILZJST,O,X,X,X,X,O,X,X
OILZSTJ,O,X,O,X,X,O,X,X
