sequence,v115@zgA8IeD8FeE8EeE8EeG8MeR7IvhF3cBSjB8mBziB+t?BlsB,v115@zgA8IeD8FeE8EeE8EeG8MeR7IvhF3cBciBTeBWsBFo?BSyB,v115@zgA8IeD8FeE8EeE8EeG8MeR7IvhFUdBGeB6mB/oBTn?BVyB,v115@zgA8IeD8FeE8EeE8EeG8MeR7IvhF8iB+jBlhB/sBCn?BTtB,v115@zgA8IeD8FeE8EeE8EeG8MeR7IvhFUdBGeB6mBVoB/s?BTtB,v115@zgA8IeD8FeE8EeE8EeG8MeR7IvhF3cBFeBTiBcoBWs?BSyB,v115@zgA8IeD8FeE8EeE8EeG8MeR7IvhFFdBXeB0hBSoBGs?BTtB,v115@zgA8IeD8FeE8EeE8EeG8MeR7IvhF3cBliBzmBCtBct?BGtB,v115@zgA8IeD8FeE8EeE8EeG8MeR7IvhFGdBlhB6oBXnB8s?BTtB,v115@zgA8IeD8FeE8EeE8EeG8MeR7IvhFXeBSoBUnBlmBTt?BGsB,v115@zgA8IeD8FeE8EeE8EeG8MeR7IvhF3cBliBzmBGtBct?BCtB,v115@zgA8IeD8FeE8EeE8EeG8MeR7IvhFlhBcnBTjBCnBGt?BXtB,v115@zgA8IeD8FeE8EeE8EeG8MeR7IvhF+jBlhB3iBzmBCt?BUtB,v115@zgA8IeD8FeE8EeE8EeG8MeR7IvhF3cB+jBliBzmBCt?BUtB
STILJZO,X,O,O,X,O,O,X,X,O,X,X,X,O,X
STILJOZ,X,X,O,X,O,O,X,X,X,X,X,X,O,X
STILZJO,X,X,O,X,O,O,X,X,O,X,X,X,X,X
STILZOJ,X,X,O,X,O,O,X,X,O,X,X,X,X,X
STILOJZ,X,X,O,O,O,X,X,X,X,X,X,X,X,X
STILOZJ,X,X,O,X,O,X,X,X,X,X,X,X,X,X
STIJLZO,X,O,O,X,O,O,X,X,O,X,X,X,X,X
STIJLOZ,X,X,O,X,O,O,X,X,X,X,X,X,X,X
STIJZLO,O,O,O,X,O,X,X,X,O,X,X,X,X,X
STIJZOL,O,O,O,X,O,X,X,X,O,X,X,X,X,X
STIJOLZ,X,X,O,O,X,O,X,X,X,X,X,X,X,X
STIJOZL,X,X,O,O,O,X,X,X,O,X,X,X,X,X
STIZLJO,X,X,O,X,O,X,X,X,O,X,X,X,X,X
STIZLOJ,X,X,O,X,X,X,X,X,O,X,X,X,X,X
STIZJLO,O,X,O,X,O,X,X,X,O,X,X,X,X,X
STIZJOL,O,X,O,X,O,X,X,X,O,X,X,O,X,X
STIZOLJ,X,X,O,X,O,X,X,X,O,X,X,X,X,X
STIZOJL,X,X,O,O,O,X,X,X,O,X,X,X,X,X
STIOLJZ,X,X,O,O,O,X,X,X,X,X,X,X,X,X
STIOLZJ,X,X,O,X,O,X,X,O,X,X,X,X,X,X
STIOJLZ,X,X,O,O,O,X,X,X,X,X,X,X,X,X
STIOJZL,X,X,O,O,O,X,X,X,O,X,O,X,X,X
STIOZLJ,X,X,O,X,O,X,X,X,O,X,X,X,X,X
STIOZJL,X,X,O,O,O,X,X,X,O,X,X,X,X,X
STLIJZO,X,O,O,X,O,O,X,X,O,X,X,X,O,X
STLIJOZ,X,X,O,X,O,O,X,X,X,X,X,X,O,X
STLIZJO,X,X,O,X,O,O,X,X,O,X,X,X,X,X
STLIZOJ,X,X,O,X,O,O,X,X,O,X,X,X,X,X
STLIOJZ,X,X,O,O,O,X,X,X,X,X,X,X,X,X
STLIOZJ,X,X,O,X,O,X,X,X,X,X,X,X,X,X
STLJIZO,X,O,O,X,O,O,X,X,O,X,X,X,O,X
STLJIOZ,X,X,O,X,O,O,X,X,X,X,X,X,O,X
STLJZIO,X,O,O,X,O,O,X,X,O,X,X,X,O,X
STLJZOI,X,O,O,X,O,O,X,X,O,X,X,X,O,X
STLJOIZ,X,X,O,X,O,O,X,X,X,X,X,X,O,X
STLJOZI,X,X,O,X,O,O,X,X,X,X,X,X,O,X
STLZIJO,X,X,O,X,O,O,X,X,O,X,X,X,X,X
STLZIOJ,X,X,O,X,O,O,X,X,O,X,X,X,X,X
STLZJIO,X,X,O,X,O,O,X,X,O,X,X,X,X,X
STLZJOI,X,X,O,X,O,O,X,X,O,X,X,X,X,X
STLZOIJ,X,X,O,X,O,O,X,X,O,X,X,X,X,X
STLZOJI,X,X,O,X,O,X,X,X,O,X,X,X,X,X
STLOIJZ,X,X,O,O,O,X,X,X,X,X,X,X,X,X
STLOIZJ,X,X,O,X,O,X,X,X,X,X,X,X,X,X
STLOJIZ,X,X,O,O,O,X,X,X,X,X,X,X,X,X
STLOJZI,X,X,O,O,O,X,X,X,X,X,X,X,X,X
STLOZIJ,X,X,O,X,O,X,X,X,X,X,X,X,X,X
STLOZJI,X,X,O,X,O,X,X,X,X,X,X,X,X,X
STJILZO,X,O,O,X,O,O,X,X,O,X,X,X,X,X
STJILOZ,X,X,O,X,O,O,X,X,X,X,X,X,X,X
STJIZLO,O,O,O,X,O,X,X,X,O,X,X,X,X,X
STJIZOL,O,O,O,X,O,X,X,X,O,X,X,X,X,X
STJIOLZ,X,X,O,O,X,O,X,X,X,X,X,X,X,X
STJIOZL,X,X,O,O,O,X,X,X,O,X,X,X,X,X
STJLIZO,X,O,O,X,O,O,X,X,O,X,X,X,X,X
STJLIOZ,X,X,O,X,O,O,X,X,X,X,X,X,X,X
STJLZIO,X,O,O,X,O,O,X,X,O,X,X,X,X,X
STJLZOI,X,O,O,X,O,O,X,X,O,X,X,X,X,X
STJLOIZ,X,X,O,X,O,O,X,X,X,X,X,X,X,X
STJLOZI,X,X,O,X,O,O,X,X,X,X,X,X,X,X
STJZILO,O,O,O,X,O,X,X,X,O,X,X,X,X,X
STJZIOL,O,O,O,X,O,X,X,X,O,X,X,X,X,X
STJZLIO,O,O,O,X,O,X,X,X,O,X,X,X,X,X
STJZLOI,O,O,O,X,O,X,X,X,O,X,X,X,X,X
STJZOIL,O,O,O,X,O,X,X,X,O,X,X,X,X,X
STJZOLI,O,O,O,X,X,X,X,X,O,X,X,X,X,X
STJOILZ,X,X,O,O,X,O,X,X,X,X,X,X,X,X
STJOIZL,X,X,O,O,O,X,X,X,O,X,X,X,X,X
STJOLIZ,X,X,O,O,O,O,X,X,X,X,X,X,X,X
STJOLZI,X,X,O,O,O,O,X,X,X,X,X,X,X,X
STJOZIL,X,X,O,O,O,X,X,X,O,X,X,X,X,X
STJOZLI,X,X,O,O,X,X,X,X,O,X,X,X,X,X
STZILJO,X,X,O,X,O,X,X,X,O,X,X,X,X,X
STZILOJ,X,X,O,X,X,X,X,X,O,X,X,X,X,X
STZIJLO,O,X,O,X,O,X,X,X,O,X,X,X,X,X
STZIJOL,O,X,O,X,O,X,X,X,O,X,X,O,X,X
STZIOLJ,X,X,O,X,O,X,X,X,O,X,X,X,X,X
STZIOJL,X,X,O,O,O,X,X,X,O,X,X,X,X,X
STZLIJO,X,X,O,X,O,X,X,X,O,X,X,X,X,X
STZLIOJ,X,X,O,X,O,X,X,X,O,X,X,X,X,X
STZLJIO,X,X,O,X,O,X,X,X,O,X,X,X,X,X
STZLJOI,X,X,O,X,O,X,X,X,O,X,X,X,X,X
STZLOIJ,X,X,O,X,O,X,X,X,O,X,X,X,X,X
STZLOJI,X,X,O,X,O,X,X,X,O,X,X,X,X,X
STZJILO,O,X,O,X,O,X,X,X,O,X,X,X,X,X
STZJIOL,O,X,O,X,O,X,X,X,O,X,X,O,X,X
STZJLIO,O,X,O,X,O,X,X,X,O,X,X,X,X,X
STZJLOI,O,X,O,X,O,X,X,X,O,X,X,X,X,X
STZJOIL,O,X,O,X,O,X,X,X,O,X,X,O,X,X
STZJOLI,O,X,O,X,X,X,X,X,O,X,X,O,X,X
STZOILJ,X,X,O,X,O,X,X,X,O,X,X,X,X,X
STZOIJL,X,X,O,O,O,X,X,X,O,X,X,X,X,X
STZOLIJ,X,X,O,X,O,X,X,X,O,X,X,X,X,X
STZOLJI,X,X,O,X,O,X,X,X,O,X,X,X,X,X
STZOJIL,X,X,O,O,O,X,X,X,O,X,X,X,X,X
STZOJLI,X,X,O,O,O,X,X,X,O,X,X,X,X,X
STOILJZ,X,X,O,O,O,X,X,X,X,X,X,X,X,X
STOILZJ,X,X,O,X,O,X,X,O,X,X,X,X,X,X
STOIJLZ,X,X,O,O,O,X,X,X,X,X,X,X,X,X
STOIJZL,X,X,O,O,O,X,X,X,O,X,O,X,X,X
STOIZLJ,X,X,O,X,O,X,X,X,O,X,X,X,X,X
STOIZJL,X,X,O,O,O,X,X,X,O,X,X,X,X,X
STOLIJZ,X,X,O,O,O,X,X,X,X,X,X,X,X,X
STOLIZJ,X,X,O,X,O,X,X,O,X,X,X,X,X,X
STOLJIZ,X,X,O,O,O,X,X,X,X,X,X,X,X,X
STOLJZI,X,X,O,O,O,X,X,X,X,X,X,X,X,X
STOLZIJ,X,X,O,X,O,X,X,O,X,X,X,X,X,X
STOLZJI,X,X,O,X,O,X,X,O,X,X,X,X,X,X
STOJILZ,X,X,O,O,O,X,X,X,X,X,X,X,X,X
STOJIZL,X,X,O,O,O,X,X,X,O,X,O,X,X,X
STOJLIZ,X,X,O,O,O,X,X,X,X,X,X,X,X,X
STOJLZI,X,X,O,O,O,X,X,X,X,X,X,X,X,X
STOJZIL,X,X,O,O,O,X,X,X,O,X,O,X,X,X
STOJZLI,X,X,O,O,O,X,X,X,O,X,O,X,X,X
STOZILJ,X,X,O,X,O,X,X,X,O,X,X,X,X,X
STOZIJL,X,X,O,O,O,X,X,X,O,X,X,X,X,X
STOZLIJ,X,X,O,X,O,X,X,X,O,X,X,X,X,X
STOZLJI,X,X,O,X,O,X,X,X,O,X,X,X,X,X
STOZJIL,X,X,O,O,O,X,X,X,O,X,X,X,X,X
STOZJLI,X,X,O,O,O,X,X,X,O,X,X,X,X,X
SITLJZO,X,O,O,X,O,O,X,X,O,X,X,X,O,X
SITLJOZ,X,X,O,X,O,O,X,X,X,X,X,X,O,X
SITLZJO,X,X,O,X,O,O,X,X,O,X,X,X,X,X
SITLZOJ,X,X,O,X,O,O,X,X,O,X,X,X,X,X
SITLOJZ,X,X,O,O,O,X,X,X,X,X,X,X,X,X
SITLOZJ,X,X,O,X,O,X,X,X,X,X,X,X,X,X
SITJLZO,X,O,O,X,O,O,X,X,O,X,X,X,X,X
SITJLOZ,X,X,O,X,O,O,X,X,X,X,X,X,X,X
SITJZLO,O,O,O,X,O,X,X,X,O,X,X,X,X,X
SITJZOL,O,O,O,X,O,X,X,X,O,X,X,X,X,X
SITJOLZ,X,X,O,O,X,O,X,X,X,X,X,X,X,X
SITJOZL,X,X,O,O,O,X,X,X,O,X,X,X,X,X
SITZLJO,X,X,O,X,O,X,X,X,O,X,X,X,X,X
SITZLOJ,X,X,O,X,X,X,X,X,O,X,X,X,X,X
SITZJLO,O,X,O,X,O,X,X,X,O,X,X,X,X,X
SITZJOL,O,X,O,X,O,X,X,X,O,X,X,O,X,X
SITZOLJ,X,X,O,X,O,X,X,X,O,X,X,X,X,X
SITZOJL,X,X,O,O,O,X,X,X,O,X,X,X,X,X
SITOLJZ,X,X,O,O,O,X,X,X,X,X,X,X,X,X
SITOLZJ,X,X,O,X,O,X,X,O,X,X,X,X,X,X
SITOJLZ,X,X,O,O,O,X,X,X,X,X,X,X,X,X
SITOJZL,X,X,O,O,O,X,X,X,O,X,O,X,X,X
SITOZLJ,X,X,O,X,O,X,X,X,O,X,X,X,X,X
SITOZJL,X,X,O,O,O,X,X,X,O,X,X,X,X,X
SILTJZO,X,O,O,X,O,O,X,X,O,X,X,X,O,X
SILTJOZ,X,O,O,X,O,O,X,X,X,X,X,X,O,X
SILTZJO,X,O,O,X,O,O,X,X,O,X,X,X,X,X
SILTZOJ,X,O,O,X,O,O,X,X,O,X,X,X,X,X
SILTOJZ,X,O,O,O,O,X,X,X,X,X,X,X,X,X
SILTOZJ,X,O,O,X,O,X,X,X,X,X,X,X,X,X
SILJTZO,X,O,X,X,O,O,X,X,X,X,X,X,O,X
SILJTOZ,X,O,X,X,O,O,X,X,X,X,X,X,O,X
SILJZTO,O,O,X,X,O,O,X,X,X,X,X,X,O,X
SILJZOT,O,O,X,X,O,O,X,X,X,X,X,X,X,X
SILJOTZ,X,X,X,X,O,O,X,X,X,X,X,X,O,O
SILJOZT,X,O,X,X,O,O,X,X,X,X,X,X,X,O
SILZTJO,X,X,O,X,O,O,X,X,O,X,X,X,X,X
SILZTOJ,X,X,O,X,O,O,X,X,O,X,X,X,X,X
SILZJTO,O,O,X,X,O,O,X,X,O,X,X,X,X,X
SILZJOT,O,O,X,X,O,O,X,X,X,X,X,X,X,X
SILZOTJ,X,X,O,X,O,O,X,X,O,X,X,X,X,X
SILZOJT,X,X,X,X,O,O,X,X,X,X,X,X,X,X
SILOTJZ,X,X,O,O,O,X,X,X,X,X,X,X,X,X
SILOTZJ,X,X,O,X,O,X,X,O,X,X,X,X,X,X
SILOJTZ,X,X,X,O,O,O,X,X,X,X,X,X,X,X
SILOJZT,X,O,X,O,O,O,X,O,X,X,O,X,X,X
SILOZTJ,X,X,O,X,O,O,X,O,X,X,X,X,X,X
SILOZJT,X,X,X,X,O,O,X,O,X,X,X,X,X,X
SIJTLZO,O,O,X,X,O,O,X,X,O,X,X,X,X,X
SIJTLOZ,X,X,X,X,X,O,X,X,X,X,X,X,X,X
SIJTZLO,O,O,X,X,O,X,X,X,O,X,X,X,X,X
SIJTZOL,O,O,X,X,O,X,X,X,O,X,X,X,X,X
SIJTOLZ,X,X,X,O,X,O,X,X,X,X,X,X,X,X
SIJTOZL,X,O,X,O,O,X,X,X,O,X,X,X,X,X
SIJLTZO,O,O,X,X,X,O,O,X,X,X,X,X,X,X
SIJLTOZ,X,O,X,X,X,O,O,X,X,X,X,X,X,X
SIJLZTO,O,O,X,X,X,O,O,X,X,X,X,X,X,X
SIJLZOT,O,O,X,X,X,O,O,X,X,X,X,X,X,X
SIJLOTZ,X,X,X,X,X,O,O,X,X,X,X,X,X,X
SIJLOZT,X,O,X,X,X,O,O,X,X,X,X,X,X,X
SIJZTLO,O,O,X,X,O,X,O,X,O,X,X,X,X,X
SIJZTOL,O,O,X,X,O,X,O,X,O,X,X,O,X,X
SIJZLTO,O,O,X,X,X,O,O,X,O,X,X,X,X,X
SIJZLOT,O,O,X,X,X,O,O,X,X,X,X,X,X,X
SIJZOTL,O,O,X,X,O,X,O,X,X,X,X,O,X,X
SIJZOLT,O,O,X,X,X,O,O,X,X,X,X,X,X,X
SIJOTLZ,X,X,X,O,O,O,X,X,X,X,X,X,X,X
SIJOTZL,X,X,X,O,O,X,X,X,X,X,O,X,X,X
SIJOLTZ,X,X,X,O,X,O,O,X,X,X,X,X,X,X
SIJOLZT,X,O,X,O,X,O,O,O,X,X,O,X,X,X
SIJOZTL,O,O,X,O,O,X,O,X,X,X,O,O,X,X
SIJOZLT,O,O,X,O,X,O,O,X,X,X,O,X,X,X
SIZTLJO,X,X,X,X,O,X,X,X,O,X,X,X,X,X
SIZTLOJ,X,X,X,X,X,X,X,X,O,X,X,X,X,X
SIZTJLO,O,X,X,X,O,X,O,X,O,X,X,X,X,X
SIZTJOL,O,X,X,X,O,X,O,X,O,X,X,O,X,X
SIZTOLJ,X,X,X,X,O,X,O,X,O,X,X,X,X,X
SIZTOJL,X,X,X,O,O,X,O,X,O,X,X,X,X,X
SIZLTJO,X,X,X,X,O,O,X,X,O,X,X,X,X,X
SIZLTOJ,X,X,X,X,X,O,X,X,O,X,X,X,X,X
SIZLJTO,O,O,X,X,X,O,X,X,O,X,X,X,X,X
SIZLJOT,O,O,X,X,X,O,X,X,X,X,X,X,X,X
SIZLOTJ,X,X,X,X,O,O,X,X,O,X,X,X,X,X
SIZLOJT,X,X,X,X,X,O,X,X,X,X,X,X,X,X
SIZJTLO,O,O,X,X,O,X,O,X,O,X,X,X,X,X
SIZJTOL,O,O,X,X,O,X,O,X,O,X,X,O,X,X
SIZJLTO,O,O,X,X,X,O,O,X,O,X,X,X,X,X
SIZJLOT,O,O,X,X,X,O,O,X,X,X,X,X,X,X
SIZJOTL,O,O,X,X,O,X,O,X,X,X,X,O,X,X
SIZJOLT,O,O,X,X,X,O,O,X,X,X,X,X,X,X
SIZOTLJ,X,X,X,X,O,X,O,X,O,X,X,X,X,X
SIZOTJL,X,X,X,O,O,X,O,X,O,X,X,X,X,X
SIZOLTJ,X,X,X,X,O,X,O,O,O,O,X,X,X,X
SIZOLJT,X,X,X,X,X,X,O,O,X,O,X,X,X,X
SIZOJTL,O,X,X,O,O,X,O,X,X,X,O,X,X,X
SIZOJLT,O,X,X,O,X,X,O,X,X,X,O,X,X,X
SIOTLJZ,X,X,O,O,O,X,X,X,X,X,X,X,X,X
SIOTLZJ,X,X,O,X,O,X,X,O,X,X,X,X,X,X
SIOTJLZ,X,X,O,O,O,X,X,X,X,X,X,X,X,X
SIOTJZL,X,X,O,O,O,X,X,X,O,X,O,X,X,X
SIOTZLJ,X,X,O,X,O,X,X,X,O,X,X,X,X,X
SIOTZJL,X,X,O,O,O,X,X,X,O,X,X,X,X,X
SIOLTJZ,X,X,X,O,O,X,O,X,X,X,X,X,X,X
SIOLTZJ,X,X,X,X,O,X,O,O,X,O,X,X,X,X
SIOLJTZ,X,X,X,O,O,O,O,X,X,X,X,X,X,X
SIOLJZT,X,O,X,O,O,O,O,O,X,O,O,X,X,X
SIOLZTJ,X,X,X,X,O,O,O,O,X,O,X,X,X,X
SIOLZJT,X,X,X,X,O,O,O,O,X,O,X,X,X,X
SIOJTLZ,X,X,X,O,O,O,X,X,X,X,X,X,X,X
SIOJTZL,X,X,X,O,O,X,X,X,X,X,O,X,X,X
SIOJLTZ,X,X,X,O,X,O,O,X,X,X,X,X,X,X
SIOJLZT,X,O,X,O,X,O,O,O,X,X,O,X,X,X
SIOJZTL,O,O,X,O,O,X,O,X,X,X,O,X,X,X
SIOJZLT,O,O,X,O,X,O,O,X,X,X,O,X,X,X
SIOZTLJ,X,X,O,X,O,X,O,X,O,X,X,X,X,X
SIOZTJL,X,X,O,O,O,X,O,X,O,X,X,X,X,X
SIOZLTJ,X,X,X,X,O,X,O,O,O,O,X,X,X,X
SIOZLJT,X,X,X,X,X,X,O,O,X,O,X,X,X,X
SIOZJTL,O,X,X,O,O,X,O,X,X,X,O,X,X,X
SIOZJLT,O,X,X,O,X,X,O,X,X,X,O,X,X,X
SLTIJZO,X,O,O,X,O,O,X,X,O,X,X,X,O,X
SLTIJOZ,X,O,O,X,O,O,X,X,X,X,X,X,O,X
SLTIZJO,X,O,O,X,O,O,X,X,O,X,X,X,X,X
SLTIZOJ,X,O,O,X,O,O,X,X,O,X,X,X,X,X
SLTIOJZ,X,O,O,O,O,X,X,X,X,X,X,X,X,X
SLTIOZJ,X,O,O,X,O,X,X,X,X,X,X,X,X,X
SLTJIZO,X,O,O,X,O,O,X,X,O,X,X,X,O,X
SLTJIOZ,X,O,O,X,O,O,X,X,X,X,X,X,O,X
SLTJZIO,X,O,O,X,O,O,X,X,O,X,X,X,O,X
SLTJZOI,X,O,O,X,O,O,X,X,O,X,X,X,O,X
SLTJOIZ,X,O,O,X,O,O,X,X,X,X,X,X,O,X
SLTJOZI,X,O,O,X,O,O,X,X,X,X,X,X,O,X
SLTZIJO,X,O,O,X,O,O,X,X,O,X,X,X,X,X
SLTZIOJ,X,O,O,X,O,O,X,X,O,X,X,X,X,X
SLTZJIO,X,O,O,X,O,O,X,X,O,X,X,X,X,X
SLTZJOI,X,O,O,X,O,O,X,X,O,X,X,X,X,X
SLTZOIJ,X,O,O,X,O,O,X,X,O,X,X,X,X,X
SLTZOJI,X,O,O,X,O,X,X,X,O,X,X,X,X,X
SLTOIJZ,X,O,O,O,O,X,X,X,X,X,X,X,X,X
SLTOIZJ,X,O,O,X,O,X,X,X,X,X,X,X,X,X
SLTOJIZ,X,O,O,O,O,X,X,X,X,X,X,X,X,X
SLTOJZI,X,O,O,O,O,X,X,X,X,X,X,X,X,X
SLTOZIJ,X,O,O,X,O,X,X,X,X,X,X,X,X,X
SLTOZJI,X,O,O,X,O,X,X,X,X,X,X,X,X,X
SLITJZO,X,O,O,X,O,O,X,X,O,X,X,X,O,X
SLITJOZ,X,O,O,X,O,O,X,X,X,X,X,X,O,X
SLITZJO,X,O,O,X,O,O,X,X,O,X,X,X,X,X
SLITZOJ,X,O,O,X,O,O,X,X,O,X,X,X,X,X
SLITOJZ,X,O,O,O,O,X,X,X,X,X,X,X,X,X
SLITOZJ,X,O,O,X,O,X,X,X,X,X,X,X,X,X
SLIJTZO,X,O,X,X,O,O,X,X,X,X,X,X,O,X
SLIJTOZ,X,O,X,X,O,O,X,X,X,X,X,X,O,X
SLIJZTO,O,O,X,X,O,O,X,X,X,X,X,X,O,X
SLIJZOT,O,O,X,X,O,O,X,X,X,X,X,X,X,X
SLIJOTZ,X,X,X,X,O,O,X,X,X,X,X,X,O,O
SLIJOZT,X,O,X,X,O,O,X,X,X,X,X,X,X,O
SLIZTJO,X,X,O,X,O,O,X,X,O,X,X,X,X,X
SLIZTOJ,X,X,O,X,O,O,X,X,O,X,X,X,X,X
SLIZJTO,O,O,X,X,O,O,X,X,O,X,X,X,X,X
SLIZJOT,O,O,X,X,O,O,X,X,X,X,X,X,X,X
SLIZOTJ,X,X,O,X,O,O,X,X,O,X,X,X,X,X
SLIZOJT,X,X,X,X,O,O,X,X,X,X,X,X,X,X
SLIOTJZ,X,X,O,O,O,X,X,X,X,X,X,X,X,X
SLIOTZJ,X,X,O,X,O,X,X,O,X,X,X,X,X,X
SLIOJTZ,X,X,X,O,O,O,X,X,X,X,X,X,X,X
SLIOJZT,X,O,X,O,O,O,X,O,X,X,O,X,X,X
SLIOZTJ,X,X,O,X,O,O,X,O,X,X,X,X,X,X
SLIOZJT,X,X,X,X,O,O,X,O,X,X,X,X,X,X
SLJTIZO,X,O,X,X,O,O,X,X,X,X,X,X,O,X
SLJTIOZ,X,O,X,X,O,O,X,X,X,X,X,X,O,X
SLJTZIO,X,O,X,X,O,O,X,X,X,X,X,X,O,X
SLJTZOI,X,O,X,X,O,O,X,X,X,X,X,X,O,X
SLJTOIZ,X,O,X,X,O,O,X,X,X,X,X,X,O,X
SLJTOZI,X,O,X,X,O,O,X,X,X,X,X,X,O,X
SLJITZO,X,O,X,X,O,O,X,X,X,X,X,X,O,X
SLJITOZ,X,O,X,X,O,O,X,X,X,X,X,X,O,X
SLJIZTO,O,O,X,X,O,O,X,X,X,X,X,X,O,X
SLJIZOT,O,O,X,X,O,O,X,X,X,X,X,X,X,X
SLJIOTZ,X,X,X,X,O,O,X,X,X,X,X,X,O,O
SLJIOZT,X,O,X,X,O,O,X,X,X,X,X,X,X,O
SLJZTIO,O,O,X,X,O,O,X,X,X,X,X,X,O,X
SLJZTOI,O,O,X,X,O,O,X,X,X,X,X,X,O,X
SLJZITO,O,O,X,X,O,O,X,X,X,X,X,X,O,X
SLJZIOT,O,O,X,X,O,O,X,X,X,X,X,X,X,X
SLJZOTI,O,O,X,X,O,O,X,X,X,X,X,X,X,X
SLJZOIT,O,O,X,X,O,O,X,X,X,X,X,X,X,X
SLJOTIZ,X,X,X,X,O,O,X,X,X,X,X,X,O,O
SLJOTZI,X,X,X,X,O,O,X,X,X,X,X,X,O,O
SLJOITZ,X,X,X,X,O,O,X,X,X,X,X,X,O,O
SLJOIZT,X,O,X,X,O,O,X,X,X,X,X,X,X,O
SLJOZTI,X,O,X,X,O,O,X,X,X,X,X,X,X,O
SLJOZIT,X,O,X,X,O,O,X,X,X,X,X,X,X,O
SLZTIJO,X,X,O,X,O,O,X,X,O,X,X,X,X,X
SLZTIOJ,X,X,O,X,O,O,X,X,O,X,X,X,X,X
SLZTJIO,X,X,O,X,O,O,X,X,O,X,X,X,X,X
SLZTJOI,X,X,O,X,O,O,X,X,O,X,X,X,X,X
SLZTOIJ,X,X,O,X,O,O,X,X,O,X,X,X,X,X
SLZTOJI,X,X,O,X,O,X,X,X,O,X,X,X,X,X
SLZITJO,X,X,O,X,O,O,X,X,O,X,X,X,X,X
SLZITOJ,X,X,O,X,O,O,X,X,O,X,X,X,X,X
SLZIJTO,O,O,X,X,O,O,X,X,O,X,X,X,X,X
SLZIJOT,O,O,X,X,O,O,X,X,X,X,X,X,X,X
SLZIOTJ,X,X,O,X,O,O,X,X,O,X,X,X,X,X
SLZIOJT,X,X,X,X,O,O,X,X,X,X,X,X,X,X
SLZJTIO,O,O,X,X,O,O,X,X,O,X,X,X,X,X
SLZJTOI,O,O,X,X,O,O,X,X,O,X,X,X,X,X
SLZJITO,O,O,X,X,O,O,X,X,O,X,X,X,X,X
SLZJIOT,O,O,X,X,O,O,X,X,X,X,X,X,X,X
SLZJOTI,O,O,X,X,O,O,X,X,X,X,X,X,X,X
SLZJOIT,O,O,X,X,O,O,X,X,X,X,X,X,X,X
SLZOTIJ,X,X,O,X,O,O,X,X,O,X,X,X,X,X
SLZOTJI,X,X,O,X,O,X,X,X,O,X,X,X,X,X
SLZOITJ,X,X,O,X,O,O,X,X,O,X,X,X,X,X
SLZOIJT,X,X,X,X,O,O,X,X,X,X,X,X,X,X
SLZOJTI,X,X,X,X,O,O,X,X,X,X,X,X,X,X
SLZOJIT,X,X,X,X,O,O,X,X,X,X,X,X,X,X
SLOTIJZ,X,X,O,O,O,X,X,X,X,X,X,X,X,X
SLOTIZJ,X,X,O,X,O,X,X,O,X,X,X,X,X,X
SLOTJIZ,X,X,O,O,O,X,X,X,X,X,X,X,X,X
SLOTJZI,X,X,O,O,O,X,X,X,X,X,X,X,X,X
SLOTZIJ,X,X,O,X,O,X,X,O,X,X,X,X,X,X
SLOTZJI,X,X,O,X,O,X,X,O,X,X,X,X,X,X
SLOITJZ,X,X,O,O,O,X,X,X,X,X,X,X,X,X
SLOITZJ,X,X,O,X,O,X,X,O,X,X,X,X,X,X
SLOIJTZ,X,X,X,O,O,O,X,X,X,X,X,X,X,X
SLOIJZT,X,O,X,O,O,O,X,O,X,X,O,X,X,X
SLOIZTJ,X,X,O,X,O,O,X,O,X,X,X,X,X,X
SLOIZJT,X,X,X,X,O,O,X,O,X,X,X,X,X,X
SLOJTIZ,X,X,X,O,O,O,X,X,X,X,X,X,X,X
SLOJTZI,X,X,X,O,O,O,X,X,X,X,X,X,X,X
SLOJITZ,X,X,X,O,O,O,X,X,X,X,X,X,X,X
SLOJIZT,X,O,X,O,O,O,X,O,X,X,O,X,X,X
SLOJZTI,X,O,X,O,O,O,X,O,X,X,O,X,X,X
SLOJZIT,X,O,X,O,O,O,X,O,X,X,O,X,X,X
SLOZTIJ,X,X,O,X,O,O,X,O,X,X,X,X,X,X
SLOZTJI,X,X,O,X,O,X,X,O,X,X,X,X,X,X
SLOZITJ,X,X,O,X,O,O,X,O,X,X,X,X,X,X
SLOZIJT,X,X,X,X,O,O,X,O,X,X,X,X,X,X
SLOZJTI,X,X,X,X,O,O,X,O,X,X,X,X,X,X
SLOZJIT,X,X,X,X,O,O,X,O,X,X,X,X,X,X
SJTILZO,O,O,X,X,O,O,X,X,O,X,X,X,X,X
SJTILOZ,X,X,X,X,O,O,X,X,X,X,X,X,X,X
SJTIZLO,O,O,X,X,O,X,X,X,O,X,X,X,X,X
SJTIZOL,O,O,X,X,O,X,X,X,O,X,X,X,X,X
SJTIOLZ,X,X,X,O,X,O,X,X,X,X,X,X,X,X
SJTIOZL,X,O,X,O,O,X,X,X,O,X,X,X,X,X
SJTLIZO,O,O,X,X,O,O,X,X,O,X,X,X,X,X
SJTLIOZ,X,X,X,X,O,O,X,X,X,X,X,X,X,X
SJTLZIO,O,O,X,X,O,O,X,X,O,X,X,X,X,X
SJTLZOI,O,O,X,X,O,O,X,X,O,X,X,X,X,X
