sequence,v115@EhC8BeA8CeH8CeG8CeC8Jei6IvhFtgB0cBxdB3fBOr?BzrB,v115@EhC8BeA8CeH8CeG8CeC8Jem6IvhFtgB0cBxdBTfBKr?BfsB,v115@EhC8BeA8CeH8CeG8CeC8JeK/IvhFzaBtgBxdB3hB0m?B2wB,v115@EhC8BeA8CeH8CeG8CeC8Jei6IvhFzbBthBxdB3fBmr?BUrB,v115@EhC8BeA8CeH8CeG8CeC8JeO/IvhF8fBthBxdBfmBzr?BarB,v115@EhC8BeA8CeH8CeG8CeC8Jei6IvhFtgB0cBxdB3fBmr?BTrB,v115@EhC8BeA8CeH8CeG8CeC8Je2/IvhFzbBthB3fBxiBUm?BywB,v115@EhC8BeA8CeH8CeG8CeC8Jei6IvhFthBxdB3fBzgBmr?BUrB,v115@EhC8BeA8CeH8CeG8CeC8JeO/IvhF8fBzbBxdBarBfs?BtrB,v115@EhC8BeA8CeH8CeG8CeC8Je2/IvhFtgB0cB3fBxiBTm?BywB,v115@EhC8BeA8CeH8CeG8CeC8JeO/IvhF8fBtgBxdB3hBTm?BywB
JZTOLSI,X,X,X,O,O,X,O,X,X,X,X
JZTOSIL,O,X,X,O,O,O,O,O,X,O,O
JZTOSLI,O,X,X,O,O,O,O,O,X,X,O
JZITLSO,O,X,O,O,X,O,O,X,X,O,O
JZITLOS,X,X,O,O,X,X,O,X,X,X,O
JZITSLO,O,X,O,O,X,O,X,O,O,O,O
JZITSOL,O,X,X,O,X,O,O,O,X,O,O
JZITOLS,X,X,X,O,O,X,O,X,X,X,X
JZITOSL,O,X,X,O,O,O,O,O,X,O,O
JZILTSO,O,X,O,O,X,O,O,X,X,O,O
JZILTOS,X,X,O,O,X,X,O,X,X,O,O
JZILSTO,X,X,O,O,X,X,O,X,O,X,O
JZILSOT,X,X,O,O,X,X,X,X,O,X,O
JZILOTS,X,X,O,X,O,X,O,X,X,O,O
JZILOST,X,X,O,X,O,X,X,X,O,X,O
JZISTLO,O,X,O,O,X,O,X,O,O,X,O
JZISTOL,O,X,X,O,X,O,O,O,X,X,O
JZISLTO,O,O,O,O,X,O,X,O,O,X,O
JZISLOT,X,X,O,O,X,O,X,X,O,X,O
JZISOTL,X,X,X,O,O,O,X,X,X,X,O
JZISOLT,X,X,X,O,O,O,X,X,O,X,X
JZIOTLS,X,X,X,O,O,O,O,X,X,X,X
JZIOTSL,O,X,X,O,O,O,O,X,X,X,O
JZIOLTS,X,X,X,X,O,O,X,X,X,X,O
JZIOLST,X,X,X,X,O,X,X,X,X,X,O
JZIOSTL,X,X,X,O,O,O,X,X,X,X,O
JZIOSLT,X,X,X,O,O,O,X,X,O,X,X
JZLTISO,O,X,O,O,X,O,O,X,X,O,O
JZLTIOS,X,X,O,O,X,X,O,X,X,O,O
JZLTSIO,O,O,O,O,X,O,O,X,O,O,O
JZLTSOI,O,O,O,O,X,O,O,X,O,O,O
JZLTOIS,X,X,O,O,X,X,O,X,X,O,O
JZLTOSI,X,X,O,O,X,X,O,X,O,O,O
JZLITSO,O,X,O,O,X,O,O,X,X,O,O
JZLITOS,X,X,O,O,X,X,O,X,X,O,O
JZLISTO,X,X,O,O,X,X,O,X,O,X,O
JZLISOT,X,X,O,O,X,X,X,X,O,X,O
JZLIOTS,X,X,O,X,O,X,O,X,X,O,O
JZLIOST,X,X,O,X,O,X,X,X,O,X,O
JZLSTIO,X,O,O,O,X,X,O,X,O,X,O
JZLSTOI,X,O,O,O,X,X,O,X,O,X,O
JZLSITO,X,O,O,O,X,X,O,X,O,X,O
JZLSIOT,X,X,O,O,X,X,X,X,O,X,O
JZLSOTI,X,X,O,O,X,X,O,X,O,X,O
JZLSOIT,X,X,O,O,X,X,X,X,O,X,O
JZLOTIS,X,X,O,O,O,X,O,X,X,O,O
JZLOTSI,X,X,O,O,O,X,O,X,O,O,O
JZLOITS,X,X,O,X,O,X,O,X,X,O,O
JZLOIST,X,X,O,X,O,X,X,X,O,X,O
JZLOSTI,X,X,O,O,O,X,O,X,O,X,O
JZLOSIT,X,X,O,O,O,X,X,X,O,X,O
JZSTILO,O,X,O,O,X,O,X,O,O,X,O
JZSTIOL,O,X,X,O,X,O,O,O,X,X,O
JZSTLIO,O,X,O,O,X,O,X,O,O,X,O
JZSTLOI,O,X,O,O,X,O,X,O,O,X,O
JZSTOIL,O,X,X,O,X,O,O,O,X,X,O
JZSTOLI,O,X,X,O,X,O,O,O,X,X,O
JZSITLO,O,X,O,O,X,O,X,O,O,X,O
JZSITOL,O,X,X,O,X,O,O,O,X,X,O
JZSILTO,O,O,O,O,X,O,X,O,O,X,O
JZSILOT,X,X,O,O,X,O,X,X,O,X,O
JZSIOTL,X,X,X,O,O,O,X,X,X,X,O
JZSIOLT,X,X,X,O,O,O,X,X,O,X,X
JZSLTIO,O,O,O,O,X,O,X,O,O,X,O
JZSLTOI,O,O,O,O,X,O,X,O,O,X,O
JZSLITO,O,O,O,O,X,O,X,O,O,X,O
JZSLIOT,X,X,O,O,X,O,X,X,O,X,O
JZSLOTI,X,X,O,O,X,O,X,O,O,X,O
JZSLOIT,X,X,O,O,X,O,X,X,O,X,O
JZSOTIL,X,X,X,O,O,O,O,O,X,X,O
JZSOTLI,X,X,X,O,O,O,O,O,X,X,O
JZSOITL,X,X,X,O,O,O,X,X,X,X,O
JZSOILT,X,X,X,O,O,O,X,X,O,X,X
JZSOLTI,X,X,X,O,O,O,X,O,O,X,X
JZSOLIT,X,X,X,O,O,O,X,X,O,X,X
JZOTILS,X,X,X,O,O,O,O,X,X,X,X
JZOTISL,O,X,X,O,O,O,O,O,X,X,O
JZOTLIS,X,X,X,O,O,O,O,X,X,X,X
JZOTLSI,X,X,X,O,O,O,O,X,X,X,X
JZOTSIL,O,X,X,O,O,O,O,O,X,X,O
JZOTSLI,O,X,X,O,O,O,O,O,X,X,O
JZOITLS,X,X,X,O,O,O,O,X,X,X,X
JZOITSL,O,X,X,O,O,O,O,X,X,X,O
JZOILTS,X,X,X,X,O,O,X,X,X,X,O
JZOILST,X,X,X,X,O,X,X,X,X,X,O
JZOISTL,X,X,X,O,O,O,X,X,X,X,O
JZOISLT,X,X,X,O,O,O,X,X,O,X,X
JZOLTIS,X,X,X,O,O,O,O,X,X,X,O
JZOLTSI,X,X,X,O,O,O,O,X,O,X,O
JZOLITS,X,X,X,X,O,O,X,X,X,X,O
JZOLIST,X,X,X,X,O,X,X,X,O,X,O
JZOLSTI,X,X,X,O,O,X,X,X,O,X,O
JZOLSIT,X,X,X,O,O,X,X,X,O,X,O
JZOSTIL,X,X,X,O,O,O,O,O,X,X,O
JZOSTLI,X,X,X,O,O,O,O,O,X,X,O
JZOSITL,X,X,X,O,O,O,X,X,X,X,O
JZOSILT,X,X,X,O,O,O,X,X,O,X,X
JZOSLTI,X,X,X,O,O,O,X,O,O,X,X
JZOSLIT,X,X,X,O,O,O,X,X,O,X,X
JOTILSZ,O,X,O,X,X,O,X,O,X,X,X
JOTILZS,O,X,O,X,X,O,O,X,X,X,X
JOTISLZ,O,O,O,O,X,O,X,O,X,X,X
JOTISZL,O,X,X,O,O,O,X,O,X,X,X
JOTIZLS,O,X,X,X,O,O,O,X,X,X,X
JOTIZSL,O,X,X,X,O,O,O,O,X,O,X
JOTLISZ,O,O,O,X,X,O,X,O,X,X,X
JOTLIZS,O,X,O,X,X,O,O,X,X,X,X
JOTLSIZ,O,O,O,X,X,O,X,O,X,X,X
JOTLSZI,O,O,O,X,X,O,X,O,X,X,X
JOTLZIS,O,X,O,X,X,O,O,X,X,X,X
JOTLZSI,O,O,O,X,X,O,O,X,X,X,X
JOTSILZ,O,O,O,O,X,O,X,O,X,X,X
JOTSIZL,O,X,X,O,O,O,X,O,X,X,X
JOTSLIZ,O,O,O,O,X,O,X,O,X,X,X
JOTSLZI,O,O,O,O,X,O,X,O,X,X,X
JOTSZIL,O,X,X,O,O,O,X,O,X,X,X
JOTSZLI,O,X,X,O,O,O,X,O,X,X,X
JOTZILS,O,X,X,X,O,O,O,X,X,X,X
JOTZISL,O,X,X,X,O,O,O,O,X,O,X
JOTZLIS,O,X,X,X,O,O,O,X,X,X,X
JOTZLSI,O,X,X,X,O,O,O,X,X,X,X
JOTZSIL,O,X,X,X,O,O,O,O,X,O,X
JOTZSLI,O,X,X,X,O,O,O,O,X,X,X
JOITLSZ,O,X,O,X,X,O,X,O,X,X,X
JOITLZS,O,X,O,X,X,O,O,X,X,X,X
JOITSLZ,O,O,O,O,X,O,X,O,X,X,X
JOITSZL,O,X,X,O,O,O,X,O,X,X,X
JOITZLS,O,X,X,X,O,O,O,X,X,X,X
JOITZSL,O,X,X,X,O,O,O,O,X,O,X
JOILTSZ,O,O,O,X,X,O,X,X,X,O,X
JOILTZS,O,X,O,X,X,O,O,X,X,O,X
JOILSTZ,O,O,O,X,X,O,X,X,X,O,X
JOILSZT,O,O,O,X,X,O,X,X,X,X,X
JOILZTS,O,X,O,X,X,O,O,X,X,O,X
JOILZST,X,X,O,X,X,X,X,X,X,X,X
JOISTLZ,O,O,O,O,X,O,X,O,X,X,X
JOISTZL,O,X,X,O,O,O,X,O,X,X,X
JOISLTZ,O,O,O,O,X,O,X,O,X,X,X
JOISLZT,O,O,O,O,X,O,X,X,X,X,X
JOISZTL,O,X,X,O,O,O,X,X,X,X,X
JOISZLT,O,O,X,O,O,O,X,X,X,X,X
JOIZTLS,O,X,X,O,O,O,O,X,X,X,X
JOIZTSL,O,X,X,O,O,O,O,X,X,X,X
JOIZLTS,O,X,X,X,O,O,X,X,X,X,X
JOIZLST,X,X,X,X,O,X,X,X,X,X,X
JOIZSTL,O,X,X,O,O,O,X,X,X,X,X
JOIZSLT,O,O,X,O,O,O,X,X,X,X,X
JOLTISZ,O,O,O,X,X,O,X,O,X,O,X
JOLTIZS,O,X,O,X,X,O,O,X,X,O,X
JOLTSIZ,O,O,O,X,X,O,X,O,X,O,X
JOLTSZI,O,O,O,X,X,O,X,O,X,O,X
JOLTZIS,O,X,O,X,X,O,O,X,X,O,X
JOLTZSI,O,O,O,X,X,O,O,X,X,O,X
JOLITSZ,O,O,O,X,X,O,X,X,X,O,X
JOLITZS,O,X,O,X,X,O,O,X,X,O,X
JOLISTZ,O,O,O,X,X,O,X,X,X,O,X
JOLISZT,O,O,O,X,X,O,X,X,X,X,X
JOLIZTS,O,X,O,X,X,O,O,X,X,O,X
JOLIZST,X,X,O,X,X,X,X,X,X,X,X
JOLSTIZ,O,O,O,X,X,O,X,O,X,O,X
JOLSTZI,O,O,O,X,X,O,X,O,X,O,X
JOLSITZ,O,O,O,X,X,O,X,O,X,O,X
JOLSIZT,O,O,O,X,X,O,X,X,X,X,X
JOLSZTI,O,O,O,X,X,O,X,O,X,X,X
JOLSZIT,O,O,O,X,X,O,X,X,X,X,X
JOLZTIS,O,X,O,X,X,O,O,X,X,O,X
JOLZTSI,O,O,O,X,X,O,O,X,X,O,X
JOLZITS,O,X,O,X,X,O,O,X,X,O,X
JOLZIST,X,X,O,X,X,X,X,X,X,X,X
JOLZSTI,X,O,O,X,X,X,O,X,X,X,X
JOLZSIT,X,O,O,X,X,X,X,X,X,X,X
JOSTILZ,O,O,O,O,X,O,X,O,X,X,X
JOSTIZL,O,X,X,O,O,O,X,O,X,X,X
JOSTLIZ,O,O,O,O,X,O,X,O,X,X,X
JOSTLZI,O,O,O,O,X,O,X,O,X,X,X
JOSTZIL,O,X,X,O,O,O,X,O,X,X,X
JOSTZLI,O,X,X,O,O,O,X,O,X,X,X
JOSITLZ,O,O,O,O,X,O,X,O,X,X,X
JOSITZL,O,X,X,O,O,O,X,O,X,X,X
JOSILTZ,O,O,O,O,X,O,X,O,X,X,X
JOSILZT,O,O,O,O,X,O,X,X,X,X,X
JOSIZTL,O,X,X,O,O,O,X,X,X,X,X
JOSIZLT,O,O,X,O,O,O,X,X,X,X,X
JOSLTIZ,O,O,O,O,X,O,X,O,X,X,X
JOSLTZI,O,O,O,O,X,O,X,O,X,X,X
JOSLITZ,O,O,O,O,X,O,X,O,X,X,X
JOSLIZT,O,O,O,O,X,O,X,X,X,X,X
JOSLZTI,O,O,O,O,X,O,X,O,X,X,X
JOSLZIT,O,O,O,O,X,O,X,X,X,X,X
JOSZTIL,O,X,X,O,O,O,X,O,X,X,X
JOSZTLI,O,X,X,O,O,O,X,O,X,X,X
JOSZITL,O,X,X,O,O,O,X,X,X,X,X
JOSZILT,O,O,X,O,O,O,X,X,X,X,X
JOSZLTI,O,O,X,O,O,O,X,O,X,X,X
JOSZLIT,O,O,X,O,O,O,X,X,X,X,X
JOZTILS,O,X,X,O,O,O,O,X,X,X,X
JOZTISL,O,X,X,O,O,O,O,O,X,X,X
JOZTLIS,O,X,X,O,O,O,O,X,X,X,X
JOZTLSI,O,X,X,O,O,O,O,X,X,X,X
JOZTSIL,O,X,X,O,O,O,O,O,X,X,X
JOZTSLI,O,X,X,O,O,O,O,O,X,X,X
JOZITLS,O,X,X,O,O,O,O,X,X,X,X
JOZITSL,O,X,X,O,O,O,O,X,X,X,X
JOZILTS,O,X,X,X,O,O,X,X,X,X,X
JOZILST,X,X,X,X,O,X,X,X,X,X,X
JOZISTL,O,X,X,O,O,O,X,X,X,X,X
JOZISLT,O,O,X,O,O,O,X,X,X,X,X
JOZLTIS,O,X,X,O,O,O,O,X,X,X,X
JOZLTSI,O,O,X,O,O,O,O,X,X,X,X
JOZLITS,O,X,X,X,O,O,X,X,X,X,X
JOZLIST,X,X,X,X,O,X,X,X,X,X,X
JOZLSTI,X,O,X,O,O,X,X,X,X,X,X
JOZLSIT,X,O,X,O,O,X,X,X,X,X,X
JOZSTIL,O,X,X,O,O,O,O,O,X,X,X
JOZSTLI,O,X,X,O,O,O,O,O,X,X,X
JOZSITL,O,X,X,O,O,O,X,X,X,X,X
JOZSILT,O,O,X,O,O,O,X,X,X,X,X
JOZSLTI,O,O,X,O,O,O,X,O,X,X,X
JOZSLIT,O,O,X,O,O,O,X,X,X,X,X
STILJZO,O,O,X,O,X,O,O,O,X,X,X
STILJOZ,O,O,O,O,X,O,X,O,X,X,X
STILZJO,O,O,X,X,X,O,X,X,O,X,O
STILZOJ,O,O,O,X,X,O,X,O,X,X,X
STILOJZ,O,O,O,X,X,X,X,O,X,X,X
STILOZJ,O,O,O,X,X,O,X,O,X,X,X
STIJLZO,O,O,X,O,X,O,O,O,X,X,X
STIJLOZ,O,O,O,O,X,O,X,O,X,X,X
STIJZLO,O,X,X,O,X,O,X,O,X,O,O
STIJZOL,O,X,X,O,X,O,O,O,X,O,O
STIJOLZ,O,X,X,O,X,O,X,O,X,X,X
STIJOZL,O,X,X,O,X,O,X,O,X,X,X
STIZLJO,O,X,X,X,X,O,X,X,O,X,O
STIZLOJ,O,X,O,X,X,O,X,O,X,X,X
STIZJLO,O,X,X,X,X,O,X,X,O,O,O
STIZJOL,X,X,X,X,X,X,X,X,X,O,O
STIZOLJ,O,X,X,X,X,O,X,O,X,X,X
STIZOJL,X,X,X,X,X,X,X,X,X,X,O
STIOLJZ,O,O,O,X,X,X,X,O,X,X,X
STIOLZJ,O,O,O,X,X,O,X,O,X,X,X
STIOJLZ,O,O,X,X,X,X,X,O,X,X,X
STIOJZL,O,X,X,X,X,X,X,X,X,X,X
STIOZLJ,O,X,X,X,X,O,X,O,X,X,X
STIOZJL,O,X,X,X,X,X,X,X,X,X,O
STLIJZO,O,O,X,O,X,O,O,O,X,X,X
STLIJOZ,O,O,O,O,X,O,X,O,X,X,X
STLIZJO,O,O,X,X,X,O,X,X,O,X,O
STLIZOJ,O,O,O,X,X,O,X,O,X,X,X
STLIOJZ,O,O,O,X,X,X,X,O,X,X,X
STLIOZJ,O,O,O,X,X,O,X,O,X,X,X
STLJIZO,O,O,O,O,X,O,O,O,X,X,X
STLJIOZ,O,O,O,O,X,O,X,O,X,X,X
STLJZIO,O,O,O,O,X,O,O,O,X,X,X
STLJZOI,O,O,O,O,X,O,O,O,X,X,X
STLJOIZ,O,O,O,O,X,O,X,O,X,X,X
STLJOZI,O,O,O,O,X,O,X,O,X,X,X
STLZIJO,O,O,X,X,X,O,X,X,O,X,O
STLZIOJ,O,O,O,X,X,O,X,O,X,X,X
STLZJIO,O,O,X,X,X,O,X,X,O,X,O
STLZJOI,O,O,X,X,X,O,X,X,O,X,O
STLZOIJ,O,O,O,X,X,O,X,O,X,X,X
STLZOJI,X,O,O,X,X,X,X,O,O,X,X
STLOIJZ,O,O,O,X,X,X,X,O,X,X,X
STLOIZJ,O,O,O,X,X,O,X,O,X,X,X
STLOJIZ,O,O,O,X,X,O,X,O,X,X,X
STLOJZI,O,O,O,X,X,O,X,O,X,X,X
STLOZIJ,O,O,O,X,X,O,X,O,X,X,X
STLOZJI,O,O,O,X,X,X,X,O,O,X,X
STJILZO,O,O,O,O,X,O,O,O,X,X,X
STJILOZ,O,O,O,O,X,O,X,O,X,X,X
STJIZLO,O,X,O,O,X,O,X,O,X,O,O
STJIZOL,O,X,X,O,X,O,O,O,X,O,O
STJIOLZ,O,X,O,O,X,O,X,O,X,X,X
STJIOZL,O,X,X,O,X,O,X,O,X,X,X
STJLIZO,O,O,O,O,X,O,O,O,X,X,X
STJLIOZ,O,O,O,O,X,O,X,O,X,X,X
STJLZIO,O,O,O,O,X,O,O,O,X,X,X
STJLZOI,O,O,O,O,X,O,O,O,X,X,X
STJLOIZ,O,O,O,O,X,O,X,O,X,X,X
STJLOZI,O,O,O,O,X,O,X,O,X,X,X
STJZILO,O,X,O,O,X,O,X,O,X,O,O
STJZIOL,O,X,X,O,X,O,O,O,X,O,O
STJZLIO,O,X,O,O,X,O,X,O,X,O,O
STJZLOI,O,X,O,O,X,O,X,O,X,X,O
STJZOIL,O,X,X,O,X,O,O,O,X,O,O
STJZOLI,O,X,X,O,X,O,O,O,X,X,O
STJOILZ,O,X,O,O,X,O,X,O,X,X,X
STJOIZL,O,X,X,O,X,O,X,O,X,X,X
STJOLIZ,O,X,O,O,X,O,X,O,X,X,X
STJOLZI,O,X,O,O,X,O,X,O,X,X,X
STJOZIL,O,X,X,O,X,O,X,O,X,X,X
STJOZLI,O,X,X,O,X,O,X,O,X,X,X
STZILJO,O,X,X,X,X,O,X,X,O,X,O
STZILOJ,O,X,O,X,X,O,X,O,X,X,X
STZIJLO,O,X,X,X,X,O,X,X,O,O,O
STZIJOL,X,X,X,X,X,X,X,X,X,O,O
STZIOLJ,O,X,X,X,X,O,X,O,X,X,X
STZIOJL,X,X,X,X,X,X,X,X,X,X,O
STZLIJO,O,X,X,X,X,O,X,X,O,X,O
STZLIOJ,O,X,O,X,X,O,X,O,X,X,X
STZLJIO,O,X,X,X,X,O,X,X,O,X,O
STZLJOI,O,X,X,X,X,O,X,X,O,X,O
STZLOIJ,O,X,O,X,X,O,X,O,X,X,X
STZLOJI,X,X,O,X,X,X,X,O,O,X,X
STZJILO,O,X,X,X,X,O,X,X,O,O,O
STZJIOL,O,X,X,X,X,O,X,X,X,O,O
STZJLIO,O,X,X,X,X,O,X,X,O,O,O
STZJLOI,O,X,X,X,X,O,X,X,O,X,O
STZJOIL,O,X,X,X,X,O,X,X,X,O,O
STZJOLI,O,X,X,X,X,O,X,X,X,X,O
STZOILJ,O,X,X,X,X,O,X,O,X,X,X
STZOIJL,X,X,X,X,X,X,X,X,X,X,O
STZOLIJ,O,X,X,X,X,O,X,O,X,X,X
STZOLJI,X,X,X,X,X,X,X,O,X,X,X
STZOJIL,X,X,X,X,X,X,X,X,X,X,O
STZOJLI,X,X,X,X,X,X,X,X,X,X,O
STOILJZ,O,O,O,X,X,X,X,O,X,X,X
STOILZJ,O,O,O,X,X,O,X,O,X,X,X
STOIJLZ,O,O,X,X,X,X,X,O,X,X,X
STOIJZL,O,X,X,X,X,X,X,X,X,X,X
STOIZLJ,O,X,X,X,X,O,X,O,X,X,X
STOIZJL,O,X,X,X,X,X,X,X,X,X,O
STOLIJZ,O,O,O,X,X,X,X,O,X,X,X
STOLIZJ,O,O,O,X,X,O,X,O,X,X,X
STOLJIZ,O,O,O,X,X,O,X,O,X,X,X
STOLJZI,O,O,O,X,X,O,X,O,X,X,X
STOLZIJ,O,O,O,X,X,O,X,O,X,X,X
STOLZJI,O,O,O,X,X,X,X,O,X,X,X
STOJILZ,O,O,X,X,X,O,X,O,X,X,X
STOJIZL,O,X,X,X,X,O,X,O,X,X,X
STOJLIZ,O,O,X,X,X,O,X,O,X,X,X
STOJLZI,O,O,X,X,X,O,X,O,X,X,X
STOJZIL,O,X,X,X,X,O,X,O,X,X,X
STOJZLI,O,X,X,X,X,O,X,O,X,X,X
STOZILJ,O,X,X,X,X,O,X,O,X,X,X
STOZIJL,O,X,X,X,X,X,X,X,X,X,O
STOZLIJ,O,X,X,X,X,O,X,O,X,X,X
STOZLJI,O,X,X,X,X,X,X,O,X,X,X
STOZJIL,O,X,X,X,X,X,X,X,X,X,O
STOZJLI,O,X,X,X,X,X,X,X,X,X,O
SITLJZO,O,O,X,O,X,O,O,O,X,X,X
SITLJOZ,O,O,O,O,X,O,X,O,X,X,X
SITLZJO,O,O,X,X,X,O,X,X,O,X,O
SITLZOJ,O,O,O,X,X,O,X,O,X,X,X
SITLOJZ,O,O,O,X,X,X,X,O,X,X,X
SITLOZJ,O,O,O,X,X,O,X,O,X,X,X
SITJLZO,O,O,X,O,X,O,O,O,X,X,X
SITJLOZ,O,O,O,O,X,O,X,O,X,X,X
SITJZLO,O,X,X,O,X,O,X,O,X,O,O
SITJZOL,O,X,X,O,X,O,O,O,X,O,O
SITJOLZ,O,X,X,O,X,O,X,O,X,X,X
SITJOZL,O,X,X,O,X,O,X,O,X,X,X
SITZLJO,O,X,X,X,X,O,X,X,O,X,O
SITZLOJ,O,X,O,X,X,O,X,O,X,X,X
SITZJLO,O,X,X,X,X,O,X,X,O,O,O
SITZJOL,X,X,X,X,X,X,X,X,X,O,O
SITZOLJ,O,X,X,X,X,O,X,O,X,X,X
SITZOJL,X,X,X,X,X,X,X,X,X,X,O
SITOLJZ,O,O,O,X,X,X,X,O,X,X,X
SITOLZJ,O,O,O,X,X,O,X,O,X,X,X
SITOJLZ,O,O,X,X,X,X,X,O,X,X,X
SITOJZL,O,X,X,X,X,X,X,X,X,X,X
SITOZLJ,O,X,X,X,X,O,X,O,X,X,X
SITOZJL,O,X,X,X,X,X,X,X,X,X,O
SILTJZO,O,O,X,O,X,O,O,O,X,O,O
SILTJOZ,O,O,O,O,X,O,X,O,X,X,X
SILTZJO,O,O,X,X,X,O,X,X,O,O,O
SILTZOJ,O,O,O,X,X,O,X,O,X,X,O
SILTOJZ,O,O,O,X,X,X,X,O,X,X,X
SILTOZJ,O,O,O,X,X,O,X,O,X,X,O
SILJTZO,O,O,O,O,X,O,O,O,X,O,O
SILJTOZ,O,O,O,O,X,O,X,O,X,X,X
SILJZTO,O,O,O,O,X,O,O,O,O,X,O
SILJZOT,X,O,O,O,X,O,X,X,O,X,O
SILJOTZ,O,O,O,O,X,O,X,O,X,O,X
SILJOZT,O,O,O,O,X,O,X,X,X,X,X
SILZTJO,O,O,X,X,X,O,O,X,O,O,O
SILZTOJ,O,O,O,X,X,O,O,O,X,X,O
SILZJTO,O,O,X,O,X,O,O,O,O,X,O
SILZJOT,X,O,X,O,X,O,X,X,O,X,O
SILZOTJ,O,O,O,X,X,X,X,X,X,X,O
SILZOJT,O,O,X,X,X,X,X,X,O,X,O
SILOTJZ,O,O,O,X,X,X,X,O,X,O,X
SILOTZJ,O,O,O,X,X,O,X,O,X,O,O
SILOJTZ,O,O,O,O,X,O,X,O,X,O,X
SILOJZT,O,O,O,O,X,O,X,X,X,X,X
SILOZTJ,O,O,O,X,X,X,X,X,X,O,O
SILOZJT,O,O,X,X,X,X,X,X,O,X,O
SIJTLZO,O,O,O,O,X,O,O,O,X,X,X
SIJTLOZ,O,O,O,O,X,O,X,O,X,X,X
SIJTZLO,O,X,O,O,X,O,X,O,X,O,O
SIJTZOL,O,X,X,O,X,O,O,O,X,O,O
SIJTOLZ,O,X,O,O,X,O,X,O,X,X,X
SIJTOZL,O,X,X,O,X,O,X,O,X,X,X
SIJLTZO,O,O,O,O,X,O,O,O,X,O,X
SIJLTOZ,O,O,O,O,X,O,X,O,X,X,X
SIJLZTO,O,O,O,O,X,O,O,O,O,X,X
SIJLZOT,X,O,O,O,X,O,X,X,O,X,X
SIJLOTZ,O,O,O,O,X,O,X,O,X,O,X
SIJLOZT,O,O,O,O,X,O,X,X,X,X,X
SIJZTLO,O,X,O,O,X,O,X,O,O,X,O
SIJZTOL,O,X,X,O,X,O,O,O,X,X,O
SIJZLTO,O,O,O,O,X,O,X,O,O,X,O
SIJZLOT,X,X,O,O,X,O,X,X,O,X,X
SIJZOTL,X,X,X,O,X,O,X,X,X,X,O
SIJZOLT,X,X,X,O,X,O,X,X,O,X,X
SIJOTLZ,O,O,O,O,X,O,X,O,X,X,X
SIJOTZL,O,X,X,O,X,O,X,O,X,X,X
SIJOLTZ,O,O,O,O,X,O,X,O,X,X,X
SIJOLZT,O,O,O,O,X,O,X,X,X,X,X
SIJOZTL,O,X,X,O,X,O,X,X,X,X,X
SIJOZLT,O,O,X,O,X,O,X,X,X,X,X
SIZTLJO,O,X,X,X,X,O,X,X,O,X,O
SIZTLOJ,O,X,O,X,X,O,X,O,X,X,X
SIZTJLO,O,X,X,X,X,O,X,X,O,O,O
SIZTJOL,X,X,X,X,X,X,O,X,X,O,O
SIZTOLJ,O,X,X,X,X,O,X,O,X,X,X
SIZTOJL,X,X,X,X,X,X,O,X,X,X,O
SIZLTJO,O,O,X,X,X,O,X,X,O,X,O
SIZLTOJ,O,O,O,X,X,O,X,O,X,X,O
SIZLJTO,O,O,X,O,X,O,X,O,O,X,O
SIZLJOT,X,O,X,O,X,O,X,X,O,X,O
SIZLOTJ,O,O,O,X,X,X,X,X,X,X,O
SIZLOJT,O,O,X,X,X,X,X,X,O,X,O
SIZJTLO,O,X,X,O,X,O,X,O,O,X,O
SIZJTOL,O,X,X,O,X,O,O,O,X,X,O
SIZJLTO,O,O,X,O,X,O,X,O,O,X,O
SIZJLOT,X,X,X,O,X,O,X,X,O,X,O
SIZJOTL,X,X,X,O,O,O,X,X,X,X,O
SIZJOLT,X,X,X,O,O,O,X,X,O,X,X
SIZOTLJ,O,X,X,X,O,X,X,X,X,X,X
SIZOTJL,O,X,X,X,O,X,X,X,X,X,O
SIZOLTJ,O,O,X,X,O,X,X,X,X,X,X
SIZOLJT,O,O,X,X,O,X,X,X,O,X,X
SIZOJTL,O,X,X,X,O,X,X,X,X,X,O
SIZOJLT,O,O,X,X,O,X,X,X,O,X,X
SIOTLJZ,O,O,O,X,X,X,X,O,X,X,X
SIOTLZJ,O,O,O,X,O,O,X,O,X,X,X
SIOTJLZ,O,O,X,X,X,X,X,O,X,X,X
SIOTJZL,O,X,X,X,O,X,X,X,X,X,X
SIOTZLJ,O,X,X,X,O,O,X,O,X,X,X
SIOTZJL,O,X,X,X,O,X,X,X,X,X,O
SIOLTJZ,O,O,O,X,X,X,X,O,X,X,X
SIOLTZJ,O,O,O,X,O,O,X,O,X,X,X
SIOLJTZ,O,O,O,O,X,O,X,O,X,X,X
SIOLJZT,O,O,X,O,X,O,X,X,X,X,X
SIOLZTJ,O,O,O,X,O,X,X,X,X,X,X
SIOLZJT,O,O,X,X,O,X,X,X,O,X,X
SIOJTLZ,O,O,X,O,X,O,X,O,X,X,X
SIOJTZL,O,X,X,O,O,O,X,O,X,X,X
SIOJLTZ,O,O,X,O,X,O,X,O,X,X,X
SIOJLZT,O,O,X,O,X,O,X,X,X,X,X
SIOJZTL,O,X,X,O,O,O,X,X,X,X,X
SIOJZLT,O,O,X,O,O,O,X,X,X,X,X
