sequence,v115@zgC8GeB8HeB8GeB8CeB8BeD8AeG8JeaBJvhFWiBxdB?TgBXjBUnBFqB,v115@zgC8GeB8HeB8GeB8CeB8BeD8AeG8Je37IvhFRdBcjB?ylBzhB+nBFqB,v115@zgC8GeB8HeB8GeB8CeB8BeD8AeG8JeR9IvhFcjBmgB?CiB3gBTnBFqB,v115@zgC8GeB8HeB8GeB8CeB8BeD8AeG8Jez7IvhFRdBcjB?2lBfnB6nBFqB,v115@zgC8GeB8HeB8GeB8CeB8BeD8AeG8Je37IvhFGdBTeB?ylBRnBUnBFqB,v115@zgC8GeB8HeB8GeB8CeB8BeD8AeG8Jez7IvhFCdB2lB?xiBXjBUnBFqB,v115@zgC8GeB8HeB8GeB8CeB8BeD8AeG8Je37IvhFqiBTeB?mhBxlBUnBFqB,v115@zgC8GeB8HeB8GeB8CeB8BeD8AeG8JecAJvhFehBRdB?SjBzhB3nBFqB,v115@zgC8GeB8HeB8GeB8CeB8BeD8AeG8JeR9IvhFSjBTgB?mhBUhB3nBFqB,v115@zgC8GeB8HeB8GeB8CeB8BeD8AeG8JeC8IvhFxdB2lB?0hBXjBTnBFqB,v115@zgC8GeB8HeB8GeB8CeB8BeD8AeG8JeSCJvhFTeBmgB?3gBRnBUnBFqB,v115@zgC8GeB8HeB8GeB8CeB8BeD8AeG8JeR8IvhFCeBTgB?2mBXjBUnBFqB,v115@zgC8GeB8HeB8GeB8CeB8BeD8AeG8JeG+IvhFxgBymB?ziB3gBUnBFqB,v115@zgC8GeB8HeB8GeB8CeB8BeD8AeG8JecAJvhFehBzcB?SjBRnB3nBFqB,v115@zgC8GeB8HeB8GeB8CeB8BeD8AeG8JecAJvhFehBTeB?RnBfnB6nBFqB,v115@zgC8GeB8HeB8GeB8CeB8BeD8AeG8JeC8IvhF2lB0hB?xiBXjBTnBFqB
ZSOIJLT,O,X,X,O,X,X,X,X,X,O,X,X,X,X,X,X
ZSOLTIJ,X,X,O,O,X,X,X,O,X,X,X,X,X,X,X,X
ZSOLTJI,X,X,O,O,X,X,X,O,X,X,X,X,X,X,X,X
ZSOLITJ,X,X,O,O,X,X,X,X,X,X,X,X,X,X,X,X
ZSOLIJT,O,X,O,O,X,X,X,X,X,O,X,X,X,X,X,X
ZSOLJTI,X,X,O,O,X,X,X,X,X,X,X,X,X,X,X,X
ZSOLJIT,O,X,O,O,X,X,X,X,X,X,X,X,X,X,X,X
ZSOJTIL,O,X,X,O,X,X,X,X,X,O,X,X,X,X,X,X
ZSOJTLI,O,X,X,O,X,X,X,X,X,O,X,X,X,X,X,X
ZSOJITL,O,X,X,O,X,X,X,X,X,O,X,X,X,X,X,X
ZSOJILT,O,X,X,O,X,X,X,X,X,O,X,X,X,X,X,X
ZSOJLTI,X,X,O,O,X,X,X,X,X,O,X,X,X,X,X,X
ZSOJLIT,O,X,O,O,X,X,X,X,X,O,X,X,X,X,X,X
ZOTILJS,O,X,O,X,O,O,O,O,X,X,O,X,X,X,O,X
ZOTILSJ,O,O,O,X,O,X,O,X,X,X,X,X,X,X,X,X
ZOTIJLS,O,O,O,O,O,O,O,O,X,X,O,X,X,X,O,X
ZOTIJSL,O,O,X,O,X,O,O,O,X,X,X,X,X,X,O,X
ZOTISLJ,O,X,O,X,X,X,O,X,X,X,X,X,X,X,X,X
ZOTISJL,O,X,X,O,X,X,O,X,X,X,X,X,X,X,O,X
ZOTLIJS,O,X,O,X,O,O,O,O,X,X,X,X,O,X,O,X
ZOTLISJ,O,O,O,X,O,X,O,X,X,X,X,X,X,X,X,X
ZOTLJIS,O,O,O,X,X,O,X,O,X,X,X,X,O,X,O,X
ZOTLJSI,O,O,O,X,X,O,X,O,X,X,X,X,X,X,X,X
ZOTLSIJ,O,O,O,X,O,X,X,X,X,X,X,X,X,X,X,X
ZOTLSJI,O,O,O,X,X,X,X,O,X,X,X,X,X,X,X,X
ZOTJILS,O,O,O,O,X,O,X,O,X,X,O,X,X,X,O,X
ZOTJISL,O,O,X,O,X,O,X,O,X,X,X,X,X,X,O,X
ZOTJLIS,O,O,O,O,X,O,X,O,X,X,X,X,O,X,O,X
ZOTJLSI,O,O,O,O,X,O,X,O,X,X,X,X,X,X,X,X
ZOTJSIL,O,O,X,O,X,O,X,O,X,X,X,X,X,X,O,X
ZOTJSLI,O,O,O,O,X,O,X,O,X,X,X,X,X,X,X,X
ZOTSILJ,O,X,O,X,X,X,X,X,X,X,X,X,X,X,X,X
ZOTSIJL,O,X,X,O,X,X,X,X,X,X,X,X,X,X,O,X
ZOTSLIJ,O,X,O,O,X,X,X,X,X,X,X,X,X,X,X,X
ZOTSLJI,O,X,O,O,X,X,X,O,X,X,X,X,X,X,X,X
ZOTSJIL,O,X,X,O,X,X,X,O,X,X,X,X,X,X,O,X
ZOTSJLI,O,X,O,O,X,X,X,O,X,X,X,X,X,X,X,X
ZOITLJS,X,X,O,X,O,O,X,X,X,X,O,X,X,X,O,X
ZOITLSJ,X,O,O,X,O,X,X,X,X,X,X,X,X,X,X,X
ZOITJLS,X,O,O,O,O,O,X,X,X,X,O,X,X,X,O,X
ZOITJSL,X,O,X,O,X,O,X,X,X,X,X,X,X,X,O,X
ZOITSLJ,X,X,O,X,X,X,X,X,X,X,X,X,X,X,X,X
ZOITSJL,X,X,X,O,X,X,X,X,X,X,X,X,X,X,O,X
ZOILTJS,X,X,O,X,O,O,X,X,X,X,O,X,X,X,X,X
ZOILTSJ,X,X,O,X,O,X,X,X,X,X,X,X,X,X,X,X
ZOILJTS,X,X,O,X,O,O,X,X,X,X,X,X,X,X,X,X
ZOILJST,X,X,O,X,O,O,O,X,X,X,O,X,X,X,X,X
ZOILSTJ,X,X,O,X,O,X,X,X,X,X,X,X,X,X,X,X
ZOILSJT,X,O,O,X,O,X,O,X,X,X,X,X,X,X,X,X
ZOIJTLS,X,O,O,X,O,O,X,X,X,X,X,X,X,X,X,X
ZOIJTSL,X,O,X,O,X,X,X,X,X,X,X,X,X,X,X,X
ZOIJLTS,X,O,O,X,X,O,X,X,X,X,X,X,X,X,X,X
ZOIJLST,X,O,O,O,O,O,O,X,X,X,O,X,X,X,X,O
ZOIJSTL,X,O,X,O,X,X,X,X,X,X,X,X,X,X,X,X
ZOIJSLT,X,O,X,O,X,O,O,X,X,X,X,X,X,X,X,X
ZOISTLJ,X,X,O,X,X,X,X,X,X,X,X,X,X,X,X,X
ZOISTJL,X,X,X,O,X,X,X,X,X,X,X,X,X,X,X,X
ZOISLTJ,X,X,O,X,X,X,X,X,X,X,X,X,X,X,X,X
ZOISLJT,X,X,O,X,X,X,O,X,X,X,X,X,X,X,X,X
ZOISJTL,X,X,X,O,X,X,X,X,X,X,X,X,X,X,X,X
ZOISJLT,X,X,X,O,X,X,O,X,X,X,X,X,X,X,X,X
ZOLTIJS,X,X,O,X,X,O,O,O,X,X,X,X,O,X,X,X
ZOLTISJ,X,X,O,X,X,X,O,X,X,X,X,X,X,X,X,X
ZOLTJIS,X,X,O,X,X,O,X,O,X,X,X,X,O,X,X,X
ZOLTJSI,X,X,O,X,X,O,X,O,X,X,X,X,X,X,X,X
ZOLTSIJ,X,X,O,X,X,X,X,X,X,X,X,X,X,X,X,X
ZOLTSJI,X,X,O,X,X,X,X,O,X,X,X,X,X,X,X,X
ZOLITJS,X,X,O,X,O,O,X,X,X,X,X,X,X,X,X,X
ZOLITSJ,X,X,O,X,O,X,X,X,X,X,X,X,X,X,X,X
ZOLIJTS,X,X,O,X,O,O,X,X,X,X,X,X,X,X,X,X
ZOLIJST,X,X,O,X,O,O,O,X,X,X,X,X,O,X,X,X
ZOLISTJ,X,X,O,X,O,X,X,X,X,X,X,X,X,X,X,X
ZOLISJT,X,O,O,X,O,X,O,X,X,X,X,X,X,X,X,X
ZOLJTIS,X,O,O,X,X,O,X,X,X,X,X,X,O,X,X,X
ZOLJTSI,X,O,O,X,X,X,X,X,X,X,X,X,X,X,X,X
ZOLJITS,O,O,O,X,X,O,X,X,X,X,X,X,X,X,X,X
ZOLJIST,O,O,O,X,X,O,X,X,X,X,X,X,O,X,X,X
ZOLJSTI,X,O,O,X,X,X,X,X,X,X,X,X,X,X,X,X
ZOLJSIT,O,O,O,X,X,O,X,X,X,X,X,X,X,X,X,X
ZOLSTIJ,X,X,O,X,X,X,X,X,X,X,X,X,X,X,X,X
ZOLSTJI,X,X,O,X,X,X,X,X,X,X,X,X,X,X,X,X
ZOLSITJ,X,X,O,X,O,X,X,X,X,X,X,X,X,X,X,X
ZOLSIJT,O,O,O,X,O,X,X,X,X,O,X,X,X,X,X,X
ZOLSJTI,X,O,O,X,X,X,X,X,X,X,X,X,X,X,X,X
ZOLSJIT,O,O,O,X,X,X,X,X,X,X,X,X,X,X,X,X
ZOJTILS,O,O,O,X,X,O,X,X,X,X,X,X,X,X,X,X
ZOJTISL,O,O,X,O,X,X,X,X,X,X,X,X,X,X,X,X
ZOJTLIS,O,O,O,X,X,O,X,X,X,X,X,X,O,X,X,X
ZOJTLSI,O,O,O,X,X,X,X,X,X,X,X,X,X,X,X,X
ZOJTSIL,O,O,X,O,X,X,X,X,X,X,X,X,X,X,X,X
ZOJTSLI,O,O,O,O,X,X,X,X,X,X,X,X,X,X,X,X
ZOJITLS,O,O,O,X,X,O,X,X,X,X,X,X,X,X,X,X
ZOJITSL,O,O,X,O,X,X,X,X,X,X,X,X,X,X,X,X
ZOJILTS,O,O,O,X,X,O,X,X,X,X,X,X,X,X,X,X
ZOJILST,O,O,O,O,X,O,X,X,X,X,O,X,X,X,X,O
ZOJISTL,X,O,X,O,X,X,X,X,X,X,X,X,X,X,X,X
ZOJISLT,X,O,X,O,X,O,X,X,X,X,X,X,X,X,X,X
ZOJLTIS,X,O,O,X,X,O,X,X,X,X,X,X,O,X,X,X
ZOJLTSI,X,O,O,X,X,X,X,X,X,X,X,X,X,X,X,X
ZOJLITS,O,O,O,X,X,O,X,X,X,X,X,X,X,X,X,X
ZOJLIST,O,O,O,O,X,O,X,X,X,X,X,X,O,X,X,O
ZOJLSTI,X,O,O,O,X,X,X,X,X,O,X,X,X,X,X,X
ZOJLSIT,O,O,O,O,X,O,X,X,X,O,X,X,X,X,X,X
ZOJSTIL,O,O,X,O,X,X,X,X,X,O,X,X,X,X,X,X
ZOJSTLI,O,O,X,O,X,X,X,X,X,O,X,X,X,X,X,X
ZOJSITL,O,O,X,O,X,X,X,X,X,O,X,X,X,X,X,X
ZOJSILT,O,O,X,O,X,O,X,X,X,O,X,X,X,X,X,X
ZOJSLTI,X,O,O,O,X,X,X,X,X,O,X,X,X,X,X,X
ZOJSLIT,O,O,O,O,X,O,X,X,X,O,X,X,X,X,X,X
ZOSTILJ,O,X,O,X,X,X,X,X,X,X,X,X,X,X,X,X
ZOSTIJL,O,X,X,O,X,X,X,X,X,X,X,X,X,X,X,X
ZOSTLIJ,O,X,O,O,X,X,X,X,X,X,X,X,X,X,X,X
ZOSTLJI,O,X,O,O,X,X,X,X,X,X,X,X,X,X,X,X
ZOSTJIL,O,X,X,O,X,X,X,X,X,X,X,X,X,X,X,X
ZOSTJLI,O,X,O,O,X,X,X,X,X,X,X,X,X,X,X,X
ZOSITLJ,O,X,O,X,X,X,X,X,X,X,X,X,X,X,X,X
ZOSITJL,O,X,X,O,X,X,X,X,X,X,X,X,X,X,X,X
ZOSILTJ,X,X,O,X,X,X,X,X,X,X,X,X,X,X,X,X
ZOSILJT,O,X,O,X,X,X,X,X,X,O,X,X,X,X,X,X
ZOSIJTL,O,X,X,O,X,X,X,X,X,X,X,X,X,X,X,X
ZOSIJLT,O,X,X,O,X,X,X,X,X,O,X,X,X,X,X,X
ZOSLTIJ,X,X,O,O,X,X,X,X,X,X,X,X,X,X,X,X
ZOSLTJI,X,X,O,O,X,X,X,X,X,X,X,X,X,X,X,X
ZOSLITJ,X,X,O,O,X,X,X,X,X,X,X,X,X,X,X,X
ZOSLIJT,O,X,O,O,X,X,X,X,X,O,X,X,X,X,X,X
ZOSLJTI,X,X,O,O,X,X,X,X,X,X,X,X,X,X,X,X
ZOSLJIT,O,X,O,O,X,X,X,X,X,X,X,X,X,X,X,X
ZOSJTIL,O,X,X,O,X,X,X,X,X,O,X,X,X,X,X,X
ZOSJTLI,O,X,X,O,X,X,X,X,X,O,X,X,X,X,X,X
ZOSJITL,O,X,X,O,X,X,X,X,X,O,X,X,X,X,X,X
ZOSJILT,O,X,X,O,X,X,X,X,X,O,X,X,X,X,X,X
ZOSJLTI,X,X,O,O,X,X,X,X,X,O,X,X,X,X,X,X
ZOSJLIT,O,X,O,O,X,X,X,X,X,O,X,X,X,X,X,X
OTILJSZ,X,O,X,X,O,O,O,X,X,X,O,O,O,X,X,X
OTILJZS,X,O,O,X,O,O,O,X,X,X,O,X,O,X,X,X
OTILSJZ,O,O,X,X,O,X,O,X,O,X,O,O,O,X,X,X
OTILSZJ,O,X,X,X,O,X,O,X,O,X,X,O,X,X,X,X
OTILZJS,O,X,O,X,O,X,O,O,X,X,O,X,O,O,O,X
OTILZSJ,O,X,O,X,O,X,O,X,X,X,X,X,X,X,X,X
OTIJLSZ,X,O,X,X,O,O,O,X,X,X,O,O,O,X,X,X
OTIJLZS,X,O,O,X,O,O,O,X,X,X,O,X,O,X,X,X
OTIJSLZ,X,X,X,X,O,O,O,X,X,X,O,O,X,X,X,X
OTIJSZL,X,X,X,X,X,X,O,X,X,X,X,O,X,X,X,X
OTIJZLS,X,O,O,X,O,O,O,X,X,X,O,X,X,X,O,O
OTIJZSL,X,O,X,X,X,X,O,X,X,X,X,O,X,X,O,X
OTISLJZ,O,X,X,X,O,X,O,X,O,X,O,O,X,X,X,X
OTISLZJ,O,X,X,X,O,X,O,X,O,X,X,O,X,X,X,X
OTISJLZ,O,X,X,X,O,X,O,X,O,X,O,O,X,X,X,X
OTISJZL,O,X,X,X,X,X,O,X,O,X,X,O,X,X,X,X
OTISZLJ,O,X,X,X,X,X,O,X,X,X,X,O,X,X,X,X
OTISZJL,O,X,X,X,X,X,O,X,X,X,X,X,X,X,O,X
OTIZLJS,O,X,O,X,O,X,O,O,X,X,O,X,X,O,O,X
OTIZLSJ,O,X,O,X,O,X,O,X,X,X,X,X,X,X,X,X
OTIZJLS,O,X,O,X,O,X,O,O,X,X,O,X,X,O,O,X
OTIZJSL,O,X,X,X,X,X,O,O,X,X,X,O,X,O,O,X
OTIZSLJ,O,X,O,X,X,X,O,X,X,X,X,O,X,X,X,X
OTIZSJL,O,X,X,X,X,X,O,X,X,X,X,X,X,X,O,X
OTLIJSZ,X,O,X,X,O,X,O,X,X,X,O,O,O,X,X,X
OTLIJZS,X,O,O,X,O,X,O,X,X,X,O,X,O,X,X,X
OTLISJZ,O,O,X,X,O,X,O,X,O,X,O,O,O,X,X,X
OTLISZJ,O,X,X,X,O,X,O,X,O,X,X,O,X,X,X,X
OTLIZJS,O,X,O,X,O,X,O,O,X,X,O,X,O,O,O,X
OTLIZSJ,O,X,O,X,O,X,O,X,X,X,X,X,X,X,X,X
OTLJISZ,X,O,X,X,O,X,O,X,X,X,O,O,O,X,X,X
OTLJIZS,X,O,O,X,O,X,O,X,X,X,O,X,O,X,X,X
OTLJSIZ,O,O,X,X,O,X,X,X,O,X,X,O,O,X,X,X
OTLJSZI,O,O,O,X,X,X,X,X,O,X,X,O,X,X,X,X
OTLJZIS,O,O,O,X,X,X,X,O,X,X,X,X,O,X,X,X
OTLJZSI,O,O,O,X,X,X,X,O,X,X,X,X,X,X,X,X
OTLSIJZ,O,O,X,X,O,X,O,X,O,X,X,O,O,X,X,X
OTLSIZJ,O,X,X,X,O,X,O,O,O,X,X,O,X,X,X,X
OTLSJIZ,O,O,X,X,O,X,X,X,O,X,X,O,O,X,X,X
OTLSJZI,O,O,O,X,X,X,X,O,O,X,X,O,X,X,X,X
OTLSZIJ,O,O,O,X,O,X,X,O,O,X,X,O,X,X,X,X
OTLSZJI,O,O,O,X,X,X,X,O,O,X,X,O,X,X,X,X
OTLZIJS,O,X,O,X,O,X,O,O,X,X,X,X,O,O,O,X
OTLZISJ,O,O,O,X,O,X,O,X,X,X,X,X,X,X,X,X
OTLZJIS,O,O,O,X,X,X,X,O,X,X,X,X,O,O,O,X
OTLZJSI,O,O,O,X,X,X,X,O,X,X,X,X,X,X,X,X
OTLZSIJ,O,O,O,X,O,X,X,O,O,X,X,X,X,X,X,X
OTLZSJI,O,O,O,X,X,X,X,O,O,X,X,X,X,X,X,X
OTJILSZ,X,O,X,X,O,O,O,X,X,X,O,O,O,X,X,X
OTJILZS,X,O,O,X,O,O,O,X,X,X,O,X,O,X,X,X
OTJISLZ,X,X,X,O,O,O,O,X,X,X,O,O,X,X,X,X
OTJISZL,X,X,X,O,X,X,O,X,X,X,X,O,X,X,X,X
OTJIZLS,X,O,O,O,O,O,O,X,X,X,O,X,X,X,O,O
OTJIZSL,X,O,X,O,X,O,O,X,X,X,X,O,X,X,O,X
OTJLISZ,X,O,X,X,O,O,O,X,X,X,O,O,O,X,X,X
OTJLIZS,X,O,O,X,O,O,O,X,X,X,O,X,O,X,X,X
OTJLSIZ,O,O,X,O,O,X,X,X,O,O,X,O,O,X,X,X
OTJLSZI,O,O,O,O,X,X,X,X,O,O,X,O,X,X,X,X
OTJLZIS,O,O,O,O,X,O,X,O,X,X,X,X,O,X,X,O
OTJLZSI,O,O,O,O,X,O,X,O,X,O,X,X,X,X,X,X
OTJSILZ,O,X,X,O,X,O,X,X,O,O,O,O,X,X,X,X
OTJSIZL,O,X,X,O,X,X,X,X,O,O,X,O,X,X,X,X
OTJSLIZ,O,O,X,O,X,X,X,X,O,O,X,O,O,X,X,X
OTJSLZI,O,O,O,O,X,X,X,X,O,O,X,O,X,X,X,X
OTJSZIL,O,O,X,O,X,O,X,X,O,O,X,O,X,X,X,X
OTJSZLI,O,O,O,O,X,O,X,X,O,O,X,O,X,X,X,X
OTJZILS,O,O,O,O,X,O,X,O,X,X,O,X,X,X,O,O
OTJZISL,O,O,X,O,X,O,X,O,X,X,X,O,X,X,O,X
OTJZLIS,O,O,O,O,X,O,X,O,X,X,X,X,O,X,O,O
OTJZLSI,O,O,O,O,X,O,X,O,X,O,X,X,X,X,X,X
OTJZSIL,O,O,X,O,X,O,X,O,X,O,X,O,X,X,O,X
OTJZSLI,O,O,O,O,X,O,X,O,X,O,X,O,X,X,X,X
OTSILJZ,O,X,X,X,O,X,O,X,O,X,O,O,X,X,X,X
OTSILZJ,O,X,X,X,O,X,O,O,O,X,X,O,X,X,X,X
OTSIJLZ,O,X,X,X,O,X,O,X,O,O,O,O,X,X,X,X
OTSIJZL,O,X,X,X,X,X,O,X,O,O,X,O,X,X,X,X
OTSIZLJ,O,X,X,X,X,X,O,O,X,O,X,O,X,X,X,X
OTSIZJL,O,X,X,X,X,X,O,O,X,X,X,X,X,X,O,X
OTSLIJZ,O,O,X,X,O,X,O,X,O,X,X,O,O,X,X,X
OTSLIZJ,O,X,X,X,O,X,O,O,O,X,X,O,X,X,X,X
OTSLJIZ,O,O,X,O,O,X,X,X,O,X,X,O,O,X,X,X
OTSLJZI,O,O,O,O,X,X,X,O,O,X,X,O,X,X,X,X
OTSLZIJ,O,X,O,O,O,X,X,O,O,X,X,O,X,X,X,X
OTSLZJI,O,O,O,O,X,X,X,O,O,X,X,O,X,X,X,X
OTSJILZ,O,X,X,O,X,X,X,X,O,O,O,O,X,X,X,X
OTSJIZL,O,X,X,O,X,X,X,X,O,O,X,O,X,X,X,X
OTSJLIZ,O,O,X,O,X,X,X,X,O,O,X,O,O,X,X,X
OTSJLZI,O,O,O,O,X,X,X,O,O,O,X,O,X,X,X,X
OTSJZIL,O,O,X,O,X,X,X,O,O,O,X,O,X,X,X,X
OTSJZLI,O,O,O,O,X,X,X,O,O,O,X,O,X,X,X,X
OTSZILJ,O,X,O,X,X,X,X,O,X,O,X,O,X,X,X,X
OTSZIJL,O,X,X,O,X,X,X,O,X,X,X,X,X,X,O,X
OTSZLIJ,O,X,O,O,X,X,X,O,O,O,X,O,X,X,X,X
OTSZLJI,O,X,O,O,X,X,X,O,O,X,X,O,X,X,X,X
OTSZJIL,O,X,X,O,X,X,X,O,O,X,X,O,X,X,O,X
OTSZJLI,O,X,O,O,X,X,X,O,O,X,X,O,X,X,X,X
OTZILJS,O,X,O,X,O,O,O,O,X,X,O,X,X,O,O,X
OTZILSJ,O,O,O,X,O,X,O,X,X,X,X,X,X,X,X,X
OTZIJLS,O,O,O,O,O,O,O,O,X,X,O,X,X,O,O,X
OTZIJSL,O,O,X,O,X,O,O,O,X,X,X,O,X,O,O,X
OTZISLJ,O,X,O,X,X,X,O,X,X,X,X,O,X,X,X,X
OTZISJL,O,X,X,O,X,X,O,X,X,X,X,X,X,X,O,X
OTZLIJS,O,X,O,X,O,O,O,O,X,X,X,X,O,O,O,X
OTZLISJ,O,O,O,X,O,X,O,X,X,X,X,X,X,X,X,X
OTZLJIS,O,O,O,X,X,O,X,O,X,X,X,X,O,O,O,X
OTZLJSI,O,O,O,X,X,O,X,O,X,X,X,X,X,X,X,X
OTZLSIJ,O,O,O,X,O,X,X,O,O,O,X,X,X,X,X,X
OTZLSJI,O,O,O,X,X,X,X,O,O,X,X,X,X,X,X,X
OTZJILS,O,O,O,O,X,O,X,O,X,X,O,X,X,O,O,X
OTZJISL,O,O,X,O,X,O,X,O,X,X,X,O,X,O,O,X
OTZJLIS,O,O,O,O,X,O,X,O,X,X,X,X,O,O,O,X
OTZJLSI,O,O,O,O,X,O,X,O,X,X,X,X,X,X,X,X
OTZJSIL,O,O,X,O,X,O,X,O,X,X,X,O,X,X,O,X
OTZJSLI,O,O,O,O,X,O,X,O,X,X,X,O,X,X,X,X
OTZSILJ,O,X,O,X,X,X,X,O,X,O,X,O,X,X,X,X
OTZSIJL,O,X,X,O,X,X,X,O,X,X,X,X,X,X,O,X
OTZSLIJ,O,X,O,O,X,X,X,O,O,O,X,O,X,X,X,X
OTZSLJI,O,X,O,O,X,X,X,O,O,X,X,O,X,X,X,X
OTZSJIL,O,X,X,O,X,X,X,O,O,X,X,O,X,X,O,X
OTZSJLI,O,X,O,O,X,X,X,O,O,X,X,O,X,X,X,X
OITLJSZ,X,O,X,X,O,O,O,X,X,X,O,X,O,X,X,X
OITLJZS,X,O,O,X,O,O,O,X,X,X,O,X,O,X,X,X
OITLSJZ,X,O,X,X,O,X,O,X,X,X,O,X,O,X,X,X
OITLSZJ,X,X,X,X,O,X,O,X,X,X,X,X,X,X,X,X
OITLZJS,X,X,O,X,O,X,O,O,X,X,O,X,O,O,O,X
OITLZSJ,X,X,O,X,O,X,O,X,X,X,X,X,X,X,X,X
OITJLSZ,X,O,X,X,O,O,O,X,X,X,O,X,O,X,X,X
OITJLZS,X,O,O,X,O,O,O,X,X,X,O,X,O,X,X,X
OITJSLZ,X,X,X,X,O,O,O,X,X,X,O,X,X,X,X,X
OITJSZL,X,X,X,X,X,X,O,X,X,X,X,X,X,X,X,X
OITJZLS,X,O,O,X,O,O,O,X,X,X,O,X,X,X,O,O
OITJZSL,X,O,X,X,X,X,O,X,X,X,X,X,X,X,O,X
OITSLJZ,X,X,X,X,O,X,O,X,X,X,O,X,X,X,X,X
OITSLZJ,X,X,X,X,O,X,O,X,X,X,X,X,X,X,X,X
OITSJLZ,X,X,X,X,O,X,O,X,X,X,O,X,X,X,X,X
OITSJZL,X,X,X,X,X,X,O,X,X,X,X,X,X,X,X,X
OITSZLJ,X,X,X,X,X,X,O,X,X,X,X,X,X,X,X,X
OITSZJL,X,X,X,X,X,X,O,X,X,X,X,X,X,X,O,X
OITZLJS,X,X,O,X,O,X,O,O,X,X,O,X,X,O,O,X
OITZLSJ,X,X,O,X,O,X,O,X,X,X,X,X,X,X,X,X
OITZJLS,X,X,O,X,O,X,O,O,X,X,O,X,X,O,O,X
OITZJSL,X,X,X,X,X,X,O,O,X,X,X,X,X,O,O,X
OITZSLJ,X,X,O,X,X,X,O,X,X,X,X,X,X,X,X,X
OITZSJL,X,X,X,X,X,X,O,X,X,X,X,X,X,X,O,X
OILTJSZ,X,X,X,X,O,O,O,X,X,X,O,X,O,X,X,X
OILTJZS,X,X,O,X,O,O,O,X,X,X,O,X,O,X,X,X
OILTSJZ,X,X,X,X,O,X,O,X,X,X,O,X,O,X,X,X
OILTSZJ,X,X,X,X,O,X,O,X,X,X,X,X,X,X,X,X
OILTZJS,X,X,O,X,O,X,O,O,X,X,O,X,O,O,O,X
OILTZSJ,X,X,O,X,O,X,O,X,X,X,X,X,X,X,X,X
OILJTSZ,X,X,X,X,O,O,O,X,X,X,O,X,O,X,X,X
OILJTZS,X,X,X,X,O,X,X,X,X,X,O,X,O,X,X,X
OILJSTZ,X,X,X,X,O,O,O,X,X,X,O,X,O,X,X,X
OILJSZT,X,O,X,X,O,O,O,X,X,X,O,X,O,X,X,X
OILJZTS,X,O,O,X,O,X,X,X,X,X,X,X,X,X,X,X
OILJZST,X,O,O,X,O,O,O,X,X,X,O,X,O,X,X,X
OILSTJZ,X,X,X,X,X,X,O,X,X,X,O,X,X,X,X,X
OILSTZJ,X,X,X,X,O,X,X,X,X,X,X,X,X,X,X,X
OILSJTZ,X,X,X,X,X,X,O,X,X,X,O,X,O,X,X,X
OILSJZT,X,O,X,X,O,X,O,X,X,X,O,X,O,X,X,X
OILSZTJ,X,X,X,X,O,X,X,X,X,X,X,X,X,X,X,X
OILSZJT,X,X,X,X,O,X,O,X,X,X,X,X,X,X,X,X
OILZTJS,X,X,O,X,O,X,X,X,X,X,O,X,X,X,X,X
OILZTSJ,X,X,O,X,O,X,X,X,X,X,X,X,X,X,X,X
OILZJTS,X,X,O,X,O,X,X,X,X,X,X,X,X,X,X,X
OILZJST,X,X,O,X,O,X,O,X,X,X,O,X,O,X,X,X
OILZSTJ,X,X,O,X,O,X,X,X,X,X,X,X,X,X,X,X
OILZSJT,X,X,O,X,O,X,O,X,X,X,X,X,X,X,X,X
OIJTLSZ,X,O,X,X,O,O,O,X,X,X,O,X,O,X,X,X
OIJTLZS,X,O,X,X,O,X,X,X,X,X,O,X,O,X,X,X
OIJTSLZ,X,X,X,X,O,X,O,X,X,X,O,X,X,X,X,X
OIJTSZL,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X
OIJTZLS,X,O,X,X,O,X,X,X,X,X,O,X,X,X,O,X
OIJTZSL,X,O,X,X,X,X,X,X,X,X,X,X,X,X,O,X
OIJLTSZ,X,X,X,X,O,O,O,X,X,X,O,X,O,X,X,X
OIJLTZS,X,X,X,X,O,X,X,X,X,X,O,X,O,X,X,X
OIJLSTZ,X,X,X,X,O,O,O,X,X,X,O,X,O,X,X,X
OIJLSZT,X,O,X,X,O,O,O,X,X,X,O,X,O,X,X,X
OIJLZTS,X,O,O,X,O,X,X,X,X,X,X,X,X,X,X,X
OIJLZST,X,O,O,X,O,O,O,X,X,X,O,X,O,X,X,X
OIJSTLZ,X,X,X,X,O,X,O,X,X,X,X,X,X,X,X,X
OIJSTZL,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X
OIJSLTZ,X,X,X,X,O,O,O,X,X,X,O,X,X,X,X,X
OIJSLZT,X,X,X,X,O,O,O,X,X,X,O,X,X,X,X,X
OIJSZTL,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X
OIJSZLT,X,X,X,X,X,X,O,X,X,X,X,X,X,X,X,X
OIJZTLS,X,O,X,X,O,X,X,X,X,X,X,X,X,X,X,X
OIJZTSL,X,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X
OIJZLTS,X,O,O,X,X,X,X,X,X,X,X,X,X,X,X,X
OIJZLST,X,O,O,X,O,O,O,X,X,X,O,X,X,X,X,O
OIJZSTL,X,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X
