sequence,v115@zgA8IeA8IeA8CeB8BeC8DeH8AeF8Je5/IvhFOgB8gB?fiB6iBTjBlqB,v115@zgA8IeA8IeA8CeB8BeC8DeH8AeF8Je5/IvhFibBGdB?TeB3gBUiBlqB,v115@zgA8IeA8IeA8CeB8BeC8DeH8AeF8Je5/IvhFOgB8gB?zcBSjB3iBlqB,v115@zgA8IeA8IeA8CeB8BeC8DeH8AeF8Je5/IvhF2gBSiB?TeB3gBUiBlqB,v115@zgA8IeA8IeA8CeB8BeC8DeH8AeF8Jez7IvhFfiBxdB?ukBCjBUgBlqB,v115@zgA8IeA8IeA8CeB8BeC8DeH8AeF8JeR7IvhFzcBGeB?qkB3iB0lBlqB,v115@zgA8IeA8IeA8CeB8BeC8DeH8AeF8JeSCJvhFTeBRgB?ukB3gBUiBlqB,v115@zgA8IeA8IeA8CeB8BeC8DeH8AeF8JeC7IvhFzcBGeB?VlB3iBRqB8qB
SJOZLTI,O,O,X,X,O,O,X,X
SJOZLIT,O,O,X,X,O,O,X,X
SZTILJO,O,O,O,X,X,X,X,X
SZTILOJ,O,O,O,X,X,X,X,X
SZTIJLO,O,O,O,X,X,X,X,X
SZTIJOL,O,O,O,X,X,X,X,X
SZTIOLJ,O,O,O,X,X,X,X,X
SZTIOJL,O,O,O,X,X,X,X,X
SZTLIJO,O,O,O,X,O,X,X,X
SZTLIOJ,O,O,O,X,O,X,X,X
SZTLJIO,O,O,O,X,O,X,X,X
SZTLJOI,O,O,O,X,O,X,X,X
SZTLOIJ,O,O,O,X,O,X,X,X
SZTLOJI,O,O,O,X,O,X,X,X
SZTJILO,O,O,O,X,X,X,X,X
SZTJIOL,O,O,O,X,X,X,X,X
SZTJLIO,O,O,O,X,O,X,X,X
SZTJLOI,O,O,O,X,O,X,X,X
SZTJOIL,O,O,O,X,X,X,X,X
SZTJOLI,O,O,O,X,O,X,X,X
SZTOILJ,O,O,O,X,X,X,X,X
SZTOIJL,O,O,O,X,X,X,X,X
SZTOLIJ,O,O,O,X,O,X,X,X
SZTOLJI,O,O,O,X,O,X,X,X
SZTOJIL,O,O,O,X,X,X,X,X
SZTOJLI,O,O,O,X,O,X,X,X
SZITLJO,O,O,X,X,X,X,X,O
SZITLOJ,O,O,X,X,X,X,X,O
SZITJLO,O,O,X,X,X,X,X,O
SZITJOL,O,O,X,X,X,X,X,O
SZITOLJ,O,O,X,X,X,X,X,O
SZITOJL,O,O,X,X,X,X,X,O
SZILTJO,O,O,X,X,X,X,X,X
SZILTOJ,O,O,X,X,X,X,X,X
SZILJTO,O,O,X,X,X,X,X,X
SZILJOT,O,O,O,X,X,X,X,X
SZILOTJ,O,O,X,X,X,X,X,X
SZILOJT,O,O,O,X,X,X,X,X
SZIJTLO,O,O,X,X,X,X,X,O
SZIJTOL,O,O,X,X,X,X,X,O
SZIJLTO,O,O,X,X,X,X,X,X
SZIJLOT,O,O,O,X,X,X,X,X
SZIJOTL,O,O,X,X,X,X,X,O
SZIJOLT,O,O,O,X,X,X,X,X
SZIOTLJ,O,O,X,X,X,X,X,O
SZIOTJL,O,O,X,X,X,X,X,O
SZIOLTJ,O,O,X,X,X,X,X,X
SZIOLJT,O,O,O,X,X,X,X,X
SZIOJTL,O,O,X,X,X,X,X,O
SZIOJLT,O,O,O,X,X,X,X,X
SZLTIJO,O,O,O,X,O,O,X,X
SZLTIOJ,O,O,O,X,O,O,X,X
SZLTJIO,O,O,O,X,O,O,X,X
SZLTJOI,O,O,O,X,O,O,X,X
SZLTOIJ,O,O,O,X,O,O,X,X
SZLTOJI,O,O,O,X,O,O,X,X
SZLITJO,O,O,X,X,O,O,X,X
SZLITOJ,O,O,X,X,O,O,X,X
SZLIJTO,O,O,X,X,X,O,X,X
SZLIJOT,O,O,O,X,O,O,X,X
SZLIOTJ,O,O,X,X,O,O,X,X
SZLIOJT,O,O,O,X,O,O,X,X
SZLJTIO,O,O,X,X,X,O,X,X
SZLJTOI,O,O,X,X,X,O,X,X
SZLJITO,O,O,X,X,X,O,X,X
SZLJIOT,O,O,O,X,O,O,X,X
SZLJOTI,O,O,X,X,O,O,X,X
SZLJOIT,O,O,O,X,O,O,X,X
SZLOTIJ,O,O,O,X,O,O,X,X
SZLOTJI,O,O,O,X,O,O,X,X
SZLOITJ,O,O,X,X,O,O,X,X
SZLOIJT,O,O,O,X,O,O,X,X
SZLOJTI,O,O,X,X,O,O,X,X
SZLOJIT,O,O,O,X,O,O,X,X
SZJTILO,O,O,X,X,X,X,X,X
SZJTIOL,O,O,X,X,X,X,X,X
SZJTLIO,O,O,X,X,X,X,X,X
SZJTLOI,O,O,X,X,X,X,X,X
SZJTOIL,O,O,X,X,X,X,X,X
SZJTOLI,O,O,X,X,X,X,X,X
SZJITLO,O,O,X,X,X,X,X,O
SZJITOL,O,O,X,X,X,X,X,O
SZJILTO,O,O,X,X,X,X,X,X
SZJILOT,O,O,O,X,X,X,X,X
SZJIOTL,O,O,X,X,X,X,X,O
SZJIOLT,O,O,O,X,X,X,X,X
SZJLTIO,O,O,X,X,X,O,X,X
SZJLTOI,O,O,X,X,X,O,X,X
SZJLITO,O,O,X,X,X,O,X,X
SZJLIOT,O,O,O,X,O,O,X,X
SZJLOTI,O,O,X,X,O,O,X,X
SZJLOIT,O,O,O,X,O,O,X,X
SZJOTIL,O,O,X,X,X,X,X,X
SZJOTLI,O,O,X,X,X,X,X,X
SZJOITL,O,O,X,X,X,X,X,O
SZJOILT,O,O,O,X,X,X,X,X
SZJOLTI,O,O,X,X,O,O,X,X
SZJOLIT,O,O,O,X,O,O,X,X
SZOTILJ,O,O,O,X,X,X,X,X
SZOTIJL,O,O,O,X,X,X,X,X
SZOTLIJ,O,O,O,X,O,X,X,X
SZOTLJI,O,O,O,X,O,X,X,X
SZOTJIL,O,O,O,X,X,X,X,X
SZOTJLI,O,O,O,X,O,X,X,X
SZOITLJ,O,O,X,X,X,X,X,O
SZOITJL,O,O,X,X,X,X,X,O
SZOILTJ,O,O,X,X,X,X,X,X
SZOILJT,O,O,O,X,X,X,X,X
SZOIJTL,O,O,X,X,X,X,X,O
SZOIJLT,O,O,O,X,X,X,X,X
SZOLTIJ,O,O,O,X,O,O,X,X
SZOLTJI,O,O,O,X,O,O,X,X
SZOLITJ,O,O,X,X,O,O,X,X
SZOLIJT,O,O,O,X,O,O,X,X
SZOLJTI,O,O,X,X,O,O,X,X
SZOLJIT,O,O,O,X,O,O,X,X
SZOJTIL,O,O,X,X,X,X,X,X
SZOJTLI,O,O,X,X,X,X,X,X
SZOJITL,O,O,X,X,X,X,X,O
SZOJILT,O,O,O,X,X,X,X,X
SZOJLTI,O,O,X,X,O,O,X,X
SZOJLIT,O,O,O,X,O,O,X,X
SOTILJZ,O,O,X,O,O,X,O,O
SOTILZJ,O,O,O,X,O,X,O,O
SOTIJLZ,O,O,X,O,O,X,X,O
SOTIJZL,O,O,X,X,X,X,X,O
SOTIZLJ,O,O,O,X,X,X,X,O
SOTIZJL,O,O,O,X,X,X,X,O
SOTLIJZ,O,O,X,O,O,O,O,X
SOTLIZJ,O,O,O,X,O,X,O,X
SOTLJIZ,O,O,X,O,O,O,X,X
SOTLJZI,O,O,X,X,O,O,X,X
SOTLZIJ,O,O,O,X,O,O,X,X
SOTLZJI,O,O,O,X,O,O,X,X
SOTJILZ,O,O,X,O,O,X,X,O
SOTJIZL,O,O,X,X,X,X,X,O
SOTJLIZ,O,O,X,O,O,O,X,X
SOTJLZI,O,O,X,X,O,O,X,X
SOTJZIL,O,O,X,X,X,X,X,X
SOTJZLI,O,O,X,X,O,X,X,X
SOTZILJ,O,O,O,X,X,X,X,X
SOTZIJL,O,O,O,X,X,X,X,X
SOTZLIJ,O,O,O,X,O,X,X,X
SOTZLJI,O,O,O,X,O,X,X,X
SOTZJIL,O,O,O,X,X,X,X,X
SOTZJLI,O,O,O,X,O,X,X,X
SOITLJZ,O,O,X,O,O,X,X,O
SOITLZJ,O,O,O,X,O,X,X,O
SOITJLZ,O,O,X,O,O,X,X,O
SOITJZL,O,O,X,X,X,X,X,O
SOITZLJ,O,O,O,X,X,X,X,O
SOITZJL,O,O,O,X,X,X,X,O
SOILTJZ,O,X,X,O,O,O,O,O
SOILTZJ,O,O,O,X,O,X,O,O
SOILJTZ,O,X,X,O,O,O,O,O
SOILJZT,O,O,X,O,O,O,O,X
SOILZTJ,O,O,X,X,O,O,O,X
SOILZJT,O,O,O,X,O,O,O,X
SOIJTLZ,O,X,X,X,X,X,X,O
SOIJTZL,O,X,X,X,X,X,X,O
SOIJLTZ,O,X,X,O,O,O,X,O
SOIJLZT,O,O,X,O,O,O,X,X
SOIJZTL,O,O,X,X,X,X,X,O
SOIJZLT,O,O,X,X,X,X,X,X
SOIZTLJ,O,O,X,X,X,X,X,O
SOIZTJL,O,O,X,X,X,X,X,O
SOIZLTJ,O,O,X,X,X,X,X,X
SOIZLJT,O,O,O,X,X,X,X,X
SOIZJTL,O,O,X,X,X,X,X,O
SOIZJLT,O,O,O,X,X,X,X,X
SOLTIJZ,O,X,X,O,O,O,O,X
SOLTIZJ,O,O,O,X,O,X,O,X
SOLTJIZ,O,X,X,O,O,O,X,X
SOLTJZI,O,X,X,X,O,O,X,X
SOLTZIJ,O,O,O,X,O,O,X,X
SOLTZJI,O,O,O,X,O,O,X,X
SOLITJZ,O,X,X,O,O,O,O,O
SOLITZJ,O,O,O,X,O,X,O,O
SOLIJTZ,O,X,X,O,O,O,O,O
SOLIJZT,O,O,X,O,O,O,O,X
SOLIZTJ,O,O,X,X,O,O,O,X
SOLIZJT,O,O,O,X,O,O,O,X
SOLJTIZ,O,X,X,X,O,O,X,X
SOLJTZI,O,X,X,X,O,O,X,X
SOLJITZ,O,X,X,O,O,O,X,O
SOLJIZT,O,O,X,O,O,O,X,X
SOLJZTI,O,O,X,X,O,O,X,X
SOLJZIT,O,O,X,X,O,O,X,X
SOLZTIJ,O,O,O,X,O,O,X,X
SOLZTJI,O,O,O,X,O,O,X,X
SOLZITJ,O,O,X,X,O,O,X,X
SOLZIJT,O,O,O,X,O,O,X,X
SOLZJTI,O,O,X,X,O,O,X,X
SOLZJIT,O,O,O,X,O,O,X,X
SOJTILZ,O,X,X,X,O,X,X,O
SOJTIZL,O,X,X,X,X,X,X,O
SOJTLIZ,O,X,X,X,O,O,X,X
SOJTLZI,O,X,X,X,O,O,X,X
SOJTZIL,O,X,X,X,X,X,X,X
SOJTZLI,O,X,X,X,O,X,X,X
SOJITLZ,O,X,X,X,X,X,X,O
SOJITZL,O,X,X,X,X,X,X,O
SOJILTZ,O,X,X,O,O,O,X,O
SOJILZT,O,O,X,O,O,O,X,X
SOJIZTL,O,O,X,X,X,X,X,O
SOJIZLT,O,O,X,X,X,X,X,X
SOJLTIZ,O,X,X,X,O,O,X,X
SOJLTZI,O,X,X,X,O,O,X,X
SOJLITZ,O,X,X,O,O,O,X,O
SOJLIZT,O,O,X,O,O,O,X,X
SOJLZTI,O,O,X,X,O,O,X,X
SOJLZIT,O,O,X,X,O,O,X,X
SOJZTIL,O,O,X,X,X,X,X,X
SOJZTLI,O,O,X,X,X,X,X,X
SOJZITL,O,O,X,X,X,X,X,O
SOJZILT,O,O,X,X,X,X,X,X
SOJZLTI,O,O,X,X,O,O,X,X
SOJZLIT,O,O,X,X,O,O,X,X
SOZTILJ,O,O,O,X,X,X,X,X
SOZTIJL,O,O,O,X,X,X,X,X
SOZTLIJ,O,O,O,X,O,X,X,X
SOZTLJI,O,O,O,X,O,X,X,X
SOZTJIL,O,O,O,X,X,X,X,X
SOZTJLI,O,O,O,X,O,X,X,X
SOZITLJ,O,O,X,X,X,X,X,O
SOZITJL,O,O,X,X,X,X,X,O
SOZILTJ,O,O,X,X,X,X,X,X
SOZILJT,O,O,O,X,X,X,X,X
SOZIJTL,O,O,X,X,X,X,X,O
SOZIJLT,O,O,O,X,X,X,X,X
SOZLTIJ,O,O,O,X,O,O,X,X
SOZLTJI,O,O,O,X,O,O,X,X
SOZLITJ,O,O,X,X,O,O,X,X
SOZLIJT,O,O,O,X,O,O,X,X
SOZLJTI,O,O,X,X,O,O,X,X
SOZLJIT,O,O,O,X,O,O,X,X
SOZJTIL,O,O,X,X,X,X,X,X
SOZJTLI,O,O,X,X,X,X,X,X
SOZJITL,O,O,X,X,X,X,X,O
SOZJILT,O,O,O,X,X,X,X,X
SOZJLTI,O,O,X,X,O,O,X,X
SOZJLIT,O,O,O,X,O,O,X,X
ZTILJSO,O,O,O,X,X,X,X,X
ZTILJOS,O,O,O,O,X,X,X,X
ZTILSJO,O,O,O,X,X,X,X,X
ZTILSOJ,O,O,O,X,X,X,X,X
ZTILOJS,O,O,O,O,X,X,O,X
ZTILOSJ,O,O,O,X,X,X,O,X
ZTIJLSO,O,O,O,X,X,X,X,X
ZTIJLOS,O,O,O,O,X,X,X,X
ZTIJSLO,O,O,O,X,X,X,X,X
ZTIJSOL,O,O,O,X,X,X,X,X
ZTIJOLS,O,O,O,O,X,X,X,X
ZTIJOSL,O,O,O,X,X,X,X,X
ZTISLJO,O,O,O,X,X,X,X,X
ZTISLOJ,O,O,O,X,X,X,X,X
ZTISJLO,O,O,O,X,X,X,X,X
ZTISJOL,O,O,O,X,X,X,X,X
ZTISOLJ,O,O,O,X,X,X,X,X
ZTISOJL,O,O,O,X,X,X,X,X
ZTIOLJS,O,O,O,O,X,X,O,X
ZTIOLSJ,O,O,O,X,X,X,O,X
ZTIOJLS,O,O,O,O,X,X,X,X
ZTIOJSL,O,O,O,X,X,X,X,X
ZTIOSLJ,O,O,O,X,X,X,X,X
ZTIOSJL,O,O,O,X,X,X,X,X
ZTLIJSO,O,O,O,X,X,X,X,X
ZTLIJOS,O,O,O,O,X,X,X,X
ZTLISJO,O,O,O,X,X,X,X,X
ZTLISOJ,O,O,O,X,X,X,X,X
ZTLIOJS,O,O,O,O,X,X,O,X
ZTLIOSJ,O,O,O,X,X,X,O,X
ZTLJISO,O,O,O,X,X,X,X,X
ZTLJIOS,O,O,O,O,X,X,X,X
ZTLJSIO,O,O,O,X,O,X,X,X
ZTLJSOI,O,O,O,X,O,X,X,X
ZTLJOIS,O,O,O,O,X,X,X,X
ZTLJOSI,O,O,O,X,O,X,X,X
ZTLSIJO,O,O,O,X,O,X,X,X
ZTLSIOJ,O,O,O,X,O,X,X,X
ZTLSJIO,O,O,O,X,O,X,X,X
ZTLSJOI,O,O,O,X,O,X,X,X
ZTLSOIJ,O,O,O,X,O,X,X,X
ZTLSOJI,O,O,O,X,O,X,X,X
ZTLOIJS,O,O,O,O,X,X,O,X
ZTLOISJ,O,O,O,X,X,X,O,X
ZTLOJIS,O,O,O,O,X,X,X,X
ZTLOJSI,O,O,O,X,O,X,X,X
ZTLOSIJ,O,O,O,X,O,X,X,X
ZTLOSJI,O,O,O,X,O,X,X,X
ZTJILSO,O,O,O,X,X,X,X,X
ZTJILOS,O,O,O,O,X,X,X,X
ZTJISLO,O,O,O,X,X,X,X,X
ZTJISOL,O,O,O,X,X,X,X,X
ZTJIOLS,O,O,O,O,X,X,X,X
ZTJIOSL,O,O,O,X,X,X,X,X
ZTJLISO,O,O,O,X,X,X,X,X
ZTJLIOS,O,O,O,O,X,X,X,X
ZTJLSIO,O,O,O,X,O,X,X,X
ZTJLSOI,O,O,O,X,O,X,X,X
ZTJLOIS,O,O,O,O,X,X,X,X
ZTJLOSI,O,O,O,X,O,X,X,X
ZTJSILO,O,O,O,X,X,X,X,X
ZTJSIOL,O,O,O,X,X,X,X,X
ZTJSLIO,O,O,O,X,O,X,X,X
ZTJSLOI,O,O,O,X,O,X,X,X
ZTJSOIL,O,O,O,X,X,X,X,X
ZTJSOLI,O,O,O,X,O,X,X,X
ZTJOILS,O,O,O,O,X,X,X,X
ZTJOISL,O,O,O,X,X,X,X,X
ZTJOLIS,O,O,O,O,X,X,X,X
ZTJOLSI,O,O,O,X,O,X,X,X
ZTJOSIL,O,O,O,X,X,X,X,X
ZTJOSLI,O,O,O,X,O,X,X,X
ZTSILJO,O,O,O,X,X,X,X,X
ZTSILOJ,O,O,O,X,X,X,X,X
ZTSIJLO,O,O,O,X,X,X,X,X
ZTSIJOL,O,O,O,X,X,X,X,X
ZTSIOLJ,O,O,O,X,X,X,X,X
ZTSIOJL,O,O,O,X,X,X,X,X
ZTSLIJO,O,O,O,X,O,X,X,X
ZTSLIOJ,O,O,O,X,O,X,X,X
ZTSLJIO,O,O,O,X,O,X,X,X
ZTSLJOI,O,O,O,X,O,X,X,X
ZTSLOIJ,O,O,O,X,O,X,X,X
ZTSLOJI,O,O,O,X,O,X,X,X
ZTSJILO,O,O,O,X,X,X,X,X
ZTSJIOL,O,O,O,X,X,X,X,X
ZTSJLIO,O,O,O,X,O,X,X,X
ZTSJLOI,O,O,O,X,O,X,X,X
ZTSJOIL,O,O,O,X,X,X,X,X
ZTSJOLI,O,O,O,X,O,X,X,X
ZTSOILJ,O,O,O,X,X,X,X,X
ZTSOIJL,O,O,O,X,X,X,X,X
ZTSOLIJ,O,O,O,X,O,X,X,X
ZTSOLJI,O,O,O,X,O,X,X,X
ZTSOJIL,O,O,O,X,X,X,X,X
ZTSOJLI,O,O,O,X,O,X,X,X
ZTOILJS,O,O,O,O,X,X,O,X
ZTOILSJ,O,O,O,X,X,X,O,X
ZTOIJLS,O,O,O,O,X,X,X,X
ZTOIJSL,O,O,O,X,X,X,X,X
ZTOISLJ,O,O,O,X,X,X,X,X
ZTOISJL,O,O,O,X,X,X,X,X
ZTOLIJS,O,O,O,O,X,X,O,X
ZTOLISJ,O,O,O,X,X,X,O,X
ZTOLJIS,O,O,O,O,X,X,X,X
ZTOLJSI,O,O,O,X,O,X,X,X
ZTOLSIJ,O,O,O,X,O,X,X,X
ZTOLSJI,O,O,O,X,O,X,X,X
ZTOJILS,O,O,O,O,X,X,X,X
ZTOJISL,O,O,O,X,X,X,X,X
ZTOJLIS,O,O,O,O,X,X,X,X
ZTOJLSI,O,O,O,X,O,X,X,X
ZTOJSIL,O,O,O,X,X,X,X,X
ZTOJSLI,O,O,O,X,O,X,X,X
ZTOSILJ,O,O,O,X,X,X,X,X
ZTOSIJL,O,O,O,X,X,X,X,X
ZTOSLIJ,O,O,O,X,O,X,X,X
ZTOSLJI,O,O,O,X,O,X,X,X
ZTOSJIL,O,O,O,X,X,X,X,X
ZTOSJLI,O,O,O,X,O,X,X,X
ZITLJSO,O,O,O,X,X,X,X,X
ZITLJOS,O,O,O,O,X,X,X,X
ZITLSJO,O,O,O,X,X,X,X,X
ZITLSOJ,O,O,O,X,X,X,X,X
ZITLOJS,O,O,O,O,X,X,X,X
ZITLOSJ,O,O,O,X,X,X,X,X
ZITJLSO,O,O,O,X,X,X,X,X
ZITJLOS,O,O,O,O,X,X,X,X
ZITJSLO,O,O,O,X,X,X,X,O
ZITJSOL,O,O,O,X,X,X,X,O
ZITJOLS,O,O,O,O,X,X,X,X
ZITJOSL,O,O,O,X,X,X,X,X
ZITSLJO,O,O,O,X,X,X,X,O
ZITSLOJ,O,O,O,X,X,X,X,O
ZITSJLO,O,O,O,X,X,X,X,O
ZITSJOL,O,O,O,X,X,X,X,O
ZITSOLJ,O,O,O,X,X,X,X,O
ZITSOJL,O,O,O,X,X,X,X,O
ZITOLJS,O,O,O,O,X,X,X,X
ZITOLSJ,O,O,O,X,X,X,X,X
ZITOJLS,O,O,O,O,X,X,X,X
ZITOJSL,O,O,O,X,X,X,X,X
ZITOSLJ,O,O,O,X,X,X,X,X
ZITOSJL,O,O,O,X,X,X,X,X
ZILTJSO,X,O,O,X,X,X,X,X
ZILTJOS,X,O,O,O,X,X,X,X
ZILTSJO,X,O,O,X,X,X,X,X
ZILTSOJ,X,O,O,X,X,X,X,X
ZILTOJS,X,O,O,O,X,X,X,X
ZILTOSJ,X,O,O,X,X,X,X,X
ZILJTSO,X,O,X,X,X,X,X,X
ZILJTOS,X,O,O,X,X,X,X,X
ZILJSTO,O,O,X,X,X,X,X,X
ZILJSOT,O,O,O,X,X,X,X,X
ZILJOTS,X,O,O,O,X,X,X,X
ZILJOST,O,O,O,O,X,X,X,X
ZILSTJO,O,O,X,X,X,X,X,X
ZILSTOJ,O,O,X,X,X,X,X,X
ZILSJTO,O,O,X,X,X,X,X,X
ZILSJOT,O,O,O,X,X,X,X,X
ZILSOTJ,O,O,X,X,X,X,X,X
ZILSOJT,O,O,O,X,X,X,X,X
ZILOTJS,X,O,O,O,X,X,O,X
ZILOTSJ,X,O,O,X,X,X,O,X
ZILOJTS,X,O,O,O,X,X,O,X
ZILOJST,O,O,O,O,X,X,O,X
ZILOSTJ,O,O,X,X,X,X,O,X
ZILOSJT,O,O,O,X,X,X,O,X
ZIJTLSO,X,O,X,X,X,X,X,X
ZIJTLOS,X,O,O,X,X,X,X,X
ZIJTSLO,O,O,X,X,X,X,X,O
ZIJTSOL,O,O,X,X,X,X,X,O
ZIJTOLS,X,O,O,X,X,X,X,X
ZIJTOSL,O,O,X,X,X,X,X,X
ZIJLTSO,X,O,X,X,X,X,X,X
ZIJLTOS,X,O,O,X,X,X,X,X
ZIJLSTO,O,O,X,X,X,X,X,X
ZIJLSOT,O,O,O,X,X,X,X,X
ZIJLOTS,X,O,O,O,X,X,X,X
ZIJLOST,O,O,O,O,X,X,X,X
ZIJSTLO,O,O,X,X,X,X,X,O
ZIJSTOL,O,O,X,X,X,X,X,O
ZIJSLTO,O,O,X,X,X,X,X,X
ZIJSLOT,O,O,O,X,X,X,X,X
ZIJSOTL,O,O,X,X,X,X,X,O
ZIJSOLT,O,O,O,X,X,X,X,X
ZIJOTLS,X,O,O,X,X,X,X,X
ZIJOTSL,O,O,X,X,X,X,X,X
ZIJOLTS,X,O,O,O,X,X,X,X
ZIJOLST,O,O,O,O,X,X,X,X
ZIJOSTL,O,O,X,X,X,X,X,X
ZIJOSLT,O,O,O,X,X,X,X,X
ZISTLJO,O,O,X,X,X,X,X,O
ZISTLOJ,O,O,X,X,X,X,X,O
ZISTJLO,O,O,X,X,X,X,X,O
ZISTJOL,O,O,X,X,X,X,X,O
ZISTOLJ,O,O,X,X,X,X,X,O
ZISTOJL,O,O,X,X,X,X,X,O
ZISLTJO,O,O,X,X,X,X,X,X
ZISLTOJ,O,O,X,X,X,X,X,X
ZISLJTO,O,O,X,X,X,X,X,X
ZISLJOT,O,O,O,X,X,X,X,X
ZISLOTJ,O,O,X,X,X,X,X,X
ZISLOJT,O,O,O,X,X,X,X,X
ZISJTLO,O,O,X,X,X,X,X,O
ZISJTOL,O,O,X,X,X,X,X,O
ZISJLTO,O,O,X,X,X,X,X,X
ZISJLOT,O,O,O,X,X,X,X,X
ZISJOTL,O,O,X,X,X,X,X,O
ZISJOLT,O,O,O,X,X,X,X,X
ZISOTLJ,O,O,X,X,X,X,X,O
ZISOTJL,O,O,X,X,X,X,X,O
ZISOLTJ,O,O,X,X,X,X,X,X
ZISOLJT,O,O,O,X,X,X,X,X
ZISOJTL,O,O,X,X,X,X,X,O
ZISOJLT,O,O,O,X,X,X,X,X
ZIOTLJS,O,O,O,O,X,X,X,X
ZIOTLSJ,O,O,O,X,X,X,X,X
ZIOTJLS,O,O,O,O,X,X,X,X
ZIOTJSL,O,O,O,X,X,X,X,X
ZIOTSLJ,O,O,O,X,X,X,X,X
ZIOTSJL,O,O,O,X,X,X,X,X
ZIOLTJS,X,O,O,O,X,X,O,X
ZIOLTSJ,X,O,O,X,X,X,O,X
ZIOLJTS,X,O,O,O,X,X,O,X
ZIOLJST,O,O,O,O,X,X,O,X
ZIOLSTJ,O,O,X,X,X,X,O,X
ZIOLSJT,O,O,O,X,X,X,O,X
ZIOJTLS,X,O,O,X,X,X,X,X
ZIOJTSL,O,O,X,X,X,X,X,X
ZIOJLTS,X,O,O,O,X,X,X,X
ZIOJLST,O,O,O,O,X,X,X,X
ZIOJSTL,O,O,X,X,X,X,X,X
ZIOJSLT,O,O,O,X,X,X,X,X
ZIOSTLJ,O,O,X,X,X,X,X,X
ZIOSTJL,O,O,X,X,X,X,X,X
ZIOSLTJ,O,O,X,X,X,X,X,X
ZIOSLJT,O,O,O,X,X,X,X,X
ZIOSJTL,O,O,X,X,X,X,X,X
ZIOSJLT,O,O,O,X,X,X,X,X
ZLTIJSO,O,O,O,X,X,O,X,X
ZLTIJOS,O,O,O,O,X,O,X,X
ZLTISJO,O,O,O,X,X,O,X,X
ZLTISOJ,O,O,O,X,X,O,X,X
ZLTIOJS,O,O,O,O,X,O,O,X
ZLTIOSJ,O,O,O,X,X,X,O,X
ZLTJISO,O,O,O,X,X,O,X,X
ZLTJIOS,O,O,O,O,X,O,X,X
ZLTJSIO,O,O,O,X,O,O,X,X
ZLTJSOI,O,O,O,X,O,O,X,X
ZLTJOIS,O,O,O,O,X,O,X,X
ZLTJOSI,O,O,O,X,O,X,X,X
ZLTSIJO,O,O,O,X,O,O,X,X
ZLTSIOJ,O,O,O,X,O,O,X,X
ZLTSJIO,O,O,O,X,O,O,X,X
ZLTSJOI,O,O,O,X,O,O,X,X
ZLTSOIJ,O,O,O,X,O,O,X,X
ZLTSOJI,O,O,O,X,O,O,X,X
ZLTOIJS,O,O,O,O,X,O,O,X
ZLTOISJ,O,O,O,X,X,X,O,X
ZLTOJIS,O,O,O,O,X,O,X,X
ZLTOJSI,O,O,O,X,O,X,X,X
ZLTOSIJ,O,O,O,X,O,X,X,X
ZLTOSJI,O,O,O,X,O,X,X,X
ZLITJSO,X,O,O,X,X,O,X,X
ZLITJOS,X,O,O,O,X,O,X,X
ZLITSJO,X,O,O,X,X,O,X,X
ZLITSOJ,X,O,O,X,X,O,X,X
ZLITOJS,X,O,O,O,X,O,X,X
ZLITOSJ,X,O,O,X,X,X,X,X
ZLIJTSO,X,O,X,X,X,O,X,X
ZLIJTOS,X,O,O,X,X,O,X,X
ZLIJSTO,O,O,X,X,X,O,X,X
ZLIJSOT,O,O,O,X,X,O,X,X
ZLIJOTS,X,O,O,O,X,O,X,X
ZLIJOST,O,O,O,O,X,O,X,X
ZLISTJO,O,O,X,X,X,O,X,X
ZLISTOJ,O,O,X,X,X,O,X,X
ZLISJTO,O,O,X,X,X,O,X,X
ZLISJOT,O,O,O,X,X,O,X,X
ZLISOTJ,O,O,X,X,X,O,X,X
ZLISOJT,O,O,O,X,X,O,X,X
ZLIOTJS,X,O,O,O,X,O,O,X
ZLIOTSJ,X,O,O,X,X,X,O,X
ZLIOJTS,X,O,O,O,X,O,O,X
ZLIOJST,O,O,O,O,X,O,O,X
ZLIOSTJ,O,O,X,X,X,O,O,X
ZLIOSJT,O,O,O,X,X,O,O,X
ZLJTISO,X,O,O,X,X,O,X,X
ZLJTIOS,X,O,O,X,X,O,X,X
ZLJTSIO,X,O,O,X,X,O,X,X
ZLJTSOI,X,O,O,X,X,O,X,X
ZLJTOIS,X,O,O,X,X,O,X,X
ZLJTOSI,X,O,O,X,X,X,X,X
ZLJITSO,X,O,X,X,X,O,X,X
ZLJITOS,X,O,O,X,X,O,X,X
ZLJISTO,O,O,X,X,X,O,X,X
ZLJISOT,O,O,O,X,X,O,X,X
ZLJIOTS,X,O,O,O,X,O,X,X
ZLJIOST,O,O,O,O,X,O,X,X
ZLJSTIO,O,O,X,X,X,O,X,X
ZLJSTOI,O,O,X,X,X,O,X,X
ZLJSITO,O,O,X,X,X,O,X,X
ZLJSIOT,O,O,O,X,O,O,X,X
ZLJSOTI,O,O,X,X,O,O,X,X
ZLJSOIT,O,O,O,X,O,O,X,X
ZLJOTIS,X,O,O,X,X,O,X,X
ZLJOTSI,X,O,O,X,X,X,X,X
ZLJOITS,X,O,O,O,X,O,X,X
ZLJOIST,O,O,O,O,X,O,X,X
ZLJOSTI,O,O,X,X,O,O,X,X
