sequence,v115@6gC8GeC8FeD8EeE8BeA8AeF8Je8/IvhFugBzcBZkBN?mB/qB6pB,v115@6gC8GeC8FeD8EeE8BeA8AeF8Je//IvhFRbBzcBelBU?hBKpBtqB,v115@6gC8GeC8FeD8EeE8BeA8AeF8JeZ/IvhFzaBCcB8hBd?mB+pB/qB,v115@6gC8GeC8FeD8EeE8BeA8AeF8JeO/IvhFxbB8hBCgBd?mB/qBTpB,v115@6gC8GeC8FeD8EeE8BeA8AeF8Jez6IvhFtgBmcBcmB6?pB/qBZkB,v115@6gC8GeC8FeD8EeE8BeA8AeF8Jem8IvhFxfBThBXgBK?pBtqB0pB,v115@6gC8GeC8FeD8EeE8BeA8AeF8JeT7IvhFOhB8hBZkBf?lBtqB6pB,v115@6gC8GeC8FeD8EeE8BeA8AeF8Jex6IvhFmcBXgBThBK?pBtqB0pB,v115@6gC8GeC8FeD8EeE8BeA8AeF8Jex6IvhFmcB0fBThBK?pBtqBXqB,v115@6gC8GeC8FeD8EeE8BeA8AeF8Je+/IvhFTbBicB3hB8?pBtqBZkB,v115@6gC8GeC8FeD8EeE8BeA8AeF8JeT6IvhFibBRhB3hBO?pB8pBtqB,v115@6gC8GeC8FeD8EeE8BeA8AeF8JeZ/IvhFufBzcBigBU?hBtqB3pB,v115@6gC8GeC8FeD8EeE8BeA8AeF8JeX8IvhF8hBifBRlBm?kBtqBTpB,v115@6gC8GeC8FeD8EeE8BeA8AeF8JeZ/IvhFufBcgBKhBz?cBtqB3pB,v115@6gC8GeC8FeD8EeE8BeA8AeF8Jei6IvhF3bBzcBOpBx?lBtpB8qB,v115@6gC8GeC8FeD8EeE8BeA8AeF8Je2/IvhFRbBzcBUhBi?kBtqB3pB,v115@6gC8GeC8FeD8EeE8BeA8AeF8Je2/IvhFXcB8hBzfBK?pBRqBtqB,v115@6gC8GeC8FeD8EeE8BeA8AeF8JeT6IvhF8kBRhB3hBK?pB9qBmqB,v115@6gC8GeC8FeD8EeE8BeA8AeF8JeT6IvhFxbB8hBXgBd?mBKpBGqB,v115@6gC8GeC8FeD8EeE8BeA8AeF8Jez8IvhFxfBNmB/pBU?lBuqBipB,v115@6gC8GeC8FeD8EeE8BeA8AeF8Jei7IvhF0fBRhB3hB2?pBtqBTpB,v115@6gC8GeC8FeD8EeE8BeA8AeF8Jei7IvhFTfBRhB3hB8?pBtqBOpB,v115@6gC8GeC8FeD8EeE8BeA8AeF8JeK/IvhFzcBUgBNmBx?pBuqB3pB,v115@6gC8GeC8FeD8EeE8BeA8AeF8Jez8IvhFUgBNmBxpB/?pBuqBipB,v115@6gC8GeC8FeD8EeE8BeA8AeF8Jei/IvhFRhB0fB3hB9?qBmlBTpB,v115@6gC8GeC8FeD8EeE8BeA8AeF8JefAJvhFzcBUhB6pB9?qBZkBmqB
ZOSJITL,O,X,O,O,X,X,X,X,X,X,X,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X
ZOSJILT,X,X,O,O,X,X,X,X,X,X,X,O,O,X,X,X,X,X,X,X,X,X,X,X,X,X
ZOSJLTI,X,X,O,O,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X
ZOSJLIT,X,X,O,O,X,X,X,X,X,X,X,O,O,X,X,X,X,X,X,X,X,X,X,X,X,X
OTILJSZ,X,O,X,X,X,O,X,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,O,X
OTILJZS,X,X,X,X,X,O,X,X,O,X,X,X,X,X,X,X,X,X,X,X,O,X,O,X,O,X
OTILSJZ,O,O,X,X,X,O,X,O,X,X,X,O,X,O,X,X,X,X,X,X,X,X,X,X,O,X
OTILSZJ,O,O,X,X,X,X,X,O,X,X,X,O,X,O,X,X,X,X,X,X,X,X,O,O,O,X
OTILZJS,X,X,X,X,X,O,X,X,O,X,O,X,X,X,X,X,X,O,X,X,X,O,O,X,O,X
OTILZSJ,X,X,X,X,X,X,X,X,O,X,X,X,O,O,X,X,X,O,X,X,X,O,O,X,O,X
OTIJLSZ,X,X,X,X,X,O,X,O,X,X,X,X,X,X,O,X,X,X,X,X,X,X,X,X,O,X
OTIJLZS,X,X,X,X,X,O,X,X,O,X,X,X,X,X,O,X,X,X,X,X,O,X,X,X,O,X
OTIJSLZ,O,X,X,X,X,O,X,X,X,X,X,X,X,X,O,X,X,X,X,X,X,X,X,X,X,X
OTIJSZL,O,X,X,O,X,X,X,X,X,X,X,X,X,X,O,X,X,X,X,X,X,X,X,O,X,X
OTIJZLS,X,X,X,O,X,O,X,X,X,X,X,X,X,X,O,X,X,X,X,X,O,X,X,X,X,X
OTIJZSL,X,X,X,O,X,X,X,X,X,X,X,X,X,X,O,X,X,X,X,X,X,X,X,X,X,X
OTISLJZ,O,X,X,O,X,X,X,X,X,X,X,O,X,O,X,O,X,X,X,X,X,X,X,X,O,X
OTISLZJ,O,X,X,O,X,X,O,X,X,O,X,O,X,O,X,X,X,X,X,O,X,X,X,O,O,X
OTISJLZ,O,X,X,X,X,O,X,X,X,X,X,O,X,O,X,X,X,X,X,X,X,X,X,X,X,X
OTISJZL,O,X,X,O,X,X,O,X,X,X,X,O,X,X,X,X,X,X,X,O,X,X,X,O,X,X
OTISZLJ,O,X,X,O,X,X,O,X,X,O,X,O,X,O,X,X,X,X,X,O,X,X,X,O,X,X
OTISZJL,O,X,X,O,X,X,O,X,X,O,X,O,X,X,X,X,X,X,X,O,X,X,X,O,X,X
OTIZLJS,X,X,X,O,X,X,X,X,X,X,O,X,X,X,X,X,X,X,X,X,X,O,X,X,O,X
OTIZLSJ,X,X,X,X,X,X,X,X,X,X,X,X,O,X,X,X,X,X,X,X,X,O,X,X,O,X
OTIZJLS,X,X,X,O,X,O,X,X,X,X,O,X,X,X,X,X,X,X,X,X,X,O,X,X,X,X
OTIZJSL,X,X,X,O,X,X,O,X,X,O,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X
OTIZSLJ,O,X,X,O,X,X,O,X,X,O,X,X,O,X,X,X,X,X,X,X,X,O,X,O,X,X
OTIZSJL,O,X,X,O,X,X,O,X,X,O,X,X,X,X,X,X,X,X,X,X,X,X,X,O,X,X
OTLIJSZ,X,O,X,X,X,O,X,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,O,X
OTLIJZS,X,X,X,X,X,O,X,X,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,O,X
OTLISJZ,O,O,X,X,X,O,X,O,X,X,X,O,X,O,X,X,X,X,X,X,X,X,X,X,O,X
OTLISZJ,O,O,X,X,X,X,X,O,X,X,X,O,X,O,X,X,X,X,O,X,X,X,X,O,O,X
OTLIZJS,X,X,X,X,X,O,X,X,O,X,X,X,X,X,X,X,X,O,O,X,X,X,X,X,O,X
OTLIZSJ,X,X,X,X,X,X,X,X,O,X,X,X,O,O,X,X,X,O,O,X,X,X,X,X,O,X
OTLJISZ,X,O,X,X,X,O,X,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,O,X
OTLJIZS,X,X,X,X,X,O,X,X,O,X,X,X,X,X,X,X,X,X,O,X,X,X,X,X,O,X
OTLJSIZ,X,O,X,O,X,O,X,O,X,X,X,O,X,O,X,X,X,X,O,X,X,X,X,X,X,X
OTLJSZI,X,O,X,O,X,X,X,O,O,X,X,O,X,O,X,X,X,X,O,X,X,X,X,X,X,X
OTLJZIS,X,O,X,O,X,O,X,X,O,X,X,X,X,X,X,X,X,X,O,X,X,X,X,X,X,X
OTLJZSI,X,O,X,O,X,X,X,O,O,X,X,X,X,O,X,X,X,X,O,X,X,X,X,X,X,X
OTLSIJZ,O,O,X,O,X,O,X,O,X,X,X,O,X,O,X,O,X,X,X,X,X,X,X,X,O,X
OTLSIZJ,O,O,X,O,X,X,O,O,X,O,X,O,X,O,X,X,X,X,O,O,X,X,X,X,O,X
OTLSJIZ,O,O,X,O,X,O,X,O,X,X,X,O,X,O,X,O,X,X,X,X,X,X,X,X,X,X
OTLSJZI,O,O,X,O,X,X,X,O,O,O,X,O,X,O,X,O,X,X,O,X,X,X,X,X,X,X
OTLSZIJ,O,O,X,O,X,X,O,O,O,O,X,O,X,O,X,X,X,X,O,O,X,X,X,X,X,O
OTLSZJI,O,O,X,O,X,X,O,O,O,O,X,O,X,O,X,O,X,X,O,X,X,X,X,X,X,O
OTLZIJS,X,O,X,O,X,O,X,X,O,X,X,X,X,X,X,X,X,O,O,X,X,X,X,X,O,X
OTLZISJ,X,X,X,X,X,X,X,X,O,X,X,X,O,O,X,X,X,O,O,X,X,X,X,X,O,O
OTLZJIS,X,O,X,O,X,O,X,X,O,X,X,X,X,X,X,X,X,O,O,X,X,X,X,X,X,X
OTLZJSI,X,O,X,O,X,X,O,O,O,O,X,X,X,O,X,X,X,X,O,X,X,X,X,X,X,O
OTLZSIJ,X,O,X,O,X,X,O,O,O,O,X,O,O,O,X,X,X,O,O,X,X,X,X,X,X,O
OTLZSJI,X,O,X,O,X,X,O,O,O,O,X,O,X,O,X,X,X,X,O,X,X,X,X,X,X,O
OTJILSZ,X,X,X,X,X,O,X,O,X,X,X,X,X,X,O,X,X,X,X,X,X,X,X,X,O,X
OTJILZS,X,X,X,X,X,O,X,X,O,X,X,X,X,X,O,X,X,X,X,X,O,X,X,X,O,X
OTJISLZ,O,X,O,X,X,O,X,X,X,X,X,X,X,X,O,X,X,X,X,X,X,X,X,X,X,X
OTJISZL,O,X,O,O,X,X,X,X,X,X,X,X,X,X,O,X,X,X,X,X,X,X,X,O,X,X
OTJIZLS,X,X,X,O,X,O,X,X,X,X,X,X,X,X,O,X,X,X,X,X,O,X,X,X,X,X
OTJIZSL,X,X,O,O,X,X,X,X,X,X,X,X,X,X,O,X,X,X,X,X,X,X,X,X,X,X
OTJLISZ,X,O,X,X,X,O,X,O,X,X,X,X,X,X,O,X,X,X,X,X,X,X,X,X,O,X
OTJLIZS,X,X,X,X,X,O,X,X,O,X,X,X,X,X,O,X,X,X,X,X,X,X,X,X,O,X
OTJLSIZ,X,O,X,O,X,O,X,O,X,X,X,O,X,O,X,X,X,X,X,X,X,X,X,X,X,X
OTJLSZI,X,O,X,O,X,X,X,O,O,X,X,O,X,O,X,X,X,X,X,X,X,X,X,X,X,X
OTJLZIS,X,X,X,O,X,O,X,X,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X
OTJLZSI,X,O,X,O,X,X,X,O,O,X,X,X,X,O,X,X,X,X,X,X,X,X,X,X,X,X
OTJSILZ,O,X,O,X,X,O,X,X,X,X,X,O,X,O,X,X,X,X,X,X,X,X,X,X,X,X
OTJSIZL,O,X,O,O,X,X,O,X,X,X,X,O,X,X,X,X,X,X,X,O,X,X,X,X,X,X
OTJSLIZ,O,X,O,O,X,O,X,O,X,X,X,O,X,O,X,O,X,X,X,X,X,X,X,X,X,X
OTJSLZI,O,X,O,O,X,X,X,O,O,O,X,O,X,O,X,O,X,X,X,X,X,X,X,X,X,X
OTJSZIL,O,X,O,O,X,X,O,X,X,O,X,O,X,X,X,X,X,X,X,O,X,X,X,X,X,X
OTJSZLI,O,X,O,O,X,X,O,X,X,O,X,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X
OTJZILS,X,X,X,O,X,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X,O,X,X,X,X,X
OTJZISL,X,X,O,O,X,X,O,X,X,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X
OTJZLIS,X,X,X,O,X,O,X,X,O,X,X,X,X,X,X,X,X,X,X,X,O,X,X,X,X,X
OTJZLSI,X,X,X,O,X,X,O,O,O,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X
OTJZSIL,X,X,O,O,X,X,O,X,X,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X
OTJZSLI,X,X,O,O,X,X,O,X,X,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X
OTSILJZ,O,X,X,O,X,X,X,X,X,X,X,O,X,O,X,O,X,X,X,X,X,X,X,X,O,X
OTSILZJ,O,X,X,O,X,X,O,X,X,O,X,O,X,O,X,X,X,X,X,O,X,X,X,O,O,X
OTSIJLZ,O,X,X,X,X,O,X,X,X,X,X,O,X,O,X,X,X,X,X,X,X,X,X,X,X,X
OTSIJZL,O,X,X,O,X,X,O,X,X,X,X,O,X,X,X,X,X,X,X,O,X,X,X,O,X,X
OTSIZLJ,O,X,X,O,X,X,O,X,X,O,X,O,X,O,X,X,X,X,X,O,X,X,X,O,X,X
OTSIZJL,O,X,X,O,X,X,O,X,X,O,X,O,X,O,X,X,X,X,X,O,X,X,X,O,X,X
OTSLIJZ,O,O,X,O,X,O,X,O,X,X,X,O,X,O,X,O,X,X,X,X,X,X,X,X,O,X
OTSLIZJ,O,O,X,O,X,X,O,O,X,O,X,O,X,O,X,X,X,X,X,O,X,X,X,X,O,X
OTSLJIZ,O,O,X,O,X,O,X,O,X,X,X,O,X,O,X,O,X,X,X,X,X,X,X,X,X,X
OTSLJZI,O,O,X,O,X,X,X,O,O,O,X,O,X,O,X,O,X,X,X,X,X,X,X,X,X,X
OTSLZIJ,O,O,X,O,X,X,O,O,O,O,X,O,X,O,X,O,X,X,X,O,X,X,X,X,X,X
OTSLZJI,O,O,X,O,X,X,O,O,O,O,X,O,X,O,X,O,X,X,X,X,X,X,X,X,X,X
OTSJILZ,O,X,O,X,X,O,X,X,X,X,X,O,X,O,X,X,X,X,X,X,X,X,X,X,X,X
OTSJIZL,O,X,O,O,X,X,O,X,X,X,X,O,X,X,X,X,X,X,X,O,X,X,X,X,X,X
OTSJLIZ,O,X,O,O,X,O,X,O,X,X,X,O,X,O,X,O,X,X,X,X,X,X,X,X,X,X
OTSJLZI,O,X,O,O,X,X,X,O,O,O,X,O,X,O,X,O,X,X,X,X,X,X,X,X,X,X
OTSJZIL,O,X,O,O,X,X,O,X,X,O,X,O,X,X,X,X,X,X,X,O,X,X,X,X,X,X
OTSJZLI,O,X,O,O,X,X,O,X,X,O,X,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X
OTSZILJ,O,X,X,O,X,X,O,X,X,O,X,O,X,O,X,O,X,X,X,O,X,X,X,X,X,X
OTSZIJL,O,X,X,O,X,X,O,X,X,O,X,O,X,O,X,X,X,X,X,O,X,X,X,X,X,X
OTSZLIJ,O,X,X,O,X,X,O,X,X,O,X,O,X,O,X,O,X,X,X,O,X,X,X,X,X,X
OTSZLJI,O,X,O,O,X,X,O,X,X,O,X,O,X,O,X,O,X,X,X,X,X,X,X,X,X,X
OTSZJIL,O,X,O,O,X,X,O,X,X,O,X,O,X,O,X,X,X,X,X,O,X,X,X,X,X,X
OTSZJLI,O,X,O,O,X,X,O,X,X,O,X,O,X,O,X,O,X,X,X,X,X,X,X,X,X,X
OTZILJS,X,O,X,O,X,X,X,X,X,X,O,X,X,X,X,X,X,X,O,X,X,O,X,X,O,X
OTZILSJ,X,X,X,X,X,X,X,X,X,X,X,X,O,X,X,X,X,X,O,X,X,O,X,X,O,O
OTZIJLS,X,X,X,O,X,O,X,X,X,X,O,X,X,X,X,X,X,X,X,X,X,O,X,X,X,X
OTZIJSL,X,X,X,O,X,X,O,X,X,O,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X
OTZISLJ,O,X,X,O,X,X,O,X,X,O,X,X,O,X,X,O,X,X,X,X,X,O,X,O,X,X
OTZISJL,O,X,X,O,X,X,O,X,X,O,X,X,X,X,X,X,X,X,X,X,X,X,X,O,X,X
OTZLIJS,X,O,X,O,X,O,X,X,O,X,O,X,X,X,X,X,X,X,O,X,X,O,X,X,O,X
OTZLISJ,X,X,X,X,X,X,X,X,O,X,X,X,O,O,X,X,X,X,O,X,X,O,X,X,O,O
OTZLJIS,X,O,X,O,X,O,X,X,O,X,O,X,X,X,X,X,X,X,O,X,X,O,X,X,X,X
OTZLJSI,X,O,X,O,X,X,O,O,O,O,O,X,X,O,X,X,X,X,O,X,X,X,X,X,X,O
OTZLSIJ,X,O,X,O,X,X,O,O,O,O,X,O,O,O,X,O,X,X,O,X,X,O,X,X,X,O
OTZLSJI,X,O,X,O,X,X,O,O,O,O,X,O,X,O,X,O,X,X,O,X,X,X,X,X,X,O
OTZJILS,X,X,X,O,X,O,X,X,X,X,O,X,X,X,X,X,X,X,X,X,X,O,X,X,X,X
OTZJISL,X,X,O,O,X,X,O,X,X,O,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X
OTZJLIS,X,O,X,O,X,O,X,X,O,X,O,X,X,X,X,X,X,X,X,X,X,O,X,X,X,X
OTZJLSI,X,O,X,O,X,X,O,O,O,O,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X,O
OTZJSIL,X,X,O,O,X,X,O,X,X,O,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X
OTZJSLI,X,X,O,O,X,X,O,X,X,O,O,X,X,X,X,O,X,X,X,X,X,X,X,X,X,X
OTZSILJ,O,X,X,O,X,X,O,X,X,O,X,O,O,O,X,O,X,X,X,O,X,O,X,X,X,X
OTZSIJL,O,X,X,O,X,X,O,X,X,O,X,O,X,O,X,X,X,X,X,O,X,X,X,X,X,X
OTZSLIJ,O,X,X,O,X,X,O,X,X,O,X,O,O,O,X,O,X,X,X,O,X,O,X,X,X,O
OTZSLJI,O,O,O,O,X,X,O,X,X,O,X,O,X,O,X,O,X,X,X,X,X,X,X,X,X,O
OTZSJIL,O,X,O,O,X,X,O,X,X,O,X,O,X,O,X,X,X,X,X,O,X,X,X,X,X,X
OTZSJLI,O,X,O,O,X,X,O,X,X,O,X,O,X,O,X,O,X,X,X,X,X,X,X,X,X,X
OITLJSZ,X,O,X,X,X,O,X,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,O,X
OITLJZS,X,X,X,X,X,O,X,X,O,X,X,X,X,X,X,X,X,X,X,X,O,X,O,X,O,X
OITLSJZ,O,O,X,X,X,O,X,O,X,X,X,O,X,O,X,X,X,X,X,X,X,X,X,X,O,X
OITLSZJ,O,O,X,X,X,X,X,O,X,X,X,O,X,O,X,X,X,X,X,X,X,X,O,O,O,X
OITLZJS,X,X,X,X,X,O,X,X,O,X,O,X,X,X,X,X,X,O,X,X,X,O,O,X,O,X
OITLZSJ,X,X,X,X,X,X,X,X,O,X,X,X,O,O,X,X,X,O,X,X,X,O,O,X,O,X
OITJLSZ,X,X,X,X,X,O,X,O,X,X,X,X,X,X,O,X,X,X,X,X,X,X,X,X,O,X
OITJLZS,X,X,X,X,X,O,X,X,O,X,X,X,X,X,O,X,X,X,X,X,O,X,X,X,O,X
OITJSLZ,O,X,X,X,X,O,X,X,X,X,X,X,X,X,O,X,X,X,X,X,X,X,X,X,X,X
OITJSZL,O,X,X,O,X,X,X,X,X,X,X,X,X,X,O,X,X,X,X,X,X,X,X,O,X,X
OITJZLS,X,X,X,O,X,O,X,X,X,X,X,X,X,X,O,X,X,X,X,X,O,X,X,X,X,X
OITJZSL,X,X,X,O,X,X,X,X,X,X,X,X,X,X,O,X,X,X,X,X,X,X,X,X,X,X
OITSLJZ,O,X,X,O,X,X,X,X,X,X,X,O,X,O,X,O,X,X,X,X,X,X,X,X,O,X
OITSLZJ,O,X,X,O,X,X,O,X,X,X,X,O,X,O,X,X,X,X,X,O,X,X,X,O,O,X
OITSJLZ,O,X,X,X,X,O,X,X,X,X,X,O,X,O,X,X,X,X,X,X,X,X,X,X,X,X
OITSJZL,O,X,X,O,X,X,O,X,X,X,X,O,X,X,X,X,X,X,X,O,X,X,X,O,X,X
OITSZLJ,O,X,X,O,X,X,O,X,X,X,X,O,X,O,X,X,X,X,X,O,X,X,X,O,X,X
OITSZJL,O,X,X,O,X,X,O,X,X,X,X,O,X,X,X,X,X,X,X,O,X,X,X,O,X,X
OITZLJS,X,X,X,O,X,X,X,X,X,X,O,X,X,X,X,X,X,X,X,X,X,O,X,X,O,X
OITZLSJ,X,X,X,X,X,X,X,X,X,X,X,X,O,X,X,X,X,X,X,X,X,O,X,X,O,X
OITZJLS,X,X,X,O,X,O,X,X,X,X,O,X,X,X,X,X,X,X,X,X,X,O,X,X,X,X
OITZJSL,X,X,X,O,X,X,O,X,X,X,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X
OITZSLJ,O,X,X,O,X,X,O,X,X,X,X,X,O,X,X,X,X,X,X,X,X,O,X,O,X,X
OITZSJL,O,X,X,O,X,X,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,O,X,X
OILTJSZ,X,O,X,X,X,O,X,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,O,X
OILTJZS,X,X,X,X,X,O,X,X,O,X,X,X,X,X,X,X,X,X,X,X,O,X,O,X,O,X
OILTSJZ,O,O,X,X,X,O,X,O,X,X,X,X,X,O,X,X,X,X,X,X,X,X,X,X,O,X
OILTSZJ,O,O,X,X,X,X,X,O,X,X,X,X,X,O,X,X,X,X,X,X,X,X,O,O,O,X
OILTZJS,X,X,X,X,X,O,X,X,O,X,O,X,X,X,X,X,X,O,X,X,X,O,O,X,O,X
OILTZSJ,X,X,X,X,X,X,X,X,O,X,X,X,O,O,X,X,X,O,X,X,X,O,O,X,O,X
OILJTSZ,X,O,X,X,X,O,X,O,X,X,X,X,X,X,O,X,X,X,X,X,X,X,X,X,O,X
OILJTZS,X,X,X,X,X,O,X,X,O,X,X,X,X,X,O,X,X,X,X,X,X,X,O,X,O,X
OILJSTZ,X,O,X,O,X,O,X,X,X,X,X,X,X,X,O,X,X,X,X,X,X,X,X,X,O,X
OILJSZT,X,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X
OILJZTS,X,X,X,X,X,O,X,X,X,X,X,X,X,X,O,X,X,X,X,X,X,X,X,X,O,X
OILJZST,X,X,X,X,X,X,X,X,X,X,X,X,O,X,X,X,X,X,X,X,X,X,X,X,X,X
OILSTJZ,O,O,X,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,O,X
OILSTZJ,O,O,X,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,O,X,O,X
OILSJTZ,X,O,X,O,X,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,O,X
OILSJZT,X,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X
OILSZTJ,O,O,X,X,X,X,X,X,X,X,X,X,O,X,X,X,X,X,X,X,X,X,X,X,O,X
OILSZJT,X,O,X,X,X,X,X,X,X,X,X,X,O,X,X,X,X,X,X,X,X,X,X,X,X,X
OILZTJS,X,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,O,X,X,X,X,O,X,O,X
OILZTSJ,X,X,X,X,X,X,X,X,X,X,X,X,O,X,X,X,X,O,X,X,X,X,O,X,O,X
OILZJTS,X,X,X,X,X,O,X,X,X,X,X,X,X,X,X,X,X,O,X,X,X,X,X,X,O,X
OILZJST,X,X,X,X,X,X,X,X,X,X,X,X,O,X,X,X,X,X,X,X,X,X,X,X,X,X
OILZSTJ,X,X,X,X,X,X,X,X,X,X,X,X,O,X,X,X,X,O,X,X,X,X,X,X,O,X
OILZSJT,X,X,X,X,X,X,X,X,X,X,X,X,O,X,X,X,X,X,X,X,X,X,X,X,X,X
OIJTLSZ,X,X,X,X,X,O,X,O,X,X,X,X,X,X,O,X,X,X,X,X,X,X,X,X,O,X
OIJTLZS,X,X,X,X,X,O,X,X,O,X,X,X,X,X,O,X,X,X,X,X,X,X,X,X,O,X
OIJTSLZ,O,X,X,X,X,O,X,X,X,X,X,X,X,X,O,X,X,X,X,X,X,X,X,X,X,X
OIJTSZL,O,X,X,O,X,X,X,X,X,X,X,X,X,X,O,X,X,X,X,X,X,X,X,O,X,X
OIJTZLS,X,X,X,O,X,O,X,X,X,X,X,X,X,X,O,X,X,X,X,X,X,X,X,X,X,X
OIJTZSL,X,X,X,O,X,X,X,X,X,X,X,X,X,X,O,X,X,X,X,X,X,X,X,X,X,X
OIJLTSZ,X,X,X,X,X,O,X,O,X,X,X,X,X,X,O,X,X,X,X,X,X,X,X,X,O,X
OIJLTZS,X,X,X,X,X,O,X,X,O,X,X,X,X,X,O,X,X,X,X,X,X,X,O,X,O,X
OIJLSTZ,X,X,X,O,X,O,X,X,X,X,X,X,X,X,O,X,X,X,X,X,X,X,X,X,O,X
OIJLSZT,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X
OIJLZTS,X,X,X,X,X,O,X,X,X,X,X,X,X,X,O,X,X,X,X,X,X,X,X,X,O,X
OIJLZST,X,X,X,X,X,X,X,X,X,X,X,X,O,X,X,X,X,X,X,X,X,X,X,X,X,X
OIJSTLZ,O,X,X,X,X,X,X,X,X,X,X,X,X,X,O,X,X,X,X,X,X,X,X,X,X,X
OIJSTZL,O,X,X,O,X,X,X,X,X,X,X,X,X,X,O,X,X,X,X,X,X,X,X,X,X,X
OIJSLTZ,X,X,X,O,X,X,X,X,X,X,X,X,X,X,O,X,X,X,X,X,X,X,X,X,X,X
OIJSLZT,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X
OIJSZTL,O,X,X,O,X,X,X,X,X,X,X,X,X,X,O,X,X,X,X,X,X,X,X,X,X,X
OIJSZLT,X,X,X,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X
OIJZTLS,X,X,X,O,X,X,X,X,X,X,X,X,X,X,O,X,X,X,X,X,X,X,X,X,X,X
OIJZTSL,X,X,X,O,X,X,X,X,X,X,X,X,X,X,O,X,X,X,X,X,X,X,X,X,X,X
OIJZLTS,X,X,X,O,X,X,X,X,X,X,X,X,X,X,O,X,X,X,X,X,X,X,X,X,X,X
OIJZLST,X,X,X,O,X,X,X,X,X,X,X,X,O,X,X,X,X,X,X,X,X,X,X,X,X,X
OIJZSTL,X,X,X,O,X,X,X,X,X,X,X,X,X,X,O,X,X,X,X,X,X,X,X,X,X,X
OIJZSLT,X,X,X,O,X,X,X,X,X,X,X,X,O,X,X,X,X,X,X,X,X,X,X,X,X,X
OISTLJZ,O,X,X,O,X,X,X,X,X,X,X,O,X,O,X,O,X,X,X,X,X,X,X,X,O,X
OISTLZJ,O,X,X,O,X,X,O,X,X,X,X,O,X,O,X,X,X,X,X,O,X,X,X,O,O,X
OISTJLZ,O,X,X,X,X,X,X,X,X,X,X,O,X,O,X,X,X,X,X,X,X,X,X,X,X,X
OISTJZL,O,X,X,O,X,X,O,X,X,X,X,O,X,X,X,X,X,X,X,O,X,X,X,O,X,X
OISTZLJ,O,X,X,O,X,X,O,X,X,X,X,O,X,O,X,X,X,X,X,O,X,X,X,O,X,X
OISTZJL,O,X,X,O,X,X,O,X,X,X,X,O,X,X,X,X,X,X,X,O,X,X,X,O,X,X
OISLTJZ,O,X,X,O,X,X,X,X,X,X,X,O,X,O,X,O,X,X,X,X,X,X,X,X,O,X
OISLTZJ,O,X,X,O,X,X,X,X,X,X,X,O,X,O,X,X,X,X,X,X,X,X,O,X,O,X
OISLJTZ,X,X,X,O,X,X,X,X,X,X,X,O,X,X,X,O,X,X,X,X,X,X,X,X,O,X
OISLJZT,X,X,X,X,X,X,X,X,X,X,X,O,X,X,X,O,X,X,X,X,X,X,X,X,X,X
OISLZTJ,O,X,X,X,X,X,X,X,X,X,X,X,O,X,X,X,X,X,X,X,X,X,X,X,O,X
OISLZJT,X,X,X,X,X,X,X,X,X,X,X,O,O,X,X,X,X,X,X,X,X,X,X,X,X,X
OISJTLZ,O,X,X,X,X,X,X,X,X,X,X,O,X,O,O,X,X,X,X,X,X,X,X,X,X,X
