sequence,v115@zgB8FeE8FeC8GeD8EeE8DeC8Jex7IvhFTdB3gBcmBy?nBWwBFsB,v115@zgB8FeE8FeC8GeD8EeE8DeC8Jex7IvhFTdB8nBllBa?sBXrBGrB,v115@zgB8FeE8FeC8GeD8EeE8DeC8Jex7IvhF3gBFiB8nB6?rBOsBzqB,v115@zgB8FeE8FeC8GeD8EeE8DeC8Jex7IvhFOiBFhBziB6?qBcrBXsB,v115@zgB8FeE8FeC8GeD8EeE8DeC8Je07IvhFOiBziBllBx?rBqrBXrB,v115@zgB8FeE8FeC8GeD8EeE8DeC8Jex7IvhFTdB8nBllBm?rB3rBCrB,v115@zgB8FeE8FeC8GeD8EeE8DeC8Jex7IvhFOiBziBllBc?rBXsBCrB,v115@zgB8FeE8FeC8GeD8EeE8DeC8Jex7IvhF0dB1lBmhBq?rB3nBzqB,v115@zgB8FeE8FeC8GeD8EeE8DeC8JeX8IvhFFiB8nBxlB6?qBOsBTrB,v115@zgB8FeE8FeC8GeD8EeE8DeC8Jem7IvhF5hB1lBiiB0?iBzqBXsB,v115@zgB8FeE8FeC8GeD8EeE8DeC8Je07IvhFmiBllBxrBq?rBTnBXrB,v115@zgB8FeE8FeC8GeD8EeE8DeC8Jel7IvhFCdB/mBmiB0?lBTnBRwB,v115@zgB8FeE8FeC8GeD8EeE8DeC8Jex7IvhFeiBfjBllBc?sBTrBCrB,v115@zgB8FeE8FeC8GeD8EeE8DeC8Je07IvhFxcBmiBllBT?nBXrBqrB,v115@zgB8FeE8FeC8GeD8EeE8DeC8JeX8IvhFmiBllBxrBq?rBTnB0qB,v115@zgB8FeE8FeC8GeD8EeE8DeC8Jem7IvhF0dB1lBRnBz?qBCsBfsB,v115@zgB8FeE8FeC8GeD8EeE8DeC8Jex8IvhFmiBllB3mBc?sB6qBTrB,v115@zgB8FeE8FeC8GeD8EeE8DeC8Jex7IvhFmiBllBcrBT?nBCrBXsB,v115@zgB8FeE8FeC8GeD8EeE8DeC8Jem7IvhFXdB1lBziBU?nBSrBRwB,v115@zgB8FeE8FeC8GeD8EeE8DeC8Je07IvhFzcBfjBylBW?wBxrBFsB,v115@zgB8FeE8FeC8GeD8EeE8DeC8Je/BJvhFGdBZnB8nBl?lBTrB6qB,v115@zgB8FeE8FeC8GeD8EeE8DeC8Jem7IvhFaiBfjB1lB5?mBcsBzqB,v115@zgB8FeE8FeC8GeD8EeE8DeC8Jem7IvhFTdB1lBfnB8?nBSrBRwB,v115@zgB8FeE8FeC8GeD8EeE8DeC8Jex7IvhFfjBWnBllBK?nB0rBzqB,v115@zgB8FeE8FeC8GeD8EeE8DeC8JeC9IvhF3gB8qBRnBl?nBzrBmqB
ZOILSJT,X,O,O,O,X,X,X,X,X,X,X,O,X,X,X,X,X,X,X,X,X,X,X,X,X
ZOIJTLS,X,O,X,O,O,O,X,X,X,X,X,X,X,X,X,X,X,O,O,X,X,X,X,X,X
ZOIJTSL,X,X,X,O,X,O,X,X,O,X,X,O,X,X,X,X,X,X,O,X,O,X,O,X,X
ZOIJLTS,X,O,X,O,X,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X
ZOIJLST,X,O,X,O,X,X,X,X,X,X,X,O,X,X,X,X,X,X,X,X,X,X,X,X,X
ZOIJSTL,X,X,X,O,X,O,O,X,O,X,X,O,X,X,X,X,X,X,O,X,X,X,O,X,O
ZOIJSLT,X,X,O,O,X,X,O,X,X,X,X,O,X,X,X,X,X,X,X,X,X,X,X,X,X
ZOISTLJ,X,O,O,X,X,X,X,O,O,X,X,O,X,X,X,X,X,X,O,X,O,X,O,X,O
ZOISTJL,X,X,X,X,X,X,X,X,O,X,X,O,X,X,X,X,X,X,O,X,O,X,O,X,O
ZOISLTJ,X,O,O,X,X,X,X,X,O,X,X,O,X,X,X,X,X,X,O,X,X,X,O,X,O
ZOISLJT,X,O,O,O,X,X,X,X,X,X,X,O,X,X,X,X,X,X,X,X,X,X,X,X,X
ZOISJTL,X,X,X,O,X,O,O,X,O,X,X,O,X,X,X,X,X,X,O,X,X,X,O,X,O
ZOISJLT,X,X,O,O,X,X,O,X,X,X,X,O,X,X,X,X,X,X,X,X,X,X,X,X,X
ZOLTIJS,X,O,X,O,O,X,X,X,X,X,X,X,X,X,X,O,X,X,X,X,X,X,X,X,X
ZOLTISJ,X,O,O,O,O,X,X,X,O,X,X,X,X,X,X,O,X,X,X,X,O,X,O,X,X
ZOLTJIS,X,O,X,O,X,X,X,X,X,X,X,X,X,X,X,O,X,O,X,X,X,X,X,X,X
ZOLTJSI,X,O,O,O,X,X,X,X,X,X,X,X,X,X,X,X,X,O,X,X,X,X,X,X,X
ZOLTSIJ,X,O,O,O,X,X,X,X,O,X,X,O,X,X,X,X,X,X,X,X,O,X,X,X,X
ZOLTSJI,X,O,O,O,X,X,X,X,X,X,X,O,X,X,X,X,X,X,X,X,X,X,X,X,X
ZOLITJS,X,O,X,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X,O,X,X,X,X,X,X
ZOLITSJ,X,O,O,O,X,X,X,X,O,X,X,X,X,X,X,X,X,X,O,X,O,X,O,X,X
ZOLIJTS,X,O,X,O,X,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X
ZOLIJST,X,O,X,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X
ZOLISTJ,X,O,O,X,X,X,X,X,O,X,X,X,X,X,X,X,X,X,O,X,X,X,O,X,O
ZOLISJT,X,O,O,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X
ZOLJTIS,X,O,X,O,X,O,X,X,X,X,X,X,X,X,X,X,X,O,X,X,X,X,X,X,X
ZOLJTSI,X,O,O,O,X,O,X,X,X,X,X,X,X,X,X,X,X,O,X,X,X,X,X,X,X
ZOLJITS,X,O,X,O,X,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X
ZOLJIST,X,O,X,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X
ZOLJSTI,X,O,O,O,X,X,X,X,X,X,X,O,X,X,X,X,X,X,X,X,X,X,X,X,X
ZOLJSIT,X,O,O,O,X,X,X,X,X,X,X,O,X,X,X,X,X,X,X,X,X,X,X,X,X
ZOLSTIJ,X,O,O,O,X,X,X,X,X,X,X,O,X,X,X,X,X,X,X,X,X,X,X,X,X
ZOLSTJI,X,O,O,O,X,X,X,X,X,X,X,O,X,X,X,X,X,X,X,X,X,X,X,X,X
ZOLSITJ,X,O,O,O,X,X,X,X,X,X,X,O,X,X,X,X,X,X,O,X,X,X,X,X,O
ZOLSIJT,X,O,O,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X
ZOLSJTI,X,O,O,O,X,X,X,X,X,X,X,O,X,X,X,X,X,X,X,X,X,X,X,X,X
ZOLSJIT,X,O,O,O,X,X,X,X,X,X,X,O,X,X,X,X,X,X,X,X,X,X,X,X,X
ZOJTILS,X,O,X,O,O,O,X,X,X,X,X,X,X,X,X,X,X,O,O,X,X,X,X,X,X
ZOJTISL,X,X,X,O,X,O,X,X,O,X,X,X,X,X,X,X,X,X,O,X,O,X,O,X,X
ZOJTLIS,X,O,X,O,X,O,X,X,X,X,X,X,X,X,X,X,X,O,X,X,X,X,X,X,X
ZOJTLSI,X,O,X,O,X,O,X,X,X,X,X,X,X,X,X,X,X,O,X,X,X,X,X,X,X
ZOJTSIL,X,X,X,O,X,O,X,X,O,X,X,O,X,X,X,X,O,X,X,X,O,X,X,X,X
ZOJTSLI,X,X,O,O,X,O,X,X,X,X,X,O,X,X,X,X,O,O,X,X,X,X,X,X,X
ZOJITLS,X,O,X,O,O,O,X,X,X,X,X,X,X,X,X,X,X,O,O,X,X,X,X,X,X
ZOJITSL,X,X,X,O,X,O,X,X,O,X,X,O,X,X,X,X,X,X,O,X,O,X,O,X,X
ZOJILTS,X,O,X,O,X,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X
ZOJILST,X,O,X,O,X,X,X,X,X,X,X,O,X,X,X,X,X,X,X,X,X,X,X,X,X
ZOJISTL,X,X,X,O,X,O,O,X,O,X,X,O,X,X,X,X,X,X,O,O,X,X,O,X,O
ZOJISLT,X,X,O,O,X,X,O,X,X,X,X,O,X,X,X,X,X,X,X,X,X,X,X,X,X
ZOJLTIS,X,O,X,O,X,O,X,X,X,X,X,X,X,X,X,X,X,O,X,X,X,X,X,X,X
ZOJLTSI,X,O,O,O,X,O,X,X,X,X,X,X,X,X,X,X,X,O,X,X,X,X,X,X,X
ZOJLITS,X,O,X,O,X,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X
ZOJLIST,X,O,X,O,X,X,X,X,X,X,X,O,X,X,X,X,X,X,X,X,X,X,X,X,X
ZOJLSTI,X,O,O,O,X,X,X,X,X,X,X,O,X,X,X,X,X,X,X,X,X,X,X,X,X
ZOJLSIT,X,O,O,O,X,X,X,X,X,X,X,O,X,X,X,X,X,X,X,X,X,X,X,X,X
ZOJSTIL,X,X,X,O,X,O,O,X,X,X,X,O,X,X,X,X,O,X,X,X,X,X,X,X,X
ZOJSTLI,X,X,O,O,X,O,O,X,X,X,X,O,X,O,X,X,O,O,X,X,X,X,X,X,X
ZOJSITL,X,X,X,O,X,O,O,X,X,X,X,O,X,X,X,X,X,X,O,O,X,X,X,X,O
ZOJSILT,X,X,O,O,X,X,O,X,X,X,X,O,X,X,X,X,X,X,X,X,X,X,X,X,X
ZOJSLTI,X,X,O,O,X,X,O,X,X,X,X,O,X,X,X,X,X,X,X,X,X,X,X,X,X
ZOJSLIT,X,X,O,O,X,X,O,X,X,X,X,O,X,X,X,X,X,X,X,X,X,X,X,X,X
ZOSTILJ,X,O,O,O,O,X,O,O,O,O,X,O,O,X,X,X,X,X,O,X,O,O,O,X,O
ZOSTIJL,X,X,X,O,X,X,O,X,O,O,X,O,O,X,X,X,X,X,O,X,O,O,O,X,O
ZOSTLIJ,X,O,O,O,X,X,O,X,O,O,X,O,O,O,X,X,X,X,X,X,O,O,X,X,X
ZOSTLJI,X,O,O,O,X,X,O,X,X,O,X,O,O,O,X,X,X,X,X,X,X,O,X,X,X
ZOSTJIL,X,X,X,O,X,X,O,X,O,O,X,O,O,X,X,X,O,X,X,X,O,O,X,X,X
ZOSTJLI,X,X,O,O,X,X,O,X,X,O,X,O,O,O,X,X,O,O,X,X,X,O,X,X,X
ZOSITLJ,X,O,O,O,X,X,O,O,O,O,X,O,O,X,X,X,X,X,O,X,O,O,O,X,O
ZOSITJL,X,X,X,O,X,X,O,X,O,O,X,O,O,X,X,X,X,X,O,X,O,O,O,X,O
ZOSILTJ,X,O,O,X,X,X,X,X,O,O,X,O,X,X,X,X,X,X,O,X,X,O,O,X,O
ZOSILJT,X,O,O,O,X,X,O,X,X,X,X,O,O,X,X,X,X,X,X,X,X,O,X,X,X
ZOSIJTL,X,X,X,O,X,O,O,X,O,X,X,O,O,X,X,X,X,X,O,X,X,O,O,X,O
ZOSIJLT,X,X,O,O,X,X,O,X,X,X,X,O,O,X,X,X,X,X,X,X,X,O,X,X,X
ZOSLTIJ,X,O,O,O,X,X,O,X,X,O,X,O,O,X,X,X,X,X,X,X,X,O,X,X,X
ZOSLTJI,X,O,O,O,X,X,O,X,X,O,X,O,O,X,X,X,X,X,X,X,X,O,X,X,X
ZOSLITJ,X,O,O,O,X,X,X,X,X,O,X,O,X,X,X,X,X,X,O,X,X,O,X,X,O
ZOSLIJT,X,O,O,O,X,X,O,X,X,X,X,X,O,X,X,X,X,X,X,X,X,O,X,X,X
ZOSLJTI,X,O,O,O,X,X,O,X,X,X,X,O,O,X,X,X,X,X,X,X,X,O,X,X,X
ZOSLJIT,X,O,O,O,X,X,O,X,X,X,X,O,O,X,X,X,X,X,X,X,X,X,X,X,X
ZOSJTIL,X,X,X,O,X,O,O,X,X,X,X,O,O,X,X,X,O,X,X,X,X,O,X,X,X
ZOSJTLI,X,X,O,O,X,O,O,X,X,X,X,O,O,O,X,X,O,O,X,X,X,O,X,O,X
ZOSJITL,X,X,X,O,X,O,O,X,X,X,X,O,O,X,X,X,X,X,O,O,X,O,X,X,O
ZOSJILT,X,X,O,O,X,X,O,X,X,X,X,O,O,X,X,X,X,X,X,X,X,O,X,X,X
ZOSJLTI,X,X,O,O,X,X,O,X,X,X,X,O,O,X,X,X,X,X,X,X,X,O,X,X,X
ZOSJLIT,X,X,O,O,X,X,O,X,X,X,X,O,O,X,X,X,X,X,X,X,X,X,X,X,X
OTILJSZ,O,X,X,O,O,X,X,O,X,X,X,X,X,X,O,O,X,X,X,X,X,X,X,X,X
OTILJZS,O,X,X,O,O,X,X,O,X,X,O,X,X,X,X,O,X,X,O,X,X,X,X,X,X
OTILSJZ,O,X,X,O,O,X,X,O,X,X,X,O,X,X,O,O,X,X,X,X,X,X,X,X,X
OTILSZJ,O,X,X,X,O,X,X,O,X,X,X,O,X,X,X,O,X,X,X,X,X,X,X,X,X
OTILZJS,O,O,X,X,O,X,X,O,X,X,O,X,X,X,X,O,X,X,O,X,X,X,X,X,X
OTILZSJ,O,O,X,X,O,X,X,O,X,X,X,O,X,X,X,O,X,X,O,X,X,X,X,X,X
OTIJLSZ,O,X,X,O,O,X,X,O,X,X,X,O,X,X,O,O,X,X,X,X,X,X,X,X,X
OTIJLZS,O,X,X,O,O,X,X,O,X,X,O,X,X,X,X,O,X,X,O,X,X,X,X,X,X
OTIJSLZ,X,X,X,O,O,X,X,O,X,O,X,O,X,X,X,O,X,X,X,X,X,X,X,X,X
OTIJSZL,X,X,X,O,X,X,O,O,X,O,X,O,X,X,X,X,X,X,O,X,X,O,O,X,X
OTIJZLS,O,X,X,O,O,O,X,O,X,X,O,X,X,X,X,O,X,X,O,X,X,X,X,X,X
OTIJZSL,X,X,X,O,X,O,X,O,X,X,X,O,X,X,X,X,X,X,O,X,X,X,O,X,X
OTISLJZ,X,X,X,O,O,X,X,O,X,O,X,O,X,X,O,O,X,X,X,X,X,X,X,X,X
OTISLZJ,X,O,O,X,O,X,X,O,X,O,X,O,X,X,X,O,X,X,X,X,X,X,X,X,X
OTISJLZ,X,X,X,O,O,X,X,O,X,O,X,O,X,X,X,O,X,X,X,X,X,X,X,X,X
OTISJZL,X,X,X,O,X,X,O,O,X,O,X,O,X,X,X,X,X,X,O,X,X,O,O,X,X
OTISZLJ,X,X,O,X,O,X,X,O,O,O,X,O,O,X,X,X,X,X,O,X,O,O,O,X,X
OTISZJL,X,X,X,X,X,X,X,X,O,O,X,O,O,X,X,X,X,X,O,X,O,O,O,X,X
OTIZLJS,O,O,X,X,O,X,X,O,X,X,O,X,X,X,X,O,X,X,O,X,X,X,X,X,X
OTIZLSJ,O,O,X,X,O,X,X,O,O,X,X,O,X,X,X,O,X,X,O,X,O,X,O,X,X
OTIZJLS,X,O,X,X,O,O,X,O,X,X,O,X,X,X,X,O,X,X,O,X,X,X,X,X,X
OTIZJSL,X,X,X,X,X,O,X,O,O,X,X,O,X,X,X,X,X,X,O,X,O,X,O,X,X
OTIZSLJ,X,O,O,X,O,X,X,O,O,X,X,O,X,X,X,X,X,X,O,X,O,X,O,X,O
OTIZSJL,X,X,X,X,X,X,X,X,O,X,X,O,X,X,X,X,X,X,O,X,O,X,O,X,O
OTLIJSZ,O,X,X,O,O,X,X,O,X,X,X,X,X,X,X,O,X,X,X,X,X,X,X,X,X
OTLIJZS,O,X,X,O,O,X,X,O,X,X,X,X,X,X,X,O,X,X,O,X,X,X,X,X,X
OTLISJZ,O,X,X,O,O,X,X,O,X,X,X,X,X,X,X,O,X,X,X,X,X,X,X,X,X
OTLISZJ,O,X,X,X,O,X,X,O,X,X,X,X,X,X,X,O,X,X,X,X,X,X,X,X,X
OTLIZJS,O,O,X,X,O,X,X,O,X,X,X,X,X,X,X,O,X,X,O,X,X,X,X,X,X
OTLIZSJ,O,O,X,X,O,X,X,O,X,X,X,X,X,X,X,O,X,X,O,X,X,X,X,X,X
OTLJISZ,O,X,X,O,O,X,X,O,X,X,X,X,X,X,X,O,X,X,X,X,X,X,X,X,X
OTLJIZS,O,X,X,O,O,X,X,O,X,X,X,X,X,X,X,O,X,X,O,X,X,X,X,X,X
OTLJSIZ,O,X,X,O,X,X,X,O,X,O,X,X,X,X,X,O,X,X,X,X,X,X,X,X,X
OTLJSZI,O,X,X,O,X,X,X,O,X,O,X,X,X,X,X,X,X,X,X,X,X,O,X,X,X
OTLJZIS,O,X,X,O,X,X,X,O,X,X,X,X,X,X,X,O,X,X,X,X,X,X,X,X,X
OTLJZSI,O,X,X,O,X,X,X,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X
OTLSIJZ,O,X,X,O,X,X,X,O,X,O,X,X,X,X,X,O,X,X,X,X,X,X,X,X,X
OTLSIZJ,O,X,O,X,X,X,X,O,X,O,X,X,X,X,X,O,X,X,X,X,X,X,X,X,X
OTLSJIZ,O,X,X,O,X,X,X,O,X,O,X,X,X,X,X,O,X,X,X,X,X,X,X,X,X
OTLSJZI,O,X,X,O,X,X,X,O,X,O,X,X,X,X,X,X,X,X,X,X,X,O,X,X,X
OTLSZIJ,O,X,O,O,X,X,X,O,X,O,X,X,O,X,X,X,X,X,X,X,O,O,X,X,X
OTLSZJI,O,X,O,O,X,X,X,O,X,O,X,X,O,X,X,X,X,X,X,X,X,O,X,X,X
OTLZIJS,O,O,X,O,O,X,X,O,X,X,X,X,X,X,X,O,X,X,X,X,X,X,X,X,X
OTLZISJ,O,O,O,O,O,X,X,O,X,X,X,X,X,X,X,O,X,X,X,X,O,X,X,X,X
OTLZJIS,O,O,X,O,X,X,X,O,X,X,X,X,X,X,X,O,X,X,X,X,X,X,X,X,X
OTLZJSI,O,O,O,O,X,X,X,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X
OTLZSIJ,O,O,O,O,X,X,X,O,X,X,X,O,X,X,X,X,X,X,X,X,O,X,X,X,X
OTLZSJI,O,O,O,O,X,X,X,O,X,X,X,O,X,X,X,X,X,X,X,X,X,X,X,X,X
OTJILSZ,O,X,X,O,O,X,X,O,X,X,X,O,X,X,O,O,X,X,X,X,X,X,X,X,X
OTJILZS,O,X,X,O,O,X,X,O,X,X,O,X,X,X,X,O,X,X,O,X,X,X,X,X,X
OTJISLZ,X,X,X,O,O,X,X,O,X,O,X,O,X,X,X,O,X,X,X,X,X,X,X,X,X
OTJISZL,X,X,X,O,X,X,O,O,X,O,X,O,X,X,X,X,X,X,O,X,X,O,O,X,X
OTJIZLS,O,X,X,O,O,O,X,O,X,X,O,X,X,X,X,O,X,X,O,X,X,X,X,X,X
OTJIZSL,X,X,X,O,X,O,X,O,X,X,X,O,X,X,X,X,X,X,O,X,X,X,O,X,X
OTJLISZ,O,X,X,O,O,X,X,O,X,X,X,O,X,X,X,O,X,X,X,X,X,X,X,X,X
OTJLIZS,O,X,X,O,O,X,X,O,X,X,X,X,X,X,X,O,X,X,O,X,X,X,X,X,X
OTJLSIZ,O,X,X,O,X,X,X,O,X,O,X,X,X,X,X,O,X,X,X,X,X,X,X,X,X
OTJLSZI,O,X,X,O,X,X,X,O,X,O,X,X,X,X,X,X,X,X,X,X,X,O,X,X,X
OTJLZIS,O,X,X,O,X,X,X,O,X,X,X,X,X,X,X,O,X,X,X,X,X,X,X,X,X
OTJLZSI,O,X,X,O,X,X,X,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X
OTJSILZ,X,X,X,O,O,X,X,O,X,O,X,X,X,O,X,O,X,X,X,X,X,X,X,X,X
OTJSIZL,X,X,X,O,X,X,O,O,X,O,X,X,X,X,X,X,X,X,O,X,X,O,X,X,X
OTJSLIZ,X,X,X,O,X,X,X,X,X,O,X,X,X,O,X,O,X,X,X,X,X,X,X,X,X
OTJSLZI,X,X,X,O,X,X,X,X,X,O,X,X,X,O,X,X,X,X,X,X,X,O,X,X,X
OTJSZIL,X,X,X,O,X,X,O,O,X,O,X,X,O,X,X,X,X,X,X,X,O,O,X,X,X
OTJSZLI,X,X,X,O,X,X,O,O,X,O,X,X,O,O,X,X,X,X,X,X,X,O,X,X,X
OTJZILS,O,X,X,O,O,O,X,O,X,X,O,X,X,X,X,O,X,O,O,X,X,X,X,X,X
OTJZISL,X,X,X,O,X,O,X,O,X,X,X,X,X,X,X,X,X,X,O,X,O,X,O,X,X
OTJZLIS,O,X,X,O,X,O,X,O,X,X,X,X,X,X,X,O,X,O,X,X,X,X,X,X,X
OTJZLSI,O,X,X,O,X,O,X,O,X,X,X,X,X,X,X,X,X,O,X,X,X,X,X,X,X
OTJZSIL,O,X,X,O,X,O,X,O,X,O,X,O,X,X,X,X,X,X,X,X,O,O,X,X,X
OTJZSLI,O,X,X,O,X,O,X,O,X,O,X,O,X,X,X,X,X,O,X,X,X,O,X,X,X
OTSILJZ,X,X,X,O,O,X,X,O,X,O,X,X,X,O,O,O,X,X,X,X,X,X,X,X,X
OTSILZJ,X,O,O,X,O,X,X,O,X,O,X,X,X,O,X,O,X,X,X,X,X,X,X,X,X
OTSIJLZ,X,X,X,O,O,X,X,O,X,O,X,X,X,O,X,O,X,X,X,X,X,X,X,X,X
OTSIJZL,X,X,X,O,X,X,O,O,X,O,X,X,X,X,X,X,X,X,O,X,X,O,X,X,X
OTSIZLJ,X,X,O,X,O,X,X,O,X,O,X,X,O,X,X,X,X,X,O,X,O,O,X,X,X
OTSIZJL,X,X,X,X,X,X,X,X,X,O,X,X,O,X,X,X,X,X,O,X,O,O,X,X,X
OTSLIJZ,X,X,X,O,X,X,X,O,X,O,X,X,X,O,X,O,X,X,X,X,X,X,X,X,X
OTSLIZJ,X,O,O,X,X,X,X,O,X,O,X,X,X,O,X,O,X,X,X,X,X,X,X,X,X
OTSLJIZ,X,X,X,O,X,X,X,O,X,O,X,X,X,O,X,O,X,X,X,X,X,X,X,X,X
OTSLJZI,X,X,X,O,X,X,X,O,X,O,X,X,X,O,X,X,X,X,X,X,X,O,X,X,X
OTSLZIJ,X,O,O,O,X,X,X,O,X,O,X,X,O,O,X,X,X,X,X,X,O,O,X,X,X
OTSLZJI,X,O,O,O,X,X,X,O,X,O,X,X,O,O,X,X,X,X,X,X,X,O,X,X,X
OTSJILZ,X,X,X,O,O,X,X,O,X,O,X,X,X,O,X,O,X,X,X,X,X,X,X,X,X
OTSJIZL,X,X,X,O,X,X,O,O,X,O,X,X,X,X,X,X,X,X,O,X,X,O,X,X,X
OTSJLIZ,X,X,X,O,X,X,X,X,X,O,X,X,X,O,X,O,X,X,X,X,X,X,X,X,X
OTSJLZI,X,X,X,O,X,X,X,X,X,O,X,X,X,O,X,X,X,X,X,X,X,O,X,X,X
OTSJZIL,X,X,X,O,X,X,O,O,X,O,X,X,O,X,X,X,X,X,X,X,O,O,X,X,X
OTSJZLI,X,X,X,O,X,X,O,O,X,O,X,X,O,O,X,X,X,X,X,X,X,O,X,X,X
OTSZILJ,X,X,O,O,O,X,O,O,X,O,X,O,O,X,X,X,X,X,O,X,O,O,X,X,X
OTSZIJL,X,X,X,O,X,X,O,X,X,O,X,O,O,X,X,X,X,X,O,X,O,O,X,X,X
OTSZLIJ,X,O,O,O,X,X,O,X,X,O,X,O,O,O,X,X,X,X,X,X,O,O,X,X,X
OTSZLJI,X,O,O,O,X,X,O,X,X,O,X,O,O,O,X,X,X,X,X,X,X,O,X,X,X
OTSZJIL,X,X,X,O,X,X,O,X,X,O,X,O,O,X,X,X,X,X,X,X,O,O,X,X,X
OTSZJLI,X,X,O,O,X,X,O,X,X,O,X,O,O,O,X,X,X,X,X,X,X,O,X,X,X
OTZILJS,O,O,X,O,O,X,X,O,X,X,O,X,X,X,X,O,X,X,O,X,X,X,X,X,X
OTZILSJ,O,O,X,X,O,X,X,O,O,X,X,O,X,X,X,O,X,X,O,X,O,X,O,X,X
OTZIJLS,X,O,X,O,O,O,X,O,X,X,O,X,X,X,X,O,X,O,O,X,X,X,X,X,X
OTZIJSL,X,X,X,O,X,O,X,O,O,X,X,O,X,X,X,X,X,X,O,X,O,X,O,X,X
OTZISLJ,X,O,O,X,O,X,X,O,O,X,X,O,X,X,X,X,X,X,O,X,O,X,O,X,O
OTZISJL,X,X,X,O,X,X,X,X,O,X,X,O,X,X,X,X,X,X,O,X,O,X,O,X,O
OTZLIJS,O,O,X,O,O,X,X,O,X,X,X,X,X,X,X,O,X,X,X,X,X,X,X,X,X
OTZLISJ,O,O,O,X,O,X,X,O,O,X,X,X,X,X,X,O,X,X,X,X,O,X,O,X,X
OTZLJIS,O,O,X,O,X,X,X,O,X,X,X,X,X,X,X,O,X,O,X,X,X,X,X,X,X
OTZLJSI,O,O,O,O,X,X,X,O,X,X,X,X,X,X,X,X,X,O,X,X,X,X,X,X,X
OTZLSIJ,O,O,O,X,X,X,X,O,O,X,X,O,X,X,X,X,X,X,X,X,O,X,X,X,X
OTZLSJI,O,O,O,X,X,X,X,O,X,X,X,O,X,X,X,X,X,X,X,X,X,X,X,X,X
OTZJILS,X,O,X,O,O,O,X,O,X,X,O,X,X,X,X,O,X,O,O,X,X,X,X,X,X
OTZJISL,X,X,X,O,X,O,X,O,O,X,X,X,X,X,X,X,X,X,O,X,O,X,O,X,X
OTZJLIS,X,O,X,O,X,O,X,O,X,X,X,X,X,X,X,O,X,O,X,X,X,X,X,X,X
OTZJLSI,X,O,X,O,X,O,X,O,X,X,X,X,X,X,X,X,X,O,X,X,X,X,X,X,X
OTZJSIL,X,X,X,O,X,O,X,O,O,O,X,O,X,X,X,X,O,X,X,X,O,O,X,X,X
OTZJSLI,X,X,O,O,X,O,X,O,X,O,X,O,X,X,X,X,O,O,X,X,X,O,X,X,X
OTZSILJ,O,O,O,X,O,X,X,O,O,O,X,O,O,X,X,X,X,X,O,X,O,O,O,X,O
OTZSIJL,X,X,X,O,X,X,X,X,O,O,X,O,O,X,X,X,X,X,O,X,O,O,O,X,O
OTZSLIJ,O,O,O,X,X,X,X,X,O,O,X,O,O,X,X,X,X,X,X,X,O,O,X,X,X
OTZSLJI,O,O,O,X,X,X,X,X,X,O,X,O,O,X,X,X,X,X,X,X,X,O,X,X,X
OTZSJIL,X,X,X,O,X,X,X,X,O,O,X,O,O,X,X,X,O,X,X,X,O,O,X,X,X
OTZSJLI,X,X,O,O,X,X,X,X,X,O,X,O,O,X,X,X,O,O,X,X,X,O,X,X,X
OITLJSZ,O,X,X,O,O,X,X,O,X,X,X,X,X,X,O,O,X,X,X,X,X,X,X,X,X
OITLJZS,O,X,X,O,O,X,X,O,X,X,O,X,X,X,X,O,X,X,O,X,X,X,X,X,X
OITLSJZ,O,X,X,O,O,X,X,O,X,X,X,O,X,X,O,O,X,X,X,X,X,X,X,X,X
OITLSZJ,O,X,X,X,O,X,X,O,X,X,X,O,X,X,X,O,X,X,X,X,X,X,X,X,X
OITLZJS,O,O,X,X,O,X,X,O,X,X,O,X,X,X,X,O,X,X,O,X,X,X,X,X,X
OITLZSJ,O,O,X,X,O,X,X,O,X,X,X,O,X,X,X,O,X,X,O,X,X,X,X,X,X
OITJLSZ,O,X,X,O,O,X,X,O,X,X,X,O,X,X,O,O,X,X,X,X,X,X,X,X,X
OITJLZS,O,X,X,O,O,X,X,O,X,X,O,X,X,X,X,O,X,X,O,X,X,X,X,X,X
OITJSLZ,X,X,X,O,O,X,X,O,X,O,X,O,X,X,X,O,X,X,X,X,X,X,X,X,X
OITJSZL,X,X,X,O,X,X,O,O,X,O,X,O,X,X,X,X,X,X,O,X,X,O,O,X,X
OITJZLS,O,X,X,O,O,O,X,O,X,X,O,X,X,X,X,O,X,X,O,X,X,X,X,X,X
