sequence,v115@2gB8HeB8GeB8EeF8CeH8BeB8Jem6IvhFRdBSjBTfB3?hBlnBUsB,v115@2gB8HeB8GeB8EeF8CeH8BeB8Jem6IvhFRdBSjBTfBl?mB3nBUsB,v115@2gB8HeB8GeB8EeF8CeH8BeB8JeK/IvhFzaBGeBRiBl?mB3nBUsB,v115@2gB8HeB8GeB8EeF8CeH8BeB8Jei6IvhFRdBcjB3fBG?iBlmBTsB,v115@2gB8HeB8GeB8EeF8CeH8BeB8JeO/IvhF8fBCdBxiBX?jBlmBTsB,v115@2gB8HeB8GeB8EeF8CeH8BeB8Jey/IvhFGeBRiBTfBl?mB3nBUsB,v115@2gB8HeB8GeB8EeF8CeH8BeB8Jei6IvhFzcBcjB3fBx?mBFsBusB,v115@2gB8HeB8GeB8EeF8CeH8BeB8Jem6IvhFcjBTfB5nBl?mBfnBisB,v115@2gB8HeB8GeB8EeF8CeH8BeB8Je2/IvhFzcBFjB3fBx?mBCoBUsB,v115@2gB8HeB8GeB8EeF8CeH8BeB8JeK/IvhFzaBfiBxdBF?jB0mB+sB,v115@2gB8HeB8GeB8EeF8CeH8BeB8Jey/IvhF1mBxiBTfBX?jBGnBUsB,v115@2gB8HeB8GeB8EeF8CeH8BeB8Jey/IvhF+hBxiBTfB/?nBFjBUsB,v115@2gB8HeB8GeB8EeF8CeH8BeB8Jem6IvhFcjBTfBxmBS?sBfsBlsB
JZLOTSI,O,X,X,X,O,X,X,X,X,O,X,X,X
JZLOITS,O,X,X,X,O,X,X,X,X,O,X,O,X
JZLOIST,O,X,X,X,O,X,X,X,X,O,X,O,X
JZLOSTI,O,X,O,X,X,X,X,X,X,O,X,X,X
JZLOSIT,O,X,O,X,X,X,X,X,X,O,X,X,X
JZSTILO,O,X,X,O,O,X,O,X,X,O,X,X,X
JZSTIOL,O,X,X,O,X,X,O,X,X,O,X,X,X
JZSTLIO,O,O,O,O,O,X,O,X,X,O,X,X,X
JZSTLOI,O,X,O,O,X,X,X,X,X,O,X,X,X
JZSTOIL,O,X,X,O,X,X,X,X,X,O,X,X,X
JZSTOLI,O,X,X,O,X,X,X,X,X,O,X,X,X
JZSITLO,O,X,X,X,X,X,O,X,X,O,X,X,X
JZSITOL,O,X,X,X,X,X,O,X,O,O,X,X,X
JZSILTO,O,X,X,O,O,O,O,X,X,O,X,O,X
JZSILOT,O,X,O,O,O,O,X,X,X,O,X,O,X
JZSIOTL,O,X,X,X,X,X,X,X,O,X,X,X,X
JZSIOLT,O,X,X,X,X,X,X,X,X,O,X,X,X
JZSLTIO,O,O,O,O,X,X,O,X,X,O,X,X,X
JZSLTOI,O,X,O,O,X,X,X,X,X,O,X,X,X
JZSLITO,O,O,X,O,X,O,O,X,X,O,X,O,X
JZSLIOT,O,O,O,O,X,O,X,X,X,O,X,O,X
JZSLOTI,O,X,O,O,X,X,X,X,X,O,X,X,X
JZSLOIT,O,X,O,O,X,X,X,X,X,O,X,X,X
JZSOTIL,O,X,X,O,O,X,X,X,X,O,X,X,X
JZSOTLI,O,X,X,O,O,X,X,X,X,O,X,X,X
JZSOITL,O,X,X,O,X,X,X,X,X,X,X,X,X
JZSOILT,O,X,X,O,O,X,X,X,X,O,X,X,X
JZSOLTI,O,X,X,O,X,X,X,X,X,O,X,X,X
JZSOLIT,O,X,X,O,X,X,X,X,X,O,X,X,X
JZOTILS,O,X,X,O,O,X,X,O,X,X,X,X,O
JZOTISL,X,X,X,O,O,X,X,O,X,X,X,X,X
JZOTLIS,O,X,X,O,O,X,X,O,X,O,X,X,X
JZOTLSI,O,X,X,O,O,X,X,X,X,O,X,X,X
JZOTSIL,O,X,X,O,O,X,X,O,X,O,X,X,X
JZOTSLI,O,X,X,O,O,X,X,X,X,O,X,X,X
JZOITLS,O,X,X,X,O,X,X,O,O,X,X,X,O
JZOITSL,X,X,X,O,O,X,X,O,O,X,X,X,X
JZOILTS,O,X,X,X,O,X,X,O,O,X,X,O,O
JZOILST,O,X,X,O,O,X,X,X,X,X,X,O,O
JZOISTL,O,X,X,O,X,X,X,O,O,X,X,X,X
JZOISLT,O,X,X,O,O,X,X,X,X,X,X,X,O
JZOLTIS,O,X,X,X,O,X,X,O,X,O,X,X,X
JZOLTSI,O,X,X,X,O,X,X,X,X,O,X,X,X
JZOLITS,O,X,X,X,O,X,X,O,X,O,X,O,O
JZOLIST,O,X,X,O,O,X,X,X,X,O,X,O,O
JZOLSTI,O,X,X,O,X,X,X,X,X,O,X,X,X
JZOLSIT,O,X,X,O,X,X,X,X,X,O,X,X,X
JZOSTIL,O,X,X,O,O,X,X,O,X,O,X,X,X
JZOSTLI,O,X,X,O,O,X,X,X,X,O,X,X,X
JZOSITL,O,X,X,O,X,X,X,O,X,X,X,X,X
JZOSILT,O,X,X,O,O,X,X,X,X,O,X,X,O
JZOSLTI,O,X,X,O,X,X,X,X,X,O,X,X,X
JZOSLIT,O,X,X,O,X,X,X,X,X,O,X,X,X
JOTILSZ,O,X,X,X,X,X,X,X,O,X,X,X,X
JOTILZS,O,X,X,X,O,X,X,O,X,X,X,X,X
JOTISLZ,X,O,X,O,X,X,X,X,O,X,X,X,X
JOTISZL,X,O,X,O,X,X,X,O,O,X,X,X,X
JOTIZLS,X,X,X,O,O,X,X,O,X,X,X,X,O
JOTIZSL,X,X,X,O,O,X,X,O,O,X,X,X,X
JOTLISZ,O,O,X,X,X,X,X,X,X,X,X,X,X
JOTLIZS,O,X,X,X,O,X,X,O,X,O,X,X,X
JOTLSIZ,O,O,X,O,X,X,X,X,X,X,X,X,X
JOTLSZI,O,O,X,O,X,X,X,X,X,O,X,X,X
JOTLZIS,O,X,X,O,O,X,X,O,X,O,X,X,X
JOTLZSI,O,X,X,O,O,X,X,X,X,O,X,X,X
JOTSILZ,O,O,X,O,X,X,X,X,X,X,X,X,X
JOTSIZL,O,O,X,O,X,X,X,O,X,X,X,X,X
JOTSLIZ,O,O,X,O,X,X,X,X,X,X,X,X,X
JOTSLZI,O,O,X,O,X,X,X,X,X,X,X,X,X
JOTSZIL,O,O,X,O,X,X,X,O,X,X,X,X,X
JOTSZLI,O,O,X,O,X,X,X,X,X,X,X,X,X
JOTZILS,O,X,X,O,O,X,X,O,X,X,X,X,O
JOTZISL,X,X,X,O,O,X,X,O,X,X,X,X,X
JOTZLIS,O,X,X,O,O,X,X,O,X,O,X,X,X
JOTZLSI,O,X,X,O,O,X,X,X,X,O,X,X,X
JOTZSIL,O,O,X,O,O,X,X,O,X,O,X,X,X
JOTZSLI,O,O,X,O,O,X,X,X,X,O,X,X,X
JOITLSZ,O,X,X,X,X,X,X,X,O,X,X,X,X
JOITLZS,O,X,X,X,X,X,X,O,X,X,X,X,X
JOITSLZ,X,O,X,X,X,X,X,X,O,X,X,X,X
JOITSZL,X,O,X,X,X,X,X,O,O,X,X,X,X
JOITZLS,X,X,X,X,X,X,X,O,X,X,X,X,O
JOITZSL,X,X,X,X,X,X,X,O,O,X,X,X,X
JOILTSZ,O,O,X,X,X,X,X,X,O,X,X,X,X
JOILTZS,O,X,X,X,X,X,X,O,X,X,X,O,X
JOILSTZ,O,O,X,X,X,X,X,X,X,X,X,X,X
JOILSZT,O,O,X,X,X,X,X,X,X,X,X,O,X
JOILZTS,O,X,X,X,O,X,X,O,X,X,X,O,O
JOILZST,O,O,X,X,O,X,X,X,X,X,X,O,O
JOISTLZ,O,O,X,X,X,X,X,X,O,X,X,X,X
JOISTZL,O,O,X,X,X,X,X,O,O,X,X,X,X
JOISLTZ,O,O,X,X,X,X,X,X,X,X,X,X,X
JOISLZT,O,O,X,O,X,X,X,X,X,X,X,X,X
JOISZTL,O,X,X,O,X,X,X,O,X,X,X,X,X
JOISZLT,O,X,X,O,X,X,X,X,X,X,X,X,O
JOIZTLS,O,X,X,X,O,X,X,O,X,X,X,X,O
JOIZTSL,X,X,X,O,X,X,X,O,O,X,X,X,X
JOIZLTS,O,X,X,X,O,X,X,O,X,X,X,X,O
JOIZLST,O,X,X,O,O,X,X,X,X,X,X,X,O
JOIZSTL,O,X,X,O,X,X,X,O,X,X,X,X,X
JOIZSLT,O,X,X,O,O,X,X,X,X,X,X,X,O
JOLTISZ,O,O,X,X,X,X,X,X,X,X,X,X,X
JOLTIZS,O,X,X,X,X,X,X,O,X,O,X,X,X
JOLTSIZ,O,O,O,X,X,X,X,X,X,X,X,X,X
JOLTSZI,O,O,O,X,X,X,X,X,X,O,X,X,X
JOLTZIS,O,X,X,X,X,X,X,O,X,O,X,X,X
JOLTZSI,O,X,X,X,X,X,X,X,X,O,X,X,X
JOLITSZ,O,O,X,X,X,X,X,X,X,X,X,X,X
JOLITZS,O,X,X,X,X,X,X,O,X,O,X,O,X
JOLISTZ,O,O,O,X,X,X,X,X,X,X,X,X,X
JOLISZT,O,O,O,X,X,X,X,X,X,X,X,O,X
JOLIZTS,O,X,X,X,X,X,X,O,X,O,X,O,O
JOLIZST,O,O,X,X,X,X,X,X,X,O,X,O,O
JOLSTIZ,O,O,O,X,X,X,X,X,X,X,X,X,X
JOLSTZI,O,O,O,O,X,X,X,X,X,O,X,X,X
JOLSITZ,O,O,O,X,X,O,X,X,X,X,X,X,X
JOLSIZT,O,O,O,O,X,O,X,X,X,X,X,X,X
JOLSZTI,O,O,O,O,X,X,X,X,X,O,X,X,X
JOLSZIT,O,O,O,O,X,X,X,X,X,O,X,X,X
JOLZTIS,O,X,X,X,X,X,X,O,X,O,X,X,X
JOLZTSI,O,X,X,X,X,X,X,X,X,O,X,X,X
JOLZITS,O,X,X,X,X,X,X,O,X,O,X,O,O
JOLZIST,O,O,X,O,X,X,X,X,X,O,X,O,O
JOLZSTI,O,O,O,O,X,X,X,X,X,O,X,X,X
JOLZSIT,O,O,O,O,X,X,X,X,X,O,X,X,X
JOSTILZ,O,O,X,O,X,X,X,X,X,X,X,X,X
JOSTIZL,O,O,X,O,X,X,X,O,X,X,X,X,X
JOSTLIZ,O,O,O,O,X,X,X,X,X,X,X,X,X
JOSTLZI,O,O,O,O,X,X,X,X,X,X,X,X,X
JOSTZIL,O,O,X,O,X,X,X,O,X,X,X,X,X
JOSTZLI,O,O,X,O,X,X,X,X,X,X,X,X,X
JOSITLZ,O,O,X,X,X,X,X,X,X,X,X,X,X
JOSITZL,O,O,X,X,X,X,X,O,X,X,X,X,X
JOSILTZ,O,O,O,X,X,O,X,X,X,X,X,X,X
JOSILZT,O,O,O,O,X,O,X,X,X,X,X,X,X
JOSIZTL,O,X,X,O,X,X,X,O,X,X,X,X,X
JOSIZLT,O,X,X,O,X,X,X,X,X,X,X,X,O
JOSLTIZ,O,O,O,O,X,X,X,X,X,X,X,X,X
JOSLTZI,O,O,O,O,X,X,X,X,X,X,X,X,X
JOSLITZ,O,O,O,X,X,O,X,X,X,X,X,X,X
JOSLIZT,O,O,O,O,X,O,X,X,X,X,X,X,X
JOSLZTI,O,O,O,O,X,X,X,X,X,X,X,X,X
JOSLZIT,O,O,O,O,X,X,X,X,X,X,X,X,X
JOSZTIL,O,O,X,O,X,X,X,O,X,X,X,X,X
JOSZTLI,O,O,X,O,X,X,X,X,X,X,X,X,X
JOSZITL,O,X,X,O,X,X,X,O,X,X,X,X,X
JOSZILT,O,X,X,O,X,X,X,X,X,X,X,X,O
JOSZLTI,O,O,X,O,X,X,X,X,X,X,X,X,X
JOSZLIT,O,O,X,O,X,X,X,X,X,X,X,X,X
JOZTILS,O,X,X,O,O,X,X,O,X,X,X,X,O
JOZTISL,X,X,X,O,O,X,X,O,X,X,X,X,X
JOZTLIS,O,X,X,O,O,X,X,O,X,O,X,X,X
JOZTLSI,O,X,X,O,O,X,X,X,X,O,X,X,X
JOZTSIL,O,O,X,O,O,X,X,O,X,O,X,X,X
JOZTSLI,O,O,X,O,O,X,X,X,X,O,X,X,X
JOZITLS,O,X,X,X,O,X,X,O,O,X,X,X,O
JOZITSL,X,X,X,O,O,X,X,O,O,X,X,X,X
JOZILTS,O,X,X,X,O,X,X,O,O,X,X,O,O
JOZILST,O,X,X,O,O,X,X,X,X,X,X,O,O
JOZISTL,O,X,X,O,X,X,X,O,O,X,X,X,X
JOZISLT,O,X,X,O,O,X,X,X,X,X,X,X,O
JOZLTIS,O,X,X,X,O,X,X,O,X,O,X,X,X
JOZLTSI,O,X,X,X,O,X,X,X,X,O,X,X,X
JOZLITS,O,X,X,X,O,X,X,O,X,O,X,O,O
JOZLIST,O,O,X,O,O,X,X,X,X,O,X,O,O
JOZLSTI,O,O,X,O,X,X,X,X,X,O,X,X,X
JOZLSIT,O,O,X,O,X,X,X,X,X,O,X,X,X
JOZSTIL,O,O,X,O,O,X,X,O,X,O,X,X,X
JOZSTLI,O,O,X,O,O,X,X,X,X,O,X,X,X
JOZSITL,O,X,X,O,X,X,X,O,X,X,X,X,X
JOZSILT,O,X,X,O,O,X,X,X,X,O,X,X,O
JOZSLTI,O,O,X,O,X,X,X,X,X,O,X,X,X
JOZSLIT,O,O,X,O,X,X,X,X,X,O,X,X,X
STILJZO,O,O,O,O,X,O,O,X,X,X,X,X,X
STILJOZ,O,O,O,X,X,O,O,X,X,X,O,X,X
STILZJO,O,O,O,O,O,O,O,X,X,X,X,X,X
STILZOJ,O,O,O,O,X,X,O,X,X,X,O,X,X
STILOJZ,O,O,O,X,X,O,O,X,X,X,O,X,X
STILOZJ,O,O,O,X,X,X,O,X,X,X,O,X,X
STIJLZO,O,O,O,O,X,O,O,X,X,X,X,X,X
STIJLOZ,O,O,O,X,X,O,O,X,X,X,X,X,X
STIJZLO,O,X,O,O,X,O,O,X,X,X,X,X,X
STIJZOL,X,X,X,O,X,X,O,X,X,X,X,X,X
STIJOLZ,O,X,O,X,X,O,O,X,O,X,X,X,X
STIJOZL,O,X,X,X,X,X,O,X,O,X,X,X,X
STIZLJO,O,X,O,O,O,O,O,X,X,X,X,X,X
STIZLOJ,O,X,O,O,X,X,O,X,X,X,X,X,X
STIZJLO,O,X,O,O,O,O,O,X,X,X,X,X,X
STIZJOL,X,X,X,O,X,X,O,X,X,X,X,X,X
STIZOLJ,O,X,X,O,X,X,O,O,X,X,X,X,X
STIZOJL,O,X,X,X,X,X,O,O,X,X,X,X,X
STIOLJZ,O,O,O,X,X,O,O,X,X,X,X,X,X
STIOLZJ,O,O,O,X,X,X,O,X,X,X,X,X,X
STIOJLZ,O,O,O,X,X,O,O,X,O,X,X,X,X
STIOJZL,O,O,X,X,X,X,O,O,O,X,X,X,X
STIOZLJ,O,O,X,X,X,X,O,O,X,X,X,X,X
STIOZJL,O,O,X,X,X,X,O,O,X,X,X,X,X
STLIJZO,O,O,O,O,X,O,O,X,X,X,X,X,X
STLIJOZ,O,O,O,X,X,O,O,X,X,X,O,X,X
STLIZJO,O,O,O,O,O,O,O,X,X,X,X,X,X
STLIZOJ,O,O,O,O,X,X,O,X,X,X,O,X,X
STLIOJZ,O,O,O,X,X,O,O,X,X,X,O,X,X
STLIOZJ,O,O,O,X,X,X,O,X,X,X,O,X,X
STLJIZO,O,O,O,O,X,O,O,X,X,X,X,X,X
STLJIOZ,O,O,O,X,X,O,O,X,X,X,X,X,X
STLJZIO,O,O,O,O,X,X,O,X,X,O,X,X,X
STLJZOI,X,X,O,O,X,X,X,X,X,O,X,X,X
STLJOIZ,O,O,O,X,X,X,X,X,X,X,X,X,X
STLJOZI,O,O,O,O,X,X,X,X,X,O,X,X,X
STLZIJO,O,O,O,O,O,O,O,X,X,X,O,X,X
STLZIOJ,O,O,O,O,X,X,O,X,X,X,O,X,X
STLZJIO,O,O,O,O,O,X,O,X,X,X,X,X,X
STLZJOI,X,X,O,O,X,X,X,X,X,X,X,X,X
STLZOIJ,O,O,O,O,X,X,O,X,X,X,X,X,X
STLZOJI,O,O,O,O,X,X,X,X,X,X,X,X,X
STLOIJZ,O,O,O,O,X,O,O,X,X,X,X,X,X
STLOIZJ,O,O,O,O,X,X,O,X,X,X,X,X,X
STLOJIZ,O,O,O,O,X,X,X,X,X,X,X,X,X
STLOJZI,O,O,O,O,X,X,X,X,X,O,X,X,X
STLOZIJ,O,O,O,O,X,X,O,X,X,X,X,X,X
STLOZJI,O,O,O,O,X,X,X,X,X,X,X,X,X
STJILZO,O,O,O,O,X,O,O,X,X,X,X,X,X
STJILOZ,O,O,O,X,X,O,O,X,X,X,X,X,X
STJIZLO,O,X,O,O,X,O,O,X,X,X,X,X,X
STJIZOL,X,X,X,O,X,X,O,X,X,X,X,X,X
STJIOLZ,O,X,O,X,X,O,O,X,O,X,X,X,X
STJIOZL,O,X,X,X,X,X,O,X,O,X,X,X,X
STJLIZO,O,O,O,O,X,O,O,X,X,X,X,X,X
STJLIOZ,O,O,O,X,X,O,O,X,X,X,X,X,X
STJLZIO,O,O,O,O,X,X,O,X,X,O,X,X,X
STJLZOI,X,X,O,O,X,X,X,X,X,O,X,X,X
STJLOIZ,O,O,O,X,X,X,X,X,X,X,X,X,X
STJLOZI,O,O,O,O,X,X,X,X,X,O,X,X,X
STJZILO,O,X,X,O,X,X,O,X,X,O,X,X,X
STJZIOL,O,X,X,O,X,X,O,X,X,O,X,X,X
STJZLIO,O,O,O,O,X,X,O,X,X,O,X,X,X
STJZLOI,O,X,O,O,X,X,X,X,X,O,X,X,X
STJZOIL,O,X,X,O,X,X,X,X,X,O,X,X,X
STJZOLI,O,X,X,O,X,X,X,X,X,O,X,X,X
STJOILZ,O,O,X,X,X,X,X,X,X,X,X,X,X
STJOIZL,O,O,X,X,X,X,X,X,X,X,X,X,X
STJOLIZ,O,O,O,X,X,X,X,X,X,X,X,X,X
STJOLZI,O,O,O,O,X,X,X,X,X,X,X,X,X
STJOZIL,O,O,X,O,X,X,X,X,X,X,X,X,X
STJOZLI,O,O,X,O,X,X,X,X,X,X,X,X,X
STZILJO,O,X,O,O,O,O,O,X,X,X,O,X,X
STZILOJ,O,X,O,O,X,X,O,X,X,X,O,X,X
STZIJLO,O,X,O,O,O,O,O,X,X,X,X,X,X
STZIJOL,O,X,X,O,X,X,O,X,X,X,X,X,X
STZIOLJ,O,X,X,O,X,X,O,O,X,X,X,X,X
STZIOJL,O,X,X,X,X,X,O,O,X,X,X,X,X
STZLIJO,O,O,O,O,O,O,O,X,X,X,O,X,X
STZLIOJ,O,O,O,O,X,X,O,X,X,X,O,X,X
STZLJIO,O,O,O,O,O,X,O,X,X,X,X,X,X
STZLJOI,O,X,O,O,X,X,X,X,X,X,X,X,X
STZLOIJ,O,O,O,O,X,X,O,X,X,X,X,X,X
STZLOJI,O,O,O,O,X,X,X,X,X,X,X,X,X
STZJILO,O,X,X,O,O,X,O,X,X,X,X,X,X
STZJIOL,O,X,X,O,X,X,O,X,X,X,X,X,X
STZJLIO,O,O,O,O,O,X,O,X,X,X,X,X,X
STZJLOI,O,X,O,O,X,X,X,X,X,X,X,X,X
STZJOIL,O,X,X,O,X,X,X,X,X,X,X,X,X
STZJOLI,O,X,X,O,X,X,X,X,X,X,X,X,X
STZOILJ,O,O,X,O,X,X,O,O,X,X,X,X,X
STZOIJL,O,O,X,O,X,X,O,O,X,X,X,X,X
STZOLIJ,O,O,X,O,X,X,O,X,X,X,X,X,X
STZOLJI,O,O,X,O,X,X,X,X,X,X,X,X,X
STZOJIL,O,O,X,O,X,X,X,O,X,X,X,X,X
STZOJLI,O,O,X,O,X,X,X,X,X,X,X,X,X
STOILJZ,O,O,O,O,X,O,O,X,X,X,X,X,X
STOILZJ,O,O,O,O,X,X,O,X,X,X,X,X,X
STOIJLZ,O,O,O,O,X,O,O,X,X,X,X,X,X
STOIJZL,O,O,X,O,X,X,O,O,X,X,X,X,X
STOIZLJ,O,O,X,O,X,X,O,O,X,X,X,X,X
STOIZJL,O,O,X,O,X,X,O,O,X,X,X,X,X
STOLIJZ,O,O,O,O,X,O,O,X,X,X,X,X,X
STOLIZJ,O,O,O,O,X,X,O,X,X,X,X,X,X
STOLJIZ,O,O,O,O,X,X,X,X,X,X,X,X,X
STOLJZI,O,O,O,O,X,X,X,X,X,X,X,X,X
STOLZIJ,O,O,O,O,X,X,O,X,X,X,X,X,X
STOLZJI,O,O,O,O,X,X,X,X,X,X,X,X,X
STOJILZ,O,O,X,O,X,X,X,X,X,X,X,X,X
STOJIZL,O,O,X,O,X,X,X,O,X,X,X,X,X
STOJLIZ,O,O,O,O,X,X,X,X,X,X,X,X,X
STOJLZI,O,O,O,O,X,X,X,X,X,X,X,X,X
STOJZIL,O,O,X,O,X,X,X,O,X,X,X,X,X
STOJZLI,O,O,X,O,X,X,X,X,X,X,X,X,X
STOZILJ,O,O,X,O,X,X,O,O,X,X,X,X,X
STOZIJL,O,O,X,O,X,X,O,O,X,X,X,X,X
STOZLIJ,O,O,X,O,X,X,O,X,X,X,X,X,X
STOZLJI,O,O,X,O,X,X,X,X,X,X,X,X,X
STOZJIL,O,O,X,O,X,X,X,O,X,X,X,X,X
STOZJLI,O,O,X,O,X,X,X,X,X,X,X,X,X
SITLJZO,O,O,O,O,X,O,O,X,X,X,X,X,X
SITLJOZ,O,O,O,X,X,O,O,X,X,X,X,X,X
SITLZJO,O,O,O,O,X,O,O,X,X,X,X,X,X
SITLZOJ,O,O,O,O,X,X,O,X,X,X,X,X,X
SITLOJZ,O,O,O,X,X,O,O,X,X,X,X,X,X
SITLOZJ,O,O,O,X,X,X,O,X,X,X,X,X,X
SITJLZO,O,O,O,O,X,O,O,X,X,X,X,X,X
SITJLOZ,O,O,O,X,X,O,O,X,X,X,X,X,X
SITJZLO,O,X,O,O,X,O,O,X,X,X,X,X,X
SITJZOL,X,X,X,O,X,X,O,X,X,X,X,X,X
SITJOLZ,O,X,O,X,X,O,O,X,O,X,X,X,X
SITJOZL,O,X,X,X,X,X,O,X,O,X,X,X,X
SITZLJO,O,X,O,O,X,O,O,X,X,X,X,X,X
SITZLOJ,O,X,O,O,X,X,O,X,X,X,X,X,X
SITZJLO,O,X,O,O,X,O,O,X,X,X,X,X,X
SITZJOL,X,X,X,O,X,X,O,X,X,X,X,X,X
SITZOLJ,O,X,X,O,X,X,O,O,X,X,X,X,X
SITZOJL,O,X,X,X,X,X,O,O,X,X,X,X,X
SITOLJZ,O,O,O,X,X,O,O,X,X,X,X,X,X
SITOLZJ,O,O,O,X,X,X,O,X,X,X,X,X,X
SITOJLZ,O,O,O,X,X,O,O,X,O,X,X,X,X
SITOJZL,O,O,X,X,X,X,O,O,O,X,X,X,X
SITOZLJ,O,O,X,X,X,X,O,O,X,X,X,X,X
SITOZJL,O,O,X,X,X,X,O,O,X,X,X,X,X
SILTJZO,X,O,O,O,X,O,O,X,X,X,X,X,X
SILTJOZ,O,O,O,X,X,O,O,X,X,X,X,X,X
SILTZJO,X,O,O,O,X,O,O,X,X,X,X,X,X
SILTZOJ,X,O,O,O,X,X,O,X,X,X,X,X,X
SILTOJZ,O,O,O,X,X,O,O,X,X,X,X,X,X
SILTOZJ,X,O,O,X,X,X,O,X,X,X,X,X,X
SILJTZO,X,O,O,X,X,O,X,X,X,X,X,X,X
SILJTOZ,O,O,O,X,X,O,X,X,X,X,X,X,X
SILJZTO,X,O,X,X,X,O,O,X,X,X,X,O,X
SILJZOT,O,O,O,X,X,O,X,X,X,X,X,O,X
SILJOTZ,O,O,O,X,X,O,X,X,X,X,X,X,X
SILJOZT,O,O,O,X,X,O,X,X,X,X,X,O,X
SILZTJO,X,X,X,O,X,X,O,X,X,X,X,X,X
SILZTOJ,X,X,X,O,X,X,O,X,X,X,X,X,X
SILZJTO,X,O,X,O,O,O,O,X,X,X,X,X,X
SILZJOT,O,O,O,O,O,O,X,X,X,X,X,X,X
SILZOTJ,X,X,X,O,X,X,O,X,X,X,X,X,X
SILZOJT,O,O,O,O,X,X,X,X,X,X,X,X,X
SILOTJZ,O,O,O,O,X,X,X,X,X,X,X,X,X
SILOTZJ,X,O,O,O,X,X,X,X,X,X,X,X,X
SILOJTZ,O,O,O,X,X,O,X,X,X,X,X,X,X
SILOJZT,O,O,O,O,X,O,X,X,X,X,X,X,X
SILOZTJ,X,X,X,O,X,X,O,X,X,X,X,X,X
SILOZJT,O,O,O,O,X,X,X,X,X,X,X,X,X
SIJTLZO,O,O,O,X,X,O,X,X,X,X,X,X,X
SIJTLOZ,O,O,O,X,X,O,X,X,X,X,X,X,X
SIJTZLO,O,X,X,X,X,X,X,X,X,X,X,X,X
SIJTZOL,X,X,X,X,X,X,X,X,X,X,X,X,X
SIJTOLZ,O,X,X,X,X,X,X,X,O,X,X,X,X
SIJTOZL,X,X,X,X,X,X,X,X,O,X,X,X,X
SIJLTZO,X,O,O,X,X,O,X,X,X,X,X,X,X
SIJLTOZ,O,O,O,X,X,O,X,X,X,X,X,X,X
SIJLZTO,X,O,X,X,X,O,O,X,X,X,X,O,X
SIJLZOT,O,O,O,X,X,O,X,X,X,X,X,O,X
SIJLOTZ,O,O,O,X,X,O,X,X,X,X,X,X,X
SIJLOZT,O,O,O,X,X,O,X,X,X,X,X,O,X
SIJZTLO,O,X,X,X,X,X,O,X,X,X,X,X,X
SIJZTOL,O,X,X,X,X,X,O,X,X,X,X,X,X
SIJZLTO,O,X,X,X,X,O,O,X,X,X,X,X,X
SIJZLOT,O,X,O,X,X,O,X,X,X,X,X,X,X
SIJZOTL,X,X,X,X,X,X,X,X,X,X,X,X,X
SIJZOLT,O,X,X,X,X,X,X,X,X,X,X,X,X
SIJOTLZ,O,X,X,X,X,X,X,X,O,X,X,X,X
SIJOTZL,X,X,X,X,X,X,X,X,O,X,X,X,X
SIJOLTZ,O,X,O,X,X,O,X,X,X,X,X,X,X
SIJOLZT,O,X,O,X,X,O,X,X,X,X,X,X,X
SIJOZTL,X,X,X,X,X,X,X,X,X,X,X,X,X
SIJOZLT,O,X,X,X,X,X,X,X,X,X,X,X,X
SIZTLJO,O,X,X,O,X,X,O,X,X,X,X,X,X
SIZTLOJ,O,X,X,O,X,X,O,X,X,X,X,X,X
SIZTJLO,O,X,X,O,X,X,O,X,X,X,X,X,X
SIZTJOL,O,X,X,O,X,X,O,X,X,X,X,X,X
SIZTOLJ,O,X,X,O,X,X,O,O,X,X,X,X,X
SIZTOJL,O,X,X,X,X,X,O,O,X,X,X,X,X
SIZLTJO,O,X,X,O,X,X,O,X,X,X,X,X,X
SIZLTOJ,O,X,X,O,X,X,O,X,X,X,X,X,X
SIZLJTO,O,X,X,O,O,O,O,X,X,X,X,X,X
SIZLJOT,O,X,O,O,O,O,X,X,X,X,X,X,X
SIZLOTJ,O,X,X,O,X,X,O,X,X,X,X,X,X
SIZLOJT,O,X,O,O,X,X,X,X,X,X,X,X,X
SIZJTLO,O,X,X,X,X,X,O,X,X,X,X,X,X
SIZJTOL,O,X,X,X,X,X,O,X,X,X,X,X,X
SIZJLTO,O,X,X,O,O,O,O,X,X,X,X,X,X
SIZJLOT,O,X,O,O,O,O,X,X,X,X,X,X,X
SIZJOTL,O,X,X,X,X,X,X,X,X,X,X,X,X
SIZJOLT,O,X,X,X,X,X,X,X,X,X,X,X,X
SIZOTLJ,O,X,X,O,X,X,O,O,X,X,X,X,X
SIZOTJL,O,X,X,O,X,X,O,O,X,X,X,X,X
SIZOLTJ,O,X,X,O,X,X,O,X,X,X,X,X,O
SIZOLJT,O,X,X,O,X,X,X,X,X,X,X,X,O
SIZOJTL,O,X,X,O,X,X,X,O,X,X,X,X,X
SIZOJLT,O,X,X,O,X,X,X,X,X,X,X,X,O
SIOTLJZ,O,O,X,O,X,X,X,X,X,X,X,X,X
SIOTLZJ,O,O,X,O,X,X,X,X,X,X,X,X,X
SIOTJLZ,O,O,X,O,X,X,X,X,O,X,X,X,X
SIOTJZL,O,O,X,O,X,X,X,O,O,X,X,X,X
SIOTZLJ,O,O,X,O,X,X,X,O,X,X,X,X,X
SIOTZJL,O,O,X,O,X,X,X,O,X,X,X,X,X
