sequence,v115@4gA8IeE8FeD8EeG8CeE8Jei6IvhFzbBxdBckBelB3q?BFrB,v115@4gA8IeE8FeD8EeG8CeE8Jez7IvhFxdBifB3kBFmB0q?BmpB,v115@4gA8IeE8FeD8EeG8CeE8JeO/IvhFXbBKhBxdB1pBzq?BcqB,v115@4gA8IeE8FeD8EeG8CeE8Jem6IvhFzbBxdBKkBFmB0q?BfqB,v115@4gA8IeE8FeD8EeG8CeE8Je37IvhFxdB0fBVmBifBmp?BzqB,v115@4gA8IeE8FeD8EeG8CeE8JeK/IvhFfgBxdBUhBlgBmp?BzqB,v115@4gA8IeE8FeD8EeG8CeE8JeO/IvhF8fBzbBxiBypB3q?BFrB,v115@4gA8IeE8FeD8EeG8CeE8Jey/IvhFzbB0fBxiB2pB3q?BFrB,v115@4gA8IeE8FeD8EeG8CeE8Je06IvhFzbBxdBKkBFlBXm?B2vB,v115@4gA8IeE8FeD8EeG8CeE8Jez7IvhFxdBKkBUgBlfBXm?B2vB,v115@4gA8IeE8FeD8EeG8CeE8JeT6IvhFxdBlgBikBXmBUq?BmqB
SIOZTLJ,X,O,X,X,X,X,X,X,X,X,O
SIOZTJL,X,O,X,X,X,X,X,X,X,X,X
SIOZLTJ,X,O,X,X,X,X,X,X,O,O,O
SIOZLJT,O,X,X,X,X,X,X,X,X,O,O
SIOZJTL,O,X,X,X,X,X,X,X,X,X,X
SIOZJLT,O,X,X,X,X,O,X,X,X,X,X
SLTIJZO,X,O,X,X,X,X,O,X,X,O,X
SLTIJOZ,X,X,X,X,X,X,O,X,X,O,O
SLTIZJO,X,O,X,X,X,X,O,X,X,X,X
SLTIZOJ,X,O,X,X,X,X,O,X,X,O,O
SLTIOJZ,X,X,X,X,X,X,O,X,O,X,O
SLTIOZJ,X,O,X,X,X,X,O,X,O,O,O
SLTJIZO,X,O,X,X,X,X,O,X,X,O,X
SLTJIOZ,X,X,X,X,X,X,O,X,X,O,O
SLTJZIO,X,O,X,X,X,X,O,X,X,O,X
SLTJZOI,X,O,X,X,X,X,O,X,X,O,X
SLTJOIZ,X,X,X,X,X,X,O,X,X,O,O
SLTJOZI,X,X,X,X,X,X,O,X,X,O,O
SLTZIJO,X,O,X,X,X,X,O,X,X,X,X
SLTZIOJ,X,O,X,X,X,X,O,X,X,O,O
SLTZJIO,X,O,X,X,X,X,O,X,X,X,X
SLTZJOI,X,O,X,X,X,X,O,X,X,X,X
SLTZOIJ,X,O,X,X,X,X,O,X,X,O,O
SLTZOJI,X,O,X,X,X,X,O,X,X,O,O
SLTOIJZ,X,X,X,X,X,X,O,X,O,X,O
SLTOIZJ,X,O,X,X,X,X,O,X,O,O,O
SLTOJIZ,X,X,X,X,X,X,O,X,O,X,O
SLTOJZI,X,X,X,X,X,X,O,X,O,X,O
SLTOZIJ,X,O,X,X,X,X,O,X,O,O,O
SLTOZJI,X,O,X,X,X,X,O,X,O,O,O
SLITJZO,X,O,X,X,X,X,O,X,X,O,X
SLITJOZ,X,X,X,X,X,X,O,X,X,O,O
SLITZJO,X,O,X,X,X,X,O,X,X,X,X
SLITZOJ,X,O,X,X,X,X,O,X,X,O,O
SLITOJZ,X,X,X,X,X,X,O,X,O,X,O
SLITOZJ,X,O,X,X,X,X,O,X,O,O,O
SLIJTZO,X,O,X,X,X,X,O,O,X,O,X
SLIJTOZ,X,X,X,X,X,X,O,O,X,O,O
SLIJZTO,O,O,X,X,X,X,O,O,X,O,X
SLIJZOT,O,X,X,X,X,X,O,X,X,O,X
SLIJOTZ,X,X,X,X,X,X,X,O,O,O,O
SLIJOZT,X,X,X,X,X,X,X,X,X,O,X
SLIZTJO,O,O,X,O,X,X,O,X,X,X,O
SLIZTOJ,X,O,X,O,X,X,O,X,X,O,O
SLIZJTO,O,O,X,X,X,X,O,X,X,O,O
SLIZJOT,O,X,X,X,X,X,O,X,X,O,O
SLIZOTJ,X,O,X,X,X,X,O,X,O,O,O
SLIZOJT,O,X,X,X,X,X,O,X,X,O,O
SLIOTJZ,X,X,O,X,X,X,O,X,O,X,O
SLIOTZJ,X,O,O,X,X,X,O,X,O,O,O
SLIOJTZ,X,X,X,X,X,X,X,X,O,O,O
SLIOJZT,X,X,X,X,X,X,X,X,X,O,X
SLIOZTJ,X,O,X,X,X,X,O,X,O,O,O
SLIOZJT,X,X,X,X,X,X,O,X,X,O,O
SLJTIZO,X,O,X,X,X,X,O,O,X,O,X
SLJTIOZ,X,X,X,X,X,X,O,O,X,O,O
SLJTZIO,X,O,X,X,X,X,O,O,X,O,X
SLJTZOI,X,O,X,X,X,X,O,O,X,O,X
SLJTOIZ,X,X,X,X,X,X,O,O,X,O,O
SLJTOZI,X,X,X,X,X,X,O,O,X,O,O
SLJITZO,X,O,X,X,X,X,O,O,X,O,X
SLJITOZ,X,X,X,X,X,X,O,O,X,O,O
SLJIZTO,O,O,X,X,X,X,O,O,X,O,X
SLJIZOT,O,X,X,X,X,X,O,X,X,O,X
SLJIOTZ,X,X,X,X,X,X,X,O,O,O,O
SLJIOZT,X,X,X,X,X,X,X,X,X,O,X
SLJZTIO,O,O,X,X,X,X,O,O,X,O,X
SLJZTOI,O,O,X,X,X,X,O,O,X,O,X
SLJZITO,O,O,X,X,X,X,O,O,X,O,X
SLJZIOT,O,X,X,X,X,X,O,X,X,O,X
SLJZOTI,O,X,X,X,X,X,O,X,X,O,X
SLJZOIT,O,X,X,X,X,X,O,X,X,O,X
SLJOTIZ,X,X,X,X,X,X,X,O,O,O,O
SLJOTZI,X,X,X,X,X,X,X,O,O,O,O
SLJOITZ,X,X,X,X,X,X,X,O,O,O,O
SLJOIZT,X,X,X,X,X,X,X,X,X,O,X
SLJOZTI,X,X,X,X,X,X,X,X,X,O,X
SLJOZIT,X,X,X,X,X,X,X,X,X,O,X
SLZTIJO,O,O,X,O,X,X,O,X,X,X,O
SLZTIOJ,X,O,X,O,X,X,O,X,X,O,O
SLZTJIO,O,O,X,O,X,X,O,X,X,X,O
SLZTJOI,O,O,X,O,X,X,O,X,X,X,O
SLZTOIJ,X,O,X,O,X,X,O,X,X,O,O
SLZTOJI,X,O,X,O,X,X,O,X,X,O,O
SLZITJO,O,O,X,O,X,X,O,X,X,X,O
SLZITOJ,X,O,X,O,X,X,O,X,X,O,O
SLZIJTO,O,O,X,X,X,X,O,X,X,O,O
SLZIJOT,O,X,X,X,X,X,O,X,X,O,O
SLZIOTJ,X,O,X,X,X,X,O,X,O,O,O
SLZIOJT,O,X,X,X,X,X,O,X,X,O,O
SLZJTIO,O,O,X,X,X,X,O,X,X,O,O
SLZJTOI,O,O,X,X,X,X,O,X,X,O,O
SLZJITO,O,O,X,X,X,X,O,X,X,O,O
SLZJIOT,O,X,X,X,X,X,O,X,X,O,O
SLZJOTI,O,X,X,X,X,X,O,X,X,O,O
SLZJOIT,O,X,X,X,X,X,O,X,X,O,O
SLZOTIJ,X,O,X,X,X,X,O,X,O,O,O
SLZOTJI,X,O,X,X,X,X,O,X,O,O,O
SLZOITJ,X,O,X,X,X,X,O,X,O,O,O
SLZOIJT,O,X,X,X,X,X,O,X,X,O,O
SLZOJTI,O,X,X,X,X,X,O,X,X,O,O
SLZOJIT,O,X,X,X,X,X,O,X,X,O,O
SLOTIJZ,X,X,O,X,X,X,O,X,O,X,O
SLOTIZJ,X,O,O,X,X,X,O,X,O,O,O
SLOTJIZ,X,X,O,X,X,X,O,X,O,X,O
SLOTJZI,X,X,O,X,X,X,O,X,O,X,O
SLOTZIJ,X,O,O,X,X,X,O,X,O,O,O
SLOTZJI,X,O,O,X,X,X,O,X,O,O,O
SLOITJZ,X,X,O,X,X,X,O,X,O,X,O
SLOITZJ,X,O,O,X,X,X,O,X,O,O,O
SLOIJTZ,X,X,X,X,X,X,X,X,O,O,O
SLOIJZT,X,X,X,X,X,X,X,X,X,O,X
SLOIZTJ,X,O,X,X,X,X,O,X,O,O,O
SLOIZJT,X,X,X,X,X,X,O,X,X,O,O
SLOJTIZ,X,X,X,X,X,X,X,X,O,O,O
SLOJTZI,X,X,X,X,X,X,X,X,O,O,O
SLOJITZ,X,X,X,X,X,X,X,X,O,O,O
SLOJIZT,X,X,X,X,X,X,X,X,X,O,X
SLOJZTI,X,X,X,X,X,X,X,X,X,O,X
SLOJZIT,X,X,X,X,X,X,X,X,X,O,X
SLOZTIJ,X,O,X,X,X,X,O,X,O,O,O
SLOZTJI,X,O,X,X,X,X,O,X,O,O,O
SLOZITJ,X,O,X,X,X,X,O,X,O,O,O
SLOZIJT,X,X,X,X,X,X,O,X,X,O,O
SLOZJTI,X,X,X,X,X,X,O,X,X,O,O
SLOZJIT,X,X,X,X,X,X,O,X,X,O,O
SJTILZO,X,O,X,X,O,X,X,O,X,O,X
SJTILOZ,X,X,X,X,X,X,X,O,X,O,O
SJTIZLO,O,X,X,X,O,X,X,O,X,X,X
SJTIZOL,O,X,X,X,O,X,X,O,X,X,X
SJTIOLZ,X,X,X,X,X,X,X,O,X,O,X
SJTIOZL,X,X,X,X,O,X,X,O,X,X,X
SJTLIZO,X,O,X,X,O,X,X,O,X,O,X
SJTLIOZ,X,X,X,X,X,X,X,O,X,O,O
SJTLZIO,X,O,X,X,O,X,X,O,X,O,X
SJTLZOI,X,O,X,X,O,X,X,O,X,O,X
SJTLOIZ,X,X,X,X,X,X,X,O,X,O,O
SJTLOZI,X,X,X,X,X,X,X,O,X,O,O
SJTZILO,O,X,X,X,O,X,X,O,X,X,X
SJTZIOL,O,X,X,X,O,X,X,O,X,X,X
SJTZLIO,O,X,X,X,O,X,X,O,X,X,X
SJTZLOI,O,X,X,X,O,X,X,O,X,X,X
SJTZOIL,O,X,X,X,O,X,X,O,X,X,X
SJTZOLI,O,X,X,X,O,X,X,O,X,X,X
SJTOILZ,X,X,X,X,X,X,X,O,X,O,X
SJTOIZL,X,X,X,X,O,X,X,O,X,X,X
SJTOLIZ,X,X,X,X,X,X,X,O,X,O,X
SJTOLZI,X,X,X,X,X,X,X,O,X,O,X
SJTOZIL,X,X,X,X,O,X,X,O,X,X,X
SJTOZLI,X,X,X,X,O,X,X,O,X,X,X
SJITLZO,X,O,X,X,O,X,X,O,X,O,X
SJITLOZ,X,X,X,X,X,X,X,O,X,O,O
SJITZLO,O,X,X,X,O,X,X,O,X,X,X
SJITZOL,O,X,X,X,O,X,X,O,X,X,X
SJITOLZ,X,X,X,X,X,X,X,O,X,O,X
SJITOZL,X,X,X,X,O,X,X,O,X,X,X
SJILTZO,X,O,X,X,X,O,O,O,X,O,X
SJILTOZ,X,X,X,X,X,O,O,O,X,O,O
SJILZTO,O,O,X,X,X,O,O,O,X,O,X
SJILZOT,O,X,X,X,X,O,O,X,X,O,X
SJILOTZ,X,X,X,X,X,O,X,O,O,O,O
SJILOZT,X,X,X,X,X,O,X,X,X,O,X
SJIZTLO,O,O,X,X,O,X,X,O,X,X,O
SJIZTOL,O,O,X,X,O,X,X,O,X,X,X
SJIZLTO,O,O,X,X,X,O,X,O,X,O,O
SJIZLOT,O,X,X,X,X,O,X,X,X,O,O
SJIZOTL,O,X,X,X,X,X,X,X,X,X,X
SJIZOLT,O,X,X,X,X,X,X,X,X,O,X
SJIOTLZ,X,X,X,X,O,X,X,O,X,O,X
SJIOTZL,X,X,X,X,O,X,X,O,X,X,X
SJIOLTZ,X,X,X,X,X,O,X,O,O,O,X
SJIOLZT,X,X,X,X,X,O,X,X,X,O,X
SJIOZTL,O,X,X,X,X,X,X,X,X,X,X
SJIOZLT,O,X,X,X,X,O,X,X,X,O,X
SJLTIZO,X,O,X,X,X,O,O,O,X,O,X
SJLTIOZ,X,X,X,X,X,O,O,O,X,O,O
SJLTZIO,X,O,X,X,X,O,O,O,X,O,X
SJLTZOI,X,O,X,X,X,O,O,O,X,O,X
SJLTOIZ,X,X,X,X,X,O,O,O,X,O,O
SJLTOZI,X,X,X,X,X,O,O,O,X,O,O
SJLITZO,X,O,X,X,X,O,O,O,X,O,X
SJLITOZ,X,X,X,X,X,O,O,O,X,O,O
SJLIZTO,O,O,X,X,X,O,O,O,X,O,X
SJLIZOT,O,X,X,X,X,O,O,X,X,O,X
SJLIOTZ,X,X,X,X,X,O,X,O,O,O,O
SJLIOZT,X,X,X,X,X,O,X,X,X,O,X
SJLZTIO,O,O,X,X,X,O,O,O,X,O,X
SJLZTOI,O,O,X,X,X,O,O,O,X,O,X
SJLZITO,O,O,X,X,X,O,O,O,X,O,X
SJLZIOT,O,X,X,X,X,O,O,X,X,O,X
SJLZOTI,O,X,X,X,X,O,O,X,X,O,X
SJLZOIT,O,X,X,X,X,O,O,X,X,O,X
SJLOTIZ,X,X,X,X,X,O,X,O,O,O,O
SJLOTZI,X,X,X,X,X,O,X,O,O,O,O
SJLOITZ,X,X,X,X,X,O,X,O,O,O,O
SJLOIZT,X,X,X,X,X,O,X,X,X,O,X
SJLOZTI,X,X,X,X,X,O,X,X,X,O,X
SJLOZIT,X,X,X,X,X,O,X,X,X,O,X
SJZTILO,O,O,X,X,O,X,X,O,X,X,O
SJZTIOL,O,O,X,X,O,X,X,O,X,X,X
SJZTLIO,O,O,X,X,O,X,X,O,X,X,O
SJZTLOI,O,O,X,X,O,X,X,O,X,X,O
SJZTOIL,O,O,X,X,O,X,X,O,X,X,X
SJZTOLI,O,O,X,X,O,X,X,O,X,X,X
SJZITLO,O,O,X,X,O,X,X,O,X,X,O
SJZITOL,O,O,X,X,O,X,X,O,X,X,X
SJZILTO,O,O,X,X,X,O,X,O,X,O,O
SJZILOT,O,X,X,X,X,O,X,X,X,O,O
SJZIOTL,O,X,X,X,X,X,X,X,X,X,X
SJZIOLT,O,X,X,X,X,X,X,X,X,O,X
SJZLTIO,O,O,X,X,X,O,X,O,X,O,O
SJZLTOI,O,O,X,X,X,O,X,O,X,O,O
SJZLITO,O,O,X,X,X,O,X,O,X,O,O
SJZLIOT,O,X,X,X,X,O,X,X,X,O,O
SJZLOTI,O,X,X,X,X,O,X,X,X,O,O
SJZLOIT,O,X,X,X,X,O,X,X,X,O,O
SJZOTIL,O,X,X,X,X,X,X,X,X,X,X
SJZOTLI,O,X,X,X,X,X,X,X,X,X,X
SJZOITL,O,X,X,X,X,X,X,X,X,X,X
SJZOILT,O,X,X,X,X,X,X,X,X,O,X
SJZOLTI,O,X,X,X,X,X,X,X,X,O,X
SJZOLIT,O,X,X,X,X,X,X,X,X,O,X
SJOTILZ,X,X,X,X,O,X,X,O,X,O,X
SJOTIZL,X,X,X,X,O,X,X,O,X,X,X
SJOTLIZ,X,X,X,X,O,X,X,O,X,O,X
SJOTLZI,X,X,X,X,O,X,X,O,X,O,X
SJOTZIL,X,X,X,X,O,X,X,O,X,X,X
SJOTZLI,X,X,X,X,O,X,X,O,X,X,X
SJOITLZ,X,X,X,X,O,X,X,O,X,O,X
SJOITZL,X,X,X,X,O,X,X,O,X,X,X
SJOILTZ,X,X,X,X,X,O,X,O,O,O,X
SJOILZT,X,X,X,X,X,O,X,X,X,O,X
SJOIZTL,O,X,X,X,X,X,X,X,X,X,X
SJOIZLT,O,X,X,X,X,O,X,X,X,O,X
SJOLTIZ,X,X,X,X,X,O,X,O,O,O,X
SJOLTZI,X,X,X,X,X,O,X,O,O,O,X
SJOLITZ,X,X,X,X,X,O,X,O,O,O,X
SJOLIZT,X,X,X,X,X,O,X,X,X,O,X
SJOLZTI,X,X,X,X,X,O,X,X,X,O,X
SJOLZIT,X,X,X,X,X,O,X,X,X,O,X
SJOZTIL,O,X,X,X,X,X,X,X,X,X,X
SJOZTLI,O,X,X,X,X,X,X,X,X,X,X
SJOZITL,O,X,X,X,X,X,X,X,X,X,X
SJOZILT,O,X,X,X,X,O,X,X,X,O,X
SJOZLTI,O,X,X,X,X,O,X,X,X,O,X
SJOZLIT,O,X,X,X,X,O,X,X,X,O,X
SZTILJO,O,O,X,O,X,X,X,X,X,X,O
SZTILOJ,X,O,X,O,X,X,X,X,X,X,O
SZTIJLO,O,O,X,X,X,X,X,X,X,X,O
SZTIJOL,O,O,X,X,X,X,X,X,X,X,X
SZTIOLJ,X,O,X,O,X,X,X,X,X,X,O
SZTIOJL,X,O,X,X,X,X,X,X,X,X,X
SZTLIJO,O,O,X,O,X,X,X,X,X,X,O
SZTLIOJ,X,O,X,O,X,X,X,X,X,X,O
SZTLJIO,O,O,X,O,X,X,X,X,X,X,O
SZTLJOI,O,O,X,O,X,X,X,X,X,X,O
SZTLOIJ,X,O,X,O,X,X,X,X,X,X,O
SZTLOJI,X,O,X,O,X,X,X,X,X,X,O
SZTJILO,O,O,X,X,X,X,X,X,X,X,O
SZTJIOL,O,O,X,X,X,X,X,X,X,X,X
SZTJLIO,O,O,X,X,X,X,X,X,X,X,O
SZTJLOI,O,O,X,X,X,X,X,X,X,X,O
SZTJOIL,O,O,X,X,X,X,X,X,X,X,X
SZTJOLI,O,O,X,X,X,X,X,X,X,X,X
SZTOILJ,X,O,X,O,X,X,X,X,X,X,O
SZTOIJL,X,O,X,X,X,X,X,X,X,X,X
SZTOLIJ,X,O,X,O,X,X,X,X,X,X,O
SZTOLJI,X,O,X,O,X,X,X,X,X,X,O
SZTOJIL,X,O,X,X,X,X,X,X,X,X,X
SZTOJLI,X,O,X,X,X,X,X,X,X,X,X
SZITLJO,O,O,X,O,X,X,X,X,X,X,O
SZITLOJ,X,O,X,O,X,X,X,X,X,X,O
SZITJLO,O,O,X,X,X,X,X,X,X,X,O
SZITJOL,O,O,X,X,X,X,X,X,X,X,X
SZITOLJ,X,O,X,O,X,X,X,X,X,X,O
SZITOJL,X,O,X,X,X,X,X,X,X,X,X
SZILTJO,O,O,X,O,X,X,O,X,X,X,O
SZILTOJ,X,O,X,O,X,X,O,X,X,O,O
SZILJTO,O,O,X,X,X,X,O,X,X,O,O
SZILJOT,O,X,X,X,X,X,O,X,X,O,O
SZILOTJ,X,O,X,X,X,X,O,X,O,O,O
SZILOJT,O,X,X,X,X,X,O,X,X,O,O
SZIJTLO,O,O,X,X,X,X,X,O,X,X,O
SZIJTOL,O,O,X,X,X,X,X,O,X,X,X
SZIJLTO,O,O,X,X,X,O,X,O,X,O,O
SZIJLOT,O,X,X,X,X,O,X,X,X,O,O
SZIJOTL,O,X,X,X,X,X,X,X,X,X,X
SZIJOLT,O,X,X,X,X,X,X,X,X,O,X
SZIOTLJ,X,O,X,X,X,X,X,X,X,X,O
SZIOTJL,X,O,X,X,X,X,X,X,X,X,X
SZIOLTJ,X,O,X,X,X,X,X,X,O,O,O
SZIOLJT,O,X,X,X,X,X,X,X,X,O,O
SZIOJTL,O,X,X,X,X,X,X,X,X,X,X
SZIOJLT,O,X,X,X,X,O,X,X,X,X,X
SZLTIJO,O,O,X,O,X,X,O,X,X,X,O
SZLTIOJ,X,O,X,O,X,X,O,X,X,O,O
SZLTJIO,O,O,X,O,X,X,O,X,X,X,O
SZLTJOI,O,O,X,O,X,X,O,X,X,X,O
SZLTOIJ,X,O,X,O,X,X,O,X,X,O,O
SZLTOJI,X,O,X,O,X,X,O,X,X,O,O
SZLITJO,O,O,X,O,X,X,O,X,X,X,O
SZLITOJ,X,O,X,O,X,X,O,X,X,O,O
SZLIJTO,O,O,X,X,X,X,O,X,X,O,O
SZLIJOT,O,X,X,X,X,X,O,X,X,O,O
SZLIOTJ,X,O,X,X,X,X,O,X,O,O,O
SZLIOJT,O,X,X,X,X,X,O,X,X,O,O
SZLJTIO,O,O,X,X,X,X,O,X,X,O,O
SZLJTOI,O,O,X,X,X,X,O,X,X,O,O
SZLJITO,O,O,X,X,X,X,O,X,X,O,O
SZLJIOT,O,X,X,X,X,X,O,X,X,O,O
SZLJOTI,O,X,X,X,X,X,O,X,X,O,O
SZLJOIT,O,X,X,X,X,X,O,X,X,O,O
SZLOTIJ,X,O,X,X,X,X,O,X,O,O,O
SZLOTJI,X,O,X,X,X,X,O,X,O,O,O
SZLOITJ,X,O,X,X,X,X,O,X,O,O,O
SZLOIJT,O,X,X,X,X,X,O,X,X,O,O
SZLOJTI,O,X,X,X,X,X,O,X,X,O,O
SZLOJIT,O,X,X,X,X,X,O,X,X,O,O
SZJTILO,O,O,X,X,X,X,X,O,X,X,O
SZJTIOL,O,O,X,X,X,X,X,O,X,X,X
SZJTLIO,O,O,X,X,X,X,X,O,X,X,O
SZJTLOI,O,O,X,X,X,X,X,O,X,X,O
SZJTOIL,O,O,X,X,X,X,X,O,X,X,X
SZJTOLI,O,O,X,X,X,X,X,O,X,X,X
SZJITLO,O,O,X,X,X,X,X,O,X,X,O
SZJITOL,O,O,X,X,X,X,X,O,X,X,X
SZJILTO,O,O,X,X,X,O,X,O,X,O,O
SZJILOT,O,X,X,X,X,O,X,X,X,O,O
SZJIOTL,O,X,X,X,X,X,X,X,X,X,X
SZJIOLT,O,X,X,X,X,X,X,X,X,O,X
SZJLTIO,O,O,X,X,X,O,X,O,X,O,O
SZJLTOI,O,O,X,X,X,O,X,O,X,O,O
SZJLITO,O,O,X,X,X,O,X,O,X,O,O
SZJLIOT,O,X,X,X,X,O,X,X,X,O,O
SZJLOTI,O,X,X,X,X,O,X,X,X,O,O
SZJLOIT,O,X,X,X,X,O,X,X,X,O,O
SZJOTIL,O,X,X,X,X,X,X,X,X,X,X
SZJOTLI,O,X,X,X,X,X,X,X,X,X,X
SZJOITL,O,X,X,X,X,X,X,X,X,X,X
SZJOILT,O,X,X,X,X,X,X,X,X,O,X
SZJOLTI,O,X,X,X,X,X,X,X,X,O,X
SZJOLIT,O,X,X,X,X,X,X,X,X,O,X
SZOTILJ,X,O,X,X,X,X,X,X,X,X,O
SZOTIJL,X,O,X,X,X,X,X,X,X,X,X
SZOTLIJ,X,O,X,X,X,X,X,X,X,X,O
SZOTLJI,X,O,X,X,X,X,X,X,X,X,O
SZOTJIL,X,O,X,X,X,X,X,X,X,X,X
SZOTJLI,X,O,X,X,X,X,X,X,X,X,X
SZOITLJ,X,O,X,X,X,X,X,X,X,X,O
SZOITJL,X,O,X,X,X,X,X,X,X,X,X
SZOILTJ,X,O,X,X,X,X,X,X,O,O,O
SZOILJT,O,X,X,X,X,X,X,X,X,O,O
SZOIJTL,O,X,X,X,X,X,X,X,X,X,X
SZOIJLT,O,X,X,X,X,O,X,X,X,X,X
SZOLTIJ,X,O,X,X,X,X,X,X,O,O,O
SZOLTJI,X,O,X,X,X,X,X,X,O,O,O
SZOLITJ,X,O,X,X,X,X,X,X,O,O,O
SZOLIJT,O,X,X,X,X,X,X,X,X,O,O
SZOLJTI,O,X,X,X,X,X,X,X,X,O,O
SZOLJIT,O,X,X,X,X,X,X,X,X,O,O
SZOJTIL,O,X,X,X,X,X,X,X,X,X,X
SZOJTLI,O,X,X,X,X,X,X,X,X,X,X
SZOJITL,O,X,X,X,X,X,X,X,X,X,X
SZOJILT,O,X,X,X,X,O,X,X,X,X,X
SZOJLTI,O,X,X,X,X,O,X,X,X,X,X
SZOJLIT,O,X,X,X,X,O,X,X,X,X,X
SOTILJZ,X,X,O,X,O,X,X,X,O,X,O
SOTILZJ,X,O,O,X,X,X,X,X,O,O,O
SOTIJLZ,X,X,O,X,O,X,X,X,X,X,X
SOTIJZL,X,X,O,X,O,X,X,X,X,X,X
SOTIZLJ,X,X,O,X,X,X,X,X,X,X,X
SOTIZJL,X,X,O,X,O,X,X,X,X,X,X
SOTLIJZ,X,X,O,X,O,X,X,X,O,X,O
SOTLIZJ,X,O,O,X,X,X,X,X,O,O,O
SOTLJIZ,X,X,O,X,O,X,X,X,O,X,O
SOTLJZI,X,X,O,X,O,X,X,X,O,X,O
SOTLZIJ,X,O,O,X,X,X,X,X,O,O,O
SOTLZJI,X,O,O,X,X,X,X,X,O,O,O
SOTJILZ,X,X,O,X,O,X,X,X,X,X,X
SOTJIZL,X,X,O,X,O,X,X,X,X,X,X
SOTJLIZ,X,X,O,X,O,X,X,X,X,X,X
SOTJLZI,X,X,O,X,O,X,X,X,X,X,X
SOTJZIL,X,X,O,X,O,X,X,X,X,X,X
SOTJZLI,X,X,O,X,O,X,X,X,X,X,X
SOTZILJ,X,X,O,X,X,X,X,X,X,X,X
SOTZIJL,X,X,O,X,O,X,X,X,X,X,X
SOTZLIJ,X,X,O,X,X,X,X,X,X,X,X
SOTZLJI,X,X,O,X,X,X,X,X,X,X,X
SOTZJIL,X,X,O,X,O,X,X,X,X,X,X
SOTZJLI,X,X,O,X,O,X,X,X,X,X,X
SOITLJZ,X,X,O,X,O,X,X,X,O,X,O
SOITLZJ,X,O,O,X,X,X,X,X,O,O,O
SOITJLZ,X,X,O,X,O,X,X,X,X,X,X
SOITJZL,X,X,O,X,O,X,X,X,X,X,X
SOITZLJ,X,X,O,X,X,X,X,X,X,X,X
SOITZJL,X,X,O,X,O,X,X,X,X,X,X
SOILTJZ,X,X,O,X,X,X,O,X,O,X,O
SOILTZJ,X,O,O,X,X,X,O,X,O,O,O
SOILJTZ,X,X,X,X,X,X,X,X,O,O,O
SOILJZT,X,X,X,X,X,X,X,X,X,O,X
SOILZTJ,X,O,X,X,X,X,O,X,O,O,O
SOILZJT,X,X,X,X,X,X,O,X,X,O,X
SOIJTLZ,X,X,X,X,O,X,X,O,X,O,X
SOIJTZL,X,X,X,X,O,X,X,O,X,X,X
SOIJLTZ,X,X,X,X,X,O,X,O,O,O,X
SOIJLZT,X,X,X,X,X,O,X,X,X,O,X
SOIJZTL,O,X,X,X,X,X,X,X,X,X,X
SOIJZLT,O,X,X,X,X,O,X,X,X,O,X
SOIZTLJ,X,O,X,X,X,X,X,X,X,X,O
SOIZTJL,X,O,X,X,X,X,X,X,X,X,X
SOIZLTJ,X,O,X,X,X,X,X,X,O,O,O
SOIZLJT,O,X,X,X,X,X,X,X,X,O,O
SOIZJTL,O,X,X,X,X,X,X,X,X,X,X
SOIZJLT,O,X,X,X,X,O,X,X,X,X,X
SOLTIJZ,X,X,O,X,X,X,O,X,O,X,O
SOLTIZJ,X,O,O,X,X,X,O,X,O,O,O
SOLTJIZ,X,X,O,X,X,X,O,X,O,X,O
SOLTJZI,X,X,O,X,X,X,O,X,O,X,O
SOLTZIJ,X,O,O,X,X,X,O,X,O,O,O
SOLTZJI,X,O,O,X,X,X,O,X,O,O,O
SOLITJZ,X,X,O,X,X,X,O,X,O,X,O
SOLITZJ,X,O,O,X,X,X,O,X,O,O,O
SOLIJTZ,X,X,X,X,X,X,X,X,O,O,O
SOLIJZT,X,X,X,X,X,X,X,X,X,O,X
SOLIZTJ,X,O,X,X,X,X,O,X,O,O,O
SOLIZJT,X,X,X,X,X,X,O,X,X,O,X
SOLJTIZ,X,X,X,X,X,X,X,X,O,O,O
SOLJTZI,X,X,X,X,X,X,X,X,O,O,O
SOLJITZ,X,X,X,X,X,X,X,X,O,O,O
SOLJIZT,X,X,X,X,X,X,X,X,X,O,X
SOLJZTI,X,X,X,X,X,X,X,X,X,O,X
SOLJZIT,X,X,X,X,X,X,X,X,X,O,X
SOLZTIJ,X,O,X,X,X,X,O,X,O,O,O
SOLZTJI,X,O,X,X,X,X,O,X,O,O,O
SOLZITJ,X,O,X,X,X,X,O,X,O,O,O
SOLZIJT,X,X,X,X,X,X,O,X,X,O,X
SOLZJTI,X,X,X,X,X,X,O,X,X,O,X
SOLZJIT,X,X,X,X,X,X,O,X,X,O,X
SOJTILZ,X,X,X,X,O,X,X,O,X,O,X
SOJTIZL,X,X,X,X,O,X,X,O,X,X,X
SOJTLIZ,X,X,X,X,O,X,X,O,X,O,X
SOJTLZI,X,X,X,X,O,X,X,O,X,O,X
SOJTZIL,X,X,X,X,O,X,X,O,X,X,X
SOJTZLI,X,X,X,X,O,X,X,O,X,X,X
SOJITLZ,X,X,X,X,O,X,X,O,X,O,X
SOJITZL,X,X,X,X,O,X,X,O,X,X,X
SOJILTZ,X,X,X,X,X,O,X,O,O,O,X
