sequence,v115@zgA8GeC8FeE8FeD8EeE8BeA8BeC8JeWAJvhFxbBXdB?ylBFnBTqB0rB,v115@zgA8GeC8FeE8FeD8EeE8BeA8BeC8Jez6IvhF5gBOhB?XdBKqBFnB0rB,v115@zgA8GeC8FeE8FeD8EeE8BeA8BeC8JeC7IvhFxcBOlB?VmBUiB3qBzrB,v115@zgA8GeC8FeE8FeD8EeE8BeA8BeC8JeX9IvhFRgBUgB?6rBOsBFmBTqB,v115@zgA8GeC8FeE8FeD8EeE8BeA8BeC8JeC7IvhFxcBUiB?OqBXmBzrBlqB,v115@zgA8GeC8FeE8FeD8EeE8BeA8BeC8Jez6IvhFXdBKmB?OqBFnB5lB0rB,v115@zgA8GeC8FeE8FeD8EeE8BeA8BeC8Jez6IvhFXdBylB?FnBxqB+qB0rB,v115@zgA8GeC8FeE8FeD8EeE8BeA8BeC8JeU8IvhFFdBGgB?alBxmB3qBzrB,v115@zgA8GeC8FeE8FeD8EeE8BeA8BeC8JeR7IvhFShBUgB?/rBFnBTqBOsB,v115@zgA8GeC8FeE8FeD8EeE8BeA8BeC8JeWAJvhFXdBylB?FnBxqBTqB0rB,v115@zgA8GeC8FeE8FeD8EeE8BeA8BeC8JeWAJvhF0cBylB?FnBxqBTqBXsB,v115@zgA8GeC8FeE8FeD8EeE8BeA8BeC8JeC7IvhFXdBmgB?FnBxqBTqB0rB,v115@zgA8GeC8FeE8FeD8EeE8BeA8BeC8JefBJvhFxcBalB?WrBFnBzrBUqB,v115@zgA8GeC8FeE8FeD8EeE8BeA8BeC8JeF9IvhFRgBWnB?3gB8qBaqBzrB,v115@zgA8GeC8FeE8FeD8EeE8BeA8BeC8JeC7IvhF0cBmgB?FnBxqBTqBXsB,v115@zgA8GeC8FeE8FeD8EeE8BeA8BeC8Je08IvhFzgBFnB?xqBaqBGqBXsB,v115@zgA8GeC8FeE8FeD8EeE8BeA8BeC8JeT8IvhFUgBVnB?2rB5lBaqBXsB
JZLSOTI,X,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X
JZLSOIT,O,O,X,O,X,X,X,X,X,X,X,X,X,X,X,X,X
JZLOTIS,O,O,X,X,O,O,X,X,X,X,X,X,X,X,X,X,X
JZLOTSI,O,O,X,X,X,O,X,X,X,X,X,X,X,X,X,X,X
JZLOITS,X,O,X,X,O,X,X,X,X,X,X,X,X,X,X,X,X
JZLOIST,O,O,X,O,O,X,X,X,X,X,X,X,X,X,X,X,X
JZLOSTI,X,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X
JZLOSIT,O,O,X,O,O,X,X,X,X,X,X,X,X,X,X,X,X
JZSTILO,O,X,O,X,X,X,X,X,X,X,X,X,X,O,X,X,X
JZSTIOL,O,X,O,X,X,X,X,X,X,X,X,X,X,O,X,X,X
JZSTLIO,O,O,O,X,X,X,X,O,X,X,X,X,X,X,X,X,X
JZSTLOI,O,O,O,X,X,X,X,O,X,X,X,X,O,X,X,X,X
JZSTOIL,O,X,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X
JZSTOLI,O,X,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X
JZSITLO,O,X,O,O,X,X,X,O,X,X,X,X,X,O,X,X,X
JZSITOL,X,X,O,X,X,X,X,X,X,X,X,X,X,O,X,X,X
JZSILTO,O,O,O,O,X,X,X,X,X,X,X,X,X,X,X,X,X
JZSILOT,O,O,X,O,X,X,X,X,X,X,X,X,X,X,X,X,X
JZSIOTL,X,X,X,O,X,X,X,X,X,X,X,X,X,X,X,X,X
JZSIOLT,O,X,X,O,X,X,X,X,X,X,X,X,X,X,X,X,X
JZSLTIO,O,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X
JZSLTOI,O,O,X,X,X,X,X,X,X,X,X,X,O,X,X,X,X
JZSLITO,O,O,O,O,X,X,X,X,X,X,X,X,X,X,X,X,X
JZSLIOT,O,O,X,O,X,X,X,X,X,X,X,X,X,X,X,X,X
JZSLOTI,X,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X
JZSLOIT,O,O,X,O,X,X,X,X,X,X,X,X,X,X,X,X,X
JZSOTIL,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X
JZSOTLI,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X
JZSOITL,O,X,X,O,X,X,X,X,X,X,X,X,X,X,X,X,X
JZSOILT,O,X,X,O,X,X,X,X,X,X,X,X,X,X,X,X,X
JZSOLTI,O,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X
JZSOLIT,O,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X
JZOTILS,O,X,X,X,O,X,X,O,X,X,X,X,X,X,X,X,X
JZOTISL,O,X,X,X,X,X,X,O,X,X,X,X,X,O,X,X,X
JZOTLIS,O,X,X,X,O,O,X,O,X,X,X,X,X,X,X,X,X
JZOTLSI,O,X,X,X,X,O,X,O,X,X,X,X,X,X,X,X,X
JZOTSIL,O,X,X,X,O,X,X,X,X,X,X,X,X,X,X,X,X
JZOTSLI,O,X,X,X,O,O,X,O,X,X,X,X,X,X,X,X,X
JZOITLS,O,X,X,X,O,X,X,O,X,X,X,X,X,O,X,X,X
JZOITSL,O,X,X,X,X,X,X,O,X,X,X,X,X,O,X,X,X
JZOILTS,O,X,X,X,O,X,X,O,X,X,X,X,X,O,X,X,X
JZOILST,O,X,X,X,O,X,X,X,X,X,X,X,X,X,X,X,X
JZOISTL,O,X,X,O,O,X,X,O,X,X,X,X,X,O,X,X,X
JZOISLT,O,X,X,O,O,X,X,X,X,X,X,X,X,X,X,X,X
JZOLTIS,O,O,X,X,O,O,X,O,X,X,X,X,X,X,X,X,X
JZOLTSI,O,O,X,X,X,O,X,O,X,X,X,X,X,X,X,X,X
JZOLITS,O,O,X,X,O,X,X,X,X,X,X,X,X,X,X,X,X
JZOLIST,O,O,X,O,O,X,X,X,X,X,X,X,X,X,X,X,X
JZOLSTI,O,O,X,X,O,X,X,X,X,X,X,X,X,X,X,X,X
JZOLSIT,O,O,X,O,O,X,X,X,X,X,X,X,X,X,X,X,X
JZOSTIL,O,X,X,X,O,X,X,X,X,X,X,X,X,X,X,X,X
JZOSTLI,O,X,X,X,O,X,X,O,X,X,X,X,X,X,X,X,X
JZOSITL,O,X,X,O,O,X,X,X,X,X,X,X,X,X,X,X,X
JZOSILT,O,X,X,O,O,X,X,X,X,X,X,X,X,X,X,X,X
JZOSLTI,O,O,X,X,O,X,X,X,X,X,X,X,X,X,X,X,X
JZOSLIT,O,O,X,X,O,X,X,X,X,X,X,X,X,X,X,X,X
JOTILSZ,O,X,O,X,O,O,X,X,X,X,X,X,X,X,X,X,X
JOTILZS,O,X,O,X,O,O,X,O,X,X,X,X,X,O,X,X,X
JOTISLZ,O,X,O,O,X,O,O,O,X,X,X,X,X,X,X,X,X
JOTISZL,O,X,X,O,X,X,X,O,X,X,X,X,X,O,X,X,X
JOTIZLS,O,X,O,X,O,X,X,O,X,X,X,X,X,O,X,X,X
JOTIZSL,O,X,O,X,X,X,X,O,X,X,X,X,X,O,X,X,X
JOTLISZ,O,O,O,O,O,O,X,X,X,X,X,X,X,X,X,X,X
JOTLIZS,O,X,O,X,O,O,X,O,X,X,X,X,X,O,X,X,X
JOTLSIZ,O,O,O,O,X,O,X,X,X,X,X,X,O,X,X,X,X
JOTLSZI,O,O,O,X,X,O,X,X,X,X,X,X,O,X,X,X,X
JOTLZIS,O,X,O,X,O,O,X,O,X,X,X,X,X,O,X,X,X
JOTLZSI,O,X,O,X,X,O,X,O,X,X,X,X,X,X,X,X,X
JOTSILZ,O,X,O,O,O,O,O,O,X,X,X,X,X,X,X,X,X
JOTSIZL,O,X,O,O,X,X,X,O,X,X,X,X,X,O,X,X,X
JOTSLIZ,O,O,O,X,O,O,X,X,X,X,X,X,O,X,X,X,X
JOTSLZI,O,O,O,X,O,O,X,O,X,X,X,X,O,X,X,X,X
JOTSZIL,O,X,O,X,O,X,X,O,X,X,X,X,X,O,X,X,X
JOTSZLI,O,X,O,X,O,O,X,O,X,X,X,X,X,X,X,X,X
JOTZILS,O,X,O,X,O,X,X,O,X,X,X,X,X,O,X,X,X
JOTZISL,O,X,O,X,X,X,X,O,O,X,X,X,X,O,X,X,X
JOTZLIS,O,X,O,X,O,O,X,O,X,X,X,X,X,O,X,X,X
JOTZLSI,O,X,O,X,X,O,X,O,X,X,X,X,X,X,X,X,X
JOTZSIL,O,X,O,X,O,X,X,X,X,X,X,X,X,O,X,X,X
JOTZSLI,O,X,O,X,O,O,X,O,X,X,X,X,X,X,X,X,X
JOITLSZ,O,X,O,X,O,O,X,X,X,O,X,X,X,X,X,X,X
JOITLZS,O,X,O,X,O,O,X,O,X,X,O,X,X,O,X,X,X
JOITSLZ,O,X,O,O,X,O,O,O,X,O,X,X,X,X,X,X,X
JOITSZL,O,X,X,O,X,X,X,O,X,X,X,X,X,O,X,X,X
JOITZLS,O,X,O,X,O,X,X,O,X,X,X,X,X,O,X,X,X
JOITZSL,O,X,X,X,X,X,X,O,X,X,X,X,X,O,X,X,X
JOILTSZ,O,X,O,O,O,O,O,X,X,O,X,X,X,X,X,X,X
JOILTZS,O,X,O,X,O,O,O,O,X,X,O,X,X,O,X,X,X
JOILSTZ,O,X,O,O,O,X,X,X,X,X,X,X,X,X,X,X,X
JOILSZT,O,X,O,O,O,X,X,X,X,X,X,X,X,X,X,X,X
JOILZTS,O,X,O,X,O,X,X,O,X,X,O,X,X,X,X,X,X
JOILZST,O,X,O,O,O,X,X,X,X,X,X,X,X,X,X,X,X
JOISTLZ,O,X,O,O,O,X,X,O,X,X,X,X,X,X,X,X,X
JOISTZL,X,X,O,O,X,X,X,O,X,X,X,X,X,O,X,X,X
JOISLTZ,O,X,O,O,O,X,X,O,X,X,X,X,X,X,X,X,X
JOISLZT,O,X,O,O,O,X,X,O,X,X,X,X,X,X,X,X,X
JOISZTL,O,X,O,O,O,X,X,O,X,X,X,X,X,X,X,X,X
JOISZLT,O,X,O,O,O,X,X,O,X,X,X,X,X,X,X,X,X
JOIZTLS,O,X,O,X,O,X,X,O,X,X,X,X,X,O,X,X,X
JOIZTSL,O,X,O,X,X,X,X,O,X,X,X,X,X,O,X,X,X
JOIZLTS,O,X,O,X,O,X,X,O,X,X,X,X,X,O,X,X,X
JOIZLST,O,X,O,X,O,X,X,X,X,X,X,X,X,X,X,X,X
JOIZSTL,O,X,O,O,O,X,X,O,X,X,X,X,X,O,X,X,X
JOIZSLT,O,X,O,O,O,X,X,O,X,X,X,X,X,X,X,X,X
JOLTISZ,O,O,O,O,O,O,X,X,X,X,X,X,X,X,X,X,X
JOLTIZS,O,X,O,X,O,O,X,O,X,X,X,X,X,O,X,X,X
JOLTSIZ,O,O,X,O,X,O,X,X,X,X,X,X,O,X,X,X,X
JOLTSZI,O,O,X,X,X,O,X,X,X,X,X,X,O,X,X,X,X
JOLTZIS,O,X,O,X,O,O,X,O,X,X,X,X,X,O,X,X,X
JOLTZSI,O,X,X,X,X,O,X,O,X,X,X,X,X,X,X,X,X
JOLITSZ,O,O,O,O,O,O,X,X,X,X,X,X,X,X,X,X,X
JOLITZS,O,X,O,X,O,O,X,O,X,X,X,X,X,O,X,X,X
JOLISTZ,O,O,O,O,O,X,X,X,X,X,X,X,X,X,X,X,X
JOLISZT,O,O,O,O,O,X,X,X,X,X,X,X,X,X,X,X,X
JOLIZTS,O,O,O,X,O,X,X,O,X,X,X,X,X,X,X,X,X
JOLIZST,O,O,O,O,O,X,X,X,X,X,X,X,X,X,X,X,X
JOLSTIZ,O,O,O,O,O,O,X,X,X,X,X,X,O,X,X,X,X
JOLSTZI,O,O,O,X,O,O,X,X,X,X,X,X,O,X,X,X,X
JOLSITZ,O,O,O,O,O,X,X,X,X,X,X,X,X,X,X,X,X
JOLSIZT,O,O,O,O,O,X,X,X,X,X,X,X,X,X,X,X,X
JOLSZTI,O,O,O,X,O,X,X,X,X,X,X,X,X,X,X,X,X
JOLSZIT,O,O,O,O,O,X,X,X,X,X,X,X,X,X,X,X,X
JOLZTIS,O,O,X,X,O,O,X,O,X,X,X,X,X,O,X,X,X
JOLZTSI,O,O,X,X,X,O,X,O,X,X,X,X,X,X,X,X,X
JOLZITS,O,O,O,X,O,X,X,X,X,X,X,X,X,O,X,X,X
JOLZIST,O,O,O,O,O,X,X,X,X,X,X,X,X,X,X,X,X
JOLZSTI,O,O,X,X,O,X,X,X,X,X,X,X,X,X,X,X,X
JOLZSIT,O,O,X,O,O,X,X,X,X,X,X,X,X,X,X,X,X
JOSTILZ,O,X,O,O,O,O,O,O,X,X,X,X,X,X,X,X,X
JOSTIZL,O,X,O,O,X,X,X,O,X,X,X,X,X,O,X,X,X
JOSTLIZ,O,O,O,X,O,O,X,X,X,X,X,X,O,X,X,X,X
JOSTLZI,O,O,O,X,O,O,X,O,O,X,X,X,O,X,X,X,X
JOSTZIL,O,X,O,X,O,X,X,O,O,X,X,X,X,O,X,X,X
JOSTZLI,O,X,O,X,O,O,X,O,O,X,X,X,X,X,X,X,X
JOSITLZ,O,X,O,O,O,X,X,O,X,X,X,X,X,X,X,X,X
JOSITZL,X,X,O,O,X,X,X,O,X,X,X,X,X,O,X,X,X
JOSILTZ,O,X,O,O,O,X,X,O,X,X,X,X,X,X,X,X,X
JOSILZT,O,X,O,O,O,X,X,O,X,X,X,X,X,X,X,X,X
JOSIZTL,O,X,O,O,O,X,X,O,X,X,X,X,X,X,X,X,X
JOSIZLT,O,X,O,O,O,X,X,O,X,X,X,X,X,X,X,X,X
JOSLTIZ,O,O,O,O,O,O,X,X,X,X,X,X,O,X,X,X,X
JOSLTZI,O,O,O,X,O,O,X,O,X,X,X,X,O,X,X,X,X
JOSLITZ,O,O,O,O,O,X,X,X,X,X,X,X,X,X,X,X,X
JOSLIZT,O,O,O,O,O,X,X,X,X,X,X,X,X,X,X,X,X
JOSLZTI,O,O,O,X,O,X,X,O,X,X,X,X,X,X,X,X,X
JOSLZIT,O,O,O,O,O,X,X,X,X,X,X,X,X,X,X,X,X
JOSZTIL,O,X,O,X,O,X,X,O,O,X,X,X,X,O,X,X,X
JOSZTLI,O,X,O,X,O,X,X,O,O,X,X,X,X,X,X,X,X
JOSZITL,O,X,O,O,O,X,X,O,O,X,X,X,X,O,X,X,X
JOSZILT,O,X,O,O,O,X,X,X,X,X,X,X,X,X,X,X,X
JOSZLTI,O,X,O,X,O,X,X,O,X,X,X,X,X,X,X,X,X
JOSZLIT,O,X,O,X,O,X,X,X,X,X,X,X,X,X,X,X,X
JOZTILS,O,X,O,X,O,X,X,O,X,X,X,X,X,O,X,X,X
JOZTISL,O,X,O,X,X,X,X,O,O,X,X,X,X,O,X,X,X
JOZTLIS,O,X,O,X,O,O,X,O,X,X,X,X,X,O,X,X,X
JOZTLSI,O,X,O,X,X,O,X,O,X,X,X,X,X,X,X,X,X
JOZTSIL,O,X,O,X,O,X,X,X,X,X,X,X,X,O,X,X,X
JOZTSLI,O,X,O,X,O,O,X,O,X,X,X,X,X,X,X,X,X
JOZITLS,O,X,O,X,O,X,X,O,X,X,X,X,X,O,X,X,X
JOZITSL,O,X,O,X,X,X,X,O,O,X,X,X,X,O,X,X,X
JOZILTS,O,X,O,X,O,X,X,O,X,X,X,X,X,O,X,X,X
JOZILST,O,X,O,X,O,X,X,X,X,X,X,X,X,X,X,X,X
JOZISTL,O,X,O,O,O,X,X,O,O,X,X,X,X,O,X,X,X
JOZISLT,O,X,O,O,O,X,X,X,X,X,X,X,X,X,X,X,X
JOZLTIS,O,X,X,X,O,O,X,O,X,X,X,X,X,O,X,X,X
JOZLTSI,O,X,X,X,X,O,X,O,X,X,X,X,X,X,X,X,X
JOZLITS,O,X,O,X,O,X,X,X,X,X,X,X,X,O,X,X,X
JOZLIST,O,X,O,O,O,X,X,X,X,X,X,X,X,X,X,X,X
JOZLSTI,O,X,X,X,O,X,X,X,X,X,X,X,X,X,X,X,X
JOZLSIT,O,X,X,O,O,X,X,X,X,X,X,X,X,X,X,X,X
JOZSTIL,O,X,O,X,O,X,X,X,O,X,X,X,X,O,X,X,X
JOZSTLI,O,X,O,X,O,X,X,O,O,X,X,X,X,X,X,X,X
JOZSITL,O,X,O,O,O,X,X,X,O,X,X,X,X,O,X,X,X
JOZSILT,O,X,O,O,O,X,X,X,X,X,X,X,X,X,X,X,X
JOZSLTI,O,X,X,X,O,X,X,X,X,X,X,X,X,X,X,X,X
JOZSLIT,O,X,O,X,O,X,X,X,X,X,X,X,X,X,X,X,X
STILJZO,X,O,O,X,X,O,O,O,X,O,O,X,X,X,X,X,X
STILJOZ,X,O,O,X,X,O,O,X,X,O,X,X,X,X,X,X,X
STILZJO,X,O,O,X,X,X,O,O,X,O,O,X,X,X,X,X,X
STILZOJ,X,O,O,X,X,X,O,X,X,X,X,X,X,X,X,X,X
STILOJZ,X,O,O,X,X,O,O,X,X,O,X,O,X,X,X,X,X
STILOZJ,X,O,O,X,X,X,O,X,X,X,X,O,X,X,X,O,X
STIJLZO,X,O,O,O,X,O,O,O,X,O,O,X,X,X,X,X,X
STIJLOZ,X,O,O,O,X,O,O,X,X,O,X,X,X,X,X,X,X
STIJZLO,X,X,O,O,X,X,X,O,X,O,X,X,X,X,X,X,X
STIJZOL,X,X,O,X,X,X,X,O,X,X,X,X,X,X,X,X,X
STIJOLZ,X,X,O,O,X,O,O,X,X,O,X,O,X,X,X,X,X
STIJOZL,X,X,X,O,X,X,X,O,X,X,X,O,X,X,X,X,X
STIZLJO,X,X,O,X,X,X,O,O,X,O,O,X,X,X,X,X,X
STIZLOJ,X,X,O,X,X,X,O,X,X,X,X,X,X,X,X,X,X
STIZJLO,X,X,O,O,X,X,X,O,X,O,X,X,X,X,X,X,X
STIZJOL,X,X,O,X,X,X,X,O,X,X,X,X,X,X,X,X,X
STIZOLJ,X,X,O,X,X,X,O,X,X,X,X,O,X,X,X,O,X
STIZOJL,X,X,O,X,X,X,X,O,X,X,X,O,X,X,O,X,X
STIOLJZ,O,O,O,X,X,O,O,X,X,O,X,O,X,X,O,X,X
STIOLZJ,O,O,O,X,X,X,O,X,O,X,X,O,X,X,X,O,X
STIOJLZ,O,X,O,O,X,O,O,X,X,O,X,O,X,X,O,X,X
STIOJZL,O,X,O,O,X,X,X,O,X,X,X,O,X,X,O,X,X
STIOZLJ,X,X,O,X,X,X,O,X,O,X,X,O,X,X,X,O,X
STIOZJL,O,X,O,O,X,X,X,O,O,X,X,O,X,X,O,X,X
STLIJZO,X,O,O,X,X,O,O,O,X,O,X,X,X,X,X,X,X
STLIJOZ,X,O,O,X,X,O,O,X,X,O,X,X,X,X,X,X,X
STLIZJO,X,O,O,X,X,X,O,O,X,O,X,X,X,X,X,X,X
STLIZOJ,X,O,O,X,X,X,O,X,X,X,X,X,X,X,X,X,X
STLIOJZ,X,O,O,X,X,O,O,X,X,O,X,O,X,X,X,X,X
STLIOZJ,X,O,O,X,X,X,O,X,X,X,X,O,X,X,X,X,X
STLJIZO,X,O,O,X,X,O,X,X,X,X,X,X,X,X,X,X,X
STLJIOZ,X,O,O,X,X,O,X,X,X,X,X,X,O,X,X,X,X
STLJZIO,X,O,O,X,X,O,X,O,X,X,X,X,X,X,X,X,X
STLJZOI,X,O,O,X,X,O,X,O,X,X,X,X,O,X,X,X,X
STLJOIZ,X,O,O,X,X,O,X,X,X,X,X,X,O,X,X,X,X
STLJOZI,X,O,O,X,X,O,X,X,X,X,X,X,O,X,X,X,X
STLZIJO,X,O,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X
STLZIOJ,X,O,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X
STLZJIO,X,O,O,X,X,O,X,X,X,X,X,X,X,X,X,X,X
STLZJOI,X,O,O,X,X,O,X,X,X,X,X,X,X,X,X,X,X
STLZOIJ,X,O,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X
STLZOJI,X,O,X,X,X,O,X,X,X,X,X,X,X,X,X,X,X
STLOIJZ,O,O,O,X,X,O,O,X,X,X,X,X,X,X,X,X,X
STLOIZJ,O,O,O,X,X,X,O,X,O,X,X,X,X,X,X,X,X
STLOJIZ,O,O,O,X,X,O,X,X,X,X,X,X,X,X,X,X,X
STLOJZI,O,O,O,X,X,O,X,X,O,X,X,X,X,X,X,X,X
STLOZIJ,O,O,O,X,X,X,X,X,O,X,X,X,X,X,X,X,X
STLOZJI,O,O,O,X,X,O,X,X,O,X,X,X,X,X,X,X,X
STJILZO,X,O,O,O,X,O,O,O,X,O,X,X,X,X,X,X,X
STJILOZ,X,O,O,O,X,O,O,X,X,O,X,X,O,X,X,X,X
STJIZLO,X,X,O,O,X,X,X,O,X,O,X,X,X,O,X,X,X
STJIZOL,X,X,O,X,X,X,X,O,X,X,X,X,X,O,X,X,X
STJIOLZ,X,X,O,O,X,O,O,X,X,O,X,O,X,X,X,X,X
STJIOZL,X,X,X,O,X,X,X,O,X,X,X,O,X,X,X,X,X
STJLIZO,X,O,O,O,X,O,X,X,X,X,X,X,X,X,X,X,X
STJLIOZ,X,O,O,O,X,O,X,X,X,X,X,X,O,X,X,X,X
STJLZIO,X,O,O,X,X,O,X,O,X,X,X,X,X,X,X,X,X
STJLZOI,X,O,O,X,X,O,X,O,X,X,X,X,O,X,X,X,X
STJLOIZ,X,O,O,O,X,O,X,X,X,X,X,X,O,X,X,X,X
STJLOZI,X,O,O,X,X,O,X,X,X,X,X,X,O,X,X,X,X
STJZILO,X,X,O,X,X,X,X,O,X,X,X,X,X,O,X,X,X
STJZIOL,X,X,O,X,X,X,X,O,X,X,X,X,X,O,X,X,O
STJZLIO,X,O,O,X,X,O,X,O,X,X,X,X,X,X,X,X,X
STJZLOI,X,O,O,X,X,O,X,O,X,X,X,X,O,X,X,X,X
STJZOIL,X,X,O,X,X,X,X,X,X,X,X,X,X,X,X,X,O
STJZOLI,X,X,O,X,X,O,X,O,X,X,X,X,X,X,X,X,X
STJOILZ,O,X,O,O,X,O,O,X,X,X,X,X,X,X,X,X,X
STJOIZL,O,X,O,O,X,X,X,O,X,X,X,X,X,X,X,X,X
STJOLIZ,O,O,O,X,X,O,X,X,X,X,X,X,O,X,X,X,X
STJOLZI,O,O,O,X,X,O,X,O,O,X,X,X,O,X,X,X,X
STJOZIL,O,X,O,X,X,X,X,O,O,X,X,X,X,X,X,X,O
STJOZLI,O,X,O,X,X,O,X,O,O,X,X,X,X,X,X,X,X
STZILJO,X,X,O,X,X,X,O,O,X,O,O,X,X,X,X,X,X
STZILOJ,X,X,O,X,X,X,O,X,X,X,X,X,X,X,X,X,X
STZIJLO,O,X,O,X,X,X,X,O,X,O,X,X,X,X,X,X,X
STZIJOL,X,X,O,X,X,X,X,O,X,X,X,X,X,X,X,X,X
STZIOLJ,X,X,O,X,X,X,O,X,X,X,X,O,X,X,X,O,X
STZIOJL,X,X,O,X,X,X,X,O,X,X,X,O,X,X,O,X,X
STZLIJO,O,O,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X
STZLIOJ,X,O,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X
STZLJIO,O,O,O,X,X,O,X,X,X,X,X,X,X,X,X,X,X
STZLJOI,X,O,O,X,X,O,X,X,X,X,X,X,X,X,X,X,X
STZLOIJ,X,O,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X
STZLOJI,X,O,X,X,X,O,X,X,X,X,X,X,X,X,X,X,X
STZJILO,O,X,O,X,X,X,X,O,X,X,X,X,X,X,X,X,X
STZJIOL,X,X,O,X,X,X,X,X,X,X,X,X,X,X,X,X,O
STZJLIO,O,O,O,X,X,O,X,O,X,X,X,X,X,X,X,X,X
STZJLOI,X,O,O,X,X,O,X,O,X,X,X,X,X,X,X,X,X
STZJOIL,X,X,O,X,X,X,X,X,X,X,X,X,X,X,X,X,O
STZJOLI,X,X,O,X,X,O,X,O,X,X,X,X,X,X,X,X,X
STZOILJ,X,X,O,X,X,X,O,X,O,X,X,X,X,X,X,X,X
STZOIJL,O,X,O,X,X,X,X,X,O,X,X,X,X,X,X,X,X
STZOLIJ,O,O,O,X,X,X,X,X,O,X,X,X,X,X,X,X,X
STZOLJI,O,O,X,X,X,O,X,X,O,X,X,X,X,X,X,X,X
STZOJIL,O,X,O,X,X,X,X,X,O,X,X,X,X,X,X,X,X
STZOJLI,O,X,O,X,X,O,X,X,O,X,X,X,X,X,X,X,X
STOILJZ,O,O,O,X,X,O,O,O,X,O,X,O,X,X,X,X,X
STOILZJ,O,O,O,X,X,X,O,O,O,X,X,O,X,X,X,X,X
STOIJLZ,O,X,O,O,X,O,O,O,X,O,X,O,X,X,X,X,X
STOIJZL,O,X,O,O,X,X,X,O,X,X,X,O,X,X,X,X,X
STOIZLJ,X,X,O,X,X,X,O,O,O,X,X,O,X,X,X,X,X
STOIZJL,O,X,O,O,X,X,X,O,O,X,X,O,X,X,X,X,X
STOLIJZ,O,O,O,X,X,O,O,O,X,X,X,X,X,X,X,X,X
STOLIZJ,O,O,O,X,X,X,O,O,O,X,X,X,X,X,X,X,X
STOLJIZ,O,O,O,X,X,O,X,X,X,X,X,X,X,X,X,X,X
STOLJZI,O,O,O,X,X,O,X,O,O,X,X,X,X,X,X,X,X
STOLZIJ,O,O,O,X,X,X,X,X,O,X,X,X,X,X,X,X,X
STOLZJI,O,O,O,X,X,O,X,X,O,X,X,X,X,X,X,X,X
STOJILZ,O,X,O,O,X,O,O,O,X,X,X,X,X,X,X,X,X
STOJIZL,O,X,O,O,X,X,X,O,X,X,X,X,X,O,X,X,X
STOJLIZ,O,O,O,X,X,O,X,X,X,X,X,X,X,X,X,X,X
STOJLZI,O,O,O,X,X,O,X,O,O,X,X,X,X,X,X,X,X
STOJZIL,O,X,O,X,X,X,X,O,O,X,X,X,X,O,X,X,O
STOJZLI,O,X,O,X,X,O,X,O,O,X,X,X,X,X,X,X,X
STOZILJ,X,X,O,X,X,X,O,O,O,X,X,X,X,X,X,X,X
STOZIJL,O,X,O,X,X,X,X,O,O,X,X,X,X,X,X,X,X
STOZLIJ,O,O,O,X,X,X,X,X,O,X,X,X,X,X,X,X,X
STOZLJI,O,O,O,X,X,O,X,X,O,X,X,X,X,X,X,X,X
STOZJIL,O,X,O,X,X,X,X,O,O,X,X,X,X,X,X,X,X
STOZJLI,O,X,O,X,X,O,X,O,O,X,X,X,X,X,X,X,X
SITLJZO,X,O,O,X,X,O,O,O,X,O,O,X,X,X,X,X,X
SITLJOZ,X,O,O,X,X,O,O,X,X,O,X,X,X,X,X,X,X
SITLZJO,X,O,O,X,X,X,O,O,X,O,O,X,X,X,X,X,X
SITLZOJ,X,O,O,X,X,X,O,X,X,X,X,X,X,X,X,X,X
SITLOJZ,X,O,O,X,X,O,O,X,X,O,X,O,X,X,X,X,X
SITLOZJ,X,O,O,X,X,X,O,X,X,X,X,O,X,X,X,O,X
SITJLZO,X,O,O,O,X,O,O,O,X,O,O,X,X,X,X,X,X
SITJLOZ,X,O,O,O,X,O,O,X,X,O,X,X,X,X,X,X,X
SITJZLO,X,X,O,O,X,X,X,O,X,O,X,X,X,X,X,X,X
SITJZOL,X,X,O,X,X,X,X,O,X,X,X,X,X,X,X,X,X
SITJOLZ,X,X,O,O,X,O,O,X,X,O,X,O,X,X,X,X,X
SITJOZL,X,X,X,O,X,X,X,O,X,X,X,O,X,X,X,X,X
SITZLJO,X,X,O,X,X,X,O,O,X,O,O,X,X,X,X,X,X
SITZLOJ,X,X,O,X,X,X,O,X,X,X,X,X,X,X,X,X,X
SITZJLO,X,X,O,O,X,X,X,O,X,O,X,X,X,X,X,X,X
SITZJOL,X,X,O,X,X,X,X,O,X,X,X,X,X,X,X,X,X
SITZOLJ,X,X,O,X,X,X,O,X,X,X,X,O,X,X,X,O,X
