sequence,v115@zgA8IeB8HeB8HeD8AeM8LeaAJvhFzbBfiBxdBGjBFm?BUtB,v115@zgA8IeB8HeB8HeD8AeM8LeF7IvhFXcB8hBCeBmlBxs?BTtB,v115@zgA8IeB8HeB8HeD8AeM8LeF7IvhFXcBxdBzhBSoBml?BUtB,v115@zgA8IeB8HeB8HeD8AeM8LeaAJvhFRcBGeBfmB0mBln?BTtB,v115@zgA8IeB8HeB8HeD8AeM8LeU7IvhFFcBxdBzhBmlBft?B6tB,v115@zgA8IeB8HeB8HeD8AeM8LeR7IvhF3cBTgBliBimBct?BGtB,v115@zgA8IeB8HeB8HeD8AeM8LeaAJvhFUcBFdBfmBGoBRs?BTtB,v115@zgA8IeB8HeB8HeD8AeM8LeR7IvhFfiBigBGjB0iBFm?BTtB,v115@zgA8IeB8HeB8HeD8AeM8LeR7IvhF3cB+jBTgBliBim?BUtB,v115@zgA8IeB8HeB8HeD8AeM8LeF7IvhFxcB3gBcmBTnB6t?BOtB,v115@zgA8IeB8HeB8HeD8AeM8LeU7IvhF1hBziBimB5oB3l?BmsB,v115@zgA8IeB8HeB8HeD8AeM8LeR7IvhFzcB+jBigB3iBFm?BUtB,v115@zgA8IeB8HeB8HeD8AeM8LeR7IvhFzcBigB3iBFmBct?BGtB
JZSIOTL,X,O,X,X,O,X,X,X,X,O,X,X,X
JZSIOLT,X,O,X,X,O,X,X,X,X,O,X,X,X
JZSLTIO,O,O,O,X,O,X,O,O,X,X,X,X,X
JZSLTOI,O,X,X,X,O,X,O,O,X,O,X,X,X
JZSLITO,O,O,O,X,O,X,O,O,X,X,X,X,X
JZSLIOT,X,O,X,X,O,X,X,X,X,X,X,X,X
JZSLOTI,X,X,X,X,O,X,O,O,X,O,X,O,X
JZSLOIT,X,X,X,X,O,X,X,X,X,O,X,X,X
JZSOTIL,X,O,O,X,O,X,X,X,X,O,X,X,X
JZSOTLI,X,X,O,X,O,X,O,X,X,O,X,O,X
JZSOITL,X,O,O,X,O,X,X,X,X,O,X,X,X
JZSOILT,X,O,X,X,O,X,X,X,X,O,X,X,X
JZSOLTI,X,X,O,X,O,X,O,X,X,O,X,O,X
JZSOLIT,X,X,O,X,O,X,X,X,X,O,X,X,X
JZOTILS,X,O,X,X,O,X,X,X,X,X,X,X,X
JZOTISL,X,O,O,X,O,X,X,X,X,X,X,X,X
JZOTLIS,X,X,O,X,O,X,X,X,O,X,X,X,X
JZOTLSI,X,X,O,X,O,X,X,X,O,X,X,X,X
JZOTSIL,X,O,O,X,O,X,X,X,X,X,X,X,X
JZOTSLI,X,X,O,X,O,X,X,X,O,X,X,X,X
JZOITLS,X,O,X,X,O,X,X,X,X,X,X,X,X
JZOITSL,X,O,O,X,O,X,X,X,X,X,X,X,X
JZOILTS,X,O,X,X,O,X,X,X,O,X,X,X,X
JZOILST,X,O,X,X,X,X,X,X,O,O,X,X,X
JZOISTL,X,O,O,X,O,X,X,X,X,O,X,X,X
JZOISLT,X,O,X,X,O,X,X,X,X,O,X,X,X
JZOLTIS,X,X,O,X,O,X,X,X,O,X,O,X,X
JZOLTSI,X,X,O,X,O,X,X,X,O,X,X,X,X
JZOLITS,X,X,O,X,O,X,X,X,O,X,O,X,X
JZOLIST,X,X,O,X,X,X,X,X,O,O,X,X,X
JZOLSTI,X,X,O,X,O,X,X,X,O,O,X,X,X
JZOLSIT,X,X,O,X,O,X,X,X,O,O,X,X,X
JZOSTIL,X,O,O,X,O,X,X,X,X,O,X,X,X
JZOSTLI,X,X,O,X,O,X,X,X,X,O,X,X,X
JZOSITL,X,O,O,X,O,X,X,X,X,O,X,X,X
JZOSILT,X,O,X,X,O,X,X,X,X,O,X,X,X
JZOSLTI,X,X,O,X,O,X,X,X,X,O,X,X,X
JZOSLIT,X,X,O,X,O,X,X,X,X,O,X,X,X
JOTILSZ,O,X,O,X,X,X,O,O,O,X,X,O,X
JOTILZS,X,O,O,X,O,X,X,X,O,X,X,O,X
JOTISLZ,O,X,O,X,O,X,O,X,O,X,X,O,X
JOTISZL,O,X,O,X,O,X,O,X,X,X,X,X,X
JOTIZLS,X,O,X,X,O,X,X,X,X,X,X,X,X
JOTIZSL,X,O,O,X,O,X,X,X,X,X,X,X,X
JOTLISZ,O,X,O,X,X,X,O,O,O,X,X,O,X
JOTLIZS,X,X,O,X,O,X,X,X,O,X,X,O,X
JOTLSIZ,O,X,O,X,O,X,X,O,O,X,X,O,X
JOTLSZI,O,X,O,X,O,X,O,O,O,X,X,O,X
JOTLZIS,X,X,O,X,O,X,X,X,O,X,X,O,X
JOTLZSI,O,X,O,X,O,X,X,X,O,X,X,O,X
JOTSILZ,O,X,O,X,O,X,X,X,O,X,X,O,X
JOTSIZL,O,X,O,X,O,X,X,X,X,X,X,X,X
JOTSLIZ,O,X,O,X,O,X,X,O,O,X,X,O,X
JOTSLZI,O,X,O,X,O,X,O,O,O,X,X,O,X
JOTSZIL,O,O,O,X,O,X,X,X,X,O,X,X,X
JOTSZLI,O,X,O,X,O,X,O,X,O,O,X,O,X
JOTZILS,X,O,X,X,O,X,X,X,X,X,X,X,X
JOTZISL,X,O,O,X,O,X,X,X,X,X,X,X,X
JOTZLIS,X,X,O,X,O,X,X,X,O,X,X,O,X
JOTZLSI,O,X,O,X,O,X,X,X,O,X,X,O,X
JOTZSIL,O,O,O,X,O,X,X,X,X,X,X,X,X
JOTZSLI,O,X,O,X,O,X,X,X,O,X,X,O,X
JOITLSZ,X,X,O,X,X,X,O,O,O,X,X,O,X
JOITLZS,X,O,O,X,O,X,X,X,O,X,X,O,X
JOITSLZ,X,X,O,X,O,X,O,X,O,X,X,O,X
JOITSZL,X,X,O,X,O,X,O,X,X,X,X,X,X
JOITZLS,X,O,X,X,O,X,X,X,X,X,X,X,X
JOITZSL,X,O,O,X,O,X,X,X,X,X,X,X,X
JOILTSZ,X,X,O,X,X,X,O,O,O,X,X,X,X
JOILTZS,X,O,O,X,O,X,X,X,O,X,X,X,X
JOILSTZ,O,X,O,X,X,X,O,X,O,X,X,X,X
JOILSZT,X,X,O,X,X,O,O,X,O,X,X,X,X
JOILZTS,X,O,O,X,O,O,X,X,O,X,X,X,X
JOILZST,X,O,O,X,X,O,X,X,O,X,X,X,X
JOISTLZ,O,X,O,X,O,X,O,X,X,X,X,O,X
JOISTZL,O,X,O,X,O,X,O,X,X,X,X,X,X
JOISLTZ,O,X,O,X,O,X,O,X,O,X,X,X,X
JOISLZT,X,X,O,X,O,X,O,X,O,X,X,X,X
JOISZTL,X,X,O,X,O,X,O,X,X,X,X,X,X
JOISZLT,X,X,X,X,O,X,O,X,X,X,X,X,X
JOIZTLS,X,O,X,X,O,X,X,X,X,X,X,X,X
JOIZTSL,X,O,O,X,O,X,X,X,X,X,X,X,X
JOIZLTS,X,O,X,X,O,X,X,X,O,X,X,X,X
JOIZLST,X,O,X,X,X,X,X,X,O,O,X,X,X
JOIZSTL,X,O,O,X,O,X,X,X,X,O,X,X,X
JOIZSLT,X,O,X,X,O,X,X,X,X,O,X,X,X
JOLTISZ,O,X,O,X,X,X,O,O,O,X,X,X,X
JOLTIZS,X,X,O,X,O,X,X,X,O,X,O,X,X
JOLTSIZ,O,X,O,X,O,X,X,O,O,X,X,X,X
JOLTSZI,O,X,O,X,O,X,O,O,O,X,X,X,X
JOLTZIS,X,X,O,X,O,X,X,X,O,X,O,X,X
JOLTZSI,O,X,O,X,O,X,X,X,O,X,X,X,X
JOLITSZ,X,X,O,X,X,X,O,O,O,X,X,X,X
JOLITZS,X,X,O,X,O,X,X,X,O,X,O,X,X
JOLISTZ,O,X,O,X,X,X,O,X,O,X,X,X,X
JOLISZT,X,X,O,X,X,O,O,X,O,X,X,X,X
JOLIZTS,X,X,O,X,O,O,X,X,O,X,O,X,X
JOLIZST,X,X,O,X,X,O,X,X,O,X,X,X,X
JOLSTIZ,O,X,O,X,O,X,X,O,O,X,X,O,X
JOLSTZI,O,X,O,X,O,X,O,O,O,X,X,O,X
JOLSITZ,O,X,O,X,O,X,X,X,O,X,X,O,X
JOLSIZT,X,X,O,X,O,O,X,X,O,X,X,X,X
JOLSZTI,X,X,O,X,O,O,O,O,O,X,X,O,X
JOLSZIT,X,X,O,X,O,O,X,X,O,X,X,X,X
JOLZTIS,X,X,O,X,O,O,X,X,O,X,O,X,X
JOLZTSI,X,X,O,X,O,O,X,X,O,X,X,X,X
JOLZITS,X,X,O,X,O,O,X,X,O,X,O,X,X
JOLZIST,X,X,O,X,X,O,X,X,O,X,X,X,X
JOLZSTI,X,X,O,X,O,O,X,X,O,X,X,X,X
JOLZSIT,X,X,O,X,O,O,X,X,O,X,X,X,X
JOSTILZ,O,X,O,X,O,X,X,X,O,X,X,O,X
JOSTIZL,O,X,O,X,O,X,X,X,X,X,X,X,X
JOSTLIZ,O,X,O,X,O,X,X,O,O,X,X,O,X
JOSTLZI,O,X,O,X,O,X,O,O,O,X,X,O,X
JOSTZIL,O,O,O,X,O,X,X,X,X,O,X,X,X
JOSTZLI,O,X,O,X,O,X,O,X,O,O,X,O,X
JOSITLZ,O,X,O,X,O,X,X,X,X,X,X,O,X
JOSITZL,O,X,O,X,O,X,X,X,X,X,X,X,X
JOSILTZ,O,X,O,X,O,X,X,X,O,X,X,O,X
JOSILZT,X,X,O,X,O,X,X,X,O,X,X,X,X
JOSIZTL,X,X,O,X,O,X,X,X,X,X,X,X,X
JOSIZLT,X,X,X,X,O,X,X,X,X,X,X,X,X
JOSLTIZ,O,X,O,X,O,X,X,O,O,X,X,O,X
JOSLTZI,O,X,O,X,O,X,O,O,O,X,X,O,X
JOSLITZ,O,X,O,X,O,X,X,X,O,X,X,O,X
JOSLIZT,X,X,O,X,O,X,X,X,O,X,X,X,X
JOSLZTI,X,X,O,X,O,X,O,O,O,X,X,O,X
JOSLZIT,X,X,O,X,O,X,X,X,O,X,X,X,X
JOSZTIL,X,O,O,X,O,X,X,X,X,X,X,X,X
JOSZTLI,X,X,O,X,O,X,O,X,X,X,X,O,X
JOSZITL,X,O,O,X,O,X,X,X,X,X,X,X,X
JOSZILT,X,O,X,X,O,X,X,X,X,X,X,X,X
JOSZLTI,X,X,O,X,O,X,O,X,X,X,X,O,X
JOSZLIT,X,X,O,X,O,X,X,X,X,X,X,X,X
JOZTILS,X,O,X,X,O,X,X,X,X,X,X,X,X
JOZTISL,X,O,O,X,O,X,X,X,X,X,X,X,X
JOZTLIS,X,X,O,X,O,X,X,X,O,X,X,X,X
JOZTLSI,X,X,O,X,O,X,X,X,O,X,X,X,X
JOZTSIL,X,O,O,X,O,X,X,X,X,X,X,X,X
JOZTSLI,X,X,O,X,O,X,X,X,O,X,X,X,X
JOZITLS,X,O,X,X,O,X,X,X,X,X,X,X,X
JOZITSL,X,O,O,X,O,X,X,X,X,X,X,X,X
JOZILTS,X,O,X,X,O,X,X,X,O,X,X,X,X
JOZILST,X,O,X,X,X,X,X,X,O,O,X,X,X
JOZISTL,X,O,O,X,O,X,X,X,X,O,X,X,X
JOZISLT,X,O,X,X,O,X,X,X,X,O,X,X,X
JOZLTIS,X,X,O,X,O,X,X,X,O,X,O,X,X
JOZLTSI,X,X,O,X,O,X,X,X,O,X,X,X,X
JOZLITS,X,X,O,X,O,X,X,X,O,X,O,X,X
JOZLIST,X,X,O,X,X,X,X,X,O,O,X,X,X
JOZLSTI,X,X,O,X,O,X,X,X,O,O,X,X,X
JOZLSIT,X,X,O,X,O,X,X,X,O,O,X,X,X
JOZSTIL,X,O,O,X,O,X,X,X,X,O,X,X,X
JOZSTLI,X,X,O,X,O,X,X,X,X,O,X,X,X
JOZSITL,X,O,O,X,O,X,X,X,X,O,X,X,X
JOZSILT,X,O,X,X,O,X,X,X,X,O,X,X,X
JOZSLTI,X,X,O,X,O,X,X,X,X,O,X,X,X
JOZSLIT,X,X,O,X,O,X,X,X,X,O,X,X,X
STILJZO,X,X,X,O,X,X,O,X,X,X,X,X,X
STILJOZ,O,X,X,O,X,X,O,X,X,X,X,X,X
STILZJO,O,O,X,O,X,X,O,X,X,X,X,X,O
STILZOJ,O,X,X,O,X,X,O,X,X,X,X,X,O
STILOJZ,O,X,X,O,X,X,O,X,X,X,X,X,X
STILOZJ,O,X,X,O,X,X,O,X,X,X,X,X,X
STIJLZO,X,X,X,O,X,X,O,X,X,X,X,X,X
STIJLOZ,O,X,X,O,X,X,O,X,X,X,X,X,X
STIJZLO,X,X,X,O,X,X,O,X,X,X,X,X,X
STIJZOL,X,X,X,O,X,X,O,X,X,X,X,X,X
STIJOLZ,O,X,X,O,X,X,O,X,X,X,X,X,X
STIJOZL,X,X,X,X,X,X,O,X,X,X,X,X,X
STIZLJO,O,O,X,O,X,X,O,X,X,X,X,X,O
STIZLOJ,O,X,X,O,X,X,O,X,X,O,X,X,O
STIZJLO,O,O,X,O,X,X,O,X,X,X,X,X,O
STIZJOL,O,O,X,O,X,X,O,X,X,O,X,X,X
STIZOLJ,O,X,X,O,X,X,O,X,X,O,X,X,O
STIZOJL,O,X,X,O,X,X,O,X,X,O,X,X,X
STIOLJZ,O,X,X,O,X,X,O,X,X,X,X,X,X
STIOLZJ,O,X,X,O,X,X,O,X,X,X,X,X,X
STIOJLZ,O,X,X,O,X,X,O,X,X,X,X,X,X
STIOJZL,X,X,X,O,X,X,O,X,X,X,X,X,X
STIOZLJ,O,X,X,O,X,X,O,X,X,O,X,X,X
STIOZJL,O,X,X,O,X,X,O,X,X,O,X,X,X
STLIJZO,X,X,X,O,X,X,O,X,X,X,X,X,X
STLIJOZ,O,X,X,O,X,X,O,X,X,X,X,X,X
STLIZJO,O,X,X,O,X,X,O,X,X,X,X,X,O
STLIZOJ,O,X,X,O,X,X,O,X,X,X,X,X,O
STLIOJZ,O,X,O,O,X,X,O,X,X,X,X,X,X
STLIOZJ,O,X,X,O,X,X,O,X,X,X,X,X,X
STLJIZO,O,X,X,O,X,X,X,O,X,X,X,X,X
STLJIOZ,O,X,X,O,X,X,X,O,X,X,X,X,X
STLJZIO,O,X,X,O,X,X,X,O,X,X,X,X,X
STLJZOI,O,X,X,O,X,X,X,O,X,X,X,X,X
STLJOIZ,O,X,X,O,X,X,X,O,X,X,X,X,X
STLJOZI,O,X,X,O,X,X,X,O,X,X,X,X,X
STLZIJO,O,X,X,O,X,X,O,X,X,X,X,X,O
STLZIOJ,O,X,X,O,X,X,O,X,X,O,X,X,O
STLZJIO,O,X,X,O,X,X,O,X,X,X,X,X,O
STLZJOI,O,X,X,O,X,X,X,X,X,O,X,X,O
STLZOIJ,O,X,X,O,X,X,O,X,X,O,X,X,O
STLZOJI,O,X,X,O,X,X,X,X,X,O,X,X,O
STLOIJZ,O,X,O,O,X,X,X,X,X,X,X,X,X
STLOIZJ,O,X,X,O,X,X,X,X,X,X,X,X,X
STLOJIZ,O,X,O,O,X,X,X,X,X,X,X,X,X
STLOJZI,O,X,O,O,X,X,X,X,X,X,X,X,X
STLOZIJ,O,X,X,O,X,X,X,X,X,O,X,X,X
STLOZJI,O,X,X,O,X,X,X,X,X,O,X,X,X
STJILZO,O,X,X,O,X,X,X,O,X,X,X,X,X
STJILOZ,O,X,X,O,X,X,X,O,X,X,X,X,X
STJIZLO,O,X,X,O,X,X,X,X,X,X,X,X,X
STJIZOL,O,X,X,O,X,X,X,X,X,X,X,X,X
STJIOLZ,O,X,X,O,X,X,X,X,X,X,X,X,X
STJIOZL,O,X,X,X,X,X,X,X,X,X,X,X,X
STJLIZO,O,X,X,O,X,X,X,O,X,X,X,X,X
STJLIOZ,O,X,X,O,X,X,X,O,X,X,X,X,X
STJLZIO,O,X,X,O,X,X,X,O,X,X,X,X,X
STJLZOI,O,X,X,O,X,X,X,O,X,X,X,X,X
STJLOIZ,O,X,X,O,X,X,X,O,X,X,X,X,X
STJLOZI,O,X,X,O,X,X,X,O,X,X,X,X,X
STJZILO,O,X,X,O,X,X,X,X,X,X,X,X,X
STJZIOL,O,X,X,O,X,X,X,X,X,O,X,X,X
STJZLIO,O,X,X,O,X,X,X,O,X,X,X,X,X
STJZLOI,O,X,X,O,X,X,X,O,X,O,X,X,X
STJZOIL,O,X,X,O,X,X,X,X,X,O,X,X,X
STJZOLI,O,X,X,O,X,X,X,X,X,O,X,X,X
STJOILZ,O,X,X,O,X,X,X,X,X,X,X,X,X
STJOIZL,O,X,X,X,X,X,X,X,X,X,X,X,X
STJOLIZ,O,X,X,O,X,X,X,O,X,X,X,X,X
STJOLZI,O,X,X,O,X,X,X,O,X,X,X,X,X
STJOZIL,O,X,X,O,X,X,X,X,X,O,X,X,X
STJOZLI,O,X,X,O,X,X,X,X,X,O,X,X,X
STZILJO,O,O,X,O,X,X,O,X,X,X,X,X,O
STZILOJ,O,X,X,O,X,X,O,X,X,O,X,X,O
STZIJLO,O,O,X,O,X,X,O,X,X,X,X,X,O
STZIJOL,O,O,X,O,X,X,O,X,X,O,X,X,X
STZIOLJ,O,X,X,O,X,X,O,X,X,O,X,X,O
STZIOJL,O,X,X,O,X,X,O,X,X,O,X,X,X
STZLIJO,O,X,X,O,X,X,O,X,X,X,X,X,O
STZLIOJ,O,X,X,O,X,X,O,X,X,O,X,X,O
STZLJIO,O,X,X,O,X,X,O,X,X,X,X,X,O
STZLJOI,O,X,X,O,X,X,X,X,X,O,X,X,O
STZLOIJ,O,X,X,O,X,X,O,X,X,O,X,X,O
STZLOJI,O,X,X,O,X,X,X,X,X,O,X,X,O
STZJILO,O,O,X,O,X,X,O,X,X,X,X,X,O
STZJIOL,O,O,X,O,X,X,O,X,X,O,X,X,X
STZJLIO,O,O,X,O,X,X,O,X,X,X,X,X,O
STZJLOI,O,X,X,O,X,X,X,X,X,O,X,X,O
STZJOIL,O,O,X,O,X,X,X,X,X,O,X,X,X
STZJOLI,O,X,X,O,X,X,X,X,X,O,X,X,O
STZOILJ,O,X,X,O,X,X,O,X,X,O,X,X,O
STZOIJL,O,X,X,O,X,X,O,X,X,O,X,X,X
STZOLIJ,O,X,X,O,X,X,O,X,X,O,X,X,O
STZOLJI,O,X,X,O,X,X,X,X,X,O,X,X,O
STZOJIL,O,X,X,O,X,X,X,X,X,O,X,X,X
STZOJLI,O,X,X,O,X,X,X,X,X,O,X,X,O
STOILJZ,O,X,X,O,X,X,X,X,X,X,X,X,X
STOILZJ,O,X,X,O,X,X,X,X,X,X,X,X,X
STOIJLZ,O,X,O,O,X,X,X,X,X,X,X,X,X
STOIJZL,X,X,O,O,X,X,X,X,X,X,X,X,X
STOIZLJ,O,X,X,O,X,X,X,X,X,O,X,X,X
STOIZJL,O,X,X,O,X,X,X,X,X,O,X,X,X
STOLIJZ,O,X,O,O,X,X,X,X,X,X,X,X,X
STOLIZJ,O,X,X,O,X,X,X,X,X,X,X,X,X
STOLJIZ,O,X,O,O,X,X,X,X,X,X,X,X,X
STOLJZI,O,X,O,O,X,X,X,X,X,X,X,X,X
STOLZIJ,O,X,X,O,X,X,X,X,X,O,X,X,X
STOLZJI,O,X,X,O,X,X,X,X,X,O,X,X,X
STOJILZ,O,X,O,O,X,X,X,X,X,X,X,X,X
STOJIZL,X,X,O,O,X,X,X,X,X,X,X,X,X
STOJLIZ,O,X,O,O,X,X,X,X,X,X,X,X,X
STOJLZI,O,X,O,O,X,X,X,X,X,X,X,X,X
STOJZIL,O,X,O,O,X,X,X,X,X,O,X,X,X
STOJZLI,O,X,O,O,X,X,X,X,X,O,X,X,X
STOZILJ,O,X,X,O,X,X,X,X,X,O,X,X,X
STOZIJL,O,X,X,O,X,X,X,X,X,O,X,X,X
STOZLIJ,O,X,X,O,X,X,X,X,X,O,X,X,X
STOZLJI,O,X,X,O,X,X,X,X,X,O,X,X,X
STOZJIL,O,X,X,O,X,X,X,X,X,O,X,X,X
STOZJLI,O,X,X,O,X,X,X,X,X,O,X,X,X
SITLJZO,X,X,X,O,X,X,O,X,X,X,X,X,X
SITLJOZ,O,X,X,O,X,X,O,X,X,X,X,X,X
SITLZJO,O,O,X,O,X,X,O,X,X,X,X,X,O
SITLZOJ,O,X,X,O,X,X,O,X,X,X,X,X,O
SITLOJZ,O,X,X,O,X,X,O,X,X,X,X,X,X
SITLOZJ,O,X,X,O,X,X,O,X,X,X,X,X,X
SITJLZO,X,X,X,O,X,X,O,X,X,X,X,X,X
SITJLOZ,O,X,X,O,X,X,O,X,X,X,X,X,X
SITJZLO,X,X,X,O,X,X,O,X,X,X,X,X,X
SITJZOL,X,X,X,O,X,X,O,X,X,X,X,X,X
SITJOLZ,O,X,X,O,X,X,O,X,X,X,X,X,X
SITJOZL,X,X,X,X,X,X,O,X,X,X,X,X,X
SITZLJO,O,O,X,O,X,X,O,X,X,X,X,X,O
SITZLOJ,O,X,X,O,X,X,O,X,X,O,X,X,O
SITZJLO,O,O,X,O,X,X,O,X,X,X,X,X,O
SITZJOL,O,O,X,O,X,X,O,X,X,O,X,X,X
SITZOLJ,O,X,X,O,X,X,O,X,X,O,X,X,O
SITZOJL,O,X,X,O,X,X,O,X,X,O,X,X,X
SITOLJZ,O,X,X,O,X,X,O,X,X,X,X,X,X
SITOLZJ,O,X,X,O,X,X,O,X,X,X,X,X,X
SITOJLZ,O,X,X,O,X,X,O,X,X,X,X,X,X
SITOJZL,X,X,X,O,X,X,O,X,X,X,X,X,X
SITOZLJ,O,X,X,O,X,X,O,X,X,O,X,X,X
SITOZJL,O,X,X,O,X,X,O,X,X,O,X,X,X
SILTJZO,X,X,X,O,X,X,O,X,X,X,X,X,X
SILTJOZ,O,X,X,O,X,X,O,X,X,X,X,X,X
SILTZJO,O,O,X,O,X,X,O,X,X,X,X,X,X
SILTZOJ,O,X,X,O,X,X,O,X,X,X,X,X,X
SILTOJZ,O,X,X,O,X,X,O,X,X,X,X,X,X
SILTOZJ,O,X,X,O,X,X,O,X,X,X,X,X,X
SILJTZO,O,O,X,O,X,X,O,O,X,X,X,X,X
SILJTOZ,O,X,X,O,X,X,O,O,X,X,X,X,X
SILJZTO,O,O,X,O,X,X,O,O,X,X,X,X,X
SILJZOT,X,O,X,O,X,X,O,X,X,X,X,X,X
SILJOTZ,O,X,X,O,X,X,O,X,X,X,X,X,X
SILJOZT,X,X,X,O,X,X,O,X,X,X,X,X,X
SILZTJO,X,O,X,O,X,X,O,X,X,X,X,X,X
SILZTOJ,O,X,X,O,X,X,O,X,X,X,X,X,X
SILZJTO,X,O,X,O,X,X,O,X,X,X,X,X,X
SILZJOT,X,O,X,O,X,X,O,X,X,X,X,X,X
SILZOTJ,X,X,X,O,X,X,O,X,X,X,X,X,X
SILZOJT,X,O,X,O,X,X,O,X,X,X,X,X,X
SILOTJZ,O,X,X,O,X,X,O,X,X,X,X,X,X
SILOTZJ,O,X,X,O,X,X,O,X,X,X,X,X,X
SILOJTZ,X,X,X,O,X,X,O,X,X,X,X,X,X
SILOJZT,X,X,X,O,X,X,O,X,X,X,X,X,X
SILOZTJ,X,X,X,O,X,X,O,X,X,X,X,X,X
SILOZJT,X,X,X,O,X,X,O,X,X,X,X,X,X
SIJTLZO,O,O,X,O,X,X,O,O,X,X,X,O,X
SIJTLOZ,O,X,X,O,X,X,O,O,X,X,X,O,X
SIJTZLO,O,O,X,O,X,X,O,X,X,X,X,O,X
SIJTZOL,O,O,X,X,X,X,O,X,X,X,X,X,X
SIJTOLZ,O,X,X,O,X,X,O,X,X,X,X,O,X
SIJTOZL,O,X,X,X,X,X,O,X,X,X,X,X,X
SIJLTZO,O,O,X,O,X,X,O,O,X,X,X,O,X
SIJLTOZ,O,X,X,O,X,X,O,O,X,X,X,O,X
SIJLZTO,O,O,X,O,X,X,O,O,X,X,X,X,X
SIJLZOT,X,O,X,O,X,X,O,X,X,X,X,X,X
SIJLOTZ,O,X,X,O,X,X,O,X,X,X,X,X,X
SIJLOZT,X,X,X,O,X,X,O,X,X,X,X,X,X
SIJZTLO,O,O,X,O,X,X,O,X,X,X,X,O,X
SIJZTOL,O,O,X,O,X,X,O,X,X,X,X,X,X
SIJZLTO,O,O,X,O,X,X,O,X,X,X,X,X,X
SIJZLOT,X,O,X,O,X,X,O,X,X,X,X,X,X
SIJZOTL,X,O,X,O,X,X,O,X,X,X,X,X,X
SIJZOLT,X,O,X,O,X,X,O,X,X,X,X,X,X
SIJOTLZ,O,X,X,O,X,X,O,X,X,X,X,O,X
SIJOTZL,O,X,X,O,X,X,O,X,X,X,X,X,X
SIJOLTZ,O,X,X,O,X,X,O,X,O,X,X,X,X
SIJOLZT,X,X,X,O,X,X,O,X,O,X,X,X,X
SIJOZTL,X,X,X,O,X,X,O,X,X,X,X,X,X
SIJOZLT,X,X,X,O,X,X,O,X,X,X,X,X,X
SIZTLJO,X,O,X,O,X,X,O,X,X,X,X,X,X
SIZTLOJ,O,X,X,O,X,X,O,X,X,X,X,X,X
SIZTJLO,X,O,X,O,X,X,O,X,X,X,X,X,X
SIZTJOL,X,O,X,O,X,X,O,X,X,X,X,X,X
SIZTOLJ,O,X,X,O,X,X,O,X,X,X,X,X,X
SIZTOJL,X,X,X,O,X,X,O,X,X,X,X,X,X
SIZLTJO,X,O,X,O,X,X,O,X,X,X,X,X,X
SIZLTOJ,O,X,X,O,X,X,O,X,X,X,X,X,X
SIZLJTO,X,O,X,O,X,X,O,X,X,X,X,X,X
SIZLJOT,X,O,X,O,X,X,O,X,X,X,X,X,X
SIZLOTJ,X,X,X,O,X,X,O,X,X,X,X,X,X
SIZLOJT,X,O,X,O,X,X,O,X,X,X,X,X,X
SIZJTLO,X,O,X,O,X,X,O,X,X,X,X,X,X
SIZJTOL,X,O,X,O,X,X,O,X,X,X,X,X,X
SIZJLTO,X,O,X,O,X,X,O,X,X,X,X,X,X
SIZJLOT,X,O,X,O,X,X,O,X,X,X,X,X,X
SIZJOTL,X,O,X,O,X,X,O,X,X,X,X,X,X
SIZJOLT,X,O,X,O,X,X,O,X,X,X,X,X,X
SIZOTLJ,X,X,X,O,X,X,O,X,X,X,X,X,X
SIZOTJL,X,X,X,O,X,X,O,X,X,X,X,X,X
SIZOLTJ,X,X,X,O,X,X,O,X,X,X,X,X,X
SIZOLJT,X,O,X,O,X,X,O,X,X,X,X,X,X
SIZOJTL,X,O,X,O,X,X,O,X,X,X,X,X,X
SIZOJLT,X,O,X,O,X,X,O,X,X,X,X,X,X
SIOTLJZ,O,X,X,O,X,X,O,X,X,X,X,X,X
SIOTLZJ,O,X,X,O,X,X,O,X,X,X,X,X,X
SIOTJLZ,O,X,X,O,X,X,O,X,X,X,X,X,X
SIOTJZL,X,X,X,O,X,X,O,X,X,X,X,X,X
SIOTZLJ,O,X,X,O,X,X,O,X,X,O,X,X,X
SIOTZJL,X,X,X,O,X,X,O,X,X,O,X,X,X
SIOLTJZ,O,X,X,O,X,X,O,X,X,X,X,X,X
SIOLTZJ,O,X,X,O,X,O,O,X,X,X,X,X,X
SIOLJTZ,X,X,X,O,X,X,O,X,X,X,X,X,X
SIOLJZT,X,X,X,O,X,O,O,X,X,X,X,X,X
SIOLZTJ,X,X,X,O,X,O,O,X,X,X,X,X,X
SIOLZJT,X,X,X,O,X,O,O,X,X,X,X,X,X
SIOJTLZ,X,X,X,O,X,X,O,X,X,X,X,X,X
SIOJTZL,X,X,X,O,X,X,O,X,X,X,X,X,X
SIOJLTZ,X,X,X,O,X,X,O,X,O,X,X,X,X
SIOJLZT,X,X,X,O,X,X,O,X,O,X,X,X,X
SIOJZTL,X,X,X,O,X,X,O,X,X,X,X,X,X
SIOJZLT,X,X,X,O,X,X,O,X,X,X,X,X,X
SIOZTLJ,X,X,X,O,X,X,O,X,X,X,X,X,X
SIOZTJL,X,X,X,O,X,X,O,X,X,X,X,X,X
SIOZLTJ,X,X,X,O,X,X,O,X,X,X,X,X,X
SIOZLJT,X,X,X,O,X,X,O,X,X,X,X,X,X
