sequence,v115@9gC8GeB8HeC8GeC8DeA8Le3AJvhFcmBxiBdsBCoBWw?BTtB,v115@9gC8GeB8HeC8GeC8DeA8Le9FJvhFymBziB5oB0rBms?BXrB,v115@9gC8GeB8HeC8GeC8DeA8Le9FJvhFThBxiBesBStBXr?BUtB,v115@9gC8GeB8HeC8GeC8DeA8Le9FJvhFymBziB5oBXrBms?B0rB,v115@9gC8GeB8HeC8GeC8DeA8LeRBJvhF3iB9oB6qBOrBzr?BUtB,v115@9gC8GeB8HeC8GeC8DeA8Le3AJvhFtmB5oB8qBznByw?BmsB,v115@9gC8GeB8HeC8GeC8DeA8Le9FJvhFxiBmmBCoB0rBTt?BXrB,v115@9gC8GeB8HeC8GeC8DeA8Le3AJvhF9mBSoBzqBxsBes?BUtB,v115@9gC8GeB8HeC8GeC8DeA8Le9FJvhFThBSoBXrBxsBes?BUtB,v115@9gC8GeB8HeC8GeC8DeA8Le9FJvhFmhBCjB0rBxsBXr?BTtB,v115@9gC8GeB8HeC8GeC8DeA8Le3AJvhFtmBziB5oB8qBms?BywB,v115@9gC8GeB8HeC8GeC8DeA8Le9FJvhFxiBmmBCoBXrBTt?B0rB,v115@9gC8GeB8HeC8GeC8DeA8Le3AJvhFcmBxnBdsBCoBWw?BTtB,v115@9gC8GeB8HeC8GeC8DeA8Le9FJvhFzhB0rBxsBerBft?B6tB,v115@9gC8GeB8HeC8GeC8DeA8Le9FJvhFThBXjByrB+tB0n?BRwB,v115@9gC8GeB8HeC8GeC8DeA8Le9GJvhFxiB0lBesBftB6t?BzqB,v115@9gC8GeB8HeC8GeC8DeA8LemCJvhF5oB0lBdsBftBTr?BCrB
ZJOTSLI,O,O,X,O,O,X,O,X,X,X,O,X,X,X,X,O,X
ZJOITLS,O,O,X,O,O,X,X,X,X,X,O,X,X,X,X,X,X
ZJOITSL,O,O,X,O,O,X,X,X,X,X,O,X,O,X,X,X,X
ZJOILTS,X,O,X,X,O,O,X,X,X,X,O,X,X,X,X,X,X
ZJOILST,X,X,X,X,X,O,X,X,X,X,O,X,O,X,X,X,X
ZJOISTL,O,O,X,O,O,X,X,X,X,X,O,X,O,X,X,X,X
ZJOISLT,X,X,X,X,X,O,X,X,X,X,O,X,O,X,X,X,X
ZJOLTIS,O,O,X,X,O,O,O,X,X,X,O,X,X,X,X,X,X
ZJOLTSI,O,O,X,X,O,O,O,X,X,X,O,X,X,X,X,X,X
ZJOLITS,O,O,X,X,O,O,O,X,X,X,O,X,X,X,X,X,X
ZJOLIST,X,X,X,X,O,O,X,X,X,X,O,X,O,X,X,X,X
ZJOLSTI,O,X,X,X,O,O,X,X,X,X,O,X,X,X,X,X,X
ZJOLSIT,X,X,X,X,O,O,X,X,X,X,O,X,O,X,X,X,X
ZJOSTIL,O,O,X,O,O,X,X,X,X,X,O,X,O,X,X,X,X
ZJOSTLI,O,O,X,O,O,X,X,X,X,X,O,X,X,X,X,O,X
ZJOSITL,O,O,X,O,O,X,X,X,X,X,O,X,O,X,X,X,X
ZJOSILT,X,X,X,X,X,O,X,X,X,X,O,X,O,X,X,X,X
ZJOSLTI,O,X,X,X,X,O,X,X,X,X,O,X,X,X,X,O,X
ZJOSLIT,X,X,X,X,X,O,X,X,X,X,O,X,O,X,X,O,X
ZSTILJO,X,O,X,O,O,X,X,X,O,O,X,X,X,O,X,X,O
ZSTILOJ,X,X,X,X,O,X,X,X,O,X,X,X,X,O,X,X,O
ZSTIJLO,X,O,X,O,O,X,X,X,O,O,O,X,X,O,X,X,O
ZSTIJOL,X,O,X,O,O,X,X,X,O,O,O,X,X,O,X,X,O
ZSTIOLJ,X,X,X,X,O,O,X,X,O,O,X,X,X,O,X,X,O
ZSTIOJL,X,X,X,X,O,X,X,X,O,O,X,X,X,O,X,X,O
ZSTLIJO,X,O,X,O,O,X,X,X,X,X,X,X,X,X,X,X,O
ZSTLIOJ,X,X,O,X,O,X,X,X,X,X,X,X,X,X,X,X,O
ZSTLJIO,X,O,O,O,O,X,X,X,X,X,X,X,X,X,X,O,O
ZSTLJOI,X,O,O,O,O,X,O,X,X,X,X,O,X,X,X,O,X
ZSTLOIJ,X,X,O,X,O,X,X,X,X,X,X,X,X,X,X,X,X
ZSTLOJI,X,X,O,X,O,X,X,X,X,X,X,X,X,X,X,X,X
ZSTJILO,X,O,X,O,O,X,X,X,X,X,O,X,X,X,X,O,O
ZSTJIOL,X,O,O,O,O,X,X,X,X,X,O,X,X,X,X,X,O
ZSTJLIO,X,O,O,O,O,X,X,X,X,X,O,X,X,X,X,O,O
ZSTJLOI,X,O,O,O,O,X,O,X,X,X,O,O,X,X,X,O,X
ZSTJOIL,X,O,O,O,O,X,X,X,X,X,O,X,X,X,X,X,O
ZSTJOLI,X,O,O,O,O,X,O,X,X,X,O,O,X,X,X,O,X
ZSTOILJ,X,X,X,X,O,O,X,X,O,X,X,X,X,X,X,X,O
ZSTOIJL,X,X,X,X,O,X,X,X,O,X,X,X,X,X,X,X,O
ZSTOLIJ,X,X,O,X,O,O,O,X,X,X,X,O,X,X,X,X,X
ZSTOLJI,X,X,O,X,O,O,O,X,X,X,X,O,X,X,X,X,X
ZSTOJIL,X,X,O,X,O,X,X,X,X,X,X,X,X,X,X,X,O
ZSTOJLI,X,X,O,X,O,X,O,X,X,X,X,O,X,X,X,X,X
ZSITLJO,X,O,X,O,X,X,X,X,O,O,X,X,X,O,X,X,O
ZSITLOJ,X,X,X,X,X,X,X,X,O,X,X,X,X,O,X,X,O
ZSITJLO,X,O,X,O,X,X,X,X,O,O,O,X,X,O,X,X,O
ZSITJOL,X,O,X,O,X,X,X,X,O,O,O,X,X,O,X,X,O
ZSITOLJ,X,X,X,X,X,O,X,X,O,O,X,X,X,O,X,X,O
ZSITOJL,X,X,X,X,X,X,X,X,O,O,X,X,X,O,X,X,O
ZSILTJO,X,X,X,X,X,X,X,X,O,O,X,X,X,X,X,X,O
ZSILTOJ,X,X,X,X,X,X,X,X,O,X,X,X,X,X,X,X,O
ZSILJTO,X,X,X,X,X,X,X,X,X,X,O,X,X,X,X,O,O
ZSILJOT,X,X,X,X,X,X,X,X,X,X,O,X,X,X,X,O,X
ZSILOTJ,X,X,X,X,X,O,X,X,X,X,X,X,X,X,X,X,X
ZSILOJT,X,X,X,X,X,O,X,X,X,X,X,X,X,X,X,X,X
ZSIJTLO,X,O,X,O,X,X,X,X,X,X,O,X,X,X,X,O,O
ZSIJTOL,X,O,X,O,X,X,X,X,X,X,O,X,X,X,X,X,O
ZSIJLTO,X,X,X,X,X,X,X,X,X,X,O,X,X,X,X,O,O
ZSIJLOT,X,X,X,X,X,X,X,X,X,X,O,X,X,X,X,O,X
ZSIJOTL,X,O,X,O,X,X,X,X,X,X,O,X,X,X,X,X,O
ZSIJOLT,X,X,X,X,X,O,X,X,X,X,O,X,X,X,X,X,X
ZSIOTLJ,X,X,X,X,X,O,X,X,X,X,X,X,X,X,X,X,O
ZSIOTJL,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,O
ZSIOLTJ,X,X,X,X,X,O,X,X,X,X,X,X,X,X,X,X,X
ZSIOLJT,X,X,X,X,X,O,X,X,X,X,X,X,X,X,X,X,X
ZSIOJTL,X,X,X,X,X,X,X,X,X,X,O,X,X,X,X,X,O
ZSIOJLT,X,X,X,X,X,O,X,X,X,X,O,X,X,X,X,X,X
ZSLTIJO,X,X,X,X,O,X,X,X,X,X,X,X,X,X,X,X,O
ZSLTIOJ,X,X,O,X,O,X,X,X,X,X,X,X,X,X,X,X,O
ZSLTJIO,X,X,O,X,O,X,X,X,X,X,X,X,X,X,X,O,O
ZSLTJOI,X,X,O,X,O,X,O,X,X,X,X,O,X,X,X,O,X
ZSLTOIJ,X,X,O,X,O,X,X,X,X,X,X,X,X,X,X,X,X
ZSLTOJI,X,X,O,X,O,X,X,X,X,X,X,X,X,X,X,X,X
ZSLITJO,X,X,X,X,O,X,X,X,X,X,X,X,X,X,X,X,O
ZSLITOJ,X,X,O,X,O,X,X,X,X,X,X,X,X,X,X,X,O
ZSLIJTO,X,X,X,X,X,X,X,X,X,X,O,X,X,X,X,O,O
ZSLIJOT,X,X,X,X,X,X,X,X,X,X,O,X,X,X,X,O,X
ZSLIOTJ,X,X,X,X,X,O,X,X,X,X,X,X,X,X,X,X,X
ZSLIOJT,X,X,X,X,X,O,X,X,X,X,X,X,X,X,X,X,X
ZSLJTIO,X,X,O,X,O,X,X,X,X,X,O,X,X,X,X,O,O
ZSLJTOI,X,X,O,X,O,X,X,X,X,X,O,X,X,X,X,O,X
ZSLJITO,X,X,O,X,O,X,X,X,X,X,O,X,X,X,X,O,O
ZSLJIOT,X,X,X,X,X,X,X,X,X,X,O,X,X,X,X,O,X
ZSLJOTI,X,X,X,X,X,X,X,X,X,X,O,X,X,X,X,O,X
ZSLJOIT,X,X,X,X,X,X,X,X,X,X,O,X,X,X,X,O,X
ZSLOTIJ,X,X,X,X,O,O,X,X,X,X,X,X,X,X,X,X,X
ZSLOTJI,X,X,X,X,O,O,X,X,X,X,X,X,X,X,X,X,X
ZSLOITJ,X,X,X,X,O,O,X,X,X,X,X,X,X,X,X,X,X
ZSLOIJT,X,X,X,X,X,O,X,X,X,X,X,X,X,X,X,X,X
ZSLOJTI,X,X,X,X,O,O,X,X,X,X,X,X,X,X,X,O,X
ZSLOJIT,X,X,X,X,O,O,X,X,X,X,X,X,X,X,X,O,X
ZSJTILO,O,O,X,O,O,X,X,X,X,X,O,X,X,X,X,O,O
ZSJTIOL,O,O,O,O,O,X,X,X,X,X,O,X,X,X,X,X,O
ZSJTLIO,O,O,O,O,O,X,X,X,X,X,O,X,X,X,X,O,O
ZSJTLOI,O,O,O,O,X,X,X,X,X,X,O,X,X,X,X,O,X
ZSJTOIL,O,O,O,O,O,X,X,X,X,X,O,X,O,X,X,X,O
ZSJTOLI,O,O,O,O,X,X,X,X,X,X,O,X,X,X,X,O,X
ZSJITLO,O,O,X,O,O,X,X,X,X,X,O,X,X,X,X,O,O
ZSJITOL,O,O,O,O,O,X,X,X,X,X,O,X,X,X,X,X,O
ZSJILTO,X,X,X,X,X,X,X,X,X,X,O,X,X,X,X,O,O
ZSJILOT,X,X,X,X,X,X,X,X,X,X,O,X,X,X,X,O,X
ZSJIOTL,O,O,X,O,X,X,X,X,X,X,O,X,O,X,X,X,O
ZSJIOLT,X,X,X,X,X,O,X,X,X,X,O,X,O,X,X,X,X
ZSJLTIO,O,X,O,X,X,X,X,X,X,X,O,X,X,X,X,O,O
ZSJLTOI,O,X,O,X,X,X,X,X,X,X,O,X,X,X,X,O,X
ZSJLITO,X,X,O,X,X,X,X,X,X,X,O,X,X,X,X,O,O
ZSJLIOT,X,X,X,X,X,X,X,X,X,X,O,X,X,X,X,O,X
ZSJLOTI,O,X,X,X,X,X,X,X,X,X,O,X,X,X,X,O,X
ZSJLOIT,X,X,X,X,X,X,X,X,X,X,O,X,O,X,X,O,X
ZSJOTIL,O,O,X,O,X,X,X,X,X,X,O,X,O,X,X,X,O
ZSJOTLI,O,O,X,O,X,X,X,X,X,X,O,X,X,X,X,O,X
ZSJOITL,O,O,X,O,X,X,X,X,X,X,O,X,O,X,X,X,O
ZSJOILT,X,X,X,X,X,O,X,X,X,X,O,X,O,X,X,X,X
ZSJOLTI,O,X,X,X,X,O,X,X,X,X,O,X,X,X,X,O,X
ZSJOLIT,X,X,X,X,X,O,X,X,X,X,O,X,O,X,X,O,X
ZSOTILJ,X,X,X,X,O,O,X,O,X,X,X,X,X,X,X,X,O
ZSOTIJL,X,X,X,X,O,X,X,O,X,X,X,X,X,X,X,X,O
ZSOTLIJ,X,X,X,X,O,O,O,X,X,X,X,O,X,X,X,X,X
ZSOTLJI,X,X,X,X,O,O,O,X,X,X,X,O,X,X,X,X,X
ZSOTJIL,X,X,X,X,O,X,X,X,X,X,X,X,X,X,X,X,O
ZSOTJLI,X,X,X,X,O,X,O,X,X,X,X,O,X,X,X,X,X
ZSOITLJ,X,X,X,X,X,O,X,O,X,X,X,X,X,X,X,X,O
ZSOITJL,X,X,X,X,X,X,X,O,X,X,X,X,X,X,X,X,O
ZSOILTJ,X,X,X,X,X,O,X,O,X,X,X,X,X,X,X,X,X
ZSOILJT,X,X,X,X,X,O,X,X,X,X,X,X,X,X,X,X,X
ZSOIJTL,X,X,X,X,X,X,X,X,X,X,O,X,O,X,X,X,O
ZSOIJLT,X,X,X,X,X,O,X,X,X,X,O,X,O,X,X,X,X
ZSOLTIJ,X,X,X,X,O,O,O,X,X,X,X,O,X,X,X,X,X
ZSOLTJI,X,X,X,X,O,O,O,X,X,X,X,O,X,X,X,X,X
ZSOLITJ,X,X,X,X,O,O,O,X,X,X,X,O,X,X,X,X,X
ZSOLIJT,X,X,X,X,X,O,X,X,X,X,X,X,X,X,X,X,X
ZSOLJTI,X,X,X,X,O,O,X,X,X,X,X,X,X,X,X,O,X
ZSOLJIT,X,X,X,X,O,O,X,X,X,X,X,X,X,X,X,O,X
ZSOJTIL,O,X,X,X,O,X,X,X,X,X,O,X,O,X,X,X,O
ZSOJTLI,O,X,X,X,O,X,X,X,X,X,O,X,X,X,X,O,X
ZSOJITL,O,X,X,X,O,X,X,X,X,X,O,X,O,X,X,X,O
ZSOJILT,X,X,X,X,X,O,X,X,X,X,O,X,O,X,X,X,X
ZSOJLTI,O,X,X,X,X,O,X,X,X,X,O,X,X,X,X,O,X
ZSOJLIT,X,X,X,X,X,O,X,X,X,X,O,X,O,X,X,O,X
ZOTILJS,O,O,X,X,O,O,O,O,X,O,X,X,X,X,X,X,X
ZOTILSJ,O,X,X,X,O,O,O,O,X,O,X,X,X,X,X,X,X
ZOTIJLS,O,O,X,X,O,X,O,O,X,O,X,X,X,O,X,X,X
ZOTIJSL,O,O,X,X,O,X,X,O,X,O,X,X,X,O,X,X,X
ZOTISLJ,O,X,X,X,O,O,X,O,X,O,X,X,X,O,X,X,O
ZOTISJL,O,X,X,X,O,X,X,O,X,O,X,X,X,O,X,X,O
ZOTLIJS,O,O,X,X,O,O,O,X,X,X,X,X,X,X,X,X,X
ZOTLISJ,O,X,X,X,O,O,O,X,X,X,X,O,X,X,X,X,X
ZOTLJIS,O,O,X,X,O,O,O,X,X,X,X,X,X,X,X,X,X
ZOTLJSI,O,O,X,X,O,O,O,X,X,X,X,X,X,X,X,X,X
ZOTLSIJ,O,X,X,X,O,O,O,X,X,X,X,O,X,X,X,X,X
ZOTLSJI,O,X,X,X,O,O,O,X,X,X,X,O,X,X,X,X,X
ZOTJILS,O,O,X,X,O,X,O,X,X,X,X,X,X,X,X,X,X
ZOTJISL,O,O,X,X,O,X,X,X,X,X,X,X,X,X,X,X,X
ZOTJLIS,O,O,X,X,O,X,O,X,X,X,X,X,X,X,X,X,X
ZOTJLSI,O,O,X,X,O,X,O,X,X,X,X,X,X,X,X,X,X
ZOTJSIL,O,O,X,X,O,X,X,X,X,X,X,X,X,X,X,X,X
ZOTJSLI,O,O,X,X,O,X,O,X,X,X,X,X,X,X,X,O,X
ZOTSILJ,O,X,X,X,O,O,X,O,X,X,X,X,X,X,X,X,O
ZOTSIJL,O,X,X,X,O,X,X,O,X,X,X,X,X,X,X,X,O
ZOTSLIJ,O,X,X,X,O,O,O,X,X,X,X,O,X,X,X,X,X
ZOTSLJI,O,X,X,X,O,O,O,X,X,X,X,O,X,X,X,X,X
ZOTSJIL,O,X,X,X,O,X,X,X,X,X,X,X,X,X,X,X,O
ZOTSJLI,O,X,X,X,O,X,O,X,X,X,X,O,X,X,X,X,X
ZOITLJS,X,O,X,X,O,O,O,O,X,O,X,X,X,X,X,X,X
ZOITLSJ,X,X,X,X,O,O,O,O,X,O,X,X,X,X,X,X,X
ZOITJLS,X,O,X,X,O,X,O,O,X,O,X,X,X,O,X,X,X
ZOITJSL,X,O,X,X,O,X,X,O,X,O,X,X,X,O,X,X,X
ZOITSLJ,X,X,X,X,O,O,X,O,X,O,X,X,X,O,X,X,O
ZOITSJL,X,X,X,X,O,X,X,O,X,O,X,X,X,O,X,X,O
ZOILTJS,X,X,X,X,O,O,O,O,X,O,X,X,X,X,X,X,X
ZOILTSJ,X,X,X,X,O,O,O,O,X,X,X,X,X,X,X,X,X
ZOILJTS,X,X,X,X,O,O,O,X,X,X,X,X,X,X,X,X,X
ZOILJST,X,X,X,X,O,O,X,X,X,X,X,X,X,X,X,X,X
ZOILSTJ,X,X,X,X,O,O,O,O,X,X,X,X,X,X,X,X,X
ZOILSJT,X,X,X,X,X,O,X,X,X,X,X,X,X,X,X,X,X
ZOIJTLS,X,O,X,X,O,X,X,X,X,X,O,X,X,X,X,X,X
ZOIJTSL,X,O,X,X,O,X,X,X,X,X,O,X,O,X,X,X,X
ZOIJLTS,X,O,X,X,O,O,X,X,X,X,O,X,X,X,X,X,X
ZOIJLST,X,X,X,X,X,O,X,X,X,X,O,X,O,X,X,X,X
ZOIJSTL,X,O,X,X,O,X,X,X,X,X,O,X,O,X,X,X,X
ZOIJSLT,X,X,X,X,X,O,X,X,X,X,O,X,O,X,X,X,X
ZOISTLJ,X,X,X,X,X,O,X,O,X,X,X,X,X,X,X,X,O
ZOISTJL,X,X,X,X,X,X,X,O,X,X,X,X,X,X,X,X,O
ZOISLTJ,X,X,X,X,X,O,X,O,X,X,X,X,X,X,X,X,X
ZOISLJT,X,X,X,X,X,O,X,X,X,X,X,X,X,X,X,X,X
ZOISJTL,X,X,X,X,X,X,X,X,X,X,O,X,O,X,X,X,O
ZOISJLT,X,X,X,X,X,O,X,X,X,X,O,X,O,X,X,X,X
ZOLTIJS,O,X,X,X,O,O,O,X,X,X,X,X,X,X,X,X,X
ZOLTISJ,O,X,X,X,O,O,O,X,X,X,X,O,X,X,X,X,X
ZOLTJIS,O,X,X,X,O,O,O,X,X,X,X,X,X,X,X,X,X
ZOLTJSI,O,X,X,X,O,O,O,X,X,X,X,X,X,X,X,X,X
ZOLTSIJ,O,X,X,X,O,O,O,X,X,X,X,O,X,X,X,X,X
ZOLTSJI,O,X,X,X,O,O,O,X,X,X,X,O,X,X,X,X,X
ZOLITJS,O,X,X,X,O,O,O,X,X,X,X,X,X,X,X,X,X
ZOLITSJ,O,X,X,X,O,O,O,X,X,X,X,O,X,X,X,X,X
ZOLIJTS,O,X,X,X,O,O,O,X,X,X,X,X,X,X,X,X,X
ZOLIJST,X,X,X,X,O,O,X,X,X,X,X,X,X,X,X,X,X
ZOLISTJ,X,X,X,X,O,O,O,X,X,X,X,O,X,X,X,X,X
ZOLISJT,X,X,X,X,X,O,X,X,X,X,X,X,X,X,X,X,X
ZOLJTIS,O,X,X,X,O,O,O,X,X,X,X,X,X,X,X,X,X
ZOLJTSI,O,X,X,X,O,O,O,X,X,X,X,X,X,X,X,X,X
ZOLJITS,O,X,X,X,O,O,O,X,X,X,X,X,X,X,X,X,X
ZOLJIST,X,X,X,X,O,O,X,X,X,X,X,X,X,X,X,X,X
ZOLJSTI,X,X,X,X,O,O,X,X,X,X,X,X,X,X,X,X,X
ZOLJSIT,X,X,X,X,O,O,X,X,X,X,X,X,X,X,X,X,X
ZOLSTIJ,X,X,X,X,O,O,O,X,X,X,X,O,X,X,X,X,X
ZOLSTJI,X,X,X,X,O,O,O,X,X,X,X,O,X,X,X,X,X
ZOLSITJ,X,X,X,X,O,O,O,X,X,X,X,O,X,X,X,X,X
ZOLSIJT,X,X,X,X,X,O,X,X,X,X,X,X,X,X,X,X,X
ZOLSJTI,X,X,X,X,O,O,X,X,X,X,X,X,X,X,X,X,X
ZOLSJIT,X,X,X,X,O,O,X,X,X,X,X,X,X,X,X,X,X
ZOJTILS,O,O,X,X,O,X,O,X,X,X,O,X,X,X,X,X,X
ZOJTISL,O,O,X,X,O,X,X,X,X,X,O,X,O,X,X,X,X
ZOJTLIS,O,O,X,X,O,X,O,X,X,X,O,X,X,X,X,X,X
ZOJTLSI,O,O,X,X,O,X,O,X,X,X,O,X,X,X,X,X,X
ZOJTSIL,O,O,X,X,O,X,X,X,X,X,O,X,O,X,X,X,X
ZOJTSLI,O,O,X,X,O,X,O,X,X,X,O,X,X,X,X,O,X
ZOJITLS,O,O,X,X,O,X,X,X,X,X,O,X,X,X,X,X,X
ZOJITSL,O,O,X,X,O,X,X,X,X,X,O,X,O,X,X,X,X
ZOJILTS,X,O,X,X,O,O,X,X,X,X,O,X,X,X,X,X,X
ZOJILST,X,X,X,X,X,O,X,X,X,X,O,X,O,X,X,X,X
ZOJISTL,O,O,X,X,O,X,X,X,X,X,O,X,O,X,X,X,X
ZOJISLT,X,X,X,X,X,O,X,X,X,X,O,X,O,X,X,X,X
ZOJLTIS,O,O,X,X,O,O,O,X,X,X,O,X,X,X,X,X,X
ZOJLTSI,O,O,X,X,O,O,O,X,X,X,O,X,X,X,X,X,X
ZOJLITS,O,O,X,X,O,O,O,X,X,X,O,X,X,X,X,X,X
ZOJLIST,X,X,X,X,O,O,X,X,X,X,O,X,O,X,X,X,X
ZOJLSTI,O,X,X,X,O,O,X,X,X,X,O,X,X,X,X,X,X
ZOJLSIT,X,X,X,X,O,O,X,X,X,X,O,X,O,X,X,X,X
ZOJSTIL,O,O,X,X,O,X,X,X,X,X,O,X,O,X,X,X,X
ZOJSTLI,O,O,X,X,O,X,X,X,X,X,O,X,X,X,X,O,X
ZOJSITL,O,O,X,X,O,X,X,X,X,X,O,X,O,X,X,X,X
ZOJSILT,X,X,X,X,X,O,X,X,X,X,O,X,O,X,X,X,X
ZOJSLTI,O,X,X,X,X,O,X,X,X,X,O,X,X,X,X,O,X
ZOJSLIT,X,X,X,X,X,O,X,X,X,X,O,X,O,X,X,O,X
ZOSTILJ,X,X,X,X,O,O,X,O,X,X,X,X,X,X,X,X,O
ZOSTIJL,X,X,X,X,O,X,X,O,X,X,X,X,X,X,X,X,O
ZOSTLIJ,X,X,X,X,O,O,O,X,X,X,X,O,X,X,X,X,X
ZOSTLJI,X,X,X,X,O,O,O,X,X,X,X,O,X,X,X,X,X
ZOSTJIL,X,X,X,X,O,X,X,X,X,X,X,X,X,X,X,X,O
ZOSTJLI,X,X,X,X,O,X,O,X,X,X,X,O,X,X,X,X,X
ZOSITLJ,X,X,X,X,X,O,X,O,X,X,X,X,X,X,X,X,O
ZOSITJL,X,X,X,X,X,X,X,O,X,X,X,X,X,X,X,X,O
ZOSILTJ,X,X,X,X,X,O,X,O,X,X,X,X,X,X,X,X,X
ZOSILJT,X,X,X,X,X,O,X,X,X,X,X,X,X,X,X,X,X
ZOSIJTL,X,X,X,X,X,X,X,X,X,X,O,X,O,X,X,X,O
ZOSIJLT,X,X,X,X,X,O,X,X,X,X,O,X,O,X,X,X,X
ZOSLTIJ,X,X,X,X,O,O,O,X,X,X,X,O,X,X,X,X,X
ZOSLTJI,X,X,X,X,O,O,O,X,X,X,X,O,X,X,X,X,X
ZOSLITJ,X,X,X,X,O,O,O,X,X,X,X,O,X,X,X,X,X
ZOSLIJT,X,X,X,X,X,O,X,X,X,X,X,X,X,X,X,X,X
ZOSLJTI,X,X,X,X,O,O,X,X,X,X,X,X,X,X,X,O,X
ZOSLJIT,X,X,X,X,O,O,X,X,X,X,X,X,X,X,X,O,X
ZOSJTIL,O,X,X,X,O,X,X,X,X,X,O,X,O,X,X,X,O
ZOSJTLI,O,X,X,X,O,X,X,X,X,X,O,X,X,X,X,O,X
ZOSJITL,O,X,X,X,O,X,X,X,X,X,O,X,O,X,X,X,O
ZOSJILT,X,X,X,X,X,O,X,X,X,X,O,X,O,X,X,X,X
ZOSJLTI,O,X,X,X,X,O,X,X,X,X,O,X,X,X,X,O,X
ZOSJLIT,X,X,X,X,X,O,X,X,X,X,O,X,O,X,X,O,X
OTILJSZ,O,X,X,X,X,X,X,O,X,X,X,O,X,X,X,X,X
OTILJZS,O,X,X,X,X,O,O,O,X,O,X,X,X,X,X,X,X
OTILSJZ,O,X,X,X,X,X,X,O,O,X,X,O,X,X,X,X,X
OTILSZJ,O,X,X,X,X,O,O,O,O,X,X,O,X,X,X,X,X
OTILZJS,O,X,X,X,X,O,O,O,X,O,X,X,X,X,X,X,X
OTILZSJ,O,X,X,X,X,O,O,O,X,X,X,O,X,X,X,X,X
OTIJLSZ,O,O,X,O,X,X,X,O,X,X,X,X,X,X,X,X,X
OTIJLZS,O,O,X,O,X,X,X,O,X,O,X,X,X,X,X,X,X
OTIJSLZ,X,O,X,O,X,X,X,O,X,X,X,X,X,X,X,X,X
OTIJSZL,O,O,X,O,X,X,X,O,X,X,X,X,O,X,X,X,X
OTIJZLS,O,O,X,O,X,X,X,O,X,X,X,X,X,X,X,X,X
OTIJZSL,O,O,X,O,X,X,X,O,X,X,X,X,O,X,X,X,X
OTISLJZ,X,X,X,O,X,X,X,O,O,X,X,O,X,X,X,X,X
OTISLZJ,X,X,X,X,X,X,X,O,O,X,X,O,X,X,X,X,X
OTISJLZ,X,X,X,O,X,X,X,O,O,X,X,O,X,X,X,X,X
OTISJZL,O,X,X,O,X,X,X,O,O,X,X,X,O,X,X,X,O
OTISZLJ,O,X,X,X,X,O,X,O,O,X,X,X,X,X,X,X,O
OTISZJL,O,X,X,X,X,X,X,O,O,X,X,X,X,X,X,X,O
OTIZLJS,O,O,X,X,X,O,O,O,X,O,X,X,X,X,X,X,X
OTIZLSJ,O,X,X,X,X,O,O,O,X,O,X,X,X,X,X,X,X
OTIZJLS,O,O,X,X,X,X,O,O,X,O,X,X,X,O,X,X,X
OTIZJSL,O,O,X,X,X,X,X,O,X,O,X,X,X,O,X,X,X
OTIZSLJ,O,X,X,X,X,O,X,O,X,O,X,X,X,O,X,X,O
OTIZSJL,O,X,X,X,X,X,X,O,X,O,X,X,X,O,X,X,O
OTLIJSZ,O,X,O,X,X,X,X,O,X,X,X,O,X,X,X,X,X
OTLIJZS,O,X,X,X,X,O,O,O,X,X,X,X,X,X,X,X,X
OTLISJZ,O,X,O,X,X,X,X,O,X,X,X,O,X,X,X,X,X
OTLISZJ,O,X,O,X,X,O,O,O,X,X,X,O,X,X,X,X,X
OTLIZJS,O,X,X,X,O,O,O,O,X,X,X,X,X,X,X,X,X
OTLIZSJ,O,X,X,X,O,O,O,O,X,X,X,O,X,X,X,X,X
OTLJISZ,O,X,O,X,X,X,X,X,X,X,X,O,X,X,X,X,X
OTLJIZS,O,X,X,X,O,O,O,X,X,X,X,X,X,X,X,X,X
OTLJSIZ,O,X,O,X,X,X,X,X,X,X,X,O,X,X,X,X,X
OTLJSZI,O,X,O,X,X,X,X,X,X,X,X,O,X,X,X,X,X
OTLJZIS,O,X,X,X,O,O,O,X,X,X,X,X,X,X,X,X,X
OTLJZSI,O,X,X,X,O,O,O,X,X,X,X,X,X,X,X,X,X
OTLSIJZ,O,X,O,X,X,X,X,O,X,X,X,O,X,X,X,X,X
OTLSIZJ,O,X,O,X,X,O,O,O,X,X,X,O,X,X,X,X,X
OTLSJIZ,O,X,O,X,X,X,X,X,X,X,X,O,X,X,X,X,X
OTLSJZI,O,X,O,X,X,X,X,X,X,X,X,O,X,X,X,X,X
OTLSZIJ,O,X,O,X,X,O,O,X,X,X,X,O,X,X,X,X,X
OTLSZJI,O,X,O,X,X,O,O,X,X,X,X,O,X,X,X,X,X
OTLZIJS,O,X,X,X,O,O,O,X,X,X,X,X,X,X,X,X,X
OTLZISJ,O,X,X,X,O,O,O,X,X,X,X,O,X,X,X,X,X
OTLZJIS,O,X,X,X,O,O,O,X,X,X,X,X,X,X,X,X,X
OTLZJSI,O,X,X,X,O,O,O,X,X,X,X,X,X,X,X,X,X
OTLZSIJ,O,X,X,X,O,O,O,X,X,X,X,O,X,X,X,X,X
OTLZSJI,O,X,X,X,O,O,O,X,X,X,X,O,X,X,X,X,X
OTJILSZ,O,O,X,O,X,X,X,O,X,X,X,X,X,X,X,X,X
