sequence,v115@4gA8IeB8CeB8BeC8CeB8CeB8BeD8AeF8Jex6IvhF8g?B6iBTeBmfBXoBlqB,v115@4gA8IeB8CeB8BeC8CeB8CeB8BeD8AeF8Je2/IvhFRb?B0dB6jB3gBznBlqB,v115@4gA8IeB8CeB8BeC8CeB8CeB8BeD8AeF8JeT6IvhFOg?B8gBxdBCjBXoBlqB,v115@4gA8IeB8CeB8BeC8CeB8CeB8BeD8AeF8Jei6IvhFzb?BxdBUgBWoBXoBlqB,v115@4gA8IeB8CeB8BeC8CeB8CeB8BeD8AeF8JeT6IvhFib?BxdB3gBunBcoBlqB,v115@4gA8IeB8CeB8BeC8CeB8CeB8BeD8AeF8Jex6IvhF8g?B6iBmfBTjBXoBlqB,v115@4gA8IeB8CeB8BeC8CeB8CeB8BeD8AeF8Je2/IvhFzb?BxdBCjBUgBXoBlqB,v115@4gA8IeB8CeB8BeC8CeB8CeB8BeD8AeF8Jei6IvhFTe?BRgBWoB3gB0nBlqB,v115@4gA8IeB8CeB8BeC8CeB8CeB8BeD8AeF8Je2/IvhFxd?B3gBqnBTjBFlB8qB
SOZLITJ,O,O,O,X,O,X,X,X,X
SOZLIJT,O,O,O,X,O,X,O,X,X
SOZLJTI,O,O,O,X,O,O,O,X,X
SOZLJIT,O,O,O,X,O,O,O,X,X
SOZJTIL,O,O,O,X,O,X,X,X,X
SOZJTLI,O,O,O,X,O,X,X,X,X
SOZJITL,O,O,O,X,O,X,X,X,X
SOZJILT,O,O,O,X,O,O,X,X,X
SOZJLTI,O,O,O,X,O,O,O,X,X
SOZJLIT,O,O,O,X,O,O,O,X,X
ZTILJSO,O,O,X,O,X,O,X,X,X
ZTILJOS,O,O,O,O,X,O,X,O,X
ZTILSJO,O,O,X,X,O,X,X,X,X
ZTILSOJ,O,O,X,O,O,X,X,X,X
ZTILOJS,X,X,O,O,X,O,X,X,X
ZTILOSJ,O,X,X,O,O,X,X,X,X
ZTIJLSO,O,O,X,O,O,O,X,X,X
ZTIJLOS,O,O,O,O,O,O,X,O,X
ZTIJSLO,O,O,O,O,O,O,X,X,X
ZTIJSOL,O,O,O,O,O,O,X,X,X
ZTIJOLS,O,O,O,O,O,O,X,O,X
ZTIJOSL,O,X,O,O,O,O,X,X,X
ZTISLJO,O,O,O,X,O,X,X,X,X
ZTISLOJ,O,O,O,O,O,X,X,X,X
ZTISJLO,O,O,O,X,O,X,X,X,X
ZTISJOL,O,O,O,X,O,X,X,X,X
ZTISOLJ,O,O,O,O,O,X,X,X,X
ZTISOJL,O,O,O,X,O,X,X,X,X
ZTIOLJS,X,X,O,O,X,O,X,X,X
ZTIOLSJ,O,X,X,O,O,X,X,X,X
ZTIOJLS,X,X,O,O,O,O,X,X,X
ZTIOJSL,X,X,O,O,O,O,X,X,X
ZTIOSLJ,O,X,O,O,O,X,X,X,X
ZTIOSJL,O,X,O,X,O,X,X,X,X
ZTLIJSO,O,O,X,O,X,O,X,X,X
ZTLIJOS,O,O,O,O,X,O,X,O,X
ZTLISJO,O,O,X,X,O,X,X,X,X
ZTLISOJ,O,O,X,O,O,X,X,X,X
ZTLIOJS,X,X,O,O,X,O,X,X,X
ZTLIOSJ,O,X,X,O,O,X,X,X,X
ZTLJISO,O,O,X,O,O,O,X,X,X
ZTLJIOS,O,O,O,O,O,O,X,O,X
ZTLJSIO,O,O,O,O,O,O,X,X,X
ZTLJSOI,O,O,O,O,O,O,X,X,X
ZTLJOIS,O,O,O,O,O,O,X,O,X
ZTLJOSI,O,O,O,O,O,O,X,X,X
ZTLSIJO,O,O,O,X,O,X,X,X,X
ZTLSIOJ,O,O,O,O,O,X,X,X,X
ZTLSJIO,O,O,O,O,O,O,X,X,X
ZTLSJOI,O,O,O,O,O,O,X,X,X
ZTLSOIJ,O,O,O,O,O,X,X,X,X
ZTLSOJI,O,O,O,O,O,O,X,X,X
ZTLOIJS,X,X,O,O,X,O,X,X,X
ZTLOISJ,O,X,X,O,O,X,X,X,X
ZTLOJIS,O,O,O,O,O,O,X,X,X
ZTLOJSI,O,O,O,O,O,O,X,X,X
ZTLOSIJ,O,O,O,O,O,X,X,X,X
ZTLOSJI,O,O,O,O,O,O,X,X,X
ZTJILSO,O,O,X,O,O,O,X,X,X
ZTJILOS,O,O,O,O,O,O,X,O,X
ZTJISLO,O,O,O,O,O,O,X,X,X
ZTJISOL,O,O,O,O,O,O,X,X,X
ZTJIOLS,O,O,O,O,O,O,X,O,X
ZTJIOSL,O,O,O,O,O,O,X,X,X
ZTJLISO,O,O,X,O,O,O,X,X,X
ZTJLIOS,O,O,O,O,O,O,X,O,X
ZTJLSIO,O,O,O,O,O,O,X,X,X
ZTJLSOI,O,O,O,O,O,O,X,X,X
ZTJLOIS,O,O,O,O,O,O,X,O,X
ZTJLOSI,O,O,O,O,O,O,X,X,X
ZTJSILO,O,O,O,O,O,O,X,X,X
ZTJSIOL,O,O,O,O,O,O,X,X,X
ZTJSLIO,O,O,O,O,O,O,O,X,X
ZTJSLOI,O,O,O,O,O,O,O,X,X
ZTJSOIL,O,O,O,O,O,O,X,X,X
ZTJSOLI,O,O,O,O,O,O,O,X,X
ZTJOILS,O,O,O,O,O,O,X,O,X
ZTJOISL,O,O,O,O,O,O,X,X,X
ZTJOLIS,O,O,O,O,O,O,X,O,X
ZTJOLSI,O,O,O,O,O,O,X,X,X
ZTJOSIL,O,O,O,O,O,O,X,X,X
ZTJOSLI,O,O,O,O,O,O,O,X,X
ZTSILJO,O,O,O,X,O,X,X,X,X
ZTSILOJ,O,O,O,O,O,X,X,X,X
ZTSIJLO,O,O,O,X,O,X,X,X,X
ZTSIJOL,O,O,O,X,O,X,X,X,X
ZTSIOLJ,O,O,O,O,O,X,X,X,X
ZTSIOJL,O,O,O,X,O,X,X,X,X
ZTSLIJO,O,O,O,X,O,X,O,X,X
ZTSLIOJ,O,O,O,O,O,X,O,X,X
ZTSLJIO,O,O,O,O,O,O,O,X,X
ZTSLJOI,O,O,O,O,O,O,O,X,X
ZTSLOIJ,O,O,O,O,O,X,O,X,X
ZTSLOJI,O,O,O,O,O,O,O,X,X
ZTSJILO,O,O,O,O,O,O,X,X,X
ZTSJIOL,O,O,O,O,O,O,X,X,X
ZTSJLIO,O,O,O,O,O,O,O,X,X
ZTSJLOI,O,O,O,O,O,O,O,X,X
ZTSJOIL,O,O,O,O,O,O,X,X,X
ZTSJOLI,O,O,O,O,O,O,O,X,X
ZTSOILJ,O,O,O,O,O,X,X,X,X
ZTSOIJL,O,O,O,X,O,X,X,X,X
ZTSOLIJ,O,O,O,O,O,X,O,X,X
ZTSOLJI,O,O,O,O,O,O,O,X,X
ZTSOJIL,O,O,O,O,O,O,X,X,X
ZTSOJLI,O,O,O,O,O,O,O,X,X
ZTOILJS,X,O,O,O,X,O,X,X,X
ZTOILSJ,O,O,X,O,O,X,X,X,X
ZTOIJLS,X,O,O,O,O,O,X,X,X
ZTOIJSL,X,O,O,O,O,O,X,X,X
ZTOISLJ,O,O,O,O,O,X,X,X,X
ZTOISJL,O,O,O,X,O,X,X,X,X
ZTOLIJS,X,O,O,O,X,O,X,X,X
ZTOLISJ,O,O,X,O,O,X,X,X,X
ZTOLJIS,O,O,O,O,O,O,X,X,X
ZTOLJSI,O,O,O,O,O,O,X,X,X
ZTOLSIJ,O,O,O,O,O,X,X,X,X
ZTOLSJI,O,O,O,O,O,O,X,X,X
ZTOJILS,O,O,O,O,O,O,X,X,X
ZTOJISL,O,O,O,O,O,O,X,X,X
ZTOJLIS,O,O,O,O,O,O,X,X,X
ZTOJLSI,O,O,O,O,O,O,X,X,X
ZTOJSIL,O,O,O,O,O,O,X,X,X
ZTOJSLI,O,O,O,O,O,O,O,X,X
ZTOSILJ,O,O,O,O,O,X,X,X,X
ZTOSIJL,O,O,O,X,O,X,X,X,X
ZTOSLIJ,O,O,O,O,O,X,O,X,X
ZTOSLJI,O,O,O,O,O,O,O,X,X
ZTOSJIL,O,O,O,O,O,O,X,X,X
ZTOSJLI,O,O,O,O,O,O,O,X,X
ZITLJSO,X,O,X,X,X,X,X,X,X
ZITLJOS,X,O,O,O,X,X,X,X,X
ZITLSJO,X,O,X,X,O,X,X,X,X
ZITLSOJ,O,O,X,O,O,X,X,X,X
ZITLOJS,X,X,O,O,X,X,X,X,X
ZITLOSJ,X,X,X,O,O,X,X,X,X
ZITJLSO,X,O,X,X,O,X,X,X,X
ZITJLOS,X,O,O,O,O,X,X,X,X
ZITJSLO,X,O,X,X,O,X,X,X,X
ZITJSOL,X,O,O,X,O,X,X,X,X
ZITJOLS,X,O,O,O,O,X,X,X,X
ZITJOSL,X,X,O,X,O,X,X,X,X
ZITSLJO,X,O,X,X,O,X,X,X,X
ZITSLOJ,O,O,X,O,O,X,X,X,X
ZITSJLO,X,O,X,X,O,X,X,X,X
ZITSJOL,X,O,O,X,O,X,X,X,X
ZITSOLJ,O,O,X,O,O,X,X,X,X
ZITSOJL,X,O,O,X,O,X,X,X,X
ZITOLJS,X,X,O,O,X,X,X,X,X
ZITOLSJ,X,X,X,O,O,X,X,X,X
ZITOJLS,X,X,O,O,O,X,X,X,X
ZITOJSL,X,X,O,X,O,X,X,X,X
ZITOSLJ,X,X,X,O,O,X,X,X,X
ZITOSJL,X,X,O,X,O,X,X,X,X
ZILTJSO,X,O,X,X,X,X,X,X,X
ZILTJOS,X,O,X,O,X,X,X,X,X
ZILTSJO,X,O,X,X,O,X,X,X,X
ZILTSOJ,O,O,X,O,O,X,X,X,X
ZILTOJS,X,X,X,O,X,X,X,X,X
ZILTOSJ,X,X,X,O,O,X,X,X,X
ZILJTSO,O,O,X,O,X,X,X,X,X
ZILJTOS,X,X,X,O,X,O,X,X,X
ZILJSTO,O,O,X,O,X,X,X,X,X
ZILJSOT,O,O,X,O,X,O,X,X,X
ZILJOTS,X,X,X,O,X,O,X,X,X
ZILJOST,O,O,O,O,X,O,X,O,X
ZILSTJO,X,O,X,X,X,X,X,X,X
ZILSTOJ,O,X,X,X,O,X,X,X,X
ZILSJTO,O,O,X,X,X,X,X,X,X
ZILSJOT,O,O,X,X,O,X,X,X,X
ZILSOTJ,O,X,X,X,O,X,X,X,X
ZILSOJT,O,O,X,O,O,X,X,X,X
ZILOTJS,X,X,X,O,X,X,X,X,X
ZILOTSJ,X,X,X,X,O,X,X,X,X
ZILOJTS,X,X,X,O,X,O,X,X,X
ZILOJST,X,X,O,O,X,O,X,X,X
ZILOSTJ,O,X,X,X,O,X,X,X,X
ZILOSJT,O,X,X,O,O,X,X,X,X
ZIJTLSO,O,O,X,O,O,X,X,X,X
ZIJTLOS,X,X,X,O,O,O,X,X,X
ZIJTSLO,O,X,X,O,O,X,X,X,X
ZIJTSOL,O,X,X,O,O,X,X,X,X
ZIJTOLS,X,X,X,O,O,O,X,X,X
ZIJTOSL,X,X,O,O,O,X,X,X,X
ZIJLTSO,O,O,X,O,O,X,X,X,X
ZIJLTOS,X,X,X,O,O,O,X,X,X
ZIJLSTO,O,O,X,O,O,X,X,X,X
ZIJLSOT,O,O,X,O,O,O,X,X,X
ZIJLOTS,X,X,X,O,O,O,X,X,X
ZIJLOST,O,O,O,O,O,O,X,O,X
ZIJSTLO,O,O,X,O,O,X,X,X,X
ZIJSTOL,O,X,O,O,O,X,X,X,X
ZIJSLTO,O,O,O,O,O,X,X,X,X
ZIJSLOT,O,O,O,O,O,O,X,X,X
ZIJSOTL,O,X,O,O,O,X,X,X,X
ZIJSOLT,O,O,O,O,O,O,X,X,X
ZIJOTLS,X,X,X,O,O,O,X,X,X
ZIJOTSL,X,X,O,O,O,X,X,X,X
ZIJOLTS,X,X,X,O,O,O,X,X,X
ZIJOLST,O,O,O,O,O,O,X,O,X
ZIJOSTL,O,X,O,X,O,X,X,X,X
ZIJOSLT,O,X,O,X,O,O,X,X,X
ZISTLJO,X,O,X,X,O,X,X,X,X
ZISTLOJ,O,X,X,X,O,X,X,X,X
ZISTJLO,X,O,X,X,O,X,X,X,X
ZISTJOL,X,X,O,X,O,X,X,X,X
ZISTOLJ,O,X,X,X,O,X,X,X,X
ZISTOJL,X,X,O,X,O,X,X,X,X
ZISLTJO,X,O,O,X,X,X,X,X,X
ZISLTOJ,O,X,O,X,O,X,X,X,X
ZISLJTO,O,O,O,X,O,X,X,X,X
ZISLJOT,O,O,O,X,O,X,X,X,X
ZISLOTJ,O,X,O,X,O,X,X,X,X
ZISLOJT,O,O,O,O,O,X,X,X,X
ZISJTLO,O,O,X,X,O,X,X,X,X
ZISJTOL,O,X,O,X,O,X,X,X,X
ZISJLTO,O,O,O,X,O,X,X,X,X
ZISJLOT,O,O,O,X,O,X,X,X,X
ZISJOTL,O,X,O,X,O,X,X,X,X
ZISJOLT,O,O,O,X,O,X,X,X,X
ZISOTLJ,O,X,X,X,O,X,X,X,X
ZISOTJL,X,X,O,X,O,X,X,X,X
ZISOLTJ,O,X,O,X,O,X,X,X,X
ZISOLJT,O,O,O,O,O,X,X,X,X
ZISOJTL,O,X,O,X,O,X,X,X,X
ZISOJLT,O,O,O,X,O,X,X,X,X
ZIOTLJS,X,X,O,O,X,X,X,X,X
ZIOTLSJ,X,X,X,X,O,X,X,X,X
ZIOTJLS,X,X,O,X,O,X,X,X,X
ZIOTJSL,X,X,O,X,O,X,X,X,X
ZIOTSLJ,X,X,X,X,O,X,X,X,X
ZIOTSJL,X,X,O,X,O,X,X,X,X
ZIOLTJS,X,X,X,O,X,X,X,X,X
ZIOLTSJ,X,X,X,X,O,X,X,X,X
ZIOLJTS,X,X,X,O,X,O,X,X,X
ZIOLJST,X,X,O,O,X,O,X,X,X
ZIOLSTJ,O,X,X,X,O,X,X,X,X
ZIOLSJT,O,X,X,O,O,X,X,X,X
ZIOJTLS,X,X,X,O,O,O,X,X,X
ZIOJTSL,X,X,O,X,O,X,X,X,X
ZIOJLTS,X,X,X,O,O,O,X,X,X
ZIOJLST,X,X,O,O,O,O,X,X,X
ZIOJSTL,X,X,O,O,O,X,X,X,X
ZIOJSLT,X,X,O,O,O,O,X,X,X
ZIOSTLJ,O,X,X,X,O,X,X,X,X
ZIOSTJL,X,X,O,X,O,X,X,X,X
ZIOSLTJ,O,X,O,X,O,X,X,X,X
ZIOSLJT,O,X,O,O,O,X,X,X,X
ZIOSJTL,X,X,O,X,O,X,X,X,X
ZIOSJLT,O,X,O,X,O,X,X,X,X
ZLTIJSO,O,O,X,O,X,O,X,X,X
ZLTIJOS,O,O,X,O,X,O,X,O,X
ZLTISJO,O,O,X,X,O,X,X,X,X
ZLTISOJ,O,O,X,O,O,X,X,X,X
ZLTIOJS,X,X,X,O,X,O,X,X,X
ZLTIOSJ,O,X,X,O,O,X,X,X,X
ZLTJISO,O,O,X,O,O,O,X,X,X
ZLTJIOS,O,O,X,O,O,O,X,O,X
ZLTJSIO,O,O,X,O,O,O,X,X,X
ZLTJSOI,O,O,X,O,O,O,X,X,X
ZLTJOIS,O,O,X,O,O,O,X,O,X
ZLTJOSI,O,O,X,O,O,O,X,X,X
ZLTSIJO,O,O,X,X,O,X,X,X,X
ZLTSIOJ,O,O,X,O,O,X,X,X,X
ZLTSJIO,O,O,X,O,O,O,X,X,X
ZLTSJOI,O,O,X,O,O,O,X,X,X
ZLTSOIJ,O,O,X,O,O,X,X,X,X
ZLTSOJI,O,O,X,O,O,O,X,X,X
ZLTOIJS,X,X,X,O,X,O,X,X,X
ZLTOISJ,O,X,X,O,O,X,X,X,X
ZLTOJIS,O,O,X,O,O,O,X,X,X
ZLTOJSI,O,O,X,O,O,O,X,X,X
ZLTOSIJ,O,O,X,O,O,X,X,X,X
ZLTOSJI,O,O,X,O,O,O,X,X,X
ZLITJSO,X,O,X,X,X,X,X,X,X
ZLITJOS,X,O,X,O,X,X,X,X,X
ZLITSJO,X,O,X,X,O,X,X,X,X
ZLITSOJ,O,O,X,O,O,X,X,X,X
ZLITOJS,X,X,X,O,X,X,X,X,X
ZLITOSJ,X,X,X,O,O,X,X,X,X
ZLIJTSO,O,O,X,O,X,X,X,X,X
ZLIJTOS,X,X,X,O,X,O,X,X,X
ZLIJSTO,O,O,X,O,X,X,X,X,X
ZLIJSOT,O,O,X,O,X,O,X,X,X
ZLIJOTS,X,X,X,O,X,O,X,X,X
ZLIJOST,O,O,O,O,X,O,X,O,X
ZLISTJO,X,O,X,X,X,X,X,X,X
ZLISTOJ,O,X,X,X,O,X,X,X,X
ZLISJTO,O,O,X,X,X,X,X,X,X
ZLISJOT,O,O,X,X,O,X,X,X,X
ZLISOTJ,O,X,X,X,O,X,X,X,X
ZLISOJT,O,O,X,O,O,X,X,X,X
ZLIOTJS,X,X,X,O,X,X,X,X,X
ZLIOTSJ,X,X,X,X,O,X,X,X,X
ZLIOJTS,X,X,X,O,X,O,X,X,X
ZLIOJST,X,X,O,O,X,O,X,X,X
ZLIOSTJ,O,X,X,X,O,X,X,X,X
ZLIOSJT,O,X,X,O,O,X,X,X,X
ZLJTISO,O,O,X,O,O,X,X,X,X
ZLJTIOS,X,O,X,O,O,O,X,O,X
ZLJTSIO,O,O,X,O,O,X,X,X,X
ZLJTSOI,O,O,X,O,O,X,X,X,X
ZLJTOIS,X,O,X,O,O,O,X,O,X
ZLJTOSI,X,O,X,O,O,O,X,X,X
ZLJITSO,O,O,X,O,O,X,X,X,X
ZLJITOS,X,X,X,O,O,O,X,X,X
ZLJISTO,O,O,X,O,O,X,X,X,X
ZLJISOT,O,O,X,O,O,O,X,X,X
ZLJIOTS,X,X,X,O,O,O,X,X,X
ZLJIOST,O,O,O,O,O,O,X,O,X
ZLJSTIO,O,O,O,O,O,X,X,X,X
ZLJSTOI,O,X,O,O,O,X,X,X,X
ZLJSITO,O,O,O,O,O,X,X,X,X
ZLJSIOT,O,O,O,O,O,O,X,X,X
ZLJSOTI,O,X,O,O,O,O,X,X,O
ZLJSOIT,O,O,O,O,O,O,X,X,O
ZLJOTIS,X,X,X,O,O,O,X,O,X
ZLJOTSI,X,X,X,O,O,O,X,X,X
ZLJOITS,X,X,X,O,O,O,X,X,X
ZLJOIST,O,O,O,O,O,O,X,O,O
ZLJOSTI,O,X,O,O,O,O,X,X,O
ZLJOSIT,O,O,O,O,O,O,X,X,O
ZLSTIJO,O,O,O,X,X,X,X,X,X
ZLSTIOJ,O,O,O,X,O,X,X,X,X
ZLSTJIO,O,O,O,X,O,X,X,X,X
ZLSTJOI,O,O,O,X,O,X,X,X,X
ZLSTOIJ,O,O,O,X,O,X,X,X,X
ZLSTOJI,O,O,O,X,O,X,X,X,X
ZLSITJO,X,O,O,X,X,X,X,X,X
ZLSITOJ,O,X,O,X,O,X,X,X,X
ZLSIJTO,O,O,O,X,O,X,X,X,X
ZLSIJOT,O,O,O,X,O,X,X,X,X
ZLSIOTJ,O,X,O,X,O,X,X,X,X
ZLSIOJT,O,O,O,O,O,X,X,X,X
ZLSJTIO,O,O,O,O,O,X,X,X,X
ZLSJTOI,O,X,O,O,O,X,X,X,X
ZLSJITO,O,O,O,O,O,X,X,X,X
ZLSJIOT,O,O,O,O,O,O,X,X,X
ZLSJOTI,O,X,O,O,O,O,X,X,O
ZLSJOIT,O,O,O,O,O,O,X,X,O
ZLSOTIJ,O,X,O,X,O,X,X,X,X
ZLSOTJI,O,X,O,X,O,X,X,X,X
ZLSOITJ,O,X,O,X,O,X,X,X,X
ZLSOIJT,O,O,O,O,O,X,X,X,O
ZLSOJTI,O,X,O,O,O,O,X,X,O
ZLSOJIT,O,O,O,O,O,O,X,X,O
ZLOTIJS,X,X,X,O,X,O,X,X,X
ZLOTISJ,X,X,X,X,O,X,X,X,X
ZLOTJIS,X,O,X,O,O,O,X,X,X
ZLOTJSI,X,O,X,O,O,O,X,X,X
ZLOTSIJ,X,O,X,X,O,X,X,X,X
ZLOTSJI,X,O,X,X,O,O,X,X,X
ZLOITJS,X,X,X,O,X,X,X,X,X
ZLOITSJ,X,X,X,X,O,X,X,X,X
ZLOIJTS,X,X,X,O,X,O,X,X,X
ZLOIJST,X,X,O,O,X,O,X,X,O
ZLOISTJ,O,X,X,X,O,X,X,X,X
ZLOISJT,O,X,X,O,O,X,X,X,O
ZLOJTIS,X,X,X,O,O,O,X,X,X
ZLOJTSI,X,X,X,O,O,O,X,X,X
ZLOJITS,X,X,X,O,O,O,X,X,X
ZLOJIST,O,O,O,O,O,O,X,X,O
ZLOJSTI,O,X,O,O,O,O,X,X,O
ZLOJSIT,O,O,O,O,O,O,X,X,O
ZLOSTIJ,O,X,O,X,O,X,X,X,X
ZLOSTJI,O,X,O,X,O,X,X,X,X
ZLOSITJ,O,X,O,X,O,X,X,X,X
ZLOSIJT,O,O,O,O,O,X,X,X,O
ZLOSJTI,O,X,O,O,O,O,X,X,O
ZLOSJIT,O,O,O,O,O,O,X,X,O
ZJTILSO,O,O,X,O,O,X,X,X,X
ZJTILOS,X,O,X,O,O,O,X,O,X
ZJTISLO,O,O,X,O,O,X,X,X,X
ZJTISOL,O,O,X,O,O,X,X,X,X
ZJTIOLS,X,O,X,O,O,O,X,O,X
ZJTIOSL,X,X,O,O,O,X,X,X,X
ZJTLISO,O,O,X,O,O,X,X,X,X
ZJTLIOS,X,O,X,O,O,O,X,O,X
ZJTLSIO,O,O,X,O,O,X,X,X,X
ZJTLSOI,O,O,X,O,O,X,X,X,X
ZJTLOIS,X,O,X,O,O,O,X,O,X
ZJTLOSI,X,O,X,O,O,O,X,X,X
ZJTSILO,O,O,X,O,O,X,X,X,X
ZJTSIOL,O,O,O,O,O,X,X,X,X
ZJTSLIO,O,O,O,O,O,X,X,X,X
ZJTSLOI,O,O,O,O,O,X,X,X,X
ZJTSOIL,O,O,O,O,O,X,X,X,X
ZJTSOLI,O,O,O,O,O,X,X,X,X
ZJTOILS,X,O,X,O,O,O,X,O,X
ZJTOISL,X,X,O,O,O,X,X,X,X
ZJTOLIS,X,O,X,O,O,O,X,O,X
ZJTOLSI,X,O,X,O,O,O,X,X,X
ZJTOSIL,X,O,O,O,O,X,X,X,X
ZJTOSLI,X,O,O,O,O,X,X,X,X
ZJITLSO,O,O,X,O,O,X,X,X,X
ZJITLOS,X,X,X,O,O,O,X,X,X
ZJITSLO,O,X,X,O,O,X,X,X,X
ZJITSOL,O,X,X,O,O,X,X,X,X
ZJITOLS,X,X,X,O,O,O,X,X,X
ZJITOSL,X,X,O,O,O,X,X,X,X
ZJILTSO,O,O,X,O,O,X,X,X,X
ZJILTOS,X,X,X,O,O,O,X,X,X
ZJILSTO,O,O,X,O,O,X,X,X,X
ZJILSOT,O,O,X,O,O,O,X,X,X
ZJILOTS,X,X,X,O,O,O,X,X,X
ZJILOST,O,O,O,O,O,O,X,O,X
ZJISTLO,O,O,X,O,O,X,X,X,X
ZJISTOL,O,X,O,O,O,X,X,X,X
ZJISLTO,O,O,O,O,O,X,X,X,X
ZJISLOT,O,O,O,O,O,O,X,X,X
ZJISOTL,O,X,O,O,O,X,X,X,X
ZJISOLT,O,O,O,O,O,O,X,X,X
ZJIOTLS,X,O,X,O,O,O,X,X,X
ZJIOTSL,X,X,O,O,O,X,X,X,X
ZJIOLTS,X,O,X,O,O,O,X,X,X
ZJIOLST,O,O,O,O,O,O,X,O,X
ZJIOSTL,O,X,O,X,O,X,X,X,X
ZJIOSLT,O,O,O,X,O,O,X,X,X
ZJLTISO,O,O,X,O,O,X,X,X,X
ZJLTIOS,X,O,X,O,O,O,X,O,X
ZJLTSIO,O,O,X,O,O,X,X,X,X
ZJLTSOI,O,O,X,O,O,X,X,X,X
ZJLTOIS,X,O,X,O,O,O,X,O,X
ZJLTOSI,X,O,X,O,O,O,X,X,X
ZJLITSO,O,O,X,O,O,X,X,X,X
ZJLITOS,X,X,X,O,O,O,X,X,X
ZJLISTO,O,O,X,O,O,X,X,X,X
ZJLISOT,O,O,X,O,O,O,X,X,X
ZJLIOTS,X,X,X,O,O,O,X,X,X
ZJLIOST,O,O,O,O,O,O,X,O,X
ZJLSTIO,O,O,O,O,O,X,X,X,X
ZJLSTOI,O,X,O,O,O,X,X,X,X
ZJLSITO,O,O,O,O,O,X,X,X,X
ZJLSIOT,O,O,O,O,O,O,X,X,X
ZJLSOTI,O,X,O,O,O,O,X,X,O
ZJLSOIT,O,O,O,O,O,O,X,X,O
ZJLOTIS,X,X,X,O,O,O,X,O,X
ZJLOTSI,X,X,X,O,O,O,X,X,X
ZJLOITS,X,X,X,O,O,O,X,X,X
ZJLOIST,O,O,O,O,O,O,X,O,O
ZJLOSTI,O,X,O,O,O,O,X,X,O
ZJLOSIT,O,O,O,O,O,O,X,X,O
ZJSTILO,O,O,X,O,O,X,X,X,X
ZJSTIOL,O,X,O,O,O,X,X,X,X
ZJSTLIO,O,O,O,O,O,X,X,X,X
ZJSTLOI,O,X,O,O,O,X,X,X,X
ZJSTOIL,O,X,O,O,O,X,X,X,X
ZJSTOLI,O,X,O,O,O,X,X,X,X
ZJSITLO,O,O,X,O,O,X,X,X,X
ZJSITOL,O,X,O,O,O,X,X,X,X
ZJSILTO,O,O,O,O,O,X,X,X,X
ZJSILOT,O,O,O,O,O,O,X,X,X
ZJSIOTL,O,O,O,O,O,X,X,X,X
ZJSIOLT,O,O,O,O,O,O,X,X,X
ZJSLTIO,O,O,O,O,O,X,X,X,X
ZJSLTOI,O,X,O,O,O,X,X,X,X
ZJSLITO,O,O,O,O,O,X,X,X,X
ZJSLIOT,O,O,O,O,O,O,O,X,X
ZJSLOTI,O,X,O,O,O,O,O,X,O
ZJSLOIT,O,O,O,O,O,O,O,X,O
ZJSOTIL,O,O,O,O,O,X,X,X,X
ZJSOTLI,O,O,O,O,O,X,X,X,X
ZJSOITL,O,O,O,O,O,X,X,X,X
ZJSOILT,O,O,O,O,O,O,X,X,X
ZJSOLTI,O,O,O,O,O,O,O,X,X
ZJSOLIT,O,O,O,O,O,O,O,X,X
ZJOTILS,X,O,X,O,O,O,X,O,X
ZJOTISL,X,X,O,O,O,X,X,X,X
ZJOTLIS,X,O,X,O,O,O,X,O,X
ZJOTLSI,X,O,X,O,O,O,X,X,X
ZJOTSIL,X,O,O,O,O,X,X,X,X
ZJOTSLI,X,O,O,O,O,X,X,X,X
ZJOITLS,X,O,X,O,O,O,X,X,X
ZJOITSL,X,X,O,O,O,X,X,X,X
ZJOILTS,X,O,X,O,O,O,X,X,X
ZJOILST,O,O,O,O,O,O,X,O,X
ZJOISTL,O,O,O,O,O,X,X,X,X
ZJOISLT,O,O,O,O,O,O,X,X,X
ZJOLTIS,X,O,X,O,O,O,X,O,X
ZJOLTSI,X,O,X,O,O,O,X,X,X
ZJOLITS,X,O,X,O,O,O,X,X,X
ZJOLIST,O,O,O,O,O,O,X,O,X
ZJOLSTI,O,O,O,O,O,O,X,X,X
ZJOLSIT,O,O,O,O,O,O,X,X,X
ZJOSTIL,O,O,O,O,O,X,X,X,X
ZJOSTLI,O,O,O,O,O,X,X,X,X
ZJOSITL,O,O,O,O,O,X,X,X,X
ZJOSILT,O,O,O,O,O,O,X,X,X
ZJOSLTI,O,O,O,O,O,O,O,X,X
ZJOSLIT,O,O,O,O,O,O,O,X,X
ZSTILJO,O,O,O,X,O,X,X,X,X
ZSTILOJ,O,O,O,X,O,X,X,X,X
ZSTIJLO,O,O,O,X,O,X,X,X,X
ZSTIJOL,O,O,O,X,O,X,X,X,X
ZSTIOLJ,O,O,O,X,O,X,X,X,X
ZSTIOJL,O,O,O,X,O,X,X,X,X
ZSTLIJO,O,O,O,X,O,X,O,X,X
ZSTLIOJ,O,O,O,X,O,X,O,X,X
ZSTLJIO,O,O,O,X,O,X,O,X,X
ZSTLJOI,O,O,O,X,O,X,O,X,X
ZSTLOIJ,O,O,O,X,O,X,O,X,X
ZSTLOJI,O,O,O,X,O,X,O,X,X
ZSTJILO,O,O,O,X,O,X,X,X,X
