sequence,v115@zgC8GeB8HeB8GeE8EeH8AeB8Je37IvhFRdBcjBylB+?mBTiBlsB,v115@zgC8GeB8HeB8GeE8EeH8AeB8Je37IvhFRdBcjB6mBT?iBmlBlsB,v115@zgC8GeB8HeB8GeE8EeH8AeB8JeaBJvhFRdBcjBTgBG?iB3mBlsB,v115@zgC8GeB8HeB8GeE8EeH8AeB8JeR8IvhFuiBcjBTgBi?hB3mBlsB,v115@zgC8GeB8HeB8GeE8EeH8AeB8JeR8IvhF3dBcjBTgBO?mBCnBlsB,v115@zgC8GeB8HeB8GeE8EeH8AeB8JeR8IvhF3dBcjBTgBK?mBWnBlsB,v115@zgC8GeB8HeB8GeE8EeH8AeB8JeC8IvhFTeB2lBxhB0?iB3mBlsB,v115@zgC8GeB8HeB8GeE8EeH8AeB8JeR8IvhFCeBTgBOmB8?mBXjBlsB,v115@zgC8GeB8HeB8GeE8EeH8AeB8JeR9IvhFcjBigBGiBz?gB3mBlsB,v115@zgC8GeB8HeB8GeE8EeH8AeB8JeR8IvhFGeBTgBKmBf?nBliB8sB,v115@zgC8GeB8HeB8GeE8EeH8AeB8JeaCJvhFuiBcjBxgB3?gBTmBlsB,v115@zgC8GeB8HeB8GeE8EeH8AeB8Jez8IvhFWjBigBXjBR?mBUmBlsB,v115@zgC8GeB8HeB8GeE8EeH8AeB8JeR8IvhFWjBigBzhBX?jBUmBlsB,v115@zgC8GeB8HeB8GeE8EeH8AeB8Jez7IvhFRdBcjB2lBS?nB3mBlsB,v115@zgC8GeB8HeB8GeE8EeH8AeB8JeR8IvhFGeBigBfnBU?mBznBlsB,v115@zgC8GeB8HeB8GeE8EeH8AeB8Je37IvhFaiBuiBcjBx?lBTmBlsB,v115@zgC8GeB8HeB8GeE8EeH8AeB8JecAJvhFTcBGeBynBF?mBRsB/sB,v115@zgC8GeB8HeB8GeE8EeH8AeB8JecAJvhFTcBxdBOoBF?mBXnB6sB,v115@zgC8GeB8HeB8GeE8EeH8AeB8Je37IvhFTeBxlBmnBc?mBVsB6sB,v115@zgC8GeB8HeB8GeE8EeH8AeB8JeC+IvhF2lBRhBXjBz?hBUmBlsB,v115@zgC8GeB8HeB8GeE8EeH8AeB8JecAJvhFmcBCeBXjBR?mBTmBlsB,v115@zgC8GeB8HeB8GeE8EeH8AeB8Je1AJvhFzcBSjB3iBx?lB8sB2wB
STZLOIJ,O,O,O,O,O,O,X,O,X,O,O,X,O,X,X,X,X,X,X,X,O,X
STZLOJI,O,O,O,O,O,O,X,O,O,O,O,X,O,X,X,X,X,O,X,X,X,X
STZJILO,O,O,O,O,O,O,O,O,O,O,X,X,X,X,X,O,X,O,X,O,O,X
STZJIOL,X,O,O,O,O,O,O,O,O,O,X,X,X,O,X,O,X,O,X,X,O,X
STZJLIO,O,O,O,O,O,O,O,O,O,O,X,X,X,O,X,O,X,O,X,O,O,X
STZJLOI,O,O,O,O,O,O,O,O,O,O,O,X,O,O,X,X,X,O,X,X,X,X
STZJOIL,O,O,O,O,O,O,O,O,O,O,O,X,X,O,X,X,X,O,X,X,X,X
STZJOLI,O,O,O,O,O,O,O,O,O,O,O,X,X,O,X,X,X,O,X,X,X,X
STZOILJ,X,O,O,O,O,O,X,O,X,X,O,X,X,X,X,X,X,X,X,X,O,X
STZOIJL,O,O,O,O,O,O,X,O,O,O,O,X,X,X,X,X,X,O,X,X,O,X
STZOLIJ,X,O,O,O,O,O,X,O,X,O,O,X,X,X,X,X,X,X,X,X,O,X
STZOLJI,X,O,O,O,O,O,X,O,O,O,O,X,X,X,X,X,X,O,X,X,X,X
STZOJIL,O,O,O,O,O,O,O,O,O,O,O,X,X,X,X,X,X,O,X,X,X,X
STZOJLI,O,O,O,O,O,O,O,O,O,O,O,X,X,X,X,X,X,O,X,X,X,X
STOILJZ,X,X,O,O,X,O,X,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X
STOILZJ,X,X,O,O,O,O,X,O,X,X,O,X,X,X,X,X,X,X,X,X,X,X
STOIJLZ,X,X,O,O,O,X,O,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X
STOIJZL,X,X,O,O,O,X,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X
STOIZLJ,X,X,O,O,O,O,X,O,X,X,O,X,X,X,X,X,X,X,X,X,X,X
STOIZJL,X,X,O,O,O,O,X,O,X,X,O,X,X,X,X,X,X,X,X,X,X,X
STOLIJZ,X,X,O,O,X,O,X,O,X,X,X,X,O,X,X,X,X,X,X,X,X,X
STOLIZJ,X,O,O,O,O,O,X,O,X,X,O,X,X,X,X,X,X,X,X,X,X,X
STOLJIZ,X,X,O,O,O,O,O,O,X,X,X,X,O,X,X,X,X,X,X,O,X,X
STOLJZI,X,O,O,O,O,O,O,O,O,X,X,X,O,X,X,X,X,X,X,X,X,X
STOLZIJ,X,O,O,O,O,O,X,O,X,X,O,X,X,X,X,X,X,X,X,X,O,X
STOLZJI,X,O,O,O,O,O,X,O,O,X,O,X,X,X,X,X,X,X,X,X,X,X
STOJILZ,X,X,O,O,O,X,O,O,X,X,X,X,X,X,X,X,X,X,X,O,X,X
STOJIZL,X,O,O,O,O,X,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X
STOJLIZ,O,O,O,O,O,X,O,O,X,X,X,X,O,X,X,X,X,X,X,O,X,X
STOJLZI,O,O,O,O,O,X,O,O,O,X,X,X,O,X,X,X,X,X,X,X,X,X
STOJZIL,O,O,O,O,O,X,O,O,O,X,X,X,X,X,X,X,X,X,X,X,X,X
STOJZLI,O,O,O,O,O,X,O,O,O,X,X,X,X,X,X,X,X,X,X,X,X,X
STOZILJ,X,O,O,O,O,O,X,O,X,X,O,X,X,X,X,X,X,X,X,X,O,X
STOZIJL,O,O,O,O,O,O,X,O,O,X,O,X,X,X,X,X,X,X,X,X,O,X
STOZLIJ,X,O,O,O,O,O,X,O,X,X,O,X,X,X,X,X,X,X,X,X,O,X
STOZLJI,X,O,O,O,O,O,X,O,O,X,O,X,X,X,X,X,X,X,X,X,X,X
STOZJIL,O,O,O,O,O,O,O,O,O,X,O,X,X,X,X,X,X,X,X,X,X,X
STOZJLI,O,O,O,O,O,O,O,O,O,X,O,X,X,X,X,X,X,X,X,X,X,X
SITLJZO,X,X,O,O,X,X,X,X,O,X,X,X,X,X,X,O,X,X,X,X,X,X
SITLJOZ,X,X,X,X,X,X,X,X,X,X,X,O,X,X,X,X,X,X,X,X,X,X
SITLZJO,X,X,O,O,X,X,X,X,O,X,X,X,X,X,X,O,X,X,X,X,X,X
SITLZOJ,X,X,O,O,X,X,X,X,X,X,X,X,X,X,X,O,X,X,X,X,X,X
SITLOJZ,X,X,X,X,X,X,X,X,X,X,X,O,X,X,X,X,X,X,X,X,X,X
SITLOZJ,X,X,X,O,X,X,X,X,X,X,X,X,X,X,X,O,X,X,X,X,X,O
SITJLZO,X,X,O,X,X,X,O,X,O,O,X,X,X,X,X,O,X,X,X,X,X,X
SITJLOZ,X,X,X,X,X,X,O,X,X,O,X,O,X,X,X,X,X,X,X,X,X,X
SITJZLO,X,X,O,X,X,X,O,X,O,O,X,X,X,X,X,O,X,X,O,X,X,X
SITJZOL,X,X,O,X,X,X,O,X,O,O,X,X,X,X,X,O,X,X,O,X,X,X
SITJOLZ,X,X,O,X,X,X,O,X,X,X,X,O,X,X,X,X,X,X,X,X,X,X
SITJOZL,X,X,O,X,X,X,O,X,X,X,X,X,X,X,X,X,X,X,O,X,X,X
SITZLJO,X,X,O,O,X,X,X,X,O,O,X,X,X,X,X,O,X,X,X,X,X,X
SITZLOJ,X,X,O,O,X,X,X,X,X,X,X,X,X,X,X,O,X,X,X,X,X,O
SITZJLO,X,X,O,O,X,X,X,X,O,O,X,X,X,X,X,O,X,X,X,X,X,X
SITZJOL,X,X,O,O,X,X,X,X,O,O,X,X,X,X,X,O,X,X,X,X,X,X
SITZOLJ,X,X,O,O,X,X,X,X,X,X,X,X,X,X,X,O,X,X,X,X,X,O
SITZOJL,X,X,O,O,X,X,X,X,O,O,X,X,X,X,X,O,X,X,X,X,X,X
SITOLJZ,X,X,O,O,X,X,X,X,X,X,X,O,X,X,X,X,X,X,X,X,X,X
SITOLZJ,X,X,O,O,X,X,X,X,X,X,X,X,X,X,X,O,X,X,X,X,X,O
SITOJLZ,X,X,O,O,X,X,O,X,X,X,X,O,X,X,X,X,X,X,X,X,X,X
SITOJZL,X,X,O,O,X,X,O,X,X,X,X,X,X,X,X,X,X,X,O,X,X,X
SITOZLJ,X,X,O,O,X,X,X,X,X,X,X,X,X,X,X,O,X,X,X,X,X,O
SITOZJL,X,X,O,O,X,X,X,X,X,X,X,X,X,X,X,O,X,X,X,X,X,X
SILTJZO,X,X,O,O,X,X,X,X,O,O,X,X,X,X,X,O,X,X,X,X,X,X
SILTJOZ,X,X,X,X,X,X,X,X,X,O,X,O,X,X,X,X,X,X,X,X,X,X
SILTZJO,X,X,O,O,X,X,X,X,O,O,X,X,X,X,X,O,X,X,X,X,X,X
SILTZOJ,X,X,O,O,X,X,X,X,X,O,X,X,X,X,X,O,X,X,X,X,X,X
SILTOJZ,X,X,X,X,X,X,X,X,X,X,X,O,X,X,X,X,X,X,X,X,X,X
SILTOZJ,X,X,X,O,X,X,X,X,X,X,X,X,X,X,X,O,X,X,X,X,X,O
SILJTZO,X,X,X,O,X,X,X,X,X,O,X,X,X,X,X,X,X,X,X,O,X,X
SILJTOZ,X,X,X,X,X,X,X,X,X,O,X,X,X,X,X,X,X,X,X,O,X,X
SILJZTO,X,X,O,O,X,X,X,X,O,O,X,X,X,X,X,X,X,X,O,O,X,X
SILJZOT,X,X,O,O,X,X,X,X,O,O,X,X,X,X,X,X,X,X,O,X,X,X
SILJOTZ,X,X,X,X,X,X,X,X,X,O,X,O,X,X,X,X,X,X,X,O,X,X
SILJOZT,X,X,X,X,X,X,X,X,X,O,X,O,X,X,X,X,X,X,O,X,X,X
SILZTJO,X,X,O,O,X,X,X,O,X,O,X,X,X,X,X,O,O,X,X,X,X,X
SILZTOJ,X,X,O,O,X,X,X,O,X,O,X,X,X,X,X,O,O,X,X,X,O,X
SILZJTO,X,X,O,O,X,X,X,O,O,O,X,X,X,X,X,X,X,X,X,X,X,X
SILZJOT,X,X,O,O,X,X,X,O,O,O,X,X,X,X,X,X,X,X,X,X,O,X
SILZOTJ,X,X,O,X,X,X,X,O,X,O,X,X,X,X,X,X,X,X,X,X,O,X
SILZOJT,X,X,O,O,X,X,X,O,X,O,X,X,X,X,X,X,X,X,X,X,O,X
SILOTJZ,X,X,X,X,X,X,X,X,X,X,X,O,X,X,X,X,X,X,X,X,X,X
SILOTZJ,X,X,X,O,X,X,X,O,X,X,X,X,X,X,X,X,X,X,X,X,X,O
SILOJTZ,X,X,X,X,X,X,X,X,X,O,X,O,X,X,X,X,X,X,X,X,X,X
SILOJZT,X,X,X,X,X,X,X,O,X,O,X,O,X,X,X,X,X,X,O,X,X,X
SILOZTJ,X,X,X,X,X,X,X,O,X,O,X,X,X,X,X,X,X,X,X,X,X,X
SILOZJT,X,X,X,O,X,X,X,O,X,O,X,X,X,X,X,X,X,X,X,X,X,X
SIJTLZO,X,X,X,X,X,X,O,X,X,O,X,X,X,X,X,O,X,X,X,O,X,X
SIJTLOZ,X,X,X,X,X,X,O,X,X,O,X,X,X,X,X,X,X,X,X,O,X,X
SIJTZLO,X,X,X,X,X,X,O,X,X,O,X,X,X,X,X,O,X,O,O,O,X,X
SIJTZOL,X,X,X,X,X,X,O,X,X,O,X,X,X,X,X,O,X,O,O,X,X,X
SIJTOLZ,X,X,X,X,X,X,O,X,X,X,X,X,X,X,X,X,X,X,X,O,X,X
SIJTOZL,X,X,X,X,X,X,O,X,X,X,X,X,X,X,X,X,X,X,O,X,X,X
SIJLTZO,X,X,X,X,X,X,O,X,X,O,X,X,X,X,X,X,X,X,X,O,X,X
SIJLTOZ,X,X,X,X,X,X,O,X,X,O,X,X,X,X,X,X,X,X,X,O,X,X
SIJLZTO,X,X,O,X,X,X,X,X,O,O,X,X,X,X,X,X,X,O,O,O,X,X
SIJLZOT,X,X,O,X,X,X,O,X,O,O,X,X,X,X,X,X,X,X,O,X,X,X
SIJLOTZ,X,X,X,X,X,X,O,X,X,O,X,O,X,X,X,X,X,X,X,O,X,X
SIJLOZT,X,X,X,X,X,X,O,X,X,O,X,O,X,X,X,X,X,X,O,X,X,X
SIJZTLO,X,X,O,X,X,X,X,O,O,O,X,X,X,X,X,O,X,O,O,X,X,X
SIJZTOL,X,X,O,X,X,X,X,X,X,O,X,X,X,X,X,O,X,O,O,X,X,X
SIJZLTO,X,X,O,X,X,X,X,O,O,O,X,X,X,X,X,X,X,O,O,O,X,X
SIJZLOT,X,X,O,X,X,X,O,O,O,O,X,X,X,X,X,X,X,X,O,X,X,X
SIJZOTL,X,X,O,X,X,X,X,X,X,O,X,X,X,X,X,X,X,O,O,X,X,X
SIJZOLT,X,X,O,X,X,X,O,O,O,O,X,X,X,X,X,X,X,X,O,X,X,X
SIJOTLZ,X,X,X,X,X,X,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X
SIJOTZL,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,O,X,X,X
SIJOLTZ,X,X,X,X,X,X,O,X,X,O,X,O,X,X,X,X,X,X,X,O,X,X
SIJOLZT,X,X,O,X,X,X,O,X,X,O,X,O,X,X,X,X,X,X,O,X,X,X
SIJOZTL,X,X,O,X,X,X,X,X,X,O,X,X,X,X,X,X,X,O,O,X,X,X
SIJOZLT,X,X,O,X,X,X,O,X,X,O,X,X,X,X,X,X,X,X,O,X,X,X
SIZTLJO,X,X,O,X,X,X,X,O,X,O,X,X,X,X,X,O,O,X,X,X,O,X
SIZTLOJ,X,X,O,X,X,X,X,O,X,O,X,X,X,X,X,O,O,X,X,X,O,O
SIZTJLO,X,X,O,X,X,X,X,X,O,O,X,X,X,X,X,O,X,O,X,X,O,X
SIZTJOL,X,X,O,X,X,X,X,X,X,O,X,X,X,X,X,O,X,O,X,X,O,X
SIZTOLJ,X,X,O,X,X,X,X,X,X,X,X,X,X,X,X,O,O,X,X,X,O,O
SIZTOJL,X,X,O,X,X,X,X,X,X,O,X,X,X,X,X,O,X,O,X,X,O,X
SIZLTJO,X,X,O,O,X,X,X,O,X,O,X,X,X,X,X,O,O,X,X,X,O,X
SIZLTOJ,X,X,O,X,X,X,X,O,X,O,X,X,X,X,X,O,O,X,X,X,O,O
SIZLJTO,X,X,O,O,X,X,X,O,O,O,X,X,X,X,X,X,X,X,X,X,X,X
SIZLJOT,X,X,O,O,X,X,X,O,O,O,X,X,X,X,X,X,X,X,X,X,O,X
SIZLOTJ,X,X,O,X,X,X,X,O,X,O,X,X,X,X,X,X,X,X,X,X,O,O
SIZLOJT,X,X,O,O,X,X,X,O,X,O,X,X,X,X,X,X,X,X,X,X,O,X
SIZJTLO,X,X,O,X,X,X,X,O,O,O,X,X,X,X,X,O,X,O,O,X,O,X
SIZJTOL,X,X,O,X,X,X,X,X,X,O,X,X,X,X,X,O,X,O,O,X,O,X
SIZJLTO,X,X,O,O,X,X,X,O,O,O,X,X,X,X,X,X,X,O,O,X,X,X
SIZJLOT,X,X,O,O,X,X,X,O,O,O,X,X,X,X,X,X,X,X,O,X,O,X
SIZJOTL,X,X,O,O,X,X,X,X,X,O,X,X,X,X,X,X,X,O,O,X,O,X
SIZJOLT,X,X,O,O,X,X,X,O,O,O,X,X,X,X,X,X,X,X,O,X,O,X
SIZOTLJ,X,X,O,O,X,X,X,O,X,X,X,X,X,X,X,O,X,X,X,X,O,O
SIZOTJL,X,X,O,O,X,X,X,X,X,O,X,X,X,X,X,O,X,X,X,X,O,X
SIZOLTJ,X,X,O,O,X,X,X,O,X,X,X,X,X,X,X,X,X,X,X,X,O,O
SIZOLJT,X,X,O,O,X,X,X,O,X,X,X,X,X,X,X,X,X,X,X,X,O,X
SIZOJTL,X,X,O,O,X,X,X,O,X,O,X,X,X,X,X,X,X,X,O,X,O,X
SIZOJLT,X,X,O,O,X,X,X,O,O,O,X,X,X,X,X,X,X,X,O,X,O,X
SIOTLJZ,X,X,O,O,X,X,X,X,X,X,X,O,X,X,X,X,X,X,X,X,X,X
SIOTLZJ,X,X,O,O,X,X,X,O,X,X,X,X,X,X,X,O,X,X,X,X,X,O
SIOTJLZ,X,X,O,O,X,X,X,X,X,X,X,O,X,X,X,X,X,X,X,X,X,X
SIOTJZL,X,X,O,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X,O,X,X,X
SIOTZLJ,X,X,O,O,X,X,X,X,X,X,X,X,X,X,X,O,X,X,X,X,X,O
SIOTZJL,X,X,O,O,X,X,X,X,X,X,X,X,X,X,X,O,X,X,X,X,X,X
SIOLTJZ,X,X,O,O,X,X,X,X,X,X,X,O,X,X,X,X,X,X,X,X,X,X
SIOLTZJ,X,X,O,O,X,X,X,O,X,X,X,X,X,X,X,X,X,X,X,X,X,O
SIOLJTZ,X,X,X,O,X,X,X,X,X,X,X,O,X,X,X,X,X,X,X,X,X,X
SIOLJZT,X,X,O,O,X,X,X,O,X,X,X,O,X,X,X,X,X,X,O,X,X,X
SIOLZTJ,X,X,O,O,X,X,X,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X
SIOLZJT,X,X,O,O,X,X,X,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X
SIOJTLZ,X,X,X,O,X,X,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X
SIOJTZL,X,X,X,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X,O,X,X,X
SIOJLTZ,X,X,X,O,X,X,O,X,X,O,X,O,X,X,X,X,X,X,X,X,X,X
SIOJLZT,X,X,O,O,X,X,O,O,X,O,X,O,X,X,X,X,X,X,O,X,X,X
SIOJZTL,X,X,O,O,X,X,X,O,X,O,X,X,X,X,X,X,X,X,O,X,X,X
SIOJZLT,X,X,O,O,X,X,O,O,X,O,X,X,X,X,X,X,X,X,O,X,X,X
SIOZTLJ,X,X,O,O,X,X,X,O,X,X,X,X,X,X,X,O,X,X,X,X,X,O
SIOZTJL,X,X,O,O,X,X,X,X,X,O,X,X,X,X,X,O,X,X,X,X,X,X
SIOZLTJ,X,X,O,O,X,X,X,O,X,X,X,X,X,X,X,X,X,X,X,X,X,O
SIOZLJT,X,X,O,O,X,X,X,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X
SIOZJTL,X,X,O,O,X,X,X,O,X,O,X,X,X,X,X,X,X,X,O,X,X,X
SIOZJLT,X,X,O,O,X,X,X,O,X,O,X,X,X,X,X,X,X,X,O,X,X,X
SLTIJZO,O,X,O,O,X,O,X,X,O,O,X,X,X,X,X,X,X,X,X,X,X,X
SLTIJOZ,O,X,X,X,X,X,X,X,X,O,X,O,X,X,X,X,X,X,X,X,X,X
SLTIZJO,O,O,O,O,X,O,X,X,O,O,X,X,X,X,X,X,X,X,X,X,X,X
SLTIZOJ,O,O,O,O,X,O,X,X,X,O,X,X,O,X,X,X,X,X,X,X,X,X
SLTIOJZ,X,X,X,X,X,X,X,X,X,X,X,O,O,X,X,X,X,X,X,X,X,X
SLTIOZJ,X,O,X,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X
SLTJIZO,O,X,O,O,X,O,O,X,O,O,X,X,X,X,X,X,X,X,X,O,X,X
SLTJIOZ,O,X,X,X,X,X,O,X,X,O,X,O,X,X,X,X,X,X,X,O,X,X
SLTJZIO,O,O,O,O,X,O,O,X,O,X,X,X,X,X,X,X,X,X,X,O,X,X
SLTJZOI,O,O,O,O,X,O,O,X,O,X,X,X,O,X,X,X,X,X,X,X,X,X
SLTJOIZ,O,X,O,X,X,X,O,X,X,X,X,X,O,X,X,X,X,X,X,O,X,X
SLTJOZI,O,O,O,X,X,X,O,X,O,X,X,X,O,X,X,X,X,X,X,X,X,X
SLTZIJO,O,O,O,O,X,O,X,O,O,O,X,X,X,X,X,X,X,X,X,X,X,X
SLTZIOJ,O,O,O,O,X,O,X,O,X,O,X,X,O,X,X,X,X,X,X,X,O,X
SLTZJIO,O,O,O,O,X,O,X,O,O,O,X,X,X,X,X,X,X,X,X,X,X,X
SLTZJOI,O,O,O,O,X,O,X,X,O,O,X,X,O,X,X,X,X,X,X,X,X,X
SLTZOIJ,O,O,O,O,X,O,X,O,X,O,X,X,O,X,X,X,X,X,X,X,X,X
SLTZOJI,O,O,O,O,X,O,X,O,O,O,X,X,O,X,X,X,X,X,X,X,X,X
SLTOIJZ,X,X,O,O,X,X,X,X,X,X,X,X,O,X,X,X,X,X,X,X,X,X
SLTOIZJ,X,O,O,O,X,X,X,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X
SLTOJIZ,O,X,O,O,X,X,O,X,X,X,X,X,O,X,X,X,X,X,X,X,X,X
SLTOJZI,O,O,O,O,X,X,O,X,O,X,X,X,O,X,X,X,X,X,X,X,X,X
SLTOZIJ,O,O,O,O,X,X,X,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X
SLTOZJI,O,O,O,O,X,X,X,O,O,X,X,X,X,X,X,X,X,X,X,X,X,X
SLITJZO,O,X,O,O,X,O,X,X,O,O,X,X,X,X,X,X,X,X,X,X,X,X
SLITJOZ,O,X,X,X,X,X,X,X,X,O,X,O,X,X,X,X,X,X,X,X,X,X
SLITZJO,O,O,O,O,X,O,X,X,O,O,X,X,X,X,X,X,X,X,X,X,X,X
SLITZOJ,O,O,O,O,X,O,X,X,X,O,X,X,O,X,X,X,X,X,X,X,X,X
SLITOJZ,X,X,X,X,X,X,X,X,X,X,X,O,O,X,X,X,X,X,X,X,X,X
SLITOZJ,X,O,X,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,O
SLIJTZO,O,X,X,O,X,X,X,X,X,O,X,X,X,X,X,X,X,X,X,O,X,X
SLIJTOZ,O,X,X,X,X,X,X,X,X,O,X,X,X,X,X,X,X,X,X,O,X,X
SLIJZTO,O,X,O,O,X,O,X,X,O,O,X,X,X,X,O,X,X,X,X,O,X,X
SLIJZOT,O,X,O,O,X,O,X,X,O,O,X,X,X,X,O,X,X,X,X,X,X,X
SLIJOTZ,X,X,X,X,X,X,X,X,X,O,X,O,X,X,X,X,X,X,X,O,X,X
SLIJOZT,X,X,X,X,X,X,X,X,X,O,X,O,X,X,O,X,X,X,X,X,X,X
SLIZTJO,O,O,O,O,X,O,X,O,X,O,X,X,X,X,O,X,X,X,X,X,X,X
SLIZTOJ,O,O,O,O,X,O,X,O,X,O,X,X,O,X,O,X,X,X,X,X,O,X
SLIZJTO,O,O,O,O,X,O,X,O,O,O,X,X,X,X,O,X,X,X,X,X,X,X
SLIZJOT,O,X,O,O,X,O,X,O,O,O,X,X,X,X,O,X,X,X,X,X,O,X
SLIZOTJ,O,O,O,X,X,O,X,O,X,O,X,X,O,X,O,X,X,X,X,X,O,X
SLIZOJT,O,X,O,O,X,O,X,O,X,O,X,X,O,X,O,X,X,X,X,X,O,X
SLIOTJZ,X,X,X,X,X,X,X,X,X,X,X,O,X,X,X,X,X,X,X,X,X,X
SLIOTZJ,X,X,X,O,X,X,X,O,X,X,X,X,X,X,X,X,X,X,X,X,X,O
SLIOJTZ,X,X,X,X,X,X,X,X,X,O,X,O,X,X,X,X,X,X,X,X,X,X
SLIOJZT,X,X,X,X,X,X,X,O,X,O,X,O,X,X,O,X,X,X,X,X,X,X
SLIOZTJ,X,X,X,X,X,X,X,O,X,O,X,X,X,X,X,X,X,X,X,X,X,X
SLIOZJT,X,X,X,O,X,X,X,O,X,O,X,X,X,X,X,X,X,X,X,X,X,X
SLJTIZO,O,X,O,O,X,X,O,X,O,O,X,X,X,X,X,X,X,X,X,O,X,X
SLJTIOZ,O,X,X,X,X,X,O,X,X,O,X,O,X,X,X,X,X,X,X,O,X,X
SLJTZIO,O,O,O,O,X,X,O,X,O,X,X,X,X,X,X,X,X,X,X,O,X,X
SLJTZOI,O,O,O,O,X,X,O,X,O,X,X,X,O,X,X,X,X,X,X,X,X,X
SLJTOIZ,O,X,X,X,X,X,O,X,X,X,X,X,O,X,X,X,X,X,X,O,X,X
SLJTOZI,O,O,O,X,X,X,O,X,O,X,X,X,O,X,X,X,X,X,X,X,X,X
SLJITZO,O,X,X,O,X,X,O,X,X,O,X,X,X,X,X,X,X,X,X,O,X,X
SLJITOZ,O,X,X,X,X,X,O,X,X,O,X,X,X,X,X,X,X,X,X,O,X,X
SLJIZTO,O,X,O,O,O,O,X,X,O,O,X,X,X,X,O,X,X,O,X,O,X,X
SLJIZOT,O,X,O,O,O,O,O,X,O,O,X,X,X,X,O,X,X,X,X,X,X,X
SLJIOTZ,X,X,X,X,X,X,O,X,X,O,X,O,X,X,X,X,X,X,X,O,X,X
SLJIOZT,X,X,X,X,X,X,O,X,X,O,X,O,X,X,O,X,X,X,X,X,X,X
SLJZTIO,O,O,O,O,O,O,O,O,O,O,X,X,X,X,O,X,X,O,X,O,X,X
SLJZTOI,O,O,X,X,X,X,O,X,O,O,X,X,O,X,X,X,X,O,X,X,X,X
SLJZITO,O,O,O,O,O,O,X,O,O,O,X,X,X,X,O,X,X,O,X,O,X,X
SLJZIOT,O,X,O,O,O,O,O,O,O,O,X,X,X,X,O,X,X,X,X,X,O,X
SLJZOTI,O,X,O,X,X,X,X,O,O,X,X,X,O,X,O,X,X,X,X,X,X,X
SLJZOIT,O,X,O,O,O,O,O,O,O,O,X,X,O,X,O,X,X,X,X,X,X,X
SLJOTIZ,O,X,X,X,X,X,O,X,X,X,X,X,X,X,X,X,X,X,X,O,X,X
SLJOTZI,O,X,O,X,X,X,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X
SLJOITZ,X,X,X,X,X,X,O,X,X,O,X,X,X,X,X,X,X,X,X,O,X,X
SLJOIZT,X,X,O,X,X,X,O,O,X,O,X,X,X,X,O,X,X,X,X,X,X,X
SLJOZTI,O,X,O,X,X,X,X,O,O,X,X,X,X,X,O,X,X,X,X,X,X,X
SLJOZIT,O,X,O,X,X,X,O,O,O,X,X,X,X,X,O,X,X,X,X,X,X,X
SLZTIJO,O,O,O,O,O,O,X,O,O,O,X,X,X,X,O,X,X,X,X,X,X,X
SLZTIOJ,O,O,O,O,O,O,X,O,X,O,X,X,O,X,O,X,X,X,X,X,O,X
SLZTJIO,O,O,O,O,O,O,X,O,O,O,X,X,X,X,O,X,X,O,X,X,X,X
SLZTJOI,O,O,O,O,X,O,X,X,O,O,X,X,O,X,X,X,X,O,X,X,X,X
SLZTOIJ,O,O,O,O,O,O,X,O,X,O,X,X,O,X,O,X,X,X,X,X,X,X
SLZTOJI,O,O,O,O,O,O,X,O,O,O,X,X,O,X,O,X,X,O,X,X,X,X
SLZITJO,O,O,O,O,O,O,X,O,X,O,X,X,X,X,O,X,X,X,X,X,O,X
SLZITOJ,O,O,O,O,O,O,X,O,X,O,X,X,O,X,O,X,X,X,X,X,O,O
SLZIJTO,O,O,O,O,O,O,X,O,O,O,X,X,X,X,O,X,X,X,X,X,X,X
SLZIJOT,O,X,O,O,O,O,X,O,O,O,X,X,X,X,O,X,X,X,X,X,O,X
SLZIOTJ,O,O,O,X,O,O,X,O,X,O,X,X,O,X,O,X,X,X,X,X,O,O
SLZIOJT,O,X,O,O,O,O,X,O,X,O,X,X,O,X,O,X,X,X,X,X,O,X
SLZJTIO,O,O,O,O,O,O,X,O,O,O,X,X,X,X,O,X,X,O,X,O,X,X
SLZJTOI,O,O,X,X,X,X,X,X,O,O,X,X,O,X,X,X,X,O,X,X,X,X
SLZJITO,O,O,O,O,O,O,X,O,O,O,X,X,X,X,O,X,X,O,X,O,X,X
SLZJIOT,O,X,O,O,O,O,X,O,O,O,X,X,X,X,O,X,X,X,X,X,O,X
