sequence,v115@zgA8FeD8GeC8GeD8DeG8AeA8CeB8JeF7IvhFicBflB?5lBcmBTiBWxB,v115@zgA8FeD8GeC8GeD8DeG8AeA8CeB8JeR7IvhFzcBflB?lgBSnB8qBWxB,v115@zgA8FeD8GeC8GeD8DeG8AeA8CeB8Jeu/IvhF3bBUdB?xqB6rBlqBTsB,v115@zgA8FeD8GeC8GeD8DeG8AeA8CeB8Jeu/IvhFRcBlgB?UiB/qBTmBSxB,v115@zgA8FeD8GeC8GeD8DeG8AeA8CeB8JeC7IvhFehBXgB?5mBTiBlqBUsB,v115@zgA8FeD8GeC8GeD8DeG8AeA8CeB8Jez6IvhFCcB/iB?0hBRlBlqBWxB,v115@zgA8FeD8GeC8GeD8DeG8AeA8CeB8Jeu/IvhFzbBUdB?1mBxqB/qBSxB,v115@zgA8FeD8GeC8GeD8DeG8AeA8CeB8Jeu/IvhF3bBylB?5mBTiBlqBUsB,v115@zgA8FeD8GeC8GeD8DeG8AeA8CeB8JeC7IvhFehBUdB?XgB5mBlqBTsB,v115@zgA8FeD8GeC8GeD8DeG8AeA8CeB8Jez6IvhFicBUlB?/rB5lBGsBFsB,v115@zgA8FeD8GeC8GeD8DeG8AeA8CeB8Jeu/IvhF3bBUdB?ylB5mBlqBTsB,v115@zgA8FeD8GeC8GeD8DeG8AeA8CeB8Jez6IvhFRcBUhB?FlBCrBXsBGsB,v115@zgA8FeD8GeC8GeD8DeG8AeA8CeB8Jez6IvhFWhBFlB?xmBCrB/sB0rB,v115@zgA8FeD8GeC8GeD8DeG8AeA8CeB8Jez6IvhFlcBKmB?UlB5lBGsBXsB,v115@zgA8FeD8GeC8GeD8DeG8AeA8CeB8Jez8IvhFRgBSnB?flBlgB8qBWxB,v115@zgA8FeD8GeC8GeD8DeG8AeA8CeB8Jeu/IvhFxgBTiB?3gB6rBlqBUsB,v115@zgA8FeD8GeC8GeD8DeG8AeA8CeB8Jez6IvhFWhBRlB?CnBlqB/sB0rB,v115@zgA8FeD8GeC8GeD8DeG8AeA8CeB8Jez/IvhFRhBSnB?uqBFlB/rBUsB,v115@zgA8FeD8GeC8GeD8DeG8AeA8CeB8Jeu/IvhFUdBxgB?3gB6rBlqBTsB,v115@zgA8FeD8GeC8GeD8DeG8AeA8CeB8Jeq/IvhFRcBlgB?cmBTiB/qBWxB,v115@zgA8FeD8GeC8GeD8DeG8AeA8CeB8Jeu/IvhF3bBTiB?xqB6rBlqBUsB,v115@zgA8FeD8GeC8GeD8DeG8AeA8CeB8Jeu/IvhFRcBSnB?TlB/rBlqBUsB
STJIZLO,O,O,X,X,X,O,O,X,O,X,O,X,X,X,X,X,X,X,X,X,X,X
STJIZOL,O,X,X,X,X,O,O,X,O,X,X,X,X,X,X,X,X,X,X,X,X,X
STJIOLZ,O,X,X,X,O,O,O,X,O,X,X,X,X,X,X,X,X,X,X,X,X,X
STJIOZL,O,X,X,X,O,O,O,X,O,X,X,X,X,X,X,X,X,X,X,X,X,X
STJLIZO,O,X,X,X,X,O,X,X,O,X,O,X,X,X,X,X,X,X,O,X,X,X
STJLIOZ,O,O,X,X,O,O,X,O,O,X,O,X,X,X,X,X,X,X,X,X,X,X
STJLZIO,O,O,X,X,X,O,X,X,O,X,O,X,X,X,X,X,X,X,X,X,X,X
STJLZOI,O,O,X,X,O,O,X,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X
STJLOIZ,X,O,X,X,O,X,X,O,O,X,O,X,X,X,X,X,X,X,X,X,X,X
STJLOZI,O,O,X,X,O,X,X,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X
STJZILO,O,O,X,X,X,O,O,X,O,X,X,X,X,X,X,X,X,X,X,X,X,X
STJZIOL,O,O,X,X,X,O,O,X,O,X,X,X,X,X,X,X,X,X,X,X,X,X
STJZLIO,O,O,X,X,X,O,X,X,O,X,X,X,X,X,X,X,X,X,X,X,X,X
STJZLOI,O,O,X,X,O,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X
STJZOIL,O,O,X,X,O,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X
STJZOLI,O,O,X,X,O,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X
STJOILZ,O,X,X,O,O,O,X,O,O,X,X,X,X,X,X,X,X,X,X,X,X,X
STJOIZL,O,X,X,O,O,O,X,X,O,X,X,X,X,X,X,X,X,X,X,X,X,X
STJOLIZ,X,X,X,O,O,X,X,O,O,X,X,X,X,X,X,O,X,X,X,X,X,X
STJOLZI,O,X,X,O,O,X,X,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X
STJOZIL,O,X,X,O,O,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X
STJOZLI,O,X,X,O,O,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X
STZILJO,O,O,X,X,X,O,O,X,O,X,X,X,X,X,X,X,X,X,X,X,X,X
STZILOJ,O,O,X,X,X,O,O,X,X,O,X,X,X,X,X,X,X,X,X,X,X,X
STZIJLO,O,O,X,X,X,O,O,X,O,O,X,X,X,X,X,X,X,X,X,X,X,X
STZIJOL,O,O,X,X,X,O,O,X,O,O,X,X,X,X,X,X,X,X,X,X,X,X
STZIOLJ,O,O,X,X,X,O,O,X,X,O,X,X,X,X,X,X,X,X,X,X,X,X
STZIOJL,O,O,X,X,X,O,O,X,X,O,X,X,X,X,X,X,X,X,X,X,X,X
STZLIJO,O,O,X,X,X,O,X,X,O,X,X,X,X,X,X,X,X,X,X,X,X,X
STZLIOJ,O,O,X,X,X,O,X,X,X,O,X,X,X,X,X,X,X,X,X,X,X,X
STZLJIO,O,O,X,X,X,O,X,X,O,X,X,X,X,X,X,X,X,X,X,X,X,X
STZLJOI,O,O,X,X,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X
STZLOIJ,O,O,X,X,O,O,X,X,X,O,X,X,X,X,X,X,X,X,X,X,X,X
STZLOJI,O,O,X,X,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X
STZJILO,O,O,X,X,X,O,O,X,O,O,X,X,X,X,X,X,X,X,X,X,X,X
STZJIOL,O,O,X,X,X,O,O,X,O,O,X,X,X,X,X,X,X,X,X,X,X,X
STZJLIO,O,O,X,X,X,O,X,X,O,O,X,X,X,X,X,X,X,X,X,X,X,X
STZJLOI,O,O,X,X,O,X,X,X,X,O,X,X,X,X,X,X,X,X,X,X,X,X
STZJOIL,O,O,X,X,O,X,X,X,X,O,X,X,X,X,X,X,X,X,X,X,X,X
STZJOLI,O,O,X,X,O,X,X,X,X,O,X,X,X,X,X,X,X,X,X,X,X,X
STZOILJ,O,O,X,X,O,O,X,X,X,O,X,X,X,X,X,X,X,X,X,X,X,X
STZOIJL,X,O,X,X,O,O,X,X,X,O,X,X,X,X,X,X,X,X,X,X,X,X
STZOLIJ,O,O,X,X,O,O,X,X,X,O,X,X,X,X,X,X,X,X,X,X,X,X
STZOLJI,O,O,X,X,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X
STZOJIL,X,O,X,X,O,X,X,X,X,O,X,X,X,X,X,X,X,X,X,X,X,X
STZOJLI,O,O,X,X,O,X,X,X,X,O,X,X,X,X,X,X,X,X,X,X,X,X
STOILJZ,X,X,X,O,O,O,X,O,O,X,X,X,O,X,X,X,X,X,X,X,X,X
STOILZJ,O,X,X,X,O,O,X,O,X,X,X,X,O,X,X,X,X,X,X,X,X,X
STOIJLZ,O,X,X,O,O,O,X,O,O,X,X,X,X,X,X,X,X,X,X,X,X,X
STOIJZL,O,X,X,O,O,X,X,X,O,X,X,X,X,X,X,X,X,X,X,X,X,X
STOIZLJ,O,X,X,O,O,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X
STOIZJL,O,X,X,O,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X
STOLIJZ,X,X,X,O,O,X,X,O,O,X,X,X,O,X,X,O,X,X,X,X,X,X
STOLIZJ,X,X,X,X,O,X,X,O,X,X,X,O,O,X,X,X,X,X,X,X,X,X
STOLJIZ,X,X,X,O,O,X,X,O,O,X,X,X,O,X,X,O,X,X,X,X,X,O
STOLJZI,X,X,X,O,O,X,X,O,X,X,X,O,X,X,X,X,X,X,X,X,X,O
STOLZIJ,O,X,X,O,O,X,X,O,X,X,X,O,X,X,X,X,X,X,X,X,X,X
STOLZJI,O,X,X,O,O,X,X,O,X,X,X,O,X,X,X,X,X,X,X,X,X,X
STOJILZ,O,X,X,O,O,X,X,O,O,X,X,X,X,X,X,X,X,X,X,X,X,X
STOJIZL,O,X,X,O,O,X,X,X,O,X,X,X,X,X,X,X,X,X,X,X,X,X
STOJLIZ,X,X,X,O,O,X,X,O,O,X,X,X,X,X,X,O,X,X,X,X,X,O
STOJLZI,O,X,X,O,O,X,X,O,X,X,X,X,X,X,X,X,X,X,X,X,X,O
STOJZIL,O,X,X,O,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X
STOJZLI,O,X,X,O,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X
STOZILJ,O,X,X,O,O,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X
STOZIJL,O,X,X,O,O,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X
STOZLIJ,O,X,X,O,O,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X
STOZLJI,O,X,X,O,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X
STOZJIL,X,X,X,O,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X
STOZJLI,O,X,X,O,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X
SITLJZO,O,X,O,X,X,X,O,X,O,X,O,X,O,X,X,X,X,X,X,X,X,X
SITLJOZ,O,X,O,X,O,O,O,X,O,X,O,X,O,X,X,X,X,X,X,X,X,X
SITLZJO,O,X,O,X,X,X,O,X,O,X,O,X,O,X,X,X,X,X,X,X,X,X
SITLZOJ,O,X,O,X,X,O,O,X,X,X,O,X,O,X,X,X,X,X,X,X,X,X
SITLOJZ,X,X,O,X,O,O,O,X,O,X,O,X,O,X,X,X,X,X,X,X,X,X
SITLOZJ,O,O,O,X,O,O,O,X,X,X,O,X,O,X,X,X,X,X,X,X,X,X
SITJLZO,O,X,O,X,X,X,O,X,O,X,O,X,X,X,X,X,X,X,X,X,X,X
SITJLOZ,O,O,O,X,O,O,O,X,O,X,O,X,X,X,X,X,X,X,X,X,X,X
SITJZLO,O,O,O,X,X,X,O,X,O,X,O,X,X,X,X,X,X,X,X,X,X,X
SITJZOL,O,X,O,X,X,X,O,X,O,X,X,X,X,X,X,X,X,X,X,X,X,X
SITJOLZ,O,X,O,X,O,O,O,X,O,X,X,X,X,X,X,X,X,X,X,X,X,X
SITJOZL,O,X,O,X,O,X,O,X,O,X,X,X,X,X,X,X,X,X,X,X,X,X
SITZLJO,O,X,O,X,X,O,O,X,O,X,O,X,X,X,X,X,X,X,X,X,X,X
SITZLOJ,O,O,O,X,X,O,O,X,X,X,O,X,X,X,X,X,X,X,X,X,X,X
SITZJLO,O,O,O,X,X,O,O,X,O,X,O,X,X,X,X,X,X,X,X,X,X,X
SITZJOL,O,X,O,X,X,O,O,X,O,X,X,X,X,X,X,X,X,X,X,X,X,X
SITZOLJ,O,X,O,X,X,O,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X
SITZOJL,O,X,O,X,X,O,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X
SITOLJZ,X,X,O,X,O,O,O,X,O,X,X,X,O,X,X,X,X,X,X,X,X,X
SITOLZJ,O,X,O,X,O,O,O,X,X,X,X,X,O,X,X,X,X,X,X,X,X,X
SITOJLZ,O,X,O,X,O,O,O,X,O,X,X,X,X,X,X,X,X,X,X,X,X,X
SITOJZL,O,X,O,X,O,X,O,X,O,X,X,X,X,X,X,X,X,X,X,X,X,X
SITOZLJ,O,X,O,X,O,O,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X
SITOZJL,O,X,O,X,O,X,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X
SILTJZO,O,X,O,X,X,X,O,X,O,X,X,X,O,X,X,X,O,X,X,X,X,X
SILTJOZ,O,X,O,X,O,X,O,X,O,X,X,X,O,X,X,X,O,X,X,X,X,X
SILTZJO,O,X,O,X,X,X,O,X,O,X,X,X,O,X,X,X,O,X,X,X,X,X
SILTZOJ,O,X,O,X,X,X,O,X,X,X,X,X,O,X,X,X,O,X,X,X,X,X
SILTOJZ,X,X,O,X,O,X,O,X,O,X,X,X,O,X,X,X,O,X,X,X,X,X
SILTOZJ,O,O,O,X,O,O,O,X,X,X,X,X,O,X,X,X,O,X,X,X,X,X
SILJTZO,O,X,O,X,X,X,O,X,X,X,X,X,O,X,X,X,X,X,X,X,X,X
SILJTOZ,O,O,X,X,X,X,O,X,X,X,X,X,O,X,X,X,X,X,X,X,X,X
SILJZTO,O,O,O,X,X,X,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X
SILJZOT,O,O,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X
SILJOTZ,O,O,X,X,X,X,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X
SILJOZT,O,O,O,X,X,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X
SILZTJO,O,O,O,X,X,X,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X
SILZTOJ,O,O,O,X,X,X,O,X,X,O,X,X,X,X,X,X,X,X,X,X,X,X
SILZJTO,O,O,O,X,X,X,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X
SILZJOT,X,O,O,X,X,X,X,X,X,O,X,X,X,X,X,X,X,X,X,X,X,X
SILZOTJ,O,O,X,X,X,O,X,X,X,O,X,X,X,X,X,X,X,X,X,X,X,X
SILZOJT,X,O,O,X,X,O,X,X,X,O,X,X,X,X,X,X,X,X,X,X,X,X
SILOTJZ,X,X,X,X,O,X,O,X,X,X,X,X,X,X,X,X,O,X,X,X,X,X
SILOTZJ,O,O,X,X,O,O,O,X,X,X,X,X,X,X,X,X,O,X,X,X,X,X
SILOJTZ,X,X,X,X,X,X,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X,O
SILOJZT,X,O,O,X,X,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X
SILOZTJ,O,O,X,X,X,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X
SILOZJT,O,O,O,X,X,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X
SIJTLZO,O,X,O,X,X,X,O,X,X,X,O,X,X,X,X,X,X,X,X,X,X,X
SIJTLOZ,O,O,O,X,X,O,O,X,X,X,O,X,X,X,X,X,X,X,X,X,X,X
SIJTZLO,O,O,O,X,X,X,O,X,X,X,O,X,X,X,X,X,X,X,X,X,X,X
SIJTZOL,O,X,O,X,X,X,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X
SIJTOLZ,O,X,O,X,X,O,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X
SIJTOZL,O,X,O,X,X,X,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X
SIJLTZO,O,X,O,X,X,X,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X
SIJLTOZ,O,O,X,X,X,O,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X
SIJLZTO,O,O,O,X,X,X,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X
SIJLZOT,O,O,O,X,X,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X
SIJLOTZ,O,O,X,X,X,O,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X
SIJLOZT,O,O,O,X,X,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X
SIJZTLO,O,O,X,X,X,X,O,X,X,X,O,X,X,X,X,X,X,X,X,X,X,X
SIJZTOL,O,O,X,X,X,X,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X
SIJZLTO,O,O,X,X,X,X,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X
SIJZLOT,O,O,X,X,X,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X
SIJZOTL,O,X,X,X,X,X,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X
SIJZOLT,O,O,X,X,X,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X
SIJOTLZ,O,X,O,O,X,O,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X
SIJOTZL,O,X,O,O,X,X,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X
SIJOLTZ,O,O,O,X,X,O,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X
SIJOLZT,O,O,O,X,X,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X
SIJOZTL,O,X,O,O,X,X,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X
SIJOZLT,O,O,O,O,X,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X
SIZTLJO,O,O,X,X,X,O,O,X,X,X,O,X,X,X,X,X,X,X,X,X,X,X
SIZTLOJ,O,O,X,X,X,O,O,X,X,O,O,X,X,X,X,X,X,X,X,X,X,X
SIZTJLO,O,O,X,X,X,O,O,X,O,O,O,X,X,X,X,X,X,X,X,X,X,X
SIZTJOL,O,O,X,X,X,O,O,X,O,O,X,X,X,X,X,X,X,X,X,X,X,X
SIZTOLJ,O,O,X,X,X,O,O,X,X,O,X,X,X,X,X,X,X,X,X,X,X,X
SIZTOJL,O,O,X,X,X,O,O,X,X,O,X,X,X,X,X,X,X,X,X,X,X,X
SIZLTJO,O,O,X,X,X,O,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X
SIZLTOJ,O,O,X,X,X,O,O,X,X,O,X,X,X,X,X,X,X,X,X,X,X,X
SIZLJTO,O,O,X,X,X,X,O,X,X,O,X,X,X,X,X,X,X,X,X,X,X,X
SIZLJOT,X,O,X,X,X,O,X,X,X,O,X,X,X,X,X,X,X,X,X,X,X,X
SIZLOTJ,O,O,X,X,X,O,X,X,X,O,X,X,X,X,X,X,X,X,X,X,X,X
SIZLOJT,X,O,X,X,X,O,X,X,X,O,X,X,X,X,X,X,X,X,X,X,X,X
SIZJTLO,O,O,X,X,X,O,O,X,X,O,O,X,X,X,X,X,X,X,X,X,X,X
SIZJTOL,O,O,X,X,X,O,O,X,X,O,X,X,X,X,X,X,X,X,X,X,X,X
SIZJLTO,O,O,X,X,X,X,O,X,X,O,X,X,X,X,X,X,X,X,X,X,X,X
SIZJLOT,O,O,X,X,X,O,X,X,X,O,X,X,X,X,X,X,X,X,X,X,X,X
SIZJOTL,O,X,X,X,X,X,O,X,X,O,X,X,X,X,X,X,X,X,X,X,X,X
SIZJOLT,O,O,X,X,X,O,X,X,X,O,X,X,X,X,X,X,X,X,X,X,X,X
SIZOTLJ,O,X,X,X,X,O,O,X,X,O,X,X,X,X,X,X,X,X,X,X,X,X
SIZOTJL,O,X,X,X,X,O,O,X,X,O,X,X,X,X,X,X,X,X,X,X,X,X
SIZOLTJ,O,O,X,X,X,O,X,X,X,O,X,X,X,X,X,X,X,X,X,X,X,X
SIZOLJT,O,O,X,X,X,O,X,X,X,O,X,X,X,X,X,X,X,X,X,X,X,X
SIZOJTL,O,X,X,X,X,X,O,X,X,O,X,X,X,X,X,X,X,X,X,X,X,X
SIZOJLT,O,O,X,X,X,O,X,X,X,O,X,X,X,X,X,X,X,X,X,X,X,X
SIOTLJZ,X,X,O,O,O,X,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X
SIOTLZJ,O,X,O,X,O,O,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X
SIOTJLZ,O,X,O,O,O,X,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X
SIOTJZL,O,X,O,O,O,X,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X
SIOTZLJ,O,X,O,O,O,X,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X
SIOTZJL,O,X,O,O,O,X,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X
SIOLTJZ,X,X,O,X,O,X,O,X,X,X,X,X,X,X,X,X,O,X,X,X,X,X
SIOLTZJ,O,O,O,X,O,O,O,X,X,X,X,X,X,X,X,X,O,X,X,X,X,X
SIOLJTZ,X,X,O,X,X,X,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X,O
SIOLJZT,X,O,O,X,X,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X
SIOLZTJ,O,O,O,X,X,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X
SIOLZJT,O,O,O,X,X,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X
SIOJTLZ,O,X,O,O,X,O,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X
SIOJTZL,O,X,O,O,X,X,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X
SIOJLTZ,O,O,O,X,X,O,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X,O
SIOJLZT,O,O,O,X,X,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X
SIOJZTL,O,X,O,O,X,X,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X
SIOJZLT,O,O,O,O,X,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X
SIOZTLJ,O,X,O,O,X,X,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X
SIOZTJL,O,X,O,O,X,X,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X
SIOZLTJ,O,O,O,O,X,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X
SIOZLJT,O,O,O,O,X,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X
SIOZJTL,O,X,O,O,X,X,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X
SIOZJLT,O,O,O,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X
SLTIJZO,O,X,X,X,X,X,X,X,O,X,X,X,O,X,X,X,O,X,O,X,X,X
SLTIJOZ,O,X,X,X,O,O,X,X,O,X,X,X,O,X,X,X,O,X,X,X,X,X
SLTIZJO,O,X,X,X,X,X,X,X,O,X,X,O,O,X,X,X,O,X,O,X,X,X
SLTIZOJ,O,X,X,X,X,O,X,X,X,X,X,O,O,X,X,X,O,X,X,X,X,X
SLTIOJZ,X,X,X,X,O,O,X,X,O,X,X,X,O,X,X,X,O,X,X,X,X,X
SLTIOZJ,O,O,X,X,O,O,X,X,X,X,X,O,O,X,X,X,O,X,X,X,X,X
SLTJIZO,O,X,X,X,X,X,X,X,O,X,X,X,O,X,X,X,O,X,O,X,X,X
SLTJIOZ,O,X,X,X,O,X,X,X,O,X,X,X,O,X,X,X,O,X,X,X,X,X
SLTJZIO,O,X,X,X,X,X,X,X,O,X,X,O,X,X,X,X,X,X,X,X,X,X
SLTJZOI,O,X,X,X,O,X,X,X,X,X,X,O,X,X,X,X,X,X,X,X,X,X
SLTJOIZ,X,X,X,X,O,X,X,X,O,X,X,X,O,X,X,X,X,X,X,X,X,X
SLTJOZI,O,X,X,X,O,X,X,X,X,X,X,O,X,X,X,X,X,X,X,X,X,X
SLTZIJO,O,O,X,X,X,O,X,X,O,X,X,O,X,X,X,X,X,X,X,X,X,X
SLTZIOJ,O,O,X,X,X,O,X,X,X,O,X,O,X,O,X,X,X,X,X,X,X,X
SLTZJIO,O,O,X,X,X,O,X,X,O,X,X,O,X,X,X,X,X,X,X,X,X,X
SLTZJOI,O,O,X,X,O,X,X,X,X,X,X,O,X,X,X,X,X,X,X,X,X,X
SLTZOIJ,O,O,X,X,O,O,X,X,X,O,X,O,X,O,X,X,X,X,X,X,X,X
SLTZOJI,O,O,X,X,O,X,X,X,X,X,X,O,X,X,X,X,X,X,X,X,X,X
SLTOIJZ,X,X,X,X,O,X,X,X,O,X,X,X,O,X,X,X,X,X,X,X,X,X
SLTOIZJ,X,O,X,X,O,X,X,X,X,X,X,O,O,X,X,X,X,X,X,X,X,X
SLTOJIZ,X,X,X,X,O,X,X,X,O,X,X,X,O,X,X,X,X,X,X,X,X,O
SLTOJZI,X,X,X,X,O,X,X,X,X,X,X,O,X,X,X,X,X,X,X,X,X,O
SLTOZIJ,O,O,X,X,O,X,X,X,X,X,X,O,X,X,X,X,X,X,X,X,X,X
SLTOZJI,O,O,X,X,O,X,X,X,X,X,X,O,X,X,X,X,X,X,X,X,X,X
SLITJZO,O,X,X,X,X,X,X,X,O,X,X,X,O,X,X,X,O,X,X,X,X,X
SLITJOZ,O,X,X,X,O,X,X,X,O,X,X,X,O,X,X,X,O,X,X,X,X,X
SLITZJO,O,X,X,X,X,X,X,X,O,X,X,X,O,X,X,X,O,X,X,X,X,X
SLITZOJ,O,X,X,X,X,X,X,X,X,X,X,X,O,X,X,X,O,X,X,X,X,X
SLITOJZ,X,X,X,X,O,X,X,X,O,X,X,X,O,X,X,X,O,X,X,X,X,X
SLITOZJ,O,O,X,X,O,O,X,X,X,X,X,X,O,X,X,X,O,X,X,X,X,X
SLIJTZO,O,X,X,X,X,X,X,X,X,X,X,X,O,X,X,X,X,X,X,X,X,X
SLIJTOZ,O,O,X,X,X,X,X,X,X,X,X,X,O,X,X,X,X,X,X,X,X,X
SLIJZTO,O,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X
SLIJZOT,O,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X
SLIJOTZ,O,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,O,X,X,X,X
SLIJOZT,O,O,X,X,X,O,X,X,X,X,X,X,X,X,X,X,X,O,X,X,X,X
SLIZTJO,O,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X
SLIZTOJ,O,O,X,X,X,X,X,X,X,O,X,X,X,X,X,X,X,X,X,X,X,X
SLIZJTO,O,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X
SLIZJOT,X,O,X,X,X,X,X,X,X,O,X,X,X,X,X,X,X,X,X,X,X,X
SLIZOTJ,O,O,X,X,X,O,X,X,X,O,X,X,X,X,X,X,X,X,X,X,X,X
SLIZOJT,X,O,X,X,X,O,X,X,X,O,X,X,X,X,X,X,X,X,X,X,X,X
SLIOTJZ,X,X,X,X,O,X,X,X,X,X,X,X,X,X,X,X,O,X,X,X,X,X
SLIOTZJ,O,O,X,X,O,O,X,X,X,X,X,X,X,X,X,X,O,X,X,X,X,X
SLIOJTZ,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,O,X,X,X,O
SLIOJZT,X,O,X,X,X,O,X,X,X,X,X,X,X,X,X,X,X,O,X,X,X,X
SLIOZTJ,O,O,X,X,X,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X
SLIOZJT,O,O,X,X,X,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X
SLJTIZO,O,X,X,X,X,X,X,X,O,X,X,X,X,X,X,X,O,X,O,X,X,X
SLJTIOZ,O,O,X,X,O,X,X,X,O,X,X,X,X,X,X,X,O,X,X,X,X,X
SLJTZIO,O,O,X,X,X,X,X,X,O,X,X,X,X,X,X,X,X,X,X,X,X,X
SLJTZOI,O,O,X,X,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X
SLJTOIZ,X,O,X,X,O,X,X,X,O,X,X,X,X,X,X,X,X,X,X,X,X,X
SLJTOZI,O,O,X,X,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X
