sequence,v115@AhB8FeC8DeG8CeG8BeC8JeO/IvhFXbBxcBTeBlmBcs?BCsB,v115@AhB8FeC8DeG8CeG8BeC8Jex6IvhFXdBTeBifB+nBlm?B0rB,v115@AhB8FeC8DeG8CeG8BeC8Jex6IvhF0cBTeBifB+nBlm?BXsB,v115@AhB8FeC8DeG8CeG8BeC8JeO/IvhFXbBxcBTeBFiBSs?B0rB,v115@AhB8FeC8DeG8CeG8BeC8JeO/IvhFXbB0cBSjBxmBln?BzrB,v115@AhB8FeC8DeG8CeG8BeC8JeO/IvhFXbB5iBTeB0mBas?BlrB,v115@AhB8FeC8DeG8CeG8BeC8JeO/IvhFXbBlcBTeBxmBCs?BcsB,v115@AhB8FeC8DeG8CeG8BeC8JeO/IvhFXbBViBTeBxmBSs?B0rB
ZLSOITJ,X,X,X,O,X,O,X,X
ZLSOIJT,O,X,X,O,O,O,O,X
ZLSOJTI,O,X,X,O,O,X,X,X
ZLSOJIT,O,X,X,O,O,O,O,X
ZLOTIJS,O,X,X,O,X,X,X,X
ZLOTISJ,O,X,X,O,X,X,X,X
ZLOTJIS,O,X,X,O,X,X,X,X
ZLOTJSI,O,X,X,O,O,X,X,X
ZLOTSIJ,O,X,X,O,X,X,X,X
ZLOTSJI,O,X,X,O,O,X,X,X
ZLOITJS,X,X,X,O,X,O,X,X
ZLOITSJ,X,X,X,O,X,O,X,X
ZLOIJTS,X,O,O,O,X,O,O,X
ZLOIJST,O,O,X,O,O,O,O,X
ZLOISTJ,X,X,X,O,X,O,X,X
ZLOISJT,O,X,X,O,O,O,O,X
ZLOJTIS,O,O,O,O,X,X,X,X
ZLOJTSI,O,O,O,O,O,X,X,X
ZLOJITS,X,O,O,O,X,O,O,X
ZLOJIST,O,O,X,O,O,O,O,X
ZLOJSTI,O,O,X,O,O,X,X,X
ZLOJSIT,O,O,X,O,O,O,O,X
ZLOSTIJ,O,X,X,O,X,X,X,X
ZLOSTJI,O,X,X,O,O,X,X,X
ZLOSITJ,X,X,X,O,X,O,X,X
ZLOSIJT,O,X,X,O,O,O,O,X
ZLOSJTI,O,X,X,O,O,X,X,X
ZLOSJIT,O,X,X,O,O,O,O,X
ZJTILSO,O,X,O,X,O,O,X,X
ZJTILOS,O,X,O,X,X,O,X,X
ZJTISLO,O,X,X,X,O,O,X,X
ZJTISOL,O,X,X,X,X,O,X,X
ZJTIOLS,O,X,O,X,X,O,X,X
ZJTIOSL,O,X,X,X,X,O,X,X
ZJTLISO,O,O,O,X,X,X,X,X
ZJTLIOS,O,O,O,X,X,X,X,X
ZJTLSIO,O,O,O,X,O,X,X,X
ZJTLSOI,O,O,O,X,O,X,X,X
ZJTLOIS,O,O,O,X,X,X,X,X
ZJTLOSI,O,O,O,X,X,X,X,X
ZJTSILO,O,X,X,X,O,O,X,X
ZJTSIOL,O,X,X,X,X,O,X,X
ZJTSLIO,O,O,O,X,O,X,X,X
ZJTSLOI,O,O,O,X,O,X,X,X
ZJTSOIL,O,X,X,X,X,O,X,X
ZJTSOLI,O,O,O,X,X,X,X,X
ZJTOILS,O,X,O,X,X,O,X,X
ZJTOISL,O,X,X,X,X,O,X,X
ZJTOLIS,O,O,O,X,X,X,X,X
ZJTOLSI,O,O,O,X,X,X,X,X
ZJTOSIL,O,X,X,X,X,O,X,X
ZJTOSLI,O,O,O,X,X,X,X,X
ZJITLSO,O,X,X,X,O,O,X,X
ZJITLOS,O,X,X,X,X,O,X,X
ZJITSLO,O,X,X,X,O,O,X,X
ZJITSOL,O,X,X,X,X,O,X,X
ZJITOLS,O,X,X,X,X,O,X,X
ZJITOSL,O,X,X,X,X,O,X,X
ZJILTSO,X,X,X,X,O,O,O,X
ZJILTOS,X,X,X,X,X,O,O,X
ZJILSTO,X,X,X,X,O,O,O,X
ZJILSOT,O,X,X,O,O,O,O,X
ZJILOTS,X,X,X,X,O,O,O,X
ZJILOST,O,X,X,O,O,O,O,X
ZJISTLO,O,X,X,X,O,O,X,X
ZJISTOL,O,X,X,X,X,O,X,X
ZJISLTO,X,X,X,X,O,O,O,X
ZJISLOT,O,X,X,O,O,O,O,X
ZJISOTL,O,X,X,X,O,O,X,X
ZJISOLT,O,X,X,O,O,O,O,X
ZJIOTLS,O,X,X,X,O,O,X,X
ZJIOTSL,O,X,X,X,O,O,X,X
ZJIOLTS,X,X,X,X,O,O,O,X
ZJIOLST,O,X,X,X,O,O,O,X
ZJIOSTL,O,X,X,X,O,O,X,X
ZJIOSLT,O,X,X,O,O,O,O,X
ZJLTISO,O,O,O,O,X,X,X,X
ZJLTIOS,O,O,O,O,X,X,X,X
ZJLTSIO,O,O,O,O,O,X,X,X
ZJLTSOI,O,O,O,O,O,X,X,X
ZJLTOIS,O,O,O,O,X,X,X,X
ZJLTOSI,O,O,O,O,X,X,X,X
ZJLITSO,X,O,O,O,O,O,O,X
ZJLITOS,X,O,O,O,X,O,O,X
ZJLISTO,X,X,X,O,O,O,O,X
ZJLISOT,O,O,X,O,O,O,O,X
ZJLIOTS,X,O,O,O,O,O,O,X
ZJLIOST,O,O,X,O,O,O,O,X
ZJLSTIO,O,X,X,O,O,X,X,X
ZJLSTOI,O,X,X,O,O,X,X,X
ZJLSITO,X,X,X,O,O,O,O,X
ZJLSIOT,O,O,X,O,O,O,O,X
ZJLSOTI,O,O,X,O,O,X,X,X
ZJLSOIT,O,O,X,O,O,O,O,X
ZJLOTIS,O,O,O,O,X,X,X,X
ZJLOTSI,O,O,O,O,O,X,X,X
ZJLOITS,X,O,O,O,X,O,O,X
ZJLOIST,O,O,X,O,O,O,O,X
ZJLOSTI,O,O,X,O,O,X,X,X
ZJLOSIT,O,O,X,O,O,O,O,X
ZJSTILO,O,X,X,X,O,O,X,X
ZJSTIOL,O,X,X,X,X,O,X,X
ZJSTLIO,O,X,X,X,O,X,X,X
ZJSTLOI,O,X,X,X,O,X,X,X
ZJSTOIL,O,X,X,X,X,O,X,X
ZJSTOLI,O,X,X,X,X,X,X,X
ZJSITLO,O,X,X,X,O,O,X,X
ZJSITOL,O,X,X,X,X,O,X,X
ZJSILTO,X,X,X,X,O,O,O,X
ZJSILOT,O,X,X,O,O,O,O,X
ZJSIOTL,O,X,X,X,O,O,X,X
ZJSIOLT,O,X,X,O,O,O,O,X
ZJSLTIO,O,X,X,O,O,X,X,X
ZJSLTOI,O,X,X,O,O,X,X,X
ZJSLITO,X,X,X,O,O,O,O,X
ZJSLIOT,O,O,X,O,O,O,O,X
ZJSLOTI,O,O,X,O,O,X,X,X
ZJSLOIT,O,O,X,O,O,O,O,X
ZJSOTIL,O,X,X,X,O,O,X,X
ZJSOTLI,O,X,X,X,O,X,X,X
ZJSOITL,O,X,X,X,O,O,X,X
ZJSOILT,O,X,X,O,O,O,O,X
ZJSOLTI,O,O,X,O,O,X,X,X
ZJSOLIT,O,O,X,O,O,O,O,X
ZJOTILS,O,X,O,X,O,O,X,X
ZJOTISL,O,X,X,X,O,O,X,X
ZJOTLIS,O,O,O,X,X,X,X,X
ZJOTLSI,O,O,O,X,O,X,X,X
ZJOTSIL,O,X,X,X,O,O,X,X
ZJOTSLI,O,O,O,X,O,X,X,X
ZJOITLS,O,X,X,X,O,O,X,X
ZJOITSL,O,X,X,X,O,O,X,X
ZJOILTS,X,X,X,X,O,O,O,X
ZJOILST,O,X,X,X,O,O,O,X
ZJOISTL,O,X,X,X,O,O,X,X
ZJOISLT,O,X,X,O,O,O,O,X
ZJOLTIS,O,O,O,O,X,X,X,X
ZJOLTSI,O,O,O,O,O,X,X,X
ZJOLITS,X,O,O,O,O,O,O,X
ZJOLIST,O,O,X,O,O,O,O,X
ZJOLSTI,O,O,X,O,O,X,X,X
ZJOLSIT,O,O,X,O,O,O,O,X
ZJOSTIL,O,X,X,X,O,O,X,X
ZJOSTLI,O,X,X,X,O,X,X,X
ZJOSITL,O,X,X,X,O,O,X,X
ZJOSILT,O,X,X,O,O,O,O,X
ZJOSLTI,O,O,X,O,O,X,X,X
ZJOSLIT,O,O,X,O,O,O,O,X
ZSTILJO,O,X,X,X,O,O,X,X
ZSTILOJ,O,X,X,X,X,O,X,X
ZSTIJLO,O,X,X,X,O,O,X,X
ZSTIJOL,O,X,X,X,X,O,X,X
ZSTIOLJ,O,X,X,X,X,O,X,X
ZSTIOJL,O,X,X,X,X,O,X,X
ZSTLIJO,O,X,X,X,X,X,X,X
ZSTLIOJ,O,X,X,X,X,X,X,X
ZSTLJIO,O,X,X,X,O,X,X,X
ZSTLJOI,O,X,X,X,O,X,X,X
ZSTLOIJ,O,X,X,X,X,X,X,X
ZSTLOJI,O,X,X,X,X,X,X,X
ZSTJILO,O,X,X,X,O,O,X,X
ZSTJIOL,O,X,X,X,X,O,X,X
ZSTJLIO,O,X,X,X,O,X,X,X
ZSTJLOI,O,X,X,X,O,X,X,X
ZSTJOIL,O,X,X,X,X,O,X,X
ZSTJOLI,O,X,X,X,X,X,X,X
ZSTOILJ,O,X,X,X,X,O,X,X
ZSTOIJL,O,X,X,X,X,O,X,X
ZSTOLIJ,O,X,X,X,X,X,X,X
ZSTOLJI,O,X,X,X,X,X,X,X
ZSTOJIL,O,X,X,X,X,O,X,X
ZSTOJLI,O,X,X,X,X,X,X,X
ZSITLJO,O,X,X,X,O,O,X,X
ZSITLOJ,O,X,X,X,X,O,X,X
ZSITJLO,O,X,X,X,O,O,X,X
ZSITJOL,O,X,X,X,X,O,X,O
ZSITOLJ,O,X,X,X,X,O,X,X
ZSITOJL,O,X,X,X,X,O,X,O
ZSILTJO,X,X,X,X,O,O,X,X
ZSILTOJ,X,X,X,X,X,O,X,X
ZSILJTO,X,X,X,X,O,O,X,X
ZSILJOT,O,X,X,O,O,O,X,X
ZSILOTJ,X,X,X,X,X,O,X,X
ZSILOJT,O,X,X,O,O,O,X,X
ZSIJTLO,O,X,X,X,O,O,X,X
ZSIJTOL,O,X,X,X,X,O,X,X
ZSIJLTO,X,X,X,X,O,O,O,X
ZSIJLOT,O,X,X,O,O,O,O,X
ZSIJOTL,O,X,X,X,O,O,X,X
ZSIJOLT,O,X,X,O,O,O,O,X
ZSIOTLJ,O,X,X,X,X,O,X,X
ZSIOTJL,O,X,X,X,X,O,X,O
ZSIOLTJ,X,X,X,X,X,O,X,X
ZSIOLJT,O,X,X,X,O,O,X,X
ZSIOJTL,O,X,X,X,X,O,X,X
ZSIOJLT,O,X,X,O,O,O,O,X
ZSLTIJO,O,X,X,O,X,X,X,X
ZSLTIOJ,O,X,X,O,X,X,X,X
ZSLTJIO,O,X,X,O,O,X,X,X
ZSLTJOI,O,X,X,O,O,X,X,X
ZSLTOIJ,O,X,X,O,X,X,X,X
ZSLTOJI,O,X,X,O,X,X,X,X
ZSLITJO,X,X,X,O,O,O,X,X
ZSLITOJ,X,X,X,O,X,O,X,X
ZSLIJTO,X,X,X,O,O,O,O,X
ZSLIJOT,O,X,X,O,O,O,O,X
ZSLIOTJ,X,X,X,O,X,O,X,X
ZSLIOJT,O,X,X,O,O,O,O,X
ZSLJTIO,O,X,X,O,O,X,X,X
ZSLJTOI,O,X,X,O,O,X,X,X
ZSLJITO,X,X,X,O,O,O,O,X
ZSLJIOT,O,X,X,O,O,O,O,X
ZSLJOTI,O,X,X,O,O,X,X,X
ZSLJOIT,O,X,X,O,O,O,O,X
ZSLOTIJ,O,X,X,O,X,X,X,X
ZSLOTJI,O,X,X,O,O,X,X,X
ZSLOITJ,X,X,X,O,X,O,X,X
ZSLOIJT,O,X,X,O,O,O,O,X
ZSLOJTI,O,X,X,O,O,X,X,X
ZSLOJIT,O,X,X,O,O,O,O,X
ZSJTILO,O,X,X,X,O,O,X,X
ZSJTIOL,O,X,X,X,X,O,X,X
ZSJTLIO,O,X,X,X,O,X,X,X
ZSJTLOI,O,X,X,X,O,X,X,X
ZSJTOIL,O,X,X,X,X,O,X,X
ZSJTOLI,O,X,X,X,X,X,X,X
ZSJITLO,O,X,X,X,O,O,X,X
ZSJITOL,O,X,X,X,X,O,X,X
ZSJILTO,X,X,X,X,O,O,O,X
ZSJILOT,O,X,X,O,O,O,O,X
ZSJIOTL,O,X,X,X,O,O,X,X
ZSJIOLT,O,X,X,O,O,O,O,X
ZSJLTIO,O,X,X,O,O,X,X,X
ZSJLTOI,O,X,X,O,O,X,X,X
ZSJLITO,X,X,X,O,O,O,O,X
ZSJLIOT,O,X,X,O,O,O,O,X
ZSJLOTI,O,X,X,O,O,X,X,X
ZSJLOIT,O,X,X,O,O,O,O,X
ZSJOTIL,O,X,X,X,O,O,X,X
ZSJOTLI,O,X,X,X,O,X,X,X
ZSJOITL,O,X,X,X,O,O,X,X
ZSJOILT,O,X,X,O,O,O,O,X
ZSJOLTI,O,X,X,O,O,X,X,X
ZSJOLIT,O,X,X,O,O,O,O,X
ZSOTILJ,O,X,X,X,O,O,X,X
ZSOTIJL,O,X,X,X,O,O,X,X
ZSOTLIJ,O,X,X,X,X,X,X,X
ZSOTLJI,O,X,X,X,O,X,X,X
ZSOTJIL,O,X,X,X,O,O,X,X
ZSOTJLI,O,X,X,X,O,X,X,X
ZSOITLJ,O,X,X,X,O,O,X,X
ZSOITJL,O,X,X,X,O,O,X,O
ZSOILTJ,X,X,X,X,O,O,X,X
ZSOILJT,O,X,X,X,O,O,X,X
ZSOIJTL,O,X,X,X,O,O,X,X
ZSOIJLT,O,X,X,O,O,O,O,X
ZSOLTIJ,O,X,X,O,X,X,X,X
ZSOLTJI,O,X,X,O,O,X,X,X
ZSOLITJ,X,X,X,O,O,O,X,X
ZSOLIJT,O,X,X,O,O,O,O,X
ZSOLJTI,O,X,X,O,O,X,X,X
ZSOLJIT,O,X,X,O,O,O,O,X
ZSOJTIL,O,X,X,X,O,O,X,X
ZSOJTLI,O,X,X,X,O,X,X,X
ZSOJITL,O,X,X,X,O,O,X,X
ZSOJILT,O,X,X,O,O,O,O,X
ZSOJLTI,O,X,X,O,O,X,X,X
ZSOJLIT,O,X,X,O,O,O,O,X
ZOTILJS,O,X,X,X,O,O,X,X
ZOTILSJ,O,X,X,X,O,O,X,X
ZOTIJLS,O,X,X,X,O,O,X,X
ZOTIJSL,O,X,X,X,O,O,X,X
ZOTISLJ,O,X,X,X,O,O,X,X
ZOTISJL,O,X,X,X,O,O,X,X
ZOTLIJS,O,X,X,X,X,X,X,X
ZOTLISJ,O,X,X,X,X,X,X,X
ZOTLJIS,O,X,X,X,X,X,X,X
ZOTLJSI,O,X,X,X,O,X,X,X
ZOTLSIJ,O,X,X,X,X,X,X,X
ZOTLSJI,O,X,X,X,O,X,X,X
ZOTJILS,O,X,X,X,O,O,X,X
ZOTJISL,O,X,X,X,O,O,X,X
ZOTJLIS,O,X,X,X,X,X,X,X
ZOTJLSI,O,X,X,X,O,X,X,X
ZOTJSIL,O,X,X,X,O,O,X,X
ZOTJSLI,O,X,X,X,O,X,X,X
ZOTSILJ,O,X,X,X,O,O,X,X
ZOTSIJL,O,X,X,X,O,O,X,X
ZOTSLIJ,O,X,X,X,X,X,X,X
ZOTSLJI,O,X,X,X,O,X,X,X
ZOTSJIL,O,X,X,X,O,O,X,X
ZOTSJLI,O,X,X,X,O,X,X,X
ZOITLJS,O,X,X,X,O,O,X,X
ZOITLSJ,O,X,X,X,O,O,X,X
ZOITJLS,O,X,X,X,O,O,X,X
ZOITJSL,O,X,X,X,O,O,X,O
ZOITSLJ,O,X,X,X,O,O,X,X
ZOITSJL,O,X,X,X,O,O,X,O
ZOILTJS,X,X,X,X,O,O,X,X
ZOILTSJ,X,X,X,X,O,O,X,X
ZOILJTS,X,X,X,X,O,O,X,X
ZOILJST,O,X,X,X,O,O,X,X
ZOILSTJ,X,X,X,X,O,O,X,X
ZOILSJT,O,X,X,X,O,O,X,X
ZOIJTLS,O,X,X,X,O,O,X,X
ZOIJTSL,O,X,X,X,O,O,X,X
ZOIJLTS,X,X,X,X,O,O,O,X
ZOIJLST,O,X,X,X,O,O,O,X
ZOIJSTL,O,X,X,X,O,O,X,X
ZOIJSLT,O,X,X,O,O,O,O,X
ZOISTLJ,O,X,X,X,O,O,X,X
ZOISTJL,O,X,X,X,O,O,X,O
ZOISLTJ,X,X,X,X,O,O,X,X
ZOISLJT,O,X,X,X,O,O,X,X
ZOISJTL,O,X,X,X,O,O,X,X
ZOISJLT,O,X,X,O,O,O,O,X
ZOLTIJS,O,X,X,O,X,X,X,X
ZOLTISJ,O,X,X,O,X,X,X,X
ZOLTJIS,O,X,X,O,X,X,X,X
ZOLTJSI,O,X,X,O,O,X,X,X
ZOLTSIJ,O,X,X,O,X,X,X,X
ZOLTSJI,O,X,X,O,O,X,X,X
ZOLITJS,X,X,X,O,O,O,X,X
ZOLITSJ,X,X,X,O,O,O,X,X
ZOLIJTS,X,O,O,O,O,O,O,X
ZOLIJST,O,O,X,O,O,O,O,X
ZOLISTJ,X,X,X,O,O,O,X,X
ZOLISJT,O,X,X,O,O,O,O,X
ZOLJTIS,O,O,O,O,X,X,X,X
ZOLJTSI,O,O,O,O,O,X,X,X
ZOLJITS,X,O,O,O,O,O,O,X
ZOLJIST,O,O,X,O,O,O,O,X
ZOLJSTI,O,O,X,O,O,X,X,X
ZOLJSIT,O,O,X,O,O,O,O,X
ZOLSTIJ,O,X,X,O,X,X,X,X
ZOLSTJI,O,X,X,O,O,X,X,X
ZOLSITJ,X,X,X,O,O,O,X,X
ZOLSIJT,O,X,X,O,O,O,O,X
ZOLSJTI,O,X,X,O,O,X,X,X
ZOLSJIT,O,X,X,O,O,O,O,X
ZOJTILS,O,X,O,X,O,O,X,X
ZOJTISL,O,X,X,X,O,O,X,X
ZOJTLIS,O,O,O,X,X,X,X,X
ZOJTLSI,O,O,O,X,O,X,X,X
ZOJTSIL,O,X,X,X,O,O,X,X
ZOJTSLI,O,O,O,X,O,X,X,X
ZOJITLS,O,X,X,X,O,O,X,X
ZOJITSL,O,X,X,X,O,O,X,X
ZOJILTS,X,X,X,X,O,O,O,X
ZOJILST,O,X,X,X,O,O,O,X
ZOJISTL,O,X,X,X,O,O,X,X
ZOJISLT,O,X,X,O,O,O,O,X
ZOJLTIS,O,O,O,O,X,X,X,X
ZOJLTSI,O,O,O,O,O,X,X,X
ZOJLITS,X,O,O,O,O,O,O,X
ZOJLIST,O,O,X,O,O,O,O,X
ZOJLSTI,O,O,X,O,O,X,X,X
ZOJLSIT,O,O,X,O,O,O,O,X
ZOJSTIL,O,X,X,X,O,O,X,X
ZOJSTLI,O,X,X,X,O,X,X,X
ZOJSITL,O,X,X,X,O,O,X,X
ZOJSILT,O,X,X,O,O,O,O,X
ZOJSLTI,O,O,X,O,O,X,X,X
ZOJSLIT,O,O,X,O,O,O,O,X
ZOSTILJ,O,X,X,X,O,O,X,X
ZOSTIJL,O,X,X,X,O,O,X,X
ZOSTLIJ,O,X,X,X,X,X,X,X
ZOSTLJI,O,X,X,X,O,X,X,X
ZOSTJIL,O,X,X,X,O,O,X,X
ZOSTJLI,O,X,X,X,O,X,X,X
ZOSITLJ,O,X,X,X,O,O,X,X
ZOSITJL,O,X,X,X,O,O,X,O
ZOSILTJ,X,X,X,X,O,O,X,X
ZOSILJT,O,X,X,X,O,O,X,X
ZOSIJTL,O,X,X,X,O,O,X,X
ZOSIJLT,O,X,X,O,O,O,O,X
ZOSLTIJ,O,X,X,O,X,X,X,X
ZOSLTJI,O,X,X,O,O,X,X,X
ZOSLITJ,X,X,X,O,O,O,X,X
ZOSLIJT,O,X,X,O,O,O,O,X
ZOSLJTI,O,X,X,O,O,X,X,X
ZOSLJIT,O,X,X,O,O,O,O,X
ZOSJTIL,O,X,X,X,O,O,X,X
ZOSJTLI,O,X,X,X,O,X,X,X
ZOSJITL,O,X,X,X,O,O,X,X
ZOSJILT,O,X,X,O,O,O,O,X
ZOSJLTI,O,X,X,O,O,X,X,X
ZOSJLIT,O,X,X,O,O,O,O,X
OTILJSZ,X,X,X,X,O,X,X,O
OTILJZS,X,X,X,X,O,X,X,X
OTILSJZ,X,X,X,X,O,X,X,O
OTILSZJ,X,X,X,X,O,X,X,X
OTILZJS,X,X,X,X,O,X,X,X
OTILZSJ,X,X,X,X,O,X,X,X
OTIJLSZ,X,X,X,X,O,X,O,O
OTIJLZS,X,X,X,X,O,X,O,X
OTIJSLZ,X,X,X,O,O,X,O,O
OTIJSZL,O,X,X,X,O,O,X,O
OTIJZLS,X,X,X,X,O,O,X,X
OTIJZSL,X,X,X,X,O,O,X,O
OTISLJZ,X,X,X,X,O,X,X,O
OTISLZJ,X,X,X,X,O,X,X,X
OTISJLZ,X,X,X,O,O,X,O,O
OTISJZL,O,X,X,X,O,O,X,O
OTISZLJ,X,X,X,X,O,O,X,X
OTISZJL,X,X,X,X,O,O,X,O
OTIZLJS,X,X,X,X,O,O,X,X
OTIZLSJ,X,X,X,X,O,O,X,X
OTIZJLS,X,X,X,X,O,O,X,X
OTIZJSL,X,X,X,X,O,O,X,O
OTIZSLJ,X,X,X,X,O,O,X,X
OTIZSJL,X,X,X,X,O,O,X,O
OTLIJSZ,X,O,O,O,X,X,O,X
OTLIJZS,X,O,O,O,X,X,O,X
OTLISJZ,X,X,X,O,X,X,O,X
OTLISZJ,X,X,X,O,X,X,X,X
OTLIZJS,X,X,O,O,X,X,X,X
OTLIZSJ,X,X,X,O,X,X,X,X
OTLJISZ,X,O,O,O,X,X,O,X
OTLJIZS,X,O,O,O,X,X,O,X
OTLJSIZ,X,O,O,O,X,X,O,X
OTLJSZI,X,O,O,O,O,X,X,X
OTLJZIS,X,O,O,O,X,X,X,X
OTLJZSI,X,O,O,O,O,X,X,X
OTLSIJZ,X,X,X,O,X,X,O,X
OTLSIZJ,X,X,X,O,X,X,X,X
OTLSJIZ,X,X,X,O,X,X,O,X
OTLSJZI,X,X,X,O,O,X,X,X
OTLSZIJ,X,X,X,O,X,X,X,X
OTLSZJI,X,X,X,O,O,X,X,X
OTLZIJS,X,X,O,O,X,X,X,X
OTLZISJ,X,X,X,O,X,X,X,X
OTLZJIS,X,X,O,O,X,X,X,X
OTLZJSI,X,X,O,O,O,X,X,X
OTLZSIJ,X,X,X,O,X,X,X,X
OTLZSJI,X,X,X,O,O,X,X,X
OTJILSZ,X,O,O,X,O,X,O,X
OTJILZS,X,O,O,X,O,X,O,X
OTJISLZ,X,O,X,O,O,X,O,X
OTJISZL,O,X,X,X,O,O,X,X
OTJIZLS,X,X,O,X,O,O,X,X
OTJIZSL,X,X,X,X,O,O,X,X
OTJLISZ,X,O,O,O,X,X,O,X
OTJLIZS,X,O,O,O,X,X,O,X
OTJLSIZ,X,O,O,O,X,X,O,X
OTJLSZI,X,O,O,O,O,X,X,X
OTJLZIS,X,O,O,O,X,X,X,X
OTJLZSI,X,O,O,O,O,X,X,X
OTJSILZ,X,O,X,O,O,X,O,X
OTJSIZL,O,X,X,X,O,O,X,X
OTJSLIZ,X,O,O,O,X,X,O,X
OTJSLZI,X,O,O,O,O,X,X,X
OTJSZIL,O,X,X,X,O,O,X,X
OTJSZLI,O,O,O,X,O,X,X,X
OTJZILS,O,X,O,X,O,O,X,X
OTJZISL,O,X,X,X,O,O,X,X
OTJZLIS,O,O,O,X,X,X,X,X
OTJZLSI,O,O,O,X,O,X,X,X
OTJZSIL,O,X,X,X,O,O,X,X
OTJZSLI,O,O,O,X,O,X,X,X
OTSILJZ,X,X,X,X,O,X,X,O
OTSILZJ,X,X,X,X,O,X,X,X
OTSIJLZ,X,X,X,O,O,X,O,O
OTSIJZL,O,X,X,X,O,O,X,O
OTSIZLJ,X,X,X,X,O,O,X,X
OTSIZJL,X,X,X,X,O,O,X,O
OTSLIJZ,X,X,X,O,X,X,O,X
OTSLIZJ,X,X,X,O,X,X,X,X
OTSLJIZ,X,X,X,O,X,X,O,X
OTSLJZI,X,X,X,O,O,X,X,X
OTSLZIJ,X,X,X,O,X,X,X,X
OTSLZJI,X,X,X,O,O,X,X,X
OTSJILZ,X,X,X,O,O,X,O,X
OTSJIZL,O,X,X,X,O,O,X,X
OTSJLIZ,X,X,X,O,X,X,O,X
OTSJLZI,X,X,X,O,O,X,X,X
OTSJZIL,O,X,X,X,O,O,X,X
OTSJZLI,O,X,X,X,O,X,X,X
OTSZILJ,O,X,X,X,O,O,X,X
OTSZIJL,O,X,X,X,O,O,X,X
OTSZLIJ,O,X,X,X,X,X,X,X
OTSZLJI,O,X,X,X,O,X,X,X
OTSZJIL,O,X,X,X,O,O,X,X
OTSZJLI,O,X,X,X,O,X,X,X
OTZILJS,O,X,X,X,O,O,X,X
OTZILSJ,O,X,X,X,O,O,X,X
OTZIJLS,O,X,X,X,O,O,X,X
OTZIJSL,O,X,X,X,O,O,X,X
OTZISLJ,O,X,X,X,O,O,X,X
OTZISJL,O,X,X,X,O,O,X,X
OTZLIJS,O,X,O,X,X,X,X,X
OTZLISJ,O,X,X,X,X,X,X,X
OTZLJIS,O,X,O,X,X,X,X,X
OTZLJSI,O,X,O,X,O,X,X,X
OTZLSIJ,O,X,X,X,X,X,X,X
OTZLSJI,O,X,X,X,O,X,X,X
OTZJILS,O,X,O,X,O,O,X,X
OTZJISL,O,X,X,X,O,O,X,X
OTZJLIS,O,X,O,X,X,X,X,X
OTZJLSI,O,X,O,X,O,X,X,X
OTZJSIL,O,X,X,X,O,O,X,X
OTZJSLI,O,X,O,X,O,X,X,X
OTZSILJ,O,X,X,X,O,O,X,X
OTZSIJL,O,X,X,X,O,O,X,X
OTZSLIJ,O,X,X,X,X,X,X,X
OTZSLJI,O,X,X,X,O,X,X,X
OTZSJIL,O,X,X,X,O,O,X,X
OTZSJLI,O,X,X,X,O,X,X,X
OITLJSZ,X,X,X,X,O,X,X,O
OITLJZS,X,X,X,X,O,X,X,X
OITLSJZ,X,X,X,X,O,X,X,O
OITLSZJ,X,X,X,X,O,X,X,X
OITLZJS,X,X,X,X,O,X,X,X
OITLZSJ,X,X,X,X,O,X,X,X
OITJLSZ,X,X,X,X,O,X,O,O
OITJLZS,X,X,X,X,O,X,O,X
OITJSLZ,X,X,X,O,O,X,O,O
OITJSZL,O,X,X,X,O,O,X,O
OITJZLS,X,X,X,X,O,O,X,X
OITJZSL,X,X,X,X,O,O,X,O
OITSLJZ,X,X,X,X,O,X,X,O
OITSLZJ,X,X,X,X,O,X,X,X
OITSJLZ,X,X,X,O,O,X,O,O
OITSJZL,O,X,X,X,O,O,X,O
OITSZLJ,X,X,X,X,O,O,X,X
OITSZJL,X,X,X,X,O,O,X,O
OITZLJS,X,X,X,X,O,O,X,X
OITZLSJ,X,X,X,X,O,O,X,X
OITZJLS,X,X,X,X,O,O,X,X
OITZJSL,X,X,X,X,O,O,X,O
OITZSLJ,X,X,X,X,O,O,X,X
OITZSJL,X,X,X,X,O,O,X,O
OILTJSZ,X,O,O,O,O,X,O,O
OILTJZS,X,O,O,O,O,X,O,X
OILTSJZ,X,X,X,O,O,X,O,O
OILTSZJ,X,X,X,O,O,X,X,X
OILTZJS,X,X,X,O,O,X,X,X
OILTZSJ,X,X,X,O,O,X,X,X
OILJTSZ,X,O,O,O,O,X,O,X
OILJTZS,X,O,O,O,O,X,O,X
OILJSTZ,X,O,O,O,O,X,O,X
OILJSZT,O,O,X,O,O,O,O,X
OILJZTS,X,O,O,O,O,O,O,X
OILJZST,X,O,X,O,O,O,O,X
OILSTJZ,X,X,X,O,O,X,O,O
OILSTZJ,X,X,X,O,O,X,X,X
OILSJTZ,X,O,O,O,O,X,O,X
OILSJZT,O,O,X,O,O,O,O,X
OILSZTJ,X,X,X,O,O,O,X,X
OILSZJT,X,X,X,O,O,O,O,X
OILZTJS,X,X,X,O,O,O,X,X
OILZTSJ,X,X,X,O,O,O,X,X
OILZJTS,X,O,O,O,O,O,O,X
OILZJST,X,O,X,O,O,O,O,X
OILZSTJ,X,X,X,O,O,O,X,X
