sequence,v115@zgB8HeC8GeB8FeD8FeF8AeE8Je07IvhFmcB5iBTeBf?nBilBFrB,v115@zgB8HeC8GeB8FeD8FeF8AeE8Jem7IvhFRdBSjBclB3?hBTnBFrB,v115@zgB8HeC8GeB8FeD8FeF8AeE8Jem7IvhF5iBTeBclBa?nB3hBFrB,v115@zgB8HeC8GeB8FeD8FeF8AeE8Jex7IvhFTeBclBihB+?nBXiBFrB,v115@zgB8HeC8GeB8FeD8FeF8AeE8JeR9IvhFSjB/nBTlB0?mBFmBmqB,v115@zgB8HeC8GeB8FeD8FeF8AeE8JefCJvhF6iBTeBclBZ?mBWxBlqB,v115@zgB8HeC8GeB8FeD8FeF8AeE8Jex7IvhFGeBclBThB3?iBKnBFrB,v115@zgB8HeC8GeB8FeD8FeF8AeE8Je08IvhFxdB3gBCjBO?rBVxBTqB
ZLSJTIO,O,O,X,X,X,X,X,X
ZLSJTOI,O,O,X,X,X,X,O,X
ZLSJITO,O,O,X,X,X,X,X,X
ZLSJIOT,O,O,O,X,X,X,X,X
ZLSJOTI,O,X,X,X,X,X,X,X
ZLSJOIT,O,O,O,X,X,X,X,X
ZLSOTIJ,O,O,X,X,O,X,X,X
ZLSOTJI,O,O,X,X,O,X,X,X
ZLSOITJ,O,O,X,X,O,X,X,X
ZLSOIJT,O,O,O,X,O,X,X,X
ZLSOJTI,O,O,X,X,O,X,X,X
ZLSOJIT,O,O,O,X,O,X,X,X
ZLOTIJS,O,O,O,O,X,X,X,X
ZLOTISJ,O,O,O,X,X,X,X,X
ZLOTJIS,O,O,O,O,X,X,X,X
ZLOTJSI,O,O,O,O,X,X,X,X
ZLOTSIJ,O,O,O,X,X,X,X,X
ZLOTSJI,O,O,O,X,X,X,X,X
ZLOITJS,O,O,O,O,X,X,X,X
ZLOITSJ,O,O,O,X,X,X,X,X
ZLOIJTS,O,O,O,X,X,X,X,X
ZLOIJST,O,O,O,X,X,O,X,X
ZLOISTJ,O,O,X,X,O,X,X,X
ZLOISJT,O,O,O,X,O,X,X,X
ZLOJTIS,X,O,O,O,X,X,X,X
ZLOJTSI,X,O,O,O,X,X,X,X
ZLOJITS,O,O,O,X,X,X,X,X
ZLOJIST,O,O,O,X,X,O,X,X
ZLOJSTI,O,O,X,X,X,O,X,X
ZLOJSIT,O,O,O,X,X,O,X,X
ZLOSTIJ,O,O,X,X,O,X,X,X
ZLOSTJI,O,O,X,X,O,X,X,X
ZLOSITJ,O,O,X,X,O,X,X,X
ZLOSIJT,O,O,O,X,O,X,X,X
ZLOSJTI,O,O,X,X,O,X,X,X
ZLOSJIT,O,O,O,X,O,X,X,X
ZJTILSO,O,O,O,O,X,X,X,O
ZJTILOS,O,O,O,O,X,X,X,O
ZJTISLO,O,O,O,O,X,O,X,O
ZJTISOL,O,O,O,O,X,O,O,X
ZJTIOLS,O,O,O,O,X,X,X,X
ZJTIOSL,O,X,O,O,X,O,X,X
ZJTLISO,O,O,O,O,X,X,X,O
ZJTLIOS,O,O,O,O,X,X,X,O
ZJTLSIO,O,O,O,O,X,X,X,O
ZJTLSOI,O,O,O,O,X,X,O,O
ZJTLOIS,O,O,O,O,X,X,X,O
ZJTLOSI,O,O,O,O,X,X,X,O
ZJTSILO,O,O,O,O,X,O,X,O
ZJTSIOL,O,O,O,O,X,O,O,X
ZJTSLIO,O,O,O,O,X,O,X,O
ZJTSLOI,O,O,O,O,X,O,O,O
ZJTSOIL,O,O,O,O,X,O,O,X
ZJTSOLI,O,O,O,O,X,O,O,O
ZJTOILS,O,O,O,O,X,X,X,X
ZJTOISL,O,X,O,O,X,O,X,X
ZJTOLIS,O,O,O,O,X,X,X,O
ZJTOLSI,O,O,O,O,X,X,X,O
ZJTOSIL,O,O,O,O,X,O,O,X
ZJTOSLI,O,O,O,O,X,O,O,O
ZJITLSO,O,O,O,O,X,X,X,X
ZJITLOS,O,O,O,O,X,X,X,X
ZJITSLO,O,O,O,O,X,O,X,X
ZJITSOL,O,O,O,O,X,O,O,X
ZJITOLS,O,O,O,O,X,X,X,X
ZJITOSL,O,X,O,O,X,O,X,X
ZJILTSO,O,O,O,X,X,X,X,X
ZJILTOS,O,O,O,X,X,X,X,X
ZJILSTO,O,O,X,X,X,O,X,X
ZJILSOT,O,O,O,X,X,O,X,X
ZJILOTS,O,O,O,X,X,X,X,X
ZJILOST,O,O,O,X,X,O,X,X
ZJISTLO,X,X,O,X,X,O,X,X
ZJISTOL,O,X,O,X,X,O,O,X
ZJISLTO,X,X,X,X,X,O,X,X
ZJISLOT,O,X,O,X,X,O,X,X
ZJISOTL,O,X,O,X,X,O,X,X
ZJISOLT,O,X,O,X,X,O,X,X
ZJIOTLS,O,X,O,O,X,X,X,X
ZJIOTSL,O,X,O,O,X,O,X,X
ZJIOLTS,O,O,O,X,X,X,X,X
ZJIOLST,O,O,O,X,X,O,X,X
ZJIOSTL,O,X,O,X,X,O,X,X
ZJIOSLT,O,X,O,X,X,O,X,X
ZJLTISO,X,O,O,O,X,X,X,X
ZJLTIOS,X,O,O,O,X,X,X,X
ZJLTSIO,X,O,O,O,X,X,X,X
ZJLTSOI,X,O,O,O,X,X,O,X
ZJLTOIS,X,O,O,O,X,X,X,X
ZJLTOSI,X,O,O,O,X,X,X,X
ZJLITSO,O,O,O,X,X,X,X,X
ZJLITOS,O,O,O,X,X,X,X,X
ZJLISTO,O,O,X,X,X,O,X,X
ZJLISOT,O,O,O,X,X,O,X,X
ZJLIOTS,O,O,O,X,X,X,X,X
ZJLIOST,O,O,O,X,X,O,X,X
ZJLSTIO,O,O,X,X,X,O,X,X
ZJLSTOI,O,O,X,X,X,O,O,X
ZJLSITO,O,O,X,X,X,O,X,X
ZJLSIOT,O,O,O,X,X,O,X,X
ZJLSOTI,O,X,X,X,X,O,X,X
ZJLSOIT,O,O,O,X,X,O,X,X
ZJLOTIS,X,O,O,O,X,X,X,X
ZJLOTSI,X,O,O,O,X,X,X,X
ZJLOITS,O,O,O,X,X,X,X,X
ZJLOIST,O,O,O,X,X,O,X,X
ZJLOSTI,O,O,X,X,X,O,X,X
ZJLOSIT,O,O,O,X,X,O,X,X
ZJSTILO,X,O,O,O,X,O,X,O
ZJSTIOL,O,O,O,O,X,O,O,X
ZJSTLIO,X,O,O,O,X,O,X,O
ZJSTLOI,X,O,O,O,X,O,O,O
ZJSTOIL,O,O,O,O,X,O,O,X
ZJSTOLI,X,O,O,O,X,O,O,O
ZJSITLO,X,X,O,X,X,O,X,X
ZJSITOL,O,X,O,X,X,O,O,X
ZJSILTO,X,X,X,X,X,O,X,X
ZJSILOT,O,X,O,X,X,O,X,X
ZJSIOTL,O,X,O,X,X,O,X,X
ZJSIOLT,O,X,O,X,X,O,X,X
ZJSLTIO,X,O,X,X,X,O,X,X
ZJSLTOI,X,O,X,X,X,O,O,X
ZJSLITO,X,O,X,X,X,O,X,X
ZJSLIOT,O,O,O,X,X,O,X,X
ZJSLOTI,X,X,X,X,X,O,X,X
ZJSLOIT,O,O,O,X,X,O,X,X
ZJSOTIL,O,X,O,O,X,O,O,X
ZJSOTLI,X,X,O,O,X,O,O,X
ZJSOITL,O,X,O,X,X,O,X,X
ZJSOILT,O,X,O,X,X,O,X,X
ZJSOLTI,X,X,X,X,X,O,X,X
ZJSOLIT,O,O,O,X,X,O,X,X
ZJOTILS,O,O,O,O,X,X,X,X
ZJOTISL,O,X,O,O,X,O,X,X
ZJOTLIS,O,O,O,O,X,X,X,X
ZJOTLSI,O,O,O,O,X,X,X,X
ZJOTSIL,O,O,O,O,X,O,O,X
ZJOTSLI,O,O,O,O,X,O,O,X
ZJOITLS,O,X,O,O,X,X,X,X
ZJOITSL,O,X,O,O,X,O,X,X
ZJOILTS,O,O,O,X,X,X,X,X
ZJOILST,O,O,O,X,X,O,X,X
ZJOISTL,O,X,O,X,X,O,X,X
ZJOISLT,O,X,O,X,X,O,X,X
ZJOLTIS,X,O,O,O,X,X,X,X
ZJOLTSI,X,O,O,O,X,X,X,X
ZJOLITS,O,O,O,X,X,X,X,X
ZJOLIST,O,O,O,X,X,O,X,X
ZJOLSTI,O,O,X,X,X,O,X,X
ZJOLSIT,O,O,O,X,X,O,X,X
ZJOSTIL,O,O,O,O,X,O,O,X
ZJOSTLI,X,O,O,O,X,O,O,X
ZJOSITL,O,O,O,X,X,O,X,X
ZJOSILT,O,O,O,X,X,O,X,X
ZJOSLTI,X,O,X,X,X,O,X,X
ZJOSLIT,O,O,O,X,X,O,X,X
ZSTILJO,O,O,O,O,X,X,X,X
ZSTILOJ,O,O,O,X,X,X,X,X
ZSTIJLO,O,O,O,O,X,X,X,X
ZSTIJOL,O,O,O,O,X,X,O,X
ZSTIOLJ,O,O,O,X,X,X,O,X
ZSTIOJL,O,O,O,O,X,X,O,X
ZSTLIJO,O,O,O,O,X,X,X,X
ZSTLIOJ,O,O,O,X,X,X,X,X
ZSTLJIO,O,O,O,O,X,X,X,X
ZSTLJOI,O,O,O,O,X,X,O,X
ZSTLOIJ,O,O,O,X,X,X,O,X
ZSTLOJI,O,O,O,X,X,X,O,X
ZSTJILO,O,O,O,O,X,X,X,X
ZSTJIOL,O,O,O,O,X,X,O,X
ZSTJLIO,O,O,O,O,X,X,X,X
ZSTJLOI,O,O,O,O,X,X,O,X
ZSTJOIL,O,O,O,O,X,X,O,X
ZSTJOLI,O,O,O,O,X,X,O,X
ZSTOILJ,O,O,O,X,X,X,O,X
ZSTOIJL,O,O,O,O,X,X,O,X
ZSTOLIJ,O,O,O,X,X,X,O,X
ZSTOLJI,O,O,O,X,X,X,O,X
ZSTOJIL,O,O,O,O,X,X,O,X
ZSTOJLI,O,O,O,O,X,X,O,X
ZSITLJO,O,X,O,O,X,X,X,X
ZSITLOJ,O,X,O,X,X,X,X,X
ZSITJLO,O,X,O,O,X,X,X,X
ZSITJOL,O,X,O,O,X,X,O,X
ZSITOLJ,O,X,O,X,X,X,O,X
ZSITOJL,O,X,O,O,X,X,O,X
ZSILTJO,O,X,X,X,X,X,X,X
ZSILTOJ,O,X,X,X,X,X,X,X
ZSILJTO,O,X,X,X,X,X,X,X
ZSILJOT,O,X,O,X,X,X,X,X
ZSILOTJ,O,X,X,X,O,X,X,X
ZSILOJT,O,X,O,X,O,X,X,X
ZSIJTLO,X,X,O,X,X,O,X,X
ZSIJTOL,O,X,O,X,X,O,O,X
ZSIJLTO,O,X,X,X,X,O,X,X
ZSIJLOT,O,X,O,X,X,O,X,X
ZSIJOTL,O,X,O,X,X,O,X,X
ZSIJOLT,O,X,O,X,X,O,X,X
ZSIOTLJ,O,X,O,X,O,X,X,X
ZSIOTJL,O,X,O,O,O,X,X,X
ZSIOLTJ,O,X,X,X,O,X,X,X
ZSIOLJT,O,X,O,X,O,X,X,X
ZSIOJTL,O,X,O,X,O,O,X,X
ZSIOJLT,O,X,O,X,O,O,X,X
ZSLTIJO,O,O,X,X,X,X,X,X
ZSLTIOJ,O,O,X,X,X,X,X,X
ZSLTJIO,O,O,X,X,X,X,X,X
ZSLTJOI,O,O,X,X,X,X,O,X
ZSLTOIJ,O,O,X,X,X,X,O,X
ZSLTOJI,O,O,X,X,X,X,O,X
ZSLITJO,O,X,X,X,X,X,X,X
ZSLITOJ,O,X,X,X,X,X,X,X
ZSLIJTO,O,O,X,X,X,X,X,X
ZSLIJOT,O,O,O,X,X,X,X,X
ZSLIOTJ,O,X,X,X,O,X,X,X
ZSLIOJT,O,X,O,X,O,X,X,X
ZSLJTIO,O,O,X,X,X,X,X,X
ZSLJTOI,O,O,X,X,X,X,O,X
ZSLJITO,O,O,X,X,X,X,X,X
ZSLJIOT,O,O,O,X,X,X,X,X
ZSLJOTI,O,X,X,X,X,X,X,X
ZSLJOIT,O,O,O,X,X,X,X,X
ZSLOTIJ,O,O,X,X,O,X,X,X
ZSLOTJI,O,O,X,X,O,X,X,X
ZSLOITJ,O,O,X,X,O,X,X,X
ZSLOIJT,O,O,O,X,O,X,X,X
ZSLOJTI,O,O,X,X,O,X,X,X
ZSLOJIT,O,O,O,X,O,X,X,X
ZSJTILO,X,O,O,O,X,O,X,X
ZSJTIOL,O,O,O,O,X,O,O,X
ZSJTLIO,X,O,O,O,X,O,X,X
ZSJTLOI,X,O,O,O,X,O,O,X
ZSJTOIL,O,O,O,O,X,O,O,X
ZSJTOLI,X,O,O,O,X,O,O,X
ZSJITLO,X,X,O,X,X,O,X,X
ZSJITOL,O,X,O,X,X,O,O,X
ZSJILTO,O,X,X,X,X,O,X,X
ZSJILOT,O,X,O,X,X,O,X,X
ZSJIOTL,O,X,O,X,X,O,X,X
ZSJIOLT,O,X,O,X,X,O,X,X
ZSJLTIO,O,O,X,X,X,O,X,X
ZSJLTOI,O,O,X,X,X,O,O,X
ZSJLITO,O,O,X,X,X,O,X,X
ZSJLIOT,O,O,O,X,X,O,X,X
ZSJLOTI,O,X,X,X,X,O,X,X
ZSJLOIT,O,O,O,X,X,O,X,X
ZSJOTIL,O,X,O,O,X,O,O,X
ZSJOTLI,X,X,O,O,X,O,O,X
ZSJOITL,O,X,O,X,X,O,X,X
ZSJOILT,O,X,O,X,X,O,X,X
ZSJOLTI,O,X,X,X,X,O,X,X
ZSJOLIT,O,O,O,X,X,O,X,X
ZSOTILJ,O,O,O,X,O,X,O,X
ZSOTIJL,O,O,O,O,O,X,O,X
ZSOTLIJ,O,O,O,X,O,X,O,X
ZSOTLJI,O,O,O,X,O,X,O,X
ZSOTJIL,O,O,O,O,O,X,O,X
ZSOTJLI,O,O,O,O,O,X,O,X
ZSOITLJ,O,O,O,X,O,X,X,X
ZSOITJL,O,O,O,O,O,X,X,X
ZSOILTJ,O,O,X,X,O,X,X,X
ZSOILJT,O,O,O,X,O,X,X,X
ZSOIJTL,O,O,O,X,O,O,X,X
ZSOIJLT,O,O,O,X,O,O,X,X
ZSOLTIJ,O,O,X,X,O,X,X,X
ZSOLTJI,O,O,X,X,O,X,X,X
ZSOLITJ,O,O,X,X,O,X,X,X
ZSOLIJT,O,O,O,X,O,X,X,X
ZSOLJTI,O,O,X,X,O,X,X,X
ZSOLJIT,O,O,O,X,O,X,X,X
ZSOJTIL,O,O,O,O,O,O,O,X
ZSOJTLI,X,O,O,O,O,O,O,X
ZSOJITL,O,O,O,X,O,O,X,X
ZSOJILT,O,O,O,X,O,O,X,X
ZSOJLTI,O,O,X,X,O,O,X,X
ZSOJLIT,O,O,O,X,O,O,X,X
ZOTILJS,O,O,O,O,X,X,X,X
ZOTILSJ,O,O,O,X,X,X,X,X
ZOTIJLS,O,O,O,O,X,X,X,X
ZOTIJSL,O,X,O,O,X,O,X,X
ZOTISLJ,O,O,O,X,X,X,O,X
ZOTISJL,O,O,O,O,X,X,O,X
ZOTLIJS,O,O,O,O,X,X,X,X
ZOTLISJ,O,O,O,X,X,X,X,X
ZOTLJIS,O,O,O,O,X,X,X,X
ZOTLJSI,O,O,O,O,X,X,X,X
ZOTLSIJ,O,O,O,X,X,X,O,X
ZOTLSJI,O,O,O,X,X,X,O,X
ZOTJILS,O,O,O,O,X,X,X,X
ZOTJISL,O,X,O,O,X,O,X,X
ZOTJLIS,O,O,O,O,X,X,X,X
ZOTJLSI,O,O,O,O,X,X,X,X
ZOTJSIL,O,O,O,O,X,O,O,X
ZOTJSLI,O,O,O,O,X,O,O,X
ZOTSILJ,O,O,O,X,O,X,O,X
ZOTSIJL,O,O,O,O,O,X,O,X
ZOTSLIJ,O,O,O,X,O,X,O,X
ZOTSLJI,O,O,O,X,O,X,O,X
ZOTSJIL,O,O,O,O,O,X,O,X
ZOTSJLI,O,O,O,O,O,X,O,X
ZOITLJS,O,O,O,O,X,X,X,X
ZOITLSJ,O,O,O,X,X,X,X,X
ZOITJLS,O,O,O,O,X,X,X,X
ZOITJSL,O,X,O,O,X,O,X,X
ZOITSLJ,O,O,O,X,X,X,X,X
ZOITSJL,O,O,O,O,X,X,X,X
ZOILTJS,O,O,O,O,X,X,X,X
ZOILTSJ,O,O,O,X,X,X,X,X
ZOILJTS,O,O,O,X,X,X,X,X
ZOILJST,O,O,O,X,X,O,X,X
ZOILSTJ,O,O,X,X,X,X,X,X
ZOILSJT,O,O,O,X,X,X,X,X
ZOIJTLS,O,X,O,O,X,X,X,X
ZOIJTSL,O,X,O,O,X,O,X,X
ZOIJLTS,O,O,O,X,X,X,X,X
ZOIJLST,O,O,O,X,X,O,X,X
ZOIJSTL,O,X,O,X,X,O,X,X
ZOIJSLT,O,X,O,X,X,O,X,X
ZOISTLJ,O,O,O,X,O,X,X,X
ZOISTJL,O,O,O,O,O,X,X,X
ZOISLTJ,O,O,X,X,O,X,X,X
ZOISLJT,O,O,O,X,O,X,X,X
ZOISJTL,O,O,O,X,O,O,X,X
ZOISJLT,O,O,O,X,O,O,X,X
ZOLTIJS,O,O,O,O,X,X,X,X
ZOLTISJ,O,O,O,X,X,X,X,X
ZOLTJIS,O,O,O,O,X,X,X,X
ZOLTJSI,O,O,O,O,X,X,X,X
ZOLTSIJ,O,O,O,X,X,X,X,X
ZOLTSJI,O,O,O,X,X,X,X,X
ZOLITJS,O,O,O,O,X,X,X,X
ZOLITSJ,O,O,O,X,X,X,X,X
ZOLIJTS,O,O,O,X,X,X,X,X
ZOLIJST,O,O,O,X,X,O,X,X
ZOLISTJ,O,O,X,X,O,X,X,X
ZOLISJT,O,O,O,X,O,X,X,X
ZOLJTIS,X,O,O,O,X,X,X,X
ZOLJTSI,X,O,O,O,X,X,X,X
ZOLJITS,O,O,O,X,X,X,X,X
ZOLJIST,O,O,O,X,X,O,X,X
ZOLJSTI,O,O,X,X,X,O,X,X
ZOLJSIT,O,O,O,X,X,O,X,X
ZOLSTIJ,O,O,X,X,O,X,X,X
ZOLSTJI,O,O,X,X,O,X,X,X
ZOLSITJ,O,O,X,X,O,X,X,X
ZOLSIJT,O,O,O,X,O,X,X,X
ZOLSJTI,O,O,X,X,O,X,X,X
ZOLSJIT,O,O,O,X,O,X,X,X
ZOJTILS,O,O,O,O,X,X,X,X
ZOJTISL,O,X,O,O,X,O,X,X
ZOJTLIS,O,O,O,O,X,X,X,X
ZOJTLSI,O,O,O,O,X,X,X,X
ZOJTSIL,O,O,O,O,X,O,O,X
ZOJTSLI,O,O,O,O,X,O,O,X
ZOJITLS,O,X,O,O,X,X,X,X
ZOJITSL,O,X,O,O,X,O,X,X
ZOJILTS,O,O,O,X,X,X,X,X
ZOJILST,O,O,O,X,X,O,X,X
ZOJISTL,O,X,O,X,X,O,X,X
ZOJISLT,O,X,O,X,X,O,X,X
ZOJLTIS,X,O,O,O,X,X,X,X
ZOJLTSI,X,O,O,O,X,X,X,X
ZOJLITS,O,O,O,X,X,X,X,X
ZOJLIST,O,O,O,X,X,O,X,X
ZOJLSTI,O,O,X,X,X,O,X,X
ZOJLSIT,O,O,O,X,X,O,X,X
ZOJSTIL,O,O,O,O,O,O,O,X
ZOJSTLI,X,O,O,O,O,O,O,X
ZOJSITL,O,O,O,X,O,O,X,X
ZOJSILT,O,O,O,X,O,O,X,X
ZOJSLTI,X,O,X,X,O,O,X,X
ZOJSLIT,O,O,O,X,O,O,X,X
ZOSTILJ,O,O,O,X,O,X,O,X
ZOSTIJL,O,O,O,O,O,X,O,X
ZOSTLIJ,O,O,O,X,O,X,O,X
ZOSTLJI,O,O,O,X,O,X,O,X
ZOSTJIL,O,O,O,O,O,X,O,X
ZOSTJLI,O,O,O,O,O,X,O,X
ZOSITLJ,O,O,O,X,O,X,X,X
ZOSITJL,O,O,O,O,O,X,X,X
ZOSILTJ,O,O,X,X,O,X,X,X
ZOSILJT,O,O,O,X,O,X,X,X
ZOSIJTL,O,O,O,X,O,O,X,X
ZOSIJLT,O,O,O,X,O,O,X,X
ZOSLTIJ,O,O,X,X,O,X,X,X
ZOSLTJI,O,O,X,X,O,X,X,X
ZOSLITJ,O,O,X,X,O,X,X,X
ZOSLIJT,O,O,O,X,O,X,X,X
ZOSLJTI,O,O,X,X,O,X,X,X
ZOSLJIT,O,O,O,X,O,X,X,X
ZOSJTIL,O,O,O,O,O,O,O,X
ZOSJTLI,X,O,O,O,O,O,O,X
ZOSJITL,O,O,O,X,O,O,X,X
ZOSJILT,O,O,O,X,O,O,X,X
ZOSJLTI,O,O,X,X,O,O,X,X
ZOSJLIT,O,O,O,X,O,O,X,X
OTILJSZ,O,O,X,X,X,X,X,X
OTILJZS,O,O,O,X,X,X,X,X
OTILSJZ,O,O,X,X,X,X,X,X
OTILSZJ,O,O,O,X,X,X,X,X
OTILZJS,O,O,O,X,X,X,X,X
OTILZSJ,O,O,O,X,X,X,X,X
OTIJLSZ,O,X,X,X,X,X,X,X
OTIJLZS,O,X,O,O,X,X,X,X
OTIJSLZ,O,X,X,X,X,O,X,X
OTIJSZL,O,X,X,X,X,O,X,X
OTIJZLS,O,X,O,O,X,X,X,X
OTIJZSL,O,X,O,O,X,O,X,X
OTISLJZ,O,O,X,X,X,X,X,X
OTISLZJ,O,O,O,X,X,X,X,X
OTISJLZ,O,O,X,X,X,X,X,X
OTISJZL,O,O,X,X,X,X,O,X
OTISZLJ,O,O,O,X,X,X,O,X
OTISZJL,O,O,O,X,X,X,O,X
OTIZLJS,O,O,O,O,X,X,X,X
OTIZLSJ,O,O,O,X,X,X,X,X
OTIZJLS,O,O,O,O,X,X,X,X
OTIZJSL,O,X,O,O,X,O,X,X
OTIZSLJ,O,O,O,X,X,X,O,X
OTIZSJL,O,O,O,O,X,X,O,X
OTLIJSZ,O,O,X,X,X,X,X,O
OTLIJZS,O,O,O,X,X,X,X,O
OTLISJZ,O,O,X,X,X,X,X,X
OTLISZJ,O,O,O,X,O,X,X,X
OTLIZJS,O,O,O,X,X,X,X,X
OTLIZSJ,O,O,O,X,X,X,X,X
OTLJISZ,O,O,X,X,X,X,X,O
OTLJIZS,O,O,O,O,X,X,X,O
OTLJSIZ,O,O,X,X,X,X,X,O
OTLJSZI,O,O,X,O,X,X,X,O
OTLJZIS,O,O,O,O,X,X,X,O
OTLJZSI,O,O,O,O,X,X,X,O
OTLSIJZ,O,O,X,X,X,X,X,X
OTLSIZJ,O,O,O,X,O,X,X,X
OTLSJIZ,O,O,X,X,X,X,X,X
OTLSJZI,O,O,X,X,X,X,O,X
OTLSZIJ,O,O,O,X,O,X,O,X
OTLSZJI,O,O,O,X,O,X,O,X
OTLZIJS,O,O,O,O,X,X,X,X
OTLZISJ,O,O,O,X,X,X,X,X
OTLZJIS,O,O,O,O,X,X,X,X
OTLZJSI,O,O,O,O,X,X,X,X
OTLZSIJ,O,O,O,X,X,X,O,X
OTLZSJI,O,O,O,X,X,X,O,X
OTJILSZ,O,X,X,X,X,X,X,X
OTJILZS,O,X,O,O,X,X,X,X
OTJISLZ,O,X,X,X,X,O,X,X
OTJISZL,O,X,X,X,X,O,X,X
OTJIZLS,O,X,O,O,X,X,X,X
OTJIZSL,O,X,O,O,X,O,X,X
OTJLISZ,O,O,X,X,X,X,X,O
OTJLIZS,O,O,O,O,X,X,X,O
OTJLSIZ,O,O,X,X,X,X,X,O
OTJLSZI,O,O,X,O,X,X,X,O
OTJLZIS,O,O,O,O,X,X,X,O
OTJLZSI,O,O,O,O,X,X,X,O
OTJSILZ,O,O,X,X,X,O,X,X
OTJSIZL,O,O,X,X,X,O,O,X
OTJSLIZ,O,O,X,X,X,O,X,O
OTJSLZI,O,O,X,O,X,O,O,O
OTJSZIL,O,O,X,O,X,O,O,X
OTJSZLI,O,O,X,O,X,O,O,O
OTJZILS,O,O,O,O,X,X,X,X
OTJZISL,O,X,O,O,X,O,X,X
OTJZLIS,O,O,O,O,X,X,X,O
OTJZLSI,O,O,O,O,X,X,X,O
OTJZSIL,O,O,O,O,X,O,O,X
OTJZSLI,O,O,O,O,X,O,O,O
OTSILJZ,O,O,X,X,X,X,X,X
OTSILZJ,O,O,O,X,O,X,X,X
OTSIJLZ,O,O,X,X,X,X,X,X
OTSIJZL,O,O,X,X,X,X,O,X
OTSIZLJ,O,O,O,X,O,X,O,X
OTSIZJL,O,O,O,X,O,X,O,X
OTSLIJZ,O,O,X,X,X,X,X,X
OTSLIZJ,O,O,O,X,O,X,X,X
OTSLJIZ,O,O,X,X,X,X,X,X
OTSLJZI,O,O,X,X,X,X,O,X
OTSLZIJ,O,O,O,X,O,X,O,X
OTSLZJI,O,O,O,X,O,X,O,X
OTSJILZ,O,O,X,X,X,X,X,X
OTSJIZL,O,O,X,X,X,X,O,X
OTSJLIZ,O,O,X,X,X,X,X,X
OTSJLZI,O,O,X,O,X,X,O,X
OTSJZIL,O,O,X,O,X,X,O,X
OTSJZLI,O,O,X,O,X,X,O,X
OTSZILJ,O,O,O,X,O,X,O,X
OTSZIJL,O,O,O,O,O,X,O,X
OTSZLIJ,O,O,O,X,O,X,O,X
OTSZLJI,O,O,O,X,O,X,O,X
OTSZJIL,O,O,O,O,O,X,O,X
OTSZJLI,O,O,O,O,O,X,O,X
OTZILJS,O,O,O,O,X,X,X,X
OTZILSJ,O,O,O,X,X,X,X,X
OTZIJLS,O,O,O,O,X,X,X,X
OTZIJSL,O,X,O,O,X,O,X,X
OTZISLJ,O,O,O,X,X,X,O,X
OTZISJL,O,O,O,O,X,X,O,X
OTZLIJS,O,O,O,O,X,X,X,X
OTZLISJ,O,O,O,X,X,X,X,X
OTZLJIS,O,O,O,O,X,X,X,X
OTZLJSI,O,O,O,O,X,X,X,X
OTZLSIJ,O,O,O,X,X,X,O,X
OTZLSJI,O,O,O,X,X,X,O,X
OTZJILS,O,O,O,O,X,X,X,X
OTZJISL,O,X,O,O,X,O,X,X
OTZJLIS,O,O,O,O,X,X,X,X
OTZJLSI,O,O,O,O,X,X,X,X
OTZJSIL,O,O,O,O,X,O,O,X
OTZJSLI,O,O,O,O,X,O,O,X
OTZSILJ,O,O,O,X,O,X,O,X
OTZSIJL,O,O,O,O,O,X,O,X
OTZSLIJ,O,O,O,X,O,X,O,X
OTZSLJI,O,O,O,X,O,X,O,X
OTZSJIL,O,O,O,O,O,X,O,X
OTZSJLI,O,O,O,O,O,X,O,X
OITLJSZ,O,O,X,X,X,X,X,X
OITLJZS,O,O,O,X,X,X,X,X
OITLSJZ,O,O,X,X,X,X,X,X
OITLSZJ,O,O,O,X,X,X,X,X
OITLZJS,O,O,O,X,X,X,X,X
OITLZSJ,O,O,O,X,X,X,X,X
OITJLSZ,O,X,X,X,X,X,X,X
OITJLZS,O,X,O,O,X,X,X,X
OITJSLZ,O,X,X,X,X,O,X,X
OITJSZL,O,X,X,X,X,O,X,X
OITJZLS,O,X,O,O,X,X,X,X
OITJZSL,O,X,O,O,X,O,X,X
OITSLJZ,O,O,X,X,X,X,X,X
OITSLZJ,O,O,O,X,X,X,X,X
OITSJLZ,O,O,X,X,X,X,X,X
OITSJZL,O,O,X,X,X,X,X,X
OITSZLJ,O,O,O,X,X,X,X,X
OITSZJL,O,O,O,X,X,X,X,X
OITZLJS,O,O,O,O,X,X,X,X
OITZLSJ,O,O,O,X,X,X,X,X
OITZJLS,O,O,O,O,X,X,X,X
OITZJSL,O,X,O,O,X,O,X,X
OITZSLJ,O,O,O,X,X,X,X,X
OITZSJL,O,O,O,O,X,X,X,X
OILTJSZ,O,O,X,X,X,X,X,X
OILTJZS,O,O,O,X,X,X,X,X
OILTSJZ,O,O,X,X,X,X,X,X
OILTSZJ,O,O,O,X,O,X,X,X
OILTZJS,O,O,O,X,X,X,X,X
OILTZSJ,O,O,O,X,X,X,X,X
OILJTSZ,O,O,X,X,X,X,X,X
OILJTZS,O,O,O,X,X,X,X,X
OILJSTZ,O,X,X,X,X,O,X,X
OILJSZT,O,O,X,X,O,O,X,X
OILJZTS,O,O,O,X,X,X,X,X
OILJZST,O,O,O,X,X,O,X,X
OILSTJZ,O,O,X,X,X,X,X,X
