sequence,v115@DhD8FeF8EeF8AeF8JeO/IvhFXbBTcBxdBSlB0mBlqB,v115@DhD8FeF8EeF8AeF8JeK/IvhFzaBGcBxdB3gB0mBlqB,v115@DhD8FeF8EeF8AeF8JeO/IvhFXcBxdBzfBqmB0gBlqB,v115@DhD8FeF8EeF8AeF8Jem6IvhFShBxdBTfB3gB0mBlqB,v115@DhD8FeF8EeF8AeF8Jem6IvhFxdBTfBChB/qB0rBFrB,v115@DhD8FeF8EeF8AeF8JeO/IvhFTcBxdBCgB0gB/qB1wB,v115@DhD8FeF8EeF8AeF8Jei6IvhFchBxdB3fBTlB1rBuqB
ZOSLTIJ,O,O,X,X,O,X,O
ZOSLTJI,O,O,X,X,O,X,O
ZOSLITJ,O,O,X,X,O,X,O
ZOSLIJT,O,O,X,O,O,X,X
ZOSLJTI,O,O,X,O,O,X,X
ZOSLJIT,O,O,X,O,O,X,X
ZOSJTIL,O,X,X,X,O,X,X
ZOSJTLI,O,X,X,X,O,X,X
ZOSJITL,O,X,X,X,O,X,X
ZOSJILT,O,O,X,O,O,X,X
ZOSJLTI,O,O,X,O,O,X,X
ZOSJLIT,O,O,X,O,O,X,X
OTILJSZ,O,O,O,X,X,O,X
OTILJZS,O,X,O,X,X,O,X
OTILSJZ,O,O,O,X,X,O,O
OTILSZJ,O,O,O,X,X,O,O
OTILZJS,O,X,O,X,X,O,X
OTILZSJ,O,O,O,X,X,X,O
OTIJLSZ,O,X,O,X,X,O,X
OTIJLZS,O,X,O,X,X,O,X
OTIJSLZ,X,X,O,X,O,O,O
OTIJSZL,X,X,X,X,O,O,O
OTIJZLS,X,X,O,O,X,O,X
OTIJZSL,X,X,X,X,X,O,O
OTISLJZ,X,O,O,X,O,O,O
OTISLZJ,X,O,O,X,X,O,O
OTISJLZ,X,O,O,X,O,O,O
OTISJZL,X,X,X,X,O,O,O
OTISZLJ,X,X,X,X,O,O,O
OTISZJL,X,X,X,X,O,O,O
OTIZLJS,X,X,O,O,X,O,X
OTIZLSJ,X,X,O,O,X,X,O
OTIZJLS,X,X,O,O,X,O,X
OTIZJSL,X,X,X,O,X,O,O
OTIZSLJ,X,X,X,O,O,O,O
OTIZSJL,X,X,X,O,O,O,O
OTLIJSZ,O,O,O,X,X,O,X
OTLIJZS,O,X,O,X,X,O,X
OTLISJZ,O,O,O,X,X,O,O
OTLISZJ,O,O,O,X,X,O,O
OTLIZJS,O,X,O,X,X,O,X
OTLIZSJ,O,O,O,X,X,X,O
OTLJISZ,O,O,O,X,X,O,X
OTLJIZS,O,X,O,X,X,O,X
OTLJSIZ,O,O,O,X,X,O,X
OTLJSZI,O,O,O,X,X,O,X
OTLJZIS,O,X,O,X,X,O,X
OTLJZSI,O,X,O,X,X,O,X
OTLSIJZ,O,O,O,X,X,O,O
OTLSIZJ,O,O,O,X,X,O,O
OTLSJIZ,O,O,O,X,X,O,O
OTLSJZI,O,O,O,X,X,O,O
OTLSZIJ,O,O,O,X,X,O,O
OTLSZJI,O,O,O,X,X,O,O
OTLZIJS,O,X,O,X,X,O,X
OTLZISJ,O,O,O,X,X,X,O
OTLZJIS,O,X,O,X,X,O,X
OTLZJSI,O,X,O,X,X,O,X
OTLZSIJ,O,O,O,X,X,X,O
OTLZSJI,O,O,O,X,X,X,O
OTJILSZ,O,X,O,X,X,O,X
OTJILZS,O,X,O,X,X,O,X
OTJISLZ,X,X,O,X,O,O,O
OTJISZL,X,X,X,X,O,O,O
OTJIZLS,X,X,O,O,X,O,X
OTJIZSL,X,X,X,X,X,O,O
OTJLISZ,O,X,O,X,X,O,X
OTJLIZS,O,X,O,X,X,O,X
OTJLSIZ,O,X,O,X,X,O,X
OTJLSZI,O,X,O,X,X,O,X
OTJLZIS,O,X,O,X,X,O,X
OTJLZSI,O,X,O,X,X,O,X
OTJSILZ,X,X,O,X,O,O,O
OTJSIZL,X,X,X,X,O,O,O
OTJSLIZ,X,X,O,X,O,O,O
OTJSLZI,X,X,O,X,O,O,O
OTJSZIL,X,X,X,X,O,O,O
OTJSZLI,X,X,X,X,O,O,O
OTJZILS,X,X,O,O,X,O,X
OTJZISL,X,X,X,X,X,O,O
OTJZLIS,X,X,O,O,X,O,X
OTJZLSI,X,X,O,O,X,O,X
OTJZSIL,X,X,X,X,X,O,O
OTJZSLI,X,X,X,X,X,O,O
OTSILJZ,X,O,O,X,O,O,O
OTSILZJ,X,O,O,X,X,O,O
OTSIJLZ,X,O,O,X,O,O,O
OTSIJZL,X,X,X,X,O,O,O
OTSIZLJ,X,X,X,X,O,O,O
OTSIZJL,X,X,X,X,O,O,O
OTSLIJZ,X,O,O,X,O,O,O
OTSLIZJ,X,O,O,X,X,O,O
OTSLJIZ,X,O,O,X,O,O,O
OTSLJZI,X,O,O,X,O,O,O
OTSLZIJ,X,O,O,X,X,O,O
OTSLZJI,X,O,O,X,X,O,O
OTSJILZ,X,O,O,X,O,O,O
OTSJIZL,X,X,X,X,O,O,O
OTSJLIZ,X,O,O,X,O,O,O
OTSJLZI,X,O,O,X,O,O,O
OTSJZIL,X,X,X,X,O,O,O
OTSJZLI,X,X,X,X,O,O,O
OTSZILJ,X,X,X,X,O,O,O
OTSZIJL,X,X,X,X,O,O,O
OTSZLIJ,X,X,X,X,O,O,O
OTSZLJI,X,X,X,X,O,O,O
OTSZJIL,X,X,X,X,O,O,O
OTSZJLI,X,X,X,X,O,O,O
OTZILJS,X,X,O,O,X,O,X
OTZILSJ,X,X,O,O,X,X,O
OTZIJLS,X,X,O,O,X,O,X
OTZIJSL,X,X,X,O,X,O,O
OTZISLJ,X,X,X,O,O,O,O
OTZISJL,X,X,X,O,O,O,O
OTZLIJS,X,X,O,O,X,O,X
OTZLISJ,X,X,O,O,X,X,O
OTZLJIS,X,X,O,O,X,O,X
OTZLJSI,X,X,O,O,X,O,X
OTZLSIJ,X,X,O,O,X,X,O
OTZLSJI,X,X,O,O,X,X,O
OTZJILS,X,X,O,O,X,O,X
OTZJISL,X,X,X,O,X,O,O
OTZJLIS,X,X,O,O,X,O,X
OTZJLSI,X,X,O,O,X,O,X
OTZJSIL,X,X,X,O,X,O,O
OTZJSLI,X,X,X,O,X,O,O
OTZSILJ,X,X,X,O,O,O,O
OTZSIJL,X,X,X,O,O,O,O
OTZSLIJ,X,X,X,O,O,O,O
OTZSLJI,X,X,X,O,O,O,O
OTZSJIL,X,X,X,O,O,O,O
OTZSJLI,X,X,X,O,O,O,O
OITLJSZ,O,O,O,X,X,O,X
OITLJZS,O,X,O,X,X,O,X
OITLSJZ,O,O,O,X,X,O,O
OITLSZJ,O,O,O,X,X,O,O
OITLZJS,O,X,O,X,X,O,X
OITLZSJ,O,O,O,X,X,X,O
OITJLSZ,O,X,O,X,X,O,X
OITJLZS,O,X,O,X,X,O,X
OITJSLZ,X,X,O,X,O,O,O
OITJSZL,X,X,X,X,O,O,O
OITJZLS,X,X,O,O,X,O,X
OITJZSL,X,X,X,X,X,O,O
OITSLJZ,X,O,O,X,O,O,O
OITSLZJ,X,O,O,X,X,O,O
OITSJLZ,X,O,O,X,O,O,O
OITSJZL,X,X,X,X,O,O,O
OITSZLJ,X,X,X,X,O,O,O
OITSZJL,X,X,X,X,O,O,O
OITZLJS,X,X,O,O,X,O,X
OITZLSJ,X,X,O,O,X,X,O
OITZJLS,X,X,O,O,X,O,X
OITZJSL,X,X,X,O,X,O,O
OITZSLJ,X,X,X,O,O,O,O
OITZSJL,X,X,X,O,O,O,O
OILTJSZ,O,O,O,X,X,O,X
OILTJZS,O,X,O,X,X,O,X
OILTSJZ,O,O,O,X,X,O,O
OILTSZJ,O,O,O,X,X,X,O
OILTZJS,O,O,O,X,X,O,X
OILTZSJ,O,O,O,X,X,X,O
OILJTSZ,O,O,O,X,X,O,X
OILJTZS,O,X,O,X,X,O,X
OILJSTZ,O,X,O,X,O,X,X
OILJSZT,O,X,O,X,O,X,X
OILJZTS,O,O,O,O,X,X,X
OILJZST,O,O,O,O,X,X,X
OILSTJZ,O,O,O,X,O,X,O
OILSTZJ,O,O,O,X,X,X,O
OILSJTZ,O,X,O,X,O,X,O
OILSJZT,O,X,O,X,O,X,X
OILSZTJ,O,X,X,X,O,X,O
OILSZJT,O,O,O,X,O,X,X
OILZTJS,O,O,O,O,X,X,X
OILZTSJ,O,O,O,O,X,X,X
OILZJTS,O,O,O,O,X,X,X
OILZJST,O,O,O,O,X,X,X
OILZSTJ,O,O,X,X,O,X,X
OILZSJT,O,O,O,O,O,X,X
OIJTLSZ,O,X,O,X,X,O,X
OIJTLZS,O,X,O,X,X,O,X
OIJTSLZ,X,X,O,X,O,O,O
OIJTSZL,X,X,X,X,O,O,O
OIJTZLS,X,X,O,O,X,O,X
OIJTZSL,X,X,X,X,X,O,O
OIJLTSZ,O,X,O,X,X,O,X
OIJLTZS,O,X,O,X,X,O,X
OIJLSTZ,O,X,O,X,O,X,X
OIJLSZT,O,X,O,X,O,X,X
OIJLZTS,O,X,O,O,X,X,X
OIJLZST,O,X,O,O,X,X,X
OIJSTLZ,X,X,O,X,O,X,O
OIJSTZL,X,X,X,X,O,X,O
OIJSLTZ,X,X,O,X,O,X,O
OIJSLZT,X,X,O,X,O,X,X
OIJSZTL,X,X,X,X,O,X,X
OIJSZLT,X,X,X,O,O,X,X
OIJZTLS,O,X,O,O,X,X,X
OIJZTSL,O,X,X,O,X,X,X
OIJZLTS,O,X,O,O,X,X,X
OIJZLST,O,X,O,O,X,X,X
OIJZSTL,O,X,X,X,O,X,X
OIJZSLT,O,X,X,O,O,X,X
OISTLJZ,X,X,O,X,O,X,O
OISTLZJ,X,X,O,X,X,X,O
OISTJLZ,X,X,O,X,O,X,O
OISTJZL,X,X,X,X,O,X,O
OISTZLJ,X,X,X,X,O,X,O
OISTZJL,X,X,X,X,O,X,O
OISLTJZ,X,X,O,X,O,X,O
OISLTZJ,X,X,O,X,X,X,O
OISLJTZ,X,X,O,X,O,X,O
OISLJZT,X,X,O,X,O,X,X
OISLZTJ,X,X,X,X,O,X,O
OISLZJT,X,X,O,X,O,X,X
OISJTLZ,X,X,O,X,O,X,O
OISJTZL,X,X,X,X,O,X,O
OISJLTZ,X,X,O,X,O,X,O
OISJLZT,X,X,O,X,O,X,X
OISJZTL,X,X,X,X,O,X,X
OISJZLT,X,X,X,O,O,X,X
OISZTLJ,X,X,X,O,O,X,O
OISZTJL,X,X,X,O,O,X,O
OISZLTJ,X,X,X,X,O,X,O
OISZLJT,X,X,X,O,O,X,X
OISZJTL,X,X,X,X,O,X,X
OISZJLT,X,X,X,O,O,X,X
OIZTLJS,O,O,O,O,X,X,X
OIZTLSJ,O,O,O,O,X,X,O
OIZTJLS,O,O,O,O,X,X,X
OIZTJSL,O,O,X,O,X,X,O
OIZTSLJ,O,O,X,O,O,X,O
OIZTSJL,O,O,X,O,O,X,O
OIZLTJS,O,O,O,O,X,X,X
OIZLTSJ,O,O,O,O,X,X,X
OIZLJTS,O,O,O,O,X,X,X
OIZLJST,O,O,O,O,X,X,X
OIZLSTJ,O,O,X,X,O,X,X
OIZLSJT,O,O,O,O,O,X,X
OIZJTLS,O,O,O,O,X,X,X
OIZJTSL,O,O,X,O,X,X,X
OIZJLTS,O,O,O,O,X,X,X
OIZJLST,O,O,O,O,X,X,X
OIZJSTL,O,X,X,X,O,X,X
OIZJSLT,O,O,X,O,O,X,X
OIZSTLJ,O,X,X,O,O,X,O
OIZSTJL,O,X,X,O,O,X,O
OIZSLTJ,O,O,X,X,O,X,O
OIZSLJT,O,O,X,O,O,X,X
OIZSJTL,O,X,X,X,O,X,X
OIZSJLT,O,O,X,O,O,X,X
OLTIJSZ,O,O,O,X,X,O,X
OLTIJZS,O,X,O,X,X,O,X
OLTISJZ,O,O,O,X,X,O,O
OLTISZJ,O,O,O,X,X,X,O
OLTIZJS,O,O,O,X,X,O,X
OLTIZSJ,O,O,O,X,X,X,O
OLTJISZ,O,O,O,X,X,O,X
OLTJIZS,O,X,O,X,X,O,X
OLTJSIZ,O,O,O,X,X,O,X
OLTJSZI,O,O,O,X,X,O,X
OLTJZIS,O,X,O,X,X,O,X
OLTJZSI,O,X,O,X,X,O,X
OLTSIJZ,O,O,O,X,X,O,O
OLTSIZJ,O,O,O,X,X,X,O
OLTSJIZ,O,O,O,X,X,O,O
OLTSJZI,O,O,O,X,X,O,O
OLTSZIJ,O,O,O,X,X,X,O
OLTSZJI,O,O,O,X,X,X,O
OLTZIJS,O,O,O,X,X,O,X
OLTZISJ,O,O,O,X,X,X,O
OLTZJIS,O,O,O,X,X,O,X
OLTZJSI,O,X,O,X,X,O,X
OLTZSIJ,O,O,O,X,X,X,O
OLTZSJI,O,O,O,X,X,X,O
OLITJSZ,O,O,O,X,X,O,X
OLITJZS,O,X,O,X,X,O,X
OLITSJZ,O,O,O,X,X,O,O
OLITSZJ,O,O,O,X,X,X,O
OLITZJS,O,O,O,X,X,O,X
OLITZSJ,O,O,O,X,X,X,O
OLIJTSZ,O,O,O,X,X,O,X
OLIJTZS,O,X,O,X,X,O,X
OLIJSTZ,O,X,O,X,O,X,X
OLIJSZT,O,X,O,X,O,X,X
OLIJZTS,O,O,O,O,X,X,X
OLIJZST,O,O,O,O,X,X,X
OLISTJZ,O,O,O,X,O,X,O
OLISTZJ,O,O,O,X,X,X,O
OLISJTZ,O,X,O,X,O,X,O
OLISJZT,O,X,O,X,O,X,X
OLISZTJ,O,X,X,X,O,X,O
OLISZJT,O,O,O,X,O,X,X
OLIZTJS,O,O,O,O,X,X,X
OLIZTSJ,O,O,O,O,X,X,X
OLIZJTS,O,O,O,O,X,X,X
OLIZJST,O,O,O,O,X,X,X
OLIZSTJ,O,O,X,X,O,X,X
OLIZSJT,O,O,O,O,O,X,X
OLJTISZ,O,O,O,X,X,O,X
OLJTIZS,O,X,O,X,X,O,X
OLJTSIZ,O,O,O,X,X,O,X
OLJTSZI,O,O,O,X,X,O,X
OLJTZIS,O,X,O,X,X,O,X
OLJTZSI,O,X,O,X,X,O,X
OLJITSZ,O,O,O,X,X,O,X
OLJITZS,O,X,O,X,X,O,X
OLJISTZ,O,X,O,X,O,X,X
OLJISZT,O,X,O,X,O,X,X
OLJIZTS,O,O,O,O,X,X,X
OLJIZST,O,O,O,O,X,X,X
OLJSTIZ,O,X,O,X,O,X,X
OLJSTZI,O,X,O,X,O,X,X
OLJSITZ,O,X,O,X,O,X,X
OLJSIZT,O,X,O,X,O,X,X
OLJSZTI,O,X,O,X,O,X,X
OLJSZIT,O,X,O,X,O,X,X
OLJZTIS,O,O,O,O,X,X,X
OLJZTSI,O,X,O,O,X,X,X
OLJZITS,O,O,O,O,X,X,X
OLJZIST,O,O,O,O,X,X,X
OLJZSTI,O,X,O,O,X,X,X
OLJZSIT,O,O,O,O,X,X,X
OLSTIJZ,O,O,O,X,O,X,O
OLSTIZJ,O,O,O,X,X,X,O
OLSTJIZ,O,O,O,X,O,X,O
OLSTJZI,O,O,O,X,O,X,O
OLSTZIJ,O,O,O,X,X,X,O
OLSTZJI,O,O,O,X,X,X,O
OLSITJZ,O,O,O,X,O,X,O
OLSITZJ,O,O,O,X,X,X,O
OLSIJTZ,O,X,O,X,O,X,O
OLSIJZT,O,X,O,X,O,X,X
OLSIZTJ,O,X,X,X,O,X,O
OLSIZJT,O,O,O,X,O,X,X
OLSJTIZ,O,X,O,X,O,X,O
OLSJTZI,O,X,O,X,O,X,O
OLSJITZ,O,X,O,X,O,X,O
OLSJIZT,O,X,O,X,O,X,X
OLSJZTI,O,X,O,X,O,X,X
OLSJZIT,O,X,O,X,O,X,X
OLSZTIJ,O,X,X,X,O,X,O
OLSZTJI,O,X,X,X,O,X,O
OLSZITJ,O,X,X,X,O,X,O
OLSZIJT,O,O,O,X,O,X,X
OLSZJTI,O,X,O,X,O,X,X
OLSZJIT,O,O,O,X,O,X,X
OLZTIJS,O,O,O,O,X,X,X
OLZTISJ,O,O,O,O,X,X,X
OLZTJIS,O,O,O,O,X,X,X
OLZTJSI,O,O,O,O,X,X,X
OLZTSIJ,O,O,O,O,X,X,X
OLZTSJI,O,O,O,O,X,X,X
OLZITJS,O,O,O,O,X,X,X
OLZITSJ,O,O,O,O,X,X,X
OLZIJTS,O,O,O,O,X,X,X
OLZIJST,O,O,O,O,X,X,X
OLZISTJ,O,O,X,X,O,X,X
OLZISJT,O,O,O,O,O,X,X
OLZJTIS,O,O,O,O,X,X,X
OLZJTSI,O,O,O,O,X,X,X
OLZJITS,O,O,O,O,X,X,X
OLZJIST,O,O,O,O,X,X,X
OLZJSTI,O,O,O,O,X,X,X
OLZJSIT,O,O,O,O,X,X,X
OLZSTIJ,O,O,X,X,O,X,X
OLZSTJI,O,O,X,X,O,X,X
OLZSITJ,O,O,X,X,O,X,X
OLZSIJT,O,O,O,O,O,X,X
OLZSJTI,O,O,O,O,O,X,X
OLZSJIT,O,O,O,O,O,X,X
OJTILSZ,O,X,O,X,X,O,X
OJTILZS,O,X,O,X,X,O,X
OJTISLZ,X,X,O,X,O,O,O
OJTISZL,X,X,X,X,O,O,O
OJTIZLS,X,X,O,O,X,O,X
OJTIZSL,X,X,X,X,X,O,O
OJTLISZ,O,X,O,X,X,O,X
OJTLIZS,O,X,O,X,X,O,X
OJTLSIZ,O,X,O,X,X,O,X
OJTLSZI,O,X,O,X,X,O,X
OJTLZIS,O,X,O,X,X,O,X
OJTLZSI,O,X,O,X,X,O,X
OJTSILZ,X,X,O,X,O,O,O
OJTSIZL,X,X,X,X,O,O,O
OJTSLIZ,X,X,O,X,O,O,O
OJTSLZI,X,X,O,X,O,O,O
OJTSZIL,X,X,X,X,O,O,O
OJTSZLI,X,X,X,X,O,O,O
OJTZILS,X,X,O,O,X,O,X
OJTZISL,X,X,X,X,X,O,O
OJTZLIS,X,X,O,O,X,O,X
OJTZLSI,X,X,O,O,X,O,X
OJTZSIL,X,X,X,X,X,O,O
OJTZSLI,X,X,X,X,X,O,O
OJITLSZ,O,X,O,X,X,O,X
OJITLZS,O,X,O,X,X,O,X
OJITSLZ,X,X,O,X,O,O,O
OJITSZL,X,X,X,X,O,O,O
OJITZLS,X,X,O,O,X,O,X
OJITZSL,X,X,X,X,X,O,O
OJILTSZ,O,X,O,X,X,O,X
OJILTZS,O,X,O,X,X,O,X
OJILSTZ,O,X,O,X,O,X,X
OJILSZT,O,X,O,X,O,X,X
OJILZTS,O,X,O,O,X,X,X
OJILZST,O,X,O,O,X,X,X
OJISTLZ,X,X,O,X,O,X,O
OJISTZL,X,X,X,X,O,X,O
OJISLTZ,X,X,O,X,O,X,O
OJISLZT,X,X,O,X,O,X,X
OJISZTL,X,X,X,X,O,X,X
OJISZLT,X,X,X,O,O,X,X
OJIZTLS,O,X,O,O,X,X,X
OJIZTSL,O,X,X,O,X,X,X
OJIZLTS,O,X,O,O,X,X,X
OJIZLST,O,X,O,O,X,X,X
OJIZSTL,O,X,X,X,O,X,X
OJIZSLT,O,X,X,O,O,X,X
OJLTISZ,O,X,O,X,X,O,X
OJLTIZS,O,X,O,X,X,O,X
OJLTSIZ,O,X,O,X,X,O,X
OJLTSZI,O,X,O,X,X,O,X
OJLTZIS,O,X,O,X,X,O,X
OJLTZSI,O,X,O,X,X,O,X
OJLITSZ,O,X,O,X,X,O,X
OJLITZS,O,X,O,X,X,O,X
OJLISTZ,O,X,O,X,O,X,X
OJLISZT,O,X,O,X,O,X,X
OJLIZTS,O,X,O,O,X,X,X
OJLIZST,O,X,O,O,X,X,X
OJLSTIZ,O,X,O,X,O,X,X
OJLSTZI,O,X,O,X,O,X,X
OJLSITZ,O,X,O,X,O,X,X
OJLSIZT,O,X,O,X,O,X,X
OJLSZTI,O,X,O,X,O,X,X
OJLSZIT,O,X,O,X,O,X,X
OJLZTIS,O,X,O,O,X,X,X
OJLZTSI,O,X,O,O,X,X,X
OJLZITS,O,X,O,O,X,X,X
OJLZIST,O,X,O,O,X,X,X
OJLZSTI,O,X,O,O,X,X,X
OJLZSIT,O,X,O,O,X,X,X
OJSTILZ,X,X,O,X,O,X,O
OJSTIZL,X,X,X,X,O,X,O
OJSTLIZ,X,X,O,X,O,X,O
OJSTLZI,X,X,O,X,O,X,O
OJSTZIL,X,X,X,X,O,X,O
OJSTZLI,X,X,X,X,O,X,O
OJSITLZ,X,X,O,X,O,X,O
OJSITZL,X,X,X,X,O,X,O
OJSILTZ,X,X,O,X,O,X,O
OJSILZT,X,X,O,X,O,X,X
OJSIZTL,X,X,X,X,O,X,X
OJSIZLT,X,X,X,O,O,X,X
OJSLTIZ,X,X,O,X,O,X,O
OJSLTZI,X,X,O,X,O,X,O
OJSLITZ,X,X,O,X,O,X,O
OJSLIZT,X,X,O,X,O,X,X
OJSLZTI,X,X,O,X,O,X,X
OJSLZIT,X,X,O,X,O,X,X
OJSZTIL,X,X,X,X,O,X,X
OJSZTLI,X,X,X,X,O,X,X
OJSZITL,X,X,X,X,O,X,X
OJSZILT,X,X,X,O,O,X,X
OJSZLTI,X,X,X,O,O,X,X
OJSZLIT,X,X,X,O,O,X,X
OJZTILS,O,X,O,O,X,X,X
OJZTISL,O,X,X,O,X,X,X
OJZTLIS,O,X,O,O,X,X,X
OJZTLSI,O,X,O,O,X,X,X
OJZTSIL,O,X,X,O,X,X,X
OJZTSLI,O,X,X,O,X,X,X
OJZITLS,O,X,O,O,X,X,X
OJZITSL,O,X,X,O,X,X,X
OJZILTS,O,X,O,O,X,X,X
OJZILST,O,X,O,O,X,X,X
OJZISTL,O,X,X,X,O,X,X
OJZISLT,O,X,X,O,O,X,X
OJZLTIS,O,X,O,O,X,X,X
OJZLTSI,O,X,O,O,X,X,X
OJZLITS,O,X,O,O,X,X,X
OJZLIST,O,X,O,O,X,X,X
OJZLSTI,O,X,O,O,X,X,X
OJZLSIT,O,X,O,O,X,X,X
OJZSTIL,O,X,X,X,O,X,X
OJZSTLI,O,X,X,X,O,X,X
OJZSITL,O,X,X,X,O,X,X
OJZSILT,O,X,X,O,O,X,X
OJZSLTI,O,X,X,O,O,X,X
OJZSLIT,O,X,X,O,O,X,X
OSTILJZ,X,X,O,X,O,X,O
OSTILZJ,X,X,O,X,X,X,O
OSTIJLZ,X,X,O,X,O,X,O
OSTIJZL,X,X,X,X,O,X,O
OSTIZLJ,X,X,X,X,O,X,O
OSTIZJL,X,X,X,X,O,X,O
OSTLIJZ,X,X,O,X,O,X,O
OSTLIZJ,X,X,O,X,X,X,O
OSTLJIZ,X,X,O,X,O,X,O
OSTLJZI,X,X,O,X,O,X,O
OSTLZIJ,X,X,O,X,X,X,O
OSTLZJI,X,X,O,X,X,X,O
OSTJILZ,X,X,O,X,O,X,O
OSTJIZL,X,X,X,X,O,X,O
OSTJLIZ,X,X,O,X,O,X,O
OSTJLZI,X,X,O,X,O,X,O
OSTJZIL,X,X,X,X,O,X,O
OSTJZLI,X,X,X,X,O,X,O
OSTZILJ,X,X,X,X,O,X,O
OSTZIJL,X,X,X,X,O,X,O
OSTZLIJ,X,X,X,X,O,X,O
OSTZLJI,X,X,X,X,O,X,O
OSTZJIL,X,X,X,X,O,X,O
OSTZJLI,X,X,X,X,O,X,O
OSITLJZ,X,X,O,X,O,X,O
OSITLZJ,X,X,O,X,X,X,O
OSITJLZ,X,X,O,X,O,X,O
OSITJZL,X,X,X,X,O,X,O
OSITZLJ,X,X,X,X,O,X,O
OSITZJL,X,X,X,X,O,X,O
OSILTJZ,X,X,O,X,O,X,O
OSILTZJ,X,X,O,X,X,X,O
OSILJTZ,X,X,O,X,O,X,O
OSILJZT,X,X,O,X,O,X,X
OSILZTJ,X,X,X,X,O,X,O
OSILZJT,X,X,O,X,O,X,X
OSIJTLZ,X,X,O,X,O,X,O
OSIJTZL,X,X,X,X,O,X,O
OSIJLTZ,X,X,O,X,O,X,O
OSIJLZT,X,X,O,X,O,X,X
OSIJZTL,X,X,X,X,O,X,X
OSIJZLT,X,X,X,O,O,X,X
OSIZTLJ,X,X,X,O,O,X,O
OSIZTJL,X,X,X,O,O,X,O
OSIZLTJ,X,X,X,X,O,X,O
OSIZLJT,X,X,X,O,O,X,X
OSIZJTL,X,X,X,X,O,X,X
OSIZJLT,X,X,X,O,O,X,X
OSLTIJZ,X,X,O,X,O,X,O
OSLTIZJ,X,X,O,X,X,X,O
OSLTJIZ,X,X,O,X,O,X,O
OSLTJZI,X,X,O,X,O,X,O
OSLTZIJ,X,X,O,X,X,X,O
OSLTZJI,X,X,O,X,X,X,O
OSLITJZ,X,X,O,X,O,X,O
OSLITZJ,X,X,O,X,X,X,O
OSLIJTZ,X,X,O,X,O,X,O
OSLIJZT,X,X,O,X,O,X,X
OSLIZTJ,X,X,X,X,O,X,O
OSLIZJT,X,X,O,X,O,X,X
OSLJTIZ,X,X,O,X,O,X,O
OSLJTZI,X,X,O,X,O,X,O
OSLJITZ,X,X,O,X,O,X,O
OSLJIZT,X,X,O,X,O,X,X
OSLJZTI,X,X,O,X,O,X,X
OSLJZIT,X,X,O,X,O,X,X
OSLZTIJ,X,X,X,X,O,X,O
OSLZTJI,X,X,X,X,O,X,O
OSLZITJ,X,X,X,X,O,X,O
OSLZIJT,X,X,O,X,O,X,X
OSLZJTI,X,X,O,X,O,X,X
OSLZJIT,X,X,O,X,O,X,X
OSJTILZ,X,X,O,X,O,X,O
OSJTIZL,X,X,X,X,O,X,O
OSJTLIZ,X,X,O,X,O,X,O
OSJTLZI,X,X,O,X,O,X,O
OSJTZIL,X,X,X,X,O,X,O
OSJTZLI,X,X,X,X,O,X,O
OSJITLZ,X,X,O,X,O,X,O
OSJITZL,X,X,X,X,O,X,O
OSJILTZ,X,X,O,X,O,X,O
OSJILZT,X,X,O,X,O,X,X
OSJIZTL,X,X,X,X,O,X,X
OSJIZLT,X,X,X,O,O,X,X
OSJLTIZ,X,X,O,X,O,X,O
OSJLTZI,X,X,O,X,O,X,O
OSJLITZ,X,X,O,X,O,X,O
OSJLIZT,X,X,O,X,O,X,X
OSJLZTI,X,X,O,X,O,X,X
OSJLZIT,X,X,O,X,O,X,X
OSJZTIL,X,X,X,X,O,X,X
OSJZTLI,X,X,X,X,O,X,X
OSJZITL,X,X,X,X,O,X,X
OSJZILT,X,X,X,O,O,X,X
OSJZLTI,X,X,X,O,O,X,X
OSJZLIT,X,X,X,O,O,X,X
OSZTILJ,X,X,X,O,O,X,O
OSZTIJL,X,X,X,O,O,X,O
OSZTLIJ,X,X,X,O,O,X,O
OSZTLJI,X,X,X,O,O,X,O
OSZTJIL,X,X,X,O,O,X,O
OSZTJLI,X,X,X,O,O,X,O
OSZITLJ,X,X,X,O,O,X,O
OSZITJL,X,X,X,O,O,X,O
OSZILTJ,X,X,X,X,O,X,O
OSZILJT,X,X,X,O,O,X,X
OSZIJTL,X,X,X,X,O,X,X
OSZIJLT,X,X,X,O,O,X,X
OSZLTIJ,X,X,X,X,O,X,O
OSZLTJI,X,X,X,X,O,X,O
OSZLITJ,X,X,X,X,O,X,O
OSZLIJT,X,X,X,O,O,X,X
OSZLJTI,X,X,X,O,O,X,X
OSZLJIT,X,X,X,O,O,X,X
OSZJTIL,X,X,X,X,O,X,X
OSZJTLI,X,X,X,X,O,X,X
OSZJITL,X,X,X,X,O,X,X
OSZJILT,X,X,X,O,O,X,X
OSZJLTI,X,X,X,O,O,X,X
OSZJLIT,X,X,X,O,O,X,X
OZTILJS,O,O,O,O,X,X,X
OZTILSJ,O,O,O,O,X,X,O
OZTIJLS,O,O,O,O,X,X,X
OZTIJSL,O,O,X,O,X,X,O
OZTISLJ,O,O,X,O,O,X,O
OZTISJL,O,O,X,O,O,X,O
OZTLIJS,O,O,O,O,X,X,X
OZTLISJ,O,O,O,O,X,X,O
OZTLJIS,O,O,O,O,X,X,X
OZTLJSI,O,O,O,O,X,X,X
