sequence,v115@5gB8GeC8HeD8FeG8AeF8JeZ/IvhFCbBXcBTeB8kBGm?BlqB,v115@5gB8GeC8HeD8FeG8AeF8JeZ/IvhFCcBTeBukB/mBUg?BlqB,v115@5gB8GeC8HeD8FeG8AeF8Jex7IvhFTeBKkBGgB/mB0f?BlqB,v115@5gB8GeC8HeD8FeG8AeF8Je//IvhFUbBFcBTeB2pBxl?BCrB,v115@5gB8GeC8HeD8FeG8AeF8JeO/IvhF8fBTeB5lB/rByu?BFrB,v115@5gB8GeC8HeD8FeG8AeF8JeO/IvhFTeBRgB0gB6mB3k?BlqB
OJLSZIT,O,O,X,O,O,X
OJLZTIS,O,X,X,O,O,X
OJLZTSI,O,X,X,O,O,X
OJLZITS,O,X,X,O,O,X
OJLZIST,O,X,X,O,O,X
OJLZSTI,O,X,X,O,O,X
OJLZSIT,O,X,X,O,O,X
OJSTILZ,O,O,O,O,X,O
OJSTIZL,O,O,X,O,X,O
OJSTLIZ,O,O,O,O,X,O
OJSTLZI,O,O,O,O,X,X
OJSTZIL,O,O,X,O,X,O
OJSTZLI,O,O,X,O,X,X
OJSITLZ,O,O,O,O,X,O
OJSITZL,O,O,X,O,X,O
OJSILTZ,O,O,X,O,X,O
OJSILZT,O,O,X,O,O,O
OJSIZTL,O,X,X,O,X,O
OJSIZLT,O,O,X,O,X,O
OJSLTIZ,X,O,O,O,X,O
OJSLTZI,X,O,O,O,X,X
OJSLITZ,O,O,X,O,X,O
OJSLIZT,O,O,X,O,O,O
OJSLZTI,O,X,X,O,O,X
OJSLZIT,O,O,X,O,O,X
OJSZTIL,O,X,X,O,X,O
OJSZTLI,O,X,X,O,X,X
OJSZITL,O,X,X,O,X,O
OJSZILT,O,O,X,O,X,O
OJSZLTI,O,X,X,O,X,X
OJSZLIT,O,O,X,O,X,X
OJZTILS,O,X,X,X,X,X
OJZTISL,O,O,X,O,X,X
OJZTLIS,O,X,X,O,X,X
OJZTLSI,O,X,X,O,X,X
OJZTSIL,O,O,X,O,X,X
OJZTSLI,O,O,X,O,X,X
OJZITLS,O,X,X,X,X,X
OJZITSL,O,O,X,O,X,X
OJZILTS,O,X,X,X,X,X
OJZILST,O,X,X,X,X,X
OJZISTL,O,X,X,O,X,X
OJZISLT,O,O,X,O,X,X
OJZLTIS,O,X,X,O,X,X
OJZLTSI,O,X,X,O,X,X
OJZLITS,O,X,X,O,X,X
OJZLIST,O,X,X,O,X,X
OJZLSTI,O,X,X,O,X,X
OJZLSIT,O,X,X,O,X,X
OJZSTIL,O,X,X,O,X,X
OJZSTLI,O,X,X,O,X,X
OJZSITL,O,X,X,O,X,X
OJZSILT,O,O,X,O,X,X
OJZSLTI,O,X,X,O,X,X
OJZSLIT,O,O,X,O,X,X
OSTILJZ,O,O,O,X,X,O
OSTILZJ,O,O,O,X,O,X
OSTIJLZ,O,O,O,X,X,O
OSTIJZL,O,O,X,X,X,O
OSTIZLJ,O,O,O,X,X,X
OSTIZJL,O,O,X,X,X,O
OSTLIJZ,O,O,O,O,X,O
OSTLIZJ,O,O,O,X,O,X
OSTLJIZ,O,O,O,O,X,O
OSTLJZI,O,O,O,O,X,X
OSTLZIJ,O,O,O,X,O,X
OSTLZJI,O,O,O,X,O,X
OSTJILZ,O,O,O,O,X,O
OSTJIZL,O,O,X,O,X,O
OSTJLIZ,O,O,O,O,X,O
OSTJLZI,O,O,O,O,X,X
OSTJZIL,O,O,X,O,X,O
OSTJZLI,O,O,X,O,X,X
OSTZILJ,O,O,O,X,X,X
OSTZIJL,O,O,X,X,X,O
OSTZLIJ,O,O,O,X,X,X
OSTZLJI,O,O,O,X,X,X
OSTZJIL,O,O,X,X,X,O
OSTZJLI,O,O,X,X,X,X
OSITLJZ,O,O,O,X,X,O
OSITLZJ,O,O,O,X,O,X
OSITJLZ,O,O,O,X,X,O
OSITJZL,O,O,X,X,X,O
OSITZLJ,O,O,O,X,X,X
OSITZJL,O,O,X,X,X,O
OSILTJZ,O,O,O,X,X,X
OSILTZJ,O,O,O,X,O,X
OSILJTZ,O,O,X,X,X,O
OSILJZT,O,O,X,X,O,O
OSILZTJ,O,O,X,X,O,X
OSILZJT,O,O,X,X,O,X
OSIJTLZ,O,O,O,X,X,O
OSIJTZL,O,O,X,X,X,O
OSIJLTZ,O,O,X,X,X,O
OSIJLZT,O,O,X,X,O,O
OSIJZTL,O,X,X,X,X,O
OSIJZLT,O,O,X,X,X,O
OSIZTLJ,O,O,O,X,X,X
OSIZTJL,O,O,X,X,X,X
OSIZLTJ,O,O,X,X,O,X
OSIZLJT,O,O,X,X,O,X
OSIZJTL,O,X,X,X,X,O
OSIZJLT,O,O,X,X,X,O
OSLTIJZ,O,O,O,O,X,O
OSLTIZJ,O,O,O,X,O,X
OSLTJIZ,O,O,O,O,X,O
OSLTJZI,O,O,O,O,X,X
OSLTZIJ,O,O,O,X,O,X
OSLTZJI,O,O,O,X,O,X
OSLITJZ,O,O,O,O,X,X
OSLITZJ,O,O,O,X,O,X
OSLIJTZ,O,O,X,O,X,O
OSLIJZT,O,O,X,O,O,O
OSLIZTJ,O,O,X,X,O,X
OSLIZJT,O,O,X,X,O,X
OSLJTIZ,X,O,O,O,X,O
OSLJTZI,X,O,O,O,X,X
OSLJITZ,O,O,X,O,X,O
OSLJIZT,O,O,X,O,O,O
OSLJZTI,O,X,X,O,O,X
OSLJZIT,O,O,X,O,O,X
OSLZTIJ,O,O,O,X,O,X
OSLZTJI,X,O,O,X,O,X
OSLZITJ,O,O,X,X,O,X
OSLZIJT,O,O,X,X,O,X
OSLZJTI,X,X,X,X,O,X
OSLZJIT,O,O,X,X,O,X
OSJTILZ,O,O,O,O,X,O
OSJTIZL,O,O,X,O,X,O
OSJTLIZ,O,O,O,O,X,O
OSJTLZI,O,O,O,O,X,X
OSJTZIL,O,O,X,O,X,O
OSJTZLI,O,O,X,O,X,X
OSJITLZ,O,O,O,O,X,O
OSJITZL,O,O,X,O,X,O
OSJILTZ,O,O,X,O,X,O
OSJILZT,O,O,X,O,O,O
OSJIZTL,O,X,X,O,X,O
OSJIZLT,O,O,X,O,X,O
OSJLTIZ,X,O,O,O,X,O
OSJLTZI,X,O,O,O,X,X
OSJLITZ,O,O,X,O,X,O
OSJLIZT,O,O,X,O,O,O
OSJLZTI,O,X,X,O,O,X
OSJLZIT,O,O,X,O,O,X
OSJZTIL,O,X,X,O,X,O
OSJZTLI,O,X,X,O,X,X
OSJZITL,O,X,X,O,X,O
OSJZILT,O,O,X,O,X,O
OSJZLTI,O,X,X,O,X,X
OSJZLIT,O,O,X,O,X,X
OSZTILJ,O,O,O,X,X,X
OSZTIJL,O,O,X,X,X,O
OSZTLIJ,O,O,O,X,X,X
OSZTLJI,O,O,O,X,X,X
OSZTJIL,O,O,X,X,X,O
OSZTJLI,O,O,X,X,X,X
OSZITLJ,O,O,O,X,X,X
OSZITJL,O,O,X,X,X,X
OSZILTJ,O,O,X,X,O,X
OSZILJT,O,O,X,X,O,X
OSZIJTL,O,X,X,X,X,O
OSZIJLT,O,O,X,X,X,O
OSZLTIJ,O,O,O,X,O,X
OSZLTJI,X,O,O,X,O,X
OSZLITJ,O,O,X,X,O,X
OSZLIJT,O,O,X,X,O,X
OSZLJTI,O,X,X,X,O,X
OSZLJIT,O,O,X,X,O,X
OSZJTIL,O,X,X,X,X,O
OSZJTLI,O,X,X,X,X,X
OSZJITL,O,X,X,X,X,O
OSZJILT,O,O,X,X,X,O
OSZJLTI,O,X,X,X,X,X
OSZJLIT,O,O,X,X,X,X
OZTILJS,O,X,X,X,X,X
OZTILSJ,O,X,X,X,X,X
OZTIJLS,O,X,X,X,X,X
OZTIJSL,O,O,X,X,X,X
OZTISLJ,O,O,X,X,X,X
OZTISJL,O,O,X,X,X,X
OZTLIJS,O,X,X,O,X,X
OZTLISJ,O,X,X,X,X,X
OZTLJIS,O,X,X,O,X,X
OZTLJSI,O,X,O,O,X,X
OZTLSIJ,O,X,O,X,X,X
OZTLSJI,O,X,O,X,X,X
OZTJILS,O,X,X,X,X,X
OZTJISL,O,O,X,O,X,X
OZTJLIS,O,X,X,O,X,X
OZTJLSI,O,X,X,O,X,X
OZTJSIL,O,O,X,O,X,X
OZTJSLI,O,O,X,O,X,X
OZTSILJ,O,O,O,X,X,X
OZTSIJL,O,O,X,X,X,O
OZTSLIJ,O,O,O,X,X,X
OZTSLJI,O,O,O,X,X,X
OZTSJIL,O,O,X,X,X,O
OZTSJLI,O,O,X,X,X,X
OZITLJS,O,X,X,X,X,X
OZITLSJ,O,X,X,X,X,X
OZITJLS,O,X,X,X,X,X
OZITJSL,O,O,X,X,X,X
OZITSLJ,O,O,X,X,X,X
OZITSJL,O,O,X,X,X,X
OZILTJS,O,X,X,X,O,X
OZILTSJ,O,X,X,X,O,X
OZILJTS,O,X,X,X,O,X
OZILJST,O,X,X,X,O,X
OZILSTJ,O,O,X,X,O,X
OZILSJT,O,O,X,X,O,X
OZIJTLS,O,X,X,X,X,X
OZIJTSL,O,O,X,X,X,X
OZIJLTS,O,X,X,X,X,X
OZIJLST,O,X,X,X,X,X
OZIJSTL,O,X,X,X,X,X
OZIJSLT,O,O,X,X,X,X
OZISTLJ,O,O,O,X,X,X
OZISTJL,O,O,X,X,X,X
OZISLTJ,O,O,X,X,O,X
OZISLJT,O,O,X,X,O,X
OZISJTL,O,X,X,X,X,X
OZISJLT,O,O,X,X,X,X
OZLTIJS,O,X,X,O,O,X
OZLTISJ,O,X,X,X,O,X
OZLTJIS,O,X,X,O,O,X
OZLTJSI,O,X,O,O,O,X
OZLTSIJ,O,X,O,X,O,X
OZLTSJI,O,X,O,X,O,X
OZLITJS,O,X,X,O,O,X
OZLITSJ,O,X,X,X,O,X
OZLIJTS,O,X,X,O,O,X
OZLIJST,O,X,X,O,O,X
OZLISTJ,O,O,X,X,O,X
OZLISJT,O,O,X,X,O,X
OZLJTIS,O,X,X,O,O,X
OZLJTSI,O,X,X,O,O,X
OZLJITS,O,X,X,O,O,X
OZLJIST,O,X,X,O,O,X
OZLJSTI,O,X,X,O,O,X
OZLJSIT,O,X,X,O,O,X
OZLSTIJ,O,O,O,X,O,X
OZLSTJI,X,O,O,X,O,X
OZLSITJ,O,O,X,X,O,X
OZLSIJT,O,O,X,X,O,X
OZLSJTI,O,X,X,X,O,X
OZLSJIT,O,O,X,X,O,X
OZJTILS,O,X,X,X,X,X
OZJTISL,O,O,X,O,X,X
OZJTLIS,O,X,X,O,X,X
OZJTLSI,O,X,X,O,X,X
OZJTSIL,O,O,X,O,X,X
OZJTSLI,O,O,X,O,X,X
OZJITLS,O,X,X,X,X,X
OZJITSL,O,O,X,O,X,X
OZJILTS,O,X,X,X,X,X
OZJILST,O,X,X,X,X,X
OZJISTL,O,X,X,O,X,X
OZJISLT,O,O,X,O,X,X
OZJLTIS,O,X,X,O,X,X
OZJLTSI,O,X,X,O,X,X
OZJLITS,O,X,X,O,X,X
OZJLIST,O,X,X,O,X,X
OZJLSTI,O,X,X,O,X,X
OZJLSIT,O,X,X,O,X,X
OZJSTIL,O,X,X,O,X,X
OZJSTLI,O,X,X,O,X,X
OZJSITL,O,X,X,O,X,X
OZJSILT,O,O,X,O,X,X
OZJSLTI,O,X,X,O,X,X
OZJSLIT,O,O,X,O,X,X
OZSTILJ,O,O,O,X,X,X
OZSTIJL,O,O,X,X,X,O
OZSTLIJ,O,O,O,X,X,X
OZSTLJI,O,O,O,X,X,X
OZSTJIL,O,O,X,X,X,O
OZSTJLI,O,O,X,X,X,X
OZSITLJ,O,O,O,X,X,X
OZSITJL,O,O,X,X,X,X
OZSILTJ,O,O,X,X,O,X
OZSILJT,O,O,X,X,O,X
OZSIJTL,O,X,X,X,X,O
OZSIJLT,O,O,X,X,X,O
OZSLTIJ,O,O,O,X,O,X
OZSLTJI,X,O,O,X,O,X
OZSLITJ,O,O,X,X,O,X
OZSLIJT,O,O,X,X,O,X
OZSLJTI,O,X,X,X,O,X
OZSLJIT,O,O,X,X,O,X
OZSJTIL,O,X,X,X,X,O
OZSJTLI,O,X,X,X,X,X
OZSJITL,O,X,X,X,X,O
OZSJILT,O,O,X,X,X,O
OZSJLTI,O,X,X,X,X,X
OZSJLIT,O,O,X,X,X,X
