sequence,v115@5gD8GeC8FeF8EeF8DeC8Jex6IvhF0cBTfBOlB/mBtq?BywB,v115@5gD8GeC8FeF8EeF8DeC8JeO/IvhFxbBzfBUhB9qB3m?BywB,v115@5gD8GeC8FeF8EeF8DeC8JeO/IvhF8fBqgBthB/qBZm?BzrB,v115@5gD8GeC8FeF8EeF8DeC8Jex6IvhFXcBTfBNlBumB8q?BywB,v115@5gD8GeC8FeF8EeF8DeC8Jex6IvhFygBthBTfB/qBmr?BUrB,v115@5gD8GeC8FeF8EeF8DeC8JeO/IvhFXbBZhBthBSlB0q?BzrB,v115@5gD8GeC8FeF8EeF8DeC8Jei6IvhFzbB3fBxlB0qBmr?BtrB,v115@5gD8GeC8FeF8EeF8DeC8JeK/IvhFRbBthBUgBerB3l?BzrB,v115@5gD8GeC8FeF8EeF8DeC8Jex6IvhFXcBTfBNlB8qB+r?BasB,v115@5gD8GeC8FeF8EeF8DeC8Je06IvhFthB2kB3lBZmBzr?B6qB,v115@5gD8GeC8FeF8EeF8DeC8JeK/IvhFfgB8gBthB2rBTl?BRwB,v115@5gD8GeC8FeF8EeF8DeC8JeT6IvhF0bBthBykB3lB2r?BRwB,v115@5gD8GeC8FeF8EeF8DeC8JeO/IvhFthBflB0gBZmB6q?BzrB,v115@5gD8GeC8FeF8EeF8DeC8JeT6IvhF0cB/mBxkBOlBtq?BywB,v115@5gD8GeC8FeF8EeF8DeC8JeT6IvhFthBmgBxkB/qBUm?BywB,v115@5gD8GeC8FeF8EeF8DeC8JeT6IvhFxbBykB3hB9qBmr?BUrB,v115@5gD8GeC8FeF8EeF8DeC8JeK/IvhFRbBthB3gBerBUl?BzrB,v115@5gD8GeC8FeF8EeF8DeC8Jei6IvhFzbBxkBerBfsBUl?BtrB,v115@5gD8GeC8FeF8EeF8DeC8JeT6IvhFmbBxkByqBfsBtr?B0qB,v115@5gD8GeC8FeF8EeF8DeC8Jex6IvhFygBTfBmlBfsB0q?BtrB,v115@5gD8GeC8FeF8EeF8DeC8Jem7IvhFthBxfBTfB/qBUm?BywB,v115@5gD8GeC8FeF8EeF8DeC8JeK/IvhFzaBRhB3gB0qBmr?B9rB
JOISLTZ,O,O,X,X,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X
JOISLZT,X,X,X,X,O,X,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X
JOISZTL,X,X,X,X,O,X,O,X,X,O,X,X,O,X,X,X,X,X,X,O,X,X
JOISZLT,X,X,X,X,O,X,O,X,X,X,X,X,X,X,X,X,X,X,X,O,X,X
JOIZTLS,X,O,X,O,X,O,X,X,O,X,X,X,X,X,X,X,X,X,X,X,X,X
JOIZTSL,O,O,O,O,X,O,X,X,O,O,X,X,X,X,X,X,X,X,X,X,X,X
JOIZLTS,O,O,X,X,X,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X
JOIZLST,O,X,X,X,X,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X
JOIZSTL,X,X,O,X,O,X,X,X,X,O,X,X,X,X,X,X,X,X,X,O,X,X
JOIZSLT,X,X,O,X,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X,O,X,X
JOLTISZ,O,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X,O,X,X,X,X,X
JOLTIZS,O,O,X,O,X,X,X,O,X,X,X,X,X,X,X,X,X,X,X,X,X,O
JOLTSIZ,O,O,X,X,O,X,X,X,X,O,X,X,X,X,X,X,O,X,X,X,X,X
JOLTSZI,O,O,X,O,O,X,X,O,X,O,X,X,O,X,X,X,O,X,X,X,X,X
JOLTZIS,O,O,X,O,X,O,X,O,O,X,X,X,X,X,X,X,X,X,X,X,X,O
JOLTZSI,O,O,O,O,X,O,X,O,O,O,X,X,X,X,X,X,O,X,X,X,X,X
JOLITSZ,O,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X,O,X,X,X,X,X
JOLITZS,O,O,X,O,X,X,X,O,X,X,X,X,X,X,X,X,X,X,X,X,X,O
JOLISTZ,O,O,X,X,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X
JOLISZT,O,X,X,X,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,O
JOLIZTS,O,O,X,O,X,X,X,O,X,X,X,X,X,X,X,X,X,X,X,X,X,O
JOLIZST,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,O
JOLSTIZ,O,O,X,X,O,X,X,X,X,O,X,X,X,X,X,X,O,X,X,X,X,X
JOLSTZI,O,O,X,O,O,X,X,O,X,O,X,X,O,X,X,X,O,X,X,X,X,X
JOLSITZ,O,O,X,X,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X
JOLSIZT,O,X,X,O,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,O
JOLSZTI,O,X,X,O,O,O,X,O,X,O,X,X,O,X,X,X,X,X,X,X,X,X
JOLSZIT,O,X,X,O,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,O
JOLZTIS,O,O,X,O,X,O,X,O,O,X,X,X,X,X,X,X,X,X,X,X,X,O
JOLZTSI,O,O,O,O,X,O,X,O,O,O,X,X,X,X,X,X,O,X,X,X,X,X
JOLZITS,O,O,X,O,X,O,X,O,X,X,X,X,X,X,X,X,X,X,X,X,X,O
JOLZIST,O,X,X,X,X,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,O
JOLZSTI,O,X,O,O,X,O,X,O,X,O,X,X,X,X,X,X,X,X,X,X,X,X
JOLZSIT,O,X,O,O,X,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,O
JOSTILZ,O,O,X,X,O,X,X,X,X,O,X,X,X,X,X,O,O,X,X,X,X,X
JOSTIZL,O,O,X,X,O,X,X,X,X,O,X,X,O,X,X,X,X,X,X,X,X,X
JOSTLIZ,O,O,X,X,O,X,X,X,X,O,X,X,X,X,X,O,O,X,X,X,X,X
JOSTLZI,O,O,O,X,O,X,X,O,X,O,X,X,O,X,X,O,O,X,X,X,X,X
JOSTZIL,O,O,O,O,O,O,X,X,O,O,X,X,O,X,X,X,X,X,X,X,X,X
JOSTZLI,O,O,O,O,O,O,X,X,O,O,X,X,O,X,X,X,O,X,X,X,X,X
JOSITLZ,O,O,X,X,O,X,X,X,X,O,X,X,X,X,X,O,X,X,X,X,X,X
JOSITZL,O,O,X,X,O,X,X,X,X,O,X,X,O,X,X,X,X,X,X,X,X,X
JOSILTZ,O,O,X,X,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X
JOSILZT,X,X,X,O,O,X,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X
JOSIZTL,X,X,X,O,O,X,O,X,X,O,X,X,O,X,X,X,X,X,X,O,X,X
JOSIZLT,X,X,X,X,O,X,O,X,X,X,X,X,X,X,X,X,X,X,X,O,X,X
JOSLTIZ,O,O,X,X,O,X,X,X,X,O,X,X,X,X,X,X,O,X,X,X,X,X
JOSLTZI,O,O,O,O,O,X,X,O,X,O,X,X,O,X,X,X,O,X,X,X,X,X
JOSLITZ,O,O,X,X,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X
JOSLIZT,X,X,X,O,O,X,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X
JOSLZTI,X,X,O,O,O,X,X,O,X,O,X,X,O,X,X,X,X,X,X,X,X,X
JOSLZIT,X,X,O,O,O,X,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X
JOSZTIL,X,X,O,O,O,O,X,X,O,O,X,X,O,X,X,X,X,X,X,O,X,X
JOSZTLI,X,X,O,O,O,O,X,X,O,O,X,X,O,X,X,X,X,X,X,O,X,X
JOSZITL,X,X,O,O,O,X,O,X,X,O,X,X,O,X,X,X,X,X,X,O,X,X
JOSZILT,X,X,O,X,O,X,O,X,X,X,X,X,X,X,X,X,X,X,X,O,X,X
JOSZLTI,X,X,O,X,O,O,X,X,X,O,X,X,O,X,X,X,X,X,X,O,X,X
JOSZLIT,X,X,O,X,O,O,O,X,X,X,X,X,X,X,X,X,X,X,X,O,X,X
JOZTILS,X,O,X,O,X,O,X,X,O,X,X,X,X,X,X,X,X,X,X,X,X,X
JOZTISL,O,O,O,O,X,O,X,X,O,O,X,X,X,X,X,X,X,X,X,X,X,X
JOZTLIS,X,O,X,O,X,O,X,O,O,X,X,X,X,X,X,X,X,X,X,X,X,X
JOZTLSI,X,O,O,O,X,O,X,O,O,O,X,X,X,X,X,X,O,X,X,X,X,X
JOZTSIL,O,O,O,O,O,O,X,X,O,O,X,X,O,X,X,X,X,X,X,X,X,X
JOZTSLI,O,O,O,O,O,O,X,X,O,O,X,X,O,X,X,X,O,X,X,X,X,X
JOZITLS,X,O,X,O,X,O,X,X,O,X,X,X,X,X,X,X,X,X,X,X,X,X
JOZITSL,O,O,O,O,X,O,X,X,O,O,X,X,X,X,X,X,X,X,X,X,X,X
JOZILTS,O,O,X,X,X,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,O
JOZILST,O,X,X,X,X,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,O
JOZISTL,X,X,O,X,O,X,O,X,X,O,X,X,X,X,X,X,X,X,X,O,X,X
JOZISLT,X,X,O,X,O,X,O,X,X,X,X,X,X,X,X,X,X,X,X,O,X,X
JOZLTIS,O,O,X,O,X,O,X,O,O,X,X,X,X,X,X,X,X,X,X,X,X,O
JOZLTSI,O,O,O,O,X,O,X,O,O,O,X,X,X,X,X,X,O,X,X,X,X,X
JOZLITS,O,O,X,O,X,O,X,O,X,X,X,X,X,X,X,X,X,X,X,X,X,O
JOZLIST,O,X,X,X,X,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,O
JOZLSTI,O,X,O,O,X,O,X,O,X,O,X,X,X,X,X,X,X,X,X,X,X,X
JOZLSIT,O,X,O,X,X,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,O
JOZSTIL,X,X,O,O,O,O,X,X,O,O,X,X,O,X,X,X,X,X,X,O,X,X
JOZSTLI,X,X,O,O,O,O,X,X,O,O,X,X,O,X,X,X,X,X,X,O,X,X
JOZSITL,X,X,O,O,O,X,O,X,O,O,X,X,O,X,X,X,X,X,X,O,X,X
JOZSILT,X,X,O,X,O,X,O,X,X,X,X,X,X,X,X,X,X,X,X,O,X,X
JOZSLTI,X,X,O,X,O,O,X,X,X,O,X,X,O,X,X,X,X,X,X,O,X,X
JOZSLIT,X,X,O,X,O,O,O,X,X,X,X,X,X,X,X,X,X,X,X,O,X,X
STILJZO,X,X,X,X,X,X,X,X,X,X,O,O,X,X,X,O,X,O,O,X,O,X
STILJOZ,X,X,X,X,O,X,X,X,X,X,O,O,X,X,O,O,X,X,O,X,O,X
STILZJO,X,X,O,O,X,X,X,X,X,X,O,O,X,X,X,X,X,X,O,X,O,X
STILZOJ,X,X,X,O,O,X,X,X,X,X,X,O,X,X,X,O,X,X,O,X,O,X
STILOJZ,X,X,X,X,O,X,X,X,X,X,O,O,X,X,O,O,X,X,O,X,O,X
STILOZJ,X,X,X,O,O,X,X,X,X,X,X,O,X,X,X,O,X,X,O,X,X,X
STIJLZO,O,X,X,X,X,X,X,X,X,X,O,O,X,X,X,O,X,O,X,X,X,X
STIJLOZ,X,X,X,X,X,X,X,X,X,X,O,O,X,X,X,O,X,X,X,X,O,X
STIJZLO,O,X,X,O,X,X,X,X,X,X,O,O,O,X,X,O,X,O,X,X,X,X
STIJZOL,O,X,X,O,X,X,X,X,X,X,X,X,O,X,X,X,X,O,X,X,O,X
STIJOLZ,O,X,X,X,X,X,X,X,X,X,X,X,X,X,O,O,X,X,X,X,O,X
STIJOZL,O,X,X,O,X,X,X,X,X,X,X,X,O,X,O,X,X,X,X,X,O,X
STIZLJO,X,X,O,O,X,X,X,X,X,X,X,O,X,X,X,X,X,X,X,X,O,X
STIZLOJ,X,X,X,O,X,X,X,X,X,X,X,O,X,X,X,O,X,X,X,X,X,X
STIZJLO,O,X,O,O,X,X,X,X,O,X,X,O,O,X,X,X,X,X,X,X,O,X
STIZJOL,O,X,X,O,X,X,X,X,O,X,X,X,O,X,X,X,X,X,X,X,O,X
STIZOLJ,O,X,X,O,X,X,X,X,X,X,X,O,X,X,X,X,X,X,X,X,X,X
STIZOJL,O,X,X,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,O,X
STIOLJZ,X,X,X,X,O,X,X,X,X,X,X,O,X,X,O,O,X,X,O,X,X,X
STIOLZJ,O,X,X,O,O,X,X,X,X,X,X,O,X,X,X,O,X,X,O,X,X,X
STIOJLZ,O,X,X,X,O,X,X,X,X,X,X,X,X,X,O,X,X,X,X,X,O,X
STIOJZL,O,X,X,O,X,X,X,X,X,X,X,X,O,X,O,X,X,X,X,X,O,X
STIOZLJ,O,X,X,O,O,X,X,X,X,X,X,O,X,X,X,X,X,X,X,X,X,X
STIOZJL,O,X,X,O,X,X,X,X,X,X,X,X,O,X,X,X,X,X,X,X,X,X
STLIJZO,X,X,X,X,X,X,X,X,X,X,O,O,X,X,X,O,X,X,O,X,O,X
STLIJOZ,X,X,X,X,O,X,X,X,X,X,O,O,X,X,O,O,X,X,O,X,O,X
STLIZJO,X,X,O,O,X,X,X,X,X,X,O,O,X,X,X,X,X,X,O,X,O,X
STLIZOJ,X,X,X,O,O,X,X,X,X,X,X,O,X,X,X,O,X,X,O,X,O,X
STLIOJZ,X,X,X,X,O,X,X,X,X,X,O,O,X,X,O,O,X,X,O,X,O,X
STLIOZJ,X,X,X,O,O,X,X,X,X,X,X,O,X,X,X,O,X,X,O,X,X,X
STLJIZO,O,X,X,X,X,X,O,X,X,X,O,X,X,X,X,O,O,X,X,X,O,X
STLJIOZ,X,X,X,X,O,X,X,X,X,X,O,X,X,X,X,O,O,X,X,X,O,X
STLJZIO,O,O,O,O,X,X,O,O,X,X,X,X,O,X,X,O,O,X,X,X,X,X
STLJZOI,O,X,O,O,X,X,X,O,X,X,X,X,X,X,X,O,O,X,X,X,X,X
STLJOIZ,O,X,X,X,O,X,X,X,X,X,X,X,X,X,X,O,O,X,X,X,X,X
STLJOZI,O,X,X,O,X,X,X,X,X,X,X,X,O,X,X,O,O,X,X,X,X,X
STLZIJO,X,O,O,O,X,X,O,X,X,X,O,X,X,X,X,X,X,X,X,X,O,X
STLZIOJ,X,O,X,O,O,X,X,X,X,X,X,X,X,X,X,O,X,X,X,X,O,X
STLZJIO,O,O,O,O,X,X,X,X,X,X,X,X,O,X,X,O,X,X,X,X,O,X
STLZJOI,O,X,O,O,X,X,X,X,X,X,X,X,X,X,X,O,X,X,X,X,O,X
STLZOIJ,O,O,X,O,O,X,X,X,X,X,X,X,X,X,X,O,X,X,X,X,O,X
STLZOJI,O,O,O,O,X,X,X,X,X,X,X,X,X,X,X,O,X,X,X,X,O,X
STLOIJZ,X,O,X,X,O,X,X,X,X,X,O,O,X,X,X,O,X,X,X,X,O,X
STLOIZJ,O,X,X,O,O,X,X,X,X,X,X,O,X,X,X,O,X,X,X,X,X,X
STLOJIZ,O,O,X,X,O,X,X,X,X,X,X,X,X,X,X,O,O,X,X,X,X,X
STLOJZI,O,O,X,O,X,X,X,O,X,X,X,X,O,X,X,O,O,X,X,X,X,X
STLOZIJ,O,O,X,O,O,X,X,X,X,X,X,X,X,X,X,O,X,X,X,X,X,X
STLOZJI,O,O,O,O,X,X,X,X,X,X,X,X,O,X,X,O,X,X,X,X,X,X
STJILZO,O,X,X,X,O,X,O,X,X,X,X,X,X,X,X,O,O,O,X,X,X,X
STJILOZ,X,X,X,X,O,X,X,X,X,X,X,X,X,X,X,O,O,X,X,X,O,X
STJIZLO,O,X,X,O,X,X,O,X,X,X,X,X,O,X,X,O,X,O,X,X,X,X
STJIZOL,O,X,X,O,X,X,O,X,X,X,X,X,O,X,X,X,X,O,X,X,O,X
STJIOLZ,O,X,X,X,O,X,X,X,X,X,X,X,X,X,X,O,X,X,X,X,O,X
STJIOZL,O,X,X,O,O,X,X,X,X,X,X,X,O,X,X,X,X,X,X,X,O,X
STJLIZO,O,X,X,X,O,X,O,X,X,X,X,X,X,X,X,O,O,X,X,X,O,X
STJLIOZ,X,X,X,X,O,X,X,X,X,X,X,X,X,X,X,O,O,X,X,X,O,X
STJLZIO,O,O,O,X,O,X,O,O,X,X,X,X,O,X,X,O,O,X,X,X,X,X
STJLZOI,O,X,O,X,O,X,X,O,X,X,X,X,X,X,X,O,O,X,X,X,X,X
STJLOIZ,O,X,X,X,O,X,X,X,X,X,X,X,X,X,X,O,O,X,X,X,X,X
STJLOZI,O,X,X,X,O,X,X,X,X,X,X,X,O,X,X,O,O,X,X,X,X,X
STJZILO,O,X,O,O,O,O,O,X,O,X,X,X,O,X,X,O,X,X,X,X,X,X
STJZIOL,O,O,X,O,O,X,O,X,O,X,X,X,O,X,X,X,X,X,X,X,X,X
STJZLIO,O,X,O,O,O,O,O,X,O,X,X,X,O,X,X,O,O,X,X,X,X,X
STJZLOI,O,X,O,O,O,O,X,X,O,X,X,X,X,X,X,O,O,X,X,X,X,X
STJZOIL,O,X,O,O,O,X,X,X,O,O,X,X,O,X,X,X,X,X,X,X,X,X
STJZOLI,O,X,O,O,O,X,X,X,O,O,X,X,O,X,X,X,X,X,X,X,X,X
STJOILZ,O,X,X,X,O,X,X,X,X,O,X,X,X,X,X,O,X,X,X,X,X,X
STJOIZL,O,X,X,O,O,X,X,X,X,O,X,X,O,X,X,X,X,X,X,X,X,X
STJOLIZ,O,X,X,X,O,X,X,X,X,O,X,X,X,X,X,O,O,X,X,X,X,X
STJOLZI,O,X,X,X,O,X,X,X,X,O,X,X,O,X,X,O,O,X,X,X,X,X
STJOZIL,O,X,O,O,O,O,X,X,O,O,X,X,O,X,X,X,X,X,X,X,X,X
STJOZLI,O,X,O,O,O,O,X,X,O,O,X,X,O,X,X,X,X,X,X,X,X,X
STZILJO,X,X,O,O,X,O,O,X,X,X,X,X,X,X,X,X,X,X,X,X,O,X
STZILOJ,X,X,X,O,X,O,X,X,X,X,X,X,X,X,X,O,X,X,X,X,X,X
STZIJLO,O,X,O,O,X,O,O,X,O,X,X,X,O,X,X,X,X,X,X,X,O,X
STZIJOL,O,O,X,O,X,X,O,X,O,X,X,X,O,X,X,X,X,X,X,X,O,X
STZIOLJ,O,X,X,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X
STZIOJL,O,O,X,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,O,X
STZLIJO,X,X,O,O,X,O,O,X,X,X,X,X,X,X,X,X,X,X,X,X,O,X
STZLIOJ,X,X,X,O,O,O,X,X,X,X,X,X,X,X,X,O,X,X,X,X,X,X
STZLJIO,O,X,O,X,X,O,X,X,X,X,X,X,O,X,X,O,X,X,X,X,O,X
STZLJOI,O,X,O,X,X,O,X,X,X,X,X,X,X,X,X,O,X,X,X,X,X,X
STZLOIJ,O,X,X,O,O,O,X,X,X,X,X,X,X,X,X,O,X,X,X,X,X,X
STZLOJI,O,X,O,X,X,O,X,X,X,X,X,X,X,X,X,O,X,X,X,X,X,X
STZJILO,O,X,O,O,X,O,X,X,O,X,X,X,O,X,X,X,X,X,X,X,O,X
STZJIOL,O,O,X,O,X,X,X,X,O,X,X,X,O,X,X,X,X,X,X,X,O,X
STZJLIO,O,X,O,O,X,O,X,X,O,X,X,X,O,X,X,X,X,X,X,X,O,X
STZJLOI,O,X,O,O,X,O,X,X,O,X,X,X,X,X,X,X,X,X,X,X,X,X
STZJOIL,O,X,O,O,X,X,X,X,O,X,X,X,O,X,X,X,X,X,X,O,O,X
STZJOLI,O,X,O,O,X,X,X,X,O,X,X,X,O,X,X,X,X,X,X,O,X,X
STZOILJ,O,X,O,O,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X
STZOIJL,O,O,O,O,X,X,X,X,O,X,X,X,O,X,X,X,X,X,X,O,O,X
STZOLIJ,O,X,O,O,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X
STZOLJI,O,X,O,X,X,X,X,X,X,X,X,X,O,X,X,X,X,X,X,X,X,X
STZOJIL,O,O,O,O,X,X,X,X,O,X,X,X,O,X,X,X,X,X,X,O,O,X
STZOJLI,O,O,O,O,X,X,X,X,O,X,X,X,O,X,X,X,X,X,X,O,X,X
STOILJZ,X,X,X,X,O,X,X,X,X,X,X,X,X,X,X,O,X,X,X,X,X,X
STOILZJ,O,X,O,O,O,X,X,X,X,X,X,X,X,X,X,O,X,X,X,X,X,X
STOIJLZ,O,O,X,X,O,X,X,X,X,O,X,X,X,X,X,X,X,X,X,X,O,X
STOIJZL,O,O,X,O,O,X,X,X,X,O,X,X,O,X,X,X,X,X,X,X,O,X
STOIZLJ,O,X,O,O,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X
STOIZJL,O,X,O,O,X,X,X,X,O,X,X,X,O,X,X,X,X,X,X,O,X,X
STOLIJZ,X,O,X,X,O,X,X,X,X,X,X,X,X,X,X,O,X,X,X,X,O,X
STOLIZJ,O,X,O,O,O,X,X,X,X,X,X,X,X,X,X,O,X,X,X,X,X,X
STOLJIZ,O,O,X,X,O,X,X,X,X,O,X,X,X,X,X,O,O,X,X,X,X,X
STOLJZI,O,O,O,O,X,X,X,O,X,O,X,X,O,X,X,O,O,X,X,X,X,X
STOLZIJ,O,O,O,O,O,X,X,X,X,X,X,X,X,X,X,O,X,X,X,X,X,X
STOLZJI,O,O,O,O,X,X,X,X,X,X,X,X,O,X,X,O,X,X,X,X,X,X
STOJILZ,O,O,X,X,O,X,X,X,X,O,X,X,X,X,X,X,O,X,X,X,X,X
STOJIZL,O,O,X,O,O,X,X,X,X,O,X,X,O,X,X,X,X,X,X,X,X,X
STOJLIZ,O,O,X,X,O,X,X,X,X,O,X,X,X,X,X,X,O,X,X,X,X,X
STOJLZI,O,O,O,X,O,X,X,O,X,O,X,X,O,X,X,X,O,X,X,X,X,X
STOJZIL,O,O,O,O,O,O,X,X,O,O,X,X,O,X,X,X,X,X,X,X,X,X
STOJZLI,O,O,O,O,O,O,X,X,O,O,X,X,O,X,X,X,O,X,X,X,X,X
STOZILJ,O,X,O,O,O,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X
STOZIJL,O,O,O,O,X,O,X,X,O,X,X,X,O,X,X,X,X,X,X,O,X,X
STOZLIJ,O,X,O,O,O,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X
STOZLJI,O,X,O,X,X,O,X,X,X,X,X,X,O,X,X,X,X,X,X,X,X,X
STOZJIL,O,O,O,O,X,O,X,X,O,O,X,X,O,X,X,X,X,X,X,O,X,X
STOZJLI,O,O,O,O,X,O,X,X,O,O,X,X,O,X,X,X,X,X,X,O,X,X
SITLJZO,X,X,X,X,X,X,X,X,X,X,O,O,X,X,X,O,X,O,O,X,O,X
SITLJOZ,X,X,X,X,O,X,X,X,X,X,O,O,X,X,O,O,X,X,O,X,O,X
SITLZJO,X,X,O,X,X,X,X,X,X,X,O,O,X,X,X,X,X,X,O,X,O,X
SITLZOJ,X,X,X,X,O,X,X,X,X,X,X,O,X,X,X,O,X,X,O,X,O,X
SITLOJZ,X,X,X,X,O,X,X,X,X,X,O,O,X,X,O,O,X,X,O,X,O,X
SITLOZJ,X,X,X,X,O,X,X,X,X,X,X,O,X,X,X,O,X,X,O,X,X,X
SITJLZO,X,X,X,X,X,X,X,X,X,X,O,O,X,X,X,O,X,O,X,X,X,X
SITJLOZ,X,X,X,X,X,X,X,X,X,X,O,O,X,X,X,O,X,X,X,X,O,X
SITJZLO,X,X,X,X,X,X,X,X,X,X,O,O,O,X,X,O,X,O,X,X,X,X
SITJZOL,X,X,X,X,X,X,X,X,X,X,X,X,O,X,X,X,X,O,X,X,O,X
SITJOLZ,X,X,X,X,X,X,X,X,X,X,X,X,X,X,O,O,X,X,X,X,O,X
SITJOZL,X,X,X,X,X,X,X,X,X,X,X,X,O,X,O,X,X,X,X,X,O,X
SITZLJO,X,X,O,X,X,X,X,X,X,X,X,O,X,X,X,X,X,X,X,X,O,X
SITZLOJ,X,X,X,X,X,X,X,X,X,X,X,O,X,X,X,O,X,X,X,X,X,X
SITZJLO,X,X,O,X,X,X,X,X,X,X,X,O,O,X,X,X,X,X,X,X,O,X
SITZJOL,X,X,X,X,X,X,X,X,X,X,X,X,O,X,X,X,X,X,X,X,O,X
SITZOLJ,X,X,X,X,X,X,X,X,X,X,X,O,X,X,X,X,X,X,X,X,X,X
SITZOJL,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,O,X
SITOLJZ,X,X,X,X,O,X,X,X,X,X,X,O,X,X,O,O,X,X,O,X,X,X
SITOLZJ,X,X,X,X,O,X,X,X,X,X,X,O,X,X,X,O,X,X,O,X,X,X
SITOJLZ,X,X,X,X,O,X,X,X,X,X,X,X,X,X,O,X,X,X,X,X,O,X
SITOJZL,X,X,X,X,X,X,X,X,X,X,X,X,O,X,O,X,X,X,X,X,O,X
SITOZLJ,X,X,X,X,O,X,X,X,X,X,X,O,X,X,X,X,X,X,X,X,X,X
SITOZJL,X,X,X,X,X,X,X,X,X,X,X,X,O,X,X,X,X,X,X,X,X,X
SILTJZO,X,X,X,X,X,X,X,X,X,X,O,O,X,O,X,X,X,O,O,X,O,X
SILTJOZ,X,X,X,X,X,X,X,X,X,X,O,O,X,O,O,O,X,X,O,X,O,X
SILTZJO,X,X,O,X,X,X,X,X,X,X,O,O,X,O,X,X,X,X,O,X,O,X
SILTZOJ,X,X,X,X,X,X,X,X,X,X,X,O,X,O,X,O,X,X,O,X,O,X
SILTOJZ,X,X,X,X,X,X,X,X,X,X,O,O,X,O,O,O,X,X,O,X,O,X
SILTOZJ,X,X,X,X,X,X,X,X,X,X,X,O,X,O,X,O,X,X,O,X,X,X
SILJTZO,X,X,X,X,X,X,O,X,X,X,O,O,X,O,X,O,X,O,O,X,O,X
SILJTOZ,X,X,X,X,X,X,X,X,X,X,O,O,X,O,X,O,X,X,O,X,O,X
SILJZTO,X,X,X,X,X,X,O,X,X,X,O,X,X,O,X,X,X,O,O,X,O,X
SILJZOT,X,X,X,X,X,X,O,X,X,X,X,X,X,O,X,X,X,O,O,X,X,X
SILJOTZ,X,X,X,X,X,X,X,X,X,X,O,O,X,O,X,X,X,X,O,X,X,X
SILJOZT,X,X,X,X,X,X,O,X,X,X,X,X,X,O,X,X,X,O,O,X,X,O
SILZTJO,X,X,O,X,X,X,O,X,X,X,O,O,X,O,X,X,X,X,O,X,O,X
SILZTOJ,X,X,X,X,X,X,X,X,X,X,X,O,X,O,X,X,X,X,O,X,O,X
SILZJTO,X,X,O,X,X,X,O,X,X,X,O,X,X,O,X,X,X,O,O,X,O,X
SILZJOT,X,X,X,X,X,X,O,X,X,X,X,X,X,O,X,X,X,O,O,X,X,X
SILZOTJ,X,X,X,X,X,X,X,X,X,X,X,O,X,O,X,X,X,X,O,X,O,X
SILZOJT,X,X,X,X,X,X,O,X,X,X,X,X,X,O,X,X,X,X,O,X,X,X
SILOTJZ,X,X,X,X,X,X,X,X,X,X,O,O,X,O,O,X,X,X,O,X,O,X
SILOTZJ,X,X,X,X,X,X,X,X,X,X,X,O,X,O,X,X,X,X,O,X,X,X
SILOJTZ,X,X,X,X,X,X,X,X,X,X,O,O,X,O,X,X,X,X,O,X,X,X
SILOJZT,X,X,X,X,X,X,X,X,X,X,X,X,X,O,X,X,X,O,O,X,X,O
SILOZTJ,X,X,X,X,X,X,X,X,X,X,X,O,X,O,X,X,X,X,O,X,O,X
SILOZJT,X,X,X,X,X,X,X,X,X,X,X,X,X,O,X,X,X,X,O,X,X,X
