sequence,v115@zgA8FeD8GeC8GeC8EeG8CeD8Je37IvhFUdBFlBxmBu?kBCrBTrB,v115@zgA8FeD8GeC8GeC8EeG8CeD8Jeu/IvhFRcBcmBTiBX?lBllBSwB,v115@zgA8FeD8GeC8GeC8EeG8CeD8Je5/IvhFTcB/iBOlBl?mBUrB6qB,v115@zgA8FeD8GeC8GeC8EeG8CeD8JeR7IvhF3cBTiBUlBG?mBClBVwB,v115@zgA8FeD8GeC8GeC8EeG8CeD8Je5/IvhF0bBlcBTiB6?rBmqB/qB,v115@zgA8FeD8GeC8GeC8EeG8CeD8Je5/IvhFKgBWhBTiBl?hB/rB0qB,v115@zgA8FeD8GeC8GeC8EeG8CeD8JeR7IvhF3cBFgBTiBW?qBUmBSwB,v115@zgA8FeD8GeC8GeC8EeG8CeD8JeR7IvhFUdBukBFhBT?lBXrBCsB,v115@zgA8FeD8GeC8GeC8EeG8CeD8Jeu/IvhFUcB/iBTgBl?mBRqBSwB,v115@zgA8FeD8GeC8GeC8EeG8CeD8JeR7IvhFUdBXhBzkBC?nBGlBVwB,v115@zgA8FeD8GeC8GeC8EeG8CeD8Je5/IvhFlcBOlB/mBT?iBUrB6qB,v115@zgA8FeD8GeC8GeC8EeG8CeD8JeR7IvhFGgBSnBzkB8?qBlmB3rB,v115@zgA8FeD8GeC8GeC8EeG8CeD8JeG7IvhFUdBzfBSqBx?mB/mBVwB,v115@zgA8FeD8GeC8GeC8EeG8CeD8JeR7IvhFzcBukB1lBS?nB/rB0qB,v115@zgA8FeD8GeC8GeC8EeG8CeD8JeU7IvhF/iBWlBlmBR?qBTrBCrB,v115@zgA8FeD8GeC8GeC8EeG8CeD8Je/CJvhFqkBxgB0lBl?mBGqBTrB,v115@zgA8FeD8GeC8GeC8EeG8CeD8Je/CJvhFqkBxgBUgBl?mBzqBGrB,v115@zgA8FeD8GeC8GeC8EeG8CeD8JeT8IvhF/iBCgBUgBl?mBRqBWwB,v115@zgA8FeD8GeC8GeC8EeG8CeD8Je/CJvhFWlBxgBlmBz?kBUrBCrB,v115@zgA8FeD8GeC8GeC8EeG8CeD8Jez6IvhFShB/iBlmBR?qBGqBUrB,v115@zgA8FeD8GeC8GeC8EeG8CeD8JeR7IvhF/iBSlBlmBc?mBzkBWwB
STOJLZI,X,O,X,O,X,X,X,O,X,X,X,X,X,X,X,X,X,X,X,X,X
STOJZIL,X,X,O,O,X,X,X,O,X,X,X,X,X,X,X,X,X,X,X,X,X
STOJZLI,X,X,O,O,X,X,X,O,X,X,X,X,X,X,X,X,X,X,X,X,X
STOZILJ,X,X,O,O,X,X,X,O,O,X,X,X,X,X,X,X,X,O,X,X,X
STOZIJL,X,X,O,O,X,X,X,O,O,X,X,X,X,X,X,X,X,X,O,X,X
STOZLIJ,X,X,O,O,X,X,X,O,X,X,X,X,X,X,X,X,O,X,X,X,X
STOZLJI,X,X,O,O,X,X,X,O,X,X,X,X,X,X,X,X,X,X,X,X,X
STOZJIL,X,X,O,O,X,X,X,O,X,X,X,X,X,X,X,X,X,X,O,X,X
STOZJLI,X,X,O,O,X,X,X,O,X,X,X,X,X,X,X,X,X,X,X,X,X
SITLJZO,O,X,X,X,X,X,X,X,X,X,X,X,X,X,O,O,O,X,X,O,X
SITLJOZ,O,X,X,X,X,X,X,X,X,X,X,X,X,X,O,X,X,O,X,O,X
SITLZJO,O,X,O,X,X,X,X,O,X,X,X,X,X,X,X,O,O,X,X,O,X
SITLZOJ,O,X,O,X,X,X,X,O,O,X,X,X,X,X,X,O,O,O,X,X,X
SITLOJZ,O,X,X,X,X,X,X,X,O,X,X,X,O,X,X,X,X,O,X,O,X
SITLOZJ,O,X,O,X,X,X,X,X,O,X,X,X,O,X,X,O,O,O,X,X,X
SITJLZO,O,X,X,X,X,X,X,O,X,X,X,X,X,X,O,X,X,X,X,O,X
SITJLOZ,O,X,X,X,X,X,X,X,X,X,X,X,X,X,O,X,X,O,X,O,X
SITJZLO,O,X,O,X,X,X,X,O,X,X,X,X,X,X,O,X,X,X,X,O,X
SITJZOL,O,X,O,X,X,X,X,O,O,X,X,X,X,X,O,X,X,X,X,O,X
SITJOLZ,X,X,X,X,X,X,X,X,O,X,X,X,X,X,O,X,X,O,X,O,X
SITJOZL,O,X,O,X,X,X,X,O,O,X,X,X,X,X,O,X,X,X,X,O,X
SITZLJO,O,X,O,X,X,X,X,O,X,X,X,X,X,X,X,X,X,X,O,O,X
SITZLOJ,O,X,O,X,X,O,X,O,O,X,X,X,X,X,X,X,X,O,X,X,X
SITZJLO,O,X,O,X,X,X,X,O,X,X,X,X,X,X,O,X,X,X,O,O,X
SITZJOL,O,X,O,X,X,X,X,O,O,X,X,X,X,X,O,X,X,X,O,O,X
SITZOLJ,X,X,O,X,X,O,X,O,O,X,X,X,X,X,X,X,X,O,X,X,X
SITZOJL,O,X,O,X,X,X,X,O,O,X,X,X,X,X,X,X,X,X,O,X,X
SITOLJZ,X,X,X,X,X,X,X,X,O,X,X,X,X,X,X,X,X,O,X,O,X
SITOLZJ,X,X,O,X,X,X,X,O,O,X,X,X,X,X,X,X,X,O,X,X,X
SITOJLZ,X,X,X,X,X,X,X,O,O,X,X,X,X,X,O,X,X,O,X,O,X
SITOJZL,O,X,O,X,X,X,X,O,O,X,X,X,X,X,O,X,X,X,X,O,X
SITOZLJ,X,X,O,X,X,O,X,O,O,X,X,X,X,X,X,X,X,O,X,X,X
SITOZJL,O,X,O,X,X,X,X,O,O,X,X,X,X,X,X,X,X,X,X,X,X
SILTJZO,O,X,X,X,O,X,X,X,X,X,X,X,X,X,O,O,O,X,X,O,X
SILTJOZ,O,X,X,X,O,X,X,X,X,X,X,X,X,X,O,X,X,O,X,O,X
SILTZJO,O,X,O,X,X,X,X,X,X,X,X,X,X,X,X,O,O,X,X,O,X
SILTZOJ,O,X,O,X,X,X,X,X,O,X,X,X,X,X,X,O,O,O,X,X,X
SILTOJZ,O,X,X,X,X,X,X,X,O,X,X,X,X,X,X,X,X,O,X,O,X
SILTOZJ,O,X,O,X,X,X,X,X,O,X,X,X,X,X,X,O,O,O,X,X,X
SILJTZO,X,X,X,X,O,X,X,X,X,X,X,X,X,X,O,X,X,X,X,X,X
SILJTOZ,X,X,X,X,O,X,X,X,X,X,X,X,X,X,O,X,X,O,X,X,X
SILJZTO,X,O,O,X,O,X,X,X,X,X,X,X,X,X,O,X,X,X,X,X,X
SILJZOT,X,O,X,X,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X
SILJOTZ,X,O,X,X,O,X,X,X,O,X,X,X,X,X,X,X,X,X,X,X,X
SILJOZT,X,O,X,X,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X
SILZTJO,O,O,O,X,X,X,X,X,X,X,X,X,X,X,X,O,X,X,X,X,X
SILZTOJ,O,X,O,X,X,O,X,X,X,X,X,X,X,X,X,O,X,O,X,X,X
SILZJTO,X,O,O,X,X,X,X,X,X,X,X,X,X,X,X,O,X,X,X,X,X
SILZJOT,X,O,X,X,X,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X
SILZOTJ,X,X,X,X,X,O,X,X,X,X,X,X,X,X,X,O,X,X,X,X,X
SILZOJT,X,O,X,X,X,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X
SILOTJZ,X,O,X,X,X,X,X,X,O,X,X,X,O,X,X,X,O,O,X,X,X
SILOTZJ,X,X,X,X,X,X,X,X,O,X,X,X,O,X,X,X,O,O,X,X,X
SILOJTZ,X,O,X,X,X,X,X,X,O,X,X,X,O,X,X,X,X,X,X,X,X
SILOJZT,X,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X
SILOZTJ,X,O,X,X,X,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X
SILOZJT,X,O,X,X,X,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X
SIJTLZO,X,X,X,X,X,X,X,O,X,X,X,X,X,X,O,X,X,X,X,O,O
SIJTLOZ,X,X,X,X,X,X,X,X,X,X,X,X,X,X,O,X,X,O,X,O,O
SIJTZLO,X,X,O,X,X,X,X,O,X,X,X,X,X,X,O,X,X,X,X,O,X
SIJTZOL,X,X,O,X,X,X,X,O,O,X,X,X,X,X,O,X,X,X,X,O,X
SIJTOLZ,X,X,X,X,X,X,X,X,O,X,X,X,X,X,O,X,X,O,X,O,X
SIJTOZL,X,X,O,X,X,X,X,O,O,X,X,X,X,X,O,X,X,X,X,O,X
SIJLTZO,X,X,X,X,O,X,X,O,X,X,X,X,X,X,O,X,X,X,X,X,O
SIJLTOZ,X,X,X,X,O,X,X,X,X,X,X,X,X,X,O,X,X,O,X,X,O
SIJLZTO,X,O,O,X,O,X,X,X,X,X,X,X,X,X,O,X,X,X,X,X,X
SIJLZOT,X,O,X,X,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X
SIJLOTZ,X,O,X,X,O,X,X,X,O,X,X,X,X,X,X,X,X,X,X,X,X
SIJLOZT,X,O,X,X,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X
SIJZTLO,X,X,O,X,X,X,X,O,X,X,X,X,X,X,O,X,X,X,X,X,X
SIJZTOL,X,X,O,X,X,X,X,O,X,X,X,X,X,X,O,X,X,X,X,X,X
SIJZLTO,X,X,O,X,X,X,X,X,X,X,X,X,X,X,O,X,X,X,X,X,X
SIJZLOT,X,X,X,X,X,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X
SIJZOTL,X,X,O,X,X,X,X,X,O,X,O,X,X,X,O,X,X,X,X,X,X
SIJZOLT,X,X,X,X,X,O,X,X,X,X,O,X,X,X,X,X,X,X,X,X,X
SIJOTLZ,X,O,X,X,X,X,X,X,O,X,X,X,X,X,O,X,X,X,X,X,X
SIJOTZL,X,X,X,X,X,X,X,O,O,X,X,X,X,X,O,X,X,X,X,X,X
SIJOLTZ,X,O,X,X,O,X,X,X,O,X,X,X,X,X,X,X,X,X,X,X,X
SIJOLZT,X,O,X,X,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X
SIJOZTL,X,X,O,X,X,X,X,X,O,X,O,X,X,X,O,X,X,X,X,X,X
SIJOZLT,X,O,X,X,X,O,X,X,X,X,O,X,X,X,X,X,X,X,X,X,X
SIZTLJO,O,X,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,O,O,X
SIZTLOJ,O,X,O,X,X,O,X,X,O,X,X,X,X,X,X,X,X,O,X,X,X
SIZTJLO,O,X,O,X,X,X,X,X,X,X,X,X,X,X,O,X,X,X,O,O,X
SIZTJOL,O,X,O,X,X,X,X,X,O,X,X,X,X,X,O,X,X,X,O,O,X
SIZTOLJ,X,X,O,X,X,O,X,X,O,X,X,X,X,X,X,X,X,O,X,X,X
SIZTOJL,O,X,O,X,X,X,X,X,O,X,X,X,X,X,X,X,X,X,O,X,X
SIZLTJO,O,X,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X
SIZLTOJ,O,X,O,X,X,O,X,X,X,X,X,X,X,X,X,X,X,O,X,X,X
SIZLJTO,X,X,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X
SIZLJOT,X,X,X,X,X,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X
SIZLOTJ,X,X,X,X,X,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X
SIZLOJT,X,X,X,X,X,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X
SIZJTLO,X,X,O,X,X,X,X,X,X,X,X,X,X,X,O,X,X,X,O,X,X
SIZJTOL,X,X,O,X,X,X,X,X,X,X,X,X,X,X,O,X,X,X,O,X,X
SIZJLTO,X,X,O,X,X,X,X,X,X,X,X,X,X,X,O,X,X,X,O,X,X
SIZJLOT,X,X,X,X,X,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X
SIZJOTL,X,X,O,X,X,X,X,X,O,X,O,X,X,X,O,X,X,X,O,X,X
SIZJOLT,X,X,X,X,X,O,X,X,X,X,O,X,X,X,X,X,X,X,X,X,X
SIZOTLJ,X,X,O,X,X,O,X,X,O,X,O,X,X,X,X,X,X,X,X,X,X
SIZOTJL,X,X,O,X,X,X,X,X,O,X,O,X,X,X,X,X,X,X,X,X,X
SIZOLTJ,X,X,X,X,X,O,X,X,X,X,O,X,X,X,X,X,X,X,X,X,X
SIZOLJT,X,X,X,X,X,O,X,X,X,X,O,X,X,X,X,X,X,X,X,X,X
SIZOJTL,X,X,O,X,X,X,X,X,O,X,O,X,X,X,X,X,X,X,X,X,X
SIZOJLT,X,X,X,X,X,O,X,X,X,X,O,X,X,X,X,X,X,X,X,X,X
SIOTLJZ,X,X,X,X,O,X,X,X,O,X,X,X,X,X,X,X,O,O,X,O,X
SIOTLZJ,X,X,O,X,X,X,X,O,O,X,X,X,X,X,X,X,O,O,X,X,X
SIOTJLZ,X,O,X,X,X,X,X,O,O,X,X,X,X,X,O,X,X,O,X,O,X
SIOTJZL,X,X,O,X,X,X,X,O,O,X,X,X,X,X,O,X,X,X,X,O,X
SIOTZLJ,X,X,O,X,X,O,X,O,O,X,X,X,X,X,X,X,X,O,X,X,X
SIOTZJL,X,X,O,X,X,X,X,O,O,X,X,X,X,X,X,X,X,X,X,X,X
SIOLTJZ,X,O,X,X,O,X,X,X,O,X,X,X,X,X,X,X,O,O,X,X,X
SIOLTZJ,X,X,X,X,X,X,X,X,O,X,X,X,X,X,X,X,O,O,X,X,X
SIOLJTZ,X,O,X,X,O,X,X,X,O,X,X,X,X,X,X,X,X,X,X,X,X
SIOLJZT,X,O,X,X,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X
SIOLZTJ,X,O,X,X,X,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X
SIOLZJT,X,O,X,X,X,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X
SIOJTLZ,X,O,X,X,X,X,X,O,O,X,X,X,X,X,O,X,X,X,X,X,X
SIOJTZL,X,X,X,X,X,X,X,O,O,X,X,X,X,X,O,X,X,X,X,X,X
SIOJLTZ,X,O,X,X,O,X,X,O,O,X,X,X,X,X,X,X,X,X,X,X,X
SIOJLZT,X,O,X,X,O,X,X,O,X,X,X,X,X,X,X,X,X,X,X,X,X
SIOJZTL,X,X,O,X,X,X,X,O,O,X,O,X,X,X,O,X,X,X,X,X,X
SIOJZLT,X,O,X,X,X,O,X,O,X,X,O,X,X,X,X,X,X,X,X,X,X
SIOZTLJ,X,X,O,X,X,O,X,X,O,X,O,X,X,X,X,X,X,X,X,X,X
SIOZTJL,X,X,O,X,X,X,X,X,O,X,O,X,X,X,X,X,X,X,X,X,X
SIOZLTJ,X,X,X,X,X,O,X,X,X,X,O,X,X,X,X,X,X,X,X,X,X
SIOZLJT,X,X,X,X,X,O,X,X,X,X,O,X,X,X,X,X,X,X,X,X,X
SIOZJTL,X,X,O,X,X,X,X,X,O,X,O,X,X,X,X,X,X,X,X,X,X
SIOZJLT,X,O,X,X,X,O,X,X,X,X,O,X,X,X,X,X,X,X,X,X,X
SLTIJZO,O,X,X,X,O,X,X,X,X,O,X,X,X,X,O,O,O,X,X,O,X
SLTIJOZ,O,X,X,X,O,X,X,X,X,X,X,X,X,X,O,X,X,O,X,O,X
SLTIZJO,O,X,O,X,X,X,X,O,X,O,X,X,X,X,X,O,O,X,X,O,X
SLTIZOJ,O,X,O,X,X,X,X,O,O,O,X,X,X,X,X,O,O,O,X,X,X
SLTIOJZ,O,X,X,X,X,X,X,X,O,O,X,X,O,X,X,X,X,O,X,O,X
SLTIOZJ,O,X,O,X,X,X,X,X,O,O,X,X,O,X,X,O,O,O,X,X,X
SLTJIZO,O,X,X,X,O,X,X,O,X,O,X,X,X,X,X,O,O,X,X,O,X
SLTJIOZ,O,X,X,X,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X,O,X
SLTJZIO,X,O,X,X,X,X,X,O,X,O,X,X,X,X,X,O,X,X,X,X,X
SLTJZOI,X,X,X,X,X,X,X,O,X,O,X,X,X,X,X,X,X,X,X,X,X
SLTJOIZ,X,O,X,X,X,X,X,X,X,O,X,X,X,X,X,X,X,X,X,X,X
SLTJOZI,X,O,X,X,X,X,X,X,X,O,X,X,X,X,X,X,X,X,X,X,X
SLTZIJO,O,O,O,X,X,X,X,O,X,O,X,X,X,X,X,O,O,X,O,O,X
SLTZIOJ,O,X,O,X,X,X,X,O,O,O,X,X,X,X,X,O,O,X,X,X,X
SLTZJIO,X,O,O,X,X,X,X,O,X,O,X,X,X,X,X,O,X,X,O,X,X
SLTZJOI,X,X,O,X,X,X,X,O,X,O,X,X,X,X,X,X,X,X,X,X,X
SLTZOIJ,X,X,O,X,X,X,X,O,X,O,X,X,X,X,X,O,X,X,X,X,X
SLTZOJI,X,X,O,X,X,X,X,O,X,O,X,X,X,X,X,X,X,X,X,X,X
SLTOIJZ,O,O,X,X,X,X,X,X,X,O,X,X,O,X,X,X,O,O,X,O,X
SLTOIZJ,O,X,O,X,X,X,X,O,X,O,X,X,O,X,X,O,O,O,X,X,X
SLTOJIZ,X,O,X,X,X,X,X,O,X,O,X,X,O,X,X,X,O,X,X,X,X
SLTOJZI,X,O,X,X,X,X,X,O,X,O,X,X,X,X,X,X,X,X,X,X,X
SLTOZIJ,X,O,O,X,X,X,X,O,X,O,X,X,X,X,X,O,O,X,X,X,X
SLTOZJI,X,O,O,X,X,X,X,O,X,O,X,X,X,X,X,X,X,X,X,X,X
SLITJZO,O,X,X,X,O,X,X,X,X,O,X,X,X,X,O,O,O,X,X,O,X
SLITJOZ,O,X,X,X,O,X,X,X,X,X,X,X,X,X,O,X,X,O,X,O,X
SLITZJO,O,X,O,X,X,X,X,X,X,O,X,X,X,X,X,O,O,X,X,O,X
SLITZOJ,O,X,O,X,X,X,X,X,O,O,X,X,X,X,X,O,O,O,X,X,X
SLITOJZ,O,X,X,X,X,X,X,X,O,O,X,X,X,X,X,X,X,O,X,O,X
SLITOZJ,O,X,O,X,X,X,X,X,O,O,X,X,X,X,X,O,O,O,X,X,X
SLIJTZO,X,X,X,X,O,X,X,X,X,X,X,X,X,X,O,X,X,X,X,X,X
SLIJTOZ,X,X,X,X,O,X,X,X,X,X,X,X,X,X,O,X,X,O,X,X,X
SLIJZTO,X,O,O,X,O,X,X,X,X,O,X,X,X,X,O,X,X,X,X,X,X
SLIJZOT,X,O,X,X,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X
SLIJOTZ,X,O,X,X,O,X,X,X,O,X,X,X,X,X,X,X,X,X,X,X,X
SLIJOZT,X,O,X,X,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X
SLIZTJO,O,O,O,X,X,X,X,X,X,O,X,X,X,X,X,O,X,X,X,X,X
SLIZTOJ,O,X,O,X,X,O,X,X,X,O,X,X,X,X,X,O,X,O,X,X,X
SLIZJTO,X,O,O,X,X,X,X,X,X,O,X,X,X,X,X,O,X,X,X,X,X
SLIZJOT,X,O,X,X,X,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X
SLIZOTJ,X,X,X,X,X,O,X,X,X,O,X,X,X,X,X,O,X,X,X,X,X
SLIZOJT,X,O,X,X,X,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X
SLIOTJZ,X,O,X,X,X,X,X,X,O,X,X,X,O,X,X,X,O,O,X,X,X
SLIOTZJ,X,X,X,X,X,X,X,X,O,X,X,X,O,X,X,X,O,O,X,X,X
SLIOJTZ,X,O,X,X,X,X,X,X,O,X,X,X,O,X,X,X,X,X,X,X,X
SLIOJZT,X,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X
SLIOZTJ,X,O,X,X,X,O,X,X,X,O,X,X,X,X,X,X,X,X,X,X,X
SLIOZJT,X,O,X,X,X,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X
SLJTIZO,X,X,X,X,O,X,X,O,X,O,X,X,X,X,X,O,O,X,X,X,O
SLJTIOZ,X,X,X,X,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,O
SLJTZIO,X,O,X,X,X,X,X,O,X,O,X,X,X,X,X,O,X,X,X,X,O
SLJTZOI,X,X,X,X,X,X,X,O,X,O,X,X,X,X,X,X,X,X,X,X,O
SLJTOIZ,X,O,X,X,X,X,X,X,X,O,X,X,X,X,X,X,X,X,X,X,O
SLJTOZI,X,O,X,X,X,X,X,X,X,O,X,X,X,X,X,X,X,X,X,X,O
SLJITZO,X,X,X,X,O,X,X,O,X,X,X,X,X,X,X,X,X,X,X,X,O
SLJITOZ,X,X,X,X,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,O
SLJIZTO,X,O,O,X,O,X,X,X,X,O,X,X,X,X,X,X,X,X,X,X,X
SLJIZOT,X,O,X,X,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X
SLJIOTZ,X,O,X,X,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X
SLJIOZT,X,O,X,X,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X
SLJZTIO,X,O,O,X,X,X,X,X,X,O,X,X,X,O,X,O,X,X,X,X,O
SLJZTOI,X,X,O,X,X,X,X,X,X,O,X,X,X,O,X,X,X,X,X,X,O
SLJZITO,X,O,O,X,X,X,X,X,X,O,X,X,X,O,X,O,X,X,X,X,X
SLJZIOT,X,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X
SLJZOTI,X,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X
SLJZOIT,X,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X
SLJOTIZ,X,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X,O,X,X,X,O
SLJOTZI,X,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,O
SLJOITZ,X,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X
SLJOIZT,X,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X
SLJOZTI,X,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X
SLJOZIT,X,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X
SLZTIJO,X,O,O,X,X,X,X,X,X,O,X,X,X,X,X,O,O,X,O,X,X
SLZTIOJ,X,X,O,X,X,X,X,X,X,O,X,X,X,X,X,O,O,X,X,X,X
SLZTJIO,X,O,O,X,X,X,X,X,X,O,X,X,X,O,X,O,X,X,O,X,X
SLZTJOI,X,X,O,X,X,X,X,X,X,O,X,X,X,O,X,X,X,X,X,X,X
SLZTOIJ,X,X,O,X,X,X,X,X,X,O,X,X,X,X,X,O,X,X,X,X,X
SLZTOJI,X,X,O,X,X,X,X,X,X,O,X,X,X,X,X,X,X,X,X,X,X
SLZITJO,X,O,O,X,X,X,X,X,X,O,X,X,X,X,X,O,X,X,X,X,X
SLZITOJ,X,X,O,X,X,X,X,X,X,O,X,X,X,X,X,O,X,X,X,X,X
SLZIJTO,X,O,O,X,X,X,X,X,X,O,X,X,X,X,X,O,X,X,X,X,X
SLZIJOT,X,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X
SLZIOTJ,X,X,X,X,X,X,X,X,X,O,X,X,X,X,X,O,X,X,X,X,X
SLZIOJT,X,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X
SLZJTIO,X,O,O,X,X,X,X,X,X,O,X,X,X,O,X,O,X,X,O,X,X
SLZJTOI,X,X,O,X,X,X,X,X,X,O,X,X,X,O,X,X,X,X,X,X,X
SLZJITO,X,O,O,X,X,X,X,X,X,O,X,X,X,O,X,O,X,X,O,X,X
SLZJIOT,X,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X
SLZJOTI,X,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X
SLZJOIT,X,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X
SLZOTIJ,X,O,X,X,X,X,X,X,X,O,X,X,X,X,X,O,O,X,X,X,X
SLZOTJI,X,O,X,X,X,X,X,X,X,O,X,X,X,X,X,X,X,X,X,X,X
SLZOITJ,X,O,X,X,X,X,X,X,X,O,X,X,X,X,X,O,X,X,X,X,X
SLZOIJT,X,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X
SLZOJTI,X,O,X,X,X,X,X,X,X,X,X,O,X,X,X,X,X,X,X,X,X
SLZOJIT,X,O,X,X,X,X,X,X,X,X,X,O,X,X,X,X,X,X,X,X,X
SLOTIJZ,X,O,X,X,X,X,X,X,X,O,X,X,O,X,X,X,O,X,X,X,X
SLOTIZJ,X,X,X,X,X,X,X,O,X,O,X,X,O,X,X,O,O,X,X,X,X
SLOTJIZ,X,O,X,X,X,X,X,O,X,O,X,X,O,X,X,X,O,X,X,X,X
SLOTJZI,X,O,X,X,X,X,X,O,X,O,X,X,X,X,X,X,X,X,X,X,X
SLOTZIJ,X,O,X,X,X,X,X,O,X,O,X,X,X,X,X,O,O,X,X,X,X
SLOTZJI,X,O,X,X,X,X,X,O,X,O,X,X,X,X,X,X,X,X,X,X,X
SLOITJZ,X,O,X,X,X,X,X,X,X,X,X,X,O,X,X,X,O,X,X,X,X
SLOITZJ,X,X,X,X,X,X,X,X,X,X,X,X,O,X,X,X,O,X,X,X,X
SLOIJTZ,X,O,X,X,X,X,X,X,X,X,X,X,O,X,X,X,X,X,X,X,X
SLOIJZT,X,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X
SLOIZTJ,X,O,X,X,X,O,X,X,X,O,X,X,X,X,X,X,X,X,X,X,X
SLOIZJT,X,O,X,X,X,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X
SLOJTIZ,X,O,X,X,X,X,X,O,X,X,X,X,O,X,X,X,O,X,X,X,X
SLOJTZI,X,O,X,X,X,X,X,O,X,X,X,X,X,X,X,X,X,X,X,X,X
SLOJITZ,X,O,X,X,X,X,X,O,X,X,X,X,O,X,X,X,X,X,X,X,X
SLOJIZT,X,O,X,X,X,X,X,O,X,X,X,X,X,X,X,X,X,X,X,X,X
SLOJZTI,X,O,X,X,X,X,X,O,X,X,X,X,X,X,X,X,X,X,X,X,X
SLOJZIT,X,O,X,X,X,X,X,O,X,X,X,X,X,X,X,X,X,X,X,X,X
SLOZTIJ,X,O,X,X,X,X,X,X,X,O,X,X,X,X,X,O,O,X,X,X,X
SLOZTJI,X,O,X,X,X,X,X,X,X,O,X,X,X,X,X,X,X,X,X,X,X
SLOZITJ,X,O,X,X,X,X,X,X,X,O,X,X,X,X,X,O,X,X,X,X,X
SLOZIJT,X,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X
SLOZJTI,X,O,X,X,X,X,X,X,X,X,X,O,X,X,X,X,X,X,X,X,X
SLOZJIT,X,O,X,X,X,X,X,X,X,X,X,O,X,X,X,X,X,X,X,X,X
SJTILZO,X,X,X,X,X,X,X,O,X,X,X,X,X,X,O,X,X,X,X,O,O
SJTILOZ,X,X,X,X,X,X,X,X,X,X,X,X,X,X,O,X,X,O,X,O,O
SJTIZLO,X,X,O,X,X,X,O,O,X,X,X,X,X,X,O,X,X,X,X,O,X
SJTIZOL,X,X,O,X,X,X,O,O,O,X,X,X,X,X,O,X,X,X,X,O,X
SJTIOLZ,X,X,X,X,X,X,O,X,O,X,X,X,X,X,O,X,X,O,X,O,X
SJTIOZL,X,X,O,X,X,X,O,O,O,X,X,X,X,X,O,X,X,X,X,O,X
SJTLIZO,X,X,X,X,X,X,X,O,X,X,X,X,X,X,X,O,O,X,X,O,O
