sequence,v115@zgB8GeD8FeC8GeC8GeE8AeE8Jex7IvhFmdBclBThBK?nBfoBFrB,v115@zgB8GeD8FeC8GeC8GeE8AeE8Jem7IvhFRdBclB3hBa?oBTnBFrB,v115@zgB8GeD8FeC8GeC8GeE8AeE8Jex7IvhF/iBajBclBT?hB2sBFrB,v115@zgB8GeD8FeC8GeC8GeE8AeE8Jel7IvhFRdB/nBaoBT?lBOrB0rB,v115@zgB8GeD8FeC8GeC8GeE8AeE8Jem7IvhFSiBZjBclB3?hBTnBFrB,v115@zgB8GeD8FeC8GeC8GeE8AeE8Je07IvhFlcB3dBeoBT?lBxmBirB,v115@zgB8GeD8FeC8GeC8GeE8AeE8Jel7IvhF3dBZmBqrBe?tBUnBTqB,v115@zgB8GeD8FeC8GeC8GeE8AeE8Jex7IvhFidBclBThBm?nB3nBFrB,v115@zgB8GeD8FeC8GeC8GeE8AeE8Jex7IvhF2iBclBThB3?iBysBFrB,v115@zgB8GeD8FeC8GeC8GeE8AeE8JeR9IvhF/nBaoBTlB0?mBFmBmqB,v115@zgB8GeD8FeC8GeC8GeE8AeE8Jel8IvhFajBUhBTiBO?lBfrBRxB,v115@zgB8GeD8FeC8GeC8GeE8AeE8JeX8IvhFFiB8nBxlBT?lBmnBirB
STIZJOL,O,O,X,X,O,X,X,X,X,X,O,X
STIZOLJ,O,O,X,O,O,X,X,X,X,X,O,X
STIZOJL,O,O,X,O,O,X,X,X,X,X,O,X
STIOLJZ,X,O,X,O,X,X,X,X,X,X,X,X
STIOLZJ,X,O,X,O,O,X,X,X,X,X,O,X
STIOJLZ,X,X,X,O,X,X,X,X,X,X,X,X
STIOJZL,X,O,X,O,X,X,X,X,X,X,X,X
STIOZLJ,X,O,X,O,O,X,X,X,X,X,O,X
STIOZJL,X,O,X,O,O,X,X,X,X,X,O,X
STLIJZO,O,O,X,X,X,X,X,X,X,X,X,X
STLIJOZ,O,X,X,O,X,X,X,X,X,X,X,X
STLIZJO,O,O,X,X,X,X,X,X,X,X,X,X
STLIZOJ,O,O,X,O,X,X,X,X,X,X,X,X
STLIOJZ,O,X,X,O,X,X,X,X,X,X,X,X
STLIOZJ,O,O,X,O,X,X,X,X,X,O,X,X
STLJIZO,O,O,X,X,X,X,X,X,X,X,X,X
STLJIOZ,O,X,X,O,X,X,X,X,X,X,X,X
STLJZIO,O,O,X,X,X,X,X,X,X,X,X,X
STLJZOI,O,O,X,X,X,X,X,X,O,X,X,X
STLJOIZ,O,X,X,X,X,X,X,X,X,X,X,X
STLJOZI,O,X,X,X,X,X,X,X,O,X,X,X
STLZIJO,O,O,X,X,X,X,X,X,X,X,X,X
STLZIOJ,O,O,X,O,X,X,X,X,O,X,X,X
STLZJIO,O,O,X,X,X,X,X,X,X,X,X,X
STLZJOI,O,O,X,X,X,X,X,X,O,X,X,X
STLZOIJ,O,O,X,X,X,X,X,X,O,X,X,X
STLZOJI,O,O,X,X,X,X,X,X,O,X,X,X
STLOIJZ,O,O,X,O,X,X,X,X,X,X,X,X
STLOIZJ,O,O,X,O,X,X,X,X,X,O,X,X
STLOJIZ,O,O,X,O,X,X,X,X,X,X,X,X
STLOJZI,O,O,X,O,X,X,X,X,O,X,X,X
STLOZIJ,O,O,X,O,X,X,X,X,O,O,X,X
STLOZJI,O,O,X,O,X,X,X,X,O,O,X,X
STJILZO,O,X,O,X,X,X,O,X,X,X,X,X
STJILOZ,O,X,O,O,X,X,O,X,X,X,X,X
STJIZLO,O,O,O,X,X,X,X,X,X,X,X,X
STJIZOL,O,O,O,X,X,X,X,X,X,X,X,X
STJIOLZ,X,X,O,O,X,X,X,X,X,X,X,X
STJIOZL,X,X,O,O,X,X,X,X,X,X,X,X
STJLIZO,O,O,O,X,X,X,X,X,X,X,X,X
STJLIOZ,O,X,O,O,X,X,X,X,X,X,X,X
STJLZIO,O,O,O,X,X,X,X,O,X,X,X,X
STJLZOI,O,O,O,X,X,X,X,O,X,X,X,X
STJLOIZ,O,X,O,X,X,X,X,X,X,X,X,X
STJLOZI,O,X,O,X,X,X,X,O,X,X,X,X
STJZILO,O,O,O,X,X,X,X,O,X,X,X,X
STJZIOL,O,O,O,X,X,X,X,X,X,X,X,X
STJZLIO,O,O,O,X,X,X,X,O,X,X,X,X
STJZLOI,O,O,O,X,X,X,X,O,X,X,X,X
STJZOIL,O,O,O,X,X,X,X,O,X,X,X,X
STJZOLI,O,O,O,X,X,X,X,O,X,X,X,X
STJOILZ,X,X,O,X,X,X,O,X,X,X,X,X
STJOIZL,X,O,O,X,X,X,X,X,X,X,X,X
STJOLIZ,O,O,O,X,X,X,X,X,X,X,X,X
STJOLZI,O,O,O,X,X,X,X,O,X,X,X,X
STJOZIL,O,O,O,X,X,X,X,O,X,X,X,X
STJOZLI,O,O,O,X,X,X,X,O,X,X,X,X
STZILJO,O,O,X,X,X,X,X,X,X,X,X,X
STZILOJ,O,O,X,O,X,X,X,X,O,X,O,X
STZIJLO,O,O,O,X,X,X,X,O,X,X,X,X
STZIJOL,O,O,O,X,O,X,X,X,X,X,O,X
STZIOLJ,O,O,X,O,O,X,X,X,O,X,O,X
STZIOJL,O,O,O,O,O,X,X,O,X,X,O,X
STZLIJO,O,O,X,X,X,X,X,X,X,X,X,X
STZLIOJ,O,O,X,O,X,X,X,X,O,X,O,X
STZLJIO,O,O,X,X,X,X,X,X,X,X,X,X
STZLJOI,O,O,X,X,X,X,X,X,O,X,X,X
STZLOIJ,O,O,X,X,X,X,X,X,O,X,X,X
STZLOJI,O,O,X,X,X,X,X,X,O,X,X,X
STZJILO,O,O,O,X,X,X,X,O,X,X,X,X
STZJIOL,O,O,O,X,O,X,X,X,X,X,O,X
STZJLIO,O,O,O,X,X,X,X,O,X,X,X,X
STZJLOI,O,O,O,X,X,X,X,O,X,X,X,X
STZJOIL,O,O,O,X,O,X,X,O,X,X,X,X
STZJOLI,O,O,O,X,O,X,X,O,X,X,X,X
STZOILJ,O,O,X,X,O,X,X,X,O,X,O,X
STZOIJL,O,O,O,X,O,X,X,O,X,X,O,X
STZOLIJ,O,O,X,X,O,X,X,X,O,X,X,X
STZOLJI,O,O,X,X,O,X,X,X,O,X,X,X
STZOJIL,O,O,O,X,O,X,X,O,X,X,X,X
STZOJLI,O,O,O,X,O,X,X,O,X,X,X,X
STOILJZ,X,O,X,O,X,X,O,X,X,X,X,X
STOILZJ,X,O,X,O,O,X,X,X,X,X,X,X
STOIJLZ,X,X,X,O,X,X,O,X,X,X,X,X
STOIJZL,X,O,X,O,X,X,X,X,X,X,X,X
STOIZLJ,X,O,X,O,O,X,X,X,X,X,X,X
STOIZJL,X,O,X,O,O,X,X,X,X,X,X,X
STOLIJZ,O,O,X,O,X,X,X,X,X,X,X,X
STOLIZJ,O,O,X,O,O,X,X,X,X,O,X,X
STOLJIZ,O,O,X,O,X,X,X,X,X,X,X,X
STOLJZI,O,O,X,O,X,X,X,X,O,X,X,X
STOLZIJ,O,O,X,O,O,X,X,X,O,O,X,X
STOLZJI,O,O,X,O,O,X,X,X,O,O,X,X
STOJILZ,X,X,O,O,X,X,O,X,X,X,X,X
STOJIZL,X,O,O,O,X,X,X,X,X,X,X,X
STOJLIZ,O,O,O,O,X,X,X,X,X,X,X,X
STOJLZI,O,O,O,O,X,X,X,O,X,X,X,X
STOJZIL,O,O,O,O,X,X,X,O,X,X,X,X
STOJZLI,O,O,O,O,X,X,X,O,X,X,X,X
STOZILJ,O,O,X,O,O,X,X,X,O,X,X,X
STOZIJL,O,O,O,O,O,X,X,O,X,X,X,X
STOZLIJ,O,O,X,O,O,X,X,X,O,O,X,X
STOZLJI,O,O,X,O,O,X,X,X,O,O,X,X
STOZJIL,O,O,O,O,O,X,X,O,X,X,X,X
STOZJLI,O,O,O,O,O,X,X,O,X,X,X,X
SITLJZO,O,X,X,X,X,X,O,X,X,X,X,X
SITLJOZ,O,X,X,O,X,X,O,X,X,X,X,X
SITLZJO,O,X,X,X,X,X,X,X,X,X,X,X
SITLZOJ,O,X,X,O,X,X,X,X,X,X,X,X
SITLOJZ,O,X,X,O,X,X,X,X,X,X,X,X
SITLOZJ,O,X,X,O,X,X,X,X,X,X,O,X
SITJLZO,O,X,X,X,X,X,O,X,X,X,X,X
SITJLOZ,O,X,X,O,X,X,O,X,X,X,X,X
SITJZLO,O,X,X,X,X,X,X,X,X,X,X,X
SITJZOL,O,X,X,X,X,X,X,X,X,X,X,X
SITJOLZ,X,X,X,O,X,X,X,X,X,X,X,X
SITJOZL,X,X,X,O,X,X,X,X,X,X,X,X
SITZLJO,O,X,X,X,X,X,X,X,X,X,X,X
SITZLOJ,O,X,X,O,X,X,X,X,X,X,O,X
SITZJLO,O,X,X,X,X,X,X,X,X,X,X,X
SITZJOL,O,X,X,X,O,X,X,X,X,X,O,X
SITZOLJ,O,X,X,O,O,X,X,X,X,X,O,X
SITZOJL,O,X,X,O,O,X,X,X,X,X,O,X
SITOLJZ,X,X,X,O,X,X,X,X,X,X,X,X
SITOLZJ,X,X,X,O,O,X,X,X,X,X,O,X
SITOJLZ,X,X,X,O,X,X,X,X,X,X,X,X
SITOJZL,X,X,X,O,X,X,X,X,X,X,X,X
SITOZLJ,X,X,X,O,O,X,X,X,X,X,O,X
SITOZJL,X,X,X,O,O,X,X,X,X,X,O,X
SILTJZO,O,X,X,X,X,X,O,X,X,X,X,X
SILTJOZ,O,X,X,O,X,X,O,X,X,X,X,X
SILTZJO,O,X,X,X,X,X,X,X,X,X,X,X
SILTZOJ,O,X,X,O,X,X,X,X,X,X,X,X
SILTOJZ,O,X,X,O,X,X,X,X,X,X,X,X
SILTOZJ,O,X,X,O,X,X,X,X,X,O,O,X
SILJTZO,O,X,X,X,X,X,O,X,X,X,X,X
SILJTOZ,O,X,X,O,X,X,O,X,X,X,X,X
SILJZTO,O,X,X,X,X,X,O,X,X,X,X,X
SILJZOT,O,X,X,X,X,X,X,X,X,X,X,X
SILJOTZ,X,X,X,O,X,X,O,X,X,X,X,X
SILJOZT,O,X,X,X,X,X,X,X,X,O,O,X
SILZTJO,O,X,X,X,X,X,X,X,X,X,X,X
SILZTOJ,O,X,X,O,X,X,X,X,O,X,O,X
SILZJTO,O,X,X,X,X,X,X,X,X,X,X,X
SILZJOT,O,X,X,X,X,X,X,X,X,X,X,X
SILZOTJ,X,X,X,O,X,X,X,X,X,O,O,X
SILZOJT,O,X,X,X,X,X,X,X,X,O,O,X
SILOTJZ,X,X,X,O,X,X,X,X,X,X,X,X
SILOTZJ,X,X,X,O,X,X,X,X,X,O,O,X
SILOJTZ,X,X,X,O,X,X,X,X,X,X,X,X
SILOJZT,O,X,X,O,X,X,X,X,X,O,O,X
SILOZTJ,X,X,X,O,X,X,X,X,X,O,O,X
SILOZJT,X,X,X,X,X,X,X,X,X,O,O,X
SIJTLZO,O,X,O,X,X,X,O,X,X,X,X,X
SIJTLOZ,O,X,X,O,X,X,O,X,X,X,X,X
SIJTZLO,O,X,X,X,X,X,X,X,X,X,X,X
SIJTZOL,O,X,X,X,X,X,X,X,X,X,X,X
SIJTOLZ,X,X,X,O,X,X,X,X,X,X,X,X
SIJTOZL,X,X,X,O,X,X,X,X,X,X,X,X
SIJLTZO,O,X,O,X,X,X,O,X,X,X,X,X
SIJLTOZ,O,X,X,X,X,X,O,X,X,X,X,X
SIJLZTO,O,X,O,X,X,X,O,O,X,X,X,X
SIJLZOT,O,X,O,X,X,X,X,X,X,X,X,X
SIJLOTZ,X,X,X,X,X,X,O,X,X,X,X,X
SIJLOZT,O,X,O,X,X,X,X,X,X,X,O,X
SIJZTLO,O,X,X,X,X,X,X,X,X,X,X,X
SIJZTOL,O,X,X,X,O,X,X,X,X,X,O,X
SIJZLTO,O,X,O,X,X,X,O,X,X,X,X,X
SIJZLOT,O,X,O,X,X,X,X,X,X,X,X,X
SIJZOTL,O,X,X,X,X,X,X,X,X,X,O,X
SIJZOLT,O,X,X,X,O,X,X,X,X,X,O,X
SIJOTLZ,X,X,X,O,X,X,X,X,X,X,X,X
SIJOTZL,X,X,X,O,X,X,X,X,X,X,X,X
SIJOLTZ,X,X,X,X,X,X,O,X,X,X,X,X
SIJOLZT,O,X,O,X,X,X,X,X,X,X,O,X
SIJOZTL,O,X,X,X,X,X,X,X,X,X,O,X
SIJOZLT,O,X,X,X,X,X,X,X,X,X,O,X
SIZTLJO,O,X,X,X,X,X,X,X,X,X,X,X
SIZTLOJ,O,X,X,O,X,X,X,X,O,X,O,X
SIZTJLO,O,X,O,X,X,X,X,O,X,X,X,X
SIZTJOL,O,X,O,X,O,X,X,X,X,X,O,X
SIZTOLJ,O,X,X,O,O,X,X,X,O,X,O,X
SIZTOJL,O,X,O,O,O,X,X,O,X,X,O,X
SIZLTJO,O,X,X,X,X,X,X,X,X,X,X,X
SIZLTOJ,O,X,X,X,X,X,X,X,O,X,O,X
SIZLJTO,O,X,X,X,X,X,X,X,X,X,X,X
SIZLJOT,O,X,X,X,X,X,X,X,X,X,X,X
SIZLOTJ,X,X,X,X,X,X,X,X,X,X,O,X
SIZLOJT,O,X,X,X,X,X,X,X,X,X,O,X
SIZJTLO,O,X,O,X,X,X,X,X,X,X,X,X
SIZJTOL,O,X,X,X,O,X,X,X,X,X,O,X
SIZJLTO,O,X,O,X,X,X,X,O,X,X,X,X
SIZJLOT,O,X,O,X,X,X,X,X,X,X,X,X
SIZJOTL,O,X,X,X,X,X,X,X,X,X,O,X
SIZJOLT,O,X,O,X,O,X,X,X,X,X,O,X
SIZOTLJ,X,X,X,O,O,X,X,X,X,X,O,X
SIZOTJL,X,X,X,O,O,X,X,X,X,X,O,X
SIZOLTJ,X,X,X,X,X,X,X,X,X,X,O,X
SIZOLJT,O,X,X,X,O,X,X,X,X,X,O,X
SIZOJTL,O,X,X,X,X,X,X,X,X,X,O,X
SIZOJLT,O,X,X,X,O,X,X,X,X,X,O,X
SIOTLJZ,X,X,X,O,X,X,X,X,X,X,X,X
SIOTLZJ,X,X,X,O,O,X,X,X,X,X,O,X
SIOTJLZ,X,X,X,O,X,X,X,X,X,X,X,X
SIOTJZL,X,X,X,O,X,X,X,X,X,X,X,X
SIOTZLJ,X,X,X,O,O,X,X,X,X,X,O,X
SIOTZJL,X,X,X,O,O,X,X,X,X,X,O,X
SIOLTJZ,X,X,X,O,X,X,X,X,X,X,X,X
SIOLTZJ,X,X,X,O,O,X,X,X,X,O,O,X
SIOLJTZ,X,X,X,O,X,X,X,X,X,X,X,X
SIOLJZT,O,X,X,O,X,X,X,X,X,O,O,X
SIOLZTJ,X,X,X,O,X,X,X,X,X,O,O,X
SIOLZJT,X,X,X,X,O,X,X,X,X,O,O,X
SIOJTLZ,X,X,X,O,X,X,X,X,X,X,X,X
SIOJTZL,X,X,X,O,X,X,X,X,X,X,X,X
SIOJLTZ,X,X,X,O,X,X,X,X,X,X,X,X
SIOJLZT,O,X,X,O,X,X,X,X,X,X,O,X
SIOJZTL,O,X,X,O,X,X,X,X,X,X,O,X
SIOJZLT,O,X,X,X,X,X,X,X,X,X,O,X
SIOZTLJ,X,X,X,O,O,X,X,X,X,X,O,X
SIOZTJL,X,X,X,O,O,X,X,X,X,X,O,X
SIOZLTJ,X,X,X,X,X,X,X,X,X,O,O,X
SIOZLJT,X,X,X,X,O,X,X,X,X,O,O,X
SIOZJTL,X,X,X,X,X,X,X,X,X,X,O,X
SIOZJLT,X,X,X,X,O,X,X,X,X,X,O,X
SLTIJZO,O,O,X,X,X,X,X,X,X,X,X,X
SLTIJOZ,O,X,X,O,X,X,X,X,X,X,X,X
SLTIZJO,O,O,X,X,X,X,X,X,X,X,X,X
SLTIZOJ,O,O,X,O,X,X,X,X,X,X,X,X
SLTIOJZ,O,X,X,O,X,X,X,X,X,X,X,X
SLTIOZJ,O,O,X,O,X,X,X,X,X,O,X,X
SLTJIZO,O,O,X,X,X,X,X,X,X,X,X,X
SLTJIOZ,O,X,X,O,X,X,X,X,X,X,X,X
SLTJZIO,O,O,X,X,X,X,X,X,X,X,X,X
SLTJZOI,O,O,X,X,X,X,X,X,O,X,X,X
SLTJOIZ,O,X,X,X,X,X,X,X,X,X,X,X
SLTJOZI,O,X,X,X,X,X,X,X,O,X,X,X
SLTZIJO,O,O,X,X,X,X,X,X,X,X,X,X
SLTZIOJ,O,O,X,O,X,X,X,X,O,X,X,X
SLTZJIO,O,O,X,X,X,X,X,X,X,X,X,X
SLTZJOI,O,O,X,X,X,X,X,X,O,X,X,X
SLTZOIJ,O,O,X,X,X,X,X,X,O,X,X,X
SLTZOJI,O,O,X,X,X,X,X,X,O,X,X,X
SLTOIJZ,O,X,X,O,X,X,X,X,X,X,X,X
SLTOIZJ,O,O,X,O,X,X,X,X,X,O,X,X
SLTOJIZ,O,X,X,O,X,X,X,X,X,X,X,X
SLTOJZI,O,X,X,O,X,X,X,X,O,X,X,X
SLTOZIJ,O,O,X,O,X,X,X,X,O,O,X,X
SLTOZJI,O,O,X,O,X,X,X,X,O,O,X,X
SLITJZO,O,O,X,X,X,X,O,X,X,X,X,X
SLITJOZ,O,X,X,O,X,X,O,X,X,X,X,X
SLITZJO,O,O,X,X,X,X,X,X,X,X,X,O
SLITZOJ,O,O,X,O,X,X,X,X,X,X,X,O
SLITOJZ,O,X,X,O,X,X,X,X,X,X,X,X
SLITOZJ,O,O,X,O,X,X,X,X,X,O,O,X
SLIJTZO,O,X,X,X,X,X,O,X,X,X,X,X
SLIJTOZ,O,X,X,O,X,X,O,X,X,X,X,X
SLIJZTO,O,O,X,X,X,X,O,X,X,X,X,O
SLIJZOT,O,O,X,X,X,X,X,X,X,X,X,X
SLIJOTZ,X,X,X,O,X,X,O,X,X,X,X,X
SLIJOZT,O,X,X,X,X,X,X,X,X,O,O,X
SLIZTJO,O,X,X,X,X,X,X,X,X,X,X,O
SLIZTOJ,O,X,X,O,X,X,X,X,O,X,O,O
SLIZJTO,O,O,X,X,X,X,X,X,X,X,X,O
SLIZJOT,O,O,X,X,X,X,X,X,X,X,X,X
SLIZOTJ,X,X,X,O,X,X,X,X,X,O,O,O
SLIZOJT,O,X,X,X,X,X,X,X,X,O,O,X
SLIOTJZ,X,O,X,O,X,X,X,X,X,X,X,X
SLIOTZJ,X,O,X,O,X,X,X,X,X,O,O,X
SLIOJTZ,X,X,X,O,X,X,X,X,X,X,X,X
SLIOJZT,O,O,X,O,X,X,X,X,X,O,O,X
SLIOZTJ,X,O,X,O,X,X,X,X,X,O,O,O
SLIOZJT,X,O,X,X,X,X,X,X,X,O,O,X
SLJTIZO,O,X,X,X,X,O,O,X,X,X,X,X
SLJTIOZ,O,X,X,O,X,O,O,X,X,X,X,X
SLJTZIO,O,X,X,X,X,O,X,X,X,X,X,X
SLJTZOI,O,X,X,X,X,O,X,X,O,X,X,X
SLJTOIZ,O,X,X,X,X,O,O,X,X,X,X,X
SLJTOZI,O,X,X,X,X,O,X,X,O,X,X,X
SLJITZO,O,X,X,X,X,O,O,X,X,X,X,X
SLJITOZ,O,X,X,O,X,O,O,X,X,X,X,X
SLJIZTO,O,O,X,X,X,O,O,X,X,X,X,X
SLJIZOT,O,O,X,X,X,O,X,X,X,X,X,X
SLJIOTZ,X,X,X,O,X,O,O,X,X,X,X,X
SLJIOZT,O,X,X,X,X,O,O,X,X,O,X,X
SLJZTIO,O,O,X,X,X,O,X,X,X,X,X,X
SLJZTOI,O,O,X,X,X,O,X,X,O,X,X,X
SLJZITO,O,O,X,X,X,O,O,X,X,X,X,X
SLJZIOT,O,O,X,X,X,O,X,X,X,X,X,X
SLJZOTI,O,X,X,X,X,O,X,X,X,X,X,X
SLJZOIT,O,O,X,X,X,O,O,X,X,X,X,X
SLJOTIZ,O,X,X,O,X,O,O,X,X,X,X,X
SLJOTZI,O,X,X,O,X,O,X,X,X,X,X,X
SLJOITZ,X,X,X,O,X,O,O,X,X,X,X,X
SLJOIZT,O,X,X,O,X,O,O,X,X,O,X,X
SLJOZTI,O,X,X,O,X,O,X,X,X,O,X,X
SLJOZIT,O,X,X,O,X,O,O,X,X,O,X,X
SLZTIJO,O,O,X,X,X,X,X,X,X,X,X,O
SLZTIOJ,O,O,X,O,X,X,X,X,O,X,O,O
SLZTJIO,O,O,X,X,X,O,X,X,X,X,X,O
SLZTJOI,O,O,X,X,X,O,X,X,O,X,X,X
SLZTOIJ,O,O,X,X,X,X,X,X,O,X,X,O
SLZTOJI,O,O,X,X,X,X,X,X,O,X,X,X
SLZITJO,O,X,X,X,X,X,X,X,X,X,X,O
SLZITOJ,O,X,X,O,X,X,X,X,O,X,O,O
SLZIJTO,O,O,X,X,X,X,X,X,X,X,X,O
SLZIJOT,O,O,X,X,X,X,X,X,X,X,X,X
SLZIOTJ,X,X,X,O,X,X,X,X,X,O,O,O
SLZIOJT,O,X,X,X,X,X,X,X,X,O,O,X
SLZJTIO,O,O,X,X,X,O,X,X,X,X,X,X
SLZJTOI,O,O,X,X,X,O,X,X,O,X,X,X
SLZJITO,O,O,X,X,X,O,X,X,X,X,X,X
SLZJIOT,O,O,X,X,X,O,X,X,X,X,X,X
SLZJOTI,O,X,X,X,X,O,X,X,X,X,X,X
SLZJOIT,O,O,X,X,X,O,X,X,X,X,X,X
SLZOTIJ,O,O,X,O,X,X,X,X,X,O,X,X
SLZOTJI,O,O,X,O,X,X,X,X,X,O,X,X
SLZOITJ,X,O,X,O,X,X,X,X,X,O,X,X
SLZOIJT,O,O,X,X,X,X,X,X,X,O,X,X
SLZOJTI,O,O,X,O,X,X,X,X,X,O,X,X
SLZOJIT,O,O,X,O,X,X,X,X,X,O,X,X
SLOTIJZ,O,O,X,O,X,X,X,X,X,X,X,X
SLOTIZJ,O,O,X,O,X,X,X,X,X,O,X,X
SLOTJIZ,O,O,X,O,X,X,X,X,X,X,X,X
SLOTJZI,O,O,X,O,X,X,X,X,X,X,X,X
SLOTZIJ,O,O,X,O,X,X,X,X,X,O,X,X
SLOTZJI,O,O,X,O,X,X,X,X,X,O,X,X
SLOITJZ,X,O,X,O,X,X,O,X,X,X,X,X
SLOITZJ,X,O,X,O,X,X,X,X,X,O,X,X
SLOIJTZ,X,X,X,O,X,X,O,X,X,X,X,X
SLOIJZT,O,O,X,O,X,X,O,X,X,O,X,X
SLOIZTJ,X,O,X,O,X,X,X,X,X,O,X,X
SLOIZJT,X,O,X,X,X,X,X,X,X,O,X,X
SLOJTIZ,O,X,X,O,X,X,O,X,X,X,X,X
SLOJTZI,O,X,X,O,X,X,X,X,X,X,X,X
SLOJITZ,X,X,X,O,X,X,O,X,X,X,X,X
SLOJIZT,O,O,X,O,X,X,O,X,X,O,X,X
SLOJZTI,O,O,X,O,X,X,X,X,X,O,X,X
SLOJZIT,O,O,X,O,X,X,O,X,X,O,X,X
SLOZTIJ,O,O,X,O,X,X,X,X,X,O,X,X
SLOZTJI,O,O,X,O,X,X,X,X,X,O,X,X
SLOZITJ,X,O,X,O,X,X,X,X,X,O,X,X
SLOZIJT,O,O,X,X,X,X,X,X,X,O,X,X
SLOZJTI,O,O,X,O,X,X,X,X,X,O,X,X
SLOZJIT,O,O,X,O,X,X,X,X,X,O,X,X
SJTILZO,O,X,O,X,X,O,O,X,X,X,X,X
SJTILOZ,O,X,O,O,X,O,O,X,X,X,X,X
SJTIZLO,O,X,O,X,X,O,X,X,X,X,X,X
SJTIZOL,O,X,O,X,X,O,X,X,X,X,X,X
SJTIOLZ,X,X,O,O,X,X,X,X,X,X,X,X
SJTIOZL,X,X,O,O,X,O,X,X,X,X,X,X
SJTLIZO,O,X,O,X,X,O,O,X,X,X,X,X
SJTLIOZ,O,X,O,O,X,O,O,X,X,X,X,X
SJTLZIO,O,X,O,X,X,O,X,O,X,X,X,X
SJTLZOI,O,X,O,X,X,O,X,O,X,X,X,X
SJTLOIZ,O,X,O,X,X,O,O,X,X,X,X,X
SJTLOZI,O,X,O,X,X,O,X,O,X,X,X,X
SJTZILO,O,X,O,X,X,O,X,O,X,X,X,X
SJTZIOL,O,X,O,X,X,O,X,X,X,X,X,X
SJTZLIO,O,X,O,X,X,O,X,O,X,X,X,X
SJTZLOI,O,X,O,X,X,O,X,O,X,X,X,X
SJTZOIL,O,X,O,X,X,O,X,O,X,X,X,X
SJTZOLI,O,X,O,X,X,O,X,O,X,X,X,X
SJTOILZ,X,X,O,X,X,O,O,X,X,X,X,X
SJTOIZL,X,X,O,X,X,O,X,X,X,X,X,X
SJTOLIZ,O,X,O,X,X,O,O,X,X,X,X,X
SJTOLZI,O,X,O,X,X,O,X,O,X,X,X,X
SJTOZIL,O,X,O,X,X,O,X,O,X,X,X,X
SJTOZLI,O,X,O,X,X,O,X,O,X,X,X,X
SJITLZO,O,X,O,X,X,O,O,X,X,X,X,X
SJITLOZ,O,X,O,O,X,O,O,X,X,X,X,X
SJITZLO,O,X,O,X,X,O,X,X,X,X,X,X
SJITZOL,O,X,O,X,X,O,X,X,X,X,X,X
SJITOLZ,X,X,O,O,X,X,X,X,X,X,X,X
SJITOZL,X,X,O,O,X,O,X,X,X,X,X,X
SJILTZO,O,X,O,X,X,O,O,X,X,X,X,X
SJILTOZ,O,X,O,X,X,O,O,X,X,X,X,X
SJILZTO,O,X,O,X,X,O,O,O,X,X,X,X
SJILZOT,O,X,O,X,X,O,X,X,X,X,X,X
SJILOTZ,X,X,X,X,X,O,O,X,X,X,X,X
SJILOZT,O,X,O,X,X,O,O,X,X,X,O,X
SJIZTLO,O,X,O,X,X,O,X,X,X,X,X,X
SJIZTOL,O,X,O,X,O,O,X,X,X,X,O,X
SJIZLTO,O,X,O,X,X,O,O,X,X,X,X,X
SJIZLOT,O,X,O,X,X,O,X,X,X,X,X,X
SJIZOTL,O,X,X,X,X,O,X,X,X,X,O,X
SJIZOLT,O,X,O,X,O,X,X,X,X,X,O,X
SJIOTLZ,X,X,X,O,X,O,O,X,X,X,X,X
SJIOTZL,X,X,X,O,X,O,X,X,X,X,X,X
SJIOLTZ,X,X,X,X,X,O,O,X,X,X,X,X
SJIOLZT,O,X,O,X,X,O,O,X,X,X,O,X
SJIOZTL,O,X,X,X,X,O,X,X,X,X,O,X
SJIOZLT,O,X,X,X,X,O,O,X,X,X,O,X
SJLTIZO,O,X,O,X,X,O,O,X,X,X,X,X
SJLTIOZ,O,X,O,O,X,O,O,X,X,X,X,X
SJLTZIO,O,X,O,X,X,O,X,O,X,X,X,X
SJLTZOI,O,X,O,X,X,O,X,O,X,X,X,X
SJLTOIZ,O,X,O,X,X,O,O,X,X,X,X,X
SJLTOZI,O,X,O,X,X,O,X,O,X,X,X,X
SJLITZO,O,X,O,X,X,O,O,X,X,X,X,X
SJLITOZ,O,X,O,O,X,O,O,X,X,X,X,X
SJLIZTO,O,O,O,X,X,O,O,O,X,X,X,X
SJLIZOT,O,O,O,X,X,O,X,X,X,X,X,X
SJLIOTZ,X,X,X,O,X,O,O,X,X,X,X,X
SJLIOZT,O,X,O,X,X,O,O,X,X,O,X,X
SJLZTIO,O,O,O,X,X,O,X,O,X,X,X,X
SJLZTOI,O,O,O,X,X,O,X,O,X,X,X,X
SJLZITO,O,O,O,X,X,O,O,O,X,X,X,X
SJLZIOT,O,O,O,X,X,O,X,X,X,X,X,X
SJLZOTI,O,X,O,X,X,O,X,X,X,X,X,X
SJLZOIT,O,O,O,X,X,O,O,X,X,X,X,X
SJLOTIZ,O,X,O,O,X,O,O,X,X,X,X,X
SJLOTZI,O,X,O,O,X,O,X,X,X,X,X,X
SJLOITZ,X,X,X,O,X,O,O,X,X,X,X,X
SJLOIZT,O,X,O,O,X,O,O,X,X,O,X,X
SJLOZTI,O,X,O,O,X,O,X,X,X,O,X,X
SJLOZIT,O,X,O,O,X,O,O,X,X,O,X,X
SJZTILO,O,O,O,X,X,O,X,O,X,X,X,X
