sequence,v115@zgB8HeC8GeD8FeD8FeF8AeC8Je07IvhFzdB5jB3hBm?nBimBFsB,v115@zgB8HeC8GeD8FeD8FeF8AeC8Jex7IvhF8hBGeBamB3?iBToBFsB,v115@zgB8HeC8GeD8FeD8FeF8AeC8Je07IvhFlcBGeBZnBq?sB/tBTrB,v115@zgB8HeC8GeD8FeD8FeF8AeC8Jex7IvhFTeBamBFiBf?sBGtB0sB,v115@zgB8HeC8GeD8FeD8FeF8AeC8Je07IvhFlcBfjB6jBZ?nBTrBWyB,v115@zgB8HeC8GeD8FeD8FeF8AeC8Jex7IvhFXdBTeBUhB1?nBStBmrB,v115@zgB8HeC8GeD8FeD8FeF8AeC8Je07IvhFxdBzhBfoB6?oBOmBFsB,v115@zgB8HeC8GeD8FeD8FeF8AeC8Jez8IvhF5jBUhBaoB3?iBmlBFsB,v115@zgB8HeC8GeD8FeD8FeF8AeC8JefCJvhFxdBUhBCjBT?oBmlBFsB,v115@zgB8HeC8GeD8FeD8FeF8AeC8Jez8IvhF5jBUhB3iBa?oBmlBFsB,v115@zgB8HeC8GeD8FeD8FeF8AeC8JeU9IvhF5jBFhBynBf?sBmqBzsB,v115@zgB8HeC8GeD8FeD8FeF8AeC8JeR9IvhFcjBFhBTiBf?sBSyBmqB,v115@zgB8HeC8GeD8FeD8FeF8AeC8Jez8IvhFUhBxnBfoB6?oBmlBFsB,v115@zgB8HeC8GeD8FeD8FeF8AeC8JeU9IvhFFhBfsBxsBT?tBmqBCtB
ZSLJOTI,X,X,O,O,X,X,X,X,X,X,X,O,X,X
ZSLJOIT,X,X,O,O,X,X,X,X,X,X,X,O,X,X
ZSLOTIJ,X,X,O,X,X,O,O,X,O,X,O,O,X,X
ZSLOTJI,X,X,O,X,X,O,O,X,O,X,X,O,X,X
ZSLOITJ,X,X,O,X,X,O,X,O,O,X,O,O,X,X
ZSLOIJT,X,X,O,X,X,X,X,O,O,X,X,O,X,X
ZSLOJTI,X,X,O,X,X,X,X,X,O,X,X,O,X,X
ZSLOJIT,X,X,O,X,X,X,X,X,O,X,X,O,X,X
ZSJTILO,X,X,O,X,O,O,X,X,X,X,X,X,X,X
ZSJTIOL,O,X,O,X,O,O,X,X,X,X,X,X,X,X
ZSJTLIO,X,X,O,O,O,O,X,X,X,X,X,X,X,X
ZSJTLOI,X,X,O,O,O,O,O,X,X,X,X,X,X,X
ZSJTOIL,O,X,O,X,O,O,X,X,X,X,X,X,X,X
ZSJTOLI,X,X,O,O,O,O,O,X,X,X,X,X,X,X
ZSJITLO,X,X,O,X,O,O,X,X,X,X,X,X,X,X
ZSJITOL,O,X,O,X,O,O,X,X,X,X,X,X,X,X
ZSJILTO,X,X,O,X,O,O,X,X,X,X,X,X,X,X
ZSJILOT,O,X,O,X,O,X,X,X,X,X,X,X,X,X
ZSJIOTL,O,X,O,X,O,O,X,X,X,X,X,X,X,X
ZSJIOLT,O,X,O,X,O,X,X,X,X,X,X,X,X,X
ZSJLTIO,X,X,O,O,O,O,X,X,X,X,X,X,X,X
ZSJLTOI,X,X,O,O,O,O,O,X,X,X,X,X,X,X
ZSJLITO,X,X,O,O,O,O,X,X,X,X,X,X,X,X
ZSJLIOT,O,X,O,O,O,X,X,X,X,X,X,X,X,X
ZSJLOTI,X,X,O,O,O,X,X,X,X,X,X,X,X,X
ZSJLOIT,O,X,O,O,O,X,X,X,X,X,X,X,X,X
ZSJOTIL,O,X,O,X,O,O,X,X,X,X,X,X,X,X
ZSJOTLI,X,X,O,O,O,O,X,X,X,X,X,X,X,X
ZSJOITL,O,X,O,X,O,O,X,X,X,X,X,X,X,X
ZSJOILT,O,X,O,X,O,X,X,X,X,X,X,X,X,X
ZSJOLTI,X,X,O,O,O,X,X,X,O,X,X,X,X,X
ZSJOLIT,O,X,O,O,O,X,X,X,O,X,X,X,X,X
ZSOTILJ,X,X,O,X,X,X,O,O,O,O,X,X,O,X
ZSOTIJL,X,X,O,X,O,X,X,X,X,O,X,X,O,X
ZSOTLIJ,X,X,O,X,X,X,O,O,O,O,X,O,X,X
ZSOTLJI,X,X,O,X,X,X,O,X,O,X,X,O,X,X
ZSOTJIL,X,X,O,X,O,X,X,X,X,O,X,X,X,X
ZSOTJLI,X,X,O,X,O,X,O,X,O,X,X,X,X,X
ZSOITLJ,X,X,O,X,X,X,X,O,X,O,X,X,X,X
ZSOITJL,X,X,O,X,O,X,X,X,X,O,X,X,X,X
ZSOILTJ,X,X,O,X,X,X,X,O,O,X,X,X,X,X
ZSOILJT,X,X,O,X,X,X,X,O,O,X,X,X,X,X
ZSOIJTL,X,X,O,X,O,X,X,X,X,X,X,X,X,X
ZSOIJLT,X,X,O,X,O,X,X,X,X,X,X,X,X,X
ZSOLTIJ,X,X,O,X,X,X,O,X,O,X,X,O,X,X
ZSOLTJI,X,X,O,X,X,X,O,X,O,X,X,O,X,X
ZSOLITJ,X,X,O,X,X,X,X,O,O,X,X,O,X,X
ZSOLIJT,X,X,O,X,X,X,X,O,O,X,X,O,X,X
ZSOLJTI,X,X,O,X,X,X,X,X,O,X,X,O,X,X
ZSOLJIT,X,X,O,X,X,X,X,X,O,X,X,O,X,X
ZSOJTIL,X,X,O,X,O,X,X,X,X,X,X,X,X,X
ZSOJTLI,X,X,O,X,O,X,X,X,X,X,X,X,X,X
ZSOJITL,X,X,O,X,O,X,X,X,X,X,X,X,X,X
ZSOJILT,X,X,O,X,O,X,X,X,X,X,X,X,X,X
ZSOJLTI,X,X,O,X,O,X,X,X,O,X,X,X,X,X
ZSOJLIT,X,X,O,X,O,X,X,X,O,X,X,X,X,X
ZOTILJS,X,O,O,X,O,X,X,O,X,X,X,X,X,X
ZOTILSJ,X,O,O,X,X,X,X,O,O,O,X,X,O,X
ZOTIJLS,O,O,O,X,O,X,X,O,X,X,X,X,X,X
ZOTIJSL,O,O,X,X,O,X,X,X,X,O,X,X,O,X
ZOTISLJ,X,X,O,X,X,X,O,O,O,O,X,X,O,X
ZOTISJL,O,O,O,X,O,X,X,X,X,O,X,X,O,X
ZOTLIJS,X,O,O,X,O,X,X,O,X,X,X,X,X,X
ZOTLISJ,X,O,O,X,X,X,X,O,O,O,X,X,O,X
ZOTLJIS,X,O,X,X,O,X,X,O,X,X,X,X,X,X
ZOTLJSI,X,O,O,X,O,X,X,X,O,X,X,X,X,X
ZOTLSIJ,X,O,O,X,X,X,O,O,O,O,X,X,X,X
ZOTLSJI,X,O,O,X,X,X,O,X,O,X,X,X,X,X
ZOTJILS,O,O,O,X,O,X,X,O,X,X,X,X,X,X
ZOTJISL,O,O,X,X,O,X,X,X,X,O,X,X,O,X
ZOTJLIS,O,O,X,X,O,X,X,O,X,X,X,X,X,X
ZOTJLSI,O,O,O,X,O,X,X,X,O,X,X,X,X,X
ZOTJSIL,O,O,O,X,O,X,X,X,X,O,X,X,X,X
ZOTJSLI,O,O,O,X,O,X,O,X,O,X,X,X,X,X
ZOTSILJ,X,O,O,X,X,X,O,O,O,O,X,X,O,X
ZOTSIJL,O,O,O,X,O,X,X,X,X,O,X,X,O,X
ZOTSLIJ,X,O,O,X,X,X,O,O,O,O,X,X,X,X
ZOTSLJI,X,O,O,X,X,X,O,X,O,X,X,X,X,X
ZOTSJIL,O,O,O,X,O,X,X,X,X,O,X,X,X,X
ZOTSJLI,O,O,O,X,O,X,O,X,O,X,X,X,X,X
ZOITLJS,X,O,O,X,O,X,X,O,X,X,X,X,X,X
ZOITLSJ,X,X,O,X,X,X,X,O,O,O,X,X,O,X
ZOITJLS,O,O,O,X,O,X,X,O,X,X,X,X,X,X
ZOITJSL,O,O,X,X,O,X,X,X,X,O,X,X,O,X
ZOITSLJ,X,X,O,X,X,X,X,O,O,O,X,X,O,X
ZOITSJL,O,O,O,X,O,X,X,X,X,O,X,X,O,X
ZOILTJS,X,O,O,X,O,O,X,O,X,X,X,X,X,X
ZOILTSJ,X,O,O,X,X,O,X,O,X,O,X,X,X,X
ZOILJTS,X,X,O,X,O,O,X,X,X,X,X,X,X,X
ZOILJST,X,X,O,X,O,X,X,O,X,X,X,X,X,X
ZOILSTJ,X,X,O,X,X,O,X,O,O,X,X,X,X,X
ZOILSJT,X,X,O,X,X,X,X,O,O,X,X,X,X,X
ZOIJTLS,X,X,O,X,O,O,X,O,X,X,X,X,X,X
ZOIJTSL,O,X,X,X,O,O,X,X,X,O,X,X,X,X
ZOIJLTS,X,X,O,X,O,O,X,X,X,X,X,X,X,X
ZOIJLST,O,X,O,X,O,X,X,O,X,X,X,X,X,X
ZOIJSTL,O,X,X,X,O,O,X,X,X,X,X,X,X,X
ZOIJSLT,O,X,X,X,O,X,X,X,X,X,X,X,X,X
ZOISTLJ,X,X,O,X,X,X,X,O,X,O,X,X,X,X
ZOISTJL,X,X,O,X,O,X,X,X,X,O,X,X,X,X
ZOISLTJ,X,X,O,X,X,X,X,O,O,X,X,X,X,X
ZOISLJT,X,X,O,X,X,X,X,O,O,X,X,X,X,X
ZOISJTL,X,X,O,X,O,X,X,X,X,X,X,X,X,X
ZOISJLT,X,X,O,X,O,X,X,X,X,X,X,X,X,X
ZOLTIJS,X,O,O,X,O,O,X,O,X,X,X,X,X,X
ZOLTISJ,X,O,O,X,X,O,X,O,O,O,X,X,O,X
ZOLTJIS,X,O,X,X,O,O,X,O,X,X,X,X,X,X
ZOLTJSI,X,O,O,X,O,O,X,X,O,X,X,X,X,X
ZOLTSIJ,X,O,O,X,X,O,X,O,O,O,X,X,X,X
ZOLTSJI,X,O,O,X,X,O,X,X,O,X,X,X,X,X
ZOLITJS,X,O,O,X,O,O,X,O,X,X,X,X,X,X
ZOLITSJ,X,O,O,X,X,O,X,O,X,O,X,X,X,X
ZOLIJTS,X,X,O,X,O,O,X,X,X,X,X,X,X,X
ZOLIJST,X,X,O,X,O,X,X,O,X,X,X,X,X,X
ZOLISTJ,X,X,O,X,X,O,X,O,O,X,X,X,X,X
ZOLISJT,X,X,O,X,X,X,X,O,O,X,X,X,X,X
ZOLJTIS,X,O,X,X,O,O,X,X,X,X,X,X,X,X
ZOLJTSI,X,O,O,X,O,O,X,X,X,X,X,X,X,X
ZOLJITS,X,X,O,X,O,O,X,X,X,X,X,X,X,X
ZOLJIST,X,X,O,X,O,X,X,O,X,X,X,X,X,X
ZOLJSTI,X,O,O,X,O,X,X,X,O,X,X,X,X,X
ZOLJSIT,X,O,O,X,O,X,X,X,O,X,X,X,X,X
ZOLSTIJ,X,O,O,X,X,O,O,X,O,X,X,X,X,X
ZOLSTJI,X,O,O,X,X,O,O,X,O,X,X,X,X,X
ZOLSITJ,X,O,O,X,X,O,X,O,O,X,X,X,X,X
ZOLSIJT,X,O,O,X,X,X,X,O,O,X,X,X,X,X
ZOLSJTI,X,O,O,X,X,X,X,X,O,X,X,X,X,X
ZOLSJIT,X,O,O,X,X,X,X,X,O,X,X,X,X,X
ZOJTILS,X,O,O,X,O,O,X,O,X,X,X,X,X,X
ZOJTISL,O,O,X,X,O,O,X,X,X,O,X,X,O,X
ZOJTLIS,X,O,X,X,O,O,X,O,X,X,X,X,X,X
ZOJTLSI,X,O,O,X,O,O,X,X,O,X,X,X,X,X
ZOJTSIL,O,O,O,X,O,O,X,X,X,O,X,X,X,X
ZOJTSLI,X,O,O,X,O,O,X,X,O,X,X,X,X,X
ZOJITLS,X,X,O,X,O,O,X,O,X,X,X,X,X,X
ZOJITSL,O,X,X,X,O,O,X,X,X,O,X,X,X,X
ZOJILTS,X,X,O,X,O,O,X,X,X,X,X,X,X,X
ZOJILST,O,X,O,X,O,X,X,O,X,X,X,X,X,X
ZOJISTL,O,X,X,X,O,O,X,X,X,X,X,X,X,X
ZOJISLT,O,X,X,X,O,X,X,X,X,X,X,X,X,X
ZOJLTIS,X,O,X,X,O,O,X,X,X,X,X,X,X,X
ZOJLTSI,X,O,O,X,O,O,X,X,X,X,X,X,X,X
ZOJLITS,X,X,O,X,O,O,X,X,X,X,X,X,X,X
ZOJLIST,O,X,O,X,O,X,X,O,X,X,X,X,X,X
ZOJLSTI,X,O,O,X,O,X,X,X,O,X,X,X,X,X
ZOJLSIT,O,O,O,X,O,X,X,X,O,X,X,X,X,X
ZOJSTIL,O,O,O,X,O,O,X,X,X,X,X,X,X,X
ZOJSTLI,X,O,O,X,O,O,X,X,X,X,X,X,X,X
ZOJSITL,O,O,O,X,O,O,X,X,X,X,X,X,X,X
ZOJSILT,O,O,O,X,O,X,X,X,X,X,X,X,X,X
ZOJSLTI,X,O,O,X,O,X,X,X,O,X,X,X,X,X
ZOJSLIT,O,O,O,X,O,X,X,X,O,X,X,X,X,X
ZOSTILJ,X,O,O,X,X,X,O,O,O,O,X,X,O,X
ZOSTIJL,X,O,O,X,O,X,X,X,X,O,X,X,O,X
ZOSTLIJ,X,O,O,X,X,X,O,O,O,O,X,X,X,X
ZOSTLJI,X,O,O,X,X,X,O,X,O,X,X,X,X,X
ZOSTJIL,X,O,O,X,O,X,X,X,X,O,X,X,X,X
ZOSTJLI,X,O,O,X,O,X,O,X,O,X,X,X,X,X
ZOSITLJ,X,X,O,X,X,X,X,O,X,O,X,X,X,X
ZOSITJL,X,O,O,X,O,X,X,X,X,O,X,X,X,X
ZOSILTJ,X,O,O,X,X,X,X,O,O,X,X,X,X,X
ZOSILJT,X,O,O,X,X,X,X,O,O,X,X,X,X,X
ZOSIJTL,X,O,O,X,O,X,X,X,X,X,X,X,X,X
ZOSIJLT,X,O,O,X,O,X,X,X,X,X,X,X,X,X
ZOSLTIJ,X,O,O,X,X,X,O,X,O,X,X,X,X,X
ZOSLTJI,X,O,O,X,X,X,O,X,O,X,X,X,X,X
ZOSLITJ,X,O,O,X,X,X,X,O,O,X,X,X,X,X
ZOSLIJT,X,O,O,X,X,X,X,O,O,X,X,X,X,X
ZOSLJTI,X,O,O,X,X,X,X,X,O,X,X,X,X,X
ZOSLJIT,X,O,O,X,X,X,X,X,O,X,X,X,X,X
ZOSJTIL,X,O,O,X,O,X,X,X,X,X,X,X,X,X
ZOSJTLI,X,O,O,X,O,X,X,X,X,X,X,X,X,X
ZOSJITL,X,O,O,X,O,X,X,X,X,X,X,X,X,X
ZOSJILT,X,O,O,X,O,X,X,X,X,X,X,X,X,X
ZOSJLTI,X,O,O,X,O,X,X,X,O,X,X,X,X,X
ZOSJLIT,X,O,O,X,O,X,X,X,O,X,X,X,X,X
OTILJSZ,X,O,O,X,O,X,X,X,X,X,X,X,X,X
OTILJZS,X,O,O,X,O,X,X,X,X,X,X,X,X,X
OTILSJZ,X,O,O,X,X,X,X,X,X,X,X,X,X,X
OTILSZJ,X,O,O,X,X,X,X,X,X,X,X,X,X,X
OTILZJS,X,O,O,X,O,X,X,O,X,X,X,X,X,X
OTILZSJ,X,O,O,X,X,X,X,O,O,X,X,X,X,X
OTIJLSZ,O,O,O,X,O,X,X,X,X,X,X,X,X,X
OTIJLZS,O,O,O,X,O,X,X,X,X,X,X,X,X,X
OTIJSLZ,O,O,X,X,O,X,X,X,X,X,X,X,X,X
OTIJSZL,O,O,X,X,O,X,X,X,X,X,X,X,X,X
OTIJZLS,O,O,O,X,O,X,X,X,X,X,X,X,X,X
OTIJZSL,O,O,X,X,O,X,X,X,X,X,X,X,X,X
OTISLJZ,X,O,O,X,X,X,O,X,X,X,X,X,X,X
OTISLZJ,X,O,O,X,X,X,O,X,X,X,O,X,X,X
OTISJLZ,O,O,X,X,O,X,X,X,X,X,X,X,X,X
OTISJZL,O,O,O,X,O,X,X,X,X,X,X,X,X,X
OTISZLJ,X,O,O,X,X,X,O,X,X,O,O,X,X,X
OTISZJL,O,O,O,X,O,X,X,X,X,O,X,X,X,X
OTIZLJS,X,O,O,X,O,X,X,O,X,X,X,X,X,X
OTIZLSJ,X,O,O,X,X,X,X,O,O,O,X,X,O,X
OTIZJLS,O,O,O,X,O,X,X,O,X,X,X,X,X,X
OTIZJSL,O,O,X,X,O,X,X,X,X,O,X,X,O,X
OTIZSLJ,X,X,O,X,X,X,O,O,O,O,X,X,O,X
OTIZSJL,O,O,O,X,O,X,X,X,X,O,X,X,O,X
OTLIJSZ,X,O,O,X,O,X,X,X,X,X,X,X,X,X
OTLIJZS,X,O,O,X,O,X,X,X,X,X,X,X,X,X
OTLISJZ,X,O,O,X,X,X,X,X,X,X,X,X,X,X
OTLISZJ,X,O,O,X,X,X,X,X,X,X,X,X,X,X
OTLIZJS,X,O,O,X,O,X,X,O,X,X,X,X,X,X
OTLIZSJ,X,O,O,X,X,X,X,O,O,X,X,X,X,X
OTLJISZ,X,O,X,X,O,X,X,X,X,X,X,X,X,X
OTLJIZS,X,O,X,X,O,X,X,X,X,X,X,X,X,X
OTLJSIZ,X,O,O,X,O,X,X,X,X,X,X,X,X,X
OTLJSZI,X,O,O,X,O,X,X,X,X,X,X,X,X,X
OTLJZIS,X,O,X,X,O,X,X,X,X,X,X,X,X,X
OTLJZSI,X,O,O,X,O,X,X,X,O,X,X,X,X,X
OTLSIJZ,X,O,O,X,X,X,O,X,X,X,X,X,X,X
OTLSIZJ,X,O,O,X,X,X,O,X,X,X,X,O,X,X
OTLSJIZ,X,O,O,X,X,X,O,X,X,X,X,X,X,X
OTLSJZI,X,O,O,X,X,X,O,X,X,X,X,O,X,X
OTLSZIJ,X,O,O,X,X,X,O,X,O,X,X,O,X,X
OTLSZJI,X,O,O,X,X,X,O,X,O,X,X,O,X,X
OTLZIJS,X,O,O,X,O,X,X,O,X,X,X,X,X,X
OTLZISJ,X,O,O,X,X,X,X,O,O,X,X,X,X,X
OTLZJIS,X,O,X,X,O,X,X,O,X,X,X,X,X,X
OTLZJSI,X,O,O,X,O,X,X,X,O,X,X,X,X,X
OTLZSIJ,X,O,O,X,X,X,O,O,O,X,X,O,X,X
OTLZSJI,X,O,O,X,X,X,O,X,O,X,X,O,X,X
OTJILSZ,O,O,O,X,O,X,X,X,X,X,X,X,X,X
OTJILZS,O,O,O,X,O,X,X,X,X,X,X,X,X,X
OTJISLZ,O,O,X,X,O,X,X,X,X,X,X,X,X,X
OTJISZL,O,O,X,X,O,X,X,X,X,X,X,X,X,X
OTJIZLS,O,O,O,X,O,X,X,X,X,X,X,X,X,X
OTJIZSL,O,O,X,X,O,X,X,X,X,X,X,X,X,X
OTJLISZ,O,O,X,X,O,X,X,X,X,X,X,X,X,X
OTJLIZS,O,O,X,X,O,X,X,X,X,X,X,X,X,X
OTJLSIZ,O,O,O,X,O,X,X,X,X,X,X,X,X,X
OTJLSZI,O,O,O,X,O,X,X,X,X,X,X,X,X,X
OTJLZIS,O,O,X,X,O,X,X,X,X,X,X,X,X,X
OTJLZSI,O,O,O,X,O,X,X,X,O,X,X,X,X,X
OTJSILZ,O,O,X,X,O,X,X,X,X,X,X,X,X,X
OTJSIZL,O,O,O,X,O,X,X,X,X,X,X,X,X,X
OTJSLIZ,O,O,X,X,O,X,O,X,X,X,X,X,X,X
OTJSLZI,O,O,O,X,O,X,O,X,X,X,X,X,X,X
OTJSZIL,O,O,O,X,O,X,X,X,X,X,X,X,X,X
OTJSZLI,O,O,O,X,O,X,O,X,X,X,X,X,X,X
OTJZILS,O,O,O,X,O,X,X,X,X,X,X,X,X,X
OTJZISL,O,O,X,X,O,X,X,X,X,X,X,X,X,X
OTJZLIS,O,O,X,X,O,X,X,X,X,X,X,X,X,X
OTJZLSI,O,O,O,X,O,X,X,X,O,X,X,X,X,X
OTJZSIL,O,O,O,X,O,X,X,X,X,X,X,X,X,X
OTJZSLI,O,O,O,X,O,X,O,X,O,X,X,X,X,X
OTSILJZ,X,O,O,X,X,X,O,X,X,X,X,X,X,X
OTSILZJ,X,O,O,X,X,X,O,X,X,X,O,O,X,O
OTSIJLZ,O,O,X,X,O,X,X,X,X,X,X,X,X,X
OTSIJZL,O,O,O,X,O,X,X,X,X,X,X,X,X,O
OTSIZLJ,X,O,O,X,X,X,O,X,X,O,O,X,X,O
OTSIZJL,O,O,O,X,O,X,X,X,X,O,X,X,X,O
OTSLIJZ,X,O,O,X,X,X,O,X,X,X,X,X,X,X
OTSLIZJ,X,O,O,X,X,X,O,X,X,X,O,O,X,X
OTSLJIZ,X,O,O,X,X,X,O,X,X,X,X,X,X,X
OTSLJZI,X,O,O,X,X,X,O,X,X,X,X,O,X,X
OTSLZIJ,X,O,O,X,X,X,O,X,O,X,O,O,X,X
OTSLZJI,X,O,O,X,X,X,O,X,O,X,X,O,X,X
OTSJILZ,O,O,X,X,O,X,X,X,X,X,X,X,X,X
OTSJIZL,O,O,O,X,O,X,X,X,X,X,X,X,X,X
OTSJLIZ,O,O,O,X,O,X,O,X,X,X,X,X,X,X
OTSJLZI,O,O,O,X,O,X,O,X,X,X,X,O,X,X
OTSJZIL,O,O,O,X,O,X,X,X,X,X,X,X,X,X
OTSJZLI,O,O,O,X,O,X,O,X,X,X,X,X,X,X
OTSZILJ,X,O,O,X,X,X,O,X,O,O,O,X,X,O
OTSZIJL,O,O,O,X,O,X,X,X,X,O,X,X,X,O
OTSZLIJ,X,O,O,X,X,X,O,X,O,O,O,O,X,X
OTSZLJI,X,O,O,X,X,X,O,X,O,X,X,O,X,X
OTSZJIL,O,O,O,X,O,X,X,X,X,O,X,X,X,X
OTSZJLI,O,O,O,X,O,X,O,X,O,X,X,X,X,X
OTZILJS,X,O,O,X,O,X,X,O,X,X,X,X,X,X
OTZILSJ,X,O,O,X,X,X,X,O,O,O,X,X,O,X
OTZIJLS,O,O,O,X,O,X,X,O,X,X,X,X,X,X
OTZIJSL,O,O,X,X,O,X,X,X,X,O,X,X,O,X
OTZISLJ,X,X,O,X,X,X,O,O,O,O,X,X,O,X
OTZISJL,O,O,O,X,O,X,X,X,X,O,X,X,O,X
OTZLIJS,X,O,O,X,O,X,X,O,X,X,X,X,X,X
OTZLISJ,X,O,O,X,X,X,X,O,O,O,X,X,O,X
OTZLJIS,X,O,X,X,O,X,X,O,X,X,X,X,X,X
OTZLJSI,X,O,O,X,O,X,X,X,O,X,X,X,X,X
OTZLSIJ,X,O,O,X,X,X,O,O,O,O,X,X,X,X
OTZLSJI,X,O,O,X,X,X,O,X,O,X,X,X,X,X
OTZJILS,O,O,O,X,O,X,X,O,X,X,X,X,X,X
OTZJISL,O,O,X,X,O,X,X,X,X,O,X,X,O,X
OTZJLIS,O,O,X,X,O,X,X,O,X,X,X,X,X,X
OTZJLSI,O,O,O,X,O,X,X,X,O,X,X,X,X,X
OTZJSIL,O,O,O,X,O,X,X,X,X,O,X,X,X,X
OTZJSLI,O,O,O,X,O,X,O,X,O,X,X,X,X,X
OTZSILJ,X,O,O,X,X,X,O,O,O,O,O,X,O,O
OTZSIJL,O,O,O,X,O,X,X,X,X,O,X,X,O,O
OTZSLIJ,X,O,O,X,X,X,O,O,O,O,O,X,X,X
OTZSLJI,X,O,O,X,X,X,O,X,O,X,X,X,X,X
OTZSJIL,O,O,O,X,O,X,X,X,X,O,X,X,X,X
OTZSJLI,O,O,O,X,O,X,O,X,O,X,X,X,X,X
OITLJSZ,X,O,O,X,O,X,X,X,X,X,X,X,X,X
OITLJZS,X,O,O,X,O,X,X,X,X,X,X,X,X,X
OITLSJZ,X,O,O,X,X,X,X,X,X,X,X,X,X,X
OITLSZJ,X,O,O,X,X,X,X,X,X,X,X,X,X,X
OITLZJS,X,O,O,X,O,X,X,O,X,X,X,X,X,X
OITLZSJ,X,O,O,X,X,X,X,O,O,X,X,X,X,X
OITJLSZ,O,O,O,X,O,X,X,X,X,X,X,X,X,X
OITJLZS,O,O,O,X,O,X,X,X,X,X,X,X,X,X
OITJSLZ,O,O,X,X,O,X,X,X,X,X,X,X,X,X
OITJSZL,O,O,X,X,O,X,X,X,X,X,X,X,X,X
OITJZLS,O,O,O,X,O,X,X,X,X,X,X,X,X,X
OITJZSL,O,O,X,X,O,X,X,X,X,X,X,X,X,X
OITSLJZ,X,O,O,X,X,X,X,X,X,X,X,X,X,X
OITSLZJ,X,O,O,X,X,X,X,X,X,X,O,X,X,X
OITSJLZ,O,O,X,X,O,X,X,X,X,X,X,X,X,X
OITSJZL,O,O,O,X,O,X,X,X,X,X,X,X,X,X
OITSZLJ,X,O,O,X,X,X,X,X,X,O,O,X,X,X
OITSZJL,O,O,O,X,O,X,X,X,X,O,X,X,X,X
OITZLJS,X,O,O,X,O,X,X,O,X,X,X,X,X,X
OITZLSJ,X,O,O,X,X,X,X,O,O,O,X,X,X,X
OITZJLS,O,O,O,X,O,X,X,O,X,X,X,X,X,X
OITZJSL,O,O,X,X,O,X,X,X,X,O,X,X,X,X
OITZSLJ,X,X,O,X,X,X,X,O,O,O,X,X,X,X
OITZSJL,O,O,O,X,O,X,X,X,X,O,X,X,X,X
OILTJSZ,X,O,O,X,O,O,X,X,X,X,X,X,X,X
OILTJZS,X,O,O,X,O,O,X,X,X,X,X,X,X,X
OILTSJZ,X,O,O,X,X,O,X,X,X,X,X,X,X,X
OILTSZJ,X,O,O,X,X,O,X,X,X,X,X,X,X,X
OILTZJS,X,O,O,X,O,O,X,O,X,X,X,X,X,X
OILTZSJ,X,O,O,X,X,O,X,O,O,X,X,X,X,X
OILJTSZ,X,O,O,O,O,O,X,X,X,X,X,X,X,X
OILJTZS,X,O,O,X,O,O,X,X,X,X,X,X,X,X
OILJSTZ,X,X,O,O,O,O,X,X,X,X,X,X,X,X
OILJSZT,X,O,O,O,O,X,X,X,X,X,X,X,X,X
OILJZTS,X,X,O,X,O,O,X,X,X,X,X,X,X,X
OILJZST,X,X,O,O,O,X,X,X,X,X,X,X,X,X
OILSTJZ,X,X,O,O,X,O,X,X,X,X,X,X,X,X
OILSTZJ,X,O,O,X,X,O,X,X,X,X,X,X,X,X
OILSJTZ,X,X,O,O,X,O,X,X,X,X,X,X,X,X
OILSJZT,X,O,O,O,X,X,X,X,X,X,X,X,X,X
OILSZTJ,X,O,O,X,X,O,X,X,X,X,X,X,X,X
OILSZJT,X,O,O,X,X,X,X,X,X,X,X,X,X,X
OILZTJS,X,O,O,X,O,O,X,X,X,X,X,X,X,X
OILZTSJ,X,O,O,X,X,O,X,O,X,X,X,X,X,X
OILZJTS,X,X,O,X,O,O,X,X,X,X,X,X,X,X
OILZJST,X,X,O,X,O,X,X,O,X,X,X,X,X,X
OILZSTJ,X,X,O,X,X,O,X,O,O,X,X,X,X,X
OILZSJT,X,X,O,X,X,X,X,O,O,X,X,X,X,X
OIJTLSZ,O,O,O,O,O,O,X,X,X,X,X,X,X,X
OIJTLZS,O,O,O,X,O,O,X,X,X,X,X,X,X,X
OIJTSLZ,O,O,X,X,O,O,X,X,X,X,X,X,X,X
OIJTSZL,O,O,X,X,O,O,X,X,X,X,X,X,X,X
OIJTZLS,O,O,O,X,O,X,X,X,X,X,X,X,X,X
OIJTZSL,O,O,X,X,O,O,X,X,X,X,X,X,X,X
OIJLTSZ,O,O,O,O,O,O,X,X,X,X,X,X,X,X
OIJLTZS,O,O,O,X,O,O,X,X,X,X,X,X,X,X
OIJLSTZ,X,X,O,O,O,O,X,X,X,X,X,X,X,X
OIJLSZT,O,O,O,O,O,X,X,X,X,X,X,X,X,X
OIJLZTS,X,X,O,X,O,O,X,X,X,X,X,X,X,X
OIJLZST,O,X,O,O,O,X,X,X,X,X,X,X,X,X
OIJSTLZ,O,O,X,X,O,X,X,X,X,X,X,X,X,X
OIJSTZL,O,O,X,X,O,X,X,X,X,X,X,X,X,X
OIJSLTZ,X,X,X,O,O,X,X,X,X,X,X,X,X,X
OIJSLZT,O,O,X,O,O,X,X,X,X,X,X,X,X,X
OIJSZTL,O,O,X,X,O,X,X,X,X,X,X,X,X,X
OIJSZLT,O,O,X,X,O,X,X,X,X,X,X,X,X,X
OIJZTLS,O,X,O,X,O,O,X,X,X,X,X,X,X,X
OIJZTSL,O,X,X,X,O,O,X,X,X,X,X,X,X,X
